'DL4593','Malfunction',15,'Delayed','2025-02-19 07:46:08.000',87.3,'2026-01-09','2.2.9','Pending','Poor',58,494,714,'Good','Bluetooth','Success',4,'C98679','VS883523'
'DL5886','Active',30,'Delayed','2025-02-19 08:01:08.000',99.8,'2026-02-08','2.8.2','Pending','Poor',79,560,247,'Poor','RF','Failed',8,'C72780','VS348489'
'DL1444','Malfunction',10,'Real-time','2025-02-19 07:58:08.000',96.2,'2026-02-04','4.3.0','Current','Fair',29,305,753,'None','GSM','Failed',12,'C92497','VS332109'
'DL5550','Active',15,'Delayed','2025-02-19 08:17:08.000',83.4,'2025-03-08','3.7.0','Failed','Good',57,978,752,'Poor','Bluetooth','Failed',1,'C29292','VS524988'
'DL6294','Active',15,'Real-time','2025-02-19 07:55:08.000',91.0,'2025-06-29','3.6.9','Current','Fair',0,201,313,'Excellent','Satellite','Pending',1,'C31366','VS155787'
'DL5430','Active',30,'Delayed','2025-02-19 08:03:08.000',92.6,'2025-09-12','3.4.3','Current','Poor',45,630,663,'Excellent','Bluetooth','Success',8,'C91336','VS550386'
'DL7120','Active',10,'Real-time','2025-02-19 07:57:08.000',99.8,'2026-01-14','3.7.7','Failed','Good',1,667,146,'Good','RF','Pending',8,'C22668','VS585762'
'DL2385','Battery Low',1,'Failed','2025-02-19 08:30:08.000',98.8,'2025-09-02','1.4.2','Failed','Poor',100,517,925,'Excellent','GSM','Pending',8,'C54270','VS931004'
'DL7097','Malfunction',5,'Delayed','2025-02-19 08:16:08.000',94.5,'2025-06-18','3.8.7','Pending','Fair',82,485,97,'Excellent','Satellite','Failed',1,'C21719','VS458136'
'DL4943','Malfunction',30,'Real-time','2025-02-19 08:16:08.000',97.7,'2025-12-12','5.1.4','Current','Fair',65,45,668,'Excellent','GSM','Success',1,'C17080','VS407480'
'DL1853','Active',30,'Delayed','2025-02-19 08:01:08.000',86.2,'2025-07-20','5.0.2','Failed','Poor',67,521,395,'Good','Bluetooth','Failed',4,'C82999','VS243715'
'DL3372','Malfunction',5,'Real-time','2025-02-19 08:04:08.000',80.7,'2026-01-25','5.9.9','Failed','Good',42,968,630,'None','GSM','Pending',12,'C70851','VS200439'
'DL2652','Active',1,'Failed','2025-02-19 07:43:08.000',91.5,'2025-04-26','2.3.6','Pending','Good',73,486,885,'Excellent','Satellite','Failed',12,'C20995','VS643245'
'DL3394','Battery Low',30,'Delayed','2025-02-19 08:25:08.000',94.5,'2025-08-06','1.2.0','Current','Poor',7,659,246,'None','GSM','Pending',12,'C85104','VS677294'
'DL2069','Battery Low',5,'Real-time','2025-02-19 07:36:08.000',89.5,'2026-02-14','4.0.6','Current','Poor',37,594,624,'Good','Satellite','Failed',4,'C78433','VS727888'
'DL3114','Malfunction',15,'Failed','2025-02-19 07:33:08.000',94.6,'2025-06-15','2.5.2','Pending','Poor',93,962,575,'Excellent','Bluetooth','Pending',4,'C50789','VS864870'
'DL8742','Malfunction',15,'Delayed','2025-02-19 07:59:08.000',82.7,'2026-02-09','1.6.3','Current','Fair',8,840,677,'Excellent','GSM','Success',1,'C72791','VS531818'
'DL4770','Malfunction',5,'Real-time','2025-02-19 07:37:08.000',80.4,'2025-07-09','1.2.2','Pending','Fair',34,920,432,'Good','GSM','Success',1,'C43430','VS952365'
'DL9552','Battery Low',30,'Delayed','2025-02-19 08:05:08.000',80.7,'2025-10-25','5.3.3','Current','Poor',28,686,229,'Excellent','Bluetooth','Failed',8,'C77495','VS779966'
'DL7915','Active',15,'Failed','2025-02-19 08:32:08.000',81.0,'2025-02-28','2.1.0','Pending','Fair',64,908,985,'Excellent','RF','Pending',12,'C45991','VS948409'
'DL3244','Malfunction',30,'Failed','2025-02-19 07:36:08.000',90.1,'2025-10-13','4.3.3','Current','Poor',35,63,877,'Excellent','Satellite','Success',24,'C11046','VS645736'
'DL2530','Battery Low',1,'Delayed','2025-02-19 07:50:08.000',95.4,'2025-05-28','1.6.6','Pending','Fair',81,197,789,'Poor','Satellite','Pending',1,'C13869','VS283095'
'DL9000','Battery Low',10,'Delayed','2025-02-19 08:11:08.000',93.1,'2025-11-24','2.2.8','Pending','Good',94,208,130,'None','Satellite','Pending',4,'C16895','VS636700'
'DL7473','Battery Low',10,'Failed','2025-02-19 08:26:08.000',96.6,'2025-09-28','5.7.4','Failed','Good',13,442,862,'Poor','RF','Failed',1,'C27385','VS554000'
'DL6582','Active',5,'Delayed','2025-02-19 08:01:08.000',92.9,'2025-04-17','3.0.2','Pending','Fair',9,675,343,'Excellent','RF','Failed',24,'C72773','VS637893'
'DL5411','Active',30,'Real-time','2025-02-19 08:19:08.000',92.1,'2025-11-21','3.9.5','Current','Fair',22,338,884,'Poor','RF','Failed',8,'C13064','VS747009'
'DL5926','Active',10,'Failed','2025-02-19 08:00:08.000',83.2,'2025-04-09','2.4.7','Current','Good',92,378,34,'Excellent','GSM','Failed',1,'C17800','VS706874'
'DL1679','Malfunction',30,'Delayed','2025-02-19 08:01:08.000',93.6,'2025-09-02','2.3.7','Current','Poor',70,928,717,'Good','GSM','Success',1,'C13958','VS854151'
'DL9689','Battery Low',1,'Delayed','2025-02-19 07:47:08.000',81.0,'2026-01-25','5.0.0','Current','Poor',81,104,351,'Poor','Bluetooth','Pending',8,'C66268','VS924878'
'DL4420','Active',1,'Delayed','2025-02-19 08:13:08.000',99.4,'2025-08-04','2.3.8','Pending','Good',41,191,817,'Excellent','RF','Failed',4,'C18170','VS939078'
'DL2093','Active',30,'Failed','2025-02-19 08:19:08.000',91.7,'2025-12-21','2.1.5','Current','Good',65,96,830,'Poor','Bluetooth','Success',8,'C90838','VS124785'
'DL6351','Malfunction',30,'Real-time','2025-02-19 08:15:08.000',83.3,'2025-04-08','2.2.3','Failed','Poor',93,281,581,'Excellent','Satellite','Failed',24,'C71032','VS372178'
'DL6447','Malfunction',5,'Real-time','2025-02-19 07:42:08.000',98.0,'2025-12-15','4.7.5','Failed','Poor',54,358,794,'Good','GSM','Success',24,'C61754','VS120493'
'DL5060','Active',15,'Failed','2025-02-19 08:00:08.000',92.5,'2025-04-20','1.8.0','Current','Poor',84,725,375,'Poor','Bluetooth','Failed',12,'C90205','VS401870'
'DL1611','Battery Low',1,'Delayed','2025-02-19 08:19:08.000',82.1,'2025-03-12','3.8.3','Failed','Poor',64,233,917,'Poor','Bluetooth','Failed',8,'C87782','VS738323'
'DL9479','Malfunction',10,'Delayed','2025-02-19 08:31:08.000',95.0,'2026-02-01','3.8.1','Pending','Good',6,17,909,'Good','RF','Pending',4,'C39289','VS340698'
'DL7445','Malfunction',15,'Delayed','2025-02-19 08:17:08.000',85.6,'2025-07-14','2.6.0','Failed','Fair',8,160,919,'Poor','Satellite','Pending',24,'C95013','VS834148'
'DL9273','Malfunction',15,'Delayed','2025-02-19 07:37:08.000',85.4,'2025-12-29','2.3.7','Failed','Fair',64,546,865,'Excellent','Bluetooth','Failed',8,'C79523','VS116114'
'DL1066','Battery Low',10,'Failed','2025-02-19 08:24:08.000',80.5,'2025-09-28','3.6.7','Failed','Poor',74,592,140,'Good','RF','Failed',12,'C59542','VS143586'
'DL3656','Active',30,'Real-time','2025-02-19 07:47:08.000',88.8,'2025-06-22','1.0.8','Failed','Fair',13,199,117,'Excellent','Bluetooth','Success',1,'C43993','VS641124'
'DL4413','Active',5,'Delayed','2025-02-19 08:27:08.000',93.5,'2025-07-28','5.9.9','Pending','Fair',61,732,27,'Good','GSM','Failed',12,'C66474','VS122057'
'DL8843','Battery Low',5,'Failed','2025-02-19 07:47:08.000',80.6,'2025-11-06','5.6.9','Pending','Fair',13,580,271,'Good','Satellite','Failed',4,'C39937','VS121615'
'DL3080','Malfunction',1,'Real-time','2025-02-19 07:47:08.000',82.2,'2025-09-27','1.2.9','Pending','Poor',74,444,95,'Excellent','Satellite','Pending',8,'C66895','VS241927'
'DL6495','Malfunction',10,'Delayed','2025-02-19 08:29:08.000',88.3,'2025-10-04','2.8.5','Failed','Fair',28,786,583,'Excellent','Bluetooth','Failed',24,'C30060','VS353215'
'DL3248','Battery Low',30,'Real-time','2025-02-19 07:33:08.000',93.8,'2025-04-30','5.1.5','Current','Poor',94,771,928,'Excellent','RF','Failed',12,'C37902','VS294463'
'DL4393','Active',30,'Failed','2025-02-19 08:21:08.000',98.9,'2025-04-08','2.4.3','Current','Fair',7,531,772,'None','GSM','Failed',1,'C13057','VS535880'
'DL7850','Battery Low',1,'Failed','2025-02-19 07:57:08.000',90.0,'2025-03-08','1.7.6','Failed','Fair',8,582,303,'Poor','Satellite','Failed',24,'C72714','VS806464'
'DL2880','Malfunction',1,'Delayed','2025-02-19 08:29:08.000',98.6,'2025-11-04','2.2.7','Current','Fair',46,651,945,'Poor','GSM','Pending',4,'C35763','VS993249'
'DL4118','Battery Low',5,'Delayed','2025-02-19 08:01:08.000',95.6,'2025-06-19','4.1.5','Failed','Fair',46,164,137,'Good','GSM','Pending',12,'C69989','VS409384'
'DL8969','Battery Low',30,'Delayed','2025-02-19 08:03:08.000',90.7,'2026-01-31','4.2.9','Current','Good',37,927,172,'Good','Satellite','Failed',24,'C84019','VS327248'
'DL5762','Malfunction',10,'Delayed','2025-02-19 08:29:08.000',97.2,'2025-02-23','1.9.5','Pending','Fair',0,20,468,'None','Bluetooth','Pending',24,'C59467','VS950618'
'DL8413','Malfunction',1,'Failed','2025-02-19 08:15:08.000',86.2,'2026-01-02','4.9.5','Pending','Poor',91,373,671,'Poor','Bluetooth','Pending',8,'C15853','VS410384'
'DL7911','Battery Low',5,'Failed','2025-02-19 07:43:08.000',99.3,'2025-12-16','4.0.8','Current','Good',47,728,47,'Excellent','RF','Pending',4,'C41713','VS189046'
'DL2181','Malfunction',15,'Real-time','2025-02-19 07:33:08.000',91.0,'2025-07-25','5.9.9','Failed','Fair',15,437,206,'Excellent','Satellite','Success',12,'C93499','VS295482'
'DL7861','Malfunction',30,'Delayed','2025-02-19 07:35:08.000',81.0,'2025-12-06','1.5.4','Failed','Poor',0,857,635,'Excellent','Satellite','Pending',4,'C33323','VS283365'
'DL3297','Battery Low',5,'Failed','2025-02-19 07:50:08.000',83.7,'2026-01-13','4.3.2','Failed','Good',54,498,802,'Excellent','RF','Failed',4,'C77984','VS708525'
'DL8580','Malfunction',30,'Delayed','2025-02-19 08:18:08.000',94.6,'2025-03-12','4.6.3','Pending','Good',40,709,204,'Good','GSM','Failed',4,'C34633','VS553349'
'DL5678','Battery Low',15,'Delayed','2025-02-19 07:55:08.000',92.0,'2025-10-25','2.2.9','Failed','Poor',50,259,479,'Good','RF','Pending',1,'C96187','VS921991'
'DL8268','Battery Low',5,'Real-time','2025-02-19 07:57:08.000',83.2,'2025-05-22','2.6.0','Pending','Good',41,462,129,'Good','RF','Success',12,'C30491','VS523393'
'DL5824','Malfunction',15,'Real-time','2025-02-19 07:39:08.000',84.7,'2025-10-25','3.4.1','Failed','Good',39,530,497,'Poor','Satellite','Failed',12,'C19477','VS709799'
'DL8461','Battery Low',30,'Real-time','2025-02-19 08:06:08.000',88.1,'2025-04-21','5.4.2','Pending','Fair',75,303,68,'Good','RF','Failed',24,'C67465','VS400245'
'DL1944','Battery Low',5,'Real-time','2025-02-19 07:44:08.000',91.6,'2026-01-12','5.2.0','Current','Poor',4,928,269,'Poor','Bluetooth','Success',4,'C25494','VS968659'
'DL3700','Active',30,'Real-time','2025-02-19 08:02:08.000',90.0,'2025-07-30','1.4.3','Current','Good',10,719,716,'Excellent','Bluetooth','Pending',1,'C20020','VS934901'
'DL6358','Battery Low',15,'Failed','2025-02-19 08:20:08.000',84.5,'2025-06-25','3.9.7','Pending','Fair',40,40,667,'Excellent','Bluetooth','Pending',24,'C30719','VS827524'
'DL3426','Battery Low',30,'Delayed','2025-02-19 08:03:08.000',82.5,'2025-12-17','2.8.7','Current','Poor',85,326,584,'Poor','Bluetooth','Success',12,'C79480','VS568867'
'DL6270','Malfunction',15,'Real-time','2025-02-19 07:52:08.000',85.5,'2025-03-28','4.0.7','Pending','Poor',59,885,509,'Excellent','GSM','Failed',1,'C14208','VS702292'
'DL2127','Malfunction',10,'Real-time','2025-02-19 08:23:08.000',98.2,'2025-07-07','1.1.1','Failed','Fair',17,426,876,'Good','RF','Success',12,'C91565','VS790005'
'DL6055','Malfunction',15,'Failed','2025-02-19 07:58:08.000',87.5,'2025-10-18','2.7.3','Pending','Fair',19,46,975,'Excellent','RF','Success',24,'C99077','VS674620'
'DL1591','Malfunction',5,'Delayed','2025-02-19 07:35:08.000',97.4,'2025-08-01','2.6.1','Failed','Fair',87,212,182,'Excellent','Satellite','Failed',8,'C47844','VS229072'
'DL3427','Active',10,'Failed','2025-02-19 07:43:08.000',96.8,'2025-03-21','3.6.9','Failed','Good',35,398,13,'None','Satellite','Pending',8,'C80083','VS796234'
'DL6780','Battery Low',5,'Real-time','2025-02-19 08:31:08.000',83.9,'2025-04-19','5.6.5','Failed','Good',70,458,334,'Poor','Bluetooth','Success',24,'C95907','VS627944'
'DL9714','Malfunction',15,'Delayed','2025-02-19 08:13:08.000',87.4,'2025-04-24','4.3.9','Failed','Poor',97,31,703,'Good','RF','Failed',24,'C81506','VS846212'
'DL3116','Battery Low',10,'Failed','2025-02-19 08:18:08.000',88.2,'2025-08-17','2.1.3','Failed','Good',72,476,872,'Excellent','Bluetooth','Success',24,'C32858','VS328536'
'DL6200','Active',15,'Real-time','2025-02-19 08:10:08.000',83.7,'2025-05-30','4.5.4','Current','Poor',11,943,654,'Excellent','Bluetooth','Pending',8,'C42486','VS168484'
'DL6772','Battery Low',5,'Failed','2025-02-19 08:26:08.000',80.2,'2025-12-16','2.2.6','Current','Fair',24,115,28,'Poor','Bluetooth','Failed',12,'C30282','VS406659'
'DL5473','Battery Low',30,'Delayed','2025-02-19 08:32:08.000',82.9,'2025-04-04','3.7.4','Pending','Good',16,572,916,'None','RF','Success',12,'C69408','VS318261'
'DL7324','Malfunction',15,'Real-time','2025-02-19 07:35:08.000',89.2,'2026-02-12','2.2.0','Failed','Good',65,387,507,'None','Bluetooth','Pending',4,'C67269','VS128465'
'DL5282','Battery Low',15,'Delayed','2025-02-19 07:34:08.000',81.5,'2025-11-26','1.4.9','Pending','Good',4,449,775,'Poor','Bluetooth','Failed',1,'C56603','VS151303'
'DL1644','Malfunction',30,'Real-time','2025-02-19 07:52:08.000',80.1,'2026-01-12','2.1.3','Failed','Fair',70,221,675,'Poor','Bluetooth','Pending',4,'C17047','VS468129'
'DL9726','Malfunction',5,'Delayed','2025-02-19 07:55:08.000',86.1,'2025-05-21','4.2.7','Failed','Good',63,576,89,'Poor','Satellite','Success',24,'C77065','VS519544'
'DL8351','Malfunction',1,'Real-time','2025-02-19 08:14:08.000',84.4,'2025-03-11','5.2.8','Current','Fair',80,735,231,'Poor','GSM','Success',24,'C34434','VS313800'
'DL9604','Active',10,'Delayed','2025-02-19 08:31:08.000',96.8,'2025-09-04','2.0.7','Failed','Fair',36,966,532,'None','GSM','Failed',1,'C79121','VS180260'
'DL1708','Battery Low',15,'Delayed','2025-02-19 08:00:08.000',89.3,'2025-12-18','1.0.3','Pending','Fair',25,90,594,'Excellent','Bluetooth','Success',1,'C64234','VS143336'
'DL3022','Malfunction',1,'Delayed','2025-02-19 08:18:08.000',89.9,'2025-03-10','2.7.2','Pending','Poor',65,334,582,'Excellent','RF','Failed',12,'C24072','VS709697'
'DL2286','Battery Low',5,'Failed','2025-02-19 08:10:08.000',91.4,'2025-04-17','5.5.1','Failed','Poor',20,780,478,'Good','Satellite','Pending',1,'C12921','VS199957'
'DL5306','Malfunction',30,'Failed','2025-02-19 07:32:08.000',85.9,'2025-09-29','5.4.2','Failed','Good',64,624,657,'Good','Bluetooth','Success',1,'C36126','VS840960'
'DL6994','Battery Low',10,'Real-time','2025-02-19 07:32:08.000',89.1,'2025-05-21','3.7.6','Current','Fair',85,464,72,'Good','GSM','Failed',8,'C25968','VS742148'
'DL4702','Active',1,'Delayed','2025-02-19 07:46:08.000',87.8,'2025-05-20','5.6.9','Current','Poor',9,415,579,'Excellent','Bluetooth','Failed',12,'C29101','VS109470'
'DL8439','Active',10,'Failed','2025-02-19 07:34:08.000',97.9,'2025-10-06','1.8.7','Pending','Poor',93,694,575,'Good','GSM','Pending',8,'C65819','VS103453'
'DL4167','Malfunction',1,'Delayed','2025-02-19 08:28:08.000',94.9,'2025-11-18','3.7.3','Pending','Good',10,868,925,'Good','RF','Failed',24,'C96419','VS217241'
'DL7319','Battery Low',5,'Failed','2025-02-19 08:25:08.000',85.0,'2025-05-19','4.6.9','Current','Poor',85,221,33,'None','RF','Success',12,'C77093','VS625027'
'DL8800','Malfunction',1,'Real-time','2025-02-19 08:31:08.000',88.9,'2025-07-11','5.9.5','Pending','Fair',89,404,348,'Poor','RF','Failed',4,'C27123','VS797261'
'DL6920','Malfunction',30,'Delayed','2025-02-19 08:18:08.000',98.3,'2025-12-02','2.4.4','Current','Poor',27,460,34,'Good','Satellite','Failed',8,'C74902','VS361445'
'DL4877','Battery Low',15,'Real-time','2025-02-19 07:59:08.000',80.1,'2025-10-05','2.6.6','Current','Poor',28,834,889,'Good','GSM','Pending',1,'C31254','VS326657'
'DL9950','Battery Low',15,'Failed','2025-02-19 07:39:08.000',89.9,'2025-04-17','1.6.1','Pending','Poor',25,142,161,'Excellent','RF','Failed',4,'C63888','VS784137'
'DL4692','Battery Low',5,'Real-time','2025-02-19 08:25:08.000',94.9,'2025-08-17','1.2.8','Current','Poor',2,888,551,'Poor','GSM','Success',1,'C40899','VS427890'
'DL6712','Active',30,'Real-time','2025-02-19 07:53:08.000',91.0,'2025-11-26','3.2.6','Pending','Poor',6,790,574,'Excellent','Bluetooth','Failed',8,'C19544','VS332149'
'DL6784','Malfunction',1,'Failed','2025-02-19 07:48:08.000',88.8,'2025-07-08','4.9.2','Current','Fair',35,481,21,'Excellent','Bluetooth','Pending',8,'C17756','VS577997'
'DL8220','Active',1,'Real-time','2025-02-19 07:35:08.000',87.1,'2025-08-22','1.8.1','Current','Poor',82,235,735,'Poor','Bluetooth','Pending',12,'C98917','VS374731'
'DL3384','Malfunction',10,'Real-time','2025-02-19 08:28:08.000',99.2,'2025-05-11','3.9.4','Pending','Good',44,308,740,'Good','Bluetooth','Pending',1,'C38728','VS585983'
'DL8258','Malfunction',5,'Failed','2025-02-19 08:07:08.000',91.2,'2025-05-07','1.6.0','Pending','Poor',52,721,427,'Good','Bluetooth','Success',24,'C96927','VS733406'
'DL8782','Active',15,'Real-time','2025-02-19 08:31:08.000',94.9,'2025-09-11','3.8.8','Current','Good',9,282,713,'Good','Bluetooth','Success',24,'C26935','VS353130'
'DL4238','Malfunction',10,'Delayed','2025-02-19 07:59:08.000',91.6,'2025-06-12','1.8.5','Failed','Good',94,372,61,'Poor','RF','Pending',12,'C31282','VS107478'
'DL3565','Battery Low',1,'Failed','2025-02-19 08:31:08.000',88.4,'2025-03-10','3.1.8','Current','Good',58,780,317,'Excellent','Bluetooth','Pending',1,'C32848','VS151690'
'DL1964','Battery Low',1,'Delayed','2025-02-19 08:30:08.000',86.2,'2025-06-05','1.4.5','Pending','Fair',66,154,86,'Excellent','GSM','Success',8,'C14433','VS326238'
'DL9876','Active',1,'Failed','2025-02-19 07:35:08.000',89.9,'2025-09-07','5.0.5','Pending','Poor',23,725,72,'Good','GSM','Success',1,'C54147','VS764486'
'DL7272','Malfunction',10,'Delayed','2025-02-19 07:39:08.000',90.8,'2025-10-12','2.7.1','Current','Good',36,527,260,'Good','RF','Success',24,'C39872','VS215821'
'DL7997','Active',30,'Delayed','2025-02-19 08:22:08.000',84.3,'2025-04-02','4.7.6','Failed','Good',88,1000,655,'Good','RF','Success',1,'C38527','VS538019'
'DL9595','Malfunction',15,'Real-time','2025-02-19 08:06:08.000',87.5,'2025-11-25','5.5.7','Pending','Poor',91,557,676,'Poor','Bluetooth','Pending',24,'C45128','VS470623'
'DL6984','Battery Low',15,'Real-time','2025-02-19 08:02:08.000',82.3,'2025-10-19','4.2.8','Failed','Good',11,399,550,'Excellent','Bluetooth','Failed',24,'C55437','VS368769'
'DL9541','Malfunction',15,'Real-time','2025-02-19 07:49:08.000',86.0,'2025-07-03','4.7.1','Failed','Poor',16,440,459,'None','GSM','Pending',4,'C88229','VS420113'
'DL1142','Active',10,'Failed','2025-02-19 08:23:08.000',88.7,'2026-01-14','1.2.9','Current','Fair',94,816,416,'Excellent','GSM','Failed',24,'C39164','VS310740'
'DL8712','Active',1,'Real-time','2025-02-19 07:45:08.000',90.5,'2026-02-03','1.8.5','Pending','Fair',43,907,505,'Poor','RF','Failed',8,'C68894','VS208732'
'DL8614','Malfunction',5,'Failed','2025-02-19 07:46:08.000',89.8,'2025-03-15','1.7.2','Failed','Good',24,452,817,'Excellent','RF','Success',4,'C44183','VS899808'
'DL9994','Active',15,'Real-time','2025-02-19 07:58:08.000',87.2,'2025-07-06','1.6.0','Current','Fair',13,524,565,'Excellent','GSM','Success',24,'C93712','VS537855'
'DL1823','Battery Low',5,'Real-time','2025-02-19 08:09:08.000',82.6,'2025-11-23','2.0.0','Failed','Fair',11,607,646,'Poor','RF','Failed',1,'C84769','VS652122'
'DL5806','Battery Low',10,'Failed','2025-02-19 08:01:08.000',90.4,'2025-05-20','5.5.5','Failed','Fair',48,13,947,'Good','GSM','Failed',12,'C31388','VS552820'
'DL3870','Malfunction',5,'Failed','2025-02-19 08:16:08.000',94.7,'2025-05-23','3.5.9','Pending','Good',62,891,336,'Poor','Satellite','Failed',1,'C59576','VS928871'
'DL6012','Battery Low',15,'Failed','2025-02-19 08:14:08.000',88.3,'2025-12-13','2.1.0','Failed','Poor',41,636,851,'Excellent','RF','Pending',12,'C96878','VS472377'
'DL4380','Malfunction',15,'Failed','2025-02-19 08:09:08.000',80.1,'2025-08-02','3.5.0','Pending','Fair',54,785,997,'Poor','GSM','Pending',4,'C62497','VS725227'
'DL2897','Malfunction',1,'Real-time','2025-02-19 07:37:08.000',97.3,'2025-11-06','4.3.6','Current','Poor',88,966,398,'Good','GSM','Failed',12,'C74507','VS706268'
'DL7085','Malfunction',30,'Failed','2025-02-19 08:24:08.000',80.3,'2025-09-07','3.1.0','Failed','Fair',94,875,827,'Poor','GSM','Failed',24,'C17696','VS728567'
'DL5022','Malfunction',5,'Real-time','2025-02-19 07:48:08.000',86.7,'2025-11-23','3.0.4','Failed','Poor',51,924,709,'Good','Bluetooth','Success',24,'C11949','VS466158'
'DL2778','Battery Low',15,'Real-time','2025-02-19 07:46:08.000',95.3,'2025-04-21','5.5.0','Pending','Fair',86,218,629,'Poor','RF','Pending',8,'C17486','VS295079'
'DL9360','Active',30,'Failed','2025-02-19 08:06:08.000',97.2,'2025-12-10','4.4.3','Failed','Good',63,119,259,'Excellent','GSM','Failed',4,'C81673','VS403613'
'DL1194','Malfunction',30,'Delayed','2025-02-19 08:32:08.000',93.5,'2025-11-15','1.1.0','Failed','Fair',65,140,845,'Good','GSM','Failed',4,'C19890','VS833956'
'DL7204','Malfunction',15,'Failed','2025-02-19 07:45:08.000',82.4,'2025-10-25','3.3.6','Current','Fair',52,163,495,'Excellent','Bluetooth','Pending',24,'C10643','VS507637'
'DL7823','Malfunction',15,'Delayed','2025-02-19 07:35:08.000',88.2,'2025-04-08','3.4.1','Failed','Good',15,248,439,'Good','Bluetooth','Pending',24,'C78148','VS930240'
'DL7885','Active',1,'Failed','2025-02-19 08:23:08.000',97.7,'2025-02-21','2.1.1','Pending','Poor',5,978,585,'Good','GSM','Success',4,'C45109','VS363745'
'DL6072','Battery Low',5,'Failed','2025-02-19 07:54:08.000',92.8,'2025-07-28','2.8.6','Failed','Fair',46,842,523,'Good','GSM','Pending',12,'C80022','VS999459'
'DL4522','Active',5,'Real-time','2025-02-19 08:31:08.000',80.9,'2025-10-16','4.6.4','Current','Fair',41,26,38,'Good','Satellite','Success',12,'C20291','VS337865'
'DL1190','Battery Low',5,'Real-time','2025-02-19 08:01:08.000',80.3,'2025-09-22','2.6.1','Pending','Fair',34,178,862,'Good','GSM','Failed',24,'C94373','VS724444'
