'C14425','Ultra-Low Freezer',61,166.5,'In Transit','Phase Change Material',37.8,63.00,3,'2025-02-13','2025-02-24',76.0,'Battery','In Use','VS135208'
'C18437','Cryo Container',196,28.1,'Return','Dry Ice',24.2,21.40,4,'2025-02-14','2025-02-24',78.0,'Battery','Not Available','VS895343'
'C37349','Cryo Container',156,186.3,'Active','Dry Ice',13.3,51.50,4,'2025-02-14','2025-02-22',75.0,'External','Available','VS923182'
'C47621','Cryo Container',322,140.4,'In Transit','Liquid Nitrogen',49.1,30.10,4,'2025-02-19','2025-02-24',87.0,'Hybrid','Not Available','VS676546'
'C73713','Ultra-Low Freezer',99,129.6,'Delivered','Liquid Nitrogen',28.9,35.30,5,'2025-02-16','2025-02-24',47.0,'External','Not Available','VS415528'
'C98679','Cryo Container',448,159.0,'Return','Phase Change Material',32.6,28.90,3,'2025-02-16','2025-02-21',55.0,'Hybrid','Not Available','VS883523'
'C72780','Ultra-Low Freezer',114,57.8,'Return','Phase Change Material',18.2,79.50,3,'2025-02-09','2025-02-21',99.0,'External','In Use','VS348489'
'C92497','Ultra-Low Freezer',261,69.9,'Active','Phase Change Material',13.6,47.60,2,'2025-02-11','2025-02-21',55.0,'Hybrid','In Use','VS332109'
'C29292','Cryo Container',284,176.5,'Active','Phase Change Material',46.7,42.60,0,'2025-02-09','2025-02-22',9.0,'Battery','Not Available','VS524988'
'C31366','Ultra-Low Freezer',99,59.5,'Active','Phase Change Material',6.2,92.70,4,'2025-02-14','2025-02-20',33.0,'Battery','Not Available','VS155787'
'C91336','Cryo Container',463,193.6,'Return','Dry Ice',31.8,65.80,5,'2025-02-09','2025-02-22',6.0,'External','In Use','VS550386'
'C22668','Ultra-Low Freezer',344,68.9,'Delivered','Dry Ice',28.5,60.60,2,'2025-02-09','2025-02-23',52.0,'External','Not Available','VS585762'
'C54270','Cryo Container',163,89.6,'Return','Phase Change Material',41.2,31.60,2,'2025-02-11','2025-02-21',12.0,'Battery','Available','VS931004'
'C21719','Ultra-Low Freezer',485,108.8,'In Transit','Liquid Nitrogen',22.1,88.40,3,'2025-02-17','2025-02-23',56.0,'Hybrid','Not Available','VS458136'
'C17080','Thermal Shipper',402,134.4,'Delivered','Liquid Nitrogen',34.1,23.00,5,'2025-02-13','2025-02-24',43.0,'Hybrid','Available','VS407480'
'C82999','Thermal Shipper',346,107.6,'Delivered','Dry Ice',26.1,55.80,1,'2025-02-13','2025-02-24',1.0,'Battery','In Use','VS243715'
'C70851','Ultra-Low Freezer',456,25.5,'In Transit','Phase Change Material',11.2,91.30,2,'2025-02-17','2025-02-20',90.0,'External','Available','VS200439'
'C20995','Ultra-Low Freezer',375,83.8,'Return','Liquid Nitrogen',47.1,89.60,2,'2025-02-17','2025-02-22',19.0,'Battery','Available','VS643245'
'C85104','Ultra-Low Freezer',368,32.7,'Active','Phase Change Material',7.6,47.00,5,'2025-02-17','2025-02-23',35.0,'Battery','Available','VS677294'
'C78433','Thermal Shipper',184,193.9,'Return','Liquid Nitrogen',49.8,39.00,1,'2025-02-16','2025-02-21',41.0,'External','In Use','VS727888'
'C50789','Cryo Container',197,123.7,'Active','Dry Ice',18.4,51.20,2,'2025-02-09','2025-02-22',6.0,'External','In Use','VS864870'
'C72791','Thermal Shipper',266,44.2,'Active','Dry Ice',35.6,38.50,0,'2025-02-17','2025-02-20',81.0,'Hybrid','Available','VS531818'
'C43430','Thermal Shipper',367,91.5,'Return','Dry Ice',13.4,30.50,5,'2025-02-17','2025-02-24',31.0,'Battery','In Use','VS952365'
'C77495','Ultra-Low Freezer',422,188.0,'Delivered','Dry Ice',8.1,25.30,3,'2025-02-12','2025-02-22',39.0,'Hybrid','Available','VS779966'
'C45991','Thermal Shipper',235,55.9,'In Transit','Liquid Nitrogen',10.0,96.90,5,'2025-02-09','2025-02-21',97.0,'Hybrid','Available','VS948409'
'C11046','Ultra-Low Freezer',418,112.4,'Active','Liquid Nitrogen',41.7,53.80,1,'2025-02-11','2025-02-23',52.0,'Hybrid','Not Available','VS645736'
'C13869','Ultra-Low Freezer',495,144.8,'Return','Phase Change Material',37.1,23.70,4,'2025-02-16','2025-02-24',8.0,'Battery','Not Available','VS283095'
'C16895','Ultra-Low Freezer',401,86.3,'Return','Liquid Nitrogen',31.6,61.20,3,'2025-02-13','2025-02-22',77.0,'Hybrid','Not Available','VS636700'
'C27385','Ultra-Low Freezer',424,58.1,'In Transit','Dry Ice',10.9,80.60,3,'2025-02-17','2025-02-20',84.0,'External','In Use','VS554000'
'C72773','Cryo Container',495,174.8,'Active','Dry Ice',8.4,74.80,1,'2025-02-09','2025-02-24',22.0,'External','In Use','VS637893'
'C13064','Thermal Shipper',284,148.1,'Return','Liquid Nitrogen',24.9,20.00,1,'2025-02-17','2025-02-24',1.0,'Hybrid','Available','VS747009'
'C17800','Ultra-Low Freezer',240,115.9,'In Transit','Dry Ice',21.9,81.70,2,'2025-02-11','2025-02-24',80.0,'Hybrid','Available','VS706874'
'C13958','Cryo Container',105,93.6,'In Transit','Phase Change Material',34.9,63.30,1,'2025-02-09','2025-02-23',13.0,'Battery','Available','VS854151'
'C66268','Thermal Shipper',51,181.5,'Active','Dry Ice',16.3,94.80,3,'2025-02-18','2025-02-23',76.0,'Hybrid','Not Available','VS924878'
'C18170','Thermal Shipper',317,76.5,'Delivered','Dry Ice',5.3,25.40,5,'2025-02-17','2025-02-23',16.0,'External','Available','VS939078'
'C90838','Cryo Container',420,131.0,'Delivered','Phase Change Material',38.3,64.70,1,'2025-02-16','2025-02-24',9.0,'Hybrid','Not Available','VS124785'
'C71032','Cryo Container',113,88.2,'In Transit','Dry Ice',28.9,77.80,3,'2025-02-19','2025-02-23',1.0,'External','Not Available','VS372178'
'C61754','Thermal Shipper',52,191.2,'Active','Liquid Nitrogen',23.9,45.10,5,'2025-02-17','2025-02-24',9.0,'Battery','Not Available','VS120493'
'C90205','Ultra-Low Freezer',242,28.1,'In Transit','Liquid Nitrogen',18.4,33.20,3,'2025-02-10','2025-02-24',78.0,'External','In Use','VS401870'
'C87782','Ultra-Low Freezer',173,174.9,'In Transit','Phase Change Material',28.4,67.80,2,'2025-02-12','2025-02-23',36.0,'Hybrid','Not Available','VS738323'
'C39289','Thermal Shipper',412,147.8,'Active','Phase Change Material',16.9,96.10,0,'2025-02-15','2025-02-21',46.0,'External','Available','VS340698'
'C95013','Cryo Container',391,44.6,'Delivered','Dry Ice',48.1,54.50,4,'2025-02-13','2025-02-21',1.0,'Battery','Not Available','VS834148'
'C79523','Thermal Shipper',292,44.6,'Delivered','Phase Change Material',29.0,94.80,4,'2025-02-13','2025-02-22',78.0,'External','Available','VS116114'
'C43993','Cryo Container',317,22.3,'Active','Liquid Nitrogen',46.2,96.20,1,'2025-02-15','2025-02-20',41.0,'External','Available','VS641124'
'C66474','Ultra-Low Freezer',357,186.1,'Active','Liquid Nitrogen',11.7,78.10,2,'2025-02-19','2025-02-21',95.0,'Hybrid','Available','VS122057'
'C39937','Ultra-Low Freezer',477,80.4,'Return','Phase Change Material',9.4,63.10,2,'2025-02-19','2025-02-23',37.0,'Battery','In Use','VS121615'
'C66895','Thermal Shipper',243,25.4,'Active','Liquid Nitrogen',15.2,55.20,3,'2025-02-19','2025-02-24',75.0,'Battery','Available','VS241927'
'C30060','Ultra-Low Freezer',467,43.4,'Active','Liquid Nitrogen',49.7,66.30,1,'2025-02-13','2025-02-23',100.0,'Battery','Not Available','VS353215'
'C37902','Thermal Shipper',484,111.7,'Active','Phase Change Material',8.3,80.70,1,'2025-02-14','2025-02-22',34.0,'Battery','Available','VS294463'
'C13057','Thermal Shipper',246,51.7,'In Transit','Dry Ice',36.4,27.20,0,'2025-02-12','2025-02-21',70.0,'Hybrid','Not Available','VS535880'
'C72714','Thermal Shipper',249,131.3,'Return','Liquid Nitrogen',44.0,90.10,3,'2025-02-09','2025-02-23',25.0,'External','Available','VS806464'
'C35763','Thermal Shipper',79,87.8,'Delivered','Dry Ice',39.3,38.30,2,'2025-02-19','2025-02-23',39.0,'Hybrid','Available','VS993249'
'C69989','Ultra-Low Freezer',79,93.2,'Delivered','Liquid Nitrogen',32.3,67.70,2,'2025-02-12','2025-02-22',42.0,'External','Not Available','VS409384'
'C84019','Thermal Shipper',230,109.8,'Delivered','Liquid Nitrogen',25.9,26.90,0,'2025-02-11','2025-02-22',41.0,'Hybrid','In Use','VS327248'
'C59467','Thermal Shipper',324,40.0,'In Transit','Liquid Nitrogen',26.4,65.30,1,'2025-02-18','2025-02-21',44.0,'External','In Use','VS950618'
'C15853','Ultra-Low Freezer',169,66.2,'Return','Dry Ice',11.6,86.30,4,'2025-02-12','2025-02-24',4.0,'External','In Use','VS410384'
'C41713','Thermal Shipper',123,104.1,'Active','Liquid Nitrogen',30.3,84.50,0,'2025-02-13','2025-02-22',80.0,'Hybrid','Not Available','VS189046'
'C93499','Ultra-Low Freezer',307,119.5,'Active','Dry Ice',39.9,96.70,3,'2025-02-16','2025-02-20',0.0,'Hybrid','In Use','VS295482'
'C33323','Thermal Shipper',303,162.7,'Delivered','Dry Ice',14.2,91.90,0,'2025-02-19','2025-02-22',10.0,'Hybrid','Available','VS283365'
'C77984','Thermal Shipper',409,123.9,'In Transit','Liquid Nitrogen',36.5,60.40,5,'2025-02-09','2025-02-24',12.0,'External','Not Available','VS708525'
'C34633','Thermal Shipper',325,192.4,'Active','Liquid Nitrogen',33.7,36.80,5,'2025-02-16','2025-02-24',100.0,'External','In Use','VS553349'
'C96187','Thermal Shipper',118,84.3,'In Transit','Phase Change Material',16.6,59.20,1,'2025-02-09','2025-02-22',14.0,'Hybrid','Available','VS921991'
'C30491','Ultra-Low Freezer',105,190.4,'In Transit','Liquid Nitrogen',47.4,79.50,3,'2025-02-16','2025-02-21',67.0,'Battery','In Use','VS523393'
'C19477','Cryo Container',325,183.5,'In Transit','Phase Change Material',47.1,21.60,0,'2025-02-11','2025-02-21',37.0,'Hybrid','In Use','VS709799'
'C67465','Ultra-Low Freezer',338,120.5,'Delivered','Phase Change Material',36.6,63.50,5,'2025-02-14','2025-02-22',62.0,'External','Not Available','VS400245'
'C25494','Cryo Container',271,166.7,'In Transit','Phase Change Material',34.7,83.50,2,'2025-02-09','2025-02-20',99.0,'Hybrid','Available','VS968659'
'C20020','Thermal Shipper',189,198.0,'In Transit','Dry Ice',43.6,99.50,2,'2025-02-16','2025-02-21',43.0,'External','In Use','VS934901'
'C30719','Thermal Shipper',266,125.3,'In Transit','Liquid Nitrogen',29.6,35.90,3,'2025-02-10','2025-02-22',3.0,'External','Available','VS827524'
'C79480','Cryo Container',105,192.4,'Active','Liquid Nitrogen',15.0,83.30,1,'2025-02-15','2025-02-21',75.0,'External','Available','VS568867'
'C14208','Cryo Container',179,62.8,'In Transit','Phase Change Material',47.6,46.60,2,'2025-02-13','2025-02-20',96.0,'External','Not Available','VS702292'
'C91565','Cryo Container',122,157.6,'Active','Liquid Nitrogen',29.8,33.70,2,'2025-02-12','2025-02-21',87.0,'External','Available','VS790005'
'C99077','Thermal Shipper',139,74.3,'Return','Phase Change Material',48.1,87.10,2,'2025-02-09','2025-02-22',77.0,'Battery','Not Available','VS674620'
'C47844','Thermal Shipper',55,150.0,'In Transit','Liquid Nitrogen',5.2,85.10,5,'2025-02-16','2025-02-22',84.0,'Hybrid','Available','VS229072'
'C80083','Ultra-Low Freezer',476,114.2,'Return','Liquid Nitrogen',16.4,84.10,3,'2025-02-19','2025-02-22',84.0,'External','In Use','VS796234'
'C95907','Ultra-Low Freezer',64,144.3,'Delivered','Dry Ice',22.3,27.80,2,'2025-02-17','2025-02-20',42.0,'Hybrid','In Use','VS627944'
'C81506','Cryo Container',277,129.4,'In Transit','Dry Ice',32.3,74.10,4,'2025-02-09','2025-02-21',100.0,'Battery','Available','VS846212'
'C32858','Thermal Shipper',223,187.0,'Active','Dry Ice',33.7,66.10,5,'2025-02-18','2025-02-22',88.0,'Hybrid','Available','VS328536'
'C42486','Ultra-Low Freezer',114,24.8,'Delivered','Dry Ice',45.3,52.40,4,'2025-02-17','2025-02-24',90.0,'Hybrid','In Use','VS168484'
'C30282','Thermal Shipper',161,100.6,'Return','Dry Ice',47.2,25.00,2,'2025-02-18','2025-02-21',42.0,'Battery','In Use','VS406659'
'C69408','Cryo Container',406,162.0,'Return','Liquid Nitrogen',39.5,97.20,3,'2025-02-15','2025-02-20',33.0,'Battery','In Use','VS318261'
'C67269','Cryo Container',229,117.1,'Return','Phase Change Material',33.2,48.90,3,'2025-02-12','2025-02-22',42.0,'External','In Use','VS128465'
'C56603','Cryo Container',479,91.8,'Delivered','Dry Ice',39.7,89.90,5,'2025-02-19','2025-02-22',90.0,'Hybrid','Not Available','VS151303'
'C17047','Cryo Container',414,68.7,'Active','Liquid Nitrogen',50.0,86.40,2,'2025-02-17','2025-02-23',26.0,'Battery','Not Available','VS468129'
'C77065','Ultra-Low Freezer',371,161.1,'Delivered','Phase Change Material',13.8,29.70,5,'2025-02-14','2025-02-24',40.0,'External','Not Available','VS519544'
'C34434','Thermal Shipper',303,28.5,'Delivered','Dry Ice',39.2,27.30,5,'2025-02-12','2025-02-22',50.0,'Hybrid','In Use','VS313800'
'C79121','Thermal Shipper',466,187.3,'Delivered','Dry Ice',31.7,95.70,5,'2025-02-18','2025-02-24',8.0,'Battery','Not Available','VS180260'
'C64234','Ultra-Low Freezer',63,62.1,'Return','Dry Ice',31.6,79.10,2,'2025-02-18','2025-02-22',18.0,'Battery','In Use','VS143336'
'C24072','Ultra-Low Freezer',271,137.6,'Return','Dry Ice',25.6,59.50,3,'2025-02-19','2025-02-22',88.0,'Battery','Available','VS709697'
'C12921','Cryo Container',267,157.7,'Return','Liquid Nitrogen',35.8,65.40,0,'2025-02-12','2025-02-20',38.0,'Hybrid','In Use','VS199957'
'C36126','Thermal Shipper',417,141.9,'Active','Phase Change Material',22.9,66.40,2,'2025-02-12','2025-02-22',45.0,'Battery','Available','VS840960'
'C25968','Thermal Shipper',192,123.0,'In Transit','Phase Change Material',37.9,63.00,4,'2025-02-14','2025-02-20',48.0,'Battery','In Use','VS742148'
'C29101','Ultra-Low Freezer',324,99.9,'In Transit','Liquid Nitrogen',19.9,62.30,2,'2025-02-15','2025-02-21',85.0,'Hybrid','Not Available','VS109470'
'C65819','Thermal Shipper',189,104.2,'Active','Liquid Nitrogen',25.4,71.60,5,'2025-02-13','2025-02-21',45.0,'Hybrid','Available','VS103453'
'C96419','Ultra-Low Freezer',432,47.2,'Return','Phase Change Material',42.4,31.00,5,'2025-02-15','2025-02-23',66.0,'Battery','Not Available','VS217241'
'C77093','Cryo Container',370,105.1,'Return','Dry Ice',48.6,42.60,1,'2025-02-15','2025-02-23',14.0,'External','In Use','VS625027'
'C27123','Thermal Shipper',493,114.3,'Return','Phase Change Material',43.0,51.10,4,'2025-02-13','2025-02-22',24.0,'External','Not Available','VS797261'
'C74902','Ultra-Low Freezer',400,151.3,'In Transit','Phase Change Material',36.8,80.60,2,'2025-02-14','2025-02-20',59.0,'External','Not Available','VS361445'
'C31254','Thermal Shipper',487,167.0,'Active','Phase Change Material',27.4,20.60,2,'2025-02-16','2025-02-22',87.0,'Hybrid','Available','VS326657'
'C63888','Cryo Container',299,191.9,'Active','Liquid Nitrogen',33.2,70.90,3,'2025-02-14','2025-02-21',26.0,'Battery','In Use','VS784137'
'C40899','Cryo Container',241,117.8,'Active','Phase Change Material',41.6,23.80,2,'2025-02-12','2025-02-24',90.0,'Hybrid','In Use','VS427890'
'C19544','Ultra-Low Freezer',333,82.3,'Active','Liquid Nitrogen',43.6,47.50,2,'2025-02-12','2025-02-24',56.0,'Hybrid','In Use','VS332149'
'C17756','Ultra-Low Freezer',76,34.6,'Return','Dry Ice',45.6,83.50,5,'2025-02-12','2025-02-23',92.0,'Hybrid','Not Available','VS577997'
'C98917','Cryo Container',452,42.6,'Active','Phase Change Material',12.5,26.30,2,'2025-02-10','2025-02-22',82.0,'External','Available','VS374731'
'C38728','Ultra-Low Freezer',330,91.0,'Active','Phase Change Material',19.2,37.00,1,'2025-02-18','2025-02-21',83.0,'Battery','Available','VS585983'
'C96927','Cryo Container',256,191.9,'Return','Phase Change Material',13.4,52.30,1,'2025-02-11','2025-02-20',51.0,'External','In Use','VS733406'
'C26935','Ultra-Low Freezer',210,175.4,'Return','Dry Ice',45.1,41.80,3,'2025-02-19','2025-02-22',44.0,'Battery','Not Available','VS353130'
'C31282','Ultra-Low Freezer',134,113.9,'Delivered','Phase Change Material',16.0,73.20,3,'2025-02-11','2025-02-22',40.0,'External','Available','VS107478'
'C32848','Cryo Container',384,126.9,'Return','Liquid Nitrogen',26.9,78.70,2,'2025-02-16','2025-02-23',32.0,'External','In Use','VS151690'
'C14433','Thermal Shipper',220,137.4,'Return','Phase Change Material',7.9,25.70,5,'2025-02-09','2025-02-24',1.0,'External','Not Available','VS326238'
'C54147','Ultra-Low Freezer',287,90.7,'Return','Phase Change Material',26.8,39.50,5,'2025-02-19','2025-02-24',11.0,'Battery','Available','VS764486'
'C39872','Ultra-Low Freezer',410,155.8,'Return','Dry Ice',14.3,55.10,4,'2025-02-10','2025-02-24',48.0,'External','Not Available','VS215821'
'C38527','Thermal Shipper',490,178.3,'Delivered','Dry Ice',25.0,55.20,5,'2025-02-12','2025-02-24',20.0,'Battery','Not Available','VS538019'
'C45128','Ultra-Low Freezer',483,100.2,'Active','Phase Change Material',15.8,44.90,3,'2025-02-16','2025-02-20',21.0,'External','Not Available','VS470623'
'C55437','Thermal Shipper',248,22.5,'In Transit','Phase Change Material',24.6,53.40,4,'2025-02-10','2025-02-20',84.0,'Hybrid','Available','VS368769'
'C88229','Thermal Shipper',497,147.2,'Return','Dry Ice',44.8,44.30,1,'2025-02-12','2025-02-20',56.0,'External','In Use','VS420113'
'C39164','Ultra-Low Freezer',62,145.8,'Active','Liquid Nitrogen',25.7,94.00,4,'2025-02-14','2025-02-20',73.0,'Hybrid','In Use','VS310740'
'C68894','Thermal Shipper',264,147.8,'In Transit','Phase Change Material',28.6,29.00,1,'2025-02-09','2025-02-24',96.0,'Hybrid','Available','VS208732'
'C44183','Ultra-Low Freezer',279,21.9,'Return','Phase Change Material',32.1,56.80,4,'2025-02-17','2025-02-21',44.0,'External','In Use','VS899808'
'C93712','Thermal Shipper',358,23.5,'Active','Dry Ice',21.8,72.10,2,'2025-02-11','2025-02-23',62.0,'External','Not Available','VS537855'
'C84769','Cryo Container',156,183.4,'Return','Dry Ice',36.0,68.00,2,'2025-02-14','2025-02-22',26.0,'External','In Use','VS652122'
'C31388','Cryo Container',299,59.9,'In Transit','Phase Change Material',30.9,95.70,1,'2025-02-17','2025-02-21',13.0,'Battery','Not Available','VS552820'
'C59576','Ultra-Low Freezer',177,135.3,'Delivered','Dry Ice',44.8,59.00,0,'2025-02-17','2025-02-24',3.0,'Hybrid','In Use','VS928871'
'C96878','Thermal Shipper',138,164.5,'Delivered','Phase Change Material',12.5,35.60,2,'2025-02-19','2025-02-21',0.0,'External','Available','VS472377'
'C62497','Ultra-Low Freezer',203,122.2,'Return','Liquid Nitrogen',47.7,43.80,0,'2025-02-11','2025-02-21',57.0,'Battery','Not Available','VS725227'
'C74507','Cryo Container',413,112.8,'In Transit','Dry Ice',38.4,54.60,3,'2025-02-15','2025-02-22',58.0,'Battery','Available','VS706268'
'C17696','Cryo Container',104,151.3,'Delivered','Liquid Nitrogen',36.3,22.50,2,'2025-02-09','2025-02-21',40.0,'External','In Use','VS728567'
'C11949','Ultra-Low Freezer',60,198.6,'In Transit','Liquid Nitrogen',45.4,59.90,1,'2025-02-15','2025-02-22',11.0,'Hybrid','In Use','VS466158'
'C17486','Ultra-Low Freezer',332,151.6,'In Transit','Phase Change Material',10.4,84.20,2,'2025-02-13','2025-02-24',70.0,'Battery','Available','VS295079'
'C81673','Cryo Container',59,189.0,'Active','Dry Ice',9.1,74.70,4,'2025-02-19','2025-02-21',80.0,'Battery','Available','VS403613'
'C19890','Cryo Container',77,79.6,'In Transit','Phase Change Material',47.3,47.60,5,'2025-02-09','2025-02-21',7.0,'Battery','Not Available','VS833956'
'C10643','Ultra-Low Freezer',153,83.6,'Return','Phase Change Material',21.4,97.00,2,'2025-02-15','2025-02-22',10.0,'Battery','Available','VS507637'
'C78148','Cryo Container',405,192.6,'Active','Liquid Nitrogen',14.9,93.10,3,'2025-02-12','2025-02-21',19.0,'External','In Use','VS930240'
'C45109','Ultra-Low Freezer',397,76.3,'Delivered','Liquid Nitrogen',14.9,90.20,5,'2025-02-17','2025-02-20',21.0,'Hybrid','Available','VS363745'
'C80022','Thermal Shipper',135,177.3,'In Transit','Dry Ice',5.4,89.70,0,'2025-02-14','2025-02-20',35.0,'Battery','In Use','VS999459'
'C20291','Thermal Shipper',493,197.2,'Delivered','Phase Change Material',28.4,78.80,3,'2025-02-13','2025-02-23',61.0,'Battery','Not Available','VS337865'
'C94373','Thermal Shipper',306,193.1,'Active','Dry Ice',21.7,63.80,4,'2025-02-09','2025-02-22',0.0,'Battery','In Use','VS724444'
'C22268','Cryo Container',412,193.9,'In Transit','Liquid Nitrogen',50.0,69.50,2,'2025-02-16','2025-02-24',98.0,'Battery','Available','VS935254'
'C11016','Cryo Container',226,125.6,'Return','Liquid Nitrogen',30.7,22.40,2,'2025-02-15','2025-02-20',9.0,'Battery','Not Available','VS923219'
'C90940','Cryo Container',77,37.9,'Delivered','Phase Change Material',28.6,78.50,1,'2025-02-19','2025-02-22',86.0,'Battery','Not Available','VS880764'
'C70725','Thermal Shipper',208,20.5,'In Transit','Phase Change Material',13.4,88.40,5,'2025-02-18','2025-02-21',98.0,'External','In Use','VS747891'
'C22121','Ultra-Low Freezer',116,157.7,'Return','Dry Ice',37.0,27.40,4,'2025-02-12','2025-02-23',31.0,'External','Not Available','VS271193'
'C83981','Thermal Shipper',134,33.9,'Return','Phase Change Material',29.0,78.00,4,'2025-02-11','2025-02-23',59.0,'Hybrid','Available','VS455839'
'C77943','Thermal Shipper',360,55.4,'In Transit','Dry Ice',45.4,73.30,1,'2025-02-12','2025-02-24',81.0,'External','In Use','VS940919'
'C15172','Cryo Container',85,176.4,'In Transit','Phase Change Material',26.7,89.10,4,'2025-02-14','2025-02-23',38.0,'External','Available','VS697185'
'C71208','Thermal Shipper',249,55.0,'In Transit','Dry Ice',13.6,74.00,1,'2025-02-16','2025-02-22',75.0,'Battery','In Use','VS169896'
'C65166','Thermal Shipper',128,45.0,'Delivered','Liquid Nitrogen',32.7,45.30,1,'2025-02-18','2025-02-24',51.0,'External','Not Available','VS945805'
'C25228','Ultra-Low Freezer',253,123.6,'Delivered','Phase Change Material',28.7,45.00,0,'2025-02-13','2025-02-24',85.0,'Battery','In Use','VS548410'
'C58471','Cryo Container',426,148.6,'Delivered','Liquid Nitrogen',46.9,82.70,2,'2025-02-18','2025-02-20',44.0,'External','Available','VS153333'
'C94752','Thermal Shipper',201,24.6,'Return','Dry Ice',43.9,99.10,2,'2025-02-09','2025-02-20',45.0,'Hybrid','Available','VS305055'
'C28112','Cryo Container',111,168.2,'In Transit','Phase Change Material',32.7,34.20,5,'2025-02-12','2025-02-24',39.0,'Hybrid','In Use','VS924050'
'C91801','Cryo Container',132,122.2,'In Transit','Liquid Nitrogen',45.7,52.50,4,'2025-02-11','2025-02-22',81.0,'External','Available','VS354851'
'C42471','Ultra-Low Freezer',490,84.8,'Delivered','Liquid Nitrogen',34.1,55.20,0,'2025-02-10','2025-02-20',72.0,'External','Available','VS634654'
'C63961','Cryo Container',294,161.4,'Return','Phase Change Material',41.5,53.50,5,'2025-02-14','2025-02-21',65.0,'Battery','In Use','VS140768'
'C55546','Thermal Shipper',267,199.6,'Active','Phase Change Material',17.8,69.80,5,'2025-02-14','2025-02-23',76.0,'External','Not Available','VS572165'
'C62544','Thermal Shipper',82,86.3,'Delivered','Dry Ice',30.2,64.00,2,'2025-02-16','2025-02-24',9.0,'External','Available','VS440101'
'C50734','Ultra-Low Freezer',420,161.1,'In Transit','Phase Change Material',11.3,88.00,3,'2025-02-17','2025-02-22',49.0,'Battery','In Use','VS999134'
'C93759','Thermal Shipper',209,148.6,'Delivered','Dry Ice',13.4,80.20,0,'2025-02-15','2025-02-23',26.0,'External','Not Available','VS337683'
'C77144','Cryo Container',73,106.1,'Active','Phase Change Material',20.0,87.80,4,'2025-02-09','2025-02-21',18.0,'Hybrid','Not Available','VS196243'
'C59542','Cryo Container',434,104.4,'In Transit','Liquid Nitrogen',6.5,32.20,2,'2025-02-12','2025-02-20',60.0,'Hybrid','Available','VS143586'
'C91856','Thermal Shipper',303,176.6,'Delivered','Liquid Nitrogen',18.9,49.80,2,'2025-02-19','2025-02-22',30.0,'External','Available','VS701401'
'C60576','Thermal Shipper',447,48.0,'In Transit','Phase Change Material',49.5,29.40,1,'2025-02-13','2025-02-20',9.0,'Hybrid','Available','VS857780'
'C79939','Cryo Container',215,51.6,'Active','Phase Change Material',38.5,59.10,4,'2025-02-13','2025-02-22',55.0,'Battery','Not Available','VS908386'
'C77447','Ultra-Low Freezer',345,176.6,'Active','Phase Change Material',31.1,42.80,5,'2025-02-12','2025-02-23',59.0,'Battery','Available','VS564586'
'C66140','Thermal Shipper',87,67.6,'Delivered','Dry Ice',38.2,45.70,2,'2025-02-12','2025-02-24',69.0,'External','Available','VS452821'
