13,-72.0,3.5,-85.2,9,-53.60,-95.00,0.931,13.1,97.6,'Normal','Malfunction','Triggered',9.55,69,0.08,14,1,7,'2025-02-19 06:32:08.000','N/A','C58070','V4156'
14,-67.0,3.2,-63.6,7,-46.90,-91.00,0.804,19.9,99.5,'Normal','Normal','Triggered',6.51,542,1.03,10,2,4,'2025-02-18 16:32:08.000','Temperature','C60207','V6142'
15,-71.5,4.3,-75.8,2,-40.10,-89.50,0.917,23.7,101.7,'Normal','Malfunction','Normal',4.03,226,1.23,18,5,4,'2025-02-18 20:32:08.000','Battery','C17716','V8967'
16,-78.4,2.0,-60.7,9,-59.90,-90.90,0.91,17.4,91.3,'Malfunction','Malfunction','Normal',4.34,376,0.55,6,5,3,'2025-02-18 19:32:08.000','N/A','C14425','V7953'
17,-70.0,2.8,-75.9,1,-43.90,-86.90,0.93,20.5,102.3,'Malfunction','Triggered','Triggered',0.04,286,1.91,4,0,10,'2025-02-19 04:32:08.000','GPS','C18437','V1109'
18,-68.2,2.1,-82.6,1,-51.50,-93.20,0.985,26.3,103.5,'Triggered','Triggered','Normal',0.69,768,1.04,20,2,7,'2025-02-18 13:32:08.000','N/A','C37349','V8278'
19,-81.4,4.3,-88.6,9,-44.00,-93.70,0.934,25.5,96.4,'Normal','Triggered','Triggered',9.62,735,0.54,9,2,0,'2025-02-19 02:32:08.000','GPS','C47621','V9619'
20,-79.5,3.9,-80.8,4,-52.90,-90.00,0.923,10.5,95.7,'Triggered','Normal','Triggered',7.34,164,0.28,8,5,4,'2025-02-19 04:32:08.000','Battery','C73713','V5541'
21,-62.1,2.0,-68.7,7,-46.40,-89.20,0.803,27.3,97.2,'Malfunction','Triggered','Malfunction',5.78,617,0.21,9,1,6,'2025-02-18 19:32:08.000','N/A','C98679','V3844'
22,-69.4,3.6,-62.6,10,-53.10,-92.70,0.836,29.7,90.5,'Malfunction','Triggered','Normal',6.86,174,1.97,20,2,2,'2025-02-18 23:32:08.000','Security','C72780','V2288'
23,-71.6,2.5,-81.1,6,-44.00,-92.50,0.989,13.7,95.8,'Normal','Triggered','Normal',3.95,276,0.25,13,5,4,'2025-02-18 23:32:08.000','Security','C92497','V4066'
24,-80.8,4.5,-87.2,4,-45.80,-90.20,0.987,18.3,104.8,'Normal','Malfunction','Normal',2.27,159,1.41,18,5,7,'2025-02-18 11:32:08.000','GPS','C29292','V3393'
25,-83.9,4.6,-69.1,4,-55.30,-94.50,0.86,13.3,90.9,'Triggered','Normal','Triggered',5.13,935,1.97,17,3,7,'2025-02-18 12:32:08.000','Temperature','C31366','V2788'
26,-89.7,3.3,-67.3,1,-52.70,-93.00,0.992,25.3,98.7,'Malfunction','Triggered','Triggered',8.42,587,1.44,10,4,2,'2025-02-18 20:32:08.000','Security','C91336','V7260'
27,-80.0,2.5,-84.9,7,-45.80,-90.70,0.992,27.7,92.0,'Normal','Triggered','Malfunction',6.14,182,0.95,15,4,9,'2025-02-18 13:32:08.000','N/A','C22668','V8287'
28,-60.1,3.8,-83.1,7,-48.20,-85.40,0.938,14.6,101.4,'Normal','Normal','Triggered',1.93,515,0.62,13,3,1,'2025-02-19 00:32:08.000','N/A','C54270','V6467'
29,-83.7,2.4,-79.0,4,-57.90,-86.40,0.873,10.8,102.7,'Triggered','Malfunction','Triggered',2.83,746,1.84,13,1,5,'2025-02-19 01:32:08.000','Battery','C21719','V8574'
30,-84.2,3.1,-71.2,1,-53.90,-85.80,0.871,21.0,104.8,'Normal','Triggered','Normal',4.66,568,0.54,16,3,8,'2025-02-18 20:32:08.000','GPS','C17080','V6463'
31,-85.3,3.7,-86.0,8,-49.20,-91.10,0.999,25.4,106.8,'Malfunction','Normal','Triggered',7.51,373,1.43,8,2,3,'2025-02-18 19:32:08.000','Battery','C82999','V4758'
32,-61.4,3.8,-84.4,8,-59.90,-88.70,0.909,14.5,103.8,'Normal','Malfunction','Triggered',2.27,39,0.24,16,2,0,'2025-02-18 16:32:08.000','GPS','C70851','V5936'
33,-83.0,3.1,-66.5,4,-51.40,-85.40,0.84,15.5,93.3,'Normal','Malfunction','Normal',9.16,121,1.59,8,4,7,'2025-02-18 12:32:08.000','GPS','C20995','V8407'
34,-61.9,2.5,-88.1,2,-56.90,-91.10,0.993,23.4,100.2,'Triggered','Triggered','Normal',9.01,548,0.6,1,5,3,'2025-02-18 23:32:08.000','N/A','C85104','V1395'
35,-75.4,2.9,-67.4,9,-46.10,-85.60,0.892,27.7,107.6,'Normal','Triggered','Malfunction',3.84,676,0.29,14,0,8,'2025-02-19 03:32:08.000','N/A','C78433','V8888'
36,-66.0,2.1,-79.8,1,-52.10,-90.80,0.887,28.0,100.5,'Malfunction','Malfunction','Normal',1.65,206,1.7,8,5,2,'2025-02-18 15:32:08.000','Temperature','C50789','V6577'
37,-67.4,3.8,-77.6,4,-41.30,-87.10,0.915,22.1,108.7,'Triggered','Normal','Normal',9.79,840,0.6,14,5,5,'2025-02-18 22:32:08.000','Security','C72791','V9516'
38,-61.4,2.2,-78.2,1,-56.30,-88.60,0.904,25.6,100.3,'Normal','Normal','Triggered',6.70,171,1.82,4,1,7,'2025-02-19 02:32:08.000','Security','C43430','V5172'
39,-79.4,5.0,-84.4,4,-42.80,-95.00,0.866,14.8,102.1,'Triggered','Malfunction','Triggered',9.95,524,1.4,14,3,4,'2025-02-18 17:32:08.000','Security','C77495','V8204'
40,-75.1,2.0,-89.4,8,-59.40,-94.40,0.806,24.1,105.4,'Triggered','Normal','Triggered',1.11,58,1.54,18,4,6,'2025-02-19 08:32:08.000','Temperature','C45991','V3361'
41,-76.5,3.4,-63.7,2,-57.10,-91.90,0.813,23.4,93.7,'Malfunction','Triggered','Triggered',0.12,160,1.3,13,3,5,'2025-02-18 10:32:08.000','Security','C11046','V8724'
42,-76.1,3.1,-76.1,0,-46.60,-86.70,0.97,18.5,109.2,'Malfunction','Malfunction','Malfunction',8.65,154,1.07,17,2,4,'2025-02-18 13:32:08.000','Temperature','C13869','V8739'
43,-67.9,3.6,-82.2,10,-41.60,-91.20,0.804,21.4,96.6,'Malfunction','Normal','Normal',4.53,323,0.29,12,4,6,'2025-02-18 23:32:08.000','N/A','C16895','V7922'
44,-65.0,4.9,-79.2,0,-47.30,-94.90,0.995,26.3,98.4,'Malfunction','Triggered','Triggered',4.30,665,1.76,19,2,9,'2025-02-18 09:32:08.000','N/A','C27385','V7584'
45,-79.2,4.6,-75.3,9,-44.90,-94.60,0.976,21.4,105.1,'Triggered','Normal','Triggered',2.75,98,0.44,8,0,6,'2025-02-18 14:32:08.000','Temperature','C72773','V6418'
46,-89.0,4.6,-78.1,0,-45.30,-87.10,0.867,29.9,100.3,'Normal','Malfunction','Triggered',2.59,272,1.77,12,2,5,'2025-02-18 11:32:08.000','GPS','C13064','V4742'
47,-75.6,4.1,-68.8,6,-41.50,-90.80,0.984,22.4,101.1,'Triggered','Malfunction','Normal',2.65,452,0.45,11,4,9,'2025-02-19 03:32:08.000','Battery','C17800','V2173'
48,-64.2,3.0,-89.8,7,-48.10,-94.70,0.873,26.3,93.8,'Triggered','Triggered','Malfunction',5.34,119,1.11,0,2,2,'2025-02-19 00:32:08.000','Battery','C13958','V3150'
49,-69.9,2.4,-88.2,4,-55.10,-93.90,0.994,17.4,93.4,'Malfunction','Triggered','Malfunction',8.42,111,0.32,12,5,3,'2025-02-19 07:32:08.000','N/A','C66268','V7812'
50,-64.5,4.0,-65.3,5,-41.30,-94.00,0.845,18.2,102.6,'Malfunction','Malfunction','Malfunction',0.72,737,1.34,12,5,7,'2025-02-18 21:32:08.000','N/A','C18170','V1207'
51,-66.5,2.3,-61.2,4,-53.10,-88.20,0.887,11.8,98.0,'Triggered','Malfunction','Normal',7.32,241,0.94,6,1,1,'2025-02-18 21:32:08.000','Temperature','C90838','V5972'
52,-78.9,4.1,-88.0,3,-43.90,-86.80,0.974,11.3,90.9,'Triggered','Malfunction','Triggered',9.78,539,0.03,10,2,7,'2025-02-18 17:32:08.000','Temperature','C71032','V2467'
53,-76.9,5.0,-85.2,4,-56.80,-90.60,0.981,23.6,100.9,'Normal','Triggered','Normal',1.36,820,0.11,1,1,3,'2025-02-18 15:32:08.000','Security','C61754','V1625'
54,-70.2,4.3,-85.4,6,-43.00,-91.50,0.819,17.1,103.6,'Malfunction','Malfunction','Malfunction',2.95,324,0.69,19,1,2,'2025-02-18 22:32:08.000','Security','C90205','V8463'
55,-89.3,3.4,-74.0,7,-58.00,-85.90,0.973,12.4,95.0,'Normal','Triggered','Normal',3.79,385,0.68,18,3,0,'2025-02-18 12:32:08.000','Security','C87782','V5524'
56,-84.8,2.4,-87.8,7,-52.60,-92.40,0.974,15.7,98.4,'Triggered','Triggered','Malfunction',8.56,16,1.84,1,5,0,'2025-02-19 03:32:08.000','Temperature','C39289','V9279'
57,-63.1,4.8,-62.0,9,-52.10,-87.30,0.803,28.3,101.8,'Malfunction','Malfunction','Malfunction',0.66,743,0.77,3,4,10,'2025-02-19 04:32:08.000','Security','C95013','V3619'
58,-71.7,4.4,-62.2,2,-43.80,-90.10,0.907,17.1,99.7,'Normal','Malfunction','Triggered',0.80,407,0.7,13,1,1,'2025-02-19 05:32:08.000','Battery','C79523','V6810'
59,-74.8,2.3,-74.0,4,-53.10,-94.50,0.925,28.9,99.6,'Triggered','Triggered','Normal',9.03,13,0.36,1,5,8,'2025-02-18 08:32:08.000','Battery','C43993','V9825'
60,-72.8,4.7,-78.6,7,-45.20,-87.40,0.99,17.2,99.8,'Triggered','Malfunction','Normal',3.00,994,0.94,5,0,0,'2025-02-18 22:32:08.000','Security','C66474','V4009'
61,-61.0,3.2,-76.1,10,-56.10,-90.00,0.819,10.3,104.8,'Triggered','Triggered','Normal',2.66,628,1.6,8,4,10,'2025-02-18 08:32:08.000','Temperature','C39937','V3378'
62,-84.4,4.7,-67.6,7,-51.20,-92.00,0.811,23.5,103.7,'Malfunction','Malfunction','Normal',4.81,687,0.4,2,1,1,'2025-02-18 17:32:08.000','N/A','C66895','V3796'
63,-68.2,3.5,-89.4,9,-58.60,-85.50,0.868,15.1,108.2,'Triggered','Triggered','Triggered',7.74,465,0.37,12,1,3,'2025-02-19 01:32:08.000','Security','C30060','V1795'
64,-76.5,4.6,-87.8,3,-46.60,-85.50,0.934,20.7,90.8,'Normal','Malfunction','Normal',7.46,329,0.22,1,4,10,'2025-02-18 12:32:08.000','N/A','C37902','V3347'
65,-68.7,4.1,-89.6,3,-50.80,-86.50,0.924,22.4,107.1,'Malfunction','Normal','Malfunction',9.55,555,1.77,20,1,2,'2025-02-18 19:32:08.000','GPS','C13057','V1313'
66,-61.3,4.1,-86.4,1,-43.30,-88.20,0.946,23.6,105.9,'Normal','Malfunction','Triggered',1.23,287,0.54,3,0,5,'2025-02-18 08:32:08.000','Temperature','C72714','V6950'
67,-84.0,4.5,-74.7,5,-43.60,-87.90,0.811,28.2,92.0,'Malfunction','Malfunction','Normal',5.38,138,0.72,20,2,7,'2025-02-18 14:32:08.000','Battery','C35763','V2030'
68,-64.2,3.7,-65.1,8,-44.80,-85.60,0.99,11.2,106.3,'Normal','Normal','Normal',7.96,80,0.38,17,1,2,'2025-02-18 23:32:08.000','Temperature','C69989','V6413'
69,-68.1,2.1,-89.9,9,-57.70,-86.00,0.866,13.2,93.1,'Triggered','Malfunction','Malfunction',2.13,794,1.01,5,1,8,'2025-02-19 01:32:08.000','Battery','C84019','V6920'
70,-85.5,3.1,-76.2,9,-51.20,-92.70,0.828,23.0,93.7,'Malfunction','Triggered','Normal',9.55,401,0.97,0,1,1,'2025-02-18 16:32:08.000','Temperature','C59467','V3871'
71,-81.4,3.9,-61.8,3,-55.80,-90.30,0.971,29.0,95.9,'Malfunction','Normal','Normal',1.46,46,0.27,20,5,0,'2025-02-18 23:32:08.000','GPS','C15853','V9895'
72,-86.8,3.6,-61.6,2,-53.70,-86.80,0.875,19.8,106.4,'Normal','Normal','Triggered',8.18,602,1.66,8,3,4,'2025-02-19 07:32:08.000','Battery','C41713','V7224'
73,-78.2,4.2,-63.4,4,-51.80,-93.00,0.955,14.0,100.1,'Normal','Normal','Triggered',9.17,961,0.45,9,1,5,'2025-02-19 08:32:08.000','N/A','C93499','V4217'
74,-81.2,3.0,-88.5,5,-42.30,-92.60,0.987,22.6,91.7,'Triggered','Malfunction','Triggered',0.74,987,0.42,4,5,4,'2025-02-19 01:32:08.000','Battery','C33323','V6395'
75,-82.5,3.7,-68.6,5,-52.60,-87.80,0.885,29.9,109.2,'Normal','Normal','Normal',4.29,688,0.38,6,2,2,'2025-02-19 04:32:08.000','N/A','C77984','V1479'
76,-81.5,2.9,-72.8,6,-58.70,-88.60,0.917,21.9,107.0,'Malfunction','Normal','Triggered',5.39,67,1.97,4,1,10,'2025-02-19 04:32:08.000','GPS','C34633','V2556'
77,-83.8,3.0,-69.4,5,-58.10,-88.10,0.81,12.7,94.7,'Triggered','Malfunction','Normal',0.22,575,0.31,20,3,4,'2025-02-18 20:32:08.000','Security','C96187','V7619'
78,-60.7,4.1,-60.1,8,-49.40,-86.70,0.956,26.5,101.0,'Normal','Malfunction','Normal',8.65,412,0.86,13,5,7,'2025-02-18 09:32:08.000','Security','C30491','V6917'
79,-73.3,4.4,-86.9,9,-55.90,-94.30,0.865,22.0,90.7,'Malfunction','Normal','Malfunction',6.45,422,0.16,4,1,10,'2025-02-19 07:32:08.000','Battery','C19477','V7497'
80,-87.9,2.2,-64.4,1,-51.40,-94.60,0.803,18.5,96.4,'Normal','Malfunction','Triggered',8.86,916,0.91,0,0,4,'2025-02-19 04:32:08.000','Battery','C67465','V9855'
81,-67.8,3.3,-87.4,6,-55.00,-88.00,0.818,21.7,98.3,'Malfunction','Malfunction','Normal',9.83,121,0.23,13,4,9,'2025-02-19 01:32:08.000','Battery','C25494','V9687'
82,-85.0,3.4,-80.7,3,-59.00,-88.90,0.853,20.9,101.3,'Malfunction','Triggered','Triggered',7.13,197,0.47,11,0,8,'2025-02-19 05:32:08.000','Security','C20020','V5703'
83,-62.9,3.6,-63.5,9,-58.70,-88.00,0.819,17.1,104.8,'Normal','Normal','Malfunction',4.99,145,0.47,0,5,7,'2025-02-18 19:32:08.000','N/A','C30719','V4439'
84,-84.0,2.3,-74.6,9,-53.30,-85.70,0.992,19.5,95.3,'Triggered','Normal','Malfunction',2.14,233,0.84,1,1,0,'2025-02-19 00:32:08.000','Security','C79480','V9714'
85,-61.9,3.1,-60.4,6,-50.70,-86.30,0.914,28.9,108.4,'Malfunction','Malfunction','Triggered',2.24,771,0.31,10,0,3,'2025-02-19 02:32:08.000','N/A','C14208','V3038'
86,-75.6,3.7,-74.7,10,-45.60,-87.80,0.858,28.5,102.8,'Normal','Triggered','Triggered',2.89,498,0.04,10,2,4,'2025-02-18 09:32:08.000','GPS','C91565','V7419'
87,-79.6,3.2,-80.3,7,-41.10,-93.30,0.923,18.0,107.7,'Triggered','Malfunction','Malfunction',8.93,259,1.21,17,2,9,'2025-02-19 04:32:08.000','N/A','C99077','V5115'
89,-86.6,2.3,-89.8,8,-58.90,-94.30,0.869,26.0,104.0,'Malfunction','Normal','Triggered',7.47,977,0.02,18,4,5,'2025-02-18 10:32:08.000','Battery','C47844','V9291'
90,-82.4,2.2,-67.1,8,-49.20,-89.30,0.817,29.7,93.3,'Malfunction','Triggered','Normal',6.10,38,1.86,0,1,1,'2025-02-19 00:32:08.000','Temperature','C80083','V3699'
91,-86.0,4.6,-75.7,9,-45.50,-91.80,0.831,29.9,106.2,'Normal','Triggered','Triggered',3.85,901,1.18,13,5,7,'2025-02-18 19:32:08.000','Temperature','C95907','V2511'
92,-71.6,3.9,-73.0,1,-44.60,-92.70,0.879,12.0,107.6,'Triggered','Malfunction','Triggered',6.36,100,1.74,18,5,9,'2025-02-18 12:32:08.000','GPS','C81506','V4409'
93,-65.7,3.9,-63.7,10,-54.70,-91.30,0.928,17.5,97.6,'Normal','Triggered','Malfunction',3.27,960,1.33,13,3,1,'2025-02-18 09:32:08.000','N/A','C32858','V8412'
94,-67.8,3.1,-62.3,7,-52.00,-90.50,0.828,14.9,108.0,'Triggered','Malfunction','Malfunction',6.14,660,1.63,14,1,5,'2025-02-19 03:32:08.000','Security','C42486','V4104'
95,-60.5,3.6,-78.6,5,-57.90,-85.00,0.818,16.0,96.2,'Normal','Malfunction','Malfunction',0.24,692,0.98,15,0,9,'2025-02-18 14:32:08.000','GPS','C30282','V1791'
96,-67.1,4.1,-65.7,10,-45.50,-85.90,0.915,19.2,91.0,'Triggered','Triggered','Normal',0.19,171,0.27,20,4,8,'2025-02-18 11:32:08.000','GPS','C69408','V4312'
97,-85.1,3.1,-80.0,1,-43.60,-85.40,0.862,13.3,99.5,'Malfunction','Malfunction','Normal',7.69,574,1.95,2,5,9,'2025-02-19 08:32:08.000','GPS','C67269','V3551'
98,-71.3,3.6,-89.1,6,-50.30,-85.00,0.873,21.2,95.3,'Malfunction','Normal','Normal',9.57,348,1.27,7,0,1,'2025-02-18 13:32:08.000','Temperature','C56603','V9286'
99,-83.6,3.1,-82.2,8,-47.10,-90.70,0.822,27.6,97.3,'Normal','Triggered','Malfunction',1.90,180,0.92,6,4,1,'2025-02-18 09:32:08.000','GPS','C17047','V8167'
100,-80.9,3.4,-68.1,8,-55.70,-89.70,0.89,15.3,103.6,'Triggered','Triggered','Normal',6.68,803,1.89,12,3,10,'2025-02-18 12:32:08.000','GPS','C77065','V9559'
101,-69.5,4.4,-81.2,0,-52.10,-92.10,0.948,13.1,102.5,'Malfunction','Normal','Malfunction',4.36,467,0.0,8,3,10,'2025-02-19 03:32:08.000','GPS','C34434','V7499'
102,-65.2,3.0,-72.7,1,-52.60,-86.30,0.963,21.0,101.2,'Triggered','Triggered','Triggered',2.46,245,0.56,6,3,1,'2025-02-18 14:32:08.000','Battery','C79121','V1108'
103,-75.6,2.6,-82.1,10,-55.40,-90.20,0.951,20.9,101.6,'Normal','Malfunction','Malfunction',2.26,451,0.5,18,0,4,'2025-02-18 22:32:08.000','Temperature','C64234','V8699'
104,-77.6,2.4,-81.8,3,-52.70,-90.30,0.861,26.2,109.9,'Normal','Normal','Malfunction',8.81,677,1.68,8,1,9,'2025-02-18 11:32:08.000','N/A','C24072','V7329'
105,-84.1,4.4,-70.1,8,-49.00,-87.10,0.934,12.6,91.0,'Malfunction','Triggered','Malfunction',4.97,229,0.13,17,4,4,'2025-02-19 03:32:08.000','Battery','C12921','V4048'
106,-83.8,4.6,-68.7,10,-40.80,-86.90,0.87,21.8,91.0,'Malfunction','Normal','Normal',1.96,50,0.38,6,3,10,'2025-02-18 20:32:08.000','Security','C36126','V3376'
107,-82.1,4.5,-64.3,0,-55.70,-92.60,0.801,23.2,93.0,'Triggered','Malfunction','Malfunction',9.76,254,1.93,11,5,3,'2025-02-19 06:32:08.000','Battery','C25968','V6506'
108,-80.4,4.1,-71.5,0,-58.50,-86.20,0.953,22.7,95.8,'Malfunction','Malfunction','Normal',4.16,917,0.44,11,5,4,'2025-02-18 08:32:08.000','Security','C29101','V3046'
109,-78.4,4.9,-68.8,5,-46.10,-92.30,0.978,19.7,91.2,'Triggered','Malfunction','Malfunction',5.43,735,1.08,9,4,0,'2025-02-19 04:32:08.000','Temperature','C65819','V1503'
110,-82.5,3.7,-63.0,7,-49.30,-89.60,0.922,17.2,103.9,'Triggered','Normal','Triggered',9.29,108,0.29,13,1,9,'2025-02-18 13:32:08.000','Security','C96419','V3639'
112,-70.3,4.0,-83.7,1,-56.90,-89.90,0.854,22.8,93.4,'Malfunction','Normal','Triggered',7.58,41,0.69,2,0,9,'2025-02-19 06:32:08.000','GPS','C77093','V9722'
113,-73.9,4.2,-88.5,6,-55.90,-88.80,0.874,13.3,105.8,'Normal','Malfunction','Triggered',8.10,65,0.17,0,1,4,'2025-02-18 20:32:08.000','Temperature','C27123','V4790'
114,-61.4,3.6,-78.8,7,-49.10,-90.50,0.919,26.1,98.2,'Malfunction','Malfunction','Malfunction',7.52,618,0.49,9,4,3,'2025-02-18 16:32:08.000','Temperature','C74902','V1916'
115,-74.5,5.0,-73.5,4,-58.20,-94.30,0.814,10.6,98.5,'Normal','Triggered','Normal',2.42,859,1.48,3,3,3,'2025-02-19 02:32:08.000','Battery','C31254','V1414'
116,-81.1,4.6,-76.0,1,-43.10,-94.60,0.848,10.3,103.9,'Normal','Normal','Normal',9.45,277,0.27,9,3,7,'2025-02-18 08:32:08.000','Temperature','C63888','V5815'
117,-80.0,2.5,-65.5,10,-52.20,-93.20,0.808,21.2,94.1,'Triggered','Malfunction','Triggered',3.52,366,0.42,18,3,4,'2025-02-18 11:32:08.000','N/A','C40899','V6484'
118,-84.8,5.0,-81.5,6,-50.20,-91.90,0.837,28.4,104.7,'Malfunction','Malfunction','Normal',3.17,852,0.82,13,5,0,'2025-02-19 05:32:08.000','N/A','C19544','V3396'
119,-76.3,4.7,-87.0,1,-45.50,-86.60,0.943,17.4,93.6,'Malfunction','Malfunction','Normal',3.09,131,0.6,0,4,4,'2025-02-18 13:32:08.000','GPS','C17756','V1340'
120,-80.2,3.4,-72.4,4,-42.20,-85.70,0.874,18.3,92.4,'Malfunction','Normal','Normal',8.64,930,1.52,10,1,3,'2025-02-18 22:32:08.000','N/A','C98917','V9911'
121,-69.2,2.0,-83.0,4,-55.00,-90.90,0.931,13.2,99.4,'Malfunction','Malfunction','Triggered',3.40,649,1.57,1,1,4,'2025-02-18 17:32:08.000','Battery','C38728','V3735'
122,-86.0,4.1,-75.6,1,-56.30,-92.10,0.991,12.7,100.2,'Normal','Normal','Normal',1.42,465,1.79,8,1,3,'2025-02-18 08:32:08.000','Security','C96927','V2581'
123,-64.9,3.2,-88.2,4,-50.70,-88.60,0.952,23.2,103.0,'Normal','Normal','Normal',8.71,305,0.44,5,3,8,'2025-02-18 15:32:08.000','Temperature','C26935','V1833'
124,-88.5,2.2,-78.7,2,-51.00,-87.50,0.948,22.5,93.7,'Triggered','Malfunction','Normal',7.07,665,1.54,5,4,1,'2025-02-18 13:32:08.000','Temperature','C31282','V8232'
125,-87.6,2.5,-61.3,6,-56.40,-85.10,0.856,21.5,96.4,'Malfunction','Normal','Triggered',6.12,227,0.17,4,0,9,'2025-02-18 09:32:08.000','GPS','C32848','V2557'
126,-72.9,3.0,-66.0,3,-48.80,-85.30,0.86,14.4,106.3,'Normal','Normal','Normal',6.05,528,1.55,18,3,4,'2025-02-19 06:32:08.000','Security','C14433','V6346'
127,-84.7,4.9,-85.4,8,-51.90,-86.60,0.826,22.0,93.1,'Malfunction','Triggered','Triggered',6.57,845,2.0,1,2,6,'2025-02-18 08:32:08.000','Security','C54147','V4053'
128,-65.2,4.7,-61.4,0,-56.60,-85.60,0.806,22.0,94.8,'Malfunction','Malfunction','Normal',0.42,145,1.73,6,1,9,'2025-02-19 01:32:08.000','N/A','C39872','V1697'
129,-77.8,2.2,-73.1,10,-57.00,-87.00,0.899,24.3,93.4,'Normal','Triggered','Normal',1.17,837,0.35,2,1,0,'2025-02-19 05:32:08.000','Security','C38527','V1085'
130,-84.8,4.5,-78.3,10,-43.90,-86.00,0.842,20.0,97.6,'Normal','Malfunction','Normal',8.55,221,1.79,19,4,1,'2025-02-19 00:32:08.000','Battery','C45128','V2585'
131,-67.3,3.2,-60.2,3,-44.70,-92.90,0.851,27.3,95.2,'Malfunction','Malfunction','Triggered',3.40,935,1.75,17,0,1,'2025-02-19 04:32:08.000','N/A','C55437','V1706'
132,-68.2,4.5,-64.2,3,-43.80,-91.00,0.861,16.1,108.9,'Malfunction','Normal','Malfunction',0.11,77,0.86,1,1,1,'2025-02-18 19:32:08.000','GPS','C88229','V6700'
133,-72.4,2.9,-84.7,6,-50.40,-88.60,0.84,24.8,91.6,'Malfunction','Triggered','Normal',6.89,792,0.85,16,3,9,'2025-02-18 17:32:08.000','Temperature','C39164','V5305'
134,-79.9,4.3,-68.1,9,-52.00,-92.90,0.802,13.0,96.3,'Malfunction','Triggered','Triggered',9.33,618,0.68,9,1,5,'2025-02-19 08:32:08.000','Security','C68894','V9510'
135,-65.7,4.6,-83.3,1,-44.00,-93.00,0.805,23.3,91.6,'Triggered','Triggered','Triggered',8.84,116,1.92,13,3,0,'2025-02-19 05:32:08.000','Temperature','C44183','V1439'
136,-75.0,3.4,-80.6,5,-54.70,-94.20,0.957,18.0,107.1,'Triggered','Normal','Normal',1.48,195,1.8,2,4,5,'2025-02-18 12:32:08.000','GPS','C93712','V6450'
137,-76.5,3.6,-62.4,3,-41.50,-91.20,0.873,21.6,92.0,'Triggered','Triggered','Normal',5.56,940,0.24,14,4,1,'2025-02-19 07:32:08.000','N/A','C84769','V8599'
138,-82.9,3.1,-64.4,9,-58.80,-85.80,0.959,16.9,90.8,'Normal','Normal','Malfunction',9.20,898,0.99,5,3,0,'2025-02-19 08:32:08.000','GPS','C31388','V7838'
139,-67.5,4.9,-69.7,2,-43.20,-93.30,0.876,27.7,91.2,'Triggered','Triggered','Normal',9.29,878,1.89,3,4,9,'2025-02-18 15:32:08.000','N/A','C59576','V9637'
140,-80.2,2.7,-77.4,4,-53.80,-93.60,0.981,24.2,105.3,'Malfunction','Triggered','Triggered',5.93,739,1.97,3,0,4,'2025-02-18 10:32:08.000','Temperature','C96878','V1773'
