'V7868','Refrigerated Truck',-61.5,0.0,9499.00,2553.00,'2025-02-22 01:32:08.000','Greenchester','Shawnburgh','East Dannymouth','Active',3.048702,92.258665,8016.9,30,'2025-02-19 08:31:08.000','Road','Garcia, Carpenter and Porter','ISO 9001','VS113526','C62575'
'V4321','Refrigerated Truck',-69.1,66.0,5924.00,4353.00,'2025-02-22 03:32:08.000','West Kenneth','Williamsbury','Jackfurt','Active',68.533949,118.349586,4924.6,15,'2025-02-19 08:21:08.000','Road','White Group','GDP','VS672805','C30691'
'V4156','Cargo Aircraft',-76.1,85.0,358.00,2489.00,'2025-02-21 01:32:08.000','Port Tammy','Mendozaport','North Cheryl','Limited',0.046522,31.056069,5170.4,10,'2025-02-19 08:09:08.000','Road','Hamilton, Allen and Burch','ISO 9001','VS954193','C58070'
'V6142','Cargo Aircraft',-73.6,26.0,241.00,2703.00,'2025-02-21 23:32:08.000','North Curtishaven','Rogerborough','Davismouth','Lost',-11.343768,-19.715657,2455.9,30,'2025-02-19 08:03:08.000','Rail','Freeman, Proctor and Barrett','ISO 9001','VS387292','C60207'
'V8967','Refrigerated Truck',-70.2,23.0,8671.00,3470.00,'2025-02-21 02:32:08.000','Susanberg','Andersonland','West Carol','Lost',46.916607,-6.335296,685.0,10,'2025-02-19 08:30:08.000','Rail','Sanchez-Manning','CEIV Pharma','VS352879','C17716'
'V7953','Reefer Container',-78.9,76.0,8355.00,568.00,'2025-02-20 22:32:08.000','North Nancy','Micheleland','East Kimberlymouth','Limited',23.006636,109.198402,8471.4,15,'2025-02-19 08:13:08.000','Air','Lee, Williams and Evans','GDP','VS135208','C14425'
'V1109','Refrigerated Truck',-67.1,92.0,9311.00,673.00,'2025-02-19 17:32:08.000','East Charlesland','Michelebury','New Brandontown','Limited',-37.04219,87.0023,3280.2,15,'2025-02-19 08:11:08.000','Sea','Ramos LLC','CEIV Pharma','VS895343','C18437'
'V8278','Cargo Aircraft',-84.6,659.0,107.00,4693.00,'2025-02-21 08:32:08.000','Brittanyburgh','Smithberg','Justinhaven','Active',66.617149,-135.56275,7764.9,30,'2025-02-19 08:09:08.000','Air','Mccormick, Richards and Gregory','CEIV Pharma','VS923182','C37349'
'V9619','Reefer Container',-80.6,112.0,5484.00,1392.00,'2025-02-22 08:32:08.000','South John','Wongchester','Cooperborough','Limited',-60.815567,-18.780445,285.5,15,'2025-02-19 08:07:08.000','Sea','Kaufman-Craig','GDP','VS676546','C47621'
'V5541','Cargo Aircraft',-79.9,7.0,9496.00,3226.00,'2025-02-21 04:32:08.000','Quinnmouth','Ashleybury','Lesliefort','Lost',44.32932,-87.376981,3023.9,5,'2025-02-19 08:31:08.000','Road','Williams-Villarreal','CEIV Pharma','VS415528','C73713'
'V3844','Reefer Container',-85.2,11.0,7280.00,2151.00,'2025-02-19 20:32:08.000','Deborahberg','Dawnchester','North Kimberly','Lost',-88.093887,108.202378,739.2,15,'2025-02-19 08:05:08.000','Rail','Bates, Vega and Kelly','CEIV Pharma','VS883523','C98679'
'V2288','Cargo Aircraft',-86.7,40.0,4198.00,4279.00,'2025-02-20 02:32:08.000','North Anthonychester','West Thomas','Chavezview','Limited',25.1871,-113.323802,1186.7,30,'2025-02-19 08:08:08.000','Sea','Fleming-Mccarty','ISO 9001','VS348489','C72780'
'V4066','Refrigerated Truck',-79.1,108.0,1305.00,3825.00,'2025-02-20 20:32:08.000','Jennifermouth','Morganhaven','Sarahburgh','Limited',30.43155,178.22891,5482.6,5,'2025-02-19 08:24:08.000','Road','Mcdaniel-Reed','GDP','VS332109','C92497'
'V3393','Cargo Aircraft',-80.8,93.0,9109.00,2650.00,'2025-02-20 04:32:08.000','Tracyborough','Lucasberg','Benjaminbury','Limited',52.837371,-60.962767,2145.1,15,'2025-02-19 08:19:08.000','Sea','Woods, Gonzalez and Brown','GDP','VS524988','C29292'
'V2788','Cargo Aircraft',-89.6,605.0,624.00,61.00,'2025-02-20 09:32:08.000','Swansonport','Smithhaven','South Cynthia','Active',70.595327,37.055959,8154.4,5,'2025-02-19 08:05:08.000','Air','Clark-Cooke','GDP','VS155787','C31366'
'V7260','Refrigerated Truck',-74.0,546.0,9522.00,2848.00,'2025-02-19 18:32:08.000','Thomasburgh','South Michaelchester','Johnsonburgh','Limited',-28.847615,-8.588518,4622.9,30,'2025-02-19 08:26:08.000','Air','Hicks-Edwards','GDP','VS550386','C91336'
'V8287','Refrigerated Truck',-63.9,116.0,5441.00,3934.00,'2025-02-21 11:32:08.000','West Tamara','Port Brittanyshire','Lake Abigail','Lost',-86.320968,149.544015,2105.3,5,'2025-02-19 08:19:08.000','Road','Medina LLC','CEIV Pharma','VS585762','C22668'
'V6467','Cargo Aircraft',-65.2,176.0,2197.00,1468.00,'2025-02-21 12:32:08.000','New Erin','Vasquezville','Lake Stephenbury','Active',-50.219682,93.148797,1497.1,5,'2025-02-19 08:32:08.000','Air','Rodriguez, Shaffer and Garcia','ISO 9001','VS931004','C54270'
'V8574','Reefer Container',-77.6,61.0,9305.00,3636.00,'2025-02-21 23:32:08.000','New Travis','Port Rhondaville','Lake William','Lost',-5.683234,-137.248469,93.1,30,'2025-02-19 08:05:08.000','Rail','Bullock-Garrett','ISO 9001','VS458136','C21719'
'V6463','Cargo Aircraft',-87.0,67.0,6589.00,706.00,'2025-02-20 12:32:08.000','Hinesstad','New Michaelside','Ericksonchester','Limited',70.612955,13.100649,4578.6,5,'2025-02-19 08:21:08.000','Rail','Baker-Moore','GDP','VS407480','C17080'
'V4758','Cargo Aircraft',-84.9,274.0,8717.00,1256.00,'2025-02-19 21:32:08.000','Mortonborough','West Brianna','Port Valerie','Limited',-60.058145,174.511548,6695.3,5,'2025-02-19 08:07:08.000','Air','Watson Inc','GDP','VS243715','C82999'
'V5936','Reefer Container',-60.8,363.0,1062.00,4734.00,'2025-02-20 23:32:08.000','South Christopher','Port Shannonberg','Greenport','Active',-1.694199,47.296399,2740.8,10,'2025-02-19 08:06:08.000','Air','Gallegos, Navarro and Moore','CEIV Pharma','VS200439','C70851'
'V8407','Cargo Aircraft',-82.7,181.0,7480.00,3295.00,'2025-02-22 02:32:08.000','South Jacob','West Annatown','Lake Morgan','Lost',-29.534911,161.306404,2700.0,10,'2025-02-19 08:04:08.000','Air','Fleming and Sons','GDP','VS643245','C20995'
'V1395','Reefer Container',-66.6,12.0,8834.00,4476.00,'2025-02-19 19:32:08.000','North Julie','Gonzalezberg','Port Alanton','Active',-35.089825,-168.865863,4696.6,10,'2025-02-19 08:02:08.000','Road','Bennett LLC','CEIV Pharma','VS677294','C85104'
'V8888','Cargo Aircraft',-72.9,106.0,9098.00,1120.00,'2025-02-22 05:32:08.000','Scottton','Lake Daniellehaven','Taylorborough','Active',-66.505219,123.282373,3237.7,10,'2025-02-19 08:31:08.000','Road','Lee LLC','CEIV Pharma','VS727888','C78433'
'V6577','Refrigerated Truck',-63.9,59.0,4949.00,3905.00,'2025-02-20 15:32:08.000','Lake Timothy','Kennethchester','Clarkview','Active',-3.370485,158.585749,3863.2,5,'2025-02-19 08:25:08.000','Sea','Morris Inc','CEIV Pharma','VS864870','C50789'
'V9516','Reefer Container',-78.5,24.0,8984.00,1356.00,'2025-02-20 01:32:08.000','New Tara','East Juliechester','Port Reneemouth','Active',-44.28456,91.077774,4608.3,15,'2025-02-19 08:09:08.000','Road','Villanueva Ltd','CEIV Pharma','VS531818','C72791'
'V5172','Reefer Container',-85.2,5.0,9905.00,3278.00,'2025-02-20 20:32:08.000','Emilytown','East Megan','East Brettberg','Active',-82.938807,127.453988,1747.7,10,'2025-02-19 08:05:08.000','Rail','Salas LLC','CEIV Pharma','VS952365','C43430'
'V8204','Reefer Container',-67.9,60.0,1911.00,55.00,'2025-02-21 06:32:08.000','Macdonaldborough','Cunninghamland','Haynesfurt','Lost',-26.015165,159.492614,7640.1,5,'2025-02-19 08:24:08.000','Road','West LLC','ISO 9001','VS779966','C77495'
'V3361','Cargo Aircraft',-72.1,6.0,7618.00,3382.00,'2025-02-19 09:32:08.000','East Aliciaport','West Elizabethburgh','Tinamouth','Active',-22.490101,7.438145,2127.8,5,'2025-02-19 08:21:08.000','Road','Harris-Wood','CEIV Pharma','VS948409','C45991'
'V8724','Refrigerated Truck',-62.4,85.0,8804.00,2900.00,'2025-02-19 10:32:08.000','Darrellton','South Courtneytown','Danielleview','Limited',-75.719482,127.025601,1095.6,30,'2025-02-19 08:20:08.000','Road','Soto PLC','GDP','VS645736','C11046'
'V8739','Reefer Container',-65.1,80.0,8598.00,4932.00,'2025-02-20 18:32:08.000','Faithville','Cathyhaven','Russellport','Limited',-44.400276,67.342944,3236.4,5,'2025-02-19 08:03:08.000','Sea','Cuevas-Young','ISO 9001','VS283095','C13869'
'V7922','Cargo Aircraft',-76.5,181.0,7510.00,1991.00,'2025-02-22 03:32:08.000','North Robert','Lake Ashley','South Donaldshire','Limited',41.980593,-9.067143,1362.3,15,'2025-02-19 08:11:08.000','Air','Obrien LLC','ISO 9001','VS636700','C16895'
'V7584','Refrigerated Truck',-76.4,52.0,9048.00,3130.00,'2025-02-21 02:32:08.000','Andreamouth','Tammyville','East Tinaborough','Active',-16.67515,168.189925,3194.4,10,'2025-02-19 08:16:08.000','Road','Dean Group','GDP','VS554000','C27385'
'V6418','Reefer Container',-82.6,12.0,6176.00,1267.00,'2025-02-20 16:32:08.000','Michaelchester','Washingtonstad','Jeffreystad','Lost',-43.423088,-70.150694,7134.3,5,'2025-02-19 08:25:08.000','Sea','Bullock-Bishop','ISO 9001','VS637893','C72773'
'V4742','Refrigerated Truck',-87.0,577.0,3492.00,4931.00,'2025-02-21 23:32:08.000','Port Steven','South Joelport','New Cassandra','Lost',-81.170024,-124.608236,8219.7,30,'2025-02-19 08:18:08.000','Air','Johnson-Bolton','GDP','VS747009','C13064'
'V2173','Cargo Aircraft',-71.6,47.0,4504.00,3263.00,'2025-02-19 13:32:08.000','East Hannah','Fergusonbury','Reidbury','Active',47.442706,-125.623721,3984.1,10,'2025-02-19 08:24:08.000','Rail','Morrison Group','ISO 9001','VS706874','C17800'
'V3150','Cargo Aircraft',-89.1,84.0,6644.00,331.00,'2025-02-21 06:32:08.000','Rhodesport','West Angela','Wileyberg','Limited',20.551932,126.380679,8062.8,15,'2025-02-19 08:14:08.000','Road','Sanchez Group','CEIV Pharma','VS854151','C13958'
'V7812','Reefer Container',-69.7,102.0,3105.00,3921.00,'2025-02-21 09:32:08.000','Gardnerbury','Gomezside','Lake Ronald','Limited',83.837097,87.493555,3657.2,10,'2025-02-19 08:12:08.000','Rail','Lyons-West','GDP','VS924878','C66268'
'V1207','Refrigerated Truck',-74.9,34.0,4004.00,4944.00,'2025-02-20 21:32:08.000','Andrewfurt','Morrowberg','New Howard','Limited',-14.447898,-89.143015,4485.8,5,'2025-02-19 08:25:08.000','Road','Mclean Group','GDP','VS939078','C18170'
'V5972','Refrigerated Truck',-67.7,86.0,6388.00,561.00,'2025-02-19 11:32:08.000','Ricechester','Martinstad','South Melissa','Active',-2.535574,93.956553,3937.5,10,'2025-02-19 08:19:08.000','Sea','Adkins, Tran and Payne','CEIV Pharma','VS124785','C90838'
'V2467','Reefer Container',-61.3,458.0,5259.00,3534.00,'2025-02-22 08:32:08.000','Lamburgh','Zimmermanstad','Audreyberg','Limited',-61.333369,-17.633119,4728.7,5,'2025-02-19 08:28:08.000','Air','Ruiz-Levine','ISO 9001','VS372178','C71032'
'V1625','Cargo Aircraft',-63.9,105.0,2917.00,895.00,'2025-02-20 07:32:08.000','Aaronbury','Karamouth','New Benjamin','Active',-35.995607,-9.360198,1561.7,10,'2025-02-19 08:05:08.000','Sea','Torres LLC','GDP','VS120493','C61754'
'V8463','Reefer Container',-60.1,99.0,9742.00,3149.00,'2025-02-19 13:32:08.000','Bonnieland','Marksburgh','Lake Megan','Lost',25.67249,28.218138,6170.5,5,'2025-02-19 08:08:08.000','Sea','Blankenship LLC','GDP','VS401870','C90205'
'V5524','Reefer Container',-61.5,98.0,2526.00,4727.00,'2025-02-21 19:32:08.000','Hooperview','South Regina','Lake Charlesmouth','Limited',41.288926,-70.612969,7229.3,10,'2025-02-19 08:02:08.000','Rail','Martinez-May','CEIV Pharma','VS738323','C87782'
'V9279','Reefer Container',-72.5,816.0,3510.00,270.00,'2025-02-22 03:32:08.000','Pattersonstad','Thomashaven','Michellemouth','Active',-49.702822,-131.751881,3438.1,5,'2025-02-19 08:13:08.000','Air','Clarke-Smith','CEIV Pharma','VS340698','C39289'
'V3619','Cargo Aircraft',-71.9,96.0,6033.00,4930.00,'2025-02-21 04:32:08.000','South Jennifer','South Kevinville','East Amanda','Limited',-46.327297,-29.195367,5966.9,15,'2025-02-19 08:03:08.000','Road','Lewis, Nixon and Cook','CEIV Pharma','VS834148','C95013'
'V6810','Cargo Aircraft',-88.5,579.0,6141.00,1143.00,'2025-02-21 13:32:08.000','Erikfort','Port Christopherberg','Thomastown','Limited',15.666367,173.187983,9642.4,5,'2025-02-19 08:05:08.000','Air','Vasquez-Baker','CEIV Pharma','VS116114','C79523'
'V9825','Refrigerated Truck',-73.7,65.0,2186.00,407.00,'2025-02-21 20:32:08.000','Crossmouth','South Jonathanside','Amymouth','Active',73.887496,123.324092,8211.3,15,'2025-02-19 08:25:08.000','Road','Cooper LLC','CEIV Pharma','VS641124','C43993'
'V4009','Reefer Container',-87.6,613.0,7714.00,3600.00,'2025-02-22 02:32:08.000','East Meaganfort','East Stacy','Lake Morganburgh','Lost',26.464983,-33.595959,7929.3,5,'2025-02-19 08:14:08.000','Air','Snow, Sanders and Weber','GDP','VS122057','C66474'
'V3378','Refrigerated Truck',-67.3,185.0,8883.00,4952.00,'2025-02-19 17:32:08.000','Danielbury','Ellenhaven','Port Amber','Lost',1.108009,74.671309,4186.8,10,'2025-02-19 08:26:08.000','Air','Huang-Watts','GDP','VS121615','C39937'
'V3796','Cargo Aircraft',-87.5,175.0,7531.00,2746.00,'2025-02-19 21:32:08.000','New Mario','South Kathleenfort','Nicoleland','Active',55.670721,-74.805533,8194.9,10,'2025-02-19 08:29:08.000','Air','Anderson, Gray and Williams','GDP','VS241927','C66895'
'V1795','Refrigerated Truck',-82.6,48.0,3032.00,610.00,'2025-02-19 15:32:08.000','Port Troy','Port Luisland','Williamsberg','Active',-74.021558,73.531337,2136.7,30,'2025-02-19 08:30:08.000','Rail','Matthews, Ramirez and Walker','ISO 9001','VS353215','C30060'
'V3347','Cargo Aircraft',-78.5,193.0,3675.00,2673.00,'2025-02-20 04:32:08.000','Port Kristinberg','New Elizabethside','New Thomasmouth','Active',63.926546,9.483618,2015.9,30,'2025-02-19 08:19:08.000','Air','Carpenter-Martin','CEIV Pharma','VS294463','C37902'
'V1313','Reefer Container',-68.9,322.0,3708.00,727.00,'2025-02-19 10:32:08.000','East Whitney','Rodneyshire','Simmonsmouth','Limited',65.915189,-146.288584,8719.4,15,'2025-02-19 08:21:08.000','Air','Robinson-Rogers','GDP','VS535880','C13057'
'V6950','Refrigerated Truck',-73.6,116.0,8260.00,4868.00,'2025-02-20 08:32:08.000','East Robert','Port Williamland','West Robert','Limited',-70.290137,88.990019,2510.2,15,'2025-02-19 08:25:08.000','Rail','Russell-Lowery','CEIV Pharma','VS806464','C72714'
'V2030','Refrigerated Truck',-75.4,114.0,4437.00,820.00,'2025-02-20 13:32:08.000','Lake Randall','New Kaylamouth','New Charlesmouth','Active',46.628542,177.681382,5691.3,30,'2025-02-19 08:04:08.000','Sea','Brewer, Villarreal and Rhodes','CEIV Pharma','VS993249','C35763'
'V6413','Cargo Aircraft',-60.1,196.0,8800.00,1897.00,'2025-02-20 02:32:08.000','South Chad','Justinberg','Port Carly','Active',24.96337,141.167299,8426.9,5,'2025-02-19 08:04:08.000','Air','Bond-Frazier','GDP','VS409384','C69989'
'V6920','Cargo Aircraft',-66.3,84.0,7227.00,3001.00,'2025-02-20 20:32:08.000','Moralestown','Hessmouth','West Autumn','Active',75.359077,-19.484005,7577.7,30,'2025-02-19 08:16:08.000','Air','Alvarez, Dorsey and Ramirez','ISO 9001','VS327248','C84019'
'V3871','Cargo Aircraft',-77.3,28.0,5441.00,3565.00,'2025-02-20 04:32:08.000','New Tara','Heatherhaven','West Mistyberg','Limited',-21.887601,72.414183,7908.2,30,'2025-02-19 08:27:08.000','Rail','Haynes-Burch','GDP','VS950618','C59467'
'V9895','Cargo Aircraft',-83.1,26.0,7636.00,2458.00,'2025-02-21 10:32:08.000','Maryfort','East Adam','West Ashley','Lost',-6.947724,-47.932444,3241.8,5,'2025-02-19 08:09:08.000','Road','Silva-Thornton','GDP','VS410384','C15853'
'V7224','Cargo Aircraft',-75.3,86.0,7641.00,437.00,'2025-02-21 00:32:08.000','South Jose','South Cassandramouth','Bridgetberg','Active',78.747325,86.802981,1412.9,15,'2025-02-19 08:16:08.000','Sea','Garcia-Bradley','ISO 9001','VS189046','C41713'
'V4217','Refrigerated Truck',-79.7,74.0,5250.00,1102.00,'2025-02-19 11:32:08.000','Williamsmouth','Toddberg','New Gabriel','Lost',89.581391,43.798884,2547.4,30,'2025-02-19 08:12:08.000','Rail','Lowe-Stout','GDP','VS295482','C93499'
'V6395','Refrigerated Truck',-72.6,26.0,6811.00,4865.00,'2025-02-21 07:32:08.000','Port Darrenton','Port Briannaland','South Shanehaven','Active',63.812999,-167.280391,77.7,15,'2025-02-19 08:20:08.000','Sea','Brock-Travis','CEIV Pharma','VS283365','C33323'
'V1479','Cargo Aircraft',-69.9,4.0,5889.00,2336.00,'2025-02-21 09:32:08.000','West Jonathanview','Robertsville','Garciaside','Lost',15.507482,-153.591311,6647.0,5,'2025-02-19 08:13:08.000','Rail','Waters Group','GDP','VS708525','C77984'
'V2556','Reefer Container',-64.4,25.0,2035.00,1416.00,'2025-02-22 02:32:08.000','East Tyler','Robertview','Jamestown','Active',1.608415,-22.991944,1913.8,10,'2025-02-19 08:12:08.000','Rail','Guerra Group','ISO 9001','VS553349','C34633'
'V7619','Reefer Container',-86.6,102.0,2471.00,4526.00,'2025-02-19 22:32:08.000','Wrightland','West Nathanport','New Scott','Active',-47.62326,-159.560545,7275.8,5,'2025-02-19 08:24:08.000','Sea','Crane Inc','ISO 9001','VS921991','C96187'
'V6917','Reefer Container',-61.4,61.0,3622.00,1829.00,'2025-02-21 05:32:08.000','Port Jesus','Dawnview','Port Charlesfort','Limited',71.617868,122.504116,4190.7,5,'2025-02-19 08:05:08.000','Sea','Grant-Cross','CEIV Pharma','VS523393','C30491'
'V7497','Reefer Container',-75.9,490.0,9983.00,60.00,'2025-02-20 09:32:08.000','Scottstad','Ramoschester','East Rebeccahaven','Active',-15.316609,-64.31483,8944.9,10,'2025-02-19 08:10:08.000','Air','Bruce LLC','GDP','VS709799','C19477'
'V9855','Cargo Aircraft',-67.0,6.0,6123.00,3656.00,'2025-02-21 14:32:08.000','Omarstad','South Michelle','North Clinton','Limited',74.057173,-20.491288,5429.7,30,'2025-02-19 08:08:08.000','Road','Mosley, Williams and Richard','GDP','VS400245','C67465'
'V9687','Reefer Container',-77.7,36.0,2840.00,1298.00,'2025-02-21 18:32:08.000','Brianland','Deniseberg','East Kellyborough','Lost',-83.607674,-119.512566,4123.5,5,'2025-02-19 08:19:08.000','Road','Roy-Guerrero','CEIV Pharma','VS968659','C25494'
'V5703','Cargo Aircraft',-85.5,82.0,3171.00,3467.00,'2025-02-20 03:32:08.000','Port Christineburgh','Heatherside','East John','Lost',31.898995,-13.013229,9524.2,15,'2025-02-19 08:20:08.000','Sea','Castillo-Simon','CEIV Pharma','VS934901','C20020'
'V4439','Refrigerated Truck',-61.0,36.0,1350.00,3252.00,'2025-02-20 13:32:08.000','Port Kevinmouth','Jacksonborough','Port Ryan','Lost',-69.429211,-179.523817,1417.4,30,'2025-02-19 08:31:08.000','Sea','Krause Group','ISO 9001','VS827524','C30719'
'V9714','Refrigerated Truck',-74.9,25.0,2860.00,1149.00,'2025-02-22 05:32:08.000','Port Taylorborough','West Jillianburgh','South Jennifer','Active',-0.07255,149.357471,2476.0,5,'2025-02-19 08:04:08.000','Air','Martinez-Walker','CEIV Pharma','VS568867','C79480'
'V3038','Cargo Aircraft',-65.5,20.0,1587.00,4798.00,'2025-02-21 10:32:08.000','Sarahton','South Anthony','Michellefort','Limited',88.986728,-74.495397,7736.9,15,'2025-02-19 08:16:08.000','Sea','Pierce Group','CEIV Pharma','VS702292','C14208'
'V7419','Cargo Aircraft',-69.8,28.0,6237.00,1433.00,'2025-02-19 10:32:08.000','Justinchester','Tanyatown','Lake Mollymouth','Active',-6.18725,-51.920153,9997.6,15,'2025-02-19 08:30:08.000','Air','Cole, Wilkerson and Allen','CEIV Pharma','VS790005','C91565'
'V5115','Refrigerated Truck',-78.8,605.0,7579.00,627.00,'2025-02-22 06:32:08.000','West Jennifer','North Vickieshire','North Mollystad','Lost',27.714431,-86.127964,6332.4,30,'2025-02-19 08:12:08.000','Air','Haynes-Griffin','GDP','VS674620','C99077'
'V9291','Cargo Aircraft',-76.5,37.0,9699.00,35.00,'2025-02-19 09:32:08.000','Jaredport','North Adrianborough','Sharonton','Limited',-76.542211,179.625169,6764.8,15,'2025-02-19 08:14:08.000','Road','Shaw, Oliver and Nelson','GDP','VS229072','C47844'
'V3699','Reefer Container',-76.2,99.0,7553.00,837.00,'2025-02-21 19:32:08.000','Nathanshire','North Marioshire','North Jamesmouth','Lost',-85.541028,105.667482,8469.7,10,'2025-02-19 08:23:08.000','Sea','Bell-Martin','GDP','VS796234','C80083'
'V2511','Reefer Container',-73.9,843.0,7121.00,584.00,'2025-02-20 18:32:08.000','Youngstad','Port Kristen','Parsonsland','Active',10.754643,-8.457862,5071.9,15,'2025-02-19 08:24:08.000','Air','George, Carpenter and Miller','ISO 9001','VS627944','C95907'
'V4409','Reefer Container',-69.8,119.0,8420.00,4978.00,'2025-02-22 00:32:08.000','Dominicport','New Philipbury','West Jennifer','Active',2.707005,68.335792,5755.8,30,'2025-02-19 08:26:08.000','Rail','Riley-Myers','CEIV Pharma','VS846212','C81506'
'V8412','Reefer Container',-90.0,104.0,5100.00,147.00,'2025-02-22 05:32:08.000','Ryanview','West Randy','North Luis','Limited',57.002414,137.856598,4424.5,30,'2025-02-19 08:27:08.000','Road','Sellers-Ramirez','ISO 9001','VS328536','C32858'
'V4104','Refrigerated Truck',-81.0,32.0,3890.00,4127.00,'2025-02-21 20:32:08.000','Jaredstad','Port Michelleton','West Ericaton','Lost',-2.539052,116.322029,5259.2,30,'2025-02-19 08:04:08.000','Sea','Mckinney Group','GDP','VS168484','C42486'
'V1791','Cargo Aircraft',-81.4,76.0,4660.00,2521.00,'2025-02-20 19:32:08.000','South Stephen','West Heatherhaven','Port Stephanie','Lost',-83.62825,-48.581022,3005.1,15,'2025-02-19 08:02:08.000','Rail','Thompson and Sons','ISO 9001','VS406659','C30282'
'V4312','Reefer Container',-88.9,65.0,8660.00,3927.00,'2025-02-21 18:32:08.000','Amyhaven','Lake William','Thompsonborough','Limited',-38.300303,-115.272077,7065.3,10,'2025-02-19 08:30:08.000','Road','Gonzalez, Miranda and Navarro','GDP','VS318261','C69408'
'V3551','Cargo Aircraft',-62.0,34.0,2746.00,3333.00,'2025-02-21 21:32:08.000','Port Jenniferport','South Jessicamouth','Wilsonshire','Lost',85.314453,89.834262,4796.5,10,'2025-02-19 08:10:08.000','Road','Morris-Cummings','CEIV Pharma','VS128465','C67269'
'V9286','Refrigerated Truck',-76.0,58.0,5812.00,2463.00,'2025-02-21 16:32:08.000','Johnberg','East Douglas','West Brandonshire','Limited',68.964601,50.276685,2298.7,10,'2025-02-19 08:28:08.000','Rail','Meyer-Woods','CEIV Pharma','VS151303','C56603'
'V8167','Refrigerated Truck',-66.9,716.0,9575.00,2367.00,'2025-02-20 23:32:08.000','Kellytown','Harrisville','Allisontown','Active',-39.25698,-8.257554,469.8,5,'2025-02-19 08:12:08.000','Air','Riley, Tapia and Duncan','GDP','VS468129','C17047'
'V9559','Reefer Container',-85.5,36.0,2919.00,2609.00,'2025-02-22 07:32:08.000','New Tiffany','South Kellychester','Burnston','Active',-59.441707,-4.993272,662.3,10,'2025-02-19 08:22:08.000','Rail','Robertson PLC','CEIV Pharma','VS519544','C77065'
'V7499','Cargo Aircraft',-62.5,489.0,9752.00,2726.00,'2025-02-20 08:32:08.000','New Brandiland','East Stephaniestad','Murraybury','Limited',-37.368492,167.563509,7550.6,15,'2025-02-19 08:24:08.000','Air','Hall-Hartman','ISO 9001','VS313800','C34434'
