28,'Protein Subunit','Moderna','B16047','2024-12-16','2026-01-19',90980,5063,1,5063,'VS931004','C54270'
29,'mRNA','Novavax','B20281','2024-10-15','2025-12-15',56731,9884,5,49420,'VS458136','C21719'
30,'Inactivated','Moderna','B27390','2024-11-07','2025-12-18',60122,3392,10,33920,'VS407480','C17080'
31,'Inactivated','AstraZeneca','B79039','2025-01-07','2026-06-17',34302,8605,10,86050,'VS243715','C82999'
32,'Viral Vector','AstraZeneca','B16804','2024-12-17','2026-08-18',81519,3961,1,3961,'VS200439','C70851'
33,'Inactivated','Novavax','B17508','2025-01-14','2025-08-28',91701,2202,5,11010,'VS643245','C20995'
34,'mRNA','AstraZeneca','B88261','2024-10-09','2026-11-05',98007,4314,1,4314,'VS677294','C85104'
35,'mRNA','Sinovac','B58308','2024-12-29','2026-04-02',92666,2768,10,27680,'VS727888','C78433'
36,'Inactivated','Moderna','B14524','2024-12-08','2026-07-22',9121,1308,5,6540,'VS864870','C50789'
37,'mRNA','Sinovac','B78981','2025-01-01','2026-06-16',53087,9605,10,96050,'VS531818','C72791'
38,'mRNA','Novavax','B75405','2024-12-08','2026-04-23',88252,4529,1,4529,'VS952365','C43430'
39,'Inactivated','AstraZeneca','B57251','2024-12-01','2026-06-08',4706,9461,1,9461,'VS779966','C77495'
40,'Viral Vector','BioNTech','B28304','2025-01-09','2026-09-09',81720,110,5,550,'VS948409','C45991'
41,'Viral Vector','Novavax','B85476','2024-12-29','2026-01-12',69305,9693,10,96930,'VS645736','C11046'
42,'mRNA','Novavax','B24028','2025-01-09','2025-10-23',83332,8042,10,80420,'VS283095','C13869'
43,'Viral Vector','BioNTech','B10642','2024-09-14','2026-09-07',65740,1067,10,10670,'VS636700','C16895'
44,'Protein Subunit','Moderna','B38820','2024-09-06','2027-01-30',83588,6617,1,6617,'VS554000','C27385'
45,'mRNA','AstraZeneca','B40363','2024-11-20','2026-10-13',7420,8380,10,83800,'VS637893','C72773'
46,'Protein Subunit','AstraZeneca','B89839','2024-11-04','2026-07-28',62184,4406,1,4406,'VS747009','C13064'
47,'mRNA','BioNTech','B30494','2024-12-22','2026-11-17',38683,6808,5,34040,'VS706874','C17800'
48,'mRNA','Moderna','B42489','2024-09-07','2026-09-03',22092,7428,10,74280,'VS854151','C13958'
49,'Protein Subunit','Novavax','B88539','2024-10-18','2026-08-21',67859,5168,1,5168,'VS924878','C66268'
50,'mRNA','Sinovac','B60475','2024-09-23','2026-11-13',43774,8812,5,44060,'VS939078','C18170'
51,'Viral Vector','BioNTech','B72890','2024-10-06','2026-07-09',18207,1142,10,11420,'VS124785','C90838'
52,'Protein Subunit','AstraZeneca','B99539','2025-01-07','2025-10-06',18567,1548,1,1548,'VS372178','C71032'
53,'Viral Vector','Moderna','B38067','2024-10-06','2026-01-26',37793,8783,5,43915,'VS120493','C61754'
54,'Inactivated','Sinovac','B87951','2024-08-26','2026-01-27',78290,321,1,321,'VS401870','C90205'
55,'Protein Subunit','Sinovac','B46853','2025-01-15','2026-09-04',82051,279,1,279,'VS738323','C87782'
56,'Inactivated','Sinovac','B60245','2024-11-03','2027-01-13',63145,3275,10,32750,'VS340698','C39289'
57,'Protein Subunit','Sinovac','B26261','2024-10-24','2026-12-23',48599,3642,5,18210,'VS834148','C95013'
58,'Inactivated','AstraZeneca','B77191','2024-11-05','2025-12-29',39587,5673,10,56730,'VS116114','C79523'
59,'mRNA','Novavax','B19750','2024-10-05','2027-01-27',13967,4609,1,4609,'VS641124','C43993'
60,'Viral Vector','Novavax','B33556','2024-11-18','2026-05-23',26704,5812,5,29060,'VS122057','C66474'
61,'Viral Vector','AstraZeneca','B94667','2024-12-12','2025-09-11',33040,7498,5,37490,'VS121615','C39937'
62,'mRNA','BioNTech','B37703','2024-09-11','2025-11-18',84308,7328,1,7328,'VS241927','C66895'
63,'Viral Vector','Sinovac','B54382','2025-01-09','2027-01-19',98422,7267,5,36335,'VS353215','C30060'
64,'Protein Subunit','Moderna','B67528','2024-09-11','2025-10-27',34838,4982,5,24910,'VS294463','C37902'
65,'Viral Vector','Sinovac','B42048','2024-12-25','2027-01-05',9206,272,10,2720,'VS535880','C13057'
66,'Inactivated','Moderna','B30208','2025-01-02','2026-02-14',85725,449,1,449,'VS806464','C72714'
67,'Viral Vector','Moderna','B35017','2024-09-24','2025-11-12',28217,6283,5,31415,'VS993249','C35763'
68,'Protein Subunit','Moderna','B35108','2024-12-21','2026-11-13',86996,2386,1,2386,'VS409384','C69989'
69,'Viral Vector','Moderna','B42863','2024-09-08','2026-04-16',98067,174,1,174,'VS327248','C84019'
70,'Inactivated','Sinovac','B34097','2024-09-08','2026-01-18',72369,6841,1,6841,'VS950618','C59467'
71,'Protein Subunit','AstraZeneca','B58351','2024-11-27','2026-06-21',88697,6416,1,6416,'VS410384','C15853'
72,'mRNA','Sinovac','B27296','2024-12-26','2026-11-25',92526,407,5,2035,'VS189046','C41713'
73,'Protein Subunit','Novavax','B38926','2024-11-01','2026-08-26',37977,1802,10,18020,'VS295482','C93499'
74,'Protein Subunit','AstraZeneca','B47442','2025-01-19','2026-12-28',77311,1585,1,1585,'VS283365','C33323'
75,'Protein Subunit','Sinovac','B37138','2024-09-25','2026-04-20',32224,4564,1,4564,'VS708525','C77984'
76,'Protein Subunit','Moderna','B95225','2025-01-05','2025-12-01',39601,6618,5,33090,'VS553349','C34633'
77,'Viral Vector','Sinovac','B80676','2025-01-08','2026-01-07',27305,7304,1,7304,'VS921991','C96187'
78,'Viral Vector','AstraZeneca','B36687','2024-11-28','2026-11-11',76930,4498,10,44980,'VS523393','C30491'
79,'Viral Vector','Novavax','B17858','2024-09-20','2026-08-17',37233,2843,10,28430,'VS709799','C19477'
80,'Inactivated','Novavax','B70427','2025-01-11','2025-11-02',38662,1893,10,18930,'VS400245','C67465'
81,'Protein Subunit','Novavax','B42181','2024-11-12','2025-11-30',66280,1135,5,5675,'VS968659','C25494'
82,'Viral Vector','BioNTech','B12532','2024-10-22','2026-02-03',96678,2652,1,2652,'VS934901','C20020'
83,'Inactivated','BioNTech','B77120','2024-10-09','2026-04-13',24463,2468,1,2468,'VS827524','C30719'
84,'mRNA','BioNTech','B34153','2024-11-10','2026-05-07',21108,5937,10,59370,'VS568867','C79480'
85,'Inactivated','Sinovac','B65930','2025-01-19','2026-04-24',62509,7987,5,39935,'VS702292','C14208'
86,'Inactivated','Sinovac','B51028','2025-01-15','2026-12-25',97411,3126,10,31260,'VS790005','C91565'
87,'Protein Subunit','AstraZeneca','B72865','2024-12-22','2026-11-03',18808,4111,1,4111,'VS674620','C99077'
89,'Viral Vector','BioNTech','B67433','2024-10-08','2025-12-07',55494,3602,10,36020,'VS229072','C47844'
90,'Protein Subunit','Sinovac','B31998','2025-01-06','2026-06-11',94495,306,5,1530,'VS796234','C80083'
91,'Viral Vector','Sinovac','B82323','2024-12-21','2025-12-17',70182,1897,5,9485,'VS627944','C95907'
92,'Protein Subunit','BioNTech','B43067','2024-12-08','2025-09-14',35664,9577,5,47885,'VS846212','C81506'
93,'Viral Vector','AstraZeneca','B48971','2024-10-24','2026-01-02',9240,2670,10,26700,'VS328536','C32858'
94,'Viral Vector','Sinovac','B58196','2025-01-12','2026-03-16',25519,2330,10,23300,'VS168484','C42486'
95,'mRNA','Sinovac','B19128','2024-10-29','2026-09-10',46688,8689,5,43445,'VS406659','C30282'
96,'mRNA','Novavax','B18768','2024-11-26','2026-01-07',34818,4783,10,47830,'VS318261','C69408'
97,'mRNA','BioNTech','B84998','2024-12-15','2025-09-09',58593,6487,5,32435,'VS128465','C67269'
98,'Inactivated','Sinovac','B24315','2024-10-06','2026-03-15',14259,2309,1,2309,'VS151303','C56603'
99,'mRNA','Sinovac','B85777','2024-09-21','2026-09-11',51277,4690,1,4690,'VS468129','C17047'
100,'Protein Subunit','Moderna','B50181','2024-12-02','2026-09-26',8804,862,1,862,'VS519544','C77065'
101,'mRNA','Sinovac','B64257','2024-10-23','2026-01-14',51044,1349,10,13490,'VS313800','C34434'
102,'Viral Vector','Novavax','B72202','2024-09-06','2026-07-02',56811,1639,5,8195,'VS180260','C79121'
103,'Protein Subunit','BioNTech','B68233','2024-10-29','2025-09-26',25910,3232,1,3232,'VS143336','C64234'
104,'Viral Vector','AstraZeneca','B41580','2024-11-13','2026-03-26',4450,1453,5,7265,'VS709697','C24072'
105,'Inactivated','AstraZeneca','B36461','2024-09-06','2025-12-26',93818,3607,1,3607,'VS199957','C12921'
106,'Viral Vector','Sinovac','B78363','2024-09-22','2025-11-03',12784,286,1,286,'VS840960','C36126'
107,'Viral Vector','Sinovac','B99773','2024-12-18','2026-06-03',78887,2745,1,2745,'VS742148','C25968'
108,'Inactivated','Sinovac','B32988','2024-12-18','2025-11-02',48546,9160,10,91600,'VS109470','C29101'
109,'Protein Subunit','AstraZeneca','B72773','2024-11-07','2026-10-04',17778,1245,1,1245,'VS103453','C65819'
110,'Inactivated','AstraZeneca','B77456','2024-09-09','2027-01-21',46497,707,10,7070,'VS217241','C96419'
112,'Protein Subunit','Sinovac','B94175','2024-11-28','2026-08-09',97397,2770,5,13850,'VS625027','C77093'
113,'mRNA','BioNTech','B76572','2024-10-21','2025-11-26',93021,8767,10,87670,'VS797261','C27123'
114,'Protein Subunit','Moderna','B99318','2024-11-21','2026-08-25',92977,1813,1,1813,'VS361445','C74902'
115,'Inactivated','Moderna','B65848','2024-12-14','2026-02-23',5310,6913,10,69130,'VS326657','C31254'
116,'Viral Vector','BioNTech','B66246','2024-09-22','2026-10-14',85967,3864,5,19320,'VS784137','C63888'
117,'mRNA','Moderna','B58363','2024-12-23','2026-08-01',15150,6164,5,30820,'VS427890','C40899'
118,'Viral Vector','BioNTech','B24867','2025-01-09','2026-06-29',80571,9952,5,49760,'VS332149','C19544'
119,'mRNA','BioNTech','B21155','2024-12-16','2026-05-30',10393,2356,1,2356,'VS577997','C17756'
120,'Inactivated','BioNTech','B58598','2025-01-20','2026-08-15',61681,9455,5,47275,'VS374731','C98917'
121,'mRNA','BioNTech','B57008','2025-01-05','2026-12-20',58299,8909,5,44545,'VS585983','C38728'
122,'Inactivated','BioNTech','B20273','2024-09-02','2025-11-30',76171,4306,5,21530,'VS733406','C96927'
123,'Inactivated','Sinovac','B60414','2024-09-11','2026-11-21',66126,5718,5,28590,'VS353130','C26935'
124,'Inactivated','Moderna','B17450','2024-10-08','2027-02-08',57476,7866,1,7866,'VS107478','C31282'
125,'Protein Subunit','Sinovac','B95294','2024-11-27','2026-03-29',55436,7445,1,7445,'VS151690','C32848'
126,'Inactivated','AstraZeneca','B22954','2025-01-04','2026-02-17',64280,2004,1,2004,'VS326238','C14433'
127,'Protein Subunit','Novavax','B85131','2024-09-17','2026-11-08',72639,2477,1,2477,'VS764486','C54147'
128,'Inactivated','Sinovac','B72239','2024-10-26','2026-04-24',68052,260,1,260,'VS215821','C39872'
129,'Protein Subunit','AstraZeneca','B42070','2024-09-09','2026-10-28',35669,5396,10,53960,'VS538019','C38527'
130,'Viral Vector','Novavax','B68019','2025-01-04','2026-02-14',72405,8511,1,8511,'VS470623','C45128'
131,'mRNA','Novavax','B73471','2024-10-22','2026-02-25',70486,9903,5,49515,'VS368769','C55437'
132,'Protein Subunit','Sinovac','B27847','2024-09-29','2025-10-20',67171,3110,10,31100,'VS420113','C88229'
133,'Protein Subunit','BioNTech','B55475','2024-10-22','2027-01-14',6652,1732,5,8660,'VS310740','C39164'
134,'Viral Vector','BioNTech','B38852','2024-12-27','2025-10-31',93247,7497,5,37485,'VS208732','C68894'
135,'Inactivated','AstraZeneca','B46779','2024-09-05','2025-11-08',51225,4232,10,42320,'VS899808','C44183'
136,'mRNA','BioNTech','B45291','2024-11-14','2026-11-01',16201,2495,10,24950,'VS537855','C93712'
137,'Viral Vector','BioNTech','B32753','2024-08-23','2026-12-21',59051,7773,5,38865,'VS652122','C84769'
138,'Viral Vector','BioNTech','B39052','2024-11-26','2026-06-12',82685,4569,1,4569,'VS552820','C31388'
139,'Protein Subunit','Novavax','B66371','2024-09-18','2026-07-12',93380,893,5,4465,'VS928871','C59576'
140,'Protein Subunit','AstraZeneca','B97433','2025-01-04','2027-01-07',31356,1118,10,11180,'VS472377','C96878'
141,'Protein Subunit','AstraZeneca','B60211','2024-12-19','2026-03-14',17299,3298,5,16490,'VS725227','C62497'
142,'Inactivated','Moderna','B78058','2024-12-03','2026-09-09',20920,590,10,5900,'VS706268','C74507'
143,'Viral Vector','Novavax','B24574','2024-11-05','2027-01-31',98927,6148,10,61480,'VS728567','C17696'
144,'Inactivated','AstraZeneca','B94487','2024-09-05','2026-09-12',97020,4884,5,24420,'VS466158','C11949'
145,'Protein Subunit','AstraZeneca','B17511','2024-09-16','2025-09-03',74601,8456,10,84560,'VS295079','C17486'
146,'Inactivated','BioNTech','B30318','2024-11-19','2026-09-28',20962,7784,5,38920,'VS403613','C81673'
147,'Viral Vector','Novavax','B63340','2024-12-29','2026-10-31',32223,2880,5,14400,'VS833956','C19890'
148,'Inactivated','Moderna','B12151','2024-12-06','2025-10-01',58871,6794,5,33970,'VS507637','C10643'
149,'mRNA','Sinovac','B98595','2024-09-17','2026-10-08',75772,8012,10,80120,'VS930240','C78148'
150,'Protein Subunit','Moderna','B22675','2024-12-18','2025-11-01',32609,7044,10,70440,'VS363745','C45109'
151,'Protein Subunit','Sinovac','B58634','2024-11-17','2026-02-05',7542,7795,10,77950,'VS999459','C80022'
152,'Inactivated','AstraZeneca','B81746','2024-12-09','2025-08-18',43949,3520,5,17600,'VS337865','C20291'
153,'Protein Subunit','Novavax','B39656','2024-11-21','2026-01-11',42655,1794,5,8970,'VS724444','C94373'
154,'Viral Vector','Moderna','B60874','2024-09-03','2026-12-27',58053,7216,5,36080,'VS935254','C22268'
155,'Viral Vector','Sinovac','B72558','2024-12-27','2026-02-15',1802,5931,5,29655,'VS923219','C11016'
156,'mRNA','Moderna','B90707','2024-10-21','2026-12-12',10946,2808,5,14040,'VS880764','C90940'
157,'Protein Subunit','AstraZeneca','B88669','2024-12-17','2026-07-08',84176,9328,10,93280,'VS747891','C70725'
158,'Viral Vector','BioNTech','B90293','2025-01-03','2026-02-17',62393,8128,10,81280,'VS271193','C22121'
159,'mRNA','Novavax','B90189','2024-12-02','2026-03-19',50888,9241,5,46205,'VS455839','C83981'
160,'Viral Vector','Sinovac','B68907','2024-10-15','2025-11-13',77658,9756,10,97560,'VS940919','C77943'
161,'Viral Vector','AstraZeneca','B83721','2024-11-08','2026-07-01',29753,4352,5,21760,'VS697185','C15172'
162,'Protein Subunit','Moderna','B98888','2024-09-22','2026-05-21',83529,506,5,2530,'VS169896','C71208'
163,'Inactivated','AstraZeneca','B77419','2025-01-13','2025-11-08',15871,7981,10,79810,'VS945805','C65166'
164,'Viral Vector','Sinovac','B43999','2024-12-12','2025-12-14',10906,1024,5,5120,'VS548410','C25228'
165,'Protein Subunit','Novavax','B40565','2025-01-03','2026-08-16',35119,4438,5,22190,'VS153333','C58471'
166,'Protein Subunit','Sinovac','B67684','2024-09-28','2026-05-20',37466,440,1,440,'VS924050','C28112'
167,'mRNA','BioNTech','B88845','2025-01-03','2025-10-07',49168,9876,1,9876,'VS354851','C91801'
168,'mRNA','AstraZeneca','B44477','2024-09-14','2026-09-29',75064,6918,10,69180,'VS634654','C42471'
169,'Protein Subunit','Sinovac','B89733','2024-11-16','2026-06-30',15832,505,1,505,'VS140768','C63961'
170,'Protein Subunit','Moderna','B47870','2024-12-27','2026-05-30',36656,5503,1,5503,'VS572165','C55546'
171,'Protein Subunit','AstraZeneca','B42536','2024-09-16','2026-06-25',98923,4665,1,4665,'VS440101','C62544'
172,'Protein Subunit','BioNTech','B90898','2024-11-14','2026-01-29',84453,2603,10,26030,'VS999134','C50734'
173,'Viral Vector','BioNTech','B11223','2025-01-04','2026-01-08',53644,7859,5,39295,'VS337683','C93759'
174,'Inactivated','BioNTech','B30442','2024-10-25','2026-03-11',9227,6352,10,63520,'VS196243','C77144'
175,'Inactivated','Novavax','B13282','2024-12-10','2026-01-20',64059,5995,1,5995,'VS143586','C59542'
176,'Protein Subunit','BioNTech','B84613','2024-12-27','2027-01-26',36823,3725,5,18625,'VS701401','C91856'
177,'Viral Vector','AstraZeneca','B27843','2025-01-10','2025-11-23',27858,8751,10,87510,'VS857780','C60576'
178,'Inactivated','BioNTech','B45134','2024-10-05','2025-09-12',98136,5889,1,5889,'VS908386','C79939'
180,'Viral Vector','Moderna','B54145','2024-12-20','2026-10-12',33081,6693,5,33465,'VS564586','C77447'
181,'Inactivated','Novavax','B98161','2024-10-29','2026-06-21',17987,5851,5,29255,'VS452821','C66140'
182,'mRNA','Moderna','B28933','2024-09-14','2026-04-05',2426,8536,10,85360,'VS649798','C96046'
183,'mRNA','AstraZeneca','B97842','2025-01-08','2026-01-23',59715,5865,1,5865,'VS459612','C87438'
184,'Inactivated','Moderna','B98756','2024-11-26','2026-04-08',50470,4523,1,4523,'VS590220','C17858'
185,'Inactivated','Moderna','B90911','2024-10-06','2026-07-06',45978,4350,1,4350,'VS807341','C84530'
186,'Inactivated','AstraZeneca','B26625','2024-12-31','2026-01-06',71094,2126,5,10630,'VS579863','C80373'
187,'Inactivated','Moderna','B15980','2024-11-18','2025-08-23',10893,750,1,750,'VS967434','C58490'
188,'Viral Vector','Moderna','B15148','2024-09-06','2026-08-14',96514,7597,10,75970,'VS924463','C46868'
189,'Protein Subunit','Moderna','B58712','2024-09-08','2026-01-04',7913,1297,5,6485,'VS552071','C36090'
190,'mRNA','Novavax','B51350','2024-09-06','2026-12-22',24333,5342,10,53420,'VS126219','C15481'
191,'Protein Subunit','BioNTech','B67337','2024-11-11','2025-11-03',25891,6281,1,6281,'VS129414','C61807'
192,'Protein Subunit','Novavax','B42841','2024-10-09','2026-10-24',89597,1581,5,7905,'VS219050','C79748'
193,'Viral Vector','Sinovac','B41876','2025-01-19','2025-12-19',83945,2929,10,29290,'VS144593','C13598'
194,'Viral Vector','AstraZeneca','B33815','2024-12-11','2026-07-31',30493,4307,1,4307,'VS152703','C54887'
195,'Inactivated','BioNTech','B83666','2024-11-18','2025-12-14',84378,2570,5,12850,'VS809541','C22506'
196,'Protein Subunit','Moderna','B40465','2024-09-05','2026-10-17',25661,3557,10,35570,'VS478361','C37076'
197,'Protein Subunit','BioNTech','B47599','2024-09-16','2026-03-05',8928,882,5,4410,'VS577896','C46125'
198,'Protein Subunit','Moderna','B53207','2024-11-11','2026-12-30',68624,7947,10,79470,'VS748420','C62313'
199,'Protein Subunit','Sinovac','B98029','2024-11-06','2026-02-18',69441,9450,5,47250,'VS989808','C60851'
200,'mRNA','Moderna','B47028','2024-09-21','2025-12-16',85954,8427,5,42135,'VS780529','C11805'
201,'Protein Subunit','BioNTech','B56784','2024-11-05','2025-08-30',65528,9464,1,9464,'VS333566','C52662'
202,'Protein Subunit','Moderna','B23644','2024-09-23','2026-08-21',96163,6087,5,30435,'VS920228','C84610'
203,'Protein Subunit','AstraZeneca','B45306','2024-10-05','2026-07-07',60524,8973,5,44865,'VS424970','C70782'
204,'Inactivated','Sinovac','B81650','2025-01-08','2025-11-26',17899,1026,5,5130,'VS319837','C20355'
205,'Inactivated','Novavax','B56164','2024-12-07','2026-01-03',34125,1367,10,13670,'VS997699','C73689'
206,'Protein Subunit','Novavax','B80272','2024-10-03','2026-12-24',33629,7211,5,36055,'VS634622','C99285'
207,'Protein Subunit','Moderna','B19602','2024-08-23','2026-03-26',90144,6246,1,6246,'VS477010','C16264'
208,'Inactivated','Novavax','B34230','2024-09-08','2026-11-25',88671,7558,5,37790,'VS661567','C99304'
209,'mRNA','BioNTech','B35795','2024-12-26','2026-03-01',77322,4146,10,41460,'VS862571','C25757'
210,'Inactivated','Moderna','B40080','2024-10-31','2026-05-19',53245,953,10,9530,'VS529544','C61758'
211,'mRNA','Novavax','B35537','2024-09-22','2026-12-17',92844,4696,1,4696,'VS797942','C26046'
212,'Protein Subunit','BioNTech','B70930','2024-10-25','2026-12-24',18535,1785,5,8925,'VS655598','C89397'
213,'Protein Subunit','AstraZeneca','B52691','2024-09-29','2026-04-25',51922,5248,10,52480,'VS669065','C46606'
214,'Viral Vector','Novavax','B15707','2024-11-28','2026-10-31',69603,5838,1,5838,'VS582076','C11266'
215,'Viral Vector','AstraZeneca','B38001','2024-08-23','2026-07-02',40240,2242,1,2242,'VS145015','C92657'
216,'Inactivated','BioNTech','B23149','2024-12-18','2027-01-15',51322,432,5,2160,'VS450093','C40282'
217,'Viral Vector','Sinovac','B21880','2025-01-09','2026-05-09',92143,2649,5,13245,'VS217145','C39647'
218,'Protein Subunit','AstraZeneca','B57254','2024-09-09','2026-11-01',1691,5641,10,56410,'VS485492','C47389'
219,'Viral Vector','BioNTech','B96782','2024-10-26','2027-01-22',9798,617,10,6170,'VS969073','C78135'
220,'Protein Subunit','AstraZeneca','B57526','2025-01-11','2026-11-22',70129,4676,1,4676,'VS712401','C19859'
221,'Inactivated','Novavax','B67838','2024-12-22','2026-07-29',45014,3019,1,3019,'VS612725','C91568'
222,'mRNA','Sinovac','B35624','2024-12-30','2026-10-27',68541,7564,1,7564,'VS329297','C28002'
223,'Inactivated','Sinovac','B26878','2024-10-19','2025-09-18',2858,479,5,2395,'VS318988','C84117'
225,'mRNA','BioNTech','B31867','2024-09-08','2026-06-12',85836,7488,5,37440,'VS494158','C11511'
226,'Inactivated','Moderna','B84467','2024-08-30','2026-09-25',83870,8789,10,87890,'VS725702','C17241'
227,'Viral Vector','Novavax','B44950','2024-12-26','2026-08-25',97609,476,10,4760,'VS326578','C40489'
228,'Inactivated','BioNTech','B18023','2024-08-28','2025-11-18',97412,7306,1,7306,'VS348737','C75680'
229,'Viral Vector','Sinovac','B95148','2024-12-07','2026-03-04',18915,4568,5,22840,'VS901004','C65764'
230,'Protein Subunit','Novavax','B18092','2024-11-20','2026-05-11',29807,9523,10,95230,'VS996761','C24037'
231,'mRNA','BioNTech','B64010','2024-11-08','2026-06-02',54058,2084,10,20840,'VS946125','C91778'
232,'Protein Subunit','Novavax','B72021','2024-09-16','2025-10-12',15058,8510,10,85100,'VS204942','C71676'
233,'Viral Vector','Novavax','B96619','2024-12-01','2026-03-09',46779,4995,10,49950,'VS578177','C58842'
234,'mRNA','Sinovac','B96608','2024-12-18','2026-08-29',57681,4087,5,20435,'VS246850','C71033'
235,'Viral Vector','Sinovac','B37316','2024-11-01','2026-11-20',31975,9076,10,90760,'VS505486','C61249'
236,'Viral Vector','Novavax','B80546','2024-12-11','2026-02-20',3269,8427,5,42135,'VS479301','C36842'
237,'Viral Vector','Novavax','B21171','2024-11-30','2026-08-10',73027,1221,5,6105,'VS748005','C91230'
238,'Inactivated','Moderna','B42671','2024-10-31','2026-07-27',50957,7580,5,37900,'VS520813','C22080'
239,'mRNA','Sinovac','B73374','2025-01-18','2025-10-08',37670,2521,1,2521,'VS240561','C22479'
240,'Viral Vector','AstraZeneca','B29343','2024-10-18','2025-11-22',39558,1944,1,1944,'VS258192','C31333'
241,'Viral Vector','Moderna','B15160','2025-01-01','2025-12-18',81722,982,10,9820,'VS419378','C79853'
242,'mRNA','BioNTech','B38100','2024-12-01','2026-07-03',35138,2115,5,10575,'VS182814','C15067'
243,'Protein Subunit','AstraZeneca','B84113','2024-09-05','2027-01-06',70058,6015,1,6015,'VS665654','C77857'
244,'Inactivated','Sinovac','B32866','2025-01-15','2026-05-19',72102,7516,5,37580,'VS306912','C46346'
245,'Protein Subunit','AstraZeneca','B45538','2024-10-11','2025-12-07',90568,8897,10,88970,'VS652951','C60457'
246,'Protein Subunit','Sinovac','B28980','2024-09-19','2026-09-12',85213,8085,10,80850,'VS157211','C12789'
247,'Inactivated','BioNTech','B92474','2024-10-20','2026-11-01',68290,7957,1,7957,'VS180474','C11519'
248,'Protein Subunit','Novavax','B96660','2025-01-12','2026-07-02',63015,7353,1,7353,'VS217539','C35585'
249,'Viral Vector','Moderna','B33278','2024-12-22','2025-11-06',40540,973,10,9730,'VS756204','C82978'
250,'Viral Vector','BioNTech','B59625','2024-10-25','2025-12-22',99013,458,5,2290,'VS945749','C60031'
251,'Inactivated','Novavax','B14572','2024-09-15','2026-09-03',5351,8164,10,81640,'VS122283','C89711'
252,'Viral Vector','Sinovac','B47637','2024-08-27','2026-10-03',21418,448,5,2240,'VS795923','C26203'
253,'Viral Vector','Sinovac','B41005','2024-09-04','2025-09-10',97640,4963,1,4963,'VS784282','C84212'
254,'mRNA','BioNTech','B49337','2024-11-13','2025-09-14',63211,3917,1,3917,'VS866994','C83017'
255,'Protein Subunit','BioNTech','B48009','2024-09-09','2026-04-16',31410,2394,1,2394,'VS947261','C50056'
256,'Inactivated','BioNTech','B98211','2024-09-07','2026-02-05',68648,576,5,2880,'VS515691','C88989'
