'AS497261                            ','Unknown','Structured',90,27518.020,0.519,1.09,0.195,59.50
'AS707579                            ','Unknown','Random',60,35216.420,0.827,3.41,0.362,39.00
'AS914768                            ','Natural','Periodic',57,46918.920,0.951,0.50,0.498,84.40
'AS463299                            ','Candidate','Periodic',13,30156.700,0.909,7.04,0.033,8.20
'AS541265                            ','Unknown','Structured',2,55575.550,0.446,4.75,0.769,75.60
'AS702460                            ','Natural','Unknown',41,49138.320,0.911,1.22,0.572,72.40
'AS105071                            ','Artificial','Periodic',98,59450.350,0.977,1.42,0.228,59.40
'AS965020                            ','Candidate','Structured',12,23396.030,0.096,0.32,0.840,57.30
'AS252225                            ','Natural','Periodic',16,40612.050,0.164,5.61,0.592,47.00
'AS477916                            ','Candidate','Unknown',54,13060.620,0.328,6.61,0.552,35.10
'AS737248                            ','Candidate','Periodic',69,77124.890,0.586,3.88,0.689,76.30
'AS263354                            ','Artificial','Unknown',9,56066.550,0.264,5.10,0.515,54.90
'AS156261                            ','Artificial','Unknown',70,38859.320,0.450,2.08,0.966,22.90
'AS598803                            ','Artificial','Unknown',59,23208.930,0.675,2.87,0.926,59.30
'AS737653                            ','Natural','Periodic',6,30942.930,0.567,2.65,0.904,99.50
'AS325673                            ','Unknown','Structured',70,5891.220,0.818,2.04,0.068,40.00
'AS537065                            ','Natural','Unknown',20,51806.450,0.444,5.82,0.770,16.30
'AS191135                            ','Natural','Random',78,46669.070,0.130,6.28,0.689,84.10
'AS778963                            ','Natural','Random',42,5921.930,0.010,6.93,0.096,88.70
'AS197573                            ','Natural','Periodic',45,62600.340,0.284,6.30,0.068,5.60
'AS449926                            ','Candidate','Periodic',19,46984.450,0.825,3.93,0.184,66.30
'AS562374                            ','Unknown','Periodic',8,12178.010,0.288,6.42,0.277,8.50
'AS917297                            ','Candidate','Structured',4,58731.440,0.134,3.20,0.743,10.50
'AS510859                            ','Candidate','Structured',81,68881.740,0.019,3.60,0.154,4.20
'AS576630                            ','Artificial','Random',9,54601.370,0.971,3.59,0.349,34.60
'AS810150                            ','Candidate','Periodic',53,74821.790,0.410,0.00,0.159,3.40
'AS689919                            ','Candidate','Unknown',54,8063.990,0.195,4.22,0.322,89.20
'AS524156                            ','Natural','Structured',80,28251.680,0.630,5.23,0.796,25.40
'AS645424                            ','Candidate','Periodic',42,11160.070,0.523,5.12,0.295,48.90
'AS632950                            ','Artificial','Structured',54,23352.870,0.450,2.06,0.450,22.00
'AS848546                            ','Natural','Periodic',11,23376.740,0.893,7.71,0.995,42.50
'AS632441                            ','Artificial','Random',70,52193.010,0.077,6.97,0.183,31.00
'AS836751                            ','Natural','Periodic',98,9817.070,0.691,1.75,0.132,17.30
'AS321936                            ','Unknown','Unknown',22,77622.000,0.248,0.17,0.002,25.50
'AS970559                            ','Candidate','Unknown',51,17098.200,0.496,1.36,0.514,21.50
'AS111866                            ','Artificial','Random',8,65533.730,0.828,7.67,0.647,25.20
'AS629140                            ','Natural','Periodic',96,33074.650,0.547,1.82,0.727,51.30
'AS121813                            ','Unknown','Periodic',50,18058.010,0.852,4.12,0.294,84.50
'AS735433                            ','Artificial','Unknown',13,3712.700,0.193,7.28,0.790,77.00
'AS999544                            ','Candidate','Unknown',5,18273.820,0.788,7.28,0.180,17.80
'AS375965                            ','Unknown','Structured',67,84537.070,0.282,0.25,0.289,77.80
'AS339131                            ','Artificial','Structured',93,36223.240,0.242,5.26,0.766,7.70
'AS709763                            ','Unknown','Structured',10,58217.710,0.403,4.57,0.159,38.80
'AS463824                            ','Candidate','Random',52,33933.560,0.718,4.79,0.037,26.00
'AS533741                            ','Natural','Random',59,18576.250,0.484,4.97,0.042,38.20
'AS587378                            ','Unknown','Unknown',93,3631.980,0.150,4.14,0.241,0.90
'AS658911                            ','Artificial','Random',22,65280.560,0.772,0.24,0.905,79.60
'AS841320                            ','Candidate','Structured',56,80642.010,0.631,5.26,0.074,90.60
'AS189877                            ','Natural','Random',83,9369.920,0.363,7.75,0.067,95.30
'AS735368                            ','Artificial','Unknown',7,84821.360,0.640,2.95,0.308,1.70
'AS269255                            ','Natural','Unknown',98,26675.690,0.623,2.00,0.782,6.60
'AS222551                            ','Unknown','Structured',45,39320.520,0.565,4.70,0.552,92.60
'AS188217                            ','Artificial','Unknown',96,56072.310,0.459,5.36,0.242,92.70
'AS453811                            ','Candidate','Structured',36,77848.940,0.596,2.68,0.399,88.20
'AS710285                            ','Candidate','Structured',63,35489.640,0.879,6.87,0.864,38.50
'AS664916                            ','Natural','Random',65,5871.790,0.336,6.55,0.184,83.40
'AS943643                            ','Artificial','Random',66,9510.000,0.429,2.62,0.045,22.80
'AS217228                            ','Artificial','Structured',76,80166.820,0.652,4.59,0.472,57.70
'AS750773                            ','Artificial','Random',23,67962.780,0.215,4.62,0.755,21.70
'AS433735                            ','Unknown','Periodic',70,84142.480,0.202,7.92,0.359,31.20
'AS859667                            ','Natural','Periodic',72,59446.660,0.597,5.19,0.356,36.00
'AS212100                            ','Unknown','Structured',79,20795.890,0.930,2.00,0.655,77.20
'AS976636                            ','Unknown','Random',21,58650.680,0.808,5.54,0.103,59.90
'AS730114                            ','Natural','Structured',34,36203.950,0.863,5.18,0.763,30.20
'AS153945                            ','Artificial','Random',37,28797.860,0.907,7.81,0.590,18.00
'AS877632                            ','Natural','Random',94,82974.940,0.657,6.42,0.982,0.50
'AS844825                            ','Artificial','Structured',51,43901.300,0.312,3.10,0.664,51.00
'AS962011                            ','Natural','Unknown',86,7840.860,0.909,5.11,0.711,18.80
'AS704689                            ','Natural','Unknown',47,1980.000,0.750,4.03,0.020,99.20
'AS965454                            ','Candidate','Unknown',25,78341.580,0.066,1.63,0.370,72.60
'AS471134                            ','Candidate','Random',3,7021.840,0.079,3.00,0.728,62.70
'AS151090                            ','Candidate','Structured',34,73451.300,0.138,1.92,0.528,78.20
'AS868739                            ','Natural','Periodic',71,3655.190,0.737,4.46,0.474,19.00
'AS941441                            ','Natural','Random',73,75085.140,0.728,4.53,0.202,87.90
'AS781356                            ','Unknown','Structured',49,9076.620,0.838,7.03,0.855,38.40
'AS335660                            ','Unknown','Unknown',21,10142.140,0.648,6.03,0.877,82.80
'AS513973                            ','Unknown','Periodic',22,34079.670,0.029,2.63,0.159,86.50
'AS493797                            ','Unknown','Random',57,38583.650,0.780,5.15,0.464,53.00
'AS474437                            ','Candidate','Periodic',59,45163.300,0.994,6.49,0.758,90.10
'AS260997                            ','Artificial','Periodic',64,18364.800,0.331,2.21,0.652,2.70
'AS797263                            ','Unknown','Structured',46,58331.400,0.071,3.97,0.187,61.00
'AS851651                            ','Candidate','Structured',66,46764.170,0.088,2.55,0.284,42.70
'AS711963                            ','Natural','Random',24,70872.470,0.148,6.55,0.076,30.30
'AS367558                            ','Unknown','Unknown',59,53819.240,0.903,6.27,0.651,66.60
'AS221061                            ','Unknown','Unknown',62,17562.780,0.911,7.74,0.681,42.30
'AS195508                            ','Unknown','Random',91,7634.610,0.005,4.58,0.234,91.90
'AS532764                            ','Candidate','Periodic',39,45533.050,0.334,5.91,0.841,49.10
'AS814217                            ','Candidate','Unknown',81,34114.200,0.136,4.05,0.701,45.60
'AS489501                            ','Candidate','Structured',55,49092.760,0.847,0.71,0.027,35.50
'AS310829                            ','Artificial','Unknown',61,73166.900,0.719,1.23,0.572,49.10
'AS596586                            ','Artificial','Structured',39,42690.740,0.878,7.97,0.719,6.00
'AS445782                            ','Unknown','Structured',87,3122.920,0.003,7.90,0.284,14.60
'AS509638                            ','Unknown','Structured',78,64211.060,0.081,1.73,0.085,80.30
'AS650033                            ','Candidate','Periodic',97,67889.940,0.052,5.81,0.193,75.30
'AS549725                            ','Artificial','Structured',66,54681.760,0.327,6.22,0.338,88.00
'AS635537                            ','Candidate','Structured',63,81340.290,0.113,2.51,0.139,41.80
'AS245295                            ','Artificial','Random',51,39586.270,0.831,5.67,0.761,40.10
'AS129076                            ','Candidate','Structured',19,39995.790,0.188,6.08,0.711,60.40
'AS372966                            ','Artificial','Unknown',57,4561.430,0.511,5.17,0.428,76.80
'AS835170                            ','Artificial','Structured',8,68918.570,0.194,6.41,0.906,42.90
'AS786300                            ','Candidate','Random',16,23827.360,0.296,5.46,0.184,93.40
'AS455495                            ','Natural','Unknown',88,28358.920,0.069,6.38,0.486,91.70
'AS807490                            ','Candidate','Random',6,62648.500,0.432,0.15,0.198,9.20
'AS986382                            ','Candidate','Unknown',100,13478.540,0.428,4.39,0.076,79.10
'AS583979                            ','Unknown','Random',33,4466.130,0.941,3.10,0.234,67.30
'AS783526                            ','Candidate','Structured',8,33524.780,0.722,6.24,0.100,60.70
'AS329795                            ','Artificial','Unknown',41,21787.620,0.939,2.90,0.435,97.90
'AS822467                            ','Natural','Random',46,27327.440,0.050,7.80,0.568,51.00
'AS864648                            ','Artificial','Random',24,42296.830,0.066,4.39,0.283,15.60
'AS467565                            ','Natural','Periodic',87,13645.100,0.604,1.57,0.216,90.10
'AS768992                            ','Artificial','Periodic',61,1508.860,0.350,3.42,0.538,97.00
'AS456634                            ','Natural','Periodic',50,84445.110,0.562,7.14,0.883,83.20
'AS752762                            ','Artificial','Unknown',92,43293.460,0.380,7.19,0.971,43.10
'AS728048                            ','Artificial','Unknown',88,34188.320,0.149,7.39,0.730,11.00
'AS225339                            ','Natural','Random',22,71568.120,0.951,5.62,0.653,45.40
'AS331582                            ','Candidate','Structured',9,1334.720,0.377,1.36,0.370,82.70
'AS333543                            ','Unknown','Structured',83,38939.840,0.388,5.42,0.525,48.50
'AS296654                            ','Candidate','Periodic',75,3135.280,0.777,6.62,0.998,57.60
'AS387936                            ','Unknown','Unknown',0,36283.570,0.357,2.52,0.233,53.60
'AS332554                            ','Unknown','Unknown',28,39802.200,0.451,5.77,0.080,0.80
'AS142850                            ','Candidate','Random',76,403.790,0.809,5.77,0.564,76.00
'AS468162                            ','Unknown','Unknown',81,78654.520,0.931,1.57,0.279,12.00
'AS549314                            ','Unknown','Unknown',49,33965.540,0.392,0.50,0.381,48.60
'AS365308                            ','Candidate','Periodic',3,56270.270,0.765,6.80,0.354,74.50
'AS522188                            ','Unknown','Structured',34,76564.230,0.579,4.28,0.101,24.30
'AS306920                            ','Artificial','Structured',84,24123.880,0.701,1.24,0.678,92.90
'AS726379                            ','Candidate','Random',80,40280.050,0.267,5.59,0.133,5.20
'AS969379                            ','Candidate','Structured',15,23810.750,0.083,1.44,0.058,23.50
'AS628147                            ','Natural','Unknown',21,18247.230,0.735,0.09,0.974,1.80
'AS973504                            ','Candidate','Random',20,70017.200,0.601,2.33,0.065,21.10
'AS698596                            ','Unknown','Structured',74,81033.150,0.538,4.64,0.453,58.80
'AS823515                            ','Artificial','Periodic',18,5186.400,0.671,6.64,0.977,49.80
'AS362267                            ','Candidate','Unknown',59,9009.570,0.422,5.71,0.032,65.00
'AS651288                            ','Candidate','Unknown',19,64368.270,0.081,5.38,0.570,74.20
'AS732752                            ','Artificial','Periodic',90,11387.880,0.559,3.08,0.645,85.00
'AS342806                            ','Candidate','Periodic',70,85045.610,0.151,0.74,0.375,43.60
'AS644319                            ','Artificial','Periodic',74,25298.910,0.497,5.35,0.060,74.10
'AS979165                            ','Natural','Random',99,24587.420,0.024,2.17,0.338,5.70
'AS371495                            ','Artificial','Random',45,48395.600,0.893,6.43,0.480,22.50
'AS992341                            ','Unknown','Unknown',56,51827.520,0.342,5.47,0.292,23.80
'AS728787                            ','Candidate','Periodic',76,75175.350,0.283,2.34,0.713,63.20
'AS944380                            ','Natural','Unknown',72,68539.540,0.821,2.13,0.460,32.20
'AS410163                            ','Unknown','Random',65,27833.280,0.464,1.31,0.237,34.20
'AS835802                            ','Artificial','Unknown',76,14747.810,0.614,0.79,0.457,98.10
'AS607267                            ','Artificial','Unknown',2,1052.760,0.477,5.75,0.667,96.90
'AS463297                            ','Natural','Random',80,65614.310,0.930,1.15,0.583,18.40
'AS423076                            ','Unknown','Structured',10,49184.870,0.980,5.76,0.814,51.10
'AS539368                            ','Unknown','Random',12,11890.520,0.415,1.63,0.683,77.70
'AS588888                            ','Candidate','Random',18,40496.720,0.651,7.10,0.103,23.80
'AS599763                            ','Natural','Random',57,63809.400,0.530,2.76,0.434,73.80
'AS201985                            ','Unknown','Unknown',28,37840.680,0.498,2.44,0.955,95.90
'AS528065                            ','Natural','Structured',64,51990.600,0.653,2.15,0.482,12.20
'AS219879                            ','Natural','Structured',84,84763.030,0.782,1.11,0.283,29.50
'AS267429                            ','Natural','Structured',29,57422.130,0.311,6.21,0.261,19.20
'AS920436                            ','Candidate','Structured',50,40448.240,0.896,5.49,0.667,22.00
'AS538899                            ','Candidate','Random',52,59028.070,0.949,6.07,0.760,74.00
'AS634066                            ','Candidate','Structured',59,64807.330,0.966,0.73,0.929,38.30
'AS291075                            ','Artificial','Unknown',33,58692.440,0.336,6.79,0.634,54.40
'AS761607                            ','Artificial','Periodic',25,58896.540,0.853,4.53,0.514,22.50
'AS381948                            ','Unknown','Random',76,26316.180,0.306,2.57,0.812,89.10
'AS809027                            ','Unknown','Random',17,36406.830,0.336,0.78,0.459,50.60
'AS363585                            ','Candidate','Periodic',63,68164.680,0.601,6.88,0.985,64.80
'AS522696                            ','Unknown','Random',51,31348.290,0.170,2.62,0.795,72.10
'AS727687                            ','Artificial','Structured',12,66063.920,0.627,1.79,0.783,97.90
'AS415237                            ','Natural','Periodic',32,62888.300,0.108,0.75,0.489,94.50
'AS970799                            ','Natural','Unknown',75,40596.890,0.947,0.12,0.994,4.30
'AS104801                            ','Unknown','Structured',13,23406.080,0.908,6.47,0.031,29.90
'AS403762                            ','Artificial','Periodic',6,59083.140,0.690,5.22,0.117,95.10
'AS195279                            ','Artificial','Random',33,55139.980,0.714,3.06,0.791,98.40
'AS437426                            ','Natural','Structured',30,85529.150,0.046,2.90,0.354,52.10
'AS992066                            ','Candidate','Structured',40,12132.370,0.757,6.23,0.234,53.90
'AS962573                            ','Natural','Structured',68,12078.040,0.715,6.89,0.581,23.90
'AS283202                            ','Artificial','Structured',91,59794.890,0.854,1.20,0.060,29.00
'AS439705                            ','Candidate','Periodic',77,76074.130,0.355,1.63,0.764,31.60
'AS609806                            ','Unknown','Structured',45,26153.090,0.106,7.47,0.618,29.20
'AS213926                            ','Unknown','Unknown',90,9556.900,0.704,2.89,0.822,66.20
'AS661611                            ','Artificial','Structured',78,73173.770,0.458,4.01,0.099,24.10
'AS177908                            ','Unknown','Unknown',17,34408.190,0.231,6.36,0.757,11.70
'AS248943                            ','Natural','Structured',23,70966.470,0.434,3.01,0.239,98.10
'AS558515                            ','Artificial','Structured',55,73350.770,0.741,5.10,0.054,56.50
'AS221604                            ','Natural','Unknown',70,83017.130,0.058,2.62,0.881,11.30
'AS737783                            ','Natural','Periodic',90,44249.760,0.102,7.54,0.988,42.90
'AS626923                            ','Artificial','Unknown',79,86398.950,0.670,0.52,0.206,23.30
'AS482515                            ','Unknown','Unknown',88,73591.760,0.832,3.53,0.121,32.80
'AS334972                            ','Artificial','Random',84,43931.440,0.639,0.04,0.347,66.40
'AS916637                            ','Natural','Random',100,77140.560,0.962,1.54,0.265,37.10
'AS277574                            ','Natural','Structured',94,71108.690,0.817,5.72,0.876,26.80
'AS112781                            ','Candidate','Periodic',63,21728.070,0.703,1.53,0.983,54.50
'AS864169                            ','Natural','Periodic',11,46677.340,0.901,6.44,0.832,9.40
'AS555087                            ','Candidate','Structured',72,62104.730,0.585,3.13,0.152,3.90
'AS493237                            ','Natural','Periodic',91,13228.140,0.306,5.23,0.408,90.10
'AS422427                            ','Natural','Structured',60,71191.070,0.658,6.14,0.932,84.70
'AS632255                            ','Candidate','Structured',92,77351.760,0.034,2.94,0.702,97.40
'AS502414                            ','Candidate','Periodic',43,73050.210,0.188,1.50,0.770,75.90
'AS552023                            ','Natural','Unknown',70,4300.500,0.485,1.18,0.083,46.40
'AS405225                            ','Unknown','Unknown',53,7184.540,0.323,0.02,0.498,40.80
'AS627808                            ','Candidate','Structured',53,50807.680,0.845,4.67,0.171,19.30
'AS175545                            ','Artificial','Unknown',69,57265.180,0.610,3.66,0.571,72.20
'AS332274                            ','Natural','Unknown',86,38216.680,0.347,7.06,0.016,74.40
'AS388427                            ','Artificial','Random',46,51307.430,0.826,3.66,0.045,3.00
'AS527922                            ','Artificial','Unknown',29,59305.250,0.956,4.57,0.440,47.00
'AS960725                            ','Artificial','Unknown',75,30348.120,0.074,7.60,0.139,3.10
'AS380471                            ','Natural','Structured',98,37989.530,0.381,3.86,0.226,64.80
'AS485294                            ','Candidate','Periodic',72,79989.770,0.829,0.49,0.985,8.20
'AS472446                            ','Unknown','Structured',45,16622.610,0.344,2.35,0.630,90.90
'AS805539                            ','Artificial','Unknown',2,13749.100,0.377,0.97,0.217,44.20
'AS991804                            ','Artificial','Periodic',84,5903.560,0.758,5.57,0.493,94.10
'AS107292                            ','Candidate','Periodic',89,60573.900,0.880,4.47,0.637,97.20
'AS942492                            ','Candidate','Unknown',76,19256.580,0.731,1.19,0.450,3.20
'AS329753                            ','Natural','Periodic',33,17473.330,0.944,5.42,0.704,16.30
'AS983029                            ','Artificial','Random',2,67533.620,0.116,2.31,0.872,97.70
'AS122291                            ','Unknown','Structured',19,44428.640,0.388,1.96,0.507,56.20
'AS823359                            ','Unknown','Random',32,8379.160,0.921,6.24,0.453,18.50
'AS485267                            ','Candidate','Structured',96,82696.690,0.569,0.65,0.766,76.10
'AS781442                            ','Unknown','Unknown',81,8039.790,0.326,2.05,0.858,14.70
'AS594019                            ','Natural','Random',37,77531.590,0.575,6.57,0.972,36.40
'AS597370                            ','Artificial','Periodic',79,44053.800,0.883,4.10,0.042,77.70
'AS213706                            ','Candidate','Unknown',67,61274.110,0.157,6.48,0.140,38.30
'AS493069                            ','Natural','Periodic',10,63566.400,0.485,0.27,0.289,35.60
'AS633557                            ','Candidate','Periodic',22,43500.280,0.660,5.43,0.759,69.80
'AS421080                            ','Natural','Structured',54,9073.270,0.765,4.16,0.262,75.90
'AS963347                            ','Unknown','Random',24,30358.030,0.825,6.27,0.102,30.00
'AS737727                            ','Natural','Structured',14,81477.320,0.142,6.30,0.443,35.30
'AS120451                            ','Unknown','Periodic',14,78882.010,0.823,0.86,0.691,75.30
'AS142704                            ','Candidate','Unknown',78,42681.540,0.300,6.53,0.743,52.90
'AS772450                            ','Unknown','Structured',46,53940.470,0.816,6.88,0.482,56.00
'AS315100                            ','Unknown','Periodic',12,40154.320,0.553,1.18,0.214,3.40
'AS801094                            ','Artificial','Random',50,70709.250,0.189,2.53,0.493,53.00
'AS177071                            ','Natural','Structured',72,2185.740,0.109,6.68,0.181,24.40
'AS485251                            ','Artificial','Unknown',44,60228.010,0.286,4.59,0.646,4.10
'AS998976                            ','Natural','Unknown',49,42886.450,0.300,5.72,0.073,26.90
'AS750367                            ','Candidate','Periodic',76,79364.320,0.127,5.83,0.155,95.60
'AS603156                            ','Artificial','Periodic',85,9838.870,0.008,0.25,0.197,24.40
'AS829924                            ','Candidate','Random',29,69726.200,0.255,5.83,0.943,0.30
'AS287324                            ','Candidate','Structured',25,49046.230,0.594,1.29,0.353,35.80
'AS858185                            ','Unknown','Random',5,46745.800,0.765,0.70,0.005,93.90
'AS351612                            ','Unknown','Unknown',45,28819.590,0.239,3.10,0.298,84.20
'AS613327                            ','Unknown','Random',16,31247.700,0.071,6.81,0.968,63.50
'AS727293                            ','Natural','Random',79,73900.280,0.962,5.20,0.341,19.60
'AS563686                            ','Natural','Structured',56,60928.270,0.223,6.54,0.226,66.70
'AS707656                            ','Unknown','Unknown',12,20262.250,0.374,4.14,0.798,53.80
'AS604563                            ','Candidate','Random',86,80875.190,0.402,5.46,0.267,34.80
'AS206986                            ','Unknown','Periodic',34,76813.560,0.174,3.91,0.769,41.90
'AS967474                            ','Artificial','Structured',2,71810.460,0.293,7.78,0.376,4.20
'AS865019                            ','Unknown','Random',21,82556.690,0.116,6.99,0.954,9.60
'AS944965                            ','Artificial','Structured',7,6966.970,0.339,4.52,0.492,37.80
'AS476925                            ','Unknown','Structured',25,13928.660,0.303,4.08,0.699,56.00
'AS196978                            ','Unknown','Structured',22,67296.550,0.852,5.70,0.971,93.70
'AS784060                            ','Unknown','Random',4,65819.310,0.482,7.15,0.962,79.20
'AS421846                            ','Natural','Random',69,47861.500,0.381,4.11,0.244,59.60
'AS276655                            ','Natural','Random',73,48433.530,0.346,6.94,0.684,13.20
'AS948516                            ','Artificial','Unknown',33,65789.070,0.435,4.78,0.349,77.80
'AS579727                            ','Candidate','Periodic',98,18893.120,0.465,5.16,0.475,52.60
'AS633018                            ','Natural','Random',47,33770.590,0.325,4.24,0.077,61.90
'AS414398                            ','Artificial','Periodic',90,6681.550,0.210,2.07,0.051,89.90
'AS195817                            ','Unknown','Random',9,16666.520,0.212,6.35,0.885,7.20
'AS467089                            ','Candidate','Random',72,18698.700,0.322,0.92,0.378,17.40
'AS568306                            ','Artificial','Structured',7,23730.360,0.828,2.65,0.741,47.30
'AS109943                            ','Unknown','Unknown',13,50588.970,0.349,3.53,0.434,90.70
'AS420717                            ','Natural','Periodic',0,39264.050,0.866,7.46,0.171,48.80
'AS828825                            ','Artificial','Random',58,6312.170,0.053,1.85,0.656,81.40
'AS178942                            ','Unknown','Unknown',84,7471.680,0.828,0.35,0.982,52.30
'AS354213                            ','Candidate','Unknown',30,33178.770,0.813,0.14,0.197,7.60
'AS646501                            ','Unknown','Structured',66,37471.860,0.026,4.62,0.209,52.50
'AS491205                            ','Candidate','Structured',99,4698.710,0.975,1.90,0.723,85.90
'AS579540                            ','Natural','Random',73,78950.130,0.336,7.16,0.110,44.50
'AS844894                            ','Candidate','Structured',68,78639.020,0.018,5.62,0.580,82.60
'AS897293                            ','Natural','Structured',47,69428.660,0.185,7.96,0.426,56.50
'AS289692                            ','Artificial','Random',6,49276.670,0.750,3.28,0.529,23.70
'AS183970                            ','Natural','Structured',60,14262.790,0.750,4.70,0.433,63.00
'AS664489                            ','Unknown','Unknown',5,84576.240,0.909,1.17,0.558,66.50
'AS823000                            ','Unknown','Structured',38,62151.040,0.373,4.73,0.907,14.70
'AS944140                            ','Artificial','Unknown',74,47807.170,0.053,3.39,0.260,96.60
'AS598253                            ','Artificial','Unknown',46,68652.810,0.294,3.36,0.022,63.80
'AS314508                            ','Natural','Periodic',84,21362.110,0.483,0.29,0.012,3.20
'AS771521                            ','Unknown','Periodic',14,67919.380,0.784,3.40,0.772,59.60
'AS931657                            ','Natural','Structured',39,56426.150,0.246,1.08,0.318,95.00
'AS281516                            ','Natural','Structured',60,50111.250,0.619,4.23,0.150,59.60
'AS725425                            ','Natural','Periodic',91,41145.240,0.815,1.26,0.757,53.70
'AS877633                            ','Candidate','Periodic',71,74557.420,0.713,5.14,0.432,71.80
'AS492381                            ','Artificial','Periodic',59,5537.400,0.334,0.75,0.183,82.00
