'Observatory-Odonnellville                                   ','Cloudy','Good',0.280,'First Quarter',37.74,'Low','Active','16.296  ',12.70,9.600,20.50,990.8
'Observatory-Sharonfurt                                      ','Clear','Good',0.140,'New',130.86,'Moderate','Active','14.9344 ',25.20,26.600,2.10,1017.4
'Observatory-North Kimberly                                  ','Partially Cloudy','Good',0.580,'Last Quarter',143.02,'Low','Quiet','17.9693 ',6.60,78.800,27.90,1006.5
'Observatory-Guzmanborough                                   ','Cloudy','Excellent',0.310,'New',104.09,'Moderate','Quiet','3.8929  ',-3.80,34.500,2.00,987.0
'Observatory-Markborough                                     ','Clear','Excellent',0.120,'New',61.08,'Moderate','Quiet','17.6514 ',3.80,60.500,5.90,996.4
'Observatory-South Janetshire                                ','Partially Cloudy','Poor',0.600,'New',30.64,'Moderate','Active','21.472  ',-18.70,67.000,14.20,1028.1
'Observatory-Port Sydney                                     ','Partially Cloudy','Poor',0.450,'New',119.60,'Low','Quiet','3.0401  ',15.80,67.800,24.40,1024.1
'Observatory-Bradmouth                                       ','Cloudy','Good',0.480,'Last Quarter',151.18,'Low','Quiet','19.3682 ',4.70,10.800,11.20,1013.5
'Observatory-New Laura                                       ','Partially Cloudy','Excellent',0.520,'New',108.99,'Moderate','Quiet','15.7125 ',6.80,47.900,7.20,1003.3
'Observatory-West Kevinshire                                 ','Partially Cloudy','Excellent',0.610,'New',152.15,'Low','Storm','8.5029  ',15.60,37.300,12.30,1003.0
'Observatory-Evanfurt                                        ','Partially Cloudy','Good',0.060,'Last Quarter',5.71,'High','Quiet','4.78    ',20.00,69.800,3.70,1018.8
'Observatory-Mcgeeton                                        ','Clear','Excellent',0.890,'Last Quarter',120.80,'Moderate','Quiet','16.9118 ',-17.10,21.900,18.80,996.0
'Observatory-North Markland                                  ','Cloudy','Good',0.790,'New',86.23,'High','Quiet','20.4733 ',28.00,47.300,24.70,984.5
'Observatory-Lake Nathaniel                                  ','Clear','Poor',0.820,'First Quarter',130.34,'Low','Active','15.6326 ',39.10,43.300,11.10,1002.9
'Observatory-Robertburgh                                     ','Cloudy','Poor',0.100,'New',46.21,'High','Storm','13.0861 ',34.10,44.800,11.50,995.7
'Observatory-Washingtonton                                   ','Clear','Poor',0.670,'Last Quarter',80.06,'Moderate','Active','3.4047  ',-1.30,99.500,18.00,1013.5
'Observatory-West Richard                                    ','Partially Cloudy','Poor',0.220,'New',151.61,'High','Quiet','8.1323  ',13.30,15.400,23.60,990.9
'Observatory-Josephburgh                                     ','Partially Cloudy','Good',0.730,'First Quarter',31.79,'High','Storm','12.0281 ',6.00,94.700,11.20,1023.9
'Observatory-Derektown                                       ','Clear','Poor',0.590,'New',131.41,'Moderate','Storm','1.9871  ',28.20,68.700,11.30,988.8
'Observatory-Christianshire                                  ','Partially Cloudy','Good',0.850,'First Quarter',160.94,'Low','Quiet','23.076  ',27.70,92.900,15.30,1017.4
'Observatory-Vaughnfurt                                      ','Clear','Good',0.580,'New',96.12,'Moderate','Active','10.8697 ',26.20,42.900,21.10,1006.1
'Observatory-West Toddtown                                   ','Clear','Poor',0.170,'New',24.04,'High','Storm','23.6666 ',35.60,76.100,24.70,995.8
'Observatory-South Aprilberg                                 ','Clear','Poor',0.510,'First Quarter',90.78,'Moderate','Storm','3.8274  ',18.50,42.400,5.60,997.4
'Observatory-Raymondborough                                  ','Clear','Poor',0.670,'Full',171.83,'Moderate','Active','2.4023  ',-12.20,30.000,26.90,1003.7
'Observatory-Port Alyssa                                     ','Cloudy','Poor',0.090,'Last Quarter',4.54,'Low','Active','9.5132  ',6.50,54.300,9.50,1002.0
'Observatory-New Michael                                     ','Partially Cloudy','Good',0.430,'First Quarter',17.89,'High','Storm','9.6589  ',6.50,32.300,14.40,990.8
'Observatory-North Michael                                   ','Clear','Excellent',0.870,'New',107.95,'Low','Active','22.3858 ',2.10,2.200,17.30,996.6
'Observatory-Bennettview                                     ','Partially Cloudy','Poor',0.330,'Full',72.73,'Low','Quiet','22.7426 ',10.90,54.700,29.30,1012.1
'Observatory-Lake Charles                                    ','Cloudy','Excellent',0.780,'Full',123.18,'Low','Storm','23.2432 ',-14.60,12.600,18.10,981.2
'Observatory-Carrollville                                    ','Cloudy','Poor',0.360,'Full',85.12,'High','Quiet','14.9792 ',13.20,52.400,21.70,1029.3
'Observatory-West William                                    ','Clear','Excellent',0.670,'First Quarter',3.78,'High','Storm','19.8723 ',14.00,14.900,23.60,995.1
'Observatory-Lake Nathanstad                                 ','Clear','Poor',0.830,'Full',21.95,'Low','Storm','22.5732 ',36.40,16.400,29.40,1014.9
'Observatory-West Stanleymouth                               ','Cloudy','Excellent',0.830,'New',75.02,'High','Quiet','4.1583  ',2.40,19.100,28.10,1021.7
'Observatory-Finleychester                                   ','Clear','Excellent',0.050,'Full',105.20,'Low','Storm','9.5854  ',33.60,96.600,23.10,1022.9
'Observatory-Davisstad                                       ','Clear','Good',0.110,'Full',32.63,'High','Storm','12.6217 ',16.50,30.500,1.20,1010.0
'Observatory-Christinemouth                                  ','Clear','Good',0.310,'Last Quarter',141.88,'Moderate','Quiet','6.4176  ',21.70,78.500,7.70,1004.2
'Observatory-Angelaside                                      ','Cloudy','Poor',0.890,'New',178.02,'High','Storm','17.9829 ',25.50,49.300,2.20,1024.2
'Observatory-South Biancaberg                                ','Clear','Good',0.960,'New',63.99,'Moderate','Quiet','12.3879 ',12.50,12.900,5.70,987.0
'Observatory-West Susanhaven                                 ','Partially Cloudy','Poor',0.640,'New',166.48,'Low','Quiet','10.0912 ',25.50,91.800,4.40,999.8
'Observatory-Murphystad                                      ','Cloudy','Good',0.940,'First Quarter',65.41,'Moderate','Storm','9.3466  ',25.20,44.700,3.60,990.4
'Observatory-Walshport                                       ','Cloudy','Good',0.260,'Full',47.18,'Low','Quiet','12.9741 ',-5.40,81.200,17.90,1018.9
'Observatory-Turnerburgh                                     ','Cloudy','Good',0.330,'Full',175.02,'High','Active','23.1045 ',11.70,65.400,8.80,1002.9
'Observatory-South Lindachester                              ','Clear','Good',0.320,'First Quarter',131.19,'High','Storm','5.657   ',16.50,10.600,1.60,981.3
'Observatory-North Tammymouth                                ','Cloudy','Poor',0.090,'Full',3.51,'High','Active','11.095  ',30.10,41.400,24.60,1023.4
'Observatory-Hofurt                                          ','Clear','Good',0.160,'First Quarter',132.81,'High','Active','16.9724 ',-13.50,62.900,8.70,1017.7
'Observatory-New Yolanda                                     ','Clear','Poor',0.600,'Last Quarter',55.63,'Low','Active','13.3615 ',5.70,78.100,12.10,1010.9
'Observatory-North Thomasshire                               ','Cloudy','Poor',0.890,'First Quarter',115.69,'Low','Active','17.7497 ',33.70,63.700,24.00,1025.8
'Observatory-Stewartstad                                     ','Cloudy','Poor',0.140,'Last Quarter',56.74,'Moderate','Quiet','8.5293  ',31.40,64.000,5.20,1015.0
'Observatory-Natashaland                                     ','Partially Cloudy','Poor',0.080,'Last Quarter',108.27,'Moderate','Active','8.291   ',23.10,49.500,17.30,993.8
'Observatory-Charlesland                                     ','Partially Cloudy','Good',0.550,'New',88.49,'High','Quiet','19.5779 ',-8.30,46.200,20.00,1012.4
'Observatory-Alexandrafort                                   ','Partially Cloudy','Poor',0.470,'Last Quarter',92.78,'High','Quiet','2.876   ',30.30,2.400,12.10,987.8
'Observatory-West Katherine                                  ','Cloudy','Excellent',0.130,'Last Quarter',80.17,'Low','Quiet','21.9531 ',-6.70,43.200,4.50,994.1
'Observatory-North Suzanneside                               ','Clear','Good',0.330,'Full',142.42,'Low','Quiet','0.7808  ',12.10,22.600,21.60,983.8
'Observatory-Rachelborough                                   ','Clear','Poor',0.940,'Full',95.60,'High','Storm','4.3002  ',6.00,82.100,25.40,980.0
'Observatory-South Marychester                               ','Cloudy','Excellent',0.840,'Full',64.56,'Low','Storm','7.0897  ',18.50,90.300,5.70,997.8
'Observatory-Richardview                                     ','Cloudy','Excellent',0.950,'Full',164.61,'Moderate','Storm','12.7223 ',15.20,16.700,1.90,1019.5
'Observatory-Elizabethville                                  ','Partially Cloudy','Excellent',0.200,'Last Quarter',128.83,'High','Storm','14.4709 ',-5.90,36.600,24.10,1025.7
'Observatory-West Paula                                      ','Partially Cloudy','Poor',0.650,'First Quarter',129.09,'High','Quiet','10.2031 ',23.90,65.200,19.20,1001.4
'Observatory-East Anthonyton                                 ','Partially Cloudy','Poor',0.310,'Full',46.33,'High','Quiet','19.6352 ',-2.50,93.800,17.10,1004.0
'Observatory-West Thomas                                     ','Clear','Good',0.560,'Last Quarter',78.70,'High','Active','6.3045  ',-13.00,82.400,26.80,1020.1
'Observatory-West Jennifer                                   ','Partially Cloudy','Poor',0.310,'First Quarter',83.68,'Moderate','Active','5.6829  ',14.00,38.200,22.40,1010.9
'Observatory-New Robert                                      ','Clear','Poor',0.300,'Last Quarter',157.84,'High','Storm','15.009  ',6.60,15.600,12.40,1018.9
'Observatory-Lake Kenneth                                    ','Partially Cloudy','Good',0.140,'New',65.86,'High','Quiet','12.2451 ',-9.50,14.800,18.30,1025.4
'Observatory-South Annetteland                               ','Partially Cloudy','Good',0.830,'New',68.74,'Moderate','Active','2.8668  ',12.50,31.200,15.80,1017.2
'Observatory-Michaelton                                      ','Cloudy','Excellent',0.510,'Last Quarter',141.06,'Moderate','Storm','8.9131  ',-3.70,95.900,29.60,992.0
'Observatory-Andersonfort                                    ','Clear','Good',0.820,'First Quarter',152.27,'High','Quiet','9.1887  ',9.50,17.500,5.90,1019.2
'Observatory-Francischester                                  ','Partially Cloudy','Good',0.810,'New',32.07,'Low','Storm','12.5714 ',-12.70,11.100,13.80,996.9
'Observatory-West Jonathanside                               ','Cloudy','Poor',0.960,'New',43.21,'High','Quiet','12.0752 ',-6.10,88.300,12.40,1003.6
'Observatory-Wendymouth                                      ','Partially Cloudy','Excellent',0.250,'Last Quarter',40.81,'High','Quiet','1.667   ',-10.80,64.600,12.70,1020.2
'Observatory-New Taylorfurt                                  ','Partially Cloudy','Good',0.300,'Last Quarter',174.46,'Low','Active','12.8229 ',-6.30,8.900,8.50,996.2
'Observatory-Lake Wendyville                                 ','Clear','Poor',0.040,'First Quarter',38.67,'Low','Active','1.4022  ',13.10,58.200,22.70,982.3
'Observatory-Patriciahaven                                   ','Clear','Good',0.770,'Full',138.12,'High','Storm','4.3563  ',-12.20,3.300,25.70,1028.1
'Observatory-Andrewborough                                   ','Cloudy','Poor',0.890,'New',154.76,'Low','Quiet','19.6037 ',-2.60,88.800,20.60,1007.1
'Observatory-Onealburgh                                      ','Clear','Poor',0.430,'First Quarter',18.50,'Low','Quiet','0.9236  ',15.90,79.000,18.10,1028.5
'Observatory-Rodneyton                                       ','Cloudy','Poor',0.940,'Last Quarter',29.47,'Moderate','Quiet','9.066   ',-13.10,26.400,1.00,1010.2
'Observatory-Wernermouth                                     ','Partially Cloudy','Poor',0.440,'Last Quarter',123.90,'Low','Quiet','7.7999  ',36.80,78.100,13.60,998.1
'Observatory-Bassborough                                     ','Cloudy','Poor',0.250,'New',99.87,'Moderate','Quiet','4.4043  ',24.60,82.300,8.20,995.8
'Observatory-East Kevin                                      ','Cloudy','Poor',0.090,'First Quarter',29.22,'High','Active','21.2775 ',17.30,81.300,5.00,991.8
'Observatory-Anthonyberg                                     ','Partially Cloudy','Good',0.150,'First Quarter',129.55,'Moderate','Storm','10.9058 ',9.80,76.400,5.80,1023.3
'Observatory-South Michaelborough                            ','Clear','Poor',0.550,'New',129.91,'High','Active','13.3026 ',9.80,2.000,23.80,1007.0
'Observatory-Lake Jamie                                      ','Partially Cloudy','Good',0.730,'Last Quarter',52.09,'Moderate','Quiet','8.0549  ',-17.60,67.100,0.20,1013.8
'Observatory-Kennethtown                                     ','Cloudy','Poor',0.060,'First Quarter',28.70,'High','Storm','2.3657  ',29.00,88.000,3.50,996.1
'Observatory-New Lisa                                        ','Clear','Excellent',0.970,'New',80.06,'High','Quiet','21.2006 ',34.30,54.200,3.90,1020.9
'Observatory-East Robertmouth                                ','Cloudy','Good',0.980,'Full',126.35,'Moderate','Active','23.837  ',33.50,73.200,12.40,1025.2
'Observatory-Nathanshire                                     ','Clear','Excellent',0.530,'First Quarter',49.59,'High','Quiet','23.2881 ',-12.40,55.200,19.90,1001.9
'Observatory-Moralesburgh                                    ','Clear','Poor',0.100,'First Quarter',50.63,'Low','Quiet','0.2623  ',28.10,66.500,5.30,980.6
'Observatory-New Jenny                                       ','Partially Cloudy','Good',0.260,'Last Quarter',61.16,'Moderate','Active','10.2762 ',7.00,39.600,19.00,985.8
'Observatory-East Samantha                                   ','Clear','Poor',0.910,'Full',29.63,'Moderate','Quiet','5.0881  ',-9.50,15.200,20.20,999.3
'Observatory-New Keithshire                                  ','Clear','Poor',0.640,'Last Quarter',130.96,'High','Quiet','6.3572  ',31.90,0.800,27.00,1016.2
'Observatory-Port Amandabury                                 ','Cloudy','Good',0.340,'Full',57.29,'Low','Storm','17.0673 ',-14.60,91.700,10.20,1016.5
'Observatory-Mauricechester                                  ','Clear','Poor',0.040,'First Quarter',22.13,'Moderate','Quiet','14.4706 ',27.80,72.900,1.90,996.6
'Observatory-Paulchester                                     ','Cloudy','Good',0.770,'New',173.54,'Low','Quiet','14.6262 ',34.30,67.300,8.70,1001.5
'Observatory-Lake Jacob                                      ','Clear','Poor',0.960,'First Quarter',164.87,'Moderate','Quiet','0.9004  ',-5.20,92.600,9.60,981.2
'Observatory-Donaldview                                      ','Partially Cloudy','Poor',0.420,'First Quarter',67.62,'Moderate','Quiet','11.8718 ',37.50,62.400,13.10,1028.4
'Observatory-Randymouth                                      ','Partially Cloudy','Good',0.080,'First Quarter',95.46,'High','Storm','7.8875  ',23.20,4.300,0.30,1004.9
'Observatory-Justinfort                                      ','Cloudy','Poor',0.390,'Last Quarter',48.60,'Low','Quiet','9.0757  ',2.20,37.000,8.30,995.4
'Observatory-Port Emily                                      ','Partially Cloudy','Good',0.780,'Last Quarter',26.86,'High','Storm','23.1449 ',-7.40,76.800,23.50,1011.1
'Observatory-South Marie                                     ','Clear','Good',0.840,'Full',71.27,'High','Storm','14.2474 ',13.60,4.300,21.20,986.9
'Observatory-Ericaside                                       ','Clear','Good',0.280,'Last Quarter',93.43,'High','Storm','8.0895  ',-8.10,73.700,16.30,1023.5
'Observatory-Kimchester                                      ','Clear','Excellent',0.970,'First Quarter',107.30,'Low','Active','2.5373  ',31.70,26.800,22.90,989.6
'Observatory-Taylorshire                                     ','Partially Cloudy','Poor',0.510,'New',71.80,'High','Quiet','9.4311  ',26.40,18.000,21.00,983.6
'Observatory-Lake Rebecca                                    ','Clear','Good',0.800,'New',44.19,'High','Storm','18.4341 ',15.50,6.700,26.50,1020.6
'Observatory-Keithborough                                    ','Cloudy','Poor',0.020,'New',154.82,'Low','Storm','23.9455 ',-4.70,91.500,6.10,1022.7
'Observatory-Port Michaelton                                 ','Clear','Excellent',0.550,'Full',60.96,'Low','Active','19.0748 ',8.90,24.100,0.30,983.2
'Observatory-Leslieside                                      ','Partially Cloudy','Excellent',0.790,'Full',163.98,'Low','Active','12.1048 ',-11.20,92.900,17.50,1007.8
'Observatory-West Michael                                    ','Partially Cloudy','Excellent',0.780,'Full',55.45,'High','Active','5.8165  ',5.60,8.400,18.20,983.3
'Observatory-Douglastown                                     ','Cloudy','Excellent',0.250,'Last Quarter',115.71,'Low','Storm','10.1153 ',8.60,54.700,20.20,992.4
'Observatory-Baxterchester                                   ','Clear','Excellent',0.120,'Last Quarter',107.31,'High','Quiet','19.2918 ',-13.40,78.400,2.90,993.0
'Observatory-New Matthew                                     ','Cloudy','Good',0.990,'First Quarter',158.90,'Low','Active','21.9727 ',8.20,36.500,29.80,1022.0
'Observatory-South Melinda                                   ','Clear','Poor',0.900,'New',25.68,'Moderate','Storm','6.437   ',-12.90,81.000,28.20,1029.4
'Observatory-East Jessica                                    ','Cloudy','Good',0.880,'New',47.34,'High','Active','10.2149 ',23.10,11.100,28.70,1024.5
'Observatory-South Rachel                                    ','Clear','Excellent',0.120,'New',115.72,'High','Storm','2.5591  ',23.20,33.900,6.50,996.1
'Observatory-East Michael                                    ','Cloudy','Poor',0.660,'Last Quarter',73.23,'Low','Active','3.3774  ',24.70,30.500,14.20,1022.9
'Observatory-Michellechester                                 ','Cloudy','Excellent',0.390,'New',128.15,'Low','Storm','6.8143  ',8.30,79.600,26.90,1029.2
'Observatory-Kellyside                                       ','Clear','Excellent',0.510,'Last Quarter',102.31,'High','Active','10.4979 ',7.50,21.700,18.90,990.6
'Observatory-North April                                     ','Partially Cloudy','Poor',0.790,'Last Quarter',150.77,'Low','Storm','19.3208 ',-4.40,79.400,16.40,995.9
'Observatory-Port Patrick                                    ','Partially Cloudy','Good',0.880,'First Quarter',171.74,'High','Active','21.8908 ',14.40,74.000,10.60,1003.4
'Observatory-New Kurtstad                                    ','Partially Cloudy','Excellent',0.790,'First Quarter',67.38,'Moderate','Storm','13.7934 ',27.00,29.100,15.60,995.3
'Observatory-Smithview                                       ','Clear','Good',0.110,'Last Quarter',30.10,'High','Active','8.673   ',14.30,17.000,25.80,1002.3
'Observatory-Howardton                                       ','Partially Cloudy','Poor',0.140,'Full',51.96,'Low','Storm','13.5253 ',28.30,26.200,17.70,988.3
'Observatory-Scottfurt                                       ','Clear','Good',0.100,'First Quarter',99.64,'Low','Storm','16.3231 ',7.80,37.000,7.30,1005.3
'Observatory-Staceyview                                      ','Clear','Good',0.690,'First Quarter',143.19,'High','Storm','18.2426 ',27.60,8.800,18.70,1014.0
'Observatory-South Preston                                   ','Cloudy','Poor',0.760,'First Quarter',110.78,'High','Storm','15.8338 ',37.10,70.800,23.30,1011.5
'Observatory-Port Rachel                                     ','Clear','Good',0.620,'First Quarter',96.95,'Moderate','Quiet','21.8396 ',1.40,88.500,2.40,1005.3
'Observatory-North Jesseland                                 ','Cloudy','Good',0.520,'Full',81.70,'Low','Active','12.7888 ',16.40,31.600,17.10,1027.4
'Observatory-Lake William                                    ','Clear','Poor',0.440,'Full',81.90,'Moderate','Quiet','20.3618 ',-5.00,51.800,12.40,988.4
'Observatory-Browntown                                       ','Cloudy','Excellent',0.700,'Last Quarter',99.40,'Moderate','Quiet','8.0168  ',-4.30,39.500,0.10,1010.6
'Observatory-Kathleenburgh                                   ','Clear','Excellent',0.140,'First Quarter',113.17,'Low','Quiet','18.5498 ',29.20,55.800,11.50,1007.7
'Observatory-East Janetbury                                  ','Partially Cloudy','Excellent',0.940,'First Quarter',45.39,'Moderate','Quiet','3.7058  ',38.90,74.400,0.90,987.7
'Observatory-North Tinaville                                 ','Cloudy','Good',0.180,'First Quarter',76.89,'Moderate','Active','12.8942 ',-7.20,55.800,22.00,984.9
'Observatory-West Tylertown                                  ','Clear','Good',0.100,'Full',50.71,'Low','Storm','20.7938 ',24.90,17.800,13.00,1001.4
'Observatory-Christianstad                                   ','Partially Cloudy','Poor',0.460,'Last Quarter',142.12,'Low','Quiet','5.0521  ',7.50,98.500,14.10,986.2
'Observatory-East Aliciabury                                 ','Cloudy','Good',0.910,'First Quarter',26.55,'Moderate','Active','10.8799 ',23.70,38.800,21.70,985.2
'Observatory-South Karenborough                              ','Partially Cloudy','Good',0.340,'First Quarter',9.16,'Low','Active','0.3052  ',31.70,68.100,13.40,1018.2
'Observatory-East Christopher                                ','Partially Cloudy','Poor',0.980,'First Quarter',106.00,'Low','Quiet','18.97   ',19.60,96.400,5.90,1004.3
'Observatory-Joneston                                        ','Cloudy','Good',0.660,'New',24.10,'Low','Storm','21.4463 ',1.90,63.000,27.50,1029.5
'Observatory-East Samanthaland                               ','Partially Cloudy','Good',0.300,'Last Quarter',169.20,'Moderate','Active','1.3272  ',-19.10,29.900,5.50,1004.3
'Observatory-Davidtown                                       ','Partially Cloudy','Excellent',0.080,'First Quarter',129.88,'Low','Quiet','5.6482  ',-5.40,15.600,12.50,1019.7
'Observatory-New Christinefort                               ','Cloudy','Poor',0.850,'First Quarter',30.83,'High','Storm','17.0108 ',26.70,82.300,1.40,997.0
'Observatory-West Briannachester                             ','Clear','Excellent',0.920,'First Quarter',4.02,'High','Quiet','2.9794  ',27.30,4.500,6.90,1018.8
'Observatory-East Brett                                      ','Clear','Poor',0.140,'First Quarter',2.89,'Low','Storm','1.2534  ',3.00,5.400,25.60,1018.6
'Observatory-New Steve                                       ','Clear','Good',0.920,'First Quarter',32.57,'Moderate','Active','23.1631 ',-0.50,84.100,26.10,1022.6
'Observatory-Port Nathan                                     ','Cloudy','Poor',0.690,'Full',26.50,'High','Quiet','6.2416  ',10.00,13.200,28.10,1027.7
'Observatory-Allenport                                       ','Partially Cloudy','Excellent',0.460,'New',57.50,'Moderate','Storm','18.8103 ',-12.80,79.700,5.20,985.3
'Observatory-Kelleystad                                      ','Partially Cloudy','Good',0.590,'Last Quarter',140.89,'Low','Storm','10.6949 ',17.80,55.000,29.30,1009.0
'Observatory-Arthurmouth                                     ','Clear','Good',0.180,'New',92.06,'Moderate','Storm','20.6115 ',8.10,90.600,2.70,991.4
'Observatory-New Kaylastad                                   ','Clear','Excellent',0.210,'First Quarter',147.63,'High','Storm','11.7477 ',28.60,92.500,10.50,984.8
'Observatory-Raymondfurt                                     ','Partially Cloudy','Poor',0.170,'Full',96.48,'Low','Quiet','11.9925 ',-8.20,3.100,18.80,982.0
'Observatory-North Teresa                                    ','Clear','Poor',0.260,'First Quarter',174.40,'Moderate','Active','9.3105  ',-11.40,42.900,29.70,989.0
'Observatory-Mercadomouth                                    ','Partially Cloudy','Excellent',0.130,'Last Quarter',167.54,'Low','Quiet','18.447  ',-18.00,91.700,17.20,998.5
'Observatory-Port Nicholas                                   ','Partially Cloudy','Poor',0.030,'Full',75.94,'Low','Storm','18.6187 ',9.90,58.400,4.50,1007.8
