'AS161739                            ','2021-06-21 21:37:05.868816-07','T9958               ','Quantum Detector','Broadband',-106.27,85661.421,168.310,1454.402,3.220,-491.89,681.07,2.009,570.600,'AM',0.9020,51485.420,166.08,'Linear',46.4,-8.27,-159.11,'High','Contaminated','Severe'
'AS866218                            ','2024-05-27 20:19:03.868816-07','T3402               ','Optical Telescope','Continuous',-120.04,99056.588,234.410,2354.075,6.333,266.05,1995.82,9.238,695.170,'FM',0.2030,4213.114,45.57,'Linear',113.6,34.04,-167.7,'Low','Unknown','Moderate'
'AS846535                            ','2021-08-03 12:08:41.868816-07','T6860               ','Quantum Detector','Pulsed',-197.08,8313.800,841.320,82213.395,3.707,740.91,2287.44,8.839,418.600,'FM',0.9130,2108.215,156.35,'Elliptical',149.5,15.12,-116.42,'Medium','Unknown','Severe'
'AS607386                            ','2020-11-01 10:11:19.868816-08','T5537               ','Radio Telescope','Continuous',-92.10,27097.766,295.460,78497.862,-8.003,794.54,2089.95,2.109,596.230,'FM',0.1930,66529.659,113.38,'Circular',3.5,3.86,-140.79,'High','Unknown','Moderate'
'AS570936                            ','2022-04-10 03:44:50.868816-07','T8666               ','Optical Telescope','Modulated',-166.44,67270.916,788.950,1404.958,6.174,-134.16,3376.04,7.838,133.340,'AM',0.1420,24702.810,217.36,'Unknown',25.8,21.89,-92.5,'High','Clean','Moderate'
'AS854534                            ','2019-06-12 23:51:27.868816-07','T9786               ','Quantum Detector','Broadband',-56.92,78425.940,438.190,79174.091,-9.531,613.29,2872.67,8.552,962.900,'AM',0.1580,85992.306,204.14,'Circular',106.1,-7.65,-105.11,'Low','Clean','Moderate'
'AS787459                            ','2023-10-06 16:41:21.868816-07','T1259               ','Radio Telescope','Pulsed',-196.68,28771.408,46.870,73771.465,-3.135,-633.83,620.70,1.081,716.140,'AM',0.8730,3153.406,194.73,'Circular',83.7,13.64,-139.67,'High','Unknown','Severe'
'AS344041                            ','2021-03-02 06:13:07.868816-08','T1571               ','Radio Telescope','Pulsed',-126.56,24660.888,607.100,70952.919,3.780,106.66,3287.88,2.355,394.780,'PM',0.4340,57886.441,171.10,'Circular',80.4,19.77,-115.18,NULL,'Unknown','Minimal'
'AS666495                            ','2018-07-21 14:05:09.868816-07','T5107               ','Optical Telescope','Narrowband',-89.23,18156.775,885.880,21896.649,6.406,67.42,2799.59,0.593,712.230,'Unknown',0.3190,24847.329,203.55,'Circular',40.5,10.98,-106.18,'Medium','Clean','Moderate'
'AS343760                            ','2017-06-10 16:58:19.868816-07','T6000               ','Quantum Detector','Narrowband',-137.00,78770.195,456.730,60251.595,-4.186,695.06,1132.55,5.564,775.070,'QAM',0.3930,75486.603,172.51,'Linear',71.2,-8.70,-100.91,'High','Unknown','Severe'
'AS214018                            ','2016-07-27 02:22:04.868816-07','T6591               ','Optical Telescope','Pulsed',-191.68,24169.092,222.590,73533.811,-0.086,917.15,1631.20,8.279,604.460,'Unknown',0.9870,81114.470,347.87,'Unknown',70.3,0.86,-168.2,'High','Clean','Severe'
'AS700783                            ','2020-08-09 05:52:26.868816-07','T2160               ','Optical Telescope','Modulated',-102.80,65967.708,36.600,94801.497,-0.829,761.22,44.39,3.431,705.340,'FM',0.8510,15971.341,62.79,'Circular',136.7,13.38,-121.76,'Low','Contaminated','Minimal'
'AS406588                            ','2024-08-05 18:03:02.868816-07','T7467               ','Infrared Array','Modulated',-123.29,62983.296,594.980,85078.217,-3.336,-232.08,2723.58,5.485,985.650,'PM',0.7430,55141.097,250.88,'Unknown',174.3,35.55,-166.81,'Medium','Clean','Severe'
'AS510014                            ','2020-08-17 16:59:40.868816-07','T1903               ','Radio Telescope','Modulated',-121.52,47436.752,959.760,66504.560,1.405,890.45,1154.55,4.922,69.860,'PM',0.0680,12442.560,197.30,'Elliptical',144.7,-13.70,-99.46,'High','Contaminated','Minimal'
'AS697204                            ','2020-06-23 22:08:47.868816-07','T4347               ','Radio Telescope','Continuous',-137.85,54833.308,689.380,38970.209,-6.471,731.94,2639.78,9.440,22.600,'AM',0.4730,59713.080,42.17,'Elliptical',25.4,-13.62,-152.55,'Medium','Clean','Moderate'
'AS201832                            ','2022-02-21 21:52:50.868816-08','T2336               ','Quantum Detector','Continuous',-168.98,75481.918,909.210,57084.337,2.595,-624.79,1115.80,0.750,613.940,'PM',0.0900,96375.569,49.83,'Linear',152.9,-6.46,-138.08,'Low','Unknown','Minimal'
'AS312954                            ','2024-05-21 06:57:45.868816-07','T8905               ','Quantum Detector','Pulsed',-194.22,28247.350,893.580,38434.542,0.816,405.15,1278.40,7.086,275.700,'FM',0.5660,876.225,252.42,'Elliptical',33.1,21.26,-138.9,'Low','Clean','Moderate'
'AS575517                            ','2017-11-25 22:21:56.868816-08','T7167               ','Optical Telescope','Narrowband',-60.27,81767.284,456.440,65251.396,-2.505,789.5,2556.37,8.880,393.340,'FM',0.8280,94516.907,209.70,'Unknown',39.4,-19.78,-122.82,'Medium','Unknown','Severe'
'AS321986                            ','2023-12-08 17:59:03.868816-08','T7245               ','Infrared Array','Modulated',-191.53,88889.547,922.240,47865.213,-6.430,248.39,3033.55,5.698,446.360,'AM',0.2540,26374.510,183.09,'Linear',69.7,19.31,-163.1,'High','Contaminated','Severe'
'AS242750                            ','2019-03-12 04:42:02.868816-07','T4174               ','Optical Telescope','Pulsed',-139.74,90537.705,28.990,69752.333,3.376,-807.55,1738.94,7.897,252.860,'AM',0.9380,30587.385,301.35,'Circular',43.2,-10.92,-157.17,'Medium','Contaminated','Severe'
'AS374566                            ','2022-11-07 03:17:36.868816-08','T8471               ','Quantum Detector','Continuous',-108.84,79650.366,152.290,21737.176,0.201,637.7,993.85,2.460,30.370,'PM',0.9970,80039.031,229.21,'Circular',23.6,-19.15,-150.25,NULL,'Clean','Minimal'
'AS891348                            ','2024-11-12 14:15:36.868816-08','T1001               ','Radio Telescope','Narrowband',-137.74,28455.159,688.750,8504.029,1.729,-270.91,3101.65,2.415,848.820,'PM',0.8840,75533.204,226.25,'Unknown',44.3,-17.45,-130.57,'Medium','Unknown','Minimal'
'AS181428                            ','2021-07-07 03:48:14.868816-07','T6166               ','Optical Telescope','Continuous',-154.54,75574.619,358.760,59352.991,7.214,-734.25,3072.83,2.323,497.910,'PM',0.6640,99635.829,101.15,'Unknown',152.7,3.21,-119.3,'Medium','Contaminated','Severe'
'AS781163                            ','2020-12-10 10:28:22.868816-08','T9480               ','Quantum Detector','Broadband',-147.87,85897.105,201.910,39356.158,0.575,602.09,2151.39,4.390,787.220,'QAM',0.7280,86158.123,256.57,'Elliptical',3.9,-4.80,-141.51,'Medium','Contaminated','Moderate'
'AS980420                            ','2018-08-07 07:53:46.868816-07','T6454               ','Quantum Detector','Continuous',-194.54,30715.483,32.000,65283.221,1.805,-28.22,3416.55,1.313,460.770,'QAM',0.0210,31277.419,100.05,'Linear',7.0,14.90,-162.55,'Medium','Unknown','Moderate'
'AS563918                            ','2018-01-05 02:41:02.868816-08','T9479               ','Infrared Array','Narrowband',-100.17,76558.861,362.740,23068.604,-7.356,443.0,2039.10,8.259,626.960,'PM',0.4900,91961.250,152.97,'Elliptical',103.6,-18.75,-159.5,'High','Contaminated','Minimal'
'AS952058                            ','2016-06-07 07:14:48.868816-07','T9694               ','Infrared Array','Narrowband',-112.38,22786.139,229.200,8060.660,5.330,-361.09,757.11,1.553,950.720,'QAM',0.5230,41190.819,194.51,'Elliptical',90.8,-1.63,-105.23,'High','Clean','Minimal'
'AS361503                            ','2021-05-23 11:07:25.868816-07','T2175               ','Radio Telescope','Continuous',-128.62,14946.753,48.730,73896.201,0.488,-271.56,3102.24,3.431,853.150,'PM',0.2590,9665.286,314.09,'Unknown',52.2,34.00,-151.21,'High','Clean','Minimal'
'AS268297                            ','2016-01-04 21:20:27.868816-08','T6709               ','Quantum Detector','Continuous',-77.57,76620.659,941.620,53652.515,-8.052,-410.48,2747.57,5.590,942.280,'AM',0.5370,28145.050,158.44,'Circular',19.2,6.24,-109.51,'Medium','Clean','Severe'
'AS593950                            ','2018-03-01 08:08:19.868816-08','T4368               ','Optical Telescope','Pulsed',-111.47,21678.322,364.350,36373.460,-5.510,-628.88,2227.88,2.416,783.160,'PM',0.4690,8798.820,304.95,'Circular',96.9,-7.55,-169.89,'Medium','Contaminated','Moderate'
'AS652583                            ','2023-03-27 23:19:03.868816-07','T3145               ','Optical Telescope','Modulated',-91.12,91844.814,410.400,55195.184,5.307,-183.64,1873.80,2.680,720.740,'AM',0.3710,97707.796,219.10,'Unknown',36.3,34.84,-164.91,'High','Unknown','Severe'
'AS425343                            ','2019-08-18 11:44:03.868816-07','T8684               ','Quantum Detector','Broadband',-109.47,99900.635,581.300,12383.118,7.674,-237.83,2394.47,2.701,785.940,'FM',0.7840,74960.864,124.81,'Unknown',16.2,20.20,-103.52,NULL,'Contaminated','Minimal'
'AS953567                            ','2023-05-02 05:37:32.868816-07','T6153               ','Radio Telescope','Pulsed',-78.67,91291.647,67.100,30504.157,-6.003,-380.86,1826.96,3.856,420.150,'QAM',0.8540,51894.296,167.59,'Circular',4.6,20.26,-163.86,'High','Unknown','Moderate'
'AS156596                            ','2020-07-19 05:46:36.868816-07','T1077               ','Optical Telescope','Pulsed',-78.19,73942.679,163.080,42207.618,4.731,-261.59,1065.46,0.485,439.920,'AM',0.7240,61522.984,289.60,'Circular',0.1,11.41,-124.72,NULL,'Unknown','Minimal'
'AS971593                            ','2021-07-08 10:08:48.868816-07','T2390               ','Optical Telescope','Pulsed',-118.66,94123.475,862.940,65628.725,9.723,500.68,2529.69,8.767,145.310,'QAM',0.9040,46756.530,164.69,'Linear',49.9,39.72,-137.63,NULL,'Clean','Severe'
'AS428530                            ','2022-02-01 09:07:21.868816-08','T6188               ','Quantum Detector','Continuous',-133.70,61163.247,43.880,74152.538,6.096,-633.06,290.17,0.239,353.880,'Unknown',0.9540,87278.145,287.35,'Linear',105.2,25.80,-168.39,'Low','Unknown','Moderate'
'AS448862                            ','2022-05-02 01:23:01.868816-07','T9502               ','Radio Telescope','Pulsed',-155.78,13328.703,864.290,73328.392,9.175,982.63,483.57,8.446,800.650,'PM',0.9600,75092.502,224.67,'Linear',111.3,2.31,-129.72,'Medium','Unknown','Minimal'
'AS666626                            ','2023-03-14 07:38:58.868816-07','T5671               ','Radio Telescope','Broadband',-189.11,10029.048,494.800,66337.389,-1.729,-82.51,1131.68,5.571,784.190,'AM',0.9290,14155.131,225.23,'Elliptical',5.9,35.84,-159.87,NULL,'Clean','Minimal'
'AS347318                            ','2016-03-01 12:39:58.868816-08','T4019               ','Optical Telescope','Pulsed',-100.17,80650.285,345.920,92888.666,-8.632,161.92,2481.54,9.012,357.570,'QAM',0.3030,49308.583,303.31,'Linear',141.2,2.16,-165.06,'Medium','Unknown','Minimal'
'AS720545                            ','2016-06-23 06:21:20.868816-07','T1084               ','Quantum Detector','Modulated',-124.78,88766.631,185.080,75786.001,5.972,165.5,2991.35,3.565,553.080,'FM',0.1810,63004.295,289.17,'Elliptical',55.1,-6.44,-140.76,'High','Contaminated','Moderate'
'AS566113                            ','2019-05-11 08:21:29.868816-07','T8652               ','Radio Telescope','Narrowband',-181.21,6918.022,753.270,97379.516,-6.129,245.04,3350.61,4.460,908.480,'AM',0.2250,41412.177,302.36,'Circular',145.5,-17.42,-159.96,'Medium','Clean','Severe'
'AS512920                            ','2023-02-21 12:24:44.868816-08','T7666               ','Radio Telescope','Pulsed',-155.43,21934.835,366.580,42241.790,-4.642,612.84,1632.14,6.051,290.710,'FM',0.2270,41350.084,179.15,'Elliptical',59.8,17.06,-155.31,'Medium','Unknown','Minimal'
'AS706635                            ','2017-09-10 10:46:55.868816-07','T4907               ','Quantum Detector','Broadband',-194.77,69192.585,445.240,95599.008,2.259,-350.06,3046.29,6.739,321.170,'FM',0.9160,65368.222,19.74,'Linear',130.7,23.52,-168.41,'Low','Unknown','Severe'
'AS627262                            ','2020-11-28 09:34:11.868816-08','T7961               ','Infrared Array','Pulsed',-169.43,2932.558,510.050,86889.480,-6.957,-861.88,2721.60,5.462,22.470,'FM',0.8930,8648.516,275.11,'Linear',169.7,38.65,-105.41,'Medium','Unknown','Minimal'
'AS620985                            ','2020-06-07 16:37:50.868816-07','T2941               ','Quantum Detector','Modulated',-148.41,14847.923,264.530,79783.606,-7.973,-131.07,854.22,6.971,855.450,'FM',0.7400,77251.377,258.99,'Unknown',142.5,-8.02,-124.6,'Medium','Unknown','Moderate'
'AS538726                            ','2022-11-16 21:46:41.868816-08','T5678               ','Optical Telescope','Continuous',-99.65,7157.679,223.450,83607.443,1.846,538.89,1938.19,7.388,277.800,'AM',0.8570,99065.993,64.62,'Circular',178.3,19.34,-150.14,'Low','Clean','Moderate'
'AS644527                            ','2022-07-27 05:42:10.868816-07','T6435               ','Infrared Array','Pulsed',-161.16,31707.138,871.960,62601.669,-6.971,-629.03,1767.84,6.387,369.370,'PM',0.1090,39143.835,345.80,'Unknown',54.2,-6.10,-150.67,'Medium','Unknown','Moderate'
'AS485640                            ','2015-06-22 10:30:16.868816-07','T2967               ','Infrared Array','Broadband',-194.45,1179.725,173.290,78180.050,-3.169,132.83,1138.51,2.244,979.290,'AM',0.3990,72839.291,80.12,'Unknown',76.2,-5.51,-166.72,NULL,'Contaminated','Moderate'
'AS394221                            ','2020-08-30 00:50:11.868816-07','T8529               ','Optical Telescope','Narrowband',-97.19,42857.624,534.620,8504.975,-4.427,-463.19,226.03,6.937,911.000,'PM',0.6070,62099.124,182.91,'Linear',110.0,2.21,-96.77,NULL,'Unknown','Moderate'
'AS818297                            ','2021-09-09 04:12:55.868816-07','T6769               ','Infrared Array','Modulated',-190.76,64980.487,325.560,63771.392,-4.987,-465.78,2189.19,1.244,521.640,'QAM',0.8780,84394.759,114.38,'Circular',128.1,26.03,-143.49,'Medium','Clean','Moderate'
'AS497261                            ','2020-12-06 00:23:18.868816-08','T3489               ','Optical Telescope','Pulsed',-148.04,5756.524,593.820,56476.190,-2.008,-904.15,2916.38,5.948,439.780,'QAM',0.6520,62088.255,90.01,'Linear',49.2,39.85,-120.81,'Medium','Unknown','Moderate'
'AS707579                            ','2023-06-24 17:40:16.868816-07','T3571               ','Quantum Detector','Modulated',-144.41,66121.973,901.860,89068.724,-3.341,143.23,586.69,4.556,782.300,'QAM',0.5360,61400.454,147.41,'Linear',43.4,13.20,-168.96,'Low','Contaminated','Minimal'
'AS914768                            ','2018-06-20 01:44:51.868816-07','T2988               ','Quantum Detector','Modulated',-165.21,98221.222,296.040,82039.420,-0.764,315.18,399.91,4.931,773.150,'PM',0.3290,88575.536,23.79,'Circular',1.9,-10.96,-131.77,'High','Clean','Minimal'
'AS463299                            ','2023-07-05 21:11:46.868816-07','T7387               ','Radio Telescope','Broadband',-104.72,91373.431,221.450,35314.396,4.943,-225.53,3078.48,6.793,523.630,'FM',0.3340,45563.071,10.97,'Elliptical',151.8,12.39,-97.58,'Low','Clean','Minimal'
'AS541265                            ','2023-08-17 13:29:59.868816-07','T3667               ','Optical Telescope','Pulsed',-162.13,88272.112,228.690,71596.088,-2.711,-899.79,399.96,8.081,924.920,'FM',0.4910,8231.177,174.62,'Unknown',23.6,36.68,-168.97,'Medium','Clean','Moderate'
'AS702460                            ','2017-02-06 13:04:58.868816-08','T9136               ','Radio Telescope','Continuous',-91.08,7808.448,831.930,60739.149,-7.918,-673.67,2432.68,2.954,622.560,'Unknown',0.9960,14159.146,290.48,'Circular',87.0,-5.90,-142.72,'Medium','Unknown','Minimal'
'AS105071                            ','2023-07-02 17:04:42.868816-07','T5199               ','Optical Telescope','Pulsed',-116.00,83242.443,722.070,34062.400,8.850,-893.29,672.39,8.030,278.610,'Unknown',0.7000,44633.940,168.41,'Circular',5.2,29.38,-149.88,'Medium','Contaminated','Moderate'
'AS965020                            ','2022-02-03 09:28:00.868816-08','T3874               ','Optical Telescope','Broadband',-174.35,23598.177,818.840,62500.089,-6.842,248.86,1418.06,2.163,939.610,'Unknown',0.1810,83657.715,11.02,'Circular',78.4,3.84,-149.72,'Medium','Contaminated','Severe'
'AS252225                            ','2022-10-24 06:20:36.868816-07','T7288               ','Radio Telescope','Continuous',-117.08,5953.531,960.940,88174.695,7.291,28.6,775.18,5.626,173.180,'FM',0.6100,5514.838,242.28,'Linear',161.4,10.53,-132.83,'Low','Unknown','Minimal'
'AS477916                            ','2024-01-25 14:22:06.868816-08','T6432               ','Radio Telescope','Continuous',-185.98,16181.701,556.140,55953.505,0.169,-982.71,2736.27,5.533,371.680,'PM',0.2910,90495.486,321.01,'Linear',66.9,1.90,-113.22,'High','Unknown','Severe'
'AS737248                            ','2015-07-19 21:30:12.868816-07','T4189               ','Optical Telescope','Modulated',-179.91,73401.141,432.660,49910.742,-2.264,-542.41,346.10,6.868,650.920,'AM',0.0020,35184.176,302.63,'Unknown',48.3,28.47,-126.04,NULL,'Contaminated','Moderate'
'AS263354                            ','2021-07-23 22:41:31.868816-07','T6262               ','Optical Telescope','Pulsed',-122.66,35899.479,926.120,38420.848,4.049,-365.61,1797.02,0.936,889.360,'Unknown',0.6980,43139.042,230.73,'Circular',40.3,0.09,-122.28,'Medium','Unknown','Minimal'
'AS156261                            ','2024-08-08 19:08:23.868816-07','T8478               ','Quantum Detector','Pulsed',-80.59,81384.273,259.750,84723.507,1.422,-859.17,518.03,5.481,673.240,'AM',0.9840,60806.828,179.16,'Elliptical',46.6,-3.40,-114.46,NULL,'Clean','Severe'
'AS598803                            ','2017-02-08 05:37:19.868816-08','T5120               ','Optical Telescope','Pulsed',-151.10,96935.259,21.230,21594.016,-6.507,-316.06,540.06,2.736,853.060,'QAM',0.1380,18175.038,82.87,'Unknown',95.4,10.52,-99.1,'Medium','Unknown','Moderate'
'AS737653                            ','2016-01-04 18:17:02.868816-08','T4176               ','Quantum Detector','Modulated',-168.67,37014.527,263.110,99399.860,-3.743,920.39,374.66,8.218,62.300,'AM',0.9790,73712.790,39.66,'Circular',12.7,17.17,-124.21,'Medium','Contaminated','Severe'
'AS325673                            ','2020-03-31 14:14:24.868816-07','T5901               ','Radio Telescope','Pulsed',-130.00,84040.007,614.330,29178.644,-5.954,-205.85,2419.61,9.643,256.610,'PM',0.1510,53732.233,159.32,'Linear',26.2,14.18,-98.98,NULL,'Unknown','Severe'
'AS537065                            ','2017-08-20 14:58:27.868816-07','T6171               ','Radio Telescope','Continuous',-112.47,57569.584,284.360,29052.834,-2.060,-794.25,2538.60,2.208,929.850,'PM',0.3140,27277.506,59.25,'Circular',127.8,25.00,-95.28,NULL,'Clean','Severe'
'AS191135                            ','2023-11-01 00:07:16.868816-07','T9001               ','Infrared Array','Continuous',-141.47,26345.403,596.710,87451.034,-1.328,34.77,355.99,9.721,680.560,'FM',0.9450,44469.931,305.70,'Circular',27.1,28.32,-150.51,NULL,'Unknown','Minimal'
'AS778963                            ','2023-04-20 04:30:20.868816-07','T7169               ','Quantum Detector','Broadband',-61.03,21038.830,79.980,38743.837,-3.689,428.73,222.35,6.625,804.300,'PM',0.6330,73986.269,165.46,'Unknown',37.4,35.36,-98.19,NULL,'Contaminated','Minimal'
'AS197573                            ','2016-07-27 13:30:18.868816-07','T7020               ','Radio Telescope','Broadband',-152.12,7441.848,658.240,97268.726,-0.308,424.13,2508.74,0.527,119.250,'AM',0.9930,88083.240,297.81,'Linear',7.4,29.03,-155.35,'Medium','Unknown','Minimal'
'AS449926                            ','2023-11-05 05:30:23.868816-08','T2460               ','Quantum Detector','Modulated',-53.11,60751.095,985.830,63199.957,-5.939,-122.02,650.28,1.876,585.600,'Unknown',0.6100,64558.926,185.38,'Unknown',22.2,27.14,-147.21,'Medium','Unknown','Moderate'
'AS562374                            ','2019-06-09 19:27:33.868816-07','T7002               ','Optical Telescope','Pulsed',-54.37,44355.543,745.140,84697.234,0.981,898.03,2863.37,5.282,870.150,'AM',0.6900,19359.418,323.16,'Unknown',151.5,-15.13,-103.41,NULL,'Clean','Severe'
'AS917297                            ','2023-05-22 06:15:37.868816-07','T2414               ','Radio Telescope','Modulated',-98.45,2333.888,206.710,28291.883,-4.074,-159.57,2822.90,9.161,673.520,'Unknown',0.2820,77469.228,104.34,'Linear',63.9,23.80,-115.57,'Medium','Clean','Moderate'
'AS510859                            ','2021-02-10 12:57:48.868816-08','T9239               ','Radio Telescope','Broadband',-169.19,79940.557,853.090,5637.164,-9.882,159.62,335.47,7.045,254.050,'FM',0.1840,72016.893,18.90,'Linear',8.4,-4.50,-126.08,'Low','Unknown','Minimal'
'AS576630                            ','2022-07-06 17:31:56.868816-07','T6169               ','Optical Telescope','Modulated',-111.28,63563.371,741.790,48243.329,-0.775,-881.58,529.61,4.459,105.440,'QAM',0.2440,46283.728,172.96,'Unknown',155.9,35.65,-153.05,'Medium','Clean','Severe'
'AS810150                            ','2016-05-02 20:34:12.868816-07','T4554               ','Radio Telescope','Narrowband',-86.24,93631.260,466.170,3509.139,-3.189,-447.26,367.94,2.494,699.070,'PM',0.6060,10023.874,211.46,'Unknown',177.3,-14.61,-95.05,'High','Contaminated','Moderate'
'AS689919                            ','2018-01-04 02:12:49.868816-08','T5051               ','Quantum Detector','Narrowband',-110.54,80926.947,464.220,14384.248,5.613,-430.01,2014.99,1.956,87.920,'PM',0.2130,97413.334,72.91,'Elliptical',179.0,24.13,-96.39,'High','Unknown','Moderate'
'AS524156                            ','2020-10-04 02:28:34.868816-07','T1882               ','Infrared Array','Modulated',-165.34,46333.754,831.060,90671.782,-7.583,524.22,355.70,9.997,133.520,'FM',0.0930,6367.310,84.30,'Unknown',99.8,-12.95,-99.13,'Medium','Unknown','Severe'
'AS645424                            ','2022-12-25 05:51:18.868816-08','T7834               ','Radio Telescope','Continuous',-129.04,80381.545,312.920,25507.989,-6.367,-334.99,584.46,2.494,517.640,'Unknown',0.3020,68952.901,289.55,'Linear',49.3,14.64,-91.54,'Medium','Unknown','Severe'
'AS632950                            ','2021-03-10 09:19:53.868816-08','T2435               ','Optical Telescope','Narrowband',-140.79,87817.117,576.300,41613.620,3.311,-692.27,2918.28,6.796,224.040,'AM',0.5730,16862.779,341.10,'Linear',145.5,16.07,-135.68,NULL,'Clean','Minimal'
'AS848546                            ','2016-09-29 00:59:03.868816-07','T6932               ','Quantum Detector','Broadband',-93.22,51923.158,766.560,62454.189,-3.883,-453.68,3205.96,1.473,366.180,'QAM',0.6250,80085.131,357.32,'Unknown',131.4,30.92,-153.2,'Medium','Clean','Minimal'
'AS632441                            ','2015-09-26 00:15:31.868816-07','T1146               ','Radio Telescope','Broadband',-169.32,94330.334,325.210,50758.929,2.422,634.28,1088.98,9.185,156.140,'FM',0.7570,83004.074,228.41,'Unknown',149.4,-10.74,-167.88,NULL,'Contaminated','Severe'
'AS836751                            ','2016-02-05 06:29:08.868816-08','T2652               ','Quantum Detector','Modulated',-143.60,26170.807,959.950,21251.517,7.075,535.51,6.69,8.465,190.270,'FM',0.9000,35908.265,347.57,'Unknown',78.8,-2.44,-152.72,'High','Unknown','Severe'
'AS321936                            ','2019-12-13 18:51:30.868816-08','T7351               ','Quantum Detector','Modulated',-122.19,81382.559,558.540,75829.481,-1.643,-268.78,2631.35,9.069,450.930,'QAM',0.6870,37749.184,276.83,'Elliptical',17.9,23.37,-125.41,'Medium','Unknown','Minimal'
'AS970559                            ','2016-12-15 08:33:43.868816-08','T8980               ','Optical Telescope','Broadband',-165.48,57367.485,881.560,76176.843,4.447,-367.57,782.74,3.253,844.810,'Unknown',0.5070,16202.774,160.71,'Linear',51.1,-6.24,-117.4,NULL,'Clean','Severe'
'AS111866                            ','2020-09-10 04:27:23.868816-07','T2264               ','Infrared Array','Pulsed',-107.73,1449.263,840.080,58290.003,9.857,-202.42,3093.24,6.286,207.460,'QAM',0.3250,85965.074,226.70,'Linear',162.1,-18.86,-98.18,'Low','Unknown','Minimal'
'AS629140                            ','2015-05-17 11:40:07.868816-07','T9461               ','Radio Telescope','Narrowband',-75.67,10645.770,180.660,41562.557,2.640,-731.61,2351.94,0.329,316.790,'PM',0.7400,3990.761,212.62,'Unknown',118.0,12.11,-136.36,NULL,'Clean','Severe'
'AS121813                            ','2023-08-27 08:40:33.868816-07','T5500               ','Optical Telescope','Narrowband',-91.34,24912.688,218.880,90509.835,-2.115,46.79,2866.78,4.183,462.750,'Unknown',0.4480,80573.946,336.78,'Elliptical',165.8,0.80,-91.08,'High','Contaminated','Severe'
'AS735433                            ','2018-09-08 03:24:26.868816-07','T1748               ','Optical Telescope','Narrowband',-151.75,18011.218,681.300,10703.462,-5.568,686.59,1053.09,2.752,316.240,'PM',0.2060,57736.669,310.11,'Unknown',149.3,29.77,-111.37,'Low','Clean','Severe'
'AS999544                            ','2020-08-26 14:26:54.868816-07','T4750               ','Optical Telescope','Modulated',-82.86,66821.706,351.540,31756.867,-1.418,696.95,2183.66,2.727,638.890,'QAM',0.3170,71504.851,28.75,'Linear',9.9,1.43,-111.29,NULL,'Unknown','Moderate'
