'AS537065                            ','00:00:00','2015-12-19',1.02
'AS191135                            ','00:00:00','2017-04-29',7.03
'AS778963                            ','00:00:00','2019-05-19',20.50
'AS197573                            ','00:00:00','2016-11-10',20.80
'AS449926                            ','00:00:00','2020-01-20',17.40
'AS562374                            ','00:00:00','2021-08-04',3.73
'AS917297                            ','00:00:00','2018-08-01',5.09
'AS510859                            ','00:00:00','2020-08-28',16.35
'AS576630                            ','00:00:00','2024-08-18',16.22
'AS810150                            ','00:00:00','2023-05-18',3.44
'AS689919                            ','00:00:00','2021-06-01',2.36
'AS524156                            ','00:00:00','2024-02-25',7.53
'AS645424                            ','00:00:00','2017-09-16',7.73
'AS632950                            ','00:00:00','2016-12-22',15.37
'AS848546                            ','00:00:00','2016-03-10',11.01
'AS632441                            ','00:00:00','2016-05-10',8.59
'AS836751                            ','00:00:00','2021-08-07',19.82
'AS321936                            ','00:00:00','2020-09-03',2.62
'AS970559                            ','00:00:00','2020-05-29',4.91
'AS111866                            ','00:00:00','2016-03-31',15.32
'AS629140                            ','00:00:00','2023-03-19',14.81
'AS121813                            ','00:00:00','2024-07-26',18.58
'AS735433                            ','00:00:00','2019-02-14',13.42
'AS999544                            ','00:00:00','2016-09-01',19.12
'AS375965                            ','00:00:00','2015-11-05',3.99
'AS339131                            ','00:00:00','2021-04-06',19.92
'AS709763                            ','00:00:00','2025-01-24',19.78
'AS463824                            ','00:00:00','2016-11-25',17.04
'AS533741                            ','00:00:00','2020-08-09',21.95
'AS587378                            ','00:00:00','2017-02-21',7.37
'AS658911                            ','00:00:00','2016-10-06',0.66
'AS841320                            ','00:00:00','2019-10-11',18.96
'AS189877                            ','00:00:00','2015-11-07',13.33
'AS735368                            ','00:00:00','2016-08-27',2.50
'AS269255                            ','00:00:00','2015-03-18',12.34
'AS222551                            ','00:00:00','2022-10-15',8.56
'AS188217                            ','00:00:00','2015-05-12',23.61
'AS453811                            ','00:00:00','2018-06-27',17.15
'AS710285                            ','00:00:00','2015-06-16',19.36
'AS664916                            ','00:00:00','2015-10-15',7.42
'AS943643                            ','00:00:00','2015-09-02',11.35
'AS217228                            ','00:00:00','2020-02-29',23.68
'AS750773                            ','00:00:00','2023-06-14',0.82
'AS433735                            ','00:00:00','2017-01-17',18.25
'AS859667                            ','00:00:00','2023-10-09',8.26
'AS212100                            ','00:00:00','2015-08-24',7.17
'AS976636                            ','00:00:00','2024-05-07',5.69
'AS730114                            ','00:00:00','2019-11-21',6.17
'AS153945                            ','00:00:00','2024-09-01',7.29
'AS877632                            ','00:00:00','2015-07-05',12.55
'AS844825                            ','00:00:00','2019-12-15',16.14
'AS962011                            ','00:00:00','2021-03-23',9.90
'AS704689                            ','00:00:00','2016-09-23',2.45
'AS965454                            ','00:00:00','2021-10-12',18.71
'AS471134                            ','00:00:00','2023-07-20',12.98
'AS151090                            ','00:00:00','2017-06-12',10.16
'AS868739                            ','00:00:00','2024-12-04',11.19
'AS941441                            ','00:00:00','2018-05-20',19.64
'AS781356                            ','00:00:00','2022-10-01',1.87
'AS335660                            ','00:00:00','2024-08-09',1.83
'AS513973                            ','00:00:00','2018-09-10',13.97
'AS493797                            ','00:00:00','2020-01-18',9.49
'AS474437                            ','00:00:00','2017-07-05',14.36
'AS260997                            ','00:00:00','2019-12-30',20.04
'AS797263                            ','00:00:00','2022-07-28',10.86
'AS851651                            ','00:00:00','2023-02-18',19.80
'AS711963                            ','00:00:00','2016-12-21',6.47
'AS367558                            ','00:00:00','2021-11-29',13.66
'AS221061                            ','00:00:00','2020-02-16',4.98
'AS195508                            ','00:00:00','2020-07-29',10.90
'AS532764                            ','00:00:00','2018-07-06',5.15
'AS814217                            ','00:00:00','2024-03-07',22.63
'AS489501                            ','00:00:00','2020-05-04',21.29
'AS310829                            ','00:00:00','2022-04-02',4.24
'AS596586                            ','00:00:00','2020-05-08',16.95
'AS445782                            ','00:00:00','2016-08-17',4.90
'AS509638                            ','00:00:00','2016-08-28',23.65
'AS650033                            ','00:00:00','2021-07-07',10.94
'AS549725                            ','00:00:00','2021-04-09',18.78
'AS635537                            ','00:00:00','2018-12-21',10.79
'AS245295                            ','00:00:00','2016-11-13',2.94
'AS129076                            ','00:00:00','2022-09-18',22.80
'AS372966                            ','00:00:00','2017-01-01',12.78
'AS835170                            ','00:00:00','2024-07-05',3.45
'AS786300                            ','00:00:00','2016-12-16',7.39
'AS455495                            ','00:00:00','2018-12-18',5.61
'AS807490                            ','00:00:00','2021-10-08',16.77
'AS986382                            ','00:00:00','2016-01-17',0.77
'AS583979                            ','00:00:00','2022-05-28',6.31
'AS783526                            ','00:00:00','2017-08-05',6.61
'AS329795                            ','00:00:00','2017-03-14',4.95
'AS822467                            ','00:00:00','2022-03-08',0.37
'AS864648                            ','00:00:00','2024-08-21',21.95
'AS467565                            ','00:00:00','2019-01-21',17.81
'AS768992                            ','00:00:00','2021-04-20',12.80
'AS456634                            ','00:00:00','2019-01-14',0.36
'AS752762                            ','00:00:00','2021-05-16',7.13
'AS728048                            ','00:00:00','2021-01-17',17.77
'AS225339                            ','00:00:00','2020-07-05',5.63
'AS331582                            ','00:00:00','2018-05-20',3.72
'AS333543                            ','00:00:00','2015-03-16',3.56
'AS296654                            ','00:00:00','2020-01-31',11.92
'AS387936                            ','00:00:00','2017-01-12',16.89
'AS332554                            ','00:00:00','2018-07-04',15.16
'AS142850                            ','00:00:00','2024-07-26',1.00
'AS468162                            ','00:00:00','2020-06-23',0.61
'AS549314                            ','00:00:00','2018-01-23',4.74
'AS365308                            ','00:00:00','2015-04-17',7.73
'AS522188                            ','00:00:00','2023-10-02',6.41
'AS306920                            ','00:00:00','2018-09-20',22.72
'AS726379                            ','00:00:00','2015-08-21',7.96
'AS969379                            ','00:00:00','2019-07-06',15.91
'AS628147                            ','00:00:00','2017-05-13',7.79
'AS973504                            ','00:00:00','2023-08-07',10.32
'AS698596                            ','00:00:00','2019-01-07',7.20
'AS823515                            ','00:00:00','2023-05-14',3.65
'AS362267                            ','00:00:00','2021-02-03',4.80
'AS651288                            ','00:00:00','2015-03-16',21.83
'AS732752                            ','00:00:00','2017-10-05',20.19
'AS342806                            ','00:00:00','2020-03-26',18.16
'AS644319                            ','00:00:00','2017-08-12',14.14
'AS979165                            ','00:00:00','2021-07-02',9.33
'AS371495                            ','00:00:00','2021-05-19',16.14
'AS992341                            ','00:00:00','2018-12-08',14.73
'AS728787                            ','00:00:00','2020-04-11',1.88
'AS944380                            ','00:00:00','2015-04-11',12.13
'AS410163                            ','00:00:00','2016-09-28',23.90
'AS835802                            ','00:00:00','2025-01-16',12.41
'AS607267                            ','00:00:00','2022-05-25',8.80
'AS463297                            ','00:00:00','2020-09-19',4.07
'AS423076                            ','00:00:00','2022-09-30',19.32
'AS539368                            ','00:00:00','2017-10-05',10.80
'AS588888                            ','00:00:00','2017-11-06',14.16
'AS599763                            ','00:00:00','2018-10-18',19.65
'AS201985                            ','00:00:00','2017-09-05',1.06
'AS528065                            ','00:00:00','2021-05-04',9.64
'AS219879                            ','00:00:00','2017-12-23',11.07
'AS267429                            ','00:00:00','2021-07-30',19.04
'AS920436                            ','00:00:00','2021-05-08',13.37
'AS538899                            ','00:00:00','2023-07-05',15.51
'AS634066                            ','00:00:00','2019-08-16',1.36
'AS291075                            ','00:00:00','2018-03-03',10.23
'AS761607                            ','00:00:00','2015-04-14',2.45
'AS381948                            ','00:00:00','2015-05-31',5.44
'AS809027                            ','00:00:00','2024-08-28',3.89
'AS363585                            ','00:00:00','2020-11-11',8.76
'AS522696                            ','00:00:00','2023-10-07',1.94
'AS727687                            ','00:00:00','2019-02-06',15.89
'AS415237                            ','00:00:00','2018-08-27',16.72
'AS970799                            ','00:00:00','2022-08-14',12.76
'AS104801                            ','00:00:00','2023-02-25',6.47
'AS403762                            ','00:00:00','2018-08-05',1.33
'AS195279                            ','00:00:00','2023-10-04',5.82
'AS437426                            ','00:00:00','2016-07-30',3.66
'AS992066                            ','00:00:00','2017-03-20',7.31
'AS962573                            ','00:00:00','2021-11-28',23.26
'AS283202                            ','00:00:00','2022-05-07',22.65
'AS439705                            ','00:00:00','2017-05-10',2.48
'AS609806                            ','00:00:00','2018-11-14',6.06
'AS213926                            ','00:00:00','2023-12-13',1.41
'AS661611                            ','00:00:00','2021-05-31',14.51
'AS177908                            ','00:00:00','2016-06-09',0.63
'AS248943                            ','00:00:00','2022-07-16',23.58
'AS558515                            ','00:00:00','2024-05-25',20.76
'AS221604                            ','00:00:00','2016-11-13',13.33
'AS737783                            ','00:00:00','2019-07-03',2.89
'AS626923                            ','00:00:00','2021-08-03',21.29
'AS482515                            ','00:00:00','2023-03-07',20.06
'AS334972                            ','00:00:00','2017-07-18',17.66
'AS916637                            ','00:00:00','2019-08-13',22.51
'AS277574                            ','00:00:00','2022-10-06',17.19
'AS112781                            ','00:00:00','2015-04-21',22.75
'AS864169                            ','00:00:00','2017-02-08',13.69
'AS555087                            ','00:00:00','2020-04-18',0.02
'AS493237                            ','00:00:00','2019-10-05',22.40
'AS422427                            ','00:00:00','2024-04-19',22.48
'AS632255                            ','00:00:00','2016-12-12',5.51
'AS502414                            ','00:00:00','2021-03-25',6.43
'AS552023                            ','00:00:00','2016-01-11',15.84
'AS405225                            ','00:00:00','2020-02-29',1.33
'AS627808                            ','00:00:00','2024-10-19',19.81
'AS175545                            ','00:00:00','2017-08-31',18.14
'AS332274                            ','00:00:00','2018-10-04',5.76
'AS388427                            ','00:00:00','2024-12-23',0.30
'AS527922                            ','00:00:00','2015-09-03',1.80
'AS960725                            ','00:00:00','2018-09-10',1.60
'AS380471                            ','00:00:00','2017-03-19',4.64
'AS485294                            ','00:00:00','2019-12-05',9.53
'AS472446                            ','00:00:00','2018-10-14',21.04
'AS805539                            ','00:00:00','2019-09-19',13.35
'AS991804                            ','00:00:00','2022-01-03',16.34
'AS107292                            ','00:00:00','2015-02-28',5.15
'AS942492                            ','00:00:00','2022-03-02',11.67
'AS329753                            ','00:00:00','2021-03-10',14.14
'AS983029                            ','00:00:00','2021-11-30',23.70
'AS122291                            ','00:00:00','2019-12-07',18.77
'AS823359                            ','00:00:00','2022-04-18',15.41
'AS485267                            ','00:00:00','2022-07-15',4.73
'AS781442                            ','00:00:00','2024-10-08',0.09
'AS594019                            ','00:00:00','2021-10-24',20.62
'AS597370                            ','00:00:00','2021-02-15',13.37
'AS213706                            ','00:00:00','2021-08-27',22.49
'AS493069                            ','00:00:00','2020-05-14',14.65
'AS633557                            ','00:00:00','2020-02-06',0.47
'AS421080                            ','00:00:00','2024-09-16',14.69
'AS963347                            ','00:00:00','2022-01-08',23.05
'AS737727                            ','00:00:00','2024-06-18',5.41
'AS120451                            ','00:00:00','2017-09-15',8.17
'AS142704                            ','00:00:00','2019-01-26',6.57
'AS772450                            ','00:00:00','2020-07-09',19.29
'AS315100                            ','00:00:00','2015-09-25',22.73
'AS801094                            ','00:00:00','2023-11-18',2.32
'AS177071                            ','00:00:00','2024-03-30',4.22
'AS485251                            ','00:00:00','2024-05-08',17.55
'AS998976                            ','00:00:00','2016-05-15',13.10
'AS750367                            ','00:00:00','2016-10-21',19.71
'AS603156                            ','00:00:00','2020-01-22',18.78
'AS829924                            ','00:00:00','2022-10-25',5.16
'AS287324                            ','00:00:00','2016-11-27',21.21
'AS858185                            ','00:00:00','2016-07-30',22.95
'AS351612                            ','00:00:00','2023-03-22',3.04
'AS613327                            ','00:00:00','2018-10-02',22.17
'AS727293                            ','00:00:00','2017-03-26',13.05
'AS563686                            ','00:00:00','2022-11-12',3.56
'AS707656                            ','00:00:00','2018-05-18',17.37
'AS604563                            ','00:00:00','2016-03-31',23.14
'AS206986                            ','00:00:00','2017-03-25',5.85
'AS967474                            ','00:00:00','2024-07-31',9.90
'AS865019                            ','00:00:00','2022-03-21',15.80
'AS944965                            ','00:00:00','2018-11-29',21.26
'AS476925                            ','00:00:00','2024-12-15',6.92
'AS196978                            ','00:00:00','2018-07-04',6.21
'AS784060                            ','00:00:00','2023-12-10',18.21
'AS421846                            ','00:00:00','2024-10-22',6.00
'AS276655                            ','00:00:00','2015-10-08',22.22
'AS948516                            ','00:00:00','2024-11-05',10.45
'AS579727                            ','00:00:00','2016-07-31',17.72
'AS633018                            ','00:00:00','2024-04-06',15.33
'AS414398                            ','00:00:00','2016-04-10',0.86
'AS195817                            ','00:00:00','2016-02-02',21.52
'AS467089                            ','00:00:00','2025-01-25',19.01
'AS568306                            ','00:00:00','2022-01-26',1.43
'AS109943                            ','00:00:00','2015-04-06',4.36
'AS420717                            ','00:00:00','2023-02-25',6.16
'AS828825                            ','00:00:00','2023-02-01',21.18
'AS178942                            ','00:00:00','2016-03-10',3.97
'AS354213                            ','00:00:00','2016-03-20',5.46
'AS646501                            ','00:00:00','2022-01-15',19.77
'AS491205                            ','00:00:00','2020-07-25',2.65
'AS579540                            ','00:00:00','2019-12-13',21.73
'AS844894                            ','00:00:00','2019-03-11',9.58
'AS897293                            ','00:00:00','2018-02-20',10.42
'AS289692                            ','00:00:00','2015-10-08',11.70
'AS183970                            ','00:00:00','2020-06-29',17.32
'AS664489                            ','00:00:00','2018-07-08',21.52
'AS823000                            ','00:00:00','2023-02-22',22.71
'AS944140                            ','00:00:00','2020-11-14',16.89
'AS598253                            ','00:00:00','2020-10-30',14.00
'AS314508                            ','00:00:00','2024-01-24',22.29
'AS771521                            ','00:00:00','2019-10-30',2.41
'AS931657                            ','00:00:00','2018-07-10',20.59
'AS281516                            ','00:00:00','2018-04-26',3.49
'AS725425                            ','00:00:00','2023-07-22',9.52
'AS877633                            ','00:00:00','2019-11-15',20.75
'AS492381                            ','00:00:00','2015-09-30',18.69
'AS677015                            ','00:00:00','2020-06-24',13.67
'AS917146                            ','00:00:00','2019-11-05',20.55
'AS581457                            ','00:00:00','2019-06-29',9.30
'AS786449                            ','00:00:00','2024-06-08',1.94
'AS819895                            ','00:00:00','2024-12-20',10.16
'AS866338                            ','00:00:00','2019-08-18',21.53
'AS798018                            ','00:00:00','2017-06-26',9.78
'AS494781                            ','00:00:00','2021-12-09',22.46
'AS718260                            ','00:00:00','2023-07-10',3.02
'AS791281                            ','00:00:00','2022-09-04',20.42
'AS757104                            ','00:00:00','2018-03-14',4.06
'AS280586                            ','00:00:00','2018-09-11',21.88
'AS877796                            ','00:00:00','2023-07-20',7.90
'AS879054                            ','00:00:00','2015-04-30',9.12
'AS711331                            ','00:00:00','2022-06-27',1.34
'AS930407                            ','00:00:00','2019-02-14',7.54
'AS757990                            ','00:00:00','2016-09-27',7.27
'AS180056                            ','00:00:00','2024-10-18',20.38
'AS509619                            ','00:00:00','2015-08-10',18.77
'AS773038                            ','00:00:00','2019-01-31',18.20
'AS317201                            ','00:00:00','2020-08-16',10.21
'AS625481                            ','00:00:00','2020-06-03',11.04
'AS748882                            ','00:00:00','2024-08-01',19.22
'AS474617                            ','00:00:00','2016-01-16',12.89
'AS916366                            ','00:00:00','2022-12-21',9.63
'AS799087                            ','00:00:00','2015-07-30',3.89
'AS658204                            ','00:00:00','2020-07-08',14.91
'AS388824                            ','00:00:00','2024-01-15',15.61
'AS538952                            ','00:00:00','2019-04-08',17.56
'AS490194                            ','00:00:00','2024-06-06',21.34
'AS851013                            ','00:00:00','2024-08-27',5.43
'AS149122                            ','00:00:00','2021-06-23',23.67
'AS482801                            ','00:00:00','2019-12-11',17.35
'AS107907                            ','00:00:00','2025-01-21',11.40
'AS515104                            ','00:00:00','2017-10-27',7.99
'AS949745                            ','00:00:00','2017-11-19',14.74
'AS458927                            ','00:00:00','2019-07-01',11.65
'AS519518                            ','00:00:00','2020-04-03',23.22
'AS291049                            ','00:00:00','2015-09-15',9.65
'AS435198                            ','00:00:00','2016-06-13',22.35
'AS554430                            ','00:00:00','2019-09-16',14.64
'AS958811                            ','00:00:00','2017-12-12',20.16
'AS249683                            ','00:00:00','2020-07-05',4.28
'AS609890                            ','00:00:00','2023-08-19',14.16
'AS943319                            ','00:00:00','2024-06-16',15.08
'AS418390                            ','00:00:00','2019-03-23',9.10
'AS829199                            ','00:00:00','2018-08-22',1.27
'AS314325                            ','00:00:00','2024-04-14',6.16
'AS342053                            ','00:00:00','2016-07-18',2.83
'AS257418                            ','00:00:00','2019-12-18',6.37
'AS812598                            ','00:00:00','2017-07-02',16.03
'AS716128                            ','00:00:00','2020-12-30',18.92
'AS151372                            ','00:00:00','2015-07-11',22.90
'AS691793                            ','00:00:00','2016-09-13',21.95
'AS975548                            ','00:00:00','2018-12-25',23.64
'AS886234                            ','00:00:00','2020-12-23',19.62
'AS253389                            ','00:00:00','2019-11-23',6.28
'AS721250                            ','00:00:00','2019-01-23',23.13
'AS136833                            ','00:00:00','2017-04-10',15.28
'AS515416                            ','00:00:00','2016-03-09',6.30
'AS781400                            ','00:00:00','2019-12-22',21.11
'AS323646                            ','00:00:00','2021-09-02',13.70
'AS433934                            ','00:00:00','2024-06-07',3.49
'AS953219                            ','00:00:00','2015-11-22',9.81
'AS190304                            ','00:00:00','2022-03-31',8.44
'AS870648                            ','00:00:00','2024-09-14',5.66
'AS613390                            ','00:00:00','2018-04-18',17.63
'AS364483                            ','00:00:00','2019-06-19',18.72
'AS497787                            ','00:00:00','2018-03-02',19.31
'AS396267                            ','00:00:00','2022-01-04',10.49
'AS600665                            ','00:00:00','2022-10-05',11.95
'AS967804                            ','00:00:00','2020-07-05',18.45
'AS397175                            ','00:00:00','2018-11-21',17.68
'AS971458                            ','00:00:00','2016-07-13',22.26
'AS213677                            ','00:00:00','2016-06-07',1.06
'AS506752                            ','00:00:00','2020-09-05',16.16
'AS399730                            ','00:00:00','2017-06-28',4.81
'AS720512                            ','00:00:00','2018-08-24',18.65
'AS179011                            ','00:00:00','2020-06-23',14.03
'AS101100                            ','00:00:00','2019-08-02',21.32
'AS679706                            ','00:00:00','2015-07-12',23.27
'AS350064                            ','00:00:00','2019-09-08',11.84
'AS175408                            ','00:00:00','2022-09-15',20.34
'AS336075                            ','00:00:00','2024-02-19',8.11
'AS461651                            ','00:00:00','2020-12-14',3.23
'AS220545                            ','00:00:00','2016-09-17',11.07
'AS465405                            ','00:00:00','2017-11-12',15.57
'AS184646                            ','00:00:00','2016-12-02',23.34
'AS316714                            ','00:00:00','2024-09-26',5.66
'AS439932                            ','00:00:00','2022-03-14',3.46
'AS654407                            ','00:00:00','2015-04-06',22.29
'AS839314                            ','00:00:00','2016-02-21',22.09
'AS250541                            ','00:00:00','2022-09-07',4.50
'AS662338                            ','00:00:00','2020-04-25',23.01
'AS466402                            ','00:00:00','2024-07-05',6.95
'AS271740                            ','00:00:00','2016-07-02',15.92
'AS826187                            ','00:00:00','2018-06-08',23.14
'AS748943                            ','00:00:00','2020-09-08',11.88
'AS558969                            ','00:00:00','2022-05-08',4.69
'AS178830                            ','00:00:00','2018-05-13',7.34
'AS692765                            ','00:00:00','2020-06-10',5.62
'AS594579                            ','00:00:00','2021-02-11',1.64
'AS914485                            ','00:00:00','2024-01-05',6.47
'AS244115                            ','00:00:00','2018-03-14',18.89
'AS868645                            ','00:00:00','2015-04-30',14.14
'AS932441                            ','00:00:00','2016-12-24',13.35
'AS383088                            ','00:00:00','2016-08-31',21.65
'AS397610                            ','00:00:00','2015-03-23',5.43
'AS363428                            ','00:00:00','2024-07-05',13.27
'AS965348                            ','00:00:00','2021-07-10',10.41
'AS797921                            ','00:00:00','2015-06-22',14.53
'AS856306                            ','00:00:00','2018-01-15',1.25
'AS867470                            ','00:00:00','2022-03-04',5.50
'AS358449                            ','00:00:00','2019-06-26',23.53
'AS547114                            ','00:00:00','2018-11-28',17.22
'AS739184                            ','00:00:00','2021-02-03',11.64
'AS556262                            ','00:00:00','2020-05-24',21.79
'AS786213                            ','00:00:00','2019-04-11',13.27
'AS177597                            ','00:00:00','2020-08-28',7.89
'AS750047                            ','00:00:00','2024-07-13',9.06
'AS685568                            ','00:00:00','2017-01-27',7.24
'AS918367                            ','00:00:00','2018-09-07',22.74
'AS631247                            ','00:00:00','2022-05-11',22.58
'AS680523                            ','00:00:00','2023-02-20',0.48
'AS691484                            ','00:00:00','2024-05-05',17.19
'AS305143                            ','00:00:00','2019-04-07',3.34
'AS189498                            ','00:00:00','2024-11-07',11.95
'AS759341                            ','00:00:00','2023-06-19',7.88
'AS814778                            ','00:00:00','2021-09-16',15.78
'AS311662                            ','00:00:00','2020-12-18',9.28
'AS901354                            ','00:00:00','2017-01-02',17.83
'AS998083                            ','00:00:00','2023-05-18',12.69
'AS787604                            ','00:00:00','2016-07-01',0.78
'AS324260                            ','00:00:00','2022-05-29',3.15
'AS221079                            ','00:00:00','2018-04-03',21.61
'AS214840                            ','00:00:00','2023-06-05',11.57
'AS441598                            ','00:00:00','2017-03-19',21.24
'AS747860                            ','00:00:00','2024-10-14',2.41
'AS163798                            ','00:00:00','2021-11-29',1.48
'AS139599                            ','00:00:00','2022-09-13',2.57
'AS474450                            ','00:00:00','2017-12-08',10.19
'AS907448                            ','00:00:00','2025-01-02',6.41
'AS161807                            ','00:00:00','2024-10-27',8.28
'AS716041                            ','00:00:00','2024-05-17',10.05
'AS883822                            ','00:00:00','2017-03-13',2.29
'AS792146                            ','00:00:00','2023-02-16',10.79
'AS899889                            ','00:00:00','2024-09-21',23.92
'AS650177                            ','00:00:00','2019-01-09',2.26
'AS114757                            ','00:00:00','2024-03-31',3.48
'AS444771                            ','00:00:00','2017-04-09',2.14
'AS313787                            ','00:00:00','2024-02-27',23.43
'AS652106                            ','00:00:00','2023-11-02',22.69
'AS612937                            ','00:00:00','2015-10-02',23.31
'AS152313                            ','00:00:00','2015-04-08',3.66
'AS158608                            ','00:00:00','2015-05-19',9.60
'AS973480                            ','00:00:00','2022-10-21',17.64
'AS382669                            ','00:00:00','2015-03-13',6.91
'AS898488                            ','00:00:00','2024-03-23',7.27
'AS143623                            ','00:00:00','2019-03-25',4.86
'AS395700                            ','00:00:00','2015-10-10',4.25
'AS842575                            ','00:00:00','2018-08-09',19.50
'AS366353                            ','00:00:00','2024-09-29',17.50
'AS946251                            ','00:00:00','2017-10-12',3.34
'AS800451                            ','00:00:00','2023-05-29',3.20
'AS539880                            ','00:00:00','2020-10-06',0.06
'AS758680                            ','00:00:00','2021-02-20',20.77
'AS493077                            ','00:00:00','2020-10-14',17.41
'AS935763                            ','00:00:00','2020-08-30',16.10
'AS914648                            ','00:00:00','2016-06-27',13.36
'AS714989                            ','00:00:00','2021-03-19',11.50
'AS974349                            ','00:00:00','2023-08-19',11.88
'AS291151                            ','00:00:00','2018-05-05',0.40
'AS142735                            ','00:00:00','2017-03-28',23.17
'AS242659                            ','00:00:00','2015-06-21',11.71
'AS930691                            ','00:00:00','2019-06-28',20.22
'AS816750                            ','00:00:00','2021-05-14',12.70
'AS727123                            ','00:00:00','2023-09-21',3.12
'AS519159                            ','00:00:00','2023-10-31',10.74
'AS647087                            ','00:00:00','2017-11-05',18.54
'AS357851                            ','00:00:00','2023-12-11',17.88
'AS352076                            ','00:00:00','2021-11-03',7.62
'AS838025                            ','00:00:00','2022-02-07',2.66
'AS545129                            ','00:00:00','2023-04-29',18.27
'AS184101                            ','00:00:00','2018-05-14',12.78
'AS587485                            ','00:00:00','2020-04-16',8.28
'AS118013                            ','00:00:00','2025-01-17',14.08
'AS233947                            ','00:00:00','2015-08-31',7.27
'AS196418                            ','00:00:00','2019-02-06',5.17
'AS212447                            ','00:00:00','2015-09-22',14.76
'AS124580                            ','00:00:00','2020-06-09',16.48
'AS328835                            ','00:00:00','2019-05-11',1.43
'AS249041                            ','00:00:00','2015-05-08',3.92
'AS435124                            ','00:00:00','2016-04-26',10.40
'AS159145                            ','00:00:00','2015-04-02',0.63
'AS760761                            ','00:00:00','2023-11-24',1.79
'AS598797                            ','00:00:00','2017-04-12',9.38
'AS268543                            ','00:00:00','2023-05-16',7.32
