'AS242750                            ','Complex',1.850,'Low',90.70,'Neural Network','Completed',765,610.26,'High','Preliminary','Partially','Rejected'
'AS374566                            ','Binary',7.360,NULL,69.50,'Neural Network','In Progress',277,38.64,'High','Detailed','Partially','Rejected'
'AS891348                            ','Complex',9.960,NULL,97.90,'Neural Network','Failed',303,638.47,'Low','Comprehensive','Verified','Pending'
'AS181428                            ','Binary',2.020,'High',51.30,'Wavelet','Failed',745,818.55,'Medium','Preliminary','Verified','Rejected'
'AS781163                            ','Tertiary',8.410,NULL,16.10,'FFT','Completed',991,746.79,'Low','Comprehensive','Verified','Pending'
'AS980420                            ','Complex',4.010,NULL,38.70,'FFT','In Progress',678,266.13,'Low','Preliminary','Unverified','Confirmed'
'AS563918                            ','Tertiary',9.220,NULL,9.40,'Neural Network','In Progress',987,148.77,'Extreme','Comprehensive','Unverified','Rejected'
'AS952058                            ','Unknown',7.630,'High',65.50,'FFT','In Progress',451,264.22,'Medium','Detailed','Unverified','Confirmed'
'AS361503                            ','Tertiary',4.330,'High',75.60,'Wavelet','Completed',421,54.95,'High','Detailed','Verified','Rejected'
'AS268297                            ','Complex',9.410,NULL,71.60,'Quantum','Completed',103,844.82,'Medium','Preliminary','Unverified','Pending'
'AS593950                            ','Complex',3.590,'High',16.40,'Quantum','Completed',397,663.55,'Medium','Comprehensive','Partially','Rejected'
'AS652583                            ','Unknown',1.660,'High',53.80,'Quantum','Completed',355,190.42,'High','Detailed','Partially','Rejected'
'AS425343                            ','Complex',3.330,'High',61.60,'Neural Network','In Progress',337,454.74,'Low','Preliminary','Verified','Pending'
'AS953567                            ','Unknown',7.940,NULL,77.10,'Neural Network','Completed',38,384.58,'Extreme','Detailed','Partially','Pending'
'AS156596                            ','Complex',9.350,'Medium',88.30,'Quantum','Completed',322,480.87,'Medium','Detailed','Partially','Rejected'
'AS971593                            ','Complex',9.120,'Low',10.50,'FFT','In Progress',435,152.32,'High','Preliminary','Unverified','Rejected'
'AS428530                            ','Tertiary',1.230,'Low',65.00,'Neural Network','Failed',461,466.76,'Extreme','Preliminary','Verified','Confirmed'
'AS448862                            ','Binary',2.220,'High',84.30,'Wavelet','In Progress',103,164.49,'Low','Detailed','Partially','Rejected'
'AS666626                            ','Unknown',6.780,NULL,78.40,'Wavelet','In Progress',247,479.02,'Extreme','Detailed','Verified','Rejected'
'AS347318                            ','Binary',1.190,'Low',73.20,'Wavelet','In Progress',909,360.74,'Medium','Detailed','Partially','Confirmed'
'AS720545                            ','Complex',3.310,NULL,14.30,'Neural Network','Completed',894,123.27,'Low','Preliminary','Verified','Rejected'
'AS566113                            ','Tertiary',9.970,'Low',45.90,'FFT','Completed',834,780.59,'High','Detailed','Verified','Rejected'
'AS512920                            ','Tertiary',4.680,NULL,80.50,'Quantum','Completed',402,154.42,'Extreme','Detailed','Verified','Confirmed'
'AS706635                            ','Tertiary',2.500,'High',83.90,'Quantum','Failed',238,257.27,'Medium','Preliminary','Verified','Pending'
'AS627262                            ','Tertiary',9.740,'Medium',27.30,'FFT','Failed',238,268.13,'Extreme','Detailed','Partially','Rejected'
'AS620985                            ','Complex',6.810,NULL,93.80,'Wavelet','Failed',436,92.40,'Low','Detailed','Unverified','Confirmed'
'AS538726                            ','Binary',5.590,'High',93.70,'FFT','Failed',73,692.45,'Low','Detailed','Partially','Rejected'
'AS644527                            ','Tertiary',6.140,NULL,55.60,'Neural Network','Completed',660,112.79,'High','Detailed','Partially','Rejected'
'AS485640                            ','Tertiary',5.340,'Medium',6.60,'Neural Network','Completed',137,317.62,'High','Preliminary','Unverified','Rejected'
'AS394221                            ','Unknown',6.570,'High',26.30,'Wavelet','In Progress',149,327.75,'Extreme','Comprehensive','Unverified','Confirmed'
'AS818297                            ','Complex',5.970,'High',87.80,'Wavelet','In Progress',261,762.47,'Low','Preliminary','Verified','Pending'
'AS497261                            ','Tertiary',4.550,'Medium',39.80,'Wavelet','Completed',955,774.35,'Extreme','Detailed','Partially','Confirmed'
'AS707579                            ','Complex',2.520,'High',29.20,'Neural Network','Failed',350,494.37,'Extreme','Comprehensive','Partially','Rejected'
'AS914768                            ','Tertiary',2.490,'Medium',35.30,'Quantum','Failed',558,465.67,'Medium','Preliminary','Unverified','Pending'
'AS463299                            ','Complex',6.640,'Medium',61.80,'Wavelet','Completed',114,954.58,'Low','Detailed','Partially','Confirmed'
'AS541265                            ','Complex',1.590,'Low',51.10,'FFT','Completed',376,574.80,'Low','Detailed','Unverified','Confirmed'
'AS702460                            ','Binary',3.120,'High',50.90,'Quantum','Failed',657,984.35,'Extreme','Comprehensive','Partially','Confirmed'
'AS105071                            ','Tertiary',5.420,'High',44.10,'Quantum','Completed',629,907.75,'Medium','Detailed','Verified','Pending'
'AS965020                            ','Unknown',7.050,'Medium',93.20,'Quantum','Completed',205,425.09,'Low','Detailed','Unverified','Pending'
'AS252225                            ','Binary',1.210,'Medium',53.30,'Neural Network','Failed',805,152.32,'Medium','Preliminary','Unverified','Rejected'
'AS477916                            ','Unknown',1.110,'Low',30.10,'Quantum','Failed',830,944.26,'Medium','Comprehensive','Verified','Rejected'
'AS737248                            ','Binary',3.080,NULL,16.70,'FFT','Failed',613,201.54,'Extreme','Comprehensive','Unverified','Confirmed'
'AS263354                            ','Tertiary',5.740,'High',72.40,'Wavelet','In Progress',694,556.70,'Extreme','Detailed','Verified','Confirmed'
'AS156261                            ','Tertiary',2.600,'Medium',35.90,'Quantum','In Progress',789,581.66,'Low','Comprehensive','Unverified','Rejected'
'AS598803                            ','Binary',8.170,'Low',53.60,'Neural Network','Failed',342,461.59,'Low','Detailed','Verified','Pending'
'AS737653                            ','Unknown',4.440,'Medium',16.00,'Wavelet','Failed',14,983.76,'Low','Detailed','Partially','Confirmed'
'AS325673                            ','Binary',3.360,'Low',77.40,'Wavelet','Completed',288,56.59,'Low','Detailed','Unverified','Pending'
'AS537065                            ','Tertiary',3.670,'Low',67.40,'Wavelet','Completed',258,791.50,'Medium','Comprehensive','Verified','Pending'
'AS191135                            ','Unknown',9.680,NULL,62.20,'FFT','In Progress',694,995.78,'Extreme','Detailed','Unverified','Confirmed'
'AS778963                            ','Complex',5.550,'Low',0.70,'Neural Network','Completed',242,680.19,'High','Comprehensive','Verified','Confirmed'
'AS197573                            ','Complex',8.040,'Medium',26.90,'Quantum','In Progress',594,581.54,'Extreme','Comprehensive','Partially','Confirmed'
'AS449926                            ','Tertiary',7.050,NULL,35.10,'FFT','In Progress',137,19.82,'Extreme','Comprehensive','Verified','Rejected'
'AS562374                            ','Tertiary',4.700,'Medium',48.10,'FFT','In Progress',922,914.92,'Medium','Preliminary','Unverified','Rejected'
'AS917297                            ','Tertiary',1.050,'High',38.60,'FFT','In Progress',830,475.97,'Low','Comprehensive','Partially','Confirmed'
'AS510859                            ','Complex',8.170,'Medium',9.90,'FFT','Completed',655,441.36,'High','Preliminary','Verified','Pending'
'AS576630                            ','Binary',2.950,'Low',51.90,'Neural Network','Failed',418,927.89,'Low','Preliminary','Partially','Confirmed'
'AS810150                            ','Complex',1.480,'Low',49.60,'Quantum','Failed',497,288.25,'Extreme','Preliminary','Unverified','Confirmed'
'AS689919                            ','Binary',3.750,'High',96.40,'Wavelet','In Progress',60,290.40,'High','Comprehensive','Unverified','Confirmed'
'AS524156                            ','Tertiary',5.060,'High',41.70,'Neural Network','Completed',899,254.12,'Low','Detailed','Partially','Confirmed'
'AS645424                            ','Complex',7.330,NULL,77.40,'FFT','In Progress',727,588.67,'Medium','Detailed','Partially','Confirmed'
'AS632950                            ','Complex',3.380,'Low',71.70,'Quantum','Completed',11,549.31,'Medium','Detailed','Unverified','Rejected'
'AS848546                            ','Tertiary',1.550,'High',19.30,'FFT','Failed',104,401.62,'High','Detailed','Unverified','Pending'
'AS632441                            ','Tertiary',4.370,NULL,48.60,'Wavelet','Completed',890,764.90,'High','Preliminary','Unverified','Confirmed'
'AS836751                            ','Binary',5.450,'Medium',92.90,'Neural Network','In Progress',508,16.62,'Extreme','Preliminary','Unverified','Confirmed'
'AS321936                            ','Unknown',6.750,'Low',68.00,'Quantum','Failed',533,480.26,'High','Detailed','Verified','Rejected'
'AS970559                            ','Complex',9.570,NULL,29.90,'Quantum','Failed',765,703.88,'Low','Comprehensive','Unverified','Rejected'
'AS111866                            ','Complex',2.750,'Low',28.60,'Neural Network','In Progress',753,496.65,'High','Preliminary','Partially','Pending'
'AS629140                            ','Tertiary',5.260,'Low',84.10,'Quantum','In Progress',413,327.96,'Low','Comprehensive','Unverified','Confirmed'
'AS121813                            ','Binary',7.060,'Medium',61.10,'Wavelet','In Progress',998,194.58,'Medium','Preliminary','Unverified','Confirmed'
'AS735433                            ','Complex',8.430,'Low',4.50,'Neural Network','Failed',462,828.59,'High','Detailed','Verified','Rejected'
'AS999544                            ','Complex',3.070,'High',46.30,'Quantum','Completed',914,278.28,'Medium','Comprehensive','Unverified','Pending'
'AS375965                            ','Complex',5.610,'Medium',32.20,'Wavelet','Failed',672,968.77,'High','Preliminary','Verified','Rejected'
'AS339131                            ','Binary',6.680,NULL,52.00,'Quantum','In Progress',93,817.37,'Low','Comprehensive','Verified','Pending'
'AS709763                            ','Unknown',5.790,NULL,30.90,'FFT','In Progress',88,670.28,'High','Detailed','Verified','Confirmed'
'AS463824                            ','Binary',5.030,'Low',60.90,'Quantum','In Progress',75,997.25,'Medium','Preliminary','Unverified','Confirmed'
'AS533741                            ','Complex',6.420,'Low',58.00,'Wavelet','Completed',85,493.50,'High','Detailed','Verified','Pending'
'AS587378                            ','Complex',5.760,NULL,6.60,'Wavelet','Failed',132,195.88,'Extreme','Preliminary','Verified','Rejected'
'AS658911                            ','Tertiary',1.180,'Low',82.40,'Wavelet','Completed',790,276.51,'Extreme','Detailed','Partially','Rejected'
'AS841320                            ','Unknown',8.100,NULL,71.20,'Neural Network','In Progress',321,929.25,'High','Detailed','Partially','Pending'
'AS189877                            ','Unknown',2.100,'Medium',64.10,'Wavelet','Completed',675,645.53,'High','Comprehensive','Unverified','Pending'
'AS735368                            ','Tertiary',2.940,'Low',87.80,'FFT','In Progress',55,159.49,'High','Comprehensive','Verified','Confirmed'
'AS269255                            ','Tertiary',7.610,'Low',37.20,'Quantum','Failed',660,547.02,'Low','Comprehensive','Verified','Rejected'
'AS222551                            ','Unknown',6.230,NULL,33.00,'Quantum','Failed',13,162.55,'High','Comprehensive','Unverified','Rejected'
'AS188217                            ','Complex',3.290,NULL,94.90,'Neural Network','In Progress',360,255.06,'High','Preliminary','Partially','Pending'
'AS453811                            ','Binary',7.940,NULL,89.70,'Neural Network','Completed',95,517.32,'Medium','Detailed','Verified','Pending'
'AS710285                            ','Unknown',3.960,'Low',32.20,'FFT','In Progress',208,189.25,'Low','Comprehensive','Partially','Pending'
'AS664916                            ','Tertiary',4.890,NULL,50.40,'Quantum','Failed',735,756.18,'Extreme','Comprehensive','Verified','Rejected'
'AS943643                            ','Tertiary',6.700,'Low',67.20,'Wavelet','Failed',611,914.07,'Low','Preliminary','Verified','Rejected'
'AS217228                            ','Unknown',9.310,NULL,86.40,'Quantum','Completed',818,449.24,'Low','Preliminary','Verified','Pending'
'AS750773                            ','Tertiary',3.140,'High',65.00,'FFT','Completed',864,521.46,'Extreme','Detailed','Unverified','Confirmed'
'AS433735                            ','Binary',5.170,'Medium',22.60,'Wavelet','Completed',837,539.91,'Extreme','Preliminary','Partially','Pending'
'AS859667                            ','Binary',4.780,'Medium',18.70,'Neural Network','Completed',852,81.58,'High','Preliminary','Unverified','Rejected'
'AS212100                            ','Binary',9.780,NULL,22.40,'Wavelet','Failed',227,267.82,'Medium','Comprehensive','Partially','Confirmed'
'AS976636                            ','Binary',2.350,'Low',40.30,'Quantum','Completed',278,420.00,'Medium','Comprehensive','Verified','Rejected'
'AS730114                            ','Tertiary',5.590,'Low',81.00,'FFT','In Progress',663,109.73,'High','Comprehensive','Partially','Confirmed'
'AS153945                            ','Binary',1.900,'Low',26.40,'FFT','In Progress',539,949.74,'Low','Detailed','Unverified','Confirmed'
'AS877632                            ','Binary',1.850,'Low',82.70,'Neural Network','In Progress',315,843.64,'Low','Detailed','Partially','Rejected'
'AS844825                            ','Unknown',5.500,NULL,26.50,'FFT','Failed',603,741.14,'High','Preliminary','Partially','Confirmed'
'AS962011                            ','Unknown',6.620,'Low',64.80,'Neural Network','In Progress',684,944.05,'Extreme','Preliminary','Unverified','Pending'
'AS704689                            ','Tertiary',7.070,'Medium',48.50,'Quantum','Failed',57,934.01,'High','Detailed','Unverified','Rejected'
'AS965454                            ','Binary',7.410,'High',51.50,'FFT','In Progress',36,589.65,'Extreme','Preliminary','Verified','Rejected'
'AS471134                            ','Complex',3.270,'Low',79.90,'Quantum','Completed',462,223.25,'Extreme','Preliminary','Partially','Confirmed'
'AS151090                            ','Unknown',2.940,'Medium',95.60,'Neural Network','Failed',282,808.20,'High','Detailed','Verified','Confirmed'
'AS868739                            ','Complex',9.590,NULL,73.20,'Quantum','In Progress',637,119.16,'Extreme','Comprehensive','Verified','Confirmed'
'AS941441                            ','Complex',8.820,NULL,62.90,'Neural Network','In Progress',275,205.31,'Low','Detailed','Verified','Confirmed'
'AS781356                            ','Binary',9.950,NULL,60.40,'FFT','Completed',767,960.71,'Medium','Comprehensive','Unverified','Rejected'
'AS335660                            ','Complex',6.300,NULL,58.80,'FFT','Completed',810,702.72,'Extreme','Preliminary','Partially','Pending'
'AS513973                            ','Complex',5.740,'Medium',35.50,'Quantum','Completed',826,32.77,'Extreme','Detailed','Unverified','Pending'
'AS493797                            ','Tertiary',9.810,'Low',75.30,'Neural Network','Failed',407,84.96,'Extreme','Comprehensive','Unverified','Pending'
'AS474437                            ','Binary',9.240,NULL,25.80,'Wavelet','Failed',426,833.82,'Low','Preliminary','Verified','Rejected'
'AS260997                            ','Binary',5.080,'Medium',5.80,'Wavelet','In Progress',722,325.51,'Medium','Comprehensive','Partially','Rejected'
'AS797263                            ','Binary',3.810,'High',49.40,'Wavelet','Completed',573,552.19,'Low','Comprehensive','Partially','Rejected'
'AS851651                            ','Binary',4.560,'High',95.20,'Wavelet','Completed',954,954.25,'Extreme','Comprehensive','Verified','Pending'
'AS711963                            ','Binary',2.450,'Medium',70.10,'FFT','Completed',563,847.83,'High','Detailed','Unverified','Pending'
'AS367558                            ','Binary',8.310,'High',63.00,'FFT','In Progress',451,200.24,'High','Comprehensive','Verified','Pending'
'AS221061                            ','Unknown',4.500,'Low',36.10,'Neural Network','Failed',321,888.79,'Medium','Detailed','Partially','Pending'
'AS195508                            ','Unknown',4.350,NULL,7.30,'FFT','In Progress',389,445.60,'Low','Preliminary','Verified','Pending'
'AS532764                            ','Tertiary',3.530,'High',2.50,'Wavelet','In Progress',842,340.01,'Extreme','Preliminary','Unverified','Pending'
'AS814217                            ','Binary',2.870,'Medium',44.40,'Quantum','In Progress',665,761.88,'Medium','Preliminary','Partially','Rejected'
'AS489501                            ','Unknown',6.470,NULL,21.60,'Quantum','Completed',71,436.34,'Extreme','Preliminary','Unverified','Rejected'
'AS310829                            ','Unknown',7.800,NULL,52.60,'Wavelet','In Progress',2,205.22,'Low','Comprehensive','Partially','Rejected'
'AS596586                            ','Binary',5.240,'Low',44.50,'Quantum','Completed',320,438.07,'Low','Preliminary','Unverified','Confirmed'
'AS445782                            ','Unknown',1.570,'Low',32.90,'Quantum','Failed',98,58.08,'High','Detailed','Partially','Rejected'
'AS509638                            ','Unknown',6.560,NULL,9.60,'Quantum','Completed',420,245.59,'High','Detailed','Partially','Confirmed'
'AS650033                            ','Tertiary',6.230,'Medium',54.90,'Wavelet','Completed',557,351.39,'Extreme','Comprehensive','Unverified','Pending'
'AS549725                            ','Tertiary',2.120,'Low',21.00,'FFT','Failed',216,726.45,'Medium','Comprehensive','Partially','Pending'
'AS635537                            ','Complex',4.250,'High',39.40,'Wavelet','Completed',812,796.45,'High','Comprehensive','Unverified','Rejected'
'AS245295                            ','Complex',4.530,NULL,39.10,'Neural Network','Completed',124,145.60,'Low','Comprehensive','Partially','Rejected'
'AS129076                            ','Complex',8.380,'Low',37.10,'Wavelet','Failed',279,258.86,'Extreme','Preliminary','Verified','Confirmed'
'AS372966                            ','Tertiary',6.610,NULL,11.30,'Wavelet','In Progress',937,734.84,'Low','Comprehensive','Verified','Pending'
'AS835170                            ','Binary',6.100,'High',74.00,'FFT','In Progress',368,720.22,'Extreme','Detailed','Partially','Rejected'
'AS786300                            ','Tertiary',6.590,'Medium',48.20,'Neural Network','Completed',303,419.85,'Medium','Preliminary','Verified','Pending'
'AS455495                            ','Tertiary',9.820,'High',90.00,'FFT','In Progress',837,332.12,'Medium','Preliminary','Partially','Confirmed'
'AS807490                            ','Unknown',5.020,'High',61.40,'Quantum','Failed',2,409.85,'Medium','Comprehensive','Partially','Pending'
'AS986382                            ','Tertiary',1.620,'Medium',32.60,'Quantum','In Progress',142,361.97,'Extreme','Comprehensive','Verified','Pending'
'AS583979                            ','Tertiary',9.680,NULL,64.80,'Wavelet','Completed',463,125.58,'Low','Preliminary','Partially','Rejected'
'AS783526                            ','Binary',4.530,'Low',29.70,'FFT','Failed',422,881.03,'Low','Detailed','Partially','Pending'
'AS329795                            ','Unknown',7.720,'High',52.40,'FFT','Failed',386,828.71,'High','Preliminary','Verified','Rejected'
'AS822467                            ','Binary',1.860,'High',54.10,'Neural Network','Completed',136,264.83,'High','Detailed','Unverified','Rejected'
'AS864648                            ','Tertiary',1.580,NULL,27.20,'FFT','Completed',794,376.47,'High','Comprehensive','Partially','Confirmed'
'AS467565                            ','Binary',2.740,'Low',89.70,'FFT','Completed',943,856.59,'High','Detailed','Partially','Rejected'
'AS768992                            ','Complex',8.410,NULL,7.00,'Neural Network','Failed',101,169.25,'Extreme','Comprehensive','Partially','Confirmed'
'AS456634                            ','Binary',2.710,'Low',59.40,'Quantum','In Progress',625,820.52,'Medium','Comprehensive','Partially','Rejected'
'AS752762                            ','Binary',2.980,'Medium',89.80,'FFT','Completed',173,248.25,'Extreme','Comprehensive','Verified','Confirmed'
'AS728048                            ','Complex',7.650,NULL,62.70,'Wavelet','Completed',939,927.82,'Low','Comprehensive','Unverified','Rejected'
'AS225339                            ','Unknown',4.040,'Low',54.10,'Wavelet','In Progress',228,973.92,'Medium','Preliminary','Unverified','Rejected'
'AS331582                            ','Complex',5.030,'Low',17.70,'Quantum','In Progress',440,482.18,'High','Detailed','Verified','Confirmed'
'AS333543                            ','Binary',1.810,NULL,63.70,'Neural Network','In Progress',608,201.04,'Medium','Preliminary','Unverified','Rejected'
'AS296654                            ','Complex',6.450,'Medium',69.60,'Wavelet','Failed',922,870.48,'Extreme','Preliminary','Partially','Rejected'
'AS387936                            ','Tertiary',5.990,'Low',24.90,'Quantum','Completed',752,484.88,'Extreme','Preliminary','Partially','Confirmed'
'AS332554                            ','Unknown',1.910,'Medium',28.50,'Quantum','Failed',535,689.27,'Low','Preliminary','Unverified','Pending'
'AS142850                            ','Tertiary',1.770,'Low',57.50,'FFT','In Progress',333,515.43,'Low','Detailed','Verified','Rejected'
'AS468162                            ','Binary',6.160,'Medium',47.10,'FFT','Completed',480,900.01,'Medium','Preliminary','Unverified','Rejected'
'AS549314                            ','Unknown',8.730,'Medium',66.90,'Quantum','Completed',332,807.31,'High','Detailed','Partially','Rejected'
'AS365308                            ','Complex',2.430,'High',18.70,'FFT','Failed',652,501.15,'Extreme','Detailed','Partially','Pending'
'AS522188                            ','Tertiary',2.640,'Medium',37.50,'Wavelet','Completed',54,109.72,'Medium','Detailed','Unverified','Confirmed'
'AS306920                            ','Complex',6.890,'Low',34.90,'Quantum','In Progress',236,795.94,'Medium','Detailed','Verified','Pending'
'AS726379                            ','Complex',7.880,'Medium',33.00,'Neural Network','Failed',391,29.92,'Medium','Detailed','Partially','Rejected'
'AS969379                            ','Binary',4.160,NULL,12.00,'Wavelet','In Progress',188,377.39,'High','Detailed','Unverified','Confirmed'
'AS628147                            ','Binary',8.580,NULL,87.50,'Wavelet','Failed',105,647.66,'Low','Detailed','Unverified','Rejected'
'AS973504                            ','Complex',3.640,'High',9.60,'Wavelet','In Progress',593,590.82,'High','Detailed','Unverified','Rejected'
'AS698596                            ','Tertiary',5.330,'Medium',98.40,'FFT','Failed',743,332.69,'Medium','Comprehensive','Verified','Confirmed'
'AS823515                            ','Unknown',5.030,'Medium',34.30,'Neural Network','Completed',155,917.87,'Medium','Preliminary','Unverified','Confirmed'
'AS362267                            ','Complex',3.980,'High',76.50,'FFT','In Progress',456,713.86,'Low','Preliminary','Unverified','Pending'
'AS651288                            ','Binary',7.870,NULL,92.20,'Wavelet','Failed',558,794.42,'Low','Comprehensive','Verified','Confirmed'
'AS732752                            ','Unknown',8.700,NULL,66.90,'Quantum','In Progress',522,235.66,'High','Comprehensive','Unverified','Confirmed'
'AS342806                            ','Unknown',4.350,'Low',18.00,'Quantum','Completed',207,779.25,'High','Preliminary','Partially','Confirmed'
'AS644319                            ','Complex',3.780,'Low',17.80,'Quantum','Completed',984,330.68,'High','Detailed','Unverified','Pending'
'AS979165                            ','Unknown',3.720,NULL,16.00,'Neural Network','In Progress',628,613.51,'High','Detailed','Unverified','Pending'
'AS371495                            ','Complex',3.850,NULL,24.40,'FFT','Completed',868,621.53,'Low','Preliminary','Partially','Confirmed'
'AS992341                            ','Unknown',8.360,'Medium',81.50,'Neural Network','Completed',652,541.39,'Extreme','Comprehensive','Verified','Pending'
'AS728787                            ','Complex',3.600,'High',90.70,'FFT','Failed',718,633.82,'Low','Preliminary','Unverified','Confirmed'
'AS944380                            ','Binary',7.300,'High',38.10,'Wavelet','Completed',829,967.42,'Low','Comprehensive','Partially','Confirmed'
'AS410163                            ','Complex',4.580,'Medium',73.00,'Wavelet','Failed',834,340.94,'Extreme','Comprehensive','Partially','Confirmed'
'AS835802                            ','Unknown',2.060,'Low',10.60,'Quantum','In Progress',605,241.86,'Extreme','Comprehensive','Verified','Rejected'
'AS607267                            ','Binary',5.800,'High',60.80,'Quantum','Completed',927,595.85,'High','Preliminary','Partially','Confirmed'
'AS463297                            ','Unknown',6.280,'High',70.30,'FFT','Failed',77,37.25,'Low','Comprehensive','Unverified','Confirmed'
'AS423076                            ','Unknown',2.740,'High',20.20,'Wavelet','Completed',636,637.53,'Low','Comprehensive','Partially','Confirmed'
'AS539368                            ','Binary',5.340,NULL,25.50,'FFT','Completed',306,244.86,'High','Preliminary','Verified','Confirmed'
'AS588888                            ','Complex',7.040,'High',84.50,'Quantum','Failed',217,587.87,'Low','Comprehensive','Unverified','Pending'
'AS599763                            ','Unknown',3.920,'High',78.50,'FFT','Failed',563,648.14,'Medium','Comprehensive','Unverified','Pending'
'AS201985                            ','Binary',6.370,'Low',52.30,'FFT','Completed',688,173.53,'Medium','Detailed','Verified','Rejected'
'AS528065                            ','Complex',1.550,'Medium',54.50,'Neural Network','Failed',50,687.58,'Extreme','Preliminary','Partially','Pending'
'AS219879                            ','Tertiary',1.740,NULL,18.30,'Wavelet','In Progress',269,279.95,'Medium','Detailed','Verified','Pending'
'AS267429                            ','Complex',6.870,'Low',49.90,'Quantum','In Progress',53,993.49,'Medium','Preliminary','Partially','Confirmed'
'AS920436                            ','Binary',8.310,'Medium',91.10,'Neural Network','In Progress',141,185.10,'High','Detailed','Verified','Pending'
'AS538899                            ','Tertiary',3.740,NULL,38.90,'Quantum','Completed',139,822.20,'High','Comprehensive','Partially','Confirmed'
'AS634066                            ','Binary',7.270,'Medium',86.30,'Wavelet','In Progress',606,845.65,'Low','Detailed','Verified','Pending'
'AS291075                            ','Tertiary',9.240,NULL,99.10,'Neural Network','Completed',141,931.00,'Extreme','Detailed','Verified','Rejected'
'AS761607                            ','Unknown',5.770,NULL,95.70,'Neural Network','Failed',274,260.36,'High','Preliminary','Verified','Pending'
'AS381948                            ','Complex',5.650,'Medium',61.00,'Wavelet','In Progress',108,339.20,'High','Comprehensive','Unverified','Rejected'
'AS809027                            ','Unknown',5.550,NULL,71.10,'FFT','Completed',90,149.38,'Extreme','Preliminary','Verified','Confirmed'
