'AS697204                            ','Minimal','Strong','Observed','Strong','Complex','Possible','High','Minor'
'AS201832                            ','Moderate','Weak',NULL,'Possible','Complex',NULL,NULL,'Major'
'AS312954                            ','Severe',NULL,NULL,'Possible',NULL,NULL,NULL,'Major'
'AS575517                            ','Minimal',NULL,NULL,'Possible','Simple','Identified','High','Minor'
'AS321986                            ','Severe','Strong','Significant',NULL,'Complex','Possible',NULL,'Major'
'AS242750                            ','Moderate','Strong',NULL,NULL,NULL,NULL,'High','Minor'
'AS374566                            ','Minimal','Strong','Observed','Strong','Complex','Identified','Low','Minor'
'AS891348                            ','Severe',NULL,'Observed','Strong','Complex',NULL,NULL,'Major'
'AS181428                            ','Moderate','Strong','Observed',NULL,NULL,'Possible',NULL,'Moderate'
'AS781163                            ','Minimal','Strong',NULL,'Strong','Simple','Identified','Low','Minor'
'AS980420                            ','Severe','Weak','Observed','Possible',NULL,NULL,'High','Minor'
'AS563918                            ','Moderate','Weak','Significant','Strong','Complex',NULL,NULL,'Major'
'AS952058                            ','Severe','Strong',NULL,'Possible','Complex','Identified','High','Major'
'AS361503                            ','Minimal','Weak','Significant',NULL,NULL,'Possible',NULL,'Major'
'AS268297                            ','Moderate',NULL,NULL,NULL,'Simple','Possible','Low','Minor'
'AS593950                            ','Moderate',NULL,'Observed',NULL,NULL,'Identified','Low','Major'
'AS652583                            ','Minimal',NULL,'Observed','Strong','Simple','Identified','Low','Moderate'
'AS425343                            ','Minimal','Strong','Observed',NULL,'Simple','Possible','High','Major'
'AS953567                            ','Severe','Strong','Significant','Possible','Complex','Possible','High','Moderate'
'AS156596                            ','Moderate','Weak','Significant','Strong',NULL,'Possible','High','Moderate'
'AS971593                            ','Moderate','Strong',NULL,'Possible','Simple','Identified','High','Minor'
'AS428530                            ','Minimal',NULL,NULL,'Possible','Simple','Identified',NULL,'Major'
'AS448862                            ','Severe','Weak','Significant','Possible','Complex',NULL,'High','Minor'
'AS666626                            ','Minimal',NULL,'Observed',NULL,NULL,NULL,'High','Minor'
'AS347318                            ','Minimal','Strong','Significant',NULL,'Simple','Possible','Low','Minor'
'AS720545                            ','Severe',NULL,'Observed','Strong',NULL,'Identified','Low','Moderate'
'AS566113                            ','Moderate','Weak','Observed','Possible','Simple','Identified',NULL,'Major'
'AS512920                            ','Moderate',NULL,NULL,'Strong','Simple','Identified',NULL,'Major'
'AS706635                            ','Minimal','Weak',NULL,NULL,'Complex',NULL,'High','Minor'
'AS627262                            ','Severe','Strong','Observed','Possible','Complex',NULL,NULL,'Moderate'
'AS620985                            ','Minimal',NULL,NULL,'Strong','Complex','Possible',NULL,'Minor'
'AS538726                            ','Severe',NULL,'Significant','Strong',NULL,NULL,NULL,'Minor'
'AS644527                            ','Minimal','Strong','Observed','Strong','Complex','Possible','High','Minor'
'AS485640                            ','Moderate','Strong','Significant',NULL,'Complex','Possible',NULL,'Major'
'AS394221                            ','Severe',NULL,'Significant','Strong',NULL,'Identified','Low','Major'
'AS818297                            ','Moderate',NULL,NULL,NULL,NULL,NULL,NULL,'Moderate'
'AS497261                            ','Severe','Strong',NULL,NULL,'Simple',NULL,'Low','Moderate'
'AS707579                            ','Minimal','Strong','Observed',NULL,'Simple','Possible','Low','Minor'
'AS914768                            ','Minimal',NULL,'Significant',NULL,'Complex',NULL,'Low','Moderate'
'AS463299                            ','Severe',NULL,'Observed','Possible','Simple','Possible','High','Major'
'AS541265                            ','Severe','Strong','Significant','Possible','Complex','Possible',NULL,'Minor'
'AS702460                            ','Severe','Strong',NULL,NULL,NULL,'Identified','High','Minor'
'AS105071                            ','Severe','Weak','Observed',NULL,'Complex','Possible',NULL,'Major'
'AS965020                            ','Moderate','Weak','Observed',NULL,NULL,NULL,NULL,'Minor'
'AS252225                            ','Minimal',NULL,NULL,'Strong',NULL,'Possible','High','Major'
'AS477916                            ','Severe','Strong','Observed',NULL,'Complex','Possible',NULL,'Moderate'
'AS737248                            ','Moderate',NULL,'Significant','Strong','Complex','Possible','High','Minor'
'AS263354                            ','Severe',NULL,'Observed','Possible','Complex','Identified',NULL,'Moderate'
'AS156261                            ','Minimal',NULL,'Observed','Strong','Complex',NULL,'Low','Minor'
'AS598803                            ','Severe',NULL,'Observed',NULL,'Complex',NULL,NULL,'Minor'
'AS737653                            ','Moderate',NULL,NULL,'Possible',NULL,'Possible',NULL,'Moderate'
'AS325673                            ','Severe','Strong',NULL,NULL,'Simple','Possible','High','Moderate'
'AS537065                            ','Minimal',NULL,'Significant','Possible','Complex','Identified','High','Major'
'AS191135                            ','Moderate',NULL,'Significant','Possible','Complex','Identified','High','Moderate'
'AS778963                            ','Severe',NULL,'Significant','Possible','Simple','Possible',NULL,'Moderate'
'AS197573                            ','Moderate','Weak','Significant',NULL,'Complex','Possible','High','Moderate'
'AS449926                            ','Minimal','Weak','Significant',NULL,NULL,'Identified','High','Moderate'
'AS562374                            ','Moderate','Strong',NULL,NULL,NULL,NULL,NULL,'Major'
'AS917297                            ','Minimal','Weak','Observed',NULL,'Simple','Identified',NULL,'Moderate'
'AS510859                            ','Severe',NULL,'Observed','Strong',NULL,'Possible','High','Minor'
'AS576630                            ','Minimal','Strong',NULL,'Possible',NULL,'Identified','Low','Major'
'AS810150                            ','Minimal','Strong',NULL,'Strong',NULL,'Identified',NULL,'Minor'
'AS689919                            ','Moderate',NULL,'Observed','Strong','Complex',NULL,'High','Major'
'AS524156                            ','Moderate','Weak','Significant',NULL,'Simple','Identified','Low','Major'
'AS645424                            ','Minimal','Strong',NULL,'Strong','Simple','Identified','High','Moderate'
'AS632950                            ','Minimal',NULL,'Significant','Possible','Complex',NULL,NULL,'Moderate'
'AS848546                            ','Severe',NULL,NULL,'Possible','Simple','Possible','Low','Moderate'
'AS632441                            ','Moderate','Weak',NULL,'Possible','Simple','Possible','Low','Minor'
'AS836751                            ','Severe','Weak','Observed','Strong','Simple','Identified','High','Major'
'AS321936                            ','Minimal',NULL,'Observed',NULL,'Complex','Possible',NULL,'Moderate'
'AS970559                            ','Severe',NULL,'Observed',NULL,'Complex','Identified',NULL,'Minor'
'AS111866                            ','Minimal','Strong','Observed',NULL,NULL,NULL,'Low','Major'
'AS629140                            ','Severe',NULL,NULL,NULL,'Complex',NULL,NULL,'Major'
'AS121813                            ','Severe',NULL,'Observed','Strong',NULL,'Identified','Low','Moderate'
'AS735433                            ','Severe','Weak',NULL,NULL,'Simple','Possible','High','Minor'
'AS999544                            ','Moderate',NULL,'Significant','Strong','Simple','Possible','High','Moderate'
'AS375965                            ','Moderate',NULL,NULL,'Strong',NULL,'Identified','Low','Minor'
'AS339131                            ','Minimal','Strong',NULL,'Possible',NULL,'Possible',NULL,'Major'
'AS709763                            ','Severe','Weak',NULL,NULL,'Complex','Possible','High','Major'
'AS463824                            ','Minimal','Weak',NULL,NULL,'Complex','Possible',NULL,'Moderate'
'AS533741                            ','Minimal','Weak','Observed',NULL,'Simple',NULL,NULL,'Major'
'AS587378                            ','Minimal',NULL,NULL,NULL,'Complex','Identified','High','Minor'
'AS658911                            ','Moderate','Weak',NULL,'Possible','Simple','Possible','High','Major'
'AS841320                            ','Moderate',NULL,'Significant','Strong',NULL,'Possible','High','Moderate'
'AS189877                            ','Moderate','Strong',NULL,'Possible','Simple',NULL,NULL,'Moderate'
'AS735368                            ','Moderate','Strong','Significant','Possible','Complex','Possible','High','Moderate'
'AS269255                            ','Minimal','Weak',NULL,NULL,'Complex','Possible',NULL,'Minor'
'AS222551                            ','Minimal',NULL,NULL,'Possible','Complex','Identified','Low','Major'
'AS188217                            ','Moderate','Strong','Observed',NULL,NULL,'Identified','High','Minor'
'AS453811                            ','Moderate',NULL,'Significant','Strong',NULL,'Possible',NULL,'Minor'
'AS710285                            ','Moderate',NULL,'Significant','Strong',NULL,NULL,NULL,'Moderate'
'AS664916                            ','Minimal',NULL,'Observed','Possible','Simple','Possible','Low','Minor'
'AS943643                            ','Severe','Weak','Significant',NULL,'Simple','Identified',NULL,'Minor'
'AS217228                            ','Severe','Weak',NULL,'Strong',NULL,'Identified',NULL,'Major'
'AS750773                            ','Minimal','Weak','Observed',NULL,'Complex','Identified','Low','Moderate'
'AS433735                            ','Minimal','Weak','Significant',NULL,NULL,'Possible','Low','Moderate'
'AS859667                            ','Severe','Weak','Significant',NULL,'Complex','Identified','High','Major'
'AS212100                            ','Minimal','Weak',NULL,NULL,'Complex',NULL,NULL,'Minor'
'AS976636                            ','Moderate',NULL,'Observed','Possible','Simple',NULL,NULL,'Minor'
'AS730114                            ','Severe','Weak','Observed',NULL,'Simple',NULL,'Low','Minor'
'AS153945                            ','Severe','Strong',NULL,NULL,NULL,'Identified','Low','Moderate'
'AS877632                            ','Moderate',NULL,'Significant','Possible',NULL,'Identified','High','Major'
'AS844825                            ','Moderate','Weak','Significant','Possible','Simple','Possible','High','Major'
'AS962011                            ','Minimal',NULL,'Observed','Possible',NULL,'Possible','High','Major'
'AS704689                            ','Moderate','Weak','Observed','Strong','Complex',NULL,'Low','Minor'
'AS965454                            ','Minimal','Weak',NULL,'Strong','Simple','Identified',NULL,'Minor'
'AS471134                            ','Moderate','Strong',NULL,'Possible','Complex',NULL,'Low','Major'
'AS151090                            ','Moderate','Weak','Observed',NULL,'Complex','Identified','Low','Minor'
'AS868739                            ','Severe',NULL,'Observed','Possible',NULL,'Identified','High','Moderate'
'AS941441                            ','Severe','Weak','Observed','Strong',NULL,'Identified','High','Moderate'
'AS781356                            ','Moderate','Strong','Significant','Strong',NULL,'Possible','Low','Minor'
'AS335660                            ','Moderate',NULL,'Observed',NULL,'Simple','Identified',NULL,'Moderate'
'AS513973                            ','Minimal','Weak','Observed','Strong',NULL,'Identified','Low','Minor'
'AS493797                            ','Moderate','Weak',NULL,'Possible',NULL,'Possible','Low','Major'
'AS474437                            ','Minimal','Strong','Significant',NULL,'Complex','Identified','High','Major'
'AS260997                            ','Severe','Strong',NULL,NULL,NULL,'Identified','High','Moderate'
'AS797263                            ','Minimal',NULL,'Observed',NULL,'Simple','Possible','Low','Major'
'AS851651                            ','Moderate','Weak','Significant',NULL,'Complex','Identified','High','Major'
'AS711963                            ','Minimal','Weak','Observed','Possible',NULL,NULL,'Low','Minor'
'AS367558                            ','Severe','Strong',NULL,NULL,'Simple','Identified',NULL,'Moderate'
'AS221061                            ','Severe','Strong',NULL,'Strong','Simple','Identified',NULL,'Moderate'
'AS195508                            ','Minimal','Strong','Significant','Possible',NULL,NULL,NULL,'Moderate'
'AS532764                            ','Minimal','Weak','Significant','Strong','Simple','Possible','Low','Minor'
'AS814217                            ','Minimal',NULL,NULL,'Possible','Complex',NULL,'High','Minor'
'AS489501                            ','Severe','Weak',NULL,'Possible','Complex','Possible','Low','Moderate'
'AS310829                            ','Severe','Weak','Observed',NULL,NULL,'Identified','Low','Major'
'AS596586                            ','Moderate',NULL,'Observed','Strong',NULL,'Possible',NULL,'Moderate'
'AS445782                            ','Severe','Weak',NULL,'Strong',NULL,'Possible','Low','Minor'
'AS509638                            ','Moderate',NULL,NULL,'Strong','Complex','Identified',NULL,'Moderate'
'AS650033                            ','Severe','Strong','Significant','Possible','Complex','Identified',NULL,'Moderate'
'AS549725                            ','Minimal','Weak','Significant','Possible','Complex','Identified','Low','Moderate'
'AS635537                            ','Minimal',NULL,'Significant',NULL,'Simple',NULL,'High','Moderate'
'AS245295                            ','Severe','Weak',NULL,NULL,'Simple','Possible',NULL,'Moderate'
'AS129076                            ','Minimal','Strong',NULL,NULL,NULL,NULL,'High','Minor'
'AS372966                            ','Moderate',NULL,'Significant',NULL,NULL,'Possible',NULL,'Minor'
'AS835170                            ','Severe','Weak',NULL,NULL,NULL,'Possible','High','Major'
'AS786300                            ','Moderate','Weak','Observed',NULL,NULL,'Possible',NULL,'Major'
'AS455495                            ','Moderate','Strong',NULL,'Strong','Complex','Identified',NULL,'Moderate'
'AS807490                            ','Moderate','Strong','Observed','Strong',NULL,NULL,'High','Moderate'
'AS986382                            ','Moderate','Weak','Significant','Strong',NULL,'Identified','Low','Major'
'AS583979                            ','Moderate',NULL,'Significant','Possible',NULL,'Identified','High','Major'
'AS783526                            ','Severe',NULL,'Observed',NULL,'Simple','Identified','Low','Moderate'
'AS329795                            ','Severe','Strong','Observed','Strong','Simple','Possible','Low','Moderate'
'AS822467                            ','Minimal',NULL,NULL,'Strong',NULL,'Possible',NULL,'Major'
'AS864648                            ','Minimal','Weak',NULL,'Possible',NULL,'Identified','Low','Major'
'AS467565                            ','Moderate','Weak','Observed',NULL,'Simple','Identified','Low','Major'
'AS768992                            ','Severe','Strong','Significant','Possible','Complex','Identified',NULL,'Major'
'AS456634                            ','Minimal','Weak','Observed',NULL,'Complex','Identified','High','Major'
'AS752762                            ','Moderate','Strong','Significant','Possible',NULL,'Identified','Low','Moderate'
'AS728048                            ','Severe','Strong','Significant','Possible','Complex','Identified','High','Major'
'AS225339                            ','Moderate','Strong',NULL,NULL,'Simple','Possible',NULL,'Moderate'
'AS331582                            ','Moderate',NULL,'Significant',NULL,'Complex','Possible',NULL,'Moderate'
'AS333543                            ','Minimal','Weak','Observed','Strong',NULL,'Identified','Low','Moderate'
'AS296654                            ','Minimal','Strong',NULL,NULL,'Simple',NULL,'Low','Moderate'
'AS387936                            ','Minimal','Weak','Significant','Possible','Complex','Possible',NULL,'Major'
'AS332554                            ','Severe','Strong','Significant','Strong',NULL,'Possible',NULL,'Major'
'AS142850                            ','Severe',NULL,'Observed','Possible','Complex','Possible',NULL,'Minor'
'AS468162                            ','Moderate','Strong',NULL,NULL,NULL,NULL,'High','Moderate'
'AS549314                            ','Moderate',NULL,'Observed','Possible','Simple','Possible',NULL,'Minor'
'AS365308                            ','Severe',NULL,NULL,'Strong','Complex','Identified',NULL,'Minor'
'AS522188                            ','Minimal','Strong','Significant',NULL,NULL,NULL,'Low','Major'
'AS306920                            ','Minimal','Weak','Significant','Possible',NULL,'Identified','High','Minor'
'AS726379                            ','Minimal',NULL,'Significant',NULL,'Simple','Identified','Low','Minor'
'AS969379                            ','Minimal','Strong','Observed','Strong','Simple','Identified','High','Minor'
'AS628147                            ','Minimal',NULL,'Observed',NULL,'Simple','Possible','High','Moderate'
'AS973504                            ','Severe','Weak','Observed','Possible','Simple','Possible','Low','Moderate'
'AS698596                            ','Severe','Weak','Significant',NULL,'Complex','Possible','Low','Moderate'
'AS823515                            ','Minimal','Strong','Significant','Possible',NULL,'Possible','Low','Minor'
'AS362267                            ','Minimal','Weak','Observed','Strong',NULL,'Possible','High','Minor'
'AS651288                            ','Moderate','Strong',NULL,'Possible','Complex','Identified','High','Minor'
'AS732752                            ','Minimal','Weak',NULL,NULL,NULL,NULL,'Low','Major'
'AS342806                            ','Moderate','Strong','Significant','Possible','Simple',NULL,'High','Major'
'AS644319                            ','Severe','Strong','Significant','Strong','Complex',NULL,'Low','Major'
'AS979165                            ','Moderate','Strong','Significant','Possible','Complex',NULL,'High','Moderate'
'AS371495                            ','Minimal','Weak',NULL,'Strong','Complex',NULL,'High','Major'
'AS992341                            ','Severe','Strong',NULL,NULL,'Simple','Identified','High','Moderate'
'AS728787                            ','Minimal',NULL,NULL,'Possible','Complex',NULL,'Low','Moderate'
'AS944380                            ','Severe','Weak','Observed','Possible','Complex',NULL,'High','Moderate'
'AS410163                            ','Minimal','Weak','Observed','Possible','Simple','Possible','Low','Minor'
'AS835802                            ','Minimal',NULL,'Significant','Strong',NULL,NULL,'Low','Major'
'AS607267                            ','Moderate',NULL,NULL,'Strong','Complex','Identified',NULL,'Major'
'AS463297                            ','Minimal',NULL,'Significant','Strong',NULL,'Possible','Low','Minor'
'AS423076                            ','Severe','Strong',NULL,'Possible','Simple','Possible','High','Major'
'AS539368                            ','Severe','Strong','Significant','Strong','Complex','Possible','High','Major'
'AS588888                            ','Moderate','Weak','Significant','Strong','Simple',NULL,'High','Major'
'AS599763                            ','Severe',NULL,'Observed','Strong',NULL,'Possible',NULL,'Minor'
'AS201985                            ','Severe','Weak',NULL,'Possible','Simple',NULL,'High','Major'
'AS528065                            ','Minimal','Weak','Significant',NULL,'Simple',NULL,'High','Minor'
'AS219879                            ','Minimal','Weak','Significant',NULL,'Simple','Identified',NULL,'Major'
'AS267429                            ','Minimal','Weak','Significant','Strong',NULL,'Possible','High','Minor'
'AS920436                            ','Minimal','Strong',NULL,'Strong','Complex','Possible','Low','Minor'
'AS538899                            ','Moderate','Strong','Observed',NULL,'Simple',NULL,'High','Major'
'AS634066                            ','Minimal','Strong',NULL,NULL,'Complex','Identified','Low','Moderate'
'AS291075                            ','Minimal',NULL,NULL,'Strong','Complex','Possible','High','Moderate'
'AS761607                            ','Moderate',NULL,NULL,NULL,NULL,'Possible',NULL,'Major'
'AS381948                            ','Moderate',NULL,'Observed','Strong','Complex','Possible',NULL,'Moderate'
'AS809027                            ','Minimal','Weak','Significant','Possible','Simple','Possible',NULL,'Moderate'
'AS363585                            ','Minimal','Weak','Significant',NULL,NULL,'Identified',NULL,'Major'
'AS522696                            ','Moderate','Strong',NULL,'Possible',NULL,'Identified','Low','Moderate'
'AS727687                            ','Minimal','Strong','Significant','Possible',NULL,NULL,NULL,'Moderate'
'AS415237                            ','Moderate',NULL,NULL,'Strong',NULL,'Possible',NULL,'Moderate'
'AS970799                            ','Moderate','Weak','Significant','Strong','Simple',NULL,'High','Moderate'
'AS104801                            ','Severe',NULL,NULL,'Strong','Complex','Possible','Low','Major'
'AS403762                            ','Severe',NULL,'Significant',NULL,'Simple','Identified','Low','Moderate'
'AS195279                            ','Minimal','Strong',NULL,'Possible','Simple',NULL,NULL,'Moderate'
'AS437426                            ','Moderate','Weak','Significant',NULL,NULL,'Identified','Low','Moderate'
'AS992066                            ','Severe',NULL,'Observed','Strong','Complex',NULL,'Low','Major'
'AS962573                            ','Severe',NULL,'Observed','Possible',NULL,'Identified','Low','Minor'
'AS283202                            ','Moderate','Weak',NULL,'Possible','Simple','Possible',NULL,'Moderate'
'AS439705                            ','Moderate','Weak','Observed','Strong',NULL,NULL,NULL,'Minor'
'AS609806                            ','Severe','Weak','Observed','Strong','Complex','Possible',NULL,'Minor'
'AS213926                            ','Moderate',NULL,'Observed','Possible','Simple','Possible','Low','Major'
'AS661611                            ','Moderate','Weak',NULL,'Strong',NULL,NULL,'Low','Major'
'AS177908                            ','Moderate','Strong',NULL,'Strong','Simple',NULL,'Low','Major'
'AS248943                            ','Severe','Weak','Observed','Possible',NULL,NULL,NULL,'Major'
'AS558515                            ','Moderate',NULL,'Observed',NULL,NULL,NULL,'Low','Moderate'
'AS221604                            ','Moderate','Weak',NULL,'Strong',NULL,'Identified',NULL,'Moderate'
'AS737783                            ','Moderate',NULL,'Observed','Possible','Complex','Identified','Low','Moderate'
'AS626923                            ','Moderate',NULL,'Observed','Strong','Complex','Possible','Low','Minor'
'AS482515                            ','Minimal','Weak',NULL,'Possible',NULL,'Identified',NULL,'Moderate'
'AS334972                            ','Severe',NULL,'Significant',NULL,NULL,NULL,'High','Moderate'
'AS916637                            ','Minimal',NULL,NULL,'Possible','Simple','Possible','High','Minor'
'AS277574                            ','Moderate','Strong','Significant','Strong','Simple','Possible',NULL,'Major'
'AS112781                            ','Moderate',NULL,NULL,'Strong','Simple',NULL,'Low','Moderate'
'AS864169                            ','Minimal','Strong','Significant',NULL,'Simple',NULL,'High','Minor'
'AS555087                            ','Minimal','Strong','Significant',NULL,'Complex','Identified','Low','Moderate'
'AS493237                            ','Moderate',NULL,NULL,NULL,'Complex','Identified','High','Moderate'
'AS422427                            ','Severe',NULL,NULL,'Strong','Complex','Identified','High','Moderate'
'AS632255                            ','Minimal','Strong',NULL,'Possible','Complex','Identified',NULL,'Major'
'AS502414                            ','Moderate',NULL,NULL,'Possible','Simple',NULL,'Low','Major'
'AS552023                            ','Severe','Weak','Significant',NULL,NULL,'Possible',NULL,'Minor'
'AS405225                            ','Moderate',NULL,'Observed','Strong','Simple','Possible',NULL,'Major'
'AS627808                            ','Moderate',NULL,'Significant','Possible','Complex','Identified','High','Moderate'
'AS175545                            ','Moderate',NULL,'Observed',NULL,NULL,'Identified','High','Minor'
'AS332274                            ','Minimal','Strong',NULL,'Possible',NULL,'Possible',NULL,'Moderate'
'AS388427                            ','Moderate','Strong','Observed','Possible','Simple',NULL,'High','Minor'
'AS527922                            ','Minimal',NULL,NULL,'Possible',NULL,'Identified',NULL,'Moderate'
'AS960725                            ','Moderate',NULL,'Significant','Strong','Simple','Identified','High','Minor'
'AS380471                            ','Minimal','Weak','Observed','Possible',NULL,'Identified','Low','Minor'
'AS485294                            ','Moderate','Strong','Significant',NULL,'Complex','Possible','Low','Minor'
'AS472446                            ','Severe','Strong','Observed',NULL,NULL,'Possible','Low','Moderate'
'AS805539                            ','Minimal','Weak','Significant','Strong','Simple',NULL,'Low','Major'
'AS991804                            ','Moderate',NULL,'Significant',NULL,'Complex','Identified','High','Major'
'AS107292                            ','Moderate',NULL,'Observed',NULL,NULL,'Possible','Low','Major'
'AS942492                            ','Moderate','Weak','Significant','Strong','Simple','Identified',NULL,'Moderate'
'AS329753                            ','Minimal',NULL,'Observed','Possible',NULL,NULL,'Low','Major'
'AS983029                            ','Moderate','Strong',NULL,'Possible',NULL,'Possible','High','Major'
'AS122291                            ','Moderate',NULL,'Observed','Possible','Complex','Possible','High','Moderate'
'AS823359                            ','Severe',NULL,'Significant','Possible',NULL,'Identified','Low','Minor'
'AS485267                            ','Severe','Strong','Observed','Possible',NULL,NULL,NULL,'Major'
'AS781442                            ','Minimal','Weak','Significant','Strong',NULL,NULL,NULL,'Minor'
'AS594019                            ','Minimal','Weak','Observed',NULL,'Complex','Identified','High','Major'
'AS597370                            ','Severe',NULL,NULL,'Strong','Simple','Possible','High','Minor'
'AS213706                            ','Severe','Weak','Observed',NULL,NULL,'Identified','High','Major'
'AS493069                            ','Moderate','Strong','Observed',NULL,NULL,'Identified','Low','Moderate'
'AS633557                            ','Minimal',NULL,'Significant','Possible','Simple','Possible',NULL,'Minor'
'AS421080                            ','Moderate','Strong',NULL,'Strong','Simple','Possible','High','Major'
'AS963347                            ','Moderate',NULL,'Observed','Possible','Complex','Possible','Low','Major'
'AS737727                            ','Severe','Weak','Observed',NULL,'Complex','Possible','Low','Minor'
'AS120451                            ','Minimal',NULL,NULL,'Possible','Simple','Identified','High','Minor'
'AS142704                            ','Severe',NULL,NULL,'Strong','Complex','Identified','High','Moderate'
'AS772450                            ','Minimal','Strong','Observed','Strong','Simple','Identified','Low','Major'
'AS315100                            ','Severe',NULL,'Significant','Possible','Complex',NULL,'Low','Moderate'
'AS801094                            ','Minimal','Strong','Significant','Possible',NULL,NULL,'Low','Minor'
'AS177071                            ','Minimal',NULL,NULL,'Strong',NULL,'Possible','Low','Minor'
'AS485251                            ','Minimal',NULL,'Observed','Strong',NULL,'Possible',NULL,'Moderate'
'AS998976                            ','Moderate','Weak','Observed',NULL,NULL,'Possible','High','Major'
'AS750367                            ','Severe','Strong',NULL,'Strong','Complex','Identified',NULL,'Minor'
'AS603156                            ','Minimal',NULL,NULL,'Possible','Complex','Possible','High','Minor'
'AS829924                            ','Minimal',NULL,'Significant',NULL,'Complex',NULL,'Low','Major'
'AS287324                            ','Severe','Strong','Observed','Strong','Complex','Possible',NULL,'Moderate'
'AS858185                            ','Minimal','Weak',NULL,'Possible',NULL,NULL,'Low','Moderate'
'AS351612                            ','Severe',NULL,'Observed','Possible','Simple',NULL,NULL,'Minor'
'AS613327                            ','Minimal','Weak','Significant',NULL,NULL,'Identified',NULL,'Moderate'
'AS727293                            ','Moderate','Weak','Observed',NULL,'Complex',NULL,NULL,'Major'
'AS563686                            ','Minimal','Strong',NULL,'Strong',NULL,'Identified','Low','Moderate'
'AS707656                            ','Moderate','Strong',NULL,NULL,NULL,'Identified','High','Moderate'
'AS604563                            ','Severe','Weak','Observed','Strong','Simple','Possible',NULL,'Major'
'AS206986                            ','Minimal','Weak','Significant','Strong','Complex','Possible','Low','Minor'
'AS967474                            ','Moderate','Weak',NULL,'Possible','Simple',NULL,NULL,'Moderate'
'AS865019                            ','Moderate','Strong','Observed','Strong','Simple',NULL,'High','Moderate'
'AS944965                            ','Severe','Weak',NULL,'Possible','Complex',NULL,'Low','Moderate'
'AS476925                            ','Minimal','Weak','Significant','Possible','Complex','Identified','High','Moderate'
'AS196978                            ','Minimal',NULL,'Observed','Strong',NULL,'Possible',NULL,'Minor'
'AS784060                            ','Severe','Strong',NULL,NULL,NULL,'Possible',NULL,'Minor'
'AS421846                            ','Moderate',NULL,NULL,'Strong','Complex',NULL,'Low','Minor'
'AS276655                            ','Moderate','Strong','Observed','Possible','Simple',NULL,NULL,'Minor'
'AS948516                            ','Moderate','Weak','Significant','Strong','Simple','Possible','Low','Moderate'
'AS579727                            ','Moderate','Strong','Observed','Possible','Complex','Identified',NULL,'Major'
'AS633018                            ','Severe','Strong','Significant',NULL,NULL,NULL,NULL,'Moderate'
'AS414398                            ','Moderate',NULL,NULL,NULL,NULL,'Identified','Low','Major'
'AS195817                            ','Moderate','Strong',NULL,'Strong','Complex',NULL,NULL,'Minor'
'AS467089                            ','Minimal','Weak','Significant','Possible',NULL,'Possible','High','Moderate'
'AS568306                            ','Moderate',NULL,'Significant','Strong','Simple','Identified',NULL,'Minor'
'AS109943                            ','Minimal','Weak','Significant','Possible','Complex','Identified',NULL,'Moderate'
'AS420717                            ','Severe','Weak','Observed','Possible','Simple','Identified','Low','Major'
'AS828825                            ','Severe','Weak','Observed','Strong','Complex','Identified','High','Major'
'AS178942                            ','Moderate','Strong','Significant','Possible','Complex','Possible','High','Major'
'AS354213                            ','Severe',NULL,'Significant','Possible','Simple','Possible','Low','Major'
'AS646501                            ','Moderate',NULL,'Observed',NULL,NULL,'Identified','Low','Moderate'
