'AS598803                            ',341.1922,-79.0564,374019.88,5.39,3.41,'Star','Giant',28.67,41484,62.167,2.360,-2.849,3.79,293.63
'AS737653                            ',74.4144,-85.5080,260817.76,146.61,40.49,'Planet','Unknown',19.59,855,39.370,6.434,-1.510,8.25,177.28
'AS325673                            ',39.9775,-41.5704,791878.72,46.03,70.80,'Unknown','Dwarf',24.46,20202,9.415,13.682,-1.356,3.82,-937.41
'AS537065                            ',180.8331,52.8211,106919.09,132.67,86.24,'Galaxy','Unknown',14.51,25415,19.532,10.818,-1.462,9.32,-547.53
'AS191135                            ',117.2051,-80.2790,547624.77,214.98,10.20,'Planet','Dwarf',8.27,38065,94.198,0.048,-0.685,1.12,553.90
'AS778963                            ',174.5357,-2.2550,377797.52,203.28,64.60,'Unknown','Main Sequence',-24.24,44375,59.259,0.619,0.575,8.41,125.77
'AS197573                            ',339.0226,42.0645,642125.87,123.06,37.40,'Planet','Dwarf',18.68,33361,46.342,9.106,-1.380,7.96,773.91
'AS449926                            ',222.8598,3.2531,593896.08,143.21,-69.61,'Galaxy','Main Sequence',-24.28,32699,60.667,13.627,-0.469,8.99,648.03
'AS562374                            ',226.2458,54.4484,899815.50,254.30,56.79,'Star','Dwarf',-10.68,28249,50.846,3.375,-2.203,7.97,237.12
'AS917297                            ',347.8275,-7.1056,453542.23,250.95,-13.24,'Planet','Unknown',-1.89,5594,82.942,8.454,-1.562,1.73,-832.31
'AS510859                            ',86.5030,75.3723,360692.85,131.01,-12.13,'Galaxy','Giant',-8.33,15614,24.666,9.229,0.937,1.31,-173.78
'AS576630                            ',18.7412,-42.0852,469195.89,31.19,40.54,'Unknown','Giant',25.99,42826,25.529,5.566,-2.653,3.33,653.86
'AS810150                            ',76.8904,-20.7460,505781.08,222.24,11.51,'Star','Main Sequence',8.57,27857,80.890,1.281,-0.558,6.95,-234.40
'AS689919                            ',152.2119,32.9112,876334.21,240.45,-88.56,'Planet','Main Sequence',-17.94,10180,6.267,4.510,0.569,3.84,-595.94
'AS524156                            ',188.2078,-4.4877,651224.61,120.89,-2.09,'Galaxy','Giant',26.58,25613,7.279,3.759,-0.307,3.18,-443.43
'AS645424                            ',191.8163,27.4690,450794.60,171.57,-37.62,'Planet','Main Sequence',6.95,374,16.921,10.181,0.646,4.63,-884.88
'AS632950                            ',342.4819,85.4843,929054.55,21.50,55.16,'Galaxy','Giant',-18.03,16243,83.738,8.142,-0.275,8.30,445.63
'AS848546                            ',221.4803,23.9999,694944.37,65.07,-33.93,'Planet','Unknown',12.48,9294,73.532,7.624,-0.041,6.46,-911.95
'AS632441                            ',232.3590,-62.8317,422855.37,121.89,-48.68,'Unknown','Main Sequence',27.36,30649,92.747,1.728,-2.470,3.65,-840.51
'AS836751                            ',8.2458,62.1804,26884.20,82.26,-15.62,'Star','Main Sequence',-22.62,30999,44.554,1.890,-2.324,3.40,649.08
'AS321936                            ',273.9329,26.8966,399432.75,332.78,-14.15,'Unknown','Main Sequence',12.71,19658,14.098,8.078,-2.852,8.22,-494.61
'AS970559                            ',41.6295,70.6421,100208.24,159.65,28.50,'Galaxy','Giant',-9.05,11047,41.860,2.047,-2.037,3.38,-202.00
'AS111866                            ',166.5122,45.3356,885328.29,336.60,70.96,'Unknown','Unknown',19.23,25195,39.335,7.693,0.363,2.77,-741.04
'AS629140                            ',34.0224,-29.9679,548092.15,114.30,41.26,'Galaxy','Dwarf',24.70,3338,12.964,12.418,-2.417,9.24,871.02
'AS121813                            ',225.2515,-14.7200,81575.73,189.34,-24.36,'Galaxy','Unknown',-24.63,47266,27.560,12.733,-2.990,5.92,-445.11
'AS735433                            ',287.0191,0.3735,623691.85,139.03,-11.56,'Galaxy','Dwarf',-6.97,21713,3.401,7.422,-0.818,2.56,512.96
'AS999544                            ',38.1567,63.7047,35712.73,188.67,-81.80,'Unknown','Giant',-12.20,11071,80.044,11.545,0.915,0.38,435.66
'AS375965                            ',226.0106,-82.8248,572571.08,35.71,-10.64,'Unknown','Unknown',-11.06,39640,63.963,6.429,-0.467,0.98,-729.27
'AS339131                            ',198.1313,-51.8245,677900.93,138.49,7.91,'Unknown','Giant',15.99,25645,90.558,12.887,-2.722,2.33,728.42
'AS709763                            ',11.6745,-25.6721,812775.87,264.33,-14.16,'Unknown','Dwarf',27.02,27920,40.658,0.232,-2.486,9.24,395.48
'AS463824                            ',36.2634,-49.1321,37057.42,18.97,-17.78,'Galaxy','Unknown',-13.69,36739,85.631,12.368,-2.659,9.25,-282.24
'AS533741                            ',64.2597,-0.9749,745939.95,45.46,-73.79,'Unknown','Dwarf',22.46,11686,87.004,13.004,0.491,5.34,-433.30
'AS587378                            ',247.9854,-68.2148,758226.42,15.64,-26.48,'Galaxy','Unknown',27.42,37432,82.174,10.666,-2.160,9.70,-278.45
'AS658911                            ',66.8964,-29.5531,625713.80,353.16,-53.67,'Galaxy','Dwarf',-0.86,35894,42.110,7.383,0.773,9.34,666.24
'AS841320                            ',260.3298,-9.1127,271958.18,22.30,-86.06,'Planet','Dwarf',8.20,43973,61.724,5.999,-2.794,0.14,291.50
'AS189877                            ',314.9262,51.1490,376199.69,107.64,0.36,'Planet','Unknown',-26.10,49863,79.288,8.544,0.057,4.09,-197.04
'AS735368                            ',307.8804,-88.1624,227082.99,307.53,15.47,'Galaxy','Unknown',-4.44,3973,16.996,0.499,-2.019,7.58,-621.62
'AS269255                            ',4.6491,29.3005,120227.85,127.81,36.08,'Galaxy','Main Sequence',-26.75,40636,45.724,13.471,0.617,7.97,-878.66
'AS222551                            ',173.0407,72.3046,497146.53,142.27,-22.52,'Galaxy','Unknown',18.34,49109,32.818,5.378,0.024,7.54,-706.65
'AS188217                            ',116.8033,62.5634,464798.91,75.44,-57.10,'Galaxy','Dwarf',-19.05,13758,49.879,8.336,-1.816,4.98,-247.17
'AS453811                            ',124.4087,40.9760,434447.04,54.15,87.35,'Star','Unknown',26.96,26019,86.315,3.612,-1.167,2.67,-364.45
'AS710285                            ',243.5656,-77.0823,607545.96,347.54,72.51,'Star','Dwarf',-2.73,6654,75.566,10.170,-2.472,8.84,-816.54
'AS664916                            ',328.0163,57.5095,475639.97,55.95,79.89,'Unknown','Giant',-17.83,40038,80.490,4.047,-0.751,3.08,918.42
'AS943643                            ',342.5570,50.6122,810847.83,346.06,89.53,'Planet','Dwarf',2.24,45680,52.495,8.454,-2.962,6.23,-494.29
'AS217228                            ',340.3355,44.7789,415808.07,116.02,-27.79,'Unknown','Unknown',-23.51,35813,63.174,12.408,-1.200,0.74,-552.05
'AS750773                            ',203.1060,46.3403,44350.45,62.40,57.92,'Unknown','Main Sequence',3.59,994,31.172,2.669,-2.986,6.11,308.04
'AS433735                            ',47.1307,-50.4844,167978.50,96.75,-89.77,'Star','Unknown',13.13,12536,78.843,11.172,-0.586,8.84,292.78
'AS859667                            ',355.0922,-43.7384,556468.72,80.85,-28.28,'Star','Unknown',3.58,3583,43.919,11.218,-2.083,7.05,-85.20
'AS212100                            ',313.9384,19.7085,825388.99,234.25,-63.59,'Planet','Unknown',-10.30,11387,67.836,4.688,0.055,7.91,327.77
'AS976636                            ',217.0266,67.8854,958091.82,75.12,21.08,'Unknown','Dwarf',-13.84,18066,10.185,3.637,-2.567,7.47,652.62
'AS730114                            ',354.7083,9.9763,873944.77,127.68,59.91,'Planet','Giant',-18.21,47130,39.573,9.203,-0.048,0.96,212.76
'AS153945                            ',232.8244,63.2452,668994.10,176.82,-88.13,'Unknown','Giant',-9.70,5443,65.295,1.899,-2.688,9.95,367.70
'AS877632                            ',87.5993,-30.0963,841073.08,191.25,42.54,'Star','Giant',-4.65,27137,28.302,4.900,-1.439,7.60,-533.39
'AS844825                            ',163.7090,56.4605,189288.44,302.78,35.56,'Galaxy','Giant',-15.96,7440,20.476,5.094,0.689,2.35,109.87
'AS962011                            ',267.7129,-84.5639,386469.66,92.46,-52.88,'Unknown','Dwarf',13.84,9649,92.198,11.754,0.177,0.38,503.64
'AS704689                            ',251.1536,-67.0187,865332.36,67.64,75.75,'Unknown','Dwarf',12.98,6859,98.242,0.297,-2.343,6.07,476.71
'AS965454                            ',114.2547,60.6912,514746.23,71.45,34.15,'Star','Giant',-18.78,41864,11.372,12.695,-1.063,1.37,-83.50
'AS471134                            ',293.8221,83.6417,808592.41,146.34,-48.04,'Galaxy','Dwarf',13.78,23010,33.661,11.831,-1.631,1.75,292.66
'AS151090                            ',6.8044,23.7552,472951.15,160.24,26.51,'Star','Giant',26.86,19225,52.910,6.487,-1.366,0.22,-169.13
'AS868739                            ',210.3806,-52.1343,763639.97,214.90,-50.66,'Unknown','Unknown',5.05,22019,36.382,6.644,-2.317,7.70,-385.43
'AS941441                            ',215.3525,-64.7559,593365.15,219.99,-47.33,'Galaxy','Unknown',-8.28,6396,86.359,9.966,-2.149,9.63,631.77
'AS781356                            ',134.0548,12.2657,158317.20,249.41,73.80,'Star','Giant',23.26,47294,46.453,13.485,-2.288,6.16,-128.87
'AS335660                            ',141.3597,-37.3911,963886.91,126.16,-29.61,'Planet','Main Sequence',-10.60,11689,93.498,9.174,-2.973,9.78,392.43
'AS513973                            ',312.8428,65.4535,565345.65,118.82,16.00,'Unknown','Dwarf',5.65,17422,67.018,9.601,-0.453,6.09,103.34
'AS493797                            ',144.8917,51.3177,971038.98,87.20,-60.16,'Planet','Main Sequence',3.68,14696,22.955,5.329,-0.739,1.34,913.55
'AS474437                            ',287.5968,-22.9611,208666.74,54.41,-57.90,'Planet','Main Sequence',-16.67,19045,15.480,1.746,0.672,2.57,-65.45
'AS260997                            ',274.5167,-78.6535,425656.06,114.60,-43.39,'Unknown','Dwarf',-13.66,21125,96.787,1.053,-0.332,6.48,-588.53
'AS797263                            ',100.8237,-60.5563,825238.23,234.48,37.40,'Galaxy','Unknown',-17.34,10068,4.672,3.790,0.126,3.58,524.06
'AS851651                            ',279.1761,44.9641,718385.83,171.49,-65.33,'Unknown','Main Sequence',-2.22,21743,30.426,13.180,-1.552,0.92,-560.28
'AS711963                            ',56.0371,24.1051,608913.58,58.40,6.73,'Unknown','Dwarf',-8.75,19642,15.484,4.472,-2.022,3.68,-699.30
'AS367558                            ',26.2796,52.9177,495618.29,77.81,-80.49,'Galaxy','Unknown',16.23,43027,1.017,3.923,0.277,0.50,852.30
'AS221061                            ',52.6535,-33.1860,281056.94,134.72,-27.69,'Star','Unknown',6.15,1448,95.463,11.650,0.711,5.39,171.63
'AS195508                            ',180.8973,-70.7502,82342.13,98.16,67.47,'Planet','Giant',3.06,20160,56.803,8.315,-0.094,4.51,-956.43
'AS532764                            ',176.0711,31.0668,589526.14,91.11,-22.91,'Unknown','Unknown',17.42,16251,7.260,12.477,-2.778,1.12,-607.79
'AS814217                            ',275.6692,19.0234,814796.53,29.67,9.89,'Planet','Giant',10.70,35363,41.137,1.470,-1.652,1.94,-131.78
'AS489501                            ',270.1673,25.2779,642855.75,24.45,43.23,'Unknown','Unknown',9.35,7424,37.568,9.020,0.191,6.03,198.32
'AS310829                            ',23.3249,-13.3780,14130.28,315.27,80.31,'Unknown','Dwarf',-14.86,37552,50.979,11.841,0.067,3.87,600.31
'AS596586                            ',300.4589,63.0503,630650.04,285.33,-47.53,'Galaxy','Main Sequence',9.76,10763,87.110,4.623,0.233,1.21,-440.27
'AS445782                            ',26.0633,-57.9158,563809.34,258.39,10.50,'Star','Dwarf',-25.75,47225,32.819,3.114,0.673,9.91,754.96
'AS509638                            ',12.2331,-53.4669,901988.36,331.02,-50.36,'Planet','Dwarf',3.69,12358,13.702,13.251,-2.883,5.91,778.59
'AS650033                            ',139.3039,-35.1771,597913.92,112.79,35.35,'Planet','Main Sequence',14.29,27738,68.750,4.062,-1.221,5.97,-678.71
'AS549725                            ',112.6960,-48.8645,449462.66,277.28,9.31,'Planet','Main Sequence',-22.92,28535,52.058,7.917,0.089,6.89,344.75
'AS635537                            ',208.6933,-81.4102,819874.09,340.37,-32.16,'Unknown','Dwarf',-7.58,42356,56.070,5.502,-1.984,5.27,-606.11
'AS245295                            ',27.9686,-44.2422,888622.06,50.20,-66.08,'Unknown','Main Sequence',28.79,13881,0.634,5.950,0.002,1.28,-303.17
'AS129076                            ',197.3812,-16.0721,452330.72,39.12,-86.86,'Galaxy','Main Sequence',14.98,30267,36.477,8.618,-0.541,6.64,-544.51
'AS372966                            ',182.0026,-2.0665,76866.44,204.76,-33.85,'Star','Main Sequence',7.68,20155,4.750,2.435,-0.689,9.25,400.11
'AS835170                            ',236.4812,-34.2805,50720.76,41.73,-23.24,'Planet','Main Sequence',21.97,14194,51.704,4.432,-2.317,5.79,486.84
'AS786300                            ',61.9586,14.1460,714356.49,164.37,-68.34,'Galaxy','Dwarf',-0.21,18146,42.106,6.850,-0.355,6.34,714.98
'AS455495                            ',13.1768,0.9764,964367.21,307.98,60.34,'Planet','Dwarf',25.34,13996,20.719,9.323,-2.951,2.64,303.16
'AS807490                            ',39.9463,-28.8435,254513.28,326.42,42.14,'Star','Dwarf',-17.92,6236,73.126,4.260,-0.348,4.84,-268.88
'AS986382                            ',204.7354,78.1179,118131.89,37.51,-27.12,'Galaxy','Giant',-19.50,25885,0.179,1.992,-1.243,4.65,-250.16
'AS583979                            ',332.3573,-29.8155,899759.37,316.79,17.27,'Galaxy','Giant',20.15,26828,47.866,2.448,-0.080,0.49,370.02
'AS783526                            ',96.0972,-68.1823,563299.54,27.93,-82.84,'Planet','Giant',19.54,3388,87.290,2.549,-0.117,7.39,176.56
'AS329795                            ',180.0150,54.7288,56290.87,99.41,-13.00,'Galaxy','Unknown',29.38,29458,84.731,7.789,-1.316,8.55,-986.33
'AS822467                            ',6.6898,-25.8233,619117.89,187.11,-25.30,'Unknown','Giant',22.67,15310,19.613,6.343,-1.570,6.84,-857.99
'AS864648                            ',216.8661,62.4441,650197.32,275.40,-14.19,'Planet','Unknown',1.36,35254,62.954,11.930,-0.820,1.90,-824.22
'AS467565                            ',45.0055,9.9611,354455.22,343.99,-24.30,'Star','Dwarf',-1.28,17851,9.118,5.452,-2.280,2.20,-812.65
'AS768992                            ',290.9539,-13.3765,103057.84,228.67,24.54,'Galaxy','Main Sequence',-0.90,24832,70.335,9.502,-2.547,5.73,-0.63
'AS456634                            ',210.6022,-83.5386,359144.04,315.92,62.76,'Unknown','Dwarf',-23.44,14728,39.791,4.263,-2.405,2.77,420.21
'AS752762                            ',182.6394,-63.4889,711462.88,116.67,44.49,'Unknown','Giant',3.89,22515,56.008,0.077,-2.524,6.98,857.83
'AS728048                            ',299.8892,-86.0394,360392.69,67.07,-3.23,'Unknown','Giant',-6.23,29454,97.231,9.808,-1.710,7.03,-786.21
'AS225339                            ',233.9559,21.7594,666650.08,97.62,70.07,'Star','Giant',9.98,41232,97.443,5.719,-2.491,3.20,165.83
'AS331582                            ',196.2933,-11.9510,867241.37,178.21,73.78,'Star','Dwarf',27.31,5089,19.799,1.869,-0.987,6.89,130.88
'AS333543                            ',342.2384,35.9619,758369.53,296.77,-2.30,'Galaxy','Unknown',11.71,31687,92.391,5.198,-2.986,9.44,209.54
'AS296654                            ',225.7822,66.2375,990549.27,181.17,-43.18,'Unknown','Main Sequence',0.28,23367,37.076,4.671,-0.589,3.09,-42.82
'AS387936                            ',37.2338,40.4244,931931.13,80.67,70.11,'Star','Giant',-18.02,11308,24.311,1.992,-2.929,9.88,798.56
'AS332554                            ',233.5226,33.9632,313442.43,327.14,72.72,'Star','Giant',-24.95,1740,78.508,8.158,-1.421,5.22,580.88
'AS142850                            ',107.8563,-86.7854,519009.99,266.89,-47.15,'Galaxy','Giant',-26.32,22782,64.328,5.402,-0.837,4.56,340.36
'AS468162                            ',209.2515,28.0067,622303.16,70.18,-6.61,'Galaxy','Dwarf',11.99,17628,25.331,4.180,-0.292,7.02,728.94
'AS549314                            ',108.6950,8.2482,43328.48,214.18,74.91,'Planet','Giant',-6.29,27467,33.964,8.773,-1.738,3.80,869.09
'AS365308                            ',284.2900,29.8020,1939.91,316.04,17.91,'Galaxy','Giant',27.98,47108,34.707,9.380,-2.671,8.39,122.62
'AS522188                            ',337.9248,-89.8583,900030.67,99.25,73.29,'Star','Giant',6.97,3036,97.355,2.204,-2.098,1.81,-764.13
'AS306920                            ',188.7376,77.2549,559656.57,228.06,46.70,'Planet','Dwarf',-9.93,2601,27.159,4.903,-1.068,9.95,295.35
'AS726379                            ',59.9804,54.7935,959006.30,333.54,84.04,'Star','Giant',-11.68,33494,0.930,8.009,-0.566,2.45,-365.17
'AS969379                            ',67.9680,-32.6873,41222.83,116.65,38.94,'Galaxy','Main Sequence',-10.45,44902,81.740,10.782,-1.425,4.81,178.34
'AS628147                            ',287.1668,-55.7932,519076.21,67.12,-48.28,'Planet','Dwarf',-4.14,7893,53.589,1.176,-0.191,7.03,916.70
'AS973504                            ',1.3438,-20.4109,176003.01,169.03,-36.22,'Galaxy','Dwarf',-9.45,15762,79.260,7.058,0.841,6.69,-198.26
'AS698596                            ',345.0288,-88.8075,708344.60,243.15,51.97,'Star','Main Sequence',-24.02,17080,38.714,13.613,0.885,0.90,-253.03
'AS823515                            ',170.5227,-89.6933,478048.96,277.08,-5.06,'Planet','Unknown',-6.23,46787,23.799,4.303,-1.021,2.92,663.42
