'AS343760                            ',0.4910,0.2570,0.1920,0.8560,0.209,0.4400,0.87,0.417,0.1
'AS214018                            ',0.5380,0.8990,0.4860,-0.2600,0.065,0.3020,0.30,0.776,0.1
'AS700783                            ',0.0160,0.8890,0.2430,0.2780,0.883,0.7490,0.91,0.338,0.8
'AS406588                            ',0.0500,0.4190,0.9800,0.1100,0.362,0.7960,0.43,0.903,0.4
'AS510014                            ',0.2730,0.5130,0.9640,-0.7420,0.834,0.9460,0.58,0.125,0.4
'AS697204                            ',0.1790,0.2200,0.1470,0.6930,0.872,0.4490,0.11,0.561,0.3
'AS201832                            ',0.7980,0.2490,0.4420,-0.9770,0.509,0.5780,0.42,0.639,0.5
'AS312954                            ',0.0930,0.3950,0.6370,-0.5930,0.108,0.0680,0.53,0.185,0.2
'AS575517                            ',0.3480,0.3200,0.2640,0.1810,0.61,0.5990,0.43,0.757,0.1
'AS321986                            ',0.3590,0.4570,0.7170,0.0360,0.884,0.0680,0.39,0.007,0.5
'AS242750                            ',0.4650,0.6110,0.3070,-0.6270,0.111,0.7830,0.52,0.268,0.6
'AS374566                            ',0.2000,0.1120,0.3400,-0.3030,0.374,0.1350,0.20,0.223,0.8
'AS891348                            ',0.0450,0.3240,0.3920,-0.2400,0.478,0.0320,0.68,0.607,0.9
'AS181428                            ',0.8660,0.9220,0.3290,-0.7730,0.657,0.5060,0.02,0.754,0.6
'AS781163                            ',0.8180,0.6880,0.5900,0.2200,0.456,0.0490,0.19,0.303,0.2
'AS980420                            ',0.5510,0.8790,0.6510,-0.7860,0.541,0.5110,0.85,0.113,0.9
'AS563918                            ',0.1800,0.4950,0.5810,0.8750,0.588,0.4480,0.81,0.649,0.4
'AS952058                            ',0.7510,0.1470,0.7200,-0.1970,0.115,0.8990,0.01,0.427,0.9
'AS361503                            ',0.4410,0.5760,0.3750,-0.8840,0.705,0.6770,0.13,0.575,0.9
'AS268297                            ',0.0290,0.4380,0.1080,0.2210,0.689,0.8500,0.38,0.312,0.3
'AS593950                            ',0.8280,0.1220,0.3880,-0.4320,0.84,0.9480,0.84,0.611,0.7
'AS652583                            ',0.4010,0.1020,0.7380,-0.5300,0.071,0.2690,0.68,0.680,0.2
'AS425343                            ',0.5030,0.1670,0.1830,0.3550,0.371,0.6900,0.10,0.644,0.7
'AS953567                            ',0.5910,0.1910,0.3770,0.6970,0.962,0.0560,0.09,0.601,0.6
'AS156596                            ',0.5130,0.0250,0.9330,-0.3120,0.03,0.3940,0.92,0.170,0.8
'AS971593                            ',0.3810,0.2630,0.0650,0.4350,0.933,0.7400,0.32,0.646,0.4
'AS428530                            ',0.4240,0.8150,0.0410,0.4610,0.804,0.4680,0.27,0.033,0.5
'AS448862                            ',0.6420,0.6450,0.2830,-0.4040,0.666,0.5830,0.05,0.643,0.5
'AS666626                            ',0.7500,0.9740,0.3930,0.4520,0.848,0.0710,0.17,0.382,0.4
'AS347318                            ',0.3360,0.0090,0.1950,0.8030,0.624,0.0860,0.26,0.978,0.4
'AS720545                            ',0.9930,0.7360,0.4220,0.9420,0.474,0.6920,0.27,0.283,0.5
'AS566113                            ',0.2570,0.8340,0.7450,-0.0280,0.993,0.5200,0.43,0.646,0.7
'AS512920                            ',0.4590,0.1580,0.7370,0.8090,0.756,0.6230,0.48,0.191,1.0
'AS706635                            ',0.3960,0.0080,0.1460,0.7130,0.002,0.5910,0.85,0.793,0.5
'AS627262                            ',0.3590,0.2120,0.9790,-0.6540,0.022,0.6990,0.84,0.116,0.1
'AS620985                            ',0.0910,0.5780,0.6670,-0.1570,0.958,0.4300,0.25,0.103,0.2
'AS538726                            ',0.7900,0.1570,0.4740,0.4940,0.428,0.3370,0.64,0.965,0.6
'AS644527                            ',0.7730,0.1780,0.6530,-0.7160,0.061,0.9260,0.21,0.113,0.3
'AS485640                            ',0.8890,0.5750,0.4230,0.1620,0.734,0.7020,0.76,0.678,0.4
'AS394221                            ',0.0090,0.7130,0.5440,0.0540,0.971,0.0440,0.48,0.779,0.5
'AS818297                            ',0.5890,0.7060,0.7760,0.8610,0.049,0.6600,0.74,0.781,0.4
'AS497261                            ',0.1120,0.9390,0.3120,-0.4380,0.037,0.9260,0.28,0.208,0.4
'AS707579                            ',0.1470,0.1460,0.3890,0.1280,0.965,0.3440,0.90,0.956,0.4
'AS914768                            ',0.9980,0.4150,0.5710,-0.4300,0.045,0.3780,0.74,0.247,0.8
'AS463299                            ',0.6500,0.5610,0.3380,-0.4220,0.495,0.9930,0.03,0.982,0.0
'AS541265                            ',0.4930,0.8930,0.3320,-0.3300,0.073,0.9350,0.70,0.974,0.9
'AS702460                            ',0.7130,0.9300,0.9620,0.9610,0.972,0.6580,0.79,0.108,0.1
'AS105071                            ',0.8750,0.0130,0.4300,0.7860,0.673,0.2260,0.40,0.267,0.3
'AS965020                            ',0.3690,0.4600,0.1440,0.8510,0.156,0.9680,0.43,0.178,0.6
'AS252225                            ',0.2480,0.3120,0.7380,-0.7160,0.78,0.3820,0.45,0.567,0.6
'AS477916                            ',0.9200,0.4270,0.2830,-0.9710,0.249,0.7570,0.64,0.841,1.0
'AS737248                            ',0.8720,0.4770,0.5930,-0.2520,0.221,0.4910,0.74,0.014,0.1
'AS263354                            ',0.6280,0.5830,0.5420,0.6740,0.728,0.8390,0.94,0.433,0.3
'AS156261                            ',0.1260,0.9330,0.8660,0.1570,0.091,0.8170,0.57,0.733,0.7
'AS598803                            ',0.0440,0.6700,0.8090,-0.3180,0.555,0.0780,0.19,0.769,0.7
'AS737653                            ',0.0700,0.6320,0.8500,0.2470,0.223,0.4320,0.65,0.234,0.9
'AS325673                            ',0.0390,0.2620,0.1370,-0.5280,0.907,0.6880,0.44,0.242,0.0
'AS537065                            ',0.2580,0.1860,0.5110,-0.6400,0.846,0.4290,0.71,0.017,0.2
'AS191135                            ',0.7310,0.9240,0.6980,0.9580,0.384,0.5960,0.65,0.045,0.2
'AS778963                            ',0.7160,0.0950,0.4770,0.9500,0.58,0.5070,0.51,0.352,0.1
'AS197573                            ',0.8930,0.5270,0.7840,0.1620,0.202,0.6350,0.86,0.451,0.1
'AS449926                            ',0.0930,0.4460,0.7970,0.6470,0.44,0.3690,0.05,0.987,0.2
'AS562374                            ',0.2090,0.3590,0.6590,0.2610,0.845,0.0600,0.41,0.964,0.3
'AS917297                            ',0.9110,0.2830,1.0000,-0.4650,0.591,0.5940,0.34,0.802,0.3
'AS510859                            ',0.4390,0.4980,0.7660,0.7260,0.879,0.2580,0.22,0.539,0.2
'AS576630                            ',0.7000,0.3210,0.4130,-0.5520,0.4,0.4400,0.88,0.362,0.4
'AS810150                            ',0.1730,0.5870,0.8450,0.5280,0.986,0.1480,0.96,0.678,1.0
'AS689919                            ',0.7570,0.6470,0.5470,-0.6380,0.081,0.9730,0.79,0.619,0.9
'AS524156                            ',0.8930,0.9760,0.8710,-0.3760,0.356,0.4430,0.98,0.143,0.8
'AS645424                            ',0.5780,0.1370,0.4010,0.2500,0.452,0.6660,0.27,0.718,0.3
'AS632950                            ',0.2350,0.2880,0.5420,0.7770,0.614,0.9820,0.84,0.859,0.1
'AS848546                            ',0.2340,0.3250,0.7960,-0.1890,0.511,0.6630,0.01,0.353,0.3
'AS632441                            ',0.1080,0.6150,0.4890,-0.5830,0.182,0.2680,0.61,0.042,0.7
'AS836751                            ',0.0860,0.9520,0.7340,-0.3730,0.402,0.9260,0.08,0.744,0.4
'AS321936                            ',0.3910,0.8790,0.7650,0.0480,0.952,0.6490,0.18,0.736,0.0
'AS970559                            ',0.6030,0.8230,0.7950,0.4030,0.489,0.7460,0.33,0.578,0.8
'AS111866                            ',0.2060,0.8300,0.9920,-0.4530,0.284,0.0100,0.71,0.614,0.4
'AS629140                            ',0.4340,0.0740,0.1250,0.7790,0.064,0.1590,0.89,0.196,0.0
'AS121813                            ',0.0100,0.6040,0.3410,0.6040,0.366,0.7390,0.17,0.138,0.3
'AS735433                            ',0.9930,0.6530,0.6420,0.1680,0.073,0.8750,0.76,0.739,0.3
'AS999544                            ',0.7600,0.2430,0.4910,0.6080,0.587,0.0820,0.18,0.816,0.3
'AS375965                            ',0.9570,0.6500,0.4010,0.1190,0.491,0.3860,0.66,0.712,0.6
'AS339131                            ',0.7330,0.5110,0.8710,-0.1240,0.92,0.6710,0.17,0.442,0.1
'AS709763                            ',0.5330,0.7640,0.0990,-0.0790,0.147,0.6350,0.91,0.209,0.8
'AS463824                            ',0.8970,0.2990,0.2730,0.5550,0.571,0.2240,0.08,0.637,0.1
'AS533741                            ',0.2330,0.2100,0.6580,-0.0900,0.966,0.6060,0.25,0.550,0.7
'AS587378                            ',0.9710,0.5510,0.8470,-0.9760,0.459,0.3750,0.94,0.816,0.1
'AS658911                            ',0.0880,0.8010,0.0280,-0.8800,0.548,0.2060,1.00,0.593,0.6
'AS841320                            ',0.2070,0.8710,0.7750,-0.1310,0.075,0.0210,0.36,0.309,0.8
'AS189877                            ',0.7870,0.0350,0.8790,-0.4610,0.542,0.7540,0.23,0.668,0.5
'AS735368                            ',0.9730,0.5920,0.2510,-0.2890,0.555,0.9710,0.82,0.263,0.6
'AS269255                            ',0.3030,0.8120,0.2890,-0.1620,0.788,0.6700,0.04,0.087,0.2
'AS222551                            ',0.4100,0.4950,0.6610,0.4480,0.334,0.5730,0.49,0.454,0.3
'AS188217                            ',0.7390,0.4010,0.9910,0.1370,0.851,0.4200,0.15,0.817,0.7
'AS453811                            ',0.0600,0.6360,0.7730,-0.1930,0.107,0.3770,0.26,0.689,0.4
'AS710285                            ',0.1110,0.3200,0.6270,-0.5610,0.237,0.8580,0.13,0.080,0.9
'AS664916                            ',0.1560,0.8300,0.5850,0.8580,0.872,0.5270,0.18,0.097,0.4
'AS943643                            ',0.9970,0.3690,0.2880,0.7520,0.304,0.1020,0.55,0.395,0.3
'AS217228                            ',0.1180,0.7100,0.3200,-0.3890,0.713,0.0330,0.51,0.719,0.8
'AS750773                            ',0.9450,0.0010,0.8780,0.2000,0.034,0.4650,0.52,0.875,0.4
'AS433735                            ',0.2720,0.7390,0.3550,0.5890,0.29,0.2680,0.00,0.963,0.1
'AS859667                            ',0.1690,0.6780,0.4990,0.3340,0.735,0.3400,0.68,0.217,0.0
'AS212100                            ',0.1940,0.8520,0.0470,-0.2980,0.625,0.1050,0.63,0.247,0.1
'AS976636                            ',0.7230,0.6220,0.7950,-0.7370,0.179,0.4560,0.76,0.783,0.5
'AS730114                            ',0.4310,0.1980,0.9710,-0.8470,0.808,0.1160,0.80,0.605,0.1
'AS153945                            ',0.3820,0.1520,0.2490,0.7950,0.176,0.8830,0.02,0.276,0.2
'AS877632                            ',0.8200,0.0160,0.9580,-0.1980,0.286,0.5060,0.85,0.700,0.5
'AS844825                            ',0.3830,0.9260,0.1030,-0.5690,0.722,0.7700,0.01,0.627,0.9
'AS962011                            ',0.6390,0.6350,0.8100,-0.5080,0.445,0.8770,0.20,0.025,0.5
'AS704689                            ',0.1180,0.0740,0.1130,-0.9880,0.302,0.1960,0.58,0.086,0.8
'AS965454                            ',0.6420,0.7550,0.5310,-0.0310,0.248,0.4970,0.68,0.058,0.5
'AS471134                            ',0.5900,0.2760,0.3850,-0.8290,0.935,0.7730,0.24,0.702,0.4
'AS151090                            ',0.3070,0.7000,0.9300,0.6620,0.797,0.0560,0.50,0.566,0.3
'AS868739                            ',0.3570,0.2800,0.3780,-0.7420,0.608,0.3340,0.60,0.864,0.0
'AS941441                            ',0.8970,0.5900,0.2690,0.3550,0.103,0.9420,0.33,0.853,0.5
'AS781356                            ',0.3880,0.8050,0.0390,-0.3570,0.013,0.2710,0.15,0.192,0.2
'AS335660                            ',0.9550,0.3660,0.2230,-0.1020,0.809,0.0610,0.11,0.768,0.0
'AS513973                            ',0.1420,0.6430,0.8730,-0.6450,0.368,0.7670,0.34,0.358,0.8
'AS493797                            ',0.9710,0.3990,0.5860,-0.8060,0.555,0.8270,0.31,0.169,0.5
'AS474437                            ',0.3750,0.9170,0.8660,0.5420,0.087,0.1940,0.21,0.732,0.2
'AS260997                            ',0.4150,0.4750,0.7630,0.8590,0.414,0.0190,0.33,0.486,0.0
'AS797263                            ',0.8450,0.8810,0.2310,-0.3680,0.084,0.6750,0.86,0.939,0.7
'AS851651                            ',0.7410,0.0240,0.8500,-0.9890,0.099,0.6670,0.78,0.322,0.6
'AS711963                            ',0.7760,0.9480,0.2400,-0.0870,0.391,0.2490,0.08,0.750,0.7
'AS367558                            ',0.0300,0.6540,0.3330,-0.5370,0.821,0.0010,0.84,0.961,0.2
'AS221061                            ',0.6520,0.3910,0.3700,-0.3300,0.311,0.4190,0.08,0.599,0.3
'AS195508                            ',0.3560,0.2870,0.8030,0.3220,0.59,0.9830,0.40,0.969,0.6
'AS532764                            ',0.6420,0.5740,0.2910,-0.6670,0.157,0.7240,0.23,0.222,0.4
'AS814217                            ',0.2020,0.1160,0.2400,-0.6130,0.007,0.0090,0.60,0.560,0.2
'AS489501                            ',0.6780,0.2610,0.0090,0.1900,0.83,0.8080,0.24,0.888,0.7
'AS310829                            ',0.0320,0.2440,0.2580,-0.8350,0.397,0.9020,0.60,0.022,0.5
'AS596586                            ',0.2490,0.1600,0.5510,0.3870,0.042,0.1380,0.33,0.760,0.4
'AS445782                            ',0.9160,0.8870,0.4990,-0.6490,0.648,0.9800,0.50,0.367,0.0
'AS509638                            ',0.1190,0.4360,0.2050,-0.6030,0.965,0.0840,0.60,0.675,0.6
'AS650033                            ',0.0900,0.7490,0.9630,0.1740,0.746,0.4140,0.36,0.002,0.7
'AS549725                            ',0.6070,0.9160,0.2580,0.6380,0.674,0.4140,0.35,0.482,0.3
'AS635537                            ',0.4970,0.3160,0.5840,0.6600,0.729,0.7460,0.87,0.718,0.1
'AS245295                            ',0.9550,0.8960,0.6330,-0.2020,0.089,0.8330,0.06,0.817,0.4
'AS129076                            ',0.2790,0.7670,0.7370,0.4720,0.682,0.7220,0.81,0.603,0.0
'AS372966                            ',0.9100,0.6620,0.0860,0.1160,0.296,0.9890,0.85,0.895,0.7
'AS835170                            ',0.1720,0.3940,0.5290,0.3350,0.238,0.3900,0.29,0.523,0.9
'AS786300                            ',0.0760,0.8500,0.9490,-0.7940,0.96,0.6220,0.95,0.366,0.2
'AS455495                            ',0.3670,0.9010,0.9810,-0.0320,0.161,0.3050,0.64,0.137,0.7
'AS807490                            ',0.7910,0.4220,0.6780,-0.2390,0.32,0.0710,0.10,0.817,0.0
'AS986382                            ',0.3230,0.7580,0.8550,0.1690,0.916,0.0640,0.26,0.084,0.4
'AS583979                            ',0.4870,0.4580,0.7720,-0.2740,0.884,0.7080,0.03,0.175,0.9
'AS783526                            ',0.9540,0.4140,0.2390,-0.7470,0.623,0.4910,0.95,0.933,0.9
'AS329795                            ',0.1370,0.0050,0.4630,-0.5220,0.576,0.2350,0.03,0.958,0.3
'AS822467                            ',0.4170,0.3900,0.5750,-0.0030,0.478,0.6850,0.40,0.746,0.3
'AS864648                            ',0.0030,0.1500,0.7210,0.7790,0.682,0.2180,0.91,0.587,0.3
'AS467565                            ',0.9690,0.8840,0.8550,-0.1000,0.119,0.9200,0.25,0.219,0.5
'AS768992                            ',0.8060,0.5770,0.4830,-0.3510,0.127,0.9120,0.36,0.790,0.1
'AS456634                            ',0.4980,0.9150,0.3720,-0.3160,0.043,0.5260,0.54,0.852,0.2
'AS752762                            ',0.3240,0.3970,0.6990,0.5060,0.54,0.2880,0.46,0.338,0.2
'AS728048                            ',0.4030,0.5090,0.9580,-0.8730,0.895,0.7800,0.63,0.444,0.1
'AS225339                            ',0.8200,0.5840,0.3080,0.5980,0.397,0.6450,0.07,0.588,0.1
'AS331582                            ',0.9670,0.9400,0.5090,0.3770,0.008,0.0180,0.13,0.511,0.3
'AS333543                            ',0.5500,0.6010,0.8160,0.1840,0.466,0.8390,0.84,0.493,1.0
'AS296654                            ',0.9220,0.5280,0.4460,0.6250,0.152,0.3870,0.82,0.596,0.8
'AS387936                            ',0.4150,0.4790,0.9210,0.0210,0.952,0.9620,0.34,0.215,0.8
'AS332554                            ',0.4820,0.7150,0.8860,-0.3730,0.295,0.0910,0.97,0.838,0.5
'AS142850                            ',0.4940,0.8900,0.1360,0.3410,0.616,0.4280,0.05,0.382,0.7
'AS468162                            ',0.2470,0.8990,0.8760,0.0870,0.198,0.6830,0.87,0.365,0.5
'AS549314                            ',0.0010,0.1380,0.1410,0.7260,0.075,0.1670,0.32,0.526,0.9
'AS365308                            ',0.4500,0.5820,0.0080,-0.3080,0.356,0.3970,0.21,0.130,0.1
'AS522188                            ',0.1900,0.5350,0.7870,-0.8780,0.591,0.7880,0.08,0.581,0.7
'AS306920                            ',0.3610,0.9560,0.7220,0.2070,0.89,0.0020,0.35,0.362,0.1
'AS726379                            ',0.6310,0.5970,0.9840,-0.4130,0.13,0.2560,0.00,0.923,0.7
'AS969379                            ',0.3300,0.3660,0.8410,-0.2740,0.972,0.2570,0.89,0.999,0.9
'AS628147                            ',0.4120,0.0240,0.4220,-0.3290,0.91,0.0880,0.13,0.341,0.4
'AS973504                            ',0.4860,0.7200,0.0750,-0.3130,0.1,0.4730,1.00,0.468,0.6
'AS698596                            ',0.3670,0.4060,0.1970,0.6060,0.773,0.6330,0.20,0.816,0.7
'AS823515                            ',0.7870,0.4390,0.3060,-0.3620,0.013,0.6180,0.57,0.348,0.9
'AS362267                            ',0.0050,0.8260,0.6100,-0.3110,0.217,0.3250,0.28,0.382,0.1
'AS651288                            ',0.1370,0.0630,0.8380,0.8450,0.392,0.1470,0.97,0.255,0.2
'AS732752                            ',0.0710,0.6900,0.7380,0.0230,0.826,0.4970,0.75,0.503,0.7
'AS342806                            ',0.9170,0.1050,0.5980,0.8000,0.158,0.9420,0.17,0.708,0.0
'AS644319                            ',0.6860,0.0620,0.3310,0.6220,0.586,0.8470,0.21,0.509,0.2
'AS979165                            ',0.7610,0.6620,0.0120,0.5130,0.577,0.0620,0.22,0.304,0.5
'AS371495                            ',0.7100,0.7970,0.7470,-0.0910,0.95,0.9490,0.22,0.918,0.0
'AS992341                            ',0.5180,0.3730,0.0050,0.8370,0.861,0.6760,0.09,0.904,0.7
'AS728787                            ',0.5640,0.2040,0.3960,0.1510,0.315,0.6420,0.94,0.614,0.5
'AS944380                            ',0.5730,0.1500,0.7210,0.7670,0.701,0.5150,0.44,0.854,0.3
'AS410163                            ',0.8210,0.4500,0.5740,0.0390,0.51,0.2780,0.68,0.159,0.1
'AS835802                            ',0.5160,0.4530,0.5970,-0.6210,0.547,0.7620,0.43,0.395,0.8
'AS607267                            ',0.3250,0.7540,0.6060,-0.7370,0.314,0.1910,0.57,0.934,0.1
'AS463297                            ',0.0720,0.8180,0.4980,-0.7990,0.58,0.6470,0.39,0.206,0.1
'AS423076                            ',0.7060,0.2950,0.0330,-0.6440,0.32,0.4610,0.09,0.704,0.3
'AS539368                            ',0.0530,0.3230,0.6590,-0.1810,0.662,0.1700,0.35,0.582,0.9
'AS588888                            ',0.0820,0.6660,0.9420,0.4620,0.09,0.6110,0.36,0.045,0.9
'AS599763                            ',0.6000,0.1130,0.4970,-0.1430,0.449,0.7420,0.37,0.727,0.1
'AS201985                            ',0.5240,0.4580,0.8200,0.7680,0.489,0.9730,0.80,0.978,0.0
'AS528065                            ',0.9250,0.6050,0.4160,-0.1540,0.786,0.4040,0.65,0.992,1.0
'AS219879                            ',0.7850,0.0140,0.1050,-0.9780,0.942,0.5000,0.08,0.064,0.5
'AS267429                            ',0.1280,0.5420,0.7220,-0.5060,0.6,0.3600,0.36,0.398,0.9
'AS920436                            ',0.0050,0.4870,0.7510,-0.2880,0.705,0.9040,0.91,0.431,1.0
'AS538899                            ',0.7320,0.7350,0.0520,-0.4350,0.047,0.7090,0.38,0.369,0.3
'AS634066                            ',0.8120,0.6480,0.6620,-0.1250,0.481,0.1920,0.53,0.624,0.3
'AS291075                            ',0.3610,0.0380,0.7850,-0.3160,0.648,0.7890,0.08,0.434,0.5
'AS761607                            ',0.8130,0.7890,0.1340,0.7080,0.001,0.3680,0.44,0.174,0.1
'AS381948                            ',0.1690,0.0360,0.5060,-0.9860,0.097,0.3610,0.37,0.644,0.2
'AS809027                            ',0.8980,0.4130,0.0250,0.4220,0.346,0.1210,0.35,0.860,0.7
'AS363585                            ',0.7850,0.9410,0.6510,0.7490,0.514,0.5700,0.02,0.705,0.6
'AS522696                            ',0.7650,0.8960,0.0800,0.9030,0.148,0.3640,0.71,0.047,0.9
'AS727687                            ',0.0080,0.0230,0.9600,0.9860,0.26,0.4110,0.80,0.743,0.6
'AS415237                            ',0.1580,0.8740,0.1340,-0.4720,0.239,0.8640,0.85,0.939,0.5
'AS970799                            ',0.4450,0.3790,0.5620,0.5700,0.56,0.4920,0.54,0.724,0.5
'AS104801                            ',0.3560,0.3940,0.9180,0.5050,0.731,0.8910,0.20,0.433,0.8
'AS403762                            ',0.8740,0.9850,0.2630,-0.9100,0.229,0.3120,0.86,0.639,0.5
'AS195279                            ',0.0480,0.9860,0.7940,-0.6430,0.471,0.3750,0.89,0.749,0.3
'AS437426                            ',0.7100,0.3500,0.3700,0.5410,0.581,0.8680,0.67,0.410,0.5
'AS992066                            ',0.1870,0.2530,0.2350,-0.2390,0.814,0.3310,0.08,0.431,0.3
'AS962573                            ',0.0210,0.1480,0.4970,0.8710,0.547,0.7750,0.13,0.981,0.7
'AS283202                            ',0.1540,0.0160,0.7310,-0.1710,0.266,0.8310,0.16,0.429,0.5
'AS439705                            ',0.4150,0.6880,0.2950,0.1650,0.888,0.6050,0.59,0.689,0.4
'AS609806                            ',0.5970,0.8780,0.1370,0.8090,0.128,0.4160,0.90,0.282,0.7
'AS213926                            ',0.2810,0.0300,0.1400,-0.1460,0.602,0.9680,0.95,0.076,0.7
'AS661611                            ',0.1950,0.3610,0.8940,0.3490,0.228,0.9790,0.54,0.732,0.3
'AS177908                            ',0.4770,0.3670,0.0240,-0.6340,0.734,0.8660,0.73,0.244,0.6
'AS248943                            ',0.5410,0.7030,0.5300,-0.7010,0.765,0.9430,0.14,0.809,0.3
'AS558515                            ',0.0210,0.9020,0.2870,0.6310,0.862,0.2130,0.02,0.484,0.4
'AS221604                            ',0.4270,0.7950,0.4190,0.3520,0.971,0.9070,0.46,0.002,0.2
'AS737783                            ',0.2550,0.4640,0.8990,0.7440,0.784,0.2540,0.84,0.633,0.5
'AS626923                            ',0.3530,0.7050,0.3650,-0.6340,0.24,0.5150,0.91,0.939,0.6
'AS482515                            ',0.4560,0.8700,0.5120,-0.9270,0.174,0.0740,0.95,0.222,1.0
'AS334972                            ',0.6290,0.2570,0.2580,-0.6870,0.534,0.8000,0.30,0.808,0.4
'AS916637                            ',0.8960,0.5690,0.7450,-0.0520,0.698,0.2440,0.71,0.803,1.0
'AS277574                            ',0.9910,0.1380,0.8110,0.2040,0.565,0.0480,0.87,0.862,0.5
'AS112781                            ',0.6470,0.9520,0.5830,0.0410,0.746,0.1660,0.06,0.699,0.8
'AS864169                            ',0.0900,0.0160,0.7580,0.8260,0.745,0.2210,0.24,0.689,0.9
'AS555087                            ',0.2580,0.4810,0.6760,-0.3410,0.889,0.8930,0.20,0.013,0.4
'AS493237                            ',0.0860,0.1550,0.9040,-0.1950,0.405,0.4640,0.45,0.921,0.3
'AS422427                            ',0.2260,0.4020,0.3470,-0.2890,0.104,0.1080,0.98,0.161,0.8
'AS632255                            ',0.4730,0.2040,0.8750,-0.4820,0.136,0.8840,0.72,0.020,1.0
'AS502414                            ',0.1500,0.3220,0.1060,-0.1520,0.428,0.3140,0.39,0.644,0.6
'AS552023                            ',0.9520,0.5300,0.1300,-0.5600,0.824,0.7400,0.64,0.645,0.3
'AS405225                            ',0.6880,0.6290,0.4320,0.4520,0.13,0.9130,0.43,0.109,1.0
'AS627808                            ',0.8500,0.9540,0.4440,-0.1020,0.804,0.6560,0.19,0.492,0.1
'AS175545                            ',0.4790,0.7400,0.8900,-0.5370,0.223,0.7110,0.99,0.021,0.1
'AS332274                            ',0.6850,0.1310,0.0030,-0.4230,0.209,0.8000,0.64,0.208,1.0
'AS388427                            ',0.9400,0.9020,0.6070,0.8060,0.255,0.7060,0.33,0.165,0.1
'AS527922                            ',0.8930,0.8440,0.6120,0.7580,0.283,0.8380,0.27,0.022,0.5
'AS960725                            ',0.6540,0.0180,0.9480,0.4020,0.254,0.8630,1.00,0.267,0.0
'AS380471                            ',0.5490,0.7760,0.7000,0.2150,0.104,0.4190,0.71,0.488,0.8
'AS485294                            ',0.2410,0.8070,0.0840,0.0970,0.691,0.7900,0.89,0.612,0.7
'AS472446                            ',0.8050,0.8950,0.0090,-0.2210,0.331,0.0180,0.35,0.338,0.1
'AS805539                            ',0.4440,0.9690,0.1130,-0.0690,0.407,0.8820,0.99,0.754,0.0
'AS991804                            ',0.3180,0.9820,0.8510,0.2850,0.985,0.4120,0.89,0.435,0.8
'AS107292                            ',0.6170,0.7410,0.4390,-0.3840,0.524,0.4000,0.66,0.420,0.9
'AS942492                            ',0.4760,0.8110,0.9960,-0.4220,0.986,0.2300,0.97,0.795,0.9
'AS329753                            ',0.4770,0.2500,0.2250,0.9590,0.551,0.1620,0.83,0.635,0.4
'AS983029                            ',0.4270,0.0770,0.6920,-0.9650,0.755,0.6860,0.77,0.452,0.6
'AS122291                            ',0.2850,0.4330,0.1930,-0.5210,0.975,0.1550,0.22,0.376,0.8
'AS823359                            ',0.3630,0.8320,0.7750,0.6100,0.961,0.2830,0.61,0.934,0.3
'AS485267                            ',0.2460,0.9360,0.4250,-0.7340,0.594,0.6550,0.84,0.622,0.3
'AS781442                            ',0.1830,0.9340,0.1850,0.8340,0.088,0.0140,0.58,0.589,0.7
'AS594019                            ',0.0410,0.9750,0.4950,0.7630,0.227,0.2060,0.59,0.915,0.4
'AS597370                            ',0.7800,0.3000,0.9990,0.3730,0.361,0.1780,0.69,0.768,0.3
