'T6166               ','Observatory-Port Crystalport                                ','Degraded','Current',8.82,5.50,'Excellent',17.37,'Critical','Critical','Critical','Connected',35.80,'Empty'
'T9480               ','Observatory-Rosebury                                        ','Operational','Current',4.14,7.50,'Excellent',181.49,'Warning','Backup','Critical','Limited',63.20,'Normal'
'T6454               ','Observatory-Port Terribury                                  ','Operational','Current',2.70,2.71,'Good',37.43,'Warning','Critical','Available','Disconnected',24.00,'Full'
'T9479               ','Observatory-South Ricardo                                   ','Degraded','Overdue',4.21,0.36,'Good',77.40,'Normal','Main','Critical','Limited',50.00,'Full'
'T9694               ','Observatory-Millerhaven                                     ','Maintenance','Current',8.79,6.52,'Poor',164.90,'Warning','Critical','Low','Disconnected',59.00,'Empty'
'T2175               ','Observatory-East Janetburgh                                 ','Degraded','Current',5.16,5.00,'Poor',130.67,'Normal','Main','Available','Connected',39.90,'Empty'
'T6709               ','Observatory-Lewischester                                    ','Operational','Due',5.80,0.56,'Good',171.24,'Warning','Backup','Available','Connected',83.00,'Normal'
'T7169               ','Observatory-South Biancaberg                                ','Degraded','Due',9.36,2.86,'Poor',53.79,'Normal','Backup','Available','Connected',74.00,'Empty'
'T4368               ','Observatory-West Katherineport                              ','Operational','Overdue',1.48,9.25,'Excellent',293.40,'Warning','Backup','Low','Limited',2.40,'Normal'
'T3145               ','Observatory-New Michaelmouth                                ','Operational','Due',9.23,8.46,'Good',112.69,'Critical','Critical','Critical','Disconnected',11.70,'Full'
'T8684               ','Observatory-Odonnellville                                   ','Degraded','Due',7.66,4.22,'Poor',22.51,'Warning','Backup','Available','Limited',8.40,'Empty'
'T6153               ','Observatory-Sharonfurt                                      ','Degraded','Current',9.51,3.18,'Poor',106.23,'Warning','Critical','Critical','Limited',86.00,'Normal'
'T1077               ','Observatory-North Kimberly                                  ','Maintenance','Overdue',7.37,9.92,'Good',157.94,'Warning','Critical','Critical','Connected',7.20,'Empty'
'T2390               ','Observatory-Guzmanborough                                   ','Degraded','Current',8.06,6.91,'Good',241.59,'Normal','Critical','Critical','Limited',62.60,'Normal'
'T6188               ','Observatory-Markborough                                     ','Degraded','Due',6.61,3.97,'Poor',298.01,'Critical','Backup','Critical','Limited',28.50,'Full'
'T9502               ','Observatory-South Janetshire                                ','Maintenance','Overdue',7.19,5.24,'Poor',230.69,'Normal','Main','Available','Disconnected',82.90,'Normal'
'T5671               ','Observatory-Port Sydney                                     ','Maintenance','Overdue',2.25,3.20,'Excellent',7.46,'Critical','Critical','Available','Disconnected',44.20,'Empty'
'T4019               ','Observatory-Bradmouth                                       ','Maintenance','Current',9.25,2.06,'Excellent',289.91,'Normal','Main','Low','Limited',34.80,'Normal'
'T1084               ','Observatory-New Laura                                       ','Degraded','Current',8.70,7.74,'Excellent',295.60,'Warning','Critical','Available','Disconnected',18.90,'Full'
'T8652               ','Observatory-West Kevinshire                                 ','Maintenance','Overdue',2.85,8.77,'Good',13.60,'Warning','Main','Low','Disconnected',34.70,'Full'
'T7666               ','Observatory-Evanfurt                                        ','Maintenance','Current',3.30,1.76,'Excellent',42.04,'Warning','Main','Critical','Limited',25.50,'Normal'
'T4907               ','Observatory-Mcgeeton                                        ','Maintenance','Overdue',7.62,8.52,'Poor',234.73,'Warning','Critical','Available','Limited',47.80,'Full'
'T7961               ','Observatory-North Markland                                  ','Maintenance','Current',3.67,6.27,'Good',264.04,'Warning','Backup','Critical','Limited',58.90,'Normal'
'T2941               ','Observatory-Lake Nathaniel                                  ','Operational','Overdue',0.38,5.49,'Good',133.81,'Normal','Backup','Low','Limited',38.80,'Empty'
'T5678               ','Observatory-Robertburgh                                     ','Operational','Current',3.37,1.77,'Poor',186.96,'Warning','Critical','Critical','Connected',72.00,'Normal'
'T6435               ','Observatory-Washingtonton                                   ','Degraded','Overdue',7.13,3.17,'Poor',132.10,'Normal','Backup','Critical','Connected',37.50,'Normal'
'T2967               ','Observatory-West Richard                                    ','Maintenance','Current',5.63,4.70,'Good',145.62,'Critical','Backup','Available','Disconnected',48.80,'Normal'
'T8529               ','Observatory-Josephburgh                                     ','Operational','Current',6.68,9.80,'Excellent',61.72,'Critical','Backup','Low','Limited',2.20,'Full'
'T6769               ','Observatory-Derektown                                       ','Maintenance','Current',1.79,5.06,'Excellent',137.65,'Critical','Backup','Critical','Limited',77.70,'Full'
'T3489               ','Observatory-Christianshire                                  ','Maintenance','Due',0.69,1.29,'Excellent',98.53,'Normal','Main','Available','Connected',5.60,'Empty'
'T3571               ','Observatory-Vaughnfurt                                      ','Operational','Overdue',1.25,6.44,'Poor',202.83,'Critical','Backup','Low','Limited',0.90,'Normal'
'T2988               ','Observatory-West Toddtown                                   ','Degraded','Current',1.38,1.72,'Good',249.78,'Warning','Main','Critical','Disconnected',56.30,'Empty'
'T7387               ','Observatory-South Aprilberg                                 ','Degraded','Current',3.73,3.84,'Excellent',59.61,'Warning','Backup','Critical','Limited',23.90,'Normal'
'T3667               ','Observatory-Raymondborough                                  ','Degraded','Due',7.78,5.90,'Excellent',62.00,'Warning','Main','Low','Connected',45.70,'Full'
'T9136               ','Observatory-Port Alyssa                                     ','Maintenance','Overdue',0.81,7.92,'Poor',259.77,'Critical','Critical','Critical','Limited',91.20,'Normal'
'T5199               ','Observatory-New Michael                                     ','Operational','Due',3.69,5.73,'Excellent',228.88,'Critical','Critical','Low','Connected',32.40,'Empty'
'T3874               ','Observatory-North Michael                                   ','Operational','Overdue',7.08,3.26,'Poor',71.13,'Warning','Backup','Available','Disconnected',67.40,'Normal'
'T7288               ','Observatory-Bennettview                                     ','Maintenance','Due',4.30,4.56,'Poor',124.26,'Warning','Critical','Available','Disconnected',57.20,'Full'
'T6432               ','Observatory-Lake Charles                                    ','Maintenance','Overdue',1.00,7.95,'Poor',230.56,'Critical','Backup','Critical','Limited',40.30,'Normal'
'T4189               ','Observatory-Carrollville                                    ','Operational','Current',2.06,2.89,'Excellent',33.03,'Critical','Backup','Available','Limited',65.10,'Normal'
'T6262               ','Observatory-West William                                    ','Maintenance','Current',1.46,3.67,'Poor',7.63,'Warning','Main','Critical','Limited',60.80,'Full'
'T8478               ','Observatory-Lake Nathanstad                                 ','Degraded','Due',3.20,2.29,'Good',12.20,'Warning','Backup','Available','Connected',24.20,'Empty'
'T5120               ','Observatory-West Stanleymouth                               ','Degraded','Due',7.75,3.80,'Poor',229.84,'Warning','Backup','Available','Connected',51.50,'Empty'
'T4176               ','Observatory-Finleychester                                   ','Maintenance','Overdue',2.76,7.66,'Poor',291.13,'Normal','Backup','Low','Connected',17.90,'Empty'
'T5901               ','Observatory-Davisstad                                       ','Degraded','Overdue',2.89,5.25,'Good',275.68,'Critical','Backup','Available','Disconnected',84.20,'Empty'
'T6171               ','Observatory-Christinemouth                                  ','Maintenance','Current',7.09,2.26,'Good',262.75,'Critical','Main','Critical','Limited',10.40,'Full'
'T9001               ','Observatory-Angelaside                                      ','Maintenance','Current',6.23,6.70,'Excellent',50.93,'Warning','Backup','Available','Connected',27.50,'Full'
'T7020               ','Observatory-West Susanhaven                                 ','Maintenance','Current',6.45,8.48,'Good',216.50,'Warning','Main','Low','Limited',95.10,'Normal'
'T2460               ','Observatory-Murphystad                                      ','Maintenance','Current',7.98,8.32,'Poor',203.98,'Critical','Backup','Available','Disconnected',93.00,'Empty'
'T7002               ','Observatory-Walshport                                       ','Degraded','Overdue',8.56,4.25,'Poor',73.89,'Critical','Critical','Available','Connected',80.10,'Normal'
'T2414               ','Observatory-Turnerburgh                                     ','Operational','Due',1.57,0.30,'Poor',87.57,'Normal','Backup','Critical','Limited',31.90,'Full'
'T9239               ','Observatory-South Lindachester                              ','Maintenance','Due',0.83,5.32,'Poor',195.47,'Normal','Main','Low','Limited',76.10,'Normal'
'T6169               ','Observatory-North Tammymouth                                ','Operational','Overdue',2.99,3.42,'Excellent',275.41,'Warning','Critical','Low','Disconnected',82.00,'Normal'
'T4554               ','Observatory-Hofurt                                          ','Maintenance','Current',5.35,2.00,'Good',265.01,'Warning','Main','Low','Disconnected',82.40,'Empty'
'T5051               ','Observatory-New Yolanda                                     ','Operational','Overdue',6.31,3.39,'Good',132.21,'Normal','Backup','Available','Disconnected',38.50,'Normal'
'T1882               ','Observatory-North Thomasshire                               ','Operational','Due',1.13,1.54,'Good',212.17,'Critical','Critical','Low','Connected',75.50,'Full'
'T7834               ','Observatory-Stewartstad                                     ','Maintenance','Current',2.38,8.44,'Poor',47.07,'Critical','Backup','Available','Connected',9.90,'Normal'
'T2435               ','Observatory-Natashaland                                     ','Degraded','Current',3.56,4.05,'Good',77.62,'Normal','Backup','Critical','Disconnected',30.30,'Full'
'T6932               ','Observatory-Charlesland                                     ','Degraded','Due',2.24,4.75,'Poor',17.58,'Critical','Backup','Available','Limited',89.10,'Empty'
'T1146               ','Observatory-Alexandrafort                                   ','Degraded','Current',8.69,6.06,'Poor',60.07,'Warning','Backup','Available','Connected',12.20,'Full'
'T2652               ','Observatory-West Katherine                                  ','Maintenance','Current',6.91,9.96,'Poor',147.87,'Critical','Critical','Available','Connected',39.00,'Normal'
'T7351               ','Observatory-North Suzanneside                               ','Degraded','Overdue',2.47,8.97,'Good',95.73,'Normal','Critical','Available','Disconnected',61.80,'Normal'
'T8980               ','Observatory-Rachelborough                                   ','Maintenance','Due',6.86,3.11,'Poor',221.81,'Normal','Critical','Critical','Limited',26.10,'Normal'
'T2264               ','Observatory-South Marychester                               ','Operational','Overdue',6.41,8.53,'Poor',190.61,'Critical','Main','Low','Limited',90.40,'Full'
'T9461               ','Observatory-Richardview                                     ','Operational','Due',3.62,9.86,'Excellent',7.90,'Warning','Critical','Critical','Limited',17.80,'Full'
'T5500               ','Observatory-Elizabethville                                  ','Degraded','Overdue',3.42,2.87,'Good',119.92,'Critical','Backup','Low','Limited',7.80,'Empty'
'T1748               ','Observatory-West Paula                                      ','Operational','Current',2.00,6.55,'Poor',79.58,'Critical','Backup','Critical','Disconnected',84.40,'Normal'
'T4750               ','Observatory-Stewartstad                                     ','Degraded','Due',5.92,7.23,'Excellent',11.95,'Critical','Main','Available','Connected',37.60,'Empty'
'T2169               ','Observatory-East Anthonyton                                 ','Operational','Current',0.90,1.67,'Good',46.49,'Critical','Critical','Available','Connected',8.70,'Normal'
'T3739               ','Observatory-West Thomas                                     ','Maintenance','Due',6.97,8.82,'Excellent',2.72,'Normal','Critical','Critical','Connected',36.90,'Full'
'T4825               ','Observatory-West Jennifer                                   ','Operational','Overdue',1.52,7.37,'Excellent',275.74,'Warning','Backup','Critical','Connected',69.30,'Empty'
'T1069               ','Observatory-New Robert                                      ','Maintenance','Overdue',6.17,5.47,'Good',240.78,'Warning','Critical','Low','Disconnected',27.00,'Normal'
'T9406               ','Observatory-Lake Kenneth                                    ','Maintenance','Overdue',0.72,0.41,'Poor',217.08,'Normal','Backup','Available','Limited',39.30,'Empty'
'T4216               ','Observatory-South Annetteland                               ','Degraded','Due',6.11,6.76,'Excellent',196.42,'Normal','Backup','Critical','Limited',58.40,'Full'
'T2479               ','Observatory-Michaelton                                      ','Maintenance','Due',0.80,3.03,'Good',186.75,'Warning','Main','Available','Limited',14.60,'Normal'
'T3261               ','Observatory-Andersonfort                                    ','Degraded','Due',0.50,1.79,'Good',27.83,'Critical','Backup','Critical','Disconnected',92.40,'Empty'
'T5156               ','Observatory-Francischester                                  ','Maintenance','Due',0.68,0.37,'Excellent',253.12,'Warning','Main','Available','Disconnected',18.40,'Empty'
'T2452               ','Observatory-West Jonathanside                               ','Operational','Overdue',6.16,0.41,'Excellent',273.03,'Normal','Critical','Low','Disconnected',42.50,'Empty'
'T5966               ','Observatory-Wendymouth                                      ','Operational','Current',6.07,6.05,'Poor',15.17,'Warning','Main','Low','Connected',41.30,'Normal'
'T6083               ','Observatory-New Taylorfurt                                  ','Operational','Current',4.86,4.93,'Excellent',183.13,'Critical','Backup','Low','Limited',41.50,'Empty'
'T4298               ','Observatory-Lake Wendyville                                 ','Operational','Current',3.09,7.62,'Poor',151.64,'Normal','Critical','Available','Limited',53.50,'Full'
'T1040               ','Observatory-Patriciahaven                                   ','Operational','Overdue',7.01,0.98,'Poor',131.39,'Critical','Main','Critical','Disconnected',11.20,'Full'
'T2839               ','Observatory-Andrewborough                                   ','Maintenance','Overdue',5.29,9.15,'Good',243.20,'Normal','Critical','Low','Connected',34.70,'Normal'
'T5894               ','Observatory-Onealburgh                                      ','Maintenance','Due',9.72,4.73,'Poor',234.05,'Warning','Backup','Available','Connected',33.20,'Full'
'T9967               ','Observatory-Rodneyton                                       ','Degraded','Overdue',9.57,9.16,'Good',126.87,'Normal','Main','Critical','Limited',5.00,'Empty'
'T1141               ','Observatory-Wernermouth                                     ','Degraded','Due',4.07,2.14,'Poor',159.16,'Warning','Main','Available','Connected',67.10,'Full'
'T4539               ','Observatory-Bassborough                                     ','Maintenance','Current',2.96,2.69,'Poor',128.86,'Normal','Main','Critical','Disconnected',16.30,'Normal'
'T9553               ','Observatory-East Kevin                                      ','Operational','Due',5.33,5.10,'Good',151.57,'Normal','Main','Low','Disconnected',45.10,'Empty'
'T5549               ','Observatory-Anthonyberg                                     ','Operational','Due',1.78,6.09,'Poor',50.49,'Normal','Backup','Available','Connected',47.70,'Normal'
'T1920               ','Observatory-South Michaelborough                            ','Degraded','Current',5.16,9.93,'Good',79.83,'Warning','Backup','Low','Disconnected',81.20,'Normal'
'T5061               ','Observatory-Lake Jamie                                      ','Maintenance','Overdue',5.21,1.66,'Good',171.21,'Critical','Critical','Low','Connected',74.30,'Full'
'T3482               ','Observatory-Kennethtown                                     ','Maintenance','Current',0.23,4.52,'Poor',224.33,'Normal','Critical','Low','Disconnected',29.10,'Empty'
'T4051               ','Observatory-New Lisa                                        ','Degraded','Overdue',5.45,8.72,'Good',67.33,'Critical','Main','Available','Disconnected',95.50,'Full'
'T3516               ','Observatory-East Robertmouth                                ','Operational','Current',7.63,1.01,'Poor',75.17,'Critical','Backup','Low','Connected',89.40,'Empty'
'T5369               ','Observatory-Nathanshire                                     ','Maintenance','Due',3.33,2.23,'Poor',287.00,'Critical','Critical','Low','Disconnected',17.70,'Empty'
'T2454               ','Observatory-Moralesburgh                                    ','Degraded','Due',7.29,9.60,'Good',27.17,'Normal','Critical','Available','Disconnected',50.90,'Normal'
'T7927               ','Observatory-New Jenny                                       ','Degraded','Due',5.08,1.01,'Good',62.20,'Normal','Main','Low','Disconnected',19.90,'Normal'
'T7088               ','Observatory-East Samantha                                   ','Degraded','Current',3.54,7.38,'Poor',203.09,'Normal','Main','Available','Disconnected',12.90,'Empty'
'T5099               ','Observatory-New Keithshire                                  ','Degraded','Overdue',5.24,7.46,'Good',169.60,'Normal','Backup','Low','Disconnected',29.90,'Empty'
'T9249               ','Observatory-Port Amandabury                                 ','Maintenance','Overdue',1.75,2.82,'Good',76.50,'Normal','Main','Available','Disconnected',89.50,'Empty'
'T9053               ','Observatory-Mauricechester                                  ','Degraded','Current',3.10,5.65,'Good',170.40,'Warning','Critical','Critical','Connected',55.30,'Normal'
'T9225               ','Observatory-Paulchester                                     ','Operational','Overdue',8.08,4.45,'Excellent',230.76,'Normal','Main','Low','Disconnected',21.60,'Normal'
'T3687               ','Observatory-New Michael                                     ','Degraded','Due',4.77,4.32,'Excellent',206.21,'Critical','Backup','Low','Limited',69.50,'Full'
'T1793               ','Observatory-Lake Jacob                                      ','Operational','Current',0.36,7.34,'Good',219.13,'Normal','Critical','Low','Limited',30.70,'Normal'
'T7241               ','Observatory-Donaldview                                      ','Maintenance','Due',7.42,8.27,'Good',105.71,'Critical','Backup','Available','Disconnected',29.40,'Normal'
'T8722               ','Observatory-Randymouth                                      ','Maintenance','Due',6.76,2.18,'Good',47.29,'Normal','Critical','Low','Disconnected',20.60,'Normal'
'T9195               ','Observatory-Justinfort                                      ','Maintenance','Current',7.98,1.55,'Excellent',233.62,'Critical','Main','Available','Limited',54.30,'Normal'
'T7420               ','Observatory-Port Emily                                      ','Degraded','Overdue',0.27,1.51,'Excellent',64.33,'Normal','Backup','Low','Limited',98.90,'Empty'
'T7855               ','Observatory-South Marie                                     ','Maintenance','Overdue',9.21,7.61,'Excellent',153.30,'Critical','Main','Critical','Connected',20.40,'Full'
'T9845               ','Observatory-Ericaside                                       ','Maintenance','Due',1.19,0.90,'Poor',17.86,'Warning','Backup','Critical','Connected',5.70,'Empty'
'T6739               ','Observatory-Kimchester                                      ','Degraded','Overdue',9.25,9.25,'Good',11.96,'Normal','Backup','Low','Connected',46.70,'Full'
'T9106               ','Observatory-Taylorshire                                     ','Operational','Current',9.12,5.20,'Poor',282.31,'Critical','Backup','Available','Limited',34.70,'Normal'
'T1078               ','Observatory-Lake Rebecca                                    ','Degraded','Current',9.88,5.75,'Excellent',195.47,'Warning','Critical','Critical','Disconnected',61.00,'Empty'
'T9357               ','Observatory-Keithborough                                    ','Maintenance','Current',6.26,5.95,'Good',233.26,'Warning','Main','Critical','Limited',41.10,'Normal'
'T9976               ','Observatory-Port Michaelton                                 ','Degraded','Overdue',3.33,0.05,'Good',200.49,'Critical','Backup','Available','Disconnected',18.00,'Empty'
'T2261               ','Observatory-Leslieside                                      ','Degraded','Overdue',0.21,4.78,'Poor',280.58,'Normal','Backup','Critical','Limited',15.80,'Normal'
'T1463               ','Observatory-West Michael                                    ','Degraded','Current',3.43,4.39,'Good',181.13,'Normal','Critical','Available','Connected',48.50,'Normal'
'T5230               ','Observatory-Douglastown                                     ','Maintenance','Overdue',1.93,9.88,'Excellent',296.78,'Warning','Backup','Critical','Connected',96.20,'Normal'
'T4967               ','Observatory-Baxterchester                                   ','Degraded','Current',1.99,8.66,'Good',191.84,'Critical','Main','Available','Disconnected',50.70,'Normal'
'T4867               ','Observatory-New Matthew                                     ','Degraded','Due',7.40,0.09,'Good',19.49,'Warning','Backup','Low','Connected',0.40,'Full'
'T8232               ','Observatory-South Melinda                                   ','Maintenance','Overdue',3.64,7.94,'Poor',216.82,'Warning','Critical','Available','Limited',30.00,'Empty'
'T6878               ','Observatory-East Jessica                                    ','Degraded','Current',7.72,6.61,'Poor',44.45,'Normal','Backup','Low','Limited',58.00,'Empty'
'T1885               ','Observatory-South Rachel                                    ','Operational','Overdue',9.21,0.54,'Excellent',36.91,'Warning','Main','Low','Disconnected',14.00,'Empty'
'T6279               ','Observatory-East Michael                                    ','Maintenance','Due',9.47,1.76,'Good',54.79,'Critical','Main','Low','Disconnected',86.30,'Full'
'T3116               ','Observatory-Michellechester                                 ','Operational','Overdue',5.83,1.52,'Good',261.70,'Critical','Main','Critical','Disconnected',14.30,'Empty'
'T8941               ','Observatory-Kellyside                                       ','Operational','Overdue',1.28,8.81,'Poor',263.46,'Warning','Backup','Available','Disconnected',60.20,'Full'
'T2656               ','Observatory-North April                                     ','Operational','Overdue',9.98,1.93,'Good',269.45,'Critical','Critical','Critical','Disconnected',54.60,'Empty'
'T3061               ','Observatory-Port Patrick                                    ','Degraded','Current',2.86,4.77,'Poor',291.75,'Critical','Main','Low','Connected',22.20,'Normal'
'T8099               ','Observatory-New Kurtstad                                    ','Degraded','Current',0.43,8.33,'Poor',293.74,'Normal','Critical','Critical','Limited',38.50,'Normal'
'T7831               ','Observatory-Smithview                                       ','Maintenance','Due',1.38,7.24,'Poor',149.63,'Critical','Main','Available','Limited',5.40,'Empty'
'T8360               ','Observatory-Howardton                                       ','Operational','Overdue',9.43,8.75,'Excellent',234.53,'Warning','Main','Available','Connected',77.40,'Full'
'T3071               ','Observatory-Scottfurt                                       ','Degraded','Due',7.55,8.47,'Good',251.52,'Warning','Critical','Critical','Disconnected',61.40,'Empty'
'T3789               ','Observatory-Staceyview                                      ','Operational','Current',8.13,5.41,'Good',225.27,'Warning','Main','Low','Limited',37.90,'Normal'
'T9716               ','Observatory-South Preston                                   ','Degraded','Current',8.50,5.28,'Poor',211.06,'Warning','Backup','Critical','Connected',16.80,'Full'
'T2975               ','Observatory-Port Rachel                                     ','Degraded','Due',1.52,7.36,'Excellent',12.31,'Critical','Main','Low','Connected',51.60,'Full'
'T2554               ','Observatory-North Jesseland                                 ','Maintenance','Due',7.45,1.31,'Poor',164.24,'Critical','Main','Available','Connected',80.80,'Normal'
'T8836               ','Observatory-Lake William                                    ','Operational','Current',8.38,9.76,'Poor',145.01,'Normal','Critical','Critical','Connected',86.90,'Full'
'T8667               ','Observatory-Browntown                                       ','Operational','Due',2.50,8.48,'Poor',171.54,'Normal','Main','Low','Disconnected',97.30,'Empty'
'T3264               ','Observatory-Kathleenburgh                                   ','Degraded','Due',6.74,6.54,'Good',76.27,'Warning','Critical','Critical','Disconnected',58.20,'Normal'
'T3518               ','Observatory-East Janetbury                                  ','Operational','Due',2.76,5.03,'Good',127.51,'Normal','Main','Available','Connected',30.40,'Empty'
'T3984               ','Observatory-North Tinaville                                 ','Maintenance','Overdue',6.58,6.99,'Poor',70.68,'Normal','Critical','Low','Disconnected',27.80,'Full'
'T1568               ','Observatory-West Tylertown                                  ','Operational','Current',9.13,7.00,'Good',24.76,'Normal','Main','Low','Limited',61.10,'Empty'
'T7487               ','Observatory-Christianstad                                   ','Operational','Overdue',7.73,2.95,'Excellent',284.75,'Warning','Critical','Low','Limited',80.50,'Empty'
'T8375               ','Observatory-East Aliciabury                                 ','Maintenance','Current',0.33,6.52,'Good',93.16,'Normal','Critical','Low','Limited',7.90,'Normal'
'T7468               ','Observatory-South Karenborough                              ','Degraded','Due',2.36,0.65,'Excellent',210.71,'Critical','Backup','Available','Connected',79.40,'Normal'
'T1974               ','Observatory-East Christopher                                ','Degraded','Overdue',0.39,3.90,'Good',222.59,'Critical','Backup','Critical','Connected',97.40,'Empty'
'T9211               ','Observatory-Joneston                                        ','Degraded','Overdue',2.83,6.90,'Good',205.68,'Normal','Main','Available','Limited',54.40,'Empty'
'T3490               ','Observatory-East Samanthaland                               ','Maintenance','Current',8.35,1.02,'Good',117.12,'Warning','Backup','Critical','Disconnected',48.60,'Normal'
'T5320               ','Observatory-Davidtown                                       ','Operational','Current',6.43,0.31,'Good',54.71,'Normal','Critical','Critical','Disconnected',37.10,'Empty'
'T7490               ','Observatory-New Christinefort                               ','Maintenance','Due',2.39,7.37,'Excellent',232.28,'Critical','Critical','Critical','Disconnected',40.50,'Full'
'T6492               ','Observatory-West Briannachester                             ','Degraded','Overdue',5.66,3.54,'Good',71.27,'Warning','Critical','Critical','Disconnected',22.20,'Full'
'T6469               ','Observatory-East Brett                                      ','Maintenance','Current',3.70,2.21,'Good',141.32,'Normal','Critical','Critical','Connected',67.40,'Full'
'T8026               ','Observatory-New Steve                                       ','Maintenance','Overdue',3.35,4.94,'Excellent',234.96,'Normal','Backup','Low','Disconnected',18.60,'Full'
'T4915               ','Observatory-Port Nathan                                     ','Maintenance','Due',0.71,7.95,'Excellent',152.10,'Warning','Backup','Critical','Disconnected',48.00,'Normal'
'T2111               ','Observatory-Allenport                                       ','Degraded','Overdue',1.31,7.77,'Poor',272.47,'Warning','Critical','Low','Limited',94.80,'Full'
