'CASE_7V3SV','IT410556','Missing','Non-compliant','Late','Warning',1,'B',19.8600,'High','Medium','Investigation','Monthly','2025-02-18','2025-02-24','Enhanced','Primary','Manual',0.15,0.7580,'ABHV_DDCEF'
'CASE_1RZGP','IT270960','Delayed','Full','Complete','Inquiry',3,'A',79.0300,'Low','Medium','Investigation','Daily','2025-02-02','2025-03-07','Standard','Secondary','Hybrid',0.26,0.9470,'ABHV_DP7IK'
'CASE_6Y5JG','IT822463','Current','Partial','Complete','Inquiry',1,'B',14.6400,'Low','High','Monitoring','Weekly','2025-02-03','2025-03-21','Standard','Multiple','Hybrid',0.14,0.7110,'ABHV_R8E3Q'
'CASE_A3NBX','IT858554','Delayed','Full','Incomplete','Inquiry',3,'C',20.5700,'Critical','High','Monitoring','Monthly','2025-01-23','2025-03-08','Intensive','Multiple','Manual',0.25,0.8440,'ABHV_NIILJ'
'CASE_QDY7W','IT386159','Missing','Partial','Complete','Warning',3,'A',57.3900,'High','High','Monitoring','Weekly','2025-01-26','2025-03-13','Enhanced','Multiple','Hybrid',0.12,0.7490,'ABHV_O327B'
'CASE_1RJS2','IT471570','Delayed','Non-compliant','Late','Warning',2,'A',20.7600,'High','Low','Closed','Monthly','2025-02-01','2025-02-23','Enhanced','Secondary','Automated',0.26,0.5490,'ABHV_3OZ0Z'
'CASE_KK0G2','IT394977','Current','Non-compliant','Late','Inquiry',4,'D',36.4300,'Critical','High','Closed','Weekly','2025-02-14','2025-03-18','Standard','Secondary','Automated',0.16,0.6130,'ABHV_P5PTJ'
'CASE_UOVAU','IT545372','Missing','Non-compliant','Late','Warning',0,'C',26.6900,'Medium','Medium','Monitoring','Daily','2025-02-06','2025-03-14','Standard','Primary','Automated',0.29,0.8390,'ABHV_UK53N'
'CASE_JMJRX','IT644663','Missing','Full','Incomplete','Warning',2,'A',28.5700,'High','Medium','Closed','Daily','2025-02-13','2025-03-01','Intensive','Primary','Automated',0.27,0.6300,'ABHV_1WM9H'
'CASE_S4T8E','IT610041','Current','Full','Complete','Inquiry',1,'D',62.7300,'Medium','High','Closed','Weekly','2025-02-04','2025-02-27','Intensive','Multiple','Hybrid',0.03,0.6180,'ABHV_NUHG3'
'CASE_4B03M','IT464423','Missing','Non-compliant','Complete','Warning',4,'B',8.2600,'Critical','High','Closed','Daily','2025-02-12','2025-03-06','Enhanced','Multiple','Hybrid',0.23,0.9500,'ABHV_MDQ9U'
'CASE_HUX7F','IT559277','Current','Partial','Late','Warning',0,'A',22.8800,'Medium','High','Closed','Weekly','2025-02-13','2025-03-02','Intensive','Multiple','Manual',0.11,0.5660,'ABHV_NIO8X'
'CASE_VWFUP','IT326122','Current','Full','Complete','Inquiry',2,'A',54.9200,'Low','Low','Investigation','Monthly','2025-01-23','2025-03-20','Enhanced','Primary','Automated',0.13,0.7350,'ABHV_QQVUF'
'CASE_7DSAB','IT380913','Missing','Partial','Complete','Warning',2,'D',96.4800,'Critical','Low','Monitoring','Monthly','2025-02-18','2025-02-23','Standard','Multiple','Manual',0.17,0.7370,'ABHV_PBA1Y'
'CASE_HLK2Q','IT403743','Current','Full','Complete','Inquiry',0,'D',89.0900,'Medium','Medium','Investigation','Daily','2025-01-30','2025-03-04','Intensive','Primary','Hybrid',0.13,0.8420,'ABHV_HPRPI'
'CASE_WTHUW','IT437603','Missing','Full','Incomplete','Warning',2,'C',25.5200,'Critical','High','Investigation','Monthly','2025-02-04','2025-02-22','Enhanced','Primary','Hybrid',0.11,0.7340,'ABHV_DNDB0'
'CASE_8P11E','IT114207','Current','Full','Incomplete','Warning',0,'A',95.5100,'High','High','Investigation','Daily','2025-02-15','2025-03-08','Intensive','Multiple','Automated',0.16,0.6650,'ABHV_8ZSEN'
'CASE_D9VDA','IT659974','Missing','Non-compliant','Incomplete','Inquiry',1,'D',33.6800,'High','Low','Investigation','Weekly','2025-02-12','2025-02-23','Intensive','Multiple','Hybrid',0.04,0.5790,'ABHV_TYQWN'
'CASE_HWS0H','IT487875','Missing','Partial','Late','Inquiry',3,'D',64.7500,'Low','High','Monitoring','Weekly','2025-01-30','2025-03-02','Intensive','Secondary','Hybrid',0.17,0.9450,'ABHV_70XNC'
'CASE_S76VU','IT748927','Missing','Partial','Late','Warning',5,'A',97.3800,'Low','Medium','Closed','Daily','2025-02-01','2025-02-22','Intensive','Secondary','Manual',0.02,0.5230,'ABHV_OMG5J'
'CASE_73V5K','IT575824','Missing','Full','Complete','Inquiry',4,'D',49.7300,'Critical','Low','Closed','Weekly','2025-01-25','2025-03-10','Enhanced','Secondary','Manual',0.02,0.5520,'ABHV_2I15G'
'CASE_4TCCH','IT751618','Delayed','Full','Late','Inquiry',1,'D',28.9300,'Low','Medium','Investigation','Monthly','2025-02-09','2025-02-26','Intensive','Multiple','Automated',0.03,0.9300,'ABHV_U34IX'
'CASE_A2HXF','IT971839','Current','Partial','Incomplete','Inquiry',3,'B',4.4500,'Low','High','Investigation','Daily','2025-02-11','2025-02-21','Enhanced','Primary','Manual',0.20,0.6470,'ABHV_ZSYGS'
'CASE_D0GIU','IT459995','Missing','Full','Incomplete','Inquiry',5,'C',19.8300,'High','Low','Closed','Monthly','2025-01-20','2025-03-07','Standard','Primary','Hybrid',0.18,0.5810,'ABHV_DHFH8'
'CASE_EINOX','IT197424','Current','Partial','Late','Warning',0,'B',26.6300,'Critical','Medium','Monitoring','Monthly','2025-02-12','2025-03-12','Intensive','Secondary','Manual',0.01,0.5810,'ABHV_LLGJE'
'CASE_5PQYW','IT570226','Delayed','Partial','Complete','Warning',0,'D',63.1100,'Medium','Medium','Closed','Weekly','2025-02-05','2025-03-02','Standard','Multiple','Automated',0.19,0.6350,'ABHV_X1MB4'
'CASE_GKDNX','IT322619','Current','Non-compliant','Incomplete','Warning',1,'C',92.8900,'High','Low','Monitoring','Monthly','2025-01-22','2025-02-22','Enhanced','Primary','Hybrid',0.19,0.7860,'ABHV_OPG52'
'CASE_U01QB','IT454934','Delayed','Non-compliant','Complete','Inquiry',0,'C',31.2700,'High','High','Closed','Monthly','2025-01-28','2025-03-13','Standard','Secondary','Manual',0.18,0.9920,'ABHV_31MW1'
'CASE_2Z0M6','IT856196','Missing','Full','Complete','Warning',3,'C',22.1900,'Low','High','Investigation','Monthly','2025-02-03','2025-02-26','Standard','Secondary','Automated',0.00,0.9180,'ABHV_NJHG6'
'CASE_XWAM7','IT252030','Missing','Partial','Complete','Warning',0,'C',55.7700,'High','Medium','Closed','Weekly','2025-02-13','2025-02-24','Enhanced','Secondary','Automated',0.28,0.8610,'ABHV_LJFP6'
'CASE_KZT3I','IT464091','Missing','Non-compliant','Complete','Inquiry',0,'D',13.3500,'High','High','Investigation','Monthly','2025-02-15','2025-03-10','Intensive','Primary','Hybrid',0.02,0.9030,'ABHV_IZZ6U'
'CASE_ISWSO','IT849557','Missing','Full','Incomplete','Warning',3,'B',57.7600,'High','Low','Closed','Monthly','2025-02-03','2025-03-13','Intensive','Multiple','Hybrid',0.12,0.7040,'ABHV_31O31'
'CASE_QTWXC','IT478048','Current','Full','Complete','Warning',5,'B',65.8000,'Medium','Medium','Investigation','Monthly','2025-02-05','2025-03-01','Intensive','Secondary','Hybrid',0.21,0.5010,'ABHV_BBGHX'
'CASE_IOOLK','IT550256','Delayed','Full','Incomplete','Warning',3,'D',7.4600,'Medium','Low','Monitoring','Monthly','2025-02-03','2025-03-11','Intensive','Secondary','Automated',0.25,0.5680,'ABHV_9RLDQ'
'CASE_0MEAW','IT107436','Current','Partial','Incomplete','Inquiry',3,'B',4.4000,'Critical','Low','Closed','Daily','2025-01-23','2025-03-11','Enhanced','Multiple','Hybrid',0.09,0.9450,'ABHV_5FB9Z'
'CASE_JZE5O','IT286699','Delayed','Non-compliant','Incomplete','Inquiry',3,'D',54.6500,'Medium','Medium','Closed','Monthly','2025-02-06','2025-03-04','Intensive','Primary','Manual',0.04,0.9730,'ABHV_OO0TI'
'CASE_ZYFCV','IT577356','Delayed','Full','Complete','Warning',2,'C',20.8600,'High','Low','Closed','Weekly','2025-02-06','2025-02-21','Standard','Primary','Hybrid',0.09,0.8850,'ABHV_0RM2A'
'CASE_BH2GZ','IT549655','Current','Non-compliant','Complete','Warning',1,'C',98.5000,'Medium','High','Monitoring','Weekly','2025-01-24','2025-02-26','Standard','Multiple','Hybrid',0.25,0.5490,'ABHV_4VVPX'
'CASE_TMP6N','IT118859','Current','Non-compliant','Late','Warning',1,'D',91.4000,'Critical','Low','Monitoring','Daily','2025-01-20','2025-03-12','Intensive','Multiple','Hybrid',0.12,0.7710,'ABHV_CQNYR'
'CASE_LNBN5','IT164284','Delayed','Partial','Complete','Warning',2,'C',96.5900,'Low','Low','Investigation','Monthly','2025-01-21','2025-02-20','Enhanced','Multiple','Manual',0.25,0.7700,'ABHV_5FB1X'
'CASE_JXY6E','IT800012','Delayed','Non-compliant','Late','Inquiry',3,'A',59.1800,'Critical','Low','Closed','Monthly','2025-02-16','2025-02-25','Intensive','Multiple','Manual',0.21,0.9800,'ABHV_6S9QU'
'CASE_RY329','IT187607','Missing','Partial','Incomplete','Warning',0,'D',26.9000,'Medium','Low','Monitoring','Weekly','2025-02-02','2025-02-28','Standard','Multiple','Manual',0.15,0.5730,'ABHV_7D1Q5'
'CASE_4G4DU','IT285210','Current','Partial','Complete','Warning',4,'C',31.3200,'Critical','Medium','Monitoring','Weekly','2025-02-19','2025-03-03','Enhanced','Secondary','Automated',0.08,0.9640,'ABHV_2G0BN'
'CASE_19248','IT562260','Current','Full','Incomplete','Inquiry',0,'C',85.8500,'High','High','Monitoring','Monthly','2025-01-20','2025-03-14','Enhanced','Primary','Hybrid',0.15,0.7070,'ABHV_PNFMN'
'CASE_HFD4O','IT659961','Delayed','Full','Incomplete','Warning',0,'C',52.9600,'Medium','Low','Closed','Daily','2025-01-24','2025-03-14','Standard','Primary','Automated',0.11,0.7280,'ABHV_TKQY9'
'CASE_L3QKP','IT218586','Current','Non-compliant','Incomplete','Inquiry',0,'A',27.8500,'Low','Medium','Closed','Monthly','2025-01-21','2025-02-25','Intensive','Primary','Hybrid',0.02,0.7360,'ABHV_EIWGV'
'CASE_ZWYOM','IT176104','Current','Non-compliant','Complete','Inquiry',5,'C',78.5100,'Medium','Low','Monitoring','Weekly','2025-01-25','2025-03-21','Enhanced','Multiple','Automated',0.27,0.8840,'ABHV_BJTJN'
'CASE_QGI0R','IT537613','Delayed','Partial','Complete','Warning',4,'A',91.4900,'Critical','High','Investigation','Daily','2025-01-30','2025-03-01','Standard','Primary','Hybrid',0.30,0.8120,'ABHV_4S3BX'
'CASE_TUKJN','IT130561','Delayed','Partial','Incomplete','Inquiry',1,'A',6.5200,'Critical','High','Monitoring','Monthly','2025-01-29','2025-02-21','Intensive','Primary','Automated',0.30,0.5770,'ABHV_WND0V'
'CASE_42AD6','IT722543','Delayed','Partial','Complete','Warning',0,'D',39.3600,'Medium','High','Monitoring','Weekly','2025-02-11','2025-02-20','Standard','Multiple','Hybrid',0.10,0.7500,'ABHV_EQL87'
'CASE_EBYCW','IT761796','Current','Partial','Incomplete','Inquiry',5,'D',56.9600,'Low','High','Monitoring','Weekly','2025-01-24','2025-03-06','Enhanced','Multiple','Manual',0.26,0.5340,'ABHV_XCYGH'
'CASE_9SBQX','IT338388','Current','Full','Complete','Warning',1,'A',86.9400,'Medium','Low','Monitoring','Weekly','2025-02-18','2025-03-08','Intensive','Multiple','Automated',0.14,0.5790,'ABHV_PNLLA'
'CASE_B2N1S','IT240261','Current','Partial','Complete','Warning',3,'C',54.8300,'High','Medium','Closed','Monthly','2025-02-13','2025-03-14','Intensive','Primary','Automated',0.16,0.9810,'ABHV_CJ013'
'CASE_8BGZ8','IT141899','Missing','Full','Late','Warning',5,'A',38.8500,'Medium','High','Monitoring','Daily','2025-01-28','2025-02-23','Intensive','Secondary','Hybrid',0.08,0.9200,'ABHV_KAZPZ'
'CASE_N73F1','IT546262','Missing','Full','Late','Warning',4,'C',0.3200,'High','Medium','Closed','Monthly','2025-01-24','2025-03-15','Enhanced','Primary','Manual',0.08,0.7560,'ABHV_XFYIZ'
'CASE_K6GUN','IT570649','Current','Partial','Incomplete','Warning',2,'D',36.2100,'Medium','High','Investigation','Daily','2025-01-23','2025-03-13','Enhanced','Primary','Manual',0.21,0.9580,'ABHV_QLJQI'
'CASE_ZHPOD','IT667564','Current','Full','Late','Inquiry',0,'B',67.7000,'Low','Low','Monitoring','Monthly','2025-02-01','2025-03-13','Enhanced','Primary','Manual',0.03,0.6050,'ABHV_JHWZO'
'CASE_KUL2Q','IT246617','Current','Partial','Complete','Warning',1,'D',8.4800,'Low','High','Investigation','Weekly','2025-01-27','2025-03-05','Intensive','Secondary','Manual',0.10,0.6640,'ABHV_N5SMA'
'CASE_5G134','IT853100','Current','Full','Incomplete','Warning',0,'C',58.3900,'High','Low','Investigation','Daily','2025-02-12','2025-02-22','Standard','Primary','Manual',0.25,0.7730,'ABHV_E8I1V'
'CASE_1ZGFP','IT103915','Delayed','Non-compliant','Complete','Warning',2,'B',47.2100,'Medium','High','Investigation','Monthly','2025-01-21','2025-03-21','Intensive','Multiple','Automated',0.29,0.8390,'ABHV_TJ6CJ'
'CASE_8UYGK','IT638781','Missing','Partial','Late','Warning',2,'A',53.1300,'Medium','Low','Closed','Monthly','2025-02-15','2025-02-24','Enhanced','Multiple','Manual',0.04,0.8550,'ABHV_TJM0M'
'CASE_BE07W','IT629386','Current','Full','Incomplete','Warning',2,'C',64.2800,'Low','High','Monitoring','Weekly','2025-02-09','2025-03-21','Standard','Secondary','Manual',0.20,0.6620,'ABHV_SA25I'
'CASE_WY7OG','IT819805','Current','Non-compliant','Complete','Warning',0,'D',40.3500,'Medium','High','Monitoring','Weekly','2025-01-23','2025-03-01','Standard','Multiple','Automated',0.16,0.9530,'ABHV_C24OO'
'CASE_3QC23','IT669931','Current','Partial','Late','Warning',3,'D',61.7700,'Medium','Medium','Investigation','Weekly','2025-02-19','2025-03-21','Intensive','Primary','Hybrid',0.07,0.9550,'ABHV_1S7GM'
'CASE_TKK7H','IT537133','Current','Full','Late','Warning',0,'D',66.5100,'Medium','High','Investigation','Monthly','2025-02-08','2025-03-06','Standard','Multiple','Automated',0.10,0.8120,'ABHV_UVM25'
'CASE_Q9N42','IT832359','Delayed','Non-compliant','Incomplete','Inquiry',1,'B',17.3000,'Low','Low','Closed','Monthly','2025-02-15','2025-03-19','Enhanced','Multiple','Manual',0.20,0.6620,'ABHV_F08MS'
'CASE_I88DN','IT744154','Delayed','Non-compliant','Complete','Inquiry',5,'B',44.0400,'Medium','Low','Investigation','Monthly','2025-01-31','2025-02-26','Standard','Primary','Manual',0.20,0.7170,'ABHV_R1C99'
'CASE_CF4FF','IT427268','Delayed','Partial','Complete','Warning',0,'C',97.3900,'Medium','Low','Closed','Weekly','2025-02-18','2025-03-06','Intensive','Multiple','Automated',0.22,0.8610,'ABHV_1SSOW'
'CASE_FLXVP','IT947685','Delayed','Full','Incomplete','Warning',5,'D',54.3700,'Low','Medium','Monitoring','Weekly','2025-01-23','2025-02-26','Intensive','Multiple','Hybrid',0.18,0.5990,'ABHV_4EL1X'
'CASE_9RMZZ','IT851454','Delayed','Partial','Incomplete','Warning',4,'B',91.3300,'Low','High','Closed','Monthly','2025-01-21','2025-03-20','Standard','Secondary','Hybrid',0.25,0.8610,'ABHV_W8OXE'
'CASE_MI3J4','IT983655','Missing','Full','Late','Warning',5,'C',54.9700,'Medium','Low','Investigation','Monthly','2025-02-16','2025-03-20','Enhanced','Secondary','Hybrid',0.18,0.8070,'ABHV_JWL5R'
'CASE_I5YJI','IT725462','Current','Full','Late','Warning',1,'D',95.2500,'Medium','High','Closed','Daily','2025-01-21','2025-02-28','Enhanced','Primary','Hybrid',0.11,0.6750,'ABHV_CEWCZ'
'CASE_D9Y2O','IT133780','Current','Full','Incomplete','Warning',2,'A',6.9200,'Critical','Medium','Monitoring','Weekly','2025-02-05','2025-03-14','Enhanced','Multiple','Automated',0.19,0.6650,'ABHV_WOI63'
'CASE_VEA12','IT217037','Current','Partial','Complete','Warning',1,'C',42.0500,'Low','High','Investigation','Weekly','2025-02-07','2025-03-12','Standard','Multiple','Manual',0.06,0.7120,'ABHV_0JCJL'
'CASE_5YEIV','IT394853','Missing','Non-compliant','Incomplete','Warning',3,'D',42.6000,'Medium','High','Monitoring','Daily','2025-01-20','2025-02-25','Enhanced','Primary','Hybrid',0.29,0.5010,'ABHV_MAMEE'
'CASE_0UF32','IT613649','Current','Partial','Late','Warning',1,'D',81.9900,'Critical','High','Monitoring','Weekly','2025-01-27','2025-03-09','Intensive','Secondary','Automated',0.23,0.8340,'ABHV_1B0WY'
'CASE_DJ9NZ','IT425613','Delayed','Non-compliant','Late','Inquiry',3,'A',78.9600,'Low','High','Closed','Monthly','2025-01-23','2025-03-12','Enhanced','Multiple','Manual',0.23,0.9270,'ABHV_V4M2L'
'CASE_4Y6TR','IT227749','Delayed','Full','Complete','Warning',5,'B',79.8600,'High','Low','Closed','Daily','2025-01-28','2025-02-26','Intensive','Secondary','Automated',0.23,0.9420,'ABHV_PFU9O'
'CASE_L3E8C','IT899691','Missing','Non-compliant','Complete','Inquiry',2,'B',84.8500,'High','Medium','Closed','Daily','2025-01-20','2025-03-18','Intensive','Secondary','Hybrid',0.20,0.9470,'ABHV_R0JWF'
'CASE_ATE58','IT130699','Missing','Full','Complete','Warning',5,'A',73.4400,'Medium','Low','Investigation','Weekly','2025-02-12','2025-03-06','Intensive','Secondary','Manual',0.25,0.7490,'ABHV_6QMFK'
'CASE_DQYFD','IT422045','Delayed','Non-compliant','Late','Warning',1,'D',65.0200,'Low','Medium','Monitoring','Daily','2025-02-10','2025-02-22','Standard','Primary','Manual',0.18,0.7620,'ABHV_E6IAH'
'CASE_ROOW6','IT651917','Current','Partial','Late','Warning',5,'B',89.9900,'Medium','High','Closed','Daily','2025-01-31','2025-02-23','Enhanced','Multiple','Manual',0.27,0.6430,'ABHV_HUD7Y'
'CASE_DNRKC','IT668994','Delayed','Non-compliant','Incomplete','Inquiry',2,'D',82.2400,'High','High','Closed','Monthly','2025-01-22','2025-03-10','Enhanced','Primary','Hybrid',0.16,0.9540,'ABHV_57ZJT'
'CASE_98OI6','IT246444','Current','Full','Complete','Warning',0,'C',89.2300,'Medium','Low','Investigation','Monthly','2025-02-12','2025-03-20','Enhanced','Secondary','Hybrid',0.04,0.8130,'ABHV_HUHUX'
'CASE_8F07S','IT416512','Current','Full','Late','Warning',5,'C',88.1700,'Low','Low','Monitoring','Daily','2025-02-16','2025-03-18','Standard','Multiple','Automated',0.07,0.9330,'ABHV_T31FU'
'CASE_HMN6Z','IT190991','Missing','Partial','Late','Warning',0,'A',18.5100,'Medium','Low','Closed','Monthly','2025-02-03','2025-02-24','Enhanced','Secondary','Automated',0.10,0.7350,'ABHV_G2TO4'
'CASE_YC7I8','IT879004','Current','Full','Complete','Warning',1,'B',24.9200,'Critical','Medium','Monitoring','Daily','2025-01-31','2025-02-22','Intensive','Primary','Hybrid',0.06,0.8200,'ABHV_FJCPV'
'CASE_AX6YF','IT331897','Delayed','Full','Late','Warning',4,'A',58.6900,'Critical','High','Closed','Monthly','2025-02-07','2025-03-14','Standard','Primary','Hybrid',0.03,0.8250,'ABHV_R3DGB'
'CASE_JM54W','IT742318','Current','Full','Complete','Warning',2,'B',55.6900,'Medium','High','Investigation','Weekly','2025-02-18','2025-03-10','Standard','Multiple','Manual',0.09,0.7250,'ABHV_QNJ2K'
'CASE_G2E5M','IT167374','Delayed','Full','Incomplete','Warning',3,'B',85.2000,'Critical','Medium','Monitoring','Daily','2025-01-26','2025-03-07','Intensive','Secondary','Hybrid',0.05,0.8890,'ABHV_YWEBY'
'CASE_LDOQ7','IT208632','Delayed','Partial','Complete','Warning',2,'D',66.4500,'High','Low','Investigation','Weekly','2025-01-31','2025-03-02','Intensive','Multiple','Automated',0.26,0.5940,'ABHV_9BBMP'
'CASE_NHPRU','IT680846','Current','Non-compliant','Complete','Inquiry',4,'B',83.2500,'Medium','Medium','Monitoring','Monthly','2025-01-21','2025-02-23','Standard','Multiple','Automated',0.26,0.6330,'ABHV_5T20V'
'CASE_ZON9H','IT234735','Delayed','Non-compliant','Complete','Warning',4,'C',84.1900,'Medium','High','Monitoring','Weekly','2025-02-10','2025-02-27','Enhanced','Multiple','Hybrid',0.28,0.6890,'ABHV_BS52I'
'CASE_XOOCP','IT775321','Missing','Partial','Complete','Warning',0,'A',65.8800,'Medium','High','Investigation','Weekly','2025-02-09','2025-03-02','Standard','Secondary','Hybrid',0.16,0.6680,'ABHV_34G9K'
'CASE_DWAXB','IT251503','Missing','Partial','Late','Warning',5,'A',47.2500,'High','Low','Closed','Monthly','2025-02-07','2025-02-23','Standard','Multiple','Manual',0.05,0.8910,'ABHV_0GPCQ'
'CASE_QK75T','IT746785','Delayed','Full','Complete','Warning',0,'A',26.6700,'Low','High','Monitoring','Daily','2025-02-02','2025-02-22','Enhanced','Secondary','Automated',0.27,0.9250,'ABHV_U98V6'
'CASE_P9MZ8','IT943995','Missing','Full','Late','Inquiry',5,'A',79.7600,'Medium','High','Investigation','Monthly','2025-02-11','2025-02-27','Standard','Secondary','Hybrid',0.25,0.5890,'ABHV_9N3NP'
'CASE_WCSPA','IT456775','Current','Full','Late','Warning',4,'C',79.0100,'Medium','High','Investigation','Weekly','2025-01-31','2025-03-18','Intensive','Multiple','Manual',0.27,0.8410,'ABHV_51NRK'
'CASE_6C42Z','IT242518','Current','Partial','Incomplete','Warning',4,'B',10.3000,'Medium','High','Monitoring','Monthly','2025-02-17','2025-03-06','Enhanced','Secondary','Manual',0.08,0.8700,'ABHV_CZF73'
'CASE_LIA9R','IT419682','Missing','Non-compliant','Late','Warning',4,'C',32.0100,'Critical','Low','Closed','Daily','2025-01-23','2025-03-14','Standard','Primary','Manual',0.28,0.5580,'ABHV_J5PMX'
'CASE_VK8MW','IT253934','Delayed','Non-compliant','Incomplete','Inquiry',1,'D',32.8500,'Medium','Medium','Closed','Weekly','2025-01-30','2025-03-16','Enhanced','Multiple','Manual',0.01,0.8490,'ABHV_P49GY'
'CASE_3T657','IT736812','Missing','Non-compliant','Incomplete','Inquiry',2,'A',16.1600,'Low','Medium','Investigation','Weekly','2025-01-24','2025-03-20','Intensive','Secondary','Automated',0.18,0.5760,'ABHV_J2E73'
'CASE_24ZJI','IT675239','Missing','Full','Complete','Warning',4,'C',53.7100,'Medium','Medium','Monitoring','Monthly','2025-01-21','2025-03-12','Standard','Primary','Automated',0.20,0.5990,'ABHV_962AH'
'CASE_Z111J','IT879900','Missing','Non-compliant','Complete','Inquiry',0,'B',86.1300,'High','Low','Monitoring','Weekly','2025-02-12','2025-03-13','Standard','Multiple','Hybrid',0.11,0.5900,'ABHV_WRLYO'
'CASE_C9J6J','IT118054','Missing','Non-compliant','Complete','Warning',2,'D',8.4000,'Medium','Medium','Closed','Monthly','2025-02-17','2025-03-14','Intensive','Secondary','Hybrid',0.23,0.7570,'ABHV_KVF8L'
'CASE_P35PJ','IT222831','Current','Non-compliant','Complete','Inquiry',2,'C',53.9400,'High','High','Monitoring','Monthly','2025-02-08','2025-02-24','Intensive','Secondary','Automated',0.14,0.6660,'ABHV_OAR3I'
'CASE_EWFM1','IT496899','Current','Partial','Complete','Warning',2,'B',16.7400,'High','High','Monitoring','Daily','2025-02-02','2025-02-26','Intensive','Secondary','Automated',0.21,0.5590,'ABHV_6XSZP'
