'ENF_5U4NP','CASE_WTHUW','Warning','Supervisor','In Progress','Fine',832309.56,'Pending','Negotiating','Moderate','Partial','Completed','Blackout','No','No','Comprehensive','Hybrid','Archived','Missing','Normal','Restricted','Prohibited','INV_Y6RTV'
'ENF_FNJUL','CASE_8P11E','Warning','Legal','Pending','Ban',372942.53,'Pending','Negotiating','Moderate','Partial','Completed','Blackout','Major','No','Refresher','Manual','Deleted','Missing','Sensitive','Restricted','Allowed','INV_2HP9H'
'ENF_KH4UX','CASE_D9VDA','Suspension','Compliance','Resolved','Ban',791421.14,'Pending','Negotiating','Severe','Partial','Pending','Special','Major','No','Refresher','Hybrid','Archived','Missing','Sensitive','Internal','Limited','INV_Q2LXZ'
'ENF_IZ4T7','CASE_HWS0H','Warning','Supervisor','Pending','Warning',183973.50,'Pending','Negotiating','Moderate','Partial','Not Required','Blackout','Minor','No','Refresher','Hybrid','Current','Missing','Sensitive','Restricted','Prohibited','INV_DJC8D'
'ENF_DU56T','CASE_S76VU','Warning','Compliance','Pending','Fine',661143.96,'Active','Negotiating','Minimal','Partial','Completed','Blackout','No','No','Comprehensive','Automated','Archived','Complete','Highly Sensitive','Public','Prohibited','INV_53914'
'ENF_8OFD1','CASE_73V5K','Suspension','Supervisor','Resolved','Fine',354569.65,'Pending','Negotiating','Moderate','Full','Completed','Special','Major','Urgent','Refresher','Manual','Deleted','Complete','Highly Sensitive','Public','Limited','INV_87U87'
'ENF_WIMYT','CASE_4TCCH','Warning','Compliance','Resolved','Ban',949757.77,'Pending','Negotiating','Minimal','Full','Not Required','Special','Major','Yes','Refresher','Manual','Deleted','Partial','Highly Sensitive','Internal','Limited','INV_C0PZ3'
'ENF_HJ010','CASE_A2HXF','Suspension','Supervisor','In Progress','Ban',980686.22,'Pending','Negotiating','Moderate','Full','Not Required','Special','No','Yes','Refresher','Automated','Archived','Missing','Sensitive','Internal','Limited','INV_1EF7C'
'ENF_Z17ID','CASE_D0GIU','Restriction','Legal','Resolved','Warning',877365.67,'Pending','Negotiating','Moderate','Full','Completed','Special','No','Urgent','Refresher','Automated','Current','Missing','Normal','Public','Allowed','INV_P50OO'
'ENF_I7U57','CASE_EINOX','Warning','Legal','Resolved','Warning',158965.31,'Pending','Negotiating','Severe','Partial','Pending','Blackout','Minor','No','Comprehensive','Manual','Deleted','Partial','Normal','Restricted','Limited','INV_IPDRR'
'ENF_7DI7C','CASE_5PQYW','Warning','Supervisor','In Progress','Fine',123483.68,'Pending','Negotiating','Severe','Full','Pending','Blackout','Major','Yes','Refresher','Automated','Deleted','Partial','Highly Sensitive','Restricted','Limited','INV_5P5S0'
'ENF_BBL88','CASE_GKDNX','Warning','Supervisor','Pending','Warning',88029.59,'Pending','Negotiating','Severe','Full','Completed','Special','Minor','No','Comprehensive','Hybrid','Deleted','Missing','Normal','Restricted','Prohibited','INV_BZWYZ'
'ENF_YJYH3','CASE_U01QB','Warning','Legal','Resolved','Fine',964514.06,'Pending','Settled','Minimal','Partial','Pending','Blackout','Minor','No','Comprehensive','Automated','Deleted','Partial','Highly Sensitive','Restricted','Limited','INV_LSI55'
'ENF_NEI5F','CASE_2Z0M6','Warning','Legal','Pending','Fine',414500.36,'Pending','Negotiating','Severe','Partial','Not Required','Special','Major','Urgent','Comprehensive','Manual','Current','Partial','Highly Sensitive','Public','Prohibited','INV_7P7SI'
'ENF_ECCZ7','CASE_XWAM7','Warning','Compliance','Pending','Warning',534459.32,'Active','Negotiating','Severe','Full','Not Required','Special','Minor','Yes','Comprehensive','Manual','Archived','Complete','Sensitive','Restricted','Limited','INV_9TFHU'
'ENF_KW452','CASE_KZT3I','Suspension','Supervisor','Resolved','Ban',169890.93,'Pending','Negotiating','Moderate','Partial','Not Required','Special','Minor','No','Refresher','Hybrid','Current','Complete','Sensitive','Public','Prohibited','INV_LOIZA'
'ENF_3ENP0','CASE_ISWSO','Suspension','Compliance','Resolved','Ban',338709.08,'Pending','Negotiating','Severe','Partial','Completed','Special','No','No','Refresher','Hybrid','Current','Complete','Highly Sensitive','Restricted','Limited','INV_CFLMW'
'ENF_1NTOW','CASE_QTWXC','Warning','Supervisor','In Progress','Warning',210163.22,'Pending','Settled','Moderate','Full','Pending','Blackout','Major','Urgent','Refresher','Automated','Current','Missing','Normal','Internal','Allowed','INV_CCFQQ'
'ENF_Z3GYY','CASE_IOOLK','Warning','Supervisor','Pending','Warning',911455.99,'Active','Negotiating','Severe','Partial','Pending','Special','Minor','No','Comprehensive','Hybrid','Current','Missing','Sensitive','Internal','Prohibited','INV_Q6IN2'
'ENF_K8S7H','CASE_0MEAW','Restriction','Supervisor','In Progress','Warning',262547.03,'Pending','Negotiating','Minimal','Partial','Pending','Special','Minor','Urgent','Refresher','Automated','Archived','Partial','Sensitive','Internal','Prohibited','INV_XQF8P'
'ENF_9OLI5','CASE_JZE5O','Suspension','Supervisor','Resolved','Warning',734426.76,'Active','Negotiating','Minimal','Partial','Completed','Special','Major','Urgent','Refresher','Hybrid','Deleted','Missing','Sensitive','Restricted','Prohibited','INV_N1ZGT'
'ENF_MTFVX','CASE_ZYFCV','Warning','Supervisor','Pending','Ban',499781.19,'Pending','Settled','Moderate','Partial','Not Required','Special','Minor','Urgent','Refresher','Hybrid','Current','Partial','Sensitive','Internal','Prohibited','INV_RC567'
'ENF_QIS97','CASE_BH2GZ','Restriction','Legal','In Progress','Warning',369215.53,'Active','Negotiating','Moderate','Partial','Completed','Special','No','Yes','Refresher','Automated','Archived','Missing','Normal','Internal','Allowed','INV_H55TQ'
'ENF_DHBR8','CASE_TMP6N','Restriction','Supervisor','Pending','Ban',652374.68,'Pending','Negotiating','Minimal','Partial','Completed','Special','Major','Yes','Comprehensive','Manual','Current','Partial','Sensitive','Public','Prohibited','INV_JOHYU'
'ENF_T9B5E','CASE_LNBN5','Suspension','Compliance','Pending','Ban',585021.16,'Active','Negotiating','Minimal','Full','Completed','Blackout','Major','Urgent','Refresher','Automated','Current','Partial','Normal','Restricted','Limited','INV_99G6D'
'ENF_5TYCR','CASE_JXY6E','Suspension','Legal','In Progress','Ban',73458.26,'Pending','Settled','Minimal','Full','Not Required','Special','Major','No','Comprehensive','Manual','Deleted','Complete','Normal','Public','Prohibited','INV_V0K70'
'ENF_1E3KI','CASE_RY329','Suspension','Legal','In Progress','Warning',960407.96,'Pending','Settled','Moderate','Full','Pending','Special','No','No','Refresher','Hybrid','Archived','Complete','Normal','Restricted','Prohibited','INV_YWEPD'
'ENF_DR8PM','CASE_4G4DU','Restriction','Supervisor','Pending','Warning',662056.25,'Pending','Negotiating','Moderate','Full','Not Required','Blackout','Major','Yes','Refresher','Automated','Deleted','Missing','Normal','Public','Prohibited','INV_WJYFD'
'ENF_CV3O8','CASE_19248','Warning','Supervisor','Resolved','Warning',531145.28,'Pending','Negotiating','Moderate','Partial','Not Required','Special','Major','No','Refresher','Automated','Archived','Missing','Sensitive','Restricted','Allowed','INV_D5JZ8'
'ENF_75XK8','CASE_HFD4O','Restriction','Supervisor','Pending','Fine',307157.40,'Pending','Settled','Severe','Partial','Pending','Special','No','Yes','Comprehensive','Hybrid','Archived','Partial','Normal','Restricted','Allowed','INV_VS33G'
'ENF_7Z7YH','CASE_L3QKP','Warning','Supervisor','Pending','Warning',634171.32,'Pending','Negotiating','Moderate','Partial','Not Required','Special','Major','Yes','Refresher','Hybrid','Current','Missing','Highly Sensitive','Public','Limited','INV_E6K27'
'ENF_2WGBL','CASE_ZWYOM','Warning','Supervisor','Resolved','Ban',376453.34,'Pending','Negotiating','Severe','Full','Pending','Special','Minor','No','Refresher','Hybrid','Archived','Complete','Normal','Restricted','Prohibited','INV_P7GGX'
'ENF_HRFBP','CASE_QGI0R','Restriction','Compliance','Resolved','Ban',915754.08,'Pending','Settled','Minimal','Partial','Pending','Special','Major','No','Refresher','Automated','Current','Complete','Sensitive','Public','Allowed','INV_ZYYAL'
'ENF_2W19D','CASE_TUKJN','Warning','Supervisor','Pending','Warning',944358.00,'Active','Negotiating','Minimal','Full','Completed','Special','Minor','Yes','Refresher','Automated','Archived','Missing','Normal','Internal','Prohibited','INV_8LUG3'
'ENF_YA2HH','CASE_42AD6','Suspension','Supervisor','Resolved','Warning',61911.02,'Active','Settled','Moderate','Partial','Not Required','Special','No','Urgent','Refresher','Manual','Deleted','Missing','Normal','Internal','Allowed','INV_5419Q'
'ENF_DJYMK','CASE_EBYCW','Warning','Legal','Pending','Warning',504518.95,'Active','Settled','Severe','Partial','Completed','Special','Minor','Yes','Refresher','Manual','Current','Missing','Normal','Public','Prohibited','INV_R0U5V'
'ENF_ATHQ4','CASE_9SBQX','Suspension','Compliance','Resolved','Warning',701839.26,'Pending','Negotiating','Severe','Partial','Completed','Special','Major','Urgent','Refresher','Manual','Current','Complete','Sensitive','Restricted','Limited','INV_H8STW'
'ENF_26LWS','CASE_B2N1S','Restriction','Supervisor','In Progress','Warning',469824.19,'Pending','Settled','Severe','Full','Pending','Special','Minor','No','Comprehensive','Automated','Archived','Complete','Normal','Public','Prohibited','INV_FNJY5'
'ENF_GXH6U','CASE_8BGZ8','Suspension','Supervisor','Pending','Warning',247199.90,'Active','Negotiating','Moderate','Full','Pending','Special','Minor','Yes','Comprehensive','Manual','Archived','Partial','Sensitive','Public','Allowed','INV_V361N'
'ENF_HYAA8','CASE_N73F1','Warning','Legal','In Progress','Fine',414100.71,'Pending','Negotiating','Minimal','Partial','Not Required','Special','Minor','No','Comprehensive','Hybrid','Archived','Partial','Sensitive','Restricted','Allowed','INV_45RSO'
'ENF_JGARQ','CASE_K6GUN','Warning','Legal','Resolved','Ban',799298.40,'Pending','Negotiating','Moderate','Partial','Pending','Special','Major','Yes','Refresher','Automated','Archived','Partial','Highly Sensitive','Restricted','Limited','INV_2BB6Z'
'ENF_4NTOE','CASE_ZHPOD','Warning','Supervisor','Resolved','Warning',783236.88,'Active','Negotiating','Moderate','Partial','Pending','Special','No','Urgent','Comprehensive','Automated','Deleted','Complete','Normal','Internal','Prohibited','INV_WCU3C'
'ENF_X2FYY','CASE_KUL2Q','Warning','Compliance','Pending','Fine',370136.32,'Active','Negotiating','Severe','Partial','Pending','Special','Major','Urgent','Refresher','Automated','Deleted','Missing','Sensitive','Public','Prohibited','INV_JJQ6R'
'ENF_FCRFW','CASE_5G134','Suspension','Legal','Resolved','Fine',602316.47,'Active','Negotiating','Moderate','Partial','Pending','Special','No','Yes','Comprehensive','Manual','Archived','Missing','Sensitive','Public','Limited','INV_SH66R'
'ENF_SOMVX','CASE_1ZGFP','Suspension','Compliance','Resolved','Warning',382214.50,'Pending','Negotiating','Minimal','Partial','Not Required','Special','Major','No','Comprehensive','Hybrid','Deleted','Complete','Highly Sensitive','Restricted','Allowed','INV_M2A1P'
'ENF_61MI4','CASE_8UYGK','Warning','Legal','Pending','Warning',502309.13,'Active','Negotiating','Moderate','Partial','Not Required','Blackout','Minor','No','Comprehensive','Manual','Current','Partial','Highly Sensitive','Internal','Limited','INV_MRYY3'
'ENF_B7CTE','CASE_BE07W','Suspension','Compliance','Resolved','Ban',745729.69,'Pending','Settled','Severe','Partial','Completed','Special','Minor','Urgent','Refresher','Automated','Archived','Missing','Sensitive','Public','Prohibited','INV_MWJGC'
'ENF_G7O0N','CASE_WY7OG','Restriction','Supervisor','In Progress','Ban',53119.58,'Pending','Negotiating','Minimal','Full','Completed','Special','No','No','Comprehensive','Hybrid','Archived','Missing','Normal','Public','Prohibited','INV_44H1C'
'ENF_U8BZD','CASE_3QC23','Suspension','Supervisor','Resolved','Warning',233299.21,'Pending','Settled','Minimal','Partial','Not Required','Special','Major','Urgent','Refresher','Hybrid','Current','Complete','Normal','Internal','Limited','INV_F2U7Q'
'ENF_6E0KD','CASE_TKK7H','Warning','Supervisor','Resolved','Warning',937998.27,'Pending','Negotiating','Minimal','Partial','Completed','Special','Minor','Yes','Refresher','Automated','Archived','Complete','Highly Sensitive','Internal','Allowed','INV_YP14E'
'ENF_MEKGR','CASE_Q9N42','Warning','Supervisor','Pending','Fine',749524.40,'Pending','Negotiating','Severe','Full','Not Required','Special','Minor','Urgent','Refresher','Automated','Archived','Missing','Normal','Public','Allowed','INV_WEKPD'
'ENF_7TGN4','CASE_I88DN','Suspension','Compliance','Pending','Warning',640718.34,'Pending','Settled','Moderate','Full','Not Required','Blackout','Major','Yes','Comprehensive','Hybrid','Archived','Complete','Highly Sensitive','Restricted','Limited','INV_09V07'
'ENF_3N7FD','CASE_CF4FF','Warning','Legal','Resolved','Fine',415223.11,'Pending','Negotiating','Severe','Full','Not Required','Special','Minor','Urgent','Refresher','Automated','Deleted','Missing','Sensitive','Public','Allowed','INV_IS3SS'
'ENF_32Y9T','CASE_FLXVP','Restriction','Legal','In Progress','Warning',971080.17,'Pending','Negotiating','Minimal','Partial','Completed','Special','Minor','Urgent','Refresher','Automated','Deleted','Partial','Sensitive','Restricted','Prohibited','INV_YMAVS'
'ENF_1RT81','CASE_9RMZZ','Restriction','Legal','Pending','Warning',567388.25,'Active','Negotiating','Minimal','Full','Pending','Special','Major','Urgent','Refresher','Manual','Current','Complete','Sensitive','Public','Prohibited','INV_UPSDK'
'ENF_XA5T0','CASE_MI3J4','Warning','Legal','In Progress','Ban',645442.50,'Pending','Settled','Severe','Partial','Not Required','Blackout','No','Yes','Comprehensive','Hybrid','Deleted','Missing','Normal','Restricted','Prohibited','INV_FFY82'
'ENF_XTESO','CASE_I5YJI','Restriction','Supervisor','Resolved','Fine',858075.99,'Pending','Settled','Severe','Partial','Not Required','Special','Major','No','Refresher','Automated','Deleted','Complete','Normal','Restricted','Allowed','INV_IPH49'
'ENF_H19UO','CASE_D9Y2O','Warning','Compliance','Pending','Fine',868393.28,'Active','Negotiating','Moderate','Full','Not Required','Blackout','Major','Yes','Refresher','Hybrid','Current','Partial','Normal','Restricted','Limited','INV_2U4M0'
'ENF_JA73F','CASE_VEA12','Warning','Legal','In Progress','Warning',373488.67,'Active','Negotiating','Moderate','Full','Pending','Special','Minor','No','Refresher','Manual','Deleted','Missing','Sensitive','Internal','Prohibited','INV_OHXCT'
'ENF_PQXL9','CASE_5YEIV','Warning','Supervisor','In Progress','Ban',638191.36,'Pending','Negotiating','Severe','Partial','Pending','Special','Major','Yes','Refresher','Hybrid','Archived','Complete','Highly Sensitive','Restricted','Allowed','INV_60NYC'
'ENF_35WAQ','CASE_0UF32','Restriction','Compliance','Pending','Warning',562656.64,'Pending','Negotiating','Minimal','Partial','Not Required','Special','No','Urgent','Refresher','Automated','Current','Complete','Normal','Internal','Allowed','INV_DIAMB'
'ENF_MTZV6','CASE_DJ9NZ','Warning','Supervisor','Resolved','Warning',11436.94,'Active','Settled','Severe','Partial','Not Required','Special','Major','No','Comprehensive','Manual','Current','Partial','Sensitive','Restricted','Limited','INV_0CZ4F'
'ENF_CLG5X','CASE_4Y6TR','Warning','Legal','Resolved','Warning',519072.41,'Active','Negotiating','Severe','Full','Completed','Blackout','No','Urgent','Refresher','Manual','Deleted','Missing','Normal','Restricted','Allowed','INV_LVOPO'
'ENF_KNBNZ','CASE_L3E8C','Warning','Compliance','In Progress','Warning',549506.66,'Active','Settled','Moderate','Full','Pending','Special','Major','Urgent','Comprehensive','Automated','Archived','Partial','Sensitive','Public','Prohibited','INV_FJ5KQ'
'ENF_TPM7M','CASE_ATE58','Suspension','Compliance','In Progress','Warning',953152.60,'Pending','Negotiating','Moderate','Partial','Completed','Special','Major','Yes','Comprehensive','Hybrid','Current','Complete','Highly Sensitive','Restricted','Prohibited','INV_2R94Y'
'ENF_I8P9H','CASE_DQYFD','Warning','Supervisor','Resolved','Warning',967610.32,'Pending','Negotiating','Severe','Full','Not Required','Special','No','No','Refresher','Hybrid','Deleted','Partial','Normal','Restricted','Limited','INV_VOM0J'
'ENF_MJM7W','CASE_ROOW6','Suspension','Compliance','Pending','Warning',59490.64,'Pending','Negotiating','Severe','Partial','Pending','Special','Major','Yes','Refresher','Automated','Deleted','Missing','Highly Sensitive','Public','Prohibited','INV_0MUVB'
'ENF_YESC5','CASE_DNRKC','Warning','Supervisor','Resolved','Warning',276193.62,'Active','Negotiating','Severe','Partial','Not Required','Special','Major','No','Refresher','Manual','Deleted','Complete','Sensitive','Restricted','Allowed','INV_K5PSE'
'ENF_9YI3F','CASE_98OI6','Warning','Compliance','In Progress','Warning',691532.56,'Pending','Settled','Moderate','Full','Not Required','Blackout','Minor','Urgent','Refresher','Hybrid','Deleted','Complete','Sensitive','Internal','Allowed','INV_W37YK'
'ENF_211KZ','CASE_8F07S','Warning','Supervisor','Resolved','Ban',553430.07,'Active','Settled','Moderate','Partial','Pending','Special','Minor','No','Refresher','Hybrid','Current','Missing','Highly Sensitive','Public','Prohibited','INV_KV3QN'
'ENF_57NW5','CASE_HMN6Z','Warning','Supervisor','Resolved','Warning',555578.19,'Active','Settled','Moderate','Partial','Not Required','Special','Major','Yes','Refresher','Hybrid','Current','Partial','Sensitive','Internal','Limited','INV_JKLV0'
'ENF_0W5KV','CASE_YC7I8','Warning','Legal','In Progress','Warning',275828.52,'Pending','Negotiating','Severe','Full','Pending','Special','Minor','Yes','Comprehensive','Hybrid','Archived','Partial','Normal','Restricted','Allowed','INV_UHLG2'
'ENF_JGUEX','CASE_AX6YF','Warning','Legal','In Progress','Fine',764186.50,'Pending','Settled','Moderate','Partial','Pending','Special','No','No','Refresher','Hybrid','Deleted','Partial','Normal','Restricted','Allowed','INV_M2URN'
'ENF_QKP6R','CASE_JM54W','Restriction','Compliance','Pending','Warning',415624.54,'Pending','Negotiating','Moderate','Partial','Pending','Special','No','Urgent','Comprehensive','Manual','Archived','Missing','Normal','Internal','Allowed','INV_D8838'
'ENF_VH19B','CASE_G2E5M','Warning','Compliance','Resolved','Warning',555683.27,'Active','Negotiating','Severe','Full','Completed','Blackout','Minor','No','Refresher','Automated','Current','Partial','Highly Sensitive','Public','Prohibited','INV_BTBB8'
'ENF_G7IKF','CASE_LDOQ7','Restriction','Supervisor','In Progress','Warning',574518.83,'Pending','Negotiating','Moderate','Partial','Pending','Special','No','No','Refresher','Manual','Archived','Complete','Sensitive','Public','Allowed','INV_QWF0H'
'ENF_RG9ZJ','CASE_NHPRU','Warning','Legal','Pending','Warning',925792.66,'Pending','Negotiating','Moderate','Partial','Pending','Blackout','No','No','Comprehensive','Manual','Archived','Partial','Highly Sensitive','Public','Prohibited','INV_KQSL2'
'ENF_BYP7V','CASE_ZON9H','Restriction','Compliance','Pending','Ban',253297.82,'Pending','Settled','Severe','Partial','Completed','Special','Minor','Yes','Comprehensive','Automated','Archived','Missing','Normal','Internal','Prohibited','INV_CSJGK'
'ENF_JGQXN','CASE_XOOCP','Warning','Legal','In Progress','Warning',887878.67,'Active','Negotiating','Minimal','Partial','Not Required','Special','No','Yes','Refresher','Hybrid','Archived','Missing','Sensitive','Public','Prohibited','INV_0B7SQ'
'ENF_RUO73','CASE_DWAXB','Warning','Compliance','Resolved','Warning',441306.55,'Pending','Negotiating','Minimal','Partial','Pending','Special','No','Urgent','Refresher','Manual','Current','Missing','Highly Sensitive','Public','Allowed','INV_IO732'
'ENF_6G0EO','CASE_QK75T','Warning','Supervisor','Pending','Fine',355097.75,'Pending','Negotiating','Severe','Full','Not Required','Blackout','No','Urgent','Comprehensive','Automated','Archived','Partial','Highly Sensitive','Public','Allowed','INV_W23Q6'
