'SENT_953ON','IT125621',-0.65,-0.59,12,25.47,76.42,16.2000,2.6900,0.9900,29.1500,'Moderate','Earnings','Pre-market',59.97,NULL
'SENT_PENU2','IT104923',0.90,0.90,14,27.07,64.26,2.8600,0.5100,0.6700,97.8700,'Moderate','M&A','Post-market',79.40,NULL
'SENT_23AI8','IT826759',0.30,-0.99,0,27.11,80.60,14.9300,3.3300,1.6400,21.6400,'Moderate','Restructuring','Pre-market',74.88,NULL
'SENT_S4I29','IT564930',-0.79,0.08,28,15.08,16.40,9.5800,1.5100,1.2300,73.8700,'Moderate','Earnings','Intraday',57.52,NULL
'SENT_5K6U9','IT410556',0.44,0.87,10,47.54,82.46,12.0900,0.3100,1.1800,12.0600,'Moderate','Restructuring','Pre-market',38.60,NULL
'SENT_CAMZT','IT270960',-0.96,0.82,30,25.41,10.15,0.5200,0.2100,1.4100,97.1900,'High','M&A','Pre-market',73.65,NULL
'SENT_OTVEW','IT822463',-0.91,-0.95,23,24.32,22.17,7.9100,0.2200,1.6600,23.8800,'Moderate','Earnings','Intraday',4.30,NULL
'SENT_JI5XQ','IT858554',0.13,-0.17,9,18.85,29.51,2.3300,0.6400,1.8300,29.0900,'High','M&A','Pre-market',75.72,NULL
'SENT_MAMO2','IT386159',-0.24,-0.39,15,23.18,28.76,12.1900,4.3000,0.9600,43.0500,'Moderate','M&A','Intraday',55.35,NULL
'SENT_S6S3J','IT471570',0.97,0.46,14,15.80,81.37,16.0000,1.0200,0.6400,22.5000,'Moderate','Restructuring','Intraday',67.69,NULL
'SENT_WCPB3','IT394977',0.02,0.70,29,30.69,47.61,9.3400,3.6800,0.7700,93.0800,'Moderate','Earnings','Post-market',75.98,NULL
'SENT_SP9S2','IT545372',0.62,0.47,13,17.09,76.23,12.7400,1.8200,1.9200,49.7000,'Moderate','M&A','Post-market',92.76,NULL
'SENT_ZCHPG','IT644663',-0.07,-0.24,18,48.74,17.83,12.5600,3.9300,1.5400,78.3800,'High','Earnings','Intraday',80.95,NULL
'SENT_QSU4P','IT610041',0.78,0.00,7,16.23,56.56,14.9000,2.6400,1.1100,24.3300,'High','Earnings','Pre-market',4.06,NULL
'SENT_BE5IX','IT464423',-0.46,-0.91,7,10.03,6.91,1.7000,1.8100,1.1800,97.4000,'Moderate','M&A','Intraday',59.28,NULL
'SENT_Z5XBS','IT559277',-0.32,0.36,21,8.50,26.88,10.2700,3.2900,0.7200,45.6200,'Moderate','M&A','Intraday',47.81,NULL
'SENT_B16OD','IT326122',0.67,-0.79,10,11.57,78.74,17.4100,3.3600,0.9700,28.4400,'Moderate','M&A','Intraday',5.09,NULL
'SENT_IJUMG','IT380913',0.12,0.61,10,6.63,40.90,7.1200,2.0500,0.2300,49.0200,'High','Earnings','Post-market',81.53,NULL
'SENT_2XHAR','IT403743',-0.89,0.69,7,45.37,38.88,10.0000,0.0100,0.3800,9.0000,'Moderate','Earnings','Pre-market',85.96,NULL
'SENT_OUT0Y','IT437603',-0.40,-0.43,23,21.11,50.14,8.8800,4.7100,1.7600,0.6700,'High','Restructuring','Post-market',20.06,NULL
'SENT_LG6VV','IT114207',-0.17,0.70,24,45.27,39.55,0.7400,1.4100,1.2200,77.1800,'Moderate','Restructuring','Pre-market',84.53,NULL
'SENT_AWA0Y','IT659974',0.81,-0.97,22,27.95,15.15,14.2500,3.8200,0.1200,28.0700,'Moderate','Earnings','Post-market',59.80,NULL
'SENT_ZQP5T','IT487875',0.74,-0.94,12,32.69,20.74,9.3100,1.7000,1.6200,50.0000,'High','M&A','Intraday',87.23,NULL
'SENT_0WB0P','IT748927',0.39,-0.62,12,39.80,65.67,13.8000,3.5300,1.0100,75.0900,'Moderate','Restructuring','Pre-market',8.73,NULL
'SENT_NE32V','IT575824',-0.07,0.42,17,30.79,4.38,9.8700,4.1800,0.8600,70.6800,'High','Earnings','Pre-market',47.44,NULL
'SENT_KKY04','IT751618',0.22,-0.68,18,28.24,59.63,7.4300,3.0700,1.0800,47.5500,'Moderate','Earnings','Intraday',20.29,NULL
'SENT_8NXZF','IT971839',0.27,0.78,20,17.63,60.58,17.2000,1.3700,0.2000,27.7200,'Moderate','M&A','Intraday',47.68,NULL
'SENT_S6WUN','IT459995',-0.77,-0.40,13,44.88,50.38,0.9400,2.5700,0.4600,13.3800,'High','M&A','Intraday',60.66,NULL
'SENT_MVVGD','IT197424',0.95,-0.04,6,43.38,9.86,16.1600,4.6400,1.7500,67.9800,'High','M&A','Post-market',21.26,NULL
'SENT_5CY1G','IT570226',0.65,0.67,5,29.15,25.83,2.0700,3.3000,0.4500,99.3900,'Moderate','M&A','Pre-market',37.47,NULL
'SENT_B46YA','IT322619',-0.73,0.79,6,41.12,64.01,1.8400,3.3100,1.6800,93.6900,'Moderate','Restructuring','Intraday',4.25,NULL
'SENT_SJSI2','IT454934',-0.09,-0.05,18,15.51,71.15,9.9600,0.1000,0.3900,28.2500,'Moderate','M&A','Post-market',26.27,NULL
'SENT_ER9CC','IT856196',0.95,0.61,2,31.25,54.99,11.1300,2.5900,1.6600,0.4800,'Moderate','Earnings','Post-market',80.78,NULL
'SENT_OKYWB','IT252030',0.26,-0.20,5,36.29,18.48,13.5300,0.2700,0.9300,33.8900,'High','Earnings','Pre-market',69.81,NULL
'SENT_ZCZPQ','IT464091',-0.45,-0.14,7,0.82,70.74,0.4500,4.3600,1.1000,71.5400,'High','M&A','Post-market',29.08,NULL
'SENT_I8GSF','IT849557',0.38,-0.36,13,39.90,57.47,5.0400,0.4400,0.6100,2.9100,'Moderate','Earnings','Post-market',78.27,NULL
'SENT_GIFD6','IT478048',0.96,0.16,9,5.26,15.81,12.4400,2.7800,0.7100,71.1800,'Moderate','Restructuring','Intraday',53.20,NULL
'SENT_RG9LE','IT550256',0.29,0.00,15,44.96,22.75,5.6000,0.4700,1.9800,96.2900,'Moderate','M&A','Intraday',47.88,NULL
'SENT_CZOYI','IT107436',0.47,-0.44,2,7.30,45.72,10.9900,2.6100,0.1300,35.2900,'Moderate','Earnings','Pre-market',90.86,NULL
'SENT_X4Y1H','IT286699',-0.52,-0.20,3,46.33,6.89,9.0200,0.0100,0.3900,49.7500,'High','Earnings','Post-market',58.96,NULL
'SENT_HNH0Y','IT577356',0.46,0.13,17,29.92,60.71,8.9200,1.3400,0.6400,73.9400,'High','Restructuring','Pre-market',78.10,NULL
'SENT_EUX0U','IT549655',-0.98,0.35,24,37.34,62.86,19.9800,2.7100,0.9200,58.6100,'High','Earnings','Pre-market',66.69,NULL
'SENT_K5UAE','IT118859',0.65,0.56,26,28.09,58.97,5.7600,1.3000,0.2700,48.5500,'High','Earnings','Post-market',13.59,NULL
'SENT_6ZZPT','IT164284',-0.78,-0.84,27,29.74,55.40,2.7100,2.9700,1.7100,46.7800,'High','Earnings','Pre-market',43.11,NULL
'SENT_0FHO8','IT800012',0.33,0.61,18,16.18,11.43,0.6000,0.8900,0.3800,76.5800,'Moderate','Earnings','Intraday',33.90,NULL
'SENT_AN3H4','IT187607',-0.15,0.82,22,38.92,3.62,4.3000,4.0200,0.3400,70.1700,'High','M&A','Intraday',13.85,NULL
'SENT_VXVF7','IT285210',0.95,-0.11,5,5.85,44.85,2.0900,0.6000,1.7200,93.9000,'Moderate','Restructuring','Intraday',28.26,NULL
'SENT_YTS24','IT562260',0.11,-0.70,17,44.51,69.33,1.1800,4.3000,0.9300,75.0600,'Moderate','Restructuring','Post-market',65.92,NULL
'SENT_GS0Y2','IT659961',0.86,0.57,0,28.03,54.28,0.6000,0.6500,0.7200,34.6300,'Moderate','M&A','Post-market',38.99,NULL
'SENT_RCEUC','IT218586',0.73,0.76,11,29.90,58.98,5.4900,1.9700,0.8500,47.8100,'Moderate','Restructuring','Pre-market',47.11,NULL
'SENT_YUBV9','IT176104',0.37,0.96,29,28.77,38.86,16.9900,0.2300,0.1300,76.0000,'Moderate','Earnings','Pre-market',53.52,NULL
'SENT_3LBJ8','IT537613',0.17,-0.05,10,39.41,38.63,1.4600,1.5200,1.6900,33.4300,'Moderate','Earnings','Pre-market',4.02,NULL
'SENT_O8LFD','IT130561',-0.57,0.02,19,17.12,9.89,13.8700,4.2700,0.4500,10.1000,'High','M&A','Post-market',76.17,NULL
'SENT_7BRB3','IT722543',0.89,0.56,15,21.24,40.62,8.2600,2.9000,1.1300,94.7100,'High','Earnings','Pre-market',2.51,NULL
'SENT_TI172','IT761796',0.94,0.29,18,17.87,35.58,7.2300,2.5300,1.3100,17.4500,'Moderate','Restructuring','Post-market',1.35,NULL
'SENT_YDJIV','IT338388',0.94,-0.75,18,36.91,77.67,17.6400,0.4600,1.2300,65.9500,'High','Restructuring','Pre-market',19.76,NULL
'SENT_1WZQU','IT240261',0.35,0.76,13,1.83,26.46,8.4900,4.5100,1.7100,72.3100,'Moderate','M&A','Intraday',4.47,NULL
'SENT_SJZNZ','IT141899',0.41,0.38,21,35.64,73.45,2.5600,3.8300,1.1300,86.9000,'Moderate','Restructuring','Intraday',67.32,NULL
'SENT_R8JIE','IT546262',-0.28,0.71,17,45.76,6.21,1.9000,3.2900,0.5600,68.4300,'Moderate','Earnings','Post-market',34.57,NULL
'SENT_JC034','IT570649',0.15,-0.02,4,29.55,11.65,16.5500,4.0800,0.9200,70.7500,'High','Earnings','Post-market',52.99,NULL
'SENT_7IVZO','IT667564',-1.00,-0.60,24,45.91,12.81,18.1300,3.2900,1.9000,20.1400,'High','Earnings','Pre-market',45.50,NULL
'SENT_KKF4A','IT246617',0.72,0.99,6,14.54,38.87,11.9100,4.1800,1.1000,99.7700,'High','Earnings','Pre-market',19.08,NULL
'SENT_BN2F7','IT853100',0.33,0.01,5,9.96,27.46,18.9600,2.6100,0.4100,84.4600,'Moderate','Restructuring','Intraday',24.98,NULL
'SENT_CGE8S','IT103915',-0.76,-0.70,14,34.50,81.75,13.9100,2.2700,0.9700,99.6200,'Moderate','Earnings','Post-market',97.59,NULL
'SENT_EZAZ0','IT638781',0.31,0.82,19,24.01,82.90,3.7400,0.2100,1.9500,28.8800,'High','Restructuring','Intraday',26.43,NULL
'SENT_AAQGG','IT629386',-0.36,-0.40,13,6.93,3.74,3.4600,2.7300,1.8500,45.6300,'Moderate','Earnings','Intraday',88.53,NULL
'SENT_QWNO3','IT819805',-0.07,0.64,0,32.97,26.34,2.8600,3.5900,1.7400,15.5200,'Moderate','Earnings','Pre-market',42.47,NULL
'SENT_F4Z0O','IT669931',-0.39,0.67,30,15.16,14.69,7.8200,3.0100,0.7600,84.8900,'Moderate','Earnings','Post-market',25.34,NULL
'SENT_3RBRU','IT537133',-0.90,-0.47,23,25.80,21.65,7.2100,0.3700,0.8300,5.3700,'Moderate','Earnings','Intraday',26.37,NULL
'SENT_GR4LD','IT832359',0.44,0.08,29,42.75,54.51,12.8800,3.1800,1.2000,90.3700,'Moderate','M&A','Intraday',40.02,NULL
'SENT_SRNUM','IT744154',0.32,0.04,24,9.62,75.63,17.7800,1.5100,0.7800,31.1500,'Moderate','Restructuring','Pre-market',22.32,NULL
'SENT_KDKZ8','IT427268',-0.68,0.27,7,11.25,44.77,16.3100,1.1700,1.5700,4.2900,'Moderate','Restructuring','Pre-market',49.72,NULL
'SENT_KFC5W','IT947685',0.75,0.28,21,9.50,2.02,6.9700,0.5000,1.8000,19.9800,'Moderate','M&A','Intraday',29.75,NULL
'SENT_O0X63','IT851454',-0.49,-0.24,21,40.59,15.63,13.1100,2.5700,0.9500,12.1000,'Moderate','Restructuring','Post-market',90.83,NULL
'SENT_VNVWO','IT983655',-0.19,-0.42,19,21.24,50.98,6.1700,2.4800,1.4500,67.2500,'Moderate','Earnings','Pre-market',31.67,NULL
'SENT_YRBWP','IT725462',-0.92,-0.63,8,30.46,38.19,17.9200,0.8100,1.0400,57.1900,'Moderate','Earnings','Pre-market',82.14,NULL
'SENT_3OD36','IT133780',-0.26,0.07,19,17.78,1.90,13.4700,0.5300,0.2700,83.8500,'Moderate','M&A','Intraday',6.84,NULL
'SENT_VPW6N','IT217037',0.16,-0.43,22,43.28,39.06,19.5300,1.3100,1.7400,44.8700,'High','Restructuring','Post-market',0.48,NULL
'SENT_41TEH','IT394853',0.63,0.60,28,17.08,9.64,12.0100,3.6100,1.8400,37.2200,'Moderate','Earnings','Post-market',38.67,NULL
'SENT_FSK1U','IT613649',0.86,0.75,18,28.92,73.05,1.8800,4.1000,1.3400,65.6300,'High','M&A','Intraday',12.97,NULL
'SENT_V5LKS','IT425613',-0.77,-0.56,0,18.77,1.37,3.4900,3.0300,0.3900,97.6000,'Moderate','Earnings','Intraday',93.17,NULL
'SENT_839N3','IT227749',0.26,0.84,30,35.16,21.20,14.5800,1.2000,0.4100,76.7100,'Moderate','Restructuring','Intraday',45.25,NULL
'SENT_1PNYD','IT899691',-0.03,0.16,24,29.57,61.79,19.3500,1.9700,1.3600,35.2500,'Moderate','Earnings','Post-market',42.22,NULL
'SENT_1QH56','IT130699',0.80,0.55,30,45.19,4.81,2.2200,3.8600,1.4600,38.9200,'Moderate','M&A','Post-market',74.02,NULL
'SENT_LTJQZ','IT422045',0.34,0.23,10,5.92,24.48,10.2800,3.8000,1.7200,15.5200,'Moderate','M&A','Intraday',41.00,NULL
'SENT_IJA8N','IT651917',-0.39,-0.43,17,38.93,9.24,11.7100,4.3500,0.4900,0.6500,'High','Earnings','Intraday',78.03,NULL
'SENT_8SHLA','IT668994',-0.17,0.10,23,5.46,64.69,13.5400,4.7300,0.9500,95.0100,'Moderate','Earnings','Pre-market',21.59,NULL
'SENT_R80BV','IT246444',0.87,0.92,18,18.58,76.58,9.0300,4.7500,0.8700,29.4100,'High','Restructuring','Post-market',39.34,NULL
'SENT_CHHKW','IT416512',0.12,-0.29,9,47.31,60.76,8.8800,0.1700,1.8700,15.7600,'Moderate','Restructuring','Pre-market',12.93,NULL
'SENT_BP1WT','IT190991',-0.28,0.88,26,34.34,21.87,18.3200,4.2800,0.5000,74.2000,'Moderate','M&A','Pre-market',81.11,NULL
'SENT_D085F','IT879004',0.23,0.60,4,16.65,7.10,15.4400,4.0200,0.8700,52.5800,'Moderate','Earnings','Pre-market',79.44,NULL
'SENT_JHR0B','IT331897',-0.45,-0.75,18,21.76,79.13,9.7600,0.4600,0.5500,24.8200,'Moderate','Earnings','Pre-market',1.52,NULL
'SENT_RRXK3','IT742318',-0.08,0.22,7,45.06,13.71,2.8400,2.4800,0.4600,26.2500,'Moderate','Earnings','Pre-market',0.88,NULL
'SENT_0VBW3','IT167374',-0.43,-0.95,7,49.06,84.52,14.8300,4.9300,0.7400,41.1500,'High','Restructuring','Pre-market',20.76,NULL
'SENT_X41R7','IT208632',0.84,0.29,10,12.07,24.31,1.6900,0.6500,1.4000,94.3700,'Moderate','Earnings','Intraday',50.93,NULL
'SENT_0XJQU','IT680846',-0.57,-0.29,22,23.03,23.57,10.4900,2.2700,1.3800,39.2100,'High','Restructuring','Post-market',58.88,NULL
'SENT_TUOKI','IT234735',-0.66,-0.75,0,37.50,48.95,13.1400,1.8600,0.7400,38.5100,'Moderate','Earnings','Pre-market',39.67,NULL
'SENT_PVGFB','IT775321',0.49,0.91,14,3.95,52.95,0.7300,3.2400,0.8000,66.6200,'High','Earnings','Post-market',77.03,NULL
'SENT_7F8QP','IT251503',0.69,-0.49,12,10.75,89.44,7.2300,1.0300,1.0100,54.9700,'High','M&A','Post-market',5.27,NULL
'SENT_H82KC','IT746785',-0.44,-0.90,21,46.87,41.41,14.5600,2.6900,0.1100,30.7600,'Moderate','M&A','Intraday',81.68,NULL
'SENT_IO90N','IT943995',-0.18,-0.21,30,33.61,70.33,10.5000,2.6100,1.7400,31.9300,'Moderate','Earnings','Intraday',8.50,NULL
'SENT_SQHO2','IT456775',0.13,-0.51,5,47.69,88.69,6.8500,2.7000,1.8000,91.0000,'High','Earnings','Intraday',99.10,NULL
'SENT_QM7LW','IT242518',-0.30,-0.84,3,42.28,87.06,17.4300,4.4500,1.6100,50.6600,'Moderate','M&A','Post-market',79.12,NULL
'SENT_PZJEH','IT419682',-0.95,0.65,6,32.06,77.18,13.3900,3.3000,1.7100,26.3700,'Moderate','Earnings','Post-market',8.59,NULL
'SENT_CI1MX','IT253934',0.53,-0.17,26,21.03,71.92,5.4900,3.4400,1.3600,97.6900,'Moderate','Earnings','Intraday',68.04,NULL
'SENT_M082G','IT736812',-0.40,-0.10,14,7.90,50.77,10.2000,4.1200,1.4500,71.8200,'High','M&A','Post-market',87.38,NULL
'SENT_BABE4','IT675239',0.13,0.71,24,36.94,63.12,8.8900,2.8300,1.6700,22.4600,'Moderate','Restructuring','Pre-market',87.44,NULL
'SENT_RHX2P','IT879900',-0.52,-0.24,3,29.29,76.74,16.9900,4.7800,0.9600,4.0700,'Moderate','Earnings','Pre-market',71.64,NULL
'SENT_WNMCT','IT118054',-0.74,-0.29,8,1.41,89.10,8.1000,4.2600,0.7300,32.2900,'Moderate','M&A','Pre-market',92.76,NULL
'SENT_GSHXD','IT222831',-0.17,0.31,2,20.07,53.28,18.5700,0.1100,1.9700,82.2400,'Moderate','M&A','Post-market',90.88,NULL
'SENT_QTP21','IT496899',0.57,-0.95,19,20.28,7.48,2.6300,1.3500,1.8600,2.3800,'Moderate','M&A','Post-market',72.42,NULL
'SENT_2Q9YC','IT795971',0.59,-0.07,13,12.40,55.85,11.0900,3.6100,1.2000,91.7800,'Moderate','M&A','Post-market',45.35,NULL
'SENT_DZW89','IT374643',0.23,-0.88,22,19.36,71.30,6.3500,3.8800,1.5300,10.9400,'Moderate','Earnings','Pre-market',89.65,NULL
'SENT_7JZI8','IT668760',0.57,-0.90,26,49.66,19.70,17.5000,0.3800,1.7200,72.5700,'Moderate','M&A','Pre-market',99.73,NULL
'SENT_V97OW','IT991833',0.00,0.34,15,42.36,84.65,16.5500,2.5600,1.8500,0.0500,'High','Restructuring','Pre-market',92.45,NULL
'SENT_R8ZPY','IT875899',0.89,-0.48,1,15.92,80.12,8.8100,4.5400,0.3200,12.1000,'Moderate','M&A','Post-market',88.00,NULL
'SENT_7M20U','IT845308',-0.11,0.39,5,26.66,19.19,11.0100,2.2600,1.4400,57.6900,'Moderate','Restructuring','Post-market',26.98,NULL
'SENT_FBMCV','IT564875',-0.79,-0.05,5,10.06,13.80,19.9000,0.0400,0.2800,48.8200,'Moderate','Earnings','Post-market',77.48,NULL
'SENT_8HUWT','IT882564',-1.00,-0.19,20,14.56,10.40,19.6700,4.2400,1.1000,61.2800,'Moderate','Restructuring','Intraday',97.76,NULL
'SENT_CXG7Z','IT750809',-0.68,-0.38,13,39.71,42.20,4.8200,4.6800,1.6200,42.3500,'High','Earnings','Intraday',13.04,NULL
'SENT_Y5YAL','IT714094',0.99,-0.48,26,38.72,34.56,7.3400,1.5800,1.3600,30.7700,'High','Earnings','Pre-market',25.77,NULL
'SENT_9I00I','IT860683',0.31,-0.76,24,33.97,88.02,10.0600,1.4000,1.4400,51.8600,'Moderate','Restructuring','Intraday',31.83,NULL
'SENT_ZZP3U','IT933286',0.83,0.92,7,17.90,89.78,12.1200,1.6000,1.5200,14.8900,'Moderate','Restructuring','Intraday',45.69,NULL
'SENT_51SZE','IT946135',0.26,-0.79,20,12.99,56.08,15.9100,0.9000,0.3300,4.8000,'Moderate','Restructuring','Intraday',66.67,NULL
'SENT_NLAJE','IT737031',0.93,0.22,4,48.44,23.49,15.8900,1.8500,1.4500,51.4000,'High','Restructuring','Post-market',13.55,NULL
'SENT_6PA7V','IT242743',0.35,-0.74,21,47.30,47.77,9.8000,2.7900,1.4100,43.5700,'Moderate','Earnings','Pre-market',15.69,NULL
'SENT_64ZHD','IT287846',0.31,0.98,6,14.15,23.00,4.0000,1.6100,1.4700,25.4200,'High','M&A','Pre-market',69.93,NULL
'SENT_WJ77R','IT112184',-0.15,-0.62,11,36.15,34.85,19.1900,2.7800,1.4100,3.9200,'High','Restructuring','Intraday',19.18,NULL
'SENT_W462G','IT710010',-0.23,-0.88,14,10.54,19.72,0.8200,1.8600,1.9500,22.5400,'Moderate','Restructuring','Intraday',25.19,NULL
'SENT_WQ7T9','IT243162',0.13,0.47,22,1.90,10.02,19.8200,3.3700,0.1600,39.0500,'High','Restructuring','Intraday',57.59,NULL
'SENT_W4PZF','IT947310',0.00,-0.74,0,18.14,49.79,19.0000,3.3900,0.3300,23.2300,'Moderate','M&A','Intraday',30.74,NULL
'SENT_YGHH2','IT803536',0.26,0.00,15,15.17,4.34,18.0600,1.7100,0.5200,51.8800,'Moderate','Earnings','Post-market',62.46,NULL
'SENT_8Z5S4','IT871576',-0.01,-0.22,6,18.79,35.45,1.1400,2.7500,2.0000,22.8600,'Moderate','M&A','Intraday',66.67,NULL
'SENT_AMGO6','IT610121',0.38,0.74,23,41.06,6.44,10.1500,3.6900,1.9100,41.1500,'High','Earnings','Post-market',84.24,NULL
'SENT_S46F3','IT188246',0.82,0.37,28,3.22,26.10,17.5200,2.8500,1.8100,35.2800,'High','Earnings','Post-market',47.38,NULL
'SENT_G4D9H','IT659180',-0.84,-0.71,29,22.12,3.12,19.5700,2.8300,1.8300,24.3100,'Moderate','Earnings','Intraday',27.47,NULL
'SENT_40RXW','IT216758',0.91,-0.31,19,32.69,84.47,5.4900,1.3600,0.8600,94.0100,'High','Earnings','Post-market',52.17,NULL
'SENT_34OIF','IT261932',0.59,-0.01,14,5.52,17.25,16.1100,3.6900,0.4600,85.3900,'High','Restructuring','Post-market',71.63,NULL
'SENT_GTOWK','IT377484',0.08,-0.48,17,29.24,67.53,11.1900,3.4700,0.5200,69.4000,'Moderate','M&A','Post-market',80.39,NULL
'SENT_4IJRE','IT918269',-0.57,-0.84,9,34.56,45.59,17.1300,4.1800,0.4500,89.2500,'Moderate','M&A','Post-market',63.15,NULL
'SENT_YO81F','IT475477',0.33,0.37,13,44.29,88.92,15.2800,2.5000,1.3200,94.7000,'High','Earnings','Intraday',74.88,NULL
'SENT_0ACI6','IT851679',-0.47,-0.85,30,44.06,12.69,5.9300,3.1700,0.3600,52.0400,'High','M&A','Intraday',36.92,NULL
'SENT_CN104','IT210711',-1.00,0.08,28,19.55,79.16,10.0500,1.2800,1.9800,4.7700,'Moderate','Earnings','Post-market',89.63,NULL
'SENT_H2C0T','IT333684',0.09,0.15,4,30.33,5.80,2.7500,2.8600,0.3000,76.2900,'Moderate','Restructuring','Post-market',37.97,NULL
'SENT_6N59R','IT465793',-0.37,-0.14,17,33.46,77.53,9.9500,1.2400,1.2400,75.9800,'Moderate','Earnings','Intraday',8.26,NULL
'SENT_1FUKQ','IT375175',-0.04,0.66,30,26.15,78.70,5.4600,3.1800,1.9700,50.2100,'Moderate','Restructuring','Post-market',6.90,NULL
'SENT_ISM3F','IT822544',0.49,-0.74,27,34.00,58.13,16.5700,4.7200,0.2400,61.0000,'Moderate','Earnings','Intraday',89.18,NULL
'SENT_31AE7','IT127637',-0.41,-0.64,21,37.26,78.68,10.6100,4.2100,1.4700,49.1600,'High','M&A','Pre-market',45.67,NULL
'SENT_HXB9F','IT734154',0.17,0.82,20,15.12,71.65,8.3600,3.0900,1.1400,68.6800,'Moderate','Earnings','Intraday',99.45,NULL
'SENT_DNLPF','IT702534',-0.26,-0.78,28,19.28,58.71,3.0200,4.3500,0.6700,8.0000,'High','M&A','Post-market',42.52,NULL
'SENT_AEB08','IT851095',0.90,0.18,30,16.58,73.75,2.1100,4.0800,1.2800,41.6400,'Moderate','Restructuring','Post-market',76.52,NULL
'SENT_64NN0','IT191963',0.70,-0.47,17,36.05,16.39,5.6700,0.2700,0.3500,64.9800,'Moderate','M&A','Pre-market',63.68,NULL
'SENT_BOYTH','IT100232',-0.06,-0.28,14,38.25,69.33,2.2700,1.9000,0.5500,15.3100,'Moderate','M&A','Intraday',31.49,NULL
'SENT_JD96X','IT900265',0.32,0.08,23,41.29,71.65,17.6500,3.4600,0.2500,74.7600,'High','Earnings','Intraday',77.29,NULL
'SENT_R7WYI','IT818406',0.43,-0.06,0,11.12,46.03,7.6800,2.6900,0.3800,66.2000,'Moderate','Earnings','Post-market',82.07,NULL
'SENT_5O9CD','IT174373',0.69,-0.44,16,40.36,2.10,11.2800,3.5200,1.8500,23.4600,'Moderate','Restructuring','Pre-market',11.73,NULL
'SENT_BB4GJ','IT424039',0.90,0.53,17,35.85,46.60,0.7700,3.8500,0.1600,18.5200,'High','Earnings','Intraday',47.36,NULL
'SENT_V59VX','IT674275',0.45,-0.56,13,17.71,56.53,0.5400,1.2800,0.6000,22.9600,'Moderate','Earnings','Pre-market',40.01,NULL
'SENT_VN80W','IT984011',0.12,0.30,24,14.32,81.89,19.7300,1.8000,1.7300,72.4200,'Moderate','Restructuring','Post-market',82.93,NULL
'SENT_MT9O7','IT876166',-0.56,0.90,28,34.86,2.59,6.0000,2.0700,1.9900,69.3400,'Moderate','M&A','Intraday',9.08,NULL
'SENT_BP9J9','IT280566',-0.85,0.48,4,28.85,74.77,19.5800,3.4100,1.9400,94.2600,'Moderate','Earnings','Pre-market',80.97,NULL
'SENT_OYYTH','IT697466',0.08,0.97,26,44.77,26.66,2.3800,2.0100,0.2000,48.5600,'Moderate','Earnings','Intraday',15.20,NULL
'SENT_PYHPE','IT695508',-0.75,0.27,7,23.67,13.95,1.2800,2.8200,1.9800,7.0300,'High','Earnings','Intraday',43.43,NULL
'SENT_L2D2R','IT211278',-0.70,-0.73,11,10.42,52.85,18.2500,1.1900,1.3700,48.8400,'Moderate','Earnings','Intraday',89.56,NULL
