'INV_53914','CASE_S76VU','Active',92.6800,25.2900,75.6700,'Pending','12',3,'Email','Personal','Regular',47,97.3200,0.40,'Weak','Complete','SENT_0WB0P'
'INV_87U87','CASE_73V5K','Active',20.8500,95.1100,84.9100,'Complete','1',5,'Multiple','Personal','Regular',27,71.2800,0.79,'Strong','Complete','SENT_NE32V'
'INV_C0PZ3','CASE_4TCCH','Preliminary',93.9200,86.2700,67.1100,'Partial','17',5,'Email','Personal','Irregular',24,37.1100,0.69,'Weak','Partial','SENT_KKY04'
'INV_1EF7C','CASE_A2HXF','Active',71.3500,17.7100,61.3600,'Complete','16',0,'Phone','Business','Regular',5,84.2500,0.20,'Strong','Incomplete','SENT_8NXZF'
'INV_P50OO','CASE_D0GIU','Preliminary',37.8600,80.5300,32.5000,'Partial','5',0,'Email','Personal','Irregular',7,94.1300,0.24,'Moderate','Incomplete','SENT_S6WUN'
'INV_IPDRR','CASE_EINOX','Active',32.5300,57.4000,65.6100,'Partial','18',4,'Phone','Business','Irregular',35,80.0800,0.99,'Moderate','Complete','SENT_MVVGD'
'INV_5P5S0','CASE_5PQYW','Preliminary',94.6200,6.6900,55.4300,'Partial','0',4,'Email','Personal','Irregular',24,43.6300,0.25,'Weak','Partial','SENT_5CY1G'
'INV_BZWYZ','CASE_GKDNX','Preliminary',21.3800,47.7700,83.5700,'Complete','14',5,'Email','Business','Regular',44,31.8300,0.33,'Weak','Incomplete','SENT_B46YA'
'INV_LSI55','CASE_U01QB','Preliminary',65.0000,70.9000,32.9100,'Pending','2',3,'Phone','Business','Irregular',12,44.5100,0.61,'Moderate','Incomplete','SENT_SJSI2'
'INV_7P7SI','CASE_2Z0M6','Preliminary',18.9900,93.9000,94.1300,'Pending','5',0,'Phone','Personal','Irregular',42,78.4100,0.91,'Moderate','Partial','SENT_ER9CC'
'INV_9TFHU','CASE_XWAM7','Preliminary',5.9200,6.8800,38.0900,'Pending','20',5,'Multiple','Personal','Regular',10,46.9100,0.54,'Moderate','Partial','SENT_OKYWB'
'INV_LOIZA','CASE_KZT3I','Active',20.6600,48.8100,8.1000,'Pending','5',0,'Email','Personal','Irregular',28,66.2800,0.57,'Moderate','Complete','SENT_ZCZPQ'
'INV_CFLMW','CASE_ISWSO','Preliminary',22.4700,13.3300,4.5900,'Complete','15',3,'Email','Personal','Regular',10,31.7300,0.08,'Strong','Partial','SENT_I8GSF'
'INV_CCFQQ','CASE_QTWXC','Preliminary',8.0500,32.2200,35.9800,'Complete','11',4,'Email','Business','Regular',38,47.8100,0.40,'Weak','Incomplete','SENT_GIFD6'
'INV_Q6IN2','CASE_IOOLK','Preliminary',9.1400,2.8700,99.1900,'Pending','10',3,'Multiple','Business','Irregular',32,58.0000,0.83,'Weak','Partial','SENT_RG9LE'
'INV_XQF8P','CASE_0MEAW','Preliminary',19.2700,68.7700,59.0400,'Complete','4',0,'Multiple','Business','Regular',12,93.4500,0.46,'Strong','Partial','SENT_CZOYI'
'INV_N1ZGT','CASE_JZE5O','Preliminary',94.9600,24.4900,41.3600,'Complete','5',1,'Multiple','Personal','Regular',15,13.2400,0.90,'Weak','Incomplete','SENT_X4Y1H'
'INV_RC567','CASE_ZYFCV','Preliminary',24.8700,91.0900,22.2800,'Pending','2',1,'Multiple','Business','Irregular',43,61.1700,0.48,'Weak','Partial','SENT_HNH0Y'
'INV_H55TQ','CASE_BH2GZ','Preliminary',70.4300,91.5300,70.7400,'Pending','19',5,'Multiple','Business','Irregular',8,25.4500,0.70,'Moderate','Complete','SENT_EUX0U'
'INV_JOHYU','CASE_TMP6N','Preliminary',41.0400,93.5800,42.8500,'Pending','20',0,'Phone','Business','Irregular',21,37.0600,0.87,'Strong','Complete','SENT_K5UAE'
'INV_99G6D','CASE_LNBN5','Active',40.8000,88.5600,47.2700,'Partial','13',4,'Email','Business','Regular',40,80.0200,0.99,'Weak','Partial','SENT_6ZZPT'
'INV_V0K70','CASE_JXY6E','Active',6.4100,3.6600,29.5800,'Complete','18',3,'Multiple','Business','Regular',36,12.1900,0.45,'Weak','Complete','SENT_0FHO8'
'INV_YWEPD','CASE_RY329','Preliminary',92.1800,10.3000,18.1700,'Complete','19',4,'Multiple','Business','Regular',41,63.5600,0.29,'Strong','Incomplete','SENT_AN3H4'
'INV_WJYFD','CASE_4G4DU','Active',40.2400,4.6600,15.6100,'Pending','6',3,'Email','Business','Regular',46,85.2900,0.11,'Weak','Complete','SENT_VXVF7'
'INV_D5JZ8','CASE_19248','Active',61.0200,81.9100,11.4700,'Pending','17',3,'Multiple','Business','Regular',7,62.9600,0.78,'Moderate','Complete','SENT_YTS24'
'INV_VS33G','CASE_HFD4O','Preliminary',14.9000,60.3900,66.2900,'Pending','0',3,'Multiple','Business','Regular',47,42.1800,0.93,'Weak','Incomplete','SENT_GS0Y2'
'INV_E6K27','CASE_L3QKP','Active',22.7400,48.7400,91.9900,'Pending','18',4,'Email','Business','Regular',22,37.5900,0.25,'Weak','Incomplete','SENT_RCEUC'
'INV_P7GGX','CASE_ZWYOM','Preliminary',54.2000,52.5600,21.4600,'Partial','8',1,'Multiple','Business','Regular',15,30.2900,0.84,'Weak','Complete','SENT_YUBV9'
'INV_ZYYAL','CASE_QGI0R','Preliminary',11.1800,21.9700,5.4500,'Partial','0',5,'Email','Business','Regular',49,59.0700,0.49,'Moderate','Complete','SENT_3LBJ8'
'INV_8LUG3','CASE_TUKJN','Preliminary',14.7100,93.0500,27.0700,'Pending','12',1,'Multiple','Business','Irregular',5,23.7500,0.13,'Moderate','Partial','SENT_O8LFD'
'INV_5419Q','CASE_42AD6','Preliminary',8.4000,98.1500,82.1400,'Pending','6',4,'Multiple','Business','Irregular',21,69.2100,0.04,'Moderate','Complete','SENT_7BRB3'
'INV_R0U5V','CASE_EBYCW','Preliminary',71.7300,51.9500,56.1300,'Partial','19',3,'Email','Personal','Regular',5,27.6800,0.21,'Strong','Partial','SENT_TI172'
'INV_H8STW','CASE_9SBQX','Preliminary',56.7500,53.3600,0.7900,'Complete','4',1,'Multiple','Personal','Irregular',41,71.7900,0.28,'Weak','Incomplete','SENT_YDJIV'
'INV_FNJY5','CASE_B2N1S','Preliminary',69.1500,25.9600,84.5900,'Partial','12',2,'Phone','Business','Regular',25,69.1100,0.85,'Moderate','Incomplete','SENT_1WZQU'
'INV_V361N','CASE_8BGZ8','Active',7.8200,86.8200,17.0900,'Partial','5',5,'Multiple','Business','Regular',3,9.1000,0.95,'Weak','Incomplete','SENT_SJZNZ'
'INV_45RSO','CASE_N73F1','Preliminary',8.5300,84.1600,96.7600,'Complete','0',5,'Multiple','Personal','Regular',20,36.8600,0.64,'Strong','Incomplete','SENT_R8JIE'
'INV_2BB6Z','CASE_K6GUN','Preliminary',52.6600,32.3200,19.4400,'Partial','13',0,'Multiple','Business','Regular',36,23.8500,0.12,'Strong','Incomplete','SENT_JC034'
'INV_WCU3C','CASE_ZHPOD','Preliminary',6.6600,56.7000,16.6600,'Partial','16',0,'Phone','Business','Irregular',25,88.5200,0.44,'Moderate','Complete','SENT_7IVZO'
'INV_JJQ6R','CASE_KUL2Q','Active',57.7900,8.3200,59.5200,'Complete','19',5,'Multiple','Personal','Regular',11,48.7600,0.62,'Weak','Incomplete','SENT_KKF4A'
'INV_SH66R','CASE_5G134','Preliminary',36.8900,85.1800,37.0300,'Complete','0',1,'Phone','Business','Regular',45,80.3300,0.99,'Moderate','Complete','SENT_BN2F7'
'INV_M2A1P','CASE_1ZGFP','Preliminary',75.0800,93.3900,29.4200,'Complete','17',4,'Phone','Business','Regular',24,7.7500,0.52,'Strong','Partial','SENT_CGE8S'
'INV_MRYY3','CASE_8UYGK','Active',20.5500,3.9400,35.4700,'Pending','18',5,'Phone','Business','Regular',42,12.0700,0.92,'Moderate','Complete','SENT_EZAZ0'
'INV_MWJGC','CASE_BE07W','Active',75.4500,35.3900,0.8100,'Pending','6',2,'Email','Personal','Irregular',39,75.7400,0.28,'Weak','Incomplete','SENT_AAQGG'
'INV_44H1C','CASE_WY7OG','Preliminary',53.7700,32.6600,19.9000,'Pending','6',3,'Multiple','Business','Regular',23,83.2600,0.50,'Strong','Incomplete','SENT_QWNO3'
'INV_F2U7Q','CASE_3QC23','Preliminary',30.8400,52.8000,93.1800,'Partial','16',3,'Multiple','Business','Irregular',24,75.4200,0.87,'Strong','Incomplete','SENT_F4Z0O'
'INV_YP14E','CASE_TKK7H','Preliminary',34.1600,90.0800,72.2500,'Partial','0',1,'Email','Personal','Regular',46,68.9500,0.33,'Strong','Partial','SENT_3RBRU'
'INV_WEKPD','CASE_Q9N42','Preliminary',25.1700,13.1200,61.0700,'Partial','6',1,'Multiple','Personal','Regular',28,68.3300,0.69,'Strong','Partial','SENT_GR4LD'
'INV_09V07','CASE_I88DN','Preliminary',21.2800,82.6000,48.4600,'Complete','0',2,'Phone','Personal','Regular',33,25.5400,0.42,'Moderate','Partial','SENT_SRNUM'
'INV_IS3SS','CASE_CF4FF','Preliminary',82.4200,60.6600,66.0400,'Pending','17',0,'Email','Personal','Regular',3,30.7200,0.95,'Moderate','Partial','SENT_KDKZ8'
'INV_YMAVS','CASE_FLXVP','Active',27.1700,74.9400,29.6300,'Partial','3',3,'Phone','Personal','Regular',10,16.7800,0.23,'Strong','Complete','SENT_KFC5W'
'INV_UPSDK','CASE_9RMZZ','Preliminary',15.9700,30.6400,2.3900,'Complete','18',5,'Email','Business','Regular',27,28.8200,0.35,'Moderate','Incomplete','SENT_O0X63'
'INV_FFY82','CASE_MI3J4','Preliminary',81.2300,94.4700,86.7300,'Complete','1',0,'Multiple','Personal','Irregular',31,35.9600,0.97,'Strong','Complete','SENT_VNVWO'
'INV_IPH49','CASE_I5YJI','Active',73.7100,75.9600,16.0900,'Complete','18',0,'Multiple','Business','Irregular',40,57.0100,0.44,'Weak','Complete','SENT_YRBWP'
'INV_2U4M0','CASE_D9Y2O','Active',43.3200,59.0900,37.0300,'Complete','16',2,'Email','Business','Irregular',39,63.2300,0.75,'Weak','Incomplete','SENT_3OD36'
'INV_OHXCT','CASE_VEA12','Preliminary',98.4700,74.2300,52.6200,'Pending','18',1,'Phone','Business','Irregular',24,61.2300,0.01,'Strong','Complete','SENT_VPW6N'
'INV_60NYC','CASE_5YEIV','Active',44.0300,57.9400,32.9000,'Partial','12',4,'Multiple','Business','Regular',50,46.2900,0.24,'Strong','Incomplete','SENT_41TEH'
'INV_DIAMB','CASE_0UF32','Preliminary',72.9500,39.6500,30.3200,'Partial','12',4,'Email','Business','Regular',25,2.6500,0.18,'Weak','Complete','SENT_FSK1U'
'INV_0CZ4F','CASE_DJ9NZ','Preliminary',22.1100,80.9600,1.4000,'Pending','15',2,'Email','Personal','Regular',30,31.9600,0.48,'Moderate','Partial','SENT_V5LKS'
'INV_LVOPO','CASE_4Y6TR','Active',90.8900,70.1700,9.7000,'Pending','4',1,'Multiple','Business','Irregular',6,29.8500,0.41,'Moderate','Complete','SENT_839N3'
'INV_FJ5KQ','CASE_L3E8C','Active',96.7400,76.1700,26.2000,'Partial','18',3,'Email','Business','Regular',21,70.5600,0.58,'Weak','Partial','SENT_1PNYD'
'INV_2R94Y','CASE_ATE58','Preliminary',39.3900,62.9200,99.9700,'Partial','3',1,'Multiple','Personal','Regular',15,90.5000,0.91,'Strong','Partial','SENT_1QH56'
'INV_VOM0J','CASE_DQYFD','Preliminary',24.7800,12.6900,35.3700,'Partial','19',2,'Multiple','Business','Irregular',13,83.9800,0.85,'Strong','Partial','SENT_LTJQZ'
'INV_0MUVB','CASE_ROOW6','Active',95.3500,27.3600,66.5900,'Complete','3',0,'Email','Business','Irregular',47,42.3100,0.78,'Moderate','Partial','SENT_IJA8N'
'INV_K5PSE','CASE_DNRKC','Preliminary',55.6100,46.7600,73.6900,'Partial','6',1,'Email','Personal','Irregular',24,90.5200,0.68,'Weak','Complete','SENT_8SHLA'
'INV_W37YK','CASE_98OI6','Preliminary',79.3600,76.8000,86.5900,'Complete','2',0,'Email','Business','Irregular',16,57.3300,0.33,'Strong','Incomplete','SENT_R80BV'
'INV_KV3QN','CASE_8F07S','Preliminary',69.2000,46.3500,67.7500,'Pending','10',5,'Email','Business','Irregular',37,55.5100,0.72,'Weak','Complete','SENT_CHHKW'
'INV_JKLV0','CASE_HMN6Z','Preliminary',86.4200,10.4000,58.0100,'Partial','14',1,'Phone','Business','Regular',27,38.5000,0.23,'Weak','Partial','SENT_BP1WT'
'INV_UHLG2','CASE_YC7I8','Active',16.7800,42.4400,88.3800,'Partial','19',0,'Email','Business','Irregular',4,71.8300,0.60,'Moderate','Complete','SENT_D085F'
'INV_M2URN','CASE_AX6YF','Preliminary',26.9500,18.9900,95.9600,'Pending','0',2,'Multiple','Business','Irregular',6,6.4900,0.83,'Moderate','Partial','SENT_JHR0B'
'INV_D8838','CASE_JM54W','Preliminary',79.7500,64.6700,76.9500,'Pending','11',3,'Multiple','Business','Regular',26,12.7500,0.85,'Weak','Complete','SENT_RRXK3'
'INV_BTBB8','CASE_G2E5M','Preliminary',12.0800,42.7800,98.0100,'Pending','14',2,'Multiple','Business','Irregular',4,51.9400,0.72,'Strong','Complete','SENT_0VBW3'
'INV_QWF0H','CASE_LDOQ7','Preliminary',52.0400,38.4800,84.0900,'Pending','11',2,'Multiple','Personal','Regular',49,3.3400,0.34,'Moderate','Complete','SENT_X41R7'
'INV_KQSL2','CASE_NHPRU','Preliminary',63.8200,28.6300,36.1100,'Pending','7',1,'Multiple','Personal','Regular',50,94.8900,0.99,'Weak','Incomplete','SENT_0XJQU'
'INV_CSJGK','CASE_ZON9H','Active',42.1600,43.3000,64.8400,'Complete','11',5,'Phone','Business','Irregular',26,24.9200,0.04,'Moderate','Complete','SENT_TUOKI'
'INV_0B7SQ','CASE_XOOCP','Preliminary',69.5900,59.5000,13.7300,'Partial','0',3,'Email','Business','Irregular',16,48.1000,0.47,'Strong','Partial','SENT_PVGFB'
'INV_IO732','CASE_DWAXB','Preliminary',51.3400,58.0500,96.8200,'Partial','1',2,'Multiple','Business','Regular',21,0.4500,0.38,'Moderate','Incomplete','SENT_7F8QP'
'INV_W23Q6','CASE_QK75T','Preliminary',20.7600,53.7300,78.6800,'Partial','15',0,'Multiple','Business','Regular',26,75.6700,0.83,'Moderate','Incomplete','SENT_H82KC'
'INV_0I7N4','CASE_P9MZ8','Active',87.1400,22.0700,51.5700,'Pending','4',4,'Email','Business','Regular',9,46.8400,0.27,'Weak','Partial','SENT_IO90N'
'INV_ROFRP','CASE_WCSPA','Preliminary',12.0600,69.5300,96.8900,'Partial','15',1,'Multiple','Business','Irregular',16,69.2000,0.99,'Strong','Incomplete','SENT_SQHO2'
'INV_BMOAN','CASE_6C42Z','Preliminary',72.4700,0.8100,78.0900,'Complete','20',4,'Phone','Business','Irregular',1,80.9200,0.69,'Moderate','Incomplete','SENT_QM7LW'
'INV_KHJ4W','CASE_LIA9R','Active',99.1500,54.4800,61.3600,'Partial','9',1,'Phone','Business','Regular',23,55.5800,0.85,'Moderate','Partial','SENT_PZJEH'
'INV_ZNTV7','CASE_VK8MW','Preliminary',85.5100,67.2200,16.3200,'Pending','7',5,'Phone','Business','Regular',15,41.7400,0.29,'Strong','Partial','SENT_CI1MX'
'INV_YP8SW','CASE_3T657','Preliminary',69.6600,95.4900,60.2400,'Complete','8',0,'Phone','Personal','Regular',39,62.6100,0.08,'Strong','Partial','SENT_M082G'
'INV_1QJA1','CASE_24ZJI','Active',16.4200,50.4500,52.6100,'Pending','18',2,'Email','Business','Regular',35,86.1000,0.46,'Moderate','Complete','SENT_BABE4'
'INV_YW66M','CASE_Z111J','Preliminary',7.0500,37.1000,10.3200,'Complete','16',5,'Email','Business','Regular',49,52.9200,0.39,'Weak','Incomplete','SENT_RHX2P'
'INV_NP9OR','CASE_C9J6J','Preliminary',61.7200,36.6100,53.9600,'Complete','13',4,'Email','Business','Irregular',26,76.8400,0.80,'Weak','Incomplete','SENT_WNMCT'
'INV_KET26','CASE_P35PJ','Active',71.3600,16.0800,7.6500,'Partial','19',4,'Phone','Business','Regular',18,72.7600,0.14,'Strong','Incomplete','SENT_GSHXD'
'INV_U4O8Y','CASE_EWFM1','Preliminary',68.7700,38.8900,82.4600,'Partial','20',4,'Multiple','Personal','Regular',40,37.9500,0.37,'Weak','Partial','SENT_QTP21'
'INV_INE56','CASE_37XF4','Active',0.8800,87.4700,79.3900,'Complete','4',0,'Multiple','Business','Irregular',1,54.3300,0.48,'Weak','Complete','SENT_2Q9YC'
'INV_C8P92','CASE_LTJNM','Active',55.4400,93.3600,30.0700,'Partial','14',4,'Multiple','Personal','Regular',32,23.3900,0.41,'Weak','Incomplete','SENT_DZW89'
'INV_C9J6D','CASE_MKJ07','Preliminary',17.3400,23.4300,35.6100,'Complete','14',4,'Email','Business','Regular',18,18.9000,0.82,'Moderate','Incomplete','SENT_7JZI8'
'INV_H03J7','CASE_UUXDG','Preliminary',23.7700,41.0400,41.7100,'Partial','14',1,'Phone','Business','Regular',22,29.2200,0.82,'Weak','Complete','SENT_V97OW'
'INV_CD6XP','CASE_Q3QIX','Preliminary',38.3300,95.6300,34.2900,'Complete','18',0,'Phone','Personal','Regular',40,23.4100,0.57,'Moderate','Partial','SENT_R8ZPY'
'INV_AUANS','CASE_HEM4R','Preliminary',58.8800,34.0000,14.3900,'Partial','5',5,'Multiple','Business','Regular',49,71.8800,0.10,'Moderate','Incomplete','SENT_7M20U'
'INV_FXVWI','CASE_EKBBR','Preliminary',70.1700,37.4500,7.2600,'Complete','9',4,'Email','Personal','Regular',17,13.2100,0.56,'Strong','Partial','SENT_FBMCV'
'INV_YQWNG','CASE_WL2CV','Active',45.5800,19.4100,10.8300,'Partial','19',5,'Multiple','Business','Regular',27,14.0400,0.11,'Weak','Partial','SENT_8HUWT'
'INV_N9QFB','CASE_W78U9','Active',30.8000,98.7700,87.1000,'Pending','13',1,'Multiple','Business','Regular',4,94.8300,0.73,'Strong','Partial','SENT_CXG7Z'
'INV_4DXEA','CASE_2NWMZ','Preliminary',7.4400,19.5900,8.6600,'Complete','0',4,'Multiple','Business','Irregular',47,8.8000,0.37,'Moderate','Partial','SENT_Y5YAL'
'INV_R3588','CASE_NKP5B','Preliminary',1.8300,23.3300,16.8100,'Pending','19',0,'Phone','Business','Regular',34,2.8100,0.61,'Strong','Complete','SENT_9I00I'
'INV_98FT4','CASE_597U0','Preliminary',57.4500,5.6900,15.7300,'Partial','20',5,'Phone','Personal','Irregular',16,76.1100,0.02,'Strong','Incomplete','SENT_ZZP3U'
'INV_DY33E','CASE_2PST3','Preliminary',10.0700,63.0100,4.4200,'Partial','14',4,'Phone','Personal','Irregular',24,82.2900,0.30,'Strong','Complete','SENT_51SZE'
'INV_EY7W2','CASE_GQGPC','Active',20.0600,49.3200,6.9800,'Complete','14',3,'Multiple','Business','Regular',41,50.2400,0.26,'Strong','Partial','SENT_NLAJE'
'INV_THS71','CASE_HVQ5P','Active',92.3500,97.9000,69.1200,'Pending','10',5,'Phone','Business','Irregular',28,4.1400,0.62,'Moderate','Partial','SENT_6PA7V'
'INV_D9TK5','CASE_E7ZLT','Preliminary',8.3500,70.5100,3.6500,'Pending','19',0,'Multiple','Business','Regular',47,24.5500,0.17,'Strong','Partial','SENT_64ZHD'
'INV_ULOG0','CASE_5QGBI','Preliminary',55.1800,65.1200,25.8900,'Partial','13',4,'Phone','Business','Regular',13,42.4600,0.19,'Weak','Complete','SENT_WJ77R'
'INV_EDK52','CASE_GRTH4','Preliminary',88.6400,59.6700,93.2600,'Complete','2',5,'Phone','Personal','Regular',29,33.2700,0.94,'Moderate','Partial','SENT_W462G'
'INV_5GW1L','CASE_UUEM0','Preliminary',54.9400,16.4200,58.3500,'Complete','11',3,'Phone','Business','Regular',16,4.3900,0.79,'Moderate','Partial','SENT_WQ7T9'
'INV_9HV3A','CASE_QI4RC','Active',7.7300,55.5700,17.0600,'Complete','17',2,'Phone','Personal','Irregular',3,41.8400,0.08,'Strong','Partial','SENT_W4PZF'
'INV_JYG1O','CASE_ITMF1','Preliminary',46.7400,86.8900,82.9300,'Pending','7',2,'Multiple','Personal','Irregular',7,2.1500,0.40,'Strong','Incomplete','SENT_YGHH2'
'INV_2ARN3','CASE_HU9VW','Active',11.3100,52.7400,17.3600,'Pending','3',2,'Multiple','Business','Regular',26,6.1900,0.94,'Moderate','Incomplete','SENT_8Z5S4'
'INV_HEKP9','CASE_E5G9I','Active',95.6100,38.2900,2.8200,'Partial','20',5,'Multiple','Business','Irregular',11,1.9800,0.10,'Moderate','Complete','SENT_AMGO6'
