'ABHV_TKQY9','IT659961',0.3450,0.5410,-0.1990,0.3250
'ABHV_EIWGV','IT218586',0.8500,-0.5950,0.1170,0.6650
'ABHV_BJTJN','IT176104',0.7140,-0.6440,0.9120,-0.4020
'ABHV_4S3BX','IT537613',0.9900,-0.0900,0.0120,0.6140
'ABHV_WND0V','IT130561',0.9650,0.4390,-0.0580,-0.9950
'ABHV_EQL87','IT722543',0.0300,-0.4760,-0.6970,0.3220
'ABHV_XCYGH','IT761796',0.7160,-0.6820,0.8140,0.3500
'ABHV_PNLLA','IT338388',0.0580,0.1520,0.8540,0.7290
'ABHV_CJ013','IT240261',0.2960,-0.5240,-0.6000,0.3160
'ABHV_KAZPZ','IT141899',0.3240,0.5330,-0.3230,-0.7930
'ABHV_XFYIZ','IT546262',0.4910,-0.7420,0.5770,0.4910
'ABHV_QLJQI','IT570649',0.1910,0.1400,0.2260,0.2500
'ABHV_JHWZO','IT667564',0.6710,-0.7790,-0.7540,-0.6920
'ABHV_N5SMA','IT246617',0.3630,-0.4320,-0.9590,-0.8080
'ABHV_E8I1V','IT853100',0.1810,0.5420,0.0780,0.2600
'ABHV_TJ6CJ','IT103915',0.5360,0.0890,-0.2020,-0.9360
'ABHV_TJM0M','IT638781',0.9140,-0.9660,-0.3140,-0.8420
'ABHV_SA25I','IT629386',0.9270,0.5930,-0.1980,-0.3630
'ABHV_C24OO','IT819805',0.2600,-0.0500,0.0900,-0.5350
'ABHV_1S7GM','IT669931',0.9270,0.0540,0.4140,0.2190
'ABHV_UVM25','IT537133',0.2180,0.9890,0.9670,0.0280
'ABHV_F08MS','IT832359',0.4790,-0.1450,0.5330,0.3690
'ABHV_R1C99','IT744154',0.4080,-0.6460,-0.0260,-0.8020
'ABHV_1SSOW','IT427268',0.1420,0.4040,0.8080,0.7780
'ABHV_4EL1X','IT947685',0.9250,0.8100,-0.9620,0.9070
'ABHV_W8OXE','IT851454',0.5350,0.5090,0.8390,0.6840
'ABHV_JWL5R','IT983655',0.1770,0.6170,0.8020,-0.3850
'ABHV_CEWCZ','IT725462',0.5970,0.3360,-0.1920,0.1160
'ABHV_WOI63','IT133780',0.2670,-0.1210,0.6180,-0.4590
'ABHV_0JCJL','IT217037',0.6300,-0.0540,0.7090,-0.3490
'ABHV_MAMEE','IT394853',0.0710,-0.5770,-0.7340,0.4080
'ABHV_1B0WY','IT613649',0.8300,-0.6630,-0.6180,0.0700
'ABHV_V4M2L','IT425613',0.6300,-0.1430,0.1150,0.9020
'ABHV_PFU9O','IT227749',0.9480,0.8630,-0.7380,-0.2950
'ABHV_R0JWF','IT899691',0.0200,-0.4600,-0.1710,-0.3150
'ABHV_6QMFK','IT130699',0.1120,0.0360,-0.2690,-0.2950
'ABHV_E6IAH','IT422045',0.4140,-0.3840,0.6570,-0.5810
'ABHV_HUD7Y','IT651917',0.5840,0.2980,-0.3810,0.8170
'ABHV_57ZJT','IT668994',0.9350,0.6220,-0.0090,0.3040
'ABHV_HUHUX','IT246444',0.7660,-0.5510,0.9920,-0.1790
'ABHV_T31FU','IT416512',0.5580,-0.8140,0.7790,-0.8740
'ABHV_G2TO4','IT190991',0.3020,0.8720,-0.9860,0.2270
'ABHV_FJCPV','IT879004',0.7060,-0.8160,0.2130,0.8990
'ABHV_R3DGB','IT331897',0.6300,0.8500,0.1080,0.1300
'ABHV_QNJ2K','IT742318',0.5840,-0.9070,-0.0610,-0.4220
'ABHV_YWEBY','IT167374',0.8760,-0.6180,-0.9830,-0.1820
'ABHV_9BBMP','IT208632',0.9940,-0.9560,0.7670,0.7710
'ABHV_5T20V','IT680846',0.3390,-0.8000,0.0390,0.2120
'ABHV_BS52I','IT234735',0.1220,-0.8420,0.2080,0.2340
'ABHV_34G9K','IT775321',0.1610,-0.0980,0.9080,-0.7390
'ABHV_0GPCQ','IT251503',0.7950,0.3660,0.8810,-0.4420
'ABHV_U98V6','IT746785',0.9930,-0.3840,-0.1740,-0.1140
'ABHV_9N3NP','IT943995',0.3420,-0.7150,-0.4900,-0.1100
'ABHV_51NRK','IT456775',0.1250,0.1620,-0.3340,0.8860
'ABHV_CZF73','IT242518',0.1810,-0.5910,0.4870,-0.5440
'ABHV_J5PMX','IT419682',0.2360,-0.0150,0.6910,-0.0430
'ABHV_P49GY','IT253934',0.3840,0.4120,-0.5960,0.0070
'ABHV_J2E73','IT736812',0.6320,-0.6030,0.4420,0.3530
'ABHV_962AH','IT675239',0.6020,0.1930,-0.5610,-0.5990
'ABHV_WRLYO','IT879900',0.9830,0.6230,0.2230,0.9110
'ABHV_KVF8L','IT118054',0.5620,-0.4920,-0.8550,-0.5060
'ABHV_OAR3I','IT222831',0.6860,0.9120,0.5960,-0.1840
'ABHV_6XSZP','IT496899',0.0800,0.8990,-0.6940,-0.4370
'ABHV_BOJFI','IT795971',0.1460,0.5760,-0.4600,-0.3000
'ABHV_9YV36','IT374643',0.6070,-0.0310,-0.4390,-0.7320
'ABHV_IB72V','IT668760',0.3020,0.2120,0.5690,-0.2080
'ABHV_0JGYJ','IT991833',0.1940,-0.3040,-0.8190,-0.0380
'ABHV_5KD4V','IT875899',0.6990,-0.7160,0.3830,-0.3180
'ABHV_W3KK4','IT845308',0.2310,0.2520,-0.8880,0.5740
'ABHV_017SY','IT564875',0.2490,0.9770,-0.2400,0.8450
'ABHV_UOE67','IT882564',0.0590,-0.5620,-0.2210,0.0520
'ABHV_T8YIK','IT750809',0.7550,0.2120,-0.3070,0.3650
'ABHV_8PUMH','IT714094',0.4360,-0.1600,-0.2870,-1.0000
'ABHV_KRYRU','IT860683',0.5160,-0.7760,0.3780,0.8760
'ABHV_V4R0N','IT933286',0.7870,-0.4340,-0.7710,-0.6790
'ABHV_TGY3E','IT946135',0.5980,0.9500,0.5520,0.3090
'ABHV_CSFLH','IT737031',0.7180,-0.8390,0.6640,-0.6320
'ABHV_RITKE','IT242743',0.6340,0.8610,-0.3530,-0.6260
'ABHV_B1TCF','IT287846',0.9280,0.5890,-0.6920,-0.1280
'ABHV_1G5Y1','IT112184',0.2670,-0.3000,0.0970,0.9280
'ABHV_FMX06','IT710010',0.0890,0.7780,0.1540,-0.9030
'ABHV_KRZ0L','IT243162',0.7960,-0.2900,0.5680,-0.0180
'ABHV_9MJTT','IT947310',0.7660,0.9190,-0.9980,-0.5810
'ABHV_ID1BA','IT803536',0.6950,0.3780,0.4830,-0.5390
'ABHV_RI79E','IT871576',0.1710,0.7970,-0.4740,0.5450
'ABHV_EV734','IT610121',0.1910,0.6530,-0.0040,-0.4340
'ABHV_T5C2U','IT188246',0.6280,0.6340,-0.4230,0.7080
'ABHV_PPGNK','IT659180',0.7080,0.7290,-0.9840,0.4010
'ABHV_ADL8V','IT216758',0.6680,0.5340,-0.1680,-0.3910
'ABHV_2AOK1','IT261932',0.3980,-0.7670,0.6030,-0.7190
'ABHV_TDM4L','IT377484',0.4440,-0.2550,-0.8800,-0.5250
'ABHV_JCLX2','IT918269',0.4360,0.6120,0.2210,0.7160
'ABHV_SWVLX','IT475477',0.5540,0.1190,-0.1510,0.6330
'ABHV_3HTMF','IT851679',0.3340,-0.2600,-0.0120,-0.3520
'ABHV_12OIG','IT210711',0.3200,-0.4460,0.2470,-0.9530
'ABHV_93DGG','IT333684',0.1310,-0.2550,-0.7170,0.8240
'ABHV_XUJ4D','IT465793',0.0640,0.9910,0.3950,0.9180
'ABHV_GBFQP','IT375175',0.3500,0.1350,-0.4990,0.4520
'ABHV_IYD89','IT822544',0.8530,0.2850,-0.8890,0.8350
'ABHV_NV4BD','IT127637',0.6570,0.4910,-0.3980,0.7940
'ABHV_26MZY','IT734154',0.5120,0.3990,-0.0540,-0.8060
'ABHV_I50BN','IT702534',0.7740,0.4450,-0.8790,0.0990
'ABHV_66SSE','IT851095',0.1240,-0.7580,-0.2240,0.2320
'ABHV_2DSBI','IT191963',0.0430,-0.1290,0.0450,0.0710
'ABHV_VBJU0','IT100232',0.1970,0.4650,-0.2970,-0.1690
'ABHV_99P20','IT900265',0.1240,-0.0910,0.3840,-0.7070
'ABHV_VYJPT','IT818406',0.5290,0.8730,-0.8570,0.3980
'ABHV_FAYNQ','IT174373',0.0740,-0.1670,-0.7020,-0.0530
'ABHV_A2J7X','IT424039',0.7030,0.1260,0.2930,-0.0970
'ABHV_L24QL','IT674275',0.1810,-0.9890,-0.1850,-0.1840
'ABHV_OWGUP','IT984011',0.4180,-0.7750,0.5600,-0.3030
'ABHV_4XGPN','IT876166',0.2430,0.8500,0.3780,0.1580
'ABHV_LKQGZ','IT280566',0.5750,-0.6590,0.0620,0.5800
'ABHV_27MBV','IT697466',0.1140,-0.9730,-0.7320,-0.6030
'ABHV_BBEEC','IT695508',0.5670,-0.2850,-0.3890,0.9590
'ABHV_IDLAC','IT211278',0.6150,0.6460,0.5170,0.2230
'ABHV_O28GM','IT864985',0.0860,-0.4590,0.3880,0.9180
'ABHV_KM2NO','IT577758',0.0300,0.6250,-0.1470,-0.1270
'ABHV_K1CEE','IT788089',0.2810,0.6970,0.3390,-0.8270
'ABHV_2RCGT','IT467555',0.2070,-0.8350,0.6540,0.5060
'ABHV_63WYC','IT530833',0.0870,0.2870,-0.3680,-0.6600
'ABHV_7HBYV','IT455040',0.8570,-0.1300,0.3200,-0.9200
'ABHV_EJGP8','IT209153',0.5070,0.9110,0.2930,-0.7440
'ABHV_927OY','IT615169',0.1760,0.9590,-0.9240,0.6860
'ABHV_JZBTG','IT168169',0.1130,0.4000,-0.3920,0.7190
'ABHV_OEH9J','IT939054',0.9350,-0.7140,-0.4010,0.2670
'ABHV_D9AV7','IT157611',0.6510,0.8770,0.5820,-0.9400
'ABHV_2D50X','IT170655',0.8790,0.6620,-0.7260,0.1110
'ABHV_6SN0Y','IT676337',0.3760,-0.9510,-0.2450,-0.4040
'ABHV_L2A9B','IT324931',0.4680,0.9440,0.9760,0.7850
'ABHV_PFFRH','IT248045',0.7290,-0.8290,0.5520,0.5660
'ABHV_4EWR0','IT229929',0.9000,-0.8090,-0.6860,-0.5900
'ABHV_DW393','IT234976',0.6160,-0.1610,0.8670,0.5540
'ABHV_DI5JQ','IT467415',0.5680,0.9340,0.4970,-0.3040
'ABHV_9165P','IT104871',0.0710,0.3530,0.5490,-0.9490
'ABHV_5CW4T','IT351068',0.6120,-0.0700,0.0550,0.8410
'ABHV_JYXUX','IT492402',0.4630,-0.7420,0.5850,-0.4970
'ABHV_Z1MBI','IT290712',0.5530,0.5670,0.9000,0.3840
'ABHV_ANDAS','IT677891',0.3460,-0.7760,-0.3060,0.8830
'ABHV_U1TSI','IT385303',0.6150,-0.8010,-0.9170,0.9450
'ABHV_W5UF2','IT959260',0.2440,0.4990,0.3780,-0.9740
'ABHV_9T4SP','IT662422',0.1070,0.4870,0.0380,-0.4260
'ABHV_2PKNQ','IT448514',0.8720,0.1930,0.9710,-0.1500
'ABHV_L9ENU','IT664456',0.9620,0.9960,0.2230,-0.6350
'ABHV_HWAAG','IT241895',0.7920,0.5220,0.4740,0.0490
'ABHV_TCETK','IT477795',0.9920,0.3740,-0.1970,0.0990
'ABHV_39F3U','IT834237',0.8270,-0.9330,-0.8900,-0.3420
'ABHV_Y3DCM','IT409835',0.1960,0.1730,-0.5490,-0.2760
'ABHV_HGERF','IT494729',0.9590,0.2990,-0.9230,-0.4320
'ABHV_U7ZB6','IT581099',0.6820,-0.7230,-0.4260,0.9430
'ABHV_K8FGN','IT147784',0.2860,-0.6860,0.4000,-0.4570
'ABHV_UX18E','IT251136',0.6990,0.2610,0.5270,0.7500
'ABHV_22UKJ','IT929894',0.7680,-0.9610,0.2310,0.5190
'ABHV_TW9BN','IT566852',0.4840,-0.7690,-0.8070,0.2150
'ABHV_7WVK0','IT448173',0.0090,-0.3680,0.7070,0.8120
'ABHV_IYXES','IT929408',0.0210,-0.3670,-0.3770,-0.8460
'ABHV_NTEGZ','IT695095',0.2030,0.1020,0.7850,0.6510
'ABHV_GPSN0','IT563290',0.4860,-0.6750,-0.7600,0.1640
'ABHV_463P1','IT388724',0.4500,0.4950,0.4920,-0.7680
'ABHV_O9PRV','IT850443',0.9550,0.1690,-0.8210,0.9070
'ABHV_Y7ZML','IT798845',0.1060,-0.7460,-0.2750,-0.6250
'ABHV_5NOI8','IT735515',0.7940,0.8430,0.7120,-0.3340
'ABHV_QX26W','IT601727',0.2770,0.3260,-0.3320,-0.4620
'ABHV_1KR5C','IT995973',0.8270,0.1670,0.1540,0.9100
'ABHV_R6LGG','IT980450',0.2770,0.7460,-0.3650,0.2380
'ABHV_U4443','IT472155',0.7050,0.4090,-0.0360,-0.7350
'ABHV_1R0JW','IT427173',0.8290,-0.5670,0.1610,0.3840
'ABHV_CL0P3','IT155848',0.6900,-0.0310,-0.5280,-0.6170
'ABHV_KMIT4','IT966764',0.6780,-0.7890,0.5240,-0.2170
'ABHV_PR1YB','IT658762',0.8160,-0.2980,0.0940,0.2980
'ABHV_C1OT7','IT872417',0.1100,0.3740,-0.3310,-0.9780
'ABHV_BRAZW','IT788668',0.8800,-0.9240,0.8080,0.5330
'ABHV_LUC64','IT728332',0.8870,0.9080,0.4990,-0.6390
'ABHV_YNYTJ','IT149726',0.7020,-0.2820,0.6030,-0.9900
'ABHV_YE995','IT451518',0.6380,0.4420,0.6000,0.3720
'ABHV_LVINW','IT149583',0.0340,-0.3870,0.0030,0.8480
'ABHV_5GOS2','IT434694',0.7830,0.7340,-0.3880,-0.6220
'ABHV_N0ADI','IT753952',0.0340,0.5480,0.6410,0.5170
'ABHV_QPSGW','IT112603',0.3620,-0.6930,-0.3810,0.9040
'ABHV_5XSWT','IT245382',0.9580,0.5540,-0.0600,0.1460
'ABHV_31VZM','IT768227',0.6760,-0.7850,0.2830,0.7350
'ABHV_Y23T1','IT911768',0.3510,0.6730,0.1020,0.4530
'ABHV_1NN29','IT306940',0.5260,-0.9720,-0.7420,-0.1460
'ABHV_QXBNF','IT125476',0.4070,-0.9800,-0.0760,-0.1440
'ABHV_XUOL8','IT523967',0.1640,0.9130,0.3270,0.9220
'ABHV_NUKJ4','IT748744',0.9200,-0.4010,0.3180,-0.0670
'ABHV_NTT6T','IT429095',0.4260,-0.2090,-0.8880,0.8250
'ABHV_AIXW4','IT289209',0.1850,0.9980,-0.7170,-0.0940
'ABHV_O9ZYY','IT464326',0.7430,-0.2550,0.0420,0.6040
'ABHV_T4HZ5','IT233007',0.0900,0.0420,0.9870,0.7110
'ABHV_9MHBZ','IT792212',0.5950,0.6880,-0.8520,-0.2980
'ABHV_O0TL5','IT624914',0.3830,0.7640,0.2950,0.9590
'ABHV_KFXS7','IT855238',0.5380,0.7310,0.5590,-0.6710
'ABHV_KF20H','IT531442',0.0360,-0.6650,0.1780,0.0240
'ABHV_S5K70','IT881667',0.9880,0.4560,0.2620,0.1650
'ABHV_VPFNK','IT858933',0.5290,0.3550,-0.7420,0.4490
'ABHV_D0S7C','IT413878',0.6410,-0.2780,0.7740,-0.8730
'ABHV_PIYUK','IT449767',0.7110,-0.9650,-0.9330,-0.1930
'ABHV_R520W','IT435325',0.9720,0.6590,0.5040,0.6230
'ABHV_QMBCA','IT887613',0.0810,-0.6590,-0.1260,-0.7060
'ABHV_41N3D','IT156102',0.8810,-0.6030,-0.6550,-0.6240
'ABHV_3LXXH','IT767761',0.3110,0.9640,0.9650,0.6510
'ABHV_4NHV5','IT325030',0.8380,0.4470,-0.1640,0.0580
'ABHV_PDMZS','IT574000',0.9620,-0.1890,-0.4100,-0.6980
'ABHV_6UJC4','IT621247',0.8470,-0.0470,0.7940,-0.3040
'ABHV_SGRZY','IT933334',0.5760,0.5010,0.4650,0.8410
'ABHV_C3XH8','IT713578',0.8080,-0.8610,0.8630,-0.9090
'ABHV_3HMIM','IT561739',0.3790,0.2320,0.2410,-0.7510
'ABHV_FK1GT','IT462615',0.2470,-0.9270,-0.8110,0.1400
'ABHV_YWGGU','IT939642',0.2740,0.5240,0.1430,0.0540
'ABHV_7ONK8','IT864060',0.3000,-0.3750,0.1790,-0.1720
'ABHV_MYHB1','IT126050',0.2890,0.4180,-0.3830,0.3000
'ABHV_6517W','IT254298',0.4970,-0.4160,0.6420,-0.6440
'ABHV_RCO9F','IT375511',0.1870,0.1710,-0.1520,-0.2310
'ABHV_RM113','IT914714',0.2660,0.2570,0.5680,0.4050
'ABHV_YHAML','IT832888',0.5270,0.1740,-0.9140,-0.7190
'ABHV_NQD3X','IT886802',0.6940,0.4980,0.9470,-0.8200
'ABHV_NFSRO','IT324427',0.0770,-0.8800,0.2780,-0.1720
'ABHV_VP9DA','IT530921',0.3830,0.9710,0.2080,-0.1230
'ABHV_1DSAA','IT732556',0.4590,0.5280,-0.7140,-0.1410
'ABHV_N7GLK','IT751232',0.3050,-0.6370,0.3590,-0.5550
'ABHV_AUSI4','IT468970',0.6700,-0.5230,-0.1330,0.5870
'ABHV_POOQ7','IT859923',0.8700,-0.7360,0.4480,-0.5330
'ABHV_WPA9Z','IT115568',0.6990,-0.2980,0.1270,-0.3180
'ABHV_8GLZC','IT678643',0.7410,0.0320,-0.9390,0.3120
'ABHV_5HAPU','IT759505',0.5890,0.2660,-0.5450,0.9960
'ABHV_X0FVC','IT808898',0.7060,0.0150,0.9220,0.0760
'ABHV_JU00U','IT183513',0.9810,-0.8690,0.1930,-0.6570
'ABHV_YEVRV','IT289820',0.4590,-0.0010,-0.1690,0.8350
'ABHV_WXJNG','IT637972',0.4020,-0.7400,0.6870,-0.8070
'ABHV_WV1U7','IT594560',0.0310,0.8460,-0.3890,0.2040
'ABHV_MNSWL','IT320078',0.9520,-0.9640,0.5890,-0.0340
'ABHV_HGRNX','IT874510',0.2340,-0.0450,0.3490,0.6330
'ABHV_OCBW8','IT921537',0.5850,0.6480,0.7610,-0.4100
'ABHV_7CQTP','IT324520',0.4680,-0.5210,0.0780,-0.2170
'ABHV_KO3HL','IT199704',0.7190,-0.5310,-0.0200,0.3080
'ABHV_KRSJU','IT746074',0.0380,0.5150,0.1910,-0.1660
'ABHV_OI27I','IT446350',0.6470,0.3730,-0.7100,-0.7070
'ABHV_H0MIH','IT853947',0.3030,0.2720,-0.5110,0.3690
'ABHV_4II6T','IT800422',0.2140,0.3140,0.3640,0.1810
'ABHV_ACRGD','IT736483',0.0320,0.6500,0.8510,0.5770
'ABHV_3GOK4','IT869899',0.5600,-0.7140,0.6700,0.5190
'ABHV_ARAAJ','IT137326',0.5560,-0.1860,-0.0400,-0.2760
'ABHV_7JZ4S','IT460962',0.8940,-0.8650,0.8900,-0.4290
'ABHV_W4HDX','IT985468',0.2390,-0.6770,0.4460,-0.7920
'ABHV_TPXJ8','IT984936',0.3780,0.1050,-0.7890,-0.0500
'ABHV_C4URY','IT555877',0.4260,-0.7650,-0.0200,-0.7200
'ABHV_AE4MY','IT637468',0.5300,0.4210,-0.6140,-0.6820
'ABHV_JR8V0','IT508963',0.9400,-0.3600,0.0350,0.6890
'ABHV_N2JQ2','IT826897',0.8300,-0.6080,0.0910,-0.6150
'ABHV_IXARH','IT827414',0.2910,0.3410,0.2270,0.4750
'ABHV_O5KZ2','IT583608',0.7630,0.3340,-0.3580,0.8310
'ABHV_T44VD','IT241599',0.7910,0.5490,-0.8090,0.7080
'ABHV_IY92T','IT837965',0.3880,-0.3870,0.6390,-0.9820
'ABHV_YCJZ1','IT161596',0.1910,0.6240,0.5910,-0.4890
'ABHV_OYWBB','IT804517',0.1730,0.9160,-0.4420,-0.3780
'ABHV_A1HCV','IT924492',0.1810,0.6160,-0.9530,-0.7760
'ABHV_67DGD','IT623201',0.2010,0.0960,0.6110,0.5290
'ABHV_23NIE','IT882612',0.0230,-0.6360,0.1320,0.4250
'ABHV_XPC8H','IT175946',0.9360,0.7640,-0.8290,-0.0150
'ABHV_YM1GL','IT145818',0.0060,0.3920,0.0960,-0.9280
'ABHV_4QS60','IT827188',0.3400,0.5400,-0.7330,-0.5210
'ABHV_WGAHJ','IT863228',0.3460,0.3740,-0.9910,-0.7530
'ABHV_2E0DT','IT304404',0.7550,-0.8870,0.8980,0.6130
'ABHV_86TXM','IT650563',0.2340,0.4390,0.1360,-0.1250
'ABHV_NRRVB','IT107126',0.7840,0.4910,0.0770,0.9260
'ABHV_9769U','IT253042',0.4720,0.5530,0.2150,0.1030
'ABHV_E7UM5','IT269747',0.4460,0.5520,-0.2060,-0.2960
'ABHV_T5P23','IT171486',0.7310,0.8120,0.4360,0.1210
'ABHV_YTKMM','IT910843',0.7990,0.5880,-0.5780,-0.7120
'ABHV_UPMZH','IT701999',0.5300,-0.1010,0.8050,-0.7900
'ABHV_GPXXL','IT750653',0.1730,0.2260,0.4620,0.3590
'ABHV_8FAHU','IT270166',0.0670,-0.1910,0.5420,0.7810
'ABHV_A42JZ','IT827813',0.4800,-0.9860,0.2190,0.9370
'ABHV_DPDUD','IT721699',0.4820,0.0940,-0.1670,0.1050
'ABHV_VLTE1','IT757403',0.4000,-0.7820,-0.7340,0.2330
'ABHV_TYKUO','IT694285',0.6060,-0.2510,0.9320,-0.9650
'ABHV_9NMKJ','IT737861',0.4170,0.5670,0.8290,0.5400
'ABHV_GP88B','IT229535',0.3000,-0.8630,-0.3700,0.2300
'ABHV_2MA5U','IT721698',0.0560,-0.7510,-0.2930,-0.7750
'ABHV_NJTNV','IT122994',0.7510,0.6970,-0.1090,-0.8430
'ABHV_CT5MU','IT749386',0.7880,-0.6660,0.0650,0.6750
'ABHV_SQE5K','IT217148',0.1390,-0.8860,-0.2750,0.5180
'ABHV_O6TBM','IT515504',0.4390,-0.6910,0.0140,0.2270
'ABHV_I4SKM','IT715937',0.7050,-0.5460,-0.0070,-0.9760
'ABHV_328QM','IT906339',0.8860,-0.7340,0.4540,0.6430
'ABHV_38VGF','IT794845',0.8480,0.4580,-0.1650,0.2810
'ABHV_MU96U','IT464620',0.2990,0.5170,0.6240,0.9030
'ABHV_L6EJW','IT114363',0.6360,-0.2550,-0.7530,-0.2440
'ABHV_BW00X','IT429694',0.0350,0.6830,0.0310,-0.5840
'ABHV_RYFX9','IT109586',0.5860,-0.2880,-0.6110,-0.2700
'ABHV_28M2B','IT276782',0.2560,0.0700,-0.7700,0.1240
'ABHV_1DJ19','IT941515',0.1910,-0.3830,0.9180,0.2020
'ABHV_6ICGM','IT587403',0.6220,-0.3870,0.1990,-0.1460
'ABHV_2ROKE','IT124747',0.1610,-0.0640,0.3600,0.7430
'ABHV_IS9US','IT534179',0.6460,0.6700,0.0660,0.3520
'ABHV_PJN37','IT829843',0.4770,0.3480,0.9940,-0.3340
'ABHV_ZVK5R','IT616105',0.1990,-0.2220,-0.6020,-0.8710
'ABHV_46E9M','IT917763',0.9310,-0.0800,0.9970,-0.5920
'ABHV_KAF1U','IT619396',0.8030,-0.7650,0.8720,-0.3000
'ABHV_CDAH3','IT436979',0.8890,0.1980,0.8040,-0.4270
'ABHV_JE2TB','IT197457',0.3920,-0.4410,-0.9100,-0.9100
