63,'PR8496','SC9397','Minor','Critical','Unstable','Minor','Partial'
64,'PR3084','SC6400','Minor','High','Stable',NULL,'Partial'
65,'PR4058','SC9524',NULL,'Critical','Unstable','Minor',NULL
66,'PR8416','SC5899',NULL,'High','Moderate','Minor',NULL
67,'PR2430','SC1888',NULL,'Critical','Moderate',NULL,'Partial'
68,'PR2876','SC5674','Moderate','Medium','Moderate','Major','Complete'
69,'PR9923','SC9724','Moderate','Medium','Stable','Minor','Complete'
70,'PR1106','SC5372','Minor','Low','Stable','Major','Partial'
71,'PR2897','SC9649','Minor','Critical','Unstable','Minor','Complete'
72,'PR6495','SC8068','Minor','High','Stable','Major','Complete'
73,'PR5264','SC5948','Moderate','Medium','Stable','Major','Complete'
74,'PR9631','SC4175','Severe','Medium','Unstable',NULL,'Complete'
75,'PR8516','SC1239','Moderate','High','Moderate','Minor',NULL
76,'PR3485','SC6906','Minor','Low','Unstable','Minor','Partial'
77,'PR2559','SC2971','Minor','Critical','Moderate','Minor',NULL
78,'PR6315','SC3115',NULL,'Low','Unstable','Minor',NULL
79,'PR1973','SC1807','Moderate','Low','Stable',NULL,NULL
80,'PR5953','SC7903',NULL,'Critical','Moderate','Major','Complete'
81,'PR7448','SC1321',NULL,'High','Unstable','Major','Partial'
82,'PR1317','SC7759','Moderate','Medium','Stable','Minor','Partial'
83,'PR7938','SC8289',NULL,'High','Moderate',NULL,'Partial'
84,'PR6606','SC9467','Moderate','Critical','Stable',NULL,'Complete'
85,'PR1376','SC9722','Severe','Low','Moderate',NULL,'Partial'
86,'PR9481','SC2031','Moderate','Medium','Moderate',NULL,NULL
87,'PR7356','SC5070',NULL,'Low','Stable',NULL,NULL
88,'PR6601','SC5456',NULL,'Medium','Unstable','Major',NULL
89,'PR1587','SC4089',NULL,'Medium','Unstable','Minor','Partial'
90,'PR3023','SC3039','Moderate','Medium','Unstable',NULL,'Partial'
91,'PR8305','SC5465','Severe','Medium','Moderate',NULL,'Complete'
92,'PR9356','SC8270',NULL,'High','Unstable','Major',NULL
93,'PR1790','SC5176','Moderate','High','Moderate','Minor','Complete'
94,'PR8497','SC8164','Minor','Critical','Moderate','Major','Complete'
95,'PR5176','SC5475','Minor','Critical','Moderate','Major','Complete'
96,'PR5490','SC9444','Moderate','Low','Moderate','Major','Partial'
97,'PR5597','SC2261','Moderate','High','Moderate','Minor','Partial'
98,'PR4613','SC5055','Severe','High','Unstable','Minor','Complete'
99,'PR9520','SC1698','Severe','Critical','Moderate',NULL,NULL
100,'PR8076','SC6000',NULL,'Medium','Unstable','Minor',NULL
101,'PR8525','SC3518','Severe','Medium','Unstable','Major','Complete'
102,'PR7415','SC1774','Moderate','Low','Moderate','Minor',NULL
103,'PR8991','SC8811',NULL,'Medium','Stable','Major','Partial'
104,'PR4547','SC1270','Severe','High','Moderate','Minor','Complete'
105,'PR7688','SC6155','Minor','Critical','Unstable','Minor',NULL
106,'PR6487','SC9355',NULL,'Medium','Stable',NULL,'Partial'
107,'PR5590','SC3176',NULL,'Critical','Moderate',NULL,'Complete'
108,'PR1955','SC3688','Severe','High','Unstable','Major','Partial'
109,'PR3837','SC4526',NULL,'Critical','Stable',NULL,'Complete'
110,'PR1067','SC7637',NULL,'Low','Unstable',NULL,'Complete'
111,'PR9264','SC4224','Severe','High','Unstable','Major',NULL
112,'PR2706','SC3823','Minor','Low','Unstable',NULL,'Complete'
113,'PR1073','SC5031','Minor','Medium','Moderate','Minor','Partial'
114,'PR2535','SC2272','Moderate','Critical','Stable',NULL,NULL
115,'PR3024','SC4661','Severe','Critical','Unstable','Minor','Partial'
116,'PR3647','SC2629','Minor','High','Unstable','Major',NULL
117,'PR9689','SC7470','Severe','Low','Stable',NULL,NULL
118,'PR2671','SC8933',NULL,'Critical','Moderate','Minor','Partial'
119,'PR6391','SC8329',NULL,'Low','Unstable','Minor','Complete'
120,'PR4384','SC9994','Minor','Medium','Stable','Major','Complete'
121,'PR3011','SC7405','Minor','Medium','Stable',NULL,'Partial'
122,'PR7138','SC9620','Minor','Low','Unstable','Major','Partial'
123,'PR6520','SC5954','Moderate','Critical','Moderate','Minor','Complete'
124,'PR8708','SC4127','Minor','Low','Unstable','Minor',NULL
125,'PR6066','SC6154',NULL,'High','Moderate','Major','Complete'
126,'PR1699','SC7920','Moderate','Medium','Stable','Major',NULL
127,'PR7803','SC2205','Severe','Critical','Unstable',NULL,'Complete'
128,'PR1768','SC3240',NULL,'Low','Moderate','Major','Complete'
129,'PR1895','SC1328','Minor','Medium','Stable','Minor',NULL
130,'PR6669','SC4466',NULL,'Low','Moderate',NULL,NULL
131,'PR1082','SC2464',NULL,'Critical','Unstable','Major','Partial'
132,'PR6170','SC7246','Severe','Critical','Moderate','Major','Complete'
133,'PR6081','SC8506',NULL,'High','Stable',NULL,'Partial'
134,'PR9060','SC5006','Moderate','Low','Moderate','Minor',NULL
135,'PR3031','SC1092','Severe','Critical','Stable','Minor','Complete'
136,'PR8995','SC4777',NULL,'Medium','Unstable','Minor','Partial'
137,'PR9029','SC8652','Severe','High','Moderate','Major','Partial'
138,'PR4297','SC5824','Minor','Critical','Moderate',NULL,'Partial'
139,'PR9753','SC6347','Minor','Critical','Unstable','Major','Complete'
140,'PR7671','SC9922',NULL,'Medium','Moderate',NULL,'Complete'
141,'PR9609','SC9392','Moderate','Medium','Moderate',NULL,'Partial'
142,'PR7764','SC4745',NULL,'Medium','Moderate','Minor',NULL
143,'PR4430','SC9659',NULL,'Medium','Stable','Minor','Complete'
144,'PR1828','SC6757','Moderate','Critical','Moderate',NULL,NULL
145,'PR7610','SC9168','Severe','High','Stable',NULL,'Complete'
146,'PR7770','SC6176','Minor','Low','Stable','Major',NULL
147,'PR6495','SC5981','Severe','Critical','Stable','Minor','Partial'
148,'PR9819','SC2707',NULL,'Low','Stable','Minor','Complete'
149,'PR9513','SC5447','Moderate','Medium','Unstable','Major','Partial'
150,'PR5977','SC3424','Severe','Medium','Stable','Minor','Complete'
151,'PR5215','SC9393',NULL,'High','Unstable',NULL,'Complete'
152,'PR5645','SC8416','Moderate','Critical','Moderate','Major','Complete'
153,'PR2963','SC2701',NULL,'Medium','Unstable','Major','Complete'
154,'PR2179','SC9334','Minor','Medium','Unstable',NULL,'Partial'
155,'PR2491','SC7843',NULL,'Medium','Stable',NULL,'Partial'
156,'PR5365','SC6965','Minor','Medium','Unstable','Major','Partial'
157,'PR3363','SC4286','Severe','High','Moderate','Major',NULL
158,'PR2609','SC1048',NULL,'Low','Moderate',NULL,NULL
159,'PR2761','SC2494','Minor','High','Moderate',NULL,'Partial'
160,'PR2750','SC2108',NULL,'Medium','Stable','Minor','Complete'
161,'PR6431','SC9995','Severe','Critical','Moderate',NULL,'Complete'
162,'PR2681','SC1672','Moderate','Low','Unstable','Minor','Partial'
163,'PR1055','SC3375','Moderate','Low','Unstable','Minor','Complete'
164,'PR6415','SC1477','Moderate','Low','Unstable','Minor','Complete'
165,'PR4126','SC6130','Moderate','Medium','Moderate','Major','Complete'
166,'PR9151','SC2023','Severe','Medium','Stable','Minor','Complete'
167,'PR2073','SC8427','Severe','Critical','Stable','Minor',NULL
168,'PR9610','SC3414','Severe','Low','Stable','Major',NULL
169,'PR1262','SC4976','Severe','Critical','Unstable','Major',NULL
170,'PR7750','SC3186',NULL,'Medium','Unstable',NULL,'Partial'
171,'PR7673','SC5606',NULL,'Low','Stable','Minor',NULL
172,'PR8093','SC5847','Moderate','Medium','Moderate','Minor',NULL
173,'PR6011','SC2000',NULL,'Medium','Stable','Major','Partial'
174,'PR5407','SC7756','Moderate','Low','Moderate','Minor','Complete'
175,'PR2119','SC7100',NULL,'Medium','Unstable',NULL,NULL
176,'PR8736','SC6527','Moderate','Medium','Moderate','Major','Partial'
177,'PR6346','SC6368',NULL,'Medium','Moderate','Minor','Partial'
178,'PR9611','SC4174','Moderate','Medium','Moderate','Major','Partial'
179,'PR6223','SC7142','Minor','Critical','Stable','Major','Complete'
180,'PR1779','SC8202','Minor','Critical','Stable','Minor',NULL
181,'PR9412','SC9549','Minor','Medium','Moderate','Minor',NULL
182,'PR3327','SC1149','Moderate','Medium','Stable',NULL,NULL
183,'PR7681','SC6696','Minor','Medium','Unstable','Major','Partial'
184,'PR6661','SC7024','Minor','Critical','Unstable',NULL,NULL
185,'PR4002','SC9200',NULL,'Critical','Unstable','Minor','Complete'
186,'PR4046','SC2652','Severe','High','Unstable','Major',NULL
187,'PR3039','SC4179',NULL,'Medium','Stable','Major',NULL
188,'PR6322','SC6365','Moderate','Low','Unstable',NULL,'Partial'
189,'PR4471','SC4906','Minor','Critical','Stable','Major',NULL
190,'PR5517','SC1764','Moderate','High','Stable','Major',NULL
191,'PR8462','SC8552','Moderate','Medium','Unstable',NULL,'Partial'
192,'PR9009','SC5521','Minor','Medium','Moderate','Major',NULL
193,'PR5545','SC3987','Minor','Critical','Stable','Major',NULL
194,'PR9353','SC4762','Severe','High','Moderate',NULL,'Partial'
195,'PR4411','SC2648',NULL,'Critical','Moderate','Minor','Complete'
196,'PR8172','SC2601','Minor','Critical','Stable',NULL,'Partial'
197,'PR6327','SC7827','Minor','Low','Moderate','Minor','Complete'
198,'PR6924','SC4130','Severe','Medium','Moderate','Major','Partial'
199,'PR4686','SC1974',NULL,'Medium','Moderate','Minor','Partial'
200,'PR5609','SC7054','Moderate','High','Moderate','Major','Complete'
201,'PR2745','SC9704','Moderate','Critical','Moderate','Minor',NULL
202,'PR6403','SC2519',NULL,'Low','Moderate',NULL,NULL
203,'PR5609','SC7841','Minor','Critical','Moderate','Minor',NULL
204,'PR9890','SC4119','Severe','Medium','Unstable','Major','Complete'
205,'PR7488','SC9234',NULL,'Low','Unstable',NULL,'Complete'
206,'PR8721','SC3073','Moderate','Medium','Unstable','Minor','Partial'
207,'PR4454','SC8090',NULL,'Critical','Moderate','Major','Partial'
208,'PR4894','SC6572','Minor','High','Moderate','Minor','Complete'
209,'PR1883','SC3150','Severe','Medium','Moderate',NULL,'Complete'
210,'PR5355','SC7374','Moderate','Low','Stable',NULL,NULL
211,'PR4423','SC3242','Minor','High','Stable','Minor','Complete'
212,'PR9215','SC1856','Severe','Medium','Moderate',NULL,'Complete'
213,'PR2309','SC5498','Minor','High','Unstable','Major','Complete'
214,'PR8937','SC3578','Severe','High','Moderate','Minor','Partial'
215,'PR2252','SC6027','Moderate','Low','Unstable','Major','Partial'
216,'PR2344','SC2220','Moderate','Critical','Stable','Major','Complete'
217,'PR9026','SC8872',NULL,'Low','Stable',NULL,NULL
218,'PR1611','SC6115',NULL,'High','Stable',NULL,'Partial'
219,'PR5098','SC3591','Minor','Low','Moderate','Minor',NULL
220,'PR1964','SC4845','Minor','High','Moderate',NULL,NULL
221,'PR4707','SC4547','Moderate','Critical','Moderate',NULL,NULL
222,'PR3562','SC2889','Severe','Low','Unstable',NULL,NULL
223,'PR1494','SC1896',NULL,'Low','Moderate','Minor','Complete'
224,'PR5791','SC4184','Moderate','Medium','Moderate',NULL,'Partial'
225,'PR8126','SC2745','Moderate','Critical','Moderate','Major','Complete'
226,'PR7120','SC1510','Moderate','Low','Stable',NULL,'Partial'
227,'PR3427','SC7138','Minor','Critical','Stable',NULL,'Complete'
228,'PR9862','SC4532','Severe','Critical','Unstable','Major',NULL
229,'PR9932','SC8645','Moderate','Medium','Stable',NULL,'Complete'
230,'PR3314','SC3660','Moderate','Medium','Unstable','Minor','Complete'
231,'PR3007','SC3410','Minor','Low','Stable','Major','Complete'
232,'PR2422','SC1738','Minor','Low','Moderate','Major',NULL
233,'PR5261','SC3511',NULL,'High','Stable','Major',NULL
234,'PR1675','SC6561','Severe','Medium','Stable','Minor','Partial'
235,'PR6583','SC5310',NULL,'Low','Moderate','Minor',NULL
236,'PR8984','SC9697','Minor','Medium','Unstable','Major','Complete'
237,'PR6426','SC7640','Severe','Medium','Unstable','Minor','Complete'
238,'PR3499','SC5050','Minor','High','Unstable',NULL,'Partial'
239,'PR5675','SC8645','Moderate','High','Stable','Minor','Complete'
240,'PR4094','SC1635','Moderate','Medium','Moderate','Major','Partial'
241,'PR4918','SC3779','Minor','Critical','Stable','Major','Complete'
242,'PR1702','SC5984',NULL,'Medium','Stable','Major',NULL
243,'PR5566','SC8166','Minor','Medium','Unstable',NULL,'Partial'
244,'PR8562','SC3293','Moderate','Medium','Stable','Minor',NULL
245,'PR9345','SC7434','Moderate','Critical','Unstable',NULL,'Complete'
246,'PR4932','SC9235',NULL,'Critical','Moderate','Minor',NULL
247,'PR7244','SC9674','Minor','Critical','Unstable',NULL,NULL
248,'PR6388','SC6655','Moderate','Medium','Unstable','Minor','Partial'
249,'PR9729','SC4971',NULL,'Low','Moderate','Major','Complete'
250,'PR1979','SC6263','Severe','Critical','Unstable','Minor',NULL
251,'PR5903','SC5313','Moderate','Low','Moderate',NULL,'Partial'
252,'PR3251','SC5378','Severe','High','Unstable','Minor','Complete'
253,'PR6083','SC8686','Moderate','Critical','Unstable',NULL,NULL
254,'PR4338','SC6624','Severe','Low','Stable',NULL,'Complete'
255,'PR7712','SC2565','Minor','Low','Moderate','Minor',NULL
256,'PR2707','SC6600','Moderate','Medium','Moderate','Major','Complete'
257,'PR4947','SC9613',NULL,'Critical','Unstable','Minor','Partial'
258,'PR2452','SC9763','Minor','High','Moderate',NULL,'Complete'
259,'PR1857','SC5700','Moderate','Medium','Moderate','Major','Partial'
260,'PR2366','SC1225',NULL,'Medium','Stable','Minor',NULL
261,'PR6129','SC8827','Minor','Low','Stable','Major','Complete'
262,'PR5210','SC6581','Moderate','Critical','Moderate','Minor',NULL
263,'PR4787','SC7279','Minor','High','Moderate','Minor',NULL
264,'PR3494','SC1405',NULL,'Low','Unstable',NULL,'Partial'
265,'PR8066','SC6234','Minor','Critical','Unstable',NULL,'Partial'
266,'PR6501','SC4639','Severe','Low','Stable',NULL,'Complete'
267,'PR9933','SC7021','Moderate','High','Stable','Minor','Complete'
268,'PR3453','SC7992','Severe','High','Unstable',NULL,'Partial'
269,'PR8784','SC4549','Minor','High','Moderate',NULL,NULL
270,'PR4146','SC8461','Moderate','Critical','Moderate','Major','Complete'
271,'PR7319','SC9062','Severe','Low','Stable','Minor','Partial'
272,'PR1898','SC2812','Severe','Critical','Unstable','Minor','Partial'
273,'PR3060','SC9400','Minor','High','Stable','Major',NULL
274,'PR9948','SC3198','Moderate','Low','Stable','Minor',NULL
275,'PR3099','SC9858','Moderate','High','Unstable','Major','Complete'
276,'PR3512','SC8443','Minor','Medium','Moderate','Minor',NULL
277,'PR5151','SC4378','Moderate','Critical','Moderate','Minor','Complete'
278,'PR3366','SC2215',NULL,'Low','Unstable',NULL,NULL
279,'PR6146','SC5545','Severe','Critical','Stable','Major','Partial'
280,'PR7884','SC3544',NULL,'Low','Moderate','Major',NULL
281,'PR7263','SC6871',NULL,'Critical','Stable','Minor',NULL
282,'PR8173','SC5797','Moderate','Critical','Moderate','Major',NULL
283,'PR7110','SC7445','Moderate','High','Stable','Minor',NULL
284,'PR9032','SC5748','Minor','High','Stable','Major','Complete'
285,'PR9356','SC5043','Moderate','Critical','Unstable','Minor','Partial'
286,'PR4177','SC8885',NULL,'Medium','Moderate','Minor',NULL
287,'PR2485','SC9635','Minor','High','Unstable','Major',NULL
288,'PR3842','SC8845',NULL,'Low','Moderate','Major','Complete'
289,'PR9678','SC7231',NULL,'High','Moderate','Major',NULL
290,'PR1036','SC7466','Minor','Critical','Moderate','Minor','Partial'
291,'PR7937','SC6899','Minor','Low','Stable',NULL,'Complete'
292,'PR7145','SC1270','Severe','High','Moderate','Major','Partial'
293,'PR6552','SC6789','Moderate','Critical','Unstable',NULL,'Partial'
294,'PR2791','SC8055','Severe','Low','Stable','Major','Complete'
295,'PR8957','SC7994',NULL,'Critical','Moderate','Minor','Partial'
296,'PR8388','SC8434','Moderate','Low','Unstable','Minor',NULL
297,'PR1709','SC8804','Minor','Low','Stable','Minor',NULL
298,'PR3316','SC7018','Severe','Medium','Moderate',NULL,NULL
299,'PR1021','SC2032','Severe','High','Stable','Minor',NULL
300,'PR8378','SC4284','Severe','High','Unstable',NULL,'Partial'
301,'PR7885','SC2817','Moderate','Medium','Stable','Minor','Partial'
302,'PR5507','SC3050','Minor','High','Stable',NULL,'Partial'
303,'PR4860','SC7250','Moderate','Critical','Stable','Major','Complete'
304,'PR9076','SC4392','Minor','High','Stable',NULL,'Partial'
305,'PR6156','SC9120','Moderate','High','Moderate',NULL,'Complete'
306,'PR8015','SC8315','Severe','High','Unstable','Major','Partial'
307,'PR9224','SC5632',NULL,'Medium','Unstable','Major','Partial'
308,'PR3154','SC9085','Moderate','Critical','Stable','Major','Partial'
309,'PR6538','SC6577','Moderate','Low','Unstable','Minor','Complete'
310,'PR7208','SC9229','Minor','Low','Stable',NULL,NULL
311,'PR8000','SC5026',NULL,'High','Unstable',NULL,'Partial'
312,'PR4224','SC2039','Minor','Critical','Stable','Minor','Partial'
313,'PR3856','SC9951','Minor','High','Stable',NULL,NULL
314,'PR1584','SC8612',NULL,'Critical','Stable',NULL,'Complete'
315,'PR3219','SC7710','Severe','Low','Stable','Major','Partial'
316,'PR4268','SC3188','Moderate','Low','Moderate',NULL,'Complete'
317,'PR7245','SC5510','Moderate','Medium','Unstable','Major','Partial'
318,'PR2549','SC7440',NULL,'Critical','Moderate',NULL,'Complete'
319,'PR6189','SC2480',NULL,'Critical','Moderate','Minor',NULL
320,'PR8132','SC6028','Moderate','Medium','Unstable',NULL,'Partial'
321,'PR7736','SC3083','Minor','Medium','Moderate','Major','Partial'
322,'PR3233','SC2058','Moderate','Low','Moderate',NULL,'Partial'
323,'PR2355','SC2725','Severe','Critical','Moderate',NULL,'Partial'
324,'PR9120','SC2965','Minor','Low','Moderate','Minor','Complete'
325,'PR2659','SC8409','Severe','Critical','Unstable','Major','Partial'
326,'PR7892','SC3669',NULL,'Medium','Unstable','Minor','Partial'
327,'PR6179','SC1335','Moderate','Medium','Moderate','Major','Complete'
328,'PR4039','SC1534','Minor','Medium','Moderate','Major','Complete'
329,'PR5686','SC7524','Minor','Critical','Moderate','Minor','Complete'
330,'PR8203','SC5872','Minor','Low','Moderate','Minor','Partial'
331,'PR7864','SC7365',NULL,'High','Unstable','Minor','Complete'
332,'PR7087','SC7991','Minor','Low','Stable',NULL,'Complete'
333,'PR6446','SC7215','Moderate','Medium','Moderate','Minor','Complete'
334,'PR2511','SC7176','Moderate','Medium','Stable','Major',NULL
335,'PR3153','SC5061',NULL,'Medium','Stable',NULL,NULL
336,'PR3086','SC6116','Moderate','Low','Unstable','Major',NULL
337,'PR8531','SC4117','Minor','Low','Unstable','Minor',NULL
338,'PR2966','SC5798','Minor','Critical','Stable','Minor','Partial'
339,'PR1149','SC5058','Moderate','Medium','Moderate','Minor','Partial'
340,'PR8189','SC7036',NULL,'Critical','Stable','Major','Complete'
341,'PR1962','SC8324','Minor','Critical','Stable','Major','Complete'
342,'PR1758','SC6241','Severe','High','Stable','Minor','Partial'
343,'PR4192','SC4998','Moderate','Medium','Unstable',NULL,'Partial'
344,'PR6805','SC7351','Severe','High','Unstable','Major','Partial'
345,'PR2123','SC8953','Minor','High','Moderate','Major','Complete'
346,'PR5267','SC6393','Severe','High','Moderate','Major','Partial'
347,'PR2936','SC3361',NULL,'Low','Unstable','Major','Complete'
348,'PR6926','SC2939','Moderate','Low','Stable','Major','Complete'
349,'PR5417','SC7206','Severe','Medium','Stable','Minor',NULL
350,'PR4621','SC8534','Minor','Low','Unstable','Major','Partial'
351,'PR9304','SC7630','Minor','High','Stable','Major',NULL
352,'PR9588','SC6840','Moderate','Low','Unstable',NULL,'Complete'
353,'PR6939','SC4795','Severe','Critical','Stable','Major',NULL
354,'PR6052','SC8312',NULL,'Medium','Moderate',NULL,'Partial'
355,'PR5036','SC7006','Minor','Critical','Stable','Major','Complete'
356,'PR8275','SC4532','Moderate','Critical','Moderate',NULL,NULL
357,'PR7284','SC3651','Moderate','Medium','Moderate','Minor',NULL
358,'PR9938','SC9473',NULL,'Low','Moderate','Minor','Partial'
359,'PR5881','SC2610','Moderate','Low','Moderate','Major','Partial'
360,'PR7682','SC3081','Minor','Medium','Unstable','Minor','Partial'
361,'PR8750','SC5914','Minor','High','Unstable','Major',NULL
362,'PR3888','SC2482',NULL,'High','Moderate',NULL,'Complete'
363,'PR2932','SC5970','Minor','Low','Unstable','Minor','Complete'
364,'PR4749','SC1382','Severe','Critical','Stable','Major',NULL
365,'PR1703','SC9961',NULL,'Medium','Unstable','Minor','Partial'
366,'PR1917','SC2301','Severe','Low','Unstable','Major','Partial'
367,'PR7226','SC1413','Severe','Medium','Unstable',NULL,'Partial'
368,'PR2445','SC9480','Severe','Low','Unstable','Minor','Complete'
369,'PR9311','SC8269','Moderate','Low','Moderate','Minor','Partial'
370,'PR5242','SC8820',NULL,'Low','Unstable',NULL,NULL
371,'PR9811','SC9333','Minor','Low','Unstable','Major','Partial'
372,'PR5541','SC3433','Severe','Low','Unstable',NULL,NULL
373,'PR6483','SC5959','Severe','Low','Moderate','Major',NULL
374,'PR3075','SC8314','Minor','Medium','Unstable',NULL,'Partial'
375,'PR6424','SC2418',NULL,'High','Unstable','Major',NULL
376,'PR6356','SC4040','Severe','Low','Unstable','Major','Partial'
377,'PR7041','SC2910','Severe','High','Moderate','Minor','Partial'
378,'PR1585','SC5413','Moderate','High','Stable','Major','Partial'
379,'PR5583','SC5786','Severe','Medium','Stable',NULL,NULL
380,'PR7875','SC9870','Minor','Critical','Moderate',NULL,'Complete'
381,'PR7570','SC2072','Moderate','High','Stable',NULL,NULL
382,'PR7227','SC7639',NULL,'Low','Unstable',NULL,'Complete'
383,'PR1461','SC6431','Minor','Critical','Unstable','Major','Partial'
384,'PR1132','SC7509','Moderate','High','Stable','Major','Partial'
385,'PR7363','SC6480','Severe','High','Moderate','Minor','Partial'
386,'PR8435','SC3527','Moderate','Critical','Moderate',NULL,'Complete'
387,'PR2813','SC9239','Moderate','Medium','Moderate',NULL,'Partial'
388,'PR2036','SC6921','Moderate','Critical','Stable',NULL,'Partial'
389,'PR9129','SC6405','Moderate','Medium','Unstable','Minor','Partial'
390,'PR6504','SC5201','Moderate','High','Unstable',NULL,'Complete'
391,'PR7894','SC2171','Minor','Critical','Unstable',NULL,NULL
392,'PR2178','SC1989',NULL,'High','Unstable','Minor','Partial'
393,'PR1340','SC7637','Severe','Medium','Stable','Major','Partial'
394,'PR8163','SC8181','Severe','Critical','Moderate','Minor','Complete'
395,'PR5769','SC2974','Minor','Medium','Moderate',NULL,'Partial'
396,'PR2284','SC2279','Severe','Low','Unstable','Minor','Partial'
397,'PR8770','SC8942','Severe','High','Moderate','Major','Partial'
398,'PR6286','SC7646','Moderate','High','Moderate','Major','Complete'
399,'PR5916','SC2038','Severe','Critical','Unstable','Minor',NULL
400,'PR8801','SC7562','Severe','Medium','Moderate',NULL,NULL
401,'PR3655','SC1720','Minor','Low','Unstable','Major','Complete'
402,'PR1320','SC5509','Minor','Low','Unstable','Major','Complete'
403,'PR2531','SC9258',NULL,'Critical','Stable',NULL,'Partial'
404,'PR9901','SC8520','Severe','Low','Moderate','Minor',NULL
405,'PR3541','SC1291','Minor','Medium','Unstable',NULL,'Partial'
406,'PR2944','SC2826','Severe','Critical','Moderate',NULL,'Complete'
407,'PR8045','SC8229','Severe','Critical','Unstable','Minor',NULL
408,'PR7050','SC9430','Moderate','Medium','Moderate',NULL,'Partial'
409,'PR1013','SC3212','Moderate','Medium','Unstable','Minor',NULL
410,'PR6204','SC7527','Minor','Critical','Unstable','Major',NULL
