55,'PR4403','OP4848                                            ',429.750,1.9600,9.58,38.500,24.74,229.1,-12.4,6.280
56,'PR4851','OP3455                                            ',599.610,67.8600,1.29,22.070,46.15,114.7,-29.0,8.390
57,'PR7947','OP5254                                            ',600.440,19.6900,0.67,17.150,29.14,111.7,29.6,5.930
58,'PR4954','OP9842                                            ',488.590,23.9000,16.96,48.090,24.24,309.5,-44.7,4.780
59,'PR8536','OP5653                                            ',446.040,45.3500,32.89,11.850,48.82,330.9,1.2,0.600
60,'PR6787','OP4312                                            ',225.040,79.8200,7.14,0.870,13.71,59.4,-10.9,8.480
61,'PR9481','OP8307                                            ',516.220,20.8800,48.46,46.750,23.63,245.9,3.8,1.830
62,'PR8507','OP6044                                            ',388.360,2.6000,12.68,25.400,20.09,50.7,36.7,2.160
63,'PR8496','OP2863                                            ',12.880,25.7600,34.06,45.040,33.67,92.3,-41.1,1.820
64,'PR3084','OP2623                                            ',354.830,80.0300,46.66,27.820,4.96,179.9,-25.6,2.450
65,'PR4058','OP5247                                            ',220.680,36.4500,31.57,26.190,41.49,10.8,-3.1,6.540
66,'PR8416','OP6429                                            ',216.970,40.8000,23.17,26.510,20.15,216.5,-8.2,0.270
67,'PR2430','OP6326                                            ',532.350,91.8400,14.80,15.600,41.63,158.5,3.6,4.480
68,'PR2876','OP1437                                            ',323.700,36.7300,39.82,25.050,29.84,174.8,16.0,1.390
69,'PR9923','OP5063                                            ',289.160,60.5300,16.32,45.630,12.20,334.8,36.6,9.860
70,'PR1106','OP7103                                            ',283.560,10.0800,37.21,4.730,24.04,31.0,6.8,7.430
71,'PR2897','OP1399                                            ',279.490,64.4500,46.05,27.020,24.37,351.0,1.9,4.130
72,'PR6495','OP3853                                            ',373.010,59.2600,37.22,0.580,46.10,99.5,-24.8,7.880
73,'PR5264','OP5193                                            ',727.610,88.5600,33.62,13.350,48.15,121.4,-24.1,2.400
74,'PR9631','OP3804                                            ',180.220,63.1700,25.72,23.690,27.89,322.5,-29.7,9.140
75,'PR8516','OP2435                                            ',6.780,61.9000,27.85,22.120,21.23,352.2,6.6,4.840
76,'PR3485','OP6600                                            ',466.490,68.0900,24.04,49.830,36.81,296.3,-25.9,6.740
77,'PR2559','OP9010                                            ',732.170,64.4200,38.70,41.550,12.76,157.5,21.8,7.700
78,'PR6315','OP6030                                            ',593.320,15.4700,30.02,49.130,39.74,103.0,43.6,1.120
79,'PR1973','OP6385                                            ',344.920,27.5300,8.72,36.960,40.88,167.6,-31.5,6.610
80,'PR5953','OP7855                                            ',184.730,29.1400,7.35,42.420,3.24,57.9,-23.7,0.280
81,'PR7448','OP5223                                            ',16.700,39.9500,42.56,35.990,19.53,44.7,-36.4,6.090
82,'PR1317','OP1431                                            ',978.500,69.6900,43.01,46.170,41.93,303.7,-31.0,9.840
83,'PR7938','OP9667                                            ',480.020,89.0100,10.46,27.920,14.23,50.4,36.7,1.190
84,'PR6606','OP8951                                            ',54.800,16.1300,23.73,4.060,20.13,206.2,14.3,3.130
85,'PR1376','OP7726                                            ',525.830,31.4800,36.88,18.110,48.17,38.0,37.2,8.390
86,'PR9481','OP6830                                            ',255.040,68.3500,21.23,34.890,5.16,28.3,42.9,1.190
87,'PR7356','OP9460                                            ',600.530,30.7400,17.05,45.910,8.72,201.7,33.0,6.690
88,'PR6601','OP8249                                            ',590.660,30.6000,17.92,23.500,43.93,202.0,26.0,0.270
89,'PR1587','OP4206                                            ',460.760,60.8700,40.41,42.080,22.90,276.0,19.6,2.660
90,'PR3023','OP4015                                            ',363.340,81.2800,9.85,32.030,2.42,306.5,-8.9,5.030
91,'PR8305','OP1941                                            ',194.210,39.3300,4.11,18.590,13.86,83.4,21.7,3.560
92,'PR9356','OP3123                                            ',26.230,71.9200,37.66,40.610,15.24,67.2,23.6,0.320
93,'PR1790','OP9600                                            ',437.610,87.3400,30.46,49.000,37.15,52.1,41.9,0.190
94,'PR8497','OP7564                                            ',263.360,28.9600,24.86,5.170,27.89,328.2,15.9,8.170
95,'PR5176','OP7693                                            ',363.700,21.2800,19.64,21.230,18.21,8.2,14.3,7.780
96,'PR5490','OP7600                                            ',502.650,8.6400,12.63,19.120,28.76,119.1,34.5,2.030
97,'PR5597','OP6830                                            ',658.440,7.5100,19.67,24.450,21.38,168.7,-21.0,5.580
98,'PR4613','OP6574                                            ',183.240,90.1300,11.09,27.580,5.13,64.7,9.3,5.610
99,'PR9520','OP9146                                            ',943.830,20.9100,20.35,24.570,2.54,252.0,-16.3,0.250
100,'PR8076','OP8135                                            ',957.730,60.0100,30.39,22.600,0.57,342.0,17.4,3.650
101,'PR8525','OP6165                                            ',2.450,12.3900,11.96,39.200,49.09,45.6,28.2,5.570
102,'PR7415','OP9478                                            ',63.750,21.8900,0.37,43.160,0.22,169.9,17.8,6.570
103,'PR8991','OP7701                                            ',652.050,3.5400,43.61,33.350,4.89,94.3,13.2,8.210
104,'PR4547','OP1298                                            ',337.800,60.0300,43.35,43.000,23.61,130.1,-3.1,8.330
105,'PR7688','OP4713                                            ',510.230,14.3600,48.38,39.030,1.80,124.4,-30.6,3.360
106,'PR6487','OP3797                                            ',895.680,46.2200,2.28,32.050,4.28,138.7,19.2,8.620
107,'PR5590','OP7353                                            ',470.560,4.9800,26.64,19.340,7.69,56.7,37.8,6.490
108,'PR1955','OP6202                                            ',763.920,51.1600,45.93,44.460,11.45,17.1,29.7,5.760
109,'PR3837','OP1860                                            ',130.730,63.4700,28.43,44.150,45.09,276.9,-21.3,6.000
110,'PR1067','OP4014                                            ',408.690,51.2100,28.16,8.420,16.78,224.8,-32.8,6.390
111,'PR9264','OP6179                                            ',134.350,53.9800,9.69,30.910,39.21,307.2,11.4,2.880
112,'PR2706','OP4110                                            ',933.270,94.1300,2.21,14.610,19.81,341.9,11.4,7.040
113,'PR1073','OP6486                                            ',785.700,90.2100,24.07,30.630,3.11,266.1,-32.7,2.050
114,'PR2535','OP1225                                            ',171.140,26.1900,7.00,36.850,33.24,173.6,34.0,1.290
115,'PR3024','OP3311                                            ',544.960,93.2100,15.13,26.000,24.31,90.4,-7.6,7.290
116,'PR3647','OP4493                                            ',124.170,87.2000,35.14,21.500,10.90,70.7,-0.6,3.520
117,'PR9689','OP9043                                            ',973.360,80.5100,43.83,2.220,7.78,225.5,-4.1,2.400
118,'PR2671','OP9872                                            ',262.930,84.9900,23.51,24.490,28.74,47.4,-15.1,8.920
119,'PR6391','OP2996                                            ',299.590,0.8100,18.04,48.570,12.19,101.3,36.7,7.520
120,'PR4384','OP9911                                            ',326.360,37.0500,13.00,9.340,21.94,253.3,-12.3,3.130
121,'PR3011','OP2445                                            ',924.520,23.6200,29.39,30.340,22.12,53.5,-3.3,1.840
122,'PR7138','OP8052                                            ',158.510,30.4000,34.13,5.700,35.30,249.5,12.7,7.800
123,'PR6520','OP8722                                            ',754.940,0.6800,44.29,6.290,22.46,262.2,-20.6,9.010
124,'PR8708','OP5589                                            ',915.890,94.8800,10.63,3.200,33.88,265.2,-38.2,8.300
125,'PR6066','OP6859                                            ',711.160,81.0000,38.91,26.940,31.96,87.8,-20.2,8.650
126,'PR1699','OP9722                                            ',411.230,50.0800,28.40,5.720,31.96,128.9,2.5,1.210
127,'PR7803','OP9729                                            ',822.300,78.9600,28.32,15.430,23.24,7.9,22.8,0.910
128,'PR1768','OP9200                                            ',314.660,16.8900,28.48,30.470,21.27,252.8,-32.2,2.560
129,'PR1895','OP7257                                            ',120.440,78.4600,22.43,42.460,33.62,274.7,-6.3,5.480
130,'PR6669','OP1343                                            ',727.370,83.9200,31.54,0.900,33.13,289.0,-44.0,2.730
131,'PR1082','OP7863                                            ',111.530,35.3200,14.14,22.610,46.07,23.6,27.1,3.260
132,'PR6170','OP6085                                            ',184.530,31.6200,34.94,28.920,46.79,261.5,17.1,5.710
133,'PR6081','OP3534                                            ',553.970,51.8500,1.07,32.620,7.42,239.6,37.0,0.640
134,'PR9060','OP7149                                            ',383.520,42.7400,19.66,2.190,23.56,290.3,-5.1,6.750
135,'PR3031','OP1996                                            ',412.590,85.8400,42.41,6.630,26.93,278.8,-21.1,4.340
136,'PR8995','OP2243                                            ',20.240,24.8600,12.12,47.590,13.20,190.2,20.5,3.090
137,'PR9029','OP7644                                            ',491.460,49.3600,12.39,1.170,1.37,295.7,-14.1,5.610
138,'PR4297','OP5700                                            ',574.010,43.8200,3.15,43.130,43.53,94.1,3.5,3.870
139,'PR9753','OP1186                                            ',422.230,88.8100,17.65,17.080,40.76,349.6,-11.6,9.930
140,'PR7671','OP8574                                            ',189.550,68.7000,36.42,0.450,39.77,172.4,-7.9,3.080
141,'PR9609','OP5267                                            ',41.560,38.9500,24.86,26.290,15.55,36.5,-30.5,0.240
142,'PR7764','OP8597                                            ',487.210,8.0200,42.42,25.890,24.96,250.8,-15.1,3.420
143,'PR4430','OP8695                                            ',122.910,8.0900,25.43,6.170,38.23,127.5,18.8,6.880
144,'PR1828','OP4680                                            ',75.670,9.0700,44.55,6.070,45.19,172.0,-4.5,7.400
145,'PR7610','OP8765                                            ',18.060,33.1300,15.95,7.760,26.05,318.7,27.9,9.880
146,'PR7770','OP7001                                            ',887.070,73.7200,14.67,3.110,8.86,357.6,28.7,9.580
147,'PR6495','OP3075                                            ',976.580,33.4200,0.60,24.910,45.15,276.2,3.6,3.810
148,'PR9819','OP3323                                            ',877.360,28.9500,5.40,41.940,28.94,184.4,33.1,4.020
149,'PR9513','OP4440                                            ',721.950,75.5500,39.78,36.230,26.34,217.7,-15.0,9.730
150,'PR5977','OP2090                                            ',292.910,54.0200,45.01,33.300,25.31,105.8,36.2,5.040
151,'PR5215','OP1476                                            ',289.090,67.1300,13.00,11.190,11.30,327.5,-25.4,8.790
152,'PR5645','OP8691                                            ',426.150,58.9700,23.21,0.870,36.75,224.7,16.3,5.410
153,'PR2963','OP4994                                            ',746.650,90.0200,37.78,36.650,17.48,273.6,29.8,5.420
154,'PR2179','OP4924                                            ',401.620,56.6300,25.07,2.190,27.31,297.3,27.0,3.780
155,'PR2491','OP4628                                            ',712.170,71.3200,28.62,19.380,8.38,184.4,42.7,4.700
156,'PR5365','OP4378                                            ',306.960,65.1300,33.21,16.590,10.24,48.8,-5.5,5.540
157,'PR3363','OP6138                                            ',73.550,88.8600,4.34,47.670,25.06,183.7,38.4,9.010
158,'PR2609','OP5063                                            ',551.930,12.2800,36.72,3.760,41.24,130.4,12.8,2.370
159,'PR2761','OP1984                                            ',90.360,32.9200,16.12,23.610,15.06,206.6,25.1,2.700
160,'PR2750','OP8108                                            ',419.390,89.3700,14.51,2.850,19.47,255.4,-44.0,1.580
161,'PR6431','OP5101                                            ',358.970,53.7500,18.24,32.870,26.67,325.5,-23.3,3.060
162,'PR2681','OP3155                                            ',55.750,53.1800,6.35,38.460,22.87,297.6,21.3,1.350
163,'PR1055','OP7865                                            ',529.570,90.2600,12.77,34.340,6.05,217.1,33.9,1.500
164,'PR6415','OP2991                                            ',571.220,70.7500,35.77,18.160,41.53,102.8,-30.2,0.930
165,'PR4126','OP6656                                            ',308.490,78.1700,18.10,34.300,0.79,219.8,12.9,5.540
166,'PR9151','OP9119                                            ',152.870,6.6400,11.20,15.320,48.36,120.2,4.8,9.250
167,'PR2073','OP2782                                            ',824.900,32.6500,13.73,34.470,5.80,44.2,34.3,5.030
168,'PR9610','OP9891                                            ',849.830,35.3200,13.85,6.720,2.57,311.9,-39.6,2.660
169,'PR1262','OP9861                                            ',886.760,59.6900,41.50,33.060,9.26,31.7,30.5,8.150
170,'PR7750','OP4874                                            ',981.010,12.9100,22.24,5.650,19.94,202.3,-22.1,8.570
171,'PR7673','OP1605                                            ',411.580,33.1500,29.92,47.070,20.46,338.8,-22.4,5.140
172,'PR8093','OP7475                                            ',865.800,39.9400,12.79,39.240,22.93,342.0,-15.8,5.360
173,'PR6011','OP9121                                            ',864.450,83.6900,2.02,38.470,39.59,228.2,-6.5,7.010
174,'PR5407','OP9000                                            ',272.310,44.0700,12.26,41.870,21.16,319.0,20.4,6.980
175,'PR2119','OP9855                                            ',501.430,9.9300,26.25,43.600,12.10,164.0,-5.4,8.340
176,'PR8736','OP7096                                            ',266.590,6.0900,7.20,13.360,36.06,127.2,-14.0,8.980
177,'PR6346','OP9356                                            ',659.380,49.9400,48.05,2.190,32.51,165.9,26.7,6.690
178,'PR9611','OP2319                                            ',849.740,4.7800,0.20,1.070,37.83,205.7,-7.9,1.200
179,'PR6223','OP8344                                            ',815.600,62.8600,35.30,21.750,15.98,74.4,-8.2,6.680
180,'PR1779','OP4216                                            ',901.570,86.2300,28.94,49.810,3.91,285.3,13.0,9.430
181,'PR9412','OP9643                                            ',488.380,40.9000,48.20,46.380,33.37,338.1,10.4,2.970
182,'PR3327','OP9960                                            ',981.030,82.2500,12.53,31.410,11.22,98.2,35.5,6.790
183,'PR7681','OP8931                                            ',612.160,67.2000,14.96,11.950,11.28,14.1,23.8,2.420
184,'PR6661','OP7217                                            ',893.100,40.3300,42.62,7.680,15.90,30.1,22.8,7.550
185,'PR4002','OP3167                                            ',842.650,94.4200,20.98,8.810,5.18,273.5,-34.2,1.270
186,'PR4046','OP7370                                            ',484.350,56.9800,14.22,16.340,39.26,33.2,39.5,1.790
187,'PR3039','OP5358                                            ',466.900,2.8000,25.99,16.990,22.20,145.3,37.5,9.460
188,'PR6322','OP6038                                            ',655.240,3.9500,5.65,8.310,39.54,252.9,-43.2,2.260
189,'PR4471','OP4878                                            ',147.930,93.8900,10.40,26.970,9.50,259.9,-8.0,2.390
190,'PR5517','OP5131                                            ',732.970,10.8500,14.50,11.930,43.76,51.3,21.3,5.800
191,'PR8462','OP4887                                            ',553.360,31.8500,37.76,9.200,30.18,31.0,-28.9,1.670
192,'PR9009','OP6941                                            ',300.010,22.7000,13.37,16.120,29.36,305.7,6.5,7.050
193,'PR5545','OP6953                                            ',671.270,27.4100,24.47,21.380,26.14,357.1,-8.6,5.200
194,'PR9353','OP5392                                            ',88.850,76.5600,11.66,3.080,19.02,66.9,31.8,9.460
195,'PR4411','OP2446                                            ',999.260,76.8600,12.14,0.960,26.20,55.2,38.0,0.450
196,'PR8172','OP4131                                            ',255.340,58.1800,12.12,20.310,41.57,185.4,-23.0,2.140
197,'PR6327','OP3591                                            ',994.600,44.5800,14.57,35.140,6.14,96.6,0.1,6.580
198,'PR6924','OP9240                                            ',866.850,22.7000,7.65,3.340,11.82,295.4,-30.6,3.390
199,'PR4686','OP9583                                            ',868.690,81.1500,48.98,26.080,49.03,304.1,29.3,4.530
200,'PR5609','OP3063                                            ',45.220,12.0200,26.13,30.910,14.62,234.6,13.1,3.940
201,'PR2745','OP5575                                            ',872.010,23.0000,7.19,6.000,43.84,157.5,-28.5,5.250
202,'PR6403','OP4255                                            ',284.170,98.1200,4.46,23.850,44.48,295.1,-3.4,3.290
203,'PR5609','OP6487                                            ',983.850,93.2400,9.39,9.610,20.15,15.1,21.4,0.370
204,'PR9890','OP7837                                            ',97.270,59.8600,28.23,5.580,42.10,174.2,10.4,0.260
205,'PR7488','OP8587                                            ',598.230,71.1300,10.71,30.450,17.38,44.3,-26.1,0.900
206,'PR8721','OP4499                                            ',882.330,98.1800,40.01,19.430,4.20,8.4,-37.9,5.380
207,'PR4454','OP1053                                            ',779.250,64.0400,14.86,31.250,10.34,148.2,-10.3,2.760
208,'PR4894','OP7224                                            ',917.840,60.5500,31.27,20.870,47.94,276.1,3.0,9.430
209,'PR1883','OP2441                                            ',411.480,72.4800,37.03,21.320,16.61,26.0,-21.6,9.640
210,'PR5355','OP1078                                            ',2.260,22.1100,2.41,33.230,9.75,347.9,8.6,7.820
211,'PR4423','OP2036                                            ',593.250,35.9800,34.86,38.340,0.33,285.9,-0.7,1.060
212,'PR9215','OP1805                                            ',186.880,5.4700,33.09,43.580,18.93,218.1,32.1,3.190
213,'PR2309','OP6557                                            ',750.670,75.9500,3.18,43.560,33.83,74.9,15.2,8.590
214,'PR8937','OP2051                                            ',460.540,4.0200,9.07,47.440,21.27,179.7,-25.8,4.360
215,'PR2252','OP6622                                            ',253.020,25.8900,7.40,19.220,34.89,354.5,-4.6,3.560
216,'PR2344','OP4480                                            ',404.830,94.7800,42.29,27.030,48.53,274.1,-9.7,7.790
217,'PR9026','OP1376                                            ',779.300,86.0100,37.82,16.430,9.86,188.6,-16.2,7.030
218,'PR1611','OP6321                                            ',89.640,16.0400,16.03,8.570,17.46,125.9,17.8,9.910
219,'PR5098','OP3933                                            ',982.640,72.5100,18.99,13.060,28.99,217.9,-33.5,1.170
220,'PR1964','OP5023                                            ',957.120,25.7700,34.32,29.820,28.92,53.9,41.8,2.220
221,'PR4707','OP5782                                            ',537.530,44.3000,44.61,45.840,3.54,359.5,-44.0,0.990
222,'PR3562','OP5455                                            ',513.600,41.4600,3.02,26.840,26.99,23.8,-29.9,0.630
223,'PR1494','OP3910                                            ',342.760,46.8300,29.35,36.880,16.50,158.0,2.3,2.620
224,'PR5791','OP8205                                            ',277.660,32.9000,6.18,9.900,26.17,84.8,4.1,1.060
225,'PR8126','OP6161                                            ',935.860,36.4400,0.44,18.460,34.46,266.6,17.8,1.160
226,'PR7120','OP2048                                            ',991.280,75.9000,21.78,16.760,17.48,303.1,-30.4,6.720
227,'PR3427','OP6593                                            ',626.910,47.4300,27.48,15.780,15.60,122.2,33.6,7.160
228,'PR9862','OP4320                                            ',897.110,93.8200,46.21,38.270,41.29,329.5,-1.6,1.540
229,'PR9932','OP2619                                            ',980.770,15.0100,8.30,47.200,28.21,314.5,8.5,6.220
230,'PR3314','OP7468                                            ',238.810,85.3500,38.49,37.060,26.49,29.0,42.9,6.660
231,'PR3007','OP5932                                            ',809.380,30.6400,39.83,31.320,4.82,270.9,31.6,2.090
232,'PR2422','OP7652                                            ',344.010,94.9100,49.43,44.610,10.85,287.6,17.5,0.350
233,'PR5261','OP6064                                            ',99.160,47.2600,36.58,41.000,28.48,126.0,-5.1,2.940
234,'PR1675','OP3387                                            ',502.000,24.8900,4.49,48.820,21.86,195.2,-1.1,1.760
235,'PR6583','OP8087                                            ',928.740,55.4800,15.48,28.590,11.62,330.7,-30.8,2.530
236,'PR8984','OP9470                                            ',334.500,59.3000,39.42,49.790,47.29,91.1,29.5,0.740
237,'PR6426','OP7242                                            ',796.520,72.3900,45.70,19.360,37.36,32.6,-4.7,5.510
238,'PR3499','OP3708                                            ',99.870,97.9900,12.99,47.500,49.90,224.2,-11.1,8.060
239,'PR5675','OP7549                                            ',439.310,2.2700,17.11,0.170,24.64,5.0,-41.2,4.290
240,'PR4094','OP1605                                            ',454.580,50.3500,46.14,6.720,46.70,193.2,-12.5,1.910
241,'PR4918','OP8011                                            ',405.890,65.5200,37.20,25.090,17.50,204.8,-30.8,4.680
242,'PR1702','OP5252                                            ',104.790,26.6000,34.71,46.960,49.93,77.3,-6.9,6.630
243,'PR5566','OP9042                                            ',61.880,45.0700,44.86,32.440,11.57,351.9,-37.0,9.940
244,'PR8562','OP7835                                            ',924.330,89.1000,4.12,36.390,4.78,326.5,28.0,0.520
245,'PR9345','OP6317                                            ',929.450,24.3000,24.15,7.130,37.25,105.1,-22.0,6.980
246,'PR4932','OP7839                                            ',745.510,60.7100,15.09,11.160,21.16,303.7,-44.9,6.180
247,'PR7244','OP3946                                            ',813.170,6.6100,46.16,39.230,48.16,25.2,2.6,2.880
248,'PR6388','OP1745                                            ',712.480,87.6300,42.90,1.260,8.86,106.6,-21.3,7.220
249,'PR9729','OP3655                                            ',99.890,16.5300,24.87,30.760,33.64,100.5,23.2,2.180
250,'PR1979','OP1198                                            ',109.860,1.3400,1.98,2.550,31.56,121.8,-9.9,8.540
251,'PR5903','OP7428                                            ',329.940,47.2900,25.24,45.240,28.28,128.8,22.4,8.860
252,'PR3251','OP4122                                            ',776.050,51.9500,42.54,43.880,10.64,289.9,-40.8,5.200
253,'PR6083','OP4896                                            ',156.210,9.5700,2.92,39.560,1.06,172.4,12.1,1.060
254,'PR4338','OP6461                                            ',144.030,75.5000,25.71,18.880,43.80,267.8,28.5,0.740
255,'PR7712','OP6030                                            ',156.450,76.5400,40.22,19.310,19.21,78.8,27.0,2.650
256,'PR2707','OP8510                                            ',258.160,18.1600,5.79,40.520,28.76,160.0,-15.0,4.600
257,'PR4947','OP1901                                            ',558.140,35.8600,38.37,25.160,38.80,137.0,27.7,0.610
258,'PR2452','OP7454                                            ',597.020,4.9300,47.60,10.210,31.53,147.3,-31.3,1.680
259,'PR1857','OP5133                                            ',636.360,62.2500,24.93,22.680,19.99,330.0,25.7,0.440
260,'PR2366','OP4808                                            ',369.730,82.5500,2.66,42.910,3.96,51.9,-13.2,3.260
261,'PR6129','OP9564                                            ',580.190,51.8100,0.52,28.210,6.22,142.3,-17.5,0.640
262,'PR5210','OP2018                                            ',21.880,39.1300,40.94,15.800,30.60,194.7,29.8,4.880
263,'PR4787','OP5228                                            ',886.490,32.1900,15.51,29.660,13.80,87.5,-14.8,3.560
264,'PR3494','OP2397                                            ',72.270,81.3700,32.68,21.390,32.97,193.6,6.1,6.410
265,'PR8066','OP5852                                            ',704.630,83.9300,15.24,25.300,29.78,314.8,-34.9,8.500
266,'PR6501','OP8891                                            ',2.390,24.3400,21.02,40.320,24.65,72.9,27.9,7.210
267,'PR9933','OP7511                                            ',969.180,19.7400,30.13,44.340,32.92,77.4,29.6,7.110
268,'PR3453','OP7612                                            ',70.210,66.4700,4.94,39.260,25.93,242.4,26.8,6.840
269,'PR8784','OP5991                                            ',247.900,87.3700,1.60,6.470,26.45,152.9,29.0,8.610
270,'PR4146','OP2819                                            ',37.510,13.5900,30.89,42.120,10.15,215.8,36.2,6.850
271,'PR7319','OP5754                                            ',682.100,38.6300,10.88,25.850,14.72,345.5,2.8,0.850
272,'PR1898','OP3541                                            ',337.430,0.4300,48.61,31.070,6.55,85.8,-26.0,4.270
273,'PR3060','OP1625                                            ',434.510,41.6900,32.44,17.650,12.83,196.2,-7.1,4.660
274,'PR9948','OP9295                                            ',829.540,90.3900,24.40,17.430,26.46,198.7,-42.9,5.180
275,'PR3099','OP3083                                            ',88.940,86.0400,26.94,26.430,12.58,318.1,31.7,1.180
276,'PR3512','OP1220                                            ',950.350,38.0300,2.83,26.560,30.55,144.8,-32.8,0.110
277,'PR5151','OP5695                                            ',154.840,6.0000,13.26,48.570,25.10,355.6,6.4,6.390
