21,'SC9774','SN83255                                           ',20.30,69.50,26735,'Excellent','Fixed','Disconnected','90% ',91
22,'SC1988','SN75862                                           ',28.60,81.40,29905,'Good',NULL,'Limited','90% ',325
23,'SC9214','SN97121                                           ',-3.10,88.10,12455,'Excellent','Float','Disconnected','60% ',135
24,'SC9095','SN42363                                           ',-6.50,66.00,53493,NULL,'Float','Connected','90% ',446
25,'SC8649','SN28477                                           ',0.50,60.10,48424,NULL,NULL,'Connected','90% ',315
26,'SC3294','SN89848                                           ',-7.90,38.00,59360,'Excellent',NULL,'Limited','70% ',123
27,'SC8072','SN62888                                           ',1.60,20.20,10284,'Excellent','Float','Connected','80% ',269
28,'SC4716','SN68545                                           ',29.60,25.80,94466,'Good','Fixed','Connected','80% ',656
29,'SC4554','SN90174                                           ',17.40,53.10,3275,'Poor','Fixed','Connected','90% ',315
30,'SC8070','SN38132                                           ',6.70,60.40,2396,'Poor','Fixed','Limited','80% ',939
31,'SC5229','SN22973                                           ',37.10,21.50,72243,'Poor',NULL,'Disconnected','70% ',359
32,'SC4383','SN24574                                           ',-2.40,50.50,87730,'Poor','Fixed','Limited','70% ',271
33,'SC5700','SN90619                                           ',23.60,49.60,5945,'Poor',NULL,'Limited','70% ',371
34,'SC2706','SN72615                                           ',17.00,50.60,20981,'Good','Float','Connected','90% ',754
35,'SC7359','SN71277                                           ',-6.40,70.70,8108,'Poor','Fixed','Disconnected','60% ',578
36,'SC3547','SN37681                                           ',-0.40,58.40,85424,'Poor','Fixed','Connected','90% ',331
37,'SC7338','SN14701                                           ',15.80,85.20,12300,NULL,NULL,'Disconnected','80% ',456
38,'SC7910','SN95616                                           ',3.20,78.20,92542,'Poor',NULL,'Limited','60% ',806
39,'SC5517','SN72117                                           ',7.40,27.60,91882,'Excellent','Float','Disconnected','70% ',63
40,'SC5078','SN88704                                           ',10.10,56.60,9044,'Poor','Float','Limited','80% ',51
41,'SC5556','SN24161                                           ',33.20,68.80,30664,NULL,'Float','Disconnected','70% ',123
42,'SC5402','SN10578                                           ',4.80,72.00,41713,'Poor',NULL,'Disconnected','70% ',267
43,'SC2659','SN61385                                           ',38.70,62.30,94083,'Poor',NULL,'Connected','80% ',392
44,'SC8711','SN36678                                           ',1.30,69.50,78007,'Good','Fixed','Connected','80% ',624
45,'SC2985','SN29375                                           ',-6.80,69.30,15282,'Poor','Float','Disconnected','90% ',370
46,'SC3947','SN65941                                           ',17.10,71.10,76277,'Good','Float','Disconnected','70% ',825
47,'SC4792','SN78173                                           ',12.40,75.90,65338,'Excellent','Fixed','Disconnected','70% ',458
48,'SC3211','SN67670                                           ',-5.20,26.40,24807,'Excellent','Float','Connected','70% ',605
49,'SC9995','SN34192                                           ',36.20,69.00,60966,'Poor',NULL,'Disconnected','80% ',690
50,'SC1544','SN23998                                           ',-4.30,63.20,26911,'Good','Float','Connected','60% ',281
51,'SC5656','SN83806                                           ',-7.10,75.10,97158,NULL,'Fixed','Limited','60% ',661
52,'SC2610','SN98522                                           ',24.00,26.50,65891,'Excellent','Fixed','Disconnected','80% ',549
53,'SC1629','SN45117                                           ',14.90,25.60,65948,NULL,'Float','Connected','70% ',603
54,'SC4052','SN91867                                           ',19.90,63.60,72667,'Poor','Float','Connected','80% ',742
55,'SC9222','SN20456                                           ',-5.10,87.20,17288,'Excellent','Fixed','Connected','90% ',836
56,'SC8923','SN48461                                           ',6.00,83.70,434,'Excellent','Float','Limited','60% ',283
57,'SC4589','SN67130                                           ',32.30,27.10,7652,'Poor','Fixed','Limited','90% ',457
58,'SC4167','SN61826                                           ',24.70,42.70,46315,'Good','Float','Disconnected','70% ',574
59,'SC2682','SN95142                                           ',21.00,58.10,52344,'Excellent','Float','Disconnected','70% ',684
60,'SC9195','SN14216                                           ',11.90,65.80,10428,NULL,NULL,'Disconnected','90% ',320
61,'SC3514','SN60464                                           ',21.70,66.10,26726,'Poor','Fixed','Connected','80% ',958
62,'SC3935','SN18228                                           ',2.20,74.50,49536,'Good','Fixed','Connected','70% ',837
63,'SC9397','SN23672                                           ',12.80,44.90,11480,'Good',NULL,'Limited','70% ',366
64,'SC6400','SN39641                                           ',35.90,41.30,46907,NULL,NULL,'Disconnected','60% ',651
65,'SC9524','SN64982                                           ',6.70,53.80,27983,'Good',NULL,'Connected','80% ',844
66,'SC5899','SN80959                                           ',-5.20,75.20,24243,'Good','Float','Limited','80% ',473
67,'SC1888','SN82031                                           ',12.70,46.10,52561,'Excellent','Float','Disconnected','60% ',218
68,'SC5674','SN79594                                           ',21.20,43.90,39270,NULL,NULL,'Connected','90% ',874
69,'SC9724','SN58001                                           ',39.30,28.70,2640,'Excellent',NULL,'Disconnected','80% ',611
70,'SC5372','SN61451                                           ',-1.30,53.90,16904,NULL,'Fixed','Disconnected','60% ',590
71,'SC9649','SN15337                                           ',30.60,23.50,88787,NULL,'Fixed','Connected','60% ',126
72,'SC8068','SN76553                                           ',6.30,20.60,66042,NULL,'Fixed','Limited','80% ',307
73,'SC5948','SN85396                                           ',-5.00,39.10,52262,'Poor',NULL,'Connected','80% ',254
74,'SC4175','SN26299                                           ',23.50,29.80,16248,'Poor','Fixed','Limited','70% ',437
75,'SC1239','SN76172                                           ',-5.90,31.30,96325,'Good',NULL,'Connected','80% ',526
76,'SC6906','SN75505                                           ',22.00,77.40,81397,NULL,'Float','Disconnected','70% ',984
77,'SC2971','SN27314                                           ',0.90,76.40,45424,NULL,'Float','Limited','80% ',714
78,'SC3115','SN45037                                           ',18.60,39.80,39840,'Excellent',NULL,'Disconnected','70% ',683
79,'SC1807','SN16546                                           ',7.70,28.50,86974,'Poor',NULL,'Connected','60% ',433
80,'SC7903','SN82591                                           ',-1.20,79.40,90913,NULL,NULL,'Disconnected','80% ',801
81,'SC1321','SN94363                                           ',-4.20,29.20,89005,'Excellent','Fixed','Limited','90% ',712
82,'SC7759','SN85921                                           ',39.10,45.60,32663,'Poor',NULL,'Disconnected','60% ',448
83,'SC8289','SN86465                                           ',15.40,69.90,53783,'Poor','Fixed','Connected','90% ',619
84,'SC9467','SN24069                                           ',36.70,20.70,74054,'Excellent','Float','Limited','70% ',158
85,'SC9722','SN32201                                           ',26.00,82.30,29718,'Excellent',NULL,'Connected','80% ',704
86,'SC2031','SN16763                                           ',7.00,31.70,41484,NULL,'Float','Connected','90% ',398
87,'SC5070','SN86217                                           ',15.60,64.40,84776,'Excellent',NULL,'Connected','70% ',310
88,'SC5456','SN83433                                           ',9.10,35.00,53966,'Excellent',NULL,'Disconnected','80% ',758
89,'SC4089','SN82285                                           ',-3.20,44.40,7271,NULL,'Fixed','Disconnected','90% ',283
90,'SC3039','SN54588                                           ',33.70,80.30,89116,'Good',NULL,'Connected','70% ',146
91,'SC5465','SN38774                                           ',23.20,70.60,37403,'Good',NULL,'Connected','90% ',129
92,'SC8270','SN67279                                           ',26.70,80.40,3528,'Excellent','Fixed','Disconnected','90% ',318
93,'SC5176','SN64343                                           ',39.80,54.50,25222,'Excellent','Fixed','Limited','70% ',322
94,'SC8164','SN81002                                           ',23.60,76.40,66566,NULL,'Fixed','Disconnected','60% ',983
95,'SC5475','SN11715                                           ',20.70,23.70,74816,'Poor','Fixed','Disconnected','80% ',785
96,'SC9444','SN77475                                           ',0.00,77.90,11318,NULL,'Fixed','Disconnected','80% ',832
97,'SC2261','SN20590                                           ',34.70,57.30,86847,NULL,NULL,'Limited','80% ',608
98,'SC5055','SN76082                                           ',18.00,70.60,16075,'Poor',NULL,'Limited','90% ',466
99,'SC1698','SN59942                                           ',1.10,72.10,31356,'Excellent',NULL,'Connected','70% ',577
100,'SC6000','SN54866                                           ',-9.40,45.80,67317,NULL,NULL,'Disconnected','90% ',155
101,'SC3518','SN96784                                           ',8.30,31.00,3459,'Good','Float','Connected','70% ',458
102,'SC1774','SN18248                                           ',24.00,53.30,29413,'Good','Fixed','Connected','60% ',719
103,'SC8811','SN49275                                           ',27.90,80.60,86969,NULL,NULL,'Limited','90% ',360
104,'SC1270','SN76503                                           ',24.40,67.90,60293,'Poor','Float','Connected','70% ',273
105,'SC6155','SN65597                                           ',37.90,21.00,55848,'Good',NULL,'Limited','60% ',542
106,'SC9355','SN69657                                           ',18.80,64.80,22035,'Excellent','Fixed','Connected','70% ',252
107,'SC3176','SN29689                                           ',31.20,57.20,24414,'Good','Fixed','Connected','60% ',589
108,'SC3688','SN15733                                           ',5.80,72.50,60748,'Poor','Float','Limited','60% ',439
109,'SC4526','SN88377                                           ',39.10,34.50,40387,'Poor','Float','Limited','60% ',855
110,'SC7637','SN26351                                           ',0.80,28.60,9653,'Good','Float','Disconnected','70% ',316
111,'SC4224','SN65822                                           ',4.60,74.00,38325,'Good','Float','Disconnected','80% ',258
112,'SC3823','SN62527                                           ',37.20,83.10,90435,'Excellent',NULL,'Disconnected','90% ',670
113,'SC5031','SN26790                                           ',22.20,55.60,65312,'Good','Float','Limited','70% ',375
114,'SC2272','SN54415                                           ',19.60,32.90,81541,NULL,'Float','Limited','70% ',699
115,'SC4661','SN57408                                           ',-4.60,31.30,71145,'Excellent',NULL,'Connected','60% ',591
116,'SC2629','SN79576                                           ',28.10,34.50,48585,'Good','Float','Limited','90% ',779
117,'SC7470','SN86263                                           ',-4.10,32.50,35582,'Poor','Fixed','Connected','60% ',463
118,'SC8933','SN11260                                           ',20.50,32.80,2470,'Excellent','Fixed','Limited','80% ',387
119,'SC8329','SN21676                                           ',30.60,53.90,55755,'Poor','Fixed','Limited','90% ',676
120,'SC9994','SN88244                                           ',10.90,52.20,98739,'Poor','Fixed','Limited','60% ',190
121,'SC7405','SN50130                                           ',3.70,85.10,39938,NULL,'Fixed','Connected','60% ',397
122,'SC9620','SN60502                                           ',21.70,47.50,14622,'Excellent','Float','Disconnected','80% ',384
123,'SC5954','SN56743                                           ',15.60,83.40,35534,'Excellent','Float','Connected','60% ',532
124,'SC4127','SN60983                                           ',19.80,72.10,97189,'Poor','Fixed','Connected','80% ',983
125,'SC6154','SN61504                                           ',-3.00,79.40,25629,'Excellent',NULL,'Connected','70% ',948
126,'SC7920','SN36995                                           ',9.60,39.20,96474,'Poor',NULL,'Limited','80% ',463
127,'SC2205','SN92940                                           ',23.00,84.30,95326,NULL,'Fixed','Disconnected','70% ',685
128,'SC3240','SN23221                                           ',18.00,34.60,63327,'Excellent','Float','Disconnected','70% ',314
129,'SC1328','SN58792                                           ',0.50,26.90,47691,NULL,'Float','Connected','60% ',249
130,'SC4466','SN82243                                           ',10.60,40.90,78450,'Excellent','Fixed','Limited','90% ',832
131,'SC2464','SN44293                                           ',19.30,34.30,54657,'Poor',NULL,'Connected','60% ',151
132,'SC7246','SN23890                                           ',29.50,22.80,49533,'Poor','Float','Connected','90% ',451
133,'SC8506','SN15169                                           ',39.40,70.00,12627,NULL,'Float','Disconnected','80% ',592
134,'SC5006','SN30260                                           ',34.60,71.00,11357,'Excellent','Float','Disconnected','70% ',149
135,'SC1092','SN78685                                           ',13.70,40.00,3335,'Poor','Float','Disconnected','80% ',552
136,'SC4777','SN30623                                           ',-8.90,87.30,69542,NULL,'Fixed','Connected','70% ',900
137,'SC8652','SN24149                                           ',-9.50,56.90,54078,NULL,'Fixed','Connected','70% ',537
138,'SC5824','SN25877                                           ',35.10,41.80,38922,'Excellent','Float','Connected','80% ',892
139,'SC6347','SN58213                                           ',8.00,31.90,97982,NULL,'Fixed','Limited','70% ',951
140,'SC9922','SN95032                                           ',-6.70,32.00,80425,'Excellent','Float','Limited','80% ',74
141,'SC9392','SN75919                                           ',3.60,80.30,32231,'Poor','Float','Limited','90% ',644
142,'SC4745','SN54112                                           ',33.00,50.50,48754,NULL,'Float','Connected','70% ',350
143,'SC9659','SN77408                                           ',23.00,76.20,56938,'Excellent','Float','Connected','80% ',864
144,'SC6757','SN89479                                           ',18.90,24.00,39326,'Excellent','Float','Connected','90% ',727
145,'SC9168','SN15939                                           ',-1.10,54.40,21952,'Good','Float','Limited','80% ',445
146,'SC6176','SN61901                                           ',-8.60,64.30,47532,NULL,'Fixed','Disconnected','60% ',604
147,'SC5981','SN60147                                           ',22.40,63.90,93058,'Good',NULL,'Limited','90% ',582
148,'SC2707','SN20322                                           ',34.90,52.70,70621,'Excellent',NULL,'Connected','60% ',618
149,'SC5447','SN79374                                           ',12.90,27.80,49278,NULL,NULL,'Limited','90% ',61
150,'SC3424','SN98315                                           ',3.80,58.60,18547,'Poor',NULL,'Limited','60% ',907
151,'SC9393','SN68191                                           ',-2.90,70.50,16428,'Excellent',NULL,'Limited','90% ',775
152,'SC8416','SN80354                                           ',38.00,40.30,32307,'Excellent','Fixed','Limited','90% ',948
153,'SC2701','SN71983                                           ',0.80,60.60,80974,'Poor',NULL,'Disconnected','60% ',567
154,'SC9334','SN80192                                           ',37.20,54.70,92877,'Good','Float','Disconnected','90% ',990
155,'SC7843','SN19294                                           ',-4.10,38.30,66960,'Excellent','Float','Connected','60% ',788
156,'SC6965','SN53853                                           ',19.20,82.90,14829,NULL,'Float','Limited','80% ',779
157,'SC4286','SN61714                                           ',38.10,25.00,59324,'Excellent','Fixed','Connected','90% ',506
158,'SC1048','SN56330                                           ',38.10,60.60,10262,NULL,'Fixed','Connected','80% ',876
159,'SC2494','SN74746                                           ',12.20,87.40,41410,'Excellent','Fixed','Disconnected','60% ',951
160,'SC2108','SN25272                                           ',21.20,61.40,77455,'Good','Fixed','Limited','60% ',352
161,'SC9995','SN55179                                           ',29.10,68.90,77564,'Good',NULL,'Disconnected','90% ',409
162,'SC1672','SN92964                                           ',29.30,22.00,17370,NULL,NULL,'Connected','60% ',631
163,'SC3375','SN51603                                           ',25.90,60.90,1110,'Poor','Fixed','Connected','70% ',544
164,'SC1477','SN38560                                           ',9.20,52.30,95493,NULL,'Fixed','Connected','80% ',929
165,'SC6130','SN29344                                           ',-9.20,52.30,59768,'Poor',NULL,'Connected','90% ',505
166,'SC2023','SN35988                                           ',5.50,53.50,27324,'Excellent','Float','Connected','60% ',730
167,'SC8427','SN24960                                           ',16.40,69.80,96194,'Excellent',NULL,'Disconnected','80% ',105
168,'SC3414','SN78894                                           ',24.00,63.90,89679,NULL,'Float','Disconnected','60% ',418
169,'SC4976','SN88998                                           ',22.90,26.90,61457,'Poor',NULL,'Disconnected','60% ',733
170,'SC3186','SN87631                                           ',9.00,45.90,6279,NULL,'Float','Disconnected','80% ',873
171,'SC5606','SN49116                                           ',33.60,77.50,89519,'Excellent',NULL,'Limited','90% ',668
172,'SC5847','SN88108                                           ',23.70,27.60,40087,'Good','Fixed','Limited','90% ',968
173,'SC2000','SN61918                                           ',35.00,30.60,99444,'Poor','Fixed','Connected','70% ',235
174,'SC7756','SN34539                                           ',32.80,51.30,41824,'Excellent','Fixed','Connected','70% ',412
175,'SC7100','SN38274                                           ',9.10,79.20,97428,'Poor',NULL,'Limited','90% ',764
176,'SC6527','SN39102                                           ',0.80,68.40,59996,'Poor','Fixed','Connected','80% ',126
177,'SC6368','SN47967                                           ',13.10,44.00,19309,'Excellent',NULL,'Disconnected','80% ',913
178,'SC4174','SN22938                                           ',33.10,70.40,57591,NULL,'Float','Disconnected','80% ',866
179,'SC7142','SN37670                                           ',18.70,21.00,94326,'Excellent',NULL,'Limited','90% ',940
180,'SC8202','SN84797                                           ',27.10,76.00,25234,NULL,NULL,'Connected','80% ',64
181,'SC9549','SN44868                                           ',8.10,88.30,38582,'Good',NULL,'Connected','90% ',531
182,'SC1149','SN40054                                           ',32.90,61.30,13890,NULL,'Fixed','Disconnected','60% ',138
183,'SC6696','SN72155                                           ',27.90,31.70,83421,'Excellent','Float','Connected','80% ',156
184,'SC7024','SN93237                                           ',35.30,46.80,50051,'Poor','Fixed','Limited','60% ',459
185,'SC9200','SN77909                                           ',32.10,88.00,74406,'Excellent','Fixed','Disconnected','70% ',995
186,'SC2652','SN82668                                           ',6.70,69.40,63902,'Good','Fixed','Limited','70% ',211
187,'SC4179','SN13700                                           ',9.00,89.10,52738,'Good','Float','Limited','90% ',909
188,'SC6365','SN65873                                           ',13.80,46.20,39486,'Good','Fixed','Connected','70% ',148
189,'SC4906','SN22139                                           ',37.20,66.80,3037,'Excellent',NULL,'Disconnected','90% ',60
190,'SC1764','SN71998                                           ',39.00,77.20,9827,NULL,'Fixed','Connected','70% ',847
191,'SC8552','SN54763                                           ',4.20,39.70,4925,'Good','Float','Disconnected','80% ',915
192,'SC5521','SN68866                                           ',14.80,31.70,60268,'Good','Float','Limited','70% ',99
193,'SC3987','SN99202                                           ',-5.90,49.50,52102,'Excellent',NULL,'Connected','60% ',946
194,'SC4762','SN67150                                           ',1.30,82.00,44609,NULL,'Fixed','Connected','70% ',194
195,'SC2648','SN14699                                           ',9.10,45.70,23811,'Good',NULL,'Limited','60% ',962
196,'SC2601','SN57002                                           ',29.70,83.10,40650,NULL,'Float','Limited','70% ',888
197,'SC7827','SN46672                                           ',4.40,41.40,34338,'Excellent','Float','Connected','60% ',556
198,'SC4130','SN10636                                           ',38.80,64.80,65662,'Excellent','Float','Limited','90% ',644
199,'SC1974','SN45000                                           ',36.30,20.70,88466,'Poor','Float','Disconnected','90% ',157
200,'SC7054','SN72090                                           ',-4.80,61.90,14391,'Excellent',NULL,'Connected','90% ',521
201,'SC9704','SN61990                                           ',-7.20,86.70,78179,NULL,'Float','Disconnected','90% ',463
202,'SC2519','SN52843                                           ',1.40,44.80,25337,'Good','Float','Limited','90% ',635
203,'SC7841','SN57116                                           ',18.70,60.40,52431,'Excellent',NULL,'Disconnected','80% ',972
204,'SC4119','SN70541                                           ',7.20,60.40,26379,'Excellent','Float','Connected','80% ',331
205,'SC9234','SN33200                                           ',26.80,84.90,46267,NULL,'Fixed','Disconnected','80% ',149
206,'SC3073','SN86253                                           ',37.30,21.80,62854,'Good','Fixed','Connected','80% ',100
207,'SC8090','SN66420                                           ',-5.40,67.50,53488,'Good','Fixed','Disconnected','80% ',705
208,'SC6572','SN10282                                           ',-1.40,81.90,50025,NULL,NULL,'Limited','90% ',296
209,'SC3150','SN18139                                           ',34.90,27.10,7186,'Excellent',NULL,'Limited','90% ',104
210,'SC7374','SN11300                                           ',28.50,28.90,29866,'Poor','Float','Disconnected','90% ',723
211,'SC3242','SN44582                                           ',17.40,73.10,58856,'Good',NULL,'Disconnected','70% ',868
212,'SC1856','SN98291                                           ',24.40,84.70,8099,'Poor',NULL,'Disconnected','90% ',362
213,'SC5498','SN76443                                           ',34.40,71.40,86790,'Good','Fixed','Limited','90% ',183
214,'SC3578','SN35208                                           ',27.70,81.20,357,'Good','Fixed','Disconnected','60% ',489
215,'SC6027','SN32520                                           ',5.40,52.40,40773,NULL,NULL,'Disconnected','70% ',505
216,'SC2220','SN18042                                           ',32.80,48.50,13890,'Excellent',NULL,'Disconnected','90% ',297
217,'SC8872','SN99718                                           ',15.60,81.30,8267,NULL,'Fixed','Connected','90% ',376
218,'SC6115','SN71157                                           ',31.70,42.50,55206,NULL,NULL,'Connected','90% ',534
219,'SC3591','SN76303                                           ',32.60,20.20,94755,'Poor',NULL,'Connected','80% ',911
220,'SC4845','SN90172                                           ',5.40,60.70,98249,'Excellent','Float','Limited','70% ',80
221,'SC4547','SN12624                                           ',-5.10,38.00,78743,'Excellent',NULL,'Connected','70% ',157
222,'SC2889','SN80438                                           ',25.10,69.10,6673,NULL,NULL,'Disconnected','80% ',940
223,'SC1896','SN86240                                           ',37.50,85.50,66248,NULL,'Float','Limited','90% ',91
224,'SC4184','SN48665                                           ',23.70,35.20,69583,'Excellent',NULL,'Limited','90% ',373
225,'SC2745','SN29304                                           ',3.50,25.40,41010,'Poor','Fixed','Disconnected','90% ',872
226,'SC1510','SN39615                                           ',40.00,42.10,71389,NULL,'Float','Disconnected','80% ',579
227,'SC7138','SN70203                                           ',21.00,62.50,98553,'Good','Fixed','Disconnected','70% ',756
228,'SC4532','SN21627                                           ',20.50,62.90,43406,NULL,'Float','Limited','70% ',579
229,'SC8645','SN11556                                           ',-2.90,40.20,56432,'Excellent','Float','Connected','80% ',110
230,'SC3660','SN20508                                           ',-8.90,65.40,85368,'Excellent',NULL,'Disconnected','90% ',895
231,'SC3410','SN72494                                           ',32.10,78.70,74473,'Poor',NULL,'Connected','70% ',779
232,'SC1738','SN84094                                           ',7.90,26.10,72337,'Good',NULL,'Limited','70% ',769
233,'SC3511','SN27393                                           ',15.60,38.10,23189,NULL,'Fixed','Connected','60% ',996
234,'SC6561','SN39150                                           ',31.60,69.40,8159,'Excellent','Float','Connected','60% ',681
235,'SC5310','SN28531                                           ',33.30,56.10,30724,'Good','Float','Limited','60% ',542
236,'SC9697','SN81186                                           ',25.50,44.80,69629,NULL,'Float','Limited','90% ',809
237,'SC7640','SN48591                                           ',18.20,89.40,73631,'Excellent',NULL,'Disconnected','80% ',244
238,'SC5050','SN51342                                           ',20.10,53.80,62332,'Excellent','Float','Limited','70% ',494
239,'SC8645','SN67954                                           ',13.50,86.50,61978,NULL,'Fixed','Limited','60% ',815
240,'SC1635','SN23496                                           ',-3.30,78.90,31307,'Good','Float','Connected','90% ',148
241,'SC3779','SN57305                                           ',29.30,27.20,5258,NULL,NULL,'Connected','90% ',878
242,'SC5984','SN78765                                           ',13.00,74.30,87431,'Poor','Float','Connected','60% ',141
243,'SC8166','SN68352                                           ',28.50,58.00,14731,'Excellent',NULL,'Connected','80% ',955
244,'SC3293','SN21601                                           ',5.60,56.50,55890,'Poor','Fixed','Limited','80% ',802
245,'SC7434','SN96064                                           ',8.30,78.90,61412,'Good',NULL,'Limited','60% ',451
246,'SC9235','SN21216                                           ',16.70,22.70,41425,'Good','Float','Limited','90% ',733
247,'SC9674','SN59607                                           ',27.70,78.50,74617,'Good','Float','Limited','90% ',154
248,'SC6655','SN49127                                           ',21.50,27.70,85909,'Good','Fixed','Limited','80% ',676
249,'SC4971','SN91605                                           ',35.30,60.00,92348,'Good','Float','Connected','90% ',120
250,'SC6263','SN48928                                           ',-3.70,68.50,55359,'Good','Fixed','Limited','80% ',578
251,'SC5313','SN87964                                           ',-2.20,45.60,63254,'Good','Float','Disconnected','60% ',209
252,'SC5378','SN30026                                           ',17.30,62.30,80781,'Poor','Fixed','Limited','60% ',764
253,'SC8686','SN72440                                           ',1.90,44.20,95670,'Good','Float','Connected','60% ',609
254,'SC6624','SN63513                                           ',16.50,54.10,16388,'Good','Fixed','Limited','90% ',114
255,'SC2565','SN42944                                           ',34.30,29.80,94255,'Excellent',NULL,'Disconnected','60% ',229
256,'SC6600','SN79438                                           ',25.10,35.30,16375,'Good','Float','Disconnected','70% ',721
257,'SC9613','SN25175                                           ',9.30,77.60,5932,'Poor','Fixed','Limited','60% ',244
258,'SC9763','SN21919                                           ',24.70,60.50,50474,'Good','Float','Connected','60% ',637
259,'SC5700','SN54940                                           ',6.30,60.50,27729,'Good','Float','Disconnected','60% ',532
260,'SC1225','SN90290                                           ',31.90,42.60,76547,'Poor','Float','Limited','80% ',625
261,'SC8827','SN88857                                           ',35.80,36.30,61128,'Poor','Fixed','Limited','80% ',756
262,'SC6581','SN46339                                           ',-3.20,37.60,4631,NULL,NULL,'Disconnected','70% ',570
263,'SC7279','SN39947                                           ',-3.60,33.00,17115,'Poor','Fixed','Connected','80% ',404
264,'SC1405','SN98186                                           ',30.20,46.50,95902,'Good',NULL,'Connected','60% ',95
265,'SC6234','SN99414                                           ',39.80,55.00,55021,'Good','Fixed','Connected','80% ',332
266,'SC4639','SN10024                                           ',29.80,68.10,37868,'Excellent','Fixed','Limited','70% ',73
267,'SC7021','SN69909                                           ',12.60,77.70,63121,'Excellent','Fixed','Limited','80% ',944
268,'SC7992','SN39156                                           ',-2.70,71.80,47959,'Excellent','Float','Limited','80% ',831
269,'SC4549','SN47029                                           ',-7.70,85.80,1628,'Good','Fixed','Disconnected','90% ',736
270,'SC8461','SN13690                                           ',9.60,74.90,12887,NULL,'Fixed','Connected','60% ',608
271,'SC9062','SN35672                                           ',7.20,41.40,2900,'Poor','Fixed','Connected','90% ',424
272,'SC2812','SN24100                                           ',6.00,41.50,16479,NULL,'Fixed','Disconnected','90% ',323
273,'SC9400','SN64555                                           ',9.60,34.20,12691,NULL,'Float','Disconnected','80% ',82
274,'SC3198','SN88064                                           ',15.20,61.40,66878,'Good',NULL,'Limited','60% ',891
275,'SC9858','SN88180                                           ',39.80,23.10,86191,'Good',NULL,'Limited','60% ',831
276,'SC8443','SN74400                                           ',-7.20,24.80,90964,NULL,'Fixed','Limited','60% ',662
277,'SC4378','SN85391                                           ',21.50,66.70,94652,NULL,NULL,'Limited','90% ',886
278,'SC2215','SN17761                                           ',5.80,72.20,55274,'Good',NULL,'Disconnected','90% ',254
279,'SC5545','SN64295                                           ',25.70,85.30,76904,'Good',NULL,'Connected','90% ',551
280,'SC3544','SN75671                                           ',13.60,40.00,23076,'Good','Float','Connected','70% ',500
281,'SC6871','SN18593                                           ',7.30,60.40,83275,NULL,'Fixed','Connected','70% ',669
282,'SC5797','SN76606                                           ',9.40,72.60,42408,'Good','Fixed','Disconnected','80% ',812
283,'SC7445','SN25016                                           ',16.30,28.30,92746,'Poor',NULL,'Limited','60% ',281
284,'SC5748','SN71589                                           ',11.00,47.30,27057,'Poor','Fixed','Connected','60% ',681
285,'SC5043','SN90368                                           ',28.80,63.30,29161,'Good',NULL,'Limited','90% ',181
286,'SC8885','SN27825                                           ',-3.30,71.10,92555,'Poor','Fixed','Connected','70% ',782
287,'SC9635','SN63742                                           ',-2.00,27.00,68200,'Good','Fixed','Disconnected','60% ',599
288,'SC8845','SN57180                                           ',14.40,46.00,21661,'Poor',NULL,'Limited','60% ',617
289,'SC7231','SN80643                                           ',-5.00,23.30,61785,'Poor',NULL,'Connected','80% ',91
290,'SC7466','SN31311                                           ',25.50,78.70,38024,NULL,'Fixed','Limited','60% ',856
291,'SC6899','SN93444                                           ',9.60,62.60,32464,'Good',NULL,'Disconnected','80% ',386
