66,'OP6429                                            ','PR8416',3.740,'9','91','Target-based','Matrix-306','Cloud-to-Cloud',4.990
67,'OP6326                                            ','PR2430',0.780,'15','52','Feature-based','Matrix-680','RMSE',8.932
68,'OP1437                                            ','PR2876',0.220,'24','69','Feature-based','Matrix-802','Cloud-to-Mesh',6.999
69,'OP5063                                            ','PR9923',1.850,'31','27','Hybrid','Matrix-979','Cloud-to-Mesh',4.680
70,'OP7103                                            ','PR1106',0.250,'17','96','Feature-based','Matrix-830','Cloud-to-Cloud',0.285
71,'OP1399                                            ','PR2897',4.140,'50','52','Hybrid','Matrix-81','RMSE',0.530
72,'OP3853                                            ','PR6495',1.620,'44','30','Hybrid','Matrix-215','Cloud-to-Cloud',2.319
73,'OP5193                                            ','PR5264',3.410,'25','5','Target-based','Matrix-294','RMSE',3.114
74,'OP3804                                            ','PR9631',2.990,'27','65','Hybrid','Matrix-404','Cloud-to-Cloud',3.002
75,'OP2435                                            ','PR8516',0.480,'43','28','Target-based','Matrix-474','Cloud-to-Mesh',0.942
76,'OP6600                                            ','PR3485',1.130,'11','53','Hybrid','Matrix-873','RMSE',7.536
77,'OP9010                                            ','PR2559',3.210,'41','87','Feature-based','Matrix-492','RMSE',8.946
78,'OP6030                                            ','PR6315',1.950,'46','28','Hybrid','Matrix-361','Cloud-to-Cloud',2.364
79,'OP6385                                            ','PR1973',1.170,'44','82','Target-based','Matrix-727','Cloud-to-Mesh',0.098
80,'OP7855                                            ','PR5953',3.710,'25','9','Target-based','Matrix-832','Cloud-to-Cloud',8.122
81,'OP5223                                            ','PR7448',1.450,'21','100','Target-based','Matrix-869','RMSE',6.817
82,'OP1431                                            ','PR1317',4.140,'22','12','Target-based','Matrix-294','Cloud-to-Mesh',5.912
83,'OP9667                                            ','PR7938',3.650,'11','8','Hybrid','Matrix-332','RMSE',6.857
84,'OP8951                                            ','PR6606',4.920,'29','58','Feature-based','Matrix-305','Cloud-to-Cloud',0.246
85,'OP7726                                            ','PR1376',1.290,'24','43','Target-based','Matrix-589','Cloud-to-Mesh',4.694
86,'OP6830                                            ','PR9481',1.800,'12','33','Target-based','Matrix-349','RMSE',0.355
87,'OP9460                                            ','PR7356',2.470,'15','18','Feature-based','Matrix-65','Cloud-to-Mesh',1.117
88,'OP8249                                            ','PR6601',4.630,'36','39','Hybrid','Matrix-312','Cloud-to-Mesh',8.549
89,'OP4206                                            ','PR1587',2.070,'22','97','Feature-based','Matrix-140','Cloud-to-Mesh',7.281
90,'OP4015                                            ','PR3023',2.420,'31','69','Feature-based','Matrix-872','RMSE',4.504
91,'OP1941                                            ','PR8305',1.960,'37','26','Hybrid','Matrix-344','Cloud-to-Mesh',2.407
92,'OP3123                                            ','PR9356',2.370,'45','98','Target-based','Matrix-542','RMSE',5.502
93,'OP9600                                            ','PR1790',3.080,'41','58','Feature-based','Matrix-637','RMSE',9.234
94,'OP7564                                            ','PR8497',4.430,'36','37','Feature-based','Matrix-258','Cloud-to-Mesh',6.225
95,'OP7693                                            ','PR5176',3.180,'19','100','Feature-based','Matrix-719','Cloud-to-Mesh',5.906
96,'OP7600                                            ','PR5490',4.210,'46','7','Target-based','Matrix-779','Cloud-to-Cloud',0.561
97,'OP6830                                            ','PR5597',4.550,'46','92','Target-based','Matrix-55','Cloud-to-Mesh',8.806
98,'OP6574                                            ','PR4613',4.910,'22','89','Feature-based','Matrix-706','RMSE',0.459
99,'OP9146                                            ','PR9520',3.990,'28','63','Feature-based','Matrix-525','Cloud-to-Mesh',8.335
100,'OP8135                                            ','PR8076',1.380,'26','76','Feature-based','Matrix-48','Cloud-to-Mesh',1.890
101,'OP6165                                            ','PR8525',1.260,'42','11','Feature-based','Matrix-935','Cloud-to-Cloud',4.612
102,'OP9478                                            ','PR7415',0.940,'13','19','Feature-based','Matrix-72','Cloud-to-Mesh',9.320
103,'OP7701                                            ','PR8991',0.170,'33','90','Feature-based','Matrix-558','Cloud-to-Mesh',4.984
104,'OP1298                                            ','PR4547',4.500,'6','28','Feature-based','Matrix-515','Cloud-to-Mesh',8.730
105,'OP4713                                            ','PR7688',2.240,'14','99','Target-based','Matrix-546','Cloud-to-Mesh',6.289
106,'OP3797                                            ','PR6487',1.310,'40','48','Feature-based','Matrix-112','RMSE',5.015
107,'OP7353                                            ','PR5590',3.760,'40','87','Target-based','Matrix-256','RMSE',1.501
108,'OP6202                                            ','PR1955',2.840,'26','83','Feature-based','Matrix-738','Cloud-to-Mesh',4.567
109,'OP1860                                            ','PR3837',2.990,'12','27','Hybrid','Matrix-980','Cloud-to-Cloud',9.118
110,'OP4014                                            ','PR1067',4.530,'49','54','Feature-based','Matrix-867','RMSE',6.127
111,'OP6179                                            ','PR9264',0.640,'35','85','Hybrid','Matrix-900','Cloud-to-Cloud',9.422
112,'OP4110                                            ','PR2706',2.270,'14','6','Target-based','Matrix-401','RMSE',7.292
113,'OP6486                                            ','PR1073',1.730,'10','59','Target-based','Matrix-173','Cloud-to-Cloud',4.991
114,'OP1225                                            ','PR2535',4.060,'49','11','Feature-based','Matrix-411','Cloud-to-Cloud',9.346
115,'OP3311                                            ','PR3024',4.570,'31','25','Hybrid','Matrix-769','Cloud-to-Mesh',1.161
116,'OP4493                                            ','PR3647',4.820,'47','75','Feature-based','Matrix-753','Cloud-to-Cloud',7.723
117,'OP9043                                            ','PR9689',4.180,'5','47','Target-based','Matrix-184','Cloud-to-Mesh',8.672
118,'OP9872                                            ','PR2671',2.420,'25','44','Feature-based','Matrix-556','Cloud-to-Mesh',4.136
119,'OP2996                                            ','PR6391',0.330,'5','21','Target-based','Matrix-316','Cloud-to-Cloud',3.497
120,'OP9911                                            ','PR4384',1.720,'33','26','Hybrid','Matrix-476','Cloud-to-Cloud',0.507
121,'OP2445                                            ','PR3011',4.020,'41','97','Target-based','Matrix-272','RMSE',8.544
122,'OP8052                                            ','PR7138',0.220,'23','20','Feature-based','Matrix-980','RMSE',2.466
123,'OP8722                                            ','PR6520',0.150,'20','81','Feature-based','Matrix-929','RMSE',5.547
124,'OP5589                                            ','PR8708',4.070,'32','31','Hybrid','Matrix-106','Cloud-to-Mesh',4.080
125,'OP6859                                            ','PR6066',1.660,'8','75','Feature-based','Matrix-283','Cloud-to-Cloud',3.399
126,'OP9722                                            ','PR1699',2.400,'16','97','Target-based','Matrix-836','Cloud-to-Cloud',6.866
127,'OP9729                                            ','PR7803',2.940,'34','56','Feature-based','Matrix-483','Cloud-to-Cloud',1.679
128,'OP9200                                            ','PR1768',4.690,'50','69','Hybrid','Matrix-203','Cloud-to-Mesh',4.974
129,'OP7257                                            ','PR1895',3.790,'8','31','Hybrid','Matrix-583','Cloud-to-Cloud',9.870
130,'OP1343                                            ','PR6669',5.000,'23','91','Target-based','Matrix-52','Cloud-to-Mesh',1.624
131,'OP7863                                            ','PR1082',4.440,'44','45','Hybrid','Matrix-937','RMSE',2.255
132,'OP6085                                            ','PR6170',0.650,'33','7','Feature-based','Matrix-983','Cloud-to-Mesh',7.203
133,'OP3534                                            ','PR6081',1.910,'12','97','Hybrid','Matrix-444','RMSE',2.591
134,'OP7149                                            ','PR9060',1.410,'32','12','Hybrid','Matrix-237','Cloud-to-Cloud',3.808
135,'OP1996                                            ','PR3031',4.060,'25','34','Feature-based','Matrix-233','RMSE',9.459
136,'OP2243                                            ','PR8995',1.610,'6','95','Target-based','Matrix-180','RMSE',3.450
137,'OP7644                                            ','PR9029',0.790,'25','54','Feature-based','Matrix-422','Cloud-to-Cloud',1.921
138,'OP5700                                            ','PR4297',4.750,'22','30','Feature-based','Matrix-131','Cloud-to-Cloud',1.106
139,'OP1186                                            ','PR9753',1.170,'39','48','Feature-based','Matrix-863','Cloud-to-Cloud',5.454
140,'OP8574                                            ','PR7671',0.820,'32','53','Hybrid','Matrix-440','RMSE',7.821
141,'OP5267                                            ','PR9609',0.150,'34','45','Target-based','Matrix-686','Cloud-to-Mesh',4.612
142,'OP8597                                            ','PR7764',4.990,'43','72','Hybrid','Matrix-887','RMSE',4.044
143,'OP8695                                            ','PR4430',0.300,'44','35','Feature-based','Matrix-195','Cloud-to-Cloud',9.996
144,'OP4680                                            ','PR1828',0.410,'7','9','Target-based','Matrix-25','Cloud-to-Cloud',4.459
145,'OP8765                                            ','PR7610',3.140,'40','59','Hybrid','Matrix-337','Cloud-to-Mesh',3.172
146,'OP7001                                            ','PR7770',4.000,'17','76','Hybrid','Matrix-515','Cloud-to-Cloud',0.234
147,'OP3075                                            ','PR6495',4.810,'13','38','Feature-based','Matrix-175','RMSE',1.498
148,'OP3323                                            ','PR9819',4.070,'33','74','Target-based','Matrix-917','Cloud-to-Mesh',7.648
149,'OP4440                                            ','PR9513',4.570,'29','69','Hybrid','Matrix-417','RMSE',1.956
150,'OP2090                                            ','PR5977',1.760,'46','68','Hybrid','Matrix-251','Cloud-to-Mesh',6.986
151,'OP1476                                            ','PR5215',4.080,'23','72','Feature-based','Matrix-236','Cloud-to-Cloud',4.060
152,'OP8691                                            ','PR5645',0.990,'13','74','Target-based','Matrix-274','RMSE',2.314
153,'OP4994                                            ','PR2963',4.370,'38','88','Target-based','Matrix-395','Cloud-to-Cloud',3.469
154,'OP4924                                            ','PR2179',3.800,'26','9','Hybrid','Matrix-966','Cloud-to-Mesh',1.751
155,'OP4628                                            ','PR2491',1.270,'23','18','Feature-based','Matrix-440','Cloud-to-Mesh',7.451
156,'OP4378                                            ','PR5365',3.110,'43','75','Feature-based','Matrix-800','Cloud-to-Mesh',1.978
157,'OP6138                                            ','PR3363',4.550,'36','27','Hybrid','Matrix-25','Cloud-to-Cloud',4.093
158,'OP5063                                            ','PR2609',2.650,'3','94','Target-based','Matrix-203','RMSE',1.813
159,'OP1984                                            ','PR2761',4.420,'33','5','Hybrid','Matrix-340','RMSE',9.821
160,'OP8108                                            ','PR2750',0.590,'12','81','Target-based','Matrix-259','Cloud-to-Cloud',3.385
161,'OP5101                                            ','PR6431',2.170,'8','78','Feature-based','Matrix-51','RMSE',3.474
162,'OP3155                                            ','PR2681',4.790,'39','28','Target-based','Matrix-195','Cloud-to-Mesh',5.551
163,'OP7865                                            ','PR1055',2.970,'6','90','Feature-based','Matrix-31','Cloud-to-Mesh',3.070
164,'OP2991                                            ','PR6415',2.870,'26','38','Target-based','Matrix-489','RMSE',5.394
165,'OP6656                                            ','PR4126',3.150,'49','90','Feature-based','Matrix-518','Cloud-to-Cloud',1.254
166,'OP9119                                            ','PR9151',3.720,'38','57','Feature-based','Matrix-1','Cloud-to-Cloud',2.180
167,'OP2782                                            ','PR2073',0.200,'6','71','Target-based','Matrix-520','RMSE',3.996
168,'OP9891                                            ','PR9610',3.730,'28','28','Feature-based','Matrix-302','Cloud-to-Cloud',6.301
169,'OP9861                                            ','PR1262',0.190,'43','41','Feature-based','Matrix-805','RMSE',9.208
170,'OP4874                                            ','PR7750',4.910,'4','65','Target-based','Matrix-427','RMSE',2.153
171,'OP1605                                            ','PR7673',1.820,'41','9','Target-based','Matrix-573','Cloud-to-Mesh',9.394
172,'OP7475                                            ','PR8093',3.780,'50','81','Hybrid','Matrix-390','RMSE',0.181
173,'OP9121                                            ','PR6011',2.750,'4','43','Hybrid','Matrix-60','Cloud-to-Cloud',4.028
174,'OP9000                                            ','PR5407',4.000,'37','41','Feature-based','Matrix-365','Cloud-to-Mesh',8.403
175,'OP9855                                            ','PR2119',0.860,'49','66','Feature-based','Matrix-298','RMSE',0.954
176,'OP7096                                            ','PR8736',4.090,'27','30','Target-based','Matrix-471','RMSE',8.487
177,'OP9356                                            ','PR6346',3.170,'4','51','Hybrid','Matrix-798','RMSE',6.457
178,'OP2319                                            ','PR9611',3.550,'50','87','Feature-based','Matrix-79','Cloud-to-Mesh',0.643
179,'OP8344                                            ','PR6223',4.450,'19','54','Hybrid','Matrix-18','Cloud-to-Mesh',8.681
180,'OP4216                                            ','PR1779',3.810,'45','29','Hybrid','Matrix-80','RMSE',6.305
181,'OP9643                                            ','PR9412',1.340,'23','11','Hybrid','Matrix-783','RMSE',2.523
182,'OP9960                                            ','PR3327',3.840,'38','47','Feature-based','Matrix-758','Cloud-to-Mesh',5.321
183,'OP8931                                            ','PR7681',4.470,'32','68','Hybrid','Matrix-951','Cloud-to-Mesh',7.658
184,'OP7217                                            ','PR6661',4.750,'47','73','Hybrid','Matrix-695','Cloud-to-Mesh',4.104
185,'OP3167                                            ','PR4002',0.390,'30','51','Feature-based','Matrix-616','RMSE',6.330
186,'OP7370                                            ','PR4046',4.310,'40','47','Hybrid','Matrix-875','RMSE',9.147
187,'OP5358                                            ','PR3039',4.680,'42','47','Target-based','Matrix-830','Cloud-to-Mesh',8.227
188,'OP6038                                            ','PR6322',4.980,'47','34','Hybrid','Matrix-961','Cloud-to-Cloud',3.594
189,'OP4878                                            ','PR4471',3.840,'19','77','Hybrid','Matrix-442','RMSE',0.781
190,'OP5131                                            ','PR5517',1.180,'36','43','Feature-based','Matrix-383','Cloud-to-Mesh',8.797
191,'OP4887                                            ','PR8462',1.910,'9','93','Feature-based','Matrix-116','Cloud-to-Mesh',7.489
192,'OP6941                                            ','PR9009',0.800,'3','21','Target-based','Matrix-118','Cloud-to-Cloud',8.104
193,'OP6953                                            ','PR5545',3.750,'32','21','Feature-based','Matrix-917','Cloud-to-Cloud',3.640
194,'OP5392                                            ','PR9353',4.330,'20','96','Hybrid','Matrix-469','RMSE',9.152
195,'OP2446                                            ','PR4411',0.910,'38','38','Target-based','Matrix-548','Cloud-to-Cloud',1.550
196,'OP4131                                            ','PR8172',1.090,'17','88','Hybrid','Matrix-216','RMSE',3.076
197,'OP3591                                            ','PR6327',3.950,'21','21','Feature-based','Matrix-263','Cloud-to-Mesh',9.833
198,'OP9240                                            ','PR6924',2.290,'31','32','Feature-based','Matrix-567','Cloud-to-Mesh',0.273
199,'OP9583                                            ','PR4686',3.580,'33','53','Feature-based','Matrix-853','RMSE',1.243
200,'OP3063                                            ','PR5609',4.530,'28','19','Feature-based','Matrix-90','Cloud-to-Cloud',9.628
201,'OP5575                                            ','PR2745',4.150,'31','12','Hybrid','Matrix-612','Cloud-to-Mesh',2.745
202,'OP4255                                            ','PR6403',3.080,'39','63','Target-based','Matrix-538','Cloud-to-Mesh',5.911
203,'OP6487                                            ','PR5609',1.310,'41','75','Hybrid','Matrix-916','RMSE',6.881
204,'OP7837                                            ','PR9890',4.610,'49','82','Feature-based','Matrix-102','RMSE',0.649
205,'OP8587                                            ','PR7488',4.610,'32','51','Target-based','Matrix-713','RMSE',1.867
206,'OP4499                                            ','PR8721',3.860,'40','51','Target-based','Matrix-912','Cloud-to-Mesh',5.162
207,'OP1053                                            ','PR4454',3.260,'21','64','Hybrid','Matrix-505','RMSE',9.571
208,'OP7224                                            ','PR4894',3.960,'37','27','Target-based','Matrix-167','Cloud-to-Mesh',8.385
209,'OP2441                                            ','PR1883',3.920,'23','14','Target-based','Matrix-203','Cloud-to-Cloud',2.633
210,'OP1078                                            ','PR5355',3.380,'26','90','Feature-based','Matrix-154','Cloud-to-Mesh',1.667
211,'OP2036                                            ','PR4423',4.520,'34','44','Hybrid','Matrix-99','Cloud-to-Mesh',0.829
212,'OP1805                                            ','PR9215',2.050,'6','19','Hybrid','Matrix-673','Cloud-to-Mesh',5.411
213,'OP6557                                            ','PR2309',1.860,'35','52','Target-based','Matrix-364','Cloud-to-Mesh',1.852
214,'OP2051                                            ','PR8937',2.520,'41','33','Feature-based','Matrix-785','Cloud-to-Mesh',8.952
215,'OP6622                                            ','PR2252',3.690,'13','8','Target-based','Matrix-910','Cloud-to-Mesh',4.663
216,'OP4480                                            ','PR2344',4.510,'4','48','Feature-based','Matrix-118','RMSE',7.268
217,'OP1376                                            ','PR9026',0.830,'24','56','Feature-based','Matrix-666','RMSE',0.180
218,'OP6321                                            ','PR1611',4.490,'23','24','Hybrid','Matrix-711','Cloud-to-Cloud',2.068
219,'OP3933                                            ','PR5098',2.220,'44','85','Target-based','Matrix-860','Cloud-to-Cloud',4.733
220,'OP5023                                            ','PR1964',3.610,'13','11','Target-based','Matrix-480','Cloud-to-Cloud',0.920
221,'OP5782                                            ','PR4707',4.830,'39','33','Feature-based','Matrix-559','Cloud-to-Mesh',4.601
222,'OP5455                                            ','PR3562',3.120,'30','23','Feature-based','Matrix-340','Cloud-to-Mesh',0.289
223,'OP3910                                            ','PR1494',3.520,'42','62','Hybrid','Matrix-763','RMSE',8.003
224,'OP8205                                            ','PR5791',2.470,'40','51','Feature-based','Matrix-121','Cloud-to-Mesh',1.156
225,'OP6161                                            ','PR8126',3.430,'43','74','Feature-based','Matrix-385','Cloud-to-Cloud',0.074
226,'OP2048                                            ','PR7120',3.780,'48','16','Feature-based','Matrix-573','Cloud-to-Mesh',7.625
227,'OP6593                                            ','PR3427',3.690,'30','36','Hybrid','Matrix-580','Cloud-to-Mesh',0.342
228,'OP4320                                            ','PR9862',0.210,'32','33','Feature-based','Matrix-209','Cloud-to-Cloud',5.952
229,'OP2619                                            ','PR9932',4.110,'10','27','Hybrid','Matrix-72','Cloud-to-Cloud',3.628
230,'OP7468                                            ','PR3314',4.610,'42','98','Hybrid','Matrix-274','Cloud-to-Cloud',7.262
231,'OP5932                                            ','PR3007',0.150,'3','64','Target-based','Matrix-466','Cloud-to-Cloud',2.326
232,'OP7652                                            ','PR2422',2.500,'27','5','Hybrid','Matrix-513','Cloud-to-Cloud',9.947
233,'OP6064                                            ','PR5261',4.540,'31','66','Hybrid','Matrix-687','Cloud-to-Mesh',9.689
234,'OP3387                                            ','PR1675',2.150,'32','71','Target-based','Matrix-942','RMSE',2.111
235,'OP8087                                            ','PR6583',0.600,'35','50','Feature-based','Matrix-997','Cloud-to-Mesh',6.085
236,'OP9470                                            ','PR8984',3.410,'23','99','Target-based','Matrix-926','Cloud-to-Mesh',7.027
237,'OP7242                                            ','PR6426',2.050,'21','100','Target-based','Matrix-207','RMSE',5.467
238,'OP3708                                            ','PR3499',2.400,'23','31','Hybrid','Matrix-427','Cloud-to-Mesh',5.644
239,'OP7549                                            ','PR5675',2.610,'7','62','Hybrid','Matrix-523','Cloud-to-Cloud',6.959
240,'OP1605                                            ','PR4094',2.540,'30','14','Hybrid','Matrix-474','RMSE',6.337
241,'OP8011                                            ','PR4918',0.270,'10','26','Feature-based','Matrix-465','Cloud-to-Mesh',5.316
242,'OP5252                                            ','PR1702',1.600,'28','60','Feature-based','Matrix-754','RMSE',4.386
243,'OP9042                                            ','PR5566',0.340,'37','31','Feature-based','Matrix-537','Cloud-to-Mesh',6.171
244,'OP7835                                            ','PR8562',4.660,'25','35','Target-based','Matrix-774','RMSE',5.184
245,'OP6317                                            ','PR9345',3.620,'50','72','Feature-based','Matrix-698','Cloud-to-Mesh',1.583
246,'OP7839                                            ','PR4932',4.950,'4','14','Hybrid','Matrix-371','Cloud-to-Mesh',0.288
247,'OP3946                                            ','PR7244',2.650,'13','15','Hybrid','Matrix-880','Cloud-to-Cloud',8.427
248,'OP1745                                            ','PR6388',2.820,'10','29','Hybrid','Matrix-795','RMSE',4.372
249,'OP3655                                            ','PR9729',0.620,'18','30','Target-based','Matrix-964','Cloud-to-Mesh',6.701
250,'OP1198                                            ','PR1979',3.110,'34','10','Feature-based','Matrix-595','RMSE',0.635
251,'OP7428                                            ','PR5903',3.710,'22','75','Feature-based','Matrix-375','Cloud-to-Cloud',0.573
252,'OP4122                                            ','PR3251',0.490,'29','38','Hybrid','Matrix-935','RMSE',4.712
253,'OP4896                                            ','PR6083',3.780,'49','31','Feature-based','Matrix-350','Cloud-to-Cloud',0.144
254,'OP6461                                            ','PR4338',0.320,'41','29','Hybrid','Matrix-393','RMSE',6.571
255,'OP6030                                            ','PR7712',2.620,'33','43','Hybrid','Matrix-65','Cloud-to-Mesh',6.727
256,'OP8510                                            ','PR2707',1.290,'44','68','Target-based','Matrix-629','Cloud-to-Mesh',0.485
257,'OP1901                                            ','PR4947',0.900,'42','8','Hybrid','Matrix-674','Cloud-to-Mesh',8.714
258,'OP7454                                            ','PR2452',4.010,'8','75','Hybrid','Matrix-732','Cloud-to-Mesh',3.802
259,'OP5133                                            ','PR1857',1.280,'13','100','Target-based','Matrix-836','RMSE',7.948
260,'OP4808                                            ','PR2366',4.410,'43','95','Hybrid','Matrix-619','Cloud-to-Cloud',2.871
261,'OP9564                                            ','PR6129',1.920,'49','31','Feature-based','Matrix-687','Cloud-to-Cloud',9.096
262,'OP2018                                            ','PR5210',4.620,'29','55','Target-based','Matrix-833','RMSE',2.466
263,'OP5228                                            ','PR4787',1.730,'4','9','Feature-based','Matrix-175','Cloud-to-Cloud',7.652
264,'OP2397                                            ','PR3494',0.990,'27','74','Feature-based','Matrix-631','Cloud-to-Mesh',2.693
265,'OP5852                                            ','PR8066',0.340,'50','13','Hybrid','Matrix-790','Cloud-to-Mesh',3.139
266,'OP8891                                            ','PR6501',2.020,'23','81','Hybrid','Matrix-152','Cloud-to-Mesh',2.358
267,'OP7511                                            ','PR9933',1.240,'23','82','Feature-based','Matrix-338','Cloud-to-Mesh',4.211
