'ASD809992','2024-03-10 22:09:44.484','PR5495','OP9740                                            ','SC9095',9,'Cloudy',NULL,'E57 ',45.53,8.92,30.00
'ASD979336','2024-09-29 19:31:00.484','PR8955','OP2674                                            ','SC8649',13,'Clear','Grayscale','E57 ',42.74,8.67,77.00
'ASD677741','2025-01-02 17:56:23.485','PR3090','OP1706                                            ','SC3294',15,'Windy','Grayscale','E57 ',41.09,6.98,21.00
'ASD942754','2025-01-29 22:13:40.485','PR1681','OP5363                                            ','SC8072',12,'Rainy',NULL,'LAS ',20.06,4.37,35.00
'ASD742511','2024-06-25 18:50:12.485','PR2428','OP3673                                            ','SC4716',17,'Rainy','RGB','OBJ ',36.67,8.77,74.00
'ASD491896','2024-06-10 07:08:40.485','PR2498','OP7322                                            ','SC4554',11,'Windy','RGB','OBJ ',0.62,5.09,191.00
'ASD544178','2025-02-14 18:27:55.486','PR5932','OP8638                                            ','SC8070',15,'Windy','RGB','PLY ',47.68,2.12,125.00
'ASD996783','2024-11-25 02:29:59.486','PR9945','OP3830                                            ','SC5229',17,'Windy','Grayscale','PLY ',4.57,7.56,19.00
'ASD340093','2024-08-11 10:09:30.486','PR1389','OP2393                                            ','SC4383',8,'Windy',NULL,'OBJ ',26.15,7.39,7.00
'ASD198285','2024-12-29 00:06:19.486','PR9547','OP1178                                            ','SC5700',10,'Clear','RGB','OBJ ',46.91,8.24,38.00
'ASD851408','2024-10-11 15:39:06.487','PR1596','OP1307                                            ','SC2706',2,'Windy','RGB','OBJ ',28.43,4.76,199.00
'ASD303815','2024-08-25 23:49:01.487','PR8754','OP7404                                            ','SC7359',9,'Windy','RGB','OBJ ',16.10,2.35,177.00
'ASD581012','2024-07-10 05:13:56.487','PR8289','OP7674                                            ','SC3547',10,'Clear',NULL,'E57 ',36.73,4.15,44.00
'ASD116445','2024-11-29 17:38:01.487','PR6209','OP1134                                            ','SC7338',16,'Cloudy',NULL,'PLY ',16.33,6.55,127.00
'ASD573691','2025-02-10 07:48:14.487','PR9479','OP1624                                            ','SC7910',4,'Rainy',NULL,'PTS ',5.49,6.98,18.00
'ASD631985','2024-12-22 04:36:19.487','PR7662','OP2270                                            ','SC5517',19,'Windy','RGB','OBJ ',10.58,4.31,123.00
'ASD778521','2024-11-10 02:28:55.488','PR1309','OP8901                                            ','SC5078',1,'Windy',NULL,'PTS ',31.67,1.49,207.00
'ASD777306','2024-08-04 08:39:50.488','PR5272','OP1401                                            ','SC5556',17,'Windy','Grayscale','E57 ',1.52,9.64,214.00
'ASD158511','2024-09-22 12:02:21.488','PR8590','OP8401                                            ','SC5402',11,'Cloudy','RGB','E57 ',30.30,7.76,220.00
'ASD280623','2024-06-01 04:55:10.489','PR9219','OP9056                                            ','SC2659',9,'Cloudy','RGB','OBJ ',16.53,5.21,237.00
'ASD820455','2024-10-31 08:25:23.489','PR3173','OP2563                                            ','SC8711',13,'Rainy','RGB','PTS ',36.47,3.94,24.00
'ASD900229','2024-07-29 20:26:05.489','PR9538','OP7661                                            ','SC2985',8,'Windy','RGB','LAS ',34.54,4.86,214.00
'ASD197283','2024-06-26 02:18:24.489','PR5005','OP7237                                            ','SC3947',17,'Windy',NULL,'OBJ ',3.42,8.13,231.00
'ASD591616','2024-09-26 14:18:46.490','PR2607','OP1309                                            ','SC4792',3,'Cloudy','Grayscale','LAS ',31.77,1.14,184.00
'ASD299918','2024-09-15 23:02:08.490','PR1355','OP8437                                            ','SC3211',17,'Windy','RGB','OBJ ',9.02,7.51,98.00
'ASD731338','2024-12-24 03:32:40.490','PR8337','OP1492                                            ','SC9995',11,'Windy',NULL,'OBJ ',48.36,5.43,198.00
'ASD830959','2024-12-01 19:35:07.490','PR8571','OP9016                                            ','SC1544',6,'Cloudy',NULL,'PLY ',21.14,9.31,187.00
'ASD870442','2024-11-16 08:22:05.490','PR8962','OP7469                                            ','SC5656',13,'Rainy',NULL,'LAS ',20.02,2.86,44.00
'ASD382086','2024-07-14 19:55:28.491','PR4597','OP9350                                            ','SC2610',20,'Windy',NULL,'LAS ',10.71,4.02,112.00
'ASD697035','2024-04-14 09:55:22.491','PR3860','OP9288                                            ','SC1629',19,'Cloudy',NULL,'LAS ',49.20,9.77,67.00
'ASD373782','2024-04-17 07:45:50.491','PR2157','OP5106                                            ','SC4052',9,'Rainy','RGB','OBJ ',33.25,3.05,170.00
'ASD268500','2024-06-01 00:25:11.491','PR4403','OP4848                                            ','SC9222',15,'Windy',NULL,'E57 ',47.93,7.52,193.00
'ASD396399','2024-12-04 13:40:38.491','PR4851','OP3455                                            ','SC8923',10,'Windy','Grayscale','OBJ ',36.37,8.92,85.00
'ASD920409','2024-04-03 09:46:49.492','PR7947','OP5254                                            ','SC4589',6,'Windy','RGB','PTS ',10.16,7.53,65.00
'ASD589425','2024-10-08 04:49:51.492','PR4954','OP9842                                            ','SC4167',18,'Windy',NULL,'PTS ',30.07,3.56,219.00
'ASD797555','2024-09-28 08:13:43.492','PR8536','OP5653                                            ','SC2682',1,'Clear','Grayscale','LAS ',20.45,2.21,99.00
'ASD129023','2024-06-29 07:27:06.492','PR6787','OP4312                                            ','SC9195',8,'Rainy',NULL,'LAS ',47.61,9.99,76.00
'ASD529312','2024-09-20 06:32:35.492','PR9481','OP8307                                            ','SC3514',1,'Cloudy','Grayscale','PLY ',26.27,1.72,13.00
'ASD445638','2024-04-14 18:38:54.493','PR8507','OP6044                                            ','SC3935',2,'Windy',NULL,'PLY ',6.92,8.06,104.00
'ASD635800','2024-11-05 10:55:42.493','PR8496','OP2863                                            ','SC9397',16,'Windy','RGB','OBJ ',36.67,2.86,108.00
'ASD614830','2024-02-29 02:16:46.493','PR3084','OP2623                                            ','SC6400',9,'Clear',NULL,'PTS ',34.82,2.77,28.00
'ASD432078','2024-04-30 09:55:01.493','PR4058','OP5247                                            ','SC9524',11,'Windy','Grayscale','LAS ',8.37,1.79,26.00
'ASD650703','2024-10-18 01:04:45.493','PR8416','OP6429                                            ','SC5899',17,'Windy','RGB','LAS ',13.14,6.31,93.00
'ASD264162','2024-08-14 15:08:00.493','PR2430','OP6326                                            ','SC1888',14,'Cloudy',NULL,'LAS ',1.07,9.06,100.00
'ASD131282','2024-03-16 02:31:29.494','PR2876','OP1437                                            ','SC5674',1,'Cloudy',NULL,'PTS ',39.84,7.53,105.00
'ASD724658','2025-02-08 16:25:53.494','PR9923','OP5063                                            ','SC9724',20,'Cloudy',NULL,'LAS ',22.57,5.32,127.00
'ASD314137','2025-01-12 16:35:11.494','PR1106','OP7103                                            ','SC5372',10,'Windy','Grayscale','E57 ',22.64,9.67,46.00
'ASD298579','2024-05-05 14:30:48.494','PR2897','OP1399                                            ','SC9649',9,'Rainy','RGB','PTS ',35.49,6.64,18.00
'ASD485547','2024-04-03 09:18:09.494','PR6495','OP3853                                            ','SC8068',18,'Windy',NULL,'E57 ',38.12,7.73,227.00
'ASD168648','2024-05-25 05:04:07.494','PR5264','OP5193                                            ','SC5948',11,'Windy','RGB','LAS ',38.36,8.70,197.00
'ASD644331','2025-02-04 03:53:44.495','PR9631','OP3804                                            ','SC4175',11,'Clear','RGB','OBJ ',0.63,9.73,35.00
'ASD629567','2024-06-30 01:31:08.495','PR8516','OP2435                                            ','SC1239',9,'Cloudy','RGB','PTS ',10.75,3.43,158.00
'ASD293865','2024-04-02 18:14:22.495','PR3485','OP6600                                            ','SC6906',4,'Cloudy',NULL,'LAS ',2.48,2.95,104.00
'ASD909373','2024-04-05 13:29:05.496','PR2559','OP9010                                            ','SC2971',10,'Rainy','RGB','E57 ',33.91,2.00,128.00
'ASD371955','2025-01-02 20:25:09.496','PR6315','OP6030                                            ','SC3115',11,'Clear',NULL,'PLY ',6.34,1.55,44.00
'ASD141011','2024-08-16 19:30:05.496','PR1973','OP6385                                            ','SC1807',4,'Windy','Grayscale','LAS ',23.55,7.66,93.00
'ASD659837','2025-01-08 09:36:14.496','PR5953','OP7855                                            ','SC7903',3,'Windy',NULL,'E57 ',20.75,1.23,64.00
'ASD369985','2024-07-20 16:43:32.496','PR7448','OP5223                                            ','SC1321',3,'Cloudy','RGB','E57 ',42.25,5.29,212.00
'ASD498779','2024-11-27 09:37:58.497','PR1317','OP1431                                            ','SC7759',5,'Cloudy','RGB','LAS ',48.39,2.70,156.00
'ASD789337','2024-11-04 14:14:14.497','PR7938','OP9667                                            ','SC8289',17,'Cloudy',NULL,'PTS ',18.42,7.89,161.00
'ASD668348','2025-01-01 15:22:07.497','PR6606','OP8951                                            ','SC9467',13,'Rainy','RGB','E57 ',2.47,6.09,198.00
'ASD709095','2024-04-19 15:00:35.497','PR1376','OP7726                                            ','SC9722',12,'Clear','RGB','OBJ ',47.23,6.13,61.00
'ASD537546','2024-08-22 11:39:59.497','PR9481','OP6830                                            ','SC2031',11,'Clear','RGB','PLY ',41.96,2.87,183.00
'ASD697383','2024-03-17 10:21:01.497','PR7356','OP9460                                            ','SC5070',9,'Windy','RGB','PLY ',48.02,9.68,93.00
'ASD116894','2024-11-22 01:17:23.497','PR6601','OP8249                                            ','SC5456',15,'Rainy',NULL,'PTS ',37.89,5.79,13.00
'ASD903352','2024-02-26 10:51:27.497','PR1587','OP4206                                            ','SC4089',10,'Windy',NULL,'LAS ',9.99,8.32,177.00
'ASD292447','2024-03-07 22:37:05.498','PR3023','OP4015                                            ','SC3039',10,'Windy','RGB','LAS ',37.05,9.53,181.00
'ASD820977','2024-05-07 11:12:19.498','PR8305','OP1941                                            ','SC5465',20,'Rainy',NULL,'OBJ ',19.42,6.55,225.00
'ASD230076','2024-10-06 22:37:41.499','PR9356','OP3123                                            ','SC8270',12,'Rainy','Grayscale','OBJ ',40.80,5.52,151.00
'ASD529911','2024-09-27 04:21:24.499','PR1790','OP9600                                            ','SC5176',6,'Clear','RGB','PTS ',24.16,1.18,191.00
'ASD367529','2024-05-16 09:19:24.499','PR8497','OP7564                                            ','SC8164',11,'Clear',NULL,'OBJ ',6.94,2.31,73.00
'ASD179952','2024-08-06 05:17:43.499','PR5176','OP7693                                            ','SC5475',9,'Rainy','Grayscale','LAS ',23.56,6.58,78.00
'ASD909000','2024-08-16 00:53:12.499','PR5490','OP7600                                            ','SC9444',3,'Clear',NULL,'PTS ',20.26,1.58,46.00
'ASD120619','2025-01-27 13:45:11.499','PR5597','OP6830                                            ','SC2261',12,'Cloudy',NULL,'LAS ',1.71,5.08,24.00
'ASD738012','2024-11-24 10:21:13.500','PR4613','OP6574                                            ','SC5055',15,'Windy','Grayscale','OBJ ',11.93,5.18,141.00
'ASD859031','2024-05-28 04:31:11.500','PR9520','OP9146                                            ','SC1698',19,'Windy','Grayscale','OBJ ',20.62,9.52,132.00
'ASD852324','2024-12-03 11:04:44.500','PR8076','OP8135                                            ','SC6000',20,'Windy','Grayscale','E57 ',19.72,5.24,209.00
'ASD728635','2024-06-16 00:10:34.500','PR8525','OP6165                                            ','SC3518',17,'Rainy',NULL,'OBJ ',43.02,3.66,67.00
'ASD143581','2024-05-06 15:20:31.500','PR7415','OP9478                                            ','SC1774',20,'Windy',NULL,'OBJ ',41.09,2.35,156.00
'ASD291210','2024-04-23 23:49:04.501','PR8991','OP7701                                            ','SC8811',10,'Windy','RGB','PLY ',11.69,9.65,155.00
'ASD582787','2024-10-30 05:17:51.501','PR4547','OP1298                                            ','SC1270',6,'Clear','RGB','E57 ',49.38,1.53,81.00
'ASD342839','2024-09-22 18:10:19.501','PR7688','OP4713                                            ','SC6155',5,'Rainy','Grayscale','LAS ',36.82,7.70,184.00
'ASD962290','2024-04-05 01:01:40.501','PR6487','OP3797                                            ','SC9355',15,'Clear',NULL,'E57 ',48.43,5.02,63.00
'ASD810267','2024-03-07 11:16:21.501','PR5590','OP7353                                            ','SC3176',6,'Cloudy',NULL,'E57 ',35.01,9.13,55.00
'ASD202940','2024-12-02 13:53:15.502','PR1955','OP6202                                            ','SC3688',7,'Clear',NULL,'LAS ',14.06,3.19,48.00
'ASD162624','2024-12-02 16:27:52.502','PR3837','OP1860                                            ','SC4526',8,'Rainy',NULL,'PLY ',39.89,7.83,172.00
'ASD995179','2024-02-22 15:20:40.502','PR1067','OP4014                                            ','SC7637',11,'Cloudy','Grayscale','OBJ ',24.04,8.94,12.00
'ASD109285','2025-01-29 12:04:05.502','PR9264','OP6179                                            ','SC4224',17,'Cloudy',NULL,'PTS ',15.18,9.84,154.00
'ASD559929','2025-02-01 11:26:34.503','PR2706','OP4110                                            ','SC3823',4,'Rainy','Grayscale','PTS ',28.22,5.53,28.00
'ASD368728','2024-08-18 13:53:08.503','PR1073','OP6486                                            ','SC5031',6,'Rainy','Grayscale','LAS ',22.15,3.54,181.00
'ASD388008','2025-02-15 20:35:32.503','PR2535','OP1225                                            ','SC2272',13,'Windy','RGB','PLY ',16.35,7.68,61.00
'ASD603780','2024-09-05 16:04:25.503','PR3024','OP3311                                            ','SC4661',1,'Rainy',NULL,'E57 ',43.48,6.68,26.00
'ASD349314','2024-12-09 06:37:30.503','PR3647','OP4493                                            ','SC2629',14,'Windy','RGB','E57 ',4.48,3.70,90.00
'ASD146821','2024-08-31 21:44:39.503','PR9689','OP9043                                            ','SC7470',19,'Windy','Grayscale','LAS ',31.74,1.97,172.00
'ASD489458','2024-08-11 19:30:09.503','PR2671','OP9872                                            ','SC8933',15,'Windy','RGB','OBJ ',45.19,7.07,111.00
'ASD589661','2024-02-19 18:48:49.504','PR6391','OP2996                                            ','SC8329',6,'Windy','Grayscale','PTS ',8.28,5.88,22.00
'ASD578768','2025-01-07 23:39:57.504','PR4384','OP9911                                            ','SC9994',1,'Rainy','RGB','E57 ',46.26,6.30,150.00
'ASD468804','2024-12-11 08:27:53.504','PR3011','OP2445                                            ','SC7405',10,'Cloudy','RGB','PLY ',23.50,2.81,218.00
'ASD280224','2024-04-30 07:31:28.505','PR7138','OP8052                                            ','SC9620',3,'Cloudy','RGB','PTS ',10.43,8.72,139.00
'ASD377491','2024-11-14 12:32:07.505','PR6520','OP8722                                            ','SC5954',1,'Clear',NULL,'OBJ ',14.63,7.49,193.00
'ASD688653','2025-02-12 15:09:49.505','PR8708','OP5589                                            ','SC4127',6,'Windy','RGB','PTS ',30.71,2.74,185.00
'ASD751541','2024-10-06 05:06:39.505','PR6066','OP6859                                            ','SC6154',1,'Cloudy',NULL,'LAS ',0.82,4.59,18.00
'ASD328242','2025-02-10 21:50:55.505','PR1699','OP9722                                            ','SC7920',14,'Windy','RGB','LAS ',34.81,2.04,119.00
'ASD271773','2024-08-14 12:52:24.506','PR7803','OP9729                                            ','SC2205',2,'Cloudy','Grayscale','LAS ',28.95,3.11,79.00
'ASD505477','2024-05-11 11:28:48.506','PR1768','OP9200                                            ','SC3240',18,'Cloudy','RGB','PLY ',19.78,1.54,35.00
'ASD889159','2024-12-21 11:25:20.506','PR1895','OP7257                                            ','SC1328',3,'Clear','Grayscale','OBJ ',27.32,3.45,227.00
'ASD208672','2025-01-10 23:49:20.506','PR6669','OP1343                                            ','SC4466',13,'Windy',NULL,'LAS ',38.94,7.66,45.00
'ASD655420','2024-12-21 09:03:40.506','PR1082','OP7863                                            ','SC2464',2,'Windy','Grayscale','PLY ',30.14,3.49,157.00
'ASD461056','2024-07-13 06:39:35.507','PR6170','OP6085                                            ','SC7246',13,'Rainy','Grayscale','E57 ',41.20,9.28,82.00
'ASD788809','2024-03-28 06:22:41.507','PR6081','OP3534                                            ','SC8506',7,'Cloudy','RGB','LAS ',5.41,5.10,53.00
'ASD315992','2024-08-12 03:06:59.507','PR9060','OP7149                                            ','SC5006',18,'Cloudy','Grayscale','OBJ ',27.80,2.60,175.00
'ASD414622','2024-10-12 16:45:07.507','PR3031','OP1996                                            ','SC1092',3,'Clear','Grayscale','LAS ',15.44,1.48,175.00
'ASD756648','2024-12-08 08:01:00.507','PR8995','OP2243                                            ','SC4777',15,'Windy','Grayscale','PTS ',14.47,2.05,32.00
'ASD344183','2024-12-14 23:29:58.507','PR9029','OP7644                                            ','SC8652',10,'Rainy','RGB','PTS ',13.19,3.13,50.00
'ASD639768','2024-04-02 08:28:15.508','PR4297','OP5700                                            ','SC5824',11,'Rainy',NULL,'E57 ',2.37,7.10,161.00
'ASD300638','2024-09-03 03:04:37.508','PR9753','OP1186                                            ','SC6347',7,'Clear',NULL,'PLY ',31.42,6.08,20.00
'ASD561440','2024-05-03 19:59:15.509','PR7671','OP8574                                            ','SC9922',3,'Rainy','RGB','E57 ',19.64,6.83,172.00
'ASD178255','2024-05-28 11:06:27.509','PR9609','OP5267                                            ','SC9392',5,'Cloudy',NULL,'PTS ',6.44,2.83,64.00
'ASD191377','2024-08-08 18:37:01.509','PR7764','OP8597                                            ','SC4745',12,'Rainy','Grayscale','PLY ',22.50,4.57,6.00
'ASD211944','2024-07-25 20:22:11.509','PR4430','OP8695                                            ','SC9659',13,'Windy','RGB','E57 ',7.35,7.97,100.00
'ASD474916','2025-01-17 04:13:30.509','PR1828','OP4680                                            ','SC6757',16,'Rainy','RGB','E57 ',36.41,1.49,159.00
'ASD272411','2024-06-15 04:04:01.509','PR7610','OP8765                                            ','SC9168',4,'Rainy','RGB','LAS ',32.33,7.85,230.00
'ASD490749','2024-06-11 01:31:43.510','PR7770','OP7001                                            ','SC6176',10,'Windy',NULL,'PLY ',13.67,2.13,16.00
'ASD706234','2025-02-16 01:25:22.510','PR6495','OP3075                                            ','SC5981',9,'Rainy','RGB','E57 ',0.83,6.27,50.00
'ASD518106','2025-01-25 21:14:49.510','PR9819','OP3323                                            ','SC2707',7,'Rainy','Grayscale','PTS ',42.19,1.63,167.00
'ASD987532','2024-11-22 18:44:59.510','PR9513','OP4440                                            ','SC5447',2,'Clear',NULL,'LAS ',35.42,2.77,90.00
'ASD316884','2024-12-12 14:15:00.510','PR5977','OP2090                                            ','SC3424',8,'Clear','Grayscale','PLY ',24.74,6.35,59.00
'ASD681243','2024-05-26 22:53:53.511','PR5215','OP1476                                            ','SC9393',19,'Rainy',NULL,'PLY ',15.61,3.16,204.00
'ASD488722','2025-01-08 10:22:08.511','PR5645','OP8691                                            ','SC8416',3,'Clear','Grayscale','E57 ',45.08,9.18,152.00
'ASD757400','2024-06-30 05:41:25.511','PR2963','OP4994                                            ','SC2701',6,'Clear',NULL,'LAS ',5.45,7.09,118.00
'ASD394421','2025-02-17 16:26:42.511','PR2179','OP4924                                            ','SC9334',5,'Clear',NULL,'LAS ',1.96,9.14,83.00
'ASD323377','2025-01-03 20:16:54.511','PR2491','OP4628                                            ','SC7843',6,'Clear',NULL,'PLY ',10.38,2.03,93.00
'ASD615621','2024-08-25 09:38:24.512','PR5365','OP4378                                            ','SC6965',4,'Rainy','RGB','E57 ',18.81,8.60,110.00
'ASD312859','2025-02-04 02:59:03.512','PR3363','OP6138                                            ','SC4286',16,'Windy','RGB','PLY ',45.63,2.19,224.00
'ASD435071','2024-12-10 10:44:59.512','PR2609','OP5063                                            ','SC1048',16,'Windy','RGB','OBJ ',29.34,2.92,229.00
'ASD368149','2025-02-14 16:33:41.512','PR2761','OP1984                                            ','SC2494',19,'Cloudy','Grayscale','PTS ',11.41,7.13,79.00
'ASD105098','2024-03-11 09:58:24.512','PR2750','OP8108                                            ','SC2108',2,'Clear',NULL,'PTS ',18.12,1.13,230.00
'ASD280104','2024-09-20 02:17:07.513','PR6431','OP5101                                            ','SC9995',6,'Cloudy','RGB','E57 ',29.09,2.19,46.00
'ASD741523','2024-10-12 08:21:31.513','PR2681','OP3155                                            ','SC1672',4,'Clear','Grayscale','LAS ',34.63,5.10,233.00
'ASD806596','2024-03-07 03:15:56.513','PR1055','OP7865                                            ','SC3375',5,'Windy','Grayscale','LAS ',46.34,7.56,169.00
'ASD260134','2024-07-12 07:48:34.513','PR6415','OP2991                                            ','SC1477',7,'Clear','Grayscale','LAS ',3.30,6.89,212.00
'ASD380040','2024-06-19 10:26:04.513','PR4126','OP6656                                            ','SC6130',8,'Clear',NULL,'PTS ',40.36,3.63,157.00
'ASD702502','2024-03-12 07:58:18.513','PR9151','OP9119                                            ','SC2023',18,'Clear','RGB','LAS ',47.39,4.88,178.00
'ASD600748','2025-02-10 21:06:15.513','PR2073','OP2782                                            ','SC8427',3,'Rainy','RGB','PLY ',48.01,5.91,19.00
'ASD998053','2024-06-10 10:01:16.514','PR9610','OP9891                                            ','SC3414',7,'Cloudy','Grayscale','PTS ',29.98,5.52,142.00
'ASD636588','2024-03-30 03:55:34.515','PR1262','OP9861                                            ','SC4976',13,'Rainy','RGB','LAS ',12.27,9.19,92.00
'ASD180012','2024-12-14 23:10:58.515','PR7750','OP4874                                            ','SC3186',5,'Cloudy','Grayscale','PLY ',16.57,1.95,12.00
'ASD269085','2024-10-07 13:48:14.515','PR7673','OP1605                                            ','SC5606',5,'Rainy','RGB','LAS ',32.73,6.56,24.00
'ASD171880','2024-08-04 07:57:51.515','PR8093','OP7475                                            ','SC5847',15,'Rainy','RGB','LAS ',29.67,5.48,82.00
'ASD129509','2024-05-18 17:57:04.515','PR6011','OP9121                                            ','SC2000',5,'Rainy','RGB','LAS ',45.77,2.15,185.00
'ASD310181','2025-01-15 10:32:55.515','PR5407','OP9000                                            ','SC7756',8,'Clear',NULL,'LAS ',3.78,8.44,35.00
'ASD809233','2025-01-12 08:24:27.515','PR2119','OP9855                                            ','SC7100',4,'Windy',NULL,'PTS ',26.59,2.15,219.00
'ASD839769','2024-08-06 07:47:31.515','PR8736','OP7096                                            ','SC6527',6,'Rainy',NULL,'LAS ',37.57,9.47,38.00
'ASD777274','2024-11-03 19:51:13.516','PR6346','OP9356                                            ','SC6368',6,'Rainy','RGB','OBJ ',12.82,3.19,185.00
'ASD356984','2024-11-30 18:44:15.516','PR9611','OP2319                                            ','SC4174',10,'Clear','Grayscale','PTS ',41.99,5.56,227.00
'ASD658543','2024-08-30 05:19:44.517','PR6223','OP8344                                            ','SC7142',3,'Windy',NULL,'E57 ',44.57,6.13,94.00
'ASD133092','2024-10-12 19:11:11.517','PR1779','OP4216                                            ','SC8202',15,'Rainy',NULL,'PLY ',12.52,2.08,219.00
'ASD518767','2024-10-11 13:37:56.517','PR9412','OP9643                                            ','SC9549',10,'Rainy','Grayscale','LAS ',3.42,9.18,200.00
'ASD217401','2024-06-25 15:28:40.517','PR3327','OP9960                                            ','SC1149',18,'Cloudy',NULL,'LAS ',14.10,5.30,204.00
'ASD484362','2024-03-12 13:56:32.517','PR7681','OP8931                                            ','SC6696',20,'Cloudy','RGB','PLY ',0.89,1.30,136.00
'ASD998532','2024-08-20 20:51:42.517','PR6661','OP7217                                            ','SC7024',14,'Cloudy',NULL,'OBJ ',19.46,3.88,238.00
'ASD646568','2024-05-27 23:05:37.518','PR4002','OP3167                                            ','SC9200',8,'Windy','RGB','LAS ',10.46,8.98,138.00
'ASD389070','2024-11-08 08:15:29.518','PR4046','OP7370                                            ','SC2652',13,'Rainy',NULL,'PTS ',48.93,1.43,121.00
'ASD128062','2024-04-04 02:44:32.518','PR3039','OP5358                                            ','SC4179',12,'Cloudy',NULL,'LAS ',43.10,1.28,111.00
'ASD349976','2024-08-18 07:24:25.518','PR6322','OP6038                                            ','SC6365',15,'Windy',NULL,'PTS ',17.86,4.70,52.00
'ASD949319','2024-04-14 02:46:55.518','PR4471','OP4878                                            ','SC4906',14,'Cloudy','Grayscale','PTS ',15.09,3.73,16.00
'ASD272814','2024-12-07 13:20:24.519','PR5517','OP5131                                            ','SC1764',12,'Cloudy','RGB','LAS ',42.42,6.69,26.00
'ASD948405','2024-10-10 20:23:36.519','PR8462','OP4887                                            ','SC8552',8,'Rainy',NULL,'E57 ',23.70,8.11,156.00
'ASD569426','2024-10-25 15:40:51.519','PR9009','OP6941                                            ','SC5521',11,'Clear',NULL,'PLY ',14.68,5.07,65.00
'ASD356491','2024-07-09 08:41:27.519','PR5545','OP6953                                            ','SC3987',20,'Windy','Grayscale','PTS ',47.16,5.75,94.00
'ASD273946','2024-09-04 19:16:36.519','PR9353','OP5392                                            ','SC4762',7,'Windy','RGB','PLY ',23.76,9.54,107.00
'ASD241999','2025-01-01 07:00:18.520','PR4411','OP2446                                            ','SC2648',4,'Windy','Grayscale','E57 ',38.04,6.79,92.00
'ASD981655','2024-07-13 22:32:16.520','PR8172','OP4131                                            ','SC2601',9,'Clear',NULL,'PLY ',39.74,5.66,61.00
'ASD997245','2024-03-28 18:51:17.520','PR6327','OP3591                                            ','SC7827',12,'Windy','RGB','PTS ',22.78,1.46,29.00
