58,'SC4167','SN61826                                           ',3447759,8734644,1.63,'1K',2048,'High',0.300
59,'SC2682','SN95142                                           ',5376555,8001455,5.88,'4K',8192,'Low',1.400
60,'SC9195','SN14216                                           ',6769202,4845236,8.31,'1K',1024,'Medium',0.850
61,'SC3514','SN60464                                           ',3981802,5565057,9.28,NULL,1024,'Low',3.490
62,'SC3935','SN18228                                           ',9390129,1705936,5.88,'4K',2048,'Medium',1.490
63,'SC9397','SN23672                                           ',9086848,8806111,4.73,NULL,1024,'Medium',2.190
64,'SC6400','SN39641                                           ',7792203,7581602,6.95,'1K',4096,'Medium',0.110
65,'SC9524','SN64982                                           ',9863938,6392628,4.84,'2K',2048,'High',4.640
66,'SC5899','SN80959                                           ',4045373,5945223,8.72,'4K',4096,'High',0.410
67,'SC1888','SN82031                                           ',6556275,7017713,5.29,'2K',8192,'Low',3.870
68,'SC5674','SN79594                                           ',7917281,8743916,0.86,'1K',8192,'Low',2.980
69,'SC9724','SN58001                                           ',6562365,1502416,8.40,'4K',1024,'Low',0.600
70,'SC5372','SN61451                                           ',4820757,7082108,4.15,NULL,1024,'Low',0.940
71,'SC9649','SN15337                                           ',4556681,2180602,6.41,'1K',1024,'High',1.430
72,'SC8068','SN76553                                           ',3106969,1884154,8.82,'4K',4096,'Low',2.890
73,'SC5948','SN85396                                           ',8421257,6699861,0.48,NULL,2048,'Low',4.320
74,'SC4175','SN26299                                           ',8431667,5118569,1.72,'4K',2048,'High',4.380
75,'SC1239','SN76172                                           ',4365049,9172559,0.63,'2K',2048,'Low',1.870
76,'SC6906','SN75505                                           ',7121273,9059811,5.80,NULL,8192,'High',2.380
77,'SC2971','SN27314                                           ',897890,3100761,7.78,'1K',4096,'Medium',2.870
78,'SC3115','SN45037                                           ',8015224,2209165,3.33,'1K',4096,'Medium',0.810
79,'SC1807','SN16546                                           ',4169949,977608,7.95,'2K',2048,'Medium',0.210
80,'SC7903','SN82591                                           ',9509030,9026833,7.88,NULL,1024,'High',3.300
81,'SC1321','SN94363                                           ',7283262,1032484,2.53,'2K',1024,'Medium',2.600
82,'SC7759','SN85921                                           ',4030476,8902818,7.93,'1K',4096,'Low',2.900
83,'SC8289','SN86465                                           ',476428,2983762,0.63,'2K',4096,'High',2.370
84,'SC9467','SN24069                                           ',363553,4775359,8.43,'1K',4096,'High',3.790
85,'SC9722','SN32201                                           ',6409131,2692566,8.46,'1K',1024,'Medium',4.030
86,'SC2031','SN16763                                           ',2369900,9233622,6.73,'2K',4096,'High',2.640
87,'SC5070','SN86217                                           ',8225815,9700999,8.97,'2K',2048,'Medium',3.870
88,'SC5456','SN83433                                           ',3301918,6339070,9.45,'2K',4096,'High',3.990
89,'SC4089','SN82285                                           ',1180614,6450860,2.69,NULL,4096,'High',1.010
90,'SC3039','SN54588                                           ',5383881,9763873,5.72,'1K',4096,'Medium',3.510
91,'SC5465','SN38774                                           ',6230658,4339771,4.92,NULL,8192,'High',4.390
92,'SC8270','SN67279                                           ',2531186,8202250,8.67,NULL,8192,'Low',3.120
93,'SC5176','SN64343                                           ',2375920,2434029,1.65,'4K',8192,'Low',4.230
94,'SC8164','SN81002                                           ',3357576,8330520,4.74,NULL,2048,'Low',4.810
95,'SC5475','SN11715                                           ',8977515,2910428,3.43,NULL,8192,'Low',2.580
96,'SC9444','SN77475                                           ',156586,5945349,0.59,NULL,1024,'Medium',4.530
97,'SC2261','SN20590                                           ',418298,2916639,2.27,'1K',8192,'Low',2.920
98,'SC5055','SN76082                                           ',3413299,7842944,2.08,'1K',8192,'High',4.760
99,'SC1698','SN59942                                           ',971549,6145362,0.90,'2K',2048,'High',1.270
100,'SC6000','SN54866                                           ',1887866,5737247,9.68,'4K',1024,'Low',1.280
101,'SC3518','SN96784                                           ',6490857,5674684,4.16,'1K',4096,'Low',1.710
102,'SC1774','SN18248                                           ',9792118,276962,9.36,'4K',4096,'Low',1.150
103,'SC8811','SN49275                                           ',3567241,1301073,4.83,'4K',8192,'Low',1.060
104,'SC1270','SN76503                                           ',9886797,3335147,7.62,'4K',8192,'Medium',2.170
105,'SC6155','SN65597                                           ',6681842,4626239,4.13,'2K',1024,'High',4.810
106,'SC9355','SN69657                                           ',3046797,1885293,0.18,'4K',1024,'Medium',3.650
107,'SC3176','SN29689                                           ',531185,2786219,1.81,NULL,2048,'High',0.970
108,'SC3688','SN15733                                           ',805281,3635377,1.23,'1K',4096,'Medium',1.940
109,'SC4526','SN88377                                           ',6903515,6886215,4.55,NULL,2048,'Low',2.010
110,'SC7637','SN26351                                           ',2471668,2944066,8.21,'2K',8192,'Medium',0.800
111,'SC4224','SN65822                                           ',1912347,7456545,5.90,'4K',1024,'High',3.730
112,'SC3823','SN62527                                           ',3221175,7717537,2.44,'4K',4096,'Low',3.840
113,'SC5031','SN26790                                           ',474462,4724522,0.72,NULL,4096,'High',1.480
114,'SC2272','SN54415                                           ',6078086,9981776,8.41,'4K',4096,'Medium',1.640
115,'SC4661','SN57408                                           ',7970411,9150755,5.99,'1K',1024,'High',1.700
116,'SC2629','SN79576                                           ',2157648,681895,5.68,'4K',1024,'High',3.740
117,'SC7470','SN86263                                           ',2608736,6501013,2.29,'1K',8192,'High',3.090
118,'SC8933','SN11260                                           ',2147291,2595399,2.76,'4K',8192,'Low',0.340
119,'SC8329','SN21676                                           ',153945,2749383,0.59,'2K',2048,'Low',0.300
120,'SC9994','SN88244                                           ',7478473,5414050,1.73,'4K',2048,'Low',4.560
121,'SC7405','SN50130                                           ',3511192,284421,2.37,'4K',8192,'Low',2.760
122,'SC9620','SN60502                                           ',3375692,5817445,8.49,NULL,8192,'Low',1.190
123,'SC5954','SN56743                                           ',4699588,2797170,4.90,'1K',8192,'Low',2.910
124,'SC4127','SN60983                                           ',3928240,243719,6.91,'4K',8192,'Low',4.160
125,'SC6154','SN61504                                           ',6044551,3919429,5.15,NULL,2048,'High',4.340
126,'SC7920','SN36995                                           ',817165,6477461,5.49,NULL,8192,'High',4.680
127,'SC2205','SN92940                                           ',8273344,2321041,2.75,'1K',4096,'Medium',3.180
128,'SC3240','SN23221                                           ',4117320,5623383,0.54,'4K',8192,'Medium',1.830
129,'SC1328','SN58792                                           ',2108543,7174497,0.15,NULL,2048,'High',4.550
130,'SC4466','SN82243                                           ',3900014,2487024,5.08,'4K',8192,'High',3.170
131,'SC2464','SN44293                                           ',9980078,5488662,0.53,'2K',4096,'High',4.080
132,'SC7246','SN23890                                           ',9006592,5795010,5.80,NULL,1024,'High',1.090
133,'SC8506','SN15169                                           ',8283985,9123772,4.32,'2K',1024,'High',2.130
134,'SC5006','SN30260                                           ',7152561,9074380,5.08,NULL,8192,'Low',3.790
135,'SC1092','SN78685                                           ',725485,4584362,5.82,'1K',4096,'High',3.730
136,'SC4777','SN30623                                           ',1216880,1982133,8.68,'2K',2048,'High',0.250
137,'SC8652','SN24149                                           ',8046451,9896390,0.67,'1K',4096,'Low',4.600
138,'SC5824','SN25877                                           ',7896249,8478249,0.58,'1K',1024,'High',3.340
139,'SC6347','SN58213                                           ',9031168,2353728,5.58,'4K',4096,'High',2.580
140,'SC9922','SN95032                                           ',3067668,9976237,7.65,'2K',4096,'Medium',0.580
141,'SC9392','SN75919                                           ',3376949,2350908,2.32,'2K',8192,'Low',0.790
142,'SC4745','SN54112                                           ',2569723,8317976,0.91,'4K',1024,'Low',3.960
143,'SC9659','SN77408                                           ',5747536,3115025,7.55,'4K',8192,'Low',0.270
144,'SC6757','SN89479                                           ',2131164,4381506,0.35,'1K',4096,'Low',0.530
145,'SC9168','SN15939                                           ',3601529,5246635,1.96,'4K',1024,'High',1.860
146,'SC6176','SN61901                                           ',2719778,9427357,4.77,NULL,2048,'Low',1.470
147,'SC5981','SN60147                                           ',3296683,7459551,4.38,'4K',4096,'Low',0.970
148,'SC2707','SN20322                                           ',4752705,5125009,3.86,'4K',4096,'High',2.270
149,'SC5447','SN79374                                           ',7033522,7408796,5.29,'4K',4096,'Medium',1.000
150,'SC3424','SN98315                                           ',1455540,3722036,1.08,'4K',4096,'Low',0.170
151,'SC9393','SN68191                                           ',1237383,7483122,1.68,NULL,2048,'Medium',0.520
152,'SC8416','SN80354                                           ',9643651,6401224,4.71,NULL,1024,'High',0.200
153,'SC2701','SN71983                                           ',8370802,8015724,6.14,'1K',8192,'High',2.120
154,'SC9334','SN80192                                           ',8730193,4612676,4.20,'4K',8192,'High',1.590
155,'SC7843','SN19294                                           ',7503422,7478512,0.73,'2K',2048,'Low',3.820
156,'SC6965','SN53853                                           ',9813919,9076088,2.39,'4K',2048,'High',0.910
157,'SC4286','SN61714                                           ',8416705,3990986,9.96,'1K',8192,'Medium',2.080
158,'SC1048','SN56330                                           ',764146,3546941,8.01,'1K',4096,'Low',0.260
159,'SC2494','SN74746                                           ',6255492,6905307,0.40,'4K',8192,'Medium',2.060
160,'SC2108','SN25272                                           ',9155847,9966691,2.30,NULL,1024,'Low',2.210
161,'SC9995','SN55179                                           ',5657447,1852811,8.55,'2K',8192,'High',2.750
162,'SC1672','SN92964                                           ',515423,2190883,0.82,NULL,4096,'Medium',1.730
163,'SC3375','SN51603                                           ',8958770,6601831,2.56,'1K',2048,'Medium',1.220
164,'SC1477','SN38560                                           ',9296893,8918595,3.93,'4K',8192,'High',3.680
165,'SC6130','SN29344                                           ',2245336,8722016,4.42,'4K',1024,'High',3.590
166,'SC2023','SN35988                                           ',4032167,8348461,8.46,'2K',4096,'Low',3.400
167,'SC8427','SN24960                                           ',9321156,9610779,8.79,'1K',1024,'Medium',4.220
168,'SC3414','SN78894                                           ',5780230,9205909,1.08,NULL,1024,'Medium',1.940
169,'SC4976','SN88998                                           ',1433727,6013499,1.56,'4K',2048,'High',4.890
170,'SC3186','SN87631                                           ',1355764,6803284,1.28,NULL,2048,'Medium',3.450
171,'SC5606','SN49116                                           ',6957001,3406371,7.72,'2K',4096,'Low',0.250
172,'SC5847','SN88108                                           ',3231046,4855174,1.28,NULL,4096,'Medium',1.340
173,'SC2000','SN61918                                           ',4480730,741691,1.57,'4K',1024,'Medium',1.530
174,'SC7756','SN34539                                           ',493364,1330473,6.07,NULL,8192,'High',2.710
175,'SC7100','SN38274                                           ',7425222,7478204,0.44,'1K',2048,'High',1.610
176,'SC6527','SN39102                                           ',6794957,8097559,2.29,'1K',8192,'High',3.500
177,'SC6368','SN47967                                           ',7916690,5749325,1.37,'2K',8192,'High',3.930
178,'SC4174','SN22938                                           ',6491280,3460360,8.18,'4K',4096,'Medium',4.590
179,'SC7142','SN37670                                           ',2722656,274892,8.63,'1K',8192,'Medium',4.880
180,'SC8202','SN84797                                           ',7368908,4704650,7.83,'1K',2048,'Low',4.080
181,'SC9549','SN44868                                           ',6031260,6362588,6.24,'1K',1024,'High',3.880
182,'SC1149','SN40054                                           ',5556316,2713895,7.73,'2K',8192,'High',3.150
183,'SC6696','SN72155                                           ',3927111,2215932,2.53,'4K',2048,'Medium',3.610
184,'SC7024','SN93237                                           ',398063,5476417,5.31,'2K',2048,'Medium',3.760
185,'SC9200','SN77909                                           ',3776160,4105164,7.98,NULL,8192,'Low',2.430
186,'SC2652','SN82668                                           ',3853169,1519086,9.38,'2K',8192,'Low',3.520
187,'SC4179','SN13700                                           ',657300,9699080,9.50,NULL,8192,'Medium',4.940
188,'SC6365','SN65873                                           ',8953129,8359538,0.18,NULL,8192,'High',2.780
189,'SC4906','SN22139                                           ',9589276,9248162,5.25,'4K',1024,'Medium',0.570
190,'SC1764','SN71998                                           ',2863873,7370163,2.65,'2K',2048,'High',3.020
191,'SC8552','SN54763                                           ',4074331,6568400,8.14,'1K',4096,'Medium',0.760
192,'SC5521','SN68866                                           ',4040202,1337054,6.23,'1K',1024,'Low',3.140
193,'SC3987','SN99202                                           ',8940830,3378162,6.99,'4K',2048,'Low',3.330
194,'SC4762','SN67150                                           ',9286455,7721354,0.47,'1K',4096,'High',3.460
195,'SC2648','SN14699                                           ',8058227,9950372,2.45,NULL,4096,'Low',4.820
196,'SC2601','SN57002                                           ',962764,3995536,4.83,'4K',4096,'Low',3.340
197,'SC7827','SN46672                                           ',7510242,2235754,5.75,'2K',8192,'Low',3.410
198,'SC4130','SN10636                                           ',4040471,5181294,3.37,'1K',4096,'High',0.600
199,'SC1974','SN45000                                           ',4239835,8319348,5.79,'1K',8192,'High',0.810
200,'SC7054','SN72090                                           ',1531908,1006304,9.80,'2K',1024,'Low',1.090
201,'SC9704','SN61990                                           ',5827901,4016577,8.24,'1K',2048,'High',4.920
202,'SC2519','SN52843                                           ',8261955,8366347,6.63,NULL,8192,'High',4.170
203,'SC7841','SN57116                                           ',4558217,9678631,2.59,NULL,2048,'Medium',2.270
204,'SC4119','SN70541                                           ',9816594,9423611,4.51,'2K',2048,'Medium',1.750
205,'SC9234','SN33200                                           ',7664692,8594314,3.76,NULL,1024,'Medium',0.600
206,'SC3073','SN86253                                           ',8470751,5608446,4.21,'1K',2048,'Medium',2.330
207,'SC8090','SN66420                                           ',9427604,5298944,7.46,'2K',4096,'Medium',2.920
208,'SC6572','SN10282                                           ',8112274,9488121,6.35,NULL,8192,'Medium',3.090
209,'SC3150','SN18139                                           ',1743777,3683750,9.11,NULL,8192,'High',0.240
210,'SC7374','SN11300                                           ',861825,1179832,1.52,'4K',1024,'Low',3.020
211,'SC3242','SN44582                                           ',5503166,1785470,5.53,'2K',4096,'High',3.510
212,'SC1856','SN98291                                           ',1331963,4067076,8.61,NULL,8192,'Medium',1.190
213,'SC5498','SN76443                                           ',1487452,4865435,1.39,'2K',4096,'Medium',3.840
214,'SC3578','SN35208                                           ',4507627,5305700,2.39,'2K',8192,'Medium',0.390
215,'SC6027','SN32520                                           ',9900104,8303720,5.77,'2K',8192,'Low',3.150
216,'SC2220','SN18042                                           ',6756432,9901259,3.77,NULL,4096,'High',3.470
217,'SC8872','SN99718                                           ',8714815,7088222,8.49,'1K',4096,'Low',0.180
218,'SC6115','SN71157                                           ',1184208,6120342,2.40,'1K',8192,'High',0.190
219,'SC3591','SN76303                                           ',432101,4280254,1.85,'2K',1024,'Medium',4.550
220,'SC4845','SN90172                                           ',6415523,591196,0.30,NULL,4096,'High',4.960
221,'SC4547','SN12624                                           ',9597385,5738064,5.23,'2K',8192,'Low',2.160
222,'SC2889','SN80438                                           ',2079459,5518371,1.03,'1K',8192,'High',4.380
223,'SC1896','SN86240                                           ',7112107,4728069,6.02,'1K',4096,'Medium',2.150
224,'SC4184','SN48665                                           ',3449427,9040480,7.98,'2K',8192,'Medium',4.810
225,'SC2745','SN29304                                           ',2422757,919814,1.99,NULL,2048,'Medium',2.900
226,'SC1510','SN39615                                           ',5105108,3052905,7.64,'2K',8192,'Low',0.900
227,'SC7138','SN70203                                           ',5030907,1786760,1.58,'4K',2048,'High',4.520
228,'SC4532','SN21627                                           ',6559001,4118106,1.05,'1K',8192,'Low',0.270
229,'SC8645','SN11556                                           ',846638,2226007,1.25,'2K',2048,'Medium',3.750
230,'SC3660','SN20508                                           ',842204,4688367,1.34,'1K',4096,'Low',4.840
231,'SC3410','SN72494                                           ',9869543,5211871,2.51,NULL,1024,'Medium',3.270
232,'SC1738','SN84094                                           ',3017802,3546825,0.39,'2K',8192,'Low',3.240
233,'SC3511','SN27393                                           ',7830248,3410508,4.41,'4K',8192,'Medium',0.330
234,'SC6561','SN39150                                           ',8151874,6300615,0.40,'1K',4096,'Low',0.520
235,'SC5310','SN28531                                           ',1281941,2463953,0.21,NULL,4096,'Medium',4.980
236,'SC9697','SN81186                                           ',5223944,2629315,5.55,'1K',2048,'High',4.270
237,'SC7640','SN48591                                           ',9434796,1600677,4.87,'4K',2048,'Low',2.460
238,'SC5050','SN51342                                           ',6245404,1427933,8.16,'2K',8192,'High',0.690
239,'SC8645','SN67954                                           ',5815417,2060868,3.22,'1K',8192,'High',3.460
240,'SC1635','SN23496                                           ',7624822,7406290,2.58,'4K',1024,'Low',4.750
241,'SC3779','SN57305                                           ',8020121,2863777,4.96,'2K',4096,'High',1.090
242,'SC5984','SN78765                                           ',4968766,3496387,9.88,'2K',4096,'Medium',1.500
243,'SC8166','SN68352                                           ',6576626,2501786,1.74,'1K',4096,'Low',3.720
244,'SC3293','SN21601                                           ',9521269,7602406,4.10,'2K',1024,'High',0.200
245,'SC7434','SN96064                                           ',2171282,5265829,3.44,NULL,8192,'High',3.270
246,'SC9235','SN21216                                           ',5490331,5001301,1.34,'1K',8192,'Low',3.860
247,'SC9674','SN59607                                           ',9166277,2839318,1.73,NULL,1024,'Medium',3.430
248,'SC6655','SN49127                                           ',5406715,6030748,2.04,'1K',8192,'Medium',3.160
249,'SC4971','SN91605                                           ',9625622,3997229,6.20,NULL,4096,'High',3.470
250,'SC6263','SN48928                                           ',6788662,4356354,5.58,'2K',8192,'Medium',3.550
251,'SC5313','SN87964                                           ',9961870,8058931,1.45,'4K',8192,'High',2.960
252,'SC5378','SN30026                                           ',5084713,7525146,6.02,NULL,8192,'High',4.590
253,'SC8686','SN72440                                           ',1691600,3575506,8.50,'4K',1024,'High',3.320
254,'SC6624','SN63513                                           ',7305681,2379235,7.73,NULL,1024,'Medium',2.120
255,'SC2565','SN42944                                           ',1723934,2780293,9.30,'1K',2048,'Low',2.340
256,'SC6600','SN79438                                           ',3829249,5045818,5.86,'2K',1024,'Medium',3.940
257,'SC9613','SN25175                                           ',2705933,9092890,4.89,NULL,4096,'Medium',4.820
258,'SC9763','SN21919                                           ',5356065,6201966,8.39,'4K',1024,'Low',1.630
259,'SC5700','SN54940                                           ',5615289,5014915,4.38,'2K',8192,'Low',1.910
260,'SC1225','SN90290                                           ',8824862,2710151,7.12,'2K',1024,'Low',2.360
261,'SC8827','SN88857                                           ',4125158,6538941,6.70,'1K',1024,'Medium',4.350
262,'SC6581','SN46339                                           ',3635178,5910148,7.19,'2K',4096,'Medium',4.140
263,'SC7279','SN39947                                           ',1024984,2631799,9.14,'4K',4096,'Low',0.930
264,'SC1405','SN98186                                           ',6190803,7894187,2.98,'4K',8192,'High',0.940
265,'SC6234','SN99414                                           ',414770,6601546,1.82,'4K',1024,'Low',0.600
266,'SC4639','SN10024                                           ',9609304,8441307,9.59,NULL,4096,'Low',0.280
267,'SC7021','SN69909                                           ',4923330,1460507,0.92,'4K',8192,'Low',2.230
268,'SC7992','SN39156                                           ',2748250,8939373,4.17,'1K',2048,'Low',1.930
269,'SC4549','SN47029                                           ',8289396,3449816,5.61,'1K',8192,'High',3.040
270,'SC8461','SN13690                                           ',7409349,5003522,8.50,'2K',8192,'High',2.640
271,'SC9062','SN35672                                           ',7688644,4216728,6.28,'4K',8192,'High',0.280
272,'SC2812','SN24100                                           ',832218,4041259,4.35,'1K',4096,'Medium',4.980
273,'SC9400','SN64555                                           ',6392394,3012322,2.76,NULL,8192,'High',1.040
274,'SC3198','SN88064                                           ',1282612,2424135,9.44,'4K',4096,'High',1.070
275,'SC9858','SN88180                                           ',2959739,909285,9.09,'4K',1024,'High',1.350
276,'SC8443','SN74400                                           ',7517472,6447169,3.87,'2K',4096,'High',3.470
277,'SC4378','SN85391                                           ',339697,1051879,7.92,NULL,2048,'High',1.320
278,'SC2215','SN17761                                           ',7373217,8776584,8.04,'1K',8192,'High',4.420
279,'SC5545','SN64295                                           ',929209,3598895,2.62,'4K',4096,'High',0.190
280,'SC3544','SN75671                                           ',7720684,8325756,8.21,NULL,4096,'High',0.800
281,'SC6871','SN18593                                           ',4767492,7075343,7.96,'2K',8192,'Low',2.110
282,'SC5797','SN76606                                           ',1536262,9664453,1.08,NULL,8192,'Low',4.500
283,'SC7445','SN25016                                           ',2289883,9966692,0.71,NULL,1024,'High',4.070
284,'SC5748','SN71589                                           ',5492809,3108591,5.59,'2K',2048,'Low',3.350
285,'SC5043','SN90368                                           ',2321419,7342010,4.86,'2K',1024,'Medium',1.760
286,'SC8885','SN27825                                           ',4548027,7819685,5.87,'4K',2048,'High',1.720
287,'SC9635','SN63742                                           ',260468,5112038,0.23,'1K',8192,'Low',0.170
288,'SC8845','SN57180                                           ',2625433,7013999,9.70,'4K',1024,'Low',3.110
289,'SC7231','SN80643                                           ',7716564,1714201,9.42,'4K',1024,'High',2.610
290,'SC7466','SN31311                                           ',1211564,2642294,3.45,'2K',8192,'Medium',3.650
291,'SC6899','SN93444                                           ',9069229,6175848,6.97,'1K',1024,'Medium',2.930
292,'SC1270','SN21292                                           ',4106486,9647600,9.80,'4K',4096,'Medium',3.840
293,'SC6789','SN64067                                           ',1458926,1796483,0.60,'4K',4096,'Low',0.250
294,'SC8055','SN49065                                           ',9581094,7032094,9.86,'1K',2048,'High',4.990
295,'SC7994','SN39775                                           ',6249409,8331815,4.67,'2K',8192,'High',2.240
296,'SC8434','SN18216                                           ',7146956,2133121,1.22,NULL,2048,'Medium',2.710
297,'SC8804','SN33808                                           ',3954778,3306301,6.45,NULL,4096,'High',2.980
298,'SC7018','SN58168                                           ',6253752,8290916,5.49,NULL,8192,'Medium',3.990
299,'SC2032','SN64708                                           ',4751450,1318341,8.61,'4K',8192,'Medium',1.460
300,'SC4284','SN97254                                           ',3695895,9861376,6.70,NULL,2048,'Low',3.220
301,'SC2817','SN17678                                           ',9302032,6066562,3.02,'4K',2048,'Medium',4.150
302,'SC3050','SN17052                                           ',9772621,204101,5.16,'2K',2048,'Low',4.310
303,'SC7250','SN48026                                           ',6452559,3065342,3.69,NULL,4096,'High',0.640
304,'SC4392','SN44331                                           ',6490881,616329,9.56,'4K',1024,'High',0.300
305,'SC9120','SN38791                                           ',4269893,8673702,8.52,'2K',1024,'Medium',2.840
306,'SC8315','SN25680                                           ',1807457,3098766,5.22,'2K',8192,'High',0.760
307,'SC5632','SN40790                                           ',1493974,4074826,5.61,'1K',8192,'High',2.110
308,'SC9085','SN35562                                           ',4243873,444404,8.58,'2K',8192,'Low',4.360
309,'SC6577','SN87599                                           ',9337466,2852201,3.81,NULL,8192,'Low',3.100
310,'SC9229','SN86001                                           ',1310829,1852966,9.12,'1K',1024,'Low',3.160
311,'SC5026','SN48358                                           ',2118324,8132316,2.88,'1K',2048,'High',1.080
312,'SC2039','SN50747                                           ',4291757,8590838,1.63,'1K',8192,'Low',3.730
313,'SC9951','SN12502                                           ',9017828,3416993,4.31,'1K',1024,'High',3.440
314,'SC8612','SN74527                                           ',3718364,9353998,2.83,'1K',1024,'High',1.360
315,'SC7710','SN70902                                           ',4444763,1165058,5.27,NULL,1024,'Low',2.490
316,'SC3188','SN20790                                           ',5223514,5470387,6.50,'4K',1024,'High',0.810
317,'SC5510','SN73315                                           ',5360335,9907166,8.42,'4K',4096,'Medium',1.840
318,'SC7440','SN25656                                           ',9726663,8202206,7.97,'4K',8192,'Low',0.270
319,'SC2480','SN62417                                           ',7071935,977302,7.56,'4K',8192,'Low',3.350
