71,'SC9649','SN15337                                           ','Manual',713,0,'Foundation','Metal','Not Required','Partial','Not Required'
72,'SC8068','SN76553                                           ','Semi-automatic',796,55,'Wall','Mixed','Partial','Not Required','Completed'
73,'SC5948','SN85396                                           ','Semi-automatic',100,83,'Complex','Metal','Completed','Not Required','Not Required'
74,'SC4175','SN26299                                           ','Automatic',255,16,'Floor','Ceramic','Not Required','Completed','Completed'
75,'SC1239','SN76172                                           ','Manual',319,22,'Foundation','Ceramic','Partial','Completed','Partial'
76,'SC6906','SN75505                                           ','Manual',842,2,'Foundation','Organic','Completed','Not Required','Completed'
77,'SC2971','SN27314                                           ','Manual',693,13,'Artifact','Organic','Partial','Completed','Not Required'
78,'SC3115','SN45037                                           ','Automatic',436,85,'Foundation','Metal','Not Required','Not Required','Partial'
79,'SC1807','SN16546                                           ','Manual',168,60,'Artifact','Mixed','Completed','Not Required','Completed'
80,'SC7903','SN82591                                           ','Automatic',683,13,'Wall','Metal','Not Required','Not Required','Not Required'
81,'SC1321','SN94363                                           ','Automatic',650,86,'Artifact','Ceramic','Not Required','Not Required','Partial'
82,'SC7759','SN85921                                           ','Automatic',717,38,'Foundation','Stone','Completed','Partial','Partial'
83,'SC8289','SN86465                                           ','Semi-automatic',531,91,'Wall','Stone','Not Required','Completed','Completed'
84,'SC9467','SN24069                                           ','Automatic',968,38,'Artifact','Metal','Partial','Partial','Partial'
85,'SC9722','SN32201                                           ','Manual',521,93,'Artifact','Metal','Completed','Not Required','Completed'
86,'SC2031','SN16763                                           ','Semi-automatic',906,77,'Wall','Organic','Not Required','Partial','Completed'
87,'SC5070','SN86217                                           ','Semi-automatic',310,21,'Artifact','Mixed','Partial','Partial','Completed'
88,'SC5456','SN83433                                           ','Automatic',194,44,'Foundation','Mixed','Partial','Not Required','Partial'
89,'SC4089','SN82285                                           ','Automatic',820,93,'Artifact','Organic','Not Required','Not Required','Completed'
90,'SC3039','SN54588                                           ','Automatic',159,0,'Artifact','Metal','Not Required','Completed','Completed'
91,'SC5465','SN38774                                           ','Automatic',356,63,'Floor','Organic','Not Required','Not Required','Partial'
92,'SC8270','SN67279                                           ','Manual',813,83,'Complex','Stone','Not Required','Not Required','Not Required'
93,'SC5176','SN64343                                           ','Manual',644,81,'Complex','Stone','Not Required','Completed','Partial'
94,'SC8164','SN81002                                           ','Semi-automatic',370,85,'Complex','Stone','Completed','Completed','Not Required'
95,'SC5475','SN11715                                           ','Semi-automatic',826,99,'Foundation','Stone','Completed','Partial','Completed'
96,'SC9444','SN77475                                           ','Automatic',999,46,'Floor','Organic','Completed','Not Required','Partial'
97,'SC2261','SN20590                                           ','Semi-automatic',377,14,'Foundation','Metal','Partial','Not Required','Partial'
98,'SC5055','SN76082                                           ','Automatic',197,22,'Foundation','Stone','Completed','Partial','Completed'
99,'SC1698','SN59942                                           ','Manual',403,93,'Foundation','Organic','Not Required','Partial','Completed'
100,'SC6000','SN54866                                           ','Semi-automatic',455,34,'Wall','Mixed','Completed','Partial','Not Required'
101,'SC3518','SN96784                                           ','Automatic',978,59,'Artifact','Stone','Completed','Completed','Partial'
102,'SC1774','SN18248                                           ','Automatic',150,28,'Complex','Metal','Not Required','Partial','Not Required'
103,'SC8811','SN49275                                           ','Automatic',115,20,'Complex','Ceramic','Partial','Not Required','Not Required'
104,'SC1270','SN76503                                           ','Semi-automatic',299,12,'Complex','Organic','Completed','Completed','Partial'
105,'SC6155','SN65597                                           ','Manual',963,1,'Complex','Stone','Partial','Not Required','Partial'
106,'SC9355','SN69657                                           ','Automatic',64,15,'Artifact','Organic','Not Required','Partial','Partial'
107,'SC3176','SN29689                                           ','Semi-automatic',264,29,'Complex','Mixed','Completed','Not Required','Partial'
108,'SC3688','SN15733                                           ','Automatic',314,80,'Artifact','Organic','Partial','Not Required','Completed'
109,'SC4526','SN88377                                           ','Manual',616,31,'Artifact','Organic','Completed','Partial','Not Required'
110,'SC7637','SN26351                                           ','Manual',315,52,'Artifact','Ceramic','Partial','Completed','Completed'
111,'SC4224','SN65822                                           ','Automatic',777,62,'Wall','Stone','Not Required','Completed','Completed'
112,'SC3823','SN62527                                           ','Automatic',448,29,'Wall','Stone','Completed','Completed','Not Required'
113,'SC5031','SN26790                                           ','Semi-automatic',413,50,'Artifact','Organic','Partial','Partial','Partial'
114,'SC2272','SN54415                                           ','Semi-automatic',61,100,'Foundation','Ceramic','Not Required','Not Required','Partial'
115,'SC4661','SN57408                                           ','Semi-automatic',106,83,'Wall','Ceramic','Partial','Not Required','Not Required'
116,'SC2629','SN79576                                           ','Manual',610,77,'Complex','Ceramic','Completed','Completed','Completed'
117,'SC7470','SN86263                                           ','Automatic',262,44,'Foundation','Organic','Partial','Not Required','Partial'
118,'SC8933','SN11260                                           ','Semi-automatic',135,24,'Wall','Mixed','Partial','Not Required','Partial'
119,'SC8329','SN21676                                           ','Manual',111,1,'Complex','Organic','Partial','Partial','Completed'
120,'SC9994','SN88244                                           ','Manual',998,14,'Wall','Mixed','Partial','Not Required','Partial'
121,'SC7405','SN50130                                           ','Automatic',913,84,'Complex','Stone','Partial','Completed','Completed'
122,'SC9620','SN60502                                           ','Semi-automatic',208,51,'Foundation','Mixed','Partial','Not Required','Not Required'
123,'SC5954','SN56743                                           ','Semi-automatic',684,10,'Complex','Organic','Completed','Partial','Completed'
124,'SC4127','SN60983                                           ','Manual',314,70,'Foundation','Metal','Completed','Completed','Completed'
125,'SC6154','SN61504                                           ','Manual',887,26,'Complex','Stone','Partial','Not Required','Not Required'
126,'SC7920','SN36995                                           ','Semi-automatic',341,95,'Artifact','Mixed','Not Required','Not Required','Completed'
127,'SC2205','SN92940                                           ','Semi-automatic',637,71,'Wall','Mixed','Completed','Partial','Not Required'
128,'SC3240','SN23221                                           ','Manual',489,4,'Foundation','Ceramic','Partial','Not Required','Completed'
129,'SC1328','SN58792                                           ','Manual',302,43,'Foundation','Stone','Partial','Partial','Not Required'
130,'SC4466','SN82243                                           ','Automatic',912,47,'Complex','Ceramic','Not Required','Partial','Partial'
131,'SC2464','SN44293                                           ','Automatic',883,43,'Artifact','Metal','Partial','Partial','Not Required'
132,'SC7246','SN23890                                           ','Automatic',962,63,'Foundation','Stone','Partial','Partial','Not Required'
133,'SC8506','SN15169                                           ','Automatic',623,84,'Complex','Mixed','Partial','Partial','Not Required'
134,'SC5006','SN30260                                           ','Semi-automatic',299,75,'Foundation','Ceramic','Completed','Partial','Not Required'
135,'SC1092','SN78685                                           ','Automatic',312,33,'Artifact','Metal','Partial','Partial','Not Required'
136,'SC4777','SN30623                                           ','Automatic',231,8,'Floor','Ceramic','Completed','Completed','Partial'
137,'SC8652','SN24149                                           ','Semi-automatic',132,78,'Artifact','Ceramic','Not Required','Completed','Not Required'
138,'SC5824','SN25877                                           ','Semi-automatic',52,35,'Floor','Ceramic','Partial','Partial','Not Required'
139,'SC6347','SN58213                                           ','Manual',350,70,'Floor','Organic','Completed','Not Required','Partial'
140,'SC9922','SN95032                                           ','Manual',375,19,'Wall','Metal','Partial','Partial','Not Required'
141,'SC9392','SN75919                                           ','Automatic',909,67,'Foundation','Ceramic','Not Required','Completed','Not Required'
142,'SC4745','SN54112                                           ','Automatic',61,13,'Artifact','Organic','Completed','Completed','Partial'
143,'SC9659','SN77408                                           ','Manual',133,23,'Artifact','Ceramic','Partial','Not Required','Not Required'
144,'SC6757','SN89479                                           ','Automatic',433,36,'Wall','Organic','Partial','Not Required','Not Required'
145,'SC9168','SN15939                                           ','Manual',170,30,'Foundation','Mixed','Partial','Not Required','Completed'
146,'SC6176','SN61901                                           ','Manual',859,42,'Foundation','Stone','Not Required','Partial','Completed'
147,'SC5981','SN60147                                           ','Manual',489,50,'Wall','Stone','Partial','Completed','Completed'
148,'SC2707','SN20322                                           ','Semi-automatic',250,43,'Artifact','Mixed','Not Required','Completed','Not Required'
149,'SC5447','SN79374                                           ','Automatic',1000,10,'Foundation','Mixed','Not Required','Completed','Completed'
150,'SC3424','SN98315                                           ','Semi-automatic',61,37,'Wall','Ceramic','Partial','Not Required','Not Required'
151,'SC9393','SN68191                                           ','Automatic',608,61,'Floor','Ceramic','Partial','Completed','Partial'
152,'SC8416','SN80354                                           ','Manual',781,25,'Foundation','Metal','Completed','Partial','Partial'
153,'SC2701','SN71983                                           ','Manual',449,10,'Floor','Ceramic','Completed','Partial','Partial'
154,'SC9334','SN80192                                           ','Semi-automatic',211,14,'Complex','Stone','Completed','Completed','Partial'
155,'SC7843','SN19294                                           ','Manual',831,7,'Foundation','Mixed','Partial','Not Required','Partial'
156,'SC6965','SN53853                                           ','Automatic',120,91,'Floor','Ceramic','Partial','Partial','Not Required'
157,'SC4286','SN61714                                           ','Automatic',12,54,'Artifact','Organic','Not Required','Completed','Completed'
158,'SC1048','SN56330                                           ','Manual',389,34,'Floor','Stone','Not Required','Partial','Completed'
159,'SC2494','SN74746                                           ','Manual',587,0,'Wall','Organic','Partial','Partial','Not Required'
160,'SC2108','SN25272                                           ','Semi-automatic',441,61,'Artifact','Stone','Partial','Completed','Completed'
161,'SC9995','SN55179                                           ','Automatic',299,91,'Wall','Metal','Not Required','Not Required','Not Required'
162,'SC1672','SN92964                                           ','Automatic',546,12,'Foundation','Metal','Not Required','Partial','Partial'
163,'SC3375','SN51603                                           ','Automatic',280,51,'Wall','Stone','Completed','Completed','Not Required'
164,'SC1477','SN38560                                           ','Manual',901,84,'Complex','Organic','Partial','Partial','Not Required'
165,'SC6130','SN29344                                           ','Automatic',557,92,'Floor','Organic','Completed','Completed','Completed'
166,'SC2023','SN35988                                           ','Automatic',594,81,'Floor','Organic','Completed','Completed','Completed'
167,'SC8427','SN24960                                           ','Automatic',800,10,'Floor','Metal','Not Required','Not Required','Not Required'
168,'SC3414','SN78894                                           ','Manual',373,49,'Floor','Stone','Completed','Not Required','Partial'
169,'SC4976','SN88998                                           ','Manual',261,34,'Artifact','Stone','Completed','Partial','Partial'
170,'SC3186','SN87631                                           ','Automatic',750,22,'Wall','Stone','Completed','Partial','Not Required'
171,'SC5606','SN49116                                           ','Automatic',940,42,'Foundation','Ceramic','Completed','Not Required','Completed'
172,'SC5847','SN88108                                           ','Manual',974,11,'Complex','Mixed','Completed','Partial','Not Required'
173,'SC2000','SN61918                                           ','Automatic',168,38,'Artifact','Ceramic','Completed','Completed','Completed'
174,'SC7756','SN34539                                           ','Manual',19,78,'Wall','Ceramic','Partial','Partial','Partial'
175,'SC7100','SN38274                                           ','Semi-automatic',324,51,'Foundation','Metal','Not Required','Not Required','Completed'
176,'SC6527','SN39102                                           ','Automatic',527,65,'Floor','Metal','Completed','Completed','Partial'
177,'SC6368','SN47967                                           ','Automatic',942,35,'Complex','Ceramic','Partial','Completed','Completed'
178,'SC4174','SN22938                                           ','Manual',255,3,'Floor','Mixed','Not Required','Partial','Completed'
179,'SC7142','SN37670                                           ','Automatic',738,50,'Wall','Organic','Partial','Completed','Completed'
180,'SC8202','SN84797                                           ','Semi-automatic',699,87,'Foundation','Stone','Partial','Partial','Partial'
181,'SC9549','SN44868                                           ','Semi-automatic',748,97,'Complex','Stone','Not Required','Completed','Completed'
182,'SC1149','SN40054                                           ','Manual',455,30,'Artifact','Metal','Partial','Partial','Partial'
183,'SC6696','SN72155                                           ','Manual',168,4,'Wall','Ceramic','Completed','Not Required','Completed'
184,'SC7024','SN93237                                           ','Manual',576,7,'Artifact','Ceramic','Not Required','Completed','Partial'
185,'SC9200','SN77909                                           ','Semi-automatic',644,97,'Artifact','Organic','Not Required','Completed','Not Required'
186,'SC2652','SN82668                                           ','Manual',686,28,'Floor','Organic','Completed','Not Required','Partial'
187,'SC4179','SN13700                                           ','Automatic',184,13,'Complex','Organic','Completed','Completed','Not Required'
188,'SC6365','SN65873                                           ','Automatic',423,73,'Wall','Organic','Partial','Completed','Partial'
189,'SC4906','SN22139                                           ','Automatic',364,16,'Wall','Organic','Not Required','Completed','Not Required'
190,'SC1764','SN71998                                           ','Semi-automatic',250,20,'Floor','Ceramic','Partial','Not Required','Not Required'
191,'SC8552','SN54763                                           ','Semi-automatic',952,97,'Complex','Organic','Partial','Completed','Partial'
192,'SC5521','SN68866                                           ','Semi-automatic',994,69,'Floor','Stone','Partial','Completed','Partial'
193,'SC3987','SN99202                                           ','Semi-automatic',577,15,'Wall','Stone','Completed','Not Required','Not Required'
194,'SC4762','SN67150                                           ','Manual',23,28,'Foundation','Stone','Completed','Completed','Partial'
195,'SC2648','SN14699                                           ','Semi-automatic',629,51,'Complex','Stone','Not Required','Not Required','Completed'
196,'SC2601','SN57002                                           ','Manual',940,57,'Complex','Organic','Completed','Completed','Not Required'
197,'SC7827','SN46672                                           ','Automatic',223,94,'Foundation','Ceramic','Not Required','Not Required','Not Required'
198,'SC4130','SN10636                                           ','Semi-automatic',309,81,'Wall','Metal','Completed','Not Required','Partial'
199,'SC1974','SN45000                                           ','Semi-automatic',522,41,'Artifact','Mixed','Not Required','Partial','Not Required'
200,'SC7054','SN72090                                           ','Semi-automatic',258,42,'Artifact','Ceramic','Partial','Completed','Partial'
201,'SC9704','SN61990                                           ','Semi-automatic',856,73,'Artifact','Mixed','Completed','Completed','Completed'
202,'SC2519','SN52843                                           ','Manual',426,35,'Artifact','Organic','Partial','Not Required','Partial'
203,'SC7841','SN57116                                           ','Semi-automatic',431,64,'Complex','Organic','Not Required','Not Required','Partial'
204,'SC4119','SN70541                                           ','Automatic',952,88,'Foundation','Stone','Completed','Partial','Partial'
205,'SC9234','SN33200                                           ','Semi-automatic',964,95,'Floor','Metal','Completed','Completed','Partial'
206,'SC3073','SN86253                                           ','Manual',138,41,'Artifact','Mixed','Completed','Completed','Partial'
207,'SC8090','SN66420                                           ','Semi-automatic',86,29,'Complex','Mixed','Completed','Partial','Completed'
208,'SC6572','SN10282                                           ','Manual',183,86,'Floor','Metal','Completed','Not Required','Not Required'
209,'SC3150','SN18139                                           ','Manual',23,58,'Artifact','Mixed','Not Required','Completed','Not Required'
210,'SC7374','SN11300                                           ','Automatic',603,27,'Foundation','Metal','Partial','Partial','Not Required'
211,'SC3242','SN44582                                           ','Manual',209,41,'Floor','Stone','Completed','Not Required','Not Required'
212,'SC1856','SN98291                                           ','Automatic',966,41,'Wall','Mixed','Not Required','Completed','Partial'
213,'SC5498','SN76443                                           ','Semi-automatic',435,97,'Foundation','Ceramic','Completed','Partial','Not Required'
214,'SC3578','SN35208                                           ','Automatic',255,30,'Foundation','Mixed','Partial','Not Required','Completed'
215,'SC6027','SN32520                                           ','Semi-automatic',878,87,'Wall','Mixed','Partial','Not Required','Completed'
216,'SC2220','SN18042                                           ','Semi-automatic',614,96,'Complex','Stone','Partial','Completed','Completed'
217,'SC8872','SN99718                                           ','Automatic',481,54,'Wall','Mixed','Partial','Not Required','Partial'
218,'SC6115','SN71157                                           ','Manual',142,3,'Wall','Organic','Completed','Not Required','Partial'
219,'SC3591','SN76303                                           ','Semi-automatic',916,60,'Foundation','Organic','Completed','Completed','Completed'
220,'SC4845','SN90172                                           ','Semi-automatic',840,26,'Artifact','Metal','Completed','Completed','Partial'
221,'SC4547','SN12624                                           ','Automatic',891,49,'Artifact','Ceramic','Not Required','Partial','Completed'
222,'SC2889','SN80438                                           ','Automatic',918,7,'Foundation','Organic','Not Required','Completed','Completed'
223,'SC1896','SN86240                                           ','Automatic',780,97,'Wall','Stone','Not Required','Not Required','Completed'
224,'SC4184','SN48665                                           ','Automatic',783,42,'Complex','Ceramic','Completed','Not Required','Not Required'
225,'SC2745','SN29304                                           ','Semi-automatic',328,30,'Artifact','Organic','Completed','Not Required','Partial'
226,'SC1510','SN39615                                           ','Semi-automatic',622,68,'Wall','Organic','Not Required','Partial','Not Required'
227,'SC7138','SN70203                                           ','Manual',79,37,'Foundation','Organic','Completed','Not Required','Completed'
228,'SC4532','SN21627                                           ','Automatic',134,25,'Artifact','Mixed','Partial','Completed','Not Required'
229,'SC8645','SN11556                                           ','Semi-automatic',63,12,'Foundation','Metal','Completed','Not Required','Not Required'
230,'SC3660','SN20508                                           ','Manual',936,10,'Foundation','Organic','Not Required','Completed','Not Required'
231,'SC3410','SN72494                                           ','Semi-automatic',66,82,'Artifact','Mixed','Not Required','Partial','Completed'
232,'SC1738','SN84094                                           ','Automatic',799,52,'Foundation','Mixed','Completed','Not Required','Completed'
233,'SC3511','SN27393                                           ','Manual',126,43,'Floor','Stone','Completed','Not Required','Completed'
234,'SC6561','SN39150                                           ','Semi-automatic',128,91,'Floor','Metal','Not Required','Partial','Completed'
235,'SC5310','SN28531                                           ','Manual',245,47,'Complex','Mixed','Not Required','Partial','Completed'
236,'SC9697','SN81186                                           ','Semi-automatic',648,24,'Foundation','Stone','Completed','Partial','Partial'
237,'SC7640','SN48591                                           ','Manual',251,88,'Foundation','Metal','Completed','Completed','Completed'
238,'SC5050','SN51342                                           ','Manual',954,82,'Complex','Mixed','Not Required','Partial','Not Required'
239,'SC8645','SN67954                                           ','Manual',549,60,'Artifact','Mixed','Partial','Completed','Completed'
240,'SC1635','SN23496                                           ','Manual',661,2,'Floor','Stone','Completed','Partial','Not Required'
241,'SC3779','SN57305                                           ','Automatic',388,81,'Floor','Stone','Completed','Not Required','Not Required'
242,'SC5984','SN78765                                           ','Automatic',515,46,'Foundation','Metal','Partial','Not Required','Not Required'
243,'SC8166','SN68352                                           ','Semi-automatic',739,17,'Foundation','Metal','Partial','Completed','Partial'
244,'SC3293','SN21601                                           ','Automatic',300,87,'Wall','Ceramic','Completed','Not Required','Partial'
245,'SC7434','SN96064                                           ','Manual',901,51,'Complex','Mixed','Not Required','Completed','Partial'
246,'SC9235','SN21216                                           ','Automatic',502,31,'Floor','Ceramic','Completed','Partial','Completed'
247,'SC9674','SN59607                                           ','Manual',647,34,'Wall','Metal','Not Required','Partial','Partial'
248,'SC6655','SN49127                                           ','Semi-automatic',35,47,'Foundation','Mixed','Partial','Completed','Partial'
249,'SC4971','SN91605                                           ','Semi-automatic',118,56,'Complex','Mixed','Not Required','Completed','Partial'
250,'SC6263','SN48928                                           ','Automatic',772,42,'Foundation','Stone','Not Required','Not Required','Completed'
251,'SC5313','SN87964                                           ','Automatic',933,29,'Wall','Metal','Completed','Partial','Partial'
252,'SC5378','SN30026                                           ','Semi-automatic',863,90,'Wall','Mixed','Partial','Partial','Completed'
253,'SC8686','SN72440                                           ','Semi-automatic',631,24,'Wall','Metal','Partial','Not Required','Partial'
254,'SC6624','SN63513                                           ','Automatic',88,42,'Complex','Ceramic','Completed','Partial','Partial'
255,'SC2565','SN42944                                           ','Semi-automatic',986,20,'Artifact','Metal','Completed','Completed','Not Required'
256,'SC6600','SN79438                                           ','Manual',394,98,'Floor','Mixed','Completed','Partial','Completed'
257,'SC9613','SN25175                                           ','Manual',34,62,'Wall','Ceramic','Not Required','Partial','Completed'
258,'SC9763','SN21919                                           ','Manual',146,19,'Complex','Ceramic','Partial','Not Required','Not Required'
259,'SC5700','SN54940                                           ','Automatic',178,52,'Complex','Stone','Not Required','Completed','Completed'
260,'SC1225','SN90290                                           ','Semi-automatic',27,49,'Wall','Metal','Completed','Not Required','Partial'
261,'SC8827','SN88857                                           ','Automatic',130,26,'Foundation','Organic','Partial','Completed','Partial'
262,'SC6581','SN46339                                           ','Semi-automatic',251,42,'Floor','Stone','Partial','Not Required','Completed'
263,'SC7279','SN39947                                           ','Automatic',866,87,'Complex','Metal','Completed','Completed','Not Required'
264,'SC1405','SN98186                                           ','Semi-automatic',399,98,'Wall','Mixed','Completed','Not Required','Completed'
265,'SC6234','SN99414                                           ','Automatic',807,37,'Complex','Ceramic','Completed','Partial','Partial'
266,'SC4639','SN10024                                           ','Manual',942,74,'Artifact','Organic','Not Required','Not Required','Not Required'
267,'SC7021','SN69909                                           ','Semi-automatic',434,44,'Complex','Stone','Not Required','Partial','Partial'
268,'SC7992','SN39156                                           ','Semi-automatic',362,79,'Foundation','Metal','Completed','Partial','Partial'
269,'SC4549','SN47029                                           ','Automatic',317,94,'Foundation','Metal','Completed','Completed','Partial'
270,'SC8461','SN13690                                           ','Manual',253,99,'Artifact','Organic','Partial','Not Required','Completed'
271,'SC9062','SN35672                                           ','Automatic',388,99,'Foundation','Ceramic','Not Required','Not Required','Not Required'
272,'SC2812','SN24100                                           ','Manual',700,5,'Artifact','Metal','Partial','Partial','Completed'
273,'SC9400','SN64555                                           ','Semi-automatic',593,76,'Complex','Metal','Completed','Completed','Not Required'
274,'SC3198','SN88064                                           ','Automatic',572,3,'Artifact','Ceramic','Not Required','Completed','Completed'
275,'SC9858','SN88180                                           ','Manual',840,3,'Artifact','Ceramic','Not Required','Completed','Not Required'
276,'SC8443','SN74400                                           ','Automatic',349,60,'Wall','Ceramic','Not Required','Not Required','Not Required'
