14,'SN83894                                           ','SC7572','Geomagic',14.10,86,107.00,96,'Network','In Progress                                       ','Restricted','Dublin Core','Custom','Local',26.60,'Partial                                           ','Required','Uncorrected',NULL,'Final','4.3'
15,'SN46046                                           ','SC1518','RealityCapture',23.30,62,12.50,62,'Local','Completed                                         ','Public','Custom','Local','Arbitrary',676.10,'Yes                                               ','Invalid','Unknown',NULL,'Textured','3.8'
16,'SN43242                                           ','SC1379','RealityCapture',15.40,91,19.60,97,'Cloud','Completed                                         ','Public','Dublin Core','Custom','Sea Level',678.10,'Partial                                           ','Calibrated','Uncorrected',NULL,'Aligned','3.0'
17,'SN31117                                           ','SC3866','RealityCapture',22.60,86,16.70,88,'Local','Pending                                           ','Confidential','CIDOC CRM','WGS84','Arbitrary',681.30,'Partial                                           ','Calibrated','Corrected','Adjusted                                          ','Aligned','3.0'
18,'SN31469                                           ','SC7009','CloudCompare',16.90,78,92.80,95,'Network','In Progress                                       ','Restricted','Custom','Custom','Arbitrary',855.60,'No                                                ','Required','Uncorrected','Adjusted                                          ','Raw','3.8'
19,'SN97840                                           ','SC6604','Geomagic',15.70,100,67.70,80,'Local','Pending                                           ','Public','Custom','Custom','Arbitrary',609.70,'Yes                                               ','Invalid','Uncorrected',NULL,'Raw','3.8'
20,'SN75769                                           ','SC3210','Agisoft',23.30,93,79.00,98,'Local','Pending                                           ','Restricted','Custom','WGS84','Local',816.30,'Partial                                           ','Required','Unknown',NULL,'Aligned','1.8'
21,'SN83255                                           ','SC9774','Geomagic',8.60,96,20.60,53,'Network','Pending                                           ','Restricted','Dublin Core','WGS84','Sea Level',18.60,'No                                                ','Invalid','Uncorrected','Adjusted                                          ','Aligned','1.9'
22,'SN75862                                           ','SC1988','Geomagic',8.30,74,29.40,52,'Network','In Progress                                       ','Confidential','Custom','Custom','Local',797.90,'No                                                ','Required','Corrected',NULL,'Aligned','2.8'
23,'SN97121                                           ','SC9214','Geomagic',16.50,87,117.00,50,'Cloud','Pending                                           ','Public','CIDOC CRM','Custom','Sea Level',433.40,'No                                                ','Calibrated','Unknown','Adjusted                                          ','Textured','1.1'
24,'SN42363                                           ','SC9095','CloudCompare',14.20,63,112.40,55,'Cloud','Pending                                           ','Public','Dublin Core','Local','Arbitrary',651.10,'Yes                                               ','Calibrated','Unknown','Adjusted                                          ','Final','2.4'
25,'SN28477                                           ','SC8649','CloudCompare',43.50,77,38.10,86,'Cloud','Completed                                         ','Confidential','Custom','WGS84','Arbitrary',880.40,'No                                                ','Calibrated','Corrected','Required                                          ','Textured','5.9'
26,'SN89848                                           ','SC3294','Geomagic',14.50,56,16.70,96,'Network','Pending                                           ','Confidential','Custom','WGS84','Sea Level',551.90,'Yes                                               ','Calibrated','Uncorrected','Adjusted                                          ','Aligned','1.9'
27,'SN62888                                           ','SC8072','Geomagic',21.90,84,38.00,62,'Local','Completed                                         ','Confidential','CIDOC CRM','Custom','Arbitrary',738.80,'Yes                                               ','Calibrated','Unknown',NULL,'Textured','4.6'
28,'SN68545                                           ','SC4716','CloudCompare',38.10,53,42.20,84,'Local','Pending                                           ','Confidential','Dublin Core','Local','Local',753.50,'No                                                ','Invalid','Uncorrected','Required                                          ','Meshed','2.3'
29,'SN90174                                           ','SC4554','Agisoft',16.10,83,8.90,64,'Network','Pending                                           ','Restricted','CIDOC CRM','Local','Local',726.40,'Partial                                           ','Calibrated','Uncorrected','Required                                          ','Aligned','1.3'
30,'SN38132                                           ','SC8070','RealityCapture',22.70,63,74.10,94,'Local','In Progress                                       ','Public','Dublin Core','Custom','Sea Level',752.20,'No                                                ','Calibrated','Unknown',NULL,'Aligned','1.2'
31,'SN22973                                           ','SC5229','RealityCapture',34.50,73,45.50,85,'Cloud','Completed                                         ','Confidential','CIDOC CRM','WGS84','Local',170.50,'Partial                                           ','Invalid','Corrected','Required                                          ','Meshed','5.6'
32,'SN24574                                           ','SC4383','Geomagic',23.90,55,111.80,57,'Local','Completed                                         ','Public','Custom','WGS84','Local',530.30,'Partial                                           ','Required','Unknown','Adjusted                                          ','Aligned','5.0'
33,'SN90619                                           ','SC5700','Agisoft',26.00,80,111.70,96,'Local','In Progress                                       ','Public','Custom','Custom','Local',52.80,'No                                                ','Calibrated','Uncorrected',NULL,'Final','4.7'
34,'SN72615                                           ','SC2706','CloudCompare',43.90,91,25.10,71,'Cloud','Pending                                           ','Restricted','Dublin Core','Local','Sea Level',642.70,'No                                                ','Invalid','Corrected',NULL,'Final','5.4'
35,'SN71277                                           ','SC7359','RealityCapture',24.30,66,34.40,63,'Network','Pending                                           ','Restricted','Dublin Core','WGS84','Local',148.20,'Yes                                               ','Invalid','Unknown',NULL,'Meshed','1.1'
36,'SN37681                                           ','SC3547','Agisoft',19.70,58,69.80,74,'Local','In Progress                                       ','Public','Custom','Local','Arbitrary',138.20,'Yes                                               ','Invalid','Corrected',NULL,'Aligned','1.6'
37,'SN14701                                           ','SC7338','RealityCapture',33.20,51,7.60,88,'Network','In Progress                                       ','Restricted','Custom','WGS84','Local',543.20,'No                                                ','Calibrated','Uncorrected','Adjusted                                          ','Textured','2.6'
38,'SN95616                                           ','SC7910','CloudCompare',43.50,77,13.30,67,'Cloud','Completed                                         ','Public','Dublin Core','Local','Local',614.80,'Yes                                               ','Invalid','Uncorrected',NULL,'Aligned','5.4'
39,'SN72117                                           ','SC5517','Geomagic',27.20,79,8.20,95,'Local','In Progress                                       ','Restricted','Dublin Core','Local','Local',83.50,'No                                                ','Calibrated','Unknown','Adjusted                                          ','Raw','1.4'
40,'SN88704                                           ','SC5078','CloudCompare',46.00,99,93.30,85,'Cloud','Pending                                           ','Restricted','Dublin Core','Local','Arbitrary',362.20,'No                                                ','Invalid','Uncorrected',NULL,'Textured','5.9'
41,'SN24161                                           ','SC5556','CloudCompare',21.60,65,117.50,64,'Cloud','In Progress                                       ','Confidential','CIDOC CRM','WGS84','Sea Level',568.20,'Partial                                           ','Calibrated','Unknown','Required                                          ','Raw','4.6'
42,'SN10578                                           ','SC5402','Agisoft',7.20,96,32.90,66,'Cloud','In Progress                                       ','Confidential','CIDOC CRM','Local','Sea Level',992.40,'Yes                                               ','Required','Corrected',NULL,'Final','5.1'
43,'SN61385                                           ','SC2659','RealityCapture',44.40,97,57.10,53,'Local','Completed                                         ','Restricted','CIDOC CRM','WGS84','Local',162.40,'Partial                                           ','Invalid','Uncorrected',NULL,'Final','5.7'
44,'SN36678                                           ','SC8711','RealityCapture',15.20,93,93.40,85,'Local','In Progress                                       ','Restricted','Custom','WGS84','Sea Level',50.70,'No                                                ','Invalid','Uncorrected','Required                                          ','Final','1.3'
45,'SN29375                                           ','SC2985','RealityCapture',17.70,70,103.40,75,'Network','In Progress                                       ','Restricted','Custom','WGS84','Local',866.60,'Partial                                           ','Invalid','Corrected','Adjusted                                          ','Raw','3.5'
46,'SN65941                                           ','SC3947','CloudCompare',7.80,77,63.50,55,'Cloud','In Progress                                       ','Confidential','Dublin Core','WGS84','Arbitrary',938.50,'No                                                ','Calibrated','Corrected','Adjusted                                          ','Textured','3.3'
47,'SN78173                                           ','SC4792','Geomagic',2.50,71,101.20,56,'Network','Pending                                           ','Confidential','CIDOC CRM','Custom','Sea Level',417.60,'No                                                ','Calibrated','Unknown',NULL,'Raw','3.4'
48,'SN67670                                           ','SC3211','Geomagic',39.20,58,48.90,73,'Network','In Progress                                       ','Restricted','CIDOC CRM','Custom','Arbitrary',224.00,'Partial                                           ','Invalid','Uncorrected','Required                                          ','Aligned','5.1'
49,'SN34192                                           ','SC9995','CloudCompare',3.20,65,72.90,62,'Cloud','In Progress                                       ','Public','Custom','Custom','Sea Level',376.50,'No                                                ','Required','Unknown',NULL,'Final','2.6'
50,'SN23998                                           ','SC1544','RealityCapture',12.50,53,103.70,78,'Network','Completed                                         ','Public','Dublin Core','WGS84','Sea Level',325.70,'Yes                                               ','Invalid','Uncorrected','Adjusted                                          ','Raw','5.1'
51,'SN83806                                           ','SC5656','Agisoft',42.80,62,90.90,69,'Network','In Progress                                       ','Confidential','CIDOC CRM','Custom','Arbitrary',104.50,'No                                                ','Invalid','Uncorrected','Required                                          ','Aligned','2.2'
52,'SN98522                                           ','SC2610','CloudCompare',43.60,79,87.50,79,'Cloud','In Progress                                       ','Confidential','Dublin Core','WGS84','Sea Level',408.10,'Yes                                               ','Invalid','Unknown','Adjusted                                          ','Textured','4.4'
53,'SN45117                                           ','SC1629','RealityCapture',37.20,92,18.60,71,'Cloud','Completed                                         ','Restricted','CIDOC CRM','WGS84','Sea Level',58.70,'No                                                ','Required','Unknown','Adjusted                                          ','Aligned','3.8'
54,'SN91867                                           ','SC4052','CloudCompare',42.40,80,110.70,60,'Network','In Progress                                       ','Public','Dublin Core','Custom','Arbitrary',551.60,'No                                                ','Calibrated','Uncorrected','Required                                          ','Final','4.5'
55,'SN20456                                           ','SC9222','Agisoft',42.00,63,72.40,81,'Network','In Progress                                       ','Confidential','CIDOC CRM','Local','Arbitrary',532.20,'Yes                                               ','Calibrated','Corrected','Adjusted                                          ','Meshed','1.9'
56,'SN48461                                           ','SC8923','CloudCompare',25.20,64,13.10,80,'Local','Pending                                           ','Restricted','Custom','Local','Local',387.20,'No                                                ','Invalid','Corrected',NULL,'Aligned','1.4'
57,'SN67130                                           ','SC4589','Agisoft',23.20,75,79.40,86,'Network','In Progress                                       ','Restricted','Dublin Core','Custom','Local',945.00,'No                                                ','Calibrated','Corrected',NULL,'Final','3.1'
58,'SN61826                                           ','SC4167','RealityCapture',9.10,65,42.90,90,'Network','In Progress                                       ','Restricted','Dublin Core','Local','Local',807.00,'Yes                                               ','Required','Unknown','Required                                          ','Textured','4.9'
59,'SN95142                                           ','SC2682','CloudCompare',37.50,52,62.50,59,'Network','In Progress                                       ','Restricted','CIDOC CRM','Custom','Local',150.90,'Partial                                           ','Required','Unknown',NULL,'Final','1.8'
60,'SN14216                                           ','SC9195','Geomagic',25.70,70,34.90,84,'Network','Completed                                         ','Public','CIDOC CRM','WGS84','Arbitrary',771.60,'Yes                                               ','Invalid','Uncorrected','Adjusted                                          ','Aligned','2.9'
61,'SN60464                                           ','SC3514','RealityCapture',24.20,66,111.30,71,'Cloud','In Progress                                       ','Confidential','Dublin Core','Local','Arbitrary',113.30,'Yes                                               ','Required','Unknown','Adjusted                                          ','Textured','5.7'
62,'SN18228                                           ','SC3935','Agisoft',29.00,56,53.30,95,'Local','Pending                                           ','Confidential','CIDOC CRM','WGS84','Local',678.80,'No                                                ','Required','Uncorrected','Adjusted                                          ','Meshed','2.4'
63,'SN23672                                           ','SC9397','CloudCompare',41.60,93,28.80,67,'Local','Completed                                         ','Public','CIDOC CRM','Local','Sea Level',105.20,'No                                                ','Required','Uncorrected','Required                                          ','Meshed','4.8'
64,'SN39641                                           ','SC6400','Geomagic',31.90,86,66.40,60,'Local','Completed                                         ','Public','CIDOC CRM','Local','Sea Level',44.70,'No                                                ','Calibrated','Unknown','Required                                          ','Final','5.3'
65,'SN64982                                           ','SC9524','Agisoft',38.20,92,63.60,74,'Cloud','Completed                                         ','Restricted','Dublin Core','Custom','Local',815.20,'Yes                                               ','Calibrated','Corrected',NULL,'Final','1.2'
66,'SN80959                                           ','SC5899','RealityCapture',23.60,92,56.20,92,'Cloud','In Progress                                       ','Public','Dublin Core','Custom','Local',744.20,'No                                                ','Required','Uncorrected',NULL,'Aligned','3.7'
67,'SN82031                                           ','SC1888','Agisoft',42.30,51,30.10,97,'Local','In Progress                                       ','Confidential','Dublin Core','WGS84','Sea Level',94.10,'No                                                ','Calibrated','Corrected','Required                                          ','Final','2.7'
68,'SN79594                                           ','SC5674','Agisoft',24.40,78,91.10,71,'Cloud','Completed                                         ','Confidential','Dublin Core','WGS84','Sea Level',331.90,'Partial                                           ','Required','Uncorrected','Adjusted                                          ','Final','2.0'
69,'SN58001                                           ','SC9724','RealityCapture',36.60,98,89.50,98,'Local','In Progress                                       ','Public','CIDOC CRM','Custom','Arbitrary',811.40,'Partial                                           ','Invalid','Uncorrected',NULL,'Aligned','5.0'
70,'SN61451                                           ','SC5372','Geomagic',40.70,98,126.20,96,'Local','Pending                                           ','Confidential','CIDOC CRM','Custom','Local',452.20,'Yes                                               ','Required','Uncorrected','Adjusted                                          ','Textured','5.1'
71,'SN15337                                           ','SC9649','RealityCapture',15.30,73,51.00,73,'Local','Completed                                         ','Confidential','Dublin Core','WGS84','Local',526.90,'No                                                ','Invalid','Uncorrected','Adjusted                                          ','Meshed','3.6'
72,'SN76553                                           ','SC8068','RealityCapture',9.80,91,108.80,53,'Network','Pending                                           ','Restricted','Custom','WGS84','Arbitrary',116.80,'Partial                                           ','Calibrated','Corrected',NULL,'Meshed','1.8'
73,'SN85396                                           ','SC5948','RealityCapture',29.80,59,70.80,89,'Cloud','Pending                                           ','Restricted','Dublin Core','Custom','Sea Level',794.10,'Partial                                           ','Required','Unknown','Required                                          ','Textured','3.2'
74,'SN26299                                           ','SC4175','Geomagic',9.60,83,24.60,93,'Cloud','In Progress                                       ','Public','CIDOC CRM','Custom','Local',706.60,'Yes                                               ','Calibrated','Unknown','Required                                          ','Textured','5.0'
75,'SN76172                                           ','SC1239','Geomagic',46.30,61,82.40,86,'Network','Completed                                         ','Restricted','CIDOC CRM','Custom','Arbitrary',999.80,'Partial                                           ','Invalid','Unknown',NULL,'Textured','4.8'
76,'SN75505                                           ','SC6906','CloudCompare',38.30,51,80.20,76,'Network','Completed                                         ','Public','Dublin Core','Local','Local',479.00,'Partial                                           ','Invalid','Uncorrected',NULL,'Textured','1.1'
77,'SN27314                                           ','SC2971','Agisoft',23.80,70,25.10,50,'Local','In Progress                                       ','Restricted','CIDOC CRM','Custom','Sea Level',317.40,'Yes                                               ','Calibrated','Unknown',NULL,'Raw','4.6'
78,'SN45037                                           ','SC3115','RealityCapture',32.80,96,79.10,97,'Local','Completed                                         ','Public','CIDOC CRM','Local','Sea Level',611.60,'No                                                ','Invalid','Uncorrected','Required                                          ','Aligned','4.2'
79,'SN16546                                           ','SC1807','Agisoft',9.70,87,112.60,50,'Network','In Progress                                       ','Restricted','Dublin Core','Local','Local',566.50,'No                                                ','Required','Corrected','Required                                          ','Raw','5.5'
80,'SN82591                                           ','SC7903','Agisoft',9.30,51,82.40,64,'Network','Completed                                         ','Public','Custom','WGS84','Local',851.60,'No                                                ','Required','Unknown','Adjusted                                          ','Textured','5.4'
81,'SN94363                                           ','SC1321','Geomagic',23.60,71,56.10,71,'Cloud','Completed                                         ','Confidential','CIDOC CRM','Custom','Arbitrary',750.70,'Yes                                               ','Calibrated','Uncorrected','Adjusted                                          ','Aligned','2.8'
82,'SN85921                                           ','SC7759','Agisoft',3.60,56,3.50,52,'Cloud','Pending                                           ','Restricted','CIDOC CRM','WGS84','Arbitrary',783.50,'Yes                                               ','Required','Unknown','Required                                          ','Aligned','5.8'
83,'SN86465                                           ','SC8289','Geomagic',15.80,83,6.20,60,'Cloud','Completed                                         ','Confidential','CIDOC CRM','WGS84','Arbitrary',15.00,'Partial                                           ','Invalid','Uncorrected','Required                                          ','Textured','4.0'
84,'SN24069                                           ','SC9467','RealityCapture',9.60,100,99.30,77,'Cloud','Completed                                         ','Restricted','CIDOC CRM','Custom','Arbitrary',862.10,'Yes                                               ','Required','Corrected',NULL,'Final','2.5'
85,'SN32201                                           ','SC9722','Geomagic',3.10,72,79.80,66,'Cloud','In Progress                                       ','Confidential','Dublin Core','WGS84','Local',569.20,'Yes                                               ','Invalid','Corrected','Adjusted                                          ','Raw','1.4'
86,'SN16763                                           ','SC2031','CloudCompare',24.90,92,44.60,90,'Local','Completed                                         ','Restricted','Dublin Core','Custom','Local',406.30,'Yes                                               ','Calibrated','Unknown','Adjusted                                          ','Textured','2.7'
87,'SN86217                                           ','SC5070','RealityCapture',44.00,58,67.70,77,'Cloud','Pending                                           ','Public','Dublin Core','Custom','Arbitrary',699.00,'No                                                ','Invalid','Corrected','Required                                          ','Raw','2.1'
88,'SN83433                                           ','SC5456','CloudCompare',35.40,73,22.40,84,'Local','Pending                                           ','Confidential','Dublin Core','Local','Sea Level',273.00,'Yes                                               ','Calibrated','Corrected','Required                                          ','Raw','4.5'
89,'SN82285                                           ','SC4089','CloudCompare',39.20,76,32.90,93,'Cloud','In Progress                                       ','Confidential','Dublin Core','Custom','Arbitrary',604.80,'Partial                                           ','Calibrated','Uncorrected','Required                                          ','Aligned','2.6'
90,'SN54588                                           ','SC3039','Agisoft',30.10,81,29.60,98,'Network','Pending                                           ','Public','Dublin Core','Local','Sea Level',147.30,'Partial                                           ','Invalid','Uncorrected','Required                                          ','Textured','3.7'
91,'SN38774                                           ','SC5465','Agisoft',11.50,89,50.40,78,'Network','Completed                                         ','Confidential','Dublin Core','WGS84','Sea Level',778.80,'Partial                                           ','Required','Uncorrected','Adjusted                                          ','Textured','3.5'
92,'SN67279                                           ','SC8270','Geomagic',45.10,85,88.20,73,'Network','Completed                                         ','Confidential','CIDOC CRM','Custom','Sea Level',922.10,'Yes                                               ','Calibrated','Uncorrected','Required                                          ','Final','1.4'
93,'SN64343                                           ','SC5176','Geomagic',12.40,70,23.70,81,'Local','Completed                                         ','Restricted','CIDOC CRM','Local','Arbitrary',425.00,'No                                                ','Required','Corrected','Required                                          ','Textured','5.3'
94,'SN81002                                           ','SC8164','Agisoft',31.50,70,81.10,69,'Local','Pending                                           ','Public','Dublin Core','Custom','Local',894.10,'Partial                                           ','Invalid','Uncorrected','Adjusted                                          ','Raw','4.1'
95,'SN11715                                           ','SC5475','Geomagic',7.30,80,74.00,53,'Local','In Progress                                       ','Confidential','Custom','WGS84','Arbitrary',663.80,'Yes                                               ','Calibrated','Uncorrected','Required                                          ','Textured','3.2'
96,'SN77475                                           ','SC9444','RealityCapture',39.80,63,1.30,84,'Local','Completed                                         ','Public','CIDOC CRM','Custom','Arbitrary',712.90,'No                                                ','Calibrated','Corrected','Required                                          ','Raw','3.5'
97,'SN20590                                           ','SC2261','RealityCapture',3.60,86,38.60,78,'Network','Completed                                         ','Restricted','Dublin Core','Custom','Sea Level',369.70,'No                                                ','Required','Unknown',NULL,'Textured','3.6'
98,'SN76082                                           ','SC5055','Geomagic',41.00,87,22.90,87,'Cloud','In Progress                                       ','Restricted','Custom','Custom','Sea Level',609.90,'Partial                                           ','Invalid','Corrected','Adjusted                                          ','Final','1.3'
99,'SN59942                                           ','SC1698','CloudCompare',38.40,88,70.30,92,'Network','Pending                                           ','Restricted','CIDOC CRM','Custom','Local',419.90,'Partial                                           ','Calibrated','Unknown','Adjusted                                          ','Textured','5.1'
100,'SN54866                                           ','SC6000','RealityCapture',16.10,59,35.60,98,'Network','Completed                                         ','Public','Custom','Local','Local',523.50,'Yes                                               ','Calibrated','Unknown',NULL,'Final','3.7'
101,'SN96784                                           ','SC3518','RealityCapture',9.00,62,81.00,75,'Cloud','Completed                                         ','Confidential','Dublin Core','Local','Sea Level',436.10,'No                                                ','Calibrated','Uncorrected','Adjusted                                          ','Aligned','2.2'
102,'SN18248                                           ','SC1774','RealityCapture',13.20,99,46.70,88,'Cloud','Pending                                           ','Restricted','Custom','Custom','Sea Level',305.20,'Partial                                           ','Calibrated','Corrected',NULL,'Meshed','2.0'
103,'SN49275                                           ','SC8811','Agisoft',4.80,91,76.30,68,'Local','In Progress                                       ','Confidential','CIDOC CRM','Custom','Local',681.60,'Yes                                               ','Required','Uncorrected','Required                                          ','Final','5.8'
104,'SN76503                                           ','SC1270','CloudCompare',26.60,83,100.30,53,'Network','Pending                                           ','Public','CIDOC CRM','Local','Sea Level',253.00,'No                                                ','Required','Unknown','Adjusted                                          ','Meshed','4.8'
105,'SN65597                                           ','SC6155','Geomagic',25.80,71,72.30,80,'Cloud','Completed                                         ','Restricted','Dublin Core','Custom','Local',99.90,'Partial                                           ','Required','Unknown','Adjusted                                          ','Raw','3.6'
106,'SN69657                                           ','SC9355','Geomagic',31.40,92,52.20,81,'Cloud','Completed                                         ','Confidential','Dublin Core','Local','Sea Level',526.50,'Yes                                               ','Required','Corrected','Required                                          ','Final','5.4'
107,'SN29689                                           ','SC3176','CloudCompare',24.00,68,25.70,77,'Local','Pending                                           ','Confidential','Custom','WGS84','Local',306.80,'Yes                                               ','Required','Unknown','Required                                          ','Textured','3.3'
108,'SN15733                                           ','SC3688','RealityCapture',35.20,72,57.40,55,'Network','Completed                                         ','Confidential','CIDOC CRM','Local','Sea Level',675.10,'No                                                ','Required','Uncorrected','Adjusted                                          ','Raw','5.7'
109,'SN88377                                           ','SC4526','Geomagic',35.00,50,40.60,88,'Network','In Progress                                       ','Confidential','Dublin Core','Local','Arbitrary',553.00,'No                                                ','Invalid','Unknown',NULL,'Textured','3.1'
110,'SN26351                                           ','SC7637','RealityCapture',8.10,93,13.70,66,'Cloud','Completed                                         ','Public','Custom','WGS84','Arbitrary',273.70,'No                                                ','Required','Corrected',NULL,'Textured','1.6'
111,'SN65822                                           ','SC4224','Geomagic',36.40,81,53.80,63,'Cloud','Pending                                           ','Restricted','Dublin Core','WGS84','Sea Level',392.10,'Partial                                           ','Invalid','Corrected',NULL,'Aligned','3.7'
112,'SN62527                                           ','SC3823','Agisoft',38.20,64,37.50,78,'Local','Completed                                         ','Restricted','Custom','Local','Local',997.10,'Yes                                               ','Calibrated','Uncorrected','Required                                          ','Meshed','3.6'
113,'SN26790                                           ','SC5031','Geomagic',47.10,88,121.50,76,'Local','In Progress                                       ','Confidential','CIDOC CRM','Custom','Arbitrary',760.90,'Partial                                           ','Invalid','Unknown','Adjusted                                          ','Raw','5.8'
114,'SN54415                                           ','SC2272','Geomagic',23.20,53,117.30,69,'Local','In Progress                                       ','Confidential','CIDOC CRM','WGS84','Sea Level',735.60,'Yes                                               ','Required','Unknown','Adjusted                                          ','Textured','2.4'
115,'SN57408                                           ','SC4661','CloudCompare',34.10,62,54.70,75,'Local','Completed                                         ','Restricted','Custom','Local','Arbitrary',256.80,'Yes                                               ','Invalid','Corrected','Adjusted                                          ','Aligned','5.0'
116,'SN79576                                           ','SC2629','CloudCompare',8.50,55,79.80,85,'Network','Pending                                           ','Confidential','CIDOC CRM','WGS84','Arbitrary',938.10,'No                                                ','Invalid','Uncorrected','Adjusted                                          ','Meshed','4.4'
117,'SN86263                                           ','SC7470','Geomagic',47.90,56,20.60,72,'Cloud','Completed                                         ','Public','CIDOC CRM','Local','Arbitrary',948.00,'No                                                ','Required','Unknown',NULL,'Aligned','4.3'
118,'SN11260                                           ','SC8933','RealityCapture',32.30,93,122.40,92,'Local','Completed                                         ','Public','Dublin Core','Local','Local',993.20,'Yes                                               ','Calibrated','Uncorrected','Adjusted                                          ','Textured','3.3'
119,'SN21676                                           ','SC8329','Agisoft',35.70,84,52.40,95,'Cloud','Pending                                           ','Confidential','CIDOC CRM','WGS84','Arbitrary',649.50,'No                                                ','Invalid','Uncorrected','Adjusted                                          ','Final','4.7'
120,'SN88244                                           ','SC9994','RealityCapture',27.50,57,117.90,77,'Network','Completed                                         ','Confidential','CIDOC CRM','WGS84','Arbitrary',783.20,'Partial                                           ','Required','Uncorrected',NULL,'Aligned','3.2'
121,'SN50130                                           ','SC7405','RealityCapture',24.20,64,31.00,56,'Network','Pending                                           ','Public','Dublin Core','Custom','Arbitrary',38.20,'Partial                                           ','Invalid','Corrected',NULL,'Textured','3.1'
122,'SN60502                                           ','SC9620','Geomagic',47.70,53,117.30,85,'Cloud','Pending                                           ','Restricted','Dublin Core','Custom','Arbitrary',738.00,'No                                                ','Calibrated','Uncorrected',NULL,'Final','5.9'
123,'SN56743                                           ','SC5954','RealityCapture',35.80,84,90.30,85,'Network','Pending                                           ','Restricted','Dublin Core','Local','Local',204.90,'Yes                                               ','Invalid','Uncorrected','Adjusted                                          ','Aligned','1.9'
124,'SN60983                                           ','SC4127','Geomagic',24.60,73,118.50,67,'Network','In Progress                                       ','Restricted','Custom','Custom','Local',367.60,'Yes                                               ','Invalid','Corrected','Required                                          ','Textured','5.1'
125,'SN61504                                           ','SC6154','Agisoft',47.20,56,106.90,96,'Local','Pending                                           ','Restricted','CIDOC CRM','WGS84','Local',382.90,'Yes                                               ','Invalid','Corrected','Required                                          ','Final','5.8'
126,'SN36995                                           ','SC7920','RealityCapture',12.60,90,113.20,65,'Network','In Progress                                       ','Public','Dublin Core','WGS84','Local',234.40,'Partial                                           ','Invalid','Uncorrected','Required                                          ','Aligned','1.9'
127,'SN92940                                           ','SC2205','CloudCompare',6.60,76,102.60,54,'Network','Pending                                           ','Public','CIDOC CRM','Custom','Local',513.70,'Yes                                               ','Invalid','Corrected','Required                                          ','Raw','3.7'
128,'SN23221                                           ','SC3240','RealityCapture',12.70,90,28.40,93,'Network','Pending                                           ','Restricted','CIDOC CRM','WGS84','Arbitrary',51.30,'Partial                                           ','Calibrated','Unknown',NULL,'Textured','1.7'
