'SN29375                                           ','LiDAR','Model-488','2025-01-12','Poor',85
'SN65941                                           ','Laser','Model-626','2025-02-12','Excellent',97
'SN78173                                           ','LiDAR','Model-631','2024-12-08','Excellent',35
'SN67670                                           ','Laser','Model-974','2024-09-29','Excellent',49
'SN34192                                           ','Structured Light','Model-223','2025-01-11','Fair',38
'SN23998                                           ','LiDAR','Model-960','2024-10-16','Fair',51
'SN83806                                           ','Structured Light','Model-873','2024-12-12','Excellent',82
'SN98522                                           ','Structured Light','Model-416','2024-12-19','Poor',80
'SN45117                                           ','Photogrammetry','Model-469','2025-02-13','Excellent',2
'SN91867                                           ','Laser','Model-901','2024-12-06','Excellent',35
'SN20456                                           ','Photogrammetry','Model-139','2025-01-11','Good',28
'SN48461                                           ','Laser','Model-855','2024-10-17','Poor',49
'SN67130                                           ','LiDAR','Model-270','2024-08-28','Poor',23
'SN61826                                           ','LiDAR','Model-377','2024-09-22','Fair',23
'SN95142                                           ','Photogrammetry','Model-522','2025-01-08','Good',9
'SN14216                                           ','Photogrammetry','Model-117','2024-08-26','Fair',18
'SN60464                                           ','Structured Light','Model-294','2024-11-30','Poor',94
'SN18228                                           ','Photogrammetry','Model-104','2025-02-17','Excellent',21
'SN23672                                           ','Photogrammetry','Model-997','2024-10-21','Good',76
'SN39641                                           ','Structured Light','Model-240','2025-01-05','Fair',88
'SN64982                                           ','Structured Light','Model-906','2024-10-13','Good',8
'SN80959                                           ','Structured Light','Model-594','2024-12-02','Good',94
'SN82031                                           ','Laser','Model-637','2024-11-14','Excellent',40
'SN79594                                           ','LiDAR','Model-497','2025-01-01','Good',61
'SN58001                                           ','Structured Light','Model-745','2025-02-17','Fair',2
'SN61451                                           ','Structured Light','Model-946','2025-02-14','Excellent',50
'SN15337                                           ','Structured Light','Model-755','2025-01-20','Fair',45
'SN76553                                           ','LiDAR','Model-780','2024-12-15','Excellent',98
'SN85396                                           ','LiDAR','Model-848','2024-09-13','Excellent',30
'SN26299                                           ','LiDAR','Model-398','2024-11-19','Fair',68
'SN76172                                           ','Structured Light','Model-298','2025-02-02','Excellent',58
'SN75505                                           ','Structured Light','Model-806','2025-01-27','Fair',73
'SN27314                                           ','Photogrammetry','Model-901','2024-12-17','Good',82
'SN45037                                           ','LiDAR','Model-812','2024-12-21','Excellent',94
'SN16546                                           ','Structured Light','Model-828','2024-11-03','Good',63
'SN82591                                           ','Laser','Model-700','2025-02-01','Fair',3
'SN94363                                           ','LiDAR','Model-107','2024-11-18','Excellent',51
'SN85921                                           ','Structured Light','Model-553','2025-01-16','Poor',47
'SN86465                                           ','LiDAR','Model-797','2024-09-27','Fair',87
'SN24069                                           ','Structured Light','Model-176','2025-01-30','Fair',94
'SN32201                                           ','Structured Light','Model-800','2025-02-11','Excellent',13
'SN16763                                           ','Laser','Model-130','2024-11-21','Poor',47
'SN86217                                           ','Photogrammetry','Model-836','2024-12-11','Poor',23
'SN83433                                           ','Structured Light','Model-507','2025-01-07','Good',44
'SN82285                                           ','Photogrammetry','Model-208','2024-10-21','Excellent',41
'SN54588                                           ','Structured Light','Model-835','2024-12-07','Poor',71
'SN38774                                           ','Structured Light','Model-653','2024-12-23','Excellent',12
'SN67279                                           ','Laser','Model-818','2024-12-18','Fair',65
'SN64343                                           ','Laser','Model-502','2025-02-01','Fair',21
'SN81002                                           ','Laser','Model-785','2024-12-19','Excellent',87
'SN11715                                           ','Photogrammetry','Model-311','2025-01-09','Poor',7
'SN77475                                           ','Laser','Model-639','2025-02-18','Fair',47
'SN20590                                           ','Laser','Model-521','2025-01-01','Excellent',4
'SN76082                                           ','Structured Light','Model-155','2024-11-07','Poor',31
'SN59942                                           ','LiDAR','Model-428','2024-09-18','Good',2
'SN54866                                           ','LiDAR','Model-212','2024-09-20','Good',6
'SN96784                                           ','Laser','Model-702','2024-10-02','Poor',33
'SN18248                                           ','Structured Light','Model-106','2024-10-22','Excellent',97
'SN49275                                           ','Laser','Model-190','2025-01-25','Excellent',30
'SN76503                                           ','Photogrammetry','Model-432','2024-08-29','Excellent',80
'SN65597                                           ','Structured Light','Model-471','2024-10-17','Excellent',8
'SN69657                                           ','Laser','Model-126','2024-10-12','Good',86
'SN29689                                           ','LiDAR','Model-371','2024-08-30','Good',43
'SN15733                                           ','Laser','Model-611','2024-10-26','Poor',52
'SN88377                                           ','Laser','Model-614','2024-09-17','Good',97
'SN26351                                           ','Photogrammetry','Model-544','2024-09-05','Poor',41
'SN65822                                           ','Photogrammetry','Model-783','2024-10-27','Poor',76
'SN62527                                           ','LiDAR','Model-714','2024-12-13','Excellent',54
'SN26790                                           ','Structured Light','Model-235','2025-01-27','Poor',62
'SN54415                                           ','Structured Light','Model-261','2024-12-30','Excellent',84
'SN57408                                           ','Laser','Model-567','2024-11-08','Excellent',12
'SN79576                                           ','LiDAR','Model-814','2024-08-24','Excellent',78
'SN86263                                           ','LiDAR','Model-743','2024-12-18','Excellent',94
'SN11260                                           ','Laser','Model-109','2025-01-06','Fair',98
'SN21676                                           ','Structured Light','Model-566','2024-11-30','Poor',60
'SN88244                                           ','Laser','Model-334','2024-09-04','Fair',67
'SN50130                                           ','Photogrammetry','Model-137','2024-09-07','Excellent',64
'SN60502                                           ','LiDAR','Model-661','2025-01-20','Poor',96
'SN56743                                           ','Photogrammetry','Model-575','2024-11-15','Excellent',45
'SN60983                                           ','LiDAR','Model-538','2024-09-18','Fair',88
'SN61504                                           ','LiDAR','Model-421','2024-11-30','Excellent',17
'SN36995                                           ','Structured Light','Model-322','2025-01-10','Poor',53
'SN92940                                           ','Structured Light','Model-304','2024-09-07','Poor',16
'SN23221                                           ','LiDAR','Model-254','2024-09-07','Good',33
'SN58792                                           ','LiDAR','Model-149','2025-01-10','Good',73
'SN82243                                           ','Structured Light','Model-753','2024-10-30','Excellent',95
'SN44293                                           ','Laser','Model-885','2024-09-26','Excellent',65
'SN23890                                           ','Structured Light','Model-349','2024-11-30','Fair',13
'SN15169                                           ','Laser','Model-746','2024-12-22','Poor',65
'SN30260                                           ','LiDAR','Model-187','2024-12-24','Poor',49
'SN78685                                           ','Structured Light','Model-899','2025-01-12','Poor',1
'SN30623                                           ','Structured Light','Model-315','2024-11-09','Fair',41
'SN24149                                           ','Photogrammetry','Model-985','2024-10-26','Good',46
'SN25877                                           ','Structured Light','Model-199','2024-12-14','Fair',55
'SN58213                                           ','Laser','Model-462','2024-10-02','Good',58
'SN95032                                           ','Structured Light','Model-690','2024-11-08','Poor',91
'SN75919                                           ','Photogrammetry','Model-764','2025-02-06','Good',77
'SN54112                                           ','LiDAR','Model-905','2025-02-14','Fair',42
'SN77408                                           ','Photogrammetry','Model-550','2024-12-02','Poor',80
'SN89479                                           ','Photogrammetry','Model-631','2025-01-27','Poor',16
'SN15939                                           ','Structured Light','Model-891','2025-01-16','Good',28
'SN61901                                           ','Laser','Model-499','2025-02-04','Poor',62
'SN60147                                           ','Photogrammetry','Model-349','2024-09-14','Excellent',45
'SN20322                                           ','Structured Light','Model-126','2025-01-16','Excellent',94
'SN79374                                           ','Laser','Model-140','2024-10-20','Poor',70
'SN98315                                           ','Laser','Model-252','2024-12-24','Good',39
'SN68191                                           ','Photogrammetry','Model-353','2024-12-30','Excellent',62
'SN80354                                           ','Laser','Model-229','2024-12-06','Fair',87
'SN71983                                           ','Laser','Model-914','2024-11-01','Poor',7
'SN80192                                           ','LiDAR','Model-583','2024-10-13','Fair',33
'SN19294                                           ','Laser','Model-108','2024-11-19','Good',63
'SN53853                                           ','Structured Light','Model-906','2025-01-04','Excellent',8
'SN61714                                           ','LiDAR','Model-938','2025-01-06','Good',73
'SN56330                                           ','Laser','Model-889','2024-08-28','Fair',89
'SN74746                                           ','Structured Light','Model-423','2024-11-08','Fair',8
'SN25272                                           ','Photogrammetry','Model-209','2025-02-18','Fair',68
'SN55179                                           ','Laser','Model-650','2024-11-09','Excellent',45
'SN92964                                           ','Photogrammetry','Model-572','2025-02-05','Poor',37
'SN51603                                           ','Structured Light','Model-169','2025-02-05','Poor',55
'SN38560                                           ','Structured Light','Model-384','2024-08-27','Good',67
'SN29344                                           ','LiDAR','Model-613','2024-09-22','Poor',54
'SN35988                                           ','Structured Light','Model-748','2024-11-01','Poor',27
'SN24960                                           ','Structured Light','Model-709','2024-09-05','Excellent',55
'SN78894                                           ','Laser','Model-176','2024-10-21','Poor',88
'SN88998                                           ','Photogrammetry','Model-692','2025-02-09','Good',38
'SN87631                                           ','LiDAR','Model-106','2024-09-15','Fair',55
'SN49116                                           ','LiDAR','Model-532','2024-09-29','Fair',12
'SN88108                                           ','Photogrammetry','Model-790','2024-12-16','Poor',16
'SN61918                                           ','Structured Light','Model-925','2024-11-28','Good',32
'SN34539                                           ','Photogrammetry','Model-748','2024-10-05','Fair',51
'SN38274                                           ','LiDAR','Model-618','2024-12-25','Poor',12
'SN39102                                           ','LiDAR','Model-247','2025-02-18','Good',37
'SN47967                                           ','LiDAR','Model-734','2024-10-21','Poor',48
'SN22938                                           ','Structured Light','Model-363','2024-09-06','Fair',74
'SN37670                                           ','Structured Light','Model-796','2024-11-24','Good',66
'SN84797                                           ','Structured Light','Model-480','2024-11-07','Excellent',66
'SN44868                                           ','LiDAR','Model-654','2024-12-16','Good',95
'SN40054                                           ','Photogrammetry','Model-158','2024-11-22','Excellent',4
'SN72155                                           ','Photogrammetry','Model-134','2024-12-09','Good',3
'SN93237                                           ','Photogrammetry','Model-810','2024-09-10','Fair',23
'SN77909                                           ','LiDAR','Model-890','2024-08-28','Fair',78
'SN82668                                           ','Laser','Model-577','2024-11-04','Good',6
'SN13700                                           ','Structured Light','Model-533','2025-02-04','Poor',17
'SN65873                                           ','Structured Light','Model-996','2025-01-21','Fair',55
'SN22139                                           ','Photogrammetry','Model-285','2025-02-08','Good',61
'SN71998                                           ','Photogrammetry','Model-791','2024-09-24','Good',33
'SN54763                                           ','LiDAR','Model-286','2024-10-28','Excellent',37
'SN68866                                           ','Structured Light','Model-967','2024-12-01','Fair',10
'SN99202                                           ','Laser','Model-742','2025-02-07','Good',62
'SN67150                                           ','LiDAR','Model-837','2024-09-11','Good',30
'SN14699                                           ','Laser','Model-446','2024-12-31','Good',90
'SN57002                                           ','Structured Light','Model-449','2024-11-04','Fair',45
'SN46672                                           ','Structured Light','Model-417','2024-12-30','Excellent',47
'SN10636                                           ','LiDAR','Model-308','2024-11-05','Excellent',46
'SN45000                                           ','Structured Light','Model-323','2024-12-15','Good',4
'SN72090                                           ','LiDAR','Model-145','2025-01-21','Good',39
'SN61990                                           ','Laser','Model-929','2024-12-11','Fair',45
'SN52843                                           ','Laser','Model-135','2024-12-18','Fair',92
'SN57116                                           ','Laser','Model-442','2025-02-13','Fair',6
'SN70541                                           ','Photogrammetry','Model-851','2025-02-08','Fair',58
'SN33200                                           ','Laser','Model-855','2025-01-04','Excellent',21
'SN86253                                           ','LiDAR','Model-844','2024-12-14','Poor',46
'SN66420                                           ','LiDAR','Model-675','2024-09-14','Poor',22
'SN10282                                           ','Photogrammetry','Model-541','2024-12-22','Good',19
'SN18139                                           ','Laser','Model-313','2024-09-20','Excellent',97
'SN11300                                           ','LiDAR','Model-626','2024-11-15','Good',46
'SN44582                                           ','Photogrammetry','Model-148','2024-09-21','Fair',25
'SN98291                                           ','Photogrammetry','Model-540','2025-02-12','Excellent',85
'SN76443                                           ','Laser','Model-415','2024-10-13','Fair',22
'SN35208                                           ','Structured Light','Model-730','2024-09-18','Poor',89
'SN32520                                           ','Photogrammetry','Model-284','2024-12-11','Excellent',95
'SN18042                                           ','Laser','Model-311','2025-01-05','Excellent',99
'SN99718                                           ','LiDAR','Model-687','2024-09-23','Good',36
'SN71157                                           ','LiDAR','Model-803','2024-09-05','Poor',91
'SN76303                                           ','Laser','Model-418','2024-12-14','Poor',13
'SN90172                                           ','Structured Light','Model-102','2025-01-11','Excellent',60
'SN12624                                           ','LiDAR','Model-706','2024-09-21','Excellent',53
'SN80438                                           ','LiDAR','Model-550','2024-11-02','Excellent',31
'SN86240                                           ','Laser','Model-500','2025-02-17','Poor',80
'SN48665                                           ','LiDAR','Model-169','2025-02-11','Excellent',66
'SN29304                                           ','Photogrammetry','Model-857','2024-08-25','Good',35
'SN39615                                           ','Laser','Model-924','2025-01-20','Excellent',23
'SN70203                                           ','Photogrammetry','Model-526','2024-08-31','Poor',72
'SN21627                                           ','Photogrammetry','Model-814','2024-11-15','Poor',58
'SN11556                                           ','Laser','Model-574','2024-09-22','Good',71
'SN20508                                           ','LiDAR','Model-150','2024-08-24','Good',40
'SN72494                                           ','Photogrammetry','Model-510','2024-09-02','Excellent',58
'SN84094                                           ','LiDAR','Model-489','2024-11-19','Poor',49
'SN27393                                           ','Photogrammetry','Model-639','2024-12-28','Excellent',10
'SN39150                                           ','Photogrammetry','Model-373','2025-01-05','Excellent',47
'SN28531                                           ','Structured Light','Model-918','2024-10-09','Excellent',75
'SN81186                                           ','Laser','Model-784','2024-10-12','Excellent',14
'SN48591                                           ','Structured Light','Model-593','2024-10-15','Poor',41
'SN51342                                           ','Photogrammetry','Model-320','2024-12-29','Fair',21
'SN67954                                           ','Structured Light','Model-417','2024-12-19','Poor',3
'SN23496                                           ','Laser','Model-291','2024-11-22','Fair',81
'SN57305                                           ','Structured Light','Model-273','2025-01-29','Fair',76
'SN78765                                           ','LiDAR','Model-289','2024-12-15','Excellent',37
'SN68352                                           ','Structured Light','Model-718','2025-01-13','Good',32
'SN21601                                           ','Photogrammetry','Model-889','2024-08-27','Fair',36
'SN96064                                           ','Structured Light','Model-956','2024-11-17','Poor',92
'SN21216                                           ','Structured Light','Model-474','2024-09-08','Good',16
'SN59607                                           ','LiDAR','Model-855','2025-02-01','Good',25
'SN49127                                           ','Laser','Model-310','2024-11-05','Good',79
'SN91605                                           ','LiDAR','Model-845','2024-09-10','Excellent',57
'SN48928                                           ','Laser','Model-695','2024-10-20','Excellent',47
'SN87964                                           ','Structured Light','Model-808','2024-12-04','Excellent',79
'SN30026                                           ','LiDAR','Model-675','2025-02-02','Excellent',49
'SN72440                                           ','Photogrammetry','Model-713','2024-12-21','Excellent',52
'SN63513                                           ','LiDAR','Model-594','2024-12-11','Good',13
'SN42944                                           ','Photogrammetry','Model-780','2024-10-06','Excellent',54
'SN79438                                           ','Laser','Model-836','2025-01-09','Excellent',17
'SN25175                                           ','Laser','Model-949','2024-12-04','Poor',10
'SN21919                                           ','Structured Light','Model-325','2025-02-17','Good',64
'SN54940                                           ','LiDAR','Model-979','2024-11-01','Excellent',73
'SN90290                                           ','Laser','Model-666','2024-12-02','Good',51
'SN88857                                           ','Laser','Model-730','2024-11-03','Good',33
'SN46339                                           ','Laser','Model-436','2025-01-16','Fair',45
'SN39947                                           ','Laser','Model-503','2024-09-26','Excellent',36
'SN98186                                           ','LiDAR','Model-707','2024-09-27','Fair',63
'SN99414                                           ','Photogrammetry','Model-439','2024-10-22','Good',98
'SN10024                                           ','Laser','Model-579','2025-02-06','Good',27
'SN69909                                           ','Structured Light','Model-410','2024-09-13','Fair',10
'SN39156                                           ','Structured Light','Model-427','2024-09-11','Fair',49
'SN47029                                           ','Structured Light','Model-247','2024-09-25','Poor',9
'SN13690                                           ','Structured Light','Model-950','2024-09-29','Good',45
'SN35672                                           ','LiDAR','Model-850','2024-11-09','Fair',54
'SN24100                                           ','Structured Light','Model-492','2024-10-09','Poor',58
'SN64555                                           ','Photogrammetry','Model-402','2024-12-30','Fair',34
'SN88064                                           ','Photogrammetry','Model-432','2024-09-09','Good',81
'SN88180                                           ','Structured Light','Model-142','2024-09-25','Fair',25
'SN74400                                           ','Structured Light','Model-593','2024-11-22','Poor',100
'SN85391                                           ','Structured Light','Model-688','2024-12-21','Poor',5
'SN17761                                           ','Photogrammetry','Model-140','2024-09-28','Poor',42
'SN64295                                           ','LiDAR','Model-186','2024-11-09','Fair',32
'SN75671                                           ','Structured Light','Model-491','2024-11-11','Fair',63
'SN18593                                           ','Laser','Model-726','2024-08-23','Poor',54
'SN76606                                           ','Structured Light','Model-510','2025-01-31','Excellent',97
'SN25016                                           ','Laser','Model-503','2024-11-27','Good',7
'SN71589                                           ','Photogrammetry','Model-484','2024-08-28','Fair',15
'SN90368                                           ','Photogrammetry','Model-364','2025-01-12','Fair',7
'SN27825                                           ','Structured Light','Model-895','2025-02-13','Fair',8
'SN63742                                           ','Laser','Model-766','2024-11-30','Fair',27
'SN57180                                           ','Laser','Model-148','2024-12-11','Fair',69
'SN80643                                           ','LiDAR','Model-964','2024-10-25','Good',85
'SN31311                                           ','LiDAR','Model-416','2024-11-17','Poor',26
'SN93444                                           ','Photogrammetry','Model-386','2024-10-19','Excellent',70
'SN21292                                           ','Laser','Model-243','2024-09-08','Good',18
'SN64067                                           ','Structured Light','Model-689','2024-10-21','Poor',68
'SN49065                                           ','Photogrammetry','Model-956','2025-02-18','Fair',0
'SN39775                                           ','Structured Light','Model-805','2024-12-07','Fair',49
'SN18216                                           ','Laser','Model-340','2024-10-22','Excellent',61
'SN33808                                           ','Structured Light','Model-761','2024-09-07','Excellent',92
'SN58168                                           ','LiDAR','Model-454','2024-10-10','Poor',77
'SN64708                                           ','LiDAR','Model-721','2024-11-03','Good',43
'SN97254                                           ','Photogrammetry','Model-689','2024-12-18','Fair',7
'SN17678                                           ','LiDAR','Model-262','2024-10-01','Poor',49
'SN17052                                           ','Laser','Model-952','2024-10-05','Good',39
'SN48026                                           ','LiDAR','Model-244','2025-02-02','Good',32
'SN44331                                           ','Photogrammetry','Model-475','2024-12-08','Good',23
'SN38791                                           ','Laser','Model-522','2024-11-09','Poor',24
'SN25680                                           ','Laser','Model-830','2024-10-13','Excellent',39
'SN40790                                           ','Laser','Model-218','2024-11-22','Poor',64
'SN35562                                           ','LiDAR','Model-150','2024-12-03','Poor',92
'SN87599                                           ','Laser','Model-142','2024-09-18','Good',94
'SN86001                                           ','Laser','Model-418','2025-02-01','Fair',65
'SN48358                                           ','Laser','Model-141','2024-09-19','Poor',80
'SN50747                                           ','Photogrammetry','Model-892','2025-02-05','Poor',58
'SN12502                                           ','Photogrammetry','Model-659','2024-11-03','Excellent',89
'SN74527                                           ','Laser','Model-467','2024-11-04','Fair',65
'SN70902                                           ','LiDAR','Model-165','2024-12-23','Poor',7
'SN20790                                           ','Laser','Model-579','2025-02-07','Good',88
'SN73315                                           ','Structured Light','Model-187','2024-11-14','Excellent',3
'SN25656                                           ','LiDAR','Model-645','2025-01-10','Fair',32
'SN62417                                           ','Photogrammetry','Model-698','2025-02-13','Poor',36
'SN52655                                           ','Photogrammetry','Model-766','2025-01-13','Excellent',8
'SN93571                                           ','Laser','Model-140','2024-12-13','Poor',51
'SN29146                                           ','Laser','Model-951','2024-11-17','Good',46
'SN81618                                           ','Structured Light','Model-451','2024-11-08','Poor',55
'SN59495                                           ','Structured Light','Model-316','2025-02-18','Good',24
'SN47865                                           ','LiDAR','Model-818','2024-11-10','Fair',40
'SN73794                                           ','Laser','Model-127','2024-11-26','Poor',57
'SN75443                                           ','Structured Light','Model-383','2024-11-29','Excellent',88
'SN19570                                           ','Photogrammetry','Model-843','2024-10-01','Excellent',99
'SN42912                                           ','Laser','Model-434','2024-09-10','Poor',79
'SN51780                                           ','Structured Light','Model-654','2024-09-03','Fair',37
'SN51474                                           ','Laser','Model-317','2024-12-01','Excellent',27
'SN25031                                           ','Laser','Model-749','2025-02-08','Fair',62
'SN49181                                           ','Structured Light','Model-671','2024-08-24','Good',83
'SN85753                                           ','LiDAR','Model-792','2024-11-08','Fair',28
'SN68932                                           ','Laser','Model-499','2024-11-11','Excellent',89
'SN13399                                           ','Structured Light','Model-684','2025-01-18','Good',25
'SN11344                                           ','Photogrammetry','Model-149','2024-11-25','Fair',47
'SN56199                                           ','Photogrammetry','Model-188','2024-12-03','Excellent',67
'SN94751                                           ','Photogrammetry','Model-217','2024-12-11','Excellent',87
'SN53006                                           ','Photogrammetry','Model-580','2024-12-06','Good',84
'SN47173                                           ','Photogrammetry','Model-814','2024-09-04','Poor',20
'SN36823                                           ','Structured Light','Model-557','2024-11-04','Excellent',73
'SN94466                                           ','LiDAR','Model-841','2024-11-04','Fair',32
'SN27524                                           ','Photogrammetry','Model-452','2025-02-02','Poor',1
'SN54141                                           ','Structured Light','Model-428','2024-09-13','Excellent',59
'SN22369                                           ','Photogrammetry','Model-898','2024-10-11','Good',35
'SN35566                                           ','LiDAR','Model-865','2024-09-25','Fair',10
'SN98673                                           ','Structured Light','Model-745','2024-12-16','Good',38
'SN77370                                           ','LiDAR','Model-520','2024-12-14','Poor',13
'SN94855                                           ','LiDAR','Model-953','2025-02-05','Excellent',57
'SN41168                                           ','Laser','Model-895','2024-11-17','Fair',46
'SN36122                                           ','Structured Light','Model-238','2024-11-05','Poor',7
'SN48650                                           ','Structured Light','Model-119','2024-12-15','Excellent',12
'SN95357                                           ','Structured Light','Model-977','2024-10-28','Excellent',38
'SN29560                                           ','Photogrammetry','Model-826','2024-09-26','Fair',79
'SN47370                                           ','Photogrammetry','Model-533','2024-09-20','Poor',27
'SN95091                                           ','Photogrammetry','Model-181','2024-08-27','Poor',5
'SN90270                                           ','LiDAR','Model-564','2024-11-12','Good',75
'SN20093                                           ','Photogrammetry','Model-615','2024-11-08','Fair',20
'SN71652                                           ','LiDAR','Model-587','2025-01-07','Poor',5
'SN98420                                           ','LiDAR','Model-346','2024-11-07','Excellent',98
'SN14797                                           ','LiDAR','Model-791','2024-11-21','Poor',59
'SN97430                                           ','LiDAR','Model-827','2024-11-23','Excellent',92
'SN11985                                           ','Laser','Model-729','2025-01-27','Excellent',52
'SN99674                                           ','Photogrammetry','Model-782','2025-02-09','Fair',83
'SN66318                                           ','Laser','Model-142','2025-01-12','Excellent',83
'SN19770                                           ','Photogrammetry','Model-672','2024-09-03','Fair',88
'SN24690                                           ','Laser','Model-268','2024-11-12','Excellent',62
'SN44802                                           ','Laser','Model-650','2024-12-01','Good',26
'SN46277                                           ','Photogrammetry','Model-805','2025-01-17','Excellent',59
'SN64846                                           ','Structured Light','Model-867','2024-11-06','Poor',99
'SN41817                                           ','Laser','Model-647','2024-12-18','Good',9
'SN95881                                           ','Laser','Model-324','2024-11-04','Good',11
'SN34388                                           ','Structured Light','Model-745','2025-01-19','Fair',61
'SN24211                                           ','Structured Light','Model-561','2024-12-16','Poor',75
'SN65412                                           ','Photogrammetry','Model-107','2024-09-18','Fair',2
'SN10779                                           ','Structured Light','Model-205','2024-12-12','Poor',53
'SN50994                                           ','Structured Light','Model-469','2024-12-26','Poor',80
'SN78527                                           ','Laser','Model-833','2025-01-03','Poor',10
'SN99660                                           ','Laser','Model-206','2024-12-03','Poor',94
'SN38387                                           ','Photogrammetry','Model-942','2025-01-05','Good',22
'SN90851                                           ','Photogrammetry','Model-774','2024-11-15','Excellent',64
'SN49644                                           ','Structured Light','Model-336','2024-09-18','Poor',94
'SN49722                                           ','Photogrammetry','Model-716','2025-01-21','Fair',80
'SN67427                                           ','Laser','Model-656','2025-01-29','Fair',23
'SN83311                                           ','Photogrammetry','Model-394','2025-02-11','Fair',27
'SN21320                                           ','Photogrammetry','Model-661','2024-09-08','Fair',91
'SN69241                                           ','Photogrammetry','Model-562','2024-09-17','Good',3
'SN74231                                           ','Laser','Model-239','2025-01-23','Excellent',93
'SN60112                                           ','Laser','Model-479','2024-11-10','Excellent',72
'SN67079                                           ','Structured Light','Model-864','2024-10-28','Fair',26
'SN94376                                           ','LiDAR','Model-766','2024-09-09','Excellent',31
'SN57467                                           ','LiDAR','Model-874','2025-02-08','Fair',76
'SN98894                                           ','Laser','Model-238','2025-02-05','Good',39
'SN32931                                           ','Laser','Model-234','2025-01-25','Poor',25
'SN69434                                           ','LiDAR','Model-798','2024-08-26','Good',1
'SN34660                                           ','Photogrammetry','Model-629','2024-12-29','Excellent',99
'SN26223                                           ','Laser','Model-244','2024-10-02','Excellent',90
'SN30360                                           ','Photogrammetry','Model-770','2025-02-02','Poor',8
'SN70624                                           ','Structured Light','Model-282','2025-01-14','Fair',97
'SN79414                                           ','Photogrammetry','Model-849','2024-12-06','Excellent',13
'SN37611                                           ','Photogrammetry','Model-321','2025-01-06','Poor',62
'SN38051                                           ','LiDAR','Model-489','2024-12-10','Excellent',90
'SN45345                                           ','LiDAR','Model-693','2024-09-12','Poor',69
'SN58582                                           ','Photogrammetry','Model-371','2024-10-29','Good',94
'SN42502                                           ','Structured Light','Model-110','2024-10-19','Good',85
'SN99629                                           ','Photogrammetry','Model-501','2024-09-14','Excellent',9
'SN39252                                           ','Laser','Model-880','2024-09-12','Excellent',91
'SN69627                                           ','Photogrammetry','Model-415','2025-02-14','Fair',92
'SN67281                                           ','Structured Light','Model-325','2025-01-01','Good',29
'SN95240                                           ','Photogrammetry','Model-233','2025-02-02','Fair',72
