'ENG_CRU6G','FI109136','MEM_93U3Q',14.50,0.226,'Occasional','Night',0,11,'Gaming','Original','Sometimes'
'ENG_L7EA2','FI332436','MEM_WTKH9',27.00,0.917,'Monthly','Morning',1,7,'Music','Original','Always'
'ENG_WJY4G','FI886908','MEM_OKNIN',25.30,0.017,'Occasional','Afternoon',0,13,'Music','Both','Always'
'ENG_OA2GC','FI792944','MEM_2DO2E',12.00,0.826,'Weekly','Evening',6,1,'Gaming','Original','Never'
'ENG_VS8LY','FI171538','MEM_LV57U',49.80,0.085,'Occasional','Night',5,11,'Dance','Original','Sometimes'
'ENG_0SD31','FI294016','MEM_D6KJV',59.60,0.825,'Occasional','Night',6,15,'Dance','Translated','Never'
'ENG_97NFP','FI538737','MEM_0XXDB',90.10,0.765,'Occasional','Night',6,17,'Gaming','Both','Never'
'ENG_57T78','FI888605','MEM_NJ2G4',62.30,0.780,'Monthly','Afternoon',2,3,'Music','Original','Never'
'ENG_DR0IA','FI670421','MEM_ITCON',53.40,0.938,'Monthly','Evening',6,10,'Dance','Original','Always'
'ENG_LVEJQ','FI559677','MEM_GQH1Q',94.20,0.033,'Daily','Night',0,15,'Dance','Original','Sometimes'
'ENG_X8MCZ','FI807043','MEM_JYLLF',74.90,0.894,'Weekly','Evening',4,16,'Music','Original','Always'
'ENG_8UJ2W','FI733030','MEM_YU84T',25.10,0.033,'Weekly','Afternoon',2,1,'Dance','Both','Never'
'ENG_SXGRC','FI491555','MEM_FJA88',51.50,0.321,'Occasional','Evening',6,2,'Chat','Both','Never'
'ENG_S143Z','FI194971','MEM_PCPHZ',35.80,0.467,'Monthly','Afternoon',5,4,'Dance','Original','Sometimes'
'ENG_ERMR2','FI941632','MEM_M77B1',50.30,0.333,'Monthly','Evening',6,17,'Gaming','Translated','Always'
'ENG_HPQPQ','FI172078','MEM_IMRI7',73.60,0.340,'Daily','Morning',7,8,'Music','Original','Sometimes'
'ENG_MFKCW','FI802401','MEM_24S5W',57.20,0.514,'Monthly','Evening',3,9,'Dance','Original','Never'
'ENG_D36EM','FI313273','MEM_40LHJ',63.10,0.923,'Occasional','Afternoon',4,3,'Dance','Both','Always'
'ENG_N8K9U','FI852272','MEM_J5NML',54.80,0.824,'Monthly','Afternoon',4,13,'Gaming','Translated','Always'
'ENG_GWS9W','FI804451','MEM_RXXR5',81.70,0.088,'Monthly','Evening',5,10,'Gaming','Both','Sometimes'
'ENG_5EHE8','FI784556','MEM_0WGXU',56.00,0.204,'Daily','Afternoon',1,11,'Chat','Both','Never'
'ENG_ZA6NB','FI303645','MEM_NDGHM',57.70,0.846,'Occasional','Afternoon',0,4,'Music','Both','Never'
'ENG_WKDR4','FI717410','MEM_MLURU',14.60,0.499,'Daily','Night',0,15,'Chat','Both','Sometimes'
'ENG_V4O0B','FI477386','MEM_31RUB',5.10,0.617,'Daily','Evening',1,19,'Chat','Translated','Sometimes'
'ENG_G2QX2','FI131915','MEM_EHDYR',24.40,0.387,'Monthly','Night',4,1,'Dance','Translated','Sometimes'
'ENG_PL3L5','FI202186','MEM_LW0IK',89.70,0.711,'Monthly','Night',3,11,'Gaming','Translated','Always'
'ENG_RH4QY','FI610346','MEM_P5UK1',10.10,0.780,'Occasional','Evening',1,10,'Dance','Translated','Never'
'ENG_C2ZES','FI618683','MEM_JESI4',82.00,0.617,'Weekly','Evening',3,17,'Music','Original','Always'
'ENG_PJZXK','FI165701','MEM_YXFLA',60.80,0.613,'Occasional','Afternoon',1,13,'Chat','Translated','Always'
'ENG_6WYWC','FI441565','MEM_ADF3T',95.80,0.223,'Occasional','Night',0,17,'Dance','Both','Sometimes'
'ENG_BYIN8','FI329742','MEM_VKB0A',43.80,0.357,'Weekly','Evening',2,1,'Gaming','Original','Sometimes'
'ENG_RN0SR','FI677121','MEM_O0A53',64.50,0.249,'Occasional','Night',0,14,'Music','Original','Sometimes'
'ENG_W2122','FI566122','MEM_CV8WB',74.80,0.938,'Daily','Evening',6,20,'Chat','Translated','Sometimes'
'ENG_V5VUL','FI405963','MEM_CYFP4',80.70,0.816,'Monthly','Evening',1,11,'Dance','Both','Sometimes'
'ENG_BDPOX','FI389859','MEM_E94U9',94.30,0.504,'Occasional','Morning',6,10,'Gaming','Both','Always'
'ENG_UZARI','FI176858','MEM_V9E0D',68.00,0.889,'Daily','Night',7,5,'Dance','Translated','Never'
'ENG_6R260','FI112503','MEM_W82Y8',31.30,0.906,'Weekly','Afternoon',5,7,'Dance','Original','Never'
'ENG_TMXD5','FI588158','MEM_MNW7G',3.60,0.363,'Daily','Afternoon',7,20,'Dance','Translated','Never'
'ENG_JB6N8','FI267971','MEM_98G1I',6.70,0.693,'Weekly','Night',5,8,'Music','Original','Sometimes'
'ENG_K42WK','FI925335','MEM_VKFTE',47.10,0.431,'Weekly','Evening',5,3,'Gaming','Translated','Always'
'ENG_XMFS1','FI185781','MEM_STI3Y',5.30,0.182,'Occasional','Night',6,10,'Music','Original','Sometimes'
'ENG_AWB5B','FI984956','MEM_40IHZ',99.70,0.238,'Daily','Night',2,18,'Dance','Both','Sometimes'
'ENG_76SLS','FI603977','MEM_TYBAQ',39.50,0.797,'Daily','Evening',0,8,'Music','Both','Always'
'ENG_1E8N8','FI436268','MEM_2B5UY',53.80,0.280,'Monthly','Morning',0,13,'Music','Translated','Always'
'ENG_PQ6ZC','FI993429','MEM_XNTP3',70.40,0.304,'Daily','Evening',3,8,'Dance','Translated','Never'
'ENG_OZJLT','FI404230','MEM_JPA8T',11.40,0.164,'Weekly','Afternoon',7,11,'Gaming','Both','Sometimes'
'ENG_I6RUW','FI128868','MEM_29NPO',50.80,0.152,'Daily','Evening',6,1,'Gaming','Translated','Always'
'ENG_WT51O','FI684993','MEM_SG7EQ',81.40,0.032,'Occasional','Night',5,13,'Chat','Original','Always'
'ENG_TYRHV','FI444538','MEM_BLX4S',94.60,0.595,'Monthly','Morning',4,5,'Music','Original','Sometimes'
'ENG_5KLSP','FI828780','MEM_MZ65Z',39.30,0.437,'Occasional','Evening',3,1,'Music','Original','Never'
'ENG_P70WE','FI699192','MEM_UW8KH',91.40,0.157,'Monthly','Afternoon',4,3,'Dance','Both','Never'
'ENG_USOAI','FI156375','MEM_SLCXO',73.90,0.590,'Weekly','Evening',0,10,'Music','Both','Sometimes'
'ENG_A8MQ2','FI974010','MEM_M1T9N',21.90,0.388,'Daily','Afternoon',4,18,'Gaming','Translated','Never'
'ENG_7J6FC','FI455945','MEM_8GOBS',67.30,0.082,'Daily','Afternoon',4,18,'Dance','Both','Sometimes'
'ENG_SMJQ1','FI698929','MEM_ZDFO7',75.70,0.142,'Weekly','Afternoon',7,11,'Music','Both','Sometimes'
'ENG_9W8BK','FI124945','MEM_G4SOL',36.40,0.106,'Daily','Afternoon',6,15,'Gaming','Original','Never'
'ENG_X4ACN','FI658065','MEM_HSLDR',47.70,0.562,'Occasional','Afternoon',3,3,'Music','Translated','Never'
'ENG_PUTYV','FI583075','MEM_BOUV6',81.70,0.623,'Weekly','Evening',4,12,'Music','Original','Sometimes'
'ENG_MA3YQ','FI511845','MEM_7A2C4',1.50,0.948,'Occasional','Night',3,8,'Music','Both','Never'
'ENG_54D9F','FI817672','MEM_V5K3I',7.20,0.445,'Weekly','Afternoon',4,1,'Dance','Original','Always'
'ENG_UP5QV','FI820950','MEM_BUDLK',74.20,0.694,'Occasional','Morning',5,13,'Chat','Original','Sometimes'
'ENG_8C8P7','FI695707','MEM_2XNJE',9.40,0.198,'Weekly','Morning',2,2,'Chat','Original','Never'
'ENG_YF21U','FI747345','MEM_8G3IA',72.80,0.021,'Daily','Afternoon',6,12,'Gaming','Both','Sometimes'
'ENG_TRNL3','FI310547','MEM_DBFMW',13.50,0.886,'Daily','Afternoon',0,14,'Chat','Translated','Always'
'ENG_IJSEK','FI300694','MEM_29MZR',69.60,0.830,'Monthly','Afternoon',2,3,'Chat','Both','Never'
'ENG_5KETD','FI883949','MEM_W4RI0',13.20,0.072,'Weekly','Morning',4,12,'Chat','Both','Always'
'ENG_GO8SU','FI533247','MEM_D3ODD',37.10,0.610,'Monthly','Afternoon',4,10,'Dance','Both','Sometimes'
'ENG_5VCN3','FI325529','MEM_OPMFL',93.10,0.420,'Weekly','Afternoon',6,2,'Chat','Original','Never'
'ENG_3LHID','FI981751','MEM_CKF7L',47.80,0.475,'Weekly','Morning',1,13,'Gaming','Original','Never'
'ENG_ZO801','FI538427','MEM_8T3XU',65.70,0.289,'Daily','Morning',0,19,'Gaming','Original','Never'
'ENG_1UEU2','FI794437','MEM_CWLMB',61.20,0.986,'Weekly','Afternoon',4,5,'Gaming','Translated','Never'
'ENG_F7V7T','FI969839','MEM_K4W9L',1.10,0.323,'Occasional','Evening',0,15,'Dance','Translated','Never'
'ENG_9ACQT','FI148688','MEM_40OP4',1.60,0.462,'Daily','Morning',2,1,'Dance','Original','Never'
'ENG_1E3RU','FI675869','MEM_9PEJK',50.50,0.771,'Monthly','Afternoon',3,10,'Music','Original','Sometimes'
'ENG_Z5X16','FI466616','MEM_0H76A',87.60,0.513,'Weekly','Night',6,4,'Chat','Original','Sometimes'
'ENG_OOTTO','FI311489','MEM_GSGXD',47.10,0.448,'Monthly','Morning',5,6,'Music','Both','Never'
'ENG_22K1G','FI548173','MEM_UP0P9',74.80,0.576,'Weekly','Night',0,17,'Gaming','Translated','Always'
'ENG_DA6GG','FI793757','MEM_QDZDV',14.80,0.541,'Occasional','Evening',3,6,'Chat','Original','Never'
'ENG_7TUUO','FI717770','MEM_WLCJN',44.90,0.984,'Occasional','Night',4,20,'Chat','Original','Always'
'ENG_M5JNS','FI862303','MEM_YNPD9',45.30,0.849,'Occasional','Night',2,10,'Music','Translated','Always'
'ENG_FI5OO','FI636548','MEM_906IJ',52.30,0.476,'Occasional','Night',6,19,'Dance','Translated','Sometimes'
'ENG_US6T5','FI789838','MEM_7C4QA',69.40,0.157,'Occasional','Afternoon',7,13,'Dance','Both','Sometimes'
'ENG_Q0QG9','FI194407','MEM_LUNKY',61.90,0.236,'Daily','Night',7,16,'Dance','Original','Always'
'ENG_21RRY','FI344510','MEM_B6OTS',6.90,0.828,'Daily','Evening',7,1,'Music','Both','Always'
'ENG_X33R8','FI229259','MEM_W4PFP',76.70,0.503,'Weekly','Afternoon',5,20,'Music','Translated','Never'
'ENG_1C4LR','FI190404','MEM_6218F',60.50,0.659,'Occasional','Evening',6,13,'Dance','Both','Sometimes'
'ENG_O1N09','FI551735','MEM_U0JIP',48.90,0.709,'Weekly','Evening',6,9,'Music','Original','Always'
'ENG_2BOJW','FI638664','MEM_W0Y1P',18.70,0.963,'Occasional','Night',1,4,'Chat','Translated','Always'
'ENG_ZFQQ8','FI719509','MEM_O8LPI',80.10,0.937,'Occasional','Evening',0,18,'Chat','Translated','Never'
'ENG_JSTJX','FI213522','MEM_GN7I8',61.40,0.947,'Daily','Morning',0,7,'Gaming','Translated','Always'
'ENG_EZWP0','FI609866','MEM_2ASQ1',50.90,0.743,'Daily','Night',3,10,'Music','Both','Never'
'ENG_TMGME','FI293773','MEM_K2SNQ',76.50,0.772,'Occasional','Evening',2,11,'Dance','Both','Always'
'ENG_EDB4B','FI276878','MEM_MJW67',13.00,0.727,'Monthly','Afternoon',2,15,'Chat','Translated','Always'
'ENG_O605Y','FI153846','MEM_M9ENR',24.00,0.752,'Occasional','Evening',6,17,'Gaming','Original','Sometimes'
'ENG_4KVYV','FI365464','MEM_ERTOP',94.90,0.475,'Weekly','Night',0,15,'Gaming','Translated','Never'
'ENG_TJ7GL','FI523611','MEM_M7557',57.70,0.345,'Monthly','Evening',7,14,'Music','Translated','Always'
'ENG_R3JF3','FI802802','MEM_VXIKO',91.70,0.041,'Daily','Morning',4,14,'Gaming','Original','Never'
'ENG_B9ZMO','FI349241','MEM_3D1Q2',77.80,0.287,'Occasional','Evening',0,19,'Gaming','Original','Sometimes'
'ENG_3HXJ1','FI910008','MEM_M2TSV',7.00,0.635,'Occasional','Night',0,18,'Music','Original','Sometimes'
'ENG_KCPOO','FI267499','MEM_X9C0M',21.70,0.802,'Weekly','Night',3,3,'Chat','Translated','Sometimes'
'ENG_NEJMD','FI107030','MEM_0W90W',27.10,0.149,'Weekly','Evening',0,11,'Chat','Original','Sometimes'
'ENG_OSP6I','FI882422','MEM_MIS0M',93.40,0.188,'Occasional','Evening',1,19,'Chat','Both','Sometimes'
'ENG_TZWBH','FI831731','MEM_ZVCRA',51.60,0.824,'Weekly','Night',0,6,'Gaming','Original','Never'
'ENG_95ZVX','FI340354','MEM_K4N7S',61.70,0.179,'Weekly','Morning',5,13,'Music','Translated','Sometimes'
'ENG_M1PQ8','FI839886','MEM_BUMYT',99.00,0.754,'Monthly','Evening',4,5,'Chat','Translated','Sometimes'
'ENG_TJ6PS','FI917942','MEM_AVZSR',75.90,0.848,'Weekly','Morning',4,20,'Dance','Both','Always'
'ENG_EV46W','FI734586','MEM_VTGNF',79.40,0.455,'Daily','Morning',1,2,'Gaming','Both','Never'
'ENG_EX00I','FI746117','MEM_LZRED',62.20,0.982,'Monthly','Evening',0,15,'Music','Both','Sometimes'
'ENG_K6CPM','FI113465','MEM_37ZE5',65.00,0.738,'Daily','Evening',6,17,'Music','Translated','Sometimes'
'ENG_DO7KH','FI150089','MEM_R0PNE',90.40,0.592,'Occasional','Afternoon',5,18,'Music','Both','Never'
'ENG_RG05O','FI212076','MEM_3TC2C',29.60,0.070,'Monthly','Night',7,14,'Gaming','Translated','Always'
'ENG_HRQ6C','FI194854','MEM_PDRCA',88.80,0.809,'Weekly','Evening',7,15,'Gaming','Both','Never'
'ENG_94NWN','FI754956','MEM_LADX5',59.70,0.267,'Occasional','Night',0,4,'Music','Both','Always'
'ENG_ORVF6','FI507464','MEM_3SI0N',7.10,0.976,'Occasional','Morning',6,17,'Dance','Translated','Never'
'ENG_WAWU8','FI752444','MEM_13LKG',94.70,0.247,'Daily','Night',0,2,'Gaming','Translated','Always'
'ENG_6TMDG','FI173286','MEM_LAOJJ',16.50,0.967,'Weekly','Evening',7,19,'Chat','Original','Always'
'ENG_O0KPU','FI882417','MEM_R53XP',57.30,0.012,'Weekly','Afternoon',4,12,'Chat','Translated','Always'
'ENG_NZCAO','FI382672','MEM_G17UF',20.60,0.170,'Weekly','Evening',3,5,'Chat','Both','Sometimes'
'ENG_C121S','FI469295','MEM_Y1Z8R',68.80,0.376,'Daily','Afternoon',2,20,'Music','Both','Sometimes'
'ENG_WRVHK','FI808097','MEM_WXMNS',94.80,0.241,'Occasional','Night',7,3,'Chat','Translated','Always'
'ENG_FKJSX','FI329081','MEM_RGH9H',18.30,0.611,'Monthly','Night',4,19,'Music','Both','Never'
'ENG_4M2JZ','FI108320','MEM_LRW16',70.30,0.407,'Weekly','Night',5,18,'Music','Both','Always'
'ENG_2Q6ZC','FI187909','MEM_J6KY2',99.00,0.808,'Occasional','Morning',1,13,'Dance','Original','Sometimes'
'ENG_JWEFR','FI793986','MEM_BRMKF',65.30,0.232,'Weekly','Night',5,15,'Gaming','Translated','Always'
'ENG_ZU6V1','FI791783','MEM_4W9ZE',62.40,0.241,'Occasional','Night',4,19,'Dance','Both','Always'
'ENG_1SAJE','FI611820','MEM_9LFHO',85.80,0.272,'Weekly','Night',4,2,'Chat','Translated','Never'
'ENG_TGWGW','FI289066','MEM_VT809',69.10,0.394,'Monthly','Morning',7,11,'Dance','Both','Sometimes'
'ENG_48TAZ','FI198469','MEM_ZGAZK',93.30,0.758,'Occasional','Afternoon',5,10,'Gaming','Both','Sometimes'
'ENG_CEW4D','FI324012','MEM_2IQB2',21.50,0.343,'Weekly','Evening',3,9,'Chat','Translated','Always'
'ENG_E0LVP','FI620074','MEM_864U2',96.40,0.268,'Daily','Night',1,16,'Music','Translated','Always'
'ENG_2IW4W','FI261281','MEM_T4XY8',84.30,0.498,'Occasional','Evening',0,8,'Gaming','Both','Always'
'ENG_R3PLL','FI400189','MEM_BFBN2',53.20,0.655,'Weekly','Night',4,6,'Chat','Translated','Always'
'ENG_F94BK','FI780258','MEM_VZ7BQ',67.00,0.775,'Occasional','Night',1,12,'Gaming','Original','Always'
'ENG_XHV1P','FI198315','MEM_FXZ2W',52.70,0.379,'Daily','Night',7,16,'Dance','Both','Always'
'ENG_ATTSC','FI158251','MEM_C71BK',6.60,0.370,'Occasional','Evening',6,4,'Chat','Translated','Always'
'ENG_O6LI1','FI895981','MEM_23JSG',49.70,0.272,'Monthly','Evening',6,15,'Chat','Both','Always'
'ENG_6FC6E','FI679971','MEM_9QZBG',0.50,0.577,'Monthly','Afternoon',4,17,'Music','Both','Never'
'ENG_JMG2X','FI765510','MEM_BG2I2',87.70,0.191,'Monthly','Evening',5,8,'Gaming','Both','Never'
'ENG_346KZ','FI417905','MEM_99IK9',50.40,0.778,'Daily','Night',3,11,'Chat','Both','Always'
'ENG_EFXP3','FI864909','MEM_0AILU',86.70,0.806,'Daily','Night',3,19,'Chat','Translated','Always'
'ENG_M9PZZ','FI311115','MEM_B3LSG',63.40,0.537,'Weekly','Morning',0,3,'Music','Both','Never'
'ENG_G7HJ1','FI644659','MEM_JU1HK',80.60,0.582,'Monthly','Night',7,12,'Dance','Both','Sometimes'
'ENG_BEWHR','FI506998','MEM_MGFTQ',67.80,0.162,'Occasional','Evening',7,10,'Chat','Original','Never'
'ENG_C52ZM','FI684229','MEM_DJN4L',75.70,0.158,'Occasional','Morning',3,19,'Gaming','Original','Sometimes'
'ENG_6H4NW','FI450727','MEM_WNKIY',38.90,0.660,'Monthly','Evening',2,18,'Gaming','Translated','Sometimes'
'ENG_E7BUZ','FI764134','MEM_1GGEU',37.40,0.245,'Monthly','Afternoon',1,9,'Chat','Original','Never'
'ENG_U15WX','FI574463','MEM_1SCB0',23.20,0.860,'Occasional','Morning',3,19,'Dance','Translated','Never'
'ENG_N9YVT','FI560587','MEM_OLCZ8',83.50,0.034,'Daily','Evening',7,11,'Gaming','Original','Always'
'ENG_9G5GC','FI540528','MEM_DQCIT',97.40,0.899,'Daily','Night',7,11,'Music','Translated','Never'
'ENG_22Y9S','FI376237','MEM_4D1SE',7.80,0.950,'Occasional','Morning',2,17,'Music','Both','Always'
'ENG_WQLTW','FI126179','MEM_BS7Z5',3.70,0.253,'Monthly','Night',1,7,'Gaming','Both','Sometimes'
'ENG_1JAUQ','FI254650','MEM_1AXRV',52.60,0.013,'Weekly','Morning',4,19,'Chat','Original','Always'
'ENG_EANS1','FI973743','MEM_S5MDL',12.20,0.068,'Daily','Morning',4,15,'Music','Original','Always'
'ENG_IOO0Y','FI700136','MEM_ZB5YO',3.40,0.419,'Weekly','Afternoon',3,19,'Chat','Translated','Never'
'ENG_QOJXL','FI840028','MEM_DAG4O',14.30,0.489,'Daily','Night',6,5,'Dance','Both','Never'
'ENG_55QFN','FI271732','MEM_DFJMW',80.50,0.106,'Daily','Evening',7,17,'Chat','Original','Always'
'ENG_BC1ST','FI538236','MEM_S62Y5',96.30,0.891,'Monthly','Afternoon',0,14,'Chat','Original','Sometimes'
'ENG_4VTLV','FI118266','MEM_NCWOP',4.10,0.834,'Weekly','Evening',4,10,'Chat','Original','Sometimes'
'ENG_60TGJ','FI207800','MEM_RCQQ8',79.50,0.783,'Daily','Afternoon',4,4,'Dance','Both','Never'
'ENG_QLBY9','FI504507','MEM_RFXWR',44.90,0.430,'Weekly','Morning',7,2,'Gaming','Both','Always'
'ENG_YRF0V','FI611386','MEM_LRYGZ',9.90,0.740,'Weekly','Evening',1,6,'Chat','Translated','Always'
'ENG_UI38B','FI635385','MEM_3VZD4',86.80,0.389,'Occasional','Morning',7,6,'Music','Original','Sometimes'
'ENG_RR2O2','FI817188','MEM_93RT1',26.60,0.811,'Monthly','Afternoon',7,3,'Chat','Translated','Never'
'ENG_DM9PL','FI232302','MEM_M8TOY',90.70,0.813,'Occasional','Afternoon',0,2,'Dance','Translated','Never'
'ENG_YU065','FI964210','MEM_QSA9J',33.70,0.389,'Monthly','Morning',5,10,'Gaming','Original','Sometimes'
'ENG_WZZIK','FI730935','MEM_7VOXZ',92.50,0.807,'Monthly','Morning',2,11,'Dance','Translated','Always'
'ENG_K34DX','FI657714','MEM_0R580',87.10,0.772,'Daily','Afternoon',7,17,'Gaming','Both','Always'
'ENG_Z27X7','FI840550','MEM_WUTCD',91.20,0.661,'Occasional','Night',0,3,'Dance','Translated','Sometimes'
'ENG_0SUEJ','FI171765','MEM_PV4D1',59.50,0.565,'Daily','Morning',7,6,'Chat','Both','Sometimes'
'ENG_7N1Q8','FI786574','MEM_XLVA5',59.60,0.411,'Daily','Afternoon',1,19,'Music','Original','Never'
'ENG_DI0OQ','FI114715','MEM_88GR6',82.30,0.036,'Monthly','Afternoon',7,4,'Gaming','Translated','Always'
'ENG_RYRDX','FI893092','MEM_WSTN7',78.30,0.176,'Daily','Morning',2,6,'Chat','Original','Sometimes'
'ENG_XK3TZ','FI114602','MEM_C5WFD',96.20,0.841,'Daily','Morning',1,11,'Chat','Both','Never'
'ENG_L9660','FI619768','MEM_30OPO',14.50,0.885,'Daily','Evening',4,3,'Chat','Original','Always'
'ENG_E7NUT','FI122370','MEM_YAPST',52.70,0.912,'Daily','Evening',3,1,'Gaming','Original','Sometimes'
'ENG_3AAIQ','FI742134','MEM_NNH9Q',55.00,0.020,'Occasional','Evening',5,1,'Chat','Translated','Sometimes'
'ENG_TK1UN','FI727102','MEM_NDDVO',92.10,0.251,'Daily','Evening',4,2,'Music','Both','Always'
'ENG_URA7B','FI516606','MEM_JQKM2',28.60,0.952,'Monthly','Morning',0,16,'Dance','Both','Always'
'ENG_QLATR','FI767888','MEM_7AMJP',0.10,0.949,'Daily','Evening',0,14,'Chat','Both','Never'
'ENG_SML21','FI595881','MEM_OGKGZ',22.20,0.401,'Daily','Afternoon',6,2,'Music','Translated','Never'
'ENG_4ZF7O','FI694186','MEM_1VTEA',21.00,0.829,'Monthly','Afternoon',0,16,'Music','Both','Never'
'ENG_6GCBO','FI841898','MEM_0CMZ1',50.50,0.360,'Occasional','Night',1,4,'Music','Translated','Sometimes'
'ENG_WASIS','FI726270','MEM_O8NET',19.10,0.438,'Monthly','Night',2,16,'Chat','Both','Always'
'ENG_KA9GV','FI821537','MEM_BTY0W',82.30,0.788,'Occasional','Afternoon',6,11,'Dance','Original','Never'
'ENG_BYLUB','FI608866','MEM_KOJC1',61.80,0.419,'Monthly','Afternoon',6,18,'Music','Translated','Never'
'ENG_ALDBS','FI765992','MEM_O9CMG',25.30,0.364,'Monthly','Morning',5,13,'Dance','Both','Sometimes'
'ENG_T4AD9','FI733698','MEM_X3CKD',72.80,0.976,'Daily','Night',5,11,'Music','Translated','Sometimes'
'ENG_Q0NTG','FI390999','MEM_Y56L7',41.90,0.114,'Weekly','Morning',2,3,'Music','Translated','Always'
'ENG_KDZWM','FI364902','MEM_4CG3V',29.60,0.028,'Occasional','Evening',6,11,'Dance','Original','Never'
'ENG_KDVLI','FI145138','MEM_AU7MJ',1.00,0.873,'Weekly','Evening',4,14,'Gaming','Both','Sometimes'
'ENG_FNGO4','FI278383','MEM_WOEOE',51.20,0.985,'Occasional','Evening',3,17,'Gaming','Original','Never'
'ENG_D593I','FI225728','MEM_WLVV1',31.40,0.145,'Daily','Morning',5,17,'Chat','Translated','Never'
'ENG_8I0T5','FI197789','MEM_RQGUI',78.30,0.623,'Occasional','Night',0,11,'Music','Original','Sometimes'
'ENG_AG2L7','FI735690','MEM_L6AA5',72.30,0.939,'Monthly','Morning',6,4,'Gaming','Original','Never'
