'SUP_9TE6M','FI817373','PREF_34VQ',5,6,2,'Occasional','Yes',6,12,1.7,8
'SUP_EEF9D','FI246994','PREF_1N93',4,7,5,'Occasional','Yes',12,9,3.3,6
'SUP_OFJWZ','FI266894','PREF_JCHO',2,4,23,'Never','No',0,6,2.2,6
'SUP_VME9D','FI384118','PREF_UW9D',20,2,6,'Never','No',8,15,3.4,10
'SUP_44IZE','FI276745','PREF_KPOM',0,5,16,'Active','Yes',5,0,4.0,2
'SUP_NA5IQ','FI281299','PREF_KINR',3,5,5,'Occasional','Yes',18,0,3.1,9
'SUP_10QY1','FI109136','PREF_PSV9',7,10,4,'Active','Former',10,13,1.2,0
'SUP_RGPL1','FI332436','PREF_YV6F',6,6,3,'Never','Former',8,1,2.3,7
'SUP_GAUPN','FI886908','PREF_PXWC',7,6,2,'Never','Former',8,9,3.1,5
'SUP_0TMHI','FI792944','PREF_4FG1',13,5,8,'Occasional','Former',10,10,1.6,1
'SUP_9QOPT','FI171538','PREF_1NNQ',11,9,17,'Never','Yes',15,7,4.3,6
'SUP_XRHQ2','FI294016','PREF_4OAG',14,7,6,'Active','No',12,5,4.5,1
'SUP_IIP01','FI538737','PREF_9AY1',8,10,12,'Active','No',1,15,4.0,9
'SUP_SE00M','FI888605','PREF_LFFY',11,0,28,'Never','No',12,2,1.4,8
'SUP_4QSI1','FI670421','PREF_3BE5',14,5,24,'Active','Yes',6,15,4.4,4
'SUP_1C5NX','FI559677','PREF_G3KW',14,8,3,'Occasional','Former',20,3,1.2,7
'SUP_EGDW2','FI807043','PREF_6ZFM',5,4,11,'Never','Former',14,1,2.5,5
'SUP_P24D5','FI733030','PREF_5Y4K',4,5,16,'Active','Former',13,12,4.3,6
'SUP_QCIBP','FI491555','PREF_ST9G',9,10,27,'Never','No',3,11,3.4,3
'SUP_JQT88','FI194971','PREF_LOT6',11,0,10,'Never','No',10,4,4.7,1
'SUP_ZIVYH','FI941632','PREF_KIAT',12,10,27,'Never','Former',9,7,4.8,2
'SUP_S8BOH','FI172078','PREF_3CP5',14,0,24,'Occasional','Yes',2,9,4.2,3
'SUP_GHFQ9','FI802401','PREF_DQKK',14,7,20,'Never','No',16,10,4.3,9
'SUP_Y1X71','FI313273','PREF_JJ9I',10,7,22,'Never','Former',3,14,2.6,10
'SUP_DAWE5','FI852272','PREF_I4N3',8,4,25,'Occasional','No',4,1,2.2,6
'SUP_B666W','FI804451','PREF_9ORO',8,3,2,'Occasional','No',15,0,3.7,3
'SUP_3CQHS','FI784556','PREF_XFN0',5,1,25,'Active','Former',10,4,2.4,3
'SUP_6FG71','FI303645','PREF_68GW',1,1,28,'Occasional','Former',16,12,4.7,9
'SUP_K0A3J','FI717410','PREF_CFVF',4,9,5,'Active','Yes',14,6,1.1,10
'SUP_S3KBV','FI477386','PREF_PAKF',1,1,8,'Never','Yes',9,2,2.0,6
'SUP_Z735H','FI131915','PREF_0DKF',8,10,17,'Never','Former',8,13,1.7,2
'SUP_1ZJRU','FI202186','PREF_F2WM',3,9,25,'Occasional','Yes',11,6,2.2,8
'SUP_KKNDS','FI610346','PREF_EFJ3',8,5,9,'Never','No',3,2,4.2,2
'SUP_7AKA9','FI618683','PREF_JAK8',11,8,19,'Never','No',2,7,1.3,4
'SUP_WXE07','FI165701','PREF_A4A7',1,10,26,'Occasional','No',3,1,2.1,1
'SUP_7PV2O','FI441565','PREF_215U',17,10,29,'Never','No',19,15,3.0,4
'SUP_XMT0U','FI329742','PREF_RV2Y',6,2,0,'Occasional','Former',9,3,4.5,1
'SUP_45U83','FI677121','PREF_SDJ6',8,9,24,'Never','No',16,4,4.6,4
'SUP_FNTMK','FI566122','PREF_EAT9',13,0,14,'Never','No',15,14,3.3,0
'SUP_NQUAZ','FI405963','PREF_LYLA',19,1,4,'Occasional','Former',13,3,2.3,0
'SUP_WUVUR','FI389859','PREF_DGDN',17,6,5,'Active','Former',13,2,2.3,7
'SUP_0K79C','FI176858','PREF_PYFN',12,6,4,'Occasional','No',9,1,3.9,3
'SUP_C9NOE','FI112503','PREF_KOKM',2,2,30,'Active','Former',17,15,1.8,4
'SUP_J3E83','FI588158','PREF_0SK9',9,5,10,'Occasional','Former',20,10,5.0,0
'SUP_XKDGP','FI267971','PREF_XGTE',3,3,15,'Active','Yes',1,11,3.0,3
'SUP_M43YL','FI925335','PREF_ZOTD',12,9,24,'Never','Yes',2,15,3.1,6
'SUP_5POYP','FI185781','PREF_272E',0,9,10,'Active','No',14,3,1.9,2
'SUP_VQFBN','FI984956','PREF_ZRPP',11,8,18,'Active','Former',2,13,1.7,6
'SUP_62D0M','FI603977','PREF_X6UC',3,9,5,'Occasional','Former',14,0,2.4,0
'SUP_7KPUE','FI436268','PREF_7QC8',9,5,16,'Occasional','No',5,4,1.3,4
'SUP_P0ZGH','FI993429','PREF_6ER0',14,8,15,'Active','Former',9,11,1.5,1
'SUP_DCFHQ','FI404230','PREF_2JZ0',16,3,11,'Never','Yes',17,10,1.6,4
'SUP_0XM98','FI128868','PREF_CAI2',15,3,12,'Never','Former',2,11,4.2,0
'SUP_CNDIM','FI684993','PREF_I3XO',3,5,16,'Never','No',3,10,4.9,2
'SUP_FNPG5','FI444538','PREF_6BN2',9,4,24,'Occasional','Yes',9,8,3.8,7
'SUP_E1U1C','FI828780','PREF_QAYR',18,4,22,'Never','No',18,6,2.5,2
'SUP_C7HC7','FI699192','PREF_N0MV',10,1,27,'Never','Former',2,0,1.0,0
'SUP_DECRJ','FI156375','PREF_4IMZ',13,3,30,'Active','Former',9,4,2.1,9
'SUP_27NQD','FI974010','PREF_ZTG1',8,8,13,'Active','Yes',20,1,2.9,0
'SUP_S6P1H','FI455945','PREF_WM83',3,1,7,'Never','No',20,8,1.6,6
'SUP_91DCW','FI698929','PREF_280J',7,2,19,'Never','No',13,10,2.9,10
'SUP_WLSX1','FI124945','PREF_IN7N',19,1,5,'Active','Former',5,0,2.1,10
'SUP_T3LY3','FI658065','PREF_U69Q',20,9,9,'Occasional','Yes',4,2,1.6,2
'SUP_7RCUK','FI583075','PREF_4HQD',8,1,25,'Never','Yes',0,11,1.7,4
'SUP_QNXUZ','FI511845','PREF_R24R',17,1,16,'Occasional','Former',3,4,3.7,5
'SUP_QVBOK','FI817672','PREF_B6T2',18,6,11,'Never','No',16,8,2.3,7
'SUP_0RX3L','FI820950','PREF_DUHZ',4,5,25,'Occasional','Former',20,5,1.6,5
'SUP_D097N','FI695707','PREF_3JB6',14,4,5,'Occasional','No',13,9,4.4,9
'SUP_Y6T31','FI747345','PREF_MLMR',20,4,15,'Active','Yes',2,14,4.0,8
'SUP_B2WLF','FI310547','PREF_KY1L',0,8,7,'Occasional','Former',20,15,2.4,4
'SUP_QD0AZ','FI300694','PREF_6NMJ',4,8,5,'Never','Former',16,1,1.9,3
'SUP_C9KFD','FI883949','PREF_ER2G',14,2,5,'Occasional','Yes',13,1,2.8,10
'SUP_HF5VR','FI533247','PREF_8JZU',10,4,6,'Never','No',6,2,2.2,4
'SUP_5X6PH','FI325529','PREF_UI52',19,1,12,'Active','No',9,2,4.0,4
'SUP_LKJ91','FI981751','PREF_XNY4',10,5,11,'Occasional','Former',0,6,3.4,7
'SUP_ZW7XV','FI538427','PREF_PLYG',7,9,7,'Never','Yes',8,10,2.0,8
'SUP_GIMC9','FI794437','PREF_JTIT',6,2,24,'Never','Former',19,14,4.5,0
'SUP_MSKYZ','FI969839','PREF_D18G',10,8,2,'Never','Former',9,0,1.1,5
'SUP_K201N','FI148688','PREF_8I3X',11,10,30,'Active','Yes',8,4,4.3,6
'SUP_E3WKM','FI675869','PREF_AJ1H',12,7,28,'Never','Yes',19,12,3.4,3
'SUP_DKZW2','FI466616','PREF_UITP',16,4,20,'Never','Yes',6,12,4.4,2
'SUP_WJ73R','FI311489','PREF_6DDJ',0,5,18,'Never','Yes',2,6,4.4,2
'SUP_EDV2F','FI548173','PREF_Q8YO',4,1,20,'Occasional','Yes',2,2,1.1,0
'SUP_4OTDM','FI793757','PREF_PNN6',0,1,9,'Never','Yes',13,2,2.5,5
'SUP_C4829','FI717770','PREF_GZBR',10,4,15,'Active','Former',13,1,2.1,6
'SUP_MFKHS','FI862303','PREF_EPXC',17,2,27,'Active','Yes',1,11,4.4,9
'SUP_K8YQL','FI636548','PREF_ZODS',13,7,12,'Active','Yes',4,4,1.9,7
'SUP_5P8PJ','FI789838','PREF_H24W',11,3,16,'Never','Former',8,6,4.9,8
'SUP_WLOA6','FI194407','PREF_W466',0,0,8,'Active','Former',9,0,4.5,9
'SUP_63M18','FI344510','PREF_IOLY',16,4,19,'Active','Yes',1,1,2.5,0
'SUP_NXU4O','FI229259','PREF_PK9X',13,4,30,'Active','No',10,4,1.7,8
'SUP_1T0H1','FI190404','PREF_BQUC',17,0,2,'Active','No',12,4,1.6,1
'SUP_WOGJW','FI551735','PREF_Z09W',7,4,14,'Occasional','Former',20,7,3.3,2
'SUP_HZCT0','FI638664','PREF_EO6M',20,6,5,'Never','Yes',13,14,1.5,6
'SUP_DZBTS','FI719509','PREF_ITZM',0,3,27,'Occasional','Former',19,8,1.7,4
'SUP_AN33O','FI213522','PREF_Q237',7,1,1,'Occasional','Former',6,10,2.5,1
'SUP_WA2TN','FI609866','PREF_71ZK',4,3,25,'Active','No',17,5,2.8,5
'SUP_VON56','FI293773','PREF_CGUA',0,3,8,'Active','Former',3,3,1.6,7
'SUP_KMHN1','FI276878','PREF_NC10',8,9,28,'Active','No',17,1,2.8,9
'SUP_9W5OJ','FI153846','PREF_HL4X',18,3,26,'Occasional','Former',8,3,2.0,1
'SUP_3IYUU','FI365464','PREF_2CCU',6,2,16,'Occasional','No',13,11,1.7,7
'SUP_A4FYR','FI523611','PREF_GK4V',11,9,29,'Occasional','No',14,11,1.3,6
'SUP_YCB7X','FI802802','PREF_HQOX',6,0,17,'Active','No',7,5,2.5,7
'SUP_I8K2M','FI349241','PREF_3TGB',13,1,9,'Occasional','No',0,8,4.7,3
'SUP_V2ODM','FI910008','PREF_CYZZ',10,7,6,'Never','No',20,4,3.5,2
'SUP_QMJVS','FI267499','PREF_QKBZ',4,3,10,'Never','Yes',13,4,4.2,4
'SUP_PD4M9','FI107030','PREF_VGPX',6,3,10,'Active','Yes',18,9,1.4,6
'SUP_FH0IU','FI882422','PREF_E1DR',13,6,25,'Never','No',6,13,3.8,1
'SUP_QCZPF','FI831731','PREF_P23M',10,2,19,'Occasional','Former',7,1,1.3,1
'SUP_ND7GS','FI340354','PREF_T0OJ',5,0,28,'Active','Former',5,13,2.5,4
'SUP_3AG47','FI839886','PREF_0QIB',14,4,20,'Never','No',16,0,1.1,6
'SUP_ANOA7','FI917942','PREF_PSG4',5,9,10,'Never','No',16,8,2.9,10
'SUP_11ZRI','FI734586','PREF_7N67',12,4,17,'Occasional','Former',19,10,1.0,1
'SUP_DJ3SM','FI746117','PREF_OS9L',0,9,28,'Never','Former',7,14,1.2,8
'SUP_RKQ02','FI113465','PREF_LTTM',16,3,13,'Never','Yes',11,5,1.6,4
'SUP_ZFWPB','FI150089','PREF_Y6AA',10,1,26,'Active','Yes',18,14,1.6,6
'SUP_XKRVP','FI212076','PREF_NJ6T',7,1,25,'Never','No',1,15,2.4,8
'SUP_ZZ7PM','FI194854','PREF_7XMT',20,6,10,'Never','No',6,12,3.7,1
'SUP_DI2DG','FI754956','PREF_TAND',5,3,17,'Never','No',18,1,1.9,9
'SUP_PYBZQ','FI507464','PREF_MNMQ',9,9,15,'Occasional','No',4,8,2.4,6
'SUP_98PP1','FI752444','PREF_58PB',13,9,0,'Occasional','Yes',18,0,4.5,4
'SUP_RCEFX','FI173286','PREF_XIHB',5,8,0,'Never','Former',7,14,1.6,8
'SUP_DCSLZ','FI882417','PREF_4ZE1',17,9,16,'Never','No',12,5,3.5,5
'SUP_UR7IB','FI382672','PREF_F1CS',5,6,22,'Never','Former',3,15,2.7,5
'SUP_A023O','FI469295','PREF_ZVSM',6,3,10,'Active','No',11,11,2.3,8
'SUP_ZOHDF','FI808097','PREF_YQ21',13,4,19,'Active','No',8,6,1.3,3
'SUP_A8Q2Z','FI329081','PREF_I25S',13,9,25,'Occasional','Yes',3,3,3.7,6
'SUP_D5Q3L','FI108320','PREF_N5JF',14,2,12,'Never','Yes',13,15,3.6,8
'SUP_ISHGI','FI187909','PREF_30XP',4,3,12,'Never','No',11,6,1.7,1
'SUP_GSQTK','FI793986','PREF_NPKU',5,1,6,'Active','Yes',10,10,1.2,1
'SUP_U2MDR','FI791783','PREF_21XW',18,0,13,'Occasional','No',12,13,4.7,0
'SUP_BQTVX','FI611820','PREF_QFMY',0,3,9,'Never','Former',12,9,3.8,10
'SUP_6KK7M','FI289066','PREF_YWIL',16,1,8,'Never','No',5,15,4.9,6
'SUP_4QEXT','FI198469','PREF_A661',15,10,0,'Occasional','Yes',18,1,4.5,9
'SUP_WEAX0','FI324012','PREF_49K3',8,7,18,'Never','Yes',18,12,3.8,0
'SUP_BTD1V','FI620074','PREF_9MMX',1,3,7,'Occasional','Yes',13,0,4.3,7
'SUP_LY03T','FI261281','PREF_0XGH',5,6,1,'Never','Yes',2,2,4.0,1
'SUP_KO6UF','FI400189','PREF_LVJI',17,0,12,'Occasional','No',4,4,2.1,6
'SUP_S0NV3','FI780258','PREF_2AEA',18,4,7,'Occasional','Former',19,3,4.8,2
'SUP_N8FXX','FI198315','PREF_IMEF',16,5,13,'Active','Yes',0,15,2.5,0
'SUP_M9BWY','FI158251','PREF_4VDL',20,7,20,'Occasional','Yes',0,3,1.9,1
'SUP_TFUBK','FI895981','PREF_NSHF',0,8,18,'Never','No',20,11,3.6,9
'SUP_PTTL7','FI679971','PREF_54Y4',9,5,12,'Active','Former',1,5,1.6,7
'SUP_95ECO','FI765510','PREF_QFUV',0,8,6,'Occasional','Former',14,5,4.5,7
'SUP_KPT8S','FI417905','PREF_9I37',20,0,12,'Occasional','No',0,11,2.8,5
'SUP_WAEPL','FI864909','PREF_BR5E',0,0,10,'Active','No',13,3,3.0,7
'SUP_KYEPA','FI311115','PREF_Z4WP',5,2,6,'Occasional','Former',17,13,2.5,8
'SUP_2HQE1','FI644659','PREF_HC7J',0,6,19,'Active','Former',12,6,3.0,1
'SUP_GLDCV','FI506998','PREF_GV5C',10,6,0,'Occasional','No',10,5,2.7,9
'SUP_JMOGS','FI684229','PREF_QHVF',14,1,4,'Never','Yes',2,14,4.9,1
'SUP_OAR30','FI450727','PREF_77GC',2,1,30,'Active','Yes',20,5,4.7,8
'SUP_H7R3V','FI764134','PREF_N9AL',7,5,7,'Never','No',20,0,3.9,10
'SUP_0LBDQ','FI574463','PREF_REJ7',18,9,30,'Active','No',16,9,3.5,7
'SUP_GC8VE','FI560587','PREF_Q370',0,2,8,'Active','Yes',20,14,1.7,0
'SUP_7CO9Z','FI540528','PREF_9L4F',10,5,24,'Never','Yes',1,9,1.1,2
'SUP_A8TUG','FI376237','PREF_JJVT',3,7,29,'Never','Former',3,5,1.8,8
'SUP_8OTR0','FI126179','PREF_EDTN',19,4,14,'Occasional','Former',11,9,4.9,10
'SUP_QXAQ1','FI254650','PREF_P9V5',12,8,20,'Active','No',6,8,1.4,9
'SUP_N6OEP','FI973743','PREF_7LE6',19,0,22,'Occasional','Yes',0,5,3.3,9
'SUP_819VM','FI700136','PREF_5TK8',8,8,8,'Active','Yes',18,11,2.2,10
'SUP_3LNCC','FI840028','PREF_EEAS',13,6,29,'Active','Yes',6,13,4.0,8
'SUP_804AF','FI271732','PREF_MM8M',20,6,4,'Occasional','Former',15,13,3.3,3
'SUP_ZBIQV','FI538236','PREF_SQIH',13,1,28,'Occasional','No',12,13,1.2,1
'SUP_OFOR8','FI118266','PREF_4FIV',14,4,11,'Occasional','Former',0,5,1.8,8
'SUP_9GWN2','FI207800','PREF_64K3',7,3,15,'Occasional','No',6,3,3.9,8
'SUP_QP6CA','FI504507','PREF_32YJ',1,8,25,'Occasional','Yes',0,13,1.3,6
'SUP_W4ZJW','FI611386','PREF_8QYR',16,0,29,'Occasional','Former',2,10,1.1,1
'SUP_ORORU','FI635385','PREF_0UAN',1,5,16,'Active','Former',6,0,1.5,4
'SUP_P2OOT','FI817188','PREF_FZ0S',14,7,28,'Occasional','Yes',14,14,3.2,7
'SUP_EPFZP','FI232302','PREF_9JSQ',2,10,12,'Active','Former',6,9,2.0,1
'SUP_JX92C','FI964210','PREF_GIJZ',17,10,23,'Never','Former',14,7,2.1,9
'SUP_VE2UR','FI730935','PREF_TWL7',1,2,11,'Active','Former',6,7,2.2,7
'SUP_UQ49S','FI657714','PREF_3RVA',8,7,25,'Never','Yes',20,10,4.5,2
'SUP_HAB8H','FI840550','PREF_1XV9',12,4,19,'Occasional','No',10,13,4.7,1
'SUP_V5E90','FI171765','PREF_MUAG',4,10,0,'Never','No',0,12,2.9,1
'SUP_742ZC','FI786574','PREF_DK7V',7,9,9,'Occasional','Yes',11,5,3.6,0
'SUP_U3ZBV','FI114715','PREF_XQMD',12,6,28,'Never','Former',13,14,4.8,4
'SUP_AOR55','FI893092','PREF_H1JX',6,6,15,'Occasional','Yes',7,10,2.4,0
'SUP_LTRJS','FI114602','PREF_2RF7',17,2,13,'Occasional','Former',12,11,4.3,2
'SUP_0GJFN','FI619768','PREF_BV8D',19,9,26,'Never','No',8,1,3.8,10
'SUP_MHDME','FI122370','PREF_GF85',12,10,18,'Never','No',14,2,4.5,3
'SUP_5T59F','FI742134','PREF_L6P0',12,8,21,'Occasional','Yes',9,3,1.2,9
'SUP_ZS64T','FI727102','PREF_O9R9',15,0,10,'Active','No',17,13,4.0,4
'SUP_KI6TM','FI516606','PREF_U4SP',10,3,19,'Never','No',18,2,3.4,0
'SUP_YZ542','FI767888','PREF_RD2K',11,2,30,'Occasional','Former',18,13,3.8,8
'SUP_6SNQF','FI595881','PREF_6F78',17,5,14,'Active','Yes',4,11,2.2,0
'SUP_0B67B','FI694186','PREF_2G9P',8,1,25,'Never','Yes',6,8,1.5,8
'SUP_GOROJ','FI841898','PREF_Q8GX',13,8,18,'Never','No',5,4,4.1,0
'SUP_SVKWW','FI726270','PREF_OEZ3',3,2,10,'Occasional','No',0,0,2.1,2
'SUP_BBQD2','FI821537','PREF_74FH',10,3,23,'Never','Former',14,11,1.0,1
'SUP_6N5QP','FI608866','PREF_H2OG',20,7,23,'Occasional','Former',1,10,4.2,0
'SUP_6RZJ5','FI765992','PREF_EVFI',0,2,2,'Occasional','Former',16,9,3.6,1
'SUP_JK47P','FI733698','PREF_FJVO',11,9,26,'Active','Yes',14,7,1.1,2
'SUP_DVRVM','FI390999','PREF_ZIEG',16,3,20,'Never','No',9,6,1.1,8
'SUP_IK477','FI364902','PREF_YY0B',3,7,29,'Occasional','No',4,5,3.5,3
'SUP_XX7UG','FI145138','PREF_7PB9',6,1,9,'Never','Former',10,3,2.4,4
'SUP_CKGFM','FI278383','PREF_UJUI',17,7,5,'Active','Former',12,12,4.1,5
'SUP_ZGUVQ','FI225728','PREF_3JL9',9,9,28,'Never','No',6,7,1.0,7
'SUP_6HA83','FI197789','PREF_PRF7',12,5,14,'Active','Yes',4,11,1.8,9
'SUP_QPIBM','FI735690','PREF_8CBL',13,4,1,'Occasional','No',2,5,1.8,3
'SUP_Q09VO','FI210782','PREF_1UOK',16,5,27,'Active','Yes',18,11,4.6,7
'SUP_BUKNI','FI124928','PREF_3GGN',2,6,18,'Active','No',5,5,4.3,3
'SUP_IR25E','FI877707','PREF_MSP6',3,6,14,'Occasional','Former',5,6,3.0,8
'SUP_DJO9F','FI377962','PREF_M56S',4,3,6,'Occasional','No',2,6,2.5,6
'SUP_BB8IQ','FI931177','PREF_77M0',6,2,26,'Active','No',0,11,2.4,1
'SUP_21UB6','FI191937','PREF_5JFV',6,0,30,'Occasional','Yes',8,0,2.1,10
'SUP_I2B3D','FI151170','PREF_5WS8',12,4,6,'Never','No',17,6,2.9,0
'SUP_1O4NG','FI483000','PREF_AUB4',12,10,14,'Active','Former',14,7,3.0,0
'SUP_FNVE8','FI292416','PREF_KVL4',17,9,19,'Active','Former',10,10,2.6,1
'SUP_240KS','FI503175','PREF_9V97',9,0,12,'Never','Former',6,14,3.1,8
'SUP_GFUP2','FI219566','PREF_V5GX',6,5,16,'Active','Yes',11,9,3.0,1
'SUP_PTGO2','FI165326','PREF_IYKV',9,5,20,'Active','No',6,6,2.4,6
'SUP_ARYHB','FI739353','PREF_PPIH',13,10,4,'Occasional','Former',7,12,1.9,5
'SUP_RST8Y','FI219577','PREF_22FS',0,9,5,'Active','Yes',7,9,2.2,2
'SUP_QY2OT','FI693004','PREF_1GFE',15,4,5,'Occasional','Yes',3,9,3.7,3
'SUP_ZFCV0','FI871392','PREF_K4EK',19,0,21,'Occasional','Former',15,12,4.8,6
'SUP_Z9CNR','FI739102','PREF_DTIX',6,4,8,'Active','Yes',5,8,2.2,5
'SUP_C77YO','FI276933','PREF_W8KM',11,9,14,'Never','Yes',16,10,1.9,3
'SUP_ZD12X','FI616562','PREF_ALC2',13,2,4,'Active','No',11,10,3.7,4
'SUP_S0E0A','FI549785','PREF_3GIR',16,8,21,'Occasional','Former',17,7,1.8,10
'SUP_3S74M','FI241078','PREF_9TQH',12,4,11,'Active','Yes',14,14,2.9,3
'SUP_FNPYC','FI632972','PREF_BEYR',13,10,6,'Active','No',14,4,2.8,6
'SUP_FCN28','FI591206','PREF_SITC',19,10,23,'Never','No',20,2,3.1,4
'SUP_5VHYY','FI841189','PREF_6RYR',12,8,0,'Active','No',2,0,2.9,6
'SUP_853VH','FI140911','PREF_3YLE',9,10,24,'Active','Yes',9,6,1.9,8
'SUP_VTU8R','FI857852','PREF_IHWM',11,9,16,'Occasional','No',19,6,3.4,2
'SUP_7AB12','FI284340','PREF_HH66',13,2,6,'Occasional','No',16,7,2.1,3
'SUP_GN77A','FI155906','PREF_GO8T',17,9,28,'Never','Former',15,8,2.1,3
'SUP_XN06H','FI306306','PREF_WII8',16,8,29,'Occasional','Yes',20,3,2.9,3
'SUP_4Y0C1','FI193146','PREF_BWHI',5,6,14,'Never','No',11,6,1.8,6
'SUP_63AC2','FI157233','PREF_NCTA',9,2,20,'Never','No',8,7,4.1,7
'SUP_8JI08','FI603255','PREF_DBVW',17,0,2,'Active','Former',18,15,3.1,6
'SUP_53IUU','FI126889','PREF_MXKW',0,4,20,'Active','No',12,8,2.5,5
'SUP_E05KW','FI254886','PREF_2XFY',8,1,18,'Active','Yes',0,13,3.0,5
'SUP_BDVRV','FI828047','PREF_XWQ9',13,8,15,'Never','No',8,8,5.0,5
'SUP_0XLFX','FI883474','PREF_0XOM',8,9,17,'Never','Former',2,15,2.3,7
'SUP_CZ3QG','FI917662','PREF_XV5I',10,8,28,'Occasional','No',16,5,1.4,0
'SUP_5ST7Z','FI421613','PREF_9QAX',6,4,5,'Never','Former',13,12,1.0,6
'SUP_163TD','FI944153','PREF_M7PB',14,6,27,'Active','Former',6,13,2.2,6
'SUP_FCWAI','FI814569','PREF_WDZ3',8,9,22,'Active','Former',3,10,3.5,0
'SUP_ZTC3V','FI380301','PREF_45QG',17,9,23,'Occasional','No',10,5,1.9,9
'SUP_46RC4','FI134551','PREF_TU5Y',10,10,9,'Active','Yes',5,11,4.1,7
'SUP_FYZTX','FI292185','PREF_MUQQ',10,0,24,'Never','No',12,9,2.8,10
'SUP_XEI5K','FI819727','PREF_GROA',4,8,29,'Active','No',12,2,2.1,4
'SUP_6SC5Y','FI136951','PREF_71LL',15,4,23,'Never','Yes',7,14,1.4,3
'SUP_B8JSB','FI255157','PREF_ZA3G',2,9,4,'Occasional','No',3,10,4.6,0
'SUP_C4W21','FI354931','PREF_Z090',1,6,15,'Occasional','Yes',13,8,3.5,6
'SUP_G0TD7','FI546167','PREF_ACIT',17,2,24,'Never','No',16,2,2.1,8
'SUP_0GZW2','FI429617','PREF_EIU9',8,2,8,'Active','Yes',5,14,3.5,8
'SUP_02X8Y','FI905991','PREF_GOFD',8,1,24,'Never','Former',0,14,2.5,6
'SUP_7NU9R','FI821298','PREF_7GPE',8,9,17,'Occasional','Yes',10,14,4.1,8
'SUP_MUJ8M','FI724078','PREF_WOHI',4,2,22,'Occasional','No',7,15,3.7,1
'SUP_UO14T','FI313446','PREF_VO4T',16,0,3,'Never','Yes',11,0,5.0,1
'SUP_MWV76','FI950320','PREF_J96P',18,0,15,'Never','Former',6,7,4.3,10
'SUP_VYKG6','FI108806','PREF_Z90K',4,5,15,'Never','No',11,4,1.8,8
'SUP_L0K9E','FI689870','PREF_GTTZ',12,4,24,'Occasional','Former',20,12,4.9,3
'SUP_Y8BIL','FI626077','PREF_IGQ6',20,5,13,'Never','Yes',11,13,2.3,8
'SUP_N430B','FI212657','PREF_5D24',4,1,2,'Occasional','Former',13,3,3.8,10
'SUP_B4WUV','FI316115','PREF_J1MO',4,5,10,'Never','No',3,11,1.6,10
'SUP_HYWAU','FI696918','PREF_4VF1',4,5,22,'Active','No',5,14,3.1,0
