'PREF_0NMG','MEM_2QN8I','SOC_QKGS3','Public','Full','Important','SMS','Opted In','Auto','Custom',2,'Monthly','2025-02-19',901,427,183,2,0.77,0.43,'Good'
'PREF_AP68','MEM_WIR89','SOC_66LOD','Friends Only','Minimal','All','Push','Opted In','Translated','Standard',5,'Daily','2025-02-19',227,557,79,3,0.56,0.81,'Excellent'
'PREF_NNGI','MEM_2RY22','SOC_391FW','Public','Minimal','Important','SMS','Opted Out','Original','Enhanced',4,'Weekly','2025-02-02',652,3201,7,5,0.31,0.70,'Excellent'
'PREF_NABN','MEM_3S0NI','SOC_PDAQ0','Friends Only','Minimal','Important','SMS','Selective','Translated','Custom',4,'Monthly','2025-01-28',294,2522,272,4,0.80,0.43,'Good'
'PREF_KGSS','MEM_5AEZO','SOC_FTV5J','Friends Only','Full','Important','SMS','Opted Out','Original','Enhanced',4,'Rare','2025-01-24',177,4352,209,4,0.67,0.36,'Good'
'PREF_5V26','MEM_3CLFB','SOC_BOZCL','Public','Minimal','Important','Email','Opted In','Auto','Standard',3,'Daily','2025-02-18',597,2680,254,3,0.79,0.77,'Fair'
'PREF_LYIB','MEM_9B7QH','SOC_NP7FG','Public','Minimal','All','Push','Opted Out','Translated','Standard',1,'Rare','2025-01-20',164,1533,289,3,0.82,0.40,'Excellent'
'PREF_JAUC','MEM_AVDOU','SOC_Z7W2E','Public','Minimal','Important','Email','Opted Out','Auto','Custom',3,'Rare','2025-01-30',368,2970,330,5,0.58,0.73,'Good'
'PREF_KCKR','MEM_LVYIC','SOC_DTULI','Public','Minimal','Important','SMS','Selective','Translated','Enhanced',5,'Weekly','2025-02-15',780,4114,208,1,0.73,0.09,'Excellent'
'PREF_SXSZ','MEM_SM7RS','SOC_E9BNZ','Friends Only','Minimal','All','SMS','Opted Out','Translated','Enhanced',5,'Weekly','2025-01-29',323,2239,265,4,0.27,0.48,'Excellent'
'PREF_ONS0','MEM_IOK7W','SOC_CHYRM','Public','Partial','Important','Push','Opted Out','Translated','Enhanced',4,'Monthly','2025-01-24',760,65,117,1,0.51,0.90,'Excellent'
'PREF_5FC2','MEM_DEKRI','SOC_UX14D','Private','Minimal','Important','Push','Opted In','Original','Standard',4,'Weekly','2025-02-04',297,4552,61,1,0.49,0.92,'Fair'
'PREF_D5LT','MEM_E5OXG','SOC_Y90C4','Private','Full','Important','SMS','Opted In','Original','Enhanced',1,'Daily','2025-01-26',929,863,292,1,0.73,0.56,'Poor'
'PREF_WWZP','MEM_61HS7','SOC_PI3T4','Private','Full','Important','SMS','Selective','Translated','Standard',4,'Daily','2025-02-16',718,4879,56,2,0.98,0.75,'Good'
'PREF_CH9Z','MEM_SEFSY','SOC_5TM2Y','Public','Minimal','All','SMS','Opted Out','Auto','Standard',3,'Daily','2025-02-14',477,2775,39,5,0.43,0.17,'Fair'
'PREF_LRJ5','MEM_BMZHM','SOC_2LEWG','Public','Minimal','Important','SMS','Opted Out','Auto','Custom',5,'Monthly','2025-01-26',83,3099,334,1,0.06,0.31,'Good'
'PREF_XLHD','MEM_FRUQ9','SOC_Q5KV2','Public','Full','Important','SMS','Opted In','Original','Standard',2,'Weekly','2025-02-08',480,4909,32,1,0.26,0.69,'Poor'
'PREF_34VQ','MEM_J3ZR6','SOC_X1E46','Public','Partial','All','Push','Selective','Translated','Standard',5,'Rare','2025-02-04',735,1454,31,5,0.99,0.33,'Good'
'PREF_1N93','MEM_UOHAG','SOC_Y6L43','Friends Only','Minimal','Important','Push','Opted Out','Translated','Custom',3,'Daily','2025-02-01',696,4028,326,4,0.63,0.54,'Fair'
'PREF_JCHO','MEM_ARWK0','SOC_QZA2F','Public','Minimal','Important','Email','Selective','Original','Enhanced',3,'Rare','2025-02-04',310,1448,118,2,0.05,0.58,'Excellent'
'PREF_UW9D','MEM_CU6V6','SOC_788PW','Public','Minimal','All','SMS','Opted Out','Auto','Custom',3,'Weekly','2025-02-13',500,1245,126,5,0.16,0.85,'Excellent'
'PREF_KPOM','MEM_5GJDF','SOC_AF62C','Friends Only','Partial','Important','SMS','Opted In','Auto','Custom',2,'Weekly','2025-02-09',336,2957,21,4,0.49,0.13,'Excellent'
'PREF_KINR','MEM_ITS17','SOC_T6LK6','Public','Minimal','All','SMS','Opted In','Translated','Enhanced',2,'Weekly','2025-02-04',909,3424,51,1,0.26,0.38,'Good'
'PREF_PSV9','MEM_93U3Q','SOC_YNIYH','Private','Minimal','Important','Push','Opted In','Original','Standard',2,'Weekly','2025-01-24',58,3228,224,5,0.17,0.56,'Poor'
'PREF_YV6F','MEM_WTKH9','SOC_RDPCX','Friends Only','Minimal','Important','SMS','Selective','Original','Custom',3,'Rare','2025-02-17',841,4539,90,1,0.47,0.21,'Fair'
'PREF_PXWC','MEM_OKNIN','SOC_BM6GO','Private','Partial','Important','SMS','Opted Out','Original','Standard',3,'Rare','2025-02-01',713,4385,86,5,0.40,0.14,'Excellent'
'PREF_4FG1','MEM_2DO2E','SOC_3A2RI','Friends Only','Partial','Important','Email','Opted In','Translated','Standard',3,'Weekly','2025-02-12',186,594,98,2,0.76,0.61,'Fair'
'PREF_1NNQ','MEM_LV57U','SOC_2SRWB','Private','Minimal','All','SMS','Opted In','Original','Custom',4,'Monthly','2025-01-24',403,2381,192,2,0.96,0.15,'Poor'
'PREF_4OAG','MEM_D6KJV','SOC_Y665C','Public','Partial','Important','SMS','Selective','Translated','Custom',5,'Daily','2025-01-29',360,4687,39,3,0.26,0.78,'Excellent'
'PREF_9AY1','MEM_0XXDB','SOC_UPOIT','Private','Partial','Important','SMS','Selective','Auto','Enhanced',5,'Rare','2025-02-19',209,4250,45,1,0.30,0.86,'Good'
'PREF_LFFY','MEM_NJ2G4','SOC_YNJON','Public','Full','Important','SMS','Opted Out','Translated','Standard',1,'Daily','2025-02-05',177,353,355,4,0.83,0.38,'Fair'
'PREF_3BE5','MEM_ITCON','SOC_YYELV','Friends Only','Minimal','All','Email','Opted In','Translated','Custom',5,'Weekly','2025-02-15',115,2909,1,2,0.51,0.94,'Poor'
'PREF_G3KW','MEM_GQH1Q','SOC_DBTCH','Friends Only','Minimal','All','Push','Selective','Original','Standard',3,'Monthly','2025-02-01',236,1144,47,1,0.62,0.42,'Good'
'PREF_6ZFM','MEM_JYLLF','SOC_VR17A','Private','Full','All','SMS','Opted In','Translated','Standard',3,'Rare','2025-02-09',150,210,125,1,0.44,0.94,'Excellent'
'PREF_5Y4K','MEM_YU84T','SOC_PS41B','Public','Partial','All','Push','Opted In','Original','Standard',4,'Weekly','2025-02-06',707,2714,44,5,0.75,0.53,'Fair'
'PREF_ST9G','MEM_FJA88','SOC_TMXT1','Private','Minimal','Important','SMS','Opted In','Auto','Custom',5,'Weekly','2025-01-20',748,841,109,3,0.75,0.77,'Excellent'
'PREF_LOT6','MEM_PCPHZ','SOC_MMWFG','Private','Minimal','Important','Push','Opted Out','Translated','Standard',3,'Daily','2025-02-08',275,4003,92,4,0.22,0.99,'Poor'
'PREF_KIAT','MEM_M77B1','SOC_WRZ8I','Private','Full','Important','Email','Selective','Original','Standard',2,'Rare','2025-01-27',803,4346,206,3,0.18,0.62,'Poor'
'PREF_3CP5','MEM_IMRI7','SOC_994UX','Public','Minimal','All','SMS','Selective','Original','Custom',3,'Rare','2025-02-17',212,1236,335,1,0.64,0.18,'Poor'
'PREF_DQKK','MEM_24S5W','SOC_3TBYJ','Public','Partial','All','Push','Selective','Auto','Enhanced',5,'Monthly','2025-01-24',727,592,140,4,0.66,0.20,'Poor'
'PREF_JJ9I','MEM_40LHJ','SOC_MPXUB','Friends Only','Partial','All','Email','Opted In','Translated','Standard',3,'Weekly','2025-02-15',474,2626,289,3,0.87,0.00,'Poor'
'PREF_I4N3','MEM_J5NML','SOC_91J7H','Friends Only','Partial','Important','SMS','Opted Out','Auto','Standard',5,'Weekly','2025-01-21',565,874,44,5,0.77,0.86,'Poor'
'PREF_9ORO','MEM_RXXR5','SOC_YFVLW','Friends Only','Partial','Important','Push','Opted Out','Auto','Enhanced',2,'Daily','2025-02-19',350,3379,208,3,0.61,0.97,'Fair'
'PREF_XFN0','MEM_0WGXU','SOC_MN6OT','Friends Only','Minimal','Important','SMS','Selective','Original','Enhanced',1,'Monthly','2025-02-12',391,997,84,3,0.99,0.64,'Poor'
'PREF_68GW','MEM_NDGHM','SOC_S2806','Public','Partial','Important','Push','Selective','Original','Custom',1,'Daily','2025-02-19',418,4615,59,1,0.69,0.19,'Good'
'PREF_CFVF','MEM_MLURU','SOC_DHVLJ','Friends Only','Partial','Important','SMS','Selective','Translated','Custom',4,'Rare','2025-02-15',43,4467,305,5,0.24,0.86,'Fair'
'PREF_PAKF','MEM_31RUB','SOC_JENBE','Private','Minimal','Important','Push','Selective','Original','Custom',2,'Weekly','2025-02-16',659,1971,224,4,0.08,0.12,'Poor'
'PREF_0DKF','MEM_EHDYR','SOC_EMCXB','Private','Minimal','Important','SMS','Selective','Original','Custom',3,'Weekly','2025-02-10',108,3830,298,4,0.02,0.28,'Good'
'PREF_F2WM','MEM_LW0IK','SOC_CGVLX','Private','Full','Important','Push','Opted In','Original','Standard',1,'Rare','2025-02-17',932,60,204,3,0.45,0.56,'Good'
'PREF_EFJ3','MEM_P5UK1','SOC_7VMOU','Private','Full','Important','SMS','Opted In','Translated','Custom',5,'Weekly','2025-01-21',855,148,117,2,0.51,0.54,'Fair'
'PREF_JAK8','MEM_JESI4','SOC_MMAET','Friends Only','Full','Important','Push','Selective','Auto','Standard',2,'Daily','2025-02-06',942,2094,331,3,0.16,0.08,'Excellent'
'PREF_A4A7','MEM_YXFLA','SOC_IKHD4','Private','Partial','All','Email','Opted Out','Original','Custom',1,'Monthly','2025-01-20',759,1335,65,5,0.43,0.53,'Good'
'PREF_215U','MEM_ADF3T','SOC_2CR5D','Friends Only','Full','Important','Email','Opted Out','Translated','Standard',3,'Daily','2025-01-26',902,1185,130,2,0.22,0.25,'Poor'
'PREF_RV2Y','MEM_VKB0A','SOC_6DBOU','Friends Only','Full','Important','Email','Opted Out','Translated','Enhanced',1,'Monthly','2025-02-14',903,1508,343,2,0.08,0.04,'Good'
'PREF_SDJ6','MEM_O0A53','SOC_7EOYI','Public','Partial','All','SMS','Opted Out','Auto','Custom',1,'Rare','2025-01-20',711,1382,292,3,0.97,0.81,'Poor'
'PREF_EAT9','MEM_CV8WB','SOC_QE0IY','Public','Full','Important','SMS','Selective','Auto','Enhanced',3,'Weekly','2025-02-16',576,2033,43,1,0.02,0.79,'Excellent'
'PREF_LYLA','MEM_CYFP4','SOC_BH9C0','Private','Minimal','Important','SMS','Opted In','Auto','Standard',3,'Daily','2025-01-23',634,4461,60,3,0.67,0.83,'Fair'
'PREF_DGDN','MEM_E94U9','SOC_IHBW8','Private','Minimal','All','Email','Opted In','Translated','Custom',3,'Monthly','2025-01-31',764,1173,162,1,0.07,0.05,'Good'
'PREF_PYFN','MEM_V9E0D','SOC_QOGT2','Public','Full','Important','SMS','Selective','Original','Enhanced',4,'Rare','2025-01-25',77,1544,314,1,0.89,0.53,'Fair'
'PREF_KOKM','MEM_W82Y8','SOC_3DOPD','Public','Minimal','Important','Push','Selective','Original','Custom',2,'Weekly','2025-02-02',926,2181,176,1,0.20,0.14,'Fair'
'PREF_0SK9','MEM_MNW7G','SOC_KEMC0','Friends Only','Partial','All','SMS','Opted In','Auto','Custom',4,'Weekly','2025-02-01',983,4726,195,1,0.29,0.97,'Poor'
'PREF_XGTE','MEM_98G1I','SOC_1KA2H','Private','Minimal','Important','SMS','Opted In','Original','Enhanced',2,'Monthly','2025-01-25',639,862,277,3,0.13,0.18,'Poor'
'PREF_ZOTD','MEM_VKFTE','SOC_KKTIX','Public','Full','All','Push','Opted Out','Original','Custom',3,'Weekly','2025-02-10',372,797,132,2,0.43,0.87,'Poor'
'PREF_272E','MEM_STI3Y','SOC_F9PFO','Friends Only','Full','Important','Push','Opted Out','Translated','Enhanced',4,'Weekly','2025-02-01',523,1569,101,3,0.80,0.75,'Poor'
'PREF_ZRPP','MEM_40IHZ','SOC_QXSNP','Friends Only','Partial','Important','SMS','Opted Out','Auto','Enhanced',4,'Rare','2025-02-16',97,600,96,1,0.77,0.57,'Good'
'PREF_X6UC','MEM_TYBAQ','SOC_CPHQR','Public','Full','Important','SMS','Opted Out','Translated','Enhanced',2,'Rare','2025-01-27',463,1935,269,5,0.43,0.72,'Excellent'
'PREF_7QC8','MEM_2B5UY','SOC_X7CYH','Private','Partial','Important','SMS','Opted In','Original','Standard',1,'Weekly','2025-01-20',104,4684,16,1,0.55,0.72,'Good'
'PREF_6ER0','MEM_XNTP3','SOC_PRXU2','Private','Full','Important','SMS','Opted In','Auto','Enhanced',4,'Daily','2025-01-28',394,3414,349,5,0.08,0.22,'Good'
'PREF_2JZ0','MEM_JPA8T','SOC_5ZZW5','Private','Full','Important','Push','Opted Out','Original','Standard',5,'Monthly','2025-02-14',596,4360,154,3,0.01,0.48,'Fair'
'PREF_CAI2','MEM_29NPO','SOC_SJZ99','Public','Full','All','Push','Opted In','Auto','Enhanced',2,'Monthly','2025-01-27',910,4759,322,5,0.83,0.81,'Poor'
'PREF_I3XO','MEM_SG7EQ','SOC_M489N','Private','Partial','Important','SMS','Opted Out','Auto','Standard',4,'Monthly','2025-01-21',834,4042,243,3,0.49,0.86,'Fair'
'PREF_6BN2','MEM_BLX4S','SOC_YQDVG','Friends Only','Partial','All','SMS','Opted Out','Translated','Custom',3,'Weekly','2025-01-21',803,4215,109,1,0.60,0.55,'Poor'
'PREF_QAYR','MEM_MZ65Z','SOC_0UM99','Public','Partial','Important','SMS','Opted In','Original','Custom',2,'Weekly','2025-02-05',93,2646,172,1,0.43,0.24,'Fair'
'PREF_N0MV','MEM_UW8KH','SOC_ZGLLT','Private','Full','All','SMS','Opted Out','Translated','Custom',3,'Monthly','2025-02-17',582,2591,146,5,0.84,0.34,'Poor'
'PREF_4IMZ','MEM_SLCXO','SOC_LHZPR','Public','Partial','Important','Push','Selective','Auto','Enhanced',3,'Weekly','2025-01-24',155,147,190,4,0.76,0.76,'Excellent'
'PREF_ZTG1','MEM_M1T9N','SOC_E9N7R','Public','Minimal','Important','SMS','Opted Out','Original','Enhanced',2,'Weekly','2025-02-02',796,2901,249,1,0.87,0.40,'Poor'
'PREF_WM83','MEM_8GOBS','SOC_IJ0DN','Friends Only','Partial','Important','SMS','Opted Out','Auto','Custom',2,'Weekly','2025-01-22',29,715,356,1,0.51,0.96,'Fair'
'PREF_280J','MEM_ZDFO7','SOC_OIQWY','Private','Partial','All','SMS','Opted Out','Auto','Enhanced',5,'Monthly','2025-02-16',604,4278,98,5,0.54,0.11,'Excellent'
'PREF_IN7N','MEM_G4SOL','SOC_BSKD4','Friends Only','Minimal','All','SMS','Opted Out','Original','Enhanced',2,'Rare','2025-01-27',3,4052,101,4,0.16,0.74,'Good'
'PREF_U69Q','MEM_HSLDR','SOC_CZC4D','Public','Minimal','Important','Push','Opted In','Original','Custom',4,'Weekly','2025-02-17',465,1163,45,3,0.31,0.40,'Good'
'PREF_4HQD','MEM_BOUV6','SOC_O0NMZ','Private','Minimal','Important','SMS','Selective','Auto','Standard',4,'Daily','2025-02-14',435,4740,55,3,0.73,0.04,'Fair'
'PREF_R24R','MEM_7A2C4','SOC_EXP9P','Private','Partial','All','Email','Opted In','Original','Enhanced',3,'Daily','2025-01-26',24,3870,36,5,0.95,0.54,'Excellent'
'PREF_B6T2','MEM_V5K3I','SOC_QBWDV','Private','Minimal','Important','SMS','Selective','Auto','Custom',4,'Weekly','2025-01-21',558,4041,246,1,0.07,0.45,'Fair'
'PREF_DUHZ','MEM_BUDLK','SOC_9UBCG','Public','Minimal','All','SMS','Opted In','Translated','Standard',2,'Weekly','2025-02-07',99,1765,249,2,0.24,0.27,'Good'
'PREF_3JB6','MEM_2XNJE','SOC_V9449','Private','Minimal','Important','SMS','Opted In','Original','Enhanced',1,'Weekly','2025-01-29',710,1511,187,5,0.64,0.02,'Poor'
'PREF_MLMR','MEM_8G3IA','SOC_VCEK8','Public','Full','Important','Push','Opted In','Original','Custom',3,'Rare','2025-02-05',487,4104,344,4,0.41,0.45,'Good'
'PREF_KY1L','MEM_DBFMW','SOC_LL9UB','Public','Full','All','SMS','Opted In','Translated','Custom',5,'Monthly','2025-02-15',997,2861,306,1,0.68,0.96,'Excellent'
'PREF_6NMJ','MEM_29MZR','SOC_A45F6','Private','Full','All','SMS','Opted Out','Auto','Enhanced',5,'Monthly','2025-02-09',595,4018,335,1,0.59,0.96,'Excellent'
'PREF_ER2G','MEM_W4RI0','SOC_31POF','Private','Minimal','Important','SMS','Opted Out','Translated','Custom',3,'Rare','2025-01-25',758,279,12,1,0.74,0.69,'Fair'
'PREF_8JZU','MEM_D3ODD','SOC_BQ1KV','Friends Only','Partial','Important','SMS','Opted In','Translated','Custom',4,'Daily','2025-02-13',75,3259,173,2,0.90,0.51,'Excellent'
'PREF_UI52','MEM_OPMFL','SOC_ZQY88','Friends Only','Partial','All','Email','Opted Out','Auto','Custom',2,'Daily','2025-01-20',285,4867,110,3,0.35,0.22,'Fair'
'PREF_XNY4','MEM_CKF7L','SOC_QM8SY','Private','Minimal','All','SMS','Opted In','Auto','Enhanced',4,'Rare','2025-02-19',592,2518,191,1,0.20,0.34,'Fair'
'PREF_PLYG','MEM_8T3XU','SOC_4ZJBW','Private','Minimal','Important','Push','Opted In','Translated','Enhanced',3,'Monthly','2025-02-06',262,4568,52,2,0.57,0.81,'Excellent'
'PREF_JTIT','MEM_CWLMB','SOC_FKUKV','Private','Full','Important','Email','Selective','Auto','Custom',4,'Monthly','2025-02-09',531,1133,93,2,0.42,0.66,'Excellent'
'PREF_D18G','MEM_K4W9L','SOC_9KJTV','Private','Minimal','All','SMS','Opted Out','Original','Custom',3,'Weekly','2025-02-01',895,1983,262,3,0.12,0.92,'Fair'
'PREF_8I3X','MEM_40OP4','SOC_RIN1Q','Friends Only','Partial','All','Push','Opted Out','Auto','Enhanced',4,'Monthly','2025-02-03',52,4203,254,5,0.34,0.55,'Excellent'
'PREF_AJ1H','MEM_9PEJK','SOC_LI3K3','Public','Minimal','Important','SMS','Opted In','Translated','Custom',1,'Weekly','2025-02-07',35,3577,89,3,0.59,0.46,'Excellent'
'PREF_UITP','MEM_0H76A','SOC_U8XFN','Friends Only','Partial','Important','Email','Opted Out','Original','Custom',2,'Monthly','2025-02-14',285,3921,250,5,0.03,0.78,'Good'
'PREF_6DDJ','MEM_GSGXD','SOC_WN1EG','Private','Full','Important','SMS','Selective','Auto','Custom',5,'Rare','2025-02-11',444,4562,170,1,0.28,0.20,'Fair'
'PREF_Q8YO','MEM_UP0P9','SOC_CNMTI','Private','Partial','Important','SMS','Selective','Original','Enhanced',2,'Daily','2025-02-16',407,832,172,3,0.99,0.27,'Poor'
'PREF_PNN6','MEM_QDZDV','SOC_S0XA9','Public','Partial','All','SMS','Selective','Original','Enhanced',3,'Monthly','2025-02-06',402,9,145,5,0.40,0.16,'Excellent'
'PREF_GZBR','MEM_WLCJN','SOC_OYHYO','Private','Partial','Important','SMS','Opted In','Original','Enhanced',5,'Monthly','2025-01-25',406,3253,184,2,0.93,0.70,'Fair'
'PREF_EPXC','MEM_YNPD9','SOC_9985W','Public','Minimal','Important','SMS','Opted In','Translated','Standard',2,'Monthly','2025-01-21',68,768,250,3,0.17,0.67,'Good'
'PREF_ZODS','MEM_906IJ','SOC_6KTQ9','Public','Minimal','Important','Push','Opted Out','Auto','Enhanced',3,'Rare','2025-02-14',828,4019,41,5,0.40,0.79,'Poor'
'PREF_H24W','MEM_7C4QA','SOC_3A0UV','Friends Only','Full','All','Push','Opted In','Translated','Custom',3,'Daily','2025-01-26',129,4236,136,2,0.52,0.27,'Excellent'
'PREF_W466','MEM_LUNKY','SOC_ZVRAJ','Public','Full','Important','SMS','Opted In','Auto','Enhanced',3,'Monthly','2025-02-17',421,4754,345,1,0.27,1.00,'Good'
'PREF_IOLY','MEM_B6OTS','SOC_AW1PD','Public','Minimal','Important','Push','Opted Out','Translated','Custom',5,'Daily','2025-02-11',858,3718,20,2,0.72,0.45,'Good'
'PREF_PK9X','MEM_W4PFP','SOC_OJBK3','Private','Partial','Important','SMS','Opted Out','Original','Enhanced',3,'Weekly','2025-02-07',232,1419,288,5,0.68,0.81,'Fair'
'PREF_BQUC','MEM_6218F','SOC_HK7EV','Private','Minimal','Important','SMS','Opted In','Translated','Standard',1,'Rare','2025-01-24',992,1381,20,2,0.65,0.01,'Fair'
'PREF_Z09W','MEM_U0JIP','SOC_HS43I','Public','Full','Important','Push','Opted In','Auto','Standard',4,'Weekly','2025-02-05',345,2657,132,2,0.89,0.02,'Good'
'PREF_EO6M','MEM_W0Y1P','SOC_QSZ5F','Friends Only','Minimal','Important','SMS','Opted Out','Original','Standard',2,'Weekly','2025-01-27',810,4127,38,2,0.20,0.06,'Fair'
'PREF_ITZM','MEM_O8LPI','SOC_45Y5H','Private','Minimal','Important','Push','Selective','Original','Standard',2,'Weekly','2025-02-11',616,3191,110,2,0.97,0.22,'Poor'
'PREF_Q237','MEM_GN7I8','SOC_YAOW4','Private','Full','All','SMS','Opted Out','Auto','Custom',2,'Monthly','2025-01-30',104,2894,248,4,0.83,0.18,'Good'
'PREF_71ZK','MEM_2ASQ1','SOC_3GJXM','Private','Minimal','All','Email','Opted In','Original','Custom',2,'Daily','2025-01-20',210,3717,275,2,0.20,0.52,'Good'
'PREF_CGUA','MEM_K2SNQ','SOC_JV9UE','Friends Only','Minimal','Important','Push','Selective','Translated','Standard',3,'Monthly','2025-02-14',86,4564,294,3,0.39,0.86,'Poor'
'PREF_NC10','MEM_MJW67','SOC_1A7H4','Private','Full','Important','SMS','Selective','Translated','Standard',3,'Monthly','2025-02-08',87,2171,310,1,0.18,0.46,'Fair'
'PREF_HL4X','MEM_M9ENR','SOC_R0RE5','Public','Minimal','Important','Push','Opted Out','Original','Standard',4,'Monthly','2025-01-24',773,2531,14,5,0.72,0.49,'Good'
'PREF_2CCU','MEM_ERTOP','SOC_DKC4T','Friends Only','Partial','Important','SMS','Opted In','Translated','Standard',5,'Rare','2025-02-10',122,427,74,2,0.07,0.18,'Fair'
'PREF_GK4V','MEM_M7557','SOC_1IOGQ','Public','Minimal','Important','SMS','Opted In','Translated','Standard',4,'Rare','2025-01-28',119,4775,74,1,0.71,0.82,'Excellent'
'PREF_HQOX','MEM_VXIKO','SOC_P7QBR','Private','Minimal','All','Email','Selective','Auto','Standard',3,'Daily','2025-01-31',377,417,132,1,0.55,0.99,'Fair'
'PREF_3TGB','MEM_3D1Q2','SOC_CFQDZ','Friends Only','Partial','Important','Email','Opted In','Original','Enhanced',4,'Rare','2025-02-09',319,1927,223,4,0.91,0.40,'Excellent'
'PREF_CYZZ','MEM_M2TSV','SOC_TVD8G','Public','Full','All','SMS','Selective','Translated','Enhanced',3,'Daily','2025-02-05',105,1728,197,1,0.15,0.77,'Poor'
'PREF_QKBZ','MEM_X9C0M','SOC_S2G8Q','Private','Minimal','All','SMS','Opted Out','Translated','Standard',4,'Daily','2025-02-19',312,1462,125,2,0.21,0.38,'Poor'
'PREF_VGPX','MEM_0W90W','SOC_IV6UZ','Public','Partial','Important','Push','Opted In','Auto','Standard',2,'Rare','2025-01-24',66,3899,185,3,0.32,0.02,'Excellent'
'PREF_E1DR','MEM_MIS0M','SOC_E938G','Private','Minimal','Important','Push','Selective','Original','Custom',3,'Rare','2025-02-09',861,3505,46,3,0.86,0.41,'Good'
'PREF_P23M','MEM_ZVCRA','SOC_9BA6S','Public','Full','Important','SMS','Opted In','Original','Enhanced',4,'Weekly','2025-02-12',45,3364,191,3,0.59,0.65,'Good'
'PREF_T0OJ','MEM_K4N7S','SOC_41SZF','Public','Partial','Important','SMS','Opted Out','Original','Standard',4,'Weekly','2025-02-15',437,1132,259,2,0.94,0.10,'Good'
'PREF_0QIB','MEM_BUMYT','SOC_RI173','Friends Only','Full','All','SMS','Opted Out','Original','Standard',5,'Weekly','2025-02-07',803,4099,314,1,0.76,0.53,'Excellent'
'PREF_PSG4','MEM_AVZSR','SOC_EK7IW','Friends Only','Partial','Important','SMS','Selective','Auto','Standard',5,'Weekly','2025-02-13',235,2521,187,2,0.20,0.62,'Excellent'
'PREF_7N67','MEM_VTGNF','SOC_Y81E4','Private','Full','All','SMS','Opted Out','Auto','Custom',4,'Rare','2025-01-25',629,1496,275,3,0.14,0.07,'Fair'
'PREF_OS9L','MEM_LZRED','SOC_UAYPM','Public','Minimal','Important','Email','Opted Out','Translated','Enhanced',4,'Daily','2025-01-27',209,3892,278,3,0.36,0.76,'Poor'
'PREF_LTTM','MEM_37ZE5','SOC_XVMFP','Friends Only','Minimal','Important','SMS','Opted Out','Auto','Custom',4,'Rare','2025-02-15',713,3166,216,4,0.84,0.79,'Fair'
'PREF_Y6AA','MEM_R0PNE','SOC_QUFKO','Friends Only','Full','All','SMS','Selective','Original','Custom',5,'Rare','2025-02-06',618,45,69,3,0.45,0.09,'Excellent'
'PREF_NJ6T','MEM_3TC2C','SOC_FQ0JS','Public','Full','Important','SMS','Opted In','Translated','Standard',4,'Weekly','2025-02-09',775,1532,22,1,0.65,0.65,'Excellent'
'PREF_7XMT','MEM_PDRCA','SOC_L9D5E','Friends Only','Full','Important','Push','Opted Out','Original','Standard',2,'Rare','2025-01-22',89,1406,43,5,0.55,0.53,'Poor'
