'COM_WGO4C','ENG_DO7KH','MEM_R0PNE',34,724.58,60,19,88.6,'High'
'COM_ZZKHN','ENG_RG05O','MEM_3TC2C',35,1191.88,85,4,90.7,'Low'
'COM_RRJH7','ENG_HRQ6C','MEM_PDRCA',18,1753.85,45,25,63.9,'High'
'COM_B3YMP','ENG_94NWN','MEM_LADX5',12,721.89,14,0,29.2,'Low'
'COM_BNI47','ENG_ORVF6','MEM_3SI0N',21,1103.44,30,1,87.8,'High'
'COM_9QJK6','ENG_WAWU8','MEM_13LKG',39,557.17,81,30,6.6,'Low'
'COM_DWC84','ENG_6TMDG','MEM_LAOJJ',50,1968.73,73,8,61.2,'Low'
'COM_R8P6V','ENG_O0KPU','MEM_R53XP',23,1783.07,56,8,93.5,'High'
'COM_MCMR4','ENG_NZCAO','MEM_G17UF',39,1032.59,10,38,59.5,'High'
'COM_A4GRV','ENG_C121S','MEM_Y1Z8R',10,1128.33,36,11,11.9,'Medium'
'COM_OEELD','ENG_WRVHK','MEM_WXMNS',22,816.76,85,14,13.9,'High'
'COM_94ZCI','ENG_FKJSX','MEM_RGH9H',32,1633.98,20,41,44.5,'Low'
'COM_9OWX3','ENG_4M2JZ','MEM_LRW16',16,1678.80,82,24,94.5,'High'
'COM_CGNJ4','ENG_2Q6ZC','MEM_J6KY2',27,1694.91,63,10,58.7,'Low'
'COM_K9P1E','ENG_JWEFR','MEM_BRMKF',50,1599.75,51,0,95.2,'Low'
'COM_RW15B','ENG_ZU6V1','MEM_4W9ZE',0,585.79,80,3,83.6,'Low'
'COM_G7Z45','ENG_1SAJE','MEM_9LFHO',31,1161.87,69,40,29.6,'High'
'COM_T66H5','ENG_TGWGW','MEM_VT809',29,1685.96,10,35,91.2,'Low'
'COM_CQEH2','ENG_48TAZ','MEM_ZGAZK',34,1158.40,47,7,32.6,'Low'
'COM_AJ4SF','ENG_CEW4D','MEM_2IQB2',6,1089.81,63,25,25.7,'Low'
'COM_OQKRK','ENG_E0LVP','MEM_864U2',0,1786.83,99,23,24.4,'Medium'
'COM_BSAK3','ENG_2IW4W','MEM_T4XY8',14,797.24,2,47,21.1,'Low'
'COM_MH5BK','ENG_R3PLL','MEM_BFBN2',36,1161.32,3,34,43.7,'Medium'
'COM_74PID','ENG_F94BK','MEM_VZ7BQ',44,1594.88,22,7,25.6,'Low'
'COM_NQH0B','ENG_XHV1P','MEM_FXZ2W',20,1198.17,74,44,29.2,'Medium'
'COM_UQCKK','ENG_ATTSC','MEM_C71BK',38,915.78,16,3,99.3,'Medium'
'COM_G8B23','ENG_O6LI1','MEM_23JSG',1,1755.57,26,24,84.5,'High'
'COM_IQ6WG','ENG_6FC6E','MEM_9QZBG',42,1709.02,48,11,30.7,'Low'
'COM_IUB5I','ENG_JMG2X','MEM_BG2I2',26,1928.37,22,14,90.0,'Medium'
'COM_EY0QX','ENG_346KZ','MEM_99IK9',33,762.34,9,50,40.9,'Low'
'COM_KTCCP','ENG_EFXP3','MEM_0AILU',25,28.36,60,6,24.7,'Low'
'COM_6NJOF','ENG_M9PZZ','MEM_B3LSG',5,1917.60,60,26,47.4,'Low'
'COM_4OKAE','ENG_G7HJ1','MEM_JU1HK',18,699.30,75,31,89.3,'Medium'
'COM_JY8D2','ENG_BEWHR','MEM_MGFTQ',29,1400.12,74,27,58.2,'Low'
'COM_4BDKT','ENG_C52ZM','MEM_DJN4L',22,1638.14,25,6,46.4,'High'
'COM_7UUM9','ENG_6H4NW','MEM_WNKIY',25,1275.39,44,27,13.4,'Medium'
'COM_4B3U6','ENG_E7BUZ','MEM_1GGEU',5,285.38,46,44,67.9,'High'
'COM_SJQSM','ENG_U15WX','MEM_1SCB0',4,1105.67,11,45,3.2,'Low'
'COM_N7QXG','ENG_N9YVT','MEM_OLCZ8',32,1002.50,97,7,23.7,'Low'
'COM_IYAGR','ENG_9G5GC','MEM_DQCIT',49,1522.05,14,47,77.9,'Low'
'COM_4T8I4','ENG_22Y9S','MEM_4D1SE',19,811.86,60,38,33.7,'High'
'COM_INV4P','ENG_WQLTW','MEM_BS7Z5',7,262.79,2,42,21.4,'High'
'COM_CZOCU','ENG_1JAUQ','MEM_1AXRV',11,1034.37,46,13,0.4,'High'
'COM_1MW27','ENG_EANS1','MEM_S5MDL',48,1888.12,1,6,81.9,'Low'
'COM_UIY8I','ENG_IOO0Y','MEM_ZB5YO',36,1604.88,9,12,42.4,'High'
'COM_2W5YK','ENG_QOJXL','MEM_DAG4O',39,1766.52,43,9,41.9,'Low'
'COM_M8QEC','ENG_55QFN','MEM_DFJMW',25,1649.86,73,46,75.4,'High'
'COM_D503M','ENG_BC1ST','MEM_S62Y5',43,1099.22,65,36,58.4,'Low'
'COM_BWUJO','ENG_4VTLV','MEM_NCWOP',19,389.57,26,20,45.6,'Low'
'COM_O21G4','ENG_60TGJ','MEM_RCQQ8',30,131.43,83,6,63.7,'High'
'COM_4NG34','ENG_QLBY9','MEM_RFXWR',2,429.38,41,13,7.4,'Low'
'COM_7XU1V','ENG_YRF0V','MEM_LRYGZ',33,1480.14,85,21,65.1,'Low'
'COM_S38GJ','ENG_UI38B','MEM_3VZD4',48,7.49,57,41,32.6,'Medium'
'COM_VI6UD','ENG_RR2O2','MEM_93RT1',42,1570.50,74,6,81.3,'Low'
'COM_XIKJ2','ENG_DM9PL','MEM_M8TOY',28,1991.33,43,42,44.6,'High'
'COM_KZR2D','ENG_YU065','MEM_QSA9J',18,909.21,36,13,8.0,'High'
'COM_Z3KLI','ENG_WZZIK','MEM_7VOXZ',31,729.86,19,22,21.6,'Low'
'COM_0HPFD','ENG_K34DX','MEM_0R580',9,112.49,16,50,15.0,'Low'
'COM_HVZUI','ENG_Z27X7','MEM_WUTCD',23,1090.22,85,0,88.8,'Low'
'COM_H0PZC','ENG_0SUEJ','MEM_PV4D1',3,420.09,85,27,14.6,'Low'
'COM_WDI1V','ENG_7N1Q8','MEM_XLVA5',43,133.29,21,36,61.4,'High'
'COM_547WT','ENG_DI0OQ','MEM_88GR6',22,904.40,64,39,96.0,'Low'
'COM_YEECB','ENG_RYRDX','MEM_WSTN7',17,1572.95,79,15,13.6,'High'
'COM_M06L3','ENG_XK3TZ','MEM_C5WFD',20,580.82,84,8,14.3,'High'
'COM_GVDZ0','ENG_L9660','MEM_30OPO',30,804.61,47,10,49.3,'High'
'COM_SRNAV','ENG_E7NUT','MEM_YAPST',38,1912.18,74,8,73.6,'Medium'
'COM_3B7WD','ENG_3AAIQ','MEM_NNH9Q',0,487.42,89,1,10.9,'Low'
'COM_P5BHG','ENG_TK1UN','MEM_NDDVO',46,12.49,47,49,85.8,'Low'
'COM_C2B9S','ENG_URA7B','MEM_JQKM2',23,1689.37,34,44,50.7,'Low'
'COM_IACNA','ENG_QLATR','MEM_7AMJP',25,1787.12,74,31,58.4,'Medium'
'COM_8V04Y','ENG_SML21','MEM_OGKGZ',13,53.73,60,7,92.9,'High'
'COM_0F72X','ENG_4ZF7O','MEM_1VTEA',29,803.52,55,8,83.3,'Low'
'COM_UCNIQ','ENG_6GCBO','MEM_0CMZ1',34,519.58,66,18,26.4,'Medium'
'COM_ZP9V1','ENG_WASIS','MEM_O8NET',39,586.33,8,5,90.7,'Medium'
'COM_01KJA','ENG_KA9GV','MEM_BTY0W',17,1961.71,0,19,1.1,'Medium'
'COM_XXIK3','ENG_BYLUB','MEM_KOJC1',20,778.22,12,39,5.2,'Low'
'COM_XRX5I','ENG_ALDBS','MEM_O9CMG',22,1280.49,19,22,11.2,'High'
'COM_JU5U4','ENG_T4AD9','MEM_X3CKD',14,937.16,15,21,44.3,'Low'
'COM_CACQ4','ENG_Q0NTG','MEM_Y56L7',5,1965.62,29,42,91.7,'High'
'COM_UZ4OT','ENG_KDZWM','MEM_4CG3V',38,1057.69,96,11,56.0,'Low'
'COM_M1PN9','ENG_KDVLI','MEM_AU7MJ',19,1921.48,57,26,50.0,'Low'
'COM_L0Y7O','ENG_FNGO4','MEM_WOEOE',1,265.56,68,26,13.0,'Medium'
'COM_HFEZ4','ENG_D593I','MEM_WLVV1',12,1381.66,61,31,39.7,'Medium'
'COM_L3RJW','ENG_8I0T5','MEM_RQGUI',42,508.18,4,43,32.4,'Low'
'COM_J972L','ENG_AG2L7','MEM_L6AA5',38,1120.42,29,14,23.0,'Low'
'COM_MF1OM','ENG_U904Q','MEM_G0OB3',8,610.94,18,8,43.4,'Medium'
'COM_J7B6Z','ENG_HOVJK','MEM_SQDEF',37,1054.56,76,38,53.1,'Low'
'COM_87VS5','ENG_7FFAV','MEM_4114O',31,1410.78,70,50,21.7,'Low'
'COM_U9EES','ENG_A8KMT','MEM_11VIH',14,1961.38,46,45,75.7,'High'
'COM_VG835','ENG_TXYN3','MEM_DWJQN',45,779.32,34,46,35.3,'High'
'COM_UHJWF','ENG_J504E','MEM_4WIR7',13,1489.21,56,42,35.0,'Low'
'COM_DXYZ5','ENG_3X32G','MEM_4AEPL',2,912.65,42,1,21.7,'Medium'
'COM_LH9LG','ENG_MGG6B','MEM_0MHPE',38,1791.32,59,50,62.8,'Low'
'COM_SQFRZ','ENG_PBLZR','MEM_4QAIT',20,1389.71,66,50,47.7,'Low'
'COM_788TL','ENG_D7RZE','MEM_AVNSB',36,799.64,85,21,55.3,'High'
'COM_OIRKF','ENG_Y6QJQ','MEM_YG2UD',35,294.26,12,48,13.1,'Low'
'COM_UEJC4','ENG_XBBWF','MEM_BFOR2',26,16.47,25,34,13.4,'Low'
'COM_JU22F','ENG_FCFVP','MEM_I15I8',7,506.23,42,31,44.5,'High'
'COM_SYGX3','ENG_Y6Y14','MEM_KZETK',33,757.12,9,19,10.1,'High'
'COM_PD6K6','ENG_U6H7W','MEM_UZJSD',36,942.85,0,43,32.5,'Medium'
'COM_ONNJC','ENG_2QLN9','MEM_3L83Y',24,1988.05,78,9,40.8,'Low'
'COM_KJ7QX','ENG_GCCI3','MEM_3RE2C',29,1150.02,68,9,59.1,'Low'
'COM_JYIC3','ENG_41MLA','MEM_DWJSZ',2,24.23,82,3,26.0,'Medium'
'COM_2G1EL','ENG_AXU8G','MEM_8JHCW',40,306.94,8,12,85.4,'Medium'
'COM_0C2NC','ENG_VXP3A','MEM_5T2YH',41,822.89,49,8,2.2,'Low'
'COM_GBINF','ENG_V6ETR','MEM_524I8',23,163.71,85,30,8.8,'Low'
'COM_NV6V2','ENG_50QUI','MEM_D89EF',44,199.06,25,42,79.9,'Low'
'COM_WM793','ENG_VGY0G','MEM_6YCUP',7,835.74,66,24,12.5,'Medium'
'COM_WW1Q1','ENG_ZB5IA','MEM_427ZD',24,1833.60,4,3,46.9,'High'
'COM_RFUKE','ENG_155KM','MEM_6MTHP',24,1100.98,44,41,57.3,'Low'
'COM_R9F76','ENG_7PHER','MEM_BR7LG',8,1295.58,26,40,57.0,'Low'
'COM_4EUDT','ENG_J4311','MEM_0EJEY',34,1573.81,73,20,16.8,'Low'
'COM_6UUF9','ENG_OP2U0','MEM_NUDWU',48,212.27,54,46,83.3,'Low'
'COM_H9SDH','ENG_LUS3B','MEM_JQW0D',6,741.13,13,36,79.4,'High'
'COM_QOV82','ENG_8XPR3','MEM_6OVHT',11,1454.58,16,12,3.7,'Low'
'COM_3P2TJ','ENG_Y6XF4','MEM_NBJRD',9,123.18,84,33,90.8,'High'
'COM_PUYN7','ENG_C24CU','MEM_7KGUZ',33,516.55,85,6,34.6,'Low'
'COM_0OBDS','ENG_4ADZL','MEM_XATKF',38,1426.90,41,20,48.7,'Low'
'COM_GW0K0','ENG_C7PHS','MEM_GXBSO',20,1450.90,50,45,54.4,'High'
'COM_3TV9G','ENG_08IOX','MEM_7MXV3',44,417.61,44,26,46.6,'Medium'
'COM_IT0RQ','ENG_O797Y','MEM_DTYRN',9,51.11,16,21,65.9,'High'
'COM_W24FR','ENG_1QN7V','MEM_HFFMV',11,1891.27,21,46,17.2,'High'
'COM_JDSR3','ENG_CQC45','MEM_Q16VK',16,883.78,46,2,49.8,'Low'
'COM_CFK6S','ENG_EB5SA','MEM_5R30L',17,1493.87,19,44,59.6,'High'
'COM_Z0PNW','ENG_9RF9T','MEM_WHG8O',45,698.56,69,40,59.4,'Low'
'COM_88AY2','ENG_KTOXZ','MEM_2S7FP',49,1853.55,26,35,1.5,'Low'
'COM_F60CG','ENG_EUZ5X','MEM_XCFY5',40,321.20,1,47,48.7,'High'
'COM_6CZS7','ENG_TPDK2','MEM_ZNNIS',43,697.77,43,18,77.1,'High'
'COM_ELVK3','ENG_L0NQ1','MEM_T1CPW',0,833.22,88,37,73.1,'Medium'
'COM_493L2','ENG_718JD','MEM_NDAZB',48,210.42,77,11,72.6,'Low'
'COM_3XFI6','ENG_7LI0I','MEM_IM67P',25,665.42,68,23,60.2,'Low'
'COM_Q2KOE','ENG_OW7BW','MEM_SDIVZ',44,1469.59,22,11,39.3,'Low'
'COM_8JK5N','ENG_7LD1K','MEM_EHM2R',1,32.89,85,16,52.8,'Low'
'COM_J07RB','ENG_W7Y5P','MEM_5CJ1V',1,1722.65,63,34,79.7,'High'
'COM_FPEVZ','ENG_6IMCE','MEM_NJ7OY',48,646.55,11,18,4.9,'High'
'COM_4ILZV','ENG_SQMQD','MEM_W3OKB',23,496.42,87,38,54.6,'Low'
'COM_B3EH9','ENG_FMTJU','MEM_1J14T',8,1548.76,17,48,36.2,'Medium'
'COM_UTO1X','ENG_8OJQE','MEM_AEU59',39,249.70,19,24,55.5,'Low'
'COM_TCKSN','ENG_4YXUJ','MEM_SAKLA',0,1699.23,0,34,14.0,'Medium'
'COM_696KL','ENG_AHB2M','MEM_UYQAB',28,1231.56,11,34,52.4,'Medium'
'COM_A4YJO','ENG_G9SZ2','MEM_7N6OY',4,254.95,63,20,3.0,'Low'
