'RET_BYMS1','ENG_H2DY0','LOY_EU2WB','High',2,16,87102,9,14,690
'RET_2DGUY','ENG_8BAJ7','LOY_7E0LW','Medium',4,3,84203,3,49,892
'RET_DG9NC','ENG_8OAQD','LOY_IJXNY','High',0,16,10755,4,18,714
'RET_3OPIN','ENG_I58L6','LOY_CWCXW','Medium',5,9,94612,7,49,43
'RET_60KQ6','ENG_HDR2K','LOY_XKR31','Medium',0,10,30733,10,39,992
'RET_CL5K4','ENG_CKCN1','LOY_8L1NE','Low',1,6,28665,9,7,575
'RET_MX25Q','ENG_S3BP1','LOY_FXBW1','High',3,3,53260,10,3,38
'RET_4YC5G','ENG_C2TIQ','LOY_IQH41','High',5,6,28237,4,48,749
'RET_ZO8QI','ENG_SLIYC','LOY_DJEWM','Low',0,5,12511,4,5,259
'RET_2WVRT','ENG_DEQW7','LOY_URQ4G','High',5,14,85495,10,0,196
'RET_PL7RM','ENG_CRU6G','LOY_XLI4A','High',1,7,73167,3,19,76
'RET_Y92QP','ENG_L7EA2','LOY_DO2AC','Low',3,14,14556,1,50,866
'RET_EXXX8','ENG_WJY4G','LOY_IB0VS','High',1,7,81937,0,47,894
'RET_2K0JU','ENG_OA2GC','LOY_91XXL','Low',1,10,76688,0,9,649
'RET_ODJ8Z','ENG_VS8LY','LOY_YRXLM','High',0,14,52919,4,25,832
'RET_QAHOX','ENG_0SD31','LOY_4TAMB','Medium',0,10,9449,9,36,537
'RET_FF8C0','ENG_97NFP','LOY_4FK0L','Medium',1,1,26651,0,7,263
'RET_E9FI1','ENG_57T78','LOY_WGD5X','High',4,12,50035,9,11,778
'RET_4MG8R','ENG_DR0IA','LOY_FKEVW','Medium',5,16,85072,1,21,174
'RET_QL5FO','ENG_LVEJQ','LOY_4RATA','Medium',3,6,21794,8,45,976
'RET_1R7H4','ENG_X8MCZ','LOY_RFX76','Low',0,1,16977,8,18,182
'RET_27KDB','ENG_8UJ2W','LOY_LBCA3','High',5,5,86312,4,41,504
'RET_A75QQ','ENG_SXGRC','LOY_WULDL','Low',3,18,8397,7,1,993
'RET_1QNC6','ENG_S143Z','LOY_YUL45','Medium',3,14,65687,2,9,197
'RET_1C9G4','ENG_ERMR2','LOY_1MEGE','Medium',4,13,89501,1,37,849
'RET_0KJB0','ENG_HPQPQ','LOY_JIXTD','Low',2,10,97502,1,12,626
'RET_LN4Z1','ENG_MFKCW','LOY_PF1NN','Low',0,0,45487,1,10,434
'RET_BJ6WG','ENG_D36EM','LOY_ENSDW','Low',0,5,27677,0,22,633
'RET_SC08Q','ENG_N8K9U','LOY_GDAW6','High',2,17,88655,10,28,983
'RET_7VHFL','ENG_GWS9W','LOY_WSB5V','High',2,15,48140,1,33,606
'RET_O834W','ENG_5EHE8','LOY_5HW3H','Low',0,13,73225,5,18,816
'RET_FKPAL','ENG_ZA6NB','LOY_BSWVJ','Medium',5,4,15831,1,45,375
'RET_ORGDY','ENG_WKDR4','LOY_PFG8I','Medium',0,11,88793,9,22,483
'RET_YQ8YO','ENG_V4O0B','LOY_QEFWR','Medium',3,16,23549,7,26,246
'RET_VRCMS','ENG_G2QX2','LOY_JECKV','High',2,19,91074,1,0,758
'RET_Q3XVJ','ENG_PL3L5','LOY_WSN37','High',0,10,75668,8,44,205
'RET_OBZS5','ENG_RH4QY','LOY_OT6RR','High',2,14,31560,6,32,216
'RET_0JWXX','ENG_C2ZES','LOY_FXQXL','High',5,8,15722,9,5,530
'RET_80TNA','ENG_PJZXK','LOY_DC1RR','High',3,11,64543,9,4,269
'RET_BJJKU','ENG_6WYWC','LOY_FRCX0','High',3,14,70046,4,6,289
'RET_N7ZTE','ENG_BYIN8','LOY_71DBY','High',1,2,69576,4,44,400
'RET_RA6BC','ENG_RN0SR','LOY_1L8GL','High',5,19,92370,3,23,122
'RET_FMAAW','ENG_W2122','LOY_8Q6JO','High',1,9,68651,0,33,193
'RET_93A78','ENG_V5VUL','LOY_DL54T','High',4,0,78032,1,47,512
'RET_Z94IU','ENG_BDPOX','LOY_3FQT1','High',2,8,93277,6,38,50
'RET_D3Y5C','ENG_UZARI','LOY_CFF0G','Low',5,7,52401,1,13,706
'RET_Z9CN7','ENG_6R260','LOY_4ZXZH','Low',2,13,95310,0,15,795
'RET_7TKRQ','ENG_TMXD5','LOY_4MDCE','Low',4,13,21936,6,26,115
'RET_SSZ1L','ENG_JB6N8','LOY_IE541','Low',5,0,58207,6,18,936
'RET_DPU1J','ENG_K42WK','LOY_QRX3X','High',0,13,60854,2,24,842
'RET_G36CN','ENG_XMFS1','LOY_V351Z','Low',5,3,99187,5,41,56
'RET_0KH1R','ENG_AWB5B','LOY_D0ETP','Medium',1,13,70520,1,28,681
'RET_WZIQ7','ENG_76SLS','LOY_LCREM','High',2,16,8639,0,43,390
'RET_QW4UA','ENG_1E8N8','LOY_EI5MK','High',3,5,73871,2,36,371
'RET_CSJF3','ENG_PQ6ZC','LOY_QXKX8','Medium',5,2,79826,1,46,764
'RET_6BGPK','ENG_OZJLT','LOY_ONBD6','High',1,6,67989,7,18,70
'RET_N9H35','ENG_I6RUW','LOY_CXJI3','High',4,19,38270,5,17,726
'RET_RPUKP','ENG_WT51O','LOY_BRJJ9','High',0,3,12337,1,4,931
'RET_SNHE4','ENG_TYRHV','LOY_IMEWM','High',2,15,30480,4,9,177
'RET_UWYBJ','ENG_5KLSP','LOY_BIY74','Low',3,5,65624,6,8,711
'RET_JN2GJ','ENG_P70WE','LOY_BYUE0','High',1,4,61116,1,24,626
'RET_YE0XO','ENG_USOAI','LOY_RO8GP','Medium',2,9,32522,3,22,479
'RET_2ZI7Y','ENG_A8MQ2','LOY_5C4MT','High',2,4,35510,10,46,335
'RET_U3DEG','ENG_7J6FC','LOY_W3IH2','Medium',2,3,64663,7,44,562
'RET_BHPFO','ENG_SMJQ1','LOY_1CTNK','Medium',2,18,25031,4,6,344
'RET_LUFSN','ENG_9W8BK','LOY_9L3LV','Medium',4,8,72894,5,34,238
'RET_7N7HB','ENG_X4ACN','LOY_Q34K0','High',0,14,47840,0,18,311
'RET_8P1Q8','ENG_PUTYV','LOY_3AGZE','Medium',2,14,39013,7,26,340
'RET_0TE7M','ENG_MA3YQ','LOY_ZBETI','Medium',5,11,72677,7,20,895
'RET_S7IP4','ENG_54D9F','LOY_DMSNE','High',0,15,86498,0,25,74
'RET_VK0W3','ENG_UP5QV','LOY_KPXT4','Medium',0,4,86702,2,15,833
'RET_L84PS','ENG_8C8P7','LOY_AGF0H','Low',5,7,64940,3,37,589
'RET_9JUK4','ENG_YF21U','LOY_L74DE','High',4,6,85006,6,36,711
'RET_DR5BQ','ENG_TRNL3','LOY_V2UQQ','High',3,15,87939,0,47,377
'RET_V4TXV','ENG_IJSEK','LOY_QRNYK','High',3,5,64159,6,41,918
'RET_CEQXS','ENG_5KETD','LOY_Z40RE','Low',1,5,1300,7,34,154
'RET_EA94Y','ENG_GO8SU','LOY_OQW0S','High',4,5,57519,10,11,297
'RET_P858X','ENG_5VCN3','LOY_FBB65','High',5,10,36613,8,43,112
'RET_YQUGY','ENG_3LHID','LOY_UMP22','Low',3,6,31665,0,20,30
'RET_UYFU6','ENG_ZO801','LOY_ZINPR','High',2,10,25224,6,5,213
'RET_LFLYT','ENG_1UEU2','LOY_XRT83','High',1,12,65240,3,30,687
'RET_SYK0O','ENG_F7V7T','LOY_YDEWL','High',3,18,71735,10,34,516
'RET_UVDWV','ENG_9ACQT','LOY_E6ZLV','High',0,5,68493,6,28,980
'RET_6XRR7','ENG_1E3RU','LOY_5NSK1','Medium',5,7,89038,6,37,610
'RET_M7F6G','ENG_Z5X16','LOY_P48IU','High',4,0,63546,10,39,928
'RET_HDPO5','ENG_OOTTO','LOY_FKBP2','Medium',1,8,60621,10,50,1000
'RET_VGTZG','ENG_22K1G','LOY_ZAAGD','High',0,5,21021,3,38,150
'RET_TF181','ENG_DA6GG','LOY_N0LK2','High',3,12,16160,3,46,710
'RET_8E0ZO','ENG_7TUUO','LOY_E2Y6Z','High',0,6,88548,4,9,385
'RET_PMF7V','ENG_M5JNS','LOY_2MFM9','High',2,6,22892,4,45,61
'RET_W8YZX','ENG_FI5OO','LOY_FPV4F','High',0,8,44594,8,46,49
'RET_FQZVR','ENG_US6T5','LOY_OSF87','High',4,15,61340,10,25,157
'RET_FUGJC','ENG_Q0QG9','LOY_YH741','Medium',4,6,92453,6,37,436
'RET_6F0MF','ENG_21RRY','LOY_9R8KR','Medium',2,12,36077,1,31,464
'RET_NN746','ENG_X33R8','LOY_U2FYT','High',0,9,57769,7,6,952
'RET_98383','ENG_1C4LR','LOY_O6O3Z','Medium',4,4,48213,0,5,328
'RET_C3W8W','ENG_O1N09','LOY_0J8CC','Medium',1,16,55957,3,49,132
'RET_P7KT5','ENG_2BOJW','LOY_03BDU','Low',0,2,41285,5,12,177
'RET_5PF15','ENG_ZFQQ8','LOY_6Q6PV','Low',3,9,92943,10,31,363
'RET_KJ37D','ENG_JSTJX','LOY_61ER9','High',2,19,17255,0,1,624
'RET_VSGU5','ENG_EZWP0','LOY_ZA00P','Medium',1,14,51718,2,40,598
'RET_ITWZ5','ENG_TMGME','LOY_T0A1D','Low',1,11,13493,4,36,982
'RET_L0959','ENG_EDB4B','LOY_6L0ER','Medium',0,3,13978,10,23,473
'RET_29HF8','ENG_O605Y','LOY_A0OKN','Medium',5,5,33965,6,33,110
'RET_8TROT','ENG_4KVYV','LOY_7CSGC','Low',1,14,45140,4,49,805
'RET_DN6TZ','ENG_TJ7GL','LOY_V5VV4','Medium',2,17,45895,1,28,615
'RET_9DCY1','ENG_R3JF3','LOY_7A93N','Low',2,18,36344,10,6,128
'RET_A6YY6','ENG_B9ZMO','LOY_DNB82','Low',1,19,26575,0,16,933
'RET_08A4A','ENG_3HXJ1','LOY_O0ERD','Medium',1,20,15710,9,16,381
'RET_SYO15','ENG_KCPOO','LOY_OZ3DC','Medium',0,5,65918,0,32,480
'RET_YDWZE','ENG_NEJMD','LOY_0EZVK','Low',5,19,57743,9,47,573
'RET_ZR3AO','ENG_OSP6I','LOY_O0VFQ','High',2,16,10503,7,33,685
'RET_E311C','ENG_TZWBH','LOY_524L6','High',5,10,83272,5,32,180
'RET_DBKTE','ENG_95ZVX','LOY_X37EQ','High',1,17,20219,7,40,985
'RET_T7A4M','ENG_M1PQ8','LOY_TV84I','Low',1,14,38946,10,16,265
'RET_OVXZ7','ENG_TJ6PS','LOY_WNXNR','Medium',0,13,82542,7,37,724
'RET_JVPO4','ENG_EV46W','LOY_8CXRD','High',2,2,74019,1,28,122
'RET_M0AAH','ENG_EX00I','LOY_0BQ71','Medium',1,5,43565,9,38,633
'RET_ET5RD','ENG_K6CPM','LOY_G41YA','High',2,0,13201,9,42,836
'RET_KWVG7','ENG_DO7KH','LOY_ZMP6B','Low',3,13,5350,1,36,357
'RET_ADJCB','ENG_RG05O','LOY_V50MI','High',5,12,88734,4,6,864
'RET_4K6KC','ENG_HRQ6C','LOY_3PW7X','Low',0,1,36806,6,27,482
'RET_NKBCG','ENG_94NWN','LOY_YM5KF','Medium',0,14,10823,3,34,936
'RET_6X833','ENG_ORVF6','LOY_GZZ4S','High',2,9,48566,0,1,376
'RET_GQ1JN','ENG_WAWU8','LOY_F41ZO','High',1,6,17995,5,22,906
'RET_FJ0V8','ENG_6TMDG','LOY_VRXJP','Low',2,15,66048,2,6,527
'RET_4Y4MC','ENG_O0KPU','LOY_NB547','High',5,1,1973,7,22,195
'RET_AOQRX','ENG_NZCAO','LOY_TRGVZ','High',0,20,43225,5,21,345
'RET_AKO45','ENG_C121S','LOY_XRS9L','Low',0,0,16467,1,1,898
'RET_ACB8F','ENG_WRVHK','LOY_X3IFB','Medium',1,6,84950,9,16,899
'RET_WSS5H','ENG_FKJSX','LOY_OI8Y6','High',4,20,21128,6,33,913
'RET_1Y8DG','ENG_4M2JZ','LOY_NDVOC','High',5,6,6794,1,9,814
'RET_NY7HX','ENG_2Q6ZC','LOY_GYTLZ','Low',2,14,87098,6,4,237
'RET_PTP3U','ENG_JWEFR','LOY_1OIAH','High',2,10,6560,8,40,69
'RET_BCLLV','ENG_ZU6V1','LOY_K0ZN8','Low',1,3,61441,1,18,743
'RET_NEO34','ENG_1SAJE','LOY_GB38B','High',0,6,32689,5,25,916
'RET_WBRCO','ENG_TGWGW','LOY_WNW3D','Low',0,0,17571,10,3,85
'RET_T9RVK','ENG_48TAZ','LOY_OI4EN','Medium',1,2,11028,2,28,527
'RET_2MSEJ','ENG_CEW4D','LOY_7HTK4','Low',0,16,53436,2,33,342
'RET_V85H3','ENG_E0LVP','LOY_IU1SG','High',2,4,51763,3,16,972
'RET_JANPO','ENG_2IW4W','LOY_VTT71','Low',5,9,40499,3,19,868
'RET_8GMAS','ENG_R3PLL','LOY_6GL43','Low',2,19,28311,1,13,498
'RET_4UNQ3','ENG_F94BK','LOY_ALSHG','Low',1,13,73554,3,1,386
'RET_3RUJA','ENG_XHV1P','LOY_NPAP5','High',4,20,88064,10,48,528
'RET_13EOF','ENG_ATTSC','LOY_YND8Q','Low',4,20,41556,9,24,75
'RET_VZWMM','ENG_O6LI1','LOY_BBUKH','Medium',1,8,86672,6,28,220
'RET_XF0AD','ENG_6FC6E','LOY_GYYJ0','Low',5,7,67629,2,18,24
'RET_NQ7IG','ENG_JMG2X','LOY_HB862','Medium',3,15,76357,8,26,527
'RET_2WNSN','ENG_346KZ','LOY_H6ZOX','Low',0,0,71911,10,36,727
'RET_ICW0R','ENG_EFXP3','LOY_QMKAQ','Low',4,18,11223,10,31,7
'RET_9TF6U','ENG_M9PZZ','LOY_D70WA','Medium',2,0,37306,7,15,929
'RET_DP2U5','ENG_G7HJ1','LOY_I9UZQ','Medium',2,14,37521,9,47,917
'RET_ZC3L1','ENG_BEWHR','LOY_LN1K7','High',5,4,25732,2,47,610
'RET_R3SL8','ENG_C52ZM','LOY_LZ3OD','Low',0,5,2195,0,20,515
'RET_I0RBQ','ENG_6H4NW','LOY_ATIP9','Low',5,17,86825,5,15,965
'RET_YBBKR','ENG_E7BUZ','LOY_D2UQP','Medium',4,13,35147,1,34,83
'RET_QIG5G','ENG_U15WX','LOY_WPAXK','High',5,4,93714,6,17,898
'RET_9YF2N','ENG_N9YVT','LOY_7OBV7','Low',2,11,17148,5,44,25
'RET_J98EI','ENG_9G5GC','LOY_FDP3W','Low',0,6,27734,10,20,37
'RET_XA34Y','ENG_22Y9S','LOY_YF73B','High',2,0,31043,5,43,518
'RET_ACVUB','ENG_WQLTW','LOY_WDPQB','High',3,2,58024,2,39,436
'RET_DHMFX','ENG_1JAUQ','LOY_16H01','High',1,20,22065,9,48,405
'RET_WOUPO','ENG_EANS1','LOY_34IX7','High',2,11,71947,4,41,916
'RET_1J2Q6','ENG_IOO0Y','LOY_7JWYY','Medium',3,17,58202,1,17,820
'RET_9VBOG','ENG_QOJXL','LOY_AJDGR','Low',5,9,28723,2,12,889
'RET_LXU8S','ENG_55QFN','LOY_BGIRG','Low',5,12,68962,0,15,857
'RET_KFLXV','ENG_BC1ST','LOY_XA2V7','Medium',3,1,51521,6,28,508
'RET_ROOR2','ENG_4VTLV','LOY_GO8D4','High',3,0,3978,10,4,811
'RET_BH5Q1','ENG_60TGJ','LOY_AGPS5','Low',4,13,83728,2,32,608
'RET_2127G','ENG_QLBY9','LOY_CN8Q8','Medium',2,13,31406,9,46,277
'RET_MPK60','ENG_YRF0V','LOY_PSNZR','Medium',0,18,29235,5,4,380
'RET_PVSFW','ENG_UI38B','LOY_7PP9I','High',5,16,88286,1,40,562
'RET_UB0UF','ENG_RR2O2','LOY_19P0P','Low',0,20,19163,1,4,196
'RET_X579A','ENG_DM9PL','LOY_U3352','Low',5,17,47279,10,5,407
'RET_4Z9S6','ENG_YU065','LOY_K1A3H','High',3,16,49,7,43,783
'RET_PED9Y','ENG_WZZIK','LOY_KURI8','Medium',0,2,86168,6,13,146
'RET_EK9SW','ENG_K34DX','LOY_E5TLR','High',4,2,49166,0,24,532
'RET_D9HZE','ENG_Z27X7','LOY_DIIP4','Medium',5,17,39076,8,1,85
'RET_NL4AB','ENG_0SUEJ','LOY_A3KQB','High',0,4,27534,0,9,295
'RET_RQK42','ENG_7N1Q8','LOY_7HS1P','Low',2,13,69768,7,36,412
'RET_KK0MT','ENG_DI0OQ','LOY_6EAF2','Medium',1,9,37286,4,44,30
'RET_2LUR8','ENG_RYRDX','LOY_SR35Q','High',3,4,89040,9,49,892
'RET_HKEE5','ENG_XK3TZ','LOY_JIKHO','Medium',2,1,89294,10,35,575
'RET_R2SPT','ENG_L9660','LOY_VOL8X','High',1,14,30969,10,5,937
'RET_98NI3','ENG_E7NUT','LOY_1ZXTH','Low',2,18,48764,5,41,350
'RET_M88NQ','ENG_3AAIQ','LOY_RW9YU','Medium',4,20,70214,4,49,612
'RET_5BOK3','ENG_TK1UN','LOY_BWALP','Medium',1,11,89710,7,0,789
'RET_VOF7Y','ENG_URA7B','LOY_R3PKI','High',2,4,73330,3,21,510
'RET_C0899','ENG_QLATR','LOY_F0P0F','Low',0,4,93464,1,8,998
'RET_S76GB','ENG_SML21','LOY_C26M0','Medium',4,10,23189,2,46,507
'RET_7BAHN','ENG_4ZF7O','LOY_INCE3','Low',0,8,72161,5,26,556
'RET_3R3SR','ENG_6GCBO','LOY_DIKJL','Low',2,9,4419,9,21,514
'RET_0F9UL','ENG_WASIS','LOY_OVRJL','High',3,4,50589,0,45,330
'RET_WI2BQ','ENG_KA9GV','LOY_XGF6Y','High',3,6,81472,6,38,139
'RET_VFTX8','ENG_BYLUB','LOY_DUNF6','Medium',1,19,24067,8,47,753
'RET_BXWQJ','ENG_ALDBS','LOY_TTF6R','High',2,19,25637,5,33,45
'RET_WL9OO','ENG_T4AD9','LOY_R5H6G','High',4,4,33515,0,42,803
'RET_YHYX5','ENG_Q0NTG','LOY_FMW79','High',4,10,11224,9,9,485
'RET_F54TO','ENG_KDZWM','LOY_HTDX3','Low',2,19,22630,6,23,389
'RET_RQW39','ENG_KDVLI','LOY_1HV7G','High',2,5,28618,7,49,19
'RET_40XZU','ENG_FNGO4','LOY_M8JPP','Medium',1,10,20619,8,11,124
'RET_AI0BG','ENG_D593I','LOY_H05UT','Low',1,6,14493,4,43,187
'RET_TFC04','ENG_8I0T5','LOY_WUO42','Low',0,15,1428,4,31,698
'RET_XQTQZ','ENG_AG2L7','LOY_RH11B','Low',1,6,81822,2,20,937
'RET_1ORJI','ENG_U904Q','LOY_NQY0D','Low',3,12,35374,1,50,202
'RET_TGI3O','ENG_HOVJK','LOY_SY589','Medium',0,7,45669,6,37,452
'RET_WFM1D','ENG_7FFAV','LOY_A0N90','Medium',5,18,33492,1,12,59
'RET_O8R61','ENG_A8KMT','LOY_OOR33','Low',5,0,12588,1,23,915
'RET_Q4AS7','ENG_TXYN3','LOY_HSV7Q','Low',2,15,44644,0,7,334
'RET_BZ1YI','ENG_J504E','LOY_KKNSA','High',4,13,96965,6,11,938
'RET_BIOPK','ENG_3X32G','LOY_1ZQ4E','Medium',3,2,92954,5,13,496
'RET_F7IO4','ENG_MGG6B','LOY_FL35B','High',2,15,21598,3,45,615
'RET_C398D','ENG_PBLZR','LOY_Y4S1B','High',0,18,28078,8,20,25
'RET_H2BZS','ENG_D7RZE','LOY_ROALN','High',0,0,57934,5,8,847
'RET_XIHSL','ENG_Y6QJQ','LOY_MDEQR','Low',4,16,95063,8,35,538
'RET_0QKKI','ENG_XBBWF','LOY_MU34Y','Low',3,14,25587,3,25,358
'RET_STKUF','ENG_FCFVP','LOY_FQV92','Low',5,10,18234,6,7,412
'RET_26MFM','ENG_Y6Y14','LOY_WA6TC','Medium',2,5,38642,6,14,498
'RET_21ST9','ENG_U6H7W','LOY_L02BN','High',5,1,68826,0,48,586
'RET_3YT3M','ENG_2QLN9','LOY_SU0TL','High',2,2,99174,10,30,738
'RET_CD9E2','ENG_GCCI3','LOY_54LAS','High',1,18,1170,6,20,740
'RET_BVAR6','ENG_41MLA','LOY_RTWGW','Medium',4,8,16830,0,41,438
'RET_VXF2E','ENG_AXU8G','LOY_VVLWG','Medium',5,6,59015,0,47,382
'RET_IP8RK','ENG_VXP3A','LOY_5P7G5','Medium',1,0,21235,4,39,730
'RET_3QMX0','ENG_V6ETR','LOY_6UDSS','Medium',5,5,30124,9,1,653
'RET_OH0WH','ENG_50QUI','LOY_DB4MN','Low',2,10,37857,1,36,824
'RET_648VL','ENG_VGY0G','LOY_OI248','High',1,9,37135,3,35,208
'RET_OEAYX','ENG_ZB5IA','LOY_RUJ99','Medium',1,17,15859,10,9,96
'RET_02972','ENG_155KM','LOY_ES6EQ','Low',1,18,15569,2,38,975
'RET_A5W1C','ENG_7PHER','LOY_6N8T0','Low',2,18,46135,1,42,689
'RET_RGV3A','ENG_J4311','LOY_P412M','High',5,10,6393,8,49,630
'RET_982OD','ENG_OP2U0','LOY_DSU5L','High',5,16,5841,0,10,1
'RET_WMECX','ENG_LUS3B','LOY_OMMWZ','Medium',0,17,86366,1,44,382
'RET_QKJ3R','ENG_8XPR3','LOY_ENI2L','High',1,4,50048,1,0,1
'RET_2NY5J','ENG_Y6XF4','LOY_2A2GQ','Low',3,12,43314,2,4,550
'RET_ARZXV','ENG_C24CU','LOY_T48WX','High',4,18,12262,4,40,862
'RET_LXS8O','ENG_4ADZL','LOY_M03SM','Low',1,6,56086,2,46,998
'RET_1IDGR','ENG_C7PHS','LOY_GXEDV','Medium',5,16,42596,2,24,729
'RET_5EY7P','ENG_08IOX','LOY_Q6H0Q','Medium',3,17,36402,10,39,213
'RET_FCRFO','ENG_O797Y','LOY_O5F6E','High',1,20,49029,0,45,799
'RET_9QO9X','ENG_1QN7V','LOY_EKGTQ','Medium',5,13,14094,0,18,743
'RET_ZFLQ8','ENG_CQC45','LOY_YKI75','Medium',5,10,52879,2,42,732
'RET_PED7T','ENG_EB5SA','LOY_IHS26','Medium',5,15,35188,2,4,756
'RET_PWYW8','ENG_9RF9T','LOY_2CP1F','Low',3,9,16842,3,30,496
'RET_BLPHZ','ENG_KTOXZ','LOY_EJ0JI','High',3,20,44634,7,49,936
'RET_2FN05','ENG_EUZ5X','LOY_REQVK','Medium',1,18,85288,2,4,303
'RET_H5HJW','ENG_TPDK2','LOY_WNG1Q','Low',5,19,19408,1,18,366
'RET_NRV0S','ENG_L0NQ1','LOY_SCYRV','Low',5,10,49198,9,11,140
'RET_AZNMD','ENG_718JD','LOY_U1TRU','High',2,2,37034,3,23,553
'RET_M0WYC','ENG_7LI0I','LOY_HB3N3','High',0,13,82821,0,4,390
'RET_366KI','ENG_OW7BW','LOY_W0B6W','Medium',3,10,35848,2,2,387
'RET_EX9R9','ENG_7LD1K','LOY_GM4NU','High',2,19,17964,5,21,966
'RET_RF22E','ENG_W7Y5P','LOY_320O0','Medium',4,19,55629,9,46,370
'RET_24OJF','ENG_6IMCE','LOY_GNTWB','Medium',4,10,54556,6,28,70
'RET_33WUP','ENG_SQMQD','LOY_LRM5R','Low',2,15,43850,5,47,112
'RET_ORJ4B','ENG_FMTJU','LOY_SFFDJ','Medium',1,14,7682,9,35,738
'RET_8AJ9Q','ENG_8OJQE','LOY_SBKYD','Medium',4,13,99683,2,42,203
'RET_5TUJZ','ENG_4YXUJ','LOY_O6CPF','Medium',5,4,58102,5,28,965
'RET_UN1UK','ENG_AHB2M','LOY_QG10L','High',5,15,63740,8,15,916
'RET_QYQXK','ENG_G9SZ2','LOY_OVREV','Medium',1,13,95184,6,49,47
'RET_6IYTE','ENG_XOTYX','LOY_46QCT','Low',1,16,43335,3,9,237
'RET_4WOQK','ENG_U3GDO','LOY_DQISC','Low',5,5,39538,0,47,218
'RET_1RO2Q','ENG_34RHK','LOY_YCUUI','Low',0,0,20866,2,42,643
'RET_ZB3WS','ENG_G42OT','LOY_MDZCJ','Medium',5,16,47149,6,43,385
'RET_ZRYK0','ENG_JMP5X','LOY_N0M3D','Low',1,7,80715,5,44,482
'RET_QIJ79','ENG_NP6US','LOY_D7PAE','Low',5,7,57364,8,2,887
'RET_0Z3G5','ENG_S49TU','LOY_YN1I3','High',0,8,57530,4,13,461
'RET_W982G','ENG_8CPV3','LOY_GQ81W','High',2,20,38437,0,48,439
'RET_1US6G','ENG_SG1FH','LOY_YI47A','Medium',2,16,92928,10,11,351
'RET_RXBIL','ENG_UTH9P','LOY_KSOUG','Medium',0,19,8940,2,33,400
'RET_RIWCV','ENG_RLJ1D','LOY_KCBC0','High',2,8,95356,1,17,529
'RET_HPJQ2','ENG_EFLIA','LOY_3Y1AS','High',1,9,9398,10,9,902
'RET_T8K4A','ENG_QHWNR','LOY_4X2ZK','Medium',2,7,88178,6,8,859
'RET_UYGS3','ENG_F7ZR6','LOY_NWWUU','High',3,18,55757,1,40,234
'RET_GNKUL','ENG_DV29G','LOY_VN53S','Low',1,18,42302,7,10,828
'RET_0DI0Y','ENG_1KI1U','LOY_4530Q','High',1,5,6188,4,25,865
'RET_SZVMV','ENG_0Y5KQ','LOY_FW0X3','Medium',4,8,82090,7,5,718
'RET_4RNDE','ENG_A33QO','LOY_WL0XE','Low',2,17,84556,4,4,232
'RET_XUIVH','ENG_JRE6I','LOY_LL865','Medium',4,10,54597,9,50,510
'RET_M5J8B','ENG_W47F3','LOY_CTI3E','High',4,13,27418,5,42,806
'RET_RAD1C','ENG_NB8XJ','LOY_94HKP','Medium',4,18,72716,10,3,433
'RET_U81TH','ENG_RQGPS','LOY_QYJMS','High',4,4,94790,4,6,2
