'MEM_8G3IA','FAN20933','Basic',752,6553.29,'Occasional','Credit Card'
'MEM_DBFMW','FAN94878','Basic',38,5002.91,'Monthly','Crypto'
'MEM_29MZR','FAN59239','Premium',374,1375.17,'Monthly','PayPal'
'MEM_W4RI0','FAN52965','Diamond',64,6341.90,'Monthly','Mobile Payment'
'MEM_D3ODD','FAN68724','Premium',752,4753.50,'Occasional','Credit Card'
'MEM_OPMFL','FAN83322','Diamond',41,9476.68,'Daily','Mobile Payment'
'MEM_CKF7L','FAN48463','Free',151,9431.06,'Occasional','Crypto'
'MEM_8T3XU','FAN92002','Premium',125,4205.77,'Occasional','Mobile Payment'
'MEM_CWLMB','FAN90578','Basic',909,6573.95,'Occasional','Credit Card'
'MEM_K4W9L','FAN62002','Diamond',158,1064.89,'Monthly','Mobile Payment'
'MEM_40OP4','FAN68412','Free',266,3581.62,'Monthly','Crypto'
'MEM_9PEJK','FAN52764','Free',989,3139.10,'Daily','Mobile Payment'
'MEM_0H76A','FAN87165','Basic',119,7986.78,'Occasional','PayPal'
'MEM_GSGXD','FAN65506','Free',1086,72.44,'Occasional','Mobile Payment'
'MEM_UP0P9','FAN74029','Basic',932,6587.11,'Daily','Credit Card'
'MEM_QDZDV','FAN48581','Premium',448,5039.59,'Weekly','Mobile Payment'
'MEM_WLCJN','FAN34980','Free',708,2210.11,'Monthly','Crypto'
'MEM_YNPD9','FAN11165','Free',472,9374.35,'Daily','PayPal'
'MEM_906IJ','FAN78257','Basic',975,5982.09,'Weekly','Credit Card'
'MEM_7C4QA','FAN29344','Diamond',583,7769.76,'Monthly','Crypto'
'MEM_LUNKY','FAN26628','Premium',69,136.63,'Daily','Mobile Payment'
'MEM_B6OTS','FAN78158','Free',847,6425.22,'Daily','PayPal'
'MEM_W4PFP','FAN44512','Free',877,3689.88,'Monthly','Crypto'
'MEM_6218F','FAN99204','Premium',694,9791.34,'Occasional','Credit Card'
'MEM_U0JIP','FAN74667','Basic',186,543.04,'Weekly','Mobile Payment'
'MEM_W0Y1P','FAN95698','Diamond',867,894.98,'Monthly','Crypto'
'MEM_O8LPI','FAN85911','Diamond',779,4178.34,'Weekly','Mobile Payment'
'MEM_GN7I8','FAN83617','Basic',637,2046.34,'Monthly','Mobile Payment'
'MEM_2ASQ1','FAN45550','Free',125,6871.87,'Monthly','Credit Card'
'MEM_K2SNQ','FAN19959','Basic',850,9337.30,'Weekly','PayPal'
'MEM_MJW67','FAN21907','Free',170,5532.10,'Weekly','Credit Card'
'MEM_M9ENR','FAN87673','Diamond',208,8962.36,'Occasional','PayPal'
'MEM_ERTOP','FAN74949','Diamond',1077,5208.10,'Monthly','Mobile Payment'
'MEM_M7557','FAN87095','Premium',192,7495.58,'Occasional','PayPal'
'MEM_VXIKO','FAN11017','Premium',328,3800.59,'Daily','PayPal'
'MEM_3D1Q2','FAN74920','Premium',36,1718.97,'Daily','Mobile Payment'
'MEM_M2TSV','FAN48929','Diamond',271,7890.52,'Monthly','PayPal'
'MEM_X9C0M','FAN95019','Diamond',503,4826.42,'Occasional','Credit Card'
'MEM_0W90W','FAN52828','Diamond',331,4250.77,'Weekly','PayPal'
'MEM_MIS0M','FAN18494','Premium',22,6550.08,'Daily','Credit Card'
'MEM_ZVCRA','FAN47193','Free',77,7804.51,'Daily','PayPal'
'MEM_K4N7S','FAN22114','Diamond',337,4876.91,'Daily','Credit Card'
'MEM_BUMYT','FAN24484','Basic',664,1012.92,'Daily','Credit Card'
'MEM_AVZSR','FAN50885','Basic',12,3417.95,'Monthly','PayPal'
'MEM_VTGNF','FAN42347','Basic',672,9178.36,'Daily','PayPal'
'MEM_LZRED','FAN40911','Free',861,4097.10,'Occasional','Crypto'
'MEM_37ZE5','FAN91532','Diamond',876,6109.69,'Daily','Crypto'
'MEM_R0PNE','FAN64809','Premium',891,4479.90,'Daily','Credit Card'
'MEM_3TC2C','FAN50125','Basic',926,2135.96,'Occasional','Crypto'
'MEM_PDRCA','FAN97747','Free',728,2646.74,'Daily','Crypto'
'MEM_LADX5','FAN71465','Basic',357,5622.39,'Occasional','Mobile Payment'
'MEM_3SI0N','FAN83731','Premium',774,4831.09,'Daily','PayPal'
'MEM_13LKG','FAN64828','Premium',768,7908.40,'Monthly','Credit Card'
'MEM_LAOJJ','FAN67534','Diamond',746,8680.36,'Monthly','Crypto'
'MEM_R53XP','FAN15377','Basic',1086,8174.75,'Weekly','Crypto'
'MEM_G17UF','FAN83699','Premium',1062,8160.86,'Daily','PayPal'
'MEM_Y1Z8R','FAN80921','Premium',623,1295.55,'Occasional','PayPal'
'MEM_WXMNS','FAN35508','Basic',568,6436.20,'Daily','Mobile Payment'
'MEM_RGH9H','FAN95688','Diamond',835,3220.31,'Weekly','PayPal'
'MEM_LRW16','FAN75584','Free',274,4272.65,'Occasional','Crypto'
'MEM_J6KY2','FAN54744','Premium',1084,4260.88,'Weekly','Mobile Payment'
'MEM_BRMKF','FAN60658','Basic',746,4118.70,'Daily','Crypto'
'MEM_4W9ZE','FAN39176','Premium',2,2720.51,'Daily','Mobile Payment'
'MEM_9LFHO','FAN39666','Free',0,7221.69,'Occasional','Mobile Payment'
'MEM_VT809','FAN95020','Basic',565,71.55,'Monthly','Crypto'
'MEM_ZGAZK','FAN37580','Diamond',12,1515.65,'Monthly','PayPal'
'MEM_2IQB2','FAN30730','Basic',886,3211.92,'Daily','PayPal'
'MEM_864U2','FAN74742','Basic',727,5240.01,'Weekly','Mobile Payment'
'MEM_T4XY8','FAN23036','Basic',948,3453.53,'Weekly','PayPal'
'MEM_BFBN2','FAN31516','Free',524,8276.21,'Daily','Crypto'
'MEM_VZ7BQ','FAN36554','Free',906,6619.95,'Daily','PayPal'
'MEM_FXZ2W','FAN36585','Free',452,5348.68,'Occasional','Credit Card'
'MEM_C71BK','FAN28319','Basic',283,1088.90,'Occasional','PayPal'
'MEM_23JSG','FAN75882','Premium',110,4690.31,'Daily','Mobile Payment'
'MEM_9QZBG','FAN25645','Premium',464,8584.89,'Weekly','Credit Card'
'MEM_BG2I2','FAN73766','Premium',110,4927.10,'Daily','Credit Card'
'MEM_99IK9','FAN31107','Diamond',692,9729.53,'Weekly','Credit Card'
'MEM_0AILU','FAN17688','Premium',897,748.21,'Weekly','Crypto'
'MEM_B3LSG','FAN67611','Basic',789,6431.56,'Daily','Credit Card'
'MEM_JU1HK','FAN61292','Diamond',435,5455.74,'Monthly','PayPal'
'MEM_MGFTQ','FAN30667','Basic',260,5027.65,'Daily','Crypto'
'MEM_DJN4L','FAN54179','Basic',611,7584.74,'Weekly','Mobile Payment'
'MEM_WNKIY','FAN56478','Free',609,9791.23,'Occasional','Credit Card'
'MEM_1GGEU','FAN69063','Free',962,5937.39,'Daily','Credit Card'
'MEM_1SCB0','FAN32533','Diamond',745,2017.63,'Daily','Mobile Payment'
'MEM_OLCZ8','FAN96552','Premium',424,6229.10,'Occasional','Crypto'
'MEM_DQCIT','FAN70300','Diamond',814,5052.85,'Occasional','Credit Card'
'MEM_4D1SE','FAN89804','Basic',770,9255.11,'Weekly','PayPal'
'MEM_BS7Z5','FAN39820','Premium',148,7837.46,'Monthly','Crypto'
'MEM_1AXRV','FAN51595','Diamond',741,1229.02,'Daily','PayPal'
'MEM_S5MDL','FAN67199','Basic',229,5982.63,'Monthly','Mobile Payment'
'MEM_ZB5YO','FAN76011','Diamond',631,6620.69,'Occasional','PayPal'
'MEM_DAG4O','FAN52265','Free',445,8655.41,'Daily','Credit Card'
'MEM_DFJMW','FAN19660','Premium',767,8158.61,'Daily','Credit Card'
'MEM_S62Y5','FAN51983','Free',496,5502.73,'Occasional','PayPal'
'MEM_NCWOP','FAN85859','Premium',637,1135.00,'Monthly','Credit Card'
'MEM_RCQQ8','FAN81595','Basic',539,2778.10,'Daily','Credit Card'
'MEM_RFXWR','FAN57709','Diamond',381,8120.99,'Monthly','Mobile Payment'
'MEM_LRYGZ','FAN43623','Free',422,4364.20,'Occasional','Crypto'
'MEM_3VZD4','FAN92660','Premium',821,3419.93,'Daily','PayPal'
'MEM_93RT1','FAN87089','Premium',10,6199.40,'Daily','PayPal'
'MEM_M8TOY','FAN54745','Diamond',959,2342.44,'Occasional','Credit Card'
'MEM_QSA9J','FAN82382','Free',304,1778.44,'Monthly','PayPal'
'MEM_7VOXZ','FAN20026','Diamond',488,8890.60,'Weekly','PayPal'
'MEM_0R580','FAN43636','Basic',980,2480.44,'Occasional','Crypto'
'MEM_WUTCD','FAN35516','Premium',170,6366.37,'Monthly','Crypto'
'MEM_PV4D1','FAN16859','Basic',674,2399.94,'Occasional','Crypto'
'MEM_XLVA5','FAN95652','Basic',763,764.53,'Monthly','Crypto'
'MEM_88GR6','FAN56290','Diamond',726,6455.43,'Occasional','PayPal'
'MEM_WSTN7','FAN50574','Basic',80,231.06,'Daily','Credit Card'
'MEM_C5WFD','FAN66439','Diamond',182,3721.77,'Occasional','Mobile Payment'
'MEM_30OPO','FAN90595','Premium',894,1851.55,'Daily','Mobile Payment'
'MEM_YAPST','FAN22044','Free',428,1133.30,'Occasional','Mobile Payment'
'MEM_NNH9Q','FAN91117','Diamond',346,1163.07,'Daily','Credit Card'
'MEM_NDDVO','FAN65032','Basic',636,460.76,'Monthly','Crypto'
'MEM_JQKM2','FAN72133','Free',1079,5248.80,'Occasional','Crypto'
'MEM_7AMJP','FAN95332','Diamond',398,4456.55,'Occasional','PayPal'
'MEM_OGKGZ','FAN62738','Free',282,4499.80,'Daily','Mobile Payment'
'MEM_1VTEA','FAN80036','Premium',546,1419.86,'Monthly','Credit Card'
'MEM_0CMZ1','FAN48827','Diamond',725,769.63,'Daily','Mobile Payment'
'MEM_O8NET','FAN82422','Free',304,2519.28,'Occasional','Mobile Payment'
'MEM_BTY0W','FAN41870','Basic',538,7329.28,'Occasional','Crypto'
'MEM_KOJC1','FAN19622','Free',812,3626.25,'Occasional','Mobile Payment'
'MEM_O9CMG','FAN85486','Free',721,9557.26,'Weekly','Credit Card'
'MEM_X3CKD','FAN18934','Diamond',923,1429.85,'Occasional','PayPal'
'MEM_Y56L7','FAN87546','Basic',49,9374.98,'Weekly','Crypto'
'MEM_4CG3V','FAN66736','Basic',416,5992.08,'Daily','Credit Card'
'MEM_AU7MJ','FAN50535','Premium',823,1905.51,'Monthly','Credit Card'
'MEM_WOEOE','FAN58200','Premium',904,6808.11,'Monthly','Crypto'
'MEM_WLVV1','FAN96729','Premium',289,6601.33,'Daily','PayPal'
'MEM_RQGUI','FAN51043','Basic',130,4408.66,'Monthly','Mobile Payment'
'MEM_L6AA5','FAN57424','Premium',82,4186.66,'Weekly','Crypto'
'MEM_G0OB3','FAN97959','Premium',1087,2740.02,'Daily','Crypto'
'MEM_SQDEF','FAN60009','Basic',975,2567.97,'Weekly','Mobile Payment'
'MEM_4114O','FAN43023','Premium',966,9614.53,'Monthly','PayPal'
'MEM_11VIH','FAN99758','Diamond',406,7973.45,'Monthly','Mobile Payment'
'MEM_DWJQN','FAN40822','Free',854,6806.21,'Weekly','Mobile Payment'
'MEM_4WIR7','FAN57509','Free',89,3457.86,'Daily','PayPal'
'MEM_4AEPL','FAN94994','Free',53,782.31,'Weekly','Credit Card'
'MEM_0MHPE','FAN80025','Diamond',665,7977.62,'Monthly','PayPal'
'MEM_4QAIT','FAN63237','Premium',201,8537.01,'Weekly','PayPal'
'MEM_AVNSB','FAN37801','Basic',866,8566.89,'Weekly','PayPal'
'MEM_YG2UD','FAN66908','Diamond',864,9825.75,'Monthly','Crypto'
'MEM_BFOR2','FAN29932','Basic',488,32.04,'Occasional','Mobile Payment'
'MEM_I15I8','FAN35133','Basic',103,2398.36,'Daily','PayPal'
'MEM_KZETK','FAN21729','Free',653,1533.63,'Weekly','Mobile Payment'
'MEM_UZJSD','FAN98596','Basic',877,2987.13,'Daily','Credit Card'
'MEM_3L83Y','FAN78257','Free',242,4874.19,'Daily','Crypto'
'MEM_3RE2C','FAN66674','Basic',26,1121.05,'Monthly','Mobile Payment'
'MEM_DWJSZ','FAN21010','Basic',919,7252.11,'Occasional','Mobile Payment'
'MEM_8JHCW','FAN28410','Diamond',231,7258.09,'Daily','Credit Card'
'MEM_5T2YH','FAN97769','Premium',574,1580.03,'Weekly','Mobile Payment'
'MEM_524I8','FAN71103','Premium',1010,350.57,'Monthly','Crypto'
'MEM_D89EF','FAN53386','Diamond',339,3886.23,'Weekly','Mobile Payment'
'MEM_6YCUP','FAN58315','Basic',661,4248.35,'Daily','Mobile Payment'
'MEM_427ZD','FAN41961','Diamond',61,4051.85,'Weekly','Crypto'
'MEM_6MTHP','FAN21549','Free',650,5030.36,'Monthly','Credit Card'
'MEM_BR7LG','FAN10285','Free',346,3515.98,'Weekly','PayPal'
'MEM_0EJEY','FAN35557','Basic',722,8563.10,'Monthly','PayPal'
'MEM_NUDWU','FAN45985','Free',294,5334.12,'Monthly','Crypto'
'MEM_JQW0D','FAN94057','Premium',486,4822.83,'Occasional','PayPal'
'MEM_6OVHT','FAN81973','Diamond',179,8638.48,'Monthly','PayPal'
'MEM_NBJRD','FAN96659','Premium',359,8521.55,'Weekly','Mobile Payment'
'MEM_7KGUZ','FAN18861','Basic',233,578.15,'Occasional','Credit Card'
'MEM_XATKF','FAN97030','Basic',399,302.39,'Daily','Mobile Payment'
'MEM_GXBSO','FAN24858','Diamond',334,6145.87,'Weekly','PayPal'
'MEM_7MXV3','FAN33142','Free',701,217.65,'Monthly','Credit Card'
'MEM_DTYRN','FAN65297','Diamond',932,4587.17,'Monthly','Mobile Payment'
'MEM_HFFMV','FAN26700','Premium',34,5638.56,'Daily','Credit Card'
'MEM_Q16VK','FAN91888','Free',313,2428.02,'Monthly','Mobile Payment'
'MEM_5R30L','FAN49500','Basic',432,3809.28,'Occasional','Credit Card'
'MEM_WHG8O','FAN29780','Premium',11,3839.20,'Monthly','Crypto'
'MEM_2S7FP','FAN58256','Free',413,3707.79,'Monthly','PayPal'
'MEM_XCFY5','FAN84498','Free',974,6060.79,'Weekly','Mobile Payment'
'MEM_ZNNIS','FAN71610','Basic',480,7542.19,'Weekly','PayPal'
'MEM_T1CPW','FAN68178','Diamond',481,8680.24,'Weekly','Crypto'
'MEM_NDAZB','FAN19943','Basic',960,6012.12,'Weekly','Crypto'
'MEM_IM67P','FAN75238','Diamond',172,8946.61,'Weekly','Mobile Payment'
'MEM_SDIVZ','FAN69921','Free',774,4354.87,'Occasional','Credit Card'
'MEM_EHM2R','FAN18757','Free',587,7332.15,'Weekly','Mobile Payment'
'MEM_5CJ1V','FAN99442','Diamond',581,2955.79,'Daily','Mobile Payment'
'MEM_NJ7OY','FAN26602','Diamond',559,3923.31,'Occasional','Mobile Payment'
'MEM_W3OKB','FAN52031','Diamond',553,6322.74,'Occasional','PayPal'
'MEM_1J14T','FAN91005','Free',528,6680.06,'Daily','PayPal'
'MEM_AEU59','FAN82769','Diamond',380,9547.95,'Monthly','Mobile Payment'
'MEM_SAKLA','FAN77890','Diamond',199,7865.28,'Occasional','Credit Card'
'MEM_UYQAB','FAN80470','Basic',1073,6919.17,'Weekly','Crypto'
'MEM_7N6OY','FAN35127','Basic',137,3768.03,'Monthly','Credit Card'
'MEM_ZQMVM','FAN92515','Premium',627,4544.92,'Daily','PayPal'
'MEM_VSEQ3','FAN47778','Free',935,7333.68,'Daily','PayPal'
'MEM_HQMYO','FAN52659','Diamond',20,6733.58,'Occasional','PayPal'
'MEM_O6NI5','FAN43113','Premium',822,686.20,'Weekly','Mobile Payment'
'MEM_NO089','FAN79367','Diamond',887,4165.67,'Weekly','Credit Card'
'MEM_RS0IH','FAN90471','Free',75,3397.25,'Monthly','PayPal'
'MEM_R6G09','FAN14195','Basic',250,1402.76,'Monthly','Crypto'
'MEM_TCUJ4','FAN99237','Premium',26,7923.72,'Monthly','Credit Card'
'MEM_2VE78','FAN82528','Free',60,5786.85,'Occasional','PayPal'
'MEM_LK1LY','FAN14881','Diamond',539,1602.37,'Weekly','Mobile Payment'
'MEM_XNUZ5','FAN82978','Free',25,9843.50,'Monthly','Credit Card'
'MEM_Z6M47','FAN72090','Diamond',59,4207.73,'Daily','Mobile Payment'
'MEM_7J469','FAN83789','Free',231,7969.14,'Occasional','Credit Card'
'MEM_XU9GW','FAN99028','Basic',1091,7432.49,'Weekly','Mobile Payment'
'MEM_ZG6GS','FAN54606','Free',471,6203.15,'Weekly','Crypto'
'MEM_BJ1EV','FAN50354','Basic',546,8375.06,'Weekly','PayPal'
'MEM_G3ODL','FAN67088','Basic',299,9421.04,'Weekly','Credit Card'
'MEM_RSO9P','FAN96945','Free',1074,6460.30,'Weekly','PayPal'
'MEM_YQD40','FAN17288','Diamond',940,3242.75,'Monthly','Crypto'
'MEM_AAS2G','FAN48372','Free',87,7130.11,'Occasional','Crypto'
'MEM_NZ0DR','FAN60140','Free',1020,6704.63,'Daily','PayPal'
'MEM_2I8UY','FAN35779','Basic',564,8739.52,'Occasional','Credit Card'
'MEM_SJMSS','FAN16771','Free',837,9026.06,'Daily','Credit Card'
'MEM_L7ENZ','FAN81946','Free',178,1245.33,'Monthly','Credit Card'
'MEM_QWLSD','FAN23512','Premium',1036,3749.05,'Monthly','Credit Card'
'MEM_V2V90','FAN59836','Free',386,5934.68,'Weekly','PayPal'
'MEM_56XNG','FAN91825','Premium',619,3263.69,'Monthly','PayPal'
'MEM_1JCLB','FAN42609','Free',990,9969.08,'Occasional','Mobile Payment'
'MEM_CS5HD','FAN93503','Basic',439,6209.09,'Monthly','Credit Card'
'MEM_7N2XZ','FAN30425','Premium',49,8691.35,'Daily','Mobile Payment'
'MEM_3Z03V','FAN48271','Free',499,604.47,'Monthly','PayPal'
'MEM_4OZSJ','FAN93050','Basic',103,3245.87,'Occasional','PayPal'
'MEM_3DUWX','FAN68935','Free',63,8951.42,'Weekly','PayPal'
'MEM_UOX2O','FAN83881','Basic',296,9913.39,'Monthly','Mobile Payment'
'MEM_9JCOW','FAN13015','Diamond',150,9689.11,'Occasional','Credit Card'
'MEM_7WT3C','FAN60004','Diamond',362,1533.91,'Monthly','Mobile Payment'
'MEM_W7LDH','FAN63865','Basic',212,5638.83,'Occasional','Mobile Payment'
'MEM_WCON5','FAN40079','Free',74,579.23,'Daily','Credit Card'
'MEM_M2KWQ','FAN53523','Premium',788,1484.74,'Monthly','Mobile Payment'
'MEM_VSYXY','FAN96662','Diamond',312,2314.58,'Monthly','Mobile Payment'
'MEM_0T80Q','FAN76882','Diamond',84,5053.98,'Daily','PayPal'
'MEM_M6SBD','FAN83471','Basic',287,8642.99,'Monthly','PayPal'
'MEM_OMDBU','FAN29842','Free',1013,7959.67,'Daily','Credit Card'
'MEM_USFQ2','FAN21772','Diamond',156,6808.46,'Weekly','PayPal'
'MEM_98CT6','FAN18807','Free',659,3389.53,'Monthly','PayPal'
'MEM_ZMXHC','FAN25291','Basic',929,7708.66,'Weekly','Credit Card'
'MEM_JEBWA','FAN33137','Premium',87,4939.04,'Daily','Credit Card'
'MEM_X4VML','FAN15406','Free',603,2015.17,'Weekly','Credit Card'
'MEM_VEKG0','FAN60937','Diamond',650,287.83,'Weekly','Credit Card'
'MEM_P9F9F','FAN50390','Premium',51,1464.13,'Weekly','Mobile Payment'
'MEM_FZ1IQ','FAN13606','Free',540,220.30,'Daily','PayPal'
'MEM_F6JKP','FAN13132','Diamond',99,2262.77,'Monthly','Crypto'
'MEM_2BVCW','FAN35296','Premium',569,7536.72,'Occasional','Credit Card'
'MEM_NISAP','FAN19910','Basic',1035,7907.15,'Daily','Mobile Payment'
'MEM_1X3GJ','FAN80828','Premium',391,2428.46,'Daily','Mobile Payment'
'MEM_FIO35','FAN16939','Premium',401,2154.42,'Monthly','Mobile Payment'
'MEM_80J9U','FAN62624','Premium',351,6124.38,'Occasional','Mobile Payment'
'MEM_T646L','FAN41795','Basic',904,3930.97,'Monthly','Credit Card'
