'MOD_W8R9L','FI648876','SOC_Z7W2E',5,2,'Major','Good Standing','Compliant','Not Required','Pending','Pending'
'MOD_XSZJH','FI488579','SOC_DTULI',10,3,'Major','Good Standing','Compliant','Verified','Pending','Pending'
'MOD_XXUH1','FI298270','SOC_E9BNZ',6,4,'Major','Good Standing','Warning','Not Required','Verified','N/A'
'MOD_VP3HN','FI119413','SOC_CHYRM',4,5,'Minor','Good Standing','Compliant','Verified','Verified','N/A'
'MOD_MYGWI','FI865097','SOC_UX14D',1,4,'Major','Warning','Compliant','Verified','Verified','Verified'
'MOD_DY1AK','FI715837','SOC_Y90C4',9,1,'Major','Warning','Warning','Verified','Pending','Verified'
'MOD_4Y4GR','FI285712','SOC_PI3T4',3,0,'Minor','Good Standing','Compliant','Verified','Pending','N/A'
'MOD_6ZH3I','FI509217','SOC_5TM2Y',8,4,'Minor','Good Standing','Compliant','Not Required','Verified','N/A'
'MOD_AZFQM','FI643088','SOC_2LEWG',5,1,'Minor','Warning','Violation','Verified','Verified','Pending'
'MOD_JYUA7','FI512848','SOC_Q5KV2',3,0,'Minor','Good Standing','Violation','Verified','Pending','Verified'
'MOD_V2057','FI817373','SOC_X1E46',8,2,'Minor','Good Standing','Warning','Pending','Pending','N/A'
'MOD_ZJA4E','FI246994','SOC_Y6L43',7,5,'Minor','Restricted','Warning','Pending','Pending','N/A'
'MOD_TVZZS','FI266894','SOC_QZA2F',6,4,'Minor','Good Standing','Violation','Pending','Pending','N/A'
'MOD_MSU5M','FI384118','SOC_788PW',3,0,'Minor','Restricted','Warning','Verified','Pending','Verified'
'MOD_MRESM','FI276745','SOC_AF62C',2,1,'Minor','Good Standing','Warning','Pending','Verified','N/A'
'MOD_5K9QV','FI281299','SOC_T6LK6',9,1,'Major','Restricted','Warning','Pending','Verified','Pending'
'MOD_VHYMM','FI109136','SOC_YNIYH',8,0,'Minor','Good Standing','Compliant','Pending','Verified','Pending'
'MOD_6BIC9','FI332436','SOC_RDPCX',7,5,'Minor','Good Standing','Warning','Pending','Verified','Pending'
'MOD_LS5SJ','FI886908','SOC_BM6GO',5,4,'Minor','Warning','Compliant','Verified','Pending','Verified'
'MOD_DHZ15','FI792944','SOC_3A2RI',10,1,'Minor','Good Standing','Violation','Pending','Pending','N/A'
'MOD_OD3AP','FI171538','SOC_2SRWB',2,1,'Minor','Restricted','Warning','Verified','Pending','Verified'
'MOD_B5OSH','FI294016','SOC_Y665C',3,1,'Minor','Restricted','Warning','Not Required','Verified','Pending'
'MOD_8Z77O','FI538737','SOC_UPOIT',7,2,'Major','Good Standing','Warning','Not Required','Pending','N/A'
'MOD_VDLTP','FI888605','SOC_YNJON',10,4,'Minor','Good Standing','Violation','Pending','Pending','Pending'
'MOD_IZWLE','FI670421','SOC_YYELV',2,3,'Major','Good Standing','Compliant','Not Required','Verified','N/A'
'MOD_B0M75','FI559677','SOC_DBTCH',6,4,'Major','Warning','Violation','Verified','Pending','Verified'
'MOD_0W0P8','FI807043','SOC_VR17A',9,5,'Major','Warning','Compliant','Pending','Verified','Pending'
'MOD_AK5JG','FI733030','SOC_PS41B',4,2,'Minor','Good Standing','Compliant','Verified','Pending','N/A'
'MOD_PB4BE','FI491555','SOC_TMXT1',9,1,'Major','Restricted','Compliant','Pending','Verified','Pending'
'MOD_BL5AE','FI194971','SOC_MMWFG',10,0,'Minor','Restricted','Warning','Pending','Pending','Pending'
'MOD_G7XPL','FI941632','SOC_WRZ8I',0,5,'Minor','Restricted','Warning','Pending','Verified','Verified'
'MOD_KLGAG','FI172078','SOC_994UX',10,5,'Minor','Warning','Warning','Not Required','Pending','N/A'
'MOD_I6X0Q','FI802401','SOC_3TBYJ',6,5,'Major','Warning','Violation','Not Required','Verified','Verified'
'MOD_UHP83','FI313273','SOC_MPXUB',1,0,'Minor','Restricted','Compliant','Verified','Pending','N/A'
'MOD_R4BVU','FI852272','SOC_91J7H',1,1,'Major','Good Standing','Warning','Verified','Verified','Pending'
'MOD_F0AM1','FI804451','SOC_YFVLW',7,1,'Minor','Restricted','Warning','Verified','Pending','Verified'
'MOD_6YRBI','FI784556','SOC_MN6OT',1,3,'Minor','Restricted','Compliant','Pending','Verified','Pending'
'MOD_LTLAC','FI303645','SOC_S2806',7,3,'Major','Restricted','Warning','Pending','Verified','N/A'
'MOD_OYOZ7','FI717410','SOC_DHVLJ',7,0,'Minor','Warning','Warning','Not Required','Pending','N/A'
'MOD_ULM9J','FI477386','SOC_JENBE',3,1,'Minor','Restricted','Warning','Not Required','Verified','N/A'
'MOD_1UJBX','FI131915','SOC_EMCXB',3,0,'Major','Good Standing','Warning','Pending','Verified','Pending'
'MOD_HSZUH','FI202186','SOC_CGVLX',0,5,'Minor','Restricted','Violation','Pending','Pending','Pending'
'MOD_7RR3W','FI610346','SOC_7VMOU',6,2,'Major','Restricted','Compliant','Pending','Pending','Verified'
'MOD_6J1S6','FI618683','SOC_MMAET',7,2,'Minor','Good Standing','Compliant','Verified','Pending','N/A'
'MOD_8SKP5','FI165701','SOC_IKHD4',7,4,'Minor','Restricted','Compliant','Verified','Pending','N/A'
'MOD_AIILJ','FI441565','SOC_2CR5D',4,0,'Minor','Good Standing','Warning','Pending','Pending','Verified'
'MOD_7P9FM','FI329742','SOC_6DBOU',0,5,'Minor','Good Standing','Violation','Verified','Pending','Verified'
'MOD_BAZFQ','FI677121','SOC_7EOYI',10,0,'Minor','Warning','Violation','Not Required','Verified','Verified'
'MOD_C8RT1','FI566122','SOC_QE0IY',7,2,'Minor','Restricted','Warning','Verified','Pending','Verified'
'MOD_6CQ99','FI405963','SOC_BH9C0',4,5,'Major','Restricted','Warning','Pending','Pending','N/A'
'MOD_9TMWZ','FI389859','SOC_IHBW8',10,2,'Minor','Restricted','Warning','Verified','Pending','Pending'
'MOD_405XH','FI176858','SOC_QOGT2',1,5,'Minor','Warning','Violation','Verified','Verified','Pending'
'MOD_UYKVO','FI112503','SOC_3DOPD',2,1,'Minor','Restricted','Compliant','Not Required','Verified','N/A'
'MOD_8VU9L','FI588158','SOC_KEMC0',10,0,'Major','Warning','Compliant','Verified','Verified','N/A'
'MOD_6QCWB','FI267971','SOC_1KA2H',8,0,'Major','Good Standing','Warning','Verified','Pending','Pending'
'MOD_AEOJN','FI925335','SOC_KKTIX',3,0,'Minor','Good Standing','Compliant','Verified','Pending','Pending'
'MOD_IMJQQ','FI185781','SOC_F9PFO',10,0,'Major','Warning','Compliant','Pending','Pending','Verified'
'MOD_8CNSS','FI984956','SOC_QXSNP',4,1,'Minor','Restricted','Warning','Pending','Pending','N/A'
'MOD_QDRJ4','FI603977','SOC_CPHQR',0,1,'Minor','Restricted','Compliant','Pending','Pending','Pending'
'MOD_RJTVP','FI436268','SOC_X7CYH',10,2,'Minor','Restricted','Warning','Verified','Pending','Pending'
'MOD_V5MZC','FI993429','SOC_PRXU2',7,5,'Major','Good Standing','Violation','Not Required','Verified','Pending'
'MOD_MJXGO','FI404230','SOC_5ZZW5',4,3,'Major','Warning','Violation','Pending','Pending','Verified'
'MOD_LJJE4','FI128868','SOC_SJZ99',2,0,'Minor','Restricted','Compliant','Pending','Pending','Pending'
'MOD_SOQ9I','FI684993','SOC_M489N',10,4,'Minor','Warning','Compliant','Pending','Pending','N/A'
'MOD_1R7W7','FI444538','SOC_YQDVG',7,3,'Major','Restricted','Violation','Pending','Pending','N/A'
'MOD_WZ9SA','FI828780','SOC_0UM99',4,2,'Minor','Warning','Compliant','Pending','Verified','Pending'
'MOD_8UUH4','FI699192','SOC_ZGLLT',10,3,'Major','Good Standing','Compliant','Not Required','Pending','N/A'
'MOD_VQ15Q','FI156375','SOC_LHZPR',1,0,'Minor','Warning','Compliant','Pending','Verified','N/A'
'MOD_TJ7AT','FI974010','SOC_E9N7R',0,4,'Minor','Warning','Compliant','Pending','Pending','N/A'
'MOD_C2PNX','FI455945','SOC_IJ0DN',3,0,'Major','Restricted','Violation','Not Required','Pending','N/A'
'MOD_CF90M','FI698929','SOC_OIQWY',0,5,'Major','Warning','Compliant','Pending','Pending','Verified'
'MOD_44AAJ','FI124945','SOC_BSKD4',2,3,'Minor','Good Standing','Warning','Not Required','Pending','Pending'
'MOD_XM72H','FI658065','SOC_CZC4D',4,1,'Minor','Good Standing','Violation','Pending','Pending','Pending'
'MOD_Q4XOQ','FI583075','SOC_O0NMZ',2,1,'Major','Restricted','Compliant','Pending','Pending','N/A'
'MOD_G93VC','FI511845','SOC_EXP9P',10,0,'Minor','Good Standing','Violation','Not Required','Pending','N/A'
'MOD_6EZC0','FI817672','SOC_QBWDV',7,5,'Major','Good Standing','Compliant','Verified','Verified','N/A'
'MOD_Z0N2P','FI820950','SOC_9UBCG',1,4,'Minor','Warning','Violation','Pending','Pending','Verified'
'MOD_DHVSU','FI695707','SOC_V9449',0,4,'Minor','Restricted','Warning','Not Required','Verified','Verified'
'MOD_D91DC','FI747345','SOC_VCEK8',8,5,'Minor','Good Standing','Warning','Verified','Pending','Pending'
'MOD_EA3IE','FI310547','SOC_LL9UB',10,3,'Minor','Warning','Warning','Pending','Verified','N/A'
'MOD_FO7Y4','FI300694','SOC_A45F6',2,2,'Major','Warning','Warning','Verified','Verified','Pending'
'MOD_SW8U8','FI883949','SOC_31POF',5,0,'Minor','Restricted','Warning','Not Required','Verified','Verified'
'MOD_Z24SS','FI533247','SOC_BQ1KV',5,1,'Minor','Warning','Violation','Pending','Verified','Pending'
'MOD_THOLG','FI325529','SOC_ZQY88',7,0,'Major','Warning','Warning','Verified','Pending','N/A'
'MOD_4DW9W','FI981751','SOC_QM8SY',10,0,'Minor','Warning','Violation','Verified','Verified','Pending'
'MOD_KGZ93','FI538427','SOC_4ZJBW',0,2,'Minor','Warning','Violation','Not Required','Pending','Pending'
'MOD_W6SNI','FI794437','SOC_FKUKV',1,3,'Minor','Warning','Warning','Not Required','Pending','N/A'
'MOD_ZVM3N','FI969839','SOC_9KJTV',2,5,'Minor','Good Standing','Compliant','Pending','Pending','Verified'
'MOD_33YT2','FI148688','SOC_RIN1Q',0,3,'Minor','Warning','Compliant','Pending','Pending','Verified'
'MOD_BH2FF','FI675869','SOC_LI3K3',3,5,'Minor','Restricted','Compliant','Verified','Verified','N/A'
'MOD_BOHZD','FI466616','SOC_U8XFN',10,0,'Minor','Warning','Warning','Not Required','Verified','Verified'
'MOD_CSVBO','FI311489','SOC_WN1EG',8,3,'Minor','Warning','Violation','Not Required','Pending','Pending'
'MOD_OVDXO','FI548173','SOC_CNMTI',5,2,'Minor','Warning','Violation','Pending','Verified','Pending'
'MOD_5J74W','FI793757','SOC_S0XA9',7,1,'Minor','Good Standing','Violation','Pending','Verified','N/A'
'MOD_ZMS2C','FI717770','SOC_OYHYO',4,1,'Minor','Warning','Compliant','Pending','Verified','N/A'
'MOD_IAPL9','FI862303','SOC_9985W',6,3,'Major','Restricted','Warning','Verified','Verified','Verified'
'MOD_R0VRO','FI636548','SOC_6KTQ9',9,2,'Minor','Warning','Compliant','Verified','Pending','N/A'
'MOD_HAMIY','FI789838','SOC_3A0UV',0,2,'Minor','Good Standing','Compliant','Not Required','Pending','N/A'
'MOD_L2LH1','FI194407','SOC_ZVRAJ',5,0,'Minor','Good Standing','Warning','Not Required','Verified','Verified'
'MOD_67GXV','FI344510','SOC_AW1PD',9,3,'Minor','Restricted','Compliant','Pending','Pending','N/A'
'MOD_IS0X1','FI229259','SOC_OJBK3',3,5,'Minor','Good Standing','Violation','Verified','Pending','Pending'
'MOD_ROW0E','FI190404','SOC_HK7EV',9,1,'Minor','Warning','Violation','Pending','Verified','N/A'
'MOD_RLQY6','FI551735','SOC_HS43I',8,5,'Major','Restricted','Violation','Verified','Verified','N/A'
'MOD_CBHI9','FI638664','SOC_QSZ5F',6,3,'Minor','Restricted','Warning','Not Required','Pending','N/A'
'MOD_DEGZU','FI719509','SOC_45Y5H',4,5,'Major','Good Standing','Compliant','Verified','Verified','N/A'
'MOD_YSFRS','FI213522','SOC_YAOW4',3,5,'Minor','Good Standing','Warning','Not Required','Pending','N/A'
'MOD_OH0DT','FI609866','SOC_3GJXM',10,3,'Minor','Restricted','Compliant','Pending','Pending','Verified'
'MOD_XJINT','FI293773','SOC_JV9UE',5,5,'Minor','Warning','Warning','Verified','Pending','Verified'
'MOD_MZZA4','FI276878','SOC_1A7H4',8,1,'Minor','Warning','Compliant','Pending','Verified','N/A'
'MOD_0ZOGC','FI153846','SOC_R0RE5',9,5,'Minor','Warning','Warning','Verified','Verified','Pending'
'MOD_NML84','FI365464','SOC_DKC4T',5,2,'Minor','Warning','Compliant','Verified','Pending','N/A'
'MOD_TMI02','FI523611','SOC_1IOGQ',9,0,'Minor','Warning','Warning','Not Required','Verified','Verified'
'MOD_WOD7Y','FI802802','SOC_P7QBR',0,3,'Minor','Good Standing','Warning','Verified','Pending','N/A'
'MOD_4JJON','FI349241','SOC_CFQDZ',10,0,'Minor','Restricted','Violation','Pending','Pending','N/A'
'MOD_YES6A','FI910008','SOC_TVD8G',1,0,'Minor','Good Standing','Compliant','Not Required','Verified','Verified'
'MOD_9XN61','FI267499','SOC_S2G8Q',9,2,'Major','Restricted','Violation','Pending','Verified','N/A'
'MOD_ZWDQR','FI107030','SOC_IV6UZ',10,1,'Minor','Good Standing','Violation','Not Required','Pending','Verified'
'MOD_YJ2N3','FI882422','SOC_E938G',2,1,'Minor','Restricted','Warning','Verified','Pending','Verified'
'MOD_MSP52','FI831731','SOC_9BA6S',7,5,'Major','Warning','Compliant','Verified','Verified','N/A'
'MOD_PGVA6','FI340354','SOC_41SZF',0,5,'Minor','Restricted','Warning','Pending','Pending','Pending'
'MOD_836FI','FI839886','SOC_RI173',5,3,'Major','Good Standing','Violation','Verified','Pending','Verified'
'MOD_MKPAR','FI917942','SOC_EK7IW',2,3,'Minor','Good Standing','Compliant','Pending','Pending','N/A'
'MOD_NZZ9S','FI734586','SOC_Y81E4',8,4,'Minor','Good Standing','Violation','Verified','Pending','N/A'
'MOD_WU6WU','FI746117','SOC_UAYPM',10,3,'Minor','Good Standing','Warning','Pending','Verified','Verified'
'MOD_S6R47','FI113465','SOC_XVMFP',3,2,'Minor','Good Standing','Compliant','Not Required','Pending','N/A'
'MOD_N4LRB','FI150089','SOC_QUFKO',6,0,'Minor','Good Standing','Violation','Not Required','Pending','Verified'
'MOD_9RZSX','FI212076','SOC_FQ0JS',9,3,'Minor','Restricted','Warning','Not Required','Pending','Pending'
'MOD_ZWB1W','FI194854','SOC_L9D5E',10,0,'Minor','Restricted','Compliant','Not Required','Pending','Pending'
'MOD_FKOUN','FI754956','SOC_TI97K',2,4,'Minor','Good Standing','Warning','Verified','Pending','N/A'
'MOD_5KFE1','FI507464','SOC_ABTIO',4,5,'Major','Good Standing','Warning','Not Required','Pending','N/A'
'MOD_NDCQI','FI752444','SOC_8GQM9',9,3,'Major','Restricted','Violation','Pending','Verified','N/A'
'MOD_C7REY','FI173286','SOC_ZYNAN',8,5,'Major','Restricted','Warning','Pending','Pending','Verified'
'MOD_746C3','FI882417','SOC_XVSGH',5,0,'Minor','Warning','Violation','Verified','Pending','N/A'
'MOD_4Z4NL','FI382672','SOC_IFML9',0,4,'Minor','Warning','Compliant','Verified','Pending','Verified'
'MOD_E63UT','FI469295','SOC_YQQMS',5,4,'Major','Warning','Compliant','Verified','Pending','Pending'
'MOD_6PZ30','FI808097','SOC_UD38C',4,5,'Minor','Good Standing','Compliant','Verified','Verified','Verified'
'MOD_4DSBC','FI329081','SOC_KQ2MI',0,5,'Minor','Restricted','Violation','Pending','Pending','N/A'
'MOD_QKH2P','FI108320','SOC_NY6RM',8,2,'Minor','Good Standing','Compliant','Verified','Verified','Pending'
'MOD_QG1NG','FI187909','SOC_34NTR',2,2,'Minor','Warning','Compliant','Verified','Pending','Verified'
'MOD_ZB0CR','FI793986','SOC_XW9AB',5,4,'Minor','Warning','Violation','Verified','Pending','Pending'
'MOD_CGFXO','FI791783','SOC_XM90M',9,1,'Major','Good Standing','Compliant','Verified','Pending','Pending'
'MOD_DW0HL','FI611820','SOC_US5L0',7,4,'Major','Warning','Warning','Not Required','Pending','Verified'
'MOD_7KYWA','FI289066','SOC_PUZCG',5,5,'Minor','Restricted','Violation','Not Required','Pending','N/A'
'MOD_AWS4T','FI198469','SOC_BJCAP',2,1,'Minor','Good Standing','Warning','Verified','Verified','N/A'
'MOD_UY57L','FI324012','SOC_BXF2L',6,4,'Minor','Restricted','Warning','Verified','Pending','Pending'
'MOD_3EA6W','FI620074','SOC_MDBT6',6,0,'Minor','Good Standing','Violation','Pending','Pending','N/A'
'MOD_GJP3V','FI261281','SOC_277NI',7,0,'Major','Restricted','Violation','Pending','Verified','Pending'
'MOD_E67SY','FI400189','SOC_TBC88',2,0,'Major','Warning','Warning','Verified','Pending','Pending'
'MOD_D4Z8N','FI780258','SOC_WVCD1',0,1,'Minor','Warning','Warning','Not Required','Pending','Pending'
'MOD_Y5HXS','FI198315','SOC_ONX6E',5,2,'Minor','Good Standing','Violation','Not Required','Pending','N/A'
'MOD_7K5TN','FI158251','SOC_ZC1YC',2,3,'Major','Restricted','Compliant','Verified','Verified','Pending'
'MOD_QQNSN','FI895981','SOC_NBW5P',3,5,'Major','Warning','Compliant','Not Required','Pending','Verified'
'MOD_I6ULM','FI679971','SOC_DJFTW',8,4,'Minor','Good Standing','Compliant','Pending','Verified','Pending'
'MOD_HN3ML','FI765510','SOC_B9UC0',0,0,'Minor','Good Standing','Violation','Not Required','Verified','Pending'
'MOD_PSMCP','FI417905','SOC_V790D',7,3,'Minor','Restricted','Warning','Verified','Pending','Verified'
'MOD_1VWNP','FI864909','SOC_GCYR5',10,2,'Major','Good Standing','Violation','Not Required','Pending','Pending'
'MOD_8KEKC','FI311115','SOC_ERBZO',1,2,'Minor','Good Standing','Violation','Verified','Pending','Pending'
'MOD_2H5QQ','FI644659','SOC_6U4YV',6,5,'Minor','Restricted','Warning','Not Required','Pending','Pending'
'MOD_TR0TO','FI506998','SOC_AYB5P',1,4,'Minor','Restricted','Violation','Pending','Pending','Verified'
'MOD_Z9T79','FI684229','SOC_RPBPS',0,5,'Minor','Warning','Compliant','Pending','Pending','N/A'
'MOD_AATJK','FI450727','SOC_KE3X4',0,1,'Minor','Restricted','Compliant','Verified','Verified','Pending'
'MOD_GV779','FI764134','SOC_03A1C',9,2,'Minor','Warning','Violation','Pending','Pending','N/A'
'MOD_S0PHV','FI574463','SOC_XTWOW',9,1,'Minor','Good Standing','Violation','Verified','Verified','Verified'
'MOD_7TWHC','FI560587','SOC_U68NS',5,2,'Minor','Good Standing','Violation','Not Required','Pending','Pending'
'MOD_82KAO','FI540528','SOC_KNS9Y',5,2,'Minor','Restricted','Warning','Verified','Verified','N/A'
'MOD_0LVQ4','FI376237','SOC_7B62U',4,3,'Minor','Warning','Compliant','Not Required','Pending','N/A'
'MOD_UN9YO','FI126179','SOC_3K9AQ',10,2,'Minor','Warning','Compliant','Not Required','Pending','Verified'
'MOD_A1AGO','FI254650','SOC_83XF8',7,4,'Minor','Warning','Warning','Pending','Pending','Verified'
'MOD_XF0DD','FI973743','SOC_E6Q70',10,2,'Minor','Restricted','Compliant','Verified','Pending','Pending'
'MOD_XKOUN','FI700136','SOC_XW7JH',6,5,'Minor','Restricted','Violation','Pending','Pending','Verified'
'MOD_2RBFW','FI840028','SOC_BPOPU',0,5,'Major','Good Standing','Warning','Verified','Pending','Verified'
'MOD_EYJXT','FI271732','SOC_7VB7M',10,4,'Major','Good Standing','Violation','Pending','Pending','Verified'
'MOD_4ZVH0','FI538236','SOC_YFT73',8,0,'Minor','Warning','Warning','Not Required','Pending','Pending'
'MOD_TKE8P','FI118266','SOC_C3KQY',5,4,'Major','Warning','Warning','Pending','Pending','N/A'
'MOD_9OIGL','FI207800','SOC_CKDQO',6,2,'Minor','Good Standing','Violation','Not Required','Pending','Verified'
'MOD_ZEJL4','FI504507','SOC_3HK4A',2,0,'Major','Good Standing','Violation','Verified','Pending','Pending'
'MOD_ZELL1','FI611386','SOC_2WAWV',6,1,'Minor','Warning','Warning','Pending','Pending','Pending'
'MOD_03JQS','FI635385','SOC_FLY6N',8,4,'Major','Warning','Violation','Pending','Pending','N/A'
'MOD_9XQ7I','FI817188','SOC_X1C9I',9,1,'Major','Warning','Compliant','Verified','Verified','Pending'
'MOD_O3JLC','FI232302','SOC_4BG1N',9,3,'Minor','Good Standing','Warning','Verified','Verified','Verified'
'MOD_M4Q47','FI964210','SOC_U5N8V',0,3,'Minor','Restricted','Compliant','Verified','Verified','Pending'
'MOD_HZ97M','FI730935','SOC_O0TXH',1,4,'Minor','Good Standing','Compliant','Verified','Pending','N/A'
'MOD_1VJHN','FI657714','SOC_96AHB',4,4,'Minor','Restricted','Warning','Verified','Pending','Pending'
'MOD_GUPXA','FI840550','SOC_Y1K96',6,3,'Minor','Warning','Compliant','Not Required','Pending','N/A'
'MOD_VAH86','FI171765','SOC_ZR3AX',10,3,'Minor','Warning','Compliant','Not Required','Pending','Verified'
'MOD_HJ4R8','FI786574','SOC_4IE0K',1,3,'Minor','Good Standing','Violation','Verified','Pending','Verified'
'MOD_FWE59','FI114715','SOC_GZ0WF',4,3,'Minor','Restricted','Violation','Verified','Pending','N/A'
'MOD_FTHTH','FI893092','SOC_C0Q5F',6,2,'Minor','Good Standing','Warning','Pending','Verified','N/A'
'MOD_NNVXK','FI114602','SOC_PAW52',1,4,'Minor','Restricted','Warning','Pending','Pending','Pending'
'MOD_C7DPL','FI619768','SOC_WFROS',10,5,'Minor','Warning','Compliant','Not Required','Pending','N/A'
'MOD_V8AR6','FI122370','SOC_MNEE3',7,3,'Minor','Good Standing','Warning','Pending','Pending','N/A'
'MOD_Y723T','FI742134','SOC_CK05D',9,2,'Minor','Warning','Violation','Verified','Pending','N/A'
'MOD_OUTDU','FI727102','SOC_UHILL',6,1,'Major','Warning','Warning','Pending','Verified','N/A'
'MOD_WV1UW','FI516606','SOC_PMZQK',5,0,'Major','Good Standing','Violation','Verified','Pending','Verified'
'MOD_G23T3','FI767888','SOC_4YU7F',5,5,'Minor','Good Standing','Warning','Not Required','Verified','Verified'
'MOD_N6FLM','FI595881','SOC_3SXHW',8,3,'Major','Good Standing','Violation','Verified','Pending','Pending'
'MOD_NJ6ZJ','FI694186','SOC_CVCGF',8,5,'Minor','Good Standing','Compliant','Pending','Pending','Verified'
'MOD_FMOOS','FI841898','SOC_SG9TD',7,3,'Minor','Restricted','Warning','Pending','Pending','N/A'
'MOD_7FAA3','FI726270','SOC_DT0NJ',6,5,'Major','Warning','Compliant','Pending','Pending','Pending'
'MOD_TY5SN','FI821537','SOC_9F7IH',7,2,'Major','Restricted','Compliant','Pending','Pending','Pending'
'MOD_MB87F','FI608866','SOC_5Y1SQ',5,2,'Minor','Good Standing','Compliant','Not Required','Pending','Verified'
'MOD_48W1J','FI765992','SOC_1T8XB',0,4,'Major','Warning','Violation','Pending','Pending','N/A'
'MOD_LD3RT','FI733698','SOC_5VKRD',9,1,'Minor','Good Standing','Violation','Verified','Pending','Pending'
'MOD_PIB7A','FI390999','SOC_K262O',8,0,'Minor','Restricted','Compliant','Pending','Pending','Pending'
'MOD_HSHJ8','FI364902','SOC_8TPVZ',0,5,'Minor','Restricted','Compliant','Not Required','Verified','Verified'
'MOD_H0TP4','FI145138','SOC_K8OOH',1,5,'Major','Good Standing','Warning','Not Required','Verified','Pending'
'MOD_68OL3','FI278383','SOC_W9351',10,2,'Minor','Good Standing','Violation','Pending','Pending','Verified'
'MOD_559LX','FI225728','SOC_RBOHU',1,1,'Minor','Warning','Violation','Not Required','Pending','N/A'
'MOD_K2KQZ','FI197789','SOC_BUJTQ',0,1,'Major','Restricted','Compliant','Verified','Pending','Pending'
'MOD_5YXAV','FI735690','SOC_7OX8G',5,3,'Minor','Good Standing','Warning','Not Required','Pending','N/A'
'MOD_HC87V','FI210782','SOC_CIX88',1,4,'Minor','Good Standing','Compliant','Not Required','Pending','Verified'
'MOD_311OW','FI124928','SOC_HDU75',8,2,'Major','Warning','Compliant','Not Required','Pending','N/A'
'MOD_MCM4Z','FI877707','SOC_FU7CP',9,5,'Major','Restricted','Warning','Not Required','Verified','Pending'
'MOD_2218X','FI377962','SOC_21X4T',0,5,'Minor','Restricted','Warning','Verified','Pending','N/A'
'MOD_3FXGM','FI931177','SOC_0QYL6',10,2,'Minor','Restricted','Compliant','Pending','Verified','Pending'
'MOD_DIKSC','FI191937','SOC_716GO',7,2,'Minor','Restricted','Violation','Verified','Pending','N/A'
'MOD_61VN0','FI151170','SOC_M07U1',7,2,'Major','Good Standing','Warning','Not Required','Pending','Verified'
'MOD_CX6OR','FI483000','SOC_G89GN',4,0,'Major','Restricted','Warning','Verified','Verified','N/A'
'MOD_CKS4X','FI292416','SOC_BDHJ2',6,4,'Minor','Warning','Violation','Pending','Pending','Verified'
'MOD_HL9GG','FI503175','SOC_TBGL9',2,2,'Minor','Warning','Violation','Verified','Verified','N/A'
'MOD_V343Y','FI219566','SOC_XQH60',6,0,'Minor','Warning','Violation','Verified','Pending','Verified'
'MOD_8UIRD','FI165326','SOC_6RV7I',9,0,'Major','Good Standing','Violation','Pending','Pending','N/A'
'MOD_UZGPB','FI739353','SOC_W5PMY',7,5,'Major','Restricted','Compliant','Not Required','Pending','N/A'
'MOD_Y8AJQ','FI219577','SOC_YEV6A',9,1,'Major','Restricted','Warning','Pending','Pending','Pending'
'MOD_GG45B','FI693004','SOC_R6DO8',3,4,'Minor','Restricted','Warning','Pending','Pending','Pending'
