'EVT_RX9U5','SOC_BOZCL','MEM_3CLFB','2023-08-23','{"club": {"clubstat": "Premium", "clubcontrib": "Low"}, "engagement": {"camppart": "Active", "votepartrate": 22.2}, "event_attendance": {"concatt": 23, "evtpart": "Rare", "meetatt": 6, "onevtatt": 67, "offevtatt": 14}}'
'EVT_ER6GZ','SOC_NP7FG','MEM_9B7QH','2023-04-19','{"club": {"clubstat": "Basic", "clubcontrib": "Low"}, "engagement": {"camppart": "Active", "votepartrate": 56.5}, "event_attendance": {"concatt": 2, "evtpart": "Never", "meetatt": 6, "onevtatt": 13, "offevtatt": 0}}'
'EVT_T7E00','SOC_Z7W2E','MEM_AVDOU','2023-08-04','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "All", "votepartrate": 21.4}, "event_attendance": {"concatt": 16, "evtpart": "Always", "meetatt": 3, "onevtatt": 32, "offevtatt": 0}}'
'EVT_DI2T1','SOC_DTULI','MEM_LVYIC','2023-05-26','{"club": {"clubstat": "Premium", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 39.0}, "event_attendance": {"concatt": 30, "evtpart": "Regular", "meetatt": 5, "onevtatt": 30, "offevtatt": 4}}'
'EVT_L1JLS','SOC_E9BNZ','MEM_SM7RS','2023-05-30','{"club": {"clubstat": "Non-member", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 11.2}, "event_attendance": {"concatt": 27, "evtpart": "Rare", "meetatt": 9, "onevtatt": 91, "offevtatt": 2}}'
'EVT_QGNWQ','SOC_CHYRM','MEM_IOK7W','2024-06-09','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "All", "votepartrate": 47.1}, "event_attendance": {"concatt": 23, "evtpart": "Rare", "meetatt": 3, "onevtatt": 93, "offevtatt": 12}}'
'EVT_VWBZA','SOC_UX14D','MEM_DEKRI','2024-02-06','{"club": {"clubstat": "Basic", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "All", "votepartrate": 23.8}, "event_attendance": {"concatt": 11, "evtpart": "Regular", "meetatt": 10, "onevtatt": 84, "offevtatt": 6}}'
'EVT_9287X','SOC_Y90C4','MEM_E5OXG','2024-03-05','{"club": {"clubstat": "Premium", "clubcontrib": "High"}, "engagement": {"camppart": "Active", "votepartrate": 7.2}, "event_attendance": {"concatt": 0, "evtpart": "Never", "meetatt": 6, "onevtatt": 55, "offevtatt": 10}}'
'EVT_F48AK','SOC_PI3T4','MEM_61HS7','2024-10-29','{"club": {"clubstat": "Basic", "clubcontrib": "Low"}, "engagement": {"camppart": "Selective", "votepartrate": 53.4}, "event_attendance": {"concatt": 23, "evtpart": "Rare", "meetatt": 0, "onevtatt": 95, "offevtatt": 2}}'
'EVT_Z94NG','SOC_5TM2Y','MEM_SEFSY','2024-11-30','{"club": {"clubstat": "Basic", "clubcontrib": "Low"}, "engagement": {"camppart": "Selective", "votepartrate": 59.1}, "event_attendance": {"concatt": 3, "evtpart": "Rare", "meetatt": 3, "onevtatt": 25, "offevtatt": 14}}'
'EVT_LSVU1','SOC_2LEWG','MEM_BMZHM','2023-12-25','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "All", "votepartrate": 28.9}, "event_attendance": {"concatt": 26, "evtpart": "Never", "meetatt": 6, "onevtatt": 22, "offevtatt": 0}}'
'EVT_IN0C4','SOC_Q5KV2','MEM_FRUQ9','2024-05-23','{"club": {"clubstat": "Premium", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 84.2}, "event_attendance": {"concatt": 19, "evtpart": "Regular", "meetatt": 5, "onevtatt": 44, "offevtatt": 19}}'
'EVT_HFB7J','SOC_X1E46','MEM_J3ZR6','2025-02-05','{"club": {"clubstat": "Elite", "clubcontrib": "Low"}, "engagement": {"camppart": "Selective", "votepartrate": 73.2}, "event_attendance": {"concatt": 5, "evtpart": "Regular", "meetatt": 7, "onevtatt": 100, "offevtatt": 2}}'
'EVT_5LZ6F','SOC_Y6L43','MEM_UOHAG','2024-09-11','{"club": {"clubstat": "Premium", "clubcontrib": "Low"}, "engagement": {"camppart": "Active", "votepartrate": 55.9}, "event_attendance": {"concatt": 29, "evtpart": "Rare", "meetatt": 10, "onevtatt": 37, "offevtatt": 16}}'
'EVT_2R1MK','SOC_QZA2F','MEM_ARWK0','2023-03-24','{"club": {"clubstat": "Non-member", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 32.9}, "event_attendance": {"concatt": 13, "evtpart": "Regular", "meetatt": 9, "onevtatt": 40, "offevtatt": 14}}'
'EVT_22Y9G','SOC_788PW','MEM_CU6V6','2024-09-10','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "Selective", "votepartrate": 86.3}, "event_attendance": {"concatt": 11, "evtpart": "Rare", "meetatt": 0, "onevtatt": 46, "offevtatt": 17}}'
'EVT_RFY36','SOC_AF62C','MEM_5GJDF','2023-06-11','{"club": {"clubstat": "Non-member", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 15.9}, "event_attendance": {"concatt": 10, "evtpart": "Always", "meetatt": 8, "onevtatt": 82, "offevtatt": 14}}'
'EVT_1YY67','SOC_T6LK6','MEM_ITS17','2024-12-22','{"club": {"clubstat": "Non-member", "clubcontrib": "Medium"}, "engagement": {"camppart": "Selective", "votepartrate": 66.4}, "event_attendance": {"concatt": 25, "evtpart": "Regular", "meetatt": 8, "onevtatt": 41, "offevtatt": 15}}'
'EVT_P4TL1','SOC_YNIYH','MEM_93U3Q','2023-03-19','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 14.3}, "event_attendance": {"concatt": 19, "evtpart": "Regular", "meetatt": 7, "onevtatt": 71, "offevtatt": 5}}'
'EVT_N62VL','SOC_RDPCX','MEM_WTKH9','2023-04-02','{"club": {"clubstat": "Non-member", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 39.8}, "event_attendance": {"concatt": 15, "evtpart": "Rare", "meetatt": 6, "onevtatt": 44, "offevtatt": 3}}'
'EVT_MRBL7','SOC_BM6GO','MEM_OKNIN','2023-02-27','{"club": {"clubstat": "Non-member", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 62.4}, "event_attendance": {"concatt": 12, "evtpart": "Always", "meetatt": 7, "onevtatt": 39, "offevtatt": 7}}'
'EVT_BUCT5','SOC_3A2RI','MEM_2DO2E','2024-08-06','{"club": {"clubstat": "Basic", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 31.7}, "event_attendance": {"concatt": 24, "evtpart": "Always", "meetatt": 8, "onevtatt": 76, "offevtatt": 14}}'
'EVT_425TU','SOC_2SRWB','MEM_LV57U','2025-01-04','{"club": {"clubstat": "Non-member", "clubcontrib": "Medium"}, "engagement": {"camppart": "Selective", "votepartrate": 38.3}, "event_attendance": {"concatt": 23, "evtpart": "Never", "meetatt": 5, "onevtatt": 85, "offevtatt": 0}}'
'EVT_YPVX0','SOC_Y665C','MEM_D6KJV','2024-12-09','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "Selective", "votepartrate": 19.7}, "event_attendance": {"concatt": 13, "evtpart": "Regular", "meetatt": 10, "onevtatt": 98, "offevtatt": 16}}'
'EVT_4SPUS','SOC_UPOIT','MEM_0XXDB','2024-12-27','{"club": {"clubstat": "Basic", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "All", "votepartrate": 65.3}, "event_attendance": {"concatt": 18, "evtpart": "Regular", "meetatt": 4, "onevtatt": 33, "offevtatt": 15}}'
'EVT_Z9X0R','SOC_YNJON','MEM_NJ2G4','2023-03-07','{"club": {"clubstat": "Basic", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 96.0}, "event_attendance": {"concatt": 22, "evtpart": "Never", "meetatt": 7, "onevtatt": 22, "offevtatt": 16}}'
'EVT_LHJQF','SOC_YYELV','MEM_ITCON','2025-01-11','{"club": {"clubstat": "Premium", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 94.8}, "event_attendance": {"concatt": 14, "evtpart": "Never", "meetatt": 7, "onevtatt": 48, "offevtatt": 8}}'
'EVT_JIK1R','SOC_DBTCH','MEM_GQH1Q','2024-09-20','{"club": {"clubstat": "Basic", "clubcontrib": "Low"}, "engagement": {"camppart": "Selective", "votepartrate": 72.5}, "event_attendance": {"concatt": 25, "evtpart": "Never", "meetatt": 3, "onevtatt": 23, "offevtatt": 13}}'
'EVT_Z66PJ','SOC_VR17A','MEM_JYLLF','2024-05-15','{"club": {"clubstat": "Elite", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 77.1}, "event_attendance": {"concatt": 7, "evtpart": "Rare", "meetatt": 9, "onevtatt": 32, "offevtatt": 12}}'
'EVT_8O6UD','SOC_PS41B','MEM_YU84T','2024-08-03','{"club": {"clubstat": "Premium", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 3.6}, "event_attendance": {"concatt": 10, "evtpart": "Always", "meetatt": 3, "onevtatt": 7, "offevtatt": 20}}'
'EVT_W66Y0','SOC_TMXT1','MEM_FJA88','2024-08-28','{"club": {"clubstat": "Basic", "clubcontrib": "High"}, "engagement": {"camppart": "Active", "votepartrate": 9.6}, "event_attendance": {"concatt": 13, "evtpart": "Always", "meetatt": 2, "onevtatt": 18, "offevtatt": 19}}'
'EVT_6XS2W','SOC_MMWFG','MEM_PCPHZ','2023-05-30','{"club": {"clubstat": "Premium", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "All", "votepartrate": 3.5}, "event_attendance": {"concatt": 8, "evtpart": "Regular", "meetatt": 1, "onevtatt": 77, "offevtatt": 16}}'
'EVT_DLJ04','SOC_WRZ8I','MEM_M77B1','2024-02-20','{"club": {"clubstat": "Non-member", "clubcontrib": "Low"}, "engagement": {"camppart": "Selective", "votepartrate": 94.4}, "event_attendance": {"concatt": 25, "evtpart": "Never", "meetatt": 5, "onevtatt": 8, "offevtatt": 17}}'
'EVT_8X963','SOC_994UX','MEM_IMRI7','2023-12-20','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "All", "votepartrate": 33.4}, "event_attendance": {"concatt": 22, "evtpart": "Regular", "meetatt": 2, "onevtatt": 66, "offevtatt": 6}}'
'EVT_R4E2O','SOC_3TBYJ','MEM_24S5W','2023-04-22','{"club": {"clubstat": "Premium", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 40.3}, "event_attendance": {"concatt": 27, "evtpart": "Never", "meetatt": 2, "onevtatt": 55, "offevtatt": 12}}'
'EVT_AWZ6U','SOC_MPXUB','MEM_40LHJ','2023-07-10','{"club": {"clubstat": "Elite", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 83.0}, "event_attendance": {"concatt": 17, "evtpart": "Always", "meetatt": 6, "onevtatt": 82, "offevtatt": 0}}'
'EVT_7BUNO','SOC_91J7H','MEM_J5NML','2023-11-30','{"club": {"clubstat": "Elite", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 83.8}, "event_attendance": {"concatt": 6, "evtpart": "Never", "meetatt": 10, "onevtatt": 23, "offevtatt": 8}}'
'EVT_CHKL4','SOC_YFVLW','MEM_RXXR5','2024-11-27','{"club": {"clubstat": "Premium", "clubcontrib": "Low"}, "engagement": {"camppart": "Active", "votepartrate": 50.7}, "event_attendance": {"concatt": 12, "evtpart": "Regular", "meetatt": 8, "onevtatt": 86, "offevtatt": 2}}'
'EVT_C4X0N','SOC_MN6OT','MEM_0WGXU','2024-11-12','{"club": {"clubstat": "Basic", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "All", "votepartrate": 4.7}, "event_attendance": {"concatt": 16, "evtpart": "Rare", "meetatt": 2, "onevtatt": 37, "offevtatt": 12}}'
'EVT_4FCYO','SOC_S2806','MEM_NDGHM','2023-04-28','{"club": {"clubstat": "Elite", "clubcontrib": "Low"}, "engagement": {"camppart": "All", "votepartrate": 19.0}, "event_attendance": {"concatt": 29, "evtpart": "Rare", "meetatt": 5, "onevtatt": 60, "offevtatt": 14}}'
'EVT_3540B','SOC_DHVLJ','MEM_MLURU','2024-07-04','{"club": {"clubstat": "Premium", "clubcontrib": "Medium"}, "engagement": {"camppart": "Selective", "votepartrate": 67.5}, "event_attendance": {"concatt": 16, "evtpart": "Regular", "meetatt": 3, "onevtatt": 49, "offevtatt": 6}}'
'EVT_AOQXQ','SOC_JENBE','MEM_31RUB','2023-04-06','{"club": {"clubstat": "Premium", "clubcontrib": "Low"}, "engagement": {"camppart": "All", "votepartrate": 30.2}, "event_attendance": {"concatt": 18, "evtpart": "Regular", "meetatt": 1, "onevtatt": 7, "offevtatt": 6}}'
'EVT_Z54F9','SOC_EMCXB','MEM_EHDYR','2023-12-01','{"club": {"clubstat": "Non-member", "clubcontrib": "Low"}, "engagement": {"camppart": "All", "votepartrate": 88.0}, "event_attendance": {"concatt": 18, "evtpart": "Regular", "meetatt": 3, "onevtatt": 16, "offevtatt": 17}}'
'EVT_IL7UO','SOC_CGVLX','MEM_LW0IK','2023-02-24','{"club": {"clubstat": "Basic", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 69.0}, "event_attendance": {"concatt": 7, "evtpart": "Regular", "meetatt": 0, "onevtatt": 96, "offevtatt": 4}}'
'EVT_FKR9S','SOC_7VMOU','MEM_P5UK1','2023-08-01','{"club": {"clubstat": "Basic", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 97.9}, "event_attendance": {"concatt": 9, "evtpart": "Never", "meetatt": 3, "onevtatt": 66, "offevtatt": 16}}'
'EVT_78Q9S','SOC_MMAET','MEM_JESI4','2024-06-18','{"club": {"clubstat": "Non-member", "clubcontrib": "Medium"}, "engagement": {"camppart": "Selective", "votepartrate": 45.7}, "event_attendance": {"concatt": 30, "evtpart": "Always", "meetatt": 8, "onevtatt": 58, "offevtatt": 8}}'
'EVT_62VPZ','SOC_IKHD4','MEM_YXFLA','2023-03-17','{"club": {"clubstat": "Non-member", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 4.1}, "event_attendance": {"concatt": 29, "evtpart": "Regular", "meetatt": 5, "onevtatt": 64, "offevtatt": 15}}'
'EVT_FH5M4','SOC_2CR5D','MEM_ADF3T','2023-03-03','{"club": {"clubstat": "Premium", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 89.5}, "event_attendance": {"concatt": 18, "evtpart": "Regular", "meetatt": 0, "onevtatt": 98, "offevtatt": 14}}'
'EVT_5ZYAG','SOC_6DBOU','MEM_VKB0A','2024-09-15','{"club": {"clubstat": "Elite", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 19.7}, "event_attendance": {"concatt": 22, "evtpart": "Regular", "meetatt": 6, "onevtatt": 34, "offevtatt": 20}}'
'EVT_XN969','SOC_7EOYI','MEM_O0A53','2024-02-29','{"club": {"clubstat": "Basic", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 66.8}, "event_attendance": {"concatt": 1, "evtpart": "Regular", "meetatt": 9, "onevtatt": 55, "offevtatt": 5}}'
'EVT_WA94V','SOC_QE0IY','MEM_CV8WB','2024-03-06','{"club": {"clubstat": "Elite", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 12.4}, "event_attendance": {"concatt": 10, "evtpart": "Regular", "meetatt": 0, "onevtatt": 12, "offevtatt": 5}}'
'EVT_XZN57','SOC_BH9C0','MEM_CYFP4','2023-06-11','{"club": {"clubstat": "Elite", "clubcontrib": "Low"}, "engagement": {"camppart": "All", "votepartrate": 29.0}, "event_attendance": {"concatt": 1, "evtpart": "Always", "meetatt": 0, "onevtatt": 63, "offevtatt": 6}}'
'EVT_7P0AW','SOC_IHBW8','MEM_E94U9','2023-08-15','{"club": {"clubstat": "Non-member", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 66.5}, "event_attendance": {"concatt": 23, "evtpart": "Rare", "meetatt": 7, "onevtatt": 36, "offevtatt": 18}}'
'EVT_JAVOO','SOC_QOGT2','MEM_V9E0D','2024-08-25','{"club": {"clubstat": "Elite", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "All", "votepartrate": 28.2}, "event_attendance": {"concatt": 3, "evtpart": "Rare", "meetatt": 0, "onevtatt": 2, "offevtatt": 4}}'
'EVT_TPJY4','SOC_3DOPD','MEM_W82Y8','2024-08-13','{"club": {"clubstat": "Premium", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 89.0}, "event_attendance": {"concatt": 11, "evtpart": "Always", "meetatt": 10, "onevtatt": 27, "offevtatt": 17}}'
'EVT_EUC12','SOC_KEMC0','MEM_MNW7G','2024-10-05','{"club": {"clubstat": "Basic", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 10.7}, "event_attendance": {"concatt": 29, "evtpart": "Rare", "meetatt": 9, "onevtatt": 26, "offevtatt": 7}}'
'EVT_4SS3Z','SOC_1KA2H','MEM_98G1I','2023-07-14','{"club": {"clubstat": "Non-member", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 51.6}, "event_attendance": {"concatt": 28, "evtpart": "Never", "meetatt": 2, "onevtatt": 63, "offevtatt": 16}}'
'EVT_L0DYQ','SOC_KKTIX','MEM_VKFTE','2023-11-13','{"club": {"clubstat": "Premium", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 55.2}, "event_attendance": {"concatt": 28, "evtpart": "Regular", "meetatt": 10, "onevtatt": 94, "offevtatt": 0}}'
'EVT_MXBYB','SOC_F9PFO','MEM_STI3Y','2023-07-29','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 34.2}, "event_attendance": {"concatt": 19, "evtpart": "Rare", "meetatt": 0, "onevtatt": 33, "offevtatt": 14}}'
'EVT_FHNZP','SOC_QXSNP','MEM_40IHZ','2024-03-29','{"club": {"clubstat": "Premium", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 47.6}, "event_attendance": {"concatt": 1, "evtpart": "Always", "meetatt": 4, "onevtatt": 88, "offevtatt": 3}}'
'EVT_1P3DJ','SOC_CPHQR','MEM_TYBAQ','2023-11-14','{"club": {"clubstat": "Basic", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 72.7}, "event_attendance": {"concatt": 25, "evtpart": "Regular", "meetatt": 10, "onevtatt": 70, "offevtatt": 16}}'
'EVT_XLWA5','SOC_X7CYH','MEM_2B5UY','2024-11-06','{"club": {"clubstat": "Basic", "clubcontrib": "High"}, "engagement": {"camppart": "Active", "votepartrate": 76.7}, "event_attendance": {"concatt": 24, "evtpart": "Regular", "meetatt": 3, "onevtatt": 68, "offevtatt": 0}}'
'EVT_VRO7U','SOC_PRXU2','MEM_XNTP3','2023-03-09','{"club": {"clubstat": "Basic", "clubcontrib": "Medium"}, "engagement": {"camppart": "All", "votepartrate": 51.7}, "event_attendance": {"concatt": 20, "evtpart": "Never", "meetatt": 4, "onevtatt": 53, "offevtatt": 0}}'
'EVT_YYB8H','SOC_5ZZW5','MEM_JPA8T','2023-12-25','{"club": {"clubstat": "Basic", "clubcontrib": "Medium"}, "engagement": {"camppart": "Selective", "votepartrate": 9.3}, "event_attendance": {"concatt": 15, "evtpart": "Regular", "meetatt": 8, "onevtatt": 79, "offevtatt": 3}}'
'EVT_ZWKKS','SOC_SJZ99','MEM_29NPO','2025-01-21','{"club": {"clubstat": "Premium", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 21.8}, "event_attendance": {"concatt": 20, "evtpart": "Always", "meetatt": 9, "onevtatt": 55, "offevtatt": 7}}'
'EVT_U6QYV','SOC_M489N','MEM_SG7EQ','2025-02-06','{"club": {"clubstat": "Basic", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 59.6}, "event_attendance": {"concatt": 0, "evtpart": "Rare", "meetatt": 7, "onevtatt": 69, "offevtatt": 0}}'
'EVT_77OTV','SOC_YQDVG','MEM_BLX4S','2023-06-10','{"club": {"clubstat": "Basic", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 17.2}, "event_attendance": {"concatt": 13, "evtpart": "Regular", "meetatt": 8, "onevtatt": 40, "offevtatt": 17}}'
'EVT_VR1TV','SOC_0UM99','MEM_MZ65Z','2023-12-22','{"club": {"clubstat": "Premium", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 88.8}, "event_attendance": {"concatt": 26, "evtpart": "Always", "meetatt": 1, "onevtatt": 13, "offevtatt": 11}}'
'EVT_12NI5','SOC_ZGLLT','MEM_UW8KH','2023-08-25','{"club": {"clubstat": "Premium", "clubcontrib": "High"}, "engagement": {"camppart": "All", "votepartrate": 11.2}, "event_attendance": {"concatt": 7, "evtpart": "Rare", "meetatt": 8, "onevtatt": 7, "offevtatt": 5}}'
'EVT_9SQQN','SOC_LHZPR','MEM_SLCXO','2024-03-29','{"club": {"clubstat": "Non-member", "clubcontrib": "Low"}, "engagement": {"camppart": "Active", "votepartrate": 43.1}, "event_attendance": {"concatt": 6, "evtpart": "Rare", "meetatt": 1, "onevtatt": 82, "offevtatt": 4}}'
'EVT_FQ1PA','SOC_E9N7R','MEM_M1T9N','2024-07-02','{"club": {"clubstat": "Non-member", "clubcontrib": "High"}, "engagement": {"camppart": "Selective", "votepartrate": 91.3}, "event_attendance": {"concatt": 13, "evtpart": "Always", "meetatt": 2, "onevtatt": 43, "offevtatt": 18}}'
'EVT_XHORM','SOC_IJ0DN','MEM_8GOBS','2023-02-21','{"club": {"clubstat": "Elite", "clubcontrib": "Outstanding"}, "engagement": {"camppart": "Selective", "votepartrate": 36.9}, "event_attendance": {"concatt": 10, "evtpart": "Always", "meetatt": 5, "onevtatt": 19, "offevtatt": 7}}'
'EVT_QBY7K','SOC_OIQWY','MEM_ZDFO7','2023-04-02','{"club": {"clubstat": "Elite", "clubcontrib": "Medium"}, "engagement": {"camppart": "Active", "votepartrate": 51.3}, "event_attendance": {"concatt": 3, "evtpart": "Rare", "meetatt": 3, "onevtatt": 25, "offevtatt": 17}}'
