'LOY_URQ4G','EVT_1YY67','ENG_DEQW7',8004,27.90,'Established',15.3,'{"loyalty": {"loypts": 20289, "rewtier": "Platinum"}, "achievements": {"achcount": 78, "badgecoll": 26, "spectitles": 9}}'
'LOY_XLI4A','EVT_P4TL1','ENG_CRU6G',6988,21.40,'New',75.3,'{"loyalty": {"loypts": 11849, "rewtier": "Gold"}, "achievements": {"achcount": 22, "badgecoll": 23, "spectitles": 8}}'
'LOY_DO2AC','EVT_N62VL','ENG_L7EA2',1508,37.50,'Established',88.9,'{"loyalty": {"loypts": 7630, "rewtier": "Platinum"}, "achievements": {"achcount": 43, "badgecoll": 6, "spectitles": 2}}'
'LOY_IB0VS','EVT_MRBL7','ENG_WJY4G',8256,26.80,'New',20.4,'{"loyalty": {"loypts": 29062, "rewtier": "Silver"}, "achievements": {"achcount": 16, "badgecoll": 39, "spectitles": 2}}'
'LOY_91XXL','EVT_BUCT5','ENG_OA2GC',9935,83.60,'New',81.3,'{"loyalty": {"loypts": 30594, "rewtier": "Gold"}, "achievements": {"achcount": 76, "badgecoll": 5, "spectitles": 6}}'
'LOY_YRXLM','EVT_425TU','ENG_VS8LY',1797,43.80,'Established',19.9,'{"loyalty": {"loypts": 5052, "rewtier": "Bronze"}, "achievements": {"achcount": 82, "badgecoll": 19, "spectitles": 4}}'
'LOY_4TAMB','EVT_YPVX0','ENG_0SD31',5925,4.90,'Respected',92.3,'{"loyalty": {"loypts": 43887, "rewtier": "Silver"}, "achievements": {"achcount": 96, "badgecoll": 49, "spectitles": 1}}'
'LOY_4FK0L','EVT_4SPUS','ENG_97NFP',1824,74.40,'Established',71.6,'{"loyalty": {"loypts": 5775, "rewtier": "Bronze"}, "achievements": {"achcount": 46, "badgecoll": 37, "spectitles": 4}}'
'LOY_WGD5X','EVT_Z9X0R','ENG_57T78',2898,0.70,'Respected',26.7,'{"loyalty": {"loypts": 12596, "rewtier": "Silver"}, "achievements": {"achcount": 52, "badgecoll": 41, "spectitles": 6}}'
'LOY_FKEVW','EVT_LHJQF','ENG_DR0IA',2720,20.60,'Respected',27.8,'{"loyalty": {"loypts": 36358, "rewtier": "Bronze"}, "achievements": {"achcount": 26, "badgecoll": 24, "spectitles": 7}}'
'LOY_4RATA','EVT_JIK1R','ENG_LVEJQ',8836,38.90,'Respected',47.7,'{"loyalty": {"loypts": 34311, "rewtier": "Bronze"}, "achievements": {"achcount": 70, "badgecoll": 34, "spectitles": 1}}'
'LOY_RFX76','EVT_Z66PJ','ENG_X8MCZ',8217,43.80,'New',56.2,'{"loyalty": {"loypts": 6320, "rewtier": "Gold"}, "achievements": {"achcount": 56, "badgecoll": 26, "spectitles": 7}}'
'LOY_LBCA3','EVT_8O6UD','ENG_8UJ2W',3869,89.90,'New',93.4,'{"loyalty": {"loypts": 5865, "rewtier": "Bronze"}, "achievements": {"achcount": 59, "badgecoll": 28, "spectitles": 7}}'
'LOY_WULDL','EVT_W66Y0','ENG_SXGRC',9623,12.10,'Respected',11.8,'{"loyalty": {"loypts": 14058, "rewtier": "Platinum"}, "achievements": {"achcount": 81, "badgecoll": 36, "spectitles": 0}}'
'LOY_YUL45','EVT_6XS2W','ENG_S143Z',3490,24.30,'Respected',63.6,'{"loyalty": {"loypts": 4185, "rewtier": "Bronze"}, "achievements": {"achcount": 86, "badgecoll": 3, "spectitles": 1}}'
'LOY_1MEGE','EVT_DLJ04','ENG_ERMR2',5523,37.50,'Established',21.1,'{"loyalty": {"loypts": 27711, "rewtier": "Gold"}, "achievements": {"achcount": 11, "badgecoll": 41, "spectitles": 5}}'
'LOY_JIXTD','EVT_8X963','ENG_HPQPQ',2344,82.90,'Established',26.1,'{"loyalty": {"loypts": 18387, "rewtier": "Gold"}, "achievements": {"achcount": 82, "badgecoll": 29, "spectitles": 2}}'
'LOY_PF1NN','EVT_R4E2O','ENG_MFKCW',5631,25.60,'Established',36.8,'{"loyalty": {"loypts": 19897, "rewtier": "Gold"}, "achievements": {"achcount": 76, "badgecoll": 17, "spectitles": 2}}'
'LOY_ENSDW','EVT_AWZ6U','ENG_D36EM',5986,14.90,'Respected',48.2,'{"loyalty": {"loypts": 1576, "rewtier": "Gold"}, "achievements": {"achcount": 91, "badgecoll": 22, "spectitles": 9}}'
'LOY_GDAW6','EVT_7BUNO','ENG_N8K9U',530,46.40,'Elite',53.8,'{"loyalty": {"loypts": 38491, "rewtier": "Silver"}, "achievements": {"achcount": 74, "badgecoll": 21, "spectitles": 4}}'
'LOY_WSB5V','EVT_CHKL4','ENG_GWS9W',8744,81.60,'Respected',47.1,'{"loyalty": {"loypts": 42858, "rewtier": "Silver"}, "achievements": {"achcount": 44, "badgecoll": 36, "spectitles": 9}}'
'LOY_5HW3H','EVT_C4X0N','ENG_5EHE8',8152,12.90,'New',48.2,'{"loyalty": {"loypts": 49588, "rewtier": "Gold"}, "achievements": {"achcount": 26, "badgecoll": 11, "spectitles": 6}}'
'LOY_BSWVJ','EVT_4FCYO','ENG_ZA6NB',8191,27.00,'New',34.9,'{"loyalty": {"loypts": 49751, "rewtier": "Silver"}, "achievements": {"achcount": 74, "badgecoll": 19, "spectitles": 9}}'
'LOY_PFG8I','EVT_3540B','ENG_WKDR4',2155,65.20,'Elite',0.7,'{"loyalty": {"loypts": 29848, "rewtier": "Gold"}, "achievements": {"achcount": 76, "badgecoll": 3, "spectitles": 1}}'
'LOY_QEFWR','EVT_AOQXQ','ENG_V4O0B',9531,39.30,'New',57.1,'{"loyalty": {"loypts": 43007, "rewtier": "Bronze"}, "achievements": {"achcount": 38, "badgecoll": 38, "spectitles": 4}}'
'LOY_JECKV','EVT_Z54F9','ENG_G2QX2',1226,85.70,'Elite',71.9,'{"loyalty": {"loypts": 6979, "rewtier": "Bronze"}, "achievements": {"achcount": 34, "badgecoll": 41, "spectitles": 10}}'
'LOY_WSN37','EVT_IL7UO','ENG_PL3L5',3421,0.60,'Respected',41.8,'{"loyalty": {"loypts": 17014, "rewtier": "Gold"}, "achievements": {"achcount": 12, "badgecoll": 32, "spectitles": 3}}'
'LOY_OT6RR','EVT_FKR9S','ENG_RH4QY',5335,43.30,'Elite',79.9,'{"loyalty": {"loypts": 19982, "rewtier": "Bronze"}, "achievements": {"achcount": 3, "badgecoll": 46, "spectitles": 9}}'
'LOY_FXQXL','EVT_78Q9S','ENG_C2ZES',3839,73.20,'Respected',67.1,'{"loyalty": {"loypts": 46721, "rewtier": "Silver"}, "achievements": {"achcount": 59, "badgecoll": 31, "spectitles": 2}}'
'LOY_DC1RR','EVT_62VPZ','ENG_PJZXK',9018,78.80,'Respected',29.0,'{"loyalty": {"loypts": 14834, "rewtier": "Platinum"}, "achievements": {"achcount": 83, "badgecoll": 29, "spectitles": 5}}'
'LOY_FRCX0','EVT_FH5M4','ENG_6WYWC',6510,85.20,'New',64.2,'{"loyalty": {"loypts": 49268, "rewtier": "Gold"}, "achievements": {"achcount": 21, "badgecoll": 4, "spectitles": 8}}'
'LOY_71DBY','EVT_5ZYAG','ENG_BYIN8',1992,88.50,'New',76.2,'{"loyalty": {"loypts": 43877, "rewtier": "Gold"}, "achievements": {"achcount": 75, "badgecoll": 19, "spectitles": 7}}'
'LOY_1L8GL','EVT_XN969','ENG_RN0SR',6646,12.60,'New',2.4,'{"loyalty": {"loypts": 8889, "rewtier": "Silver"}, "achievements": {"achcount": 10, "badgecoll": 32, "spectitles": 7}}'
'LOY_8Q6JO','EVT_WA94V','ENG_W2122',7635,8.90,'Elite',65.4,'{"loyalty": {"loypts": 39074, "rewtier": "Platinum"}, "achievements": {"achcount": 96, "badgecoll": 26, "spectitles": 9}}'
'LOY_DL54T','EVT_XZN57','ENG_V5VUL',4929,66.70,'Respected',22.7,'{"loyalty": {"loypts": 23138, "rewtier": "Bronze"}, "achievements": {"achcount": 13, "badgecoll": 5, "spectitles": 8}}'
'LOY_3FQT1','EVT_7P0AW','ENG_BDPOX',9798,57.20,'Elite',93.8,'{"loyalty": {"loypts": 21230, "rewtier": "Silver"}, "achievements": {"achcount": 4, "badgecoll": 39, "spectitles": 8}}'
'LOY_CFF0G','EVT_JAVOO','ENG_UZARI',3132,21.30,'Elite',19.9,'{"loyalty": {"loypts": 43111, "rewtier": "Gold"}, "achievements": {"achcount": 83, "badgecoll": 39, "spectitles": 7}}'
'LOY_4ZXZH','EVT_TPJY4','ENG_6R260',980,57.10,'Elite',63.3,'{"loyalty": {"loypts": 40779, "rewtier": "Silver"}, "achievements": {"achcount": 57, "badgecoll": 20, "spectitles": 7}}'
'LOY_4MDCE','EVT_EUC12','ENG_TMXD5',7767,76.10,'Elite',69.9,'{"loyalty": {"loypts": 29048, "rewtier": "Bronze"}, "achievements": {"achcount": 54, "badgecoll": 44, "spectitles": 9}}'
'LOY_IE541','EVT_4SS3Z','ENG_JB6N8',8073,97.60,'Established',63.6,'{"loyalty": {"loypts": 44857, "rewtier": "Gold"}, "achievements": {"achcount": 10, "badgecoll": 30, "spectitles": 10}}'
'LOY_QRX3X','EVT_L0DYQ','ENG_K42WK',3850,0.40,'Established',75.3,'{"loyalty": {"loypts": 24312, "rewtier": "Silver"}, "achievements": {"achcount": 100, "badgecoll": 28, "spectitles": 3}}'
'LOY_V351Z','EVT_MXBYB','ENG_XMFS1',1252,61.70,'Established',50.7,'{"loyalty": {"loypts": 14193, "rewtier": "Silver"}, "achievements": {"achcount": 87, "badgecoll": 39, "spectitles": 7}}'
'LOY_D0ETP','EVT_FHNZP','ENG_AWB5B',9247,34.10,'Elite',28.1,'{"loyalty": {"loypts": 8254, "rewtier": "Platinum"}, "achievements": {"achcount": 91, "badgecoll": 4, "spectitles": 6}}'
'LOY_LCREM','EVT_1P3DJ','ENG_76SLS',7372,58.70,'Respected',37.3,'{"loyalty": {"loypts": 45842, "rewtier": "Gold"}, "achievements": {"achcount": 12, "badgecoll": 1, "spectitles": 9}}'
'LOY_EI5MK','EVT_XLWA5','ENG_1E8N8',9887,10.70,'Established',99.9,'{"loyalty": {"loypts": 32347, "rewtier": "Gold"}, "achievements": {"achcount": 81, "badgecoll": 25, "spectitles": 6}}'
'LOY_QXKX8','EVT_VRO7U','ENG_PQ6ZC',8517,89.70,'Respected',74.1,'{"loyalty": {"loypts": 15851, "rewtier": "Bronze"}, "achievements": {"achcount": 31, "badgecoll": 42, "spectitles": 2}}'
'LOY_ONBD6','EVT_YYB8H','ENG_OZJLT',8894,42.00,'Elite',4.5,'{"loyalty": {"loypts": 11962, "rewtier": "Gold"}, "achievements": {"achcount": 8, "badgecoll": 26, "spectitles": 1}}'
'LOY_CXJI3','EVT_ZWKKS','ENG_I6RUW',6639,82.60,'New',47.3,'{"loyalty": {"loypts": 22253, "rewtier": "Silver"}, "achievements": {"achcount": 34, "badgecoll": 0, "spectitles": 8}}'
'LOY_BRJJ9','EVT_U6QYV','ENG_WT51O',6163,1.50,'Respected',50.7,'{"loyalty": {"loypts": 24065, "rewtier": "Bronze"}, "achievements": {"achcount": 41, "badgecoll": 18, "spectitles": 1}}'
'LOY_IMEWM','EVT_77OTV','ENG_TYRHV',2905,16.80,'Elite',21.3,'{"loyalty": {"loypts": 40477, "rewtier": "Silver"}, "achievements": {"achcount": 74, "badgecoll": 36, "spectitles": 10}}'
'LOY_BIY74','EVT_VR1TV','ENG_5KLSP',9515,28.10,'New',24.4,'{"loyalty": {"loypts": 36893, "rewtier": "Silver"}, "achievements": {"achcount": 14, "badgecoll": 1, "spectitles": 1}}'
'LOY_BYUE0','EVT_12NI5','ENG_P70WE',1933,49.20,'Respected',58.7,'{"loyalty": {"loypts": 45358, "rewtier": "Bronze"}, "achievements": {"achcount": 5, "badgecoll": 36, "spectitles": 2}}'
'LOY_RO8GP','EVT_9SQQN','ENG_USOAI',5569,16.60,'New',45.1,'{"loyalty": {"loypts": 2022, "rewtier": "Platinum"}, "achievements": {"achcount": 61, "badgecoll": 36, "spectitles": 5}}'
'LOY_5C4MT','EVT_FQ1PA','ENG_A8MQ2',779,48.90,'Established',60.1,'{"loyalty": {"loypts": 2027, "rewtier": "Bronze"}, "achievements": {"achcount": 57, "badgecoll": 42, "spectitles": 5}}'
'LOY_W3IH2','EVT_XHORM','ENG_7J6FC',568,92.00,'Elite',77.0,'{"loyalty": {"loypts": 39098, "rewtier": "Platinum"}, "achievements": {"achcount": 39, "badgecoll": 29, "spectitles": 9}}'
'LOY_1CTNK','EVT_QBY7K','ENG_SMJQ1',9351,25.20,'Established',1.4,'{"loyalty": {"loypts": 6253, "rewtier": "Silver"}, "achievements": {"achcount": 1, "badgecoll": 35, "spectitles": 8}}'
'LOY_9L3LV','EVT_Q7RNK','ENG_9W8BK',9163,30.50,'Established',29.0,'{"loyalty": {"loypts": 32313, "rewtier": "Bronze"}, "achievements": {"achcount": 84, "badgecoll": 17, "spectitles": 5}}'
'LOY_Q34K0','EVT_7ZCLE','ENG_X4ACN',6205,25.90,'New',3.1,'{"loyalty": {"loypts": 32817, "rewtier": "Platinum"}, "achievements": {"achcount": 20, "badgecoll": 50, "spectitles": 10}}'
'LOY_3AGZE','EVT_05WGW','ENG_PUTYV',5820,85.20,'Elite',8.6,'{"loyalty": {"loypts": 12660, "rewtier": "Gold"}, "achievements": {"achcount": 37, "badgecoll": 4, "spectitles": 9}}'
'LOY_ZBETI','EVT_56O1L','ENG_MA3YQ',2866,69.00,'New',68.3,'{"loyalty": {"loypts": 42916, "rewtier": "Silver"}, "achievements": {"achcount": 74, "badgecoll": 50, "spectitles": 9}}'
'LOY_DMSNE','EVT_UVPHI','ENG_54D9F',8308,75.40,'Respected',60.1,'{"loyalty": {"loypts": 31862, "rewtier": "Silver"}, "achievements": {"achcount": 16, "badgecoll": 38, "spectitles": 2}}'
'LOY_KPXT4','EVT_RNHSI','ENG_UP5QV',9524,19.10,'Respected',67.2,'{"loyalty": {"loypts": 40726, "rewtier": "Platinum"}, "achievements": {"achcount": 21, "badgecoll": 21, "spectitles": 0}}'
'LOY_AGF0H','EVT_QGYFT','ENG_8C8P7',9988,92.10,'Established',83.7,'{"loyalty": {"loypts": 32277, "rewtier": "Platinum"}, "achievements": {"achcount": 22, "badgecoll": 19, "spectitles": 8}}'
'LOY_L74DE','EVT_47QXO','ENG_YF21U',5636,25.40,'New',86.2,'{"loyalty": {"loypts": 13946, "rewtier": "Platinum"}, "achievements": {"achcount": 57, "badgecoll": 15, "spectitles": 1}}'
'LOY_V2UQQ','EVT_6E0PR','ENG_TRNL3',139,55.20,'Elite',88.2,'{"loyalty": {"loypts": 18218, "rewtier": "Silver"}, "achievements": {"achcount": 5, "badgecoll": 27, "spectitles": 7}}'
'LOY_QRNYK','EVT_GTTG5','ENG_IJSEK',5444,31.80,'New',63.8,'{"loyalty": {"loypts": 39011, "rewtier": "Silver"}, "achievements": {"achcount": 98, "badgecoll": 7, "spectitles": 3}}'
'LOY_Z40RE','EVT_XUEQA','ENG_5KETD',9545,3.60,'Established',75.1,'{"loyalty": {"loypts": 17080, "rewtier": "Silver"}, "achievements": {"achcount": 88, "badgecoll": 20, "spectitles": 1}}'
'LOY_OQW0S','EVT_W63EE','ENG_GO8SU',9753,87.60,'Established',89.1,'{"loyalty": {"loypts": 29544, "rewtier": "Gold"}, "achievements": {"achcount": 15, "badgecoll": 32, "spectitles": 9}}'
'LOY_FBB65','EVT_DZ1E9','ENG_5VCN3',4194,71.30,'Elite',20.8,'{"loyalty": {"loypts": 47220, "rewtier": "Gold"}, "achievements": {"achcount": 55, "badgecoll": 30, "spectitles": 0}}'
'LOY_UMP22','EVT_J7L4Q','ENG_3LHID',7316,85.30,'New',35.5,'{"loyalty": {"loypts": 1022, "rewtier": "Silver"}, "achievements": {"achcount": 19, "badgecoll": 2, "spectitles": 6}}'
'LOY_ZINPR','EVT_J2RXD','ENG_ZO801',7671,54.40,'New',89.9,'{"loyalty": {"loypts": 7400, "rewtier": "Gold"}, "achievements": {"achcount": 3, "badgecoll": 23, "spectitles": 9}}'
'LOY_XRT83','EVT_WIGL7','ENG_1UEU2',9277,50.50,'Respected',36.8,'{"loyalty": {"loypts": 652, "rewtier": "Silver"}, "achievements": {"achcount": 64, "badgecoll": 36, "spectitles": 0}}'
'LOY_YDEWL','EVT_HYN7O','ENG_F7V7T',4614,43.20,'Established',55.4,'{"loyalty": {"loypts": 39968, "rewtier": "Bronze"}, "achievements": {"achcount": 43, "badgecoll": 21, "spectitles": 9}}'
'LOY_E6ZLV','EVT_DP2TG','ENG_9ACQT',932,7.90,'Established',13.3,'{"loyalty": {"loypts": 36924, "rewtier": "Platinum"}, "achievements": {"achcount": 75, "badgecoll": 4, "spectitles": 3}}'
'LOY_5NSK1','EVT_0X1O4','ENG_1E3RU',6344,83.70,'Established',32.2,'{"loyalty": {"loypts": 17607, "rewtier": "Gold"}, "achievements": {"achcount": 11, "badgecoll": 29, "spectitles": 9}}'
'LOY_P48IU','EVT_FKU01','ENG_Z5X16',6415,41.20,'Elite',15.2,'{"loyalty": {"loypts": 32429, "rewtier": "Bronze"}, "achievements": {"achcount": 62, "badgecoll": 1, "spectitles": 4}}'
'LOY_FKBP2','EVT_4FRHC','ENG_OOTTO',9959,15.30,'New',89.5,'{"loyalty": {"loypts": 7121, "rewtier": "Gold"}, "achievements": {"achcount": 42, "badgecoll": 44, "spectitles": 3}}'
'LOY_ZAAGD','EVT_6C397','ENG_22K1G',6849,51.30,'New',20.4,'{"loyalty": {"loypts": 31629, "rewtier": "Silver"}, "achievements": {"achcount": 25, "badgecoll": 49, "spectitles": 0}}'
'LOY_N0LK2','EVT_LWLTO','ENG_DA6GG',1164,28.50,'Respected',28.1,'{"loyalty": {"loypts": 48137, "rewtier": "Platinum"}, "achievements": {"achcount": 55, "badgecoll": 26, "spectitles": 6}}'
'LOY_E2Y6Z','EVT_BHMVW','ENG_7TUUO',230,59.20,'New',90.1,'{"loyalty": {"loypts": 21832, "rewtier": "Bronze"}, "achievements": {"achcount": 78, "badgecoll": 25, "spectitles": 4}}'
'LOY_2MFM9','EVT_YH7Y7','ENG_M5JNS',1623,16.90,'Respected',23.1,'{"loyalty": {"loypts": 22611, "rewtier": "Silver"}, "achievements": {"achcount": 35, "badgecoll": 16, "spectitles": 2}}'
'LOY_FPV4F','EVT_ATMIE','ENG_FI5OO',5581,13.60,'New',77.9,'{"loyalty": {"loypts": 43036, "rewtier": "Bronze"}, "achievements": {"achcount": 34, "badgecoll": 36, "spectitles": 9}}'
'LOY_OSF87','EVT_PJP37','ENG_US6T5',2930,24.10,'Respected',0.5,'{"loyalty": {"loypts": 38644, "rewtier": "Gold"}, "achievements": {"achcount": 59, "badgecoll": 48, "spectitles": 8}}'
'LOY_YH741','EVT_OWKFM','ENG_Q0QG9',9166,20.70,'Respected',62.5,'{"loyalty": {"loypts": 44472, "rewtier": "Bronze"}, "achievements": {"achcount": 1, "badgecoll": 33, "spectitles": 7}}'
'LOY_9R8KR','EVT_ITPYD','ENG_21RRY',7405,34.50,'Established',17.1,'{"loyalty": {"loypts": 20141, "rewtier": "Bronze"}, "achievements": {"achcount": 45, "badgecoll": 32, "spectitles": 0}}'
'LOY_U2FYT','EVT_QE4GL','ENG_X33R8',4445,27.10,'Respected',63.3,'{"loyalty": {"loypts": 10135, "rewtier": "Platinum"}, "achievements": {"achcount": 19, "badgecoll": 45, "spectitles": 5}}'
'LOY_O6O3Z','EVT_I9C92','ENG_1C4LR',7229,75.30,'New',20.8,'{"loyalty": {"loypts": 27559, "rewtier": "Silver"}, "achievements": {"achcount": 4, "badgecoll": 23, "spectitles": 9}}'
'LOY_0J8CC','EVT_FEFEQ','ENG_O1N09',4560,97.90,'Respected',37.4,'{"loyalty": {"loypts": 29811, "rewtier": "Gold"}, "achievements": {"achcount": 42, "badgecoll": 39, "spectitles": 10}}'
'LOY_03BDU','EVT_GRW86','ENG_2BOJW',5394,67.80,'Elite',27.2,'{"loyalty": {"loypts": 19179, "rewtier": "Gold"}, "achievements": {"achcount": 10, "badgecoll": 7, "spectitles": 5}}'
