241,'Windows','Safari','10.9','5.1.1','1920x720','471x636','4G',8.00,241
242,'Windows','Firefox','10.5','3.6.1','1920x1080','715x716','Cable',54.10,242
243,'Windows','Edge','8.9','4.7.7','1920x720','1170x777','4G',16.70,243
244,'Windows','Safari','11.9','1.0.0','1440x900','687x567','Cable',75.90,244
245,'MacOS','Edge','15.8','4.2.2','750x1334','797x746','Cable',18.50,245
246,'Windows','Chrome','11.3','1.7.4','1920x900','735x515','5G',10.00,246
247,'Android','Chrome','11.1','4.8.2','1920x720','676x524','Cable',8.60,247
248,'iOS','Firefox','10.1','2.8.2','1920x1334','600x704','WiFi',80.70,248
249,'Windows','Safari','13.4','2.0.0','1920x1080','1100x533','5G',39.70,249
250,'Windows','Chrome','10.7','4.3.3','1440x1334','794x784','4G',65.20,250
251,'Android','Chrome','9.6','1.9.5','750x720','831x612','5G',81.90,251
252,'Android','Chrome','12.6','3.0.3','1280x1334','523x742','5G',26.90,252
253,'Windows','Chrome','12.1','5.8.4','1920x1080','1092x516','Cable',58.10,253
254,'Windows','Firefox','12.6','1.5.7','1920x1334','988x712','Cable',54.20,254
255,'iOS','Firefox','9.8','2.9.2','750x900','562x797','WiFi',3.90,255
256,'Android','Firefox','12.0','2.1.2','750x1334','323x748','Cable',40.10,256
257,'Windows','Firefox','15.6','5.8.2','1280x1080','440x793','4G',22.00,257
258,'Windows','Chrome','8.4','2.9.1','1440x900','791x605','Cable',51.30,258
259,'Android','Firefox','8.2','2.2.8','1280x900','577x683','4G',37.10,259
260,'MacOS','Firefox','8.1','3.4.3','1280x720','1164x795','5G',35.60,260
261,'MacOS','Firefox','10.6','1.5.0','750x900','999x616','5G',92.40,261
262,'Android','Firefox','15.8','5.8.1','750x720','735x560','5G',17.30,262
263,'Android','Safari','11.8','4.1.3','750x720','403x687','5G',36.60,263
264,'iOS','Firefox','11.8','4.5.8','1440x1080','995x787','Cable',9.20,264
265,'Android','Edge','15.1','5.8.7','750x900','1028x708','5G',6.20,265
266,'MacOS','Edge','8.0','5.4.9','1280x1334','816x773','5G',64.30,266
267,'Android','Firefox','14.1','4.0.0','1280x720','623x612','WiFi',78.90,267
268,'Android','Chrome','13.9','2.8.2','1440x1334','1173x545','4G',75.70,268
269,'Windows','Edge','9.1','4.7.7','750x1334','1047x664','WiFi',11.30,269
270,'Android','Chrome','14.2','5.9.3','1440x1334','1069x788','Cable',80.70,270
271,'MacOS','Chrome','10.4','2.4.8','1280x1080','1141x613','4G',65.50,271
272,'MacOS','Chrome','9.9','5.1.3','750x1334','659x521','4G',86.50,272
273,'iOS','Edge','10.8','1.3.6','1280x1080','1076x505','WiFi',58.90,273
274,'Windows','Chrome','9.0','4.7.8','1280x1334','1193x714','Cable',6.70,274
275,'MacOS','Chrome','15.5','2.9.2','1280x1080','491x516','4G',30.90,275
276,'Android','Edge','9.6','5.0.4','1280x720','779x713','Cable',21.30,276
277,'Android','Edge','12.7','2.1.8','1920x720','930x711','5G',51.30,277
278,'MacOS','Edge','10.7','3.9.6','1280x1080','698x510','Cable',53.00,278
279,'iOS','Edge','9.7','1.7.3','1920x900','1067x623','5G',69.40,279
280,'MacOS','Chrome','12.7','3.9.1','1920x1080','735x618','Cable',46.40,280
281,'MacOS','Chrome','10.8','5.1.9','750x1080','486x507','4G',32.50,281
282,'Windows','Firefox','8.0','5.7.4','1440x720','929x794','WiFi',37.40,282
283,'iOS','Edge','11.3','4.6.5','750x1080','453x659','4G',9.70,283
284,'Android','Firefox','9.7','2.4.0','1280x1080','492x783','WiFi',52.90,284
285,'MacOS','Safari','10.6','3.7.9','1920x900','874x508','5G',6.40,285
286,'Android','Safari','15.7','2.7.0','1920x1080','1136x514','WiFi',57.50,286
287,'MacOS','Chrome','8.4','3.6.4','750x720','548x504','4G',46.30,287
288,'MacOS','Firefox','13.1','4.7.8','1920x900','388x765','5G',13.10,288
289,'iOS','Firefox','13.9','5.2.3','1440x1334','1011x725','Cable',63.10,289
290,'iOS','Chrome','10.4','3.6.2','1280x720','1191x559','5G',72.10,290
291,'Android','Chrome','8.3','2.9.3','1280x1334','416x628','Cable',74.80,291
292,'MacOS','Edge','14.2','4.1.0','750x900','352x757','WiFi',40.40,292
293,'MacOS','Firefox','10.0','1.3.3','1920x1334','1004x534','WiFi',16.30,293
294,'Android','Chrome','12.7','1.1.5','1440x1334','343x685','Cable',76.90,294
295,'MacOS','Safari','12.1','2.2.8','1920x1334','458x555','5G',85.90,295
296,'iOS','Safari','12.8','1.8.0','1920x1080','503x754','5G',95.20,296
297,'Android','Chrome','8.6','1.3.1','750x1334','1011x596','WiFi',13.70,297
298,'Android','Safari','10.1','5.8.0','750x1080','526x633','WiFi',83.70,298
299,'MacOS','Edge','8.3','2.1.4','1440x1334','598x609','4G',1.30,299
300,'Windows','Edge','8.5','2.0.7','1920x720','552x509','5G',9.60,300
301,'Android','Safari','11.9','2.0.7','1920x1080','813x677','Cable',82.40,301
302,'Android','Firefox','12.4','5.3.0','750x1334','1146x735','WiFi',78.30,302
303,'Android','Chrome','8.9','1.9.6','1280x900','363x704','Cable',44.70,303
304,'iOS','Safari','13.3','2.0.2','1920x900','1100x503','4G',58.00,304
305,'Windows','Chrome','15.9','2.5.4','1920x900','398x710','4G',99.40,305
306,'Android','Chrome','12.5','4.3.8','750x900','397x784','4G',92.20,306
307,'iOS','Chrome','13.6','2.0.9','750x1080','661x671','5G',25.60,307
308,'Windows','Edge','14.7','5.8.5','1280x1080','964x787','WiFi',38.90,308
309,'Android','Chrome','9.0','5.1.2','1440x720','518x772','4G',16.10,309
310,'MacOS','Safari','9.6','2.0.1','750x720','873x526','Cable',43.20,310
311,'iOS','Safari','13.2','2.3.6','1440x900','539x581','4G',61.40,311
312,'Windows','Edge','8.0','1.5.5','1440x900','539x641','4G',5.60,312
313,'iOS','Safari','8.6','3.3.0','1280x720','736x664','WiFi',72.80,313
314,'iOS','Safari','14.5','5.2.0','750x1334','1035x519','Cable',50.30,314
315,'MacOS','Firefox','11.1','4.0.4','750x1334','582x790','5G',86.10,315
316,'MacOS','Chrome','8.2','3.2.5','1280x720','317x581','5G',35.90,316
317,'Windows','Chrome','12.6','1.1.7','750x1080','430x774','4G',41.70,317
318,'MacOS','Chrome','9.0','1.6.8','1920x720','1108x735','WiFi',45.10,318
319,'iOS','Firefox','15.1','3.5.5','750x720','874x756','WiFi',13.10,319
320,'Android','Edge','14.3','4.3.0','750x900','653x539','Cable',29.80,320
321,'Android','Safari','15.8','3.8.4','750x1080','645x744','Cable',48.40,321
322,'Android','Chrome','14.0','4.6.8','1280x1334','622x604','5G',19.60,322
323,'Android','Chrome','14.0','4.5.5','750x1080','477x663','Cable',17.40,323
324,'Android','Edge','15.9','5.2.8','1280x1080','702x583','WiFi',12.70,324
325,'iOS','Edge','10.1','4.4.6','1440x1080','1026x566','5G',75.30,325
326,'Android','Firefox','13.9','2.2.3','1280x720','845x592','5G',11.30,326
327,'Android','Safari','11.6','5.7.5','750x1080','886x521','Cable',26.20,327
328,'iOS','Edge','12.2','1.6.2','1440x1334','503x739','5G',23.70,328
329,'Android','Safari','11.8','4.4.7','750x720','715x558','4G',80.90,329
330,'Android','Edge','13.9','1.1.4','750x1080','637x777','WiFi',70.50,330
331,'Windows','Safari','10.7','2.5.6','1440x720','444x733','Cable',74.20,331
332,'Windows','Firefox','12.0','2.1.6','1440x1080','765x688','5G',80.10,332
333,'iOS','Firefox','11.5','5.4.5','1920x900','355x621','Cable',15.60,333
334,'Windows','Chrome','13.5','4.9.3','1280x1334','571x643','4G',72.20,334
335,'Windows','Firefox','8.1','2.2.4','1280x720','423x535','WiFi',57.60,335
336,'iOS','Safari','12.8','2.2.0','1920x720','791x621','4G',90.60,336
337,'MacOS','Firefox','14.4','1.2.1','750x900','723x557','4G',20.10,337
338,'Windows','Edge','11.7','3.8.8','750x1080','762x582','5G',35.00,338
339,'Android','Firefox','9.1','4.7.2','1920x720','561x671','4G',83.80,339
340,'Windows','Chrome','13.4','3.2.6','1440x1080','1065x606','4G',50.40,340
341,'MacOS','Chrome','8.7','1.8.9','750x1080','478x659','4G',9.30,341
342,'Windows','Firefox','11.6','5.4.7','1440x720','931x641','5G',69.60,342
343,'Android','Edge','9.5','1.5.7','750x1334','391x609','Cable',74.10,343
