11,11,11,'2025-02-19 07:15:16.000',1289,26,0.54,9,0.91,18,15,0.83,'es','8','230.130.241.247','Italy','Indiana','North Erictown','EXP111','v2','RS4062',0.97,0.77,0.72
12,12,12,'2025-02-19 07:46:16.000',2072,41,0.73,3,0.71,44,10,0.23,'es','8','215.230.7.182','Kyrgyz Republic','Virginia','West Angelaport','EXP797','v4','RS5103',0.69,0.38,0.04
13,13,13,'2025-02-19 08:30:16.000',458,10,0.57,14,0.99,38,13,0.34,'es','-5','107.181.225.246','Suriname','Nebraska','North Edward','EXP791','v4','RS7029',0.08,0.25,0.32
14,14,14,'2025-02-19 07:12:16.000',1563,32,0.52,12,0.62,42,14,0.33,'en','0','143.9.65.87','South Africa','Minnesota','South Kevin','EXP202','v4','RS2185',0.30,0.75,0.73
15,15,15,'2025-02-19 08:22:16.000',1322,38,0.86,8,0.43,22,8,0.36,'fr','0','12.32.169.13','Qatar','Nevada','Port Stephaniehaven','EXP693','v5','RS1736',0.95,0.56,0.95
16,16,16,'2025-02-19 08:09:16.000',879,48,0.83,2,0.79,14,11,0.79,'en','8','92.19.170.198','French Polynesia','Iowa','North Hannah','EXP290','v5','RS6590',0.18,0.28,0.09
17,17,17,'2025-02-19 06:49:16.000',3040,13,0.69,9,0.33,31,8,0.26,'de','8','52.54.255.252','Angola','Mississippi','South Melissafort','EXP868','v5','RS5756',0.11,0.98,0.81
18,18,18,'2025-02-19 08:09:16.000',349,38,0.89,20,0.89,10,1,0.10,'en','1','179.57.228.88','Algeria','Washington','Smithmouth','EXP802','v5','RS2438',0.13,0.14,0.96
19,19,19,'2025-02-19 06:49:16.000',2335,12,0.34,2,0.88,40,3,0.08,'de','-5','245.27.126.32','Jordan','Connecticut','Port Robertborough','EXP604','v2','RS5927',0.46,0.84,0.21
20,20,20,'2025-02-19 07:49:16.000',1359,46,0.46,15,0.51,40,10,0.25,'zh','1','173.254.226.194','Syrian Arab Republic','Illinois','New Shariland','EXP722','v1','RS1269',0.54,0.32,0.55
21,21,21,'2025-02-19 06:44:16.000',1375,34,0.57,10,0.99,13,8,0.62,'es','1','201.115.74.59','American Samoa','Nevada','Port Scott','EXP162','v2','RS9858',0.80,0.19,0.21
22,22,22,'2025-02-19 07:20:16.000',2745,20,0.24,17,1.00,7,3,0.43,'de','-5','89.142.204.214','Niger','Michigan','Tapiaport','EXP987','v4','RS4041',0.60,0.39,0.67
23,23,23,'2025-02-19 08:30:16.000',554,39,0.39,4,0.58,8,12,1.50,'en','-5','206.155.175.216','Gabon','Pennsylvania','Timothymouth','EXP984','v2','RS9953',0.95,0.66,0.61
24,24,24,'2025-02-19 07:31:16.000',1384,3,0.87,1,0.76,39,13,0.33,'es','1','53.173.235.107','New Caledonia','South Dakota','Kimberlyside','EXP887','v3','RS5471',0.76,0.36,0.87
25,25,25,'2025-02-19 07:38:16.000',2014,1,0.85,17,0.91,25,20,0.80,'fr','-5','114.24.255.192','Belgium','Connecticut','Lake Kathrynmouth','EXP612','v5','RS6591',0.85,0.58,0.01
26,26,26,'2025-02-19 06:31:16.000',2649,36,0.19,10,0.43,11,10,0.91,'zh','-5','38.93.2.7','Bosnia and Herzegovina','Ohio','Lake Cindy','EXP792','v3','RS9454',0.60,0.95,0.62
27,27,27,'2025-02-19 07:12:16.000',1046,17,0.69,2,0.02,11,17,1.55,'zh','0','17.37.141.242','Bhutan','Mississippi','Angelaside','EXP758','v4','RS5979',0.86,0.45,0.55
28,28,28,'2025-02-19 07:16:16.000',429,36,0.73,8,0.61,6,14,2.33,'zh','-5','70.2.77.173','Estonia','Iowa','Gordonbury','EXP689','v2','RS8056',0.39,0.06,0.37
29,29,29,'2025-02-19 07:54:16.000',2639,48,0.95,10,0.58,9,3,0.33,'zh','0','78.127.134.82','Greece','Wyoming','Lewistown','EXP977','v4','RS2366',0.10,0.53,0.39
30,30,30,'2025-02-19 08:30:16.000',1578,47,0.12,13,0.51,23,17,0.74,'fr','-8','227.92.37.249','Singapore','New Mexico','North Spencerfort','EXP721','v3','RS8557',0.49,0.66,0.86
31,31,31,'2025-02-19 08:18:16.000',3071,7,0.59,18,0.17,10,7,0.70,'zh','1','179.78.114.244','Guinea','Maryland','Sarahborough','EXP827','v3','RS2122',0.05,0.14,0.23
32,32,32,'2025-02-19 07:56:16.000',3177,12,0.69,11,0.94,9,14,1.56,'zh','-8','177.99.36.114','Svalbard & Jan Mayen Islands','New Jersey','Mcfarlandton','EXP416','v2','RS1994',0.48,0.67,0.51
33,33,33,'2025-02-19 07:20:16.000',1808,2,0.42,8,0.89,34,5,0.15,'de','1','66.242.189.255','Zambia','Florida','Wilsonland','EXP218','v5','RS3168',0.35,0.56,0.41
34,34,34,'2025-02-19 06:38:16.000',3360,19,0.17,6,0.46,22,3,0.14,'en','-5','164.114.47.127','Solomon Islands','New Jersey','Baldwinborough','EXP731','v5','RS4072',0.61,0.73,0.25
35,35,35,'2025-02-19 07:07:16.000',2834,26,0.16,9,0.39,9,15,1.67,'es','-8','1.251.61.68','Serbia','Tennessee','North Bradley','EXP538','v2','RS1672',0.28,0.87,0.56
36,36,36,'2025-02-19 07:24:16.000',734,10,0.60,12,0.93,33,10,0.30,'en','-8','87.91.251.159','Malta','Illinois','Lake Robertview','EXP414','v2','RS3439',0.05,0.78,0.60
37,37,37,'2025-02-19 06:41:16.000',1062,44,0.25,8,0.65,40,19,0.48,'fr','1','171.10.242.158','Iran','Maine','Port Sandra','EXP795','v2','RS8989',0.17,0.36,0.11
38,38,38,'2025-02-19 07:35:16.000',887,5,0.54,13,0.39,47,1,0.02,'en','8','105.115.164.198','Guinea','Oregon','North Karla','EXP488','v3','RS5596',0.94,0.72,0.82
39,39,39,'2025-02-19 08:01:16.000',3445,39,0.82,7,0.38,5,11,2.20,'zh','1','31.222.44.179','Taiwan','Pennsylvania','Heatherchester','EXP511','v3','RS9417',0.71,0.29,0.12
40,40,40,'2025-02-19 07:39:16.000',2835,6,0.47,4,0.96,39,13,0.33,'fr','8','50.137.181.112','Bouvet Island (Bouvetoya)','Florida','Aliciaton','EXP216','v1','RS5528',0.72,0.39,0.48
41,41,41,'2025-02-19 06:56:16.000',3519,28,0.17,7,0.87,44,20,0.46,'es','-5','199.220.146.36','Lithuania','California','East Markburgh','EXP504','v4','RS5247',1.00,0.36,0.24
42,42,42,'2025-02-19 08:06:16.000',3033,44,0.61,17,0.30,24,7,0.29,'zh','0','103.102.216.122','Bangladesh','Oregon','Ericland','EXP581','v3','RS9067',0.30,0.93,0.21
43,43,43,'2025-02-19 07:57:16.000',1060,7,0.64,19,0.25,21,19,0.91,'de','-8','198.121.170.138','Puerto Rico','Virginia','Stewartburgh','EXP281','v5','RS7414',0.13,0.85,0.26
44,44,44,'2025-02-19 06:33:16.000',2721,16,0.91,15,0.52,38,9,0.24,'es','1','105.127.198.247','Isle of Man','New Jersey','Millerborough','EXP814','v1','RS3263',0.60,0.60,0.18
45,45,45,'2025-02-19 08:06:16.000',2835,1,0.01,13,0.06,7,6,0.86,'es','-5','40.26.105.77','Cambodia','New Hampshire','Port Amanda','EXP771','v2','RS4082',0.15,0.56,0.85
46,46,46,'2025-02-19 06:35:16.000',2000,11,0.81,7,0.19,37,0,0.00,'de','-5','32.101.246.80','Belarus','Idaho','Sherrychester','EXP507','v5','RS2378',0.80,0.14,0.08
47,47,47,'2025-02-19 08:05:16.000',3564,34,0.98,6,1.00,49,9,0.18,'es','8','10.42.104.151','United Kingdom','New York','North Elizabethside','EXP213','v3','RS5789',0.56,0.91,0.59
48,48,48,'2025-02-19 08:02:16.000',1359,33,0.99,12,0.19,31,1,0.03,'en','1','245.198.217.146','Ireland','North Carolina','West Raymond','EXP158','v5','RS7369',0.51,0.36,0.58
49,49,49,'2025-02-19 07:49:16.000',3212,29,0.60,1,0.32,21,4,0.19,'zh','-8','69.223.156.231','Uzbekistan','Kentucky','Morsemouth','EXP341','v1','RS5600',0.30,0.41,0.73
50,50,50,'2025-02-19 08:01:16.000',1346,18,0.26,8,0.33,17,1,0.06,'es','1','83.198.203.94','Saudi Arabia','South Carolina','South Rebekah','EXP891','v1','RS6656',0.53,0.23,0.67
51,51,51,'2025-02-19 06:44:16.000',1178,9,0.90,1,0.48,16,0,0.00,'es','1','37.254.195.39','Djibouti','Maryland','West Jimmyborough','EXP246','v3','RS3673',0.19,0.09,0.46
52,52,52,'2025-02-19 07:41:16.000',3163,30,0.04,4,0.65,50,5,0.10,'zh','1','4.192.172.66','Sierra Leone','California','South Bonniehaven','EXP939','v2','RS5927',0.83,0.93,0.80
53,53,53,'2025-02-19 07:37:16.000',393,37,0.05,16,0.76,27,2,0.07,'fr','-5','103.136.10.97','Belarus','Maine','Elliottside','EXP905','v5','RS5752',0.70,0.68,0.18
54,54,54,'2025-02-19 07:16:16.000',1518,26,0.69,4,0.26,15,2,0.13,'fr','-5','144.82.108.240','Taiwan','Arizona','Brendabury','EXP911','v1','RS8071',0.72,0.32,0.80
55,55,55,'2025-02-19 08:12:16.000',541,46,0.77,17,0.41,16,16,1.00,'es','-5','140.87.36.14','Malaysia','Arkansas','Apriltown','EXP848','v4','RS5301',0.71,0.64,0.69
56,56,56,'2025-02-19 06:44:16.000',1462,22,0.16,14,0.86,46,5,0.11,'zh','-8','204.17.161.185','Ireland','New Jersey','North Joelbury','EXP837','v5','RS2818',0.59,0.93,0.20
57,57,57,'2025-02-19 06:43:16.000',1842,14,0.23,17,0.38,5,16,3.20,'zh','-8','244.219.46.244','Saint Helena','Minnesota','North Danielbury','EXP788','v1','RS2388',0.04,0.47,0.62
58,58,58,'2025-02-19 07:02:16.000',2463,22,0.04,16,0.95,42,0,0.00,'de','0','104.170.134.207','British Virgin Islands','Utah','New William','EXP786','v4','RS9316',0.07,0.02,0.87
59,59,59,'2025-02-19 06:32:16.000',1623,22,0.63,1,0.25,28,3,0.11,'zh','-5','158.253.46.18','Isle of Man','Hawaii','Lake Teresa','EXP569','v1','RS6043',0.14,0.31,0.22
60,60,60,'2025-02-19 07:28:16.000',38,29,0.60,11,0.76,18,9,0.50,'de','-8','69.46.111.107','Saint Kitts and Nevis','Delaware','Lake Charles','EXP681','v5','RS7660',0.67,0.56,0.27
61,61,61,'2025-02-19 07:43:16.000',2345,9,0.62,5,0.73,47,8,0.17,'de','-8','170.7.168.116','Malawi','Mississippi','East Brian','EXP859','v2','RS9594',0.93,0.92,0.71
62,62,62,'2025-02-19 07:56:16.000',2935,11,0.17,17,0.02,25,5,0.20,'zh','1','135.160.26.231','Anguilla','Arkansas','Webermouth','EXP830','v3','RS8418',0.88,0.36,0.66
63,63,63,'2025-02-19 07:57:16.000',1539,46,0.78,18,0.93,19,12,0.63,'de','0','93.161.242.249','Georgia','Utah','West Robertland','EXP620','v2','RS9587',0.40,0.43,0.39
64,64,64,'2025-02-19 06:53:16.000',1520,4,0.71,16,0.13,10,10,1.00,'zh','-8','157.38.200.69','Bermuda','Indiana','Kingport','EXP398','v5','RS7401',0.93,0.59,0.27
65,65,65,'2025-02-19 07:24:16.000',2987,37,0.60,6,0.04,31,5,0.16,'zh','1','38.39.186.107','Isle of Man','Nevada','Port David','EXP656','v2','RS7471',0.73,0.94,0.60
66,66,66,'2025-02-19 08:24:16.000',2073,1,0.82,18,0.58,18,20,1.11,'zh','8','254.234.241.234','Italy','Louisiana','Ernestbury','EXP817','v3','RS6465',1.00,0.01,0.65
67,67,67,'2025-02-19 08:14:16.000',1537,49,0.76,14,0.07,37,13,0.35,'zh','-8','60.8.15.52','Guinea-Bissau','Connecticut','South Lindsay','EXP934','v5','RS7725',0.31,0.02,0.26
68,68,68,'2025-02-19 07:09:16.000',1812,15,0.96,15,0.72,17,18,1.06,'zh','8','228.128.57.150','Austria','Alabama','West Teresaland','EXP844','v4','RS2280',0.67,0.36,0.64
69,69,69,'2025-02-19 06:59:16.000',132,36,0.55,1,1.00,13,18,1.39,'zh','0','233.226.1.41','Togo','California','Jessicaside','EXP709','v5','RS1647',0.11,0.09,0.54
70,70,70,'2025-02-19 07:28:16.000',1501,39,0.10,12,0.20,36,8,0.22,'zh','0','186.153.30.157','Lithuania','North Carolina','Davidfort','EXP650','v3','RS2782',0.97,0.34,0.17
71,71,71,'2025-02-19 08:13:16.000',888,6,0.46,19,0.36,45,2,0.04,'fr','-8','190.194.221.234','Belize','New York','Ericmouth','EXP772','v1','RS9738',0.02,0.65,0.03
72,72,72,'2025-02-19 07:23:16.000',2275,39,0.64,2,0.66,37,19,0.51,'zh','0','162.39.135.245','Nepal','Louisiana','Garrettchester','EXP881','v5','RS5801',0.81,0.01,0.12
73,73,73,'2025-02-19 08:07:16.000',1426,45,0.52,13,0.21,49,1,0.02,'zh','-5','77.105.223.148','Cyprus','Pennsylvania','New Olivia','EXP284','v1','RS4692',0.22,0.33,0.42
74,74,74,'2025-02-19 06:57:16.000',2119,45,0.70,11,0.65,25,7,0.28,'en','-5','54.164.160.1','Azerbaijan','Wyoming','South Carolshire','EXP142','v1','RS6623',0.09,0.33,0.42
75,75,75,'2025-02-19 06:47:16.000',827,21,0.42,8,0.49,27,18,0.67,'es','1','103.54.204.222','Monaco','Arkansas','North Gregory','EXP141','v1','RS3263',0.80,0.05,0.69
76,76,76,'2025-02-19 06:51:16.000',2681,50,0.07,4,0.63,21,1,0.05,'de','1','228.124.11.76','Burkina Faso','Michigan','West Karen','EXP308','v5','RS9292',0.17,0.41,0.63
77,77,77,'2025-02-19 07:57:16.000',1428,24,0.69,15,0.69,31,3,0.10,'en','-8','121.172.43.60','Qatar','Florida','South Susan','EXP453','v2','RS1448',0.83,0.35,0.18
78,78,78,'2025-02-19 07:36:16.000',1466,42,0.31,8,0.53,44,7,0.16,'en','1','188.244.163.130','France','Rhode Island','Johnstonburgh','EXP858','v3','RS4785',0.92,0.53,0.21
79,79,79,'2025-02-19 07:23:16.000',2007,2,0.17,17,0.72,26,10,0.39,'de','1','175.174.170.232','Haiti','Kentucky','Shaffershire','EXP454','v4','RS2317',0.31,0.95,0.11
80,80,80,'2025-02-19 06:55:16.000',2494,6,0.13,4,0.64,11,4,0.36,'zh','0','189.113.24.156','Svalbard & Jan Mayen Islands','Virginia','Smithberg','EXP853','v4','RS9984',0.58,0.29,0.44
81,81,81,'2025-02-19 08:18:16.000',730,49,0.71,4,0.46,44,0,0.00,'zh','0','41.19.239.255','Sierra Leone','New York','Cantutown','EXP589','v1','RS6957',0.48,0.10,0.82
82,82,82,'2025-02-19 07:00:16.000',1049,39,0.11,10,0.38,49,3,0.06,'zh','-8','37.232.246.105','Slovakia (Slovak Republic)','Maryland','Hurleyfurt','EXP661','v4','RS3964',0.29,1.00,0.59
83,83,83,'2025-02-19 08:08:16.000',1948,10,0.45,1,0.02,14,18,1.29,'es','1','255.56.190.176','Japan','Colorado','Port Joel','EXP610','v1','RS3295',0.31,0.59,0.17
84,84,84,'2025-02-19 08:11:16.000',1886,21,0.24,6,0.55,29,13,0.45,'en','8','61.34.170.149','Tanzania','Oklahoma','Barrymouth','EXP845','v1','RS7227',0.48,0.64,0.87
85,85,85,'2025-02-19 07:50:16.000',613,1,0.05,19,0.34,8,9,1.13,'de','-5','249.58.48.140','Mauritania','Mississippi','Waltersfort','EXP687','v1','RS8201',0.40,0.68,0.45
86,86,86,'2025-02-19 08:31:16.000',3284,48,0.05,14,0.88,31,12,0.39,'fr','8','192.206.203.59','Kiribati','New York','Deniseside','EXP880','v3','RS2582',0.77,0.35,0.84
87,87,87,'2025-02-19 07:31:16.000',1415,48,0.48,19,0.45,32,16,0.50,'zh','-8','73.91.160.253','Bangladesh','Pennsylvania','West Bradley','EXP109','v1','RS4383',0.34,0.85,0.71
88,88,88,'2025-02-19 07:04:16.000',2230,11,0.34,17,0.05,41,9,0.22,'zh','0','87.253.111.249','Argentina','New Mexico','Christinefort','EXP218','v4','RS7963',0.19,0.80,0.48
89,89,89,'2025-02-19 07:51:16.000',2439,10,0.10,16,0.74,5,3,0.60,'fr','-8','161.104.90.245','Saint Martin','Mississippi','Lake Michael','EXP424','v1','RS6015',0.26,0.77,0.73
90,90,90,'2025-02-19 06:50:16.000',1359,9,0.89,19,0.28,28,3,0.11,'zh','-8','46.82.146.118','Saint Martin','New Mexico','Karenchester','EXP196','v2','RS8028',0.84,0.24,0.50
91,91,91,'2025-02-19 08:18:16.000',2598,20,0.06,6,0.25,11,15,1.36,'de','0','173.111.109.71','Belarus','Hawaii','North Kimberly','EXP582','v2','RS9481',0.07,0.18,0.41
92,92,92,'2025-02-19 07:32:16.000',807,11,0.05,13,0.94,28,10,0.36,'es','0','185.130.220.27','Saint Martin','Minnesota','North Cynthia','EXP958','v3','RS7023',0.91,0.85,0.42
93,93,93,'2025-02-19 06:37:16.000',1125,25,0.33,14,0.71,45,7,0.16,'fr','1','249.60.27.192','Bulgaria','Kansas','Angeltown','EXP281','v5','RS9738',0.52,0.86,0.66
94,94,94,'2025-02-19 07:37:16.000',3256,32,0.89,13,0.95,19,13,0.68,'fr','-8','55.74.146.132','Saint Barthelemy','Ohio','Jeffreyhaven','EXP771','v1','RS6860',0.28,0.86,1.00
95,95,95,'2025-02-19 08:18:16.000',2985,21,0.97,1,0.91,49,13,0.27,'es','8','69.31.234.31','Monaco','North Dakota','Port Zacharyhaven','EXP324','v1','RS9292',0.50,0.54,0.11
96,96,96,'2025-02-19 08:28:16.000',664,2,0.65,3,0.29,7,12,1.71,'zh','-5','38.144.195.26','Belgium','Florida','South Sheena','EXP942','v4','RS6378',0.80,0.88,0.45
97,97,97,'2025-02-19 07:58:16.000',2933,8,0.85,16,0.44,11,8,0.73,'es','-5','41.30.201.254','Guernsey','Nevada','Katherinefort','EXP569','v1','RS9797',0.02,0.36,0.37
98,98,98,'2025-02-19 07:38:16.000',982,21,0.25,17,0.52,44,19,0.43,'zh','-8','56.45.123.49','Niger','Idaho','Lake Nicholas','EXP876','v4','RS6364',0.61,0.89,0.38
99,99,99,'2025-02-19 07:25:16.000',3432,30,0.34,18,0.22,28,5,0.18,'es','0','142.221.220.22','Cote d''Ivoire','Alabama','Amberbury','EXP391','v2','RS1372',0.14,0.55,0.15
100,100,100,'2025-02-19 06:40:16.000',1829,37,0.15,1,0.91,26,16,0.62,'fr','0','172.31.10.242','Guatemala','Alaska','Lake Kristin','EXP991','v3','RS8709',0.97,0.98,0.20
101,101,101,'2025-02-19 06:46:16.000',2301,21,0.82,19,0.47,38,11,0.29,'en','1','17.236.103.23','Trinidad and Tobago','Mississippi','North Darleneview','EXP965','v2','RS4507',0.20,0.95,0.62
102,102,102,'2025-02-19 06:33:16.000',2928,26,0.55,6,0.88,18,18,1.00,'es','-8','220.74.164.219','Dominica','Idaho','South Timothy','EXP236','v3','RS3723',0.09,0.09,0.22
103,103,103,'2025-02-19 06:57:16.000',254,27,0.87,19,0.67,27,11,0.41,'fr','0','130.114.214.147','Barbados','Kentucky','Port Bryanton','EXP621','v4','RS3595',0.42,0.92,0.56
104,104,104,'2025-02-19 08:14:16.000',1141,6,0.10,20,0.03,29,17,0.59,'de','0','62.244.165.187','Turkey','Virginia','Whiteheadfort','EXP615','v3','RS1700',0.55,0.54,0.07
105,105,105,'2025-02-19 08:12:16.000',3096,8,0.09,8,0.58,24,11,0.46,'en','0','37.173.202.37','Antigua and Barbuda','Maine','New Michaeltown','EXP313','v5','RS4221',0.14,0.52,0.09
106,106,106,'2025-02-19 08:29:16.000',356,5,0.15,1,0.51,19,11,0.58,'fr','8','152.11.66.128','Nicaragua','Florida','East Stephanieberg','EXP607','v5','RS4274',0.90,0.35,0.41
107,107,107,'2025-02-19 07:56:16.000',18,30,0.01,12,0.61,28,7,0.25,'en','1','34.125.232.111','Romania','Texas','Jonestown','EXP381','v2','RS7103',0.36,0.40,0.24
108,108,108,'2025-02-19 07:26:16.000',3231,6,0.21,15,0.59,46,7,0.15,'fr','-5','229.127.169.25','Nigeria','North Dakota','West Virginiaville','EXP323','v2','RS5065',0.61,0.27,0.32
109,109,109,'2025-02-19 07:33:16.000',1567,41,0.64,20,0.81,22,2,0.09,'de','8','228.17.239.215','Timor-Leste','Maine','Lawsonfurt','EXP954','v5','RS9933',0.35,0.08,0.45
110,110,110,'2025-02-19 08:01:16.000',3032,49,0.36,15,0.44,35,6,0.17,'de','8','34.223.96.111','Belarus','New York','Kimberlybury','EXP623','v1','RS7578',0.12,0.49,0.33
111,111,111,'2025-02-19 07:10:16.000',770,23,0.07,14,0.20,43,11,0.26,'es','8','27.192.164.162','Czech Republic','Wisconsin','Brendatown','EXP430','v3','RS5336',0.93,0.28,0.13
112,112,112,'2025-02-19 07:42:16.000',2630,12,0.09,8,0.82,24,9,0.38,'fr','8','133.203.47.49','Belarus','Maine','West Betty','EXP633','v4','RS1092',0.11,0.63,0.99
113,113,113,'2025-02-19 07:15:16.000',769,26,0.67,5,0.52,19,1,0.05,'es','-8','117.86.1.34','Ukraine','Oregon','North Deniseton','EXP183','v4','RS4520',0.29,0.57,0.59
114,114,114,'2025-02-19 07:44:16.000',34,18,0.16,6,0.39,50,1,0.02,'fr','-8','140.168.242.118','Japan','Alabama','East Marcus','EXP790','v5','RS9467',0.37,0.69,0.18
115,115,115,'2025-02-19 08:30:16.000',2872,12,0.05,17,0.78,16,14,0.88,'fr','8','56.133.75.243','Cape Verde','Florida','Dunnmouth','EXP238','v5','RS8068',0.34,0.89,0.57
116,116,116,'2025-02-19 06:42:16.000',1175,4,0.50,8,0.71,35,13,0.37,'de','8','125.162.14.96','South Georgia and the South Sandwich Islands','Ohio','Ericstad','EXP267','v3','RS3579',0.71,0.77,0.36
117,117,117,'2025-02-19 08:04:16.000',3428,33,0.31,14,0.53,46,4,0.09,'en','8','91.17.192.184','Mozambique','New Jersey','South Michaelbury','EXP966','v1','RS3423',0.75,0.69,0.96
118,118,118,'2025-02-19 07:06:16.000',340,44,0.80,10,0.97,34,5,0.15,'zh','-8','141.171.77.245','Swaziland','Montana','Port Ronaldtown','EXP268','v5','RS2755',0.56,0.71,0.21
119,119,119,'2025-02-19 07:22:16.000',3376,48,0.01,3,0.95,41,5,0.12,'fr','0','109.221.1.190','French Southern Territories','Maine','Port Jessicatown','EXP434','v5','RS9894',0.33,0.99,0.39
120,120,120,'2025-02-19 07:23:16.000',3418,5,0.21,17,0.44,22,4,0.18,'de','-8','108.252.32.239','Belgium','Colorado','Lake Sarah','EXP333','v5','RS4666',0.19,0.58,0.84
121,121,121,'2025-02-19 06:59:16.000',1100,7,0.37,6,0.29,19,14,0.74,'es','-5','146.153.108.195','Somalia','Minnesota','West Douglastown','EXP618','v2','RS2341',0.47,0.66,0.01
122,122,122,'2025-02-19 08:08:16.000',166,2,0.83,12,0.64,17,19,1.12,'es','8','80.170.103.82','Guatemala','Washington','New Michelletown','EXP953','v1','RS8550',0.30,0.69,0.88
123,123,123,'2025-02-19 07:18:16.000',3013,29,0.96,8,0.07,24,3,0.13,'de','1','48.135.210.99','Bermuda','Oregon','Port Pamelafurt','EXP405','v3','RS2517',0.87,0.77,0.72
124,124,124,'2025-02-19 06:31:16.000',377,46,0.09,13,0.59,8,9,1.13,'en','1','246.32.45.161','Ghana','Wisconsin','Lake Joshua','EXP966','v5','RS4646',0.85,0.16,0.57
125,125,125,'2025-02-19 08:00:16.000',3071,26,0.70,4,0.60,48,12,0.25,'en','1','247.28.68.46','Myanmar','California','Jonesville','EXP692','v3','RS1614',0.99,0.98,0.14
126,126,126,'2025-02-19 07:51:16.000',2590,20,0.37,14,0.25,30,16,0.53,'en','1','168.115.0.56','Bhutan','Nebraska','North Patricia','EXP161','v1','RS2384',0.73,0.88,0.60
127,127,127,'2025-02-19 08:31:16.000',2258,42,0.66,11,0.58,29,6,0.21,'fr','-5','18.139.184.200','Martinique','New Hampshire','North Hannah','EXP796','v3','RS3220',0.49,0.63,0.48
128,128,128,'2025-02-19 07:23:16.000',2494,44,0.93,9,0.89,5,14,2.80,'en','-8','97.170.65.227','Liberia','Delaware','Richland','EXP341','v5','RS3547',0.24,0.51,0.85
129,129,129,'2025-02-19 07:52:16.000',2210,44,0.81,8,0.87,6,1,0.17,'es','-8','50.149.167.189','Mayotte','Vermont','Wolfport','EXP714','v2','RS3663',0.33,0.04,0.70
130,130,130,'2025-02-19 08:02:16.000',2512,28,0.36,6,0.50,24,17,0.71,'fr','-5','203.66.224.60','Gambia','Massachusetts','Angelaburgh','EXP231','v4','RS8576',0.88,0.52,0.13
131,131,131,'2025-02-19 06:58:16.000',1454,1,0.42,6,0.46,7,12,1.71,'zh','1','177.148.27.202','Romania','North Carolina','Michaelside','EXP711','v1','RS7472',0.37,0.50,0.27
132,132,132,'2025-02-19 06:32:16.000',86,42,0.50,3,0.96,15,17,1.13,'es','-8','78.166.214.250','Libyan Arab Jamahiriya','Illinois','Christopherbury','EXP160','v3','RS2888',0.98,0.94,0.10
133,133,133,'2025-02-19 07:34:16.000',1776,19,0.84,14,0.15,27,15,0.56,'de','-5','203.189.10.49','Tajikistan','Arkansas','South Stephanieport','EXP660','v2','RS9721',0.37,0.77,0.05
134,134,134,'2025-02-19 08:12:16.000',317,15,1.00,2,0.23,12,10,0.83,'fr','8','28.10.33.210','Bosnia and Herzegovina','Arizona','North Mary','EXP630','v2','RS5416',0.40,0.62,0.44
135,135,135,'2025-02-19 06:50:16.000',1276,14,0.66,15,0.10,28,3,0.11,'de','-5','135.149.119.23','Madagascar','Pennsylvania','East Rebecca','EXP221','v5','RS4570',0.66,0.43,0.66
136,136,136,'2025-02-19 07:30:16.000',503,24,0.20,20,0.40,18,6,0.33,'es','8','147.109.138.137','Guyana','Minnesota','Molinachester','EXP832','v1','RS8277',0.32,0.09,0.14
