23,'2024-03-22','Free','New','Basic',276,64,'F','Student','Variant_B','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Format"}, "interests": "Sports,Science", "activity_level": "Medium", "preference_score": 0.13, "satisfaction_score": 0.65}'
24,'2022-07-12','Free','Active','Enterprise',5,41,'F','Other','Variant_B','{"feedback": {"type": "Like", "value": "2.0", "category": "Format"}, "interests": "Science,Tech", "activity_level": "Medium", "preference_score": 0.86, "satisfaction_score": 0.55}'
25,'2024-07-18','Free','Active','Basic',35,28,'M','Student','Variant_A','{"feedback": {"type": "Dislike", "value": "4.0", "category": "Format"}, "interests": "Science,Tech,Entertainment", "activity_level": "High", "preference_score": 0.46, "satisfaction_score": 0.67}'
26,'2022-10-24','Trial','Active','Basic',342,55,'M','Other','Control','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Format"}, "interests": "Politics,Tech,Entertainment,Sports", "activity_level": "Medium", "preference_score": 0.34, "satisfaction_score": 0.88}'
27,'2024-01-24','Free','New','Enterprise',353,77,'Other','Other','Variant_B','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Relevance"}, "interests": "Tech", "activity_level": "Medium", "preference_score": 0.32, "satisfaction_score": 0.31}'
28,'2023-10-08','Trial','Regular','Basic',346,31,'Other','Student','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Tech,Sports", "activity_level": "High", "preference_score": 0.74, "satisfaction_score": 0.41}'
29,'2022-09-02','Trial','New','Basic',185,58,'Other','Professional','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Sports,Business", "activity_level": "Medium", "preference_score": 0.67, "satisfaction_score": 0.20}'
30,'2023-06-02','Premium','Regular','Premium',164,37,'F','Student','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Business,Entertainment,Politics", "activity_level": "Medium", "preference_score": 0.50, "satisfaction_score": 0.59}'
31,'2024-02-23','Premium','New','Basic',172,28,'Other','Retired','Control','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Relevance"}, "interests": "Politics,Entertainment", "activity_level": "Low", "preference_score": 0.31, "satisfaction_score": 0.93}'
32,'2023-07-12','Free','Dormant','Basic',237,62,'Other','Student','Variant_A','{"feedback": {"type": "Like", "value": "4.0", "category": "Content"}, "interests": "Sports,Entertainment,Politics,Business", "activity_level": "High", "preference_score": 0.46, "satisfaction_score": 0.33}'
33,'2024-08-21','Premium','Active','Basic',138,60,'F','Student','Variant_A','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Relevance"}, "interests": "Tech,Politics,Business,Science", "activity_level": "Medium", "preference_score": 0.39, "satisfaction_score": 0.01}'
34,'2023-09-21','Trial','Active','Enterprise',322,51,'F','Student','Variant_B','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Content"}, "interests": "Science,Politics", "activity_level": "High", "preference_score": 0.28, "satisfaction_score": 0.80}'
35,'2023-12-27','Trial','Active','Premium',268,79,'F','Student','Variant_B','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Format"}, "interests": "Business", "activity_level": "High", "preference_score": 0.87, "satisfaction_score": 0.08}'
36,'2024-05-19','Trial','Active','Premium',210,24,'F','Other','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Tech,Science,Business", "activity_level": "High", "preference_score": 0.77, "satisfaction_score": 0.53}'
37,'2023-12-28','Free','New','Basic',233,27,'Other','Student','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Science,Politics,Business", "activity_level": "Low", "preference_score": 0.79, "satisfaction_score": 0.40}'
38,'2024-04-26','Premium','Active','Basic',43,43,'M','Other','Variant_A','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Relevance"}, "interests": "Sports,Science,Business,Politics", "activity_level": "Medium", "preference_score": 0.47, "satisfaction_score": 0.71}'
39,'2024-04-29','Premium','Regular','Basic',73,41,'F','Student','Variant_B','{"feedback": {"type": "Like", "value": "4.0", "category": "Format"}, "interests": "Politics,Entertainment", "activity_level": "Low", "preference_score": 0.50, "satisfaction_score": 0.37}'
40,'2024-12-25','Trial','Active','Enterprise',1,36,'Other','Student','Variant_A','{"feedback": {"type": "Like", "value": "2.0", "category": "Format"}, "interests": "Tech,Entertainment", "activity_level": "Medium", "preference_score": 0.13, "satisfaction_score": 0.24}'
41,'2025-02-05','Trial','New','Basic',9,18,'Other','Professional','Control','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Content"}, "interests": "Tech,Politics,Science", "activity_level": "High", "preference_score": 0.75, "satisfaction_score": 0.48}'
42,'2024-08-26','Free','Active','Premium',111,46,'F','Professional','Variant_B','{"feedback": {"type": "Like", "value": "1.0", "category": "Content"}, "interests": "Tech,Science,Sports,Business", "activity_level": "High", "preference_score": 0.49, "satisfaction_score": 0.99}'
43,'2024-11-17','Free','Dormant','Basic',38,44,'F','Other','Control','{"feedback": {"type": "Like", "value": "2.0", "category": "Relevance"}, "interests": "Business,Politics,Sports,Science", "activity_level": "Medium", "preference_score": 0.93, "satisfaction_score": 0.13}'
44,'2023-01-03','Premium','Active','Basic',123,53,'Other','Professional','Variant_B','{"feedback": {"type": "Like", "value": "2.0", "category": "Content"}, "interests": "Science,Politics,Tech,Sports", "activity_level": "Low", "preference_score": 0.57, "satisfaction_score": 0.71}'
45,'2024-06-16','Premium','Dormant','Basic',321,48,'F','Retired','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Science,Sports", "activity_level": "Medium", "preference_score": 0.36, "satisfaction_score": 0.92}'
46,'2023-06-12','Free','Dormant','Enterprise',209,76,'Other','Other','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Sports,Politics,Tech", "activity_level": "High", "preference_score": 0.47, "satisfaction_score": 0.94}'
47,'2023-12-18','Free','Active','Enterprise',68,41,'Other','Retired','Variant_B','{"feedback": {"type": "Like", "value": "5.0", "category": "Relevance"}, "interests": "Sports", "activity_level": "High", "preference_score": 0.86, "satisfaction_score": 0.60}'
48,'2024-11-03','Premium','Regular','Enterprise',223,44,'F','Professional','Variant_B','{"feedback": {"type": "Dislike", "value": "4.0", "category": "Content"}, "interests": "Sports,Entertainment,Business", "activity_level": "Medium", "preference_score": 0.34, "satisfaction_score": 0.50}'
49,'2022-08-18','Trial','Regular','Premium',198,41,'M','Retired','Variant_A','{"feedback": {"type": "Like", "value": "5.0", "category": "Format"}, "interests": "Entertainment,Sports", "activity_level": "Low", "preference_score": 0.11, "satisfaction_score": 0.94}'
50,'2022-06-29','Free','Active','Premium',272,58,'Other','Other','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Business,Tech,Sports,Science", "activity_level": "Low", "preference_score": 0.06, "satisfaction_score": 0.60}'
51,'2024-11-11','Trial','Dormant','Basic',11,23,'F','Retired','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Entertainment,Sports,Tech", "activity_level": "Medium", "preference_score": 0.07, "satisfaction_score": 0.90}'
52,'2022-11-26','Trial','Active','Premium',121,68,'Other','Retired','Variant_B','{"feedback": {"type": "Dislike", "value": "2.0", "category": "Relevance"}, "interests": "Entertainment,Business,Politics", "activity_level": "Low", "preference_score": 0.17, "satisfaction_score": 0.53}'
53,'2022-10-09','Premium','New','Premium',80,59,'Other','Student','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Politics", "activity_level": "Low", "preference_score": 0.54, "satisfaction_score": 0.92}'
54,'2022-07-08','Premium','Active','Basic',153,18,'M','Professional','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Politics,Business,Science,Sports", "activity_level": "High", "preference_score": 0.65, "satisfaction_score": 0.34}'
55,'2024-03-24','Free','Regular','Basic',42,25,'Other','Professional','Control','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Relevance"}, "interests": "Sports", "activity_level": "High", "preference_score": 0.32, "satisfaction_score": 0.55}'
56,'2023-09-24','Trial','Dormant','Premium',329,27,'M','Student','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Tech,Science,Politics,Sports", "activity_level": "Low", "preference_score": 0.01, "satisfaction_score": 0.97}'
57,'2024-06-20','Free','Dormant','Basic',11,60,'M','Retired','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Sports,Business,Politics", "activity_level": "High", "preference_score": 0.34, "satisfaction_score": 0.58}'
58,'2022-10-28','Trial','Regular','Basic',345,24,'F','Retired','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Business", "activity_level": "Low", "preference_score": 0.81, "satisfaction_score": 0.31}'
59,'2024-07-11','Trial','Dormant','Basic',246,50,'F','Professional','Variant_B','{"feedback": {"type": "Dislike", "value": "3.0", "category": "Format"}, "interests": "Entertainment,Business,Tech", "activity_level": "High", "preference_score": 0.13, "satisfaction_score": 0.48}'
60,'2025-01-19','Trial','Active','Basic',262,69,'M','Professional','Control','{"feedback": {"type": "Dislike", "value": "4.0", "category": "Relevance"}, "interests": "Entertainment,Politics,Business", "activity_level": "Medium", "preference_score": 0.50, "satisfaction_score": 0.69}'
61,'2024-06-01','Free','Active','Basic',364,73,'F','Retired','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Science,Business,Sports,Politics", "activity_level": "Low", "preference_score": 0.90, "satisfaction_score": 0.15}'
62,'2023-01-13','Premium','Dormant','Basic',54,72,'Other','Student','Control','{"feedback": {"type": "Dislike", "value": "2.0", "category": "Relevance"}, "interests": "Sports", "activity_level": "High", "preference_score": 0.95, "satisfaction_score": 0.13}'
63,'2024-04-03','Free','Dormant','Premium',278,66,'F','Other','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Business,Science,Tech", "activity_level": "Low", "preference_score": 0.87, "satisfaction_score": 0.40}'
64,'2023-02-07','Premium','Active','Premium',149,79,'F','Other','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Sports,Business,Politics,Tech", "activity_level": "Medium", "preference_score": 0.90, "satisfaction_score": 0.20}'
65,'2023-04-16','Free','Regular','Premium',334,38,'Other','Other','Variant_B','{"feedback": {"type": "Like", "value": "4.0", "category": "Content"}, "interests": "Business,Politics,Sports", "activity_level": "High", "preference_score": 0.56, "satisfaction_score": 0.79}'
66,'2024-08-28','Premium','Active','Basic',113,26,'F','Other','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Entertainment", "activity_level": "High", "preference_score": 0.15, "satisfaction_score": 0.08}'
67,'2024-05-14','Trial','Active','Enterprise',202,26,'Other','Student','Control','{"feedback": {"type": "Dislike", "value": "2.0", "category": "Relevance"}, "interests": "Sports,Entertainment", "activity_level": "Low", "preference_score": 0.01, "satisfaction_score": 0.17}'
68,'2024-07-27','Trial','New','Basic',29,65,'Other','Professional','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Entertainment", "activity_level": "High", "preference_score": 0.02, "satisfaction_score": 0.50}'
69,'2022-11-28','Free','Regular','Basic',19,43,'Other','Retired','Variant_B','{"feedback": {"type": "Like", "value": "5.0", "category": "Relevance"}, "interests": "Politics,Business,Tech,Entertainment", "activity_level": "Medium", "preference_score": 0.69, "satisfaction_score": 0.45}'
70,'2023-03-10','Premium','Regular','Basic',33,32,'Other','Student','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Entertainment,Science,Tech,Politics", "activity_level": "High", "preference_score": 0.39, "satisfaction_score": 0.85}'
71,'2024-12-25','Free','Dormant','Enterprise',272,34,'Other','Student','Control','{"feedback": {"type": "Like", "value": "2.0", "category": "Format"}, "interests": "Tech,Politics,Science", "activity_level": "Medium", "preference_score": 0.90, "satisfaction_score": 0.12}'
72,'2024-09-17','Trial','New','Basic',85,60,'M','Professional','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Tech,Science,Politics,Business", "activity_level": "Medium", "preference_score": 0.59, "satisfaction_score": 0.96}'
73,'2024-09-09','Free','Regular','Basic',247,28,'F','Retired','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Politics,Business,Sports,Science", "activity_level": "High", "preference_score": 0.11, "satisfaction_score": 0.63}'
74,'2024-08-26','Trial','Regular','Premium',346,64,'M','Retired','Variant_A','{"feedback": {"type": "Like", "value": "2.0", "category": "Content"}, "interests": "Sports,Tech,Entertainment", "activity_level": "Medium", "preference_score": 0.97, "satisfaction_score": 0.54}'
75,'2025-02-07','Trial','Regular','Premium',295,35,'Other','Other','Variant_A','{"feedback": {"type": "Dislike", "value": "2.0", "category": "Format"}, "interests": "Entertainment,Tech,Politics,Business", "activity_level": "High", "preference_score": 0.33, "satisfaction_score": 0.34}'
76,'2024-05-13','Trial','Regular','Basic',97,22,'Other','Retired','Control','{"feedback": {"type": "Like", "value": "1.0", "category": "Content"}, "interests": "Business", "activity_level": "Low", "preference_score": 0.24, "satisfaction_score": 0.15}'
77,'2023-05-16','Trial','New','Enterprise',270,52,'F','Student','Variant_A','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Format"}, "interests": "Science,Business,Politics", "activity_level": "High", "preference_score": 0.13, "satisfaction_score": 0.25}'
78,'2022-09-23','Premium','New','Premium',79,26,'M','Student','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Entertainment,Science,Sports", "activity_level": "Low", "preference_score": 0.52, "satisfaction_score": 0.48}'
79,'2022-11-12','Free','Dormant','Enterprise',221,32,'F','Professional','Variant_A','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Content"}, "interests": "Science,Politics", "activity_level": "High", "preference_score": 0.38, "satisfaction_score": 0.68}'
80,'2023-09-28','Free','New','Basic',319,45,'F','Retired','Variant_A','{"feedback": {"type": "Like", "value": "4.0", "category": "Relevance"}, "interests": "Sports,Science,Business,Entertainment", "activity_level": "High", "preference_score": 0.68, "satisfaction_score": 0.18}'
81,'2024-10-12','Premium','New','Basic',33,39,'F','Student','Variant_B','{"feedback": {"type": "Dislike", "value": "2.0", "category": "Format"}, "interests": "Science", "activity_level": "High", "preference_score": 0.76, "satisfaction_score": 0.14}'
82,'2022-06-18','Free','Dormant','Enterprise',212,26,'F','Retired','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Tech", "activity_level": "Medium", "preference_score": 0.52, "satisfaction_score": 0.75}'
83,'2022-05-31','Trial','Regular','Basic',243,61,'Other','Student','Control','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Relevance"}, "interests": "Politics", "activity_level": "High", "preference_score": 0.49, "satisfaction_score": 0.12}'
84,'2023-06-13','Premium','Active','Basic',340,44,'F','Other','Control','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Relevance"}, "interests": "Entertainment,Science,Tech,Politics", "activity_level": "Low", "preference_score": 0.06, "satisfaction_score": 0.91}'
85,'2022-10-30','Free','Regular','Basic',284,51,'Other','Student','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Entertainment", "activity_level": "Low", "preference_score": 0.67, "satisfaction_score": 0.36}'
86,'2024-01-19','Premium','New','Basic',306,47,'M','Student','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Science,Business", "activity_level": "Medium", "preference_score": 0.46, "satisfaction_score": 0.69}'
87,'2025-01-20','Trial','Active','Basic',304,44,'Other','Retired','Control','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Content"}, "interests": "Tech,Politics,Sports,Science", "activity_level": "Low", "preference_score": 0.41, "satisfaction_score": 0.73}'
88,'2023-11-11','Free','Dormant','Premium',242,51,'Other','Professional','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Business", "activity_level": "Medium", "preference_score": 0.06, "satisfaction_score": 0.11}'
89,'2023-01-24','Trial','Dormant','Premium',201,67,'Other','Other','Control','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Content"}, "interests": "Science,Sports", "activity_level": "Low", "preference_score": 0.90, "satisfaction_score": 0.72}'
90,'2022-11-06','Premium','Regular','Enterprise',351,21,'M','Retired','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Entertainment,Business", "activity_level": "High", "preference_score": 0.75, "satisfaction_score": 0.64}'
91,'2023-04-04','Premium','New','Basic',149,52,'M','Student','Variant_B','{"feedback": {"type": "Dislike", "value": "5.0", "category": "Relevance"}, "interests": "Sports,Business", "activity_level": "High", "preference_score": 0.15, "satisfaction_score": 0.78}'
92,'2022-08-09','Trial','Regular','Premium',156,64,'F','Professional','Variant_B','{"feedback": {"type": "Dislike", "value": "3.0", "category": "Format"}, "interests": "Politics,Science,Entertainment,Business", "activity_level": "High", "preference_score": 0.67, "satisfaction_score": 0.66}'
93,'2024-02-16','Free','Active','Basic',203,47,'M','Retired','Variant_A','{"feedback": {"type": "Like", "value": "1.0", "category": "Format"}, "interests": "Sports,Tech", "activity_level": "Medium", "preference_score": 0.62, "satisfaction_score": 0.43}'
94,'2022-07-18','Trial','Active','Enterprise',108,67,'F','Student','Control','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Format"}, "interests": "Sports,Entertainment,Science", "activity_level": "High", "preference_score": 0.08, "satisfaction_score": 0.96}'
95,'2023-11-26','Premium','Regular','Enterprise',221,25,'M','Retired','Variant_B','{"feedback": {"type": "Like", "value": "4.0", "category": "Relevance"}, "interests": "Business", "activity_level": "High", "preference_score": 0.82, "satisfaction_score": 0.66}'
96,'2024-06-22','Free','Regular','Enterprise',54,61,'M','Retired','Control','{"feedback": {"type": "Like", "value": "1.0", "category": "Format"}, "interests": "Tech,Politics,Science", "activity_level": "Low", "preference_score": 0.85, "satisfaction_score": 0.00}'
97,'2024-02-29','Trial','New','Premium',185,27,'Other','Student','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Politics,Tech,Sports,Business", "activity_level": "Low", "preference_score": 0.73, "satisfaction_score": 0.38}'
98,'2024-03-30','Trial','Dormant','Basic',274,37,'F','Retired','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Sports,Tech,Business", "activity_level": "High", "preference_score": 0.89, "satisfaction_score": 0.41}'
99,'2023-10-26','Free','New','Premium',301,43,'F','Other','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Science,Business,Sports,Politics", "activity_level": "Low", "preference_score": 0.52, "satisfaction_score": 0.72}'
100,'2023-12-01','Free','Active','Basic',227,77,'F','Retired','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Politics,Business,Entertainment,Tech", "activity_level": "Low", "preference_score": 0.79, "satisfaction_score": 0.19}'
101,'2022-08-23','Free','New','Basic',135,52,'Other','Other','Control','{"feedback": {"type": "Dislike", "value": "3.0", "category": "Content"}, "interests": "Business,Entertainment,Science", "activity_level": "Low", "preference_score": 0.82, "satisfaction_score": 0.76}'
102,'2024-03-04','Premium','Regular','Enterprise',145,29,'F','Retired','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Science,Tech", "activity_level": "Low", "preference_score": 0.41, "satisfaction_score": 0.00}'
103,'2022-08-09','Free','Active','Premium',343,23,'F','Retired','Control','{"feedback": {"type": "Dislike", "value": "3.0", "category": "Content"}, "interests": "Tech,Science,Entertainment,Sports", "activity_level": "Medium", "preference_score": 0.69, "satisfaction_score": 0.28}'
104,'2024-04-08','Free','Active','Basic',213,51,'M','Retired','Control','{"feedback": {"type": "Dislike", "value": "3.0", "category": "Format"}, "interests": "Business,Sports,Tech,Politics", "activity_level": "High", "preference_score": 0.75, "satisfaction_score": 0.75}'
105,'2024-11-02','Free','Dormant','Enterprise',257,69,'F','Student','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Science,Sports,Entertainment,Tech", "activity_level": "Medium", "preference_score": 0.79, "satisfaction_score": 0.17}'
106,'2024-11-01','Trial','Dormant','Enterprise',44,31,'M','Other','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Science,Politics", "activity_level": "High", "preference_score": 0.70, "satisfaction_score": 0.35}'
107,'2023-07-26','Free','Active','Enterprise',197,67,'M','Retired','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Sports,Entertainment", "activity_level": "Medium", "preference_score": 0.32, "satisfaction_score": 0.67}'
109,'2025-01-22','Premium','Dormant','Premium',205,26,'F','Professional','Control','{"feedback": {"type": "Like", "value": "2.0", "category": "Content"}, "interests": "Business,Sports,Science,Entertainment", "activity_level": "High", "preference_score": 0.01, "satisfaction_score": 0.87}'
110,'2023-10-10','Premium','Active','Basic',278,21,'Other','Retired','Variant_A','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Content"}, "interests": "Sports,Business,Entertainment,Politics", "activity_level": "Low", "preference_score": 0.18, "satisfaction_score": 0.52}'
111,'2023-06-26','Premium','Active','Enterprise',252,70,'Other','Retired','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Business", "activity_level": "High", "preference_score": 0.74, "satisfaction_score": 0.65}'
112,'2024-12-25','Trial','New','Enterprise',350,48,'Other','Student','Variant_B','{"feedback": {"type": "Dislike", "value": "3.0", "category": "Format"}, "interests": "Science", "activity_level": "High", "preference_score": 0.53, "satisfaction_score": 0.03}'
113,'2024-12-12','Premium','New','Premium',172,18,'F','Retired','Variant_A','{"feedback": {"type": "Dislike", "value": "2.0", "category": "Relevance"}, "interests": "Politics", "activity_level": "High", "preference_score": 0.75, "satisfaction_score": 0.57}'
114,'2025-01-05','Trial','Dormant','Basic',219,69,'F','Professional','Variant_B','{"feedback": {"type": "Dislike", "value": "3.0", "category": "Format"}, "interests": "Sports,Science", "activity_level": "High", "preference_score": 0.35, "satisfaction_score": 0.79}'
115,'2023-10-18','Premium','Dormant','Basic',10,42,'M','Retired','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Entertainment,Sports", "activity_level": "High", "preference_score": 0.93, "satisfaction_score": 0.83}'
116,'2025-01-18','Premium','Active','Premium',35,73,'Other','Retired','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Business,Sports,Entertainment,Tech", "activity_level": "Medium", "preference_score": 0.94, "satisfaction_score": 0.36}'
117,'2025-02-08','Premium','Regular','Enterprise',100,67,'Other','Other','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Sports,Science", "activity_level": "Medium", "preference_score": 0.04, "satisfaction_score": 0.21}'
118,'2023-01-10','Premium','New','Basic',23,28,'Other','Retired','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Entertainment,Sports", "activity_level": "Medium", "preference_score": 0.68, "satisfaction_score": 0.32}'
119,'2022-05-27','Trial','Regular','Basic',337,23,'F','Retired','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Content"}, "interests": "Tech", "activity_level": "Low", "preference_score": 0.37, "satisfaction_score": 0.31}'
120,'2022-07-13','Free','Active','Premium',182,80,'F','Professional','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Science", "activity_level": "High", "preference_score": 0.54, "satisfaction_score": 0.32}'
121,'2023-03-02','Premium','New','Basic',124,73,'Other','Retired','Variant_A','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Science,Entertainment,Sports,Politics", "activity_level": "High", "preference_score": 0.67, "satisfaction_score": 0.53}'
122,'2024-03-19','Free','Dormant','Basic',83,26,'F','Student','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Politics", "activity_level": "Low", "preference_score": 0.54, "satisfaction_score": 0.20}'
123,'2024-12-18','Premium','Regular','Basic',267,71,'F','Professional','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Politics,Sports,Entertainment", "activity_level": "High", "preference_score": 0.14, "satisfaction_score": 0.36}'
124,'2023-08-20','Trial','New','Basic',114,18,'M','Other','Control','{"feedback": {"type": "Like", "value": "3.0", "category": "Relevance"}, "interests": "Business,Entertainment,Sports", "activity_level": "High", "preference_score": 0.88, "satisfaction_score": 0.27}'
125,'2024-07-22','Trial','New','Basic',186,25,'F','Retired','Variant_B','{"feedback": {"type": "Like", "value": "3.0", "category": "Format"}, "interests": "Sports,Science,Entertainment", "activity_level": "Medium", "preference_score": 0.50, "satisfaction_score": 0.23}'
126,'2023-03-07','Free','Regular','Premium',305,52,'Other','Student','Control','{"feedback": {"type": "Dislike", "value": "1.0", "category": "Relevance"}, "interests": "Sports", "activity_level": "High", "preference_score": 0.81, "satisfaction_score": 0.96}'
