27,'2025-02-03 05:53:49.694',1197,0.43,'0',4,0.28,'Expired','v3','5.0','f2,f1',27,27
28,'2025-02-18 15:50:03.694',339,0.49,'0',6,0.21,'Expired','v3','4.2','f1,f5',28,28
29,'2025-02-15 10:11:11.694',205,0.98,'1',8,0.32,'Hit','v2','2.3','f4,f1',29,29
30,'2025-01-29 22:09:25.694',696,0.41,'3',6,0.55,'Expired','v2','3.9','f1',30,30
31,'2025-02-02 01:55:42.694',1171,0.03,'4',3,0.26,'Miss','v2','3.1','f2,f4',31,31
32,'2025-01-28 10:30:30.694',1792,0.63,'4',4,0.66,'Hit','v3','3.3','f4,f2,f3',32,32
33,'2025-01-24 18:42:10.694',1837,0.24,'2',8,0.40,'Expired','v1','3.0','f4,f2',33,33
34,'2025-02-19 00:16:14.694',329,0.67,'0',1,0.27,'Miss','v1','2.0','f4,f1,f2',34,34
35,'2025-01-31 09:32:31.694',809,0.66,'0',3,0.67,'Miss','v1','2.3','f4,f2,f1',35,35
36,'2025-01-28 19:26:34.694',380,0.26,'0',5,0.95,'Miss','v3','1.8','f4,f1',36,36
37,'2025-01-27 15:52:02.694',1251,0.63,'3',4,0.51,'Hit','v3','1.7','f3',37,37
38,'2025-01-25 19:51:36.694',401,0.81,'1',2,0.09,'Hit','v3','3.7','f1,f2,f4',38,38
39,'2025-01-29 07:28:35.694',585,0.15,'3',5,0.98,'Expired','v1','1.5','f2',39,39
40,'2025-02-16 06:39:14.694',344,0.79,'5',6,0.30,'Miss','v1','5.6','f1,f5',40,40
41,'2025-02-04 17:53:36.694',1829,0.12,'3',3,0.82,'Miss','v2','1.6','f1,f5,f4',41,41
42,'2025-02-10 18:33:25.694',1145,0.68,'5',8,0.65,'Expired','v1','3.6','f3,f2,f4',42,42
43,'2025-01-24 12:33:16.694',1731,0.85,'1',4,0.01,'Expired','v3','4.4','f1,f5,f4',43,43
44,'2025-02-09 00:18:22.694',639,0.06,'2',8,0.88,'Expired','v1','2.9','f2',44,44
45,'2025-02-07 15:26:28.694',1743,0.86,'1',8,0.88,'Hit','v3','1.7','f4,f2',45,45
46,'2025-02-10 06:31:08.710',1575,0.60,'3',1,0.65,'Hit','v2','3.8','f4',46,46
47,'2025-01-25 22:19:09.710',1697,0.79,'2',6,0.62,'Expired','v2','5.7','f1,f4,f2',47,47
48,'2025-02-03 11:48:02.710',651,0.64,'1',7,0.19,'Miss','v3','5.2','f3',48,48
49,'2025-01-20 07:00:56.710',1720,0.86,'0',5,0.26,'Hit','v3','3.1','f2,f3',49,49
50,'2025-02-03 23:07:55.710',512,0.35,'0',10,0.94,'Expired','v2','2.9','f1,f5',50,50
51,'2025-01-29 09:43:17.710',418,0.46,'1',5,0.93,'Miss','v2','5.5','f5,f4',51,51
52,'2025-02-05 06:34:37.710',1499,0.04,'4',1,0.53,'Expired','v1','3.9','f4,f2',52,52
53,'2025-02-02 18:51:32.710',146,0.50,'3',8,0.20,'Hit','v2','5.4','f1,f4,f2',53,53
54,'2025-02-05 12:46:34.710',1020,0.14,'5',4,0.86,'Hit','v3','4.0','f1,f5',54,54
55,'2025-02-03 07:56:50.710',1373,0.90,'4',4,0.06,'Miss','v1','2.0','f3,f4',55,55
56,'2025-02-03 05:53:14.710',203,0.38,'5',4,0.83,'Expired','v1','1.2','f2,f3,f4',56,56
57,'2025-02-14 01:00:08.710',1719,0.12,'3',3,0.56,'Hit','v1','3.5','f2',57,57
58,'2025-02-09 10:36:16.710',750,0.74,'2',2,0.01,'Expired','v3','4.8','f2',58,58
59,'2025-02-09 10:20:38.710',1906,0.19,'0',0,0.96,'Miss','v2','2.2','f5,f1',59,59
60,'2025-02-01 15:25:37.710',1495,0.90,'1',10,0.66,'Hit','v1','1.3','f2,f3',60,60
61,'2025-02-14 07:43:10.710',1344,0.25,'2',0,0.25,'Expired','v2','3.1','f1',61,61
62,'2025-02-10 12:50:54.710',1493,0.81,'3',4,0.75,'Miss','v2','5.2','f5,f3,f2',62,62
63,'2025-02-11 21:48:32.710',1358,0.86,'0',6,0.48,'Miss','v2','4.4','f3,f1',63,63
64,'2025-02-01 14:31:16.710',1380,0.04,'5',2,0.03,'Hit','v3','1.8','f5,f2,f1',64,64
65,'2025-01-19 18:37:22.710',1707,0.91,'0',0,0.30,'Miss','v3','2.9','f5,f2,f1',65,65
66,'2025-01-24 23:33:59.710',684,0.07,'3',8,0.81,'Miss','v3','2.3','f1,f5,f4',66,66
67,'2025-01-24 00:58:04.710',650,0.89,'5',6,0.83,'Expired','v1','2.0','f2,f5',67,67
68,'2025-02-07 07:41:28.710',1545,0.52,'3',1,0.84,'Miss','v3','5.7','f5',68,68
69,'2025-02-11 22:37:31.716',1406,0.96,'1',3,0.26,'Expired','v1','5.8','f1,f4,f3',69,69
70,'2025-01-24 03:31:04.716',1572,0.09,'2',7,0.93,'Miss','v3','3.7','f5',70,70
71,'2025-02-17 13:25:15.716',1972,0.05,'3',5,0.62,'Expired','v1','5.1','f2',71,71
72,'2025-02-01 22:50:27.716',954,0.88,'2',0,0.26,'Expired','v2','3.1','f2,f5,f1',72,72
73,'2025-02-15 11:06:49.717',1221,0.65,'1',8,0.09,'Hit','v3','4.6','f5',73,73
74,'2025-01-27 13:49:07.717',830,0.70,'1',8,0.19,'Expired','v2','3.7','f2,f4',74,74
75,'2025-02-13 08:31:16.717',231,0.42,'5',5,0.25,'Hit','v1','3.1','f5,f3,f4',75,75
76,'2025-02-14 16:48:03.718',214,0.66,'5',2,0.11,'Miss','v2','2.1','f2,f3',76,76
77,'2025-02-08 17:08:51.718',1907,0.85,'4',8,0.98,'Expired','v3','2.5','f2,f5,f4',77,77
78,'2025-02-09 08:36:09.718',441,0.93,'4',4,0.39,'Expired','v2','5.8','f4,f3,f5',78,78
79,'2025-02-11 22:42:27.718',622,0.91,'1',0,0.05,'Expired','v1','4.3','f3,f2',79,79
80,'2025-02-03 00:15:35.718',306,0.21,'5',6,0.32,'Miss','v3','3.4','f1',80,80
81,'2025-02-01 06:08:21.719',1216,0.10,'5',7,0.65,'Miss','v2','4.7','f5,f4,f1',81,81
82,'2025-01-22 10:58:42.719',1852,0.86,'1',3,0.46,'Miss','v1','2.4','f3,f5',82,82
83,'2025-01-23 17:37:22.719',1729,0.14,'1',4,0.82,'Miss','v2','4.5','f1,f4',83,83
84,'2025-01-29 17:35:46.719',461,0.89,'0',10,0.60,'Miss','v2','2.8','f3,f2,f4',84,84
85,'2025-02-04 01:32:55.720',715,0.26,'1',10,0.82,'Hit','v1','1.5','f1',85,85
86,'2025-02-14 15:36:57.720',215,0.26,'2',0,0.80,'Expired','v1','5.6','f2,f1',86,86
87,'2025-01-28 07:00:52.720',1412,0.75,'1',6,0.19,'Expired','v2','3.4','f2',87,87
88,'2025-02-12 00:48:15.720',1434,0.32,'0',8,0.31,'Expired','v3','1.0','f5',88,88
89,'2025-01-25 07:54:51.721',116,0.76,'5',2,0.79,'Hit','v1','1.1','f5',89,89
90,'2025-01-31 08:58:48.721',1931,0.44,'4',6,1.00,'Hit','v2','5.0','f3,f2,f4',90,90
91,'2025-02-17 03:24:23.721',1802,0.99,'2',5,0.26,'Hit','v1','1.3','f1',91,91
92,'2025-02-07 10:58:08.721',258,0.94,'5',7,0.63,'Expired','v2','2.7','f4,f5,f2',92,92
93,'2025-02-06 03:29:29.722',371,0.44,'2',10,0.84,'Expired','v1','5.4','f3,f5',93,93
94,'2025-01-29 23:47:30.722',594,0.72,'4',4,0.60,'Expired','v1','4.3','f4,f5,f2',94,94
95,'2025-02-01 03:35:06.722',159,0.03,'4',0,0.37,'Expired','v3','3.4','f1',95,95
96,'2025-02-15 17:03:00.723',1404,0.27,'0',4,0.31,'Miss','v2','4.7','f4,f5',96,96
97,'2025-02-06 16:23:01.723',624,0.25,'2',9,0.21,'Hit','v3','5.7','f5',97,97
98,'2025-01-24 20:37:51.723',965,0.24,'0',6,0.20,'Expired','v1','5.3','f4,f3,f5',98,98
99,'2025-01-30 01:15:45.723',1101,0.17,'2',7,0.75,'Hit','v2','2.9','f5,f1',99,99
100,'2025-02-10 18:59:17.724',1341,0.19,'3',6,0.16,'Miss','v3','1.0','f5',100,100
101,'2025-02-16 16:13:59.724',1400,1.00,'4',3,0.93,'Miss','v2','4.7','f5,f2',101,101
102,'2025-01-29 21:17:56.724',487,0.38,'4',9,0.96,'Miss','v1','2.4','f2,f5,f4',102,102
103,'2025-02-16 22:57:08.724',1230,0.52,'2',3,0.01,'Miss','v3','1.5','f1,f2,f4',103,103
104,'2025-02-11 21:25:04.724',462,0.63,'3',4,0.88,'Hit','v3','1.9','f1,f5,f2',104,104
105,'2025-02-01 13:36:49.724',104,0.86,'1',2,0.54,'Hit','v2','3.8','f4',105,105
106,'2025-02-10 08:19:29.724',1228,0.78,'2',7,0.48,'Miss','v3','1.7','f4,f3,f1',106,106
107,'2025-02-03 00:56:37.724',270,0.82,'2',1,0.99,'Miss','v3','3.8','f3',107,107
108,'2025-02-16 19:29:39.724',935,0.33,'3',10,0.52,'Hit','v3','4.7','f1',108,108
109,'2025-02-07 00:57:10.724',1050,0.97,'1',9,0.78,'Hit','v1','3.8','f4,f1',109,109
110,'2025-01-21 07:29:17.724',169,0.69,'5',6,0.87,'Miss','v3','4.9','f4,f3',110,110
111,'2025-02-06 07:06:08.724',632,0.03,'3',5,0.57,'Hit','v1','3.2','f5,f1,f4',111,111
112,'2025-02-10 19:48:26.724',1555,0.95,'2',3,0.69,'Miss','v1','4.5','f2',112,112
113,'2025-01-28 16:14:05.724',457,0.77,'2',3,0.15,'Hit','v1','5.9','f2',113,113
114,'2025-02-10 02:27:49.724',1686,0.64,'5',5,0.96,'Expired','v2','3.5','f4,f2',114,114
115,'2025-02-02 06:46:50.724',1868,0.85,'1',4,0.26,'Miss','v3','3.3','f3',115,115
116,'2025-02-07 01:35:49.724',1931,0.40,'5',10,0.44,'Hit','v3','3.0','f5,f4,f3',116,116
117,'2025-02-10 03:46:44.724',1918,0.88,'0',9,0.29,'Hit','v2','5.2','f2',117,117
118,'2025-02-16 23:24:15.724',547,0.64,'1',10,0.23,'Expired','v3','5.4','f5',118,118
119,'2025-02-01 16:23:39.724',1875,0.97,'4',6,0.01,'Expired','v1','1.6','f1',119,119
120,'2025-02-12 10:37:05.724',166,0.26,'3',5,0.70,'Expired','v2','4.4','f5',120,120
121,'2025-02-12 23:39:39.724',928,0.71,'3',9,0.13,'Hit','v2','2.8','f5',121,121
122,'2025-01-30 01:59:23.724',1868,0.54,'4',8,0.27,'Hit','v2','4.3','f1',122,122
123,'2025-02-16 05:26:20.724',548,0.84,'3',3,0.95,'Hit','v3','2.6','f3,f4',123,123
124,'2025-02-18 17:40:31.724',357,0.42,'0',2,0.79,'Miss','v2','2.8','f3,f1',124,124
125,'2025-02-08 22:35:37.724',282,0.54,'0',0,0.17,'Hit','v2','2.2','f1,f5,f3',125,125
126,'2025-02-15 06:51:28.724',975,0.73,'0',0,0.00,'Miss','v2','5.0','f4',126,126
127,'2025-02-17 00:34:52.724',147,0.28,'0',1,0.15,'Hit','v2','2.4','f4,f5',127,127
128,'2025-02-17 20:53:41.724',1801,0.08,'4',5,0.62,'Miss','v1','2.0','f5,f2,f1',128,128
129,'2025-01-27 01:29:37.724',1879,0.19,'0',10,0.06,'Miss','v2','3.2','f2',129,129
130,'2025-02-16 20:56:34.724',1149,0.55,'2',0,0.81,'Expired','v1','4.2','f2',130,130
131,'2025-02-05 19:08:22.724',504,0.66,'5',9,0.19,'Hit','v1','3.6','f4',131,131
132,'2025-01-26 04:15:08.724',1347,0.02,'4',0,0.02,'Expired','v1','5.4','f5',132,132
133,'2025-01-24 19:00:20.724',1075,0.42,'1',6,0.21,'Hit','v3','2.1','f5',133,133
134,'2025-02-17 04:36:52.724',1722,0.37,'5',6,0.02,'Expired','v3','2.4','f1,f5,f2',134,134
135,'2025-01-26 17:38:25.724',680,0.73,'0',6,0.49,'Miss','v3','4.0','f5,f3',135,135
136,'2025-01-20 15:32:22.724',1065,0.25,'1',2,0.80,'Miss','v2','4.8','f5,f3,f4',136,136
137,'2025-02-09 04:39:59.724',1333,0.89,'5',10,0.56,'Hit','v1','2.7','f3',137,137
138,'2025-01-20 14:52:25.724',65,0.99,'5',2,0.65,'Expired','v2','3.3','f1',138,138
139,'2025-02-11 13:12:31.724',1290,0.27,'5',3,0.10,'Expired','v2','4.7','f4',139,139
140,'2025-02-08 16:43:30.724',124,0.48,'3',1,0.76,'Expired','v3','3.9','f2,f1,f3',140,140
141,'2025-02-06 01:28:44.724',1843,0.08,'1',10,0.30,'Expired','v3','4.8','f3,f5,f1',141,141
142,'2025-02-07 20:47:59.724',378,0.01,'5',3,0.15,'Expired','v1','2.7','f3,f5',142,142
143,'2025-02-08 07:36:01.724',922,0.68,'3',10,0.65,'Hit','v3','1.3','f1,f3',143,143
144,'2025-01-22 20:53:55.724',1818,0.19,'0',2,0.89,'Hit','v1','1.3','f1,f3,f4',144,144
145,'2025-02-15 14:01:00.724',573,0.95,'3',6,0.49,'Miss','v3','4.8','f3,f4',145,145
146,'2025-01-23 15:58:34.724',1639,0.80,'4',6,0.75,'Expired','v1','4.8','f1,f5,f2',146,146
147,'2025-02-16 17:14:57.724',250,0.81,'0',9,0.34,'Miss','v2','2.5','f3,f2',147,147
148,'2025-01-23 18:21:33.724',1201,0.56,'3',6,0.64,'Miss','v1','3.8','f4,f3,f1',148,148
149,'2025-02-12 21:51:36.724',1976,0.85,'2',0,0.37,'Hit','v3','1.9','f4,f1,f5',149,149
150,'2025-02-01 01:36:31.724',1452,0.89,'2',9,0.42,'Expired','v2','2.5','f4',150,150
151,'2025-02-07 18:33:30.724',1892,0.65,'5',10,0.73,'Expired','v2','4.7','f1,f2',151,151
152,'2025-01-23 03:23:28.724',1681,0.62,'4',7,0.97,'Hit','v3','2.6','f3,f2,f4',152,152
153,'2025-01-27 14:44:03.724',610,0.24,'1',3,0.98,'Expired','v1','1.7','f1',153,153
154,'2025-02-04 08:29:45.724',99,0.05,'4',4,0.66,'Hit','v1','1.7','f4,f5',154,154
155,'2025-02-03 06:03:28.724',423,0.71,'0',7,0.59,'Hit','v1','3.2','f1,f4',155,155
156,'2025-02-10 11:27:56.724',1313,0.07,'0',1,0.87,'Expired','v2','4.0','f2,f5',156,156
157,'2025-02-01 00:04:10.724',1890,0.02,'3',6,0.85,'Expired','v1','4.8','f5,f3,f2',157,157
158,'2025-01-28 04:08:16.724',537,0.15,'2',7,0.65,'Hit','v2','4.8','f5,f1,f4',158,158
159,'2025-02-08 17:27:12.724',867,0.08,'5',10,0.16,'Hit','v3','4.4','f1',159,159
160,'2025-02-02 21:12:29.724',1814,0.43,'5',4,0.19,'Hit','v2','2.9','f5,f3',160,160
161,'2025-02-14 06:42:11.724',988,0.04,'2',7,0.24,'Miss','v1','2.4','f1',161,161
162,'2025-02-15 06:55:19.724',689,0.46,'5',2,0.74,'Hit','v2','3.1','f4',162,162
163,'2025-01-31 23:25:48.724',1429,0.44,'0',3,0.65,'Expired','v3','3.8','f2,f5,f3',163,163
164,'2025-01-30 06:11:10.724',1833,0.01,'2',3,0.59,'Expired','v3','5.0','f4',164,164
165,'2025-02-03 08:56:20.740',1512,0.43,'1',9,0.11,'Miss','v1','5.2','f5',165,165
166,'2025-02-08 08:21:06.740',194,0.11,'3',10,0.84,'Hit','v3','2.0','f5',166,166
167,'2025-02-12 00:30:12.740',1577,0.84,'3',0,0.29,'Hit','v1','1.1','f2,f3',167,167
168,'2025-01-27 06:29:06.740',1299,0.87,'5',6,0.44,'Hit','v3','3.5','f1',168,168
169,'2025-01-30 02:27:54.740',1904,0.73,'4',2,0.49,'Miss','v2','1.8','f3',169,169
170,'2025-01-30 02:03:59.740',343,0.24,'5',1,0.00,'Miss','v3','3.3','f2,f5,f3',170,170
171,'2025-02-10 05:54:55.742',1253,0.19,'1',2,0.51,'Hit','v2','4.6','f3,f1',171,171
172,'2025-02-18 19:17:36.742',1300,0.24,'0',10,0.46,'Expired','v3','3.7','f2,f4',172,172
173,'2025-02-07 07:45:23.742',63,0.97,'1',4,0.80,'Miss','v2','5.1','f1,f3,f4',173,173
174,'2025-01-23 20:28:01.742',1151,0.37,'2',1,0.01,'Expired','v2','4.2','f3',174,174
175,'2025-02-02 00:35:30.742',591,0.80,'1',2,0.01,'Expired','v2','5.6','f4',175,175
176,'2025-01-26 08:58:30.742',1153,0.03,'1',0,0.45,'Hit','v3','3.6','f3,f2,f4',176,176
177,'2025-02-16 13:36:46.742',1677,0.56,'2',4,0.38,'Hit','v2','5.9','f2,f4,f1',177,177
178,'2025-02-10 02:21:40.743',1818,1.00,'1',9,0.28,'Expired','v3','2.3','f1',178,178
179,'2025-02-04 06:07:30.743',1004,0.04,'2',5,0.75,'Expired','v1','5.5','f1,f3,f2',179,179
180,'2025-01-28 16:46:06.744',1200,0.26,'5',8,0.50,'Miss','v1','1.3','f3,f5',180,180
181,'2025-02-13 08:42:50.744',984,0.48,'1',4,0.33,'Hit','v3','4.2','f5',181,181
182,'2025-02-02 05:17:16.744',1855,0.50,'4',3,0.18,'Miss','v2','2.4','f1',182,182
183,'2025-01-29 06:28:45.744',1970,0.25,'3',3,0.53,'Expired','v3','1.4','f4,f1,f3',183,183
184,'2025-01-20 14:31:25.745',398,0.61,'0',0,0.36,'Expired','v1','4.7','f5,f2,f4',184,184
185,'2025-02-07 07:24:28.745',658,0.11,'1',9,0.54,'Expired','v3','3.3','f2,f3,f4',185,185
186,'2025-02-04 02:46:59.745',611,0.57,'4',9,0.05,'Miss','v2','1.3','f3,f5,f4',186,186
187,'2025-01-24 07:54:27.745',1763,0.82,'4',1,0.10,'Hit','v3','5.2','f5',187,187
188,'2025-01-28 16:53:54.746',931,0.42,'0',6,0.95,'Miss','v2','5.8','f5',188,188
189,'2025-02-05 01:40:22.746',152,0.43,'0',2,0.08,'Expired','v1','3.5','f4,f1,f5',189,189
190,'2025-01-24 00:51:11.746',1116,0.74,'4',4,0.20,'Hit','v2','1.4','f4,f2,f1',190,190
191,'2025-01-22 09:54:48.746',537,0.57,'1',0,0.98,'Hit','v3','2.2','f2,f5',191,191
192,'2025-01-22 00:28:10.747',1444,0.69,'1',0,0.94,'Miss','v1','3.6','f4',192,192
193,'2025-01-21 08:17:56.747',542,0.43,'0',0,0.48,'Expired','v3','4.8','f1,f3',193,193
194,'2025-01-21 17:45:29.747',1533,0.48,'0',4,0.12,'Hit','v2','1.8','f4,f1,f2',194,194
195,'2025-01-22 03:10:15.747',1624,0.52,'4',3,0.88,'Hit','v2','5.0','f2',195,195
196,'2025-01-20 06:50:11.747',1120,0.36,'0',4,0.14,'Expired','v3','4.9','f1',196,196
197,'2025-02-05 22:27:04.748',678,0.78,'3',7,0.56,'Hit','v3','5.0','f2',197,197
198,'2025-02-12 09:16:34.748',759,0.29,'2',8,0.06,'Hit','v3','3.8','f5,f4,f3',198,198
199,'2025-02-17 14:37:57.748',499,0.66,'0',4,0.20,'Hit','v2','1.9','f3,f4,f5',199,199
200,'2025-01-25 09:13:26.748',88,0.85,'2',5,0.16,'Expired','v2','2.6','f2,f3,f4',200,200
201,'2025-01-21 10:23:37.749',1431,0.82,'0',8,0.30,'Hit','v2','2.9','f4',201,201
202,'2025-02-10 23:11:52.749',466,0.78,'3',4,0.97,'Expired','v3','5.6','f5,f2,f1',202,202
203,'2025-01-26 07:36:05.749',1155,0.78,'3',7,0.25,'Expired','v3','1.3','f3,f4,f5',203,203
204,'2025-01-23 11:47:45.749',582,0.38,'4',1,0.30,'Miss','v2','2.7','f5,f4',204,204
205,'2025-02-06 05:22:16.750',1293,0.38,'1',10,0.96,'Miss','v2','1.6','f3,f5,f2',205,205
206,'2025-01-22 11:09:43.750',149,0.28,'4',10,0.77,'Miss','v3','1.6','f3',206,206
207,'2025-02-10 05:42:58.750',827,0.04,'2',1,0.23,'Expired','v3','5.7','f5',207,207
208,'2025-01-23 07:48:18.750',1860,0.71,'4',1,0.82,'Hit','v2','1.0','f3,f5,f4',208,208
209,'2025-02-12 07:41:02.750',535,0.20,'0',4,0.42,'Miss','v3','1.2','f3',209,209
210,'2025-01-22 13:04:56.751',1531,0.63,'2',3,0.84,'Expired','v2','4.8','f4,f2,f5',210,210
211,'2025-01-27 17:16:58.751',377,0.31,'0',2,0.09,'Hit','v3','5.5','f4,f1,f3',211,211
212,'2025-02-16 01:32:26.751',1689,0.15,'5',2,0.19,'Miss','v2','1.4','f2',212,212
213,'2025-02-17 00:03:40.751',359,0.73,'3',3,0.01,'Miss','v3','2.7','f5',213,213
214,'2025-02-09 03:07:33.751',1745,0.84,'3',10,0.35,'Hit','v2','1.3','f2',214,214
215,'2025-02-05 15:41:26.751',1514,0.45,'0',4,0.58,'Miss','v3','2.3','f3',215,215
216,'2025-02-12 12:50:43.752',1079,0.07,'0',9,0.88,'Expired','v3','1.1','f3,f1',216,216
217,'2025-02-08 14:01:33.752',1307,0.05,'3',3,0.28,'Hit','v2','2.6','f5,f2',217,217
218,'2025-02-12 09:08:43.752',466,0.89,'5',5,0.22,'Miss','v1','2.2','f5,f3',218,218
219,'2025-01-24 22:19:03.752',267,0.14,'2',2,0.24,'Expired','v3','3.1','f3',219,219
220,'2025-01-19 16:09:38.753',1214,0.76,'5',1,0.86,'Miss','v2','4.4','f4,f2,f5',220,220
221,'2025-01-25 04:28:19.753',50,0.83,'0',1,0.16,'Expired','v3','5.1','f1',221,221
222,'2025-01-20 10:29:09.753',1796,0.62,'4',5,0.92,'Miss','v1','5.8','f2,f3,f1',222,222
223,'2025-01-21 21:24:56.753',229,0.32,'1',4,0.87,'Hit','v3','5.0','f5,f2,f4',223,223
224,'2025-02-10 12:47:23.754',599,0.78,'3',3,0.64,'Expired','v2','2.0','f4,f3',224,224
225,'2025-02-01 01:30:31.755',1568,0.85,'2',0,0.57,'Expired','v1','3.4','f3',225,225
226,'2025-02-07 06:46:32.755',865,0.30,'3',4,0.66,'Hit','v1','4.5','f2',226,226
227,'2025-02-18 04:06:47.755',1314,0.69,'4',8,0.59,'Miss','v2','3.9','f2,f4,f5',227,227
228,'2025-01-26 00:15:36.755',166,0.19,'2',7,0.78,'Hit','v2','4.8','f4,f1',228,228
229,'2025-02-01 08:43:02.756',399,0.71,'3',10,0.00,'Hit','v2','5.2','f5,f3,f4',229,229
230,'2025-01-30 13:34:09.756',1417,0.92,'1',3,0.69,'Expired','v1','3.9','f3',230,230
231,'2025-01-19 20:45:36.756',1114,0.07,'4',4,0.50,'Miss','v3','5.1','f4,f2,f3',231,231
232,'2025-01-25 08:19:00.756',1617,0.98,'2',1,0.88,'Miss','v2','1.9','f2',232,232
233,'2025-02-06 11:18:58.757',800,0.13,'5',6,0.72,'Expired','v3','5.2','f2,f4',233,233
234,'2025-02-10 03:46:30.757',132,0.47,'2',3,0.34,'Expired','v1','4.5','f3,f5,f4',234,234
235,'2025-01-27 21:07:54.757',1241,0.36,'5',0,0.26,'Miss','v2','5.7','f4,f5',235,235
236,'2025-01-26 13:10:16.757',323,1.00,'0',9,0.70,'Expired','v3','4.6','f1,f5',236,236
237,'2025-01-24 11:09:42.757',584,0.72,'4',5,0.10,'Hit','v1','3.7','f5,f3,f2',237,237
238,'2025-02-15 02:38:12.757',1654,0.74,'2',7,0.45,'Hit','v3','4.2','f2',238,238
239,'2025-01-30 03:55:53.757',1908,0.68,'5',2,0.77,'Miss','v1','1.4','f4,f5',239,239
240,'2025-01-25 19:17:52.757',477,0.34,'1',4,0.86,'Expired','v3','1.6','f1,f5,f2',240,240
241,'2025-02-14 01:25:22.757',908,0.51,'1',0,0.77,'Hit','v3','5.1','f1,f2,f3',241,241
242,'2025-02-06 18:52:45.757',1839,0.52,'4',10,0.42,'Miss','v1','4.9','f5,f2,f1',242,242
243,'2025-02-14 00:37:33.757',1172,0.16,'4',7,0.42,'Miss','v1','2.9','f4',243,243
244,'2025-01-31 05:23:59.757',283,0.93,'1',1,0.18,'Expired','v3','2.0','f2,f3,f4',244,244
245,'2025-02-05 07:35:16.757',1410,0.25,'5',6,0.16,'Miss','v3','1.3','f2,f1',245,245
246,'2025-02-09 20:38:59.757',1838,0.73,'3',2,0.84,'Hit','v1','1.7','f3,f4',246,246
247,'2025-01-27 07:03:27.757',1172,0.98,'4',2,0.85,'Expired','v3','2.4','f4,f5,f2',247,247
248,'2025-02-10 01:07:31.757',1320,0.55,'2',4,0.37,'Expired','v2','4.6','f3',248,248
249,'2025-01-29 07:54:16.757',1352,0.91,'4',10,0.19,'Expired','v2','5.7','f1,f5,f2',249,249
250,'2025-02-15 08:04:30.757',1238,0.09,'4',2,0.11,'Hit','v1','2.8','f2,f1,f5',250,250
251,'2025-02-12 11:11:37.757',205,0.62,'5',3,0.11,'Hit','v3','1.6','f4',251,251
252,'2025-01-26 06:45:02.757',1953,0.20,'0',1,0.21,'Expired','v2','2.7','f5',252,252
