144,'Collaborative','Editorial',14,'Search','Top',0.86,0.11,0.14,0.78,0.73,144
145,'Content-based','Personalized',11,'Category','Sidebar',0.35,0.11,0.20,0.19,0.63,145
146,'Collaborative','Personalized',20,'Category','Bottom',0.13,0.52,0.76,0.72,0.20,146
147,'Hybrid','Similar',12,'Search','Top',0.45,0.21,0.43,0.51,0.78,147
148,'Collaborative','Editorial',15,'Search','Sidebar',0.01,0.70,0.60,0.70,0.12,148
149,'Content-based','Editorial',13,'Search','Sidebar',0.93,0.26,0.89,0.75,0.09,149
150,'Contextual','Trending',3,'Home','Related',0.09,0.59,0.15,0.83,0.25,150
151,'Contextual','Trending',8,'Article','Sidebar',0.51,0.40,0.02,0.74,0.20,151
152,'Content-based','Similar',20,'Search','Top',0.52,0.50,0.76,0.70,0.57,152
153,'Collaborative','Similar',14,'Category','Top',0.32,0.03,0.30,0.98,0.69,153
154,'Collaborative','Similar',17,'Home','Sidebar',0.75,0.69,0.86,0.60,0.05,154
155,'Content-based','Personalized',6,'Category','Sidebar',0.42,0.23,0.30,0.57,0.65,155
156,'Content-based','Similar',11,'Search','Related',0.83,0.90,0.30,0.75,0.79,156
157,'Collaborative','Editorial',5,'Search','Related',0.57,0.97,0.82,0.80,0.25,157
158,'Hybrid','Trending',4,'Search','Bottom',0.64,0.26,0.75,0.51,0.24,158
159,'Hybrid','Trending',7,'Category','Related',0.65,0.29,0.79,0.40,0.71,159
160,'Content-based','Personalized',1,'Search','Related',0.04,0.33,0.30,0.46,0.03,160
161,'Content-based','Editorial',14,'Article','Related',0.15,0.35,0.30,0.21,0.30,161
162,'Contextual','Similar',4,'Search','Sidebar',0.30,0.42,0.30,0.21,0.94,162
163,'Hybrid','Similar',5,'Search','Bottom',0.49,0.86,0.49,0.14,0.20,163
164,'Content-based','Editorial',10,'Category','Related',0.15,0.43,0.70,0.26,0.43,164
165,'Contextual','Similar',17,'Search','Sidebar',0.57,0.88,0.30,0.16,0.62,165
166,'Content-based','Personalized',17,'Category','Sidebar',0.95,0.75,0.90,0.09,0.94,166
167,'Contextual','Trending',5,'Category','Sidebar',0.71,0.24,0.63,0.02,0.55,167
168,'Content-based','Personalized',8,'Category','Bottom',0.84,0.92,0.09,0.44,0.13,168
169,'Content-based','Similar',13,'Category','Bottom',0.41,0.45,0.97,0.55,0.10,169
170,'Hybrid','Similar',12,'Home','Top',0.30,0.27,0.37,0.04,0.97,170
171,'Content-based','Editorial',12,'Article','Sidebar',0.12,0.06,0.52,0.01,0.35,171
172,'Contextual','Editorial',13,'Home','Bottom',0.87,0.57,0.61,0.81,0.89,172
173,'Hybrid','Personalized',7,'Article','Sidebar',0.37,0.11,0.62,0.03,0.79,173
174,'Hybrid','Personalized',4,'Search','Bottom',0.58,0.01,0.98,0.96,0.05,174
175,'Contextual','Similar',11,'Search','Bottom',0.68,0.16,0.60,0.26,0.08,175
176,'Contextual','Similar',3,'Category','Top',0.32,0.28,0.63,0.90,0.82,176
177,'Hybrid','Personalized',19,'Category','Top',0.33,0.47,0.25,0.61,0.25,177
178,'Contextual','Personalized',18,'Article','Top',0.26,0.38,0.85,0.36,0.59,178
179,'Content-based','Trending',5,'Article','Bottom',0.22,0.05,0.97,0.44,0.34,179
180,'Collaborative','Editorial',2,'Home','Related',0.20,0.15,0.68,0.48,0.29,180
181,'Hybrid','Similar',13,'Search','Sidebar',0.47,0.12,0.85,0.60,0.14,181
182,'Contextual','Similar',5,'Article','Top',0.72,0.64,0.89,0.35,0.18,182
183,'Content-based','Personalized',8,'Article','Top',0.69,0.64,0.48,0.87,0.87,183
184,'Hybrid','Trending',9,'Article','Related',0.90,0.39,0.32,0.06,0.61,184
185,'Hybrid','Trending',6,'Article','Sidebar',0.85,0.66,0.35,0.61,0.90,185
186,'Contextual','Personalized',14,'Category','Bottom',0.96,0.52,0.86,0.38,0.19,186
187,'Collaborative','Similar',5,'Search','Bottom',0.73,0.96,0.63,0.64,0.89,187
188,'Collaborative','Similar',12,'Search','Sidebar',0.20,0.08,0.47,0.88,0.42,188
189,'Hybrid','Similar',16,'Article','Bottom',0.30,0.85,0.69,0.15,0.89,189
190,'Contextual','Trending',15,'Category','Bottom',0.06,0.70,0.65,0.42,0.92,190
191,'Collaborative','Similar',4,'Article','Bottom',0.40,0.58,0.72,0.99,0.75,191
192,'Collaborative','Trending',5,'Home','Bottom',0.55,0.68,0.12,0.73,0.75,192
193,'Contextual','Personalized',7,'Category','Bottom',0.93,0.28,0.01,0.25,0.93,193
194,'Content-based','Similar',15,'Article','Bottom',0.78,0.49,0.79,0.69,0.68,194
195,'Content-based','Similar',8,'Home','Bottom',0.46,0.95,0.55,0.29,0.22,195
196,'Hybrid','Trending',1,'Home','Sidebar',1.00,1.00,0.33,0.24,0.64,196
197,'Content-based','Editorial',8,'Category','Top',0.88,0.56,0.48,0.20,0.49,197
198,'Collaborative','Similar',1,'Home','Bottom',0.09,0.38,0.88,0.16,0.36,198
199,'Contextual','Similar',3,'Category','Sidebar',0.54,0.03,0.63,0.07,0.22,199
200,'Content-based','Similar',19,'Category','Sidebar',1.00,0.18,0.17,0.57,0.93,200
201,'Contextual','Personalized',15,'Category','Bottom',0.15,0.94,0.93,0.56,0.95,201
202,'Collaborative','Similar',20,'Home','Sidebar',0.08,0.30,0.45,0.17,0.35,202
203,'Contextual','Personalized',4,'Category','Top',0.30,0.42,0.70,0.89,0.35,203
204,'Collaborative','Similar',12,'Search','Related',0.16,0.67,0.10,0.75,0.54,204
205,'Content-based','Trending',9,'Article','Bottom',0.52,0.21,0.24,0.06,0.74,206
206,'Contextual','Editorial',15,'Search','Bottom',0.35,0.96,0.01,0.16,0.93,207
207,'Contextual','Editorial',10,'Article','Bottom',0.96,0.61,0.20,0.83,0.69,208
208,'Hybrid','Personalized',2,'Article','Related',0.63,0.27,0.64,0.02,0.19,209
209,'Content-based','Similar',3,'Home','Sidebar',0.77,0.86,0.63,0.77,0.30,210
210,'Hybrid','Personalized',7,'Article','Bottom',0.51,0.66,0.98,0.68,0.82,211
211,'Hybrid','Editorial',20,'Article','Sidebar',0.01,0.09,0.87,0.56,0.05,212
212,'Content-based','Similar',13,'Home','Related',0.02,0.25,0.73,0.93,0.34,213
213,'Hybrid','Personalized',11,'Article','Top',0.80,0.09,0.22,0.83,0.64,214
214,'Hybrid','Editorial',10,'Home','Sidebar',0.16,0.97,0.32,0.19,0.92,215
215,'Content-based','Editorial',17,'Search','Top',0.40,0.10,0.56,0.39,0.89,216
216,'Collaborative','Personalized',4,'Article','Sidebar',0.04,0.26,0.77,0.35,0.18,217
217,'Collaborative','Editorial',4,'Article','Related',0.63,0.84,0.44,0.34,0.22,218
218,'Collaborative','Editorial',13,'Search','Top',0.78,0.94,0.90,0.69,0.45,219
219,'Collaborative','Personalized',19,'Search','Sidebar',0.75,0.25,0.67,0.87,0.15,220
220,'Hybrid','Similar',7,'Article','Sidebar',0.98,0.56,0.50,0.60,0.81,221
221,'Content-based','Similar',20,'Category','Related',0.25,0.57,0.11,0.04,0.61,222
222,'Collaborative','Similar',19,'Home','Sidebar',0.90,0.91,0.40,0.55,0.84,223
223,'Hybrid','Trending',20,'Search','Sidebar',0.44,0.76,0.91,0.34,0.04,224
224,'Content-based','Trending',1,'Category','Sidebar',0.40,0.83,0.37,0.36,0.40,225
225,'Contextual','Similar',15,'Search','Top',0.31,0.93,0.74,0.46,0.43,226
226,'Hybrid','Editorial',10,'Category','Related',0.78,0.67,0.56,0.25,0.81,227
227,'Contextual','Similar',5,'Article','Bottom',0.34,0.82,0.66,0.27,0.55,228
228,'Contextual','Similar',17,'Article','Sidebar',0.60,0.75,0.61,0.27,0.83,229
229,'Contextual','Editorial',20,'Category','Sidebar',0.55,0.92,0.42,0.44,0.15,230
230,'Collaborative','Trending',10,'Home','Sidebar',0.11,0.65,0.54,0.24,0.59,231
231,'Content-based','Personalized',4,'Category','Top',0.89,0.60,0.67,0.59,0.69,232
232,'Hybrid','Trending',8,'Article','Bottom',0.86,0.33,0.15,0.28,0.28,233
233,'Content-based','Personalized',16,'Category','Related',0.01,0.50,0.92,0.07,0.26,234
234,'Content-based','Trending',1,'Category','Bottom',0.85,0.83,0.14,0.52,0.66,235
235,'Contextual','Personalized',9,'Home','Top',0.64,0.14,0.22,0.31,0.69,236
236,'Content-based','Personalized',12,'Article','Sidebar',0.02,0.87,0.45,0.31,0.22,237
237,'Hybrid','Editorial',16,'Search','Top',0.42,0.32,0.36,0.67,0.53,238
238,'Contextual','Editorial',14,'Home','Related',0.70,0.30,0.65,0.60,0.39,239
239,'Content-based','Personalized',4,'Home','Bottom',0.45,0.64,0.82,0.10,0.14,240
240,'Collaborative','Personalized',4,'Home','Related',0.46,0.52,0.26,0.42,0.83,241
241,'Collaborative','Personalized',7,'Article','Bottom',0.52,0.49,0.58,0.85,0.65,242
242,'Hybrid','Personalized',6,'Category','Top',0.63,0.36,0.85,0.30,0.32,243
243,'Contextual','Personalized',16,'Category','Related',0.13,0.03,0.95,0.00,0.06,244
244,'Contextual','Editorial',15,'Home','Top',0.73,0.26,0.79,0.98,0.10,245
245,'Contextual','Personalized',20,'Article','Bottom',0.02,0.98,0.27,0.08,0.32,246
246,'Content-based','Personalized',10,'Search','Top',0.55,0.55,0.35,0.11,0.31,247
247,'Collaborative','Editorial',12,'Home','Related',0.39,0.95,0.22,0.07,0.47,248
248,'Collaborative','Similar',6,'Article','Related',0.59,0.45,0.99,0.37,0.35,249
249,'Contextual','Similar',7,'Category','Sidebar',0.16,0.06,0.09,0.95,0.26,250
250,'Contextual','Similar',7,'Category','Sidebar',0.24,0.22,0.69,0.41,0.59,251
251,'Content-based','Personalized',2,'Search','Bottom',0.66,0.11,0.35,0.93,0.90,252
252,'Collaborative','Similar',12,'Search','Top',0.97,0.49,0.45,0.86,0.05,253
253,'Hybrid','Personalized',13,'Article','Related',0.09,0.11,0.00,0.65,0.74,254
254,'Content-based','Similar',4,'Search','Related',0.14,0.47,0.87,0.64,0.28,255
255,'Hybrid','Similar',7,'Article','Related',0.06,0.79,0.35,0.35,0.67,256
256,'Content-based','Similar',2,'Search','Bottom',0.23,0.34,0.23,0.09,0.58,257
257,'Hybrid','Similar',11,'Search','Related',0.48,0.07,0.82,0.29,0.46,258
258,'Collaborative','Personalized',11,'Category','Related',0.73,0.19,0.59,0.93,0.53,259
259,'Contextual','Trending',3,'Category','Top',0.23,0.61,1.00,0.70,0.73,260
260,'Contextual','Editorial',6,'Article','Related',0.04,0.31,0.80,0.35,0.11,261
261,'Hybrid','Personalized',1,'Category','Bottom',0.75,0.07,0.72,0.29,0.38,262
262,'Hybrid','Personalized',6,'Category','Related',0.78,0.43,0.14,0.65,0.58,263
263,'Hybrid','Personalized',7,'Article','Top',0.83,0.26,0.54,0.44,1.00,264
264,'Content-based','Trending',5,'Category','Related',0.09,0.70,0.89,0.88,0.41,265
265,'Collaborative','Personalized',4,'Category','Sidebar',0.32,0.62,0.97,0.60,0.15,266
266,'Hybrid','Similar',8,'Category','Bottom',0.51,0.55,0.41,0.15,0.60,267
267,'Hybrid','Similar',7,'Search','Bottom',0.94,0.87,0.57,0.66,0.96,268
268,'Hybrid','Editorial',9,'Article','Top',0.13,0.89,0.16,0.95,0.70,269
269,'Collaborative','Trending',2,'Article','Related',0.55,0.41,0.20,0.55,0.43,270
270,'Hybrid','Trending',18,'Category','Bottom',0.50,0.76,0.15,0.71,0.37,271
271,'Collaborative','Similar',8,'Category','Sidebar',0.97,0.16,0.28,0.37,0.99,272
272,'Contextual','Personalized',4,'Home','Bottom',0.11,0.47,0.62,0.10,0.56,273
273,'Contextual','Personalized',7,'Search','Related',0.72,0.75,0.99,0.66,0.27,274
274,'Collaborative','Personalized',20,'Category','Sidebar',0.77,0.69,0.52,0.90,0.92,275
275,'Contextual','Personalized',8,'Search','Related',0.30,0.33,0.38,0.42,0.72,276
276,'Hybrid','Editorial',12,'Article','Related',0.39,0.35,0.61,0.64,0.56,277
277,'Contextual','Editorial',13,'Category','Sidebar',0.04,0.52,0.05,0.49,0.54,278
278,'Content-based','Personalized',6,'Home','Related',0.44,0.06,0.56,0.66,0.13,279
279,'Content-based','Trending',2,'Search','Related',0.91,0.02,0.38,0.70,0.37,280
280,'Collaborative','Trending',12,'Search','Top',0.19,0.95,0.52,0.20,0.74,281
281,'Hybrid','Similar',17,'Search','Related',0.16,0.84,0.66,0.11,0.36,282
282,'Collaborative','Trending',8,'Search','Sidebar',0.42,0.78,0.08,0.57,0.58,283
283,'Contextual','Editorial',17,'Search','Sidebar',0.68,0.39,0.25,0.92,0.01,284
284,'Collaborative','Personalized',5,'Search','Bottom',0.19,0.39,0.89,0.95,0.13,285
285,'Contextual','Personalized',14,'Home','Bottom',0.15,0.01,0.71,0.76,0.31,286
286,'Hybrid','Editorial',8,'Category','Related',0.70,0.03,0.47,0.05,0.81,287
287,'Hybrid','Trending',7,'Home','Sidebar',0.92,0.72,0.48,0.90,0.41,288
288,'Hybrid','Trending',20,'Category','Related',0.86,0.44,0.39,0.79,0.66,289
289,'Contextual','Trending',4,'Category','Related',0.74,0.49,0.56,0.15,0.67,290
290,'Collaborative','Editorial',10,'Home','Related',0.54,0.93,0.60,0.65,0.04,291
291,'Content-based','Trending',13,'Article','Bottom',0.55,0.09,0.57,0.66,0.01,292
292,'Collaborative','Personalized',4,'Article','Bottom',0.79,0.99,0.72,0.83,0.93,293
293,'Hybrid','Similar',8,'Home','Sidebar',0.02,0.37,0.11,0.59,0.25,294
294,'Hybrid','Similar',19,'Home','Related',0.80,0.28,0.22,0.36,0.42,295
295,'Content-based','Editorial',20,'Category','Related',0.36,0.91,0.46,0.18,0.50,296
296,'Contextual','Editorial',12,'Category','Sidebar',0.23,0.41,0.98,0.37,0.35,297
297,'Collaborative','Personalized',13,'Search','Top',0.29,0.73,0.48,0.67,0.02,298
298,'Contextual','Similar',16,'Category','Related',0.19,0.60,0.82,0.08,0.24,299
299,'Collaborative','Editorial',8,'Category','Related',0.06,0.91,0.25,0.98,0.80,300
300,'Hybrid','Editorial',17,'Home','Bottom',0.05,0.80,0.18,0.63,0.59,301
301,'Hybrid','Personalized',9,'Article','Bottom',0.67,0.16,0.94,0.77,0.48,302
302,'Collaborative','Personalized',20,'Article','Sidebar',0.88,0.15,0.20,0.16,0.31,303
303,'Hybrid','Trending',5,'Category','Bottom',0.61,0.07,0.12,0.21,0.00,304
304,'Collaborative','Similar',4,'Article','Sidebar',0.55,0.71,0.13,0.62,0.83,305
305,'Content-based','Personalized',14,'Home','Top',0.14,0.45,0.95,0.67,0.65,306
306,'Hybrid','Similar',13,'Search','Top',0.02,0.34,0.33,0.48,0.57,307
307,'Content-based','Trending',15,'Search','Sidebar',0.90,0.16,0.36,0.79,0.68,308
308,'Content-based','Personalized',15,'Category','Top',0.74,0.74,0.02,0.13,0.15,309
