14,'{"scroll": {"depth": 66, "speed": 758.00, "percentage": 2.60}, "exit_type": "External", "conversion": {"value": 99.56, "status": "Share"}, "time_spent": {"viewport_time": 235.70, "attention_time": 272.10, "reading_seconds": 1736.60, "duration_seconds": 3137}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 53.60}'
15,'{"scroll": {"depth": 30, "speed": 967.60, "percentage": 4.00}, "exit_type": "Natural", "conversion": {"value": 62.74, "status": "Share"}, "time_spent": {"viewport_time": 297.60, "attention_time": 130.90, "reading_seconds": 1697.50, "duration_seconds": 3234}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 39.20}'
16,'{"scroll": {"depth": 30, "speed": 653.20, "percentage": 64.20}, "exit_type": "Natural", "conversion": {"value": 38.21, "status": "Subscription"}, "time_spent": {"viewport_time": 87.20, "attention_time": 659.80, "reading_seconds": 548.20, "duration_seconds": 45}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 29.80}'
17,'{"scroll": {"depth": 78, "speed": 567.70, "percentage": 77.40}, "exit_type": "Bounce", "conversion": {"value": 55.41, "status": "Newsletter"}, "time_spent": {"viewport_time": 147.40, "attention_time": 486.00, "reading_seconds": 1235.30, "duration_seconds": 1034}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 46.40}'
18,'{"scroll": {"depth": 82, "speed": 291.90, "percentage": 18.50}, "exit_type": "Timeout", "conversion": {"value": 7.99, "status": "Subscription"}, "time_spent": {"viewport_time": 110.20, "attention_time": 128.30, "reading_seconds": 584.10, "duration_seconds": 2222}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 54.70}'
19,'{"scroll": {"depth": 48, "speed": 915.00, "percentage": 16.10}, "exit_type": "Natural", "conversion": {"value": 34.50, "status": "Subscription"}, "time_spent": {"viewport_time": 22.30, "attention_time": 791.60, "reading_seconds": 1710.00, "duration_seconds": 816}, "next_action": "Search", "bounce_status": "No", "click_seconds": 43.40}'
20,'{"scroll": {"depth": 51, "speed": 410.10, "percentage": 84.80}, "exit_type": "Bounce", "conversion": {"value": 52.15, "status": "Share"}, "time_spent": {"viewport_time": 238.40, "attention_time": 381.70, "reading_seconds": 954.60, "duration_seconds": 1445}, "next_action": "Share", "bounce_status": "No", "click_seconds": 53.30}'
21,'{"scroll": {"depth": 14, "speed": 936.20, "percentage": 12.30}, "exit_type": "Timeout", "conversion": {"value": 86.40, "status": "Subscription"}, "time_spent": {"viewport_time": 100.60, "attention_time": 18.60, "reading_seconds": 156.20, "duration_seconds": 2682}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 18.60}'
22,'{"scroll": {"depth": 94, "speed": 330.00, "percentage": 13.70}, "exit_type": "Natural", "conversion": {"value": 39.27, "status": "Subscription"}, "time_spent": {"viewport_time": 154.30, "attention_time": 557.00, "reading_seconds": 156.00, "duration_seconds": 2983}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 23.90}'
23,'{"scroll": {"depth": 39, "speed": 736.40, "percentage": 99.40}, "exit_type": "Bounce", "conversion": {"value": 20.66, "status": "Share"}, "time_spent": {"viewport_time": 118.00, "attention_time": 443.40, "reading_seconds": 1281.80, "duration_seconds": 3186}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 28.00}'
24,'{"scroll": {"depth": 76, "speed": 827.90, "percentage": 1.00}, "exit_type": "Timeout", "conversion": {"value": 26.93, "status": "Subscription"}, "time_spent": {"viewport_time": 104.70, "attention_time": 206.60, "reading_seconds": 1661.80, "duration_seconds": 646}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 39.30}'
25,'{"scroll": {"depth": 3, "speed": 821.00, "percentage": 15.60}, "exit_type": "Bounce", "conversion": {"value": 91.04, "status": "Subscription"}, "time_spent": {"viewport_time": 9.80, "attention_time": 875.80, "reading_seconds": 926.40, "duration_seconds": 1630}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 47.20}'
26,'{"scroll": {"depth": 23, "speed": 840.70, "percentage": 32.50}, "exit_type": "Natural", "conversion": {"value": 35.14, "status": "Subscription"}, "time_spent": {"viewport_time": 227.70, "attention_time": 235.80, "reading_seconds": 108.70, "duration_seconds": 699}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 5.60}'
27,'{"scroll": {"depth": 80, "speed": 77.10, "percentage": 6.90}, "exit_type": "Bounce", "conversion": {"value": 24.99, "status": "Subscription"}, "time_spent": {"viewport_time": 233.00, "attention_time": 419.20, "reading_seconds": 764.10, "duration_seconds": 2983}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 56.10}'
28,'{"scroll": {"depth": 70, "speed": 208.80, "percentage": 73.30}, "exit_type": "Natural", "conversion": {"value": 80.95, "status": "Subscription"}, "time_spent": {"viewport_time": 34.20, "attention_time": 464.60, "reading_seconds": 1744.90, "duration_seconds": 139}, "next_action": "Search", "bounce_status": "No", "click_seconds": 58.10}'
29,'{"scroll": {"depth": 28, "speed": 764.60, "percentage": 92.30}, "exit_type": "Natural", "conversion": {"value": 91.97, "status": "Subscription"}, "time_spent": {"viewport_time": 197.60, "attention_time": 710.80, "reading_seconds": 1664.20, "duration_seconds": 172}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 21.10}'
30,'{"scroll": {"depth": 19, "speed": 813.90, "percentage": 21.40}, "exit_type": "Timeout", "conversion": {"value": 68.92, "status": "Subscription"}, "time_spent": {"viewport_time": 118.30, "attention_time": 830.50, "reading_seconds": 127.60, "duration_seconds": 1067}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 42.50}'
31,'{"scroll": {"depth": 81, "speed": 496.20, "percentage": 85.10}, "exit_type": "Natural", "conversion": {"value": 66.18, "status": "Share"}, "time_spent": {"viewport_time": 180.00, "attention_time": 94.90, "reading_seconds": 958.50, "duration_seconds": 1115}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 44.90}'
32,'{"scroll": {"depth": 85, "speed": 776.50, "percentage": 15.90}, "exit_type": "Natural", "conversion": {"value": 53.51, "status": "Share"}, "time_spent": {"viewport_time": 9.50, "attention_time": 502.50, "reading_seconds": 1589.00, "duration_seconds": 1701}, "next_action": "Search", "bounce_status": "No", "click_seconds": 45.00}'
33,'{"scroll": {"depth": 51, "speed": 529.00, "percentage": 14.70}, "exit_type": "External", "conversion": {"value": 4.11, "status": "Subscription"}, "time_spent": {"viewport_time": 252.50, "attention_time": 598.00, "reading_seconds": 1599.80, "duration_seconds": 1303}, "next_action": "Search", "bounce_status": "Yes", "click_seconds": 37.00}'
34,'{"scroll": {"depth": 75, "speed": 801.10, "percentage": 71.50}, "exit_type": "Timeout", "conversion": {"value": 6.41, "status": "Subscription"}, "time_spent": {"viewport_time": 294.10, "attention_time": 666.30, "reading_seconds": 1690.90, "duration_seconds": 3263}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 56.50}'
35,'{"scroll": {"depth": 3, "speed": 495.90, "percentage": 29.90}, "exit_type": "External", "conversion": {"value": 8.81, "status": "Share"}, "time_spent": {"viewport_time": 9.40, "attention_time": 143.50, "reading_seconds": 1446.10, "duration_seconds": 3535}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 24.00}'
36,'{"scroll": {"depth": 33, "speed": 168.80, "percentage": 89.50}, "exit_type": "Natural", "conversion": {"value": 28.13, "status": "Share"}, "time_spent": {"viewport_time": 273.80, "attention_time": 381.20, "reading_seconds": 1760.20, "duration_seconds": 2883}, "next_action": "Search", "bounce_status": "No", "click_seconds": 29.60}'
37,'{"scroll": {"depth": 79, "speed": 335.80, "percentage": 19.00}, "exit_type": "Natural", "conversion": {"value": 40.27, "status": "Subscription"}, "time_spent": {"viewport_time": 203.00, "attention_time": 641.30, "reading_seconds": 1477.40, "duration_seconds": 299}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 46.70}'
38,'{"scroll": {"depth": 67, "speed": 79.30, "percentage": 78.40}, "exit_type": "Bounce", "conversion": {"value": 38.05, "status": "Newsletter"}, "time_spent": {"viewport_time": 119.10, "attention_time": 814.30, "reading_seconds": 1759.90, "duration_seconds": 842}, "next_action": "Share", "bounce_status": "No", "click_seconds": 36.40}'
39,'{"scroll": {"depth": 61, "speed": 626.20, "percentage": 73.20}, "exit_type": "Natural", "conversion": {"value": 25.58, "status": "Subscription"}, "time_spent": {"viewport_time": 256.60, "attention_time": 261.90, "reading_seconds": 1641.60, "duration_seconds": 675}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 50.50}'
40,'{"scroll": {"depth": 95, "speed": 582.30, "percentage": 22.20}, "exit_type": "Timeout", "conversion": {"value": 69.42, "status": "Newsletter"}, "time_spent": {"viewport_time": 178.10, "attention_time": 125.90, "reading_seconds": 1327.00, "duration_seconds": 2538}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 50.80}'
41,'{"scroll": {"depth": 41, "speed": 101.90, "percentage": 84.40}, "exit_type": "Natural", "conversion": {"value": 33.54, "status": "Subscription"}, "time_spent": {"viewport_time": 84.60, "attention_time": 656.00, "reading_seconds": 1467.40, "duration_seconds": 3573}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 54.50}'
42,'{"scroll": {"depth": 18, "speed": 852.80, "percentage": 37.90}, "exit_type": "Natural", "conversion": {"value": 51.70, "status": "Newsletter"}, "time_spent": {"viewport_time": 249.30, "attention_time": 467.90, "reading_seconds": 219.70, "duration_seconds": 1817}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 47.00}'
43,'{"scroll": {"depth": 1, "speed": 289.40, "percentage": 89.60}, "exit_type": "Bounce", "conversion": {"value": 61.94, "status": "Subscription"}, "time_spent": {"viewport_time": 29.60, "attention_time": 825.40, "reading_seconds": 1141.10, "duration_seconds": 1432}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 59.80}'
44,'{"scroll": {"depth": 44, "speed": 504.40, "percentage": 57.00}, "exit_type": "Natural", "conversion": {"value": 19.25, "status": "Share"}, "time_spent": {"viewport_time": 75.10, "attention_time": 475.80, "reading_seconds": 1464.30, "duration_seconds": 2082}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 11.80}'
45,'{"scroll": {"depth": 20, "speed": 662.40, "percentage": 67.90}, "exit_type": "Timeout", "conversion": {"value": 59.84, "status": "Subscription"}, "time_spent": {"viewport_time": 5.00, "attention_time": 618.20, "reading_seconds": 24.20, "duration_seconds": 1986}, "next_action": "Share", "bounce_status": "No", "click_seconds": 52.90}'
46,'{"scroll": {"depth": 61, "speed": 475.50, "percentage": 61.50}, "exit_type": "External", "conversion": {"value": 89.22, "status": "Newsletter"}, "time_spent": {"viewport_time": 232.20, "attention_time": 562.10, "reading_seconds": 520.60, "duration_seconds": 60}, "next_action": "Search", "bounce_status": "Yes", "click_seconds": 27.60}'
47,'{"scroll": {"depth": 91, "speed": 246.50, "percentage": 40.60}, "exit_type": "External", "conversion": {"value": 86.48, "status": "Subscription"}, "time_spent": {"viewport_time": 108.80, "attention_time": 25.20, "reading_seconds": 1784.90, "duration_seconds": 2871}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 30.50}'
48,'{"scroll": {"depth": 92, "speed": 657.70, "percentage": 73.70}, "exit_type": "Bounce", "conversion": {"value": 75.21, "status": "Share"}, "time_spent": {"viewport_time": 205.10, "attention_time": 615.10, "reading_seconds": 59.90, "duration_seconds": 2875}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 1.10}'
49,'{"scroll": {"depth": 90, "speed": 536.80, "percentage": 17.80}, "exit_type": "External", "conversion": {"value": 2.08, "status": "Subscription"}, "time_spent": {"viewport_time": 26.90, "attention_time": 678.10, "reading_seconds": 611.40, "duration_seconds": 2164}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 12.70}'
50,'{"scroll": {"depth": 73, "speed": 285.60, "percentage": 15.70}, "exit_type": "Bounce", "conversion": {"value": 80.26, "status": "Share"}, "time_spent": {"viewport_time": 210.50, "attention_time": 568.60, "reading_seconds": 909.60, "duration_seconds": 2456}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 40.20}'
51,'{"scroll": {"depth": 22, "speed": 319.20, "percentage": 36.40}, "exit_type": "Natural", "conversion": {"value": 28.01, "status": "Subscription"}, "time_spent": {"viewport_time": 6.60, "attention_time": 777.10, "reading_seconds": 1001.90, "duration_seconds": 99}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 29.90}'
52,'{"scroll": {"depth": 78, "speed": 427.50, "percentage": 48.00}, "exit_type": "Natural", "conversion": {"value": 38.90, "status": "Share"}, "time_spent": {"viewport_time": 4.10, "attention_time": 551.80, "reading_seconds": 776.80, "duration_seconds": 3443}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 34.80}'
53,'{"scroll": {"depth": 17, "speed": 267.40, "percentage": 17.70}, "exit_type": "External", "conversion": {"value": 31.00, "status": "Share"}, "time_spent": {"viewport_time": 100.70, "attention_time": 880.20, "reading_seconds": 1092.10, "duration_seconds": 1862}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 22.80}'
54,'{"scroll": {"depth": 86, "speed": 850.70, "percentage": 11.50}, "exit_type": "Natural", "conversion": {"value": 37.18, "status": "Subscription"}, "time_spent": {"viewport_time": 196.50, "attention_time": 519.70, "reading_seconds": 294.10, "duration_seconds": 1645}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 10.70}'
55,'{"scroll": {"depth": 79, "speed": 14.30, "percentage": 5.70}, "exit_type": "External", "conversion": {"value": 25.80, "status": "Subscription"}, "time_spent": {"viewport_time": 83.60, "attention_time": 392.80, "reading_seconds": 1237.00, "duration_seconds": 1318}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 43.00}'
56,'{"scroll": {"depth": 26, "speed": 93.30, "percentage": 17.60}, "exit_type": "Timeout", "conversion": {"value": 98.88, "status": "Share"}, "time_spent": {"viewport_time": 44.30, "attention_time": 472.00, "reading_seconds": 178.10, "duration_seconds": 626}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 22.30}'
57,'{"scroll": {"depth": 70, "speed": 252.90, "percentage": 87.00}, "exit_type": "Timeout", "conversion": {"value": 11.78, "status": "Subscription"}, "time_spent": {"viewport_time": 201.60, "attention_time": 572.50, "reading_seconds": 533.10, "duration_seconds": 1684}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 46.10}'
58,'{"scroll": {"depth": 99, "speed": 833.20, "percentage": 14.50}, "exit_type": "Natural", "conversion": {"value": 47.66, "status": "Newsletter"}, "time_spent": {"viewport_time": 23.80, "attention_time": 692.80, "reading_seconds": 317.80, "duration_seconds": 839}, "next_action": "Share", "bounce_status": "No", "click_seconds": 59.00}'
59,'{"scroll": {"depth": 17, "speed": 911.40, "percentage": 59.80}, "exit_type": "External", "conversion": {"value": 35.10, "status": "Newsletter"}, "time_spent": {"viewport_time": 148.80, "attention_time": 887.50, "reading_seconds": 378.60, "duration_seconds": 3590}, "next_action": "Share", "bounce_status": "No", "click_seconds": 52.90}'
60,'{"scroll": {"depth": 45, "speed": 857.10, "percentage": 14.60}, "exit_type": "External", "conversion": {"value": 87.62, "status": "Subscription"}, "time_spent": {"viewport_time": 244.90, "attention_time": 727.60, "reading_seconds": 1126.70, "duration_seconds": 2648}, "next_action": "Share", "bounce_status": "No", "click_seconds": 10.90}'
61,'{"scroll": {"depth": 75, "speed": 500.20, "percentage": 64.70}, "exit_type": "Bounce", "conversion": {"value": 4.38, "status": "Subscription"}, "time_spent": {"viewport_time": 153.10, "attention_time": 379.50, "reading_seconds": 504.00, "duration_seconds": 1672}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 32.90}'
62,'{"scroll": {"depth": 62, "speed": 330.40, "percentage": 18.30}, "exit_type": "External", "conversion": {"value": 63.15, "status": "Subscription"}, "time_spent": {"viewport_time": 88.50, "attention_time": 451.40, "reading_seconds": 1489.80, "duration_seconds": 2745}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 24.40}'
63,'{"scroll": {"depth": 54, "speed": 751.30, "percentage": 99.30}, "exit_type": "Timeout", "conversion": {"value": 49.98, "status": "Subscription"}, "time_spent": {"viewport_time": 137.40, "attention_time": 627.50, "reading_seconds": 1064.50, "duration_seconds": 1327}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 41.70}'
64,'{"scroll": {"depth": 4, "speed": 969.00, "percentage": 96.00}, "exit_type": "Natural", "conversion": {"value": 32.80, "status": "Share"}, "time_spent": {"viewport_time": 50.50, "attention_time": 13.20, "reading_seconds": 396.90, "duration_seconds": 3029}, "next_action": "Search", "bounce_status": "No", "click_seconds": 31.00}'
65,'{"scroll": {"depth": 48, "speed": 183.60, "percentage": 79.70}, "exit_type": "Bounce", "conversion": {"value": 69.20, "status": "Subscription"}, "time_spent": {"viewport_time": 76.90, "attention_time": 164.50, "reading_seconds": 1002.50, "duration_seconds": 1104}, "next_action": "Search", "bounce_status": "Yes", "click_seconds": 16.80}'
66,'{"scroll": {"depth": 47, "speed": 606.10, "percentage": 96.20}, "exit_type": "Natural", "conversion": {"value": 66.15, "status": "Subscription"}, "time_spent": {"viewport_time": 37.50, "attention_time": 407.10, "reading_seconds": 664.80, "duration_seconds": 3019}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 52.70}'
67,'{"scroll": {"depth": 37, "speed": 848.70, "percentage": 73.20}, "exit_type": "Bounce", "conversion": {"value": 25.75, "status": "Share"}, "time_spent": {"viewport_time": 131.60, "attention_time": 171.70, "reading_seconds": 895.90, "duration_seconds": 205}, "next_action": "Share", "bounce_status": "No", "click_seconds": 41.30}'
68,'{"scroll": {"depth": 99, "speed": 389.80, "percentage": 38.10}, "exit_type": "Bounce", "conversion": {"value": 74.47, "status": "Subscription"}, "time_spent": {"viewport_time": 35.20, "attention_time": 43.30, "reading_seconds": 1514.50, "duration_seconds": 543}, "next_action": "Search", "bounce_status": "Yes", "click_seconds": 42.70}'
69,'{"scroll": {"depth": 69, "speed": 446.50, "percentage": 19.60}, "exit_type": "Natural", "conversion": {"value": 40.89, "status": "Share"}, "time_spent": {"viewport_time": 116.20, "attention_time": 465.40, "reading_seconds": 368.40, "duration_seconds": 1983}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 8.60}'
70,'{"scroll": {"depth": 33, "speed": 468.00, "percentage": 60.00}, "exit_type": "Bounce", "conversion": {"value": 54.72, "status": "Subscription"}, "time_spent": {"viewport_time": 264.10, "attention_time": 233.90, "reading_seconds": 1713.90, "duration_seconds": 3215}, "next_action": "Search", "bounce_status": "Yes", "click_seconds": 41.70}'
71,'{"scroll": {"depth": 52, "speed": 516.60, "percentage": 91.60}, "exit_type": "Timeout", "conversion": {"value": 55.47, "status": "Newsletter"}, "time_spent": {"viewport_time": 294.40, "attention_time": 801.60, "reading_seconds": 718.60, "duration_seconds": 3541}, "next_action": "Search", "bounce_status": "Yes", "click_seconds": 49.40}'
72,'{"scroll": {"depth": 98, "speed": 517.00, "percentage": 23.10}, "exit_type": "Natural", "conversion": {"value": 38.50, "status": "Subscription"}, "time_spent": {"viewport_time": 18.50, "attention_time": 799.50, "reading_seconds": 763.70, "duration_seconds": 1558}, "next_action": "Search", "bounce_status": "No", "click_seconds": 23.90}'
73,'{"scroll": {"depth": 35, "speed": 90.10, "percentage": 79.00}, "exit_type": "Natural", "conversion": {"value": 20.34, "status": "Newsletter"}, "time_spent": {"viewport_time": 61.00, "attention_time": 208.30, "reading_seconds": 371.00, "duration_seconds": 1742}, "next_action": "Share", "bounce_status": "No", "click_seconds": 35.50}'
74,'{"scroll": {"depth": 58, "speed": 676.70, "percentage": 79.20}, "exit_type": "Bounce", "conversion": {"value": 8.30, "status": "Newsletter"}, "time_spent": {"viewport_time": 27.20, "attention_time": 799.00, "reading_seconds": 560.40, "duration_seconds": 482}, "next_action": "Share", "bounce_status": "No", "click_seconds": 0.60}'
75,'{"scroll": {"depth": 16, "speed": 274.90, "percentage": 59.60}, "exit_type": "External", "conversion": {"value": 81.42, "status": "Subscription"}, "time_spent": {"viewport_time": 152.40, "attention_time": 706.60, "reading_seconds": 1521.40, "duration_seconds": 3240}, "next_action": "Share", "bounce_status": "No", "click_seconds": 20.40}'
76,'{"scroll": {"depth": 4, "speed": 342.20, "percentage": 10.30}, "exit_type": "Timeout", "conversion": {"value": 12.13, "status": "Subscription"}, "time_spent": {"viewport_time": 216.50, "attention_time": 654.90, "reading_seconds": 507.70, "duration_seconds": 3236}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 47.70}'
77,'{"scroll": {"depth": 88, "speed": 243.50, "percentage": 51.70}, "exit_type": "External", "conversion": {"value": 85.12, "status": "Share"}, "time_spent": {"viewport_time": 198.10, "attention_time": 393.00, "reading_seconds": 893.60, "duration_seconds": 2255}, "next_action": "Share", "bounce_status": "No", "click_seconds": 39.10}'
78,'{"scroll": {"depth": 12, "speed": 73.50, "percentage": 30.00}, "exit_type": "Natural", "conversion": {"value": 55.94, "status": "Subscription"}, "time_spent": {"viewport_time": 130.20, "attention_time": 487.80, "reading_seconds": 426.50, "duration_seconds": 1775}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 16.10}'
79,'{"scroll": {"depth": 54, "speed": 581.90, "percentage": 44.60}, "exit_type": "External", "conversion": {"value": 73.43, "status": "Subscription"}, "time_spent": {"viewport_time": 273.00, "attention_time": 686.00, "reading_seconds": 1159.20, "duration_seconds": 254}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 47.80}'
80,'{"scroll": {"depth": 65, "speed": 704.10, "percentage": 66.70}, "exit_type": "Timeout", "conversion": {"value": 32.30, "status": "Newsletter"}, "time_spent": {"viewport_time": 86.80, "attention_time": 41.70, "reading_seconds": 1357.30, "duration_seconds": 1071}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 17.80}'
81,'{"scroll": {"depth": 48, "speed": 188.20, "percentage": 1.10}, "exit_type": "External", "conversion": {"value": 86.86, "status": "Share"}, "time_spent": {"viewport_time": 7.00, "attention_time": 474.10, "reading_seconds": 168.20, "duration_seconds": 319}, "next_action": "Another Article", "bounce_status": "Yes", "click_seconds": 20.30}'
82,'{"scroll": {"depth": 24, "speed": 874.40, "percentage": 94.40}, "exit_type": "External", "conversion": {"value": 20.52, "status": "Share"}, "time_spent": {"viewport_time": 155.60, "attention_time": 539.10, "reading_seconds": 122.00, "duration_seconds": 58}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 31.60}'
83,'{"scroll": {"depth": 11, "speed": 562.20, "percentage": 15.00}, "exit_type": "Bounce", "conversion": {"value": 3.44, "status": "Share"}, "time_spent": {"viewport_time": 113.00, "attention_time": 102.60, "reading_seconds": 1688.60, "duration_seconds": 1235}, "next_action": "Another Article", "bounce_status": "No", "click_seconds": 8.80}'
84,'{"scroll": {"depth": 48, "speed": 742.70, "percentage": 27.30}, "exit_type": "Timeout", "conversion": {"value": 9.58, "status": "Newsletter"}, "time_spent": {"viewport_time": 226.10, "attention_time": 727.80, "reading_seconds": 342.50, "duration_seconds": 2461}, "next_action": "Search", "bounce_status": "Yes", "click_seconds": 55.30}'
85,'{"scroll": {"depth": 56, "speed": 969.80, "percentage": 40.00}, "exit_type": "Timeout", "conversion": {"value": 2.57, "status": "Newsletter"}, "time_spent": {"viewport_time": 112.10, "attention_time": 886.10, "reading_seconds": 1689.10, "duration_seconds": 1500}, "next_action": "Exit", "bounce_status": "No", "click_seconds": 52.80}'
86,'{"scroll": {"depth": 67, "speed": 250.60, "percentage": 6.80}, "exit_type": "Natural", "conversion": {"value": 22.77, "status": "Subscription"}, "time_spent": {"viewport_time": 204.40, "attention_time": 479.10, "reading_seconds": 1087.90, "duration_seconds": 1279}, "next_action": "Exit", "bounce_status": "Yes", "click_seconds": 17.90}'
87,'{"scroll": {"depth": 51, "speed": 755.60, "percentage": 7.50}, "exit_type": "Bounce", "conversion": {"value": 83.63, "status": "Share"}, "time_spent": {"viewport_time": 141.90, "attention_time": 702.50, "reading_seconds": 1700.70, "duration_seconds": 2742}, "next_action": "Share", "bounce_status": "Yes", "click_seconds": 6.80}'
