68,5129,36,242.0,'Disconnected',849,'4372651','9594391',0.006,268.00,944,-0.0055,0.0088,68
69,7022,42,466.0,'Connected',743,'9790341','6055424',0.010,200.00,980,-0.0029,0.0003,69
70,6626,76,463.0,'Connected',909,'1985723','7437259',-0.007,329.00,606,0.0045,0.0065,70
71,6599,40,380.0,'Connected',503,'5264518','2741594',0.009,615.00,525,-0.007,0.0022,71
72,7129,9,19.0,'Disconnected',65,'7304267','7769121',0.004,687.00,758,-0.0064,0.01,72
73,3273,40,190.0,'Connected',502,'6348251','7435404',0.007,681.00,974,-0.0043,0.0045,73
74,5069,46,662.0,'Connected',659,'3378189','8879080',-0.008,500.00,185,0.0036,0.0071,74
75,831,20,718.0,'Connected',422,'2993557','7572046',0.008,344.00,853,0.0075,0.0097,75
76,850,96,748.0,'Connected',484,'4674468','7346458',-0.009,323.00,898,-0.0029,0.0062,76
77,5227,52,138.0,'Connected',41,'1235312','9495500',-0.005,329.00,219,0.0019,0.0001,77
78,3652,52,205.0,'Connected',511,'9581651','7305914',-0.005,284.00,863,-0.0059,0.0091,78
79,1862,70,534.0,'Connected',920,'6340969','9656330',-0.007,292.00,942,0.0058,0.0025,79
80,4472,34,357.0,'Disconnected',499,'5306581','3057022',0.009,741.00,753,0.0096,0.0058,80
81,4443,92,350.0,'Connected',567,'6644473','7505781',0.005,905.00,230,0.0038,0.0064,81
82,9080,17,354.0,'Connected',663,'4123976','6011308',-0.004,526.00,528,0.0068,0.0094,82
83,8811,47,808.0,'Disconnected',955,'5255708','7835985',0.004,540.00,926,-0.0026,0.0031,83
84,631,3,481.0,'Connected',756,'5468470','8389387',0.002,34.00,827,0.0089,0.0082,84
85,7602,72,770.0,'Connected',66,'4941184','7527386',0.000,38.00,519,-0.0013,0.0022,85
86,603,82,438.0,'Connected',651,'9020623','5445955',0.005,644.00,18,0.0046,0.0022,86
87,4528,88,192.0,'Disconnected',854,'6351762','4482464',-0.001,90.00,654,0.0067,0.0001,87
88,500,44,874.0,'Connected',964,'9012820','2299384',-0.002,569.00,8,-0.0009,0.0033,88
89,1709,54,81.0,'Connected',636,'7382708','4746158',0.000,250.00,793,-0.0042,0.0074,89
90,8989,12,51.0,'Disconnected',107,'7885032','8787238',0.008,664.00,375,-0.0026,0.0072,90
91,7017,69,40.0,'Connected',759,'5648502','1657035',-0.009,579.00,88,-0.0047,0.0004,91
92,677,12,680.0,'Connected',615,'3562291','9376159',0.002,915.00,307,-0.0083,0.004,92
93,404,11,665.0,'Disconnected',448,'3282034','2287062',0.002,136.00,886,0.0023,0.0004,93
94,8586,39,192.0,'Disconnected',793,'1580960','1731615',0.008,454.00,247,-0.0099,0.0097,94
95,8773,57,133.0,'Disconnected',265,'3506668','1112383',-0.007,613.00,821,0.0034,0.0002,95
96,5355,73,904.0,'Connected',712,'8973627','8597750',0.010,691.00,801,-0.0039,0.0046,96
97,7383,24,231.0,'Connected',225,'9713348','4508918',0.010,494.00,735,0.0011,0.0029,97
98,6567,21,689.0,'Connected',908,'4578668','1934148',0.006,945.00,799,0.0072,0.0088,98
99,5301,88,708.0,'Connected',228,'7395229','4501393',0.001,347.00,695,-0.0025,0.0046,99
100,557,86,827.0,'Connected',166,'7055312','3156632',-0.004,606.00,727,-0.004,0.002,100
101,2527,12,294.0,'Connected',446,'6108021','8230638',-0.005,691.00,323,0.0052,0.0041,101
102,6973,62,931.0,'Disconnected',256,'1611208','8235162',0.001,719.00,275,0.0066,0.0073,102
103,8326,32,538.0,'Connected',363,'8215446','2524986',-0.009,496.00,184,0.001,0.0066,103
104,3740,43,721.0,'Connected',956,'9818856','8209666',-0.009,583.00,600,-0.0001,0.004,104
105,5903,43,324.0,'Connected',906,'4266949','2117956',-0.002,999.00,782,0.0069,0.0097,105
106,412,73,702.0,'Connected',632,'1577353','8839476',0.000,487.00,359,-0.0038,0.005,106
107,8314,6,743.0,'Connected',219,'5360035','5223898',0.004,54.00,55,0.0075,0.0019,107
108,8464,94,236.0,'Connected',41,'7564379','2769496',-0.010,366.00,793,-0.0078,0.0034,108
109,1048,88,7.0,'Disconnected',969,'7475538','9519788',0.008,714.00,854,-0.0087,0.0003,109
110,8268,17,666.0,'Connected',532,'4549402','2399334',-0.002,913.00,802,-0.01,0.005,110
111,3350,32,597.0,'Connected',792,'2803454','9643477',-0.005,317.00,562,-0.0042,0.0079,111
112,7905,68,418.0,'Disconnected',309,'8046334','1138383',-0.007,903.00,465,0.0058,0.0079,112
113,6547,78,861.0,'Disconnected',420,'8518530','4968488',0.003,354.00,944,-0.0099,0.0075,113
114,2565,43,862.0,'Disconnected',689,'2606721','1377296',-0.003,299.00,282,-0.0028,0.0008,114
115,304,19,982.0,'Connected',54,'8133021','6703392',-0.010,233.00,972,-0.0056,0.008,115
116,7708,68,28.0,'Connected',610,'3799252','2372994',0.000,551.00,881,0.0024,0.0085,116
117,3511,97,978.0,'Disconnected',936,'7873528','6137017',-0.003,663.00,886,0.0028,0.0035,117
118,9590,77,933.0,'Connected',109,'8516665','2402541',-0.002,273.00,587,-0.0047,0.0092,118
119,4096,4,783.0,'Connected',599,'1470728','5367194',0.001,533.00,303,0.0095,0.0073,119
120,1686,72,880.0,'Disconnected',781,'7577389','5890913',-0.006,205.00,264,0.0062,0.0072,120
121,1660,52,490.0,'Connected',773,'6715275','9035524',0.008,86.00,102,0.0023,0.0066,121
122,2763,40,902.0,'Connected',409,'8092324','7999787',0.003,694.00,72,0.0081,0.009,122
123,8313,30,101.0,'Connected',484,'5664464','1422020',-0.007,718.00,345,0.0069,0.0014,123
124,8701,16,797.0,'Connected',672,'9233540','8209229',0.002,361.00,151,-0.0058,0.0039,124
125,7621,79,407.0,'Connected',498,'1867448','6425416',0.007,570.00,662,0.0086,0.0018,125
126,319,2,259.0,'Connected',715,'1040245','1518790',-0.002,811.00,395,-0.0053,0.0044,126
127,6751,2,920.0,'Disconnected',747,'7158349','2909423',0.004,507.00,366,-0.0065,0.0069,127
128,8859,68,755.0,'Connected',497,'4813042','1937388',0.002,355.00,770,0.0002,0.0042,128
129,685,19,932.0,'Disconnected',949,'8434652','6458151',0.007,266.00,194,0.0006,0.0064,129
130,6836,70,513.0,'Connected',235,'9607692','7064056',-0.007,790.00,446,0.0052,0.0091,130
131,3417,85,519.0,'Disconnected',402,'7311582','9711743',-0.010,760.00,871,-0.0007,0.0066,131
132,6070,21,891.0,'Disconnected',929,'1676276','5758131',-0.005,949.00,529,0.0033,0.0041,132
133,6634,77,856.0,'Connected',95,'3890614','2065169',-0.009,980.00,959,-0.003,0.0064,133
134,5893,32,330.0,'Connected',954,'5416442','3192225',0.006,276.00,416,-0.0043,0.0027,134
135,3252,19,268.0,'Disconnected',253,'3124291','3508346',-0.003,676.00,222,-0.0098,0.0053,135
136,7250,29,303.0,'Connected',728,'9684038','5604084',-0.003,966.00,156,0.0061,0.009,136
137,7262,73,920.0,'Disconnected',90,'1668500','7274737',-0.003,992.00,116,0.01,0.0086,137
138,178,55,672.0,'Disconnected',250,'1683633','6209433',0.006,397.00,617,-0.009,0.002,138
139,3668,5,987.0,'Disconnected',747,'6885253','6389852',-0.008,128.00,155,-0.0087,0.0088,139
140,4317,82,702.0,'Connected',378,'1161552','2133367',0.008,417.00,276,0.0085,0.0088,140
141,1809,2,681.0,'Disconnected',84,'1220217','7705748',-0.006,147.00,293,0.0078,0.0055,141
142,7770,84,13.0,'Connected',624,'8474619','2743524',-0.009,686.00,848,-0.0059,0.0027,142
143,3778,66,30.0,'Disconnected',856,'6708720','2075122',0.006,65.00,315,0.0078,0.0085,143
144,4333,40,37.0,'Connected',671,'2645113','3719723',-0.006,64.00,493,-0.0027,0.0075,144
145,4739,18,956.0,'Connected',942,'1736930','1853668',0.000,836.00,253,0.009,0.0079,145
146,8513,9,946.0,'Connected',695,'7077657','3870111',-0.001,74.00,303,0.001,0.0036,146
147,8679,33,526.0,'Connected',982,'1769875','7034487',0.009,938.00,743,0.0,0.0075,147
148,4993,50,211.0,'Disconnected',17,'8363274','3476559',0.009,698.00,996,0.0095,0.0024,148
149,4689,10,726.0,'Connected',222,'8276250','3621344',0.005,363.00,11,-0.0076,0.0086,149
150,1093,95,793.0,'Disconnected',150,'6622086','3633173',-0.009,39.00,746,0.0061,0.009,150
151,3586,47,797.0,'Connected',861,'8804315','1206805',-0.004,575.00,996,0.0053,0.0057,151
152,3216,94,87.0,'Disconnected',588,'4786639','5579752',-0.001,500.00,134,0.0059,0.0028,152
153,3617,34,543.0,'Disconnected',247,'1800610','7559707',0.002,498.00,946,0.0099,0.0052,153
154,2571,45,859.0,'Connected',497,'3320392','2346414',0.007,18.00,876,-0.0023,0.0093,154
155,7875,84,388.0,'Disconnected',338,'1707133','9052287',-0.006,408.00,889,-0.007,0.0003,155
156,5426,68,478.0,'Connected',944,'1648611','2049861',0.000,9.00,821,0.0037,0.0006,156
157,9562,68,495.0,'Connected',367,'8565933','1095268',0.004,126.00,503,-0.0018,0.0037,157
158,5375,51,951.0,'Connected',656,'3507702','2541783',0.003,697.00,972,0.0037,0.0091,158
159,1156,48,996.0,'Disconnected',594,'2720505','5674139',0.008,713.00,167,0.0065,0.0031,159
160,3958,33,498.0,'Disconnected',613,'1637310','6701200',0.003,80.00,31,0.0058,0.0005,160
161,6735,6,405.0,'Disconnected',453,'2469762','9628994',0.004,18.00,348,-0.006,0.0072,161
162,8216,38,104.0,'Connected',457,'9183621','9665505',-0.004,561.00,575,-0.0053,0.0093,162
163,3469,58,509.0,'Disconnected',993,'3311269','5294021',0.007,65.00,103,-0.0042,0.0026,163
164,5183,26,44.0,'Connected',327,'7891940','2474337',-0.007,266.00,776,0.0073,0.0073,164
165,9988,53,860.0,'Connected',264,'1749641','5027128',-0.010,664.00,325,-0.0055,0.0025,165
166,9483,54,507.0,'Connected',310,'5315098','9961851',-0.006,965.00,137,0.003,0.0009,166
167,8860,11,923.0,'Disconnected',325,'1357432','4979556',0.010,782.00,471,-0.0029,0.0035,167
168,3207,49,455.0,'Connected',354,'2096071','8734275',-0.007,798.00,6,0.0054,0.0023,168
169,6248,38,424.0,'Disconnected',47,'4240738','1751041',-0.009,721.00,672,0.0012,0.0001,169
170,6730,45,367.0,'Disconnected',181,'3620408','4245038',0.003,436.00,73,-0.0044,0.002,170
171,5483,76,546.0,'Connected',583,'1366126','5180994',0.009,226.00,655,0.0005,0.0061,171
172,2707,61,618.0,'Connected',486,'8146543','2329897',0.004,153.00,157,-0.0009,0.0054,172
173,6227,72,166.0,'Disconnected',887,'8546741','2239209',-0.008,624.00,937,-0.0007,0.0012,173
174,2064,5,236.0,'Connected',175,'4887859','8108033',-0.008,695.00,42,-0.0099,0.0016,174
175,9733,64,450.0,'Connected',594,'5817840','8779647',0.005,184.00,616,-0.0078,0.0098,175
176,7777,79,520.0,'Disconnected',234,'3906629','6082818',0.004,719.00,720,0.0045,0.0045,176
177,732,22,570.0,'Connected',202,'8331447','3106150',-0.007,874.00,543,0.0047,0.0094,177
178,6782,65,690.0,'Disconnected',229,'9527564','8206125',-0.001,406.00,789,0.0089,0.006,178
179,7628,60,425.0,'Connected',523,'6949369','3812616',-0.009,985.00,898,-0.0045,0.0099,179
180,123,14,8.0,'Disconnected',537,'4051883','5918280',-0.008,133.00,707,-0.0055,0.0069,180
181,6922,36,26.0,'Disconnected',680,'6785849','4414445',-0.009,985.00,378,0.0027,0.0015,181
182,4478,24,123.0,'Disconnected',770,'8684303','3214395',-0.008,298.00,528,-0.0062,0.0007,182
183,5128,27,602.0,'Connected',575,'8749955','4162737',-0.007,694.00,908,0.001,0.0031,183
184,374,60,245.0,'Connected',266,'1724676','9384374',0.003,312.00,476,0.0024,0.0002,184
185,7661,19,860.0,'Connected',538,'2775374','5275263',0.001,107.00,775,-0.0035,0.0028,185
186,8311,35,62.0,'Disconnected',483,'4643989','1827798',0.001,225.00,635,0.0076,0.0015,186
187,7521,34,42.0,'Disconnected',371,'6631722','1581537',0.009,555.00,363,0.0093,0.0099,187
188,4513,86,158.0,'Connected',311,'1880568','4709902',0.000,470.00,666,0.0022,0.0017,188
189,1021,5,747.0,'Disconnected',875,'9656526','8632805',-0.006,661.00,31,-0.0044,0.0002,189
190,9912,95,137.0,'Disconnected',816,'3095397','6572009',-0.007,274.00,16,0.0058,0.0065,190
191,9982,77,961.0,'Disconnected',180,'8613822','7612533',0.000,349.00,765,-0.0049,0.0045,191
192,6245,63,329.0,'Disconnected',152,'7564965','9266099',0.006,450.00,130,-0.0038,0.0001,192
193,7116,90,334.0,'Connected',756,'2959730','5099476',-0.004,315.00,502,0.0062,0.0026,193
194,8972,87,197.0,'Connected',510,'4941380','9753265',-0.001,441.00,325,0.0055,0.0031,194
195,5666,82,907.0,'Disconnected',34,'8622205','2366624',-0.002,90.00,435,-0.0045,0.0073,195
196,1492,23,594.0,'Connected',131,'8744896','1062087',0.005,852.00,603,-0.0044,0.0054,196
197,5061,46,718.0,'Connected',300,'8700804','1160088',0.010,738.00,125,0.0095,0.003,197
198,3457,43,165.0,'Disconnected',3,'5330293','4566897',-0.006,378.00,835,-0.0088,0.0071,198
199,2828,62,115.0,'Connected',746,'2134898','5169946',-0.004,648.00,934,-0.0035,0.0055,199
200,7415,84,712.0,'Connected',190,'4014049','7646869',-0.004,175.00,816,-0.0014,0.0053,200
201,3067,97,605.0,'Connected',971,'3539108','8947295',0.010,522.00,675,0.005,0.0056,201
202,8740,97,396.0,'Connected',219,'1224850','9006077',0.006,507.00,91,-0.0089,0.0018,202
203,7920,7,308.0,'Connected',307,'4376276','1144959',-0.004,672.00,162,0.0041,0.0012,203
204,9013,5,609.0,'Connected',490,'7575383','8337490',-0.009,273.00,614,-0.0022,0.0014,204
205,4940,89,383.0,'Connected',787,'6487832','1095273',-0.001,822.00,46,0.0014,0.008,205
206,8447,28,278.0,'Disconnected',427,'4993913','4738789',-0.007,523.00,662,0.0012,0.0045,206
207,3602,17,622.0,'Connected',144,'3750797','3001110',0.008,435.00,544,-0.0002,0.0069,207
208,7607,62,43.0,'Disconnected',603,'9159057','5381820',0.005,886.00,322,0.0089,0.008,208
209,15,38,26.0,'Disconnected',726,'6683970','8740246',0.002,906.00,590,-0.0035,0.0011,209
210,1251,93,706.0,'Connected',219,'7983823','5990065',0.006,214.00,274,0.0075,0.0061,210
211,2390,29,400.0,'Disconnected',449,'1676472','5180253',-0.005,40.00,645,-0.0096,0.0003,211
212,2628,28,259.0,'Connected',226,'6928384','7032607',0.006,35.00,212,0.009,0.0076,212
213,348,57,682.0,'Connected',577,'2553252','7898475',0.005,768.00,513,0.0006,0.0077,213
214,251,76,730.0,'Disconnected',175,'5321794','7712310',0.007,765.00,703,0.0083,0.0055,214
215,8795,12,262.0,'Disconnected',963,'3829003','1970826',-0.009,933.00,259,0.0088,0.0038,215
216,774,33,52.0,'Connected',342,'4320213','2233102',0.003,547.00,616,-0.0017,0.0053,216
217,6739,84,29.0,'Connected',772,'4526183','4383267',0.008,166.00,154,0.0062,0.0073,217
218,2054,69,944.0,'Disconnected',502,'6368093','1300414',0.001,755.00,416,0.0044,0.0016,218
219,9579,61,15.0,'Connected',776,'7647346','7626210',-0.002,223.00,872,-0.0051,0.0057,219
220,8589,89,594.0,'Disconnected',603,'3936295','8937830',0.004,727.00,362,-0.0066,0.0098,220
221,104,58,560.0,'Disconnected',9,'8278961','9709485',0.007,452.00,606,-0.0036,0.0056,221
222,576,34,252.0,'Disconnected',920,'4607860','4858357',0.009,509.00,98,0.0071,0.0047,222
223,3629,80,636.0,'Disconnected',818,'2777794','9325096',0.008,535.00,100,0.0051,0.0093,223
224,8799,6,782.0,'Connected',904,'3934095','2157928',0.009,706.00,408,0.0003,0.01,224
225,890,76,664.0,'Connected',645,'2493572','6904245',0.001,503.00,594,0.0006,0.0062,225
226,4495,5,649.0,'Disconnected',356,'6937237','1307795',-0.008,633.00,385,0.0007,0.0091,226
227,2127,8,944.0,'Connected',263,'5837123','4294663',-0.002,550.00,305,0.0031,0.0035,227
228,3979,25,577.0,'Disconnected',772,'9147269','9584667',-0.002,973.00,285,0.0091,0.0034,228
229,6922,5,896.0,'Disconnected',537,'2831447','4623279',-0.006,799.00,914,-0.0061,0.0048,229
230,6275,49,727.0,'Connected',346,'7841239','8776647',0.001,741.00,175,-0.0088,0.0016,230
231,7372,67,809.0,'Disconnected',739,'9330933','4184378',0.005,837.00,832,0.002,0.0014,231
232,3964,4,151.0,'Connected',637,'1331785','4465626',-0.009,268.00,575,0.0006,0.0069,232
233,1714,29,862.0,'Disconnected',633,'7325819','2435512',-0.009,390.00,784,-0.0078,0.0095,233
234,2130,77,270.0,'Connected',633,'9625847','8572149',-0.008,68.00,131,0.0085,0.0058,234
235,2056,43,329.0,'Connected',412,'3458705','2318879',0.003,296.00,888,0.0027,0.0043,235
236,33,98,400.0,'Connected',242,'4788238','8889784',-0.009,293.00,834,0.0001,0.0079,236
237,9900,8,677.0,'Disconnected',809,'5687775','7735818',0.002,710.00,406,0.0013,0.0018,237
238,7105,88,460.0,'Disconnected',866,'6204372','5189462',-0.003,857.00,573,0.0093,0.0031,238
239,9549,82,126.0,'Disconnected',543,'1217544','7274299',0.008,809.00,273,0.007,0.0052,239
240,7508,9,933.0,'Disconnected',782,'6053132','7112823',-0.007,552.00,766,0.0052,0.0052,240
241,5955,21,598.0,'Disconnected',18,'8551254','6908694',-0.002,516.00,292,0.0037,0.0058,241
242,9402,55,394.0,'Connected',612,'9845963','4070978',0.008,19.00,281,-0.0025,0.0038,242
243,7145,32,54.0,'Connected',139,'1197110','6074992',0.001,866.00,793,0.0073,0.0036,243
244,4902,65,253.0,'Connected',166,'7470052','8221758',0.002,118.00,420,0.0021,0.0087,244
245,5639,43,134.0,'Disconnected',512,'2534500','7734613',0.001,786.00,867,0.0052,0.0037,245
246,4230,1,704.0,'Connected',910,'1548527','5693542',0.000,938.00,195,0.0021,0.0025,246
247,3978,67,419.0,'Connected',131,'4473061','9783853',-0.006,591.00,801,-0.0055,0.0079,247
248,635,18,615.0,'Connected',167,'1152899','1832922',0.000,976.00,353,-0.0083,0.0073,248
249,7263,86,335.0,'Connected',17,'8088935','7482967',0.000,479.00,959,-0.0016,0.002,249
250,4733,41,987.0,'Disconnected',419,'5247581','8109836',0.007,221.00,358,0.0019,0.0004,250
251,7772,72,457.0,'Disconnected',128,'7269314','4007981',-0.008,799.00,137,-0.0059,0.0046,251
252,6885,52,442.0,'Connected',583,'3215601','5531336',0.006,767.00,624,0.0057,0.0036,252
253,2480,56,733.0,'Disconnected',634,'1263784','4253876',0.003,624.00,610,0.008,0.0054,253
254,4120,74,407.0,'Connected',259,'7333648','4156915',-0.005,521.00,310,-0.0095,0.0058,254
255,8034,52,841.0,'Connected',216,'4701559','5755362',0.000,470.00,352,-0.0064,0.0015,255
256,512,45,834.0,'Disconnected',381,'2566801','4391699',-0.009,829.00,682,0.0094,0.0057,256
257,2974,5,702.0,'Connected',748,'2309755','4290440',0.005,647.00,342,-0.0088,0.0068,257
258,7492,76,549.0,'Connected',882,'9113687','1464196',-0.006,543.00,279,-0.0074,0.0043,258
259,9025,59,18.0,'Disconnected',702,'5021598','5592910',-0.009,578.00,820,0.0046,0.0022,259
260,6365,36,740.0,'Connected',750,'7330180','9790659',0.001,406.00,492,0.0017,0.0057,260
261,2206,6,287.0,'Connected',558,'2276163','4483608',-0.004,952.00,845,-0.0055,0.0024,261
262,1675,6,26.0,'Disconnected',750,'5766392','5076039',-0.008,930.00,769,-0.0041,0.0078,262
263,1389,64,792.0,'Connected',644,'1113185','7544898',0.006,485.00,473,-0.0056,0.0009,263
264,4692,25,225.0,'Disconnected',796,'4325828','5445724',0.000,568.00,499,-0.0022,0.0038,264
265,4915,44,750.0,'Disconnected',122,'7137531','5539895',0.009,304.00,155,0.0007,0.0081,265
266,4432,13,268.0,'Disconnected',384,'7903428','4285664',0.006,895.00,190,0.0067,0.009,266
267,5395,3,772.0,'Connected',608,'1854298','1811885',0.003,64.00,386,-0.0083,0.009,267
268,9074,21,333.0,'Connected',202,'9886425','6969903',0.008,987.00,692,0.0038,0.0066,268
269,8521,27,826.0,'Disconnected',902,'8750245','8067750',-0.007,984.00,846,-0.0089,0.0052,269
270,274,64,401.0,'Connected',560,'8172277','8788018',-0.001,912.00,984,-0.0048,0.0057,270
271,151,93,509.0,'Disconnected',262,'3734177','9077525',-0.010,357.00,85,-0.0001,0.0015,271
272,8694,64,229.0,'Disconnected',561,'1700135','8594389',-0.003,29.00,683,-0.0079,0.0046,272
273,6706,97,945.0,'Connected',331,'9016805','9702267',-0.010,414.00,582,0.0011,0.0056,273
274,3236,82,235.0,'Disconnected',499,'9752369','7661243',-0.005,824.00,445,-0.0045,0.008,274
275,9072,40,129.0,'Disconnected',429,'1052934','1227779',-0.008,736.00,902,-0.0089,0.007,275
276,3901,28,514.0,'Connected',537,'7424024','8216766',-0.002,98.00,775,-0.0067,0.0085,276
277,3858,85,607.0,'Disconnected',397,'2221703','9633058',-0.001,498.00,584,-0.0061,0.007,277
