14,0.0008,'2025-02-19 10:29:46.000',955070.57000,3023571.26,98844,3265745.120,-0.184,46443.130,39970.440,45130.190,786005502.000,20124586.540,20785263.020,24405027.160,0.341,64,0.03,19.94,14
15,-0.0004,'2025-02-19 11:29:46.000',224282.15000,2013522.67,97356,4733545.020,0.178,23304.900,21872.910,22586.700,65176838.190,3008565.400,4087500.430,4673651.420,0.396,53,0.15,4.63,15
16,-0.0002,'2025-02-19 16:29:46.000',770653.03000,2997550.63,92274,8025372.960,-0.154,1060.240,950.540,1024.480,770512879.600,22099101.310,27424584.030,36381012.820,0.403,43,0.59,19.23,16
17,-0.0007,'2025-02-19 11:29:46.000',870733.06000,4575166.01,43487,1990983.890,-0.197,33240.640,29364.320,32400.900,972855172.370,27224357.780,46924751.440,84080271.450,0.206,31,0.36,87.52,17
18,0.0003,'2025-02-19 13:29:46.000',443744.46000,4466927.64,62966,5225039.940,-0.134,47613.090,39506.720,45452.210,590987075.510,34182773.200,67891025.720,69461109.270,0.177,89,0.06,50.01,18
19,0.0000,'2025-02-19 16:29:46.000',262658.66000,6775652.24,22791,4016277.710,-0.018,4554.280,4104.800,4057.480,532760333.020,97840085.030,123857768.470,200144907.520,0.324,21,0.96,34.48,19
20,-0.0006,'2025-02-19 10:29:46.000',321642.09000,2163261.9,40172,2807596.720,-0.003,14886.990,13614.010,14241.770,87345940.460,21859642.430,28930004.510,48278178.240,0.156,98,0.01,88.59,20
21,-0.0008,'2025-02-19 11:29:46.000',81372.52000,3994423.89,65006,1709859.050,0.153,48257.780,46678.920,45009.300,827089135.770,59304745.830,108410002.060,128997067.320,0.428,87,0.25,58.73,21
22,-0.0004,'2025-02-19 13:29:46.000',371797.44000,2300571.13,33655,6720238.240,-0.026,31831.590,30057.140,30118.540,523799630.010,84853804.960,97456938.120,120209320.890,0.147,11,0.55,80.23,22
23,-0.0002,'2025-02-19 14:29:46.000',400114.84000,8370257.5,21606,1996114.430,0.150,46885.980,39763.070,44233.160,513145914.420,65758288.050,85418024.210,151744780.420,0.204,38,0.57,28.06,23
24,0.0001,'2025-02-19 13:29:46.000',498135.05000,3224673.8,12046,641825.180,0.092,14383.070,12948.500,13922.750,975349484.110,42197958.700,74391856.910,96601425.190,0.092,77,0.52,86.17,24
25,0.0006,'2025-02-19 09:29:46.000',371974.06000,4732354.03,71820,9428439.600,-0.041,8642.900,7502.360,7947.370,338931018.630,68281659.360,73011983.310,74592797.570,0.216,16,0.75,85.31,25
26,0.0009,'2025-02-19 12:29:46.000',102476.87000,1755860.0,10567,2473635.220,-0.182,461.310,409.700,445.900,409860339.600,39091326.010,56278146.220,63049984.080,0.113,59,0.60,17.86,26
27,-0.0005,'2025-02-19 14:29:46.000',127047.53000,1924623.85,17152,2023693.580,0.159,31081.220,28456.800,29848.380,170906417.350,83896439.140,107224419.870,183740778.900,0.230,53,0.72,73.38,27
28,-0.0005,'2025-02-19 09:29:46.000',399065.09000,8704596.96,41897,4738705.610,0.150,2699.650,2366.310,2557.180,123232423.720,52038347.140,56158772.830,86484068.990,0.327,2,0.83,87.77,28
29,0.0007,'2025-02-19 15:29:46.000',498707.19000,1136480.09,18492,3659802.120,-0.034,42869.750,36926.030,39429.260,616064060.760,32988112.520,47211842.290,57953720.870,0.096,59,0.65,53.45,29
30,0.0008,'2025-02-19 10:29:46.000',799320.79000,7605724.89,91467,9379501.630,0.029,18285.510,15543.470,17336.080,734605560.440,93812852.780,141165556.520,192550243.530,0.457,16,0.70,39.04,30
31,-0.0001,'2025-02-19 13:29:46.000',107764.50000,3326928.92,23885,6817244.550,-0.135,13199.610,12299.560,13112.570,281238585.080,67523984.280,119291317.590,196713967.930,0.414,39,0.55,81.17,31
32,0.0008,'2025-02-19 13:29:46.000',923707.41000,7478800.25,71138,893036.740,0.074,26459.950,23787.950,24820.860,306011794.370,47005702.740,49945769.000,86802188.210,0.464,95,0.81,5.08,32
33,0.0001,'2025-02-19 11:29:46.000',864460.10000,2841809.5,75470,6628742.530,0.059,7000.490,6395.130,6188.930,919000977.700,19953155.540,30795205.830,50689378.530,0.216,27,0.84,5.36,33
34,-0.0003,'2025-02-19 10:29:46.000',451654.76000,2925557.58,25040,6220249.830,0.180,36219.280,32334.830,35712.350,203088314.380,91419499.800,128468821.670,241690160.310,0.498,42,0.32,31.20,34
35,-0.0005,'2025-02-19 10:29:46.000',882194.37000,3666914.79,80239,9343870.220,0.182,40396.800,35306.580,39060.090,339494123.930,83165510.000,112367141.120,130539930.240,0.258,97,0.39,41.07,35
36,0.0005,'2025-02-19 13:29:46.000',719727.86000,744665.37,31317,2826504.730,0.083,24201.700,20802.900,22167.790,431696322.590,66917837.890,103878493.080,119211612.900,0.277,78,0.36,0.29,36
37,-0.0003,'2025-02-19 15:29:46.000',355887.73000,1959572.79,1953,9780766.200,-0.073,49878.100,45230.990,47575.080,459541749.390,20810827.220,24073502.320,33364489.580,0.071,25,0.87,37.47,37
38,-0.0006,'2025-02-19 09:29:46.000',473392.47000,6324966.98,63007,1631576.920,-0.061,16920.500,15604.100,15602.600,263116236.850,49173416.590,68517900.390,127530723.140,0.128,65,0.87,96.15,38
39,0.0001,'2025-02-19 13:29:46.000',238885.26000,1815844.98,79608,3384612.420,0.160,46952.540,43824.440,44512.710,761519773.930,25169491.160,36808892.010,64779427.430,0.331,44,0.97,78.22,39
40,-0.0008,'2025-02-19 11:29:46.000',515695.75000,7732898.6,15660,7317274.920,0.008,26657.000,22816.110,24023.260,222047098.320,70213429.450,78661035.100,104391334.580,0.425,35,0.39,49.36,40
41,-0.0001,'2025-02-19 10:29:46.000',511591.33000,2063541.73,7276,1517692.560,-0.132,23649.380,21497.070,23026.180,387847377.590,1273598.940,1891105.680,3176401.530,0.425,22,0.23,82.37,41
42,0.0005,'2025-02-19 16:29:46.000',692842.79000,8067773.59,81258,141365.720,-0.086,48333.520,43351.430,44389.670,450354006.570,96073411.000,143591307.970,188640364.950,0.083,38,0.25,13.85,42
43,-0.0006,'2025-02-19 11:29:46.000',966452.11000,1928963.53,82248,6924043.900,-0.129,17107.290,16112.370,15818.690,491363074.000,51020778.360,86645832.290,86700066.180,0.031,89,0.81,90.08,43
44,0.0005,'2025-02-19 11:29:46.000',674754.78000,3173933.48,62439,5673080.530,-0.166,5956.570,5182.830,5697.480,238008184.060,17808630.390,22772316.090,29863973.090,0.290,39,0.07,16.79,44
45,0.0002,'2025-02-19 10:29:46.000',703889.68000,2706416.73,40654,4381542.730,-0.153,18779.270,15474.380,17898.200,254465550.790,18224302.220,19489025.530,30887492.440,0.064,46,0.39,36.22,45
46,0.0002,'2025-02-19 14:29:46.000',883684.81000,2367407.44,39689,3006722.620,0.147,50778.620,43365.950,48474.010,78883682.580,5497128.130,5927266.020,11008948.420,0.112,35,0.24,11.47,46
47,0.0005,'2025-02-19 10:29:46.000',891748.96000,9893954.35,57777,1032735.060,0.088,16953.730,15526.110,15909.460,246677246.080,30227913.330,47881219.680,62461419.690,0.156,5,0.08,22.27,47
48,-0.0009,'2025-02-19 13:29:46.000',383783.06000,6862657.45,92487,3427620.010,0.022,6860.460,6486.590,6553.970,533716451.450,63689738.630,114820674.170,202794032.510,0.031,13,0.58,49.51,48
49,-0.0008,'2025-02-19 09:29:46.000',606012.55000,4519535.75,72335,8953077.220,-0.078,37151.970,33565.780,32821.580,40833096.670,48719216.130,74155573.410,110566517.470,0.199,29,0.86,62.53,49
50,-0.0003,'2025-02-19 15:29:46.000',498708.24000,309481.22,81603,8763150.060,-0.112,43268.580,39030.060,41004.870,665412624.490,52704047.100,97353067.010,140746449.410,0.199,89,0.89,92.07,50
51,0.0002,'2025-02-19 10:29:46.000',290251.35000,8870861.06,31604,7645141.140,0.055,13846.700,11506.260,13371.340,624550059.370,91196218.100,158979170.780,263730154.690,0.263,23,0.03,61.47,51
52,0.0003,'2025-02-19 10:29:46.000',132014.38000,2166898.84,2993,3872873.470,0.106,22541.390,19221.560,20767.090,23811323.700,2955228.130,3756371.830,7358909.090,0.011,31,0.98,47.24,52
53,-0.0003,'2025-02-19 11:29:46.000',706614.50000,7236168.9,26346,8329706.700,-0.186,43490.520,37724.390,41940.230,634922272.280,20632354.240,31297264.150,42316561.930,0.206,31,0.09,26.84,53
54,-0.0008,'2025-02-19 11:29:46.000',599242.12000,8376530.88,12059,3857251.790,-0.076,20485.640,17081.530,18151.180,94254232.810,47421266.590,60862383.140,98455186.180,0.115,76,0.27,99.82,54
55,-0.0006,'2025-02-19 09:29:46.000',462131.63000,5478326.83,44103,9417198.690,0.002,2789.980,2588.360,2664.540,756772350.110,6139736.570,8775064.520,9471022.160,0.487,95,0.08,20.84,55
56,0.0000,'2025-02-19 10:29:46.000',883388.39000,5651112.11,32919,3727621.650,0.030,33036.330,29393.960,33066.130,558287232.030,63525559.730,101699141.820,104395853.600,0.318,97,0.08,65.69,56
57,-0.0005,'2025-02-19 11:29:46.000',62234.52000,8839573.42,87780,8079349.990,-0.027,9294.890,8838.250,9388.670,604676962.750,84461328.910,134958167.070,186474448.000,0.074,34,0.70,40.70,57
58,-0.0010,'2025-02-19 10:29:46.000',255343.63000,7934715.23,52006,1206812.550,-0.019,46921.490,41148.560,41164.580,405293367.980,8751989.570,15152353.700,18921762.280,0.472,14,0.99,72.40,58
59,0.0000,'2025-02-19 12:29:46.000',512522.80000,5619398.44,29794,7129885.160,-0.146,29269.730,26266.510,25550.200,830364579.850,45295368.340,48006386.070,77737132.150,0.468,19,0.80,93.79,59
60,0.0003,'2025-02-19 13:29:46.000',330132.90000,1614502.89,82778,4327933.430,-0.004,45272.310,38845.340,42442.810,223427108.460,49061583.250,71361731.890,136112881.510,0.418,42,0.17,59.98,60
61,-0.0002,'2025-02-19 14:29:46.000',304119.77000,8556600.53,63608,5440981.320,0.026,41820.110,38182.170,40248.720,259733542.360,19408225.900,24287286.140,31624402.510,0.468,4,0.84,16.84,61
62,0.0000,'2025-02-19 16:29:46.000',600531.46000,4621803.06,82746,9361586.750,-0.167,42362.910,35794.040,39835.130,366396003.590,61532387.310,90675792.620,126745701.070,0.458,91,0.51,52.24,62
63,0.0008,'2025-02-19 11:29:46.000',946226.99000,7513279.71,29141,3430060.620,0.060,668.560,636.860,612.320,540475575.540,1902826.040,2413637.150,3396268.570,0.091,92,0.40,83.34,63
64,-0.0005,'2025-02-19 11:29:46.000',400814.08000,8497784.28,54661,5607834.950,0.101,47193.660,45162.270,48336.860,658801804.440,90746650.930,103310498.670,186472472.770,0.263,55,0.32,30.63,64
65,0.0007,'2025-02-19 14:29:46.000',967863.67000,5474313.67,61547,9667439.590,0.074,20474.500,19309.170,20173.950,300423466.020,51630323.690,62436837.260,90245993.790,0.173,26,0.42,74.94,65
66,-0.0002,'2025-02-19 11:29:46.000',166146.09000,3873832.64,5736,6602949.050,-0.127,4660.910,3987.920,4566.730,433592892.850,95612091.480,175890396.210,331937972.290,0.069,28,0.26,46.79,66
67,-0.0010,'2025-02-19 11:29:46.000',580442.66000,9437963.59,12051,7886698.360,0.004,10084.450,8925.420,9312.310,380838888.510,63839810.610,93451464.240,127353189.240,0.341,37,0.11,61.13,67
68,-0.0008,'2025-02-19 16:29:46.000',458631.70000,1568562.33,65767,5002208.970,-0.035,44905.320,41452.540,44912.570,89754463.910,2420553.050,2794683.340,5346005.350,0.381,40,0.38,76.68,68
69,0.0004,'2025-02-19 12:29:46.000',460120.38000,6374673.15,3513,4686110.360,0.192,34379.880,30817.430,30646.550,80476060.450,14081222.010,15620628.630,22129362.440,0.297,28,0.75,4.25,69
70,0.0001,'2025-02-19 12:29:46.000',991951.91000,583698.62,99385,6259188.320,-0.145,27138.670,24628.810,28297.910,110798565.100,67731647.320,120576021.940,164956205.860,0.076,58,0.30,63.01,70
71,-0.0005,'2025-02-19 12:29:46.000',912408.53000,494644.4,32468,3557832.540,-0.031,46622.560,41186.310,41806.310,491857147.940,43700287.520,50779636.560,83107543.490,0.127,91,0.89,30.56,71
72,0.0008,'2025-02-19 11:29:46.000',891283.77000,1807749.58,84738,4923341.910,-0.115,33697.300,28473.550,30229.150,87521048.210,57983180.500,85590900.370,90001018.300,0.226,80,0.82,63.59,72
73,-0.0005,'2025-02-19 12:29:46.000',445941.06000,1790941.0,46867,3843266.460,0.140,16511.730,15701.440,15826.680,914411482.270,43537722.920,67090812.860,109561363.440,0.429,82,0.42,32.64,73
74,0.0005,'2025-02-19 09:29:46.000',272103.89000,9301211.54,21140,1297374.850,0.082,3084.200,2767.790,2794.300,186058621.330,59529682.730,93874943.040,124286820.490,0.110,92,0.65,55.32,74
75,0.0009,'2025-02-19 09:29:46.000',157808.31000,592769.65,80972,5669233.230,0.128,46754.510,39826.600,42663.080,620363608.340,64262719.150,110888508.480,116215917.520,0.152,100,0.30,91.29,75
76,-0.0004,'2025-02-19 10:29:46.000',659628.68000,4113460.9,43822,1620694.940,-0.143,32636.470,31042.590,31345.520,417755199.220,7166751.770,11422252.380,11501828.970,0.392,72,0.35,3.54,76
77,0.0010,'2025-02-19 13:29:46.000',423032.73000,4592762.64,22212,3125629.950,-0.066,34271.340,30226.590,32674.000,757024629.660,56895522.270,82895680.070,111055283.870,0.104,74,0.64,21.49,77
78,0.0002,'2025-02-19 12:29:46.000',428693.15000,6444038.54,22190,3385726.980,-0.046,52946.760,47351.760,47989.160,452573107.420,22874837.100,42641370.840,48268134.860,0.124,24,0.68,85.45,78
79,0.0010,'2025-02-19 12:29:46.000',74859.19000,7637594.3,56657,9050999.390,-0.188,33382.910,31390.170,30933.580,238216256.460,21736181.980,34450743.030,39770105.580,0.352,18,0.78,28.39,79
80,-0.0002,'2025-02-19 14:29:46.000',929291.20000,8905693.78,86976,1556568.050,0.123,17716.140,16699.660,16507.210,958727738.690,48941593.430,60442526.940,105373480.100,0.329,94,0.47,80.05,80
81,-0.0002,'2025-02-19 14:29:46.000',929224.20000,3089102.08,64753,7136556.140,-0.198,4915.610,4538.430,5016.370,263949798.280,87139326.350,91275059.210,140095898.100,0.108,9,0.13,95.65,81
82,-0.0008,'2025-02-19 13:29:46.000',674951.54000,3120124.68,97395,6794220.940,-0.142,1457.920,1238.590,1371.750,306975502.200,99793472.320,173951807.670,220739737.720,0.485,9,0.21,10.49,82
83,0.0005,'2025-02-19 09:29:46.000',591058.70000,3233644.13,27990,7170466.840,-0.174,34920.130,33594.330,34941.480,731670104.400,78153208.320,142968881.800,236760151.950,0.309,90,0.62,15.67,83
84,-0.0004,'2025-02-19 11:29:46.000',444578.04000,3452980.51,76217,5217757.340,-0.079,4956.880,4540.630,4528.430,502196562.100,36327001.470,59813978.830,119449241.610,0.191,41,0.62,58.18,84
85,0.0007,'2025-02-19 14:29:46.000',66407.23000,6645957.49,6659,4816715.480,-0.114,27038.200,23366.480,24592.210,309976418.160,43809878.030,49606719.620,71141408.750,0.141,39,0.83,17.10,85
86,0.0007,'2025-02-19 09:29:46.000',573855.43000,350423.69,69666,1693098.030,0.111,22294.390,20450.590,20444.200,350725865.710,58603489.970,100975755.970,112398371.890,0.248,55,0.73,83.35,86
87,0.0002,'2025-02-19 15:29:46.000',333853.63000,2359826.74,25585,9912915.970,0.109,20482.280,18388.610,19262.550,450818362.260,36281082.500,40169988.440,58592424.920,0.153,32,0.27,75.38,87
88,-0.0001,'2025-02-19 16:29:46.000',996222.00000,8140423.01,91167,2482154.220,0.114,11830.830,11273.000,11164.110,911328395.030,9628483.630,11259476.480,13066357.230,0.239,85,0.43,69.53,88
89,-0.0004,'2025-02-19 14:29:46.000',963122.03000,4946484.32,85643,6004792.640,0.157,26448.250,23744.840,24248.110,747432743.040,18341921.470,33052505.110,58192959.000,0.399,26,0.20,60.11,89
90,-0.0007,'2025-02-19 16:29:46.000',426076.66000,3194944.06,62034,1984349.060,-0.065,17206.590,16201.170,16072.090,735810402.490,33009437.920,39184462.990,40592642.940,0.483,95,0.05,54.27,90
91,0.0008,'2025-02-19 09:29:46.000',510405.53000,5193592.18,55121,7043023.290,0.071,37908.090,35187.290,35339.100,498512267.200,47906009.160,77212125.600,97281066.770,0.223,13,0.91,28.01,91
92,0.0005,'2025-02-19 13:29:46.000',808414.72000,3049292.21,61303,4375308.490,-0.147,42373.440,36292.990,37233.420,495787085.960,94269627.050,122963394.360,222983163.520,0.361,93,0.27,56.81,92
93,0.0002,'2025-02-19 11:29:46.000',811091.82000,1529959.77,42680,706579.750,0.091,32441.050,28640.170,29173.390,337229682.550,94308347.550,140650562.920,241989740.120,0.209,95,0.32,59.86,93
94,0.0005,'2025-02-19 10:29:46.000',332965.32000,6402989.73,34427,141957.590,0.126,44501.090,39071.640,43956.680,402992759.250,28861082.280,29658238.150,56831583.470,0.428,64,0.55,76.80,94
95,0.0003,'2025-02-19 16:29:46.000',99082.29000,400278.0,56840,3669262.970,-0.166,12463.120,11663.520,11808.770,97882059.170,82942485.550,105629227.160,154468202.720,0.152,99,0.95,70.47,95
96,-0.0005,'2025-02-19 09:29:46.000',257750.07000,2038066.26,77368,5105066.200,-0.199,5678.040,5221.330,5394.610,167431810.170,37477067.600,46320041.360,65105907.870,0.393,95,0.61,41.83,96
97,0.0006,'2025-02-19 12:29:46.000',734483.84000,9429314.78,18861,745116.640,-0.159,36348.870,31418.090,33936.810,423563577.940,15146081.230,28924216.330,54278960.600,0.318,47,0.97,24.19,97
98,0.0008,'2025-02-19 10:29:46.000',183942.07000,6102251.98,25488,2413714.190,-0.086,30323.770,28169.930,27790.370,382028546.920,93720464.500,157276640.470,289250936.330,0.075,100,0.93,59.06,98
99,-0.0006,'2025-02-19 15:29:46.000',867395.25000,9975586.09,17879,4279275.500,0.026,17617.050,15573.260,16942.500,5808753.560,97856252.460,190191817.040,313112810.850,0.216,55,0.69,61.08,99
100,-0.0006,'2025-02-19 14:29:46.000',475681.83000,8819714.34,71660,3140912.070,0.156,43351.360,41981.610,43284.080,959801852.480,28699271.280,43176485.840,52726998.040,0.328,22,0.70,99.32,100
101,0.0005,'2025-02-19 13:29:46.000',921459.20000,7948505.15,78207,551573.730,0.049,22414.080,19910.990,22828.270,223116882.080,90836205.320,176428907.450,184810862.020,0.314,88,0.40,99.61,101
102,0.0009,'2025-02-19 14:29:46.000',165228.39000,6838125.0,24910,1457106.820,-0.049,30050.460,24923.360,29040.180,910520194.270,72832512.830,93567015.960,97592961.280,0.279,76,0.65,41.13,102
103,-0.0009,'2025-02-19 09:29:46.000',26758.09000,5703201.59,60019,8466901.890,-0.076,15988.760,14072.160,14368.750,479629799.840,95744088.710,185270774.490,330418931.080,0.128,44,0.62,75.10,103
104,0.0008,'2025-02-19 12:29:46.000',575100.33000,2235616.94,90599,854171.440,0.136,214.380,184.750,203.230,589511137.810,94174622.750,164990056.040,231142104.880,0.100,11,0.24,22.05,104
105,-0.0002,'2025-02-19 10:29:46.000',862894.11000,1585447.73,26189,3793317.830,-0.091,7476.840,6983.590,6671.540,617149622.370,83952344.330,105991322.200,137351262.130,0.340,7,0.45,45.24,105
106,0.0001,'2025-02-19 15:29:46.000',656348.44000,5365867.21,23096,5790578.640,0.170,41307.690,36988.270,40069.580,365725596.010,6560222.410,10306102.700,14895737.500,0.443,88,0.89,95.95,106
107,-0.0002,'2025-02-19 14:29:46.000',444337.24000,7534112.24,22795,2079252.790,-0.126,21939.180,20334.530,21002.040,89456070.200,35572773.290,53492926.440,76226596.540,0.176,75,0.12,98.82,107
108,0.0002,'2025-02-19 14:29:46.000',896081.40000,1415470.31,92286,5799055.360,0.000,5809.390,4958.660,5500.640,69214719.930,60327065.810,68691201.680,123416496.810,0.275,16,0.53,82.00,108
109,-0.0004,'2025-02-19 11:29:46.000',613754.08000,389188.53,53649,7475964.070,-0.185,9509.280,8855.750,8925.850,500794223.120,18991157.160,23859578.630,46863910.840,0.160,96,0.19,92.38,109
110,0.0007,'2025-02-19 15:29:46.000',820900.29000,9745614.99,91503,1107221.750,-0.088,44083.070,38065.100,44112.950,51213611.290,2779929.620,4273957.420,6140267.510,0.312,49,0.49,3.49,110
111,-0.0005,'2025-02-19 16:29:46.000',767730.66000,6756117.98,51754,6017579.590,-0.066,24755.420,21060.020,22873.280,263611658.640,78390264.620,154298319.060,280375250.250,0.233,61,0.97,93.14,111
112,-0.0004,'2025-02-19 12:29:46.000',320509.23000,5611602.32,50800,8285430.910,0.110,28621.300,26080.870,26397.930,832863555.360,8001934.130,15344149.480,22456257.720,0.256,10,0.50,20.54,112
113,0.0002,'2025-02-19 13:29:46.000',324557.30000,8147239.88,21769,6303555.110,-0.057,11549.650,10157.440,11188.860,318396945.520,98078635.550,181465208.740,218014363.810,0.494,66,0.60,93.54,113
114,0.0009,'2025-02-19 09:29:46.000',382168.71000,7160376.4,17100,686856.340,-0.095,32929.790,29120.090,32508.050,894947565.180,36180387.630,44649167.100,64011237.330,0.463,99,0.87,39.94,114
115,0.0006,'2025-02-19 11:29:46.000',886658.33000,9537978.13,97949,1092838.230,-0.065,30297.460,28380.810,29603.430,328517219.630,2176535.810,3217333.050,4123546.710,0.141,61,0.94,89.28,115
116,0.0008,'2025-02-19 13:29:46.000',457389.68000,3557221.03,27574,1250855.180,0.086,40018.200,36275.090,38588.490,265201448.710,51921256.560,71816758.300,103397046.940,0.134,92,0.52,5.18,116
117,0.0009,'2025-02-19 15:29:46.000',989629.05000,354988.65,15090,8125461.590,-0.016,1005.170,939.480,996.120,761684127.450,48621003.640,83085571.320,136595615.980,0.427,33,0.48,83.32,117
118,0.0001,'2025-02-19 11:29:46.000',399313.35000,8234820.87,84855,9777122.160,-0.142,9048.220,8730.370,9310.990,49941894.980,38838089.530,56053094.680,69530043.200,0.240,59,0.21,11.14,118
119,0.0002,'2025-02-19 14:29:46.000',770569.69000,6718942.04,49193,401921.830,0.034,14642.240,14147.190,14356.000,133106778.800,20331822.390,22278839.150,39743302.450,0.343,30,0.49,5.58,119
120,-0.0001,'2025-02-19 11:29:46.000',375091.46000,8941327.58,2524,6007389.220,-0.022,13348.320,11560.490,12898.300,331137464.560,26402438.650,41506436.570,73197303.230,0.428,48,0.44,0.24,120
121,-0.0003,'2025-02-19 11:29:46.000',88270.38000,731933.13,73775,632270.550,-0.053,37391.280,35815.110,36368.590,84166677.900,81114354.470,82351440.680,101202273.150,0.163,18,0.48,3.64,121
122,0.0002,'2025-02-19 10:29:46.000',423078.44000,3141538.27,29764,7899553.240,0.035,7868.110,7196.540,7526.580,339847638.250,45107319.180,80802492.310,81668109.100,0.259,19,0.03,47.68,122
123,-0.0001,'2025-02-19 15:29:46.000',69329.59000,5060318.95,49961,3565043.090,-0.177,26638.570,25382.320,25861.530,280183308.100,39299508.410,61736276.150,72073814.300,0.075,28,0.04,89.23,123
124,0.0006,'2025-02-19 15:29:46.000',667332.82000,9036588.01,39314,6827851.480,-0.137,30828.200,29162.800,29902.540,143432694.910,45230817.910,68154613.340,125905615.940,0.372,22,0.77,96.15,124
125,-0.0009,'2025-02-19 16:29:46.000',766519.17000,2991267.46,90219,7956843.560,-0.186,26169.120,23374.650,25082.670,167117003.660,50135167.160,54367807.940,95171074.680,0.397,22,0.57,14.03,125
126,0.0004,'2025-02-19 11:29:46.000',672516.79000,487715.5,44689,4344514.600,0.173,28447.610,25794.940,26828.010,564196876.420,20268272.510,28206406.820,46234014.170,0.403,5,0.50,61.22,126
127,0.0008,'2025-02-19 12:29:46.000',538066.29000,7328033.69,83976,3268359.060,-0.121,37815.710,34663.630,37732.450,484159952.930,90571444.300,102267743.350,166382584.540,0.133,14,0.17,21.54,127
128,-0.0005,'2025-02-19 12:29:46.000',289232.78000,2774885.27,82627,9602491.440,0.189,26633.100,24166.990,25747.810,555707780.070,35502362.110,69620556.800,104259377.250,0.357,28,0.16,33.77,128
129,-0.0001,'2025-02-19 16:29:46.000',231706.19000,3569809.92,94848,1258582.280,0.006,21422.930,19914.340,21214.100,467651391.240,78505608.860,87969262.370,121890966.090,0.008,29,0.80,11.79,129
130,-0.0008,'2025-02-19 15:29:46.000',277644.38000,1538275.51,10378,5528620.420,-0.113,33055.530,28210.270,31910.900,326872243.050,65549662.480,97946157.580,161001685.400,0.167,9,0.02,24.87,130
131,0.0002,'2025-02-19 16:29:46.000',634276.39000,3793079.8,14939,9350762.230,-0.140,18184.240,15873.070,17179.500,367635261.030,36290306.660,37729674.750,53713526.950,0.261,39,0.43,81.61,131
132,0.0001,'2025-02-19 14:29:46.000',604776.24000,8724648.32,33309,2746992.940,-0.178,16176.830,14805.590,14432.190,707095568.160,39145391.680,50057220.580,96656158.200,0.423,23,0.32,26.28,132
133,0.0003,'2025-02-19 10:29:46.000',378147.00000,2686498.52,30882,4384802.890,-0.112,21329.740,19498.980,19741.260,572510194.380,62962730.780,100554603.570,128187882.390,0.080,45,0.24,62.34,133
134,0.0009,'2025-02-19 11:29:46.000',570639.77000,2020873.36,29391,1434484.270,0.073,32939.220,30300.840,32099.010,229951409.370,5340669.260,8326482.330,12921443.530,0.431,94,0.59,52.08,134
