14,14,14,'{"flow": {"instflow": 0.537, "flowimbal": 0.822, "retailflow": -0.814, "smartforce": -0.628, "tradeimbal": -0.577, "largeflowrate": 0.929}, "walls": {"buywallband": 0.100, "sellwallband": 0.029}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.192, "sellforce": 0.911, "techmeter": "Sell"}, "arbitrage": {"fundgap": 0.0010, "basisgap": 0.0045, "xexchband": 0.0003, "arbpotential": 0.0073}, "big_players": {"makermotion": "Low", "whalemotion": "High"}, "oscillators": {"bbandspan": 81.570, "macdtrail": 8.180, "rsi14spot": 95.130}}'
15,15,15,'{"flow": {"instflow": 0.591, "flowimbal": 0.882, "retailflow": -0.845, "smartforce": -0.66, "tradeimbal": 0.836, "largeflowrate": 0.335}, "walls": {"buywallband": 0.095, "sellwallband": 0.012}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.536, "sellforce": 0.035, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0045, "basisgap": 0.0047, "xexchband": 0.0018, "arbpotential": 0.0036}, "big_players": {"makermotion": "Medium", "whalemotion": "Low"}, "oscillators": {"bbandspan": 23.300, "macdtrail": 3.360, "rsi14spot": 96.790}}'
16,16,16,'{"flow": {"instflow": 0.307, "flowimbal": 0.229, "retailflow": 0.731, "smartforce": -0.561, "tradeimbal": 0.851, "largeflowrate": 0.312}, "walls": {"buywallband": 0.082, "sellwallband": 0.095}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.244, "sellforce": 0.917, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0051, "basisgap": 0.0080, "xexchband": 0.0042, "arbpotential": 0.0081}, "big_players": {"makermotion": "High", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 47.500, "macdtrail": 5.050, "rsi14spot": 47.340}}'
17,17,17,'{"flow": {"instflow": -0.434, "flowimbal": -0.07, "retailflow": 0.088, "smartforce": -0.673, "tradeimbal": 0.767, "largeflowrate": 0.133}, "walls": {"buywallband": 0.011, "sellwallband": 0.088}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.261, "sellforce": 0.992, "techmeter": "Sell"}, "arbitrage": {"fundgap": 0.0036, "basisgap": 0.0027, "xexchband": 0.0088, "arbpotential": 0.0002}, "big_players": {"makermotion": "High", "whalemotion": "High"}, "oscillators": {"bbandspan": 18.790, "macdtrail": 1.370, "rsi14spot": 22.960}}'
18,18,18,'{"flow": {"instflow": -0.422, "flowimbal": -0.287, "retailflow": -0.738, "smartforce": -0.693, "tradeimbal": -0.199, "largeflowrate": 0.264}, "walls": {"buywallband": 0.030, "sellwallband": 0.035}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.451, "sellforce": 0.018, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0041, "basisgap": 0.0016, "xexchband": 0.0011, "arbpotential": 0.0030}, "big_players": {"makermotion": "Medium", "whalemotion": "Low"}, "oscillators": {"bbandspan": 78.170, "macdtrail": 8.210, "rsi14spot": 30.770}}'
19,19,19,'{"flow": {"instflow": -0.267, "flowimbal": -0.299, "retailflow": -0.022, "smartforce": 0.633, "tradeimbal": -0.559, "largeflowrate": 0.453}, "walls": {"buywallband": 0.074, "sellwallband": 0.076}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.875, "sellforce": 0.304, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0047, "basisgap": 0.0099, "xexchband": 0.0059, "arbpotential": 0.0004}, "big_players": {"makermotion": "High", "whalemotion": "Low"}, "oscillators": {"bbandspan": 21.480, "macdtrail": 0.690, "rsi14spot": 9.700}}'
20,20,20,'{"flow": {"instflow": 0.768, "flowimbal": -0.964, "retailflow": 0.336, "smartforce": -0.858, "tradeimbal": 0.066, "largeflowrate": 0.052}, "walls": {"buywallband": 0.054, "sellwallband": 0.094}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.031, "sellforce": 0.13, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0018, "basisgap": 0.0072, "xexchband": 0.0020, "arbpotential": 0.0088}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 17.720, "macdtrail": 1.230, "rsi14spot": 63.910}}'
21,21,21,'{"flow": {"instflow": 0.396, "flowimbal": -0.232, "retailflow": -0.423, "smartforce": 0.496, "tradeimbal": -0.188, "largeflowrate": 0.629}, "walls": {"buywallband": 0.014, "sellwallband": 0.060}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.62, "sellforce": 0.122, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0009, "basisgap": 0.0005, "xexchband": 0.0045, "arbpotential": 0.0064}, "big_players": {"makermotion": "High", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 40.560, "macdtrail": -0.520, "rsi14spot": 86.820}}'
22,22,22,'{"flow": {"instflow": -0.422, "flowimbal": -0.984, "retailflow": -0.907, "smartforce": 0.021, "tradeimbal": -0.17, "largeflowrate": 0.985}, "walls": {"buywallband": 0.029, "sellwallband": 0.084}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.86, "sellforce": 0.783, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0033, "basisgap": 0.0066, "xexchband": 0.0067, "arbpotential": 0.0064}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 86.480, "macdtrail": 0.610, "rsi14spot": 55.470}}'
23,23,23,'{"flow": {"instflow": 0.517, "flowimbal": 0.395, "retailflow": -0.731, "smartforce": 0.476, "tradeimbal": -0.646, "largeflowrate": 0.824}, "walls": {"buywallband": 0.025, "sellwallband": 0.086}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.286, "sellforce": 0.34, "techmeter": "Sell"}, "arbitrage": {"fundgap": 0.0001, "basisgap": 0.0059, "xexchband": 0.0068, "arbpotential": 0.0081}, "big_players": {"makermotion": "Low", "whalemotion": "High"}, "oscillators": {"bbandspan": 1.590, "macdtrail": -3.750, "rsi14spot": 57.740}}'
24,24,24,'{"flow": {"instflow": -0.763, "flowimbal": -0.319, "retailflow": 0.44, "smartforce": -0.53, "tradeimbal": 0.737, "largeflowrate": 0.473}, "walls": {"buywallband": 0.031, "sellwallband": 0.068}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.763, "sellforce": 0.613, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0037, "basisgap": 0.0043, "xexchband": 0.0043, "arbpotential": 0.0004}, "big_players": {"makermotion": "Low", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 48.110, "macdtrail": -0.430, "rsi14spot": 14.670}}'
25,25,25,'{"flow": {"instflow": -0.322, "flowimbal": -0.44, "retailflow": 0.118, "smartforce": -0.569, "tradeimbal": -0.372, "largeflowrate": 0.081}, "walls": {"buywallband": 0.048, "sellwallband": 0.081}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.928, "sellforce": 0.414, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0016, "basisgap": 0.0028, "xexchband": 0.0023, "arbpotential": 0.0023}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 1.880, "macdtrail": -9.880, "rsi14spot": 71.320}}'
26,26,26,'{"flow": {"instflow": 0.241, "flowimbal": 0.98, "retailflow": 0.054, "smartforce": -0.565, "tradeimbal": -0.393, "largeflowrate": 0.214}, "walls": {"buywallband": 0.086, "sellwallband": 0.015}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.288, "sellforce": 0.888, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0074, "basisgap": 0.0018, "xexchband": 0.0060, "arbpotential": 0.0041}, "big_players": {"makermotion": "Medium", "whalemotion": "High"}, "oscillators": {"bbandspan": 98.220, "macdtrail": 7.330, "rsi14spot": 54.350}}'
27,27,27,'{"flow": {"instflow": -0.434, "flowimbal": 0.174, "retailflow": 0.953, "smartforce": 0.304, "tradeimbal": -0.986, "largeflowrate": 0.032}, "walls": {"buywallband": 0.014, "sellwallband": 0.051}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.726, "sellforce": 0.607, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0013, "basisgap": 0.0039, "xexchband": 0.0012, "arbpotential": 0.0078}, "big_players": {"makermotion": "Low", "whalemotion": "Low"}, "oscillators": {"bbandspan": 11.120, "macdtrail": 3.950, "rsi14spot": 39.160}}'
28,28,28,'{"flow": {"instflow": -0.965, "flowimbal": 0.224, "retailflow": -0.872, "smartforce": -0.39, "tradeimbal": -0.533, "largeflowrate": 0.998}, "walls": {"buywallband": 0.065, "sellwallband": 0.078}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.582, "sellforce": 0.124, "techmeter": "Sell"}, "arbitrage": {"fundgap": 0.0079, "basisgap": 0.0068, "xexchband": 0.0061, "arbpotential": 0.0070}, "big_players": {"makermotion": "Low", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 31.220, "macdtrail": 0.750, "rsi14spot": 8.690}}'
29,29,29,'{"flow": {"instflow": -0.165, "flowimbal": 0.954, "retailflow": -0.206, "smartforce": -0.187, "tradeimbal": -0.297, "largeflowrate": 0.279}, "walls": {"buywallband": 0.092, "sellwallband": 0.016}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.394, "sellforce": 0.352, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0082, "basisgap": 0.0029, "xexchband": 0.0010, "arbpotential": 0.0100}, "big_players": {"makermotion": "Medium", "whalemotion": "High"}, "oscillators": {"bbandspan": 24.230, "macdtrail": -8.040, "rsi14spot": 97.350}}'
30,30,30,'{"flow": {"instflow": -0.513, "flowimbal": -0.36, "retailflow": 0.618, "smartforce": 0.635, "tradeimbal": 0.023, "largeflowrate": 0.011}, "walls": {"buywallband": 0.099, "sellwallband": 0.036}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.913, "sellforce": 0.798, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0013, "basisgap": 0.0022, "xexchband": 0.0070, "arbpotential": 0.0013}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 3.810, "macdtrail": -2.950, "rsi14spot": 75.080}}'
31,31,31,'{"flow": {"instflow": 0.134, "flowimbal": 0.826, "retailflow": -0.704, "smartforce": -0.947, "tradeimbal": 0.807, "largeflowrate": 0.513}, "walls": {"buywallband": 0.015, "sellwallband": 0.083}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.722, "sellforce": 0.221, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0030, "basisgap": 0.0062, "xexchband": 0.0034, "arbpotential": 0.0050}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 49.140, "macdtrail": -7.070, "rsi14spot": 71.760}}'
32,32,32,'{"flow": {"instflow": -0.143, "flowimbal": -0.85, "retailflow": 0.817, "smartforce": 0, "tradeimbal": -0.404, "largeflowrate": 0.225}, "walls": {"buywallband": 0.044, "sellwallband": 0.083}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.771, "sellforce": 0.717, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0086, "basisgap": 0.0026, "xexchband": 0.0047, "arbpotential": 0.0029}, "big_players": {"makermotion": "High", "whalemotion": "Low"}, "oscillators": {"bbandspan": 57.660, "macdtrail": 7.150, "rsi14spot": 16.350}}'
33,33,33,'{"flow": {"instflow": 0.316, "flowimbal": 0.852, "retailflow": -0.505, "smartforce": -0.42, "tradeimbal": -0.447, "largeflowrate": 0.971}, "walls": {"buywallband": 0.075, "sellwallband": 0.033}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.812, "sellforce": 0.435, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0031, "basisgap": 0.0095, "xexchband": 0.0087, "arbpotential": 0.0007}, "big_players": {"makermotion": "High", "whalemotion": "High"}, "oscillators": {"bbandspan": 9.200, "macdtrail": 0.000, "rsi14spot": 45.780}}'
34,34,34,'{"flow": {"instflow": -0.449, "flowimbal": 0.162, "retailflow": 0.301, "smartforce": 0.984, "tradeimbal": 0.497, "largeflowrate": 0.523}, "walls": {"buywallband": 0.014, "sellwallband": 0.035}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.46, "sellforce": 0.822, "techmeter": "Sell"}, "arbitrage": {"fundgap": 0.0072, "basisgap": 0.0041, "xexchband": 0.0016, "arbpotential": 0.0032}, "big_players": {"makermotion": "High", "whalemotion": "High"}, "oscillators": {"bbandspan": 33.640, "macdtrail": -5.490, "rsi14spot": 94.130}}'
35,35,35,'{"flow": {"instflow": -0.116, "flowimbal": -0.827, "retailflow": -0.983, "smartforce": -0.893, "tradeimbal": -0.017, "largeflowrate": 0.469}, "walls": {"buywallband": 0.097, "sellwallband": 0.016}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.168, "sellforce": 0.816, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0062, "basisgap": 0.0061, "xexchband": 0.0088, "arbpotential": 0.0044}, "big_players": {"makermotion": "Low", "whalemotion": "High"}, "oscillators": {"bbandspan": 63.170, "macdtrail": 7.690, "rsi14spot": 12.940}}'
36,36,36,'{"flow": {"instflow": 0.717, "flowimbal": 0.256, "retailflow": 0.3, "smartforce": 0.232, "tradeimbal": 0.383, "largeflowrate": 0.832}, "walls": {"buywallband": 0.047, "sellwallband": 0.066}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.96, "sellforce": 0.353, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0044, "basisgap": 0.0017, "xexchband": 0.0011, "arbpotential": 0.0074}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 98.760, "macdtrail": -7.440, "rsi14spot": 15.650}}'
37,37,37,'{"flow": {"instflow": 0.073, "flowimbal": -0.351, "retailflow": 0.27, "smartforce": 0.038, "tradeimbal": -0.325, "largeflowrate": 0.350}, "walls": {"buywallband": 0.050, "sellwallband": 0.029}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.908, "sellforce": 0.607, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0096, "basisgap": 0.0097, "xexchband": 0.0014, "arbpotential": 0.0013}, "big_players": {"makermotion": "Low", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 1.600, "macdtrail": -6.740, "rsi14spot": 61.480}}'
38,38,38,'{"flow": {"instflow": -0.842, "flowimbal": 0.048, "retailflow": 0.281, "smartforce": -0.051, "tradeimbal": -0.803, "largeflowrate": 0.630}, "walls": {"buywallband": 0.043, "sellwallband": 0.012}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.596, "sellforce": 0.187, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0059, "basisgap": 0.0017, "xexchband": 0.0091, "arbpotential": 0.0067}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 95.170, "macdtrail": -2.710, "rsi14spot": 90.500}}'
39,39,39,'{"flow": {"instflow": -0.712, "flowimbal": -0.083, "retailflow": 0.749, "smartforce": -0.435, "tradeimbal": -0.241, "largeflowrate": 0.672}, "walls": {"buywallband": 0.060, "sellwallband": 0.044}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.576, "sellforce": 0.696, "techmeter": "Sell"}, "arbitrage": {"fundgap": 0.0052, "basisgap": 0.0096, "xexchband": 0.0042, "arbpotential": 0.0038}, "big_players": {"makermotion": "Low", "whalemotion": "Low"}, "oscillators": {"bbandspan": 27.380, "macdtrail": 1.440, "rsi14spot": 91.330}}'
40,40,40,'{"flow": {"instflow": 0.49, "flowimbal": -0.514, "retailflow": 0.16, "smartforce": -0.153, "tradeimbal": 0.78, "largeflowrate": 0.886}, "walls": {"buywallband": 0.100, "sellwallband": 0.085}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.823, "sellforce": 0.833, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0087, "basisgap": 0.0085, "xexchband": 0.0030, "arbpotential": 0.0017}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 94.260, "macdtrail": -2.140, "rsi14spot": 72.560}}'
41,41,41,'{"flow": {"instflow": -0.89, "flowimbal": 0.801, "retailflow": 0.491, "smartforce": -0.359, "tradeimbal": 0.185, "largeflowrate": 0.951}, "walls": {"buywallband": 0.063, "sellwallband": 0.045}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.529, "sellforce": 0.238, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0099, "basisgap": 0.0035, "xexchband": 0.0088, "arbpotential": 0.0063}, "big_players": {"makermotion": "Medium", "whalemotion": "High"}, "oscillators": {"bbandspan": 92.240, "macdtrail": 6.210, "rsi14spot": 65.180}}'
42,42,42,'{"flow": {"instflow": -0.754, "flowimbal": -0.543, "retailflow": 0.393, "smartforce": -0.913, "tradeimbal": 0.206, "largeflowrate": 0.954}, "walls": {"buywallband": 0.060, "sellwallband": 0.042}, "momentum": {"mktfeel": "Bearish", "buyforce": 0.239, "sellforce": 0.745, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0096, "basisgap": 0.0083, "xexchband": 0.0016, "arbpotential": 0.0080}, "big_players": {"makermotion": "High", "whalemotion": "High"}, "oscillators": {"bbandspan": 84.760, "macdtrail": 8.580, "rsi14spot": 82.040}}'
43,43,43,'{"flow": {"instflow": -0.485, "flowimbal": -0.014, "retailflow": 0.362, "smartforce": 0.568, "tradeimbal": 0.532, "largeflowrate": 0.409}, "walls": {"buywallband": 0.067, "sellwallband": 0.076}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.963, "sellforce": 0.584, "techmeter": "Sell"}, "arbitrage": {"fundgap": 0.0010, "basisgap": 0.0052, "xexchband": 0.0002, "arbpotential": 0.0099}, "big_players": {"makermotion": "High", "whalemotion": "High"}, "oscillators": {"bbandspan": 99.630, "macdtrail": -9.900, "rsi14spot": 20.980}}'
44,44,44,'{"flow": {"instflow": 0.802, "flowimbal": -0.776, "retailflow": 0.537, "smartforce": 0.668, "tradeimbal": -0.731, "largeflowrate": 0.195}, "walls": {"buywallband": 0.010, "sellwallband": 0.055}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.83, "sellforce": 0.913, "techmeter": "Sell"}, "arbitrage": {"fundgap": 0.0022, "basisgap": 0.0005, "xexchband": 0.0053, "arbpotential": 0.0030}, "big_players": {"makermotion": "High", "whalemotion": "Low"}, "oscillators": {"bbandspan": 91.090, "macdtrail": -4.580, "rsi14spot": 25.580}}'
45,45,45,'{"flow": {"instflow": 0.861, "flowimbal": 0.368, "retailflow": -0.5, "smartforce": 0.68, "tradeimbal": 0.504, "largeflowrate": 0.580}, "walls": {"buywallband": 0.035, "sellwallband": 0.063}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.506, "sellforce": 0.015, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0039, "basisgap": 0.0023, "xexchband": 0.0038, "arbpotential": 0.0081}, "big_players": {"makermotion": "Medium", "whalemotion": "Low"}, "oscillators": {"bbandspan": 42.400, "macdtrail": -5.210, "rsi14spot": 94.220}}'
46,46,46,'{"flow": {"instflow": 0.43, "flowimbal": -0.307, "retailflow": -0.037, "smartforce": 0.684, "tradeimbal": 0.271, "largeflowrate": 0.398}, "walls": {"buywallband": 0.024, "sellwallband": 0.024}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.211, "sellforce": 0.377, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0068, "basisgap": 0.0065, "xexchband": 0.0052, "arbpotential": 0.0085}, "big_players": {"makermotion": "Medium", "whalemotion": "High"}, "oscillators": {"bbandspan": 39.530, "macdtrail": -4.620, "rsi14spot": 33.150}}'
47,47,47,'{"flow": {"instflow": 0.56, "flowimbal": 0.004, "retailflow": -0.214, "smartforce": -0.566, "tradeimbal": -0.828, "largeflowrate": 0.222}, "walls": {"buywallband": 0.085, "sellwallband": 0.087}, "momentum": {"mktfeel": "Neutral", "buyforce": 0.076, "sellforce": 0.065, "techmeter": "Buy"}, "arbitrage": {"fundgap": 0.0056, "basisgap": 0.0031, "xexchband": 0.0052, "arbpotential": 0.0002}, "big_players": {"makermotion": "High", "whalemotion": "High"}, "oscillators": {"bbandspan": 81.410, "macdtrail": 6.400, "rsi14spot": 10.240}}'
48,48,48,'{"flow": {"instflow": -0.309, "flowimbal": -0.528, "retailflow": -0.724, "smartforce": -0.63, "tradeimbal": -0.987, "largeflowrate": 0.305}, "walls": {"buywallband": 0.011, "sellwallband": 0.033}, "momentum": {"mktfeel": "Bullish", "buyforce": 0.193, "sellforce": 0.853, "techmeter": "Hold"}, "arbitrage": {"fundgap": 0.0020, "basisgap": 0.0096, "xexchband": 0.0067, "arbpotential": 0.0068}, "big_players": {"makermotion": "Medium", "whalemotion": "Medium"}, "oscillators": {"bbandspan": 26.960, "macdtrail": 8.590, "rsi14spot": 76.680}}'
