11,'OB606787                            ','2025-02-19 08:29:46.049','EX280     ','ETH-USDT','OR8406800                           ','U486883                             ','Limit','Sell',40410.520,8.4337,340809.430,'Filled','GTC','Bot','CL5439600','2025-02-19 07:59:58.049','2025-02-19 08:29:46.049'
12,'OB343060                            ','2025-02-19 08:29:46.049','EX134     ','SOL-USDT','OR4380202                           ','U150446                             ','StopLimit','Buy',6104.000,6.3570,38803.360,'New','GTC','Web','CL9096000','2025-02-19 00:59:58.049','2025-02-19 08:29:46.049'
13,'OB351236                            ','2025-02-19 08:29:46.049','EX103     ','BTC-USDC','OR9631562                           ','U862229                             ','Stop','Sell',22166.030,2.0727,45943.440,'New','FOK','API','CL6541463','2025-02-19 08:28:02.049','2025-02-19 08:29:46.049'
14,'OB808052                            ','2025-02-19 08:29:46.049','EX333     ','ADA-USDC','OR5174821                           ','U845721                             ','StopLimit','Sell',43669.080,8.8561,386737.080,'New','GTC','Bot','CL4686639','2025-02-18 22:04:29.049','2025-02-19 08:29:46.049'
15,'OB947435                            ','2025-02-19 08:29:46.049','EX963     ','ETH-USDC','OR4973197                           ','U722711                             ','Limit','Sell',22049.740,0.8363,18440.660,'Cancelled','FOK','Web','CL5473497','2025-02-18 16:55:57.049','2025-02-19 08:29:46.049'
16,'OB521601                            ','2025-02-19 08:29:46.049','EX218     ','ETH-USD','OR9841892                           ','U492586                             ','StopLimit','Buy',1007.000,5.5022,5540.710,'Filled','FOK','Web','CL9087777','2025-02-18 14:58:31.049','2025-02-19 08:29:46.049'
17,'OB779587                            ','2025-02-19 08:29:46.049','EX455     ','SOL-USDT','OR4922224                           ','U677303                             ','StopLimit','Sell',31502.580,7.3957,232984.420,'Filled','FOK','Mobile','CL6356709','2025-02-18 12:51:48.049','2025-02-19 08:29:46.049'
18,'OB504770                            ','2025-02-19 08:29:46.049','EX525     ','BTC-USDT','OR6253524                           ','U733825                             ','StopLimit','Buy',43300.030,4.6249,200258.830,'New','GTD','API','CL1151652','2025-02-18 22:48:39.049','2025-02-19 08:29:46.049'
19,'OB267869                            ','2025-02-19 08:29:46.049','EX815     ','SOL-USDT','OR3437938                           ','U227576                             ','Limit','Sell',4143.960,3.7510,15543.880,'PartiallyFilled','FOK','API','CL2566811','2025-02-19 03:13:10.049','2025-02-19 08:29:46.049'
20,'OB193060                            ','2025-02-19 08:29:46.049','EX665     ','ADA-USD','OR5130670                           ','U455574                             ','Stop','Sell',13962.380,4.7077,65730.170,'PartiallyFilled','FOK','Web','CL5875677','2025-02-18 14:18:37.049','2025-02-19 08:29:46.049'
21,'OB745580                            ','2025-02-19 08:29:46.049','EX331     ','BTC-USDC','OR5879371                           ','U205038                             ','Market','Sell',46901.020,8.1074,380244.580,'PartiallyFilled','GTC','Mobile','CL8366144','2025-02-18 09:02:19.049','2025-02-19 08:29:46.049'
22,'OB696539                            ','2025-02-19 08:29:46.049','EX363     ','ETH-USDC','OR4988255                           ','U444512                             ','Stop','Buy',30635.980,8.9285,273531.910,'Cancelled','GTD','Web','CL8833314','2025-02-18 10:13:19.049','2025-02-19 08:29:46.049'
23,'OB196905                            ','2025-02-19 08:29:46.049','EX415     ','ETH-USDC','OR2179573                           ','U405843                             ','Limit','Buy',43863.450,0.1417,6215.230,'PartiallyFilled','GTD','API','CL6271397','2025-02-18 09:26:44.049','2025-02-19 08:29:46.049'
24,'OB588281                            ','2025-02-19 08:29:46.049','EX987     ','ADA-USDC','OR2109351                           ','U511352                             ','Market','Buy',14015.880,2.8660,40169.990,'Filled','GTC','Bot','CL1055183','2025-02-19 05:53:32.049','2025-02-19 08:29:46.049'
25,'OB231520                            ','2025-02-19 08:29:46.049','EX286     ','ADA-USDC','OR8845372                           ','U766284                             ','StopLimit','Sell',8186.000,1.4116,11555.680,'Cancelled','GTD','Bot','CL8997892','2025-02-19 03:18:35.049','2025-02-19 08:29:46.049'
26,'OB479561                            ','2025-02-19 08:29:46.049','EX393     ','ETH-USDC','OR4618221                           ','U719145                             ','Limit','Buy',440.940,5.9339,2616.480,'Cancelled','GTC','API','CL8443723','2025-02-18 16:06:10.049','2025-02-19 08:29:46.049'
27,'OB180974                            ','2025-02-19 08:29:46.049','EX932     ','BTC-USD','OR1199776                           ','U772300                             ','Limit','Buy',28909.360,9.8447,284602.620,'PartiallyFilled','GTC','Web','CL6634716','2025-02-18 21:43:56.049','2025-02-19 08:29:46.049'
28,'OB102886                            ','2025-02-19 08:29:46.049','EX533     ','ADA-USD','OR5946634                           ','U414468                             ','Market','Buy',2502.880,6.0474,15135.950,'PartiallyFilled','GTD','Mobile','CL8235713','2025-02-18 19:35:46.049','2025-02-19 08:29:46.049'
29,'OB910132                            ','2025-02-19 08:29:46.049','EX558     ','ADA-USDC','OR4482937                           ','U625758                             ','StopLimit','Buy',39266.890,3.4037,133651.220,'PartiallyFilled','IOC','Bot','CL7419629','2025-02-18 09:07:29.049','2025-02-19 08:29:46.049'
30,'OB219311                            ','2025-02-19 08:29:46.049','EX507     ','SOL-USDC','OR7922984                           ','U864546                             ','StopLimit','Sell',17242.710,3.6476,62894.540,'Cancelled','GTD','Web','CL3434350','2025-02-18 08:35:47.049','2025-02-19 08:29:46.049'
31,'OB539591                            ','2025-02-19 08:29:46.049','EX548     ','ADA-USD','OR2771014                           ','U726683                             ','StopLimit','Buy',12783.770,5.4338,69464.220,'Cancelled','GTD','Mobile','CL2227798','2025-02-18 11:43:21.049','2025-02-19 08:29:46.049'
32,'OB238651                            ','2025-02-19 08:29:46.049','EX640     ','ADA-USD','OR1442069                           ','U780730                             ','StopLimit','Buy',24236.240,1.9369,46942.200,'Cancelled','GTC','Web','CL3920596','2025-02-19 05:47:02.049','2025-02-19 08:29:46.049'
33,'OB546344                            ','2025-02-19 08:29:46.049','EX162     ','ADA-USD','OR8680167                           ','U273862                             ','Market','Sell',6399.230,5.5193,35319.330,'PartiallyFilled','GTC','Web','CL3770872','2025-02-19 07:05:10.049','2025-02-19 08:29:46.049'
34,'OB647205                            ','2025-02-19 08:29:46.053','EX476     ','ADA-USD','OR9261611                           ','U693686                             ','Limit','Buy',34974.920,7.3132,255777.430,'Cancelled','FOK','API','CL9915571','2025-02-19 01:35:54.053','2025-02-19 08:29:46.053'
35,'OB899042                            ','2025-02-19 08:29:46.053','EX975     ','SOL-USDC','OR5282164                           ','U210860                             ','Stop','Sell',38414.120,9.5792,367978.310,'Filled','GTD','Bot','CL5870459','2025-02-18 09:11:31.053','2025-02-19 08:29:46.053'
36,'OB302796                            ','2025-02-19 08:29:46.053','EX142     ','ADA-USDC','OR2262836                           ','U471179                             ','Market','Sell',22579.880,5.9415,134157.910,'New','FOK','Web','CL2969995','2025-02-18 16:20:15.053','2025-02-19 08:29:46.053'
37,'OB696050                            ','2025-02-19 08:29:46.053','EX347     ','SOL-USDC','OR7289284                           ','U904471                             ','Market','Buy',45345.340,6.0782,275617.370,'Filled','GTD','Mobile','CL3103682','2025-02-18 23:14:53.053','2025-02-19 08:29:46.053'
38,'OB979689                            ','2025-02-19 08:29:46.053','EX287     ','BTC-USDC','OR8428384                           ','U670612                             ','Stop','Buy',15948.170,6.6770,106485.470,'Cancelled','GTD','Web','CL9086234','2025-02-18 12:29:38.053','2025-02-19 08:29:46.053'
39,'OB689531                            ','2025-02-19 08:29:46.053','EX881     ','SOL-USDT','OR7133783                           ','U580730                             ','Stop','Buy',45205.620,0.5823,26324.540,'PartiallyFilled','GTD','Web','CL6404250','2025-02-18 15:00:08.053','2025-02-19 08:29:46.053'
40,'OB998346                            ','2025-02-19 08:29:46.053','EX238     ','SOL-USDT','OR7367832                           ','U938517                             ','Stop','Buy',25233.920,0.3462,8736.590,'New','IOC','Bot','CL5084150','2025-02-18 08:35:47.053','2025-02-19 08:29:46.053'
41,'OB416235                            ','2025-02-19 08:29:46.053','EX387     ','SOL-USDT','OR3048380                           ','U632421                             ','Limit','Buy',22547.530,4.6043,103814.470,'PartiallyFilled','GTC','API','CL4271693','2025-02-18 17:31:14.053','2025-02-19 08:29:46.053'
42,'OB514241                            ','2025-02-19 08:29:46.053','EX979     ','ADA-USD','OR9245222                           ','U422625                             ','StopLimit','Buy',45540.870,9.4547,430576.490,'New','FOK','Bot','CL7583023','2025-02-18 09:13:31.053','2025-02-19 08:29:46.053'
43,'OB960409                            ','2025-02-19 08:29:46.053','EX723     ','ETH-USDT','OR3068687                           ','U710869                             ','StopLimit','Sell',16328.290,5.6304,91934.200,'Filled','GTC','API','CL3813644','2025-02-18 15:48:24.053','2025-02-19 08:29:46.053'
44,'OB934549                            ','2025-02-19 08:29:46.053','EX466     ','ETH-USD','OR7414777                           ','U840161                             ','Market','Buy',5651.030,5.2515,29676.260,'PartiallyFilled','FOK','Web','CL5136075','2025-02-18 15:12:18.053','2025-02-19 08:29:46.053'
45,'OB110391                            ','2025-02-19 08:29:46.053','EX537     ','ETH-USDT','OR5610938                           ','U138141                             ','Limit','Sell',17186.400,4.8033,82550.940,'PartiallyFilled','IOC','Mobile','CL7777323','2025-02-18 13:13:21.053','2025-02-19 08:29:46.053'
46,'OB297610                            ','2025-02-19 08:29:46.053','EX373     ','ADA-USDC','OR1649393                           ','U491185                             ','StopLimit','Buy',47020.420,2.3488,110440.620,'Cancelled','IOC','Mobile','CL6591929','2025-02-18 20:32:56.053','2025-02-19 08:29:46.053'
47,'OB913859                            ','2025-02-19 08:29:46.053','EX231     ','ETH-USDT','OR7632966                           ','U802571                             ','Market','Sell',16717.850,3.5531,59399.490,'PartiallyFilled','GTD','Web','CL8870395','2025-02-19 04:23:42.053','2025-02-19 08:29:46.053'
48,'OB638117                            ','2025-02-19 08:29:46.053','EX716     ','BTC-USD','OR2905711                           ','U743140                             ','Stop','Buy',6578.890,0.4865,3200.350,'PartiallyFilled','FOK','API','CL3784383','2025-02-19 04:41:19.053','2025-02-19 08:29:46.053'
49,'OB191769                            ','2025-02-19 08:29:46.054','EX562     ','ADA-USDT','OR3597481                           ','U242184                             ','Market','Sell',33959.300,3.7516,127401.570,'Filled','FOK','Mobile','CL1232656','2025-02-18 18:21:25.054','2025-02-19 08:29:46.054'
50,'OB295001                            ','2025-02-19 08:29:46.054','EX244     ','ETH-USDT','OR7643510                           ','U470747                             ','Limit','Buy',42495.280,1.3966,59349.290,'PartiallyFilled','GTD','API','CL8408199','2025-02-18 22:20:22.054','2025-02-19 08:29:46.054'
51,'OB694127                            ','2025-02-19 08:29:46.054','EX685     ','SOL-USDT','OR5656469                           ','U433928                             ','Limit','Sell',12757.600,4.0007,51038.810,'PartiallyFilled','GTD','Mobile','CL7127110','2025-02-19 05:29:38.054','2025-02-19 08:29:46.054'
52,'OB640190                            ','2025-02-19 08:29:46.054','EX820     ','ADA-USDC','OR7218905                           ','U308560                             ','Market','Sell',20715.530,3.3424,69238.950,'New','GTD','Bot','CL2827532','2025-02-19 03:45:32.054','2025-02-19 08:29:46.054'
53,'OB120521                            ','2025-02-19 08:29:46.054','EX641     ','ETH-USD','OR5686837                           ','U382795                             ','StopLimit','Sell',41799.450,1.2924,54022.900,'PartiallyFilled','FOK','API','CL2144180','2025-02-18 16:46:12.054','2025-02-19 08:29:46.054'
54,'OB128747                            ','2025-02-19 08:29:46.054','EX231     ','SOL-USDC','OR1181126                           ','U635642                             ','Market','Sell',18894.500,7.9603,150405.090,'Filled','FOK','Mobile','CL3380353','2025-02-18 17:07:20.054','2025-02-19 08:29:46.054'
55,'OB405678                            ','2025-02-19 08:29:46.054','EX312     ','SOL-USD','OR1646923                           ','U747335                             ','Limit','Sell',2607.770,5.0168,13082.540,'New','GTD','Mobile','CL3563088','2025-02-18 13:22:33.054','2025-02-19 08:29:46.054'
56,'OB668479                            ','2025-02-19 08:29:46.054','EX818     ','ADA-USDC','OR5484682                           ','U253215                             ','Limit','Buy',32329.840,7.9638,257467.990,'Filled','IOC','Web','CL9199791','2025-02-18 11:52:04.054','2025-02-19 08:29:46.054'
57,'OB994651                            ','2025-02-19 08:29:46.054','EX441     ','BTC-USD','OR6974610                           ','U182348                             ','StopLimit','Sell',9205.380,5.5871,51431.070,'Filled','GTC','Mobile','CL5956868','2025-02-18 22:28:32.054','2025-02-19 08:29:46.054'
58,'OB558446                            ','2025-02-19 08:29:46.054','EX189     ','ADA-USDT','OR6079546                           ','U105156                             ','StopLimit','Buy',42928.200,8.7786,376849.150,'New','GTD','Mobile','CL3179895','2025-02-19 02:21:53.054','2025-02-19 08:29:46.054'
59,'OB557892                            ','2025-02-19 08:29:46.055','EX957     ','SOL-USD','OR4575547                           ','U932937                             ','Market','Buy',26742.900,4.5240,120984.180,'Filled','GTC','Bot','CL1738348','2025-02-18 12:17:26.055','2025-02-19 08:29:46.055'
60,'OB477564                            ','2025-02-19 08:29:46.055','EX230     ','ADA-USD','OR2850200                           ','U875189                             ','Limit','Sell',41304.510,0.7075,29222.730,'Filled','FOK','Mobile','CL3357147','2025-02-18 17:52:55.055','2025-02-19 08:29:46.055'
61,'OB452714                            ','2025-02-19 08:29:46.055','EX846     ','SOL-USDC','OR9971412                           ','U335816                             ','Limit','Buy',39730.820,5.7710,229287.440,'New','GTD','API','CL5235882','2025-02-19 05:05:11.055','2025-02-19 08:29:46.055'
62,'OB264975                            ','2025-02-19 08:29:46.055','EX662     ','ADA-USDC','OR5040149                           ','U987153                             ','Stop','Buy',38664.670,2.8362,109662.050,'New','GTC','Web','CL1361661','2025-02-18 11:39:21.055','2025-02-19 08:29:46.055'
63,'OB957911                            ','2025-02-19 08:29:46.055','EX903     ','ETH-USDT','OR4836569                           ','U331249                             ','Market','Buy',638.870,4.9172,3141.420,'PartiallyFilled','IOC','Bot','CL7554402','2025-02-18 18:09:26.055','2025-02-19 08:29:46.055'
64,'OB350846                            ','2025-02-19 08:29:46.055','EX716     ','ETH-USDT','OR7121295                           ','U700841                             ','Stop','Buy',46745.100,5.4534,254921.270,'New','GTC','API','CL3676671','2025-02-18 21:18:46.055','2025-02-19 08:29:46.055'
65,'OB512329                            ','2025-02-19 08:29:46.055','EX179     ','BTC-USDT','OR4350538                           ','U196846                             ','StopLimit','Buy',19751.220,0.6352,12546.490,'PartiallyFilled','IOC','Mobile','CL9995286','2025-02-18 21:32:36.055','2025-02-19 08:29:46.055'
66,'OB647688                            ','2025-02-19 08:29:46.055','EX982     ','ADA-USDT','OR2452905                           ','U553205                             ','Market','Buy',4428.370,3.7054,16408.880,'PartiallyFilled','IOC','Mobile','CL8996739','2025-02-18 14:09:12.055','2025-02-19 08:29:46.055'
67,'OB267355                            ','2025-02-19 08:29:46.055','EX953     ','SOL-USDT','OR4939802                           ','U333329                             ','Market','Sell',9574.800,3.2488,31106.290,'Cancelled','GTD','Mobile','CL4501248','2025-02-18 22:39:09.055','2025-02-19 08:29:46.055'
68,'OB648538                            ','2025-02-19 08:29:46.055','EX250     ','ETH-USD','OR8742341                           ','U277472                             ','Limit','Buy',44084.850,3.2908,145074.600,'Filled','GTD','Web','CL1454017','2025-02-19 08:09:02.055','2025-02-19 08:29:46.055'
69,'OB351503                            ','2025-02-19 08:29:46.055','EX652     ','ADA-USDT','OR1348162                           ','U649145                             ','Market','Sell',32251.910,6.3444,204618.660,'New','GTC','Bot','CL9804371','2025-02-18 12:31:46.055','2025-02-19 08:29:46.055'
70,'OB236229                            ','2025-02-19 08:29:46.055','EX879     ','BTC-USDT','OR4913183                           ','U937355                             ','Limit','Buy',27136.710,3.9848,108133.280,'New','GTC','Mobile','CL8687269','2025-02-18 08:37:30.055','2025-02-19 08:29:46.055'
71,'OB662976                            ','2025-02-19 08:29:46.055','EX229     ','ETH-USDT','OR1151687                           ','U222865                             ','Market','Buy',43363.770,7.8059,338491.390,'Cancelled','IOC','Mobile','CL8037392','2025-02-18 23:21:35.055','2025-02-19 08:29:46.055'
72,'OB575387                            ','2025-02-19 08:29:46.055','EX531     ','ADA-USDC','OR2638039                           ','U384588                             ','Limit','Buy',31235.100,0.3859,12054.560,'PartiallyFilled','GTC','Web','CL1587850','2025-02-19 01:30:12.055','2025-02-19 08:29:46.055'
73,'OB494562                            ','2025-02-19 08:29:46.055','EX274     ','ETH-USDT','OR2558712                           ','U428487                             ','Limit','Buy',15863.960,6.7637,107298.430,'Filled','GTD','Web','CL3277338','2025-02-18 23:45:26.055','2025-02-19 08:29:46.055'
74,'OB175164                            ','2025-02-19 08:29:46.055','EX860     ','SOL-USD','OR1852485                           ','U237430                             ','StopLimit','Buy',2882.100,9.2394,26628.750,'New','GTC','Web','CL2550638','2025-02-18 15:07:52.055','2025-02-19 08:29:46.055'
75,'OB300022                            ','2025-02-19 08:29:46.055','EX847     ','ADA-USDC','OR3683784                           ','U337473                             ','StopLimit','Buy',43629.960,7.2548,316525.020,'Filled','IOC','Web','CL3242458','2025-02-18 19:42:55.055','2025-02-19 08:29:46.055'
76,'OB864086                            ','2025-02-19 08:29:46.055','EX420     ','SOL-USD','OR8697305                           ','U207730                             ','Limit','Buy',31108.800,0.8895,27672.650,'PartiallyFilled','GTC','Web','CL1123994','2025-02-18 10:26:39.055','2025-02-19 08:29:46.055'
77,'OB699921                            ','2025-02-19 08:29:46.055','EX654     ','ADA-USDC','OR8153783                           ','U692550                             ','Market','Sell',31164.830,4.6568,145128.540,'Filled','IOC','Bot','CL2845137','2025-02-18 19:36:53.055','2025-02-19 08:29:46.055'
78,'OB744328                            ','2025-02-19 08:29:46.055','EX845     ','SOL-USDC','OR4539989                           ','U360855                             ','Limit','Sell',49065.310,4.3179,211858.170,'Cancelled','IOC','Bot','CL6909457','2025-02-19 06:23:58.055','2025-02-19 08:29:46.055'
79,'OB168358                            ','2025-02-19 08:29:46.055','EX516     ','SOL-USDC','OR3225560                           ','U976273                             ','StopLimit','Buy',31460.710,0.0351,1104.810,'PartiallyFilled','GTD','Mobile','CL6401154','2025-02-18 11:34:34.055','2025-02-19 08:29:46.055'
80,'OB944462                            ','2025-02-19 08:29:46.055','EX213     ','ADA-USDT','OR7690257                           ','U383356                             ','Market','Sell',17147.940,2.6719,45817.820,'Filled','GTD','Bot','CL4578331','2025-02-19 01:20:01.055','2025-02-19 08:29:46.055'
81,'OB794961                            ','2025-02-19 08:29:46.055','EX761     ','ETH-USDT','OR7883941                           ','U244254                             ','Limit','Sell',4895.850,7.3808,36135.110,'PartiallyFilled','FOK','API','CL7062085','2025-02-19 01:01:35.055','2025-02-19 08:29:46.055'
82,'OB826101                            ','2025-02-19 08:29:46.055','EX188     ','BTC-USDT','OR2019151                           ','U874992                             ','Limit','Buy',1364.910,1.1220,1531.470,'Filled','GTC','API','CL1951243','2025-02-18 19:35:02.055','2025-02-19 08:29:46.055'
83,'OB400145                            ','2025-02-19 08:29:46.055','EX982     ','BTC-USD','OR5438709                           ','U314574                             ','Limit','Sell',34020.460,2.4330,82771.370,'Filled','GTD','Bot','CL3388142','2025-02-19 00:43:31.055','2025-02-19 08:29:46.055'
84,'OB476830                            ','2025-02-19 08:29:46.055','EX110     ','ADA-USD','OR1870222                           ','U674176                             ','Stop','Buy',4745.450,4.1794,19833.300,'Cancelled','FOK','API','CL6373136','2025-02-18 21:13:40.055','2025-02-19 08:29:46.055'
85,'OB187351                            ','2025-02-19 08:29:46.055','EX109     ','ADA-USDC','OR7234690                           ','U703395                             ','StopLimit','Sell',24863.480,9.3133,231561.720,'New','FOK','Mobile','CL1166595','2025-02-18 11:06:20.055','2025-02-19 08:29:46.055'
86,'OB166920                            ','2025-02-19 08:29:46.055','EX433     ','ETH-USD','OR2468471                           ','U618893                             ','Limit','Buy',21018.250,8.8913,186879.670,'New','GTD','Bot','CL8544455','2025-02-18 23:27:24.055','2025-02-19 08:29:46.055'
87,'OB505264                            ','2025-02-19 08:29:46.055','EX979     ','SOL-USDT','OR8886376                           ','U525018                             ','StopLimit','Buy',19525.490,5.8821,114850.220,'PartiallyFilled','GTD','Mobile','CL7020726','2025-02-18 17:31:41.055','2025-02-19 08:29:46.055'
88,'OB613783                            ','2025-02-19 08:29:46.055','EX337     ','BTC-USDC','OR4985163                           ','U709596                             ','Stop','Sell',11568.540,0.8345,9653.520,'Cancelled','IOC','Mobile','CL5561144','2025-02-19 05:45:30.055','2025-02-19 08:29:46.055'
89,'OB246254                            ','2025-02-19 08:29:46.055','EX293     ','ADA-USDT','OR3624596                           ','U656106                             ','Limit','Buy',24148.450,9.4391,227939.710,'PartiallyFilled','FOK','Mobile','CL5137637','2025-02-18 15:02:55.055','2025-02-19 08:29:46.055'
90,'OB713729                            ','2025-02-19 08:29:46.055','EX607     ','ADA-USD','OR1292592                           ','U395577                             ','StopLimit','Sell',16881.190,7.1917,121405.250,'Cancelled','GTC','API','CL5813587','2025-02-18 19:56:57.055','2025-02-19 08:29:46.055'
91,'OB988949                            ','2025-02-19 08:29:46.055','EX602     ','ADA-USDT','OR1936720                           ','U396938                             ','Limit','Sell',36890.830,6.7915,250545.700,'Filled','GTC','Mobile','CL8141002','2025-02-19 08:12:10.055','2025-02-19 08:29:46.055'
92,'OB364841                            ','2025-02-19 08:29:46.055','EX618     ','SOL-USDT','OR3882960                           ','U620856                             ','Market','Buy',38753.710,4.4376,171974.430,'Cancelled','IOC','Web','CL9007502','2025-02-18 09:24:12.055','2025-02-19 08:29:46.055'
93,'OB612435                            ','2025-02-19 08:29:46.055','EX223     ','ADA-USD','OR6796684                           ','U952337                             ','Stop','Buy',30701.660,8.9968,276216.570,'Filled','IOC','API','CL1788323','2025-02-19 06:59:29.055','2025-02-19 08:29:46.055'
94,'OB828463                            ','2025-02-19 08:29:46.055','EX947     ','SOL-USDC','OR1471090                           ','U440372                             ','Market','Buy',43257.280,1.3690,59219.480,'Cancelled','IOC','Bot','CL1966523','2025-02-18 17:22:31.055','2025-02-19 08:29:46.055'
95,'OB932853                            ','2025-02-19 08:29:46.055','EX252     ','ETH-USDC','OR4953280                           ','U805538                             ','StopLimit','Sell',12279.860,6.2863,77195.390,'PartiallyFilled','GTC','Mobile','CL1045311','2025-02-19 06:55:36.055','2025-02-19 08:29:46.055'
96,'OB382976                            ','2025-02-19 08:29:46.055','EX919     ','SOL-USDT','OR3336553                           ','U222492                             ','Market','Sell',5316.000,1.1585,6158.530,'New','GTD','Web','CL4939166','2025-02-18 20:57:48.055','2025-02-19 08:29:46.055'
97,'OB772793                            ','2025-02-19 08:29:46.055','EX270     ','SOL-USDT','OR8842074                           ','U942059                             ','Stop','Buy',33458.290,1.8295,61212.140,'PartiallyFilled','GTC','Mobile','CL2810051','2025-02-18 08:32:41.055','2025-02-19 08:29:46.055'
98,'OB976577                            ','2025-02-19 08:29:46.055','EX312     ','ADA-USDT','OR8096778                           ','U158448                             ','Limit','Sell',28465.970,8.7807,249950.940,'Filled','GTD','Mobile','CL8128612','2025-02-18 13:47:57.055','2025-02-19 08:29:46.055'
99,'OB578100                            ','2025-02-19 08:29:46.055','EX517     ','BTC-USDC','OR8806205                           ','U521905                             ','StopLimit','Buy',16350.230,6.3649,104067.350,'New','GTD','Web','CL2772534','2025-02-19 00:55:38.055','2025-02-19 08:29:46.055'
100,'OB660093                            ','2025-02-19 08:29:46.055','EX184     ','ETH-USD','OR1318607                           ','U547914                             ','Market','Sell',42629.890,6.5488,279172.830,'Filled','FOK','Bot','CL9726868','2025-02-19 02:38:11.055','2025-02-19 08:29:46.055'
101,'OB496154                            ','2025-02-19 08:29:46.055','EX941     ','BTC-USDT','OR3219879                           ','U981626                             ','StopLimit','Sell',21953.060,9.3723,205750.880,'Cancelled','GTC','Mobile','CL5241197','2025-02-18 21:07:08.055','2025-02-19 08:29:46.055'
102,'OB272030                            ','2025-02-19 08:29:46.055','EX652     ','ADA-USD','OR2760579                           ','U845627                             ','StopLimit','Buy',27684.300,9.1421,253093.140,'Cancelled','GTC','API','CL7003112','2025-02-18 23:23:50.055','2025-02-19 08:29:46.055'
103,'OB823466                            ','2025-02-19 08:29:46.055','EX277     ','ADA-USDT','OR9226474                           ','U749624                             ','Market','Sell',14590.600,8.4131,122751.810,'Cancelled','IOC','Bot','CL5925609','2025-02-18 18:08:47.055','2025-02-19 08:29:46.055'
104,'OB680961                            ','2025-02-19 08:29:46.055','EX866     ','BTC-USD','OR8710117                           ','U380755                             ','Stop','Buy',201.010,8.5788,1724.430,'New','FOK','Web','CL6841537','2025-02-19 01:39:02.055','2025-02-19 08:29:46.055'
105,'OB384249                            ','2025-02-19 08:29:46.055','EX215     ','SOL-USDC','OR6794715                           ','U133484                             ','Market','Sell',7016.010,2.4438,17145.660,'PartiallyFilled','GTD','Mobile','CL5048679','2025-02-19 05:22:54.055','2025-02-19 08:29:46.055'
106,'OB242525                            ','2025-02-19 08:29:46.055','EX618     ','ETH-USD','OR5972684                           ','U765542                             ','Market','Buy',38707.470,2.5023,96859.330,'New','GTC','Web','CL2276842','2025-02-18 21:18:48.055','2025-02-19 08:29:46.055'
107,'OB743831                            ','2025-02-19 08:29:46.055','EX222     ','SOL-USDC','OR2853943                           ','U584433                             ','Market','Sell',20599.570,3.2042,66004.980,'New','GTD','Bot','CL2481259','2025-02-19 07:55:01.055','2025-02-19 08:29:46.055'
