13,'{"depth": {"askdepth": 212, "askunits": 8.6885, "biddepth": 824, "bidunits": 67.7985}, "quotes": {"askquote": 22174.780, "bidquote": 22158.230, "midquote": 22166.500, "markquote": 22172.680, "indexquote": 22162.620}, "spread": {"spreadband": 16.55, "spreadrate": 0.0747}, "metadata": {"exchnote": "EX103     ", "mktcombo": "BTC-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
14,'{"depth": {"askdepth": 213, "askunits": 2.2585, "biddepth": 108, "bidunits": 54.9472}, "quotes": {"askquote": 43682.100, "bidquote": 43661.100, "midquote": 43671.600, "markquote": 43676.130, "indexquote": 43691.770}, "spread": {"spreadband": 21, "spreadrate": 0.0481}, "metadata": {"exchnote": "EX333     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
15,'{"depth": {"askdepth": 710, "askunits": 37.2665, "biddepth": 597, "bidunits": 31.3856}, "quotes": {"askquote": 22054.700, "bidquote": 22046.400, "midquote": 22050.550, "markquote": 22034.180, "indexquote": 22040.190}, "spread": {"spreadband": 8.3, "spreadrate": 0.0376}, "metadata": {"exchnote": "EX963     ", "mktcombo": "ETH-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
16,'{"depth": {"askdepth": 25, "askunits": 14.2832, "biddepth": 585, "bidunits": 21.0551}, "quotes": {"askquote": 1007.820, "bidquote": 1006.230, "midquote": 1007.030, "markquote": 1007.160, "indexquote": 1007.160}, "spread": {"spreadband": 1.59, "spreadrate": 0.1579}, "metadata": {"exchnote": "EX218     ", "mktcombo": "ETH-USD", "timetrack": "2025-02-19T08:29:46.049442"}}'
17,'{"depth": {"askdepth": 412, "askunits": 17.3157, "biddepth": 579, "bidunits": 86.1359}, "quotes": {"askquote": 31512.820, "bidquote": 31477.410, "midquote": 31495.110, "markquote": 31481.680, "indexquote": 31480.470}, "spread": {"spreadband": 35.41, "spreadrate": 0.1124}, "metadata": {"exchnote": "EX455     ", "mktcombo": "SOL-USDT", "timetrack": "2025-02-19T08:29:46.049442"}}'
18,'{"depth": {"askdepth": 209, "askunits": 22.5426, "biddepth": 919, "bidunits": 58.9951}, "quotes": {"askquote": 43338.800, "bidquote": 43265.110, "midquote": 43301.960, "markquote": 43332.830, "indexquote": 43338.960}, "spread": {"spreadband": 73.69, "spreadrate": 0.1702}, "metadata": {"exchnote": "EX525     ", "mktcombo": "BTC-USDT", "timetrack": "2025-02-19T08:29:46.049442"}}'
19,'{"depth": {"askdepth": 726, "askunits": 46.0284, "biddepth": 635, "bidunits": 71.5996}, "quotes": {"askquote": 4144.270, "bidquote": 4143.180, "midquote": 4143.730, "markquote": 4141.380, "indexquote": 4144.980}, "spread": {"spreadband": 1.09, "spreadrate": 0.0263}, "metadata": {"exchnote": "EX815     ", "mktcombo": "SOL-USDT", "timetrack": "2025-02-19T08:29:46.049442"}}'
20,'{"depth": {"askdepth": 52, "askunits": 61.3194, "biddepth": 814, "bidunits": 39.7229}, "quotes": {"askquote": 13971.080, "bidquote": 13961.650, "midquote": 13966.360, "markquote": 13973.460, "indexquote": 13961.740}, "spread": {"spreadband": 9.43, "spreadrate": 0.0675}, "metadata": {"exchnote": "EX665     ", "mktcombo": "ADA-USD", "timetrack": "2025-02-19T08:29:46.049442"}}'
21,'{"depth": {"askdepth": 953, "askunits": 3.4076, "biddepth": 597, "bidunits": 99.8524}, "quotes": {"askquote": 46902.650, "bidquote": 46874.030, "midquote": 46888.340, "markquote": 46918.940, "indexquote": 46939.650}, "spread": {"spreadband": 28.62, "spreadrate": 0.0610}, "metadata": {"exchnote": "EX331     ", "mktcombo": "BTC-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
22,'{"depth": {"askdepth": 857, "askunits": 83.3962, "biddepth": 212, "bidunits": 99.6463}, "quotes": {"askquote": 30643.190, "bidquote": 30611.420, "midquote": 30627.310, "markquote": 30638.890, "indexquote": 30665.620}, "spread": {"spreadband": 31.77, "spreadrate": 0.1037}, "metadata": {"exchnote": "EX363     ", "mktcombo": "ETH-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
23,'{"depth": {"askdepth": 963, "askunits": 44.3466, "biddepth": 235, "bidunits": 21.3360}, "quotes": {"askquote": 43881.090, "bidquote": 43840.910, "midquote": 43861.000, "markquote": 43860.870, "indexquote": 43862.770}, "spread": {"spreadband": 40.18, "spreadrate": 0.0916}, "metadata": {"exchnote": "EX415     ", "mktcombo": "ETH-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
24,'{"depth": {"askdepth": 972, "askunits": 61.5437, "biddepth": 990, "bidunits": 2.1604}, "quotes": {"askquote": 14016.150, "bidquote": 14013.980, "midquote": 14015.060, "markquote": 14017.530, "indexquote": 14024.830}, "spread": {"spreadband": 2.17, "spreadrate": 0.0155}, "metadata": {"exchnote": "EX987     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
25,'{"depth": {"askdepth": 563, "askunits": 43.7281, "biddepth": 733, "bidunits": 54.9532}, "quotes": {"askquote": 8187.400, "bidquote": 8179.140, "midquote": 8183.270, "markquote": 8184.040, "indexquote": 8190.740}, "spread": {"spreadband": 8.26, "spreadrate": 0.1009}, "metadata": {"exchnote": "EX286     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
26,'{"depth": {"askdepth": 385, "askunits": 47.2877, "biddepth": 103, "bidunits": 1.1331}, "quotes": {"askquote": 441.260, "bidquote": 440.570, "midquote": 440.910, "markquote": 440.800, "indexquote": 441.240}, "spread": {"spreadband": 0.69, "spreadrate": 0.1565}, "metadata": {"exchnote": "EX393     ", "mktcombo": "ETH-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
27,'{"depth": {"askdepth": 105, "askunits": 8.0357, "biddepth": 408, "bidunits": 71.3630}, "quotes": {"askquote": 28926.170, "bidquote": 28883.230, "midquote": 28904.700, "markquote": 28905.260, "indexquote": 28930.180}, "spread": {"spreadband": 42.94, "spreadrate": 0.1485}, "metadata": {"exchnote": "EX932     ", "mktcombo": "BTC-USD", "timetrack": "2025-02-19T08:29:46.049442"}}'
28,'{"depth": {"askdepth": 213, "askunits": 89.1280, "biddepth": 997, "bidunits": 67.5347}, "quotes": {"askquote": 2503.460, "bidquote": 2501.550, "midquote": 2502.510, "markquote": 2504.680, "indexquote": 2501.500}, "spread": {"spreadband": 1.91, "spreadrate": 0.0763}, "metadata": {"exchnote": "EX533     ", "mktcombo": "ADA-USD", "timetrack": "2025-02-19T08:29:46.049442"}}'
29,'{"depth": {"askdepth": 296, "askunits": 61.0010, "biddepth": 784, "bidunits": 38.1315}, "quotes": {"askquote": 39289.610, "bidquote": 39239.010, "midquote": 39264.310, "markquote": 39303.090, "indexquote": 39260.080}, "spread": {"spreadband": 50.6, "spreadrate": 0.1289}, "metadata": {"exchnote": "EX558     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
30,'{"depth": {"askdepth": 688, "askunits": 90.6927, "biddepth": 977, "bidunits": 60.1998}, "quotes": {"askquote": 17246.150, "bidquote": 17232.060, "midquote": 17239.110, "markquote": 17245.210, "indexquote": 17237.090}, "spread": {"spreadband": 14.09, "spreadrate": 0.0817}, "metadata": {"exchnote": "EX507     ", "mktcombo": "SOL-USDC", "timetrack": "2025-02-19T08:29:46.049442"}}'
31,'{"depth": {"askdepth": 601, "askunits": 56.0608, "biddepth": 406, "bidunits": 67.8216}, "quotes": {"askquote": 12789.750, "bidquote": 12780.570, "midquote": 12785.160, "markquote": 12779.100, "indexquote": 12789.780}, "spread": {"spreadband": 9.18, "spreadrate": 0.0718}, "metadata": {"exchnote": "EX548     ", "mktcombo": "ADA-USD", "timetrack": "2025-02-19T08:29:46.049442"}}'
32,'{"depth": {"askdepth": 181, "askunits": 56.9502, "biddepth": 981, "bidunits": 7.2557}, "quotes": {"askquote": 24236.740, "bidquote": 24229.720, "midquote": 24233.230, "markquote": 24214.060, "indexquote": 24220.490}, "spread": {"spreadband": 7.02, "spreadrate": 0.0290}, "metadata": {"exchnote": "EX640     ", "mktcombo": "ADA-USD", "timetrack": "2025-02-19T08:29:46.049442"}}'
33,'{"depth": {"askdepth": 419, "askunits": 42.9825, "biddepth": 10, "bidunits": 31.7934}, "quotes": {"askquote": 6402.490, "bidquote": 6394.350, "midquote": 6398.420, "markquote": 6394.670, "indexquote": 6398.820}, "spread": {"spreadband": 8.14, "spreadrate": 0.1272}, "metadata": {"exchnote": "EX162     ", "mktcombo": "ADA-USD", "timetrack": "2025-02-19T08:29:46.049442"}}'
34,'{"depth": {"askdepth": 960, "askunits": 20.8580, "biddepth": 587, "bidunits": 26.4417}, "quotes": {"askquote": 35002.740, "bidquote": 34961.290, "midquote": 34982.010, "markquote": 34949.750, "indexquote": 34997.830}, "spread": {"spreadband": 41.45, "spreadrate": 0.1185}, "metadata": {"exchnote": "EX476     ", "mktcombo": "ADA-USD", "timetrack": "2025-02-19T08:29:46.053326"}}'
794,'{"depth": {"askdepth": 452, "askunits": 70.4076, "biddepth": 16, "bidunits": 33.1131}, "quotes": {"askquote": 385.470, "bidquote": 384.860, "midquote": 385.170, "markquote": 384.970, "indexquote": 385.360}, "spread": {"spreadband": 0.61, "spreadrate": 0.1584}, "metadata": {"exchnote": "EX101     ", "mktcombo": "BTC-USD", "timetrack": "2025-02-19T08:29:46.115571"}}'
35,'{"depth": {"askdepth": 578, "askunits": 81.5432, "biddepth": 601, "bidunits": 98.1516}, "quotes": {"askquote": 38443.880, "bidquote": 38378.440, "midquote": 38411.160, "markquote": 38383.590, "indexquote": 38439.000}, "spread": {"spreadband": 65.44, "spreadrate": 0.1704}, "metadata": {"exchnote": "EX975     ", "mktcombo": "SOL-USDC", "timetrack": "2025-02-19T08:29:46.053326"}}'
36,'{"depth": {"askdepth": 633, "askunits": 30.8465, "biddepth": 976, "bidunits": 66.2489}, "quotes": {"askquote": 22593.230, "bidquote": 22575.430, "midquote": 22584.330, "markquote": 22593.320, "indexquote": 22570.870}, "spread": {"spreadband": 17.8, "spreadrate": 0.0788}, "metadata": {"exchnote": "EX142     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.053326"}}'
37,'{"depth": {"askdepth": 1000, "askunits": 9.9271, "biddepth": 72, "bidunits": 79.7929}, "quotes": {"askquote": 45386.450, "bidquote": 45315.380, "midquote": 45350.910, "markquote": 45384.710, "indexquote": 45333.000}, "spread": {"spreadband": 71.07, "spreadrate": 0.1567}, "metadata": {"exchnote": "EX347     ", "mktcombo": "SOL-USDC", "timetrack": "2025-02-19T08:29:46.053326"}}'
38,'{"depth": {"askdepth": 501, "askunits": 80.8792, "biddepth": 734, "bidunits": 26.5265}, "quotes": {"askquote": 15960.470, "bidquote": 15943.390, "midquote": 15951.930, "markquote": 15956.840, "indexquote": 15938.860}, "spread": {"spreadband": 17.08, "spreadrate": 0.1071}, "metadata": {"exchnote": "EX287     ", "mktcombo": "BTC-USDC", "timetrack": "2025-02-19T08:29:46.053326"}}'
39,'{"depth": {"askdepth": 337, "askunits": 71.3766, "biddepth": 633, "bidunits": 53.3907}, "quotes": {"askquote": 45237.940, "bidquote": 45167.910, "midquote": 45202.930, "markquote": 45220.310, "indexquote": 45211.610}, "spread": {"spreadband": 70.03, "spreadrate": 0.1549}, "metadata": {"exchnote": "EX881     ", "mktcombo": "SOL-USDT", "timetrack": "2025-02-19T08:29:46.053326"}}'
40,'{"depth": {"askdepth": 24, "askunits": 39.3966, "biddepth": 755, "bidunits": 32.5524}, "quotes": {"askquote": 25236.230, "bidquote": 25227.670, "midquote": 25231.950, "markquote": 25227.480, "indexquote": 25233.140}, "spread": {"spreadband": 8.56, "spreadrate": 0.0339}, "metadata": {"exchnote": "EX238     ", "mktcombo": "SOL-USDT", "timetrack": "2025-02-19T08:29:46.053326"}}'
41,'{"depth": {"askdepth": 866, "askunits": 14.0354, "biddepth": 194, "bidunits": 27.4041}, "quotes": {"askquote": 22565.460, "bidquote": 22546.140, "midquote": 22555.800, "markquote": 22569.670, "indexquote": 22528.800}, "spread": {"spreadband": 19.32, "spreadrate": 0.0857}, "metadata": {"exchnote": "EX387     ", "mktcombo": "SOL-USDT", "timetrack": "2025-02-19T08:29:46.053326"}}'
42,'{"depth": {"askdepth": 462, "askunits": 51.4582, "biddepth": 148, "bidunits": 73.5993}, "quotes": {"askquote": 45543.460, "bidquote": 45535.820, "midquote": 45539.640, "markquote": 45526.540, "indexquote": 45562.420}, "spread": {"spreadband": 7.64, "spreadrate": 0.0168}, "metadata": {"exchnote": "EX979     ", "mktcombo": "ADA-USD", "timetrack": "2025-02-19T08:29:46.053326"}}'
43,'{"depth": {"askdepth": 590, "askunits": 43.4411, "biddepth": 292, "bidunits": 65.8368}, "quotes": {"askquote": 16331.610, "bidquote": 16313.090, "midquote": 16322.350, "markquote": 16321.520, "indexquote": 16322.040}, "spread": {"spreadband": 18.52, "spreadrate": 0.1134}, "metadata": {"exchnote": "EX723     ", "mktcombo": "ETH-USDT", "timetrack": "2025-02-19T08:29:46.053326"}}'
44,'{"depth": {"askdepth": 343, "askunits": 28.2651, "biddepth": 990, "bidunits": 11.0520}, "quotes": {"askquote": 5652.390, "bidquote": 5647.940, "midquote": 5650.160, "markquote": 5649.340, "indexquote": 5648.430}, "spread": {"spreadband": 4.45, "spreadrate": 0.0787}, "metadata": {"exchnote": "EX466     ", "mktcombo": "ETH-USD", "timetrack": "2025-02-19T08:29:46.053326"}}'
45,'{"depth": {"askdepth": 854, "askunits": 59.4234, "biddepth": 627, "bidunits": 43.4113}, "quotes": {"askquote": 17193.250, "bidquote": 17185.720, "midquote": 17189.490, "markquote": 17196.830, "indexquote": 17195.560}, "spread": {"spreadband": 7.53, "spreadrate": 0.0438}, "metadata": {"exchnote": "EX537     ", "mktcombo": "ETH-USDT", "timetrack": "2025-02-19T08:29:46.053326"}}'
46,'{"depth": {"askdepth": 876, "askunits": 87.1370, "biddepth": 357, "bidunits": 20.2715}, "quotes": {"askquote": 47064.970, "bidquote": 47011.140, "midquote": 47038.060, "markquote": 47054.680, "indexquote": 47049.120}, "spread": {"spreadband": 53.83, "spreadrate": 0.1145}, "metadata": {"exchnote": "EX373     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.053326"}}'
47,'{"depth": {"askdepth": 455, "askunits": 21.0009, "biddepth": 332, "bidunits": 80.7072}, "quotes": {"askquote": 16731.880, "bidquote": 16703.800, "midquote": 16717.840, "markquote": 16714.490, "indexquote": 16722.880}, "spread": {"spreadband": 28.08, "spreadrate": 0.1680}, "metadata": {"exchnote": "EX231     ", "mktcombo": "ETH-USDT", "timetrack": "2025-02-19T08:29:46.053326"}}'
48,'{"depth": {"askdepth": 720, "askunits": 64.5528, "biddepth": 942, "bidunits": 85.4096}, "quotes": {"askquote": 6581.160, "bidquote": 6576.970, "midquote": 6579.070, "markquote": 6575.570, "indexquote": 6573.820}, "spread": {"spreadband": 4.19, "spreadrate": 0.0637}, "metadata": {"exchnote": "EX716     ", "mktcombo": "BTC-USD", "timetrack": "2025-02-19T08:29:46.053326"}}'
49,'{"depth": {"askdepth": 187, "askunits": 39.0506, "biddepth": 485, "bidunits": 35.6146}, "quotes": {"askquote": 33981.330, "bidquote": 33929.350, "midquote": 33955.340, "markquote": 33961.460, "indexquote": 33948.520}, "spread": {"spreadband": 51.98, "spreadrate": 0.1531}, "metadata": {"exchnote": "EX562     ", "mktcombo": "ADA-USDT", "timetrack": "2025-02-19T08:29:46.054591"}}'
50,'{"depth": {"askdepth": 486, "askunits": 19.5097, "biddepth": 339, "bidunits": 67.2671}, "quotes": {"askquote": 42521.620, "bidquote": 42487.890, "midquote": 42504.760, "markquote": 42494.490, "indexquote": 42459.820}, "spread": {"spreadband": 33.73, "spreadrate": 0.0794}, "metadata": {"exchnote": "EX244     ", "mktcombo": "ETH-USDT", "timetrack": "2025-02-19T08:29:46.054591"}}'
51,'{"depth": {"askdepth": 784, "askunits": 52.2266, "biddepth": 530, "bidunits": 78.0546}, "quotes": {"askquote": 12765.900, "bidquote": 12757.410, "midquote": 12761.650, "markquote": 12746.730, "indexquote": 12759.210}, "spread": {"spreadband": 8.49, "spreadrate": 0.0665}, "metadata": {"exchnote": "EX685     ", "mktcombo": "SOL-USDT", "timetrack": "2025-02-19T08:29:46.054591"}}'
52,'{"depth": {"askdepth": 30, "askunits": 48.3493, "biddepth": 675, "bidunits": 86.9487}, "quotes": {"askquote": 20728.210, "bidquote": 20706.240, "midquote": 20717.220, "markquote": 20699.390, "indexquote": 20719.520}, "spread": {"spreadband": 21.97, "spreadrate": 0.1061}, "metadata": {"exchnote": "EX820     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.054591"}}'
53,'{"depth": {"askdepth": 583, "askunits": 64.6000, "biddepth": 42, "bidunits": 17.2128}, "quotes": {"askquote": 41837.560, "bidquote": 41773.110, "midquote": 41805.330, "markquote": 41839.620, "indexquote": 41831.360}, "spread": {"spreadband": 64.45, "spreadrate": 0.1542}, "metadata": {"exchnote": "EX641     ", "mktcombo": "ETH-USD", "timetrack": "2025-02-19T08:29:46.054591"}}'
54,'{"depth": {"askdepth": 234, "askunits": 99.4348, "biddepth": 72, "bidunits": 94.4838}, "quotes": {"askquote": 18906.550, "bidquote": 18891.100, "midquote": 18898.820, "markquote": 18876.750, "indexquote": 18884.130}, "spread": {"spreadband": 15.45, "spreadrate": 0.0818}, "metadata": {"exchnote": "EX231     ", "mktcombo": "SOL-USDC", "timetrack": "2025-02-19T08:29:46.054591"}}'
55,'{"depth": {"askdepth": 265, "askunits": 20.7307, "biddepth": 405, "bidunits": 37.3382}, "quotes": {"askquote": 2609.930, "bidquote": 2606.480, "midquote": 2608.200, "markquote": 2609.750, "indexquote": 2607.620}, "spread": {"spreadband": 3.45, "spreadrate": 0.1323}, "metadata": {"exchnote": "EX312     ", "mktcombo": "SOL-USD", "timetrack": "2025-02-19T08:29:46.054591"}}'
56,'{"depth": {"askdepth": 904, "askunits": 88.9063, "biddepth": 313, "bidunits": 49.6187}, "quotes": {"askquote": 32357.700, "bidquote": 32322.560, "midquote": 32340.130, "markquote": 32358.510, "indexquote": 32350.820}, "spread": {"spreadband": 35.14, "spreadrate": 0.1087}, "metadata": {"exchnote": "EX818     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.054591"}}'
57,'{"depth": {"askdepth": 772, "askunits": 89.8310, "biddepth": 92, "bidunits": 52.0225}, "quotes": {"askquote": 9212.810, "bidquote": 9199.120, "midquote": 9205.970, "markquote": 9201.670, "indexquote": 9199.250}, "spread": {"spreadband": 13.69, "spreadrate": 0.1487}, "metadata": {"exchnote": "EX441     ", "mktcombo": "BTC-USD", "timetrack": "2025-02-19T08:29:46.054591"}}'
58,'{"depth": {"askdepth": 958, "askunits": 2.3642, "biddepth": 388, "bidunits": 67.3489}, "quotes": {"askquote": 42952.300, "bidquote": 42898.560, "midquote": 42925.430, "markquote": 42886.070, "indexquote": 42969.900}, "spread": {"spreadband": 53.74, "spreadrate": 0.1252}, "metadata": {"exchnote": "EX189     ", "mktcombo": "ADA-USDT", "timetrack": "2025-02-19T08:29:46.054591"}}'
59,'{"depth": {"askdepth": 459, "askunits": 79.4460, "biddepth": 595, "bidunits": 74.8279}, "quotes": {"askquote": 26757.530, "bidquote": 26723.910, "midquote": 26740.720, "markquote": 26726.960, "indexquote": 26750.150}, "spread": {"spreadband": 33.62, "spreadrate": 0.1257}, "metadata": {"exchnote": "EX957     ", "mktcombo": "SOL-USD", "timetrack": "2025-02-19T08:29:46.055391"}}'
60,'{"depth": {"askdepth": 119, "askunits": 41.0469, "biddepth": 887, "bidunits": 7.6125}, "quotes": {"askquote": 41319.580, "bidquote": 41269.280, "midquote": 41294.430, "markquote": 41298.070, "indexquote": 41266.120}, "spread": {"spreadband": 50.3, "spreadrate": 0.1218}, "metadata": {"exchnote": "EX230     ", "mktcombo": "ADA-USD", "timetrack": "2025-02-19T08:29:46.055391"}}'
61,'{"depth": {"askdepth": 725, "askunits": 33.9918, "biddepth": 772, "bidunits": 80.5855}, "quotes": {"askquote": 39767.810, "bidquote": 39701.290, "midquote": 39734.550, "markquote": 39744.700, "indexquote": 39698.200}, "spread": {"spreadband": 66.52, "spreadrate": 0.1674}, "metadata": {"exchnote": "EX846     ", "mktcombo": "SOL-USDC", "timetrack": "2025-02-19T08:29:46.055391"}}'
62,'{"depth": {"askdepth": 551, "askunits": 63.2098, "biddepth": 986, "bidunits": 44.3220}, "quotes": {"askquote": 38665.290, "bidquote": 38641.700, "midquote": 38653.490, "markquote": 38644.780, "indexquote": 38674.800}, "spread": {"spreadband": 23.59, "spreadrate": 0.0610}, "metadata": {"exchnote": "EX662     ", "mktcombo": "ADA-USDC", "timetrack": "2025-02-19T08:29:46.055391"}}'
63,'{"depth": {"askdepth": 564, "askunits": 0.1553, "biddepth": 673, "bidunits": 85.4383}, "quotes": {"askquote": 639.470, "bidquote": 638.370, "midquote": 638.920, "markquote": 639.070, "indexquote": 639.080}, "spread": {"spreadband": 1.1, "spreadrate": 0.1722}, "metadata": {"exchnote": "EX903     ", "mktcombo": "ETH-USDT", "timetrack": "2025-02-19T08:29:46.055391"}}'
64,'{"depth": {"askdepth": 68, "askunits": 30.2117, "biddepth": 736, "bidunits": 52.8839}, "quotes": {"askquote": 46763.140, "bidquote": 46713.740, "midquote": 46738.440, "markquote": 46770.810, "indexquote": 46736.260}, "spread": {"spreadband": 49.4, "spreadrate": 0.1057}, "metadata": {"exchnote": "EX716     ", "mktcombo": "ETH-USDT", "timetrack": "2025-02-19T08:29:46.055391"}}'
65,'{"depth": {"askdepth": 501, "askunits": 69.2835, "biddepth": 515, "bidunits": 83.8413}, "quotes": {"askquote": 19769.510, "bidquote": 19742.920, "midquote": 19756.210, "markquote": 19766.270, "indexquote": 19753.800}, "spread": {"spreadband": 26.59, "spreadrate": 0.1346}, "metadata": {"exchnote": "EX179     ", "mktcombo": "BTC-USDT", "timetrack": "2025-02-19T08:29:46.055391"}}'
66,'{"depth": {"askdepth": 974, "askunits": 0.4042, "biddepth": 727, "bidunits": 79.0744}, "quotes": {"askquote": 4430.510, "bidquote": 4427.190, "midquote": 4428.850, "markquote": 4431.890, "indexquote": 4424.870}, "spread": {"spreadband": 3.32, "spreadrate": 0.0750}, "metadata": {"exchnote": "EX982     ", "mktcombo": "ADA-USDT", "timetrack": "2025-02-19T08:29:46.055391"}}'
67,'{"depth": {"askdepth": 858, "askunits": 87.4987, "biddepth": 162, "bidunits": 49.5707}, "quotes": {"askquote": 9578.020, "bidquote": 9566.460, "midquote": 9572.240, "markquote": 9580.960, "indexquote": 9571.750}, "spread": {"spreadband": 11.56, "spreadrate": 0.1207}, "metadata": {"exchnote": "EX953     ", "mktcombo": "SOL-USDT", "timetrack": "2025-02-19T08:29:46.055391"}}'
68,'{"depth": {"askdepth": 117, "askunits": 37.3117, "biddepth": 168, "bidunits": 84.4565}, "quotes": {"askquote": 44089.240, "bidquote": 44062.440, "midquote": 44075.840, "markquote": 44047.940, "indexquote": 44076.770}, "spread": {"spreadband": 26.8, "spreadrate": 0.0608}, "metadata": {"exchnote": "EX250     ", "mktcombo": "ETH-USD", "timetrack": "2025-02-19T08:29:46.055391"}}'
