'PE593707','Shelter','Model-925','Lee, Meyers and Hamilton',4,53.00,97.800,72.80,47.1,75.900,36.7
'PE624350','Communication','Model-830','Thomas Ltd',10,37.00,7.500,44.10,90.5,73.800,2.4
'PE609009','Vehicle','Model-532','Thornton, Montgomery and Nguyen',1,39.00,1.700,51.30,84.1,94.000,14.9
'PE462707','Vehicle','Model-218','Horton, Ortiz and Bailey',10,100.00,11.500,71.20,62.1,23.900,0.2
'PE599287','Generator','Model-348','White-Williams',17,94.00,56.000,0.00,17.8,11.100,13.4
'PE393792','Generator','Model-459','Wall Inc',19,51.00,3.800,75.70,45.3,69.700,3.3
'PE662221','Generator','Model-401','Wilkins-Aguirre',1,61.00,65.200,26.30,54.3,44.300,93.7
'PE174904','Generator','Model-175','Young, Edwards and Moody',11,95.00,46.800,10.30,27.6,16.400,93.2
'PE554227','Safety','Model-472','Howard-Lucero',5,48.00,56.800,73.00,32.9,59.500,42.1
'PE877296','Shelter','Model-219','Garcia PLC',12,29.00,57.700,35.70,47.3,71.000,26.2
'PE443494','Vehicle','Model-216','Kennedy-Ramos',6,34.00,48.700,0.10,92.5,97.400,15.6
'PE310864','Generator','Model-131','Cherry, Hayes and Elliott',9,39.00,22.000,12.70,18.1,86.900,67.7
'PE878239','Vehicle','Model-289','Mcguire Inc',6,70.00,17.000,61.20,15.8,76.000,12.9
'PE617931','Shelter','Model-775','Thompson Inc',10,9.00,51.900,47.00,69.2,33.900,33.8
'PE461637','Generator','Model-402','Bass Ltd',10,57.00,1.200,53.10,66.6,63.200,14.9
'PE997474','Communication','Model-290','Bennett PLC',12,58.00,89.500,78.70,22.8,70.000,28.2
'PE988963','Scientific','Model-428','Gaines, Williams and Stone',2,95.00,66.500,1.50,62.9,55.800,81.2
'PE843752','Vehicle','Model-964','Castaneda LLC',4,80.00,27.600,59.90,68.1,0.100,8.4
'PE473030','Generator','Model-638','Lewis-Martin',19,0.00,30.500,82.00,12.4,10.100,19.0
'PE274214','Shelter','Model-768','Oneill-Blackburn',13,47.00,30.600,1.00,2.5,9.700,39.9
'PE837944','Vehicle','Model-983','Phillips-Villegas',16,61.00,78.500,93.10,73.2,98.800,2.6
'PE883979','Vehicle','Model-839','Torres, Knox and Chen',6,3.00,2.200,32.50,58.1,54.200,41.8
'PE634931','Safety','Model-941','Johnson-Weeks',4,96.00,68.100,61.30,83.6,61.400,48.7
'PE872868','Safety','Model-317','Davis, Davis and Marquez',15,4.00,7.000,8.90,57.3,46.000,48.4
'PE905940','Vehicle','Model-434','Miller, York and Garza',19,11.00,66.900,99.20,76.4,25.600,80.7
'PE115491','Scientific','Model-890','Estrada, Mckenzie and Webb',9,24.00,5.000,97.40,64.1,5.100,80.5
'PE833907','Safety','Model-617','Clayton, Bell and Palmer',3,69.00,31.300,8.50,90.7,16.300,45.4
'PE566588','Communication','Model-372','Williams-Bond',2,22.00,92.700,0.20,99.4,62.500,96.8
'PE493487','Communication','Model-677','Hoffman, Garza and Mosley',8,52.00,56.500,1.70,0.3,63.100,82.5
'PE777994','Shelter','Model-975','Solis Group',19,96.00,72.800,54.00,93.6,58.700,89.2
'PE734868','Scientific','Model-470','Fry-Jackson',4,59.00,11.500,16.20,12.6,73.400,96.3
'PE870977','Shelter','Model-250','Williams-Brown',11,14.00,44.300,39.10,29.9,75.300,75.5
'PE790642','Shelter','Model-925','Thompson LLC',7,84.00,37.200,53.70,28.5,62.100,73.6
'PE554582','Shelter','Model-235','Scott, Fisher and Velasquez',9,41.00,51.600,20.50,27.5,20.800,58.3
'PE792633','Communication','Model-513','Flores Ltd',7,2.00,90.700,35.20,64.2,48.400,22.9
'PE768979','Communication','Model-287','Bird, Brewer and Perkins',15,4.00,99.200,57.50,92.2,96.900,31.6
'PE625715','Scientific','Model-961','Gardner, Monroe and Klein',17,18.00,56.300,82.30,57.4,39.900,76.2
'PE855839','Communication','Model-225','Rodriguez Ltd',15,10.00,37.300,81.40,11.1,47.100,26.0
'PE866538','Communication','Model-247','Howard-Howard',6,92.00,33.200,71.50,45.0,27.700,22.0
'PE123529','Shelter','Model-824','Armstrong LLC',6,48.00,93.400,16.40,98.3,92.500,61.8
'PE286456','Vehicle','Model-940','Mccarty Inc',5,44.00,3.500,44.40,91.3,84.800,38.7
'PE763244','Communication','Model-484','Mathews PLC',8,82.00,16.500,9.40,12.0,82.800,22.1
'PE363668','Generator','Model-433','Howard, Matthews and Diaz',14,85.00,84.000,59.10,19.4,62.800,83.4
'PE297097','Generator','Model-803','Davidson Group',19,79.00,43.400,10.60,47.4,73.500,89.0
'PE948869','Safety','Model-191','Gaines, Poole and Little',17,87.00,12.500,67.70,26.9,89.100,14.8
'PE218124','Scientific','Model-897','Patel, Mcclain and Brown',15,72.00,24.500,57.60,49.8,58.400,99.1
'PE585058','Generator','Model-839','Porter, Rowe and Hayden',11,28.00,21.100,2.90,66.2,69.000,85.3
'PE589186','Scientific','Model-863','Martin Ltd',7,49.00,25.100,84.70,17.0,93.000,88.4
'PE138566','Shelter','Model-111','Hill and Sons',15,65.00,57.100,44.70,80.3,13.000,44.0
'PE196998','Safety','Model-106','Valdez-Jones',7,35.00,62.100,4.10,3.3,94.500,65.1
'PE905857','Shelter','Model-620','Rojas, Hall and Fritz',15,88.00,19.600,43.00,88.7,74.500,26.4
'PE162064','Safety','Model-289','Brown-Perez',11,65.00,17.100,44.00,19.7,55.900,66.3
'PE259067','Scientific','Model-529','Johnson, Payne and Lindsey',9,33.00,74.900,54.60,64.2,28.900,31.7
'PE110708','Safety','Model-615','Evans, Lopez and Jackson',5,60.00,80.800,63.70,0.3,93.000,71.5
'PE117433','Vehicle','Model-562','Johnson-Walker',2,76.00,55.000,68.60,25.9,43.600,83.5
'PE807491','Generator','Model-183','Hayes Group',20,87.00,73.500,43.80,91.3,96.000,37.1
'PE217333','Communication','Model-792','Gutierrez Group',7,44.00,93.800,47.90,52.2,42.500,72.6
'PE794054','Shelter','Model-397','Brown-Green',3,88.00,78.400,72.40,6.9,70.500,39.0
'PE864612','Safety','Model-925','Jones LLC',12,47.00,69.100,67.30,59.0,87.500,48.0
'PE731344','Generator','Model-234','Keller, Craig and Hunter',20,69.00,22.300,3.50,87.3,89.600,25.7
'PE411697','Safety','Model-938','Mason-Ramos',4,95.00,24.100,50.10,66.6,66.700,41.7
'PE233857','Safety','Model-129','Edwards LLC',5,1.00,3.100,55.40,51.8,16.600,0.4
'PE208025','Shelter','Model-106','French Ltd',19,64.00,20.100,12.40,28.7,69.500,22.7
'PE276585','Vehicle','Model-751','Lynn-Mitchell',19,69.00,30.800,3.80,97.6,51.500,52.0
'PE843937','Generator','Model-682','Long-Payne',11,12.00,62.500,94.40,41.8,52.600,27.9
'PE769176','Generator','Model-836','Campbell PLC',8,64.00,27.100,88.00,63.4,39.300,7.6
'PE573946','Generator','Model-380','Williams, Bond and Young',15,47.00,62.200,96.40,43.7,33.300,69.7
'PE165574','Shelter','Model-318','Wang Group',11,66.00,80.500,98.60,37.4,86.100,18.2
'PE245196','Vehicle','Model-894','Graves, Barry and Chavez',14,75.00,63.100,85.10,29.8,60.300,2.3
'PE779154','Shelter','Model-611','Jackson LLC',8,60.00,88.400,65.00,56.3,49.600,37.4
'PE765764','Communication','Model-477','Gomez-Young',11,65.00,37.000,57.80,79.5,90.200,65.0
'PE842682','Scientific','Model-375','Kim, Glover and Leach',15,29.00,93.300,69.60,52.8,52.300,20.8
'PE856564','Safety','Model-180','Flowers-White',19,17.00,47.200,8.30,24.1,16.400,74.8
'PE285138','Shelter','Model-255','Howell, Johnson and Chavez',2,6.00,11.000,1.60,81.1,12.400,47.7
'PE770977','Shelter','Model-212','Jackson-James',3,5.00,65.300,7.60,94.1,56.600,9.7
'PE344890','Vehicle','Model-162','Marshall-Chung',10,83.00,20.100,15.60,13.4,37.200,3.3
'PE952510','Communication','Model-443','Thomas-Cohen',15,44.00,54.500,36.10,89.7,26.200,1.5
'PE219601','Communication','Model-447','Davis, Dickerson and Johnson',1,52.00,39.200,33.70,11.7,42.700,24.5
'PE607918','Vehicle','Model-577','Shannon Inc',16,99.00,51.500,73.40,84.3,64.500,15.7
'PE948006','Vehicle','Model-653','Torres, Rivas and Love',20,91.00,85.300,48.60,96.4,93.400,62.8
'PE611748','Communication','Model-487','Gross and Sons',19,33.00,11.000,48.30,94.6,52.600,20.2
'PE657112','Scientific','Model-137','Farrell PLC',18,73.00,85.800,30.70,52.1,74.100,48.4
'PE720334','Generator','Model-577','Bell, Sheppard and Lopez',15,81.00,94.500,20.30,62.0,24.900,40.9
'PE300032','Generator','Model-577','Solis-Hoover',3,73.00,55.400,55.40,84.5,64.800,45.1
'PE305100','Communication','Model-736','Martinez and Sons',10,47.00,77.900,54.70,50.8,97.800,53.2
'PE104946','Safety','Model-911','James-Campos',13,59.00,10.500,15.70,86.9,52.900,14.8
'PE936999','Shelter','Model-952','Shepard-Klein',20,39.00,70.500,36.20,77.6,26.100,2.7
'PE822929','Safety','Model-160','Anderson and Sons',10,15.00,56.700,34.20,14.2,88.700,22.2
'PE656762','Communication','Model-945','Peterson LLC',6,41.00,54.100,9.40,66.6,81.800,24.8
'PE131515','Generator','Model-696','Martinez-Solis',13,87.00,64.900,34.90,14.6,68.000,98.8
'PE311714','Vehicle','Model-468','Warner Ltd',3,85.00,53.700,69.10,48.0,72.900,15.1
'PE140524','Safety','Model-246','Wells-Brown',5,37.00,13.600,14.10,53.0,23.500,13.7
'PE141403','Safety','Model-641','Fox-Dorsey',16,48.00,98.300,44.70,33.8,92.600,88.7
'PE454346','Vehicle','Model-824','Weber-Buckley',18,10.00,82.500,8.50,76.0,90.900,44.3
'PE787711','Shelter','Model-422','Miller, Pittman and Buchanan',13,28.00,9.100,71.90,50.1,42.400,42.1
'PE711780','Vehicle','Model-910','Morales, Elliott and Cook',3,98.00,43.500,18.90,3.1,3.000,25.3
'PE729999','Generator','Model-512','Ford, Leach and Vargas',14,41.00,90.800,83.20,83.1,72.700,62.0
'PE202620','Communication','Model-305','Williams-Howell',18,98.00,84.800,19.80,37.6,19.200,58.5
'PE432285','Scientific','Model-291','Shelton Group',12,19.00,1.700,11.90,80.9,73.500,65.0
'PE545295','Safety','Model-311','Foster Ltd',19,31.00,43.800,18.00,21.5,64.500,47.9
'PE942060','Shelter','Model-554','Gonzalez Ltd',3,73.00,23.500,25.50,69.4,12.600,84.5
'PE563019','Vehicle','Model-918','Anderson PLC',4,67.00,94.100,96.50,98.5,67.100,17.7
'PE765492','Scientific','Model-546','Frost, Bond and Owens',9,0.00,16.800,71.60,50.0,75.000,71.8
'PE544361','Scientific','Model-337','Castro, Mills and Summers',9,37.00,86.700,21.70,89.4,55.900,53.3
'PE570507','Vehicle','Model-115','Jordan-Schwartz',7,40.00,32.100,47.80,79.9,76.400,65.5
'PE287406','Generator','Model-581','Day, Hall and Roberts',1,54.00,68.800,97.60,80.1,50.600,93.6
'PE656325','Safety','Model-834','Gillespie-Neal',2,43.00,79.800,61.20,38.4,13.400,33.1
'PE247042','Vehicle','Model-995','Hernandez Ltd',13,27.00,2.000,56.10,60.6,77.900,20.6
'PE458264','Shelter','Model-958','Evans-Hudson',8,43.00,88.000,5.40,10.7,79.200,2.7
'PE895408','Shelter','Model-175','Villa-Scott',1,70.00,64.800,38.10,68.0,83.400,50.0
'PE244374','Shelter','Model-477','Mathews LLC',5,81.00,57.900,79.10,76.9,19.600,42.5
'PE995994','Generator','Model-379','Adams, Harris and Kirk',13,36.00,4.300,51.40,13.3,99.700,59.2
'PE553635','Shelter','Model-744','Farley-Burke',3,80.00,19.900,96.90,75.5,58.300,52.6
'PE123694','Vehicle','Model-511','Parker-Lawrence',12,70.00,55.900,75.30,56.3,6.000,54.8
'PE118820','Safety','Model-560','Lopez, Cook and Martin',10,98.00,94.900,89.80,34.5,8.500,43.1
'PE336409','Communication','Model-676','Lam-Rose',2,48.00,11.800,17.00,42.0,64.600,23.6
'PE905783','Scientific','Model-261','Wagner, Newton and Mora',13,53.00,24.100,34.30,7.1,78.900,32.6
'PE184344','Communication','Model-136','Mason, Harrison and Smith',14,0.00,21.800,32.70,61.1,61.900,73.9
'PE689999','Shelter','Model-404','Blevins Group',8,9.00,3.600,79.80,14.8,5.200,74.7
'PE341856','Safety','Model-417','Moore, Brown and Wilson',13,14.00,66.000,39.60,34.6,80.200,28.1
'PE151644','Generator','Model-355','Bailey and Sons',10,83.00,4.800,13.70,48.0,77.500,18.7
'PE301903','Scientific','Model-361','Anderson-Johnson',2,68.00,56.000,80.90,51.4,21.500,44.4
'PE710687','Communication','Model-628','Bailey, Mckee and Hernandez',9,7.00,56.800,45.60,42.8,57.600,62.1
'PE183449','Generator','Model-624','Mendez, Barnes and Collins',11,77.00,20.400,77.30,8.0,39.000,74.3
'PE809203','Generator','Model-208','Clements-Wilkins',15,14.00,33.500,26.30,80.2,41.900,54.0
'PE889153','Communication','Model-614','Bell and Sons',14,27.00,18.200,96.40,51.7,38.000,74.0
'PE274780','Communication','Model-848','Williams, Anderson and Lewis',2,50.00,37.700,70.00,46.6,20.900,58.2
'PE590131','Shelter','Model-494','Patel-Barrett',10,31.00,95.100,53.40,42.5,59.400,68.1
'PE822175','Shelter','Model-222','Hodge-Green',2,45.00,97.100,60.50,61.2,43.200,20.5
'PE616559','Shelter','Model-626','Haas-Garcia',10,59.00,8.300,33.90,27.5,67.000,39.9
'PE543322','Shelter','Model-508','Pittman, Williams and Rodriguez',9,96.00,6.000,75.40,15.6,36.100,71.8
'PE123866','Vehicle','Model-615','Graves-Braun',11,21.00,59.100,70.00,70.7,8.300,60.9
'PE532995','Scientific','Model-580','Caldwell Group',14,19.00,52.900,84.60,94.9,66.400,24.6
'PE288196','Shelter','Model-842','Jones PLC',12,95.00,80.000,69.60,79.6,86.100,53.4
'PE748980','Scientific','Model-871','Harper, Braun and Woods',15,36.00,85.000,44.70,38.2,31.100,68.5
'PE172516','Scientific','Model-379','Martin Ltd',16,23.00,76.500,87.70,67.4,85.000,84.9
'PE808819','Shelter','Model-998','Acosta-Hubbard',19,88.00,9.700,9.60,72.6,31.100,8.0
'PE277278','Generator','Model-578','Davis, Flores and Meyer',8,99.00,32.100,12.90,50.9,43.400,8.4
'PE379752','Generator','Model-722','Smith-Wilson',11,67.00,61.100,23.70,61.8,23.400,34.1
'PE987081','Safety','Model-489','Decker PLC',13,89.00,79.000,9.60,23.7,69.800,41.0
'PE677047','Vehicle','Model-214','Singleton and Sons',3,10.00,29.600,53.90,7.8,7.000,96.5
'PE278929','Communication','Model-991','Heath Group',7,39.00,17.700,68.40,81.4,45.600,35.0
'PE661377','Scientific','Model-595','Lopez, Bailey and Weaver',9,2.00,25.600,92.20,20.4,32.000,32.0
'PE205989','Safety','Model-919','Johnston Group',3,12.00,47.600,13.10,62.8,44.400,53.8
'PE436908','Communication','Model-147','Johnson Ltd',11,24.00,58.100,3.40,68.5,82.700,40.3
'PE543123','Vehicle','Model-331','King, Howard and Gonzalez',12,7.00,8.400,26.40,42.3,29.300,74.4
'PE107154','Generator','Model-867','Nelson, Baker and Griffin',8,64.00,11.300,97.70,94.0,5.300,37.5
'PE838843','Safety','Model-732','Oconnor Ltd',11,37.00,93.900,24.70,59.0,12.400,82.2
'PE968606','Safety','Model-727','Day-Cruz',17,24.00,24.700,18.60,87.0,47.800,28.7
'PE536894','Communication','Model-674','Murphy, Chavez and Moore',9,10.00,33.400,80.40,30.6,75.800,84.6
'PE715312','Shelter','Model-531','Moreno-Gregory',11,73.00,89.700,65.90,19.1,23.700,72.4
'PE193718','Scientific','Model-563','Jones, Garcia and Thompson',19,54.00,33.000,5.00,49.7,8.100,99.5
'PE806818','Communication','Model-674','Hunt-Garcia',17,83.00,33.200,24.50,75.9,16.200,82.2
'PE983687','Scientific','Model-211','Beck, Gray and Meyer',18,41.00,8.200,66.20,26.8,38.700,65.5
'PE382925','Safety','Model-579','Burns-Stone',19,17.00,23.200,56.30,36.0,20.900,56.0
'PE874367','Generator','Model-958','Williams-Keller',17,76.00,47.500,42.60,32.2,43.600,59.5
'PE372234','Communication','Model-471','Cruz, Harris and Black',15,38.00,88.400,75.70,32.9,44.800,10.4
'PE839653','Shelter','Model-552','Holden-Cruz',16,81.00,55.600,34.60,26.2,19.300,7.3
'PE424665','Vehicle','Model-484','Jones-Shaw',17,39.00,98.200,6.70,42.6,47.700,57.0
'PE188924','Vehicle','Model-760','Bruce PLC',5,71.00,91.700,61.10,90.9,89.600,40.4
'PE433528','Scientific','Model-568','Sanders-Townsend',5,97.00,43.100,89.80,67.8,92.000,30.4
'PE469294','Shelter','Model-481','Galvan, George and Garcia',5,85.00,58.200,96.10,5.4,76.400,24.8
'PE824397','Safety','Model-286','Castillo and Sons',5,2.00,73.600,57.40,7.7,87.000,25.0
'PE185216','Shelter','Model-430','Bowen-Hobbs',19,73.00,53.500,81.50,20.4,81.900,62.6
'PE117065','Shelter','Model-808','Johnson, Bautista and Shields',6,92.00,21.200,54.20,41.0,32.600,98.4
'PE348354','Scientific','Model-742','Johnson-House',7,42.00,75.400,0.10,22.5,19.500,29.2
'PE675638','Safety','Model-415','Chapman Group',17,75.00,91.900,71.40,59.6,28.500,16.9
'PE771682','Shelter','Model-736','Robertson-Padilla',6,14.00,4.100,26.20,34.9,71.000,65.7
'PE190177','Communication','Model-109','Howell Group',7,97.00,0.200,99.10,2.8,75.600,88.2
'PE646199','Shelter','Model-695','Reynolds-Rogers',4,18.00,19.400,33.10,50.9,86.900,94.6
'PE133136','Shelter','Model-787','Wilson, Johnson and Carter',19,20.00,23.700,41.50,32.1,93.600,12.1
'PE124678','Safety','Model-398','Ramos LLC',15,63.00,62.100,74.50,76.4,76.000,19.6
'PE775770','Shelter','Model-305','Davidson, Walls and Page',16,51.00,25.800,75.10,36.4,34.200,59.1
'PE294696','Shelter','Model-641','Randolph PLC',12,53.00,13.100,1.50,76.5,65.700,99.0
'PE916142','Scientific','Model-889','Lawrence, Jimenez and Morris',17,81.00,1.900,28.50,51.6,13.400,37.4
'PE959317','Scientific','Model-461','Estrada, Hill and Byrd',3,99.00,11.400,54.60,28.2,63.800,19.6
'PE583677','Vehicle','Model-103','Jackson-Walker',9,98.00,8.200,89.60,73.7,32.200,26.7
'PE514835','Generator','Model-415','Manning-King',4,99.00,50.100,60.10,74.0,24.500,70.0
'PE761523','Shelter','Model-421','Allen Ltd',6,79.00,89.600,87.50,4.7,86.800,16.8
'PE810437','Scientific','Model-884','Taylor Group',6,79.00,96.800,72.50,55.8,60.400,19.5
'PE359740','Vehicle','Model-717','Davila, Price and Jones',16,22.00,71.400,62.40,1.3,74.800,51.2
'PE251150','Communication','Model-875','Davis and Sons',1,93.00,54.800,16.90,91.9,58.000,7.7
'PE358684','Generator','Model-936','Fernandez Group',19,86.00,72.600,44.10,60.4,14.400,51.0
'PE312921','Communication','Model-775','Cruz-Shaw',17,94.00,94.300,9.60,23.4,77.700,60.4
'PE159619','Generator','Model-585','Hoover, Robinson and Robinson',3,37.00,96.300,37.20,62.6,11.000,78.8
'PE574920','Scientific','Model-747','Bell-Matthews',8,25.00,68.300,1.90,91.2,41.600,71.4
'PE464307','Communication','Model-615','Kramer-Smith',10,74.00,21.500,61.40,16.9,52.700,16.7
'PE549576','Shelter','Model-398','Fry-Harper',13,17.00,80.900,24.90,31.6,47.900,52.4
'PE359751','Shelter','Model-750','Spears Ltd',11,58.00,76.200,16.50,82.9,19.200,25.0
'PE933090','Vehicle','Model-624','Johnson-Bennett',15,35.00,10.800,73.30,54.7,31.600,15.7
'PE158734','Vehicle','Model-519','Sanders LLC',9,7.00,18.600,88.90,93.9,6.400,47.8
'PE628880','Shelter','Model-237','Duran-Myers',20,45.00,91.600,68.60,34.5,39.300,23.2
'PE915299','Shelter','Model-641','Weber, Alvarez and Murray',12,45.00,40.600,77.10,99.0,8.100,93.7
'PE429110','Communication','Model-102','Hicks Group',5,66.00,33.900,94.30,24.3,10.400,0.5
'PE709071','Communication','Model-353','Johnson-Rodriguez',20,9.00,63.400,16.20,70.3,64.300,7.7
'PE700859','Generator','Model-156','Stewart-Scott',7,47.00,59.400,21.50,28.9,97.000,68.0
'PE804585','Safety','Model-509','White Inc',12,9.00,55.300,71.70,16.7,15.100,24.1
'PE707819','Safety','Model-252','Anderson, Hunter and Swanson',8,53.00,46.500,9.30,5.6,13.300,94.9
'PE284354','Shelter','Model-742','Meyer, Edwards and Francis',4,46.00,3.100,38.20,81.0,98.100,28.2
'PE613808','Generator','Model-562','Hill, Kennedy and Jones',18,73.00,60.400,2.60,58.3,9.400,26.5
'PE152434','Communication','Model-983','Williams, Richardson and Pham',7,37.00,97.100,83.50,86.4,73.900,35.1
'PE398075','Vehicle','Model-501','Tyler, Shelton and Phillips',17,4.00,46.200,49.10,95.2,67.000,98.4
'PE374486','Vehicle','Model-792','Hooper PLC',6,27.00,56.800,37.10,99.6,98.300,70.4
'PE127709','Scientific','Model-732','Shannon-Velez',4,64.00,77.600,57.50,11.4,0.200,12.2
'PE394665','Generator','Model-392','Rocha and Sons',15,10.00,70.300,94.40,40.2,49.800,39.4
