44,'PE702097','On','Battery','Not Charging',436.2000,86.300,'{"cycles": 751, "current_a": 20.750, "voltage_v": 20.30, "level_percent": 26.00, "temperature_c": -23.1, "health_percent": 90.0}'
45,'PE158907','On','Wind','Full',2983.4000,81.900,'{"cycles": 13, "current_a": 19.770, "voltage_v": 24.90, "level_percent": 97.00, "temperature_c": 29, "health_percent": 96.0}'
46,'PE388337','Off','Wind','Not Charging',986.2000,80.600,'{"cycles": 763, "current_a": 43.710, "voltage_v": 36.00, "level_percent": 79.00, "temperature_c": 39.6, "health_percent": 92.0}'
47,'PE849807','Off','Solar','Full',2619.9000,85.800,'{"cycles": 953, "current_a": 44.040, "voltage_v": 7.50, "level_percent": 34.00, "temperature_c": -23.3, "health_percent": 71.0}'
48,'PE185934','Charging','Battery','Charging',1518.8000,78.600,'{"cycles": 499, "current_a": 26.470, "voltage_v": 26.50, "level_percent": 93.00, "temperature_c": 15.2, "health_percent": 100.0}'
49,'PE644868','On','Wind','Charging',4935.4000,90.100,'{"cycles": 167, "current_a": 26.180, "voltage_v": 21.20, "level_percent": 27.00, "temperature_c": -38.6, "health_percent": 89.0}'
50,'PE566902','On','Hybrid','Not Charging',4163.9000,81.200,'{"cycles": 903, "current_a": 44.490, "voltage_v": 24.30, "level_percent": 4.00, "temperature_c": -38.6, "health_percent": 63.0}'
51,'PE593084','On','Diesel','Charging',2625.9000,72.200,'{"cycles": 636, "current_a": 34.860, "voltage_v": 8.50, "level_percent": 51.00, "temperature_c": -34.3, "health_percent": 87.0}'
52,'PE753858','On','Battery','Charging',1016.4000,83.500,'{"cycles": 872, "current_a": 27.890, "voltage_v": 41.10, "level_percent": 19.00, "temperature_c": -14.8, "health_percent": 86.0}'
53,'PE467205','Sleep','Wind','Error',3853.0000,85.500,'{"cycles": 328, "current_a": 12.140, "voltage_v": 47.30, "level_percent": 51.00, "temperature_c": 24.3, "health_percent": 99.0}'
54,'PE615712','Off','Hybrid','Full',3038.6000,71.200,'{"cycles": 281, "current_a": 16.490, "voltage_v": 22.10, "level_percent": 25.00, "temperature_c": 0, "health_percent": 91.0}'
55,'PE129437','Sleep','Hybrid','Full',4380.3000,78.300,'{"cycles": 576, "current_a": 39.120, "voltage_v": 26.00, "level_percent": 96.00, "temperature_c": 16.1, "health_percent": 95.0}'
56,'PE172120','On','Solar','Not Charging',99.0000,82.500,'{"cycles": 651, "current_a": 3.340, "voltage_v": 2.10, "level_percent": 85.00, "temperature_c": -26.4, "health_percent": 68.0}'
57,'PE954298','On','Diesel','Charging',1990.9000,92.200,'{"cycles": 776, "current_a": 37.390, "voltage_v": 38.50, "level_percent": 42.00, "temperature_c": 19.6, "health_percent": 80.0}'
58,'PE142512','Sleep','Diesel','Not Charging',788.2000,89.800,'{"cycles": 552, "current_a": 19.830, "voltage_v": 18.30, "level_percent": 93.00, "temperature_c": -18, "health_percent": 83.0}'
59,'PE514481','Charging','Wind','Charging',3751.4000,86.400,'{"cycles": 411, "current_a": 6.650, "voltage_v": 32.00, "level_percent": 55.00, "temperature_c": 38.1, "health_percent": 78.0}'
60,'PE432586','Off','Hybrid','Not Charging',3129.2000,87.500,'{"cycles": 390, "current_a": 42.640, "voltage_v": 32.00, "level_percent": 6.00, "temperature_c": 13.6, "health_percent": 67.0}'
61,'PE562948','Sleep','Hybrid','Charging',2544.8000,80.100,'{"cycles": 843, "current_a": 41.290, "voltage_v": 19.70, "level_percent": 54.00, "temperature_c": -10.8, "health_percent": 95.0}'
62,'PE537344','Charging','Battery','Full',4277.0000,89.700,'{"cycles": 421, "current_a": 28.970, "voltage_v": 11.60, "level_percent": 51.00, "temperature_c": -39.3, "health_percent": 85.0}'
63,'PE586784','Charging','Battery','Not Charging',15.4000,90.700,'{"cycles": 905, "current_a": 1.600, "voltage_v": 35.90, "level_percent": 78.00, "temperature_c": 14.6, "health_percent": 66.0}'
64,'PE164420','Charging','Diesel','Full',2432.5000,91.600,'{"cycles": 408, "current_a": 1.900, "voltage_v": 10.40, "level_percent": 46.00, "temperature_c": -0.7, "health_percent": 72.0}'
65,'PE624350','Charging','Solar','Full',4326.6000,70.700,'{"cycles": 156, "current_a": 3.330, "voltage_v": 33.60, "level_percent": 26.00, "temperature_c": -7.9, "health_percent": 81.0}'
66,'PE609009','Charging','Battery','Not Charging',191.7000,74.900,'{"cycles": 932, "current_a": 43.690, "voltage_v": 37.80, "level_percent": 39.00, "temperature_c": -1.9, "health_percent": 61.0}'
67,'PE462707','Charging','Solar','Not Charging',3580.5000,79.100,'{"cycles": 674, "current_a": 47.050, "voltage_v": 28.40, "level_percent": 12.00, "temperature_c": -32.1, "health_percent": 87.0}'
68,'PE599287','Sleep','Battery','Not Charging',4033.4000,88.600,'{"cycles": 942, "current_a": 30.260, "voltage_v": 28.90, "level_percent": 34.00, "temperature_c": -31.5, "health_percent": 89.0}'
69,'PE393792','On','Diesel','Not Charging',25.6000,91.300,'{"cycles": 984, "current_a": 16.760, "voltage_v": 19.90, "level_percent": 28.00, "temperature_c": 28.2, "health_percent": 91.0}'
70,'PE662221','Charging','Diesel','Charging',1812.2000,77.400,'{"cycles": 701, "current_a": 33.330, "voltage_v": 23.60, "level_percent": 32.00, "temperature_c": 32.1, "health_percent": 99.0}'
71,'PE174904','On','Solar','Error',3603.9000,74.200,'{"cycles": 247, "current_a": 18.200, "voltage_v": 17.60, "level_percent": 90.00, "temperature_c": 9.3, "health_percent": 73.0}'
72,'PE554227','Sleep','Hybrid','Not Charging',3401.1000,72.500,'{"cycles": 419, "current_a": 35.760, "voltage_v": 2.70, "level_percent": 1.00, "temperature_c": -11.9, "health_percent": 84.0}'
73,'PE877296','Off','Wind','Error',1884.9000,94.800,'{"cycles": 747, "current_a": 22.310, "voltage_v": 8.90, "level_percent": 96.00, "temperature_c": -1.8, "health_percent": 83.0}'
74,'PE443494','Off','Diesel','Not Charging',1426.3000,87.500,'{"cycles": 577, "current_a": 46.160, "voltage_v": 11.80, "level_percent": 73.00, "temperature_c": 23.1, "health_percent": 71.0}'
75,'PE310864','Charging','Battery','Error',692.2000,71.700,'{"cycles": 371, "current_a": 24.080, "voltage_v": 30.50, "level_percent": 82.00, "temperature_c": 11.6, "health_percent": 73.0}'
76,'PE878239','Charging','Solar','Error',1516.6000,70.600,'{"cycles": 607, "current_a": 34.770, "voltage_v": 37.50, "level_percent": 21.00, "temperature_c": 34.7, "health_percent": 75.0}'
77,'PE617931','Off','Solar','Charging',4145.9000,73.300,'{"cycles": 258, "current_a": 15.000, "voltage_v": 33.90, "level_percent": 68.00, "temperature_c": 36.1, "health_percent": 64.0}'
78,'PE461637','Charging','Solar','Error',4007.6000,79.500,'{"cycles": 260, "current_a": 30.550, "voltage_v": 0.10, "level_percent": 43.00, "temperature_c": -18.9, "health_percent": 65.0}'
79,'PE997474','On','Hybrid','Error',1609.0000,95.000,'{"cycles": 124, "current_a": 24.900, "voltage_v": 17.80, "level_percent": 100.00, "temperature_c": 19.4, "health_percent": 73.0}'
80,'PE988963','Charging','Diesel','Error',4261.4000,83.100,'{"cycles": 545, "current_a": 43.800, "voltage_v": 26.80, "level_percent": 53.00, "temperature_c": -39.9, "health_percent": 89.0}'
81,'PE843752','On','Battery','Not Charging',3337.2000,75.400,'{"cycles": 491, "current_a": 16.720, "voltage_v": 15.10, "level_percent": 18.00, "temperature_c": 39.8, "health_percent": 69.0}'
82,'PE473030','On','Solar','Charging',4069.2000,79.200,'{"cycles": 554, "current_a": 22.430, "voltage_v": 33.70, "level_percent": 68.00, "temperature_c": -18, "health_percent": 91.0}'
83,'PE274214','On','Solar','Error',3046.3000,87.100,'{"cycles": 854, "current_a": 35.150, "voltage_v": 31.40, "level_percent": 28.00, "temperature_c": -33.8, "health_percent": 78.0}'
84,'PE837944','Off','Diesel','Full',3312.9000,83.000,'{"cycles": 612, "current_a": 0.680, "voltage_v": 31.00, "level_percent": 63.00, "temperature_c": 20.6, "health_percent": 65.0}'
85,'PE883979','On','Wind','Full',3994.9000,82.800,'{"cycles": 259, "current_a": 18.060, "voltage_v": 18.10, "level_percent": 71.00, "temperature_c": -5, "health_percent": 82.0}'
86,'PE634931','Charging','Hybrid','Error',1474.7000,94.300,'{"cycles": 871, "current_a": 28.470, "voltage_v": 7.20, "level_percent": 70.00, "temperature_c": -34.3, "health_percent": 78.0}'
87,'PE872868','On','Hybrid','Charging',3716.9000,81.900,'{"cycles": 780, "current_a": 18.460, "voltage_v": 20.90, "level_percent": 9.00, "temperature_c": -38.8, "health_percent": 82.0}'
88,'PE905940','On','Battery','Error',195.2000,84.300,'{"cycles": 750, "current_a": 10.820, "voltage_v": 37.00, "level_percent": 55.00, "temperature_c": -35.9, "health_percent": 75.0}'
89,'PE115491','Charging','Hybrid','Full',2736.8000,89.500,'{"cycles": 436, "current_a": 45.200, "voltage_v": 14.90, "level_percent": 42.00, "temperature_c": 38.7, "health_percent": 95.0}'
90,'PE833907','Charging','Battery','Not Charging',514.2000,85.900,'{"cycles": 79, "current_a": 17.440, "voltage_v": 26.90, "level_percent": 29.00, "temperature_c": 37.5, "health_percent": 83.0}'
91,'PE566588','On','Solar','Error',4782.7000,71.700,'{"cycles": 793, "current_a": 14.420, "voltage_v": 47.70, "level_percent": 0.00, "temperature_c": 14.7, "health_percent": 78.0}'
92,'PE493487','On','Wind','Full',2391.9000,70.500,'{"cycles": 814, "current_a": 48.400, "voltage_v": 18.70, "level_percent": 88.00, "temperature_c": 16.8, "health_percent": 98.0}'
93,'PE777994','Off','Battery','Full',1793.0000,75.800,'{"cycles": 696, "current_a": 39.110, "voltage_v": 9.60, "level_percent": 0.00, "temperature_c": -39.1, "health_percent": 98.0}'
94,'PE734868','Off','Diesel','Error',4510.6000,71.000,'{"cycles": 975, "current_a": 11.050, "voltage_v": 29.80, "level_percent": 86.00, "temperature_c": -6.8, "health_percent": 92.0}'
95,'PE870977','On','Hybrid','Full',54.5000,78.600,'{"cycles": 365, "current_a": 40.930, "voltage_v": 12.70, "level_percent": 51.00, "temperature_c": 3.2, "health_percent": 70.0}'
96,'PE790642','Off','Wind','Full',2192.7000,82.100,'{"cycles": 633, "current_a": 19.570, "voltage_v": 21.50, "level_percent": 53.00, "temperature_c": -39.4, "health_percent": 68.0}'
97,'PE554582','Off','Battery','Error',1858.2000,76.600,'{"cycles": 18, "current_a": 49.500, "voltage_v": 41.90, "level_percent": 97.00, "temperature_c": -35.6, "health_percent": 100.0}'
98,'PE792633','Off','Battery','Charging',4914.7000,73.600,'{"cycles": 249, "current_a": 16.700, "voltage_v": 39.40, "level_percent": 14.00, "temperature_c": 31.4, "health_percent": 98.0}'
99,'PE768979','Sleep','Diesel','Charging',3023.4000,77.900,'{"cycles": 874, "current_a": 17.550, "voltage_v": 44.70, "level_percent": 37.00, "temperature_c": -32.9, "health_percent": 63.0}'
100,'PE625715','Charging','Wind','Full',1575.6000,93.300,'{"cycles": 813, "current_a": 29.580, "voltage_v": 31.60, "level_percent": 79.00, "temperature_c": -5.3, "health_percent": 68.0}'
101,'PE855839','Sleep','Battery','Not Charging',3836.7000,83.900,'{"cycles": 305, "current_a": 3.890, "voltage_v": 16.30, "level_percent": 28.00, "temperature_c": -11, "health_percent": 76.0}'
102,'PE866538','Off','Battery','Charging',1141.5000,76.800,'{"cycles": 396, "current_a": 26.340, "voltage_v": 19.70, "level_percent": 75.00, "temperature_c": -17.9, "health_percent": 66.0}'
103,'PE123529','Sleep','Battery','Charging',4489.5000,74.900,'{"cycles": 317, "current_a": 2.990, "voltage_v": 32.50, "level_percent": 56.00, "temperature_c": -11.2, "health_percent": 97.0}'
104,'PE286456','Charging','Hybrid','Charging',2838.0000,82.600,'{"cycles": 266, "current_a": 25.260, "voltage_v": 32.50, "level_percent": 67.00, "temperature_c": 5.9, "health_percent": 87.0}'
105,'PE763244','Off','Diesel','Error',2540.7000,76.300,'{"cycles": 650, "current_a": 24.100, "voltage_v": 33.90, "level_percent": 95.00, "temperature_c": -27.6, "health_percent": 83.0}'
106,'PE363668','Sleep','Diesel','Charging',2655.1000,90.700,'{"cycles": 86, "current_a": 46.340, "voltage_v": 46.80, "level_percent": 73.00, "temperature_c": -37.9, "health_percent": 76.0}'
107,'PE297097','Sleep','Wind','Charging',172.5000,82.400,'{"cycles": 494, "current_a": 5.580, "voltage_v": 11.60, "level_percent": 75.00, "temperature_c": 18.9, "health_percent": 77.0}'
108,'PE948869','Off','Wind','Full',4874.2000,83.600,'{"cycles": 623, "current_a": 37.620, "voltage_v": 3.20, "level_percent": 64.00, "temperature_c": 9.8, "health_percent": 100.0}'
109,'PE218124','On','Hybrid','Charging',231.5000,79.900,'{"cycles": 306, "current_a": 46.280, "voltage_v": 28.90, "level_percent": 79.00, "temperature_c": -23.7, "health_percent": 87.0}'
110,'PE585058','Off','Battery','Error',243.5000,87.200,'{"cycles": 72, "current_a": 48.480, "voltage_v": 8.70, "level_percent": 26.00, "temperature_c": 20, "health_percent": 70.0}'
111,'PE589186','On','Diesel','Error',2095.4000,79.000,'{"cycles": 240, "current_a": 40.360, "voltage_v": 32.20, "level_percent": 70.00, "temperature_c": 29.4, "health_percent": 72.0}'
112,'PE138566','Charging','Wind','Full',3511.5000,76.300,'{"cycles": 721, "current_a": 44.600, "voltage_v": 14.30, "level_percent": 66.00, "temperature_c": 7.9, "health_percent": 63.0}'
113,'PE196998','Off','Wind','Error',4880.2000,86.000,'{"cycles": 64, "current_a": 35.050, "voltage_v": 30.50, "level_percent": 54.00, "temperature_c": -36.3, "health_percent": 82.0}'
114,'PE905857','Sleep','Wind','Not Charging',366.3000,78.400,'{"cycles": 903, "current_a": 17.460, "voltage_v": 32.80, "level_percent": 19.00, "temperature_c": -9.6, "health_percent": 67.0}'
115,'PE162064','Sleep','Hybrid','Full',2921.3000,78.600,'{"cycles": 711, "current_a": 34.260, "voltage_v": 23.80, "level_percent": 54.00, "temperature_c": -26.9, "health_percent": 71.0}'
116,'PE259067','Sleep','Hybrid','Full',2595.0000,92.900,'{"cycles": 863, "current_a": 9.720, "voltage_v": 17.50, "level_percent": 5.00, "temperature_c": -14.1, "health_percent": 69.0}'
117,'PE110708','Off','Hybrid','Charging',4745.7000,89.500,'{"cycles": 442, "current_a": 47.630, "voltage_v": 2.10, "level_percent": 60.00, "temperature_c": -11.9, "health_percent": 96.0}'
118,'PE117433','Sleep','Battery','Not Charging',2228.1000,94.100,'{"cycles": 7, "current_a": 46.770, "voltage_v": 8.50, "level_percent": 79.00, "temperature_c": -37.9, "health_percent": 72.0}'
119,'PE807491','On','Hybrid','Not Charging',704.6000,81.500,'{"cycles": 730, "current_a": 7.920, "voltage_v": 29.60, "level_percent": 68.00, "temperature_c": -2.2, "health_percent": 81.0}'
120,'PE217333','Charging','Solar','Full',2712.1000,83.600,'{"cycles": 441, "current_a": 42.580, "voltage_v": 36.00, "level_percent": 14.00, "temperature_c": -29.9, "health_percent": 68.0}'
121,'PE794054','Charging','Hybrid','Full',1637.6000,93.900,'{"cycles": 429, "current_a": 35.860, "voltage_v": 3.70, "level_percent": 28.00, "temperature_c": -14.7, "health_percent": 78.0}'
122,'PE864612','On','Wind','Charging',765.2000,84.200,'{"cycles": 696, "current_a": 7.060, "voltage_v": 32.20, "level_percent": 85.00, "temperature_c": -32.1, "health_percent": 93.0}'
123,'PE731344','Charging','Battery','Error',917.3000,76.900,'{"cycles": 568, "current_a": 13.300, "voltage_v": 36.60, "level_percent": 37.00, "temperature_c": -9.9, "health_percent": 95.0}'
124,'PE411697','Sleep','Solar','Full',476.6000,70.600,'{"cycles": 884, "current_a": 10.760, "voltage_v": 46.10, "level_percent": 51.00, "temperature_c": -11.9, "health_percent": 98.0}'
125,'PE233857','Charging','Solar','Not Charging',3130.1000,93.600,'{"cycles": 214, "current_a": 8.880, "voltage_v": 25.90, "level_percent": 71.00, "temperature_c": 4.5, "health_percent": 71.0}'
126,'PE208025','Off','Solar','Not Charging',1289.2000,87.400,'{"cycles": 402, "current_a": 8.170, "voltage_v": 25.20, "level_percent": 24.00, "temperature_c": -37.2, "health_percent": 93.0}'
127,'PE276585','On','Battery','Not Charging',1281.2000,82.700,'{"cycles": 404, "current_a": 46.020, "voltage_v": 42.90, "level_percent": 42.00, "temperature_c": -29.8, "health_percent": 89.0}'
128,'PE843937','Charging','Wind','Error',1075.5000,82.500,'{"cycles": 632, "current_a": 16.540, "voltage_v": 41.60, "level_percent": 39.00, "temperature_c": -18.3, "health_percent": 81.0}'
129,'PE769176','Charging','Solar','Error',2226.3000,72.000,'{"cycles": 334, "current_a": 18.440, "voltage_v": 10.90, "level_percent": 76.00, "temperature_c": 10.3, "health_percent": 68.0}'
130,'PE573946','Sleep','Battery','Error',877.5000,88.300,'{"cycles": 178, "current_a": 12.010, "voltage_v": 48.00, "level_percent": 6.00, "temperature_c": -26.1, "health_percent": 64.0}'
131,'PE165574','Off','Diesel','Not Charging',3570.2000,72.200,'{"cycles": 760, "current_a": 33.560, "voltage_v": 42.10, "level_percent": 96.00, "temperature_c": -22.1, "health_percent": 86.0}'
132,'PE245196','Charging','Battery','Charging',2495.8000,91.700,'{"cycles": 213, "current_a": 28.710, "voltage_v": 3.50, "level_percent": 5.00, "temperature_c": 31.2, "health_percent": 85.0}'
133,'PE779154','Sleep','Hybrid','Full',1988.4000,80.200,'{"cycles": 118, "current_a": 35.160, "voltage_v": 45.50, "level_percent": 0.00, "temperature_c": 15.2, "health_percent": 98.0}'
134,'PE765764','Charging','Hybrid','Full',2852.2000,83.000,'{"cycles": 325, "current_a": 26.620, "voltage_v": 35.40, "level_percent": 17.00, "temperature_c": -4, "health_percent": 91.0}'
135,'PE842682','Charging','Wind','Error',2759.7000,93.100,'{"cycles": 880, "current_a": 12.460, "voltage_v": 35.20, "level_percent": 62.00, "temperature_c": 10.8, "health_percent": 90.0}'
136,'PE856564','Charging','Wind','Charging',3345.9000,75.200,'{"cycles": 291, "current_a": 0.050, "voltage_v": 15.90, "level_percent": 37.00, "temperature_c": -15.9, "health_percent": 74.0}'
137,'PE285138','Sleep','Hybrid','Error',1959.3000,79.300,'{"cycles": 745, "current_a": 5.630, "voltage_v": 7.70, "level_percent": 47.00, "temperature_c": 32.7, "health_percent": 68.0}'
138,'PE770977','On','Wind','Error',2117.3000,83.200,'{"cycles": 91, "current_a": 21.010, "voltage_v": 29.70, "level_percent": 19.00, "temperature_c": -22.2, "health_percent": 68.0}'
139,'PE344890','On','Hybrid','Error',4711.7000,75.300,'{"cycles": 234, "current_a": 35.220, "voltage_v": 3.30, "level_percent": 88.00, "temperature_c": -3, "health_percent": 77.0}'
140,'PE952510','Off','Wind','Full',2913.3000,86.400,'{"cycles": 937, "current_a": 18.410, "voltage_v": 1.90, "level_percent": 74.00, "temperature_c": 31.4, "health_percent": 61.0}'
141,'PE219601','Charging','Diesel','Not Charging',4018.9000,92.300,'{"cycles": 999, "current_a": 31.850, "voltage_v": 8.50, "level_percent": 19.00, "temperature_c": -23.2, "health_percent": 98.0}'
142,'PE607918','On','Hybrid','Not Charging',4338.6000,84.900,'{"cycles": 465, "current_a": 11.300, "voltage_v": 35.30, "level_percent": 11.00, "temperature_c": -2.1, "health_percent": 81.0}'
143,'PE948006','Off','Battery','Error',2809.7000,73.500,'{"cycles": 659, "current_a": 12.480, "voltage_v": 6.60, "level_percent": 65.00, "temperature_c": -37.9, "health_percent": 89.0}'
144,'PE611748','Sleep','Wind','Not Charging',1373.3000,72.000,'{"cycles": 656, "current_a": 2.480, "voltage_v": 46.80, "level_percent": 39.00, "temperature_c": 11.9, "health_percent": 94.0}'
145,'PE657112','On','Battery','Charging',2495.8000,80.300,'{"cycles": 53, "current_a": 13.510, "voltage_v": 44.80, "level_percent": 87.00, "temperature_c": 26.7, "health_percent": 86.0}'
146,'PE720334','Charging','Diesel','Charging',3213.9000,75.400,'{"cycles": 745, "current_a": 19.140, "voltage_v": 9.20, "level_percent": 48.00, "temperature_c": -33.8, "health_percent": 78.0}'
147,'PE300032','Sleep','Solar','Full',4017.5000,81.300,'{"cycles": 872, "current_a": 37.900, "voltage_v": 29.10, "level_percent": 18.00, "temperature_c": 8.3, "health_percent": 60.0}'
148,'PE305100','On','Battery','Error',2332.2000,77.700,'{"cycles": 8, "current_a": 8.440, "voltage_v": 27.70, "level_percent": 27.00, "temperature_c": -19.9, "health_percent": 65.0}'
149,'PE104946','On','Hybrid','Not Charging',2360.8000,72.000,'{"cycles": 469, "current_a": 13.420, "voltage_v": 8.10, "level_percent": 68.00, "temperature_c": -19.7, "health_percent": 87.0}'
150,'PE936999','On','Hybrid','Charging',623.2000,79.700,'{"cycles": 98, "current_a": 43.820, "voltage_v": 11.00, "level_percent": 84.00, "temperature_c": 31, "health_percent": 73.0}'
151,'PE822929','Off','Wind','Full',3598.6000,83.900,'{"cycles": 627, "current_a": 24.980, "voltage_v": 45.70, "level_percent": 1.00, "temperature_c": -5.2, "health_percent": 88.0}'
152,'PE656762','Sleep','Battery','Error',1902.6000,87.900,'{"cycles": 811, "current_a": 29.380, "voltage_v": 8.10, "level_percent": 95.00, "temperature_c": 19.7, "health_percent": 66.0}'
153,'PE131515','Charging','Solar','Charging',1988.2000,85.600,'{"cycles": 971, "current_a": 10.300, "voltage_v": 38.50, "level_percent": 18.00, "temperature_c": -10.2, "health_percent": 94.0}'
