34,'PE819448',34,524.7,'Normal','On',NULL,'{"latency_ms": 1436.90, "gps_strength": "Weak", "data_rate_kbps": 554.1, "satellite_status": "Limited", "wifi_strength_dbm": -45.1, "radio_strength_dbm": -68.700}'
35,'PE496485',35,821.7,'Error','Off',NULL,'{"latency_ms": 1919.30, "gps_strength": "Medium", "data_rate_kbps": 572.3, "satellite_status": "Limited", "wifi_strength_dbm": -53.3, "radio_strength_dbm": -80.800}'
36,'PE808742',36,763.2,'Normal','On',NULL,'{"latency_ms": 1003.60, "gps_strength": "Strong", "data_rate_kbps": 91.2, "satellite_status": "Limited", "wifi_strength_dbm": -32.2, "radio_strength_dbm": -84.000}'
37,'PE353523',37,835.0,'Normal','Pairing',NULL,'{"latency_ms": 349.90, "gps_strength": "Weak", "data_rate_kbps": 240, "satellite_status": "Limited", "wifi_strength_dbm": -60.3, "radio_strength_dbm": -111.200}'
38,'PE486690',38,757.8,'Warning','Error',NULL,'{"latency_ms": 1286.80, "gps_strength": "Medium", "data_rate_kbps": 830.2, "satellite_status": "Connected", "wifi_strength_dbm": -82.6, "radio_strength_dbm": -114.400}'
39,'PE245161',39,521.1,'Error','Error',NULL,'{"latency_ms": 1875.60, "gps_strength": "Medium", "data_rate_kbps": 463, "satellite_status": "Connected", "wifi_strength_dbm": -69.2, "radio_strength_dbm": -69.000}'
40,'PE143333',40,119.3,'Error','On',NULL,'{"latency_ms": 1862.70, "gps_strength": "Strong", "data_rate_kbps": 881.1, "satellite_status": "Disconnected", "wifi_strength_dbm": -84.9, "radio_strength_dbm": -86.800}'
41,'PE803946',41,402.7,'Error','Pairing',NULL,'{"latency_ms": 570.10, "gps_strength": "Weak", "data_rate_kbps": 353.4, "satellite_status": "Limited", "wifi_strength_dbm": -55.8, "radio_strength_dbm": -99.200}'
42,'PE149501',42,499.4,'Warning','Off',NULL,'{"latency_ms": 1392.70, "gps_strength": "Weak", "data_rate_kbps": 308.3, "satellite_status": "Connected", "wifi_strength_dbm": -70.4, "radio_strength_dbm": -106.000}'
43,'PE641342',43,189.6,'Normal','Pairing',NULL,'{"latency_ms": 1496.50, "gps_strength": "Strong", "data_rate_kbps": 484.1, "satellite_status": "Disconnected", "wifi_strength_dbm": -50, "radio_strength_dbm": -73.800}'
44,'PE702097',44,298.0,'Normal','Error',NULL,'{"latency_ms": 649.80, "gps_strength": "Strong", "data_rate_kbps": 185.6, "satellite_status": "Limited", "wifi_strength_dbm": -47, "radio_strength_dbm": -92.300}'
45,'PE158907',45,808.7,'Warning','On',NULL,'{"latency_ms": 1881.20, "gps_strength": "Weak", "data_rate_kbps": 165.4, "satellite_status": "Disconnected", "wifi_strength_dbm": -72.2, "radio_strength_dbm": -64.200}'
46,'PE388337',46,134.3,'Normal','Off',NULL,'{"latency_ms": 982.90, "gps_strength": "Weak", "data_rate_kbps": 550.8, "satellite_status": "Limited", "wifi_strength_dbm": -62.6, "radio_strength_dbm": -70.900}'
47,'PE849807',47,149.2,'Normal','Error',NULL,'{"latency_ms": 1000.40, "gps_strength": "Weak", "data_rate_kbps": 593, "satellite_status": "Connected", "wifi_strength_dbm": -71.4, "radio_strength_dbm": -65.900}'
48,'PE185934',48,473.5,'Error','Error',NULL,'{"latency_ms": 1053.10, "gps_strength": "Medium", "data_rate_kbps": 745.2, "satellite_status": "Connected", "wifi_strength_dbm": -42.7, "radio_strength_dbm": -116.300}'
49,'PE644868',49,227.4,'Warning','On',NULL,'{"latency_ms": 456.00, "gps_strength": "Medium", "data_rate_kbps": 911.1, "satellite_status": "Connected", "wifi_strength_dbm": -39, "radio_strength_dbm": -78.000}'
50,'PE566902',50,455.4,'Error','On',NULL,'{"latency_ms": 1695.70, "gps_strength": "Medium", "data_rate_kbps": 479.1, "satellite_status": "Connected", "wifi_strength_dbm": -72.5, "radio_strength_dbm": -84.400}'
51,'PE593084',51,812.3,'Error','Error',NULL,'{"latency_ms": 449.70, "gps_strength": "Medium", "data_rate_kbps": 310.7, "satellite_status": "Disconnected", "wifi_strength_dbm": -55.4, "radio_strength_dbm": -88.500}'
52,'PE753858',52,838.5,'Error','Error',NULL,'{"latency_ms": 280.90, "gps_strength": "Medium", "data_rate_kbps": 689.5, "satellite_status": "Limited", "wifi_strength_dbm": -67.4, "radio_strength_dbm": -114.500}'
53,'PE467205',53,800.7,'Normal','Pairing',NULL,'{"latency_ms": 996.20, "gps_strength": "Strong", "data_rate_kbps": 217.5, "satellite_status": "Limited", "wifi_strength_dbm": -79.3, "radio_strength_dbm": -116.800}'
54,'PE615712',54,758.5,'Error','Error',NULL,'{"latency_ms": 388.90, "gps_strength": "None", "data_rate_kbps": 372.7, "satellite_status": "Connected", "wifi_strength_dbm": -61.3, "radio_strength_dbm": -66.300}'
55,'PE129437',55,218.1,'Normal','On',NULL,'{"latency_ms": 1313.60, "gps_strength": "Medium", "data_rate_kbps": 650.6, "satellite_status": "Disconnected", "wifi_strength_dbm": -51.9, "radio_strength_dbm": -73.200}'
56,'PE172120',56,678.6,'Error','Error',NULL,'{"latency_ms": 337.50, "gps_strength": "Medium", "data_rate_kbps": 443.5, "satellite_status": "Disconnected", "wifi_strength_dbm": -72.7, "radio_strength_dbm": -82.800}'
57,'PE954298',57,260.7,'Error','Error',NULL,'{"latency_ms": 552.30, "gps_strength": "Medium", "data_rate_kbps": 107.8, "satellite_status": "Connected", "wifi_strength_dbm": -79.1, "radio_strength_dbm": -81.000}'
58,'PE142512',58,484.9,'Warning','On',NULL,'{"latency_ms": 1925.40, "gps_strength": "Weak", "data_rate_kbps": 276.1, "satellite_status": "Connected", "wifi_strength_dbm": -57.3, "radio_strength_dbm": -75.900}'
59,'PE514481',59,795.1,'Normal','Pairing',NULL,'{"latency_ms": 1181.70, "gps_strength": "Strong", "data_rate_kbps": 549, "satellite_status": "Limited", "wifi_strength_dbm": -58.5, "radio_strength_dbm": -100.600}'
60,'PE432586',60,108.4,'Warning','Error',NULL,'{"latency_ms": 576.60, "gps_strength": "Strong", "data_rate_kbps": 187.1, "satellite_status": "Limited", "wifi_strength_dbm": -87.5, "radio_strength_dbm": -94.700}'
61,'PE562948',61,141.8,'Error','Off',NULL,'{"latency_ms": 1382.80, "gps_strength": "None", "data_rate_kbps": 160.5, "satellite_status": "Disconnected", "wifi_strength_dbm": -87.9, "radio_strength_dbm": -93.800}'
62,'PE537344',62,362.0,'Normal','Pairing',NULL,'{"latency_ms": 1521.00, "gps_strength": "Medium", "data_rate_kbps": 458.4, "satellite_status": "Disconnected", "wifi_strength_dbm": -40.3, "radio_strength_dbm": -77.600}'
63,'PE586784',63,642.6,'Normal','On',NULL,'{"latency_ms": 363.60, "gps_strength": "None", "data_rate_kbps": 390.5, "satellite_status": "Connected", "wifi_strength_dbm": -78.4, "radio_strength_dbm": -83.000}'
64,'PE164420',64,419.9,'Normal','Error',NULL,'{"latency_ms": 390.80, "gps_strength": "Strong", "data_rate_kbps": 663.2, "satellite_status": "Limited", "wifi_strength_dbm": -80.3, "radio_strength_dbm": -112.600}'
65,'PE624350',65,147.0,'Error','Pairing',NULL,'{"latency_ms": 162.90, "gps_strength": "Medium", "data_rate_kbps": 930.6, "satellite_status": "Limited", "wifi_strength_dbm": -66.2, "radio_strength_dbm": -65.600}'
66,'PE609009',66,773.8,'Error','Pairing',NULL,'{"latency_ms": 1373.10, "gps_strength": "Strong", "data_rate_kbps": 764.5, "satellite_status": "Limited", "wifi_strength_dbm": -58, "radio_strength_dbm": -61.500}'
67,'PE462707',67,338.3,'Normal','Error',NULL,'{"latency_ms": 1575.80, "gps_strength": "Medium", "data_rate_kbps": 605.5, "satellite_status": "Connected", "wifi_strength_dbm": -44.8, "radio_strength_dbm": -80.900}'
68,'PE599287',68,234.8,'Warning','Off',NULL,'{"latency_ms": 808.90, "gps_strength": "Medium", "data_rate_kbps": 372.9, "satellite_status": "Limited", "wifi_strength_dbm": -76, "radio_strength_dbm": -95.600}'
69,'PE393792',69,296.6,'Warning','Off',NULL,'{"latency_ms": 1429.30, "gps_strength": "Medium", "data_rate_kbps": 363.7, "satellite_status": "Connected", "wifi_strength_dbm": -57, "radio_strength_dbm": -62.900}'
70,'PE662221',70,831.5,'Normal','Off',NULL,'{"latency_ms": 1502.00, "gps_strength": "None", "data_rate_kbps": 852.9, "satellite_status": "Disconnected", "wifi_strength_dbm": -39.1, "radio_strength_dbm": -71.900}'
71,'PE174904',71,792.0,'Error','On',NULL,'{"latency_ms": 133.50, "gps_strength": "Medium", "data_rate_kbps": 717.7, "satellite_status": "Limited", "wifi_strength_dbm": -72.3, "radio_strength_dbm": -74.000}'
72,'PE554227',72,423.5,'Normal','On',NULL,'{"latency_ms": 1128.20, "gps_strength": "Strong", "data_rate_kbps": 931.8, "satellite_status": "Connected", "wifi_strength_dbm": -78.4, "radio_strength_dbm": -101.900}'
73,'PE877296',73,592.8,'Normal','Error',NULL,'{"latency_ms": 1433.30, "gps_strength": "Strong", "data_rate_kbps": 22.2, "satellite_status": "Disconnected", "wifi_strength_dbm": -88.4, "radio_strength_dbm": -68.400}'
74,'PE443494',74,885.2,'Error','On',NULL,'{"latency_ms": 473.90, "gps_strength": "Strong", "data_rate_kbps": 875, "satellite_status": "Disconnected", "wifi_strength_dbm": -58, "radio_strength_dbm": -65.100}'
75,'PE310864',75,203.3,'Normal','Pairing',NULL,'{"latency_ms": 766.60, "gps_strength": "Weak", "data_rate_kbps": 279, "satellite_status": "Limited", "wifi_strength_dbm": -77.5, "radio_strength_dbm": -94.300}'
76,'PE878239',76,330.1,'Normal','On',NULL,'{"latency_ms": 650.30, "gps_strength": "Medium", "data_rate_kbps": 121.4, "satellite_status": "Connected", "wifi_strength_dbm": -71.7, "radio_strength_dbm": -89.100}'
77,'PE617931',77,714.3,'Normal','Pairing',NULL,'{"latency_ms": 1925.40, "gps_strength": "Strong", "data_rate_kbps": 322, "satellite_status": "Connected", "wifi_strength_dbm": -88, "radio_strength_dbm": -90.600}'
78,'PE461637',78,501.7,'Error','Error',NULL,'{"latency_ms": 1879.80, "gps_strength": "Medium", "data_rate_kbps": 241.8, "satellite_status": "Limited", "wifi_strength_dbm": -79.1, "radio_strength_dbm": -60.400}'
79,'PE997474',79,793.6,'Error','Pairing',NULL,'{"latency_ms": 1500.90, "gps_strength": "Weak", "data_rate_kbps": 172.7, "satellite_status": "Limited", "wifi_strength_dbm": -51.3, "radio_strength_dbm": -115.700}'
80,'PE988963',80,507.9,'Normal','Error',NULL,'{"latency_ms": 180.10, "gps_strength": "Weak", "data_rate_kbps": 71.3, "satellite_status": "Connected", "wifi_strength_dbm": -49.8, "radio_strength_dbm": -76.100}'
81,'PE843752',81,785.6,'Normal','Error',NULL,'{"latency_ms": 890.40, "gps_strength": "Weak", "data_rate_kbps": 930.5, "satellite_status": "Disconnected", "wifi_strength_dbm": -55.9, "radio_strength_dbm": -109.900}'
82,'PE473030',82,337.3,'Warning','Pairing',NULL,'{"latency_ms": 429.90, "gps_strength": "Weak", "data_rate_kbps": 245, "satellite_status": "Disconnected", "wifi_strength_dbm": -48.9, "radio_strength_dbm": -70.900}'
83,'PE274214',83,669.6,'Warning','On',NULL,'{"latency_ms": 1156.80, "gps_strength": "Weak", "data_rate_kbps": 914.9, "satellite_status": "Limited", "wifi_strength_dbm": -55.4, "radio_strength_dbm": -74.100}'
84,'PE837944',84,242.0,'Normal','On',NULL,'{"latency_ms": 208.00, "gps_strength": "Weak", "data_rate_kbps": 279.5, "satellite_status": "Disconnected", "wifi_strength_dbm": -40.7, "radio_strength_dbm": -112.900}'
85,'PE883979',85,673.0,'Normal','Pairing',NULL,'{"latency_ms": 1790.50, "gps_strength": "Strong", "data_rate_kbps": 766.9, "satellite_status": "Connected", "wifi_strength_dbm": -41.4, "radio_strength_dbm": -79.200}'
86,'PE634931',86,873.1,'Warning','Pairing',NULL,'{"latency_ms": 416.20, "gps_strength": "Strong", "data_rate_kbps": 724.3, "satellite_status": "Disconnected", "wifi_strength_dbm": -51.7, "radio_strength_dbm": -63.300}'
87,'PE872868',87,427.8,'Warning','Error',NULL,'{"latency_ms": 1077.00, "gps_strength": "Strong", "data_rate_kbps": 415.1, "satellite_status": "Connected", "wifi_strength_dbm": -45.5, "radio_strength_dbm": -60.600}'
88,'PE905940',88,571.7,'Warning','On',NULL,'{"latency_ms": 267.10, "gps_strength": "Weak", "data_rate_kbps": 775.6, "satellite_status": "Limited", "wifi_strength_dbm": -44, "radio_strength_dbm": -94.700}'
89,'PE115491',89,896.0,'Warning','Pairing',NULL,'{"latency_ms": 392.30, "gps_strength": "Medium", "data_rate_kbps": 875.1, "satellite_status": "Disconnected", "wifi_strength_dbm": -54, "radio_strength_dbm": -66.200}'
90,'PE833907',90,141.6,'Error','Pairing',NULL,'{"latency_ms": 1031.00, "gps_strength": "Medium", "data_rate_kbps": 411.5, "satellite_status": "Limited", "wifi_strength_dbm": -33.7, "radio_strength_dbm": -102.400}'
91,'PE566588',91,412.1,'Normal','Off',NULL,'{"latency_ms": 1677.40, "gps_strength": "Weak", "data_rate_kbps": 245.4, "satellite_status": "Limited", "wifi_strength_dbm": -41.1, "radio_strength_dbm": -114.800}'
92,'PE493487',92,364.1,'Warning','Pairing',NULL,'{"latency_ms": 1332.50, "gps_strength": "Medium", "data_rate_kbps": 252.4, "satellite_status": "Disconnected", "wifi_strength_dbm": -76.5, "radio_strength_dbm": -113.100}'
93,'PE777994',93,217.5,'Error','Error',NULL,'{"latency_ms": 1132.20, "gps_strength": "Strong", "data_rate_kbps": 646.4, "satellite_status": "Disconnected", "wifi_strength_dbm": -78.1, "radio_strength_dbm": -114.900}'
94,'PE734868',94,328.4,'Error','Pairing',NULL,'{"latency_ms": 1626.70, "gps_strength": "Medium", "data_rate_kbps": 314.2, "satellite_status": "Limited", "wifi_strength_dbm": -56.1, "radio_strength_dbm": -103.100}'
95,'PE870977',95,163.6,'Error','Pairing',NULL,'{"latency_ms": 892.20, "gps_strength": "Weak", "data_rate_kbps": 388.3, "satellite_status": "Connected", "wifi_strength_dbm": -44.6, "radio_strength_dbm": -92.200}'
96,'PE790642',96,647.6,'Warning','On',NULL,'{"latency_ms": 288.30, "gps_strength": "Strong", "data_rate_kbps": 219.9, "satellite_status": "Limited", "wifi_strength_dbm": -30.8, "radio_strength_dbm": -95.500}'
97,'PE554582',97,270.9,'Normal','On',NULL,'{"latency_ms": 559.10, "gps_strength": "Weak", "data_rate_kbps": 801.2, "satellite_status": "Limited", "wifi_strength_dbm": -33.2, "radio_strength_dbm": -111.900}'
98,'PE792633',98,513.1,'Error','On',NULL,'{"latency_ms": 1272.20, "gps_strength": "Strong", "data_rate_kbps": 665.7, "satellite_status": "Limited", "wifi_strength_dbm": -80.6, "radio_strength_dbm": -81.100}'
99,'PE768979',99,413.9,'Normal','On',NULL,'{"latency_ms": 425.90, "gps_strength": "Weak", "data_rate_kbps": 825.1, "satellite_status": "Limited", "wifi_strength_dbm": -45.1, "radio_strength_dbm": -79.700}'
100,'PE625715',100,278.5,'Error','On',NULL,'{"latency_ms": 285.40, "gps_strength": "Weak", "data_rate_kbps": 901.1, "satellite_status": "Limited", "wifi_strength_dbm": -54.5, "radio_strength_dbm": -79.900}'
101,'PE855839',101,513.9,'Error','Off',NULL,'{"latency_ms": 1573.10, "gps_strength": "Medium", "data_rate_kbps": 157.5, "satellite_status": "Limited", "wifi_strength_dbm": -71.7, "radio_strength_dbm": -65.600}'
102,'PE866538',102,730.6,'Error','On',NULL,'{"latency_ms": 1960.00, "gps_strength": "Medium", "data_rate_kbps": 838.1, "satellite_status": "Connected", "wifi_strength_dbm": -74, "radio_strength_dbm": -64.800}'
103,'PE123529',103,570.1,'Normal','Error',NULL,'{"latency_ms": 145.60, "gps_strength": "Strong", "data_rate_kbps": 701.7, "satellite_status": "Limited", "wifi_strength_dbm": -44.6, "radio_strength_dbm": -62.200}'
104,'PE286456',104,568.7,'Normal','Off',NULL,'{"latency_ms": 718.70, "gps_strength": "Weak", "data_rate_kbps": 393.8, "satellite_status": "Connected", "wifi_strength_dbm": -86.8, "radio_strength_dbm": -84.200}'
105,'PE763244',105,528.3,'Normal','Pairing',NULL,'{"latency_ms": 1545.00, "gps_strength": "Strong", "data_rate_kbps": 249.5, "satellite_status": "Connected", "wifi_strength_dbm": -44.8, "radio_strength_dbm": -85.300}'
106,'PE363668',106,313.3,'Normal','Pairing',NULL,'{"latency_ms": 1071.70, "gps_strength": "Medium", "data_rate_kbps": 56.8, "satellite_status": "Connected", "wifi_strength_dbm": -48, "radio_strength_dbm": -68.800}'
107,'PE297097',107,238.5,'Warning','Pairing',NULL,'{"latency_ms": 1582.90, "gps_strength": "Medium", "data_rate_kbps": 517.4, "satellite_status": "Connected", "wifi_strength_dbm": -67.8, "radio_strength_dbm": -60.100}'
108,'PE948869',108,117.7,'Normal','Pairing',NULL,'{"latency_ms": 1901.10, "gps_strength": "Weak", "data_rate_kbps": 262.7, "satellite_status": "Disconnected", "wifi_strength_dbm": -48.9, "radio_strength_dbm": -114.400}'
109,'PE218124',109,175.0,'Error','Error',NULL,'{"latency_ms": 387.70, "gps_strength": "Medium", "data_rate_kbps": 789.1, "satellite_status": "Limited", "wifi_strength_dbm": -47, "radio_strength_dbm": -68.500}'
110,'PE585058',110,112.7,'Error','Error',NULL,'{"latency_ms": 1360.50, "gps_strength": "Medium", "data_rate_kbps": 481.5, "satellite_status": "Connected", "wifi_strength_dbm": -67.3, "radio_strength_dbm": -118.700}'
111,'PE589186',111,358.8,'Error','Pairing',NULL,'{"latency_ms": 1902.00, "gps_strength": "Weak", "data_rate_kbps": 445.5, "satellite_status": "Disconnected", "wifi_strength_dbm": -36.5, "radio_strength_dbm": -101.200}'
112,'PE138566',112,424.9,'Normal','On',NULL,'{"latency_ms": 273.10, "gps_strength": "Weak", "data_rate_kbps": 937.7, "satellite_status": "Limited", "wifi_strength_dbm": -70.6, "radio_strength_dbm": -77.100}'
113,'PE196998',113,314.1,'Error','Error',NULL,'{"latency_ms": 1902.70, "gps_strength": "Weak", "data_rate_kbps": 837.5, "satellite_status": "Connected", "wifi_strength_dbm": -66.1, "radio_strength_dbm": -66.200}'
114,'PE905857',114,369.9,'Warning','Pairing',NULL,'{"latency_ms": 1427.60, "gps_strength": "Weak", "data_rate_kbps": 999.5, "satellite_status": "Connected", "wifi_strength_dbm": -89.2, "radio_strength_dbm": -100.300}'
115,'PE162064',115,318.6,'Normal','Off',NULL,'{"latency_ms": 1952.10, "gps_strength": "Medium", "data_rate_kbps": 335.3, "satellite_status": "Limited", "wifi_strength_dbm": -32.3, "radio_strength_dbm": -83.100}'
116,'PE259067',116,335.8,'Error','Error',NULL,'{"latency_ms": 1406.40, "gps_strength": "Strong", "data_rate_kbps": 805.5, "satellite_status": "Limited", "wifi_strength_dbm": -37, "radio_strength_dbm": -116.200}'
117,'PE110708',117,175.8,'Error','On',NULL,'{"latency_ms": 333.80, "gps_strength": "Strong", "data_rate_kbps": 555.7, "satellite_status": "Connected", "wifi_strength_dbm": -57.4, "radio_strength_dbm": -97.400}'
118,'PE117433',118,718.6,'Warning','Pairing',NULL,'{"latency_ms": 1478.50, "gps_strength": "Strong", "data_rate_kbps": 518.3, "satellite_status": "Connected", "wifi_strength_dbm": -57.4, "radio_strength_dbm": -82.100}'
119,'PE807491',119,117.4,'Normal','On',NULL,'{"latency_ms": 1003.50, "gps_strength": "Strong", "data_rate_kbps": 758.4, "satellite_status": "Limited", "wifi_strength_dbm": -55.2, "radio_strength_dbm": -91.200}'
120,'PE217333',120,605.5,'Error','Off',NULL,'{"latency_ms": 1705.20, "gps_strength": "Strong", "data_rate_kbps": 821.7, "satellite_status": "Limited", "wifi_strength_dbm": -85.4, "radio_strength_dbm": -110.700}'
121,'PE794054',121,136.0,'Normal','On',NULL,'{"latency_ms": 1975.00, "gps_strength": "Weak", "data_rate_kbps": 456.9, "satellite_status": "Limited", "wifi_strength_dbm": -72.8, "radio_strength_dbm": -116.800}'
122,'PE864612',122,494.0,'Normal','Error',NULL,'{"latency_ms": 927.10, "gps_strength": "Weak", "data_rate_kbps": 966.9, "satellite_status": "Connected", "wifi_strength_dbm": -49.1, "radio_strength_dbm": -118.100}'
123,'PE731344',123,625.4,'Normal','Error',NULL,'{"latency_ms": 1051.90, "gps_strength": "Medium", "data_rate_kbps": 601.8, "satellite_status": "Disconnected", "wifi_strength_dbm": -69.9, "radio_strength_dbm": -98.600}'
124,'PE411697',124,546.7,'Warning','On',NULL,'{"latency_ms": 983.20, "gps_strength": "Medium", "data_rate_kbps": 572.6, "satellite_status": "Limited", "wifi_strength_dbm": -85.9, "radio_strength_dbm": -69.100}'
125,'PE233857',125,197.2,'Normal','On',NULL,'{"latency_ms": 881.80, "gps_strength": "Weak", "data_rate_kbps": 558, "satellite_status": "Limited", "wifi_strength_dbm": -58.2, "radio_strength_dbm": -87.800}'
126,'PE208025',126,280.8,'Error','Off',NULL,'{"latency_ms": 1810.00, "gps_strength": "Weak", "data_rate_kbps": 242, "satellite_status": "Connected", "wifi_strength_dbm": -60.8, "radio_strength_dbm": -105.700}'
127,'PE276585',127,224.2,'Normal','Pairing',NULL,'{"latency_ms": 421.90, "gps_strength": "Strong", "data_rate_kbps": 185.4, "satellite_status": "Limited", "wifi_strength_dbm": -69.3, "radio_strength_dbm": -108.900}'
128,'PE843937',128,346.0,'Warning','Error',NULL,'{"latency_ms": 733.00, "gps_strength": "Medium", "data_rate_kbps": 110.2, "satellite_status": "Disconnected", "wifi_strength_dbm": -43.2, "radio_strength_dbm": -68.000}'
129,'PE769176',129,646.6,'Warning','Pairing',NULL,'{"latency_ms": 108.40, "gps_strength": "Strong", "data_rate_kbps": 722.4, "satellite_status": "Limited", "wifi_strength_dbm": -76.5, "radio_strength_dbm": -118.500}'
