45,'PE158907',45,61.8,522.93,6,58.7,47.29,45
46,'PE388337',46,138.61,781.25,2,104.82,74.78,46
47,'PE849807',47,24.18,365.81,7,13.76,96.06,47
48,'PE185934',48,102.59,369.15,2,60.88,99.94,48
49,'PE644868',49,1.61,50.73,1,78.8,31.03,49
50,'PE566902',50,-8.04,1439.71,1,17.53,75.79,50
51,'PE593084',51,130.85,1172.20,3,96.05,66.55,51
52,'PE753858',52,64.83,1279.56,9,17.4,101.83,52
53,'PE467205',53,102.13,623.35,6,76.69,10.14,53
54,'PE615712',54,45.25,1682.18,8,115.19,47.62,54
55,'PE129437',55,138.89,743.41,9,21.82,42.77,55
56,'PE172120',56,57.86,513.67,6,82.15,25.42,56
57,'PE954298',57,95.44,1060.86,8,58.78,104.19,57
58,'PE142512',58,78.2,1761.35,10,33.4,17.31,58
59,'PE514481',59,5.89,1238.34,3,49.27,40.49,59
60,'PE432586',60,135.77,1542.70,4,13.07,46.16,60
61,'PE562948',61,-3.56,1368.31,5,84.42,3.52,61
62,'PE537344',62,33.52,960.52,8,16.18,57.35,62
63,'PE586784',63,91.33,53.36,4,86.66,92.36,63
64,'PE164420',64,129.02,786.86,8,23.62,67.02,64
65,'PE624350',65,53.75,963.54,6,7.68,81.58,65
66,'PE609009',66,45.99,1605.80,10,88.37,51.47,66
67,'PE462707',67,136.5,403.48,5,87.0,77.16,67
68,'PE599287',68,80.9,1674.21,1,106.74,0.72,68
69,'PE393792',69,100.28,111.11,2,55.67,16.96,69
70,'PE662221',70,50.7,1835.75,6,85.95,77.82,70
71,'PE174904',71,64.67,493.85,10,10.39,30.9,71
72,'PE554227',72,78.06,159.04,5,28.2,103.32,72
73,'PE877296',73,-9.54,1527.77,5,50.86,56.18,73
74,'PE443494',74,147.37,365.83,1,18.52,4.92,74
75,'PE310864',75,90.05,173.31,6,0.45,83.37,75
76,'PE878239',76,67.16,1883.61,6,93.3,19.86,76
77,'PE617931',77,79.83,583.91,1,65.45,94.1,77
78,'PE461637',78,0.8,518.36,3,88.42,54.65,78
79,'PE997474',79,112.17,369.85,5,33.02,36.94,79
80,'PE988963',80,78.44,197.14,1,100.67,99.09,80
81,'PE843752',81,121.11,1860.23,4,30.29,70.7,81
82,'PE473030',82,2.36,1497.25,10,35.48,49.64,82
83,'PE274214',83,16.09,1681.70,5,93.37,43.85,83
84,'PE837944',84,94.96,1940.45,10,64.99,2.0,84
85,'PE883979',85,91.13,607.30,1,77.11,71.57,85
86,'PE634931',86,104.32,338.95,3,82.3,103.15,86
87,'PE872868',87,15.05,964.24,1,62.98,1.17,87
88,'PE905940',88,-2.09,549.27,2,93.12,38.08,88
89,'PE115491',89,149.26,1999.98,9,30.54,53.08,89
90,'PE833907',90,121.94,1136.75,2,97.41,14.18,90
91,'PE566588',91,-5.32,1206.62,10,104.97,91.82,91
92,'PE493487',92,104.25,1575.73,2,13.53,98.55,92
93,'PE777994',93,60.17,1108.91,7,33.23,50.7,93
94,'PE734868',94,146.17,173.47,3,72.61,46.15,94
95,'PE870977',95,79.87,937.85,8,74.94,78.81,95
96,'PE790642',96,75.19,1804.22,8,117.27,56.09,96
97,'PE554582',97,28.5,514.22,10,11.07,14.8,97
98,'PE792633',98,72.29,1046.45,6,46.9,74.34,98
99,'PE768979',99,0.29,731.63,9,78.99,104.22,99
100,'PE625715',100,119.39,697.03,5,9.18,11.5,100
101,'PE855839',101,88.34,1788.37,7,51.47,26.36,101
102,'PE866538',102,45.86,22.41,3,89.95,20.78,102
103,'PE123529',103,62.53,1828.74,5,20.26,64.58,103
104,'PE286456',104,56.5,871.18,2,98.46,46.83,104
105,'PE763244',105,26.47,1100.21,1,53.16,2.58,105
106,'PE363668',106,39.08,972.46,3,71.94,43.96,106
107,'PE297097',107,27.16,1833.22,7,11.17,66.4,107
108,'PE948869',108,21.89,1349.52,7,112.75,19.03,108
109,'PE218124',109,-1.91,773.64,8,5.07,73.06,109
110,'PE585058',110,83.05,327.42,3,37.05,91.82,110
111,'PE589186',111,66.5,1443.14,3,8.69,75.94,111
112,'PE138566',112,12.12,1564.86,9,27.09,20.6,112
113,'PE196998',113,123.26,1815.64,4,17.71,35.16,113
114,'PE905857',114,134.45,1080.74,1,12.09,10.9,114
115,'PE162064',115,119.6,799.00,9,104.18,26.12,115
116,'PE259067',116,130.87,1348.18,5,22.8,5.31,116
117,'PE110708',117,95.22,1855.38,5,36.02,4.5,117
118,'PE117433',118,99.38,1156.38,6,46.31,109.59,118
119,'PE807491',119,115.17,1915.07,2,38.09,41.11,119
120,'PE217333',120,65.16,1295.52,7,103.21,20.11,120
121,'PE794054',121,51.04,1249.25,4,69.42,117.92,121
122,'PE864612',122,83.46,1374.76,1,0.1,25.91,122
123,'PE731344',123,-6.47,785.72,3,115.81,58.03,123
124,'PE411697',124,15.75,1279.55,7,74.17,45.88,124
125,'PE233857',125,76.36,889.50,6,39.51,34.13,125
126,'PE208025',126,48.42,1822.17,10,46.15,100.73,126
127,'PE276585',127,32.62,575.85,8,87.98,26.56,127
128,'PE843937',128,99.9,472.14,5,80.92,44.92,128
129,'PE769176',129,22.11,1378.62,9,16.85,90.71,129
130,'PE573946',130,18.05,1509.24,9,78.24,70.82,130
131,'PE165574',131,147.37,483.19,1,96.07,29.93,131
132,'PE245196',132,97.41,861.01,8,80.14,26.25,132
133,'PE779154',133,134.36,1097.97,3,46.27,51.46,133
134,'PE765764',134,95.31,526.40,8,111.18,85.17,134
135,'PE842682',135,119.09,753.46,1,65.47,77.91,135
136,'PE856564',136,99.09,223.18,5,92.48,80.06,136
137,'PE285138',137,110.61,922.72,2,4.6,67.09,137
138,'PE770977',138,57.71,507.74,10,74.66,71.97,138
139,'PE344890',139,67.62,1930.30,5,100.85,104.01,139
140,'PE952510',140,36.32,222.75,1,4.38,96.19,140
141,'PE219601',141,102.7,823.99,4,42.07,5.45,141
142,'PE607918',142,33.28,1990.40,6,43.95,70.33,142
143,'PE948006',143,-6.73,839.74,3,36.38,44.78,143
144,'PE611748',144,80.67,1445.29,5,101.46,109.86,144
145,'PE657112',145,146.95,544.52,10,27.17,83.61,145
146,'PE720334',146,64.47,1786.28,10,51.11,74.28,146
147,'PE300032',147,1.25,200.56,6,80.13,21.03,147
148,'PE305100',148,77.48,904.68,10,107.13,96.28,148
149,'PE104946',149,116.4,1600.32,2,66.72,44.5,149
150,'PE936999',150,53.87,1439.70,2,119.33,90.59,150
151,'PE822929',151,27.48,1106.49,2,87.58,109.19,151
152,'PE656762',152,112.63,1115.62,5,101.04,73.95,152
153,'PE131515',153,121.71,1567.80,4,103.96,51.3,153
154,'PE311714',154,66.75,1147.12,5,48.74,85.02,154
155,'PE140524',155,120.93,103.62,7,4.04,7.29,155
156,'PE141403',156,26.17,758.53,3,106.84,53.23,156
157,'PE454346',157,14.54,236.68,3,36.77,37.99,157
158,'PE787711',158,140.88,1603.22,2,59.18,73.91,158
159,'PE711780',159,112.89,1449.98,8,63.52,88.94,159
160,'PE729999',160,-0.43,411.28,3,10.12,39.09,160
161,'PE202620',161,124.93,48.35,2,77.44,115.32,161
162,'PE432285',162,16.26,941.29,4,100.39,95.04,162
163,'PE545295',163,24.46,296.27,4,8.75,25.0,163
164,'PE942060',164,74.19,269.95,1,23.12,66.5,164
165,'PE563019',165,147.25,692.13,3,53.45,99.23,165
166,'PE765492',166,3.96,945.00,2,10.35,32.34,166
167,'PE544361',167,32.17,1945.84,7,49.86,50.96,167
168,'PE570507',168,68.46,64.87,8,19.4,35.2,168
169,'PE287406',169,78.19,935.10,1,72.24,57.96,169
170,'PE656325',170,86.91,956.98,5,37.55,22.53,170
171,'PE247042',171,66.41,333.17,8,77.07,102.55,171
172,'PE458264',172,2.64,1650.95,2,26.18,48.17,172
173,'PE895408',173,72.96,1779.89,8,0.92,114.66,173
174,'PE244374',174,114.27,876.17,6,58.37,119.81,174
175,'PE995994',175,23.79,1843.67,7,87.04,43.76,175
176,'PE553635',176,100.58,884.63,2,65.69,8.58,176
177,'PE123694',177,137.29,233.63,10,58.01,64.58,177
178,'PE118820',178,71.61,905.86,6,77.3,28.84,178
179,'PE336409',179,28.66,841.50,5,118.17,109.69,179
180,'PE905783',180,68.95,1517.70,7,64.75,15.35,180
181,'PE184344',181,47.51,636.25,6,18.4,52.63,181
182,'PE689999',182,97.58,1310.46,4,52.44,1.13,182
183,'PE341856',183,54.6,1952.11,2,39.75,100.09,183
184,'PE151644',184,124.68,447.55,8,31.61,85.26,184
185,'PE301903',185,35.56,1432.85,1,80.08,77.5,185
186,'PE710687',186,30.83,862.58,8,107.72,58.56,186
187,'PE183449',187,126.02,1365.41,5,77.74,83.0,187
188,'PE809203',188,117.81,1782.65,9,43.26,87.15,188
189,'PE889153',189,-7.76,741.31,7,37.96,79.48,189
190,'PE274780',190,123.22,1798.44,4,81.99,9.36,190
191,'PE590131',191,108.89,1756.59,2,56.75,104.79,191
192,'PE822175',192,34.57,1658.66,7,80.0,94.79,192
193,'PE616559',193,131.54,1409.04,8,97.83,63.71,193
194,'PE543322',194,15.37,1902.80,1,38.53,5.2,194
195,'PE123866',195,118.99,1676.00,9,40.97,45.31,195
196,'PE532995',196,50.08,1242.45,2,51.64,60.51,196
197,'PE288196',197,84.91,475.89,3,85.06,77.68,197
198,'PE748980',198,101.55,1109.69,2,58.63,87.38,198
199,'PE172516',199,26.43,567.52,2,24.41,19.43,199
200,'PE808819',200,52.94,1858.00,7,102.53,87.91,200
201,'PE277278',201,12.52,1537.51,5,25.81,101.52,201
202,'PE379752',202,131.82,48.43,8,9.78,118.34,202
203,'PE987081',203,39.72,1995.13,7,63.8,60.92,203
204,'PE677047',204,42.18,1385.82,3,99.22,36.99,204
205,'PE278929',205,29.47,1709.44,6,35.71,37.88,205
206,'PE661377',206,46.01,740.39,5,5.44,56.79,206
207,'PE205989',207,114.9,1762.01,3,92.51,36.12,207
208,'PE436908',208,70.4,1552.30,1,12.82,73.3,208
209,'PE543123',209,25.57,1235.16,6,110.95,67.69,209
210,'PE107154',210,114.26,321.97,9,89.37,8.98,210
211,'PE838843',211,67.2,1745.80,3,81.43,18.09,211
212,'PE968606',212,134.13,1725.90,10,108.75,59.98,212
213,'PE536894',213,63.41,1794.21,4,38.33,60.66,213
214,'PE715312',214,21.55,1906.92,4,51.31,72.02,214
215,'PE193718',215,70.21,1922.20,3,12.74,103.43,215
216,'PE806818',216,10.74,1976.30,8,52.28,39.05,216
217,'PE983687',217,53.0,332.52,4,82.89,43.0,217
218,'PE382925',218,3.27,1230.75,2,15.42,16.55,218
219,'PE874367',219,85.51,855.06,9,18.6,112.51,219
220,'PE372234',220,105.28,1408.06,3,51.94,48.64,220
221,'PE839653',221,88.92,749.29,10,0.41,76.63,221
222,'PE424665',222,76.12,476.66,8,55.43,31.32,222
223,'PE188924',223,-7.08,600.22,2,41.13,86.99,223
224,'PE433528',224,69.54,1261.47,7,65.16,73.53,224
225,'PE469294',225,47.86,1364.63,4,62.64,37.57,225
226,'PE824397',226,58.7,1931.56,9,39.73,35.9,226
227,'PE185216',227,-2.58,1045.92,1,0.54,81.37,227
228,'PE117065',228,-3.49,1392.54,4,33.65,72.33,228
229,'PE348354',229,109.24,755.57,2,109.79,75.4,229
230,'PE675638',230,-0.09,1155.18,6,39.53,112.99,230
231,'PE771682',231,104.12,1186.97,10,61.91,102.92,231
232,'PE190177',232,86.14,932.53,1,26.55,56.2,232
233,'PE646199',233,78.17,1271.59,10,29.07,16.53,233
234,'PE133136',234,3.35,1383.16,7,57.44,115.51,234
235,'PE124678',235,-8.77,1983.53,7,93.67,106.69,235
236,'PE775770',236,43.22,159.83,2,7.19,117.95,236
237,'PE294696',237,90.44,1488.48,1,65.93,14.97,237
238,'PE916142',238,142.99,453.49,7,56.96,20.77,238
239,'PE959317',239,69.62,1015.26,4,12.59,68.33,239
240,'PE583677',240,-6.13,592.31,8,111.83,23.06,240
241,'PE514835',241,33.29,445.46,5,112.65,79.67,241
242,'PE761523',242,66.16,1485.31,5,6.52,71.17,242
243,'PE810437',243,123.78,784.12,4,56.01,43.52,243
244,'PE359740',244,-3.74,318.88,10,10.7,75.78,244
245,'PE251150',245,115.72,670.75,2,50.48,116.57,245
246,'PE358684',246,73.03,334.65,9,4.56,74.77,246
247,'PE312921',247,112.81,201.48,6,89.82,34.34,247
248,'PE159619',248,12.93,1722.63,4,87.26,95.12,248
249,'PE574920',249,13.0,1005.21,3,3.32,25.37,249
250,'PE464307',250,110.35,628.39,8,59.76,88.58,250
251,'PE549576',251,109.14,818.30,3,33.56,90.38,251
252,'PE359751',252,42.4,409.17,1,90.01,95.39,252
253,'PE933090',253,67.26,1671.36,6,14.79,13.75,253
254,'PE158734',254,25.3,1543.17,4,107.82,71.79,254
255,'PE628880',255,13.91,1725.06,9,36.77,69.45,255
256,'PE915299',256,119.21,652.76,5,110.14,16.24,256
257,'PE429110',257,63.42,1155.05,1,96.98,119.35,257
258,'PE709071',258,1.93,499.04,8,83.33,71.4,258
259,'PE700859',259,51.61,232.35,7,105.36,106.77,259
260,'PE804585',260,139.95,345.13,2,64.01,88.24,260
261,'PE707819',261,20.84,1328.94,10,88.74,3.43,261
262,'PE284354',262,104.04,1894.88,8,67.34,83.61,262
263,'PE613808',263,35.53,1789.54,6,115.41,70.09,263
264,'PE152434',264,12.37,502.42,3,57.5,96.77,264
265,'PE398075',265,129.77,1797.50,9,2.78,100.32,265
266,'PE374486',266,4.91,737.16,1,50.52,103.35,266
267,'PE127709',267,70.47,1229.74,3,64.79,23.78,267
268,'PE394665',268,114.13,1128.64,6,6.57,52.56,268
269,'PE548693',269,108.93,366.02,4,60.24,119.32,269
270,'PE586253',270,-0.23,1602.64,7,47.88,11.48,270
271,'PE927775',271,95.45,458.11,7,71.1,43.05,271
272,'PE736761',272,70.76,37.12,9,94.89,6.45,272
273,'PE712363',273,93.7,587.80,10,113.52,112.62,273
274,'PE559673',274,64.97,1481.17,10,113.37,38.28,274
275,'PE908109',275,42.12,1081.84,6,104.76,18.39,275
276,'PE992136',276,58.71,1268.80,3,84.34,108.31,276
277,'PE606905',277,3.23,163.83,8,100.69,83.64,277
278,'PE608964',278,44.78,602.44,6,9.85,64.24,278
279,'PE373248',279,139.38,612.04,10,77.37,63.76,279
280,'PE109485',280,77.77,1908.34,4,21.06,91.72,280
281,'PE800690',281,-1.93,1395.39,3,83.39,42.97,281
282,'PE786432',282,44.24,1993.36,9,101.74,54.7,282
283,'PE316033',283,114.4,1732.56,10,51.44,23.44,283
284,'PE962947',284,9.65,1891.51,2,37.41,28.1,284
285,'PE653204',285,71.91,194.01,3,92.56,65.42,285
286,'PE437920',286,59.46,1651.59,9,62.05,94.25,286
287,'PE882248',287,76.43,1213.56,6,89.72,23.04,287
288,'PE271569',288,64.23,140.99,8,4.03,82.21,288
289,'PE119335',289,85.46,1508.44,1,38.08,8.14,289
290,'PE997441',290,121.44,866.61,7,14.57,80.93,290
291,'PE249591',291,127.11,541.64,4,46.95,87.76,291
292,'PE957668',292,97.95,1763.48,6,42.94,12.99,292
293,'PE735734',293,133.0,1827.40,10,17.32,21.88,293
294,'PE604823',294,38.87,411.82,5,43.41,89.7,294
295,'PE579705',295,71.13,464.60,6,115.94,52.43,295
296,'PE249672',296,105.41,1058.66,3,57.07,10.35,296
297,'PE745059',297,10.37,1750.98,1,88.78,30.61,297
298,'PE136703',298,118.14,597.49,9,62.48,83.62,298
299,'PE971856',299,45.15,1728.21,1,82.73,110.52,299
300,'PE661956',300,19.87,76.77,7,13.26,66.45,300
301,'PE153293',301,100.4,1304.82,6,19.25,95.22,301
302,'PE905646',302,45.95,399.28,10,93.17,72.17,302
303,'PE236948',303,28.89,646.85,9,118.61,29.61,303
304,'PE999284',304,84.83,854.96,5,74.41,83.48,304
305,'PE287042',305,6.56,726.14,8,91.31,90.4,305
306,'PE889981',306,96.71,534.12,2,34.99,3.1,306
307,'PE475577',307,143.96,940.16,4,14.12,25.87,307
308,'PE904093',308,0.21,1494.60,10,84.13,56.94,308
309,'PE904206',309,130.79,1958.01,3,41.11,61.37,309
310,'PE872089',310,66.11,390.02,3,24.66,71.95,310
311,'PE995456',311,26.92,968.96,1,78.34,18.62,311
312,'PE444143',312,-3.08,1799.88,7,51.27,38.76,312
313,'PE129290',313,42.74,1006.24,7,45.75,85.03,313
314,'PE989754',314,-5.33,1269.01,7,107.05,42.98,314
315,'PE940761',315,8.01,1246.45,5,58.25,114.65,315
316,'PE811290',316,117.18,34.06,7,46.79,118.65,316
317,'PE846922',317,24.66,545.99,7,15.04,99.71,317
318,'PE741095',318,-0.45,596.08,7,12.6,88.99,318
319,'PE326018',319,96.84,609.22,4,45.63,70.18,319
320,'PE470955',320,77.2,1959.25,4,23.16,31.52,320
321,'PE294526',321,34.19,273.60,7,94.21,83.45,321
322,'PE123808',322,56.6,252.47,6,108.05,107.4,322
323,'PE885518',323,54.39,1397.04,1,81.16,86.15,323
324,'PE218332',324,43.89,920.86,3,70.34,81.25,324
325,'PE498370',325,148.47,1522.25,9,118.13,51.01,325
326,'PE740790',326,102.48,1722.54,5,49.98,37.14,326
327,'PE542355',327,83.33,782.20,7,103.45,41.46,327
328,'PE111523',328,126.85,407.42,9,14.59,85.72,328
329,'PE653961',329,45.32,332.30,8,16.33,117.65,329
330,'PE168255',330,39.35,671.60,2,96.92,35.03,330
331,'PE411773',331,5.13,483.86,2,68.65,100.87,331
332,'PE106144',332,145.3,1756.06,4,92.96,47.18,332
333,'PE178542',333,35.64,217.57,2,119.3,77.35,333
334,'PE972074',334,39.66,1749.83,3,42.91,119.25,334
335,'PE582272',335,14.49,985.37,8,42.13,78.99,335
336,'PE369481',336,44.76,473.85,4,98.21,76.49,336
337,'PE874814',337,86.69,1465.81,2,68.76,11.83,337
338,'PE402382',338,47.47,1894.09,10,90.88,15.71,338
339,'PE721907',339,111.55,1108.07,3,25.46,100.08,339
340,'PE959907',340,116.32,585.56,10,10.3,90.87,340
341,'PE966860',341,94.84,222.19,9,88.22,100.95,341
342,'PE120206',342,66.08,656.81,4,105.0,68.44,342
343,'PE851955',343,144.63,935.38,4,112.41,52.61,343
344,'PE448501',344,27.66,1483.81,9,118.71,104.35,344
345,'PE751850',345,130.72,1582.71,10,65.87,81.28,345
346,'PE940386',346,121.99,1756.01,3,94.71,118.95,346
347,'PE935107',347,67.0,742.26,8,58.56,74.63,347
348,'PE168467',348,70.78,846.59,10,94.13,91.74,348
349,'PE205729',349,95.56,380.49,9,45.57,96.15,349
350,'PE380888',350,112.37,333.34,1,56.59,68.5,350
351,'PE678875',351,110.56,875.18,6,77.07,72.11,351
352,'PE576815',352,5.03,163.86,1,109.74,57.91,352
353,'PE854794',353,30.04,1942.39,10,92.59,7.61,353
354,'PE723243',354,110.87,1872.59,10,4.38,4.38,354
355,'PE354079',355,144.86,403.53,1,96.09,31.71,355
356,'PE742142',356,91.65,569.06,10,29.66,83.61,356
357,'PE502654',357,78.52,1118.11,7,59.84,77.15,357
358,'PE724905',358,28.43,809.89,4,40.45,25.18,358
359,'PE480883',359,138.96,3.74,10,33.3,102.23,359
360,'PE499908',360,143.02,1531.92,6,25.88,109.87,360
361,'PE932066',361,19.43,1506.86,7,32.69,4.08,361
362,'PE426097',362,68.81,187.64,2,52.89,19.13,362
363,'PE817993',363,92.39,464.91,7,91.44,118.13,363
364,'PE811959',364,4.89,423.39,10,4.79,118.5,364
365,'PE646953',365,25.9,1050.91,1,77.99,97.43,365
366,'PE403429',366,75.96,1768.59,2,109.6,27.76,366
367,'PE976810',367,-0.11,1940.03,2,116.33,57.1,367
368,'PE213596',368,107.96,795.74,2,91.31,118.41,368
369,'PE379461',369,89.68,1502.77,10,28.86,3.75,369
370,'PE107100',370,113.0,307.86,10,49.87,21.5,370
371,'PE639135',371,99.21,493.76,7,6.44,33.39,371
372,'PE784771',372,3.17,877.15,7,33.42,8.53,372
373,'PE307535',373,66.29,150.94,9,118.2,0.87,373
374,'PE964916',374,21.27,915.57,1,102.43,76.2,374
375,'PE899565',375,70.7,792.38,3,85.88,69.66,375
376,'PE534126',376,53.26,660.84,10,86.66,104.59,376
377,'PE680241',377,97.53,1683.13,6,60.79,3.31,377
378,'PE271752',378,126.81,1658.81,5,25.8,52.2,378
379,'PE120449',379,83.65,1215.54,7,73.44,9.86,379
380,'PE869102',380,98.15,1274.50,4,52.15,118.26,380
381,'PE305349',381,146.49,680.72,9,93.6,111.85,381
382,'PE455470',382,20.82,411.94,7,78.86,19.04,382
383,'PE422034',383,78.8,159.01,9,83.76,99.02,383
384,'PE514961',384,36.24,993.17,6,83.49,5.54,384
385,'PE438479',385,123.1,1713.35,9,67.39,82.73,385
386,'PE252509',386,141.23,571.10,4,105.94,100.55,386
387,'PE625261',387,25.44,671.94,10,116.81,2.39,387
388,'PE470105',388,10.14,1703.41,4,85.31,3.93,388
389,'PE518914',389,-2.56,505.27,2,13.44,108.68,389
390,'PE794667',390,102.69,1469.61,3,0.97,65.48,390
391,'PE706636',391,81.81,1010.28,9,119.86,55.89,391
392,'PE475611',392,-7.5,1336.67,10,69.1,10.8,392
393,'PE680104',393,121.28,70.88,6,84.64,105.61,393
394,'PE765811',394,123.84,316.18,2,27.61,8.37,394
395,'PE823422',395,101.89,637.27,6,40.6,71.8,395
396,'PE258636',396,67.64,1197.38,10,30.14,14.89,396
397,'PE168076',397,-1.1,390.65,2,20.22,13.95,397
398,'PE546124',398,120.61,849.88,9,12.05,33.32,398
399,'PE174173',399,0.03,1038.35,9,85.03,56.25,399
400,'PE918682',400,147.59,1254.75,5,84.24,49.35,400
401,'PE163523',401,66.08,1926.55,5,36.02,95.03,401
402,'PE857857',402,57.52,1962.20,1,79.8,17.06,402
403,'PE602689',403,106.53,274.67,3,4.6,28.3,403
404,'PE990293',404,84.06,404.47,1,52.38,1.78,404
405,'PE140956',405,26.9,68.22,3,86.06,42.15,405
406,'PE627309',406,24.3,118.39,5,14.98,79.65,406
407,'PE299061',407,116.31,1935.21,7,104.92,37.76,407
408,'PE260437',408,107.37,1103.64,4,5.89,48.96,408
409,'PE807219',409,58.1,174.62,1,9.06,61.52,409
410,'PE166729',410,122.77,1566.14,7,74.31,47.39,410
411,'PE785084',411,67.01,692.94,6,91.73,109.69,411
412,'PE945228',412,111.36,1358.01,5,75.86,81.81,412
413,'PE262844',413,22.19,356.32,8,62.86,93.97,413
414,'PE104652',414,115.71,868.09,7,118.52,27.34,414
415,'PE198602',415,146.57,409.30,9,67.9,27.06,415
416,'PE230204',416,14.47,1084.48,2,57.12,107.15,416
417,'PE712978',417,102.81,583.58,3,63.15,75.61,417
418,'PE895172',418,16.88,701.86,5,78.04,96.28,418
419,'PE156918',419,114.13,1202.75,3,11.44,60.77,419
420,'PE700634',420,45.24,138.27,5,105.99,80.98,420
421,'PE495353',421,11.34,972.31,7,74.42,21.33,421
422,'PE789903',422,141.34,1386.11,2,75.46,39.35,422
423,'PE744218',423,145.88,106.25,9,29.77,101.28,423
424,'PE881382',424,64.14,419.91,8,82.43,108.8,424
425,'PE800668',425,148.75,1881.32,4,84.67,115.18,425
426,'PE777367',426,57.5,501.04,9,83.97,92.3,426
427,'PE677642',427,104.9,1034.40,2,106.03,25.08,427
428,'PE100139',428,-8.62,1733.78,7,26.14,81.97,428
429,'PE543448',429,-6.4,1868.27,7,74.81,112.1,429
430,'PE464925',430,128.35,1422.88,7,66.35,59.97,430
431,'PE628735',431,120.11,1216.69,6,29.35,22.39,431
432,'PE739460',432,2.45,1604.04,8,66.47,30.95,432
433,'PE898508',433,80.32,116.13,3,86.93,75.97,433
434,'PE548165',434,130.24,283.47,2,100.31,44.03,434
435,'PE668525',435,69.27,1992.42,3,20.7,0.44,435
436,'PE456305',436,85.59,1738.12,1,82.96,2.46,436
437,'PE277401',437,64.38,1231.35,1,8.91,33.75,437
438,'PE515247',438,124.61,1675.07,3,114.36,17.02,438
439,'PE770831',439,55.77,1557.21,5,48.25,119.26,439
440,'PE256715',440,-8.1,22.85,8,16.72,97.27,440
441,'PE888609',441,-7.06,204.32,10,27.21,65.89,441
442,'PE610584',442,102.44,1036.81,9,112.61,32.12,442
443,'PE489405',443,111.26,578.76,10,107.65,34.17,443
444,'PE930016',444,140.85,1087.56,5,78.79,58.64,444
445,'PE950490',445,63.2,752.75,10,12.89,103.21,445
446,'PE748155',446,109.23,974.83,1,69.48,22.15,446
447,'PE543051',447,10.29,78.88,10,86.73,41.83,447
448,'PE811908',448,124.36,1177.44,5,5.3,83.61,448
449,'PE268200',449,72.79,1940.74,9,57.07,54.18,449
450,'PE568607',450,143.72,1736.72,6,41.62,92.29,450
451,'PE646815',451,7.17,755.99,9,117.08,42.41,451
452,'PE464469',452,122.15,58.36,6,113.49,88.8,452
453,'PE843515',453,19.73,132.71,1,30.87,15.82,453
454,'PE219267',454,71.73,851.26,2,36.62,3.5,454
455,'PE958553',455,121.45,1043.20,7,58.66,78.02,455
456,'PE145889',456,30.81,1911.46,8,24.59,2.93,456
457,'PE520780',457,7.66,1274.75,3,18.42,23.99,457
