81,81,-1.18,24.1,356.8,918.40,498.776,261,61.41,13.46,'Snow',97.035,452,43.21,'Normal',40.63,138.08,81
82,82,-35.19,59.64,127.2,819.11,1077.762,257,99.45,25.11,'None',37.762,864,58.19,'Warning',26.84,112.59,82
83,83,-1.6,55.77,70.8,944.94,301.004,340,48.74,36.45,'Ice',22.081,723,41.65,'Normal',30.98,55.65,83
84,84,43.0,14.4,316.0,1073.43,1495.614,408,93.80,33.5,'Blowing Snow',22.136,927,3.03,'Normal',42.53,117.56,84
85,85,35.79,31.75,178.3,1035.43,1152.048,192,65.84,22.38,'Ice',97.561,251,75.08,'Warning',15.03,142.72,85
86,86,16.25,47.31,94.5,859.75,982.733,499,40.53,15.05,'Ice',23.941,398,70.68,'Warning',21.65,80.53,86
87,87,0.17,46.67,50.7,1017.57,1183.893,83,89.82,38.08,'Blowing Snow',29.172,666,79.51,'Critical',22.95,63.36,87
88,88,-1.93,50.64,254.7,1079.94,930.820,2,9.81,8.24,'Ice',17.607,681,69.81,'Warning',21.29,82.25,88
89,89,2.93,36.17,280.3,999.21,1237.269,352,24.02,35.41,'Snow',31.090,81,43.74,'Normal',47.98,61.60,89
90,90,29.05,7.88,278.1,1026.80,769.506,20,4.15,39.34,'None',23.482,931,39.13,'Warning',38.47,45.88,90
91,91,2.44,17.65,48.7,993.70,1412.552,127,78.03,8.23,'Ice',53.525,228,74.3,'Normal',44.15,110.65,91
92,92,32.92,12.12,54.8,897.43,182.257,131,51.81,28.08,'Snow',19.387,492,33.73,'Normal',29.94,29.83,92
93,93,-19.88,43.0,296.7,882.40,828.437,99,4.50,41.02,'None',1.929,431,50.87,'Normal',18.15,54.53,93
94,94,1.73,6.31,258.3,944.17,643.465,181,55.05,48.57,'Snow',42.057,834,99.96,'Normal',12.07,112.69,94
95,95,-33.08,50.12,256.4,842.83,231.410,154,58.36,40.27,'Snow',9.392,641,49.35,'Warning',36.57,111.53,95
96,96,-12.46,19.24,31.6,1009.93,692.949,425,54.46,40.78,'None',23.306,904,38.35,'Critical',48.3,141.70,96
97,97,-20.3,30.75,138.3,1062.17,481.342,195,33.20,45.93,'None',52.569,742,39.37,'Critical',0.85,119.36,97
98,98,-47.45,7.87,338.5,1099.84,1157.415,169,73.27,22.91,'Ice',10.547,275,33.22,'Warning',27.65,7.34,98
99,99,17.8,51.76,51.8,1071.26,217.466,186,94.23,23.97,'Ice',33.726,96,69.1,'Normal',31.47,93.62,99
100,100,5.95,3.78,196.9,1040.87,100.573,479,83.31,31.37,'Ice',3.874,345,26.21,'Warning',44.89,84.68,100
101,101,-23.38,30.06,193.0,1013.59,1276.050,379,39.10,5.85,'Snow',15.662,586,74.34,'Normal',14.05,140.94,101
102,102,14.59,20.7,321.1,1091.85,559.480,79,59.98,14.56,'Blowing Snow',18.014,417,62.13,'Critical',31.32,37.72,102
103,103,-27.82,50.48,292.0,888.28,683.668,135,81.78,46.77,'None',45.541,902,57.85,'Normal',11.89,45.78,103
104,104,-14.25,50.17,295.1,1017.38,558.271,190,89.35,48.21,'None',0.242,836,82.2,'Warning',31.3,31.15,104
105,105,-7.57,12.47,73.2,1084.63,1290.470,487,12.58,40.07,'None',29.924,674,51.85,'Warning',9.49,83.70,105
106,106,17.31,8.29,207.3,1087.67,419.588,78,71.47,10.26,'Blowing Snow',52.064,798,60.26,'Warning',32.11,87.99,106
107,107,-11.41,24.78,278.2,959.72,328.297,336,15.14,27.83,'Blowing Snow',22.448,957,65.17,'Normal',31.51,56.12,107
108,108,3.54,11.64,238.9,1060.48,302.945,133,81.07,44.51,'None',31.927,201,90.15,'Critical',3.63,54.70,108
109,109,12.59,57.97,226.8,1033.86,687.431,236,47.00,40.25,'Snow',22.351,1,83.2,'Normal',43.9,12.13,109
110,110,-41.15,58.31,180.1,843.20,141.035,175,88.52,47.44,'Blowing Snow',43.796,184,71.31,'Warning',48.71,39.40,110
111,111,25.03,3.02,231.3,965.58,1022.938,412,13.44,12.99,'Snow',14.241,166,93.28,'Critical',46.71,37.60,111
112,112,-17.78,36.45,163.2,839.78,1036.861,290,81.10,16.69,'None',43.569,582,44.68,'Normal',13.27,124.85,112
113,113,-45.98,35.21,208.1,1027.76,75.398,421,10.24,48.58,'Blowing Snow',64.449,521,97.44,'Warning',42.68,132.52,113
114,114,-22.88,25.17,133.0,1052.97,736.564,345,74.04,43.27,'Ice',88.718,616,23.85,'Normal',29.37,21.47,114
115,115,-14.14,6.53,256.2,974.63,340.987,49,68.12,41.1,'Snow',76.679,751,4.49,'Warning',23.45,40.03,115
116,116,-41.53,49.32,201.2,937.31,265.527,244,93.73,49.71,'Blowing Snow',39.539,297,36.31,'Normal',27.23,65.41,116
117,117,-21.96,4.68,151.5,1020.07,1075.335,355,32.11,1.98,'None',46.548,461,96.85,'Normal',36.4,98.70,117
118,118,-0.17,14.34,86.1,1093.16,814.189,384,5.11,1.0,'Snow',11.483,56,26.22,'Critical',23.4,31.14,118
119,119,-17.85,37.27,206.1,908.84,692.436,97,0.72,44.39,'None',29.093,601,38.34,'Warning',26.9,93.50,119
120,120,-29.27,11.76,355.1,896.53,1433.630,288,45.15,16.68,'Ice',85.702,277,45.84,'Critical',9.83,32.90,120
121,121,-5.43,32.72,191.7,961.54,1059.922,200,85.42,14.51,'Ice',18.189,595,22.36,'Critical',34.7,94.81,121
122,122,0.31,20.96,118.0,905.69,449.214,337,94.52,45.89,'None',31.512,784,26.9,'Critical',42.58,77.03,122
123,123,-31.32,0.28,219.2,1005.38,1193.580,355,14.30,39.26,'Blowing Snow',67.028,78,58.18,'Normal',26.95,119.88,123
124,124,10.54,41.95,65.6,1035.97,612.476,109,49.75,27.76,'None',19.820,362,71.79,'Warning',28.82,125.29,124
125,125,17.47,39.29,172.5,868.00,490.845,317,65.17,23.95,'Ice',12.105,881,5.72,'Warning',9.83,9.19,125
126,126,35.89,33.8,331.0,874.91,626.073,119,82.67,14.84,'Ice',96.530,9,48.87,'Warning',13.24,29.45,126
127,127,-42.14,1.82,66.2,896.29,742.986,467,42.51,16.52,'Ice',46.094,971,61.81,'Normal',13.48,63.58,127
128,128,-41.11,23.07,221.5,1039.82,619.235,483,55.99,12.97,'None',37.446,461,72.32,'Normal',35.09,17.51,128
129,129,-20.38,49.95,107.9,872.11,578.411,220,2.13,20.04,'Blowing Snow',48.429,891,64.25,'Critical',25.86,1.36,129
130,130,-0.24,21.46,223.3,970.67,1213.492,47,52.05,29.95,'Blowing Snow',21.298,806,48.72,'Normal',12.67,11.35,130
131,131,24.34,31.43,251.3,1036.43,283.103,450,29.83,20.12,'Snow',63.060,163,80.72,'Warning',25.54,138.34,131
132,132,0.72,37.05,102.6,1011.50,1155.296,436,0.99,9.57,'None',56.321,860,76.63,'Normal',39.48,47.40,132
133,133,14.22,59.79,225.9,1012.65,341.176,392,94.48,39.72,'Blowing Snow',56.385,546,85.7,'Warning',36.67,124.89,133
134,134,33.94,51.37,91.3,828.79,974.827,113,70.19,6.74,'Blowing Snow',7.888,162,93.65,'Critical',3.48,98.46,134
135,135,-10.75,42.71,129.7,1006.96,852.963,1,88.62,40.46,'Ice',33.929,236,61.25,'Normal',43.9,38.51,135
136,136,28.06,19.21,168.2,820.22,931.085,409,55.39,11.52,'Blowing Snow',13.885,873,80.64,'Critical',38.52,61.46,136
137,137,18.12,36.18,119.8,1093.96,1286.767,455,17.62,30.52,'None',58.840,754,31.93,'Warning',28.98,120.33,137
138,138,-9.76,29.95,164.8,985.92,52.136,398,79.15,22.14,'None',37.147,988,2.97,'Normal',12.29,58.28,138
139,139,26.17,25.31,229.4,960.87,1158.592,214,99.77,8.41,'Snow',14.620,420,96.22,'Critical',19.49,102.80,139
140,140,37.87,29.46,128.3,945.51,599.495,15,67.86,28.71,'None',82.165,88,95.77,'Warning',24.15,67.53,140
141,141,-4.61,40.48,346.5,1081.73,306.232,103,1.37,6.58,'Ice',99.548,823,96.15,'Warning',16.63,16.38,141
142,142,32.98,13.53,113.9,1090.10,256.675,80,88.05,12.84,'Snow',15.038,966,76.82,'Warning',42.65,33.55,142
143,143,-21.42,17.55,186.7,913.87,747.537,355,37.34,30.12,'Blowing Snow',86.479,236,35.27,'Normal',48.25,141.61,143
144,144,-32.16,41.7,157.6,897.86,585.222,350,9.37,4.46,'Ice',66.839,564,33.91,'Critical',20.0,29.78,144
145,145,-48.06,9.26,193.2,1025.86,841.398,53,92.51,12.58,'Blowing Snow',64.253,682,96.81,'Warning',24.86,121.27,145
146,146,-19.97,50.52,84.9,817.03,575.238,137,55.38,30.13,'None',75.652,359,34.77,'Critical',18.79,120.58,146
147,147,-26.03,11.55,212.9,1077.01,1278.409,19,38.74,26.56,'Blowing Snow',18.430,209,42.89,'Critical',41.78,100.24,147
148,148,26.42,42.94,132.6,1066.97,995.752,457,79.95,20.92,'None',82.493,449,34.63,'Critical',39.09,19.88,148
149,149,17.98,45.27,115.0,936.80,1424.017,435,45.14,26.55,'Snow',30.008,216,31.68,'Warning',23.84,45.58,149
150,150,45.06,54.85,23.0,983.49,994.114,36,94.82,40.95,'None',61.996,531,75.79,'Normal',28.39,10.00,150
151,151,-9.59,58.38,146.0,810.64,180.836,480,23.87,6.91,'None',44.362,248,25.43,'Critical',10.77,39.23,151
152,152,33.96,52.87,109.9,824.53,386.550,266,33.93,4.12,'Ice',82.340,958,92.86,'Normal',33.98,105.06,152
153,153,-28.11,45.48,72.4,1009.99,1005.904,8,12.14,7.09,'None',77.326,484,28.09,'Warning',21.3,139.25,153
154,154,-0.77,9.73,288.2,917.68,197.366,256,91.91,0.45,'None',41.671,513,31.89,'Normal',46.06,5.53,154
155,155,10.64,45.23,199.3,1028.09,1052.861,262,40.22,4.63,'Blowing Snow',25.328,75,89.08,'Normal',21.3,118.47,155
156,156,-10.94,45.42,65.0,906.09,243.863,77,84.18,18.45,'Blowing Snow',11.058,276,57.52,'Warning',0.0,17.58,156
157,157,40.08,45.37,339.4,892.68,1425.807,331,67.59,30.27,'Blowing Snow',63.599,299,54.69,'Warning',23.53,91.47,157
158,158,-31.71,31.22,107.5,973.62,532.182,73,29.50,31.85,'None',22.574,789,98.67,'Critical',15.3,99.78,158
159,159,34.4,9.49,142.4,1089.93,752.086,56,74.83,22.04,'Snow',73.610,647,73.87,'Critical',42.69,13.59,159
160,160,41.29,50.18,207.3,963.70,704.955,388,69.47,27.14,'Snow',33.055,433,82.27,'Warning',22.43,42.78,160
161,161,-9.04,12.63,172.4,912.90,1054.955,124,49.34,5.06,'Snow',3.206,225,22.05,'Normal',35.29,77.18,161
162,162,23.19,11.08,156.6,990.10,344.018,356,40.23,24.06,'None',83.032,916,76.87,'Critical',30.84,110.22,162
163,163,9.85,51.3,251.3,1005.23,1157.631,22,17.48,37.1,'None',3.748,656,92.5,'Warning',15.85,106.62,163
164,164,-11.9,22.62,124.3,856.16,1190.557,451,60.45,16.67,'Ice',96.288,494,82.8,'Critical',7.07,50.26,164
165,165,17.62,54.65,11.1,990.46,97.052,109,31.55,29.82,'Blowing Snow',47.338,401,25.37,'Normal',2.51,1.59,165
166,166,31.88,38.17,11.7,837.70,996.848,137,66.76,2.31,'None',13.610,349,51.58,'Warning',14.3,105.76,166
167,167,47.04,21.71,177.4,1083.08,272.409,434,36.84,38.31,'None',82.286,240,60.67,'Critical',10.39,78.91,167
168,168,-42.83,50.64,1.0,823.53,1411.020,338,56.54,22.17,'None',8.712,575,22.0,'Warning',12.45,108.55,168
169,169,-25.49,4.38,185.3,987.79,350.440,18,5.93,10.05,'Blowing Snow',72.729,718,76.81,'Critical',9.33,91.33,169
170,170,23.97,54.48,330.2,905.58,1214.400,218,1.41,39.41,'None',2.481,635,28.64,'Normal',25.5,66.04,170
171,171,-20.24,19.98,202.5,963.29,1060.128,60,84.18,5.11,'Snow',5.214,922,73.29,'Warning',45.06,13.60,171
172,172,-26.55,11.75,229.0,999.32,333.955,435,80.43,16.35,'None',42.626,36,19.07,'Normal',28.53,66.53,172
173,173,-34.73,12.27,155.9,1020.48,542.717,90,0.31,24.63,'Ice',9.150,147,30.14,'Warning',26.86,107.39,173
174,174,-49.7,57.18,58.5,995.81,1.171,438,56.10,25.18,'Ice',95.389,587,81.87,'Warning',8.55,86.05,174
175,175,-15.99,51.56,336.3,927.50,1456.577,264,40.76,29.18,'Blowing Snow',47.018,70,2.86,'Normal',17.95,143.51,175
176,176,20.66,23.68,76.7,1037.97,142.420,122,49.10,8.88,'Blowing Snow',46.033,246,60.31,'Critical',44.12,120.34,176
177,177,30.95,34.24,120.5,818.87,134.314,481,25.88,13.35,'Snow',73.736,681,35.72,'Warning',25.88,82.43,177
178,178,35.61,26.28,9.2,832.63,473.940,270,44.49,37.96,'Snow',90.496,427,7.61,'Warning',14.09,53.51,178
179,179,-15.64,58.59,310.2,1010.94,1065.396,244,14.65,42.12,'None',62.926,702,54.37,'Normal',36.23,4.40,179
180,180,-29.0,23.92,270.2,1087.72,1067.132,395,46.17,49.68,'Snow',14.134,17,59.66,'Normal',31.11,71.16,180
181,181,29.94,6.67,278.9,871.03,156.035,410,48.17,48.63,'Snow',0.244,856,54.94,'Normal',33.59,137.89,181
182,182,-12.3,33.05,293.6,982.15,232.258,272,78.89,17.59,'Blowing Snow',19.454,170,51.93,'Critical',13.22,62.62,182
183,183,3.09,2.2,14.5,1043.48,1075.166,312,89.00,24.02,'None',30.121,771,61.75,'Critical',36.3,63.47,183
184,184,-0.29,24.45,51.8,1062.57,1157.866,415,73.38,4.87,'Ice',2.472,162,25.02,'Warning',8.82,62.30,184
185,185,21.57,47.3,4.8,990.24,548.239,312,63.95,32.29,'Snow',8.589,297,17.24,'Warning',29.92,18.32,185
186,186,-31.53,17.92,110.6,1047.31,1164.336,243,19.16,30.13,'None',6.484,99,1.65,'Critical',36.62,26.64,186
187,187,-33.05,3.54,27.9,977.66,298.044,405,61.27,2.79,'Ice',6.924,717,22.63,'Critical',37.19,96.42,187
188,188,-43.37,40.16,17.1,876.65,537.556,101,17.85,18.81,'None',26.827,228,8.28,'Normal',14.71,99.36,188
189,189,-7.94,30.61,293.5,880.90,1259.310,28,52.95,14.46,'Snow',78.089,248,71.24,'Warning',29.37,13.58,189
190,190,15.3,55.42,184.4,1032.13,172.749,428,84.49,13.43,'Snow',5.427,934,52.77,'Warning',18.89,103.21,190
191,191,7.81,16.07,349.1,971.64,167.710,193,64.30,16.69,'Blowing Snow',63.155,893,95.17,'Normal',34.28,89.97,191
192,192,48.33,37.54,47.0,940.36,972.357,19,16.55,3.51,'Blowing Snow',62.593,241,70.55,'Normal',38.04,80.32,192
193,193,-14.82,51.51,199.3,999.62,1130.562,497,69.26,4.81,'Snow',32.935,526,91.2,'Critical',2.2,25.50,193
194,194,-10.81,24.19,348.3,1048.41,1244.023,387,91.25,24.84,'Blowing Snow',93.373,694,54.65,'Critical',19.71,94.16,194
195,195,14.9,8.77,296.0,907.11,1191.832,176,17.94,12.66,'Snow',59.575,277,58.02,'Warning',21.11,107.95,195
196,196,-6.28,38.02,242.8,890.28,737.679,423,22.33,0.47,'Blowing Snow',57.792,688,98.37,'Critical',9.73,48.76,196
197,197,-6.81,43.17,287.7,934.76,1164.245,97,60.67,42.8,'Ice',77.946,706,15.97,'Warning',30.57,133.56,197
198,198,-16.95,56.05,163.3,930.32,977.000,158,94.26,25.69,'Blowing Snow',42.722,102,38.73,'Normal',18.0,117.69,198
199,199,-45.1,14.22,193.9,1077.73,969.513,237,22.73,3.37,'Blowing Snow',64.453,608,76.61,'Critical',5.57,38.95,199
200,200,-9.12,38.06,350.4,1056.81,710.597,464,42.50,20.62,'Snow',38.668,139,12.71,'Warning',31.68,18.36,200
201,201,32.55,33.84,21.5,1025.50,130.406,251,36.08,16.11,'Snow',2.052,216,93.05,'Critical',9.59,72.14,201
202,202,26.09,49.95,237.5,903.62,1163.429,385,67.23,39.38,'Ice',95.494,572,32.28,'Critical',40.16,121.64,202
203,203,46.11,36.56,255.5,818.63,354.708,93,93.53,30.51,'Snow',71.047,509,91.7,'Warning',19.9,74.95,203
204,204,12.9,42.24,263.8,847.53,103.801,114,2.92,25.85,'None',47.515,395,68.42,'Warning',14.99,99.55,204
205,205,-21.41,8.5,97.0,854.46,352.899,156,15.67,35.04,'None',67.450,814,66.08,'Critical',13.4,1.06,205
206,206,-29.2,20.69,181.2,1007.75,235.563,270,5.53,17.41,'None',88.654,990,79.01,'Critical',37.12,3.50,206
207,207,-2.72,38.66,58.6,964.98,219.122,77,30.77,49.76,'None',91.931,183,14.36,'Critical',46.15,54.32,207
208,208,23.52,52.36,277.2,902.11,689.426,106,67.14,19.76,'Blowing Snow',20.148,441,33.35,'Warning',22.32,38.09,208
209,209,-7.68,39.74,55.8,958.10,482.153,23,9.53,42.69,'Ice',90.804,369,52.54,'Critical',35.26,54.35,209
210,210,-49.81,57.96,168.8,976.08,1171.797,142,78.18,30.79,'Blowing Snow',17.085,864,12.95,'Warning',21.48,98.33,210
211,211,3.66,6.53,118.8,1077.02,812.249,360,35.40,48.95,'Snow',42.206,856,44.02,'Warning',42.35,126.24,211
212,212,-2.75,14.74,7.6,930.88,1428.719,313,22.14,25.46,'Snow',36.770,318,48.32,'Normal',36.59,43.11,212
