56,'PE172120',56,'Critical','Poor',204.458,'Fault','Stopped','Island Mode',53.12,'Fault','Standby',2621.8,35.6,95.38,64.76,56,'{"wind": {"rpm": 2139, "output_w": 2904.54}, "solar": {"output_w": 566.60, "temperature_c": 36.36, "efficiency_percent": 68.64}}'
57,'PE954298',57,'Normal','Poor',84.811,'Fault','Operating','Island Mode',42.61,'Fault','Operating',1127.03,46.8,96.58,46.28,57,'{"wind": {"rpm": 2959, "output_w": 25.91}, "solar": {"output_w": 952.29, "temperature_c": 51.58, "efficiency_percent": 81.14}}'
58,'PE142512',58,'Critical','Poor',403.503,'Fault','Fault','Island Mode',66.17,'Active','Fault',639.36,57.7,74.89,76.32,58,'{"wind": {"rpm": 2407, "output_w": 1238.47}, "solar": {"output_w": 231.47, "temperature_c": 34.21, "efficiency_percent": 48.85}}'
59,'PE514481',59,'Normal','Good',140.160,'Inactive','Stopped','Connected',90.57,'Fault','Operating',2516.0,62.1,84.19,17.61,59,'{"wind": {"rpm": 2137, "output_w": 2852.83}, "solar": {"output_w": 588.24, "temperature_c": 86.7, "efficiency_percent": 55.91}}'
60,'PE432586',60,'Normal','Good',333.503,'Active','Operating','Connected',20.97,'Fault','Fault',2118.44,99.1,20.78,41.04,60,'{"wind": {"rpm": 2917, "output_w": 955.68}, "solar": {"output_w": 1297.95, "temperature_c": 30.26, "efficiency_percent": 69.64}}'
61,'PE562948',61,'Normal','Good',381.685,'Fault','Fault','Disconnected',19.45,'Active','Standby',1579.65,34.8,2.81,59.94,61,'{"wind": {"rpm": 928, "output_w": 1928.38}, "solar": {"output_w": 1524.53, "temperature_c": 8.72, "efficiency_percent": 23.59}}'
62,'PE537344',62,'Warning','Good',489.342,'Inactive','Operating','Disconnected',48.20,'Active','Fault',1371.63,38.5,70.02,27.59,62,'{"wind": {"rpm": 2050, "output_w": 1387.79}, "solar": {"output_w": 1743.30, "temperature_c": 24.12, "efficiency_percent": 90.96}}'
63,'PE586784',63,'Normal','Fair',211.389,'Inactive','Fault','Connected',24.49,'Active','Fault',2457.19,84.8,37.05,90.27,63,'{"wind": {"rpm": 775, "output_w": 2035.1}, "solar": {"output_w": 274.42, "temperature_c": 70, "efficiency_percent": 97.46}}'
64,'PE164420',64,'Normal','Poor',413.881,'Active','Stopped','Connected',71.90,'Active','Standby',879.53,95.0,18.60,59.52,64,'{"wind": {"rpm": 1804, "output_w": 2662.2}, "solar": {"output_w": 366.20, "temperature_c": 99.68, "efficiency_percent": 6.41}}'
65,'PE624350',65,'Warning','Poor',18.358,'Active','Fault','Disconnected',67.38,'Fault','Standby',2010.8,70.0,30.47,38.32,65,'{"wind": {"rpm": 2942, "output_w": 1205.1}, "solar": {"output_w": 398.42, "temperature_c": 10.25, "efficiency_percent": 65.30}}'
66,'PE609009',66,'Warning','Good',206.184,'Inactive','Operating','Disconnected',78.90,'Fault','Fault',3.22,13.2,62.05,58.47,66,'{"wind": {"rpm": 2225, "output_w": 2578.04}, "solar": {"output_w": 1809.62, "temperature_c": 60.38, "efficiency_percent": 13.22}}'
67,'PE462707',67,'Critical','Fair',56.449,'Inactive','Operating','Island Mode',81.40,'Active','Fault',2802.82,57.4,50.80,38.24,67,'{"wind": {"rpm": 1293, "output_w": 2588.76}, "solar": {"output_w": 353.18, "temperature_c": 0.04, "efficiency_percent": 17.89}}'
68,'PE599287',68,'Normal','Poor',220.667,'Active','Fault','Connected',67.26,'Fault','Fault',374.78,5.2,45.16,53.04,68,'{"wind": {"rpm": 1663, "output_w": 2883.88}, "solar": {"output_w": 1094.22, "temperature_c": 50.49, "efficiency_percent": 78.53}}'
69,'PE393792',69,'Critical','Good',137.680,'Fault','Stopped','Connected',72.63,'Standby','Operating',374.26,24.5,65.41,44.81,69,'{"wind": {"rpm": 1041, "output_w": 808.71}, "solar": {"output_w": 814.43, "temperature_c": 93.37, "efficiency_percent": 9.06}}'
70,'PE662221',70,'Critical','Poor',51.947,'Inactive','Fault','Island Mode',55.09,'Active','Operating',1155.45,89.5,43.96,22.29,70,'{"wind": {"rpm": 2811, "output_w": 2779.31}, "solar": {"output_w": 1102.82, "temperature_c": 85.07, "efficiency_percent": 3.38}}'
71,'PE174904',71,'Warning','Fair',457.566,'Active','Operating','Island Mode',58.74,'Fault','Fault',2840.48,71.9,54.46,47.72,71,'{"wind": {"rpm": 36, "output_w": 581.7}, "solar": {"output_w": 475.61, "temperature_c": -1.72, "efficiency_percent": 48.90}}'
72,'PE554227',72,'Critical','Good',82.433,'Fault','Operating','Island Mode',68.84,'Fault','Standby',1572.02,92.3,51.11,98.44,72,'{"wind": {"rpm": 2502, "output_w": 2748.6}, "solar": {"output_w": 1949.82, "temperature_c": 25.88, "efficiency_percent": 34.47}}'
73,'PE877296',73,'Normal','Poor',356.542,'Active','Operating','Island Mode',3.22,'Standby','Standby',1196.38,3.3,54.08,46.36,73,'{"wind": {"rpm": 350, "output_w": 1548.11}, "solar": {"output_w": 1568.75, "temperature_c": -8.74, "efficiency_percent": 59.12}}'
74,'PE443494',74,'Critical','Good',326.875,'Fault','Operating','Disconnected',7.86,'Standby','Operating',107.15,89.0,41.02,4.35,74,'{"wind": {"rpm": 1374, "output_w": 2169.35}, "solar": {"output_w": 1620.09, "temperature_c": 63.46, "efficiency_percent": 17.92}}'
75,'PE310864',75,'Normal','Poor',24.437,'Active','Fault','Connected',58.92,'Fault','Fault',2421.76,0.8,61.36,69.85,75,'{"wind": {"rpm": 872, "output_w": 914.84}, "solar": {"output_w": 453.33, "temperature_c": 18.75, "efficiency_percent": 64.91}}'
76,'PE878239',76,'Critical','Poor',225.673,'Inactive','Fault','Connected',15.41,'Fault','Operating',1447.7,90.8,38.00,46.16,76,'{"wind": {"rpm": 1275, "output_w": 968.11}, "solar": {"output_w": 1440.74, "temperature_c": 52.06, "efficiency_percent": 76.26}}'
77,'PE617931',77,'Normal','Fair',166.240,'Inactive','Operating','Disconnected',93.51,'Fault','Standby',76.41,85.5,22.32,74.00,77,'{"wind": {"rpm": 135, "output_w": 2728.99}, "solar": {"output_w": 1022.68, "temperature_c": 16.01, "efficiency_percent": 46.98}}'
78,'PE461637',78,'Critical','Good',38.740,'Active','Operating','Disconnected',42.33,'Fault','Operating',1473.23,2.9,78.34,49.31,78,'{"wind": {"rpm": 618, "output_w": 2637.05}, "solar": {"output_w": 1334.78, "temperature_c": 31.86, "efficiency_percent": 17.93}}'
79,'PE997474',79,'Normal','Fair',409.439,'Fault','Stopped','Connected',84.57,'Fault','Standby',2966.1,95.0,5.89,8.34,79,'{"wind": {"rpm": 838, "output_w": 2541.44}, "solar": {"output_w": 1731.97, "temperature_c": 97.48, "efficiency_percent": 68.43}}'
80,'PE988963',80,'Warning','Fair',478.051,'Active','Stopped','Disconnected',97.04,'Active','Operating',2292.94,74.5,96.17,35.69,80,'{"wind": {"rpm": 1805, "output_w": 1466.77}, "solar": {"output_w": 1157.55, "temperature_c": 92.41, "efficiency_percent": 10.84}}'
81,'PE843752',81,'Warning','Poor',463.632,'Fault','Fault','Disconnected',48.99,'Fault','Fault',1803.27,60.7,89.11,90.11,81,'{"wind": {"rpm": 2170, "output_w": 2390.43}, "solar": {"output_w": 1666.24, "temperature_c": 65.94, "efficiency_percent": 83.33}}'
82,'PE473030',82,'Critical','Fair',40.474,'Inactive','Operating','Connected',22.27,'Standby','Operating',2381.18,12.2,70.35,36.85,82,'{"wind": {"rpm": 763, "output_w": 789.02}, "solar": {"output_w": 1812.80, "temperature_c": 11.14, "efficiency_percent": 37.25}}'
83,'PE274214',83,'Warning','Fair',429.626,'Fault','Fault','Disconnected',20.42,'Standby','Operating',1437.66,99.4,56.93,96.75,83,'{"wind": {"rpm": 1563, "output_w": 1107.01}, "solar": {"output_w": 781.37, "temperature_c": -6.27, "efficiency_percent": 61.90}}'
84,'PE837944',84,'Critical','Good',152.687,'Fault','Stopped','Disconnected',37.97,'Standby','Fault',889.46,81.5,73.43,83.93,84,'{"wind": {"rpm": 33, "output_w": 1452.9}, "solar": {"output_w": 1920.86, "temperature_c": 44.46, "efficiency_percent": 65.67}}'
85,'PE883979',85,'Critical','Fair',272.473,'Inactive','Operating','Disconnected',67.83,'Fault','Standby',2752.1,26.9,33.29,36.13,85,'{"wind": {"rpm": 986, "output_w": 1825.37}, "solar": {"output_w": 535.85, "temperature_c": 80.16, "efficiency_percent": 95.17}}'
86,'PE634931',86,'Normal','Poor',140.915,'Inactive','Operating','Disconnected',75.78,'Fault','Standby',1316.24,3.6,81.66,71.95,86,'{"wind": {"rpm": 2263, "output_w": 1086.44}, "solar": {"output_w": 501.07, "temperature_c": 44.84, "efficiency_percent": 70.44}}'
87,'PE872868',87,'Warning','Good',0.623,'Inactive','Stopped','Island Mode',2.49,'Active','Operating',389.04,65.0,80.46,2.35,87,'{"wind": {"rpm": 2695, "output_w": 2569.27}, "solar": {"output_w": 1255.29, "temperature_c": 41.55, "efficiency_percent": 17.20}}'
88,'PE905940',88,'Normal','Poor',192.775,'Inactive','Fault','Island Mode',38.90,'Active','Standby',1881.97,15.5,5.11,72.89,88,'{"wind": {"rpm": 786, "output_w": 1329.57}, "solar": {"output_w": 1951.35, "temperature_c": 73, "efficiency_percent": 19.33}}'
89,'PE115491',89,'Critical','Fair',99.967,'Fault','Fault','Island Mode',54.85,'Active','Fault',2627.49,15.6,86.98,40.84,89,'{"wind": {"rpm": 2455, "output_w": 358.29}, "solar": {"output_w": 872.23, "temperature_c": 4.73, "efficiency_percent": 21.39}}'
90,'PE833907',90,'Warning','Fair',25.418,'Active','Stopped','Disconnected',93.21,'Active','Operating',2652.8,21.9,50.34,93.45,90,'{"wind": {"rpm": 90, "output_w": 1729.47}, "solar": {"output_w": 1152.07, "temperature_c": 32.94, "efficiency_percent": 72.87}}'
91,'PE566588',91,'Warning','Fair',346.020,'Fault','Stopped','Disconnected',93.74,'Fault','Operating',2726.18,16.4,21.27,27.58,91,'{"wind": {"rpm": 2713, "output_w": 2754.82}, "solar": {"output_w": 736.86, "temperature_c": -1.76, "efficiency_percent": 1.47}}'
92,'PE493487',92,'Warning','Good',265.366,'Fault','Fault','Disconnected',38.06,'Standby','Standby',2340.03,91.5,69.99,0.03,92,'{"wind": {"rpm": 1116, "output_w": 709.56}, "solar": {"output_w": 292.61, "temperature_c": 60.17, "efficiency_percent": 75.38}}'
93,'PE777994',93,'Normal','Poor',64.796,'Fault','Stopped','Island Mode',23.73,'Active','Operating',1327.31,62.9,55.70,87.81,93,'{"wind": {"rpm": 2640, "output_w": 323.51}, "solar": {"output_w": 766.57, "temperature_c": 88.01, "efficiency_percent": 21.07}}'
94,'PE734868',94,'Normal','Poor',390.023,'Inactive','Operating','Connected',79.24,'Active','Standby',1420.11,9.4,60.60,93.12,94,'{"wind": {"rpm": 865, "output_w": 852.35}, "solar": {"output_w": 857.88, "temperature_c": 8.29, "efficiency_percent": 47.45}}'
95,'PE870977',95,'Normal','Fair',441.998,'Active','Fault','Island Mode',32.18,'Standby','Fault',1004.72,93.8,36.05,71.97,95,'{"wind": {"rpm": 2767, "output_w": 2445.89}, "solar": {"output_w": 406.61, "temperature_c": 21.08, "efficiency_percent": 5.73}}'
96,'PE790642',96,'Normal','Poor',491.562,'Fault','Fault','Island Mode',80.57,'Standby','Operating',2101.55,45.0,74.57,91.26,96,'{"wind": {"rpm": 2839, "output_w": 259.86}, "solar": {"output_w": 1448.20, "temperature_c": -2.22, "efficiency_percent": 5.89}}'
97,'PE554582',97,'Normal','Good',271.781,'Inactive','Stopped','Disconnected',47.09,'Active','Operating',1359.51,65.4,3.17,23.70,97,'{"wind": {"rpm": 2389, "output_w": 1014.36}, "solar": {"output_w": 694.04, "temperature_c": 13.77, "efficiency_percent": 30.68}}'
98,'PE792633',98,'Critical','Good',480.141,'Fault','Stopped','Disconnected',38.07,'Fault','Standby',1663.34,16.0,26.02,12.86,98,'{"wind": {"rpm": 1370, "output_w": 2539.67}, "solar": {"output_w": 1529.01, "temperature_c": 52.84, "efficiency_percent": 63.25}}'
99,'PE768979',99,'Normal','Good',89.683,'Fault','Fault','Connected',27.32,'Standby','Fault',174.22,85.5,23.38,45.22,99,'{"wind": {"rpm": 1845, "output_w": 740.3}, "solar": {"output_w": 430.18, "temperature_c": 61.53, "efficiency_percent": 26.39}}'
100,'PE625715',100,'Critical','Poor',390.427,'Active','Fault','Connected',88.74,'Standby','Standby',2229.16,23.2,30.18,60.33,100,'{"wind": {"rpm": 1209, "output_w": 2130.07}, "solar": {"output_w": 1489.66, "temperature_c": 21.67, "efficiency_percent": 89.95}}'
