24,'PE625555',24,5925,80.69,20.84,3612.0,24,'{"oil": {"pressure_kpa": 1819, "level_percent": 62.97, "temperature_c": 111.52}, "fuel": {"pressure_kpa": 566, "level_percent": 48, "temperature_c": 22.63, "consumption_lh": 14.08}, "coolant": {"pressure_kpa": 890, "level_percent": 36.98, "temperature_c": 86.53}, "hydraulic": {"pressure_kpa": 20.514, "level_percent": 79.33, "temperature_c": 26.23}}'
25,'PE979703',25,6435,44.05,137.62,2069.1,25,'{"oil": {"pressure_kpa": 3296, "level_percent": 88.52, "temperature_c": 20.85}, "fuel": {"pressure_kpa": 378, "level_percent": 9, "temperature_c": 31.38, "consumption_lh": 46.52}, "coolant": {"pressure_kpa": 453, "level_percent": 36.48, "temperature_c": -1.66}, "hydraulic": {"pressure_kpa": 1765.954, "level_percent": 62.35, "temperature_c": 115.24}}'
26,'PE604010',26,4091,62.65,17.54,1043.9,26,'{"oil": {"pressure_kpa": 2763, "level_percent": 62.15, "temperature_c": 61.14}, "fuel": {"pressure_kpa": 779, "level_percent": 65, "temperature_c": 9.13, "consumption_lh": 12.90}, "coolant": {"pressure_kpa": 1649, "level_percent": 83.25, "temperature_c": 58.97}, "hydraulic": {"pressure_kpa": 638.008, "level_percent": 33.68, "temperature_c": 70.56}}'
27,'PE393061',27,3753,12.04,109.66,4014.5,27,'{"oil": {"pressure_kpa": 4960, "level_percent": 89.94, "temperature_c": 56.87}, "fuel": {"pressure_kpa": 371, "level_percent": 5, "temperature_c": 25.31, "consumption_lh": 36.69}, "coolant": {"pressure_kpa": 1819, "level_percent": 99.82, "temperature_c": 66.39}, "hydraulic": {"pressure_kpa": 632.614, "level_percent": 12.16, "temperature_c": 9.54}}'
28,'PE108108',28,3388,56.18,82.27,476.6,28,'{"oil": {"pressure_kpa": 1458, "level_percent": 0.67, "temperature_c": 6.42}, "fuel": {"pressure_kpa": 404, "level_percent": 60, "temperature_c": -8.13, "consumption_lh": 22.96}, "coolant": {"pressure_kpa": 1052, "level_percent": 46.78, "temperature_c": 105}, "hydraulic": {"pressure_kpa": 1483.825, "level_percent": 3.95, "temperature_c": 12.22}}'
29,'PE550417',29,3819,46.85,22.1,312.8,29,'{"oil": {"pressure_kpa": 4989, "level_percent": 86.96, "temperature_c": 94.88}, "fuel": {"pressure_kpa": 307, "level_percent": 12, "temperature_c": 36.01, "consumption_lh": 41.59}, "coolant": {"pressure_kpa": 1937, "level_percent": 61.22, "temperature_c": 43.52}, "hydraulic": {"pressure_kpa": 211.079, "level_percent": 40.14, "temperature_c": 62.79}}'
30,'PE660224',30,1228,73.12,57.74,1081.2,30,'{"oil": {"pressure_kpa": 3058, "level_percent": 49.89, "temperature_c": 60.09}, "fuel": {"pressure_kpa": 46, "level_percent": 14, "temperature_c": 27.99, "consumption_lh": 12.37}, "coolant": {"pressure_kpa": 1520, "level_percent": 53.29, "temperature_c": 99.9}, "hydraulic": {"pressure_kpa": 359.246, "level_percent": 84.37, "temperature_c": 34.12}}'
31,'PE171947',31,596,29.5,16.92,3867.6,31,'{"oil": {"pressure_kpa": 4652, "level_percent": 94.87, "temperature_c": 10.63}, "fuel": {"pressure_kpa": 388, "level_percent": 12, "temperature_c": 6.05, "consumption_lh": 16.93}, "coolant": {"pressure_kpa": 533, "level_percent": 60.70, "temperature_c": 20.43}, "hydraulic": {"pressure_kpa": 1429.154, "level_percent": 96.52, "temperature_c": 50.76}}'
32,'PE797950',32,3869,77.37,58.93,1068.9,32,'{"oil": {"pressure_kpa": 3236, "level_percent": 63.69, "temperature_c": 71.17}, "fuel": {"pressure_kpa": 584, "level_percent": 54, "temperature_c": 13.78, "consumption_lh": 16.51}, "coolant": {"pressure_kpa": 1402, "level_percent": 33.32, "temperature_c": 92.53}, "hydraulic": {"pressure_kpa": 544.601, "level_percent": 3.21, "temperature_c": 0.25}}'
33,'PE526709',33,2469,54.94,44.3,3790.2,33,'{"oil": {"pressure_kpa": 4561, "level_percent": 27.09, "temperature_c": 116.19}, "fuel": {"pressure_kpa": 194, "level_percent": 37, "temperature_c": -9.87, "consumption_lh": 10.96}, "coolant": {"pressure_kpa": 691, "level_percent": 41.27, "temperature_c": -2.73}, "hydraulic": {"pressure_kpa": 966.321, "level_percent": 52.71, "temperature_c": 104.64}}'
34,'PE819448',34,5571,52.39,39.33,604.5,34,'{"oil": {"pressure_kpa": 4185, "level_percent": 80.63, "temperature_c": 70.42}, "fuel": {"pressure_kpa": 881, "level_percent": 78, "temperature_c": 50.94, "consumption_lh": 15.82}, "coolant": {"pressure_kpa": 1686, "level_percent": 86.21, "temperature_c": -6.93}, "hydraulic": {"pressure_kpa": 1795.731, "level_percent": 6.58, "temperature_c": 85.59}}'
35,'PE496485',35,5026,13.61,129.81,2000.8,35,'{"oil": {"pressure_kpa": 2621, "level_percent": 25.48, "temperature_c": 12.78}, "fuel": {"pressure_kpa": 178, "level_percent": 81, "temperature_c": 24.27, "consumption_lh": 19.87}, "coolant": {"pressure_kpa": 1117, "level_percent": 28.64, "temperature_c": 110.88}, "hydraulic": {"pressure_kpa": 1792.339, "level_percent": 8.25, "temperature_c": 40.63}}'
36,'PE808742',36,3875,99.86,101.31,2523.1,36,'{"oil": {"pressure_kpa": 3614, "level_percent": 39.44, "temperature_c": 25.03}, "fuel": {"pressure_kpa": 779, "level_percent": 9, "temperature_c": 58.9, "consumption_lh": 5.27}, "coolant": {"pressure_kpa": 243, "level_percent": 34.47, "temperature_c": 91.77}, "hydraulic": {"pressure_kpa": 480.705, "level_percent": 77.31, "temperature_c": 35.51}}'
37,'PE353523',37,4235,90.49,116.65,2583.5,37,'{"oil": {"pressure_kpa": 4018, "level_percent": 29.8, "temperature_c": 38.63}, "fuel": {"pressure_kpa": 251, "level_percent": 76, "temperature_c": 41.87, "consumption_lh": 6.30}, "coolant": {"pressure_kpa": 1785, "level_percent": 4.46, "temperature_c": 91.98}, "hydraulic": {"pressure_kpa": 1489.109, "level_percent": 20.50, "temperature_c": 33.08}}'
38,'PE486690',38,4779,96.58,139.51,3343.2,38,'{"oil": {"pressure_kpa": 1565, "level_percent": 58.7, "temperature_c": 1.45}, "fuel": {"pressure_kpa": 114, "level_percent": 40, "temperature_c": -14.97, "consumption_lh": 12.01}, "coolant": {"pressure_kpa": 1400, "level_percent": 22.01, "temperature_c": 90.03}, "hydraulic": {"pressure_kpa": 111.558, "level_percent": 87.44, "temperature_c": 101.8}}'
39,'PE245161',39,6176,94.41,89.41,1819.3,39,'{"oil": {"pressure_kpa": 4745, "level_percent": 10.82, "temperature_c": 51.05}, "fuel": {"pressure_kpa": 63, "level_percent": 64, "temperature_c": 56.9, "consumption_lh": 48.36}, "coolant": {"pressure_kpa": 870, "level_percent": 39.28, "temperature_c": 59.57}, "hydraulic": {"pressure_kpa": 911.994, "level_percent": 39.26, "temperature_c": 81.4}}'
40,'PE143333',40,5649,94.87,-6.63,4844.5,40,'{"oil": {"pressure_kpa": 579, "level_percent": 40.63, "temperature_c": 46.56}, "fuel": {"pressure_kpa": 440, "level_percent": 3, "temperature_c": 54.46, "consumption_lh": 38.00}, "coolant": {"pressure_kpa": 784, "level_percent": 26.17, "temperature_c": 17.82}, "hydraulic": {"pressure_kpa": 524.971, "level_percent": 24.92, "temperature_c": 60.93}}'
41,'PE803946',41,5373,66.47,28.18,2500.6,41,'{"oil": {"pressure_kpa": 4259, "level_percent": 47.57, "temperature_c": 91.11}, "fuel": {"pressure_kpa": 945, "level_percent": 59, "temperature_c": 35.7, "consumption_lh": 20.51}, "coolant": {"pressure_kpa": 148, "level_percent": 9.02, "temperature_c": 60.92}, "hydraulic": {"pressure_kpa": 1317.557, "level_percent": 33.23, "temperature_c": 50.03}}'
42,'PE149501',42,3172,43.45,96.49,972.2,42,'{"oil": {"pressure_kpa": 3559, "level_percent": 86.58, "temperature_c": 65.49}, "fuel": {"pressure_kpa": 284, "level_percent": 34, "temperature_c": 9, "consumption_lh": 11.57}, "coolant": {"pressure_kpa": 405, "level_percent": 5.53, "temperature_c": 35.72}, "hydraulic": {"pressure_kpa": 538.349, "level_percent": 71.07, "temperature_c": 62.87}}'
43,'PE641342',43,1278,4.24,98.08,2116.4,43,'{"oil": {"pressure_kpa": 2363, "level_percent": 2.63, "temperature_c": 9.12}, "fuel": {"pressure_kpa": 839, "level_percent": 27, "temperature_c": 49.03, "consumption_lh": 10.53}, "coolant": {"pressure_kpa": 1257, "level_percent": 51.61, "temperature_c": 112.24}, "hydraulic": {"pressure_kpa": 1205.046, "level_percent": 38.26, "temperature_c": 30.6}}'
44,'PE702097',44,3832,33.91,119.39,4544.6,44,'{"oil": {"pressure_kpa": 2342, "level_percent": 99.18, "temperature_c": 7.13}, "fuel": {"pressure_kpa": 396, "level_percent": 67, "temperature_c": 10.09, "consumption_lh": 15.09}, "coolant": {"pressure_kpa": 121, "level_percent": 48.19, "temperature_c": 8.27}, "hydraulic": {"pressure_kpa": 751.171, "level_percent": 44.22, "temperature_c": -3.35}}'
45,'PE158907',45,2745,38.27,135.31,1777.5,45,'{"oil": {"pressure_kpa": 4868, "level_percent": 17.32, "temperature_c": 53.47}, "fuel": {"pressure_kpa": 181, "level_percent": 83, "temperature_c": -14.9, "consumption_lh": 15.70}, "coolant": {"pressure_kpa": 174, "level_percent": 71.49, "temperature_c": 35.19}, "hydraulic": {"pressure_kpa": 1141.123, "level_percent": 99.63, "temperature_c": 114.3}}'
46,'PE388337',46,5072,24.03,103.49,3244.6,46,'{"oil": {"pressure_kpa": 4377, "level_percent": 0.16, "temperature_c": 99.52}, "fuel": {"pressure_kpa": 635, "level_percent": 16, "temperature_c": 11.98, "consumption_lh": 30.88}, "coolant": {"pressure_kpa": 197, "level_percent": 67.58, "temperature_c": 83.97}, "hydraulic": {"pressure_kpa": 1899.961, "level_percent": 16.46, "temperature_c": -8.2}}'
47,'PE849807',47,2983,7.13,39.23,3647.9,47,'{"oil": {"pressure_kpa": 4624, "level_percent": 11.94, "temperature_c": 62.87}, "fuel": {"pressure_kpa": 812, "level_percent": 97, "temperature_c": 29.42, "consumption_lh": 2.16}, "coolant": {"pressure_kpa": 475, "level_percent": 66.86, "temperature_c": 110.9}, "hydraulic": {"pressure_kpa": 1710.092, "level_percent": 28.15, "temperature_c": 47.59}}'
48,'PE185934',48,6390,73.86,65.57,256.2,48,'{"oil": {"pressure_kpa": 4211, "level_percent": 61.83, "temperature_c": 110.57}, "fuel": {"pressure_kpa": 172, "level_percent": 8, "temperature_c": -9.62, "consumption_lh": 30.69}, "coolant": {"pressure_kpa": 968, "level_percent": 61.13, "temperature_c": 24.28}, "hydraulic": {"pressure_kpa": 1601.481, "level_percent": 71.54, "temperature_c": 68.31}}'
49,'PE644868',49,5617,91.87,92.06,3178.6,49,'{"oil": {"pressure_kpa": 917, "level_percent": 21.68, "temperature_c": 80.41}, "fuel": {"pressure_kpa": 448, "level_percent": 53, "temperature_c": 33.59, "consumption_lh": 33.77}, "coolant": {"pressure_kpa": 1118, "level_percent": 9.19, "temperature_c": 21.91}, "hydraulic": {"pressure_kpa": 346.769, "level_percent": 47.27, "temperature_c": 44.39}}'
50,'PE566902',50,1617,70.79,48.29,180.7,50,'{"oil": {"pressure_kpa": 736, "level_percent": 29.19, "temperature_c": 119.78}, "fuel": {"pressure_kpa": 350, "level_percent": 87, "temperature_c": -5.52, "consumption_lh": 28.95}, "coolant": {"pressure_kpa": 1888, "level_percent": 89.60, "temperature_c": 74.65}, "hydraulic": {"pressure_kpa": 622.444, "level_percent": 28.83, "temperature_c": 68.31}}'
51,'PE593084',51,7431,35.72,97.3,714.0,51,'{"oil": {"pressure_kpa": 4114, "level_percent": 7.03, "temperature_c": 48.13}, "fuel": {"pressure_kpa": 436, "level_percent": 15, "temperature_c": 35.72, "consumption_lh": 8.22}, "coolant": {"pressure_kpa": 774, "level_percent": 66.07, "temperature_c": 85.55}, "hydraulic": {"pressure_kpa": 321.317, "level_percent": 96.49, "temperature_c": 21.18}}'
52,'PE753858',52,4910,42.59,113.22,1925.5,52,'{"oil": {"pressure_kpa": 163, "level_percent": 95.47, "temperature_c": 59.67}, "fuel": {"pressure_kpa": 952, "level_percent": 97, "temperature_c": 34.74, "consumption_lh": 15.34}, "coolant": {"pressure_kpa": 1443, "level_percent": 22.91, "temperature_c": 5.45}, "hydraulic": {"pressure_kpa": 1189.970, "level_percent": 38.51, "temperature_c": -4.96}}'
53,'PE467205',53,3862,54.49,-6.6,3829.5,53,'{"oil": {"pressure_kpa": 3407, "level_percent": 48.42, "temperature_c": 86.24}, "fuel": {"pressure_kpa": 700, "level_percent": 23, "temperature_c": 10.57, "consumption_lh": 43.66}, "coolant": {"pressure_kpa": 202, "level_percent": 65.42, "temperature_c": 13.15}, "hydraulic": {"pressure_kpa": 1389.180, "level_percent": 47.94, "temperature_c": -1.19}}'
54,'PE615712',54,5799,29.95,35.89,3416.3,54,'{"oil": {"pressure_kpa": 4050, "level_percent": 41.92, "temperature_c": 94.59}, "fuel": {"pressure_kpa": 667, "level_percent": 66, "temperature_c": 36.57, "consumption_lh": 26.61}, "coolant": {"pressure_kpa": 1246, "level_percent": 12.17, "temperature_c": 3.76}, "hydraulic": {"pressure_kpa": 1561.343, "level_percent": 4.35, "temperature_c": 58.78}}'
55,'PE129437',55,5507,10.44,27.69,737.8,55,'{"oil": {"pressure_kpa": 3826, "level_percent": 84.93, "temperature_c": 99.17}, "fuel": {"pressure_kpa": 173, "level_percent": 80, "temperature_c": 30.91, "consumption_lh": 45.44}, "coolant": {"pressure_kpa": 375, "level_percent": 35.04, "temperature_c": 55.45}, "hydraulic": {"pressure_kpa": 1279.913, "level_percent": 34.28, "temperature_c": 58.89}}'
56,'PE172120',56,3627,56.61,132.23,3340.1,56,'{"oil": {"pressure_kpa": 3077, "level_percent": 62.37, "temperature_c": 55.24}, "fuel": {"pressure_kpa": 924, "level_percent": 75, "temperature_c": 12.14, "consumption_lh": 49.94}, "coolant": {"pressure_kpa": 1535, "level_percent": 28.31, "temperature_c": 32.5}, "hydraulic": {"pressure_kpa": 1801.398, "level_percent": 92.70, "temperature_c": 69.95}}'
57,'PE954298',57,7904,34.58,40.88,257.0,57,'{"oil": {"pressure_kpa": 4987, "level_percent": 91.42, "temperature_c": 46.89}, "fuel": {"pressure_kpa": 522, "level_percent": 45, "temperature_c": 59.97, "consumption_lh": 5.28}, "coolant": {"pressure_kpa": 1602, "level_percent": 28.85, "temperature_c": 53.99}, "hydraulic": {"pressure_kpa": 676.772, "level_percent": 59.33, "temperature_c": 12.86}}'
58,'PE142512',58,6871,21.06,143.9,3518.7,58,'{"oil": {"pressure_kpa": 3282, "level_percent": 63.49, "temperature_c": 60.82}, "fuel": {"pressure_kpa": 114, "level_percent": 18, "temperature_c": 31.02, "consumption_lh": 17.91}, "coolant": {"pressure_kpa": 1186, "level_percent": 36.08, "temperature_c": 92.6}, "hydraulic": {"pressure_kpa": 1846.802, "level_percent": 28.03, "temperature_c": -3.71}}'
59,'PE514481',59,6987,86.45,9.21,1553.6,59,'{"oil": {"pressure_kpa": 1677, "level_percent": 3.52, "temperature_c": 91.23}, "fuel": {"pressure_kpa": 736, "level_percent": 67, "temperature_c": -4.38, "consumption_lh": 15.93}, "coolant": {"pressure_kpa": 230, "level_percent": 61.17, "temperature_c": 56.97}, "hydraulic": {"pressure_kpa": 357.997, "level_percent": 97.51, "temperature_c": 93.04}}'
60,'PE432586',60,1921,58.89,77.37,3895.8,60,'{"oil": {"pressure_kpa": 4355, "level_percent": 26.36, "temperature_c": 10.53}, "fuel": {"pressure_kpa": 730, "level_percent": 94, "temperature_c": 26.04, "consumption_lh": 35.59}, "coolant": {"pressure_kpa": 1255, "level_percent": 18.75, "temperature_c": 2.73}, "hydraulic": {"pressure_kpa": 1400.095, "level_percent": 49.86, "temperature_c": 24.15}}'
61,'PE562948',61,3566,80.98,136.27,861.3,61,'{"oil": {"pressure_kpa": 1144, "level_percent": 14.45, "temperature_c": 57.73}, "fuel": {"pressure_kpa": 761, "level_percent": 13, "temperature_c": 26.02, "consumption_lh": 24.30}, "coolant": {"pressure_kpa": 1613, "level_percent": 26.53, "temperature_c": 59.07}, "hydraulic": {"pressure_kpa": 1441.708, "level_percent": 17.46, "temperature_c": 36}}'
62,'PE537344',62,6969,23.97,102.24,4572.3,62,'{"oil": {"pressure_kpa": 1200, "level_percent": 44.27, "temperature_c": 62.9}, "fuel": {"pressure_kpa": 735, "level_percent": 6, "temperature_c": 18.42, "consumption_lh": 46.87}, "coolant": {"pressure_kpa": 1333, "level_percent": 98.79, "temperature_c": 14.23}, "hydraulic": {"pressure_kpa": 773.497, "level_percent": 72.01, "temperature_c": 86.91}}'
63,'PE586784',63,2639,61.75,16.65,1489.1,63,'{"oil": {"pressure_kpa": 4568, "level_percent": 81.36, "temperature_c": 2.17}, "fuel": {"pressure_kpa": 799, "level_percent": 18, "temperature_c": 19.9, "consumption_lh": 44.76}, "coolant": {"pressure_kpa": 1960, "level_percent": 17.14, "temperature_c": 82.74}, "hydraulic": {"pressure_kpa": 891.921, "level_percent": 15.74, "temperature_c": 83.15}}'
64,'PE164420',64,6719,3.07,7.54,813.1,64,'{"oil": {"pressure_kpa": 3328, "level_percent": 34.05, "temperature_c": 68.37}, "fuel": {"pressure_kpa": 535, "level_percent": 45, "temperature_c": -5.5, "consumption_lh": 6.23}, "coolant": {"pressure_kpa": 697, "level_percent": 65.77, "temperature_c": 19.77}, "hydraulic": {"pressure_kpa": 1299.661, "level_percent": 31.45, "temperature_c": 31.56}}'
65,'PE624350',65,2813,36.79,43.95,3.8,65,'{"oil": {"pressure_kpa": 383, "level_percent": 94.73, "temperature_c": 32.67}, "fuel": {"pressure_kpa": 806, "level_percent": 79, "temperature_c": 43.57, "consumption_lh": 9.54}, "coolant": {"pressure_kpa": 330, "level_percent": 65.43, "temperature_c": -4.86}, "hydraulic": {"pressure_kpa": 65.472, "level_percent": 5.93, "temperature_c": 105.48}}'
66,'PE609009',66,4597,97.64,-6.28,1044.9,66,'{"oil": {"pressure_kpa": 3296, "level_percent": 54.95, "temperature_c": 89.67}, "fuel": {"pressure_kpa": 971, "level_percent": 2, "temperature_c": -2.78, "consumption_lh": 30.45}, "coolant": {"pressure_kpa": 1799, "level_percent": 70.05, "temperature_c": 74.09}, "hydraulic": {"pressure_kpa": 1646.728, "level_percent": 33.27, "temperature_c": 60.04}}'
67,'PE462707',67,822,43.08,103.71,452.7,67,'{"oil": {"pressure_kpa": 1096, "level_percent": 18.92, "temperature_c": 5.44}, "fuel": {"pressure_kpa": 122, "level_percent": 41, "temperature_c": -7.29, "consumption_lh": 47.00}, "coolant": {"pressure_kpa": 791, "level_percent": 40.28, "temperature_c": 50.34}, "hydraulic": {"pressure_kpa": 1592.898, "level_percent": 70.31, "temperature_c": 55.72}}'
68,'PE599287',68,3231,90.75,9.33,3292.8,68,'{"oil": {"pressure_kpa": 4774, "level_percent": 23.32, "temperature_c": 24.78}, "fuel": {"pressure_kpa": 117, "level_percent": 90, "temperature_c": 31.21, "consumption_lh": 48.80}, "coolant": {"pressure_kpa": 900, "level_percent": 48.38, "temperature_c": 12.79}, "hydraulic": {"pressure_kpa": 1832.357, "level_percent": 49.25, "temperature_c": -8.17}}'
69,'PE393792',69,6310,24.16,23.07,670.6,69,'{"oil": {"pressure_kpa": 2391, "level_percent": 84.57, "temperature_c": 19.99}, "fuel": {"pressure_kpa": 777, "level_percent": 81, "temperature_c": -2.09, "consumption_lh": 13.48}, "coolant": {"pressure_kpa": 344, "level_percent": 91.27, "temperature_c": 76.67}, "hydraulic": {"pressure_kpa": 1055.312, "level_percent": 85.72, "temperature_c": 29.34}}'
