51,'PE593084','2024-12-25 06:43:49.962','Station-11','Arctic',79.085883,-108.078634,2481.90
52,'PE753858','2024-07-23 22:49:04.962','Station-20','Arctic',64.433639,97.814703,3012.70
53,'PE467205','2024-08-09 12:19:57.963','Station-10','Antarctic',-68.006460,-114.922603,2462.40
54,'PE615712','2024-12-29 11:15:03.963','Station-13','Arctic',69.050016,137.002398,2235.20
55,'PE129437','2024-10-18 01:39:04.963','Station-9','Antarctic',-75.653514,-104.869856,2281.60
56,'PE172120','2024-04-19 00:54:05.963','Station-9','Arctic',75.250954,-172.238792,443.50
57,'PE954298','2024-08-13 01:16:58.963','Station-14','Arctic',67.200881,-158.089534,1215.80
58,'PE142512','2024-07-04 05:20:04.964','Station-11','Antarctic',-76.524995,-57.343866,3529.60
59,'PE514481','2025-02-03 15:09:35.964','Station-10','Arctic',68.887612,-98.133555,1109.90
60,'PE432586','2024-10-24 05:29:51.964','Station-5','Antarctic',-68.745078,43.215766,3122.30
61,'PE562948','2024-11-02 11:23:31.964','Station-17','Antarctic',-60.105010,-153.215089,353.50
62,'PE537344','2024-03-22 17:55:37.964','Station-17','Antarctic',-74.784700,22.897186,843.70
63,'PE586784','2024-11-27 22:40:27.964','Station-10','Arctic',60.410674,-49.371584,3984.20
64,'PE164420','2024-07-14 09:36:01.964','Station-20','Antarctic',-73.851023,105.304093,17.50
65,'PE624350','2024-11-07 14:09:52.964','Station-19','Antarctic',-86.208405,112.543561,3179.00
66,'PE609009','2024-07-06 11:07:51.964','Station-18','Antarctic',-66.218775,-87.830686,2039.00
67,'PE462707','2024-08-02 07:27:51.965','Station-4','Antarctic',-75.367723,-138.098826,66.10
68,'PE599287','2024-04-17 19:42:13.965','Station-13','Antarctic',-64.400665,170.668012,3902.00
69,'PE393792','2024-09-16 12:27:26.965','Station-10','Arctic',89.120663,1.205049,25.40
70,'PE662221','2024-08-23 21:18:06.965','Station-18','Antarctic',-89.607618,128.426251,198.60
71,'PE174904','2024-05-30 03:30:56.965','Station-3','Arctic',79.583142,-87.098209,2610.50
72,'PE554227','2025-02-09 01:55:24.965','Station-3','Antarctic',-83.706736,14.523778,1590.90
73,'PE877296','2024-11-18 18:14:09.966','Station-6','Arctic',69.107059,33.493487,620.90
74,'PE443494','2024-05-31 19:52:27.966','Station-17','Arctic',89.653298,46.181051,1992.50
75,'PE310864','2024-12-12 06:31:22.966','Station-11','Arctic',62.445650,37.547773,1645.10
76,'PE878239','2025-01-26 23:46:54.966','Station-8','Antarctic',-77.152007,20.854982,1422.10
77,'PE617931','2024-07-01 11:23:07.966','Station-20','Antarctic',-71.795350,-99.707504,1080.50
78,'PE461637','2024-05-28 14:18:21.966','Station-7','Arctic',63.660474,148.408123,792.20
79,'PE997474','2024-06-06 17:04:12.966','Station-18','Antarctic',-89.472219,46.362285,990.20
80,'PE988963','2024-02-21 20:07:13.966','Station-16','Antarctic',-74.353398,63.179577,3599.30
81,'PE843752','2024-08-30 03:20:13.967','Station-20','Antarctic',-84.357244,87.921205,2570.20
82,'PE473030','2024-10-03 06:54:10.967','Station-17','Antarctic',-79.516962,118.539799,3473.70
83,'PE274214','2024-09-07 19:06:07.967','Station-4','Antarctic',-85.325192,-140.368384,2015.40
84,'PE837944','2024-04-14 00:52:06.967','Station-15','Arctic',79.772153,99.820818,399.60
85,'PE883979','2024-07-13 12:21:47.967','Station-10','Arctic',77.771303,113.806037,3305.60
86,'PE634931','2024-10-15 09:56:22.967','Station-14','Antarctic',-76.137292,-4.180536,3842.20
87,'PE872868','2024-09-01 02:13:36.967','Station-14','Arctic',62.136925,-127.136368,1834.20
88,'PE905940','2024-12-28 09:32:00.968','Station-9','Antarctic',-60.238381,112.977272,2450.70
89,'PE115491','2024-03-14 01:37:09.968','Station-7','Antarctic',-87.908310,55.457121,2165.70
90,'PE833907','2024-05-11 23:35:15.968','Station-6','Antarctic',-70.122153,62.036794,2411.20
91,'PE566588','2024-04-20 21:56:39.968','Station-7','Antarctic',-65.954719,172.666300,337.40
92,'PE493487','2025-01-03 02:58:01.968','Station-6','Antarctic',-70.671086,-162.681235,3636.80
93,'PE777994','2024-03-23 10:10:15.968','Station-17','Antarctic',-86.700095,3.559814,3058.10
94,'PE734868','2024-05-01 16:31:00.969','Station-18','Arctic',82.865346,128.304626,1469.20
95,'PE870977','2024-09-18 06:41:03.969','Station-13','Antarctic',-81.865213,-23.869226,166.60
96,'PE790642','2024-12-24 19:15:35.969','Station-7','Arctic',85.629096,3.101551,3617.50
97,'PE554582','2025-02-15 01:39:53.969','Station-15','Arctic',61.456745,-78.515969,2276.20
98,'PE792633','2024-11-18 06:29:38.969','Station-7','Antarctic',-88.568260,-67.918404,1668.20
99,'PE768979','2024-03-06 02:15:34.970','Station-16','Arctic',69.030486,-106.707538,583.40
100,'PE625715','2024-09-13 17:31:06.970','Station-7','Arctic',83.677648,133.567900,225.20
101,'PE855839','2025-02-04 01:58:16.970','Station-7','Arctic',86.408748,120.582032,2320.60
102,'PE866538','2024-03-21 00:10:05.970','Station-14','Arctic',63.102861,-91.752295,1303.90
103,'PE123529','2024-12-06 14:38:21.970','Station-8','Arctic',74.569996,-24.485769,2790.40
104,'PE286456','2024-05-07 11:01:44.970','Station-4','Antarctic',-85.298357,69.575837,3057.80
105,'PE763244','2024-07-14 20:21:28.970','Station-5','Antarctic',-66.649640,133.605670,3636.60
106,'PE363668','2024-11-11 20:47:48.970','Station-1','Antarctic',-81.005219,-176.391501,1468.80
107,'PE297097','2024-04-08 04:04:58.970','Station-5','Arctic',69.749671,134.218620,1446.20
108,'PE948869','2024-03-18 09:12:35.970','Station-15','Antarctic',-75.802879,-71.016248,1336.90
109,'PE218124','2024-11-04 22:30:43.970','Station-20','Antarctic',-72.283620,105.305253,1146.90
110,'PE585058','2024-09-25 16:27:14.971','Station-8','Antarctic',-88.159051,-121.535612,2604.20
111,'PE589186','2024-02-27 08:02:03.971','Station-19','Antarctic',-65.353411,-60.417666,141.20
112,'PE138566','2025-02-03 17:00:41.971','Station-12','Arctic',78.615328,126.697104,453.00
113,'PE196998','2024-06-26 14:10:37.971','Station-16','Antarctic',-85.462167,176.943505,1600.40
114,'PE905857','2024-04-15 17:12:04.971','Station-4','Arctic',67.914711,79.311528,3446.00
115,'PE162064','2025-02-15 00:50:46.971','Station-10','Antarctic',-87.533000,-77.740337,1313.30
116,'PE259067','2024-05-26 21:01:05.972','Station-8','Arctic',73.556705,-139.535921,329.90
117,'PE110708','2024-12-02 01:46:27.972','Station-7','Arctic',64.299250,-93.666651,2213.60
118,'PE117433','2025-02-01 04:07:55.972','Station-14','Antarctic',-72.373787,57.445750,2306.70
119,'PE807491','2024-02-25 05:27:51.972','Station-14','Antarctic',-82.711278,39.827676,2784.60
120,'PE217333','2024-09-08 09:29:56.972','Station-8','Arctic',74.565325,15.015172,2128.10
121,'PE794054','2025-01-03 09:19:59.972','Station-2','Antarctic',-66.062678,-112.924438,367.90
122,'PE864612','2024-06-13 05:46:00.972','Station-2','Antarctic',-80.062206,52.701515,2741.00
123,'PE731344','2024-08-30 00:35:33.973','Station-8','Antarctic',-68.523638,-98.383880,1550.60
124,'PE411697','2024-03-05 00:13:40.973','Station-11','Arctic',65.965015,-14.309632,1815.60
125,'PE233857','2024-03-23 08:36:10.973','Station-14','Arctic',82.502177,-53.572961,2111.20
126,'PE208025','2024-07-28 06:11:08.973','Station-18','Arctic',80.054548,40.968137,1871.60
127,'PE276585','2024-09-15 00:17:55.973','Station-3','Arctic',64.488797,-164.199965,873.90
128,'PE843937','2024-12-22 23:23:43.973','Station-16','Arctic',62.704130,-112.166280,2288.30
129,'PE769176','2024-04-09 23:20:43.973','Station-14','Antarctic',-73.291318,41.831912,3724.20
130,'PE573946','2024-08-13 23:01:02.974','Station-11','Arctic',88.550763,16.323335,474.40
131,'PE165574','2024-04-30 22:29:32.974','Station-17','Antarctic',-68.552396,-63.010750,1671.40
132,'PE245196','2024-06-05 04:29:40.974','Station-15','Antarctic',-73.948084,-1.489603,2479.40
133,'PE779154','2024-08-22 13:08:38.974','Station-7','Antarctic',-85.047832,-147.699370,2021.00
134,'PE765764','2024-11-21 21:44:27.974','Station-4','Antarctic',-64.672404,179.804518,1000.60
135,'PE842682','2024-07-26 20:31:11.974','Station-11','Antarctic',-66.335342,75.151079,411.20
136,'PE856564','2024-08-01 21:49:26.974','Station-12','Antarctic',-75.361495,48.214101,3309.90
137,'PE285138','2024-04-02 16:53:00.975','Station-19','Antarctic',-60.428563,-77.686421,2339.40
138,'PE770977','2024-11-20 14:42:48.975','Station-2','Antarctic',-63.131588,18.909841,1703.50
139,'PE344890','2024-07-20 11:04:11.975','Station-13','Antarctic',-60.375731,104.712181,897.10
140,'PE952510','2024-08-28 08:05:57.975','Station-11','Arctic',89.508223,-90.623619,2832.40
141,'PE219601','2024-09-24 15:52:37.975','Station-17','Antarctic',-60.652757,81.198501,84.90
142,'PE607918','2024-11-06 04:13:55.976','Station-6','Arctic',82.714650,69.953123,2502.10
143,'PE948006','2024-05-29 12:51:12.976','Station-17','Antarctic',-68.949213,110.716827,1655.60
144,'PE611748','2024-10-07 01:14:05.976','Station-6','Arctic',82.191788,-164.320860,1259.60
145,'PE657112','2024-05-01 10:56:40.976','Station-19','Antarctic',-63.510761,108.101445,1443.00
146,'PE720334','2024-08-29 22:59:56.976','Station-19','Antarctic',-61.215536,-16.059031,1346.80
147,'PE300032','2024-05-24 21:03:37.976','Station-20','Arctic',66.023931,102.767780,243.60
148,'PE305100','2024-10-21 16:30:28.976','Station-12','Antarctic',-75.852678,-60.331329,2036.20
149,'PE104946','2025-01-10 19:03:01.976','Station-4','Antarctic',-88.551697,-127.380927,815.20
150,'PE936999','2024-08-30 07:19:09.976','Station-3','Antarctic',-88.935478,-71.324212,3877.80
151,'PE822929','2024-08-10 07:52:44.977','Station-9','Antarctic',-61.962000,-157.496472,3551.90
152,'PE656762','2024-04-26 02:51:34.977','Station-9','Arctic',67.707335,-28.829524,501.80
153,'PE131515','2024-07-07 09:57:31.977','Station-6','Antarctic',-77.314360,-88.978461,99.80
154,'PE311714','2024-12-08 20:28:32.977','Station-10','Antarctic',-66.313901,81.521091,401.30
155,'PE140524','2024-09-17 16:52:24.977','Station-9','Antarctic',-89.499086,-67.206803,3102.40
156,'PE141403','2024-07-07 14:17:09.977','Station-10','Antarctic',-60.818676,130.044088,1734.50
157,'PE454346','2024-06-29 23:06:03.977','Station-12','Antarctic',-76.290845,9.716863,3995.40
158,'PE787711','2024-10-22 08:18:52.977','Station-8','Antarctic',-84.428416,4.721164,1870.90
159,'PE711780','2024-08-18 14:45:27.978','Station-3','Antarctic',-68.221536,140.203728,52.10
160,'PE729999','2024-11-29 21:09:48.978','Station-5','Antarctic',-83.865895,127.845235,629.90
161,'PE202620','2024-12-13 23:19:42.978','Station-15','Arctic',80.359012,-45.374238,1971.80
162,'PE432285','2024-06-11 07:54:46.978','Station-15','Antarctic',-85.642629,69.909154,1507.30
163,'PE545295','2024-03-04 11:38:28.978','Station-16','Arctic',62.767727,130.485015,762.70
164,'PE942060','2024-09-05 10:43:52.978','Station-15','Antarctic',-70.364925,-157.278993,2936.80
165,'PE563019','2025-02-11 15:15:25.978','Station-9','Antarctic',-71.881643,-90.873418,1871.60
166,'PE765492','2025-02-02 01:48:54.979','Station-1','Antarctic',-64.403247,-47.226095,1178.60
167,'PE544361','2025-02-13 04:33:00.979','Station-19','Arctic',80.490961,-27.008866,2751.00
168,'PE570507','2024-08-04 20:14:40.979','Station-14','Arctic',67.776304,58.955266,2.50
169,'PE287406','2024-08-29 16:59:48.979','Station-13','Antarctic',-89.799848,-84.898093,3615.60
170,'PE656325','2024-04-19 09:25:07.979','Station-18','Antarctic',-66.630137,-163.369737,3951.50
171,'PE247042','2025-02-04 07:31:19.979','Station-9','Antarctic',-63.192142,-170.317293,600.50
172,'PE458264','2024-10-14 08:09:59.979','Station-5','Arctic',83.758158,-123.523442,1865.70
173,'PE895408','2024-10-02 21:48:27.980','Station-4','Antarctic',-85.917730,51.193963,3530.80
174,'PE244374','2024-02-20 05:13:29.980','Station-3','Arctic',63.594974,176.347794,1779.90
175,'PE995994','2024-08-15 23:31:52.980','Station-12','Arctic',86.052552,-98.426028,1426.00
176,'PE553635','2024-07-08 03:33:45.980','Station-12','Arctic',80.958288,75.694916,2976.30
177,'PE123694','2025-01-11 12:01:34.980','Station-17','Arctic',62.606771,101.077864,1788.40
178,'PE118820','2024-02-20 12:53:30.980','Station-10','Arctic',65.165607,-25.922164,380.80
179,'PE336409','2024-05-15 23:42:01.981','Station-17','Antarctic',-68.995439,110.968327,1141.00
180,'PE905783','2024-12-25 09:32:59.981','Station-18','Arctic',64.181769,-114.913858,180.50
181,'PE184344','2024-03-07 14:01:31.981','Station-3','Arctic',81.571202,-78.040305,2028.30
182,'PE689999','2024-09-03 03:47:29.981','Station-3','Antarctic',-76.492963,-177.406194,2215.40
183,'PE341856','2025-02-04 07:49:38.981','Station-14','Antarctic',-89.593886,-3.524836,1431.70
184,'PE151644','2024-07-06 19:19:27.982','Station-8','Arctic',76.651215,148.181268,3312.60
185,'PE301903','2024-05-31 00:40:23.982','Station-17','Arctic',71.698643,-128.220565,3083.00
186,'PE710687','2024-04-16 05:45:40.982','Station-13','Antarctic',-74.272147,-114.534745,2878.80
187,'PE183449','2024-11-22 08:05:23.982','Station-18','Antarctic',-62.062291,71.989208,166.60
188,'PE809203','2024-10-12 05:46:06.982','Station-11','Arctic',60.384599,141.837282,1630.50
189,'PE889153','2024-03-07 19:46:34.982','Station-15','Arctic',77.169907,24.660642,1874.30
190,'PE274780','2024-05-03 10:50:46.982','Station-16','Antarctic',-86.301161,-125.367000,1592.50
191,'PE590131','2024-08-29 15:59:24.982','Station-18','Antarctic',-75.824396,16.552350,3319.30
192,'PE822175','2024-03-15 05:54:51.982','Station-17','Arctic',74.808370,-177.279735,2356.00
193,'PE616559','2024-08-20 05:29:18.983','Station-1','Arctic',74.038969,-156.717547,2253.70
194,'PE543322','2024-03-17 03:12:24.983','Station-10','Antarctic',-86.152045,-10.249604,2196.00
195,'PE123866','2024-03-16 14:48:46.983','Station-12','Arctic',67.030255,169.654971,270.90
196,'PE532995','2024-08-15 01:47:38.983','Station-18','Arctic',85.283301,-45.876979,3352.10
197,'PE288196','2024-06-15 20:29:29.983','Station-5','Arctic',79.519828,1.492972,2353.50
198,'PE748980','2024-03-08 07:59:46.983','Station-15','Antarctic',-89.828841,-58.656849,2123.50
199,'PE172516','2025-01-12 08:08:41.983','Station-18','Antarctic',-67.636892,100.699320,3857.40
200,'PE808819','2024-03-21 01:02:07.984','Station-2','Arctic',85.596508,-167.008978,704.50
201,'PE277278','2025-01-19 17:31:16.984','Station-5','Arctic',73.890393,70.921759,104.50
202,'PE379752','2024-05-11 08:23:08.984','Station-1','Antarctic',-89.111114,-98.060710,2188.20
203,'PE987081','2024-10-11 07:59:55.984','Station-19','Arctic',68.423469,55.491157,3987.00
204,'PE677047','2024-05-02 08:23:12.984','Station-3','Arctic',67.888408,40.157313,2998.80
205,'PE278929','2024-10-11 12:26:14.984','Station-18','Antarctic',-68.189930,-127.901073,1192.30
206,'PE661377','2024-03-24 20:08:56.984','Station-20','Antarctic',-66.501740,-102.521458,726.20
207,'PE205989','2024-07-19 19:55:31.985','Station-13','Antarctic',-69.905676,-146.150440,1306.80
208,'PE436908','2024-12-26 10:54:54.985','Station-12','Antarctic',-71.174739,-134.521209,3237.70
209,'PE543123','2024-06-28 15:41:50.985','Station-17','Antarctic',-60.561227,-2.424930,2538.10
210,'PE107154','2024-06-27 11:33:15.985','Station-4','Arctic',81.935719,-146.773238,3939.20
211,'PE838843','2024-09-17 01:17:57.985','Station-6','Arctic',86.500126,-144.441575,508.20
212,'PE968606','2025-01-29 19:35:28.985','Station-11','Arctic',72.503313,93.630364,371.00
213,'PE536894','2024-08-21 21:23:58.985','Station-19','Antarctic',-88.705230,118.670864,2891.20
214,'PE715312','2024-07-23 16:20:32.986','Station-9','Arctic',63.647297,97.839966,3229.00
215,'PE193718','2024-03-31 13:44:01.986','Station-18','Arctic',70.170436,-14.420732,2161.40
216,'PE806818','2024-07-20 05:04:27.986','Station-15','Arctic',65.061318,-5.451709,3153.40
217,'PE983687','2024-12-01 16:12:49.986','Station-20','Antarctic',-73.402026,149.433426,2985.90
218,'PE382925','2025-02-08 08:29:30.986','Station-13','Arctic',61.521137,80.274910,2670.40
219,'PE874367','2024-09-16 07:21:33.986','Station-5','Antarctic',-72.255178,-111.362265,547.60
220,'PE372234','2025-02-15 21:11:08.987','Station-1','Arctic',71.241581,-142.926780,808.70
221,'PE839653','2024-10-15 02:32:03.987','Station-9','Arctic',65.403728,-25.933386,1097.30
222,'PE424665','2024-10-14 19:01:37.987','Station-16','Arctic',68.451580,32.821300,3229.30
223,'PE188924','2024-09-21 08:13:10.987','Station-3','Antarctic',-87.977961,-26.897205,613.50
224,'PE433528','2024-05-01 02:08:58.987','Station-19','Antarctic',-72.865158,-141.304529,1539.10
225,'PE469294','2024-06-25 07:06:43.987','Station-8','Antarctic',-84.324919,15.526756,3746.70
226,'PE824397','2024-11-17 10:16:26.988','Station-6','Arctic',86.339256,86.071183,795.10
227,'PE185216','2024-11-23 17:43:08.988','Station-14','Antarctic',-71.412262,-36.204523,93.20
228,'PE117065','2024-11-30 01:56:11.988','Station-1','Arctic',68.760398,-131.152872,1616.90
229,'PE348354','2024-04-08 02:17:01.988','Station-15','Arctic',71.444762,30.513163,2153.80
230,'PE675638','2025-01-07 08:19:04.988','Station-9','Antarctic',-66.622766,125.400848,1761.60
231,'PE771682','2025-02-17 03:54:53.988','Station-14','Arctic',77.926005,122.431361,3666.10
232,'PE190177','2024-11-03 23:44:02.988','Station-10','Arctic',80.715515,-42.553277,3195.20
233,'PE646199','2024-11-02 23:31:22.988','Station-6','Antarctic',-83.125051,23.383429,920.20
234,'PE133136','2024-06-03 08:15:23.988','Station-16','Arctic',76.581477,-144.775041,1359.40
235,'PE124678','2025-01-29 12:34:35.989','Station-20','Antarctic',-73.315116,101.146031,396.90
236,'PE775770','2024-09-15 11:43:30.989','Station-8','Antarctic',-80.382786,159.232526,3039.80
237,'PE294696','2025-02-04 17:03:14.989','Station-18','Antarctic',-80.738150,125.286900,3141.00
238,'PE916142','2024-03-19 19:42:14.989','Station-11','Arctic',69.992503,150.355244,2977.50
239,'PE959317','2024-06-15 11:53:05.989','Station-7','Arctic',76.144109,-141.676017,2570.00
240,'PE583677','2024-05-14 17:59:25.989','Station-10','Antarctic',-79.335736,90.869623,9.70
241,'PE514835','2025-02-05 12:18:44.989','Station-18','Antarctic',-81.455874,-17.438233,1816.20
242,'PE761523','2024-12-05 11:58:43.990','Station-20','Arctic',80.663660,-124.669584,1753.60
243,'PE810437','2024-03-04 06:07:24.990','Station-20','Arctic',83.220987,-53.144995,2141.50
244,'PE359740','2024-09-16 23:31:39.990','Station-8','Antarctic',-64.139001,157.573727,77.50
245,'PE251150','2024-08-09 20:49:51.990','Station-10','Antarctic',-78.330115,116.475096,3810.10
246,'PE358684','2025-01-24 07:05:38.990','Station-1','Arctic',88.296600,78.402153,474.00
247,'PE312921','2024-12-07 23:20:12.991','Station-17','Antarctic',-70.416991,-112.787668,3378.10
248,'PE159619','2024-09-21 22:53:39.991','Station-16','Antarctic',-64.485496,-155.984619,2480.30
249,'PE574920','2024-10-17 09:31:37.991','Station-12','Arctic',77.948765,-177.730895,3724.30
250,'PE464307','2024-04-02 02:26:46.991','Station-4','Antarctic',-86.157959,93.385582,2295.60
251,'PE549576','2024-10-28 20:16:52.991','Station-14','Arctic',63.217401,-46.764625,3639.80
252,'PE359751','2024-06-05 16:38:27.991','Station-16','Antarctic',-82.416271,-49.081034,3087.70
253,'PE933090','2024-04-03 04:47:02.991','Station-19','Antarctic',-65.562879,81.324898,3411.10
254,'PE158734','2024-09-24 23:49:48.991','Station-18','Antarctic',-68.262657,-143.402057,1078.50
255,'PE628880','2024-11-01 09:34:35.991','Station-2','Antarctic',-72.289648,164.647147,2576.20
256,'PE915299','2024-02-21 05:56:00.991','Station-6','Arctic',86.453590,114.119384,1957.40
257,'PE429110','2024-05-01 22:24:30.991','Station-4','Arctic',69.424874,-86.618031,3716.80
258,'PE709071','2024-06-09 02:36:26.991','Station-16','Arctic',61.833206,-13.657332,3729.20
259,'PE700859','2024-03-22 13:04:09.991','Station-4','Arctic',83.529812,-7.173164,1126.20
260,'PE804585','2024-03-17 10:42:51.991','Station-19','Arctic',73.468302,8.991161,2791.70
261,'PE707819','2025-01-28 21:05:21.991','Station-17','Antarctic',-60.224249,-20.761604,186.90
262,'PE284354','2024-12-15 20:44:22.994','Station-4','Antarctic',-86.793769,148.096366,997.90
263,'PE613808','2024-08-12 15:11:59.994','Station-14','Arctic',64.731943,91.906962,3436.90
264,'PE152434','2024-07-24 21:54:06.994','Station-11','Arctic',82.095980,3.670275,2987.40
265,'PE398075','2024-11-29 03:56:17.994','Station-15','Arctic',76.876852,-36.263884,289.40
266,'PE374486','2024-08-28 20:06:00.994','Station-2','Arctic',87.599915,121.381766,3570.40
267,'PE127709','2024-06-07 06:10:02.996','Station-9','Antarctic',-66.054369,-18.004160,1458.60
268,'PE394665','2024-06-06 19:23:45.996','Station-19','Arctic',60.155064,110.185739,1243.50
269,'PE548693','2025-02-18 13:51:27.996','Station-3','Antarctic',-88.444548,93.433223,3657.80
270,'PE586253','2024-08-16 07:28:14.996','Station-12','Arctic',61.587396,-179.379382,549.30
271,'PE927775','2024-06-23 07:59:58.996','Station-20','Arctic',73.082823,35.085029,96.20
272,'PE736761','2024-03-01 20:13:20.996','Station-17','Arctic',65.300589,23.789767,3104.30
273,'PE712363','2024-06-20 05:22:48.996','Station-15','Arctic',68.447354,127.658697,741.30
274,'PE559673','2024-04-16 17:29:43.996','Station-19','Arctic',61.150879,-68.597465,3422.10
275,'PE908109','2024-04-05 09:43:40.996','Station-17','Antarctic',-89.456369,-147.274014,1407.50
276,'PE992136','2024-09-21 05:06:43.996','Station-8','Arctic',76.588777,87.223683,3487.90
277,'PE606905','2025-01-01 05:41:28.996','Station-13','Antarctic',-79.529852,143.570662,1513.20
278,'PE608964','2025-02-12 08:19:23.996','Station-2','Antarctic',-71.888883,-59.256349,1240.10
279,'PE373248','2024-12-31 17:41:40.996','Station-19','Arctic',77.635281,-72.274728,2809.30
280,'PE109485','2024-07-08 16:08:36.996','Station-15','Antarctic',-67.155481,76.641516,399.80
281,'PE800690','2024-08-25 16:23:08.996','Station-3','Arctic',76.242808,125.181799,806.20
282,'PE786432','2024-11-03 03:29:06.996','Station-19','Arctic',69.780972,142.621136,3880.10
283,'PE316033','2024-11-28 15:22:32.996','Station-13','Antarctic',-80.615984,-145.584052,153.90
284,'PE962947','2024-12-02 23:45:34.996','Station-16','Arctic',88.258449,95.455537,3069.50
