242,'PE761523',96.82,579.91,78.51,93.413,660,27.81
243,'PE810437',44.15,384.77,87.13,292.537,364,37.99
244,'PE359740',41.91,257.32,18.29,334.419,454,18.10
245,'PE251150',99.99,699.40,67.17,633.245,429,5.28
246,'PE358684',43.12,568.80,47.09,527.514,197,56.99
247,'PE312921',10.29,932.54,86.69,269.698,541,83.59
248,'PE159619',57.6,365.98,65.7,814.042,377,83.61
249,'PE574920',61.02,402.15,81.76,505.209,393,4.59
250,'PE464307',91.88,461.86,27.75,600.670,214,50.79
251,'PE549576',55.4,286.85,7.25,686.948,221,61.31
252,'PE359751',94.46,146.00,29.32,31.698,722,5.30
253,'PE933090',88.11,718.49,27.42,820.854,890,97.00
254,'PE158734',87.84,76.16,60.02,648.422,700,5.24
255,'PE628880',99.97,47.46,58.16,150.196,537,14.89
256,'PE915299',67.7,29.73,83.27,162.084,43,5.89
257,'PE429110',55.13,552.37,-6.8,811.640,207,62.20
258,'PE709071',61.55,607.81,56.42,482.262,883,48.34
259,'PE700859',35.12,86.14,55.25,34.194,28,52.38
260,'PE804585',13.36,190.59,63.99,959.337,821,2.20
261,'PE707819',22.84,143.21,81.79,788.155,454,73.73
262,'PE284354',52.83,302.80,68.19,950.934,30,38.43
263,'PE613808',48.33,592.26,43.31,608.405,861,38.85
264,'PE152434',42.45,487.43,-9.1,802.807,504,1.82
265,'PE398075',52.55,603.42,82.26,502.086,748,55.86
266,'PE374486',97.37,338.00,39.06,494.343,257,89.26
267,'PE127709',35.74,535.93,38.2,102.047,957,71.75
268,'PE394665',82.59,38.43,56.52,726.402,67,49.72
269,'PE548693',46.48,18.11,79.28,158.698,480,33.96
270,'PE586253',50.81,477.26,71.88,254.761,884,65.45
271,'PE927775',63.04,63.34,44.34,237.299,9,27.98
272,'PE736761',70.91,374.17,95.91,110.910,811,9.85
273,'PE712363',67.63,907.78,42.28,861.380,567,78.39
274,'PE559673',40.34,956.68,21.69,54.606,191,18.28
275,'PE908109',63.17,871.83,79.09,998.889,554,46.93
276,'PE992136',79.34,236.29,50.62,914.743,858,72.78
277,'PE606905',23.4,541.34,29.39,524.182,784,82.58
278,'PE608964',11.6,200.36,26.49,546.245,885,24.18
279,'PE373248',98.19,725.80,10.1,22.029,748,38.96
280,'PE109485',80.62,528.14,-8.4,646.383,363,85.10
281,'PE800690',97.12,972.05,18.0,392.083,330,48.89
282,'PE786432',32.76,271.79,23.25,198.144,576,64.98
283,'PE316033',51.75,634.61,90.22,408.655,446,63.04
284,'PE962947',75.29,160.16,56.42,965.202,493,86.11
285,'PE653204',83.06,693.41,31.49,382.224,472,33.99
286,'PE437920',74.8,434.93,64.0,578.204,337,96.04
287,'PE882248',12.38,572.74,87.75,740.694,264,93.28
288,'PE271569',50.67,914.20,49.69,552.020,540,9.17
289,'PE119335',80.87,438.59,22.24,935.803,640,21.45
290,'PE997441',19.99,539.80,47.22,762.679,910,37.09
291,'PE249591',55.29,14.19,24.09,583.961,872,47.71
292,'PE957668',78.59,923.48,45.54,956.042,525,59.68
293,'PE735734',56.41,389.88,93.86,838.813,523,20.96
294,'PE604823',27.82,223.87,64.62,127.051,834,13.02
295,'PE579705',70.6,637.10,78.02,290.127,672,89.30
296,'PE249672',90.32,127.18,72.0,25.832,336,95.04
297,'PE745059',5.56,293.10,9.87,87.210,431,34.37
298,'PE136703',91.35,321.93,-1.1,228.571,95,87.00
299,'PE971856',15.04,528.60,12.31,786.220,434,44.73
300,'PE661956',97.55,405.14,30.8,261.410,618,20.43
301,'PE153293',61.63,807.00,-2.93,771.596,724,3.13
302,'PE905646',76.76,0.70,47.85,584.862,565,92.69
303,'PE236948',71.18,880.06,69.76,695.076,461,81.99
304,'PE999284',10.81,183.89,9.88,573.822,719,20.13
305,'PE287042',27.77,747.97,84.49,590.787,426,85.24
306,'PE889981',69.01,448.71,35.83,680.642,506,41.32
307,'PE475577',59.99,918.79,20.56,872.595,740,93.55
308,'PE904093',84.69,131.25,54.25,556.757,955,38.51
309,'PE904206',71.15,304.98,36.93,933.735,815,64.07
310,'PE872089',85.32,800.77,24.6,888.877,662,51.24
311,'PE995456',59.57,563.16,96.63,962.819,97,42.76
312,'PE444143',34.61,589.17,1.22,236.651,93,44.49
313,'PE129290',99.91,680.39,68.29,408.448,58,90.08
314,'PE989754',69.11,499.62,-0.97,177.845,759,59.70
315,'PE940761',92.58,403.85,77.1,590.400,893,51.53
316,'PE811290',49.81,821.48,93.3,817.886,34,96.91
317,'PE846922',87.93,42.06,48.27,390.024,381,2.11
318,'PE741095',76.84,777.04,13.72,786.924,50,3.72
319,'PE326018',66.85,389.17,93.3,669.880,690,93.20
320,'PE470955',82.14,886.63,31.14,905.383,880,59.51
321,'PE294526',85.29,243.31,27.21,600.685,803,63.28
322,'PE123808',81.8,269.42,13.57,42.934,51,8.88
323,'PE885518',94.13,84.50,10.14,373.817,795,35.92
324,'PE218332',66.67,145.32,78.55,101.977,702,28.32
325,'PE498370',79.29,480.93,74.03,902.264,461,85.65
326,'PE740790',4.36,506.96,62.77,193.980,533,84.16
327,'PE542355',95.63,327.08,76.34,792.383,231,41.31
328,'PE111523',74.64,768.41,-3.15,405.044,618,67.71
329,'PE653961',58.43,618.29,53.21,268.653,441,71.32
330,'PE168255',57.95,462.24,13.21,971.137,978,35.99
331,'PE411773',88.8,153.24,32.23,1.749,108,78.37
332,'PE106144',85.75,294.49,26.51,20.765,994,47.40
333,'PE178542',46.55,747.80,72.13,694.415,273,89.39
334,'PE972074',83.49,459.04,-3.09,265.796,700,10.83
335,'PE582272',97.22,224.33,-1.35,618.478,615,27.69
336,'PE369481',8.05,803.89,58.73,203.497,592,8.71
337,'PE874814',7.68,963.88,35.9,285.068,653,96.64
338,'PE402382',48.3,827.22,6.05,202.887,393,30.88
339,'PE721907',52.74,323.50,76.39,793.409,522,99.45
340,'PE959907',7.84,60.50,29.83,559.059,729,11.30
341,'PE966860',37.44,234.16,7.27,825.093,152,34.45
342,'PE120206',5.21,129.73,95.67,877.100,997,55.42
343,'PE851955',79.04,981.24,67.6,497.091,182,20.90
344,'PE448501',79.38,587.66,3.87,148.871,875,49.99
345,'PE751850',53.82,632.20,48.2,833.136,768,67.42
346,'PE940386',82.84,851.13,6.85,505.313,370,86.00
347,'PE935107',75.15,63.73,-9.66,480.794,776,78.01
348,'PE168467',24.81,958.51,99.59,902.610,451,22.98
349,'PE205729',13.44,744.26,5.26,725.684,64,40.46
350,'PE380888',79.06,135.83,67.84,122.331,527,24.68
351,'PE678875',99.15,699.78,70.84,68.318,650,9.16
352,'PE576815',94.34,311.55,4.65,365.700,266,62.94
353,'PE854794',36.53,202.57,77.73,524.304,983,33.78
354,'PE723243',58.73,368.62,66.1,305.632,935,15.33
355,'PE354079',10.27,148.02,96.39,658.249,909,11.74
356,'PE742142',68.72,250.52,0.22,47.505,317,60.32
357,'PE502654',74.33,97.99,79.0,494.493,22,17.64
358,'PE724905',89.56,158.64,19.22,719.886,762,98.73
359,'PE480883',57.54,328.10,64.89,320.085,833,48.96
360,'PE499908',64.45,232.33,1.34,62.534,880,91.55
361,'PE932066',38.8,185.71,37.73,707.128,450,80.63
362,'PE426097',75.15,696.48,38.76,205.835,100,23.22
363,'PE817993',70.62,232.38,42.09,913.666,904,53.02
364,'PE811959',51.46,636.20,18.01,550.777,871,8.14
365,'PE646953',14.92,833.59,54.97,346.426,949,25.34
366,'PE403429',5.86,26.66,35.15,432.556,866,86.46
367,'PE976810',60.05,825.13,38.58,271.679,660,8.09
368,'PE213596',94.31,478.81,43.42,547.914,898,69.13
369,'PE379461',66.31,310.43,98.82,578.686,940,82.33
370,'PE107100',63.37,936.81,90.43,723.830,386,2.40
371,'PE639135',97.22,951.05,-3.55,708.171,761,24.87
372,'PE784771',8.92,892.07,89.51,579.904,712,61.22
373,'PE307535',12.28,527.92,45.81,562.370,387,43.06
374,'PE964916',56.64,553.82,94.89,885.963,219,32.78
375,'PE899565',33.52,836.06,30.8,850.043,977,89.44
376,'PE534126',49.75,818.13,-0.82,559.728,806,35.29
377,'PE680241',90.26,564.40,59.93,446.644,198,4.00
378,'PE271752',50.17,235.72,43.02,165.317,219,69.76
379,'PE120449',22.45,698.55,78.5,239.902,765,73.79
380,'PE869102',78.78,298.31,32.3,977.408,260,37.87
381,'PE305349',60.3,465.83,70.32,870.542,107,97.89
382,'PE455470',82.06,381.98,25.95,390.008,748,25.08
383,'PE422034',39.86,882.78,5.67,139.389,586,19.88
384,'PE514961',44.05,318.84,13.95,293.629,855,9.74
385,'PE438479',41.46,770.77,90.63,614.834,3,77.61
386,'PE252509',57.27,494.11,13.13,718.455,370,15.33
387,'PE625261',80.71,82.54,88.53,358.740,845,58.26
388,'PE470105',4.7,329.56,14.71,337.981,603,93.08
389,'PE518914',5.95,408.56,92.66,793.362,372,62.66
390,'PE794667',51.62,32.24,-2.31,287.055,728,86.08
391,'PE706636',12.12,549.44,4.53,318.321,119,98.66
392,'PE475611',29.86,248.47,47.87,652.953,339,28.23
393,'PE680104',2.85,346.48,1.58,923.721,795,28.94
394,'PE765811',74.82,990.74,43.03,560.498,156,17.42
395,'PE823422',73.37,558.06,99.6,306.966,796,34.67
396,'PE258636',92.14,506.51,-2.34,14.660,740,56.79
397,'PE168076',63.87,584.60,63.96,905.087,817,77.23
398,'PE546124',38.09,226.21,65.62,434.773,726,45.76
399,'PE174173',88.12,333.08,7.83,835.444,817,38.58
400,'PE918682',82.72,989.34,79.95,488.532,854,19.93
401,'PE163523',35.36,401.56,63.81,746.106,358,48.98
402,'PE857857',29.28,533.93,71.2,770.741,512,11.63
403,'PE602689',79.4,832.70,5.25,98.117,494,58.23
404,'PE990293',78.46,32.37,54.06,232.171,56,0.20
405,'PE140956',3.37,158.16,83.95,163.156,448,79.48
406,'PE627309',91.78,510.43,52.4,285.004,516,85.65
407,'PE299061',92.32,5.73,2.86,331.871,189,65.27
408,'PE260437',29.86,931.27,7.52,392.201,425,72.05
409,'PE807219',79.03,306.72,85.62,138.415,1000,67.20
410,'PE166729',98.54,907.42,35.7,788.538,628,46.99
411,'PE785084',80.62,435.00,7.33,614.279,507,26.56
412,'PE945228',52.68,894.71,69.03,881.269,472,81.53
413,'PE262844',38.25,413.05,39.01,221.690,722,97.78
414,'PE104652',93.71,796.85,71.64,790.269,753,72.35
415,'PE198602',96.22,402.07,21.98,379.837,832,54.11
416,'PE230204',79.45,700.03,36.82,650.622,804,68.80
417,'PE712978',40.25,58.55,92.9,444.090,639,12.82
418,'PE895172',53.15,365.33,75.14,896.615,376,36.75
419,'PE156918',9.29,62.51,3.12,676.500,158,84.50
420,'PE700634',26.46,116.42,41.39,673.744,467,41.99
421,'PE495353',26.74,372.57,43.17,501.037,296,69.14
422,'PE789903',12.91,684.53,70.95,43.412,684,58.42
423,'PE744218',34.82,227.53,-5.58,441.593,2,12.28
424,'PE881382',82.98,818.28,-0.35,737.227,712,67.04
425,'PE800668',43.89,492.32,38.08,77.865,803,78.33
426,'PE777367',88.91,109.99,33.51,721.279,251,12.07
427,'PE677642',75.92,359.86,46.12,708.054,250,45.36
428,'PE100139',44.29,847.34,-7.42,819.902,601,70.29
429,'PE543448',39.8,968.77,76.71,133.712,923,27.66
430,'PE464925',48.07,301.99,47.87,791.014,671,63.35
431,'PE628735',76.32,3.57,-8.49,492.751,931,63.49
432,'PE739460',69.72,27.10,57.24,890.197,951,52.69
433,'PE898508',68.87,438.63,21.78,372.720,236,83.89
434,'PE548165',52.01,765.03,24.1,22.163,696,83.11
435,'PE668525',13.91,848.90,70.49,515.054,345,30.81
436,'PE456305',18.16,701.62,97.58,170.679,568,92.53
437,'PE277401',39.41,641.72,-5.64,845.963,34,85.64
438,'PE515247',10.14,13.77,52.33,268.054,716,75.62
439,'PE770831',96.15,740.48,35.52,364.674,161,92.00
440,'PE256715',95.03,631.63,94.21,346.295,109,81.86
441,'PE888609',22.6,376.58,60.34,67.841,542,52.13
442,'PE610584',25.58,651.14,47.49,557.828,765,82.44
443,'PE489405',7.15,676.54,67.05,36.023,520,69.38
444,'PE930016',87.09,737.38,43.73,943.855,511,48.12
445,'PE950490',1.39,141.61,63.52,957.098,826,20.49
446,'PE748155',38.33,535.56,53.9,318.407,926,16.98
447,'PE543051',41.74,976.68,25.52,993.915,514,20.17
448,'PE811908',90.71,799.10,59.83,554.749,375,82.96
449,'PE268200',37.32,434.27,47.29,576.675,351,61.36
450,'PE568607',94.1,589.22,80.87,967.275,213,60.87
451,'PE646815',45.04,275.49,83.45,281.029,661,79.22
452,'PE464469',71.63,195.89,85.36,890.143,811,23.87
453,'PE843515',22.3,628.86,11.43,805.816,917,58.02
454,'PE219267',80.82,731.30,-9.4,670.418,532,99.51
455,'PE958553',67.14,431.31,37.36,92.580,63,27.61
456,'PE145889',35.84,719.01,21.56,946.465,74,38.64
457,'PE520780',78.46,445.83,81.78,482.311,180,22.53
458,'PE664174',41.74,895.74,87.94,711.952,214,19.06
459,'PE999765',28.78,420.24,73.55,794.818,419,87.93
460,'PE173173',65.99,432.31,11.53,658.282,765,95.71
461,'PE809695',76.67,51.28,86.0,944.689,144,6.20
462,'PE960284',31.15,261.73,89.42,763.521,541,91.60
463,'PE946776',42.49,396.84,62.31,898.675,970,43.42
464,'PE858422',70.61,673.52,73.63,886.500,847,7.96
465,'PE535439',91.34,208.41,65.97,765.579,584,68.70
