31,'PE171947',31,24.4,88.95,1433,31.544,11.32,488.2,26.82,757.12,33.70,203.3,31,'{"pressure_kpa": 241, "temperature_c": 92.58, "tread_depth_mm": 3.20}'
32,'PE797950',32,7.8,56.04,584,23.938,37.32,355.7,64.5,850.28,32.29,107.6,32,'{"pressure_kpa": 191, "temperature_c": 34.6, "tread_depth_mm": 5.36}'
33,'PE526709',33,83.0,95.48,1913,20.248,68.36,775.9,111.2,1195.97,88.51,199.3,33,'{"pressure_kpa": 154, "temperature_c": 63.28, "tread_depth_mm": 5.84}'
34,'PE819448',34,76.7,49.75,2983,14.651,86.46,849.9,9.97,3546.78,111.47,12.8,34,'{"pressure_kpa": 65, "temperature_c": 95.31, "tread_depth_mm": 7.28}'
35,'PE496485',35,80.1,8.36,1818,19.157,42.53,506.2,7.67,913.41,7.81,187.7,35,'{"pressure_kpa": 257, "temperature_c": 73.61, "tread_depth_mm": 4.44}'
36,'PE808742',36,78.0,23.34,824,33.271,7.2,843.3,104.64,2196.65,172.88,197.2,36,'{"pressure_kpa": 203, "temperature_c": 60.97, "tread_depth_mm": 8.52}'
37,'PE353523',37,59.5,32.50,2865,6.869,89.54,386.2,59.94,417.41,50.66,319.2,37,'{"pressure_kpa": 180, "temperature_c": 93.66, "tread_depth_mm": 8.57}'
38,'PE486690',38,74.9,88.41,2525,7.234,93.65,500.5,41.08,839.70,154.00,293.6,38,'{"pressure_kpa": 134, "temperature_c": 80.73, "tread_depth_mm": 7.42}'
39,'PE245161',39,16.1,94.75,442,34.539,44.12,74.9,46.77,2303.67,112.30,299.0,39,'{"pressure_kpa": 55, "temperature_c": 98.08, "tread_depth_mm": 9.91}'
40,'PE143333',40,82.7,20.15,148,37.648,80.51,864.3,27.69,2475.42,14.23,253.8,40,'{"pressure_kpa": 138, "temperature_c": 91.71, "tread_depth_mm": 8.60}'
41,'PE803946',41,94.3,82.56,312,24.083,7.16,327.9,108.58,4325.64,24.01,84.5,41,'{"pressure_kpa": 297, "temperature_c": 68.41, "tread_depth_mm": 2.34}'
42,'PE149501',42,41.5,82.24,877,49.385,68.81,696.1,65.12,1231.40,31.56,94.4,42,'{"pressure_kpa": 54, "temperature_c": -13.26, "tread_depth_mm": 4.05}'
43,'PE641342',43,3.9,76.73,1502,23.709,64.06,389.2,108.02,2730.25,117.26,176.8,43,'{"pressure_kpa": 200, "temperature_c": 99.08, "tread_depth_mm": 0.83}'
44,'PE702097',44,85.2,39.84,2780,38.767,73.76,530.9,91.42,734.58,72.02,314.1,44,'{"pressure_kpa": 142, "temperature_c": 74.76, "tread_depth_mm": 0.33}'
45,'PE158907',45,43.8,9.44,2321,7.425,16.73,349.3,52.51,2228.56,46.83,290.7,45,'{"pressure_kpa": 258, "temperature_c": 51.33, "tread_depth_mm": 9.24}'
46,'PE388337',46,85.4,24.83,947,3.580,70.6,109.8,17.17,4721.53,45.39,138.0,46,'{"pressure_kpa": 274, "temperature_c": 52.36, "tread_depth_mm": 3.46}'
47,'PE849807',47,18.0,20.66,2181,24.223,25.25,279.7,118.56,2852.89,6.73,243.8,47,'{"pressure_kpa": 295, "temperature_c": 30.19, "tread_depth_mm": 4.35}'
48,'PE185934',48,62.2,29.64,819,44.387,64.37,725.7,41.81,46.06,17.79,218.0,48,'{"pressure_kpa": 282, "temperature_c": 90.22, "tread_depth_mm": 3.59}'
49,'PE644868',49,19.0,64.06,2639,21.923,32.78,76.6,119.52,3555.67,50.01,172.6,49,'{"pressure_kpa": 81, "temperature_c": 13.98, "tread_depth_mm": 3.00}'
50,'PE566902',50,47.7,40.69,1568,17.303,27.73,387.6,99.26,4464.51,54.58,206.1,50,'{"pressure_kpa": 255, "temperature_c": 74.05, "tread_depth_mm": 8.43}'
51,'PE593084',51,67.6,40.29,2125,9.047,98.11,541.4,47.37,3625.41,23.45,55.9,51,'{"pressure_kpa": 150, "temperature_c": 68.6, "tread_depth_mm": 8.92}'
52,'PE753858',52,91.1,29.73,2941,28.842,93.1,410.8,62.8,3190.93,2.98,232.0,52,'{"pressure_kpa": 252, "temperature_c": 68.57, "tread_depth_mm": 7.44}'
53,'PE467205',53,74.2,16.52,1093,32.625,94.46,631.4,61.4,4981.60,38.77,78.9,53,'{"pressure_kpa": 109, "temperature_c": 2.62, "tread_depth_mm": 7.28}'
54,'PE615712',54,93.2,81.92,2659,38.108,3.58,394.6,86.55,2885.30,102.75,263.1,54,'{"pressure_kpa": 149, "temperature_c": 76.14, "tread_depth_mm": 3.67}'
55,'PE129437',55,70.9,78.77,912,38.481,52.12,743.8,76.19,2228.86,169.39,284.2,55,'{"pressure_kpa": 135, "temperature_c": -9.45, "tread_depth_mm": 2.66}'
56,'PE172120',56,32.8,67.83,2545,22.274,65.55,703.0,9.99,2665.51,151.07,136.0,56,'{"pressure_kpa": 274, "temperature_c": 74.01, "tread_depth_mm": 3.76}'
57,'PE954298',57,60.9,76.53,2195,22.861,32.31,535.9,58.44,4039.77,70.11,334.8,57,'{"pressure_kpa": 137, "temperature_c": 84.97, "tread_depth_mm": 4.49}'
58,'PE142512',58,87.1,8.04,2436,2.058,0.7,921.0,112.83,3635.84,77.99,205.4,58,'{"pressure_kpa": 166, "temperature_c": 82.42, "tread_depth_mm": 4.63}'
59,'PE514481',59,43.8,75.84,2855,2.058,22.58,208.3,95.29,1791.47,166.94,63.3,59,'{"pressure_kpa": 254, "temperature_c": 57.66, "tread_depth_mm": 4.82}'
60,'PE432586',60,42.7,0.53,2794,17.122,27.86,874.9,6.68,4271.00,143.93,350.5,60,'{"pressure_kpa": 150, "temperature_c": 49.54, "tread_depth_mm": 2.90}'
61,'PE562948',61,63.0,62.30,1579,26.196,50.88,615.1,62.86,3587.26,56.81,218.1,61,'{"pressure_kpa": 287, "temperature_c": -14.36, "tread_depth_mm": 6.12}'
62,'PE537344',62,36.7,8.95,570,35.540,16.14,440.2,63.12,4520.65,149.82,259.5,62,'{"pressure_kpa": 211, "temperature_c": 9.54, "tread_depth_mm": 6.90}'
63,'PE586784',63,76.2,11.54,1445,20.836,93.35,765.2,98.07,104.57,15.08,247.7,63,'{"pressure_kpa": 78, "temperature_c": 59.35, "tread_depth_mm": 6.55}'
64,'PE164420',64,94.9,60.84,328,8.001,3.5,502.0,39.21,3739.48,170.07,180.3,64,'{"pressure_kpa": 152, "temperature_c": 57.69, "tread_depth_mm": 4.18}'
65,'PE624350',65,76.4,57.36,197,14.264,66.3,810.9,62.9,669.23,33.74,153.6,65,'{"pressure_kpa": 222, "temperature_c": 74, "tread_depth_mm": 1.02}'
66,'PE609009',66,57.5,72.83,2808,23.373,17.68,549.7,25.71,2956.64,144.08,129.8,66,'{"pressure_kpa": 229, "temperature_c": -9.58, "tread_depth_mm": 7.86}'
67,'PE462707',67,39.4,70.35,1529,17.935,18.46,986.5,5.32,1909.20,153.54,105.8,67,'{"pressure_kpa": 266, "temperature_c": 67.83, "tread_depth_mm": 8.96}'
68,'PE599287',68,68.0,12.19,2909,37.451,93.47,417.5,83.12,1431.49,9.64,317.8,68,'{"pressure_kpa": 289, "temperature_c": 56.62, "tread_depth_mm": 0.81}'
69,'PE393792',69,75.7,65.97,2619,49.679,67.93,814.9,60.99,3820.24,163.43,290.7,69,'{"pressure_kpa": 142, "temperature_c": 52, "tread_depth_mm": 1.94}'
70,'PE662221',70,7.7,29.83,2709,32.928,36.17,466.9,5.08,3285.38,148.57,354.6,70,'{"pressure_kpa": 76, "temperature_c": 99.23, "tread_depth_mm": 4.46}'
71,'PE174904',71,99.3,89.67,407,42.485,36.98,326.8,101.97,4146.63,89.37,68.0,71,'{"pressure_kpa": 119, "temperature_c": 32.25, "tread_depth_mm": 2.25}'
72,'PE554227',72,52.7,99.32,2113,16.996,44.86,138.3,55.49,1500.97,95.18,306.3,72,'{"pressure_kpa": 289, "temperature_c": 18.35, "tread_depth_mm": 6.88}'
73,'PE877296',73,4.2,81.43,1390,26.872,36.86,945.9,61.19,2491.57,0.41,229.7,73,'{"pressure_kpa": 300, "temperature_c": 9.26, "tread_depth_mm": 5.41}'
74,'PE443494',74,25.9,53.47,1503,1.032,51.11,158.8,89.76,1776.75,111.51,130.9,74,'{"pressure_kpa": 244, "temperature_c": -16.39, "tread_depth_mm": 7.15}'
75,'PE310864',75,63.4,19.93,2876,20.841,42.91,413.2,69.62,4634.26,100.79,284.8,75,'{"pressure_kpa": 185, "temperature_c": 33.01, "tread_depth_mm": 7.40}'
76,'PE878239',76,99.9,74.24,1491,5.682,65.78,666.1,60.69,304.42,165.94,89.1,76,'{"pressure_kpa": 234, "temperature_c": 69.34, "tread_depth_mm": 8.74}'
77,'PE617931',77,89.8,32.56,2975,8.565,10.45,661.1,89.45,1100.45,107.97,351.7,77,'{"pressure_kpa": 289, "temperature_c": 77.42, "tread_depth_mm": 7.84}'
78,'PE461637',78,94.4,25.66,1252,26.497,99.53,656.9,8.34,3648.24,21.47,17.6,78,'{"pressure_kpa": 166, "temperature_c": 34.99, "tread_depth_mm": 6.98}'
79,'PE997474',79,64.5,74.43,487,41.178,74.7,662.0,99.72,1359.88,144.44,78.8,79,'{"pressure_kpa": 296, "temperature_c": 47.16, "tread_depth_mm": 9.14}'
80,'PE988963',80,54.2,59.28,1135,23.276,48.29,143.5,8.15,1051.04,30.53,258.2,80,'{"pressure_kpa": 230, "temperature_c": -10.17, "tread_depth_mm": 8.32}'
81,'PE843752',81,99.3,93.92,2905,1.852,85.19,338.3,112.78,4620.94,101.75,97.0,81,'{"pressure_kpa": 68, "temperature_c": 87.64, "tread_depth_mm": 2.02}'
82,'PE473030',82,15.8,94.54,2427,19.538,51.55,907.1,68.49,4552.61,153.13,98.3,82,'{"pressure_kpa": 258, "temperature_c": 63.58, "tread_depth_mm": 1.38}'
83,'PE274214',83,0.9,95.39,124,30.945,13.82,114.2,71.11,2631.17,132.76,326.9,83,'{"pressure_kpa": 52, "temperature_c": 49.73, "tread_depth_mm": 7.14}'
84,'PE837944',84,6.6,54.00,2272,26.477,28.73,342.8,70.88,2649.27,49.26,158.3,84,'{"pressure_kpa": 179, "temperature_c": -13.7, "tread_depth_mm": 9.57}'
85,'PE883979',85,66.4,41.95,1739,40.422,43.05,767.4,26.86,3132.06,81.01,348.7,85,'{"pressure_kpa": 213, "temperature_c": -1.2, "tread_depth_mm": 7.13}'
86,'PE634931',86,72.6,6.23,1134,38.209,4.23,146.7,92.66,3969.87,166.08,209.7,86,'{"pressure_kpa": 192, "temperature_c": 45.27, "tread_depth_mm": 2.79}'
87,'PE872868',87,61.8,25.41,477,43.719,9.1,406.7,96.78,1978.96,97.45,294.8,87,'{"pressure_kpa": 52, "temperature_c": 83.85, "tread_depth_mm": 7.49}'
88,'PE905940',88,35.9,44.95,1189,45.396,33.58,289.4,16.41,3262.45,30.89,197.9,88,'{"pressure_kpa": 267, "temperature_c": 75.21, "tread_depth_mm": 8.05}'
89,'PE115491',89,80.7,77.83,2470,0.920,46.0,48.9,53.14,345.36,107.65,8.2,89,'{"pressure_kpa": 151, "temperature_c": -8.48, "tread_depth_mm": 3.40}'
90,'PE833907',90,70.5,97.94,2661,34.156,47.41,964.8,106.98,1454.00,42.01,160.2,90,'{"pressure_kpa": 155, "temperature_c": 29.32, "tread_depth_mm": 0.72}'
91,'PE566588',91,3.6,41.20,405,31.859,87.25,869.0,45.38,2620.61,114.02,69.8,91,'{"pressure_kpa": 288, "temperature_c": 44.6, "tread_depth_mm": 3.92}'
92,'PE493487',92,44.7,47.34,2678,26.974,42.05,901.8,117.65,2409.67,168.19,290.1,92,'{"pressure_kpa": 196, "temperature_c": 52.95, "tread_depth_mm": 8.61}'
93,'PE777994',93,40.5,60.52,939,28.177,70.88,45.2,112.64,1273.55,36.09,348.5,93,'{"pressure_kpa": 232, "temperature_c": 87.65, "tread_depth_mm": 1.95}'
94,'PE734868',94,42.8,88.88,2964,29.479,92.54,138.3,50.27,1019.06,36.85,150.3,94,'{"pressure_kpa": 58, "temperature_c": 52.57, "tread_depth_mm": 5.14}'
95,'PE870977',95,35.0,18.32,2471,24.965,39.26,531.6,0.62,3620.78,122.31,8.6,95,'{"pressure_kpa": 178, "temperature_c": 72.76, "tread_depth_mm": 2.84}'
96,'PE790642',96,29.1,73.31,1495,25.085,56.2,606.4,76.67,4533.53,43.63,70.5,96,'{"pressure_kpa": 189, "temperature_c": 78.99, "tread_depth_mm": 1.87}'
97,'PE554582',97,21.4,76.92,2474,15.708,50.47,867.1,85.77,3494.52,7.66,274.1,97,'{"pressure_kpa": 75, "temperature_c": 34.47, "tread_depth_mm": 0.40}'
98,'PE792633',98,94.7,87.84,1909,2.271,49.75,860.9,79.48,2274.19,50.87,208.0,98,'{"pressure_kpa": 255, "temperature_c": 59.27, "tread_depth_mm": 3.96}'
99,'PE768979',99,94.9,43.31,2669,47.869,34.45,374.8,110.61,4244.18,15.94,343.3,99,'{"pressure_kpa": 95, "temperature_c": 86.79, "tread_depth_mm": 9.15}'
100,'PE625715',100,77.9,86.84,1225,4.271,99.32,495.3,93.73,3643.52,125.22,102.0,100,'{"pressure_kpa": 179, "temperature_c": 58.52, "tread_depth_mm": 2.33}'
101,'PE855839',101,58.4,16.93,1515,43.863,23.6,917.3,38.43,1387.62,28.94,299.5,101,'{"pressure_kpa": 134, "temperature_c": 51.16, "tread_depth_mm": 7.90}'
102,'PE866538',102,43.8,51.30,2131,23.418,18.28,924.4,108.1,4289.39,174.49,90.6,102,'{"pressure_kpa": 268, "temperature_c": 13.73, "tread_depth_mm": 5.31}'
103,'PE123529',103,2.0,35.78,2151,21.849,39.95,622.0,63.39,641.91,26.96,342.7,103,'{"pressure_kpa": 95, "temperature_c": 47.87, "tread_depth_mm": 5.76}'
104,'PE286456',104,68.9,17.87,1523,1.587,39.36,593.7,2.99,4025.79,107.20,319.8,104,'{"pressure_kpa": 213, "temperature_c": 4.55, "tread_depth_mm": 9.91}'
105,'PE763244',105,56.6,80.17,1088,7.779,9.46,150.1,22.4,3505.64,153.25,244.4,105,'{"pressure_kpa": 184, "temperature_c": 44.14, "tread_depth_mm": 4.57}'
106,'PE363668',106,46.2,24.77,2745,2.455,34.4,66.9,72.43,4307.46,99.69,259.0,106,'{"pressure_kpa": 215, "temperature_c": -9, "tread_depth_mm": 5.85}'
107,'PE297097',107,77.7,69.33,1150,14.953,59.96,473.9,105.75,2070.43,74.73,110.4,107,'{"pressure_kpa": 106, "temperature_c": -12.4, "tread_depth_mm": 2.53}'
108,'PE948869',108,50.0,92.89,2470,0.929,6.49,715.6,104.69,364.60,122.59,98.4,108,'{"pressure_kpa": 77, "temperature_c": 57.41, "tread_depth_mm": 2.47}'
109,'PE218124',109,93.1,61.12,2503,30.746,45.84,975.7,40.48,3814.57,27.04,349.8,109,'{"pressure_kpa": 117, "temperature_c": 64.91, "tread_depth_mm": 9.82}'
110,'PE585058',110,86.5,67.22,1517,26.376,28.61,121.9,22.2,3572.61,91.20,145.6,110,'{"pressure_kpa": 81, "temperature_c": 22.07, "tread_depth_mm": 8.46}'
111,'PE589186',111,39.5,30.49,533,23.719,17.22,276.2,49.39,145.26,122.73,320.1,111,'{"pressure_kpa": 288, "temperature_c": 94.63, "tread_depth_mm": 4.19}'
112,'PE138566',112,19.3,53.04,133,10.260,2.76,933.9,12.66,2928.93,129.55,329.1,112,'{"pressure_kpa": 245, "temperature_c": 18.63, "tread_depth_mm": 8.76}'
113,'PE196998',113,26.5,4.14,2944,44.655,5.11,163.8,20.62,4871.81,70.69,261.6,113,'{"pressure_kpa": 91, "temperature_c": 0.07, "tread_depth_mm": 0.81}'
114,'PE905857',114,32.4,93.13,1684,39.909,40.1,444.4,110.23,79.65,105.10,161.9,114,'{"pressure_kpa": 296, "temperature_c": 69.36, "tread_depth_mm": 1.83}'
115,'PE162064',115,34.1,90.88,835,35.041,6.88,301.6,116.61,2030.63,36.92,96.6,115,'{"pressure_kpa": 156, "temperature_c": 28.59, "tread_depth_mm": 6.68}'
116,'PE259067',116,57.0,1.09,1120,28.657,98.43,627.5,98.73,1745.48,10.36,303.0,116,'{"pressure_kpa": 240, "temperature_c": 40.53, "tread_depth_mm": 3.42}'
117,'PE110708',117,94.2,4.59,195,3.710,3.47,136.8,42.46,2909.96,23.47,180.9,117,'{"pressure_kpa": 290, "temperature_c": 89.42, "tread_depth_mm": 3.22}'
118,'PE117433',118,81.9,98.44,322,20.724,26.88,583.2,106.83,601.97,161.93,140.6,118,'{"pressure_kpa": 277, "temperature_c": -5.31, "tread_depth_mm": 9.87}'
119,'PE807491',119,92.9,27.27,792,47.113,24.04,394.1,7.98,3842.46,98.69,240.9,119,'{"pressure_kpa": 299, "temperature_c": -18.81, "tread_depth_mm": 0.57}'
120,'PE217333',120,62.2,12.64,778,40.437,45.67,85.9,84.96,3734.17,170.24,66.1,120,'{"pressure_kpa": 64, "temperature_c": 8.89, "tread_depth_mm": 6.51}'
121,'PE794054',121,40.7,60.61,2585,37.478,3.42,750.5,80.88,292.84,53.94,176.1,121,'{"pressure_kpa": 103, "temperature_c": 22.67, "tread_depth_mm": 2.16}'
122,'PE864612',122,6.1,51.39,1422,26.767,17.82,486.5,103.45,2808.71,60.97,148.7,122,'{"pressure_kpa": 235, "temperature_c": 34.59, "tread_depth_mm": 2.67}'
123,'PE731344',123,55.9,37.30,2783,48.664,32.25,37.7,90.87,4385.92,165.17,133.9,123,'{"pressure_kpa": 199, "temperature_c": 86.17, "tread_depth_mm": 5.68}'
124,'PE411697',124,88.7,11.79,104,29.687,65.6,21.8,26.32,1010.50,137.39,95.2,124,'{"pressure_kpa": 237, "temperature_c": 66.16, "tread_depth_mm": 5.78}'
125,'PE233857',125,83.4,76.53,1837,36.858,48.61,740.3,75.38,2849.07,40.11,108.0,125,'{"pressure_kpa": 148, "temperature_c": -19.85, "tread_depth_mm": 6.45}'
126,'PE208025',126,76.5,87.48,803,25.832,53.99,765.2,96.18,3065.03,65.29,26.0,126,'{"pressure_kpa": 223, "temperature_c": 72.88, "tread_depth_mm": 1.18}'
127,'PE276585',127,77.3,22.57,729,28.304,13.04,859.1,62.11,4375.28,130.61,242.8,127,'{"pressure_kpa": 298, "temperature_c": 32.77, "tread_depth_mm": 6.65}'
128,'PE843937',128,19.9,77.12,1034,30.396,65.07,58.2,103.09,3810.48,80.35,170.6,128,'{"pressure_kpa": 57, "temperature_c": 83.22, "tread_depth_mm": 5.21}'
129,'PE769176',129,33.3,14.03,897,33.580,60.04,940.5,66.63,253.53,113.55,224.0,129,'{"pressure_kpa": 291, "temperature_c": 47.76, "tread_depth_mm": 5.07}'
130,'PE573946',130,33.9,63.57,1925,17.342,31.52,518.7,15.34,77.97,101.21,199.5,130,'{"pressure_kpa": 161, "temperature_c": 87.34, "tread_depth_mm": 9.27}'
131,'PE165574',131,42.1,4.30,752,17.525,53.7,962.6,21.39,4239.89,100.59,5.0,131,'{"pressure_kpa": 59, "temperature_c": 79.13, "tread_depth_mm": 3.34}'
132,'PE245196',132,62.4,68.44,1287,17.311,39.77,782.9,18.75,150.38,102.22,231.2,132,'{"pressure_kpa": 107, "temperature_c": 29.97, "tread_depth_mm": 6.99}'
133,'PE779154',133,94.4,49.67,2346,16.680,75.06,636.2,21.98,1895.64,114.58,293.4,133,'{"pressure_kpa": 170, "temperature_c": 67.3, "tread_depth_mm": 6.43}'
134,'PE765764',134,44.1,45.56,1790,13.244,42.11,548.0,0.8,4946.90,96.03,201.6,134,'{"pressure_kpa": 102, "temperature_c": 1.33, "tread_depth_mm": 3.57}'
135,'PE842682',135,92.2,82.74,1421,7.695,1.54,29.1,89.57,1075.02,63.55,192.3,135,'{"pressure_kpa": 280, "temperature_c": 26.29, "tread_depth_mm": 9.77}'
136,'PE856564',136,27.0,80.94,2037,23.796,3.58,866.6,115.93,4848.98,17.06,316.1,136,'{"pressure_kpa": 257, "temperature_c": 83.55, "tread_depth_mm": 8.10}'
137,'PE285138',137,21.0,53.92,325,24.422,1.65,792.7,88.82,1579.94,0.54,286.4,137,'{"pressure_kpa": 196, "temperature_c": 95.19, "tread_depth_mm": 0.22}'
138,'PE770977',138,39.9,6.22,1434,17.666,89.48,590.4,43.33,3857.17,171.63,214.0,138,'{"pressure_kpa": 65, "temperature_c": 76.07, "tread_depth_mm": 6.24}'
139,'PE344890',139,58.5,1.22,577,27.906,65.8,494.1,40.2,3193.02,117.88,216.0,139,'{"pressure_kpa": 200, "temperature_c": 35.07, "tread_depth_mm": 7.67}'
140,'PE952510',140,45.2,91.18,2511,18.654,41.42,63.0,53.5,3560.95,20.05,157.2,140,'{"pressure_kpa": 155, "temperature_c": 71.64, "tread_depth_mm": 6.21}'
141,'PE219601',141,8.9,65.54,2637,17.848,36.66,526.1,48.4,2088.35,116.38,340.5,141,'{"pressure_kpa": 221, "temperature_c": 85.09, "tread_depth_mm": 9.61}'
142,'PE607918',142,40.2,8.02,843,19.211,36.3,534.4,16.92,3121.92,23.19,227.6,142,'{"pressure_kpa": 116, "temperature_c": 75.65, "tread_depth_mm": 6.07}'
143,'PE948006',143,76.4,63.70,2508,4.124,48.67,613.9,54.75,1152.58,126.43,14.0,143,'{"pressure_kpa": 214, "temperature_c": 71.27, "tread_depth_mm": 0.28}'
144,'PE611748',144,65.4,7.37,1015,34.369,18.86,564.8,3.97,1987.72,134.77,66.3,144,'{"pressure_kpa": 105, "temperature_c": 98.92, "tread_depth_mm": 8.31}'
145,'PE657112',145,20.9,22.47,2606,12.152,88.2,576.4,107.34,3269.98,1.55,36.9,145,'{"pressure_kpa": 101, "temperature_c": 12.77, "tread_depth_mm": 4.99}'
146,'PE720334',146,43.2,49.75,1347,14.223,21.42,396.4,74.82,4068.38,54.92,330.4,146,'{"pressure_kpa": 86, "temperature_c": -0.36, "tread_depth_mm": 8.63}'
147,'PE300032',147,64.4,44.17,1421,13.800,60.27,719.6,10.95,4515.52,145.52,35.7,147,'{"pressure_kpa": 69, "temperature_c": 46.94, "tread_depth_mm": 8.33}'
148,'PE305100',148,4.4,31.42,1523,15.425,43.29,643.6,87.33,2004.37,65.51,116.3,148,'{"pressure_kpa": 279, "temperature_c": -11.53, "tread_depth_mm": 5.11}'
149,'PE104946',149,40.0,5.27,2369,13.858,6.09,998.6,8.75,4584.15,35.17,53.0,149,'{"pressure_kpa": 191, "temperature_c": 30.31, "tread_depth_mm": 0.81}'
150,'PE936999',150,51.4,81.54,1609,14.111,25.52,510.6,6.17,3720.37,124.64,328.8,150,'{"pressure_kpa": 210, "temperature_c": 66.41, "tread_depth_mm": 4.74}'
151,'PE822929',151,12.7,0.79,2054,16.559,86.35,328.6,4.06,1861.78,114.96,187.9,151,'{"pressure_kpa": 295, "temperature_c": 44.22, "tread_depth_mm": 6.55}'
152,'PE656762',152,65.5,34.27,1740,7.148,27.25,60.3,114.66,3221.97,172.18,193.0,152,'{"pressure_kpa": 127, "temperature_c": 62.69, "tread_depth_mm": 4.94}'
153,'PE131515',153,98.8,18.82,1564,15.205,11.92,863.0,15.71,2101.66,91.12,154.6,153,'{"pressure_kpa": 126, "temperature_c": 26.17, "tread_depth_mm": 3.67}'
154,'PE311714',154,20.1,27.13,2669,9.726,25.57,136.5,15.68,4670.64,168.46,184.3,154,'{"pressure_kpa": 85, "temperature_c": 7.33, "tread_depth_mm": 6.87}'
155,'PE140524',155,86.5,25.89,1339,16.663,37.42,807.7,71.58,2942.39,35.51,94.8,155,'{"pressure_kpa": 205, "temperature_c": 66.12, "tread_depth_mm": 3.99}'
156,'PE141403',156,2.1,47.96,1512,17.654,49.88,979.5,0.37,4300.32,148.70,257.4,156,'{"pressure_kpa": 210, "temperature_c": 5.42, "tread_depth_mm": 9.31}'
