23,'PE984340',23,12481.000,3431.00,'2024-12-29','2026-02-15','Standby','Valid','Failed','Non-compliant','Complete',23,'{"repair_usd": 4094.840, "operating_usd": 544.3000, "maintenance_usd": 744.49}'
24,'PE625555',24,3486.000,2431.00,'2024-12-06','2025-10-14','Active','Valid','Pending','Review','Complete',24,'{"repair_usd": 2241.690, "operating_usd": 883.3400, "maintenance_usd": 9821.71}'
25,'PE979703',25,116.000,4927.00,'2024-04-26','2025-03-23','Storage','Valid','Failed','Review','Updated',25,'{"repair_usd": 2427.070, "operating_usd": 917.4200, "maintenance_usd": 8501.88}'
26,'PE604010',26,691.000,1936.00,'2024-09-14','2026-02-07','Repair','Pending','Failed','Review','Updated',26,'{"repair_usd": 4472.690, "operating_usd": 415.8100, "maintenance_usd": 1331.68}'
27,'PE393061',27,4785.000,2920.00,'2024-06-02','2025-08-11','Standby','Pending','Failed','Review','Incomplete',27,'{"repair_usd": 3105.990, "operating_usd": 531.7000, "maintenance_usd": 203.99}'
28,'PE108108',28,34569.000,1190.00,'2024-12-16','2025-06-17','Active','Expired','Pending','Non-compliant','Updated',28,'{"repair_usd": 4925.760, "operating_usd": 391.5000, "maintenance_usd": 7300.00}'
29,'PE550417',29,13230.000,4042.00,'2025-02-08','2025-11-28','Storage','Pending','Passed','Review','Complete',29,'{"repair_usd": 4080.400, "operating_usd": 47.8700, "maintenance_usd": 3710.64}'
30,'PE660224',30,5223.000,2653.00,'2025-01-22','2025-12-14','Active','Expired','Failed','Non-compliant','Updated',30,'{"repair_usd": 3090.730, "operating_usd": 449.0400, "maintenance_usd": 2398.59}'
31,'PE171947',31,3114.000,3296.00,'2024-07-07','2026-02-10','Active','Valid','Failed','Review','Incomplete',31,'{"repair_usd": 4545.670, "operating_usd": 133.3700, "maintenance_usd": 6206.81}'
32,'PE797950',32,35637.000,1957.00,'2024-07-27','2026-01-21','Standby','Pending','Pending','Non-compliant','Incomplete',32,'{"repair_usd": 4950.270, "operating_usd": 222.7100, "maintenance_usd": 169.49}'
33,'PE526709',33,40863.000,4061.00,'2025-02-15','2025-11-06','Storage','Valid','Failed','Review','Updated',33,'{"repair_usd": 658.810, "operating_usd": 591.2500, "maintenance_usd": 2297.69}'
34,'PE819448',34,540.000,2306.00,'2024-08-30','2025-07-09','Standby','Valid','Failed','Compliant','Updated',34,'{"repair_usd": 3847.790, "operating_usd": 91.8400, "maintenance_usd": 6899.07}'
35,'PE496485',35,20346.000,299.00,'2024-04-02','2025-12-07','Repair','Valid','Failed','Non-compliant','Incomplete',35,'{"repair_usd": 2026.510, "operating_usd": 846.7000, "maintenance_usd": 4658.59}'
36,'PE808742',36,8258.000,336.00,'2025-01-30','2025-07-28','Repair','Pending','Failed','Compliant','Incomplete',36,'{"repair_usd": 2442.130, "operating_usd": 476.4900, "maintenance_usd": 9258.07}'
37,'PE353523',37,33263.000,4538.00,'2024-07-31','2025-05-21','Maintenance','Expired','Passed','Compliant','Incomplete',37,'{"repair_usd": 1887.730, "operating_usd": 286.7900, "maintenance_usd": 9646.35}'
38,'PE486690',38,14328.000,3872.00,'2024-03-22','2025-02-24','Maintenance','Valid','Pending','Compliant','Incomplete',38,'{"repair_usd": 3112.360, "operating_usd": 5.4500, "maintenance_usd": 9932.72}'
39,'PE245161',39,27224.000,3865.00,'2025-02-13','2025-07-07','Maintenance','Pending','Failed','Compliant','Incomplete',39,'{"repair_usd": 1024.130, "operating_usd": 160.3800, "maintenance_usd": 1014.54}'
40,'PE143333',40,4132.000,254.00,'2024-11-07','2026-01-01','Repair','Pending','Failed','Compliant','Complete',40,'{"repair_usd": 191.790, "operating_usd": 722.9900, "maintenance_usd": 7923.72}'
41,'PE803946',41,19857.000,2485.00,'2024-04-17','2025-05-08','Active','Pending','Failed','Review','Complete',41,'{"repair_usd": 2205.590, "operating_usd": 498.6600, "maintenance_usd": 9354.41}'
42,'PE149501',42,37533.000,2840.00,'2025-01-08','2025-08-08','Standby','Valid','Failed','Non-compliant','Updated',42,'{"repair_usd": 1991.920, "operating_usd": 185.2400, "maintenance_usd": 9355.58}'
43,'PE641342',43,6658.000,2447.00,'2024-09-16','2025-11-23','Maintenance','Valid','Failed','Non-compliant','Incomplete',43,'{"repair_usd": 794.650, "operating_usd": 149.8700, "maintenance_usd": 6748.64}'
44,'PE702097',44,37983.000,2474.00,'2024-12-19','2025-03-05','Repair','Pending','Passed','Compliant','Complete',44,'{"repair_usd": 3921.780, "operating_usd": 878.0100, "maintenance_usd": 210.81}'
45,'PE158907',45,39984.000,1803.00,'2024-11-09','2025-04-19','Repair','Pending','Pending','Non-compliant','Updated',45,'{"repair_usd": 4283.120, "operating_usd": 673.8200, "maintenance_usd": 6874.78}'
46,'PE388337',46,40430.000,1717.00,'2024-03-26','2025-07-22','Active','Expired','Failed','Non-compliant','Incomplete',46,'{"repair_usd": 2756.400, "operating_usd": 113.2800, "maintenance_usd": 693.51}'
47,'PE849807',47,40442.000,620.00,'2024-11-30','2026-01-21','Active','Valid','Passed','Non-compliant','Complete',47,'{"repair_usd": 99.560, "operating_usd": 937.9300, "maintenance_usd": 2156.25}'
48,'PE185934',48,33875.000,642.00,'2025-02-18','2025-07-08','Standby','Valid','Failed','Non-compliant','Complete',48,'{"repair_usd": 2384.840, "operating_usd": 850.9400, "maintenance_usd": 2316.84}'
49,'PE644868',49,16253.000,674.00,'2024-04-28','2025-02-23','Storage','Pending','Passed','Non-compliant','Complete',49,'{"repair_usd": 1525.030, "operating_usd": 657.0400, "maintenance_usd": 4210.21}'
50,'PE566902',50,26583.000,1347.00,'2025-01-15','2025-03-28','Repair','Pending','Failed','Review','Incomplete',50,'{"repair_usd": 3548.880, "operating_usd": 606.0500, "maintenance_usd": 2979.92}'
51,'PE593084',51,36002.000,2377.00,'2024-09-29','2025-04-16','Repair','Expired','Pending','Non-compliant','Complete',51,'{"repair_usd": 1953.080, "operating_usd": 339.6200, "maintenance_usd": 5928.89}'
52,'PE753858',52,34827.000,2562.00,'2024-03-07','2026-01-17','Repair','Valid','Passed','Compliant','Incomplete',52,'{"repair_usd": 36.670, "operating_usd": 295.7400, "maintenance_usd": 7108.47}'
53,'PE467205',53,35577.000,3848.00,'2024-06-08','2025-08-22','Maintenance','Valid','Pending','Review','Updated',53,'{"repair_usd": 3290.310, "operating_usd": 279.9100, "maintenance_usd": 7022.48}'
54,'PE615712',54,46910.000,2918.00,'2024-03-05','2025-03-18','Maintenance','Expired','Pending','Review','Incomplete',54,'{"repair_usd": 270.340, "operating_usd": 201.1400, "maintenance_usd": 9841.99}'
55,'PE129437',55,31294.000,4827.00,'2024-08-07','2025-06-29','Standby','Pending','Failed','Compliant','Incomplete',55,'{"repair_usd": 3783.720, "operating_usd": 373.3700, "maintenance_usd": 4067.42}'
56,'PE172120',56,12137.000,1343.00,'2024-04-26','2025-03-27','Standby','Pending','Passed','Non-compliant','Complete',56,'{"repair_usd": 2398.570, "operating_usd": 709.7200, "maintenance_usd": 6370.57}'
57,'PE954298',57,10664.000,1674.00,'2025-01-05','2025-07-19','Repair','Pending','Passed','Non-compliant','Incomplete',57,'{"repair_usd": 2417.990, "operating_usd": 212.4700, "maintenance_usd": 7246.53}'
58,'PE142512',58,9130.000,4263.00,'2024-04-12','2025-05-03','Repair','Expired','Passed','Compliant','Updated',58,'{"repair_usd": 2692.420, "operating_usd": 301.4200, "maintenance_usd": 1294.66}'
59,'PE514481',59,41616.000,3076.00,'2024-08-31','2025-03-22','Standby','Valid','Failed','Review','Updated',59,'{"repair_usd": 325.430, "operating_usd": 715.6800, "maintenance_usd": 243.67}'
60,'PE432586',60,35142.000,4840.00,'2024-11-25','2025-02-23','Repair','Valid','Pending','Non-compliant','Updated',60,'{"repair_usd": 4500.670, "operating_usd": 569.0900, "maintenance_usd": 8294.67}'
61,'PE562948',61,13211.000,4476.00,'2024-09-26','2026-02-17','Standby','Pending','Failed','Review','Incomplete',61,'{"repair_usd": 2170.080, "operating_usd": 127.5600, "maintenance_usd": 5611.71}'
62,'PE537344',62,12489.000,1650.00,'2024-05-31','2025-08-16','Storage','Valid','Passed','Non-compliant','Updated',62,'{"repair_usd": 2339.270, "operating_usd": 895.2400, "maintenance_usd": 6669.54}'
63,'PE586784',63,16159.000,1367.00,'2024-10-02','2025-08-09','Repair','Valid','Pending','Non-compliant','Updated',63,'{"repair_usd": 4535.930, "operating_usd": 326.5300, "maintenance_usd": 4854.39}'
64,'PE164420',64,35578.000,3171.00,'2024-06-27','2025-03-20','Standby','Pending','Passed','Review','Updated',64,'{"repair_usd": 1506.810, "operating_usd": 745.3600, "maintenance_usd": 3147.43}'
65,'PE624350',65,22702.000,3742.00,'2024-12-15','2025-10-11','Standby','Expired','Passed','Non-compliant','Incomplete',65,'{"repair_usd": 4006.110, "operating_usd": 147.6300, "maintenance_usd": 8448.71}'
66,'PE609009',66,26987.000,3330.00,'2024-07-12','2026-02-08','Storage','Expired','Failed','Review','Incomplete',66,'{"repair_usd": 402.050, "operating_usd": 895.6200, "maintenance_usd": 1953.84}'
67,'PE462707',67,37866.000,1196.00,'2024-09-04','2026-01-06','Active','Expired','Passed','Compliant','Incomplete',67,'{"repair_usd": 1269.310, "operating_usd": 356.1600, "maintenance_usd": 8375.83}'
68,'PE599287',68,30941.000,3028.00,'2025-01-04','2025-03-25','Repair','Valid','Failed','Review','Complete',68,'{"repair_usd": 4711.540, "operating_usd": 593.5100, "maintenance_usd": 8875.99}'
69,'PE393792',69,36787.000,2020.00,'2024-04-19','2025-11-22','Maintenance','Expired','Passed','Review','Updated',69,'{"repair_usd": 2849.070, "operating_usd": 603.8500, "maintenance_usd": 4937.52}'
70,'PE662221',70,5046.000,3162.00,'2024-12-18','2025-10-07','Standby','Expired','Passed','Review','Complete',70,'{"repair_usd": 1141.150, "operating_usd": 91.9900, "maintenance_usd": 3167.91}'
71,'PE174904',71,25467.000,156.00,'2024-11-17','2025-10-19','Repair','Expired','Failed','Non-compliant','Complete',71,'{"repair_usd": 4431.050, "operating_usd": 336.8500, "maintenance_usd": 1577.58}'
72,'PE554227',72,44809.000,2488.00,'2024-08-18','2025-06-08','Maintenance','Valid','Passed','Compliant','Complete',72,'{"repair_usd": 1999.240, "operating_usd": 883.2500, "maintenance_usd": 4368.65}'
73,'PE877296',73,26621.000,4673.00,'2024-09-09','2025-12-10','Active','Pending','Failed','Compliant','Updated',73,'{"repair_usd": 2794.630, "operating_usd": 238.6100, "maintenance_usd": 6588.74}'
74,'PE443494',74,14881.000,4602.00,'2025-01-25','2025-12-23','Active','Pending','Pending','Non-compliant','Incomplete',74,'{"repair_usd": 4163.160, "operating_usd": 286.0100, "maintenance_usd": 2156.35}'
75,'PE310864',75,7600.000,3640.00,'2024-10-01','2025-03-26','Standby','Expired','Failed','Compliant','Updated',75,'{"repair_usd": 3322.650, "operating_usd": 249.0700, "maintenance_usd": 2560.79}'
76,'PE878239',76,29014.000,750.00,'2024-11-25','2025-12-28','Storage','Valid','Passed','Compliant','Incomplete',76,'{"repair_usd": 3278.490, "operating_usd": 820.3000, "maintenance_usd": 9918.18}'
77,'PE617931',77,49204.000,1052.00,'2024-12-15','2026-02-01','Repair','Valid','Pending','Compliant','Updated',77,'{"repair_usd": 4435.300, "operating_usd": 142.8600, "maintenance_usd": 4815.60}'
78,'PE461637',78,21187.000,3290.00,'2024-05-29','2025-04-06','Standby','Expired','Pending','Compliant','Complete',78,'{"repair_usd": 4588.520, "operating_usd": 855.9900, "maintenance_usd": 6032.66}'
79,'PE997474',79,17113.000,341.00,'2024-08-31','2025-08-23','Maintenance','Valid','Passed','Compliant','Updated',79,'{"repair_usd": 697.810, "operating_usd": 276.7200, "maintenance_usd": 5974.23}'
80,'PE988963',80,35001.000,1263.00,'2024-03-15','2025-09-01','Storage','Expired','Failed','Compliant','Incomplete',80,'{"repair_usd": 1081.620, "operating_usd": 151.3400, "maintenance_usd": 7283.79}'
81,'PE843752',81,3568.000,1727.00,'2024-11-28','2025-10-17','Storage','Valid','Passed','Non-compliant','Updated',81,'{"repair_usd": 939.290, "operating_usd": 926.6000, "maintenance_usd": 5792.92}'
82,'PE473030',82,19636.000,2894.00,'2024-07-15','2025-03-14','Maintenance','Valid','Pending','Compliant','Complete',82,'{"repair_usd": 720.680, "operating_usd": 150.4500, "maintenance_usd": 5200.52}'
83,'PE274214',83,11186.000,2224.00,'2024-05-04','2025-08-19','Repair','Pending','Failed','Review','Complete',83,'{"repair_usd": 566.810, "operating_usd": 514.9900, "maintenance_usd": 3709.68}'
84,'PE837944',84,44115.000,313.00,'2024-09-04','2025-10-17','Storage','Valid','Pending','Compliant','Complete',84,'{"repair_usd": 73.160, "operating_usd": 949.3900, "maintenance_usd": 9510.37}'
85,'PE883979',85,14585.000,4137.00,'2024-10-11','2025-06-17','Maintenance','Pending','Passed','Review','Updated',85,'{"repair_usd": 4562.670, "operating_usd": 573.0000, "maintenance_usd": 2521.33}'
86,'PE634931',86,22957.000,676.00,'2024-12-26','2025-11-02','Repair','Expired','Passed','Review','Incomplete',86,'{"repair_usd": 2414.920, "operating_usd": 643.9800, "maintenance_usd": 5734.10}'
87,'PE872868',87,21314.000,1199.00,'2024-11-18','2025-05-04','Storage','Valid','Pending','Non-compliant','Complete',87,'{"repair_usd": 2818.340, "operating_usd": 798.0800, "maintenance_usd": 2454.37}'
88,'PE905940',88,33429.000,4411.00,'2025-01-04','2025-06-16','Maintenance','Valid','Failed','Compliant','Updated',88,'{"repair_usd": 223.320, "operating_usd": 682.9700, "maintenance_usd": 2154.91}'
89,'PE115491',89,23971.000,2448.00,'2024-05-24','2025-12-18','Maintenance','Expired','Failed','Review','Incomplete',89,'{"repair_usd": 2959.200, "operating_usd": 812.0600, "maintenance_usd": 9215.68}'
90,'PE833907',90,24441.000,4977.00,'2024-03-25','2025-03-16','Standby','Valid','Passed','Compliant','Incomplete',90,'{"repair_usd": 1622.760, "operating_usd": 957.1300, "maintenance_usd": 8655.58}'
91,'PE566588',91,32189.000,2985.00,'2024-05-15','2025-04-06','Standby','Pending','Failed','Compliant','Complete',91,'{"repair_usd": 1867.150, "operating_usd": 118.7500, "maintenance_usd": 145.30}'
92,'PE493487',92,8546.000,567.00,'2024-12-15','2025-05-09','Maintenance','Expired','Pending','Review','Updated',92,'{"repair_usd": 3835.200, "operating_usd": 657.4300, "maintenance_usd": 1279.69}'
93,'PE777994',93,25973.000,1638.00,'2024-04-20','2025-03-15','Repair','Valid','Pending','Compliant','Incomplete',93,'{"repair_usd": 4681.650, "operating_usd": 150.0200, "maintenance_usd": 2147.72}'
94,'PE734868',94,40491.000,2151.00,'2024-11-17','2025-04-30','Storage','Pending','Failed','Non-compliant','Complete',94,'{"repair_usd": 1258.900, "operating_usd": 184.4700, "maintenance_usd": 111.95}'
95,'PE870977',95,28676.000,4592.00,'2024-09-14','2026-01-27','Repair','Expired','Pending','Compliant','Complete',95,'{"repair_usd": 3302.870, "operating_usd": 843.5400, "maintenance_usd": 7749.43}'
96,'PE790642',96,15388.000,2067.00,'2024-05-15','2025-11-19','Maintenance','Pending','Passed','Non-compliant','Updated',96,'{"repair_usd": 2130.850, "operating_usd": 704.5000, "maintenance_usd": 2394.46}'
97,'PE554582',97,32458.000,1919.00,'2024-06-12','2025-08-26','Repair','Pending','Failed','Review','Updated',97,'{"repair_usd": 4229.030, "operating_usd": 908.0700, "maintenance_usd": 3534.80}'
98,'PE792633',98,10549.000,2573.00,'2024-06-13','2025-02-24','Standby','Expired','Passed','Compliant','Incomplete',98,'{"repair_usd": 1639.040, "operating_usd": 883.1000, "maintenance_usd": 2369.31}'
99,'PE768979',99,7542.000,2261.00,'2024-06-26','2025-12-10','Active','Pending','Failed','Non-compliant','Updated',99,'{"repair_usd": 1534.430, "operating_usd": 748.5700, "maintenance_usd": 4767.73}'
100,'PE625715',100,48116.000,2927.00,'2024-05-16','2026-01-06','Maintenance','Valid','Passed','Compliant','Incomplete',100,'{"repair_usd": 2963.520, "operating_usd": 481.2300, "maintenance_usd": 905.40}'
101,'PE855839',101,17386.000,624.00,'2024-08-21','2025-10-13','Storage','Pending','Pending','Review','Complete',101,'{"repair_usd": 131.230, "operating_usd": 72.6500, "maintenance_usd": 2937.14}'
102,'PE866538',102,23694.000,2993.00,'2024-09-10','2025-04-29','Active','Valid','Passed','Review','Updated',102,'{"repair_usd": 3638.440, "operating_usd": 936.5200, "maintenance_usd": 4818.87}'
103,'PE123529',103,28160.000,921.00,'2024-04-09','2025-04-26','Repair','Expired','Pending','Non-compliant','Complete',103,'{"repair_usd": 3538.620, "operating_usd": 355.8500, "maintenance_usd": 7873.62}'
104,'PE286456',104,43175.000,3110.00,'2024-02-28','2025-07-14','Maintenance','Expired','Failed','Non-compliant','Updated',104,'{"repair_usd": 1602.490, "operating_usd": 417.4800, "maintenance_usd": 7135.90}'
105,'PE763244',105,50.000,1508.00,'2024-04-25','2025-07-02','Storage','Expired','Passed','Non-compliant','Incomplete',105,'{"repair_usd": 4367.010, "operating_usd": 545.7200, "maintenance_usd": 291.17}'
106,'PE363668',106,14566.000,182.00,'2024-10-23','2025-10-15','Standby','Pending','Passed','Non-compliant','Incomplete',106,'{"repair_usd": 201.120, "operating_usd": 248.9700, "maintenance_usd": 8750.16}'
107,'PE297097',107,28442.000,2427.00,'2024-11-26','2025-11-24','Repair','Expired','Failed','Non-compliant','Complete',107,'{"repair_usd": 4759.350, "operating_usd": 87.2600, "maintenance_usd": 682.08}'
108,'PE948869',108,6417.000,3941.00,'2024-12-01','2025-07-30','Repair','Pending','Passed','Review','Complete',108,'{"repair_usd": 691.070, "operating_usd": 636.6600, "maintenance_usd": 5732.68}'
109,'PE218124',109,29550.000,1378.00,'2024-06-02','2025-08-05','Storage','Pending','Pending','Review','Complete',109,'{"repair_usd": 179.140, "operating_usd": 40.6300, "maintenance_usd": 5238.41}'
110,'PE585058',110,30968.000,460.00,'2024-03-13','2025-06-26','Storage','Valid','Passed','Compliant','Updated',110,'{"repair_usd": 3165.030, "operating_usd": 208.2900, "maintenance_usd": 7763.91}'
111,'PE589186',111,17444.000,4536.00,'2025-01-17','2025-07-05','Maintenance','Expired','Failed','Review','Incomplete',111,'{"repair_usd": 2424.580, "operating_usd": 356.6400, "maintenance_usd": 9051.52}'
112,'PE138566',112,15743.000,1668.00,'2024-05-29','2025-09-21','Standby','Pending','Pending','Non-compliant','Complete',112,'{"repair_usd": 2348.320, "operating_usd": 474.2800, "maintenance_usd": 7499.43}'
113,'PE196998',113,897.000,1165.00,'2024-02-28','2025-08-20','Repair','Expired','Passed','Non-compliant','Incomplete',113,'{"repair_usd": 4266.230, "operating_usd": 346.8900, "maintenance_usd": 4840.89}'
114,'PE905857',114,1279.000,1817.00,'2024-11-02','2025-04-09','Active','Valid','Pending','Non-compliant','Complete',114,'{"repair_usd": 3153.670, "operating_usd": 2.3500, "maintenance_usd": 1113.56}'
115,'PE162064',115,21234.000,3410.00,'2024-05-01','2025-07-23','Repair','Expired','Failed','Review','Complete',115,'{"repair_usd": 3236.780, "operating_usd": 37.6800, "maintenance_usd": 7364.57}'
116,'PE259067',116,12097.000,2523.00,'2024-03-26','2025-03-03','Active','Pending','Pending','Review','Incomplete',116,'{"repair_usd": 3475.780, "operating_usd": 931.9100, "maintenance_usd": 7613.63}'
117,'PE110708',117,2889.000,1356.00,'2024-11-20','2025-06-14','Storage','Valid','Pending','Non-compliant','Updated',117,'{"repair_usd": 3542.370, "operating_usd": 909.7800, "maintenance_usd": 9385.04}'
118,'PE117433',118,6899.000,3838.00,'2024-08-04','2025-03-10','Standby','Expired','Failed','Review','Incomplete',118,'{"repair_usd": 1465.290, "operating_usd": 586.9100, "maintenance_usd": 5145.62}'
119,'PE807491',119,6911.000,2267.00,'2024-09-23','2025-08-21','Storage','Valid','Passed','Review','Updated',119,'{"repair_usd": 3012.590, "operating_usd": 605.6400, "maintenance_usd": 1721.01}'
120,'PE217333',120,72.000,1185.00,'2024-11-30','2025-12-30','Standby','Valid','Pending','Non-compliant','Incomplete',120,'{"repair_usd": 234.670, "operating_usd": 447.6000, "maintenance_usd": 8799.29}'
121,'PE794054',121,34171.000,2240.00,'2024-09-22','2026-02-12','Standby','Expired','Pending','Review','Updated',121,'{"repair_usd": 2814.120, "operating_usd": 608.3700, "maintenance_usd": 1290.26}'
122,'PE864612',122,42332.000,3064.00,'2024-11-27','2025-12-25','Active','Pending','Pending','Non-compliant','Complete',122,'{"repair_usd": 4385.960, "operating_usd": 166.5700, "maintenance_usd": 8898.23}'
123,'PE731344',123,21759.000,3087.00,'2024-04-12','2025-06-09','Maintenance','Expired','Failed','Non-compliant','Complete',123,'{"repair_usd": 3279.770, "operating_usd": 106.4400, "maintenance_usd": 2978.33}'
124,'PE411697',124,32425.000,4859.00,'2024-06-20','2025-11-18','Repair','Expired','Failed','Non-compliant','Incomplete',124,'{"repair_usd": 3793.090, "operating_usd": 112.4600, "maintenance_usd": 8887.12}'
125,'PE233857',125,18125.000,1734.00,'2025-01-07','2025-07-30','Repair','Valid','Failed','Compliant','Incomplete',125,'{"repair_usd": 3845.920, "operating_usd": 546.7100, "maintenance_usd": 7694.18}'
126,'PE208025',126,15334.000,1446.00,'2025-02-14','2025-12-08','Active','Valid','Passed','Compliant','Incomplete',126,'{"repair_usd": 3494.810, "operating_usd": 200.3400, "maintenance_usd": 5434.55}'
127,'PE276585',127,38668.000,4765.00,'2024-04-19','2025-07-01','Storage','Expired','Pending','Compliant','Complete',127,'{"repair_usd": 4553.140, "operating_usd": 827.8500, "maintenance_usd": 4690.45}'
128,'PE843937',128,9056.000,4591.00,'2024-03-13','2025-12-31','Repair','Expired','Pending','Non-compliant','Complete',128,'{"repair_usd": 2892.580, "operating_usd": 923.6400, "maintenance_usd": 2710.25}'
129,'PE769176',129,16117.000,524.00,'2024-06-27','2025-10-23','Maintenance','Expired','Pending','Compliant','Incomplete',129,'{"repair_usd": 3633.320, "operating_usd": 454.8500, "maintenance_usd": 8447.96}'
130,'PE573946',130,33110.000,3720.00,'2024-02-20','2025-09-02','Active','Expired','Pending','Compliant','Complete',130,'{"repair_usd": 461.750, "operating_usd": 623.1200, "maintenance_usd": 826.73}'
131,'PE165574',131,37141.000,1466.00,'2024-06-22','2026-01-15','Storage','Expired','Pending','Non-compliant','Updated',131,'{"repair_usd": 3049.260, "operating_usd": 295.9100, "maintenance_usd": 4957.70}'
132,'PE245196',132,9960.000,4891.00,'2024-02-29','2026-01-27','Active','Valid','Passed','Review','Complete',132,'{"repair_usd": 786.360, "operating_usd": 82.9300, "maintenance_usd": 314.76}'
133,'PE779154',133,41966.000,2582.00,'2024-02-26','2025-08-10','Repair','Pending','Failed','Non-compliant','Complete',133,'{"repair_usd": 1398.250, "operating_usd": 47.8900, "maintenance_usd": 4673.07}'
134,'PE765764',134,46820.000,2633.00,'2024-02-25','2026-01-16','Storage','Pending','Failed','Compliant','Incomplete',134,'{"repair_usd": 2633.010, "operating_usd": 792.3100, "maintenance_usd": 3803.10}'
135,'PE842682',135,24645.000,1484.00,'2024-08-07','2026-01-31','Maintenance','Valid','Failed','Non-compliant','Updated',135,'{"repair_usd": 1715.310, "operating_usd": 140.7700, "maintenance_usd": 2447.57}'
136,'PE856564',136,30590.000,799.00,'2024-08-17','2025-11-23','Maintenance','Pending','Pending','Compliant','Complete',136,'{"repair_usd": 1911.300, "operating_usd": 772.2200, "maintenance_usd": 3789.36}'
137,'PE285138',137,41727.000,1037.00,'2024-03-09','2025-12-06','Maintenance','Expired','Pending','Review','Incomplete',137,'{"repair_usd": 4224.610, "operating_usd": 425.0100, "maintenance_usd": 8841.57}'
138,'PE770977',138,45196.000,4176.00,'2024-03-31','2025-08-15','Storage','Valid','Pending','Review','Complete',138,'{"repair_usd": 4010.670, "operating_usd": 90.7700, "maintenance_usd": 6492.17}'
139,'PE344890',139,9353.000,3662.00,'2024-03-04','2025-03-10','Standby','Pending','Passed','Compliant','Updated',139,'{"repair_usd": 2300.410, "operating_usd": 807.4100, "maintenance_usd": 8313.66}'
140,'PE952510',140,4343.000,2918.00,'2024-10-23','2025-10-13','Repair','Pending','Pending','Review','Incomplete',140,'{"repair_usd": 4058.090, "operating_usd": 89.2100, "maintenance_usd": 6257.72}'
141,'PE219601',141,39527.000,3155.00,'2024-05-13','2026-01-09','Active','Pending','Failed','Non-compliant','Complete',141,'{"repair_usd": 4240.290, "operating_usd": 589.0700, "maintenance_usd": 2287.61}'
142,'PE607918',142,27277.000,3937.00,'2024-09-29','2025-09-21','Repair','Pending','Failed','Review','Updated',142,'{"repair_usd": 4344.640, "operating_usd": 684.1000, "maintenance_usd": 163.79}'
143,'PE948006',143,36809.000,1143.00,'2025-01-19','2025-05-18','Maintenance','Expired','Failed','Review','Updated',143,'{"repair_usd": 4897.440, "operating_usd": 30.1300, "maintenance_usd": 3099.19}'
144,'PE611748',144,35512.000,1903.00,'2024-04-07','2025-11-13','Maintenance','Expired','Pending','Review','Updated',144,'{"repair_usd": 3368.050, "operating_usd": 537.0700, "maintenance_usd": 1034.45}'
145,'PE657112',145,25124.000,3916.00,'2024-07-11','2025-03-07','Storage','Pending','Passed','Review','Complete',145,'{"repair_usd": 4412.530, "operating_usd": 436.8900, "maintenance_usd": 6253.91}'
