26,'PE604010',26,'Standby','Off',40.72,'On',25.78,'Auto','Open','Closed','Open',26,'{"co2_ppm": 560.9, "o2_percent": 16.25, "pressure_kpa": 880, "temperature_c": 33.36, "humidity_percent": 42.7, "air_quality_index": 32.16}'
27,'PE393061',27,'Testing','Off',87.56,'Off',11.66,'On','Closed','Closed','Closed',27,'{"co2_ppm": 2016.2, "o2_percent": 20.57, "pressure_kpa": 1116, "temperature_c": 1.07, "humidity_percent": 0.8, "air_quality_index": 194.88}'
28,'PE108108',28,'Active','On',16.84,'Auto',27.13,'Off','Partial','Open','Locked',28,'{"co2_ppm": 3431.3, "o2_percent": 20.45, "pressure_kpa": 1171, "temperature_c": -24.88, "humidity_percent": 37.5, "air_quality_index": 280.05}'
29,'PE550417',29,'Testing','Auto',31.82,'Off',5.72,'Auto','Open','Locked','Closed',29,'{"co2_ppm": 4921.6, "o2_percent": 17.60, "pressure_kpa": 877, "temperature_c": 12.8, "humidity_percent": 25.6, "air_quality_index": 278.37}'
30,'PE660224',30,'Testing','Auto',77.40,'Auto',0.44,'Off','Closed','Locked','Locked',30,'{"co2_ppm": 732.8, "o2_percent": 13.48, "pressure_kpa": 873, "temperature_c": 4.28, "humidity_percent": 40.6, "air_quality_index": 491.61}'
31,'PE171947',31,'Active','Auto',74.78,'Off',11.72,'Off','Open','Locked','Closed',31,'{"co2_ppm": 4892.9, "o2_percent": 16.70, "pressure_kpa": 942, "temperature_c": -3.97, "humidity_percent": 80.4, "air_quality_index": 199.73}'
32,'PE797950',32,'Testing','Auto',16.78,'Off',11.6,'Off','Partial','Open','Locked',32,'{"co2_ppm": 820.9, "o2_percent": 17.93, "pressure_kpa": 964, "temperature_c": -29.87, "humidity_percent": 44.9, "air_quality_index": 459.37}'
33,'PE526709',33,'Testing','Auto',92.15,'Off',20.2,'Auto','Partial','Closed','Open',33,'{"co2_ppm": 1432.6, "o2_percent": 11.21, "pressure_kpa": 1147, "temperature_c": 9.52, "humidity_percent": 25.5, "air_quality_index": 80.77}'
34,'PE819448',34,'Testing','Auto',50.94,'Auto',2.44,'On','Open','Closed','Closed',34,'{"co2_ppm": 4610.4, "o2_percent": 14.02, "pressure_kpa": 908, "temperature_c": 36.85, "humidity_percent": 15.6, "air_quality_index": 131.11}'
35,'PE496485',35,'Standby','Auto',51.97,'Auto',14.84,'Off','Closed','Open','Locked',35,'{"co2_ppm": 2606.2, "o2_percent": 20.88, "pressure_kpa": 884, "temperature_c": 15.13, "humidity_percent": 16.2, "air_quality_index": 14.28}'
36,'PE808742',36,'Active','Auto',66.73,'Auto',12.71,'On','Open','Closed','Closed',36,'{"co2_ppm": 1299.2, "o2_percent": 17.48, "pressure_kpa": 1003, "temperature_c": 20.21, "humidity_percent": 99.3, "air_quality_index": 101.71}'
37,'PE353523',37,'Testing','On',31.98,'Auto',7.17,'Off','Closed','Closed','Open',37,'{"co2_ppm": 1027.6, "o2_percent": 15.45, "pressure_kpa": 1184, "temperature_c": -22.62, "humidity_percent": 88.9, "air_quality_index": 101.5}'
38,'PE486690',38,'Active','Auto',88.05,'Off',26.37,'On','Closed','Open','Closed',38,'{"co2_ppm": 3601.4, "o2_percent": 11.19, "pressure_kpa": 1005, "temperature_c": 28.48, "humidity_percent": 27.5, "air_quality_index": 471.81}'
39,'PE245161',39,'Active','On',38.96,'On',29.65,'On','Open','Locked','Closed',39,'{"co2_ppm": 1666.5, "o2_percent": 12.15, "pressure_kpa": 1057, "temperature_c": -23.71, "humidity_percent": 21.2, "air_quality_index": 153.42}'
40,'PE143333',40,'Active','Off',12.43,'On',0.12,'On','Closed','Closed','Open',40,'{"co2_ppm": 2832.4, "o2_percent": 16.81, "pressure_kpa": 814, "temperature_c": 37.35, "humidity_percent": 78.0, "air_quality_index": 393.47}'
41,'PE803946',41,'Active','On',46.40,'Auto',13.08,'On','Partial','Open','Closed',41,'{"co2_ppm": 1966.8, "o2_percent": 19.33, "pressure_kpa": 840, "temperature_c": 29.21, "humidity_percent": 78.5, "air_quality_index": 397.4}'
42,'PE149501',42,'Active','Auto',35.08,'On',9.3,'On','Partial','Open','Locked',42,'{"co2_ppm": 2651.1, "o2_percent": 12.32, "pressure_kpa": 943, "temperature_c": 5.25, "humidity_percent": 8.9, "air_quality_index": 232.21}'
43,'PE641342',43,'Testing','Auto',61.50,'Off',17.9,'Off','Partial','Locked','Closed',43,'{"co2_ppm": 445.0, "o2_percent": 13.54, "pressure_kpa": 960, "temperature_c": -28.82, "humidity_percent": 48.8, "air_quality_index": 347.77}'
44,'PE702097',44,'Testing','Auto',24.77,'Auto',6.52,'Off','Partial','Open','Locked',44,'{"co2_ppm": 1152.3, "o2_percent": 11.05, "pressure_kpa": 1148, "temperature_c": -15.7, "humidity_percent": 67.5, "air_quality_index": 94.67}'
45,'PE158907',45,'Active','Off',20.18,'On',11.21,'Off','Partial','Closed','Closed',45,'{"co2_ppm": 4732.0, "o2_percent": 10.74, "pressure_kpa": 881, "temperature_c": 13.4, "humidity_percent": 4.9, "air_quality_index": 115.44}'
46,'PE388337',46,'Active','On',90.25,'Off',11.28,'On','Closed','Locked','Open',46,'{"co2_ppm": 539.5, "o2_percent": 10.95, "pressure_kpa": 905, "temperature_c": 30.52, "humidity_percent": 22.2, "air_quality_index": 114.85}'
47,'PE849807',47,'Standby','Auto',33.35,'Auto',24.35,'On','Open','Closed','Closed',47,'{"co2_ppm": 2022.9, "o2_percent": 12.23, "pressure_kpa": 975, "temperature_c": 25.44, "humidity_percent": 79.8, "air_quality_index": 96.46}'
48,'PE185934',48,'Standby','On',55.78,'Off',16.75,'On','Closed','Locked','Locked',48,'{"co2_ppm": 3813.1, "o2_percent": 19.00, "pressure_kpa": 1157, "temperature_c": -0.09, "humidity_percent": 33.0, "air_quality_index": 227.22}'
49,'PE644868',49,'Active','On',89.55,'Auto',7.19,'Off','Closed','Open','Locked',49,'{"co2_ppm": 4047.9, "o2_percent": 12.40, "pressure_kpa": 1148, "temperature_c": 3.49, "humidity_percent": 42.9, "air_quality_index": 443.59}'
50,'PE566902',50,'Standby','On',10.07,'On',28.39,'Auto','Partial','Locked','Closed',50,'{"co2_ppm": 163.5, "o2_percent": 12.25, "pressure_kpa": 841, "temperature_c": 33.52, "humidity_percent": 92.8, "air_quality_index": 427.36}'
51,'PE593084',51,'Testing','Auto',23.34,'Off',6.98,'Auto','Closed','Open','Closed',51,'{"co2_ppm": 3971.2, "o2_percent": 18.54, "pressure_kpa": 1040, "temperature_c": -9.45, "humidity_percent": 26.3, "air_quality_index": 474.83}'
52,'PE753858',52,'Standby','Off',10.84,'Off',12.63,'Auto','Partial','Closed','Open',52,'{"co2_ppm": 3250.8, "o2_percent": 14.86, "pressure_kpa": 888, "temperature_c": 12.46, "humidity_percent": 43.6, "air_quality_index": 28.66}'
53,'PE467205',53,'Testing','On',70.35,'On',28.99,'Auto','Open','Closed','Open',53,'{"co2_ppm": 1694.3, "o2_percent": 17.14, "pressure_kpa": 868, "temperature_c": 19.25, "humidity_percent": 44.3, "air_quality_index": 123.51}'
54,'PE615712',54,'Standby','Off',89.84,'On',25.59,'On','Open','Closed','Open',54,'{"co2_ppm": 3979.7, "o2_percent": 19.12, "pressure_kpa": 980, "temperature_c": -26.92, "humidity_percent": 76.1, "air_quality_index": 212.52}'
55,'PE129437',55,'Active','Auto',80.06,'Auto',23.16,'Auto','Closed','Open','Locked',55,'{"co2_ppm": 3713.1, "o2_percent": 12.85, "pressure_kpa": 878, "temperature_c": 34.62, "humidity_percent": 28.3, "air_quality_index": 311.44}'
56,'PE172120',56,'Testing','On',8.37,'Off',28.36,'On','Partial','Locked','Locked',56,'{"co2_ppm": 783.9, "o2_percent": 12.37, "pressure_kpa": 1133, "temperature_c": 15.17, "humidity_percent": 19.9, "air_quality_index": 144.12}'
57,'PE954298',57,'Testing','Auto',45.45,'On',4.87,'Off','Partial','Open','Locked',57,'{"co2_ppm": 2125.9, "o2_percent": 11.49, "pressure_kpa": 858, "temperature_c": 31.38, "humidity_percent": 40.9, "air_quality_index": 114.8}'
58,'PE142512',58,'Standby','Off',18.64,'Off',8.61,'Auto','Partial','Open','Locked',58,'{"co2_ppm": 1223.7, "o2_percent": 20.05, "pressure_kpa": 882, "temperature_c": -19.56, "humidity_percent": 57.6, "air_quality_index": 413.5}'
59,'PE514481',59,'Standby','Off',6.46,'Auto',17.27,'Auto','Partial','Locked','Open',59,'{"co2_ppm": 4752.3, "o2_percent": 17.16, "pressure_kpa": 949, "temperature_c": 21.38, "humidity_percent": 84.3, "air_quality_index": 191.4}'
60,'PE432586',60,'Standby','On',11.52,'On',22.72,'Auto','Partial','Locked','Closed',60,'{"co2_ppm": 2265.5, "o2_percent": 20.26, "pressure_kpa": 930, "temperature_c": 26.74, "humidity_percent": 50.3, "air_quality_index": 145.99}'
61,'PE562948',61,'Testing','Auto',33.22,'On',29.12,'Off','Closed','Closed','Locked',61,'{"co2_ppm": 1482.0, "o2_percent": 12.36, "pressure_kpa": 1001, "temperature_c": 33.02, "humidity_percent": 88.3, "air_quality_index": 31.02}'
62,'PE537344',62,'Standby','On',38.35,'Auto',10.26,'Off','Partial','Open','Closed',62,'{"co2_ppm": 1835.1, "o2_percent": 20.55, "pressure_kpa": 906, "temperature_c": 1.42, "humidity_percent": 51.4, "air_quality_index": 266.52}'
63,'PE586784',63,'Testing','Off',48.40,'On',26.15,'Auto','Closed','Open','Open',63,'{"co2_ppm": 4030.4, "o2_percent": 13.31, "pressure_kpa": 815, "temperature_c": 5.55, "humidity_percent": 43.4, "air_quality_index": 55.54}'
64,'PE164420',64,'Active','Auto',40.12,'Auto',5.39,'Auto','Partial','Closed','Locked',64,'{"co2_ppm": 3777.5, "o2_percent": 18.72, "pressure_kpa": 988, "temperature_c": 7.84, "humidity_percent": 85.5, "air_quality_index": 86.77}'
65,'PE624350',65,'Testing','Auto',9.72,'On',7.12,'Auto','Open','Locked','Locked',65,'{"co2_ppm": 4276.8, "o2_percent": 10.94, "pressure_kpa": 1048, "temperature_c": -14.64, "humidity_percent": 9.4, "air_quality_index": 223.06}'
66,'PE609009',66,'Active','On',68.62,'Off',12.01,'Off','Closed','Closed','Open',66,'{"co2_ppm": 3137.8, "o2_percent": 18.21, "pressure_kpa": 874, "temperature_c": 33.35, "humidity_percent": 76.0, "air_quality_index": 101.86}'
67,'PE462707',67,'Active','On',82.89,'Off',19.32,'Auto','Closed','Closed','Closed',67,'{"co2_ppm": 3436.0, "o2_percent": 20.07, "pressure_kpa": 910, "temperature_c": 10.65, "humidity_percent": 1.9, "air_quality_index": 317.98}'
68,'PE599287',68,'Standby','On',33.50,'On',8.24,'Off','Open','Closed','Open',68,'{"co2_ppm": 3275.5, "o2_percent": 18.83, "pressure_kpa": 1138, "temperature_c": -17.21, "humidity_percent": 83.0, "air_quality_index": 309.88}'
69,'PE393792',69,'Standby','Off',9.78,'On',8.22,'On','Partial','Closed','Closed',69,'{"co2_ppm": 4659.1, "o2_percent": 11.30, "pressure_kpa": 897, "temperature_c": -26.15, "humidity_percent": 38.0, "air_quality_index": 163.32}'
70,'PE662221',70,'Standby','Auto',77.84,'Off',20.8,'Auto','Open','Locked','Closed',70,'{"co2_ppm": 4763.7, "o2_percent": 19.81, "pressure_kpa": 995, "temperature_c": -8.76, "humidity_percent": 63.1, "air_quality_index": 472.95}'
71,'PE174904',71,'Testing','Off',31.61,'On',8.83,'Off','Partial','Closed','Open',71,'{"co2_ppm": 4509.2, "o2_percent": 14.40, "pressure_kpa": 1130, "temperature_c": -12.97, "humidity_percent": 52.2, "air_quality_index": 266.75}'
72,'PE554227',72,'Testing','On',42.78,'Auto',2.31,'Off','Closed','Locked','Closed',72,'{"co2_ppm": 3787.8, "o2_percent": 11.83, "pressure_kpa": 831, "temperature_c": -25.78, "humidity_percent": 72.1, "air_quality_index": 353.62}'
73,'PE877296',73,'Active','Auto',98.25,'Auto',28.11,'On','Partial','Closed','Closed',73,'{"co2_ppm": 4358.0, "o2_percent": 13.75, "pressure_kpa": 960, "temperature_c": -19.22, "humidity_percent": 54.1, "air_quality_index": 433.93}'
74,'PE443494',74,'Testing','Off',28.06,'On',14.19,'On','Closed','Locked','Closed',74,'{"co2_ppm": 4109.1, "o2_percent": 17.39, "pressure_kpa": 879, "temperature_c": 26.19, "humidity_percent": 4.3, "air_quality_index": 173.72}'
75,'PE310864',75,'Testing','Auto',69.40,'On',17.97,'On','Closed','Closed','Open',75,'{"co2_ppm": 1636.7, "o2_percent": 12.82, "pressure_kpa": 977, "temperature_c": 39.63, "humidity_percent": 35.2, "air_quality_index": 315.51}'
76,'PE878239',76,'Active','Auto',59.20,'Auto',4.31,'Off','Partial','Open','Closed',76,'{"co2_ppm": 4862.8, "o2_percent": 20.33, "pressure_kpa": 966, "temperature_c": -9.83, "humidity_percent": 5.2, "air_quality_index": 351.3}'
77,'PE617931',77,'Testing','Auto',23.69,'Off',24.56,'On','Closed','Closed','Locked',77,'{"co2_ppm": 4624.9, "o2_percent": 19.97, "pressure_kpa": 857, "temperature_c": 26.05, "humidity_percent": 46.6, "air_quality_index": 25.69}'
78,'PE461637',78,'Standby','Auto',30.75,'Auto',27.2,'On','Open','Open','Locked',78,'{"co2_ppm": 1411.1, "o2_percent": 14.19, "pressure_kpa": 810, "temperature_c": 38.17, "humidity_percent": 80.0, "air_quality_index": 352.45}'
79,'PE997474',79,'Active','On',60.64,'On',6.53,'On','Closed','Closed','Locked',79,'{"co2_ppm": 2583.6, "o2_percent": 18.11, "pressure_kpa": 917, "temperature_c": -24.49, "humidity_percent": 61.0, "air_quality_index": 64.14}'
80,'PE988963',80,'Testing','On',33.53,'Auto',10.73,'Off','Closed','Open','Locked',80,'{"co2_ppm": 2862.9, "o2_percent": 17.11, "pressure_kpa": 826, "temperature_c": 26.6, "humidity_percent": 99.2, "air_quality_index": 117.45}'
81,'PE843752',81,'Standby','Off',11.05,'Auto',14.21,'Off','Closed','Locked','Locked',81,'{"co2_ppm": 565.5, "o2_percent": 16.07, "pressure_kpa": 1169, "temperature_c": -19.08, "humidity_percent": 24.1, "air_quality_index": 182.8}'
82,'PE473030',82,'Testing','Auto',17.24,'Auto',5.76,'On','Closed','Open','Locked',82,'{"co2_ppm": 387.4, "o2_percent": 15.16, "pressure_kpa": 826, "temperature_c": -1.81, "humidity_percent": 81.8, "air_quality_index": 355.26}'
83,'PE274214',83,'Testing','Auto',4.28,'Off',14.84,'Off','Closed','Closed','Open',83,'{"co2_ppm": 4088.1, "o2_percent": 10.98, "pressure_kpa": 865, "temperature_c": 28.31, "humidity_percent": 55.8, "air_quality_index": 293.41}'
84,'PE837944',84,'Standby','Off',18.02,'Auto',26.67,'Off','Open','Open','Locked',84,'{"co2_ppm": 3898.7, "o2_percent": 16.79, "pressure_kpa": 1043, "temperature_c": -9.74, "humidity_percent": 54.5, "air_quality_index": 23.07}'
85,'PE883979',85,'Standby','Auto',59.91,'Auto',5.02,'Auto','Open','Locked','Closed',85,'{"co2_ppm": 249.5, "o2_percent": 17.37, "pressure_kpa": 999, "temperature_c": 24.44, "humidity_percent": 20.0, "air_quality_index": 19.77}'
86,'PE634931',86,'Active','Auto',40.66,'On',20.08,'Auto','Partial','Open','Open',86,'{"co2_ppm": 4080.3, "o2_percent": 18.57, "pressure_kpa": 902, "temperature_c": -9.1, "humidity_percent": 93.7, "air_quality_index": 484.82}'
87,'PE872868',87,'Standby','Auto',80.33,'Auto',28.87,'Off','Partial','Open','Locked',87,'{"co2_ppm": 1532.8, "o2_percent": 20.61, "pressure_kpa": 830, "temperature_c": 16.19, "humidity_percent": 80.1, "air_quality_index": 163.86}'
88,'PE905940',88,'Active','On',36.85,'Off',0.83,'Off','Open','Closed','Open',88,'{"co2_ppm": 3931.6, "o2_percent": 19.55, "pressure_kpa": 989, "temperature_c": 37.66, "humidity_percent": 98.8, "air_quality_index": 176.77}'
89,'PE115491',89,'Testing','On',79.37,'Auto',3.71,'Auto','Closed','Locked','Locked',89,'{"co2_ppm": 4624.6, "o2_percent": 18.89, "pressure_kpa": 1085, "temperature_c": 17.01, "humidity_percent": 73.1, "air_quality_index": 229.29}'
90,'PE833907',90,'Testing','Off',90.10,'On',4.82,'Auto','Closed','Locked','Closed',90,'{"co2_ppm": 4325.4, "o2_percent": 18.79, "pressure_kpa": 964, "temperature_c": 36.39, "humidity_percent": 95.4, "air_quality_index": 121.8}'
91,'PE566588',91,'Active','Off',54.59,'On',15.33,'Auto','Closed','Open','Open',91,'{"co2_ppm": 923.5, "o2_percent": 10.31, "pressure_kpa": 987, "temperature_c": 26.7, "humidity_percent": 0.7, "air_quality_index": 192.55}'
92,'PE493487',92,'Active','Off',13.70,'Auto',3.66,'Off','Partial','Open','Closed',92,'{"co2_ppm": 904.0, "o2_percent": 15.35, "pressure_kpa": 1144, "temperature_c": 24.73, "humidity_percent": 67.8, "air_quality_index": 270.61}'
93,'PE777994',93,'Active','Auto',21.42,'Auto',19.35,'On','Open','Open','Locked',93,'{"co2_ppm": 2860.6, "o2_percent": 17.64, "pressure_kpa": 961, "temperature_c": -28.65, "humidity_percent": 76.2, "air_quality_index": 122.36}'
94,'PE734868',94,'Testing','Off',39.20,'On',3.98,'Off','Open','Locked','Open',94,'{"co2_ppm": 4376.5, "o2_percent": 10.04, "pressure_kpa": 1048, "temperature_c": 39.38, "humidity_percent": 2.8, "air_quality_index": 172.73}'
95,'PE870977',95,'Standby','Auto',65.10,'On',13.49,'Off','Closed','Closed','Locked',95,'{"co2_ppm": 2582.9, "o2_percent": 15.26, "pressure_kpa": 900, "temperature_c": 5.71, "humidity_percent": 66.9, "air_quality_index": 263.73}'
96,'PE790642',96,'Active','On',65.45,'Off',14.56,'On','Open','Locked','Open',96,'{"co2_ppm": 257.1, "o2_percent": 17.82, "pressure_kpa": 954, "temperature_c": 7.43, "humidity_percent": 58.8, "air_quality_index": 343.95}'
97,'PE554582',97,'Active','On',99.39,'On',29.62,'Off','Partial','Locked','Locked',97,'{"co2_ppm": 4349.0, "o2_percent": 20.08, "pressure_kpa": 921, "temperature_c": -24.17, "humidity_percent": 49.8, "air_quality_index": 157.84}'
98,'PE792633',98,'Testing','Off',41.66,'Auto',18.41,'Off','Open','Open','Closed',98,'{"co2_ppm": 261.8, "o2_percent": 11.36, "pressure_kpa": 844, "temperature_c": -19.08, "humidity_percent": 10.6, "air_quality_index": 136.82}'
99,'PE768979',99,'Standby','Off',0.46,'Auto',25.28,'On','Closed','Closed','Closed',99,'{"co2_ppm": 1829.0, "o2_percent": 11.66, "pressure_kpa": 1152, "temperature_c": -18.7, "humidity_percent": 98.1, "air_quality_index": 228.18}'
100,'PE625715',100,'Testing','On',28.01,'Auto',17.13,'Off','Open','Open','Locked',100,'{"co2_ppm": 332.3, "o2_percent": 11.67, "pressure_kpa": 987, "temperature_c": 30.88, "humidity_percent": 12.5, "air_quality_index": 418.63}'
101,'PE855839',101,'Active','On',88.99,'Off',16.9,'Auto','Open','Closed','Closed',101,'{"co2_ppm": 1303.2, "o2_percent": 11.19, "pressure_kpa": 891, "temperature_c": 27.79, "humidity_percent": 49.0, "air_quality_index": 488.72}'
102,'PE866538',102,'Testing','On',12.84,'On',20.96,'On','Open','Locked','Closed',102,'{"co2_ppm": 1736.4, "o2_percent": 19.41, "pressure_kpa": 846, "temperature_c": 37.94, "humidity_percent": 78.8, "air_quality_index": 225.73}'
103,'PE123529',103,'Standby','On',66.91,'On',24.66,'On','Closed','Closed','Locked',103,'{"co2_ppm": 328.0, "o2_percent": 20.83, "pressure_kpa": 820, "temperature_c": -0.18, "humidity_percent": 61.9, "air_quality_index": 307.69}'
104,'PE286456',104,'Testing','On',80.34,'Off',22.87,'Off','Closed','Closed','Open',104,'{"co2_ppm": 3952.5, "o2_percent": 20.63, "pressure_kpa": 1131, "temperature_c": -18.39, "humidity_percent": 81.7, "air_quality_index": 178.04}'
105,'PE763244',105,'Active','On',54.91,'On',25.2,'Off','Partial','Open','Open',105,'{"co2_ppm": 1926.9, "o2_percent": 20.08, "pressure_kpa": 1182, "temperature_c": -16.74, "humidity_percent": 0.9, "air_quality_index": 173.2}'
106,'PE363668',106,'Standby','Auto',30.38,'On',15.47,'On','Partial','Locked','Closed',106,'{"co2_ppm": 3207.0, "o2_percent": 15.48, "pressure_kpa": 1170, "temperature_c": 16.91, "humidity_percent": 53.6, "air_quality_index": 397.26}'
107,'PE297097',107,'Standby','Off',81.78,'Off',28.7,'On','Closed','Locked','Closed',107,'{"co2_ppm": 4577.4, "o2_percent": 16.16, "pressure_kpa": 893, "temperature_c": 11.61, "humidity_percent": 7.2, "air_quality_index": 199.15}'
108,'PE948869',108,'Testing','On',42.64,'Off',0.8,'Auto','Partial','Locked','Closed',108,'{"co2_ppm": 221.6, "o2_percent": 20.65, "pressure_kpa": 961, "temperature_c": 3.22, "humidity_percent": 97.6, "air_quality_index": 30.85}'
109,'PE218124',109,'Active','Off',68.73,'On',28.67,'On','Open','Open','Open',109,'{"co2_ppm": 4018.9, "o2_percent": 12.00, "pressure_kpa": 916, "temperature_c": 29.98, "humidity_percent": 69.1, "air_quality_index": 277.76}'
110,'PE585058',110,'Active','Off',52.93,'Auto',24.0,'Auto','Open','Open','Locked',110,'{"co2_ppm": 474.8, "o2_percent": 17.84, "pressure_kpa": 1030, "temperature_c": 7.54, "humidity_percent": 50.4, "air_quality_index": 146.82}'
111,'PE589186',111,'Standby','On',56.82,'Auto',22.48,'On','Partial','Closed','Open',111,'{"co2_ppm": 2315.3, "o2_percent": 15.56, "pressure_kpa": 1089, "temperature_c": -17.67, "humidity_percent": 56.5, "air_quality_index": 97}'
112,'PE138566',112,'Testing','Off',37.72,'Off',14.07,'Off','Closed','Locked','Locked',112,'{"co2_ppm": 3421.0, "o2_percent": 14.31, "pressure_kpa": 880, "temperature_c": -9.72, "humidity_percent": 86.3, "air_quality_index": 161.75}'
113,'PE196998',113,'Active','Auto',5.04,'On',28.77,'On','Closed','Locked','Open',113,'{"co2_ppm": 1714.4, "o2_percent": 17.73, "pressure_kpa": 1125, "temperature_c": -17.93, "humidity_percent": 61.4, "air_quality_index": 330.69}'
114,'PE905857',114,'Standby','Off',89.26,'Off',22.73,'Auto','Open','Open','Closed',114,'{"co2_ppm": 3363.6, "o2_percent": 11.89, "pressure_kpa": 970, "temperature_c": -5.67, "humidity_percent": 71.2, "air_quality_index": 378.61}'
115,'PE162064',115,'Testing','Auto',93.91,'Auto',29.78,'Auto','Open','Closed','Locked',115,'{"co2_ppm": 3842.4, "o2_percent": 14.00, "pressure_kpa": 923, "temperature_c": 22.02, "humidity_percent": 39.2, "air_quality_index": 93.73}'
116,'PE259067',116,'Standby','On',49.93,'On',26.02,'Off','Partial','Open','Locked',116,'{"co2_ppm": 2857.6, "o2_percent": 13.60, "pressure_kpa": 995, "temperature_c": 33.61, "humidity_percent": 53.9, "air_quality_index": 408.76}'
