'SECMON_835GM','Pass',16,7,1,'Strong','Multi-factor',24.10,'Maximum',44.47,96.94,3.3000,'Medium','Security',4.59,'RISK_Z1DB5','COMM_WEXVW','{"anonymity_level": "Medium", "traceability_score": 98.198, "ml_confidence_score": 40.447, "pattern_matching_score": 92.12, "anomaly_detection_score": 37.922, "detection_evasion_score": 94.04, "behavioral_analysis_score": 71.82, "threat_intelligence_score": 44.22, "event_correlation_strength": 88.617}'
'SECMON_0T1BV','Warning',18,0,1,'Military-grade','2FA',22.49,'Enhanced',35.12,65.55,2.3000,'High','Behavior',8.07,'RISK_DAZO5','COMM_S7XRX','{"anonymity_level": "High", "traceability_score": 5.830, "ml_confidence_score": 37.089, "pattern_matching_score": 50.06, "anomaly_detection_score": 82.806, "detection_evasion_score": 37.48, "behavioral_analysis_score": 80.53, "threat_intelligence_score": 30.86, "event_correlation_strength": 59.044}'
'SECMON_J1ZGB','Warning',3,6,18,'Standard','Multi-factor',29.87,'Maximum',74.34,41.45,2.9000,'High','Security',2.19,'RISK_LJHDL','COMM_7YPWI','{"anonymity_level": "Low", "traceability_score": 76.978, "ml_confidence_score": 90.514, "pattern_matching_score": 36.30, "anomaly_detection_score": 40.111, "detection_evasion_score": 36.77, "behavioral_analysis_score": 74.02, "threat_intelligence_score": 29.15, "event_correlation_strength": 31.617}'
'SECMON_6RX5E','Warning',9,4,8,'Military-grade','Multi-factor',7.82,'Basic',21.49,75.64,7.7000,'Low','Security',7.82,'RISK_UH0EX','COMM_2FM65','{"anonymity_level": "Medium", "traceability_score": 77.015, "ml_confidence_score": 52.063, "pattern_matching_score": 69.23, "anomaly_detection_score": 96.647, "detection_evasion_score": 95.20, "behavioral_analysis_score": 98.04, "threat_intelligence_score": 34.64, "event_correlation_strength": 41.871}'
'SECMON_B6C6W','Pass',19,9,4,'Military-grade','Multi-factor',70.95,'Maximum',61.88,54.95,4.1000,'Critical','Pattern',3.59,'RISK_G6GHP','COMM_W4RW1','{"anonymity_level": "Low", "traceability_score": 14.974, "ml_confidence_score": 26.413, "pattern_matching_score": 53.90, "anomaly_detection_score": 95.922, "detection_evasion_score": 91.14, "behavioral_analysis_score": 3.67, "threat_intelligence_score": 84.88, "event_correlation_strength": 8.799}'
'SECMON_LW9D4','Warning',13,1,18,'Strong','2FA',10.95,'Basic',71.29,55.09,7.5000,'Low','Transaction',6.49,'RISK_ZIVI7','COMM_Q6B6P','{"anonymity_level": "Low", "traceability_score": 18.762, "ml_confidence_score": 74.805, "pattern_matching_score": 52.30, "anomaly_detection_score": 41.871, "detection_evasion_score": 11.98, "behavioral_analysis_score": 96.55, "threat_intelligence_score": 60.61, "event_correlation_strength": 79.374}'
'SECMON_T5A4L','Fail',19,0,19,'Standard','Basic',37.03,'Enhanced',57.93,95.21,2.0000,'High','Transaction',6.64,'RISK_PNICS','COMM_HZ6R2','{"anonymity_level": "Medium", "traceability_score": 35.761, "ml_confidence_score": 22.772, "pattern_matching_score": 25.43, "anomaly_detection_score": 71.700, "detection_evasion_score": 47.60, "behavioral_analysis_score": 72.00, "threat_intelligence_score": 58.13, "event_correlation_strength": 34.846}'
'SECMON_NL1RD','Pass',5,10,9,'Strong','2FA',27.50,'Basic',74.35,72.94,3.4000,'Low','Security',3.77,'RISK_NZLJU','COMM_35HKI','{"anonymity_level": "Medium", "traceability_score": 82.721, "ml_confidence_score": 69.911, "pattern_matching_score": 32.52, "anomaly_detection_score": 39.128, "detection_evasion_score": 92.88, "behavioral_analysis_score": 66.87, "threat_intelligence_score": 14.76, "event_correlation_strength": 77.661}'
'SECMON_BZR5E','Pass',12,1,19,'Military-grade','Multi-factor',87.95,'Enhanced',29.40,73.35,0.4000,'Critical','Transaction',5.26,'RISK_YRZ00','COMM_MSJZX','{"anonymity_level": "High", "traceability_score": 74.949, "ml_confidence_score": 6.115, "pattern_matching_score": 41.19, "anomaly_detection_score": 59.565, "detection_evasion_score": 42.90, "behavioral_analysis_score": 66.47, "threat_intelligence_score": 66.12, "event_correlation_strength": 97.503}'
'SECMON_T6N5N','Fail',14,1,9,'Standard','Multi-factor',83.45,'Basic',2.97,73.86,0.8000,'High','Transaction',0.72,'RISK_1CR4L','COMM_08BIG','{"anonymity_level": "Low", "traceability_score": 59.775, "ml_confidence_score": 79.484, "pattern_matching_score": 29.45, "anomaly_detection_score": 96.236, "detection_evasion_score": 84.34, "behavioral_analysis_score": 37.27, "threat_intelligence_score": 61.30, "event_correlation_strength": 29.457}'
'SECMON_W40YD','Fail',2,4,20,'Strong','Multi-factor',19.85,'Maximum',35.33,76.66,5.4000,'High','Pattern',0.60,'RISK_UB490','COMM_X0A7T','{"anonymity_level": "Medium", "traceability_score": 26.032, "ml_confidence_score": 70.979, "pattern_matching_score": 58.28, "anomaly_detection_score": 23.384, "detection_evasion_score": 93.78, "behavioral_analysis_score": 4.50, "threat_intelligence_score": 84.46, "event_correlation_strength": 56.190}'
'SECMON_TB94V','Fail',17,6,0,'Standard','Multi-factor',73.72,'Maximum',51.78,53.45,5.5000,'Medium','Pattern',8.21,'RISK_3JSK3','COMM_W3IIW','{"anonymity_level": "Medium", "traceability_score": 92.313, "ml_confidence_score": 26.723, "pattern_matching_score": 57.46, "anomaly_detection_score": 70.056, "detection_evasion_score": 65.62, "behavioral_analysis_score": 40.89, "threat_intelligence_score": 13.04, "event_correlation_strength": 2.758}'
'SECMON_4Q6GQ','Warning',10,0,3,'Strong','Multi-factor',13.95,'Enhanced',82.78,70.09,8.6000,'High','Transaction',0.11,'RISK_BE7IU','COMM_MD4PY','{"anonymity_level": "High", "traceability_score": 8.331, "ml_confidence_score": 41.045, "pattern_matching_score": 54.42, "anomaly_detection_score": 81.340, "detection_evasion_score": 79.76, "behavioral_analysis_score": 41.07, "threat_intelligence_score": 31.42, "event_correlation_strength": 7.004}'
'SECMON_M924R','Fail',15,4,1,'Standard','Multi-factor',3.58,'Basic',4.61,99.38,8.2000,'Low','Security',2.56,'RISK_UYG6S','COMM_EJQ30','{"anonymity_level": "Low", "traceability_score": 18.413, "ml_confidence_score": 88.589, "pattern_matching_score": 75.40, "anomaly_detection_score": 14.101, "detection_evasion_score": 3.28, "behavioral_analysis_score": 82.92, "threat_intelligence_score": 21.95, "event_correlation_strength": 60.336}'
'SECMON_1D63J','Fail',7,4,3,'Standard','2FA',45.35,'Enhanced',46.64,8.68,5.7000,'Critical','Security',1.61,'RISK_7LD4K','COMM_W7P2H','{"anonymity_level": "Low", "traceability_score": 38.148, "ml_confidence_score": 94.525, "pattern_matching_score": 81.52, "anomaly_detection_score": 83.692, "detection_evasion_score": 97.36, "behavioral_analysis_score": 18.90, "threat_intelligence_score": 96.71, "event_correlation_strength": 72.860}'
'SECMON_2LIXZ','Pass',19,6,2,'Military-grade','2FA',99.54,'Basic',53.91,10.90,9.7000,'High','Pattern',9.04,'RISK_QOKCM','COMM_B2OWZ','{"anonymity_level": "Low", "traceability_score": 8.301, "ml_confidence_score": 46.009, "pattern_matching_score": 28.02, "anomaly_detection_score": 54.341, "detection_evasion_score": 40.95, "behavioral_analysis_score": 36.81, "threat_intelligence_score": 51.53, "event_correlation_strength": 29.265}'
'SECMON_5SY98','Pass',16,3,7,'Military-grade','Basic',5.64,'Enhanced',4.10,49.02,4.2000,'High','Behavior',2.07,'RISK_GF86R','COMM_TPV8O','{"anonymity_level": "High", "traceability_score": 99.287, "ml_confidence_score": 69.715, "pattern_matching_score": 65.56, "anomaly_detection_score": 50.559, "detection_evasion_score": 94.56, "behavioral_analysis_score": 0.02, "threat_intelligence_score": 71.11, "event_correlation_strength": 46.236}'
'SECMON_COFBR','Fail',20,1,19,'Standard','Multi-factor',7.39,'Maximum',58.83,41.72,6.5000,'Critical','Security',4.76,'RISK_YBILL','COMM_ISQO0','{"anonymity_level": "High", "traceability_score": 14.445, "ml_confidence_score": 94.246, "pattern_matching_score": 34.58, "anomaly_detection_score": 28.316, "detection_evasion_score": 69.12, "behavioral_analysis_score": 20.17, "threat_intelligence_score": 38.31, "event_correlation_strength": 96.058}'
'SECMON_92UOT','Fail',11,5,1,'Standard','Multi-factor',37.44,'Maximum',77.28,72.84,7.7000,'Low','Behavior',7.38,'RISK_WU45Q','COMM_GZOLP','{"anonymity_level": "Low", "traceability_score": 31.961, "ml_confidence_score": 3.768, "pattern_matching_score": 10.32, "anomaly_detection_score": 70.173, "detection_evasion_score": 10.91, "behavioral_analysis_score": 81.50, "threat_intelligence_score": 47.46, "event_correlation_strength": 41.257}'
'SECMON_Z4F50','Pass',17,1,4,'Standard','Basic',77.03,'Maximum',15.03,59.54,6.9000,'Critical','Pattern',5.30,'RISK_D3VCB','COMM_HVOZ5','{"anonymity_level": "Low", "traceability_score": 72.051, "ml_confidence_score": 45.885, "pattern_matching_score": 47.74, "anomaly_detection_score": 56.901, "detection_evasion_score": 7.73, "behavioral_analysis_score": 44.77, "threat_intelligence_score": 46.88, "event_correlation_strength": 43.372}'
'SECMON_UCTER','Warning',3,1,7,'Strong','2FA',72.49,'Basic',57.84,91.96,9.1000,'High','Security',1.61,'RISK_QSUD5','COMM_XECVD','{"anonymity_level": "Medium", "traceability_score": 58.571, "ml_confidence_score": 18.535, "pattern_matching_score": 12.44, "anomaly_detection_score": 24.429, "detection_evasion_score": 20.86, "behavioral_analysis_score": 94.52, "threat_intelligence_score": 69.95, "event_correlation_strength": 17.125}'
'SECMON_SWX9Q','Warning',11,2,12,'Strong','Multi-factor',39.52,'Maximum',37.01,95.82,9.0000,'Medium','Behavior',4.04,'RISK_WNJ3T','COMM_BOS0A','{"anonymity_level": "Low", "traceability_score": 49.316, "ml_confidence_score": 33.105, "pattern_matching_score": 6.64, "anomaly_detection_score": 60.653, "detection_evasion_score": 40.20, "behavioral_analysis_score": 82.65, "threat_intelligence_score": 16.62, "event_correlation_strength": 52.157}'
'SECMON_RDN0J','Fail',18,4,7,'Strong','Multi-factor',45.57,'Basic',28.00,68.61,0.9000,'Critical','Pattern',2.33,'RISK_E2L9B','COMM_6ALFU','{"anonymity_level": "Low", "traceability_score": 82.951, "ml_confidence_score": 85.998, "pattern_matching_score": 1.41, "anomaly_detection_score": 30.197, "detection_evasion_score": 22.35, "behavioral_analysis_score": 10.02, "threat_intelligence_score": 43.23, "event_correlation_strength": 74.067}'
'SECMON_HHGNV','Pass',16,4,7,'Standard','2FA',31.86,'Maximum',88.65,35.68,8.7000,'Medium','Security',3.21,'RISK_K3F03','COMM_3VGB3','{"anonymity_level": "Low", "traceability_score": 26.210, "ml_confidence_score": 28.739, "pattern_matching_score": 47.53, "anomaly_detection_score": 43.250, "detection_evasion_score": 90.58, "behavioral_analysis_score": 4.61, "threat_intelligence_score": 56.90, "event_correlation_strength": 0.203}'
'SECMON_DPYIH','Pass',3,0,7,'Strong','2FA',33.70,'Maximum',57.41,68.59,9.1000,'High','Pattern',1.64,'RISK_RS6QP','COMM_RY9F1','{"anonymity_level": "Medium", "traceability_score": 67.719, "ml_confidence_score": 49.550, "pattern_matching_score": 40.82, "anomaly_detection_score": 48.069, "detection_evasion_score": 65.03, "behavioral_analysis_score": 19.16, "threat_intelligence_score": 56.02, "event_correlation_strength": 67.148}'
'SECMON_8P2FN','Pass',18,3,7,'Military-grade','Multi-factor',79.72,'Enhanced',45.53,88.55,5.0000,'Medium','Transaction',0.56,'RISK_SHIPZ','COMM_GMJDP','{"anonymity_level": "Low", "traceability_score": 17.588, "ml_confidence_score": 43.936, "pattern_matching_score": 77.46, "anomaly_detection_score": 18.389, "detection_evasion_score": 47.72, "behavioral_analysis_score": 34.65, "threat_intelligence_score": 34.83, "event_correlation_strength": 15.698}'
'SECMON_G8W9S','Pass',19,1,3,'Strong','Basic',78.42,'Enhanced',88.79,99.26,1.1000,'Low','Pattern',4.87,'RISK_5FA90','COMM_G7BOJ','{"anonymity_level": "Medium", "traceability_score": 86.103, "ml_confidence_score": 21.292, "pattern_matching_score": 1.59, "anomaly_detection_score": 30.067, "detection_evasion_score": 29.94, "behavioral_analysis_score": 0.45, "threat_intelligence_score": 39.47, "event_correlation_strength": 1.723}'
'SECMON_P6N21','Warning',4,10,5,'Military-grade','2FA',73.31,'Enhanced',19.69,86.83,5.1000,'Critical','Pattern',0.86,'RISK_XBZNH','COMM_5BPIR','{"anonymity_level": "Medium", "traceability_score": 36.636, "ml_confidence_score": 67.496, "pattern_matching_score": 76.51, "anomaly_detection_score": 88.456, "detection_evasion_score": 75.36, "behavioral_analysis_score": 48.71, "threat_intelligence_score": 10.77, "event_correlation_strength": 76.944}'
'SECMON_3C4HX','Warning',17,8,13,'Standard','Multi-factor',31.75,'Basic',83.06,75.85,7.5000,'Low','Behavior',0.61,'RISK_AUGIH','COMM_145LD','{"anonymity_level": "High", "traceability_score": 94.619, "ml_confidence_score": 96.206, "pattern_matching_score": 48.38, "anomaly_detection_score": 96.306, "detection_evasion_score": 1.02, "behavioral_analysis_score": 93.19, "threat_intelligence_score": 28.18, "event_correlation_strength": 48.160}'
'SECMON_DT9CI','Fail',6,5,8,'Standard','2FA',52.68,'Maximum',92.10,54.55,7.3000,'Medium','Security',1.20,'RISK_PI2OY','COMM_9HSKM','{"anonymity_level": "Medium", "traceability_score": 41.374, "ml_confidence_score": 58.891, "pattern_matching_score": 74.02, "anomaly_detection_score": 12.489, "detection_evasion_score": 71.19, "behavioral_analysis_score": 53.59, "threat_intelligence_score": 33.66, "event_correlation_strength": 64.445}'
'SECMON_XSXQ3','Pass',0,3,2,'Strong','2FA',37.34,'Maximum',7.63,68.05,3.5000,'Medium','Pattern',3.18,'RISK_ZKHT3','COMM_7BGRF','{"anonymity_level": "Medium", "traceability_score": 56.318, "ml_confidence_score": 60.389, "pattern_matching_score": 0.90, "anomaly_detection_score": 21.544, "detection_evasion_score": 85.93, "behavioral_analysis_score": 81.66, "threat_intelligence_score": 42.89, "event_correlation_strength": 24.089}'
'SECMON_ZJPET','Fail',14,7,17,'Military-grade','Multi-factor',82.77,'Maximum',47.85,44.45,0.5000,'Critical','Behavior',5.28,'RISK_BZMA4','COMM_SJMMV','{"anonymity_level": "Medium", "traceability_score": 82.570, "ml_confidence_score": 34.309, "pattern_matching_score": 33.18, "anomaly_detection_score": 7.189, "detection_evasion_score": 4.31, "behavioral_analysis_score": 72.80, "threat_intelligence_score": 66.16, "event_correlation_strength": 10.041}'
'SECMON_OBEO3','Pass',11,6,3,'Military-grade','Multi-factor',77.01,'Enhanced',15.64,52.65,7.0000,'High','Pattern',0.38,'RISK_THGP2','COMM_RAP5K','{"anonymity_level": "High", "traceability_score": 38.819, "ml_confidence_score": 77.966, "pattern_matching_score": 95.61, "anomaly_detection_score": 88.584, "detection_evasion_score": 58.39, "behavioral_analysis_score": 85.64, "threat_intelligence_score": 6.06, "event_correlation_strength": 50.781}'
'SECMON_NBPJA','Warning',3,3,17,'Standard','Basic',47.64,'Maximum',28.59,56.18,5.7000,'Critical','Behavior',2.51,'RISK_WAH6H','COMM_06TS6','{"anonymity_level": "Medium", "traceability_score": 88.018, "ml_confidence_score": 93.957, "pattern_matching_score": 25.26, "anomaly_detection_score": 20.223, "detection_evasion_score": 54.34, "behavioral_analysis_score": 73.47, "threat_intelligence_score": 47.60, "event_correlation_strength": 61.323}'
'SECMON_L2FS3','Fail',17,0,14,'Standard','Basic',80.16,'Maximum',31.06,28.74,8.5000,'Medium','Security',6.35,'RISK_BKZKR','COMM_6LOXA','{"anonymity_level": "High", "traceability_score": 42.691, "ml_confidence_score": 7.464, "pattern_matching_score": 41.89, "anomaly_detection_score": 30.469, "detection_evasion_score": 89.95, "behavioral_analysis_score": 77.23, "threat_intelligence_score": 99.01, "event_correlation_strength": 5.989}'
'SECMON_7N6ZA','Fail',3,4,3,'Military-grade','2FA',95.75,'Maximum',5.91,95.79,2.8000,'High','Transaction',7.93,'RISK_FK7TM','COMM_NAP73','{"anonymity_level": "High", "traceability_score": 15.221, "ml_confidence_score": 84.483, "pattern_matching_score": 58.12, "anomaly_detection_score": 98.334, "detection_evasion_score": 93.51, "behavioral_analysis_score": 25.44, "threat_intelligence_score": 63.93, "event_correlation_strength": 40.734}'
'SECMON_LG93W','Fail',11,6,2,'Strong','Multi-factor',7.47,'Basic',25.79,88.03,5.1000,'Low','Transaction',9.46,'RISK_BXPS9','COMM_WJGWP','{"anonymity_level": "Low", "traceability_score": 18.550, "ml_confidence_score": 21.972, "pattern_matching_score": 57.31, "anomaly_detection_score": 80.771, "detection_evasion_score": 75.65, "behavioral_analysis_score": 6.02, "threat_intelligence_score": 26.00, "event_correlation_strength": 47.349}'
'SECMON_BZV6J','Warning',14,3,9,'Strong','Multi-factor',48.83,'Basic',75.84,52.58,8.1000,'High','Security',8.29,'RISK_390XQ','COMM_T0QUY','{"anonymity_level": "Low", "traceability_score": 21.477, "ml_confidence_score": 70.474, "pattern_matching_score": 2.76, "anomaly_detection_score": 13.982, "detection_evasion_score": 80.83, "behavioral_analysis_score": 27.92, "threat_intelligence_score": 27.80, "event_correlation_strength": 81.908}'
'SECMON_5PLLA','Warning',20,2,13,'Military-grade','Basic',80.81,'Basic',55.87,52.97,1.6000,'Medium','Security',9.82,'RISK_NKBVT','COMM_O2740','{"anonymity_level": "Medium", "traceability_score": 20.020, "ml_confidence_score": 52.123, "pattern_matching_score": 42.05, "anomaly_detection_score": 77.408, "detection_evasion_score": 77.09, "behavioral_analysis_score": 90.05, "threat_intelligence_score": 34.55, "event_correlation_strength": 16.908}'
'SECMON_1U8E6','Fail',9,0,4,'Military-grade','Multi-factor',21.19,'Basic',2.12,39.92,9.2000,'Critical','Transaction',4.44,'RISK_SZR31','COMM_9LF5H','{"anonymity_level": "High", "traceability_score": 6.066, "ml_confidence_score": 51.798, "pattern_matching_score": 17.07, "anomaly_detection_score": 84.425, "detection_evasion_score": 87.98, "behavioral_analysis_score": 73.40, "threat_intelligence_score": 38.85, "event_correlation_strength": 20.975}'
'SECMON_WXPFR','Warning',14,5,16,'Standard','Basic',81.87,'Maximum',61.76,30.56,4.4000,'Critical','Transaction',8.65,'RISK_11BCO','COMM_WGDJD','{"anonymity_level": "Medium", "traceability_score": 61.523, "ml_confidence_score": 53.701, "pattern_matching_score": 27.61, "anomaly_detection_score": 97.427, "detection_evasion_score": 59.36, "behavioral_analysis_score": 98.56, "threat_intelligence_score": 78.63, "event_correlation_strength": 52.464}'
'SECMON_3MQQ0','Warning',10,8,20,'Strong','2FA',10.20,'Enhanced',18.64,11.33,0.4000,'Critical','Security',3.75,'RISK_IQPXH','COMM_6P8KD','{"anonymity_level": "Low", "traceability_score": 91.762, "ml_confidence_score": 38.101, "pattern_matching_score": 72.94, "anomaly_detection_score": 85.250, "detection_evasion_score": 63.23, "behavioral_analysis_score": 15.88, "threat_intelligence_score": 80.54, "event_correlation_strength": 73.457}'
'SECMON_K2SHR','Pass',4,8,18,'Standard','Basic',19.92,'Basic',50.12,38.89,7.1000,'Critical','Transaction',2.07,'RISK_MOYRG','COMM_F7M05','{"anonymity_level": "Low", "traceability_score": 62.339, "ml_confidence_score": 98.280, "pattern_matching_score": 30.26, "anomaly_detection_score": 62.377, "detection_evasion_score": 51.80, "behavioral_analysis_score": 41.80, "threat_intelligence_score": 21.59, "event_correlation_strength": 97.139}'
'SECMON_L6M12','Pass',0,8,13,'Standard','Multi-factor',39.58,'Maximum',84.73,91.81,1.6000,'Medium','Behavior',7.52,'RISK_XVDKE','COMM_4OOYC','{"anonymity_level": "Medium", "traceability_score": 5.626, "ml_confidence_score": 74.153, "pattern_matching_score": 79.54, "anomaly_detection_score": 27.293, "detection_evasion_score": 83.99, "behavioral_analysis_score": 42.21, "threat_intelligence_score": 23.47, "event_correlation_strength": 93.750}'
'SECMON_68I4L','Pass',10,6,4,'Military-grade','Multi-factor',15.34,'Maximum',31.59,14.74,2.3000,'Critical','Transaction',8.07,'RISK_7HAFH','COMM_GSBGG','{"anonymity_level": "Low", "traceability_score": 52.270, "ml_confidence_score": 6.253, "pattern_matching_score": 31.95, "anomaly_detection_score": 42.298, "detection_evasion_score": 58.87, "behavioral_analysis_score": 10.21, "threat_intelligence_score": 29.33, "event_correlation_strength": 70.801}'
'SECMON_Z5MRA','Fail',3,7,9,'Standard','2FA',41.78,'Maximum',22.86,37.50,4.5000,'Low','Transaction',7.48,'RISK_H5OOR','COMM_322HP','{"anonymity_level": "Medium", "traceability_score": 73.484, "ml_confidence_score": 23.990, "pattern_matching_score": 0.09, "anomaly_detection_score": 8.433, "detection_evasion_score": 87.74, "behavioral_analysis_score": 50.14, "threat_intelligence_score": 99.22, "event_correlation_strength": 35.072}'
'SECMON_0L5NC','Pass',1,0,2,'Strong','Basic',54.71,'Maximum',68.46,16.16,3.3000,'Critical','Security',9.89,'RISK_85N7Q','COMM_K8JT4','{"anonymity_level": "High", "traceability_score": 34.512, "ml_confidence_score": 86.851, "pattern_matching_score": 69.64, "anomaly_detection_score": 23.790, "detection_evasion_score": 77.82, "behavioral_analysis_score": 67.95, "threat_intelligence_score": 86.55, "event_correlation_strength": 91.081}'
'SECMON_VX0U2','Warning',16,1,12,'Standard','2FA',30.23,'Basic',89.34,64.55,0.9000,'High','Transaction',5.72,'RISK_IVNQG','COMM_ZQJJW','{"anonymity_level": "Low", "traceability_score": 99.115, "ml_confidence_score": 97.545, "pattern_matching_score": 1.52, "anomaly_detection_score": 35.566, "detection_evasion_score": 85.36, "behavioral_analysis_score": 55.33, "threat_intelligence_score": 90.07, "event_correlation_strength": 57.098}'
'SECMON_MERRV','Fail',11,10,11,'Strong','2FA',8.26,'Maximum',84.59,89.89,0.6000,'Medium','Behavior',0.92,'RISK_8UOZ4','COMM_WMB2D','{"anonymity_level": "High", "traceability_score": 57.280, "ml_confidence_score": 98.749, "pattern_matching_score": 12.73, "anomaly_detection_score": 7.047, "detection_evasion_score": 37.00, "behavioral_analysis_score": 76.99, "threat_intelligence_score": 30.53, "event_correlation_strength": 94.480}'
'SECMON_0SCCX','Warning',16,6,9,'Strong','Multi-factor',80.64,'Enhanced',86.05,85.43,6.4000,'Medium','Behavior',5.24,'RISK_5HOXY','COMM_PWP9K','{"anonymity_level": "High", "traceability_score": 27.166, "ml_confidence_score": 57.511, "pattern_matching_score": 43.73, "anomaly_detection_score": 61.622, "detection_evasion_score": 52.04, "behavioral_analysis_score": 46.19, "threat_intelligence_score": 49.96, "event_correlation_strength": 43.614}'
'SECMON_F6M5D','Warning',0,5,19,'Strong','Multi-factor',97.91,'Enhanced',69.74,32.26,1.0000,'Critical','Transaction',4.57,'RISK_LWS43','COMM_77N1D','{"anonymity_level": "High", "traceability_score": 94.997, "ml_confidence_score": 2.660, "pattern_matching_score": 30.74, "anomaly_detection_score": 42.990, "detection_evasion_score": 0.20, "behavioral_analysis_score": 33.48, "threat_intelligence_score": 12.50, "event_correlation_strength": 46.127}'
'SECMON_5M82K','Pass',2,10,16,'Strong','2FA',51.58,'Basic',77.98,69.85,9.2000,'Low','Pattern',9.37,'RISK_K5C08','COMM_DMN9U','{"anonymity_level": "Low", "traceability_score": 7.591, "ml_confidence_score": 40.841, "pattern_matching_score": 76.08, "anomaly_detection_score": 71.999, "detection_evasion_score": 66.43, "behavioral_analysis_score": 42.92, "threat_intelligence_score": 35.00, "event_correlation_strength": 8.935}'
