'INVEST_7W6GW','Active','High','Low',24.31,'Medium',251,'Level1','In Progress',791,'Termination','No','Weekly','2023-03-27',44,'Archived','2020-01-22 16:38:03.000',417,'SECMON_TB94V','RISK_3JSK3'
'INVEST_WCRKE','Closed','Low','High',81.13,'High',405,'Level1','Closed',532,'Warning','Yes','Weekly','2023-07-04',46,'Archived','2025-11-18 13:33:43.000',699,'SECMON_4Q6GQ','RISK_BE7IU'
'INVEST_VO0FK','Monitoring','High','Medium',43.00,'Low',1054,'Level1','New',146,'Restriction','No','Daily','2025-10-07',4,'Archived','2024-07-28 04:13:36.000',659,'SECMON_M924R','RISK_UYG6S'
'INVEST_ECVE1','Monitoring','Medium','Low',5.51,'Medium',1040,'Level1','Resolved',971,'Restriction','No','Daily','2023-04-11',37,'Active','2021-06-16 15:47:44.000',90,'SECMON_1D63J','RISK_7LD4K'
'INVEST_L586Y','Closed','High','Medium',36.78,'High',563,'Level3','Closed',365,'Restriction','Yes','Monthly','2020-06-17',38,'Archived','2023-09-19 06:11:03.000',679,'SECMON_2LIXZ','RISK_QOKCM'
'INVEST_11CBY','Monitoring','Unknown','Low',0.65,'Medium',358,'Level1','Resolved',443,'Restriction','No','Weekly','2020-04-03',18,'Deleted','2024-04-17 08:11:56.000',441,'SECMON_5SY98','RISK_GF86R'
'INVEST_KPOBY','Monitoring','High','Medium',58.70,'Medium',1338,'Level2','New',385,'Restriction','Yes','Monthly','2021-02-13',47,'Archived','2024-01-20 05:58:43.000',248,'SECMON_COFBR','RISK_YBILL'
'INVEST_CX9WL','Closed','Low','Medium',69.67,'Medium',141,'Level3','New',653,'Termination','No','Monthly','2020-05-14',30,'Deleted','2021-07-18 22:11:38.000',616,'SECMON_92UOT','RISK_WU45Q'
'INVEST_LPS9Q','Active','High','Low',57.34,'Low',1270,'Level3','In Progress',16,'Termination','Yes','Daily','2024-11-26',4,'Archived','2023-09-24 20:07:10.000',188,'SECMON_Z4F50','RISK_D3VCB'
'INVEST_TFOZF','Monitoring','Low','High',81.83,'Medium',1265,'Level3','New',692,'Restriction','Yes','Monthly','2021-05-29',27,'Deleted','2022-11-05 04:02:00.000',147,'SECMON_UCTER','RISK_QSUD5'
'INVEST_GWFHS','Closed','Unknown','Medium',35.52,'Low',1234,'Level2','Resolved',831,'Warning','No','Daily','2022-06-22',33,'Deleted','2021-07-26 01:34:30.000',643,'SECMON_SWX9Q','RISK_WNJ3T'
'INVEST_H7NFK','Active','Unknown','Medium',78.09,'Low',820,'Level1','New',262,'Termination','No','Monthly','2020-02-08',22,'Active','2025-07-31 17:04:23.000',381,'SECMON_RDN0J','RISK_E2L9B'
'INVEST_WZS7H','Monitoring','Low','Medium',2.41,'Low',1235,'Level3','In Progress',299,'Warning','No','Monthly','2025-05-10',4,'Active','2025-11-29 20:18:26.000',121,'SECMON_HHGNV','RISK_K3F03'
'INVEST_MF0RB','Monitoring','High','High',81.72,'Medium',601,'Level3','New',754,'Warning','Yes','Monthly','2025-11-12',5,'Archived','2023-01-14 20:30:01.000',507,'SECMON_DPYIH','RISK_RS6QP'
'INVEST_K7S87','Monitoring','Low','High',77.26,'High',1334,'Level2','In Progress',142,'Warning','No','Weekly','2024-02-01',8,'Deleted','2024-05-20 05:23:46.000',293,'SECMON_8P2FN','RISK_SHIPZ'
'INVEST_48IWH','Active','Low','Low',96.63,'Low',723,'Level1','New',271,'Restriction','No','Weekly','2025-11-19',14,'Active','2023-04-16 02:18:11.000',494,'SECMON_G8W9S','RISK_5FA90'
'INVEST_WHM8E','Monitoring','Low','High',57.14,'Low',515,'Level2','Closed',591,'Warning','No','Daily','2021-09-07',33,'Archived','2020-06-17 20:08:45.000',539,'SECMON_P6N21','RISK_XBZNH'
'INVEST_353I2','Closed','High','Medium',9.43,'Low',79,'Level2','Resolved',158,'Termination','No','Weekly','2025-12-13',35,'Active','2024-06-08 17:23:58.000',479,'SECMON_3C4HX','RISK_AUGIH'
'INVEST_WS5KO','Closed','Low','Medium',39.85,'High',1267,'Level2','Resolved',937,'Warning','Yes','Weekly','2022-03-31',15,'Archived','2024-03-24 15:51:33.000',111,'SECMON_DT9CI','RISK_PI2OY'
'INVEST_01XQO','Active','High','Low',12.92,'Low',545,'Level2','New',488,'Warning','Yes','Monthly','2024-07-05',6,'Deleted','2021-07-23 16:47:41.000',510,'SECMON_XSXQ3','RISK_ZKHT3'
'INVEST_4BVDR','Monitoring','High','High',99.54,'Medium',967,'Level3','Closed',792,'Restriction','Yes','Weekly','2021-08-21',9,'Active','2022-06-13 23:23:31.000',78,'SECMON_ZJPET','RISK_BZMA4'
'INVEST_QG1GT','Monitoring','High','Low',89.38,'High',1404,'Level2','Closed',785,'Termination','No','Weekly','2022-08-10',46,'Deleted','2020-01-23 22:51:30.000',141,'SECMON_OBEO3','RISK_THGP2'
'INVEST_CJ1C2','Active','High','Low',54.17,'High',1373,'Level2','In Progress',560,'Warning','Yes','Weekly','2025-05-24',45,'Archived','2024-01-21 05:38:14.000',399,'SECMON_NBPJA','RISK_WAH6H'
'INVEST_A8Z2S','Active','Low','Low',24.75,'Low',982,'Level3','Resolved',99,'Termination','No','Daily','2024-01-27',32,'Active','2023-12-02 07:07:45.000',611,'SECMON_L2FS3','RISK_BKZKR'
'INVEST_GA0I4','Monitoring','High','Low',82.63,'High',1440,'Level1','Resolved',386,'Restriction','Yes','Daily','2023-05-03',0,'Active','2020-02-09 05:08:26.000',600,'SECMON_7N6ZA','RISK_FK7TM'
'INVEST_1WXE1','Active','Low','Low',54.05,'Low',1338,'Level1','In Progress',797,'Termination','No','Monthly','2022-02-25',31,'Deleted','2022-02-05 03:40:44.000',243,'SECMON_LG93W','RISK_BXPS9'
'INVEST_VBFPU','Closed','High','High',43.53,'Low',1237,'Level2','New',518,'Termination','Yes','Daily','2025-12-14',28,'Deleted','2022-01-22 15:50:49.000',165,'SECMON_BZV6J','RISK_390XQ'
'INVEST_OZJ9Z','Monitoring','Medium','Medium',58.48,'Medium',785,'Level1','New',146,'Warning','No','Monthly','2020-11-06',46,'Deleted','2022-03-08 00:56:43.000',159,'SECMON_5PLLA','RISK_NKBVT'
'INVEST_CIMFG','Closed','Low','High',6.74,'High',686,'Level2','New',749,'Warning','Yes','Monthly','2024-09-07',9,'Archived','2025-08-25 22:11:41.000',158,'SECMON_1U8E6','RISK_SZR31'
'INVEST_TASD4','Closed','High','High',68.73,'Low',1140,'Level3','In Progress',278,'Restriction','No','Monthly','2023-03-17',50,'Active','2021-12-31 08:16:19.000',401,'SECMON_WXPFR','RISK_11BCO'
'INVEST_7P0HE','Closed','High','Low',31.19,'High',695,'Level2','New',387,'Restriction','Yes','Monthly','2021-12-19',46,'Archived','2020-02-12 17:09:33.000',409,'SECMON_3MQQ0','RISK_IQPXH'
'INVEST_RRZG3','Monitoring','Medium','Medium',49.03,'High',1027,'Level2','Closed',335,'Termination','Yes','Daily','2023-02-16',13,'Deleted','2025-04-26 13:15:57.000',196,'SECMON_K2SHR','RISK_MOYRG'
'INVEST_A8GRZ','Active','Low','Medium',32.99,'Medium',570,'Level1','In Progress',507,'Warning','No','Daily','2020-10-17',35,'Deleted','2023-05-17 07:25:58.000',642,'SECMON_L6M12','RISK_XVDKE'
'INVEST_IBBP0','Closed','Medium','Low',17.01,'Low',185,'Level1','Resolved',836,'Warning','Yes','Monthly','2021-11-11',23,'Archived','2024-07-25 19:42:02.000',5,'SECMON_68I4L','RISK_7HAFH'
'INVEST_U24HI','Closed','High','High',42.33,'Low',491,'Level3','Closed',958,'Warning','Yes','Daily','2024-08-06',5,'Archived','2020-11-21 19:14:40.000',203,'SECMON_Z5MRA','RISK_H5OOR'
'INVEST_EE1MY','Active','Medium','High',82.94,'Low',854,'Level2','Resolved',66,'Restriction','Yes','Daily','2023-02-27',27,'Archived','2025-01-23 11:45:54.000',595,'SECMON_0L5NC','RISK_85N7Q'
'INVEST_GSM17','Monitoring','High','Medium',57.79,'High',288,'Level3','Resolved',906,'Warning','Yes','Monthly','2024-08-05',15,'Archived','2023-11-29 02:00:49.000',584,'SECMON_VX0U2','RISK_IVNQG'
'INVEST_LO3PT','Closed','Medium','Low',79.63,'Medium',1372,'Level1','In Progress',172,'Restriction','Yes','Daily','2022-03-03',33,'Archived','2023-08-13 20:25:46.000',423,'SECMON_MERRV','RISK_8UOZ4'
'INVEST_YDVK1','Active','High','Medium',19.01,'High',1034,'Level3','Resolved',47,'Termination','Yes','Monthly','2024-03-31',35,'Archived','2024-03-04 19:51:45.000',309,'SECMON_0SCCX','RISK_5HOXY'
'INVEST_FMN0Y','Active','Low','Medium',95.29,'Low',310,'Level1','In Progress',860,'Warning','Yes','Weekly','2020-10-11',20,'Deleted','2023-07-17 07:58:18.000',437,'SECMON_F6M5D','RISK_LWS43'
'INVEST_86XHZ','Active','Medium','Low',28.61,'Low',224,'Level3','New',843,'Restriction','Yes','Monthly','2022-08-21',25,'Deleted','2025-09-22 06:58:00.000',680,'SECMON_5M82K','RISK_K5C08'
'INVEST_360A0','Active','Medium','Medium',11.78,'Low',12,'Level2','New',375,'Restriction','No','Daily','2020-08-09',26,'Active','2025-08-04 10:39:34.000',610,'SECMON_C7BCV','RISK_GKZ93'
'INVEST_YRJ88','Active','High','High',31.23,'Low',990,'Level3','New',260,'Restriction','Yes','Weekly','2023-09-23',32,'Archived','2025-09-19 10:21:09.000',572,'SECMON_Z8UDF','RISK_2HNSD'
'INVEST_MH7I9','Active','High','Low',89.81,'Medium',932,'Level1','Closed',617,'Termination','Yes','Daily','2020-09-15',38,'Archived','2020-03-02 21:10:57.000',207,'SECMON_S5NIT','RISK_V8DRS'
'INVEST_XPEZD','Active','High','Medium',24.36,'High',864,'Level3','In Progress',883,'Restriction','Yes','Daily','2025-09-14',42,'Archived','2021-12-30 13:32:55.000',609,'SECMON_FLN6Y','RISK_VK5TP'
'INVEST_QDQSO','Active','Medium','Medium',94.31,'Low',308,'Level2','In Progress',841,'Restriction','No','Weekly','2025-10-11',5,'Archived','2023-11-01 05:19:38.000',27,'SECMON_IYUW5','RISK_741RV'
'INVEST_6TJXT','Closed','Low','High',31.83,'Low',1024,'Level3','Closed',57,'Warning','No','Monthly','2022-05-21',6,'Deleted','2022-11-27 11:55:44.000',568,'SECMON_CLUQ8','RISK_0X2MN'
'INVEST_IIPPU','Active','Unknown','Low',82.50,'High',376,'Level3','Closed',437,'Restriction','No','Weekly','2025-03-25',29,'Active','2022-04-07 23:04:20.000',275,'SECMON_GR9V2','RISK_NTPMJ'
'INVEST_GEORO','Active','Medium','Low',22.76,'High',1045,'Level2','Resolved',436,'Termination','Yes','Monthly','2025-07-11',12,'Archived','2022-07-16 08:13:46.000',107,'SECMON_BR5VB','RISK_UPFEA'
'INVEST_V7B7R','Closed','Low','Low',21.46,'High',1344,'Level1','Resolved',188,'Restriction','Yes','Daily','2021-09-06',30,'Active','2021-05-06 00:26:19.000',676,'SECMON_FIJOJ','RISK_Q0LDM'
'INVEST_ZMYXO','Monitoring','Low','Medium',34.50,'High',387,'Level3','New',196,'Termination','Yes','Daily','2024-04-11',41,'Deleted','2020-09-10 15:15:56.000',116,'SECMON_KTAJT','RISK_74MGF'
'INVEST_U0HJM','Active','Medium','High',47.49,'High',1233,'Level1','New',685,'Warning','Yes','Daily','2022-12-09',26,'Archived','2025-01-21 21:02:58.000',304,'SECMON_CJ4PR','RISK_6QTQR'
'INVEST_65FPN','Monitoring','Low','High',94.15,'High',641,'Level2','Closed',355,'Termination','Yes','Weekly','2023-10-05',11,'Archived','2022-04-25 06:30:55.000',361,'SECMON_N4RYN','RISK_AQ7ZK'
'INVEST_154WD','Monitoring','High','Medium',67.42,'High',309,'Level1','Closed',895,'Restriction','Yes','Daily','2023-10-01',21,'Deleted','2021-08-30 05:00:24.000',256,'SECMON_NWYVS','RISK_MFGZT'
'INVEST_56RDK','Active','Low','High',94.78,'High',326,'Level2','New',606,'Warning','No','Daily','2023-04-29',47,'Deleted','2025-07-16 22:35:44.000',542,'SECMON_659BZ','RISK_TF2OO'
'INVEST_4WO28','Monitoring','High','Low',19.59,'Low',1153,'Level1','New',444,'Termination','No','Weekly','2024-04-24',37,'Active','2021-05-15 10:42:27.000',702,'SECMON_6FPIG','RISK_C64LF'
'INVEST_6ETMQ','Monitoring','Low','High',89.50,'High',14,'Level2','In Progress',632,'Warning','No','Monthly','2020-12-08',20,'Active','2023-05-04 08:23:33.000',208,'SECMON_A5WJX','RISK_E2I2P'
'INVEST_1KPAE','Monitoring','High','Low',7.70,'Low',580,'Level2','New',124,'Warning','No','Weekly','2023-01-09',19,'Deleted','2024-10-10 02:35:53.000',384,'SECMON_505FL','RISK_Q5LJ4'
'INVEST_GEGSA','Monitoring','Low','Low',76.34,'Medium',1131,'Level2','Resolved',232,'Restriction','Yes','Weekly','2022-02-16',19,'Deleted','2020-09-13 15:27:28.000',125,'SECMON_HGA0T','RISK_IXY0O'
'INVEST_AG0A5','Active','Low','Low',47.26,'Low',1066,'Level1','Closed',397,'Termination','No','Daily','2020-01-31',23,'Archived','2023-03-29 18:57:54.000',345,'SECMON_69PAS','RISK_VNS7F'
'INVEST_2N9XX','Active','Low','Medium',89.38,'Low',587,'Level2','Closed',864,'Termination','No','Daily','2022-05-02',46,'Deleted','2025-08-03 18:04:39.000',401,'SECMON_BP323','RISK_L8H5H'
'INVEST_CIW5M','Active','High','Low',33.00,'High',359,'Level3','Closed',970,'Termination','No','Monthly','2022-05-10',7,'Active','2023-02-19 10:47:31.000',134,'SECMON_BQ7L7','RISK_54UND'
'INVEST_R1T0G','Monitoring','Medium','High',2.67,'Low',863,'Level1','In Progress',713,'Warning','Yes','Weekly','2025-08-21',19,'Active','2021-05-23 10:06:07.000',92,'SECMON_46U97','RISK_8GC34'
'INVEST_JWPEJ','Active','High','Low',25.39,'High',820,'Level2','New',192,'Warning','Yes','Monthly','2021-05-19',29,'Archived','2020-07-13 05:54:09.000',232,'SECMON_R53NR','RISK_2PSXU'
'INVEST_XIAB0','Closed','High','High',71.82,'Low',1070,'Level2','Closed',654,'Restriction','No','Monthly','2022-07-13',37,'Deleted','2024-09-25 14:36:00.000',657,'SECMON_Q3DEB','RISK_BQGBQ'
'INVEST_DUJS9','Active','High','High',70.30,'High',93,'Level2','New',429,'Restriction','Yes','Weekly','2025-03-17',47,'Deleted','2022-09-25 21:08:24.000',544,'SECMON_67ANY','RISK_B3CSR'
'INVEST_20EYC','Monitoring','Medium','High',24.65,'High',507,'Level1','Resolved',669,'Termination','No','Weekly','2022-07-13',20,'Deleted','2020-10-25 02:58:29.000',215,'SECMON_5Q8OT','RISK_8J6L4'
'INVEST_6XVJM','Active','Low','Medium',7.05,'Low',472,'Level3','Closed',51,'Termination','Yes','Daily','2020-07-13',28,'Archived','2020-12-22 20:04:33.000',455,'SECMON_3KGOO','RISK_YEX8N'
'INVEST_EXLH0','Closed','High','Medium',94.31,'Low',1311,'Level2','In Progress',362,'Termination','No','Weekly','2025-06-03',39,'Active','2025-04-15 10:56:26.000',300,'SECMON_LNTV6','RISK_YJQKQ'
'INVEST_KSKPM','Closed','Low','High',72.19,'Low',144,'Level3','New',369,'Termination','No','Daily','2023-10-25',40,'Archived','2025-04-24 22:52:43.000',685,'SECMON_1N2FQ','RISK_GLC65'
'INVEST_U2WW3','Closed','Medium','Low',27.24,'Low',591,'Level3','Closed',63,'Termination','Yes','Monthly','2023-05-11',14,'Archived','2022-08-21 19:57:32.000',211,'SECMON_Z7KCX','RISK_DZKK4'
'INVEST_TYQ89','Closed','Medium','High',65.34,'Low',650,'Level1','Closed',735,'Restriction','Yes','Daily','2023-05-18',14,'Deleted','2025-01-20 06:29:13.000',688,'SECMON_HJIV9','RISK_MNMOH'
'INVEST_ZV7YR','Monitoring','High','High',28.88,'Low',1183,'Level3','New',60,'Termination','No','Weekly','2020-04-05',18,'Active','2025-12-04 10:14:02.000',604,'SECMON_F9CXD','RISK_9N4DC'
'INVEST_PCQS1','Closed','Medium','Low',10.01,'Medium',479,'Level3','Closed',369,'Termination','No','Weekly','2020-05-28',17,'Archived','2025-11-11 15:18:24.000',465,'SECMON_8M0HI','RISK_KZHE7'
'INVEST_QLRJG','Closed','High','Low',4.65,'Medium',1027,'Level2','Closed',160,'Warning','Yes','Monthly','2025-10-21',8,'Archived','2025-11-09 17:54:16.000',43,'SECMON_9LEZX','RISK_SKA5H'
'INVEST_7LJVU','Active','Medium','Low',64.59,'Medium',352,'Level2','Resolved',291,'Termination','No','Monthly','2024-05-01',32,'Archived','2023-12-26 10:53:27.000',671,'SECMON_PZHFB','RISK_061J2'
'INVEST_ENJFN','Monitoring','Low','High',88.45,'Low',204,'Level3','Resolved',614,'Restriction','No','Weekly','2020-11-27',4,'Archived','2023-06-29 01:51:27.000',340,'SECMON_ZY4GQ','RISK_WVGHV'
'INVEST_PBI4V','Monitoring','Medium','Low',15.06,'Low',1192,'Level3','New',126,'Termination','Yes','Weekly','2025-05-03',24,'Deleted','2021-11-14 09:39:06.000',289,'SECMON_0D5CR','RISK_EZEO4'
'INVEST_JZ05T','Active','Low','Low',40.51,'High',312,'Level1','In Progress',670,'Warning','No','Daily','2025-12-07',48,'Active','2023-11-18 05:08:50.000',685,'SECMON_DTHW2','RISK_3JYF3'
'INVEST_FMLAO','Active','Low','Low',74.13,'Low',1405,'Level2','Resolved',324,'Restriction','No','Weekly','2023-05-08',42,'Active','2020-04-29 12:05:29.000',649,'SECMON_PP1DU','RISK_UUZ5A'
'INVEST_43JJ4','Monitoring','High','High',30.43,'Low',680,'Level2','In Progress',461,'Termination','Yes','Daily','2020-06-26',33,'Active','2025-09-05 03:53:29.000',355,'SECMON_JMOBX','RISK_M8885'
'INVEST_1JLHP','Closed','Unknown','Low',27.51,'High',1076,'Level1','Closed',510,'Restriction','No','Weekly','2020-10-06',37,'Active','2020-10-26 06:29:35.000',180,'SECMON_SNN71','RISK_KAE6H'
'INVEST_1QKS6','Active','Low','Low',78.73,'High',1243,'Level1','Resolved',797,'Termination','No','Monthly','2020-04-20',47,'Deleted','2024-06-26 21:30:54.000',650,'SECMON_K1NLZ','RISK_728YK'
'INVEST_7F7XW','Active','Medium','Low',12.20,'Low',642,'Level1','Resolved',259,'Warning','Yes','Monthly','2022-11-27',18,'Deleted','2023-06-11 06:36:39.000',357,'SECMON_JOA8O','RISK_OELBS'
'INVEST_4W9N8','Active','Medium','Low',39.62,'Low',329,'Level1','In Progress',103,'Restriction','Yes','Daily','2025-06-10',33,'Deleted','2021-01-23 14:54:20.000',55,'SECMON_8R6N1','RISK_NGI1F'
'INVEST_CTIB2','Active','Low','High',48.90,'High',153,'Level3','In Progress',972,'Termination','Yes','Monthly','2024-10-19',4,'Archived','2025-02-14 04:11:03.000',256,'SECMON_4HQ5L','RISK_7LYVW'
'INVEST_ST12R','Active','High','Medium',74.73,'Low',937,'Level3','New',610,'Restriction','No','Daily','2023-10-11',28,'Active','2024-04-08 15:08:12.000',455,'SECMON_UTNM7','RISK_U5EQ1'
'INVEST_JPWAZ','Monitoring','High','High',44.25,'Medium',931,'Level3','New',152,'Warning','Yes','Monthly','2020-12-15',31,'Deleted','2021-04-13 14:19:58.000',535,'SECMON_3DA37','RISK_J0BC1'
'INVEST_1E3ZQ','Closed','Low','Low',15.30,'Low',1241,'Level1','Closed',92,'Termination','Yes','Monthly','2024-05-14',34,'Active','2022-08-15 08:03:13.000',597,'SECMON_E7MRK','RISK_DPFTY'
'INVEST_XSWU7','Active','High','Medium',5.55,'High',1318,'Level3','New',922,'Termination','No','Daily','2022-07-19',45,'Archived','2022-10-26 00:33:06.000',41,'SECMON_NNPU8','RISK_AYHA5'
'INVEST_EMM47','Active','Low','Medium',17.82,'High',1058,'Level1','New',570,'Restriction','Yes','Daily','2025-12-17',41,'Archived','2024-08-14 20:11:31.000',401,'SECMON_PGBLF','RISK_ELSJP'
'INVEST_H3Z6Q','Closed','Unknown','Low',93.99,'High',1274,'Level2','In Progress',137,'Termination','No','Daily','2022-05-20',35,'Archived','2024-03-13 14:57:30.000',170,'SECMON_MZQG9','RISK_GV3HZ'
'INVEST_MVICZ','Closed','Medium','Medium',25.37,'Medium',1039,'Level1','Resolved',71,'Warning','No','Monthly','2023-08-31',50,'Active','2021-03-30 23:41:14.000',138,'SECMON_792TF','RISK_DHRKQ'
'INVEST_E9IUE','Active','Medium','Low',34.75,'Low',1220,'Level2','Closed',17,'Warning','Yes','Weekly','2021-05-09',16,'Active','2023-09-10 13:59:45.000',245,'SECMON_27RWV','RISK_N7FJK'
'INVEST_BKRY6','Active','Medium','Low',5.07,'High',248,'Level2','In Progress',478,'Warning','Yes','Monthly','2023-09-03',38,'Archived','2021-09-16 07:26:38.000',625,'SECMON_SVMOE','RISK_LL612'
'INVEST_DWG3I','Active','High','Medium',32.31,'High',482,'Level2','New',758,'Termination','No','Weekly','2025-03-08',10,'Deleted','2023-09-09 09:48:39.000',384,'SECMON_6JXOJ','RISK_QAMQS'
'INVEST_Q2W3F','Active','Medium','Medium',47.82,'Medium',124,'Level2','New',461,'Warning','No','Weekly','2025-07-26',50,'Active','2025-05-19 07:46:21.000',20,'SECMON_PGVNX','RISK_7B4WA'
'INVEST_ELZL6','Closed','High','High',70.34,'High',497,'Level3','Closed',966,'Warning','Yes','Monthly','2022-08-11',9,'Active','2023-10-23 00:35:57.000',673,'SECMON_IAFAL','RISK_EY1Y9'
'INVEST_78KXM','Active','Low','High',5.15,'Low',46,'Level2','Resolved',233,'Termination','No','Monthly','2024-04-21',37,'Deleted','2025-05-21 04:20:34.000',688,'SECMON_72LEH','RISK_NL2K9'
'INVEST_ZI7C7','Active','Medium','Low',98.81,'Medium',773,'Level1','In Progress',871,'Warning','No','Daily','2021-10-21',10,'Active','2023-03-07 06:11:04.000',339,'SECMON_Y692Y','RISK_YBY10'
'INVEST_QJ0RC','Monitoring','High','Low',23.31,'High',1039,'Level2','Closed',320,'Termination','No','Daily','2025-02-17',36,'Deleted','2020-09-15 06:44:14.000',199,'SECMON_MGLXS','RISK_5OW01'
'INVEST_776B8','Active','Unknown','Medium',3.49,'Medium',136,'Level1','In Progress',246,'Restriction','Yes','Daily','2023-02-17',13,'Deleted','2020-09-01 22:23:15.000',287,'SECMON_FJV6J','RISK_VO8YT'
'INVEST_QM079','Active','High','Medium',22.42,'Medium',942,'Level2','Closed',514,'Restriction','No','Monthly','2021-10-15',48,'Active','2020-09-22 13:42:34.000',165,'SECMON_H4LJX','RISK_Z22IL'
'INVEST_H5GJN','Closed','Low','Medium',70.82,'Medium',138,'Level1','Resolved',16,'Warning','No','Weekly','2022-12-19',42,'Archived','2025-09-09 06:54:41.000',402,'SECMON_K46QB','RISK_DB439'
'INVEST_6FEN1','Closed','Low','Medium',59.84,'Medium',234,'Level1','Closed',95,'Termination','Yes','Weekly','2021-12-25',44,'Active','2025-11-03 11:44:58.000',269,'SECMON_IJKU4','RISK_Z6Y3P'
'INVEST_SSLFH','Closed','Low','Medium',35.23,'Medium',465,'Level1','Closed',491,'Termination','No','Daily','2025-01-19',48,'Active','2024-08-28 08:41:40.000',226,'SECMON_5CV7S','RISK_7A4I4'
