'RISK_DPFTY',0.977,'Medium',5,5,83.20,987,38043.07,17.680,70.50,6.3,6.2,4.9,'COMM_4TB9R','TX_1EL6L','{"network_analysis": {"centrality_score": 12.245, "cluster_coefficient": null, "connection_diversity": 57.57}, "behavioral_analysis": {"geo_distribution_score": 14.4, "temporal_pattern_score": 39.64, "behavior_consistency_score": 55.69}, "transaction_pattern_category": "Normal"}'
'RISK_AYHA5',0.444,'Medium',30,3,65.20,925,58051.88,30.150,32.40,2.0,8.2,8.3,'COMM_BT8KE','TX_XD5I7','{"network_analysis": {"centrality_score": 82.505, "cluster_coefficient": null, "connection_diversity": 99.25}, "behavioral_analysis": {"geo_distribution_score": 38.6, "temporal_pattern_score": 70.73, "behavior_consistency_score": 5.55}, "transaction_pattern_category": "Suspicious"}'
'RISK_ELSJP',0.899,'High',7,6,6.70,487,48058.81,7.750,82.80,7.8,8.4,0.3,'COMM_3NDJH','TX_LQL2H','{"network_analysis": {"centrality_score": 16.250, "cluster_coefficient": null, "connection_diversity": 23.40}, "behavioral_analysis": {"geo_distribution_score": 9.5, "temporal_pattern_score": 85.45, "behavior_consistency_score": 57.15}, "transaction_pattern_category": "Suspicious"}'
'RISK_GV3HZ',0.697,'Unknown',4,3,63.10,365,62992.30,38.910,53.70,6.1,1.7,7.8,'COMM_A9GNX','TX_7EQIR','{"network_analysis": {"centrality_score": 3.340, "cluster_coefficient": null, "connection_diversity": 18.34}, "behavioral_analysis": {"geo_distribution_score": 17.4, "temporal_pattern_score": 59.71, "behavior_consistency_score": 92.44}, "transaction_pattern_category": "Suspicious"}'
'RISK_MXF5J',0.540,'High',14,5,24.50,934,49786.11,38.160,16.10,8.0,8.4,9.5,'COMM_I21GC','TX_LYQIK','{"network_analysis": {"centrality_score": 49.452, "cluster_coefficient": 0.5089, "connection_diversity": 87.40}, "behavioral_analysis": {"geo_distribution_score": 99.5, "temporal_pattern_score": 20.36, "behavior_consistency_score": 91.23}, "transaction_pattern_category": "High-risk"}'
'RISK_DHRKQ',0.502,'High',19,3,95.80,829,98102.94,31.650,1.90,6.9,9.7,9.7,'COMM_YRFQP','TX_WZA8X','{"network_analysis": {"centrality_score": 34.601, "cluster_coefficient": null, "connection_diversity": 49.08}, "behavioral_analysis": {"geo_distribution_score": 37.4, "temporal_pattern_score": 52.55, "behavior_consistency_score": 38.39}, "transaction_pattern_category": "Normal"}'
'RISK_N7FJK',0.334,'Medium',26,3,88.00,168,66572.95,9.700,64.30,7.7,8.4,4.6,'COMM_QOM3Z','TX_W978J','{"network_analysis": {"centrality_score": 6.502, "cluster_coefficient": null, "connection_diversity": 54.16}, "behavioral_analysis": {"geo_distribution_score": 39.2, "temporal_pattern_score": 56.90, "behavior_consistency_score": 17.70}, "transaction_pattern_category": "Normal"}'
'RISK_WAH6H',0.086,'Medium',0,7,84.80,307,61050.19,7.970,99.40,9.7,4.7,5.1,'COMM_06TS6','TX_3T1UN','{"network_analysis": {"centrality_score": 94.019, "cluster_coefficient": 0.1140, "connection_diversity": 65.45}, "behavioral_analysis": {"geo_distribution_score": 64.5, "temporal_pattern_score": 34.05, "behavior_consistency_score": 88.77}, "transaction_pattern_category": "Suspicious"}'
'RISK_LL612',0.311,'High',20,2,29.00,698,22125.17,48.780,86.70,6.5,5.3,9.1,'COMM_ZW93D','TX_ZAEG4','{"network_analysis": {"centrality_score": 40.227, "cluster_coefficient": null, "connection_diversity": 87.88}, "behavioral_analysis": {"geo_distribution_score": 24.2, "temporal_pattern_score": 76.05, "behavior_consistency_score": 89.68}, "transaction_pattern_category": "Suspicious"}'
'RISK_QAMQS',0.332,'Low',25,8,0.90,226,3502.75,21.200,18.70,4.6,1.2,2.5,'COMM_LM4HC','TX_6GAWI','{"network_analysis": {"centrality_score": 91.674, "cluster_coefficient": null, "connection_diversity": 80.41}, "behavioral_analysis": {"geo_distribution_score": 82.3, "temporal_pattern_score": 69.93, "behavior_consistency_score": 44.59}, "transaction_pattern_category": "Normal"}'
'RISK_7B4WA',0.682,'Low',3,1,3.70,610,50683.41,2.780,95.40,1.5,9.9,0.7,'COMM_5ZGSC','TX_TKY7T','{"network_analysis": {"centrality_score": 0.201, "cluster_coefficient": null, "connection_diversity": 45.07}, "behavioral_analysis": {"geo_distribution_score": 81.9, "temporal_pattern_score": 40.76, "behavior_consistency_score": 91.58}, "transaction_pattern_category": "Normal"}'
'RISK_EY1Y9',0.351,'Low',49,5,94.90,540,66342.98,23.990,13.70,8.5,1.3,3.1,'COMM_7US8T','TX_AZCXJ','{"network_analysis": {"centrality_score": 6.277, "cluster_coefficient": null, "connection_diversity": 46.42}, "behavioral_analysis": {"geo_distribution_score": 28.3, "temporal_pattern_score": 70.56, "behavior_consistency_score": 32.63}, "transaction_pattern_category": "Normal"}'
'RISK_NL2K9',0.345,'High',33,4,76.70,430,68858.98,2.050,27.30,7.6,0.2,4.1,'COMM_0UQLG','TX_M9LXP','{"network_analysis": {"centrality_score": 59.048, "cluster_coefficient": null, "connection_diversity": 5.52}, "behavioral_analysis": {"geo_distribution_score": 64.3, "temporal_pattern_score": 77.58, "behavior_consistency_score": 44.86}, "transaction_pattern_category": "High-risk"}'
'RISK_YBY10',0.580,'Low',48,6,78.90,376,27836.40,43.290,68.40,2.4,3.9,7.0,'COMM_04KGB','TX_MSY2C','{"network_analysis": {"centrality_score": 8.635, "cluster_coefficient": null, "connection_diversity": 79.36}, "behavioral_analysis": {"geo_distribution_score": 84.5, "temporal_pattern_score": 22.99, "behavior_consistency_score": 90.14}, "transaction_pattern_category": "Normal"}'
'RISK_BKZKR',0.185,'Medium',13,5,29.30,344,59436.59,43.500,62.80,2.9,3.8,2.4,'COMM_6LOXA','TX_LBZY9','{"network_analysis": {"centrality_score": 17.424, "cluster_coefficient": 0.5026, "connection_diversity": 27.69}, "behavioral_analysis": {"geo_distribution_score": 75.9, "temporal_pattern_score": 46.30, "behavior_consistency_score": 58.49}, "transaction_pattern_category": "Suspicious"}'
'RISK_5OW01',0.247,'Unknown',0,4,54.30,863,52170.83,25.700,87.80,0.1,0.1,0.7,'COMM_0W64J','TX_TJERE','{"network_analysis": {"centrality_score": 97.149, "cluster_coefficient": null, "connection_diversity": 70.66}, "behavioral_analysis": {"geo_distribution_score": 27.2, "temporal_pattern_score": 14.91, "behavior_consistency_score": 56.62}, "transaction_pattern_category": "Suspicious"}'
'RISK_VO8YT',0.322,'High',9,1,14.10,846,99275.37,9.370,53.50,5.3,3.6,5.4,'COMM_I3DSP','TX_JJAVL','{"network_analysis": {"centrality_score": 89.421, "cluster_coefficient": null, "connection_diversity": 51.93}, "behavioral_analysis": {"geo_distribution_score": 79.6, "temporal_pattern_score": 5.93, "behavior_consistency_score": 69.18}, "transaction_pattern_category": "Normal"}'
'RISK_JUZR9',0.877,'Medium',22,6,46.30,69,18667.35,36.750,34.70,7.9,2.9,7.6,'COMM_T18IA','TX_N4C9I','{"network_analysis": {"centrality_score": 69.206, "cluster_coefficient": 0.9288, "connection_diversity": 9.85}, "behavioral_analysis": {"geo_distribution_score": 48.2, "temporal_pattern_score": 54.67, "behavior_consistency_score": 50.99}, "transaction_pattern_category": "Normal"}'
'RISK_Z22IL',0.362,'High',19,10,46.20,88,97141.19,9.910,76.20,8.9,9.3,4.6,'COMM_HT9NL','TX_EOWTN','{"network_analysis": {"centrality_score": 13.336, "cluster_coefficient": null, "connection_diversity": 27.71}, "behavioral_analysis": {"geo_distribution_score": 51.6, "temporal_pattern_score": 7.48, "behavior_consistency_score": 22.85}, "transaction_pattern_category": "Normal"}'
'RISK_DB439',0.771,'High',16,3,93.90,525,60034.74,18.170,14.80,1.0,6.6,9.3,'COMM_GG99I','TX_ZK7I4','{"network_analysis": {"centrality_score": 38.854, "cluster_coefficient": null, "connection_diversity": 21.77}, "behavioral_analysis": {"geo_distribution_score": 62.7, "temporal_pattern_score": 62.47, "behavior_consistency_score": 67.39}, "transaction_pattern_category": "Normal"}'
'RISK_Z6Y3P',0.511,'High',35,6,26.60,235,51711.17,4.100,32.70,0.1,5.3,1.9,'COMM_SJ27X','TX_67ZNZ','{"network_analysis": {"centrality_score": 70.368, "cluster_coefficient": null, "connection_diversity": 21.57}, "behavioral_analysis": {"geo_distribution_score": 5.7, "temporal_pattern_score": 69.11, "behavior_consistency_score": 51.64}, "transaction_pattern_category": "Suspicious"}'
'RISK_FK7TM',0.763,'High',24,9,40.30,861,67295.62,49.390,38.80,2.8,0.3,2.3,'COMM_NAP73','TX_RT41V','{"network_analysis": {"centrality_score": 82.538, "cluster_coefficient": 0.8608, "connection_diversity": 99.60}, "behavioral_analysis": {"geo_distribution_score": 5.8, "temporal_pattern_score": 99.68, "behavior_consistency_score": 72.60}, "transaction_pattern_category": "Normal"}'
'RISK_MLVPK',0.455,'Low',13,10,76.00,60,24500.55,11.460,29.40,0.8,3.7,6.0,'COMM_OU74A','TX_94S5P','{"network_analysis": {"centrality_score": 25.404, "cluster_coefficient": 0.4585, "connection_diversity": 46.35}, "behavioral_analysis": {"geo_distribution_score": 49.2, "temporal_pattern_score": 32.56, "behavior_consistency_score": 84.87}, "transaction_pattern_category": "High-risk"}'
'RISK_J3SD3',0.600,'Medium',8,8,90.40,719,52970.19,38.210,55.90,2.0,6.6,5.6,'COMM_XGE6U','TX_JNDUQ','{"network_analysis": {"centrality_score": 24.897, "cluster_coefficient": 0.6020, "connection_diversity": 64.77}, "behavioral_analysis": {"geo_distribution_score": 48.9, "temporal_pattern_score": 90.36, "behavior_consistency_score": 64.75}, "transaction_pattern_category": "Normal"}'
'RISK_7A4I4',0.765,'Low',14,8,19.30,460,70924.64,5.200,63.80,4.6,1.6,7.9,'COMM_D1UE3','TX_V4XNN','{"network_analysis": {"centrality_score": 55.461, "cluster_coefficient": null, "connection_diversity": 90.43}, "behavioral_analysis": {"geo_distribution_score": 8.9, "temporal_pattern_score": 33.91, "behavior_consistency_score": 14.19}, "transaction_pattern_category": "Suspicious"}'
'RISK_RMMKT',0.051,'Low',48,7,23.80,154,11647.03,43.130,65.80,4.6,5.6,8.0,'COMM_4YOKE','TX_TH09A','{"network_analysis": {"centrality_score": 94.817, "cluster_coefficient": null, "connection_diversity": 46.77}, "behavioral_analysis": {"geo_distribution_score": 91.4, "temporal_pattern_score": 91.12, "behavior_consistency_score": 79.02}, "transaction_pattern_category": "Suspicious"}'
'RISK_1P8AQ',0.935,'High',44,9,91.90,18,21438.24,22.740,15.30,8.3,5.9,2.8,'COMM_G4SEQ','TX_I1HD5','{"network_analysis": {"centrality_score": 59.002, "cluster_coefficient": 0.7911, "connection_diversity": 0.90}, "behavioral_analysis": {"geo_distribution_score": 14.7, "temporal_pattern_score": 97.92, "behavior_consistency_score": 79.30}, "transaction_pattern_category": "Suspicious"}'
'RISK_2CNEV',0.857,'Unknown',5,6,70.30,301,64535.97,32.010,1.70,9.6,1.7,1.9,'COMM_ZEW6S','TX_2HVEG','{"network_analysis": {"centrality_score": 56.365, "cluster_coefficient": 0.7862, "connection_diversity": 75.50}, "behavioral_analysis": {"geo_distribution_score": 49.0, "temporal_pattern_score": 35.04, "behavior_consistency_score": 88.68}, "transaction_pattern_category": "Suspicious"}'
'RISK_BXPS9',0.902,'High',44,5,96.30,999,60510.57,4.990,10.00,8.8,3.0,3.2,'COMM_WJGWP','TX_PPB3Q','{"network_analysis": {"centrality_score": 96.980, "cluster_coefficient": 0.1518, "connection_diversity": 98.50}, "behavioral_analysis": {"geo_distribution_score": 43.4, "temporal_pattern_score": 0.04, "behavior_consistency_score": 30.07}, "transaction_pattern_category": "Normal"}'
'RISK_PWFDL',0.600,'High',21,3,85.30,92,17049.10,14.130,55.60,4.3,1.3,8.4,'COMM_0N19Z','TX_8BK9T','{"network_analysis": {"centrality_score": 45.356, "cluster_coefficient": null, "connection_diversity": 60.95}, "behavioral_analysis": {"geo_distribution_score": 45.2, "temporal_pattern_score": 47.16, "behavior_consistency_score": 21.35}, "transaction_pattern_category": "Suspicious"}'
'RISK_SRK8S',0.386,'Medium',25,4,30.30,265,62009.67,0.890,99.40,3.1,5.1,9.2,'COMM_HZ0K8','TX_B1ZFU','{"network_analysis": {"centrality_score": 93.765, "cluster_coefficient": 0.6690, "connection_diversity": 78.30}, "behavioral_analysis": {"geo_distribution_score": 55.2, "temporal_pattern_score": 88.79, "behavior_consistency_score": 10.32}, "transaction_pattern_category": "Normal"}'
'RISK_7K2UY',0.747,'High',8,10,23.20,804,17508.59,7.470,67.10,8.3,2.0,9.7,'COMM_7G5O6','TX_CT17L','{"network_analysis": {"centrality_score": 2.731, "cluster_coefficient": null, "connection_diversity": 85.44}, "behavioral_analysis": {"geo_distribution_score": 84.7, "temporal_pattern_score": 15.03, "behavior_consistency_score": 90.62}, "transaction_pattern_category": "Suspicious"}'
'RISK_TJYYD',0.937,'Medium',0,1,12.80,300,52663.68,9.070,96.50,2.0,2.9,1.3,'COMM_IE9YZ','TX_U4P6V','{"network_analysis": {"centrality_score": 34.082, "cluster_coefficient": null, "connection_diversity": 18.18}, "behavioral_analysis": {"geo_distribution_score": 66.3, "temporal_pattern_score": 5.81, "behavior_consistency_score": 45.08}, "transaction_pattern_category": "Normal"}'
'RISK_TQ5D1',0.077,'Low',39,6,19.70,946,82147.00,37.120,95.70,2.3,7.3,0.1,'COMM_REQB5','TX_B5MDB','{"network_analysis": {"centrality_score": 18.643, "cluster_coefficient": null, "connection_diversity": 60.01}, "behavioral_analysis": {"geo_distribution_score": 53.2, "temporal_pattern_score": 11.23, "behavior_consistency_score": 50.36}, "transaction_pattern_category": "Normal"}'
'RISK_6GTVM',0.292,'Low',21,4,64.40,116,48181.66,22.190,41.70,5.0,0.6,10.0,'COMM_V6MTC','TX_KJVQV','{"network_analysis": {"centrality_score": 82.556, "cluster_coefficient": null, "connection_diversity": 51.42}, "behavioral_analysis": {"geo_distribution_score": 10.4, "temporal_pattern_score": 19.47, "behavior_consistency_score": 17.35}, "transaction_pattern_category": "Normal"}'
'RISK_2HBMS',0.469,'Low',4,5,61.50,233,79571.07,39.010,99.20,3.0,0.6,4.8,'COMM_5GDVR','TX_1JXA5','{"network_analysis": {"centrality_score": 24.824, "cluster_coefficient": null, "connection_diversity": 57.85}, "behavioral_analysis": {"geo_distribution_score": 46.8, "temporal_pattern_score": 86.72, "behavior_consistency_score": 59.43}, "transaction_pattern_category": "Suspicious"}'
'RISK_CRUHO',0.399,'Low',42,7,20.50,617,9644.04,12.080,87.70,3.5,1.8,2.8,'COMM_9VZYA','TX_KINNG','{"network_analysis": {"centrality_score": 78.390, "cluster_coefficient": null, "connection_diversity": 95.49}, "behavioral_analysis": {"geo_distribution_score": 68.3, "temporal_pattern_score": 55.44, "behavior_consistency_score": 24.45}, "transaction_pattern_category": "High-risk"}'
'RISK_TMCMX',0.126,'Medium',48,4,41.00,750,69538.17,13.230,40.10,5.3,8.7,7.7,'COMM_P2F3A','TX_AW4VQ','{"network_analysis": {"centrality_score": 64.412, "cluster_coefficient": null, "connection_diversity": 76.64}, "behavioral_analysis": {"geo_distribution_score": 10.3, "temporal_pattern_score": 38.90, "behavior_consistency_score": 81.74}, "transaction_pattern_category": "Normal"}'
'RISK_390XQ',0.378,'Medium',10,3,68.20,477,48023.62,3.910,54.40,5.2,6.5,5.9,'COMM_T0QUY','TX_SQRW6','{"network_analysis": {"centrality_score": 1.089, "cluster_coefficient": 0.2877, "connection_diversity": 89.79}, "behavioral_analysis": {"geo_distribution_score": 45.8, "temporal_pattern_score": 99.45, "behavior_consistency_score": 81.48}, "transaction_pattern_category": "High-risk"}'
'RISK_WS4PD',0.410,'Unknown',29,4,61.90,474,12672.50,26.780,28.30,4.9,3.1,3.3,'COMM_RZQPW','TX_CLXXV','{"network_analysis": {"centrality_score": 92.174, "cluster_coefficient": null, "connection_diversity": 4.87}, "behavioral_analysis": {"geo_distribution_score": 3.5, "temporal_pattern_score": 82.91, "behavior_consistency_score": 2.26}, "transaction_pattern_category": "Suspicious"}'
'RISK_DEL2N',0.623,'Unknown',1,8,87.20,209,83807.55,46.220,64.20,9.5,9.3,2.5,'COMM_ZFDVG','TX_1S82Y','{"network_analysis": {"centrality_score": 42.501, "cluster_coefficient": 0.6050, "connection_diversity": 96.21}, "behavioral_analysis": {"geo_distribution_score": 46.5, "temporal_pattern_score": 88.29, "behavior_consistency_score": 84.80}, "transaction_pattern_category": "High-risk"}'
'RISK_VG2GT',0.932,'Low',31,7,27.90,961,20868.77,33.450,71.90,7.4,8.4,9.0,'COMM_OFQ83','TX_R9VI6','{"network_analysis": {"centrality_score": 8.972, "cluster_coefficient": null, "connection_diversity": 4.07}, "behavioral_analysis": {"geo_distribution_score": 2.0, "temporal_pattern_score": 2.43, "behavior_consistency_score": 79.42}, "transaction_pattern_category": "Normal"}'
'RISK_QFSOS',0.064,'High',50,2,75.60,957,59945.99,16.020,47.10,1.8,1.4,5.9,'COMM_HWW5W','TX_8DOO4','{"network_analysis": {"centrality_score": 62.534, "cluster_coefficient": null, "connection_diversity": 96.22}, "behavioral_analysis": {"geo_distribution_score": 42.9, "temporal_pattern_score": 18.88, "behavior_consistency_score": 95.87}, "transaction_pattern_category": "High-risk"}'
'RISK_B1KIR',0.835,'Unknown',36,2,19.60,453,87528.61,49.340,8.00,8.3,3.3,9.3,'COMM_S2GK7','TX_YYMCP','{"network_analysis": {"centrality_score": 78.763, "cluster_coefficient": null, "connection_diversity": 62.79}, "behavioral_analysis": {"geo_distribution_score": 31.1, "temporal_pattern_score": 77.13, "behavior_consistency_score": 34.86}, "transaction_pattern_category": "Normal"}'
'RISK_8GAAN',0.633,'Unknown',49,9,86.80,532,14437.43,28.740,35.30,0.4,6.6,1.9,'COMM_RKDVW','TX_RRMSH','{"network_analysis": {"centrality_score": 6.002, "cluster_coefficient": null, "connection_diversity": 51.67}, "behavioral_analysis": {"geo_distribution_score": 59.9, "temporal_pattern_score": 32.36, "behavior_consistency_score": 9.55}, "transaction_pattern_category": "Normal"}'
'RISK_48LEV',0.152,'Medium',26,4,8.80,204,81729.06,39.590,98.30,3.0,3.6,7.0,'COMM_OMLT4','TX_YSRVB','{"network_analysis": {"centrality_score": 49.559, "cluster_coefficient": null, "connection_diversity": 19.80}, "behavioral_analysis": {"geo_distribution_score": 73.0, "temporal_pattern_score": 6.30, "behavior_consistency_score": 92.18}, "transaction_pattern_category": "Normal"}'
'RISK_NKBVT',0.500,'Unknown',19,4,65.10,510,23565.66,38.200,71.30,0.5,3.5,8.7,'COMM_O2740','TX_XOMNS','{"network_analysis": {"centrality_score": 68.933, "cluster_coefficient": 0.6865, "connection_diversity": 37.15}, "behavioral_analysis": {"geo_distribution_score": 27.7, "temporal_pattern_score": 25.59, "behavior_consistency_score": 36.86}, "transaction_pattern_category": "Suspicious"}'
'RISK_ANKEI',0.117,'Medium',32,9,71.80,627,48318.23,24.780,22.00,3.9,3.3,3.4,'COMM_7QDDL','TX_2Y4RU','{"network_analysis": {"centrality_score": 89.182, "cluster_coefficient": null, "connection_diversity": 24.14}, "behavioral_analysis": {"geo_distribution_score": 43.4, "temporal_pattern_score": 7.02, "behavior_consistency_score": 87.58}, "transaction_pattern_category": "High-risk"}'
'RISK_9F45B',0.386,'High',3,9,29.70,984,3365.28,21.220,1.70,2.9,1.2,0.6,'COMM_YCI4S','TX_2CU1Y','{"network_analysis": {"centrality_score": 14.920, "cluster_coefficient": 0.1985, "connection_diversity": 19.19}, "behavioral_analysis": {"geo_distribution_score": 71.5, "temporal_pattern_score": 51.32, "behavior_consistency_score": 99.51}, "transaction_pattern_category": "Suspicious"}'
'RISK_KPFNL',0.417,'Medium',6,6,67.70,130,37822.03,33.920,15.40,7.5,5.2,9.3,'COMM_MSAT0','TX_UIA3Y','{"network_analysis": {"centrality_score": 95.824, "cluster_coefficient": null, "connection_diversity": 58.60}, "behavioral_analysis": {"geo_distribution_score": 22.6, "temporal_pattern_score": 11.11, "behavior_consistency_score": 42.88}, "transaction_pattern_category": "High-risk"}'
'RISK_SE81M',0.438,'Unknown',8,5,85.90,141,92809.12,33.770,48.30,5.3,3.0,2.0,'COMM_3FSBX','TX_KSJSG','{"network_analysis": {"centrality_score": 53.890, "cluster_coefficient": null, "connection_diversity": 22.70}, "behavioral_analysis": {"geo_distribution_score": 73.7, "temporal_pattern_score": 49.31, "behavior_consistency_score": 58.74}, "transaction_pattern_category": "Suspicious"}'
'RISK_NN8WZ',0.851,'Unknown',10,1,93.10,612,96457.12,20.480,92.80,1.3,5.2,1.1,'COMM_HUAD7','TX_09DEI','{"network_analysis": {"centrality_score": 79.041, "cluster_coefficient": null, "connection_diversity": 64.65}, "behavioral_analysis": {"geo_distribution_score": 52.7, "temporal_pattern_score": 65.48, "behavior_consistency_score": 70.56}, "transaction_pattern_category": "Normal"}'
'RISK_SZR31',0.790,'High',33,1,51.00,242,131.74,49.180,18.50,3.0,4.8,5.4,'COMM_9LF5H','TX_IST8O','{"network_analysis": {"centrality_score": 67.741, "cluster_coefficient": 0.6397, "connection_diversity": 55.31}, "behavioral_analysis": {"geo_distribution_score": 11.6, "temporal_pattern_score": 92.48, "behavior_consistency_score": 27.06}, "transaction_pattern_category": "Normal"}'
'RISK_9M71P',0.850,'Unknown',15,7,71.60,336,45798.91,39.100,73.20,6.3,8.2,7.7,'COMM_9I1NT','TX_WBHPQ','{"network_analysis": {"centrality_score": 67.115, "cluster_coefficient": 0.8128, "connection_diversity": 9.31}, "behavioral_analysis": {"geo_distribution_score": 23.9, "temporal_pattern_score": 78.17, "behavior_consistency_score": 42.56}, "transaction_pattern_category": "Normal"}'
'RISK_MDPSK',0.251,'Low',5,7,20.80,597,32499.15,15.620,86.10,8.3,4.6,9.4,'COMM_2JXKK','TX_D1XIG','{"network_analysis": {"centrality_score": 34.414, "cluster_coefficient": null, "connection_diversity": 16.39}, "behavioral_analysis": {"geo_distribution_score": 21.6, "temporal_pattern_score": 50.71, "behavior_consistency_score": 68.33}, "transaction_pattern_category": "Suspicious"}'
'RISK_11BCO',0.339,'High',32,8,1.60,329,58593.23,0.620,87.10,5.7,9.5,7.9,'COMM_WGDJD','TX_0SRZB','{"network_analysis": {"centrality_score": 63.782, "cluster_coefficient": 0.7492, "connection_diversity": 89.72}, "behavioral_analysis": {"geo_distribution_score": 74.8, "temporal_pattern_score": 24.54, "behavior_consistency_score": 3.87}, "transaction_pattern_category": "Suspicious"}'
'RISK_662GX',0.051,'High',28,7,67.90,461,11369.93,16.550,26.90,4.4,3.8,6.0,'COMM_CPQCP','TX_44IVA','{"network_analysis": {"centrality_score": 1.690, "cluster_coefficient": null, "connection_diversity": 80.97}, "behavioral_analysis": {"geo_distribution_score": 35.0, "temporal_pattern_score": 8.95, "behavior_consistency_score": 75.95}, "transaction_pattern_category": "Normal"}'
'RISK_WIGR5',0.582,'High',9,10,12.50,870,78889.43,38.380,94.30,3.1,8.9,6.5,'COMM_IEAHQ','TX_QS8Z1','{"network_analysis": {"centrality_score": 61.372, "cluster_coefficient": null, "connection_diversity": 11.23}, "behavioral_analysis": {"geo_distribution_score": 48.3, "temporal_pattern_score": 9.59, "behavior_consistency_score": 57.00}, "transaction_pattern_category": "Normal"}'
'RISK_XIUAL',0.089,'Unknown',29,4,9.10,274,65681.25,10.800,36.60,6.1,8.3,3.6,'COMM_3B40Y','TX_33YMB','{"network_analysis": {"centrality_score": 8.601, "cluster_coefficient": null, "connection_diversity": 33.49}, "behavioral_analysis": {"geo_distribution_score": 74.2, "temporal_pattern_score": 37.64, "behavior_consistency_score": 46.20}, "transaction_pattern_category": "High-risk"}'
