'PROD_LR8MK','Data','Type_C',165,5694.82,22,'VEND_G8TVP','BUY_F1AIL'
'PROD_R76YC','Physical','Type_B',39,3560.41,34,'VEND_QVID6','BUY_DETPV'
'PROD_YGEKR','Service','Type_C',1,2420.29,68,'VEND_E4I1G','BUY_6R7IG'
'PROD_MG0WS','Physical','Type_A',76,742.72,30,'VEND_L0P13','BUY_FBXWO'
'PROD_34INQ','Service','Type_A',117,9151.14,75,'VEND_IMK61','BUY_LAPD6'
'PROD_PDGJN','Data','Type_B',48,9262.65,33,'VEND_ZU7P1','BUY_EZKX1'
'PROD_EMOVP','Digital','Type_D',61,6937.19,72,'VEND_AKLRV','BUY_1I9NA'
'PROD_JCBW7','Data','Type_A',106,1230.23,68,'VEND_T61TF','BUY_9MZXL'
'PROD_WRRBI','Service','Type_B',42,1080.23,34,'VEND_DRAK9','BUY_NU0O7'
'PROD_ZPZGG','Digital','Type_D',109,2634.83,37,'VEND_0FOTM','BUY_YIR9X'
'PROD_UC6EO','Service','Type_C',2,7884.30,76,'VEND_9FFIP','BUY_A0E4E'
'PROD_VC9GP','Service','Type_D',60,9223.94,94,'VEND_W7OUE','BUY_89FSH'
'PROD_BTK1S','Physical','Type_A',105,4758.43,46,'VEND_IS16U','BUY_1Q70M'
'PROD_SQO0D','Data','Type_A',127,9357.05,99,'VEND_1HCNI','BUY_XT1K3'
'PROD_VZTBF','Physical','Type_D',10,5099.98,79,'VEND_5NFTK','BUY_6SDW6'
'PROD_WZ856','Data','Type_C',107,5216.07,30,'VEND_ISQOH','BUY_EO7JL'
'PROD_FFLZE','Data','Type_D',117,1108.26,47,'VEND_VNYGU','BUY_BY9V6'
'PROD_QC3EH','Digital','Type_C',9,2269.88,76,'VEND_CXZ9A','BUY_3MZS8'
'PROD_OP1B8','Digital','Type_C',109,8300.93,23,'VEND_04K09','BUY_7T9LG'
'PROD_4XOA0','Service','Type_D',156,3999.50,12,'VEND_RQJAY','BUY_AJZSU'
'PROD_FIJ0O','Physical','Type_D',26,747.64,59,'VEND_U6TD9','BUY_WD1XL'
'PROD_S5B94','Data','Type_D',148,4067.86,43,'VEND_5UG1A','BUY_HQL8C'
'PROD_SU9L5','Data','Type_A',72,9714.50,35,'VEND_F4UF2','BUY_VI16P'
'PROD_YE2WR','Digital','Type_A',103,8588.56,9,'VEND_GONRG','BUY_99AQE'
'PROD_JUP47','Data','Type_D',58,1221.54,69,'VEND_S01N5','BUY_UFDN6'
'PROD_75S2G','Physical','Type_A',114,8893.11,21,'VEND_K4GYD','BUY_RH62A'
'PROD_XPQ22','Data','Type_D',107,7569.56,40,'VEND_LZNDP','BUY_TWG1A'
'PROD_TP1DW','Data','Type_D',84,859.38,92,'VEND_7LFKE','BUY_1OPS1'
'PROD_O2GHA','Physical','Type_D',33,6922.24,57,'VEND_F87X9','BUY_2MNK9'
'PROD_VZZGE','Data','Type_D',150,3329.52,80,'VEND_1FG30','BUY_3FT1W'
'PROD_DV14Z','Service','Type_C',173,4594.90,13,'VEND_7OBCW','BUY_0462U'
'PROD_RTI71','Service','Type_C',101,8345.77,68,'VEND_7IJB2','BUY_9OUG7'
'PROD_PTNNT','Service','Type_D',6,6487.15,83,'VEND_ENZKJ','BUY_D2L1S'
'PROD_GOJN3','Digital','Type_C',6,5267.66,22,'VEND_VE0H8','BUY_K90JP'
'PROD_LPQXI','Data','Type_A',172,7073.13,30,'VEND_EEZKL','BUY_YS6M9'
'PROD_8F0VX','Physical','Type_B',83,4913.17,42,'VEND_HVUJV','BUY_1IQO0'
'PROD_AQVVK','Service','Type_B',139,5418.13,40,'VEND_ERI7X','BUY_PNT8V'
'PROD_SWXXF','Data','Type_D',146,7684.66,9,'VEND_45AQ6','BUY_4PI0K'
'PROD_EYBFL','Physical','Type_B',48,9144.82,49,'VEND_VQH9Y','BUY_X0FP6'
'PROD_AGBD9','Physical','Type_A',124,4938.77,88,'VEND_LSFK0','BUY_3UJPK'
'PROD_UD905','Data','Type_C',64,322.15,93,'VEND_9YCDQ','BUY_7LMYB'
'PROD_KQSWG','Data','Type_D',107,4777.45,57,'VEND_ND9MR','BUY_8644D'
'PROD_U7W37','Data','Type_A',128,312.39,12,'VEND_KUD39','BUY_9V10F'
'PROD_NLZIJ','Digital','Type_D',97,3780.96,88,'VEND_A5YI0','BUY_QN8X5'
'PROD_2ZKCP','Service','Type_D',179,3564.84,25,'VEND_14UZ5','BUY_RU07O'
'PROD_7IZ8X','Data','Type_C',47,6964.52,59,'VEND_AH40B','BUY_ASQMC'
'PROD_9165S','Service','Type_B',154,3774.77,36,'VEND_K941N','BUY_G8OMT'
'PROD_40BIA','Data','Type_D',27,8674.95,42,'VEND_13DO0','BUY_4BXD1'
'PROD_NQ4P8','Digital','Type_B',103,7077.74,11,'VEND_3R3P7','BUY_R4VGJ'
'PROD_BKNWS','Physical','Type_A',67,8998.08,31,'VEND_A6AKI','BUY_13ZT6'
'PROD_OKKO6','Digital','Type_B',134,4943.95,89,'VEND_GOI0E','BUY_0BB89'
'PROD_6U2ZE','Digital','Type_A',101,1797.22,44,'VEND_DYI8L','BUY_5TMN7'
'PROD_Y0R5X','Digital','Type_C',90,8405.57,77,'VEND_4UJZ9','BUY_TTPLB'
'PROD_ABH86','Service','Type_A',138,2471.31,69,'VEND_WUGZH','BUY_GR77H'
'PROD_T1K9O','Digital','Type_D',63,7048.82,61,'VEND_ZB3QF','BUY_OXKIF'
'PROD_6H707','Digital','Type_A',142,9276.96,86,'VEND_FK4U9','BUY_1BZ5P'
'PROD_FX5PG','Physical','Type_C',12,6673.32,18,'VEND_FOXMI','BUY_L9G0C'
'PROD_XQYP7','Physical','Type_C',172,4062.81,21,'VEND_A7MOE','BUY_50HBJ'
'PROD_UHWBL','Data','Type_C',53,5299.08,62,'VEND_B03JM','BUY_EFT90'
'PROD_7RS5U','Physical','Type_D',66,9613.28,64,'VEND_HQ67E','BUY_F54U3'
'PROD_W86E5','Data','Type_C',120,3392.07,92,'VEND_AYIFE','BUY_M395M'
'PROD_HQZAI','Physical','Type_A',95,5972.37,29,'VEND_SWEZA','BUY_P07O9'
'PROD_PHVLV','Digital','Type_B',25,8243.01,91,'VEND_H0IW5','BUY_CNC85'
'PROD_4XU9C','Physical','Type_A',33,727.86,20,'VEND_TXZ7Y','BUY_AHOJP'
'PROD_W3Q26','Data','Type_D',35,6129.41,12,'VEND_MIO5D','BUY_YR2UN'
'PROD_X1W4M','Digital','Type_A',101,5308.67,74,'VEND_5R0SK','BUY_PV2FA'
'PROD_SU5ET','Service','Type_A',168,9039.29,56,'VEND_OU0NP','BUY_W9KXW'
'PROD_PXFHW','Physical','Type_B',109,3875.64,3,'VEND_XK2KU','BUY_1JXWM'
'PROD_JZ4YD','Data','Type_C',71,6835.30,76,'VEND_WPMTN','BUY_CZ28M'
'PROD_T61EN','Data','Type_A',13,9675.36,6,'VEND_RAQNT','BUY_Y7AZV'
'PROD_2TMJ0','Physical','Type_C',81,4758.75,75,'VEND_M92W8','BUY_4O1I1'
'PROD_E21DK','Data','Type_A',3,8501.08,48,'VEND_RCNXG','BUY_KTN0X'
'PROD_OGB8A','Physical','Type_A',170,2133.04,13,'VEND_QYRJ2','BUY_TFON6'
'PROD_KWRHY','Digital','Type_A',76,6441.29,19,'VEND_IFPCZ','BUY_0PVM8'
'PROD_E071K','Digital','Type_A',154,9334.04,81,'VEND_7X7WC','BUY_645V6'
'PROD_16PPZ','Service','Type_C',112,3554.29,54,'VEND_9IP1S','BUY_0FFIQ'
'PROD_HLPDU','Physical','Type_C',171,675.30,15,'VEND_MMP55','BUY_2V0NU'
'PROD_DURMZ','Service','Type_D',14,5947.65,43,'VEND_VFQEL','BUY_LD0IS'
'PROD_GAQDS','Data','Type_B',116,3085.97,53,'VEND_L5YCE','BUY_3QPRD'
'PROD_X272I','Digital','Type_C',87,175.21,6,'VEND_XEO2P','BUY_0A37D'
'PROD_IC2SG','Physical','Type_C',21,2644.55,43,'VEND_1UMGL','BUY_4N0EH'
'PROD_BPYW3','Digital','Type_A',103,7717.64,86,'VEND_180JK','BUY_4I3SX'
'PROD_NS8ZB','Service','Type_D',95,7993.22,81,'VEND_BCJ5Y','BUY_HMX31'
'PROD_0UCGL','Digital','Type_D',31,3790.67,15,'VEND_9FQ6N','BUY_1ID30'
'PROD_76ETP','Digital','Type_D',128,4734.36,86,'VEND_PAU6L','BUY_BKF0X'
'PROD_VS6V6','Physical','Type_B',9,4873.28,48,'VEND_7KBI5','BUY_DW6TO'
'PROD_Q9EJI','Service','Type_B',128,5597.03,65,'VEND_47NIG','BUY_1PEMO'
'PROD_21IEA','Digital','Type_C',6,2330.16,37,'VEND_ZCE1Z','BUY_SBC5T'
'PROD_EY1YE','Physical','Type_B',33,2797.66,66,'VEND_6NNPB','BUY_89HWV'
'PROD_VNPXT','Digital','Type_B',68,9569.86,57,'VEND_YOE23','BUY_XXQNG'
'PROD_BXBKZ','Data','Type_B',26,7966.46,8,'VEND_HQMBS','BUY_HZ1AD'
'PROD_JMHRV','Digital','Type_A',142,1721.79,83,'VEND_F8ZRB','BUY_5L3AG'
'PROD_H0JL0','Data','Type_C',175,8824.63,58,'VEND_3NVFF','BUY_6C01P'
'PROD_G21U2','Data','Type_B',120,4702.87,21,'VEND_D563E','BUY_X71YO'
'PROD_BW66B','Physical','Type_A',71,6311.43,47,'VEND_VZOEM','BUY_8238O'
'PROD_ON2LN','Service','Type_A',114,7104.78,53,'VEND_GT44N','BUY_BWCQ5'
'PROD_SDFXE','Service','Type_B',63,8488.46,32,'VEND_LUM0Q','BUY_UUDKY'
'PROD_SL3XH','Physical','Type_C',152,2018.14,89,'VEND_W6FCC','BUY_0HSUI'
'PROD_18K5A','Physical','Type_D',128,4869.97,15,'VEND_Y9LFV','BUY_ZAY26'
'PROD_LEFIE','Physical','Type_D',37,3489.21,53,'VEND_Y0SOF','BUY_1KYGB'
'PROD_HDAV8','Physical','Type_D',160,3460.22,81,'VEND_XJMXA','BUY_Q1GQK'
'PROD_RL5IV','Data','Type_A',6,8694.33,70,'VEND_S9C1D','BUY_UPYBQ'
'PROD_HO144','Data','Type_C',18,612.36,89,'VEND_KRZLB','BUY_15T9W'
'PROD_W4RYF','Digital','Type_A',126,3474.10,10,'VEND_0XSZJ','BUY_Y49K9'
'PROD_K4JCK','Physical','Type_C',18,6484.81,56,'VEND_44H99','BUY_OH8KW'
'PROD_869KO','Physical','Type_C',1,1267.05,84,'VEND_NY8X6','BUY_QVI73'
'PROD_4FD6D','Data','Type_C',72,8600.46,75,'VEND_J5J8O','BUY_S0TG5'
'PROD_JLXKY','Data','Type_B',30,8416.10,35,'VEND_E1RZ2','BUY_ABT5Z'
'PROD_VF6H7','Data','Type_A',152,5418.29,69,'VEND_QTKS0','BUY_K7P2U'
'PROD_5J0SM','Digital','Type_D',68,8608.24,61,'VEND_9II3T','BUY_RZU9Z'
'PROD_ESAWX','Physical','Type_D',136,7906.80,97,'VEND_N3YWN','BUY_6M2SB'
'PROD_6247V','Digital','Type_C',41,829.05,2,'VEND_98Z8I','BUY_YU92L'
'PROD_BO02R','Digital','Type_C',129,2422.83,47,'VEND_JYA3X','BUY_HGEJR'
'PROD_UQHG2','Physical','Type_B',98,9058.05,11,'VEND_T8BX6','BUY_JDO9L'
'PROD_WBRY3','Digital','Type_C',151,873.43,83,'VEND_JY1EU','BUY_HK5E5'
'PROD_V5XEU','Digital','Type_C',3,9016.55,24,'VEND_9CXVU','BUY_JP7WC'
'PROD_YP2XN','Physical','Type_A',36,6715.87,27,'VEND_B05ZQ','BUY_YDYE5'
'PROD_YNAUW','Digital','Type_C',69,7384.54,9,'VEND_Q7GLT','BUY_GTHHE'
'PROD_I5X4Z','Digital','Type_A',63,9974.24,30,'VEND_318D0','BUY_HBBGS'
'PROD_7L6CT','Digital','Type_A',158,2236.68,81,'VEND_1H3IS','BUY_42NKQ'
'PROD_TS6QH','Digital','Type_D',32,8597.40,40,'VEND_W3CN4','BUY_ZPX9M'
'PROD_0HYB2','Digital','Type_C',71,1562.47,14,'VEND_5Q3HK','BUY_3ASOF'
'PROD_Y2WHM','Digital','Type_A',56,9362.91,23,'VEND_5GKIR','BUY_ZC2VB'
'PROD_IIWBO','Data','Type_B',24,3097.33,80,'VEND_Q7UIH','BUY_LQBS7'
'PROD_WCL05','Service','Type_A',106,2947.25,57,'VEND_J7IJT','BUY_EMBRG'
'PROD_LRTIG','Physical','Type_D',40,2874.16,49,'VEND_JFNWT','BUY_70D95'
'PROD_3OE7M','Service','Type_D',41,7255.86,29,'VEND_U1H5B','BUY_G1R8Y'
'PROD_0528R','Data','Type_A',125,8054.54,95,'VEND_EFGGM','BUY_PVNLW'
'PROD_F0C6Z','Physical','Type_B',6,5946.81,37,'VEND_TFEFA','BUY_7STKR'
'PROD_BS779','Data','Type_A',84,8758.41,4,'VEND_R265M','BUY_K1QUG'
'PROD_88XS6','Physical','Type_D',50,2727.52,23,'VEND_YH2WO','BUY_5J23X'
'PROD_ZQ1PT','Digital','Type_A',112,3630.31,35,'VEND_USPTA','BUY_DS5YC'
'PROD_HS7GQ','Physical','Type_B',17,2500.68,52,'VEND_0ZPGQ','BUY_NNLVP'
'PROD_NPM1X','Digital','Type_B',137,8485.94,73,'VEND_2C4HW','BUY_DPPKR'
'PROD_1RQ4E','Data','Type_B',20,5615.58,99,'VEND_9QIOQ','BUY_N4JAR'
'PROD_G6YWV','Service','Type_D',146,9059.61,34,'VEND_DDQ56','BUY_X1UJT'
'PROD_8ED7A','Digital','Type_B',112,6514.62,55,'VEND_E55UM','BUY_U6W2H'
'PROD_IQPAQ','Digital','Type_D',36,3662.49,22,'VEND_TIDY3','BUY_U2X89'
'PROD_OXV49','Digital','Type_A',128,7225.59,60,'VEND_S4MBF','BUY_WPQME'
'PROD_C0JGU','Service','Type_A',150,7435.40,4,'VEND_D10BD','BUY_GNW2Q'
'PROD_5EXRJ','Data','Type_D',122,8396.14,70,'VEND_SL31W','BUY_2P8R5'
'PROD_0NOKR','Physical','Type_D',5,3508.27,94,'VEND_FIFCU','BUY_EYPOK'
'PROD_4BI3J','Digital','Type_A',68,7239.64,70,'VEND_Y82AR','BUY_ASIG7'
'PROD_YGXQR','Digital','Type_D',157,5249.28,31,'VEND_A91PZ','BUY_5GLGC'
'PROD_2D2Y4','Digital','Type_D',110,9832.58,40,'VEND_18PLI','BUY_2L318'
'PROD_VV3HU','Digital','Type_A',32,5476.26,21,'VEND_MDJGJ','BUY_AFRC4'
'PROD_414XG','Data','Type_A',179,1553.51,56,'VEND_PCQZM','BUY_CENTL'
'PROD_22UBL','Physical','Type_A',123,9489.26,74,'VEND_8L2LO','BUY_B8NXF'
'PROD_AOWX9','Physical','Type_B',3,6517.20,33,'VEND_NYJ1H','BUY_V0NUV'
'PROD_UOXS8','Service','Type_A',49,5870.27,49,'VEND_JGEJQ','BUY_S1TRG'
'PROD_S6O71','Service','Type_B',57,8919.46,54,'VEND_SQFAA','BUY_7P2Y1'
'PROD_10MDY','Service','Type_C',62,4045.84,68,'VEND_1T31D','BUY_4RA3K'
'PROD_R2BQX','Service','Type_A',132,7396.27,58,'VEND_ALZYP','BUY_NO3AT'
'PROD_TSBLC','Service','Type_C',124,1883.54,67,'VEND_BTFAH','BUY_30DJL'
'PROD_L6G9W','Service','Type_D',52,1226.44,71,'VEND_9I2HB','BUY_0350I'
'PROD_RIQ26','Data','Type_B',43,1635.44,48,'VEND_XQGMV','BUY_P3FGH'
'PROD_U6XIP','Service','Type_B',67,2755.37,43,'VEND_86WCL','BUY_UYMUF'
'PROD_1RF0M','Data','Type_D',178,3392.50,20,'VEND_4QJBM','BUY_9NXQ7'
'PROD_CUOVN','Service','Type_C',72,9316.41,67,'VEND_NFVPY','BUY_43F4I'
'PROD_4DP8T','Physical','Type_D',2,1765.32,79,'VEND_US772','BUY_FVDGG'
'PROD_G6LEZ','Physical','Type_C',134,6684.01,33,'VEND_YZHK5','BUY_PFZV1'
'PROD_VZQSY','Digital','Type_A',48,3011.41,53,'VEND_GAMFD','BUY_FBT2I'
'PROD_BMOZK','Data','Type_D',161,6366.46,17,'VEND_KDN0C','BUY_JD2QO'
'PROD_GTPKZ','Service','Type_B',159,1382.02,13,'VEND_X9RGD','BUY_C72S0'
'PROD_9N706','Physical','Type_C',171,3015.34,72,'VEND_1JUMX','BUY_3EEQL'
'PROD_AX9PZ','Digital','Type_A',172,9235.33,51,'VEND_9H6J6','BUY_ODPRD'
'PROD_502CS','Digital','Type_C',55,7307.84,47,'VEND_TMLQR','BUY_7RMZT'
'PROD_V83UX','Data','Type_C',16,2054.40,88,'VEND_0LG4V','BUY_92GS4'
'PROD_R0A97','Physical','Type_B',13,7091.51,82,'VEND_CZAD1','BUY_K17GT'
'PROD_GI230','Physical','Type_C',18,9833.31,3,'VEND_EG6LI','BUY_JH6AO'
'PROD_0J5MU','Data','Type_C',41,8439.56,74,'VEND_GTX0M','BUY_1622B'
'PROD_XVP63','Service','Type_D',60,9415.89,51,'VEND_D293L','BUY_VBJZM'
'PROD_9JQHB','Service','Type_D',176,9803.47,82,'VEND_MOVBK','BUY_PJD89'
'PROD_4QZEZ','Data','Type_D',125,7348.03,5,'VEND_KF41F','BUY_TJ4OU'
'PROD_KF5PZ','Digital','Type_B',109,7323.62,74,'VEND_MCBJZ','BUY_KU4DQ'
'PROD_HRIJS','Data','Type_A',148,3346.08,74,'VEND_I7EDE','BUY_R5FQP'
'PROD_LLPWG','Physical','Type_B',177,3960.47,81,'VEND_ALKRM','BUY_QZS8O'
'PROD_YA4VD','Physical','Type_B',20,4767.78,40,'VEND_G5DV3','BUY_IMCG5'
'PROD_CF898','Service','Type_C',175,3225.47,38,'VEND_IYFC8','BUY_1TK88'
'PROD_9VRHR','Data','Type_A',26,3862.04,92,'VEND_GMYRQ','BUY_5WJ3J'
'PROD_9C9AO','Physical','Type_B',120,8530.60,97,'VEND_W1A2O','BUY_5PXCC'
'PROD_1K5TC','Physical','Type_A',77,9329.58,45,'VEND_WFIYO','BUY_NP5YN'
'PROD_UOXRD','Digital','Type_A',112,7982.23,61,'VEND_K44D0','BUY_B6DNA'
'PROD_MWGP1','Data','Type_A',32,7884.45,11,'VEND_WPD8O','BUY_9KQ8Q'
'PROD_CBCK1','Digital','Type_D',157,2918.50,37,'VEND_U1SQJ','BUY_2607Q'
'PROD_YZV70','Physical','Type_A',143,4504.28,48,'VEND_728X3','BUY_8DPPS'
'PROD_JTAPQ','Digital','Type_B',148,4976.25,32,'VEND_85P33','BUY_IRPRV'
'PROD_MEZ6B','Service','Type_C',168,8382.81,71,'VEND_C9DND','BUY_7OCFH'
'PROD_RTLCJ','Digital','Type_C',166,8109.65,3,'VEND_CLQC3','BUY_WQM3L'
'PROD_9O6M6','Digital','Type_A',29,9632.05,26,'VEND_DHHHV','BUY_74Z9N'
'PROD_B6TSM','Data','Type_B',1,5133.08,86,'VEND_7X0T7','BUY_X56HJ'
'PROD_76F7C','Data','Type_D',43,9043.85,35,'VEND_ZQJYP','BUY_G9GHI'
'PROD_OKZOU','Physical','Type_C',169,3597.60,21,'VEND_FMY2B','BUY_PCT89'
'PROD_WEBLI','Physical','Type_A',54,1681.52,99,'VEND_8GX5D','BUY_SQ7Z5'
'PROD_4I21E','Data','Type_D',172,9506.66,40,'VEND_1QHBE','BUY_MY2W5'
'PROD_T2XSR','Physical','Type_A',76,3125.96,96,'VEND_0QZZO','BUY_2AT5Q'
'PROD_DXMAL','Physical','Type_B',163,6197.23,16,'VEND_H6ZCT','BUY_K0J3Q'
'PROD_M85NE','Service','Type_D',91,1251.99,97,'VEND_ZCZCI','BUY_742YM'
